gene_id	TCGA-BH-A18J-01A-11R-A12D-07	gene_id	TCGA-BH-A18J-11A-31R-A12D-07
ALKBH2|121642	290.4043	ALKBH2|121642	235.7398
ALKBH3|221120	349.1142	ALKBH3|221120	305.7041
ALKBH4|54784	324.505	ALKBH4|54784	219.1221
ALKBH5|54890	1892.2935	ALKBH5|54890	2094.4742
ALKBH6|84964	93.6563	ALKBH6|84964	55.7041
ALKBH7|84266	758.3362	ALKBH7|84266	376.5597
ALKBH8|91801	114.9736	ALKBH8|91801	212.5668
ALK|238	18.871	ALK|238	8.467
ALMS1P|200420	8.7366	ALMS1P|200420	6.6845
ALMS1|7840	1093.8214	ALMS1|7840	912.2103
lowly_expressed	lowly_expressed	ALOX12P2|245	22.7273
lowly_expressed	lowly_expressed	ALOX12|239	7.1301
ALOX15B|247	144.678	ALOX15B|247	812.8342
lowly_expressed	lowly_expressed	ALOX15|246	300.8021
ALOX5AP|241	304.0334	ALOX5AP|241	223.7077
ALOX5|240	315.2163	ALOX5|240	501.3369
ALOXE3|59344	16.7743	ALOXE3|59344	12.4777
ALPK1|80216	262.4472	ALPK1|80216	701.8717
ALPK2|115701	116.0219	ALPK2|115701	20.0535
ALPK3|57538	265.243	ALPK3|57538	745.9893
ALPL|249	1602.99	ALPL|249	2090.4635
ALS2CL|259173	87.7154	ALS2CL|259173	391.2656
ALS2CR11|151254	5.5914	ALS2CR11|151254	8.467
ALS2CR12|130540	5.5914	lowly_expressed	lowly_expressed
ALS2CR4|65062	624.8411	ALS2CR4|65062	1259.3583
ALS2CR8|79800	72.339	ALS2CR8|79800	160.8734
ALS2|57679	718.1479	ALS2|57679	704.9911
ALX3|257	16.0753	ALX3|257	38.3244
ALX4|60529	5.242000000000001	ALX4|60529	28.5205
AMACR|23600	367.2864	AMACR|23600	192.959
lowly_expressed	lowly_expressed	AMBP|259	12.9234
AMBRA1|55626	1113.0419	AMBRA1|55626	902.852
AMD1|262	1557.2103	AMD1|262	2112.7986
AMDHD1|144193	9.0861	AMDHD1|144193	25.4011
AMDHD2|51005	148.5221	AMDHD2|51005	178.926
AMFR|267	2513.6924	AMFR|267	2396.1676
AMH|268	9.785	lowly_expressed	lowly_expressed
AMICA1|120425	78.9788	AMICA1|120425	131.016
AMIGO1|57463	82.8229	AMIGO1|57463	170.6774
AMIGO2|347902	2263.8259	AMIGO2|347902	2426.9162
AMIGO3|386724	133.4951	AMIGO3|386724	57.4866
AMMECR1L|83607	797.4762	AMMECR1L|83607	934.492
AMMECR1|9949	488.2008	AMMECR1|9949	236.63099999999997
AMN1|196394	52.769	AMN1|196394	128.7879
AMOTL1|154810	541.6687	AMOTL1|154810	2425.1337
AMOTL2|51421	1467.3981	AMOTL2|51421	4726.3815
AMOT|154796	1588.3125	AMOT|154796	991.0873
lowly_expressed	lowly_expressed	AMPD1|270	26.2923
AMPD2|271	877.5034	AMPD2|271	627.0053
AMPD3|272	197.7965	AMPD3|272	221.9251
AMPH|273	260.6999	AMPH|273	110.5169
AMT|275	19.57	AMT|275	163.2353
AMY2B|280	23.4141	AMY2B|280	386.9697
AMZ1|155185	230.646	AMZ1|155185	7.1301
AMZ2P1|201283	399.43699999999995	AMZ2P1|201283	278.9661
AMZ2|51321	2142.562	AMZ2|51321	957.6649
ANAPC10|10393	63.9519	ANAPC10|10393	99.8217
ANAPC11|51529	1410.4355	ANAPC11|51529	582.4421
ANAPC13|25847	1364.2888	ANAPC13|25847	933.7478
ANAPC16|119504	2120.1963	ANAPC16|119504	2083.779
ANAPC1|64682	777.9062	ANAPC1|64682	808.8235
ANAPC2|29882	689.4919	ANAPC2|29882	849.3761
ANAPC4|29945	397.6897	ANAPC4|29945	575.3119
ANAPC5|51433	2051.3519	ANAPC5|51433	2214.795
ANAPC7|51434	1267.1554	ANAPC7|51434	896.6132
ANGEL1|23357	445.9157	ANGEL1|23357	625.6684
ANGEL2|90806	862.127	ANGEL2|90806	587.7897
ANGPT1|284	64.6508	ANGPT1|284	344.0285
ANGPT2|285	500.7815	ANGPT2|285	314.6168
lowly_expressed	lowly_expressed	ANGPT4|51378	19.6078
ANGPTL1|9068	10.4839	ANGPTL1|9068	427.3619
ANGPTL2|23452	1817.9102	ANGPTL2|23452	4832.8877
ANGPTL4|51129	482.2599	ANGPTL4|51129	2029.8574
lowly_expressed	lowly_expressed	ANGPTL5|253935	12.0321
lowly_expressed	lowly_expressed	ANGPTL7|10218	174.6881
ANG|283	267.6543	ANG|283	398.574
ANK1|286	7.6882	ANK1|286	20.4991
ANK2|287	77.5809	ANK2|287	862.2995
ANK3|288	869.4657	ANK3|288	1168.8948
ANKAR|150709	22.7151	ANKAR|150709	44.1176
ANKDD1A|348094	25.1614	ANKDD1A|348094	106.5062
ANKFN1|162282	8.3871	lowly_expressed	lowly_expressed
ANKFY1|51479	1370.2472	ANKFY1|51479	2433.1551
ANKHD1-EIF4EBP3|404734	1078.445	ANKHD1-EIF4EBP3|404734	916.0918
ANKHD1|54882	2127.0877	ANKHD1|54882	2619.0374
ANKH|56172	1820.3564	ANKH|56172	1778.9661
ANKIB1|54467	1750.4637	ANKIB1|54467	1310.6061
lowly_expressed	lowly_expressed	ANKK1|255239	30.7487
ANKLE1|126549	12.9302	ANKLE1|126549	18.7166
ANKLE2|23141	1543.9306	ANKLE2|23141	1557.0410000000002
ANKMY1|51281	213.1729	ANKMY1|51281	249.1087
ANKMY2|57037	435.0823	ANKMY2|57037	538.3244
ANKRA2|57763	250.9149	ANKRA2|57763	330.6595
ANKRD10|55608	1026.0254	ANKRD10|55608	1483.8191
ANKRD11|29123	453.7577	ANKRD11|29123	2595.0936
ANKRD12|23253	906.8583	ANKRD12|23253	1516.4884
ANKRD13A|88455	819.4924	ANKRD13A|88455	1316.3993
ANKRD13B|124930	163.549	ANKRD13B|124930	149.7326
ANKRD13C|81573	439.9748	ANKRD13C|81573	499.5544
ANKRD13D|338692	811.4547	ANKRD13D|338692	479.5009
ANKRD16|54522	181.0047	ANKRD16|54522	127.8476
ANKRD17|26057	5450.9349	ANKRD17|26057	3357.3975
ANKRD19|138649	39.4894	ANKRD19|138649	53.4759
ANKRD1|27063	12.9302	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20A3|441425	21.836
lowly_expressed	lowly_expressed	ANKRD20B|729171	11.1408
ANKRD22|118932	235.888	ANKRD22|118932	40.107
ANKRD23|200539	23.7635	ANKRD23|200539	38.3244
ANKRD24|170961	5.5914	ANKRD24|170961	24.0642
ANKRD26|22852	241.4794	ANKRD26|22852	300.3565
ANKRD27|84079	904.0626	ANKRD27|84079	855.615
ANKRD28|23243	3015.1728	ANKRD28|23243	1171.5686
ANKRD29|147463	8.0377	ANKRD29|147463	206.328
ANKRD30A|91074	394.894	ANKRD30A|91074	1155.9715
ANKRD30B|374860	435.7812	ANKRD30B|374860	9.8039
ANKRD32|84250	201.99	ANKRD32|84250	118.5383
ANKRD34A|284615	29.0055	ANKRD34A|284615	20.9447
ANKRD35|148741	51.0217	ANKRD35|148741	182.2638
ANKRD36BP1|84832	28.656	ANKRD36BP1|84832	143.0481
ANKRD36B|57730	17.1237	ANKRD36B|57730	22.7273
ANKRD36|375248	80.0272	ANKRD36|375248	315.0624
ANKRD37|353322	92.3108	ANKRD37|353322	228.3645
ANKRD39|51239	222.9578	ANKRD39|51239	104.2781
ANKRD40|91369	712.5565	ANKRD40|91369	1890.3743
ANKRD42|338699	567.5291	ANKRD42|338699	323.0838
ANKRD43|134548	6.6398	ANKRD43|134548	114.5276
ANKRD44|91526	30.0539	ANKRD44|91526	88.6809
lowly_expressed	lowly_expressed	ANKRD45|339416	15.1515
ANKRD46|157567	244.2507	ANKRD46|157567	507.1747
ANKRD49|54851	156.9092	ANKRD49|54851	265.5971
ANKRD50|57182	2099.9274	ANKRD50|57182	953.6542
ANKRD52|283373	2163.8793	ANKRD52|283373	1406.4171
ANKRD53|79998	5.5914	ANKRD53|79998	104.2781
ANKRD54|129138	319.4098	ANKRD54|129138	343.5829
ANKRD56|345079	240.0816	ANKRD56|345079	142.6025
ANKRD57|65124	281.6677	ANKRD57|65124	705.8824
ANKRD58|347454	10.1344	ANKRD58|347454	9.3583
ANKRD5|63926	365.539	ANKRD5|63926	246.4349
ANKRD6|22881	152.7855	ANKRD6|22881	262.5847
ANKRD9|122416	31.8012	ANKRD9|122416	65.9537
ANKS1A|23294	1216.4832	ANKS1A|23294	1155.0802
ANKS1B|56899	169.8394	ANKS1B|56899	98.4848
ANKS3|124401	259.6515	ANKS3|124401	236.1854
ANKS6|203286	94.7047	ANKS6|203286	178.6988
ANKZF1|55139	443.4694	ANKZF1|55139	638.1462
ANLN|54443	591.6421	ANLN|54443	71.3012
ANO10|55129	915.2454	ANO10|55129	759.3583
ANO1|55107	949.1434	ANO1|55107	6476.8271
ANO2|57101	27.2582	ANO2|57101	102.0499
lowly_expressed	lowly_expressed	ANO3|63982	34.3538
ANO6|196527	2683.5318	ANO6|196527	4937.1658
ANO7|50636	22.3657	lowly_expressed	lowly_expressed
ANO8|57719	552.5021	ANO8|57719	332.4421
ANO9|338440	219.8127	ANO9|338440	123.8859
ANP32A|8125	2089.4435	ANP32A|8125	2269.6078
ANP32B|10541	3295.7922	ANP32B|10541	2408.1996
ANP32E|81611	687.7446	ANP32E|81611	775.4011
ANPEP|290	655.9434	ANPEP|290	3638.1462
ANTXR1|84168	10431.4916	ANTXR1|84168	4046.3458
ANTXR2|118429	818.444	ANTXR2|118429	2048.1283
ANUBL1|93550	286.5602	ANUBL1|93550	262.4777
ANXA11|311	2977.4308	ANXA11|311	3562.3886
lowly_expressed	lowly_expressed	ANXA13|312	6.2389
ANXA1|301	1954.5505	ANXA1|301	13722.3708
ANXA2P1|303	54.5163	ANXA2P1|303	61.943000000000005
ANXA2P2|304	4347.6779	ANXA2P2|304	3318.1818
ANXA2|302	14344.7861	ANXA2|302	11495.5437
ANXA3|306	253.0117	ANXA3|306	1124.7772
ANXA4|307	1355.2202	ANXA4|307	1421.1229999999998
ANXA5|308	5299.6171	ANXA5|308	7208.1105
ANXA6|309	4040.1499	ANXA6|309	7084.6702
ANXA7|310	3058.8558	ANXA7|310	2606.9519
ANXA8L2|244	30.7528	ANXA8L2|244	261.5865
ANXA8|653145	58.3604	ANXA8|653145	324.4207
ANXA9|8416	361.6949	ANXA9|8416	225.0446
AOAH|313	73.3874	AOAH|313	157.3084
AOC2|314	10.8334	AOC2|314	94.0285
AOC3|8639	586.0506	AOC3|8639	10655.0802
AOX1|316	177.1781	AOX1|316	748.2175
AP1AR|55435	337.2325	AP1AR|55435	581.1052
AP1B1|162	2370.4123	AP1B1|162	2312.3886
AP1G1|164	1837.4802	AP1G1|164	2202.7629
AP1G2|8906	824.6189999999999	AP1G2|8906	1030.4011
AP1M1|8907	1698.0441	AP1M1|8907	848.9305
AP1M2|10053	1248.9833	AP1M2|10053	743.3155
AP1S1|1174	1103.2569	AP1S1|1174	446.0784
AP1S2|8905	258.2537	AP1S2|8905	335.5615
AP1S3|130340	220.8611	AP1S3|130340	93.1373
AP2A1|160	2663.2349	AP2A1|160	1429.2825
AP2A2|161	2355.7348	AP2A2|161	1637.2549
AP2B1|163	5839.888000000001	AP2B1|163	5691.6221
AP2M1|1173	8862.749	AP2M1|1173	4254.0107
AP2S1|1175	1698.0441	AP2S1|1175	709.0018
AP3B1|8546	2088.7446	AP3B1|8546	1121.6578
AP3B2|8120	6.6398	AP3B2|8120	130.5704
AP3D1|8943	2748.532	AP3D1|8943	2717.4688
AP3M1|26985	1974.4699	AP3M1|26985	1323.975
AP3M2|10947	396.6413	AP3M2|10947	446.9697
AP3S1|1176	1472.2906	AP3S1|1176	759.3583
AP3S2|10239	1642.2977	AP3S2|10239	1556.484
AP4B1|10717	354.0452	AP4B1|10717	305.4055
AP4E1|23431	178.9254	AP4E1|23431	331.1052
AP4M1|9179	896.329	AP4M1|9179	326.5107
AP4S1|11154	41.9356	AP4S1|11154	71.7469
APAF1|317	684.9489	APAF1|317	505.7932
APBA1|320	111.8284	APBA1|320	409.9822
APBA2|321	182.7695	APBA2|321	72.6381
APBA3|9546	160.7533	APBA3|9546	188.9483
APBB1IP|54518	155.8608	APBB1IP|54518	454.5455
APBB1|322	321.5066	APBB1|322	804.3672
APBB2|323	3786.7887	APBB2|323	1878.3422
APBB3|10307	278.5226	APBB3|10307	392.1569
APCDD1L|164284	20.2689	APCDD1L|164284	540.9982
APCDD1|147495	422.8511	APCDD1|147495	1270.9447
APC|324	1146.2409	APC|324	1140.82
APEH|327	1605.4363	APEH|327	1330.2139
APEX1|328	3215.765	APEX1|328	2591.8004
APEX2|27301	951.5897	APEX2|27301	479.5009
APH1A|51107	3034.3933	APH1A|51107	3293.672
APH1B|83464	297.3936	APH1B|83464	594.9198
API5|8539	2956.8124	API5|8539	2413.5472
APIP|51074	276.0763	APIP|51074	382.2237
APITD1|378708	410.6129	APITD1|378708	133.2442
APLF|200558	63.2529	lowly_expressed	lowly_expressed
APLNR|187	584.3033	APLNR|187	464.3494
APLN|8862	712.207	APLN|8862	295.0089
APLP1|333	369.3831	APLP1|333	26.738000000000003
APLP2|334	9274.0678	APLP2|334	12301.2478
APOA1BP|128240	2175.761	APOA1BP|128240	931.3725
APOB48R|55911	349.8132	APOB48R|55911	267.3797
APOBEC3C|27350	75.4842	APOBEC3C|27350	286.9875
APOBEC3D|140564	11.8818	APOBEC3D|140564	51.6934
APOBEC3F|200316	68.1454	APOBEC3F|200316	167.5579
APOBEC3G|60489	75.8336	APOBEC3G|60489	193.4046
lowly_expressed	lowly_expressed	APOB|338	215.6863
APOC1|341	1053.6331	APOC1|341	617.2014
APOC2|344	44.3819	APOC2|344	34.3137
APOD|347	376.7219	APOD|347	20540.5526
APOE|348	4458.1085	APOE|348	3372.5490000000004
lowly_expressed	lowly_expressed	APOF|319	21.3904
APOL1|8542	1685.8129	APOL1|8542	1159.0909
APOL2|23780	774.7610000000001	APOL2|23780	643.9394
APOL3|80833	495.5395	APOL3|80833	1055.2585
APOL4|80832	134.893	APOL4|80832	327.9857
APOL6|80830	1212.9885	APOL6|80830	3144.385
APOLD1|81575	521.0504	APOLD1|81575	2627.3574
APOM|55937	26.5592	APOM|55937	21.836
APOOL|139322	122.6618	APOOL|139322	213.0125
APOO|79135	437.5286	APOO|79135	153.7433
APPBP2|10513	1210.5423	APPBP2|10513	1222.8164
APPL1|26060	918.7401	APPL1|26060	1709.8929999999998
APPL2|55198	1174.897	APPL2|55198	1364.9733
APP|351	22518.0432	APP|351	31453.6542
APRT|353	1619.4148	APRT|353	1082.8877
APTX|54840	570.6742	APTX|54840	494.2068
AQP11|282679	27.2582	AQP11|282679	30.303
AQP1|358	2887.9681	AQP1|358	10469.3048
AQP3|360	297.7431	AQP3|360	894.8307
lowly_expressed	lowly_expressed	AQP4|361	24.9554
AQP5|362	172.6351	AQP5|362	57.4866
lowly_expressed	lowly_expressed	AQP7P1|375719	179.1444
lowly_expressed	lowly_expressed	AQP7P3|441432	46.3458
lowly_expressed	lowly_expressed	AQP7|364	1415.3298
AQP9|366	23.0646	AQP9|366	28.9661
lowly_expressed	lowly_expressed	AQPEP|206338	197.6471
AQR|9716	774.4116	AQR|9716	1125.6684
ARAF|369	1370.9461	ARAF|369	1193.4046
ARAP1|116985	2439.2322	ARAP1|116985	2317.7228
ARAP2|116984	314.1679	ARAP2|116984	369.4296
ARAP3|64411	239.3826	ARAP3|64411	607.3975
ARCN1|372	3356.2494	ARCN1|372	4016.934
lowly_expressed	lowly_expressed	ARC|23237	93.1373
AREG|374	426.6952	AREG|374	259.8039
ARF1|375	27508.3849	ARF1|375	7058.8235
ARF3|377	6723.3322	ARF3|377	3618.0927
ARF4|378	4788.7011	ARF4|378	3382.7986
ARF5|381	3888.6993	ARF5|381	1759.3583
ARF6|382	4478.0279	ARF6|382	2819.0731
ARFGAP1|55738	1695.9474	ARFGAP1|55738	986.1854
ARFGAP2|84364	2179.9546	ARFGAP2|84364	1913.9929
ARFGAP3|26286	877.8528	ARFGAP3|26286	1337.344
ARFGEF1|10565	2081.4058	ARFGEF1|10565	2068.4135
ARFGEF2|10564	1254.9242	ARFGEF2|10564	2409.9822
ARFIP1|27236	735.9706	ARFIP1|27236	921.123
ARFIP2|23647	1866.8351	ARFIP2|23647	1449.6435
ARFRP1|10139	701.7231	ARFRP1|10139	519.1622
lowly_expressed	lowly_expressed	ARG1|383	5.3476
ARG2|384	174.9031	ARG2|384	248.8235
ARGLU1|55082	644.7605	ARGLU1|55082	2569.5187
ARHGAP10|79658	95.0541	ARHGAP10|79658	603.3868
ARHGAP11A|9824	193.9524	ARHGAP11A|9824	80.6595
ARHGAP11B|89839	11.5323	lowly_expressed	lowly_expressed
ARHGAP12|94134	777.9062	ARHGAP12|94134	1038.3244
ARHGAP15|55843	30.0539	ARHGAP15|55843	31.1943
ARHGAP17|55114	926.4283	ARHGAP17|55114	1180.4813
ARHGAP18|93663	974.6543	ARHGAP18|93663	636.8093
ARHGAP19|84986	459.5448	ARHGAP19|84986	1133.2442
ARHGAP1|392	3113.7216	ARHGAP1|392	2885.4724
ARHGAP20|57569	22.7151	ARHGAP20|57569	254.90200000000002
ARHGAP21|57584	1079.4934	ARHGAP21|57584	2746.4349
ARHGAP22|58504	92.9573	ARHGAP22|58504	96.7023
ARHGAP23|57636	427.3941	ARHGAP23|57636	937.1658
ARHGAP24|83478	235.1891	ARHGAP24|83478	363.6364
ARHGAP25|9938	171.2372	ARHGAP25|9938	348.9305
ARHGAP26|23092	1175.5959	ARHGAP26|23092	1099.8217
ARHGAP27|201176	381.9533	ARHGAP27|201176	623.8859
ARHGAP28|79822	122.6618	ARHGAP28|79822	122.54899999999999
ARHGAP29|9411	1332.1556	ARHGAP29|9411	3149.7326
ARHGAP30|257106	365.1896	ARHGAP30|257106	395.2763
ARHGAP31|57514	461.6416	ARHGAP31|57514	1445.1872
ARHGAP32|9743	1274.8436	ARHGAP32|9743	1752.2282
ARHGAP33|115703	129.3016	ARHGAP33|115703	184.0463
lowly_expressed	lowly_expressed	ARHGAP36|158763	23.1729
ARHGAP39|80728	415.1629	ARHGAP39|80728	240.1961
ARHGAP42|143872	110.4166	ARHGAP42|143872	135.4724
ARHGAP4|393	358.5498	ARHGAP4|393	405.0802
ARHGAP5|394	1719.3614	ARHGAP5|394	2955.4367
ARHGAP6|395	47.8765	ARHGAP6|395	91.8004
ARHGAP8|23779	236.5904	ARHGAP8|23779	408.1194
ARHGAP9|64333	69.1938	ARHGAP9|64333	128.3422
ARHGDIA|396	6073.3297	ARHGDIA|396	4114.5276
ARHGDIB|397	3271.3297	ARHGDIB|397	3089.5722
ARHGEF10L|55160	617.1529	ARHGEF10L|55160	1209.893
ARHGEF10|9639	598.9808	ARHGEF10|9639	1140.82
ARHGEF11|9826	1923.4482	ARHGEF11|9826	1403.7433
ARHGEF12|23365	2922.565	ARHGEF12|23365	5438.057
ARHGEF15|22899	242.5278	ARHGEF15|22899	1143.4938
ARHGEF16|27237	348.7648	ARHGEF16|27237	240.6417
ARHGEF17|9828	2668.1554	ARHGEF17|9828	1737.9679
ARHGEF18|23370	1504.4412	ARHGEF18|23370	911.7647
ARHGEF19|128272	593.7388	ARHGEF19|128272	431.8182
ARHGEF1|9138	1148.6872	ARHGEF1|9138	1347.148
ARHGEF2|9181	2460.5739	ARHGEF2|9181	1906.8627
ARHGEF33|100271715	7.3387	ARHGEF33|100271715	17.3797
ARHGEF35|445328	684.5994	ARHGEF35|445328	918.8948
ARHGEF37|389337	776.5084	ARHGEF37|389337	1766.934
ARHGEF38|54848	32.8496	ARHGEF38|54848	93.1373
ARHGEF3|50650	882.7453	ARHGEF3|50650	794.5633
ARHGEF4|50649	127.5543	ARHGEF4|50649	307.4866
ARHGEF5|7984	547.9591	ARHGEF5|7984	613.6364
ARHGEF6|9459	616.8034	ARHGEF6|9459	2544.1176
ARHGEF7|8874	1198.6605	ARHGEF7|8874	1712.1212
ARHGEF9|23229	212.4739	ARHGEF9|23229	738.4135
ARID1A|8289	4162.4622	ARID1A|8289	2914.8841
ARID1B|57492	2349.095	ARID1B|57492	2416.221
ARID2|196528	1145.542	ARID2|196528	938.057
ARID3A|1820	71.2906	ARID3A|1820	67.2906
ARID3B|10620	86.3175	ARID3B|10620	140.82
ARID4A|5926	391.0499	ARID4A|5926	803.0303
ARID4B|51742	1367.102	ARID4B|51742	1236.0205
ARID5A|10865	1095.2192	ARID5A|10865	3136.8093
ARID5B|84159	1256.322	ARID5B|84159	5973.7077
ARIH1|25820	1093.4719	ARIH1|25820	1941.1765
ARIH2|10425	890.4335	ARIH2|10425	1541.3993
ARL10|285598	19.2205	ARL10|285598	58.3779
ARL11|115761	37.0432	ARL11|115761	41.8895
ARL13B|200894	254.4096	ARL13B|200894	300.8021
ARL15|54622	356.1035	ARL15|54622	366.7558
ARL16|339231	340.0282	ARL16|339231	284.7594
ARL17A|51326	105.8595	ARL17A|51326	103.2219
ARL1|400	2312.0519	ARL1|400	1725.0446
ARL2BP|23568	1265.0586	ARL2BP|23568	1135.0267
ARL2|402	840.8097	ARL2|402	1074.8663
ARL3|403	1457.2636	ARL3|403	477.7184
ARL4A|10124	361.6949	ARL4A|10124	1010.6952
ARL4C|10123	798.8739999999999	ARL4C|10123	1351.1586
ARL4D|379	83.5218	ARL4D|379	152.4064
ARL5A|26225	807.6106	ARL5A|26225	668.0036
ARL5B|221079	198.1459	ARL5B|221079	340.0178
ARL6IP1|23204	6460.186	ARL6IP1|23204	4475.9358
ARL6IP4|51329	1837.1307	ARL6IP4|51329	1664.8841
ARL6IP5|10550	2595.4669	ARL6IP5|10550	3220.1426
ARL6IP6|151188	253.0117	ARL6IP6|151188	197.861
ARL6|84100	88.7638	ARL6|84100	94.4742
ARL8A|127829	1603.3395	ARL8A|127829	1045.4545
ARL8B|55207	1401.3495	ARL8B|55207	2157.3084
ARL9|132946	39.4894	ARL9|132946	12.4777
ARMC10|83787	1064.6552	ARMC10|83787	569.7326
ARMC1|55156	750.648	ARMC1|55156	719.2513
ARMC2|84071	82.4734	ARMC2|84071	55.2585
ARMC3|219681	34.5969	lowly_expressed	lowly_expressed
ARMC4|55130	11.5323	ARMC4|55130	5.7932
ARMC5|79798	526.2923	ARMC5|79798	406.4171
ARMC6|93436	1527.7819	ARMC6|93436	512.4777
ARMC7|79637	414.1145	ARMC7|79637	267.3797
ARMC8|25852	669.9219	ARMC8|25852	709.4474
ARMC9|80210	614.0077	ARMC9|80210	213.9037
ARMCX1|51309	431.5877	ARMCX1|51309	684.492
ARMCX2|9823	1814.0661	ARMCX2|9823	959.893
ARMCX3|51566	1484.1724	ARMCX3|51566	2067.7362
ARMCX5|64860	259.3021	ARMCX5|64860	356.5062
ARMCX6|54470	347.3669	ARMCX6|54470	220.5882
ARNT2|9915	3399.2335	ARNT2|9915	249.5544
ARNTL2|56938	54.8658	ARNTL2|56938	32.0856
ARNTL|406	206.1836	ARNTL|406	406.8627
ARNT|405	2377.4016	ARNT|405	1616.3102
ARPC1A|10552	3602.4186	ARPC1A|10552	1781.8004
ARPC1B|10095	5107.9642	ARPC1B|10095	1330.9447
ARPC2|10109	5693.1132	ARPC2|10109	3042.3351
ARPC3|10094	4486.7645	ARPC3|10094	2091.8004
ARPC4|10093	3918.1207	ARPC4|10093	2213.0793
ARPC5L|81873	1192.0207	ARPC5L|81873	532.5312
ARPC5|10092	2815.2796	ARPC5|10092	2303.9216
ARPM1|84517	43.3335	ARPM1|84517	55.2585
ARPP19|10776	2050.3036	ARPP19|10776	3486.631
ARRB1|408	782.4492	ARRB1|408	1302.5847
ARRB2|409	527.3407	ARRB2|409	641.7112
ARRDC1|92714	1207.7466	ARRDC1|92714	699.1979
ARRDC2|27106	706.2661	ARRDC2|27106	741.533
ARRDC3|57561	1778.4208	ARRDC3|57561	4016.4884
ARRDC4|91947	746.4545	ARRDC4|91947	1556.1497
ARSA|410	669.9219	ARSA|410	484.8485
ARSB|411	445.9157	ARSB|411	221.4795
ARSD|414	1897.2385	ARSD|414	2458.1105
ARSE|415	34.2474	ARSE|415	20.9447
ARSG|22901	255.458	ARSG|22901	352.4955
ARSH|347527	15.0269	lowly_expressed	lowly_expressed
ARSI|340075	106.5864	ARSI|340075	24.9554
ARSJ|79642	123.3607	ARSJ|79642	114.9733
ARSK|153642	226.8019	ARSK|153642	153.7433
ART3|419	24.4625	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ART4|420	8.467
lowly_expressed	lowly_expressed	ART5|116969	16.4884
ARTN|9048	61.1561	ARTN|9048	6.2389
ARV1|64801	378.4692	ARV1|64801	282.0856
ARVCF|421	264.1946	ARVCF|421	528.0749
ARX|170302	15.7259	ARX|170302	7.5758
AR|367	554.5989	AR|367	607.8431
AS3MT|57412	270.1354	AS3MT|57412	227.0766
ASAH1|427	4499.6947	ASAH1|427	4283.4225
ASAH2|56624	16.4248	ASAH2|56624	8.467
ASAM|79827	147.8231	ASAM|79827	745.9893
ASAP1|50807	1093.8214	ASAP1|50807	1017.3797
ASAP2|8853	1092.4235	ASAP2|8853	723.262
ASAP3|55616	1368.8493	ASAP3|55616	1194.7415
lowly_expressed	lowly_expressed	ASB12|142689	7.1301
ASB13|79754	1258.7683	ASB13|79754	896.1676
ASB14|142686	5.5914	ASB14|142686	13.369000000000002
ASB16|92591	14.0519	ASB16|92591	16.934
ASB1|51665	285.6621	ASB1|51665	657.0187
ASB2|51676	7.3387	ASB2|51676	25.4011
ASB3|51130	300.8882	ASB3|51130	269.6078
ASB6|140459	786.0208	ASB6|140459	687.3574
ASB7|140460	409.5715	ASB7|140460	386.8093
ASB8|140461	720.2447	ASB8|140461	694.7415
ASB9|140462	67.796	ASB9|140462	19.6078
ASCC1|51008	691.5887	ASCC1|51008	393.0481
ASCC2|84164	1006.8049	ASCC2|84164	1173.3512
ASCC3|10973	1467.0486	ASCC3|10973	979.0553
ASCL1|429	76.1831	lowly_expressed	lowly_expressed
ASCL2|430	130.6994	ASCL2|430	27.1836
ASF1A|25842	390.0015	ASF1A|25842	355.615
ASF1B|55723	558.7925	ASF1B|55723	80.2139
ASGR1|432	7.6882	ASGR1|432	8.0214
ASGR2|433	5.242000000000001	ASGR2|433	6.2389
ASH1L|55870	4474.8513	ASH1L|55870	3292.7585
ASH2L|9070	594.0883	ASH2L|9070	1174.2424
ASL|435	630.7819999999999	ASL|435	392.6025
ASMTL|8623	901.6094	ASMTL|8623	717.0232
ASNA1|439	2926.0596	ASNA1|439	919.3405
ASNSD1|54529	1074.9504	ASNSD1|54529	995.9893
ASNS|440	433.6845	ASNS|440	342.246
ASPA|443	10.8334	ASPA|443	85.5615
lowly_expressed	lowly_expressed	ASPG|374569	18.2709
ASPHD1|253982	9.4355	ASPHD1|253982	41.8895
ASPHD2|57168	153.0651	ASPHD2|57168	44.5633
ASPH|444	5723.4362	ASPH|444	7406.5374
ASPM|259266	159.7049	ASPM|259266	75.7576
ASPN|54829	2069.5241	ASPN|54829	290.9982
ASPRV1|151516	26.5383	ASPRV1|151516	46.5998
ASPSCR1|79058	637.0723	ASPSCR1|79058	308.8235
ASRGL1|80150	72.6885	ASRGL1|80150	139.9287
ASS1|445	4583.9154	ASS1|445	2095.8111
ASTE1|28990	186.9037	ASTE1|28990	213.2264
lowly_expressed	lowly_expressed	ASTN1|460	14.7059
ASTN2|23245	232.0439	ASTN2|23245	208.1105
ASXL1|171023	1500.2477	ASXL1|171023	2101.1586
ASXL2|55252	551.1043	ASXL2|55252	950.0891
ATAD1|84896	1065.5148	ATAD1|84896	982.6203
ATAD2B|54454	370.0821	ATAD2B|54454	348.0392
ATAD2|29028	915.9444	ATAD2|29028	565.0624
