gene_id	TCGA-E9-A1RC-01A-11R-A157-07	gene_id	TCGA-E9-A1RC-11A-33R-A157-07
ALKBH6|84964	97.4702	ALKBH6|84964	65.3675
ALKBH7|84266	280.0099	ALKBH7|84266	346.0631
ALKBH8|91801	207.0933	ALKBH8|91801	241.8946
ALMS1|7840	960.0694	ALMS1|7840	720.79
lowly_expressed	lowly_expressed	ALOX12|239	7.3407
ALOX15B|247	97.7183	lowly_expressed	lowly_expressed
ALOX15|246	270.5853	lowly_expressed	lowly_expressed
ALOX5AP|241	270.3373	ALOX5AP|241	418.7713
ALOX5|240	156.994	ALOX5|240	175.4785
ALOXE3|59344	39.6825	lowly_expressed	lowly_expressed
ALPK1|80216	875.4960000000001	ALPK1|80216	517.3468
ALPK2|115701	54.8115	ALPK2|115701	32.509
ALPK3|57538	141.369	ALPK3|57538	3211.3956
ALPL|249	45.1389	ALPL|249	464.2139
ALS2CL|259173	222.9663	ALS2CL|259173	318.0984
ALS2CR11|151254	6.9444	ALS2CR11|151254	9.4381
ALS2CR12|130540	11.4087	ALS2CR12|130540	11.885
ALS2CR4|65062	326.1409	ALS2CR4|65062	607.8825
ALS2CR8|79800	160.2183	ALS2CR8|79800	158.0005
ALS2|57679	892.3611	ALS2|57679	669.4049
lowly_expressed	lowly_expressed	ALX1|8092	21.6726
ALX3|257	6.4484	ALX3|257	20.9735
AMACR|23600	333.8294	AMACR|23600	327.1869
AMBRA1|55626	1090.2778	AMBRA1|55626	679.8916
AMD1|262	2198.1647	AMD1|262	962.6846
AMDHD2|51005	493.1523	AMDHD2|51005	158.5109
AMFR|267	8041.4187	AMFR|267	2994.3197
AMH|268	17.8571	lowly_expressed	lowly_expressed
AMICA1|120425	5.4563	AMICA1|120425	164.2926
AMIGO1|57463	94.9901	AMIGO1|57463	223.368
AMIGO2|347902	4624.7445	AMIGO2|347902	570.4798
AMIGO3|386724	66.7163	AMIGO3|386724	47.1904
AMMECR1L|83607	751.4881	AMMECR1L|83607	963.3837
AMMECR1|9949	739.3353	AMMECR1|9949	128.9872
AMN1|196394	219.9901	AMN1|196394	119.5491
AMOTL1|154810	1157.7381	AMOTL1|154810	2953.7709
AMOTL2|51421	2114.3353	AMOTL2|51421	8065.717
AMOT|154796	1815.4762	AMOT|154796	1453.1154
AMPD2|271	423.1151	AMPD2|271	425.7625
AMPD3|272	255.9524	AMPD3|272	233.5052
AMPH|273	140.625	AMPH|273	69.5622
AMT|275	42.691	AMT|275	138.219
AMY1A|276	6.2004	lowly_expressed	lowly_expressed
AMY2B|280	45.5332	AMY2B|280	245.8691
AMZ1|155185	210.5655	lowly_expressed	lowly_expressed
AMZ2P1|201283	143.3532	AMZ2P1|201283	264.2664
AMZ2|51321	1572.4206	AMZ2|51321	1882.7231
ANAPC10|10393	134.4246	ANAPC10|10393	137.3766
ANAPC11|51529	818.9484	ANAPC11|51529	781.9628
ANAPC13|25847	1360.5556	ANAPC13|25847	1408.4314
ANAPC16|119504	2048.3631	ANAPC16|119504	2820.5890000000004
ANAPC1|64682	724.9504	ANAPC1|64682	845.5825
ANAPC2|29882	508.6806	ANAPC2|29882	561.7408
ANAPC4|29945	539.6825	ANAPC4|29945	529.931
ANAPC5|51433	2656.002	ANAPC5|51433	2378.0477
ANAPC7|51434	1043.6508	ANAPC7|51434	742.8122
ANGEL1|23357	687.748	ANGEL1|23357	453.7272
ANGEL2|90806	1139.3849	ANGEL2|90806	524.6876
ANGPT1|284	15.377	ANGPT1|284	2661.8894
ANGPT2|285	250.74400000000003	ANGPT2|285	399.5456
lowly_expressed	lowly_expressed	ANGPT4|51378	124.4429
ANGPTL1|9068	16.369	ANGPTL1|9068	915.8437
ANGPTL2|23452	906.9939999999999	ANGPTL2|23452	11749.0169
ANGPTL4|51129	611.6071	ANGPTL4|51129	4008.3894
lowly_expressed	lowly_expressed	ANGPTL5|253935	104.8676
lowly_expressed	lowly_expressed	ANGPTL7|10218	91.9339
ANG|283	593.6186	ANG|283	623.6546
ANK1|286	9.6726	ANK1|286	56.6285
ANK2|287	224.9504	ANK2|287	2160.6222
ANK3|288	624.752	ANK3|288	240.4964
ANKAR|150709	49.1071	ANKAR|150709	48.9382
ANKDD1A|348094	53.0754	ANKDD1A|348094	347.8109
ANKFY1|51479	2069.4444	ANKFY1|51479	2514.7252
ANKHD1-EIF4EBP3|404734	2681.9271	ANKHD1-EIF4EBP3|404734	908.4051
ANKHD1|54882	5072.4231	ANKHD1|54882	1836.7107
ANKH|56172	984.623	ANKH|56172	1762.8244
ANKIB1|54467	2416.1706	ANKIB1|54467	2091.4096
ANKK1|255239	10.6647	lowly_expressed	lowly_expressed
ANKLE2|23141	1746.2798	ANKLE2|23141	1584.1999
ANKMY1|51281	454.6131	ANKMY1|51281	182.4696
ANKMY2|57037	515.625	ANKMY2|57037	590.7542
ANKRA2|57763	622.2718	ANKRA2|57763	295.0275
ANKRD10|55608	1690.2331	ANKRD10|55608	933.3182
ANKRD11|29123	2314.5809	ANKRD11|29123	2373.4615
ANKRD12|23253	1894.3452	ANKRD12|23253	1509.7439
ANKRD13A|88455	1177.3313	ANKRD13A|88455	959.8881
ANKRD13B|124930	47.123000000000005	ANKRD13B|124930	129.3367
ANKRD13C|81573	501.4881	ANKRD13C|81573	661.0155
ANKRD13D|338692	348.9583	ANKRD13D|338692	301.3196
ANKRD16|54522	139.881	ANKRD16|54522	95.2582
ANKRD17|26057	3254.2163	ANKRD17|26057	2660.4911
ANKRD19|138649	36.2103	ANKRD19|138649	33.2081
lowly_expressed	lowly_expressed	ANKRD20A3|441425	8.3894
lowly_expressed	lowly_expressed	ANKRD20B|729171	8.3894
ANKRD22|118932	36.7063	lowly_expressed	lowly_expressed
ANKRD23|200539	28.2738	ANKRD23|200539	16.4293
ANKRD24|170961	19.3452	ANKRD24|170961	17.4779
ANKRD26|22852	402.0337	ANKRD26|22852	218.8237
ANKRD27|84079	1641.6171	ANKRD27|84079	931.2243
ANKRD28|23243	2675.8433	ANKRD28|23243	1106.7028
lowly_expressed	lowly_expressed	ANKRD29|147463	397.0987
ANKRD30A|91074	1020.8333	ANKRD30A|91074	20.624000000000002
ANKRD31|256006	16.6171	lowly_expressed	lowly_expressed
ANKRD32|84250	534.9702	ANKRD32|84250	114.6552
ANKRD34A|284615	9.4246	ANKRD34A|284615	15.030999999999999
lowly_expressed	lowly_expressed	ANKRD34C|390616	5.9425
ANKRD35|148741	11.1607	ANKRD35|148741	193.6555
ANKRD36BP1|84832	215.7738	ANKRD36BP1|84832	106.2658
ANKRD36B|57730	32.4901	ANKRD36B|57730	19.9248
ANKRD36|375248	170.1389	ANKRD36|375248	145.0669
ANKRD37|353322	198.7054	ANKRD37|353322	32.7851
ANKRD39|51239	120.2877	ANKRD39|51239	99.9738
ANKRD40|91369	1357.3909	ANKRD40|91369	6206.4144
ANKRD42|338699	931.2996	ANKRD42|338699	168.4873
ANKRD43|134548	103.9187	ANKRD43|134548	45.7922
ANKRD44|91526	88.5417	ANKRD44|91526	139.4739
lowly_expressed	lowly_expressed	ANKRD45|339416	10.4868
ANKRD46|157567	426.999	ANKRD46|157567	1006.1802
ANKRD49|54851	282.7381	ANKRD49|54851	219.5229
ANKRD50|57182	1964.2857	ANKRD50|57182	1023.8574
ANKRD52|283373	2524.3056	ANKRD52|283373	1029.4503
ANKRD53|79998	5.4563	ANKRD53|79998	242.9433
ANKRD54|129138	376.4881	ANKRD54|129138	225.8149
ANKRD56|345079	262.8968	lowly_expressed	lowly_expressed
ANKRD57|65124	517.6091	ANKRD57|65124	339.77099999999996
ANKRD58|347454	8.4325	ANKRD58|347454	6.2921
ANKRD5|63926	740.0794	ANKRD5|63926	224.7662
ANKRD6|22881	224.0352	ANKRD6|22881	287.9595
lowly_expressed	lowly_expressed	ANKRD7|56311	5.5929
ANKRD9|122416	65.2282	ANKRD9|122416	58.7259
ANKS1A|23294	1138.3929	ANKS1A|23294	1391.2436
ANKS1B|56899	278.2738	ANKS1B|56899	37.0532
ANKS3|124401	400.7937	ANKS3|124401	125.4916
ANKS6|203286	86.8056	ANKS6|203286	547.7585
ANKZF1|55139	631.9444	ANKZF1|55139	321.9435
ANLN|54443	921.627	ANLN|54443	56.9781
ANO10|55129	1065.9722	ANO10|55129	1214.0173
ANO1|55107	1531.994	ANO1|55107	923.534
ANO2|57101	71.4286	ANO2|57101	81.0976
lowly_expressed	lowly_expressed	ANO3|63982	364.5897
lowly_expressed	lowly_expressed	ANO4|121601	43.3453
ANO5|203859	106.1508	ANO5|203859	119.1995
ANO6|196527	3048.6111	ANO6|196527	14601.7653
ANO7|50636	11.1607	ANO7|50636	8.0398
ANO8|57719	214.0377	ANO8|57719	298.1736
ANO9|338440	35.2183	lowly_expressed	lowly_expressed
ANP32A|8125	2999.5040000000004	ANP32A|8125	2359.8707
ANP32B|10541	3140.1290000000004	ANP32B|10541	3258.2365
ANP32E|81611	963.7897	ANP32E|81611	824.9585
ANPEP|290	509.6726	ANPEP|290	770.0778
ANTXR1|84168	3497.0238	ANTXR1|84168	3758.8045
ANTXR2|118429	385.6647	ANTXR2|118429	5894.2585
ANUBL1|93550	134.1766	ANUBL1|93550	116.7526
ANXA11|311	2826.6369	ANXA11|311	6508.4331
ANXA13|312	5.4563	lowly_expressed	lowly_expressed
ANXA1|301	1206.3492	ANXA1|301	28378.2225
ANXA2P1|303	93.75	ANXA2P1|303	168.1377
ANXA2P2|304	5899.8016	ANXA2P2|304	10229.1357
lowly_expressed	lowly_expressed	ANXA2P3|305	5.2434
ANXA2|302	17772.0734	ANXA2|302	30071.8343
ANXA3|306	46.131	ANXA3|306	1115.0922
ANXA4|307	812.748	ANXA4|307	1431.4428
ANXA5|308	5285.2183	ANXA5|308	22357.0742
ANXA6|309	2536.2103	ANXA6|309	18805.9075
ANXA7|310	2771.3294	ANXA7|310	4392.904
ANXA8L2|244	6.9444	lowly_expressed	lowly_expressed
ANXA8|653145	16.369	ANXA8|653145	6.2921
ANXA9|8416	1484.1270000000002	ANXA9|8416	24.8187
AOAH|313	13.6409	AOAH|313	103.8189
lowly_expressed	lowly_expressed	AOC2|314	390.8066
AOC3|8639	250.49599999999998	AOC3|8639	52587.9577
AOX1|316	41.6667	AOX1|316	1700.2534
AP1AR|55435	1110.119	AP1AR|55435	314.2533
AP1B1|162	1974.7024	AP1B1|162	2093.5069
AP1G1|164	4177.3313	AP1G1|164	2178.7993
AP1G2|8906	1412.5	AP1G2|8906	200.8494
AP1M1|8907	440.7242	AP1M1|8907	1854.0593
AP1M2|10053	1157.9861	AP1M2|10053	6.2921
AP1S1|1174	1093.006	AP1S1|1174	393.9526
AP1S2|8905	221.7262	AP1S2|8905	659.2677
AP1S3|130340	112.5992	AP1S3|130340	9.7876
AP2A1|160	1374.3899	AP2A1|160	2102.141
AP2A2|161	1205.3571	AP2A2|161	2213.056
AP2B1|163	12792.9067	AP2B1|163	5668.094
AP2M1|1173	6457.5893	AP2M1|1173	5925.7188
AP2S1|1175	1079.1171	AP2S1|1175	971.7731
AP3B1|8546	1836.8056	AP3B1|8546	1619.8549
AP3B2|8120	56.7956	AP3B2|8120	11.5354
AP3D1|8943	2166.9147	AP3D1|8943	2299.7466
AP3M1|26985	1579.1171	AP3M1|26985	1991.0863
AP3M2|10947	1267.6091	AP3M2|10947	421.5678
AP3S1|1176	1521.8254	AP3S1|1176	1476.1863
AP3S2|10239	2682.4752	AP3S2|10239	2749.3070000000002
AP4B1|10717	196.9643	AP4B1|10717	316.015
AP4E1|23431	559.5238	AP4E1|23431	405.1385
AP4M1|9179	527.2941	AP4M1|9179	227.5627
AP4S1|11154	107.6389	AP4S1|11154	67.4648
APAF1|317	592.5099	APAF1|317	376.8243
APBA1|320	310.7639	APBA1|320	290.4833
APBA2|321	77.381	APBA2|321	16.0797
APBA3|9546	102.1825	APBA3|9546	141.9208
APBB1IP|54518	81.3492	APBB1IP|54518	2033.7324
APBB1|322	669.1468	APBB1|322	699.4669
APBB2|323	3032.7381	APBB2|323	4588.6568
APBB3|10307	340.5258	APBB3|10307	155.9032
APC2|10297	5.0248	lowly_expressed	lowly_expressed
APCDD1L|164284	75.1488	APCDD1L|164284	19.9248
APCDD1|147495	272.0734	APCDD1|147495	2365.4636
APC|324	1050.0992	APC|324	1488.7704
APEH|327	2796.131	APEH|327	1012.3219
APEX1|328	2625.248	APEX1|328	2210.6091
APEX2|27301	786.7063	APEX2|27301	267.4124
APH1A|51107	8586.5575	APH1A|51107	2561.5660000000003
APH1B|83464	1009.4246	APH1B|83464	478.8954
API5|8539	2436.756	API5|8539	2207.1135
APIP|51074	263.4251	APIP|51074	555.2845
APITD1|378708	334.4494	APITD1|378708	113.3409
APLF|200558	17.6091	APLF|200558	124.4429
APLNR|187	155.2579	APLNR|187	4486.5857
APLN|8862	187.748	APLN|8862	175.4785
APLP1|333	128.4722	APLP1|333	22.3718
APLP2|334	19671.627	APLP2|334	18933.1469
APOA1BP|128240	2195.9325	APOA1BP|128240	962.6846
APOB48R|55911	1062.5	APOB48R|55911	53.4825
lowly_expressed	lowly_expressed	APOBEC3A|200315	31.1107
APOBEC3B|9582	66.5104	APOBEC3B|9582	18.5266
APOBEC3C|27350	45.8829	APOBEC3C|27350	333.1294
APOBEC3D|140564	7.1925	APOBEC3D|140564	46.8409
APOBEC3F|200316	47.619	APOBEC3F|200316	79.0003
APOBEC3G|60489	22.0734	APOBEC3G|60489	140.8721
APOBEC4|403314	52.0833	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	298.5231
APOC1|341	267.1131	APOC1|341	139.8235
APOC2|344	66.9643	lowly_expressed	lowly_expressed
APOD|347	453.125	APOD|347	17198.9863
APOE|348	836.0615	APOE|348	6842.9608
APOF|319	12.4008	lowly_expressed	lowly_expressed
APOL1|8542	498.0159	APOL1|8542	1820.1521
APOL2|23780	444.6925	APOL2|23780	1086.0788
APOL3|80833	164.6825	APOL3|80833	1979.9004
APOL4|80832	75.8929	APOL4|80832	379.6207
lowly_expressed	lowly_expressed	APOL5|80831	6.2921
APOL6|80830	909.2262	APOL6|80830	11794.1099
APOLD1|81575	266.2475	APOLD1|81575	2193.8303
APOM|55937	34.7222	APOM|55937	53.4825
APOOL|139322	336.8056	APOOL|139322	351.3065
APOO|79135	247.5198	APOO|79135	121.2969
APPBP2|10513	1100.6944	APPBP2|10513	1858.254
APPL1|26060	2651.0417	APPL1|26060	1458.7084
APPL2|55198	1237.8472	APPL2|55198	933.6712
APP|351	21466.5179	APP|351	13129.0745
APRT|353	1321.9246	APRT|353	767.9804
APTX|54840	626.2401	APTX|54840	420.8687
AQP11|282679	20.5853	AQP11|282679	45.0931
AQP1|358	472.9663	AQP1|358	18417.5793
AQP3|360	1490.3274	AQP3|360	210.7839
lowly_expressed	lowly_expressed	AQP4|361	10.4868
AQP5|362	30.506	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQP7P1|375719	597.0462
lowly_expressed	lowly_expressed	AQP7P3|441432	132.1332
AQP7|364	15.625	AQP7|364	5952.6348
AQP9|366	100.9425	AQP9|366	57.6772
AQPEP|206338	5.2083	AQPEP|206338	1469.8558
AQR|9716	1255.7044	AQR|9716	1243.7298
ARAF|369	1337.5496	ARAF|369	1300.3583
ARAP1|116985	1518.5367	ARAP1|116985	2428.7093
ARAP2|116984	518.6012	ARAP2|116984	144.7173
ARAP3|64411	97.2222	ARAP3|64411	807.1310000000001
ARCN1|372	5417.9067	ARCN1|372	5013.3706
ARC|23237	49.8512	ARC|23237	18.1771
AREG|374	17.3611	AREG|374	36.7037
ARF1|375	17696.9246	ARF1|375	6943.6337
ARF3|377	12163.9385	ARF3|377	3667.9193
ARF4|378	5139.6329	ARF4|378	4304.4656
ARF5|381	2745.9945	ARF5|381	1549.5936
ARF6|382	4328.373	ARF6|382	1821.2007
ARFGAP1|55738	1551.8353	ARFGAP1|55738	659.9668
ARFGAP2|84364	1763.3929	ARFGAP2|84364	1741.5014
ARFGAP3|26286	900.5456	ARFGAP3|26286	829.8523
ARFGEF1|10565	5644.4345	ARFGEF1|10565	1598.1823
ARFGEF2|10564	4648.3135	ARFGEF2|10564	2064.4936
ARFIP1|27236	1643.3532	ARFIP1|27236	855.3701
ARFIP2|23647	1279.2659	ARFIP2|23647	548.1080000000001
ARFRP1|10139	544.3948	ARFRP1|10139	516.6477
ARG2|384	148.5342	ARG2|384	463.7385
ARGLU1|55082	1235.3671	ARGLU1|55082	2070.0865
ARHGAP10|79658	267.3611	ARHGAP10|79658	1483.8766
ARHGAP11A|9824	240.0794	ARHGAP11A|9824	111.8588
ARHGAP11B|89839	19.127	ARHGAP11B|89839	6.9912
ARHGAP12|94134	1075.1488	ARHGAP12|94134	901.1623
ARHGAP15|55843	10.4167	ARHGAP15|55843	107.3145
ARHGAP17|55114	1622.7679	ARHGAP17|55114	1562.8769
ARHGAP18|93663	760.4167	ARHGAP18|93663	899.7639999999999
ARHGAP19|84986	372.7679	ARHGAP19|84986	330.333
ARHGAP1|392	4390.377	ARHGAP1|392	3664.0741
ARHGAP20|57569	56.2996	ARHGAP20|57569	648.0818
ARHGAP21|57584	2102.6786	ARHGAP21|57584	7573.888000000001
ARHGAP22|58504	59.5238	ARHGAP22|58504	49.2878
ARHGAP23|57636	517.1131	ARHGAP23|57636	883.6843
ARHGAP24|83478	417.1627	ARHGAP24|83478	968.2775
ARHGAP25|9938	48.3631	ARHGAP25|9938	525.0371
ARHGAP26|23092	276.2897	ARHGAP26|23092	824.2594
ARHGAP27|201176	557.5397	ARHGAP27|201176	399.8951
ARHGAP28|79822	66.9643	ARHGAP28|79822	523.6389
ARHGAP29|9411	2197.1726	ARHGAP29|9411	4783.7106
ARHGAP30|257106	388.3929	ARHGAP30|257106	565.2364
ARHGAP31|57514	423.1151	ARHGAP31|57514	3015.2932
ARHGAP32|9743	2071.1806	ARHGAP32|9743	697.3696
ARHGAP33|115703	304.3155	ARHGAP33|115703	45.0931
ARHGAP39|80728	923.3631	ARHGAP39|80728	51.7347
ARHGAP42|143872	94.7421	ARHGAP42|143872	550.5549
ARHGAP4|393	117.3115	ARHGAP4|393	329.9834
ARHGAP5|394	3378.2242	ARHGAP5|394	2503.1897
ARHGAP6|395	19.3452	ARHGAP6|395	293.9789
ARHGAP8|23779	220.1066	ARHGAP8|23779	15.2338
ARHGAP9|64333	26.2897	ARHGAP9|64333	96.4782
ARHGDIA|396	2669.1468	ARHGDIA|396	4348.51
ARHGDIB|397	10775.7937	ARHGDIB|397	2720.9648
ARHGDIG|398	44.9826	ARHGDIG|398	23.2282
ARHGEF10L|55160	475.4464	ARHGEF10L|55160	770.7769
ARHGEF10|9639	1046.131	ARHGEF10|9639	1999.8252
ARHGEF11|9826	2791.1706	ARHGEF11|9826	1754.7846
ARHGEF12|23365	6848.4623	ARHGEF12|23365	5423.7525
ARHGEF15|22899	94.494	ARHGEF15|22899	1845.3203
ARHGEF16|27237	284.2262	ARHGEF16|27237	165.3413
ARHGEF17|9828	965.7738	ARHGEF17|9828	1918.0285
ARHGEF18|23370	759.1766	ARHGEF18|23370	623.2631
ARHGEF19|128272	482.8869	ARHGEF19|128272	40.8984
ARHGEF1|9138	597.4702	ARHGEF1|9138	1016.8662
ARHGEF2|9181	3520.0893	ARHGEF2|9181	2447.6099
ARHGEF33|100271715	17.3611	ARHGEF33|100271715	11.5354
ARHGEF35|445328	443.2044	ARHGEF35|445328	301.6691
ARHGEF37|389337	2452.877	ARHGEF37|389337	587.6081
ARHGEF38|54848	117.0635	lowly_expressed	lowly_expressed
ARHGEF3|50650	509.4246	ARHGEF3|50650	748.7547
ARHGEF4|50649	40.1786	ARHGEF4|50649	297.4744
ARHGEF5|7984	251.4881	ARHGEF5|7984	191.9077
ARHGEF6|9459	192.2123	ARHGEF6|9459	7350.1704
ARHGEF7|8874	1187.004	ARHGEF7|8874	3852.4862
ARHGEF9|23229	683.5317	ARHGEF9|23229	588.3073
ARID1A|8289	3181.5476	ARID1A|8289	2090.3609
ARID1B|57492	2082.0933	ARID1B|57492	2119.3743
ARID2|196528	2130.7044	ARID2|196528	839.9895
ARID3A|1820	92.2619	ARID3A|1820	84.2436
ARID3B|10620	30.0099	ARID3B|10620	69.9117
ARID4A|5926	893.3532	ARID4A|5926	927.3792
ARID4B|51742	2939.995	ARID4B|51742	944.6474
ARID5A|10865	121.0317	ARID5A|10865	290.1337
ARID5B|84159	1042.1627	ARID5B|84159	2416.8487
ARIH1|25820	2110.8631	ARIH1|25820	2264.4411
ARIH2|10425	1522.7951	ARIH2|10425	1651.1649
ARL10|285598	37.9464	ARL10|285598	41.5975
ARL11|115761	130.4563	ARL11|115761	29.0134
ARL13B|200894	274.3056	ARL13B|200894	205.1909
ARL15|54622	84.0774	ARL15|54622	450.2316
ARL16|339231	410.4663	ARL16|339231	444.6386
ARL17A|51326	151.4484	ARL17A|51326	107.9927
ARL17B|641522	6.0417	lowly_expressed	lowly_expressed
ARL1|400	3553.8194	ARL1|400	2421.7426
ARL2BP|23568	1217.7579	ARL2BP|23568	2274.2288
ARL2|402	412.9464	ARL2|402	1779.2537
ARL3|403	1251.9841	ARL3|403	476.4485
ARL4A|10124	111.8552	ARL4A|10124	545.3115
ARL4C|10123	818.9484	ARL4C|10123	336.9746
ARL4D|379	319.4444	ARL4D|379	181.7705
ARL5A|26225	647.8175	ARL5A|26225	1040.2866
ARL5B|221079	203.125	ARL5B|221079	175.828
ARL6IP1|23204	21294.8909	ARL6IP1|23204	6665.385
ARL6IP4|51329	1584.0774	ARL6IP4|51329	1889.3647
ARL6IP5|10550	3934.7718	ARL6IP5|10550	7022.2844
ARL6IP6|151188	232.1429	ARL6IP6|151188	194.3546
ARL6|84100	134.1766	ARL6|84100	66.4161
ARL8A|127829	1746.7758	ARL8A|127829	1051.4725
ARL8B|55207	3858.631	ARL8B|55207	2410.2071
ARL9|132946	5.4563	lowly_expressed	lowly_expressed
ARMC10|83787	1176.8204	ARMC10|83787	693.6293
ARMC1|55156	1357.6389	ARMC1|55156	824.9585
ARMC2|84071	76.3889	ARMC2|84071	72.0091
ARMC3|219681	531.498	lowly_expressed	lowly_expressed
ARMC4|55130	117.0635	lowly_expressed	lowly_expressed
ARMC5|79798	414.9306	ARMC5|79798	138.7748
ARMC6|93436	393.8343	ARMC6|93436	411.7382
ARMC7|79637	168.6508	ARMC7|79637	187.3635
ARMC8|25852	892.8571	ARMC8|25852	882.6357
ARMC9|80210	437.74800000000005	ARMC9|80210	54.5312
ARMCX1|51309	261.4087	ARMCX1|51309	838.9408
ARMCX2|9823	1998.7599	ARMCX2|9823	480.2936
ARMCX3|51566	2193.2044	ARMCX3|51566	2483.964
ARMCX5|64860	353.6706	ARMCX5|64860	222.3193
ARMCX6|54470	350.4464	ARMCX6|54470	174.0802
ARNT2|9915	458.3333	ARNT2|9915	55.5798
ARNTL2|56938	48.6111	ARNTL2|56938	111.1597
ARNTL|406	260.4167	ARNTL|406	139.1244
ARNT|405	2049.8512	ARNT|405	2643.7123
ARPC1A|10552	3264.3849	ARPC1A|10552	2232.9809
ARPC1B|10095	1913.6905	ARPC1B|10095	1683.8242
ARPC2|10109	3568.4524	ARPC2|10109	4659.9668
ARPC3|10094	4076.8849	ARPC3|10094	2774.0977
ARPC4|10093	3158.5169	ARPC4|10093	2762.5448
ARPC5L|81873	719.2460000000001	ARPC5L|81873	475.7494
ARPC5|10092	3581.5972	ARPC5|10092	2359.8707
ARPM1|84517	19.5933	ARPM1|84517	61.1728
ARPP19|10776	6208.0853	ARPP19|10776	7589.2685
ARRB1|408	562.252	ARRB1|408	1423.7525
ARRB2|409	432.7877	ARRB2|409	778.1176
ARRDC1|92714	738.8393	ARRDC1|92714	246.0893
ARRDC2|27106	289.9306	ARRDC2|27106	595.9976
ARRDC3|57561	2588.7897	ARRDC3|57561	1652.7134
ARRDC4|91947	349.4544	ARRDC4|91947	898.3658
ARSA|410	398.0655	ARSA|410	733.7237
ARSB|411	244.2956	ARSB|411	457.2228
ARSD|414	2910.7143	ARSD|414	1039.5875
ARSE|415	23.3135	lowly_expressed	lowly_expressed
ARSG|22901	318.7004	ARSG|22901	130.7349
ARSH|347527	6.6964	lowly_expressed	lowly_expressed
ARSI|340075	92.2619	ARSI|340075	9.0885
ARSJ|79642	106.3988	ARSJ|79642	24.4691
ARSK|153642	166.1706	ARSK|153642	166.7395
lowly_expressed	lowly_expressed	ART3|419	5.2434
lowly_expressed	lowly_expressed	ART4|420	16.4293
lowly_expressed	lowly_expressed	ART5|116969	10.1372
ARTN|9048	50.5952	lowly_expressed	lowly_expressed
ARV1|64801	963.5417	ARV1|64801	348.8596
ARVCF|421	114.5833	ARVCF|421	134.9297
ARX|170302	12.1528	lowly_expressed	lowly_expressed
AR|367	1575.3968	AR|367	788.2548
AS3MT|57412	865.5754	AS3MT|57412	249.2353
ASAH1|427	32095.4861	ASAH1|427	14690.5532
ASAH2B|653308	8.4325	lowly_expressed	lowly_expressed
ASAH2|56624	18.1052	lowly_expressed	lowly_expressed
ASAM|79827	301.5873	ASAM|79827	5256.3139
ASAP1|50807	1464.5337	ASAP1|50807	1628.9435
ASAP2|8853	1281.994	ASAP2|8853	1823.6476
ASAP3|55616	467.7579	ASAP3|55616	576.0727
ASB13|79754	2760.4167	ASB13|79754	322.9922
ASB14|142686	13.6409	ASB14|142686	16.0797
ASB16|92591	41.7783	lowly_expressed	lowly_expressed
ASB1|51665	416.7436	ASB1|51665	892.9931
lowly_expressed	lowly_expressed	ASB2|51676	17.8275
ASB3|51130	269.0972	ASB3|51130	230.7087
ASB6|140459	582.8199	ASB6|140459	400.7865
ASB7|140460	726.1905	ASB7|140460	413.5279
ASB8|140461	1208.3333	ASB8|140461	954.2952
ASB9|140462	13.8889	ASB9|140462	74.1064
ASCC1|51008	590.0298	ASCC1|51008	630.2543
ASCC2|84164	858.1349	ASCC2|84164	1670.5409
ASCC3|10973	1993.3036	ASCC3|10973	937.1668
ASCL2|430	44.6429	lowly_expressed	lowly_expressed
ASF1A|25842	424.8512	ASF1A|25842	377.1738
ASF1B|55723	306.7956	ASF1B|55723	25.1682
ASFMR1|100126270	5.2108	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASGR2|433	10.4868
ASH1L|55870	7273.5392	ASH1L|55870	3760.0664
ASH2L|9070	2063.9881	ASH2L|9070	1554.8370000000002
ASL|435	575.8929	ASL|435	408.9837
ASMTL|8623	690.94	ASMTL|8623	698.7678
ASNA1|439	904.2659	ASNA1|439	1009.875
ASNSD1|54529	1045.6349	ASNSD1|54529	1203.8801
ASNS|440	301.0913	ASNS|440	148.2129
lowly_expressed	lowly_expressed	ASPA|443	480.9927
lowly_expressed	lowly_expressed	ASPG|374569	73.7569
ASPHD1|253982	30.754	lowly_expressed	lowly_expressed
ASPHD2|57168	27.2817	ASPHD2|57168	48.2391
ASPH|444	2607.2693	ASPH|444	35122.8524
ASPM|259266	637.8968	ASPM|259266	31.1107
ASPN|54829	2175.5952	ASPN|54829	805.7328
ASPRV1|151516	19.7594	ASPRV1|151516	107.9962
ASPSCR1|79058	223.7103	ASPSCR1|79058	232.4565
ASRGL1|80150	17.8571	ASRGL1|80150	164.9917
ASS1|445	789.9306	ASS1|445	6418.5965
ASTE1|28990	346.1582	ASTE1|28990	199.21
ASTL|431705	7.6885	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASTN1|460	11.1859
ASTN2|23245	141.6171	ASTN2|23245	114.6552
ASXL1|171023	2348.2143	ASXL1|171023	1914.1833
ASXL2|55252	1225.6944	ASXL2|55252	1239.1855
lowly_expressed	lowly_expressed	ASXL3|80816	19.5753
ATAD1|84896	1124.752	ATAD1|84896	1374.4647
ATAD2B|54454	547.619	ATAD2B|54454	239.0981
