gene_id	TCGA-E9-A1N4-01A-11R-A14M-07	gene_id	TCGA-E9-A1N4-11A-33R-A14M-07
IGSF21|84966	211.6884	IGSF21|84966	146.135
IGSF22|283284	28.2819	IGSF22|283284	17.655
IGSF3|3321	1729.7753	IGSF3|3321	1791.9358
lowly_expressed	lowly_expressed	IGSF5|150084	28.8112
IGSF6|10261	260.2928	IGSF6|10261	89.4037
IGSF8|93185	1208.2028	IGSF8|93185	1078.4882
IGSF9B|22997	19.4911	IGSF9B|22997	44.8504
IGSF9|57549	147.7871	IGSF9|57549	281.5772
IKBIP|121457	592.1353	IKBIP|121457	311.8735
IKBKAP|8518	937.7943	IKBKAP|8518	1212.4452
IKBKB|3551	2048.7883	IKBKB|3551	1651.4443
IKBKE|9641	264.7338	IKBKE|9641	235.5387
IKBKG|8517	335.5434	IKBKG|8517	212.074
IKZF1|10320	440.6474	IKZF1|10320	410.7819
IKZF2|22807	322.7138	IKZF2|22807	373.6541
IKZF3|22806	47.3708	IKZF3|22806	41.5831
IKZF4|64375	293.3537	IKZF4|64375	253.3601
IKZF5|64376	850.2076	IKZF5|64376	950.7685
IK|3550	1812.6743	IK|3550	2091.3344
IL10RA|3587	768.2956	IL10RA|3587	353.4566
IL10RB|3588	854.096	IL10RB|3588	643.3059
IL10|3586	11.8427	lowly_expressed	lowly_expressed
IL11RA|3590	62.6677	IL11RA|3590	409.8908
IL11|3589	7.155	IL11|3589	13.069
IL12A|3592	42.9298	IL12A|3592	67.7211
IL12RB1|3594	38.9822	IL12RB1|3594	27.9201
IL12RB2|3595	9.1288	IL12RB2|3595	5.0494
IL13RA1|3597	5290.9759	IL13RA1|3597	3021.0143
lowly_expressed	lowly_expressed	IL13RA2|3598	7.4256
IL15RA|3601	210.208	IL15RA|3601	169.5998
IL15|3600	115.9598	IL15|3600	103.3638
IL16|3603	395.7438	IL16|3603	465.434
lowly_expressed	lowly_expressed	IL17B|27190	21.0886
IL17D|53342	8.8672	IL17D|53342	9.7215
IL17RA|23765	313.3383	IL17RA|23765	371.2779
IL17RB|55540	217.363	IL17RB|55540	287.2206
IL17RC|84818	504.3019	IL17RC|84818	863.7410000000001
IL17RD|54756	148.0338	IL17RD|54756	2348.2587
IL17RE|132014	19.2444	IL17RE|132014	329.9918
IL18BP|10068	233.0053	IL18BP|10068	232.9041
IL18R1|8809	57.4865	IL18R1|8809	37.1278
IL18RAP|8807	6.9082	IL18RAP|8807	13.9601
IL18|3606	342.2049	IL18|3606	111.3834
IL1B|3553	71.0562	IL1B|3553	191.8764
IL1R1|3554	1889.4052	IL1R1|3554	1824.6083
IL1R2|7850	15.7903	IL1R2|7850	5.0494
IL1RAPL1|11141	23.191999999999997	IL1RAPL1|11141	12.772
lowly_expressed	lowly_expressed	IL1RAPL2|26280	42.4742
IL1RAP|3556	200.3391	IL1RAP|3556	440.1871
IL1RL1|9173	29.36	lowly_expressed	lowly_expressed
IL1RL2|8808	8.1419	IL1RL2|8808	89.4037
IL1RN|3557	32.074	IL1RN|3557	117.3238
IL20RA|53832	38.4888	IL20RA|53832	971.8571
IL20RB|53833	5.6746	IL20RB|53833	11.8809
IL20|50604	19.4911	lowly_expressed	lowly_expressed
IL21R|50615	80.6143	IL21R|50615	11.7027
lowly_expressed	lowly_expressed	IL22RA1|58985	33.2665
lowly_expressed	lowly_expressed	IL22RA2|116379	148.2142
IL23A|51561	7.155	IL23A|51561	11.8809
IL23R|149233	18.750999999999998	lowly_expressed	lowly_expressed
IL27RA|9466	338.2573	IL27RA|9466	676.0229
IL28RA|163702	21.4649	IL28RA|163702	307.4181
IL2RA|3559	37.5019	IL2RA|3559	5.0494
IL2RB|3560	283.4848	IL2RB|3560	236.4298
IL2RG|3561	795.9286	IL2RG|3561	229.8953
IL31RA|133396	73.5235	lowly_expressed	lowly_expressed
IL32|9235	856.3757	IL32|9235	660.2807
IL33|90865	378.2264	IL33|90865	1256.9986
IL34|146433	40.4626	IL34|146433	549.7884
IL3RA|3563	137.9182	IL3RA|3563	130.3928
IL4I1|259307	244.6777	IL4I1|259307	95.7481
IL4R|3566	1108.0332	IL4R|3566	1072.8447
IL6R|3570	328.3884	IL6R|3570	253.063
IL6ST|3572	16635.7954	IL6ST|3572	6335.4867
IL6|3569	55.1253	IL6|3569	35.9397
IL7R|3575	358.7353	IL7R|3575	295.8343
IL7|3574	21.7116	IL7|3574	45.4444
IL8|3576	58.4734	IL8|3576	12.1779
IL9R|3581	6.4148	lowly_expressed	lowly_expressed
ILDR1|286676	89.5605	ILDR1|286676	225.1429
ILF2|3608	3012.2418	ILF2|3608	3044.1821
ILF3|3609	4610.5137	ILF3|3609	5288.1859
ILKAP|80895	244.5025	ILKAP|80895	459.7906
ILK|3611	2409.0039	ILK|3611	1858.7659
ILVBL|10994	450.5163	ILVBL|10994	732.1601
IMMP1L|196294	85.2626	IMMP1L|196294	106.4023
IMMP2L|83943	92.7679	IMMP2L|83943	187.7181
IMMT|10989	2063.8384	IMMT|10989	1473.5279
IMP3|55272	947.91	IMP3|55272	879.4832
IMP4|92856	501.8347	IMP4|92856	475.2358
IMPA1|3612	542.2973	IMPA1|3612	402.7623
IMPA2|3613	113.2459	IMPA2|3613	214.1531
IMPACT|55364	933.6	IMPACT|55364	1712.6309
IMPAD1|54928	3827.4148	IMPAD1|54928	2818.7421
IMPDH1|3614	1557.0692	IMPDH1|3614	525.4325
IMPDH2|3615	5348.9558	IMPDH2|3615	6434.9892
lowly_expressed	lowly_expressed	IMPG1|3617	11.5839
INADL|10207	4733.6285	INADL|10207	4142.2737
INCA1|388324	10.1156	INCA1|388324	15.4452
INCENP|3619	408.8201	INCENP|3619	324.6454
INE1|8552	17.5173	INE1|8552	32.6725
lowly_expressed	lowly_expressed	INE2|8551	8.6998
INF2|64423	1611.3483	INF2|64423	825.1281
ING1|3621	399.0227	ING1|3621	302.4757
ING2|3622	215.8827	ING2|3622	180.5896
ING3|54556	309.8842	ING3|54556	459.7906
ING4|51147	470.2541	ING4|51147	920.4723
ING5|84289	202.5596	ING5|84289	652.5581
lowly_expressed	lowly_expressed	INHA|3623	5.9404
INHBA|3624	613.847	INHBA|3624	21.3856
INHBB|3625	454.4639	INHBB|3625	1132.2492
INMT|11185	91.2875	INMT|11185	231.5616
INO80B|83444	107.2258	INO80B|83444	217.6728
INO80C|125476	123.3615	INO80C|125476	156.8278
INO80D|54891	479.4125	INO80D|54891	1222.7727
INO80E|283899	390.9031	INO80E|283899	552.1348
INO80|54617	1020.4466	INO80|54617	1657.0877
INPP1|3628	198.6121	INPP1|3628	336.5263
INPP4A|3631	481.3567	INPP4A|3631	598.5
INPP4B|8821	344.6721	INPP4B|8821	353.7536
INPP5A|3632	404.6258	INPP5A|3632	501.3737
INPP5B|3633	496.1601	INPP5B|3633	682.8544
INPP5D|3635	842.0658	INPP5D|3635	989.0844
INPP5E|56623	190.9636	INPP5E|56623	237.3209
INPP5F|22876	463.0992	INPP5F|22876	690.2799
INPP5J|27124	776.1907	INPP5J|27124	387.3171
INPP5K|51763	960.7396	INPP5K|51763	828.6924
INPPL1|3636	3317.9316	INPPL1|3636	1708.1755
INSIG1|3638	1406.0747	INSIG1|3638	934.4323
INSIG2|51141	359.7222	INSIG2|51141	591.3715
lowly_expressed	lowly_expressed	INSL3|3640	6.5345
INSM1|3642	10.6091	lowly_expressed	lowly_expressed
INSR|3643	2817.0838	INSR|3643	3024.8756
INTS10|55174	1181.0633	INTS10|55174	1360.6594
INTS12|57117	440.6474	INTS12|57117	549.4913
INTS1|26173	1611.1016	INTS1|26173	1897.0818
INTS2|57508	447.3089	INTS2|57508	483.5524
INTS3|65123	1767.2772	INTS3|65123	2213.4106
INTS4L1|285905	70.0693	INTS4L1|285905	61.7806
INTS4L2|644619	12.8296	INTS4L2|644619	11.2868
INTS4|92105	645.9209999999999	INTS4|92105	759.7832
INTS5|80789	811.9656	INTS5|80789	693.8442
INTS6|26512	1020.1998	INTS6|26512	1175.3174
INTS7|25896	786.7998	INTS7|25896	409.8908
INTS8|55656	1034.0459	INTS8|55656	926.6741
INTS9|55756	503.8085	INTS9|55756	358.506
INTU|27152	109.7918	INTU|27152	343.0608
INVS|27130	205.767	INVS|27130	317.5169
IP6K1|9807	1226.4603	IP6K1|9807	1515.111
IP6K2|51447	1050.5468	IP6K2|51447	1679.3644
IP6K3|117283	11.8427	lowly_expressed	lowly_expressed
IPCEF1|26034	50.3315	IPCEF1|26034	165.7385
IPMK|253430	101.6499	IPMK|253430	146.135
IPO11|51194	958.2723	IPO11|51194	1009.1631
IPO13|9670	748.311	IPO13|9670	526.9177
IPO4|79711	1391.7031	IPO4|79711	1300.4886
IPO5|3843	4611.2539	IPO5|3843	4564.9365
IPO7|10527	7127.0889	IPO7|10527	5015.2224
IPO8|10526	1852.3967	IPO8|10526	1976.9808
IPO9|55705	1563.2373	IPO9|55705	1759.2634
IPPK|64768	369.5418	IPPK|64768	326.5493
IPP|3652	292.6135	IPP|3652	364.1494
IPW|3653	318.1247	IPW|3653	630.3854
IQCA1|79781	23.4387	IQCA1|79781	232.8655
IQCB1|9657	409.3135	IQCB1|9657	948.0953
IQCC|55721	104.3639	IQCC|55721	138.7094
IQCD|115811	42.1896	IQCD|115811	27.029
IQCE|23288	877.5939	IQCE|23288	645.7266
IQCG|84223	317.0391	IQCG|84223	531.67
IQCH|64799	66.8743	IQCH|64799	57.0283
IQCK|124152	315.3121	IQCK|124152	523.0564
IQGAP1|8826	13140.7166	IQGAP1|8826	12687.6067
IQGAP2|10788	3054.4314	IQGAP2|10788	4191.2824
IQGAP3|128239	366.13699999999994	IQGAP3|128239	74.2556
IQSEC1|9922	1464.3013	IQSEC1|9922	1630.3557
IQSEC2|23096	658.2571	IQSEC2|23096	332.36800000000005
IQSEC3|440073	8.882	IQSEC3|440073	14.2571
IQUB|154865	21.4649	IQUB|154865	38.0189
IRAK1BP1|134728	21.1146	IRAK1BP1|134728	68.226
IRAK1|3654	2448.7263	IRAK1|3654	1746.1944
IRAK2|3656	241.2951	IRAK2|3656	211.4799
IRAK3|11213	4114.8471	IRAK3|11213	599.3911
IRAK4|51135	766.5685	IRAK4|51135	602.3613
IREB2|3658	2149.2045	IREB2|3658	2033.415
IRF1|3659	1117.5839	IRF1|3659	1315.3338
IRF2BP1|26145	400.4315	IRF2BP1|26145	409.5938
IRF2BP2|359948	3357.4073	IRF2BP2|359948	8569.0948
IRF2|3660	855.3888	IRF2|3660	1095.4184
IRF3|3661	563.8831	IRF3|3661	733.9571
IRF4|3662	51.5651	IRF4|3662	48.4146
IRF5|3663	200.0924	IRF5|3663	148.2142
IRF6|3664	585.4738	IRF6|3664	1862.6272
IRF7|3665	609.6527	IRF7|3665	303.8539
IRF8|3394	448.7892	IRF8|3394	236.7268
IRF9|10379	684.7527	IRF9|10379	715.5268
IRGQ|126298	719.6912	IRGQ|126298	518.601
IRS1|3667	491.4723	IRS1|3667	3061.7064
IRS2|8660	1335.7586	IRS2|8660	1949.6547
lowly_expressed	lowly_expressed	IRS4|8471	5.0494
IRX1|79192	34.0478	IRX1|79192	1156.9021
IRX2|153572	64.6414	IRX2|153572	1978.1689
IRX3|79191	734.4945	IRX3|79191	1576.0006
lowly_expressed	lowly_expressed	IRX4|50805	93.265
IRX5|10265	356.2681	IRX5|10265	1008.0939
lowly_expressed	lowly_expressed	IRX6|79190	30.2963
ISCA1P1|389293	60.2004	ISCA1P1|389293	69.5032
ISCA1|81689	584.3784	ISCA1|81689	798.3961
ISCA2|122961	269.6683	ISCA2|122961	264.3499
ISCU|23479	1290.1149	ISCU|23479	1378.4807
ISG15|9636	338.9975	ISG15|9636	183.5598
ISG20L2|81875	750.5315	ISG20L2|81875	736.9125
ISG20|3669	218.1032	ISG20|3669	163.3623
ISL1|3670	9.1288	lowly_expressed	lowly_expressed
ISLR2|57611	22.6985	ISLR2|57611	40.395
ISLR|3671	1480.0916	ISLR|3671	851.2661
ISM1|140862	124.3484	ISM1|140862	1071.6566
ISOC1|51015	221.0639	ISOC1|51015	666.5182
ISOC2|79763	521.0791	ISOC2|79763	305.63599999999997
ISPD|729920	105.3507	ISPD|729920	139.3035
ISY1|57461	599.5369999999999	ISY1|57461	717.0238
ISYNA1|51477	321.9736	ISYNA1|51477	624.044
ITCH|83737	2206.6910000000003	ITCH|83737	2050.6423
ITFG1|81533	982.9447	ITFG1|81533	981.9559
ITFG2|55846	369.0977	ITFG2|55846	716.1209
ITFG3|83986	1194.1643	ITFG3|83986	1037.8199
ITGA10|8515	98.4425	ITGA10|8515	385.23800000000006
ITGA11|22801	1050.0533	ITGA11|22801	378.4065
ITGA1|3672	1514.5786	ITGA1|3672	983.9994
lowly_expressed	lowly_expressed	ITGA2B|3674	5.6434
ITGA2|3673	2703.5912	ITGA2|3673	1889.3592
ITGA3|3675	717.4706	ITGA3|3675	1905.1014
ITGA4|3676	749.9024	ITGA4|3676	408.8899
ITGA5|3678	5902.3557	ITGA5|3678	855.7214
ITGA6|3655	3779.5505	ITGA6|3655	7919.804
ITGA7|3679	140.6321	ITGA7|3679	282.7653
ITGA8|8516	49.8381	lowly_expressed	lowly_expressed
ITGA9|3680	184.7956	ITGA9|3680	365.0405
ITGAD|3681	22.9452	ITGAD|3681	6.2375
ITGAE|3682	294.8341	ITGAE|3682	239.10299999999998
ITGAL|3683	364.41	ITGAL|3683	309.7943
ITGAM|3684	650.6087	ITGAM|3684	319.8931
ITGAV|3685	20987.4967	ITGAV|3685	2852.3056
ITGAX|3687	1502.5434	ITGAX|3687	161.8772
ITGB1BP1|9270	770.0227	ITGB1BP1|9270	497.5124
ITGB1|3688	22447.1103	ITGB1|3688	11344.7687
ITGB2|3689	2067.3147	ITGB2|3689	1009.8908
ITGB3BP|23421	262.0199	ITGB3BP|23421	350.1894
ITGB3|3690	12796.0347	ITGB3|3690	131.5809
ITGB4|3691	1925.9202	ITGB4|3691	6416.2768
ITGB5|3693	3905.6259999999997	ITGB5|3693	2686.5672
ITGB6|3694	135.2042	ITGB6|3694	2299.25
ITGB7|3695	120.8943	ITGB7|3695	90.8888
ITGB8|3696	200.0924	ITGB8|3696	3570.5057
ITGBL1|9358	1394.4787	ITGBL1|9358	447.9097
lowly_expressed	lowly_expressed	ITIH2|3698	51.3849
lowly_expressed	lowly_expressed	ITIH3|3699	9.2077
ITIH4|3700	66.8619	ITIH4|3700	60.2955
ITIH5L|347365	105.3507	ITIH5L|347365	30.5933
ITIH5|80760	249.9305	ITIH5|80760	1077.5971
ITK|3702	135.2042	ITK|3702	98.0174
ITM2A|9452	525.0267	ITM2A|9452	1407.5889
ITM2B|9445	12041.5654	ITM2B|9445	14961.3128
ITM2C|81618	701.4336	ITM2C|81618	1143.239
ITPA|3704	598.7969	ITPA|3704	504.64099999999996
ITPK1|3705	1146.522	ITPK1|3705	767.5058
ITPKA|3706	24.4256	ITPKA|3706	8.6136
ITPKB|3707	840.5854	ITPKB|3707	1248.3849
ITPKC|80271	526.507	ITPKC|80271	1096.9035
ITPR1|3708	2249.1274	ITPR1|3708	3640.603
ITPR2|3709	2975.9735	ITPR2|3709	7267.8399
ITPR3|3710	2369.4641	ITPR3|3710	1883.0474
ITPRIPL1|150771	24.4256	ITPRIPL1|150771	221.2817
ITPRIPL2|162073	2452.9206	ITPRIPL2|162073	866.1172
ITPRIP|85450	576.3451	ITPRIP|85450	764.5355
ITSN1|6453	1162.3123	ITSN1|6453	793.0497
ITSN2|50618	1587.9096	ITSN2|50618	1746.4914
IVD|3712	1900.7544	IVD|3712	1871.5378
IVNS1ABP|10625	2505.9661	IVNS1ABP|10625	3702.6806
IWS1|55677	1026.3679	IWS1|55677	1106.1112
JAG1|182	1889.4052	JAG1|182	1566.7929
JAG2|3714	284.9651	JAG2|3714	961.4613
JAGN1|84522	572.6442	JAGN1|84522	714.6358
JAK1|3716	4962.8343	JAK1|3716	5312.5418
JAK2|3717	1204.9954	JAK2|3717	752.0606
JAK3|3718	296.8078	JAK3|3718	157.7189
JAKMIP1|152789	9.1288	lowly_expressed	lowly_expressed
JAKMIP2|9832	6.4148	JAKMIP2|9832	7.1285
JAKMIP3|282973	17.7641	JAKMIP3|282973	54.9491
JAM2|58494	170.9791	JAM2|58494	410.1879
JAM3|83700	575.3582	JAM3|83700	1039.8753
JARID2|3720	661.4645	JARID2|3720	785.9211
JAZF1|221895	327.1548	JAZF1|221895	369.4958
JDP2|122953	3263.4059	JDP2|122953	316.6258
JHDM1D|80853	1379.4286	JHDM1D|80853	1443.8256
JKAMP|51528	1194.3863	JKAMP|51528	1039.2812
JMJD1C|221037	1982.8318	JMJD1C|221037	5394.1724
JMJD4|65094	336.5278	JMJD4|65094	593.314
JMJD5|79831	103.37700000000001	JMJD5|79831	127.4226
JMJD6|23210	344.1787	JMJD6|23210	488.6018
JMJD7-PLA2G4B|8681	240.0615	JMJD7-PLA2G4B|8681	625.232
JMJD8|339123	1019.1463	JMJD8|339123	1052.6680000000001
JMY|133746	563.0219999999999	JMY|133746	1622.0391
JOSD1|9929	1484.7793	JOSD1|9929	1697.7798
JOSD2|126119	152.9683	JOSD2|126119	83.7603
JPH1|56704	47.6175	JPH1|56704	105.74
JPH2|57158	12.5829	JPH2|57158	249.4988
JPH4|84502	18.2575	JPH4|84502	21.6826
JRKL|8690	199.8457	JRKL|8690	661.7658
JRK|8629	256.8387	JRK|8629	693.5472
JTB|10899	2501.5251	JTB|10899	1473.2309
JUB|84962	205.767	JUB|84962	710.4775
JUNB|3726	1791.9496	JUNB|3726	1255.5135
JUND|3727	1125.7973	JUND|3727	2549.3428
JUN|3725	1840.0605	JUN|3725	12345.733999999999
JUP|3728	3152.8739	JUP|3728	5725.6999
KAL1|3730	865.7512	KAL1|3730	431.8705
KALRN|8997	196.3916	KALRN|8997	580.3817
KANK1|23189	1353.276	KANK1|23189	2751.3179999999998
KANK2|25959	1163.2992	KANK2|25959	1046.4097
KANK3|256949	90.3006	KANK3|256949	172.86700000000002
KANK4|163782	43.9167	KANK4|163782	395.9308
KARS|3735	2347.3231	KARS|3735	3359.6198
KAT2A|2648	681.2024	KAT2A|2648	1361.2534
KAT2B|8850	1461.5874	KAT2B|8850	837.9001
KAT5|10524	701.8580000000001	KAT5|10524	1108.1132
KATNA1|11104	187.0161	KATNA1|11104	354.3477
KATNAL1|84056	358.4886	KATNAL1|84056	479.9881
KATNAL2|83473	52.552	KATNAL2|83473	54.3551
KATNB1|10300	244.2558	KATNB1|10300	387.0201
KAZALD1|81621	146.3438	KAZALD1|81621	75.3783
KAZ|23254	437.2845	KAZ|23254	952.1586
KBTBD10|10324	17.9096	KBTBD10|10324	40.8198
KBTBD11|9920	315.3121	KBTBD11|9920	307.1211
lowly_expressed	lowly_expressed	KBTBD12|166348	35.9397
KBTBD2|25948	1435.4347	KBTBD2|25948	1512.7348
KBTBD3|143879	102.6368	KBTBD3|143879	198.7822
KBTBD4|55709	521.1704	KBTBD4|55709	437.5555
KBTBD6|89890	384.3945	KBTBD6|89890	1100.7648
KBTBD7|84078	228.4655	KBTBD7|84078	383.7529
KBTBD8|84541	252.8911	KBTBD8|84541	26.732
KCMF1|56888	895.6047	KCMF1|56888	1251.6522
KCNA1|3736	34.2945	KCNA1|3736	31.7814
KCNA3|3738	39.9691	KCNA3|3738	49.0087
KCNA6|3742	18.2575	KCNA6|3742	21.3856
KCNAB1|7881	168.2651	KCNAB1|7881	231.3804
KCNAB2|8514	620.5085	KCNAB2|8514	122.6702
KCNAB3|9196	9.3755	KCNAB3|9196	16.9303
lowly_expressed	lowly_expressed	KCNB1|3745	51.6819
lowly_expressed	lowly_expressed	KCNC1|3746	10.9898
KCNC2|3747	15.5436	KCNC2|3747	78.7109
KCNC3|3748	61.6808	KCNC3|3748	160.095
KCNC4|3749	55.0192	KCNC4|3749	493.0571
KCND1|3750	41.4495	KCND1|3750	51.9789
KCND2|3751	82.4055	KCND2|3751	14.8511
KCND3|3752	225.7516	KCND3|3752	72.1764
KCNE1|3753	5.4279	KCNE1|3753	237.6179
KCNE2|9992	6.9082	KCNE2|9992	6.2375
KCNE3|10008	152.9683	KCNE3|10008	62.3747
KCNE4|23704	1433.9544	KCNE4|23704	105.4429
lowly_expressed	lowly_expressed	KCNF1|3754	32.3754
KCNG1|3755	23.191999999999997	KCNG1|3755	27.9201
KCNH1|3756	10.6091	KCNH1|3756	9.5047
lowly_expressed	lowly_expressed	KCNH2|3757	21.9797
lowly_expressed	lowly_expressed	KCNH3|23416	52.573
lowly_expressed	lowly_expressed	KCNH8|131096	141.6797
lowly_expressed	lowly_expressed	KCNIP1|30820	19.6035
KCNIP2|30819	40.2159	KCNIP2|30819	59.4045
KCNIP3|30818	26.8928	KCNIP3|30818	76.9288
KCNIP4|80333	8.882	KCNIP4|80333	46.3355
KCNJ10|3766	35.7748	lowly_expressed	lowly_expressed
KCNJ11|3767	532.4284	KCNJ11|3767	213.262
KCNJ12|3768	26.1526	KCNJ12|3768	29.7022
KCNJ14|3770	20.6211	KCNJ14|3770	53.464
KCNJ15|3772	51.3184	KCNJ15|3772	40.395
KCNJ16|3773	5.4279	KCNJ16|3773	113.1655
KCNJ2|3759	198.3653	KCNJ2|3759	295.8343
KCNJ3|3760	39.4757	KCNJ3|3760	12.772
KCNJ5|3762	91.5343	KCNJ5|3762	38.0189
KCNJ8|3764	454.9573	KCNJ8|3764	238.2119
lowly_expressed	lowly_expressed	KCNK10|54207	5.0494
KCNK13|56659	31.0871	KCNK13|56659	33.5635
KCNK15|60598	19.7378	KCNK15|60598	5.6434
KCNK1|3775	30.5937	KCNK1|3775	170.4908
KCNK2|3776	53.0455	KCNK2|3776	458.8995
lowly_expressed	lowly_expressed	KCNK3|3777	86.7305
KCNK5|8645	81.9121	KCNK5|8645	306.5271
KCNK6|9424	767.062	KCNK6|9424	276.8248
KCNMA1|3778	1873.1214	KCNMA1|3778	1063.637
KCNMB1|3779	29.6068	KCNMB1|3779	359.9911
lowly_expressed	lowly_expressed	KCNMB2|10242	8.6136
KCNMB3|27094	47.6175	KCNMB3|27094	97.7204
KCNMB4|27345	35.5281	KCNMB4|27345	35.0486
KCNN1|3780	12.0894	KCNN1|3780	5.3464
KCNN2|3781	15.2968	KCNN2|3781	26.138
KCNN3|3782	56.4996	KCNN3|3782	22.2767
KCNN4|3783	362.6829	KCNN4|3783	2017.9699
KCNQ1OT1|10984	96.22200000000001	KCNQ1OT1|10984	163.3623
KCNQ1|3784	469.2673	KCNQ1|3784	314.2496
KCNQ3|3786	6.4148	KCNQ3|3786	15.4452
lowly_expressed	lowly_expressed	KCNQ4|9132	64.7509
KCNQ5|56479	103.37700000000001	KCNQ5|56479	42.1772
KCNRG|283518	11.3591	KCNRG|283518	10.3096
KCNS1|3787	6.9082	KCNS1|3787	130.0958
KCNS3|3790	204.5334	KCNS3|3790	497.8095
KCNT2|343450	20.2313	KCNT2|343450	12.4749
KCNU1|157855	6.1681	KCNU1|157855	16.9303
KCP|375616	8.1641	lowly_expressed	lowly_expressed
KCTD10|83892	1392.7516	KCTD10|83892	1780.0549
KCTD11|147040	399.4446	KCTD11|147040	327.0216
KCTD12|115207	3366.7828	KCTD12|115207	4740.4767
KCTD13|253980	148.774	KCTD13|253980	214.1531
KCTD14|65987	183.8087	KCTD14|65987	950.1745
KCTD15|79047	346.1524	KCTD15|79047	394.7427
lowly_expressed	lowly_expressed	KCTD16|57528	9.2077
KCTD17|79734	179.8611	KCTD17|79734	64.7509
KCTD18|130535	275.5897	KCTD18|130535	578.3025
KCTD1|284252	292.8603	KCTD1|284252	1075.5179
KCTD20|222658	2344.6092	KCTD20|222658	1766.986
KCTD21|283219	462.35900000000004	KCTD21|283219	207.9156
KCTD2|23510	796.422	KCTD2|23510	1083.5375
KCTD3|51133	3879.2266	KCTD3|51133	3559.8129
KCTD4|386618	13.8165	KCTD4|386618	8.6136
KCTD5|54442	696.7459	KCTD5|54442	505.235
KCTD6|200845	160.6167	KCTD6|200845	173.7581
KCTD7|154881	352.0886	KCTD7|154881	562.8336
KCTD9|54793	749.7914	KCTD9|54793	2103.5123
KDELC1|79070	175.4201	KDELC1|79070	93.56200000000001
KDELC2|143888	710.5624	KDELC2|143888	627.6082
KDELR1|10945	3505.1944	KDELR1|10945	2363.4068
KDELR2|11014	5931.2222	KDELR2|11014	3127.3483
KDELR3|11015	686.3835	KDELR3|11015	190.0943
KDM1A|23028	2209.6517	KDM1A|23028	1785.1043
KDM1B|221656	1109.5136	KDM1B|221656	835.8209
KDM2A|22992	2899.7361	KDM2A|22992	4422.9598
KDM2B|84678	649.6341	KDM2B|84678	822.048
KDM3A|55818	1025.381	KDM3A|55818	2567.7582
KDM3B|51780	2503.0054	KDM3B|51780	4053.4640000000004
KDM4A|9682	1468.2489	KDM4A|9682	1385.9063
KDM4B|23030	4020.3522	KDM4B|23030	2095.7897
KDM4C|23081	747.3241	KDM4C|23081	1098.6857
KDM4D|55693	19.7378	KDM4D|55693	54.3551
KDM5A|5927	2027.0766	KDM5A|5927	3068.2409
KDM5B|10765	1765.7969	KDM5B|10765	2718.9426
KDM5C|8242	2879.5048	KDM5C|8242	2888.2453
KDM6A|7403	1182.2969	KDM6A|7403	1717.6803
KDM6B|23135	782.3588	KDM6B|23135	1035.4199
KDR|3791	1471.2096	KDR|3791	1138.4867
KDSR|2531	1394.4787	KDSR|2531	2239.5485
KEAP1|9817	1146.522	KEAP1|9817	1087.6958
KEL|3792	22.2051	KEL|3792	8.6136
lowly_expressed	lowly_expressed	KERA|11081	9.5047
lowly_expressed	lowly_expressed	KGFLP1|387628	9.5047
KGFLP2|654466	77.0911	KGFLP2|654466	145.2142
lowly_expressed	lowly_expressed	KHDC1|80759	11.8809
KHDRBS1|10657	4264.1146	KHDRBS1|10657	5017.0045
KHDRBS3|10656	125.58200000000001	KHDRBS3|10656	248.9047
KHK|3795	66.4326	KHK|3795	121.693
KHNYN|23351	1948.9567	KHNYN|23351	2294.1858
KHSRP|8570	1908.6496	KHSRP|8570	1984.4063
KIAA0020|9933	883.0218	KIAA0020|9933	1257.5926
KIAA0040|9674	8390.0642	KIAA0040|9674	1303.3341
KIAA0090|23065	1524.7485	KIAA0090|23065	1127.1998
KIAA0100|9703	5473.170999999999	KIAA0100|9703	4524.9127
KIAA0101|9768	304.4563	KIAA0101|9768	66.236
KIAA0114|57291	1039.1975	KIAA0114|57291	766.0206
KIAA0125|9834	10.6091	KIAA0125|9834	8.6136
KIAA0141|9812	937.5476	KIAA0141|9812	1365.1147
KIAA0146|23514	741.4028	KIAA0146|23514	967.4018
KIAA0174|9798	1934.3088	KIAA0174|9798	2692.5076
KIAA0182|23199	1349.8218	KIAA0182|23199	2123.7098
KIAA0195|9772	939.4424	KIAA0195|9772	1457.9283
KIAA0196|9897	1873.6149	KIAA0196|9897	1505.3093
KIAA0226|9711	669.3596	KIAA0226|9711	554.5407
KIAA0232|9778	1182.2969	KIAA0232|9778	1663.0281
KIAA0240|23506	926.9385	KIAA0240|23506	1923.8138
KIAA0247|9766	3990.9921	KIAA0247|9766	2395.7823
KIAA0284|283638	832.937	KIAA0284|283638	1172.3472
KIAA0317|9870	1264.7024	KIAA0317|9870	951.0656
KIAA0319L|79932	2636.7342	KIAA0319L|79932	2205.0939
KIAA0355|9710	856.8692	KIAA0355|9710	1154.8229
KIAA0368|23392	2885.1794	KIAA0368|23392	4233.1625
KIAA0391|9692	860.3406	KIAA0391|9692	570.7463
KIAA0406|9675	728.3265	KIAA0406|9675	703.943
KIAA0408|9729	26.3722	KIAA0408|9729	24.5786
KIAA0415|9907	434.726	KIAA0415|9907	421.4747
KIAA0427|9811	343.1918	KIAA0427|9811	813.5442
KIAA0430|9665	2891.1008	KIAA0430|9665	3555.6546
