gene_id	TCGA-E2-A15K-06A-11R-A12P-07	gene_id	TCGA-E2-A15K-11A-13R-A12P-07
lowly_expressed	lowly_expressed	ALK|238	8.6663
ALMS1|7840	847.4234	ALMS1|7840	367.8382
lowly_expressed	lowly_expressed	ALOX12P2|245	5.7776
ALOX15B|247	7.7467	ALOX15B|247	64.9976
ALOX15|246	9.4308	lowly_expressed	lowly_expressed
ALOX5AP|241	319.6362	ALOX5AP|241	363.0236
ALOX5|240	205.7932	ALOX5|240	886.3746
ALOXE3|59344	34.355	ALOXE3|59344	6.7405
ALPK1|80216	624.4527	ALPK1|80216	446.7983
lowly_expressed	lowly_expressed	ALPK2|115701	8.1849
ALPK3|57538	86.8979	ALPK3|57538	129.9952
ALPL|249	206.4668	ALPL|249	2902.7443
ALS2CL|259173	255.3048	ALS2CL|259173	470.8714
ALS2CR11|151254	5.0522	lowly_expressed	lowly_expressed
ALS2CR4|65062	446.615	ALS2CR4|65062	800.1926
ALS2CR8|79800	182.553	ALS2CR8|79800	57.2942
ALS2|57679	552.3745	ALS2|57679	401.0592
ALX3|257	22.2297	ALX3|257	28.8878
AMACR|23600	419.3331	AMACR|23600	257.1016
AMBP|259	9.7676	AMBP|259	11.0737
AMBRA1|55626	1388.6831	AMBRA1|55626	961.9644
AMD1|262	1059.2792	AMD1|262	1186.3264
AMDHD1|144193	7.7467	AMDHD1|144193	6.7405
AMDHD2|51005	224.8838	AMDHD2|51005	385.6428
AMFR|267	3417.3122	AMFR|267	2441.0207
AMH|268	34.6918	lowly_expressed	lowly_expressed
AMICA1|120425	161.3338	lowly_expressed	lowly_expressed
AMIGO1|57463	107.4436	AMIGO1|57463	76.5527
AMIGO2|347902	35.7023	AMIGO2|347902	1620.5922
AMIGO3|386724	203.0987	AMIGO3|386724	75.5898
AMMECR1L|83607	683.7319	AMMECR1L|83607	659.6052
AMMECR1|9949	343.2132	AMMECR1|9949	137.2171
AMN1|196394	300.101	AMN1|196394	137.2171
AMOTL1|154810	116.5376	AMOTL1|154810	1939.817
AMOTL2|51421	871.674	AMOTL2|51421	4223.3991
AMOT|154796	25.5978	AMOT|154796	606.6442
AMPD1|270	7.0731	lowly_expressed	lowly_expressed
AMPD2|271	582.0141	AMPD2|271	851.2277
AMPD3|272	70.7309	AMPD3|272	219.5474
lowly_expressed	lowly_expressed	AMPH|273	130.9581
AMT|275	118.5045	AMT|275	198.0164
lowly_expressed	lowly_expressed	AMY1A|276	13.9624
AMY2B|280	67.0259	AMY2B|280	289.9904
AMZ2P1|201283	287.9757	AMZ2P1|201283	259.9904
AMZ2|51321	1357.0226	AMZ2|51321	968.7049
ANAPC10|10393	90.6029	ANAPC10|10393	128.5508
ANAPC11|51529	960.9296	ANAPC11|51529	1582.0896
ANAPC13|25847	2106.7801	ANAPC13|25847	1404.9494
ANAPC16|119504	2533.1762	ANAPC16|119504	2076.5527
ANAPC1|64682	545.3014	ANAPC1|64682	243.6206
ANAPC2|29882	1015.1566	ANAPC2|29882	1016.8512
ANAPC4|29945	454.3617	ANAPC4|29945	401.0592
ANAPC5|51433	2086.8979	ANAPC5|51433	2083.2932
ANAPC7|51434	845.0657	ANAPC7|51434	911.8922
ANGEL1|23357	458.0667	ANGEL1|23357	593.1632
ANGEL2|90806	1598.1812	ANGEL2|90806	393.3558
ANGPT1|284	13.8094	ANGPT1|284	281.1748
ANGPT2|285	134.7255	ANGPT2|285	733.2691
lowly_expressed	lowly_expressed	ANGPT4|51378	12.9995
ANGPTL1|9068	23.576999999999998	ANGPTL1|9068	429.94699999999995
ANGPTL2|23452	117.54799999999999	ANGPTL2|23452	6742.8984
ANGPTL4|51129	41.7649	ANGPTL4|51129	4495.4261
lowly_expressed	lowly_expressed	ANGPTL5|253935	80.4044
lowly_expressed	lowly_expressed	ANGPTL7|10218	450.65
ANG|283	278.7538	ANG|283	723.5147
lowly_expressed	lowly_expressed	ANK1|286	88.5893
ANK2|287	20.8825	ANK2|287	1384.2079999999999
ANK3|288	2158.9761	ANK3|288	450.65
ANKAR|150709	23.9138	ANKAR|150709	21.6659
ANKDD1A|348094	19.872	ANKDD1A|348094	178.1416
ANKFY1|51479	1848.0970000000002	ANKFY1|51479	1591.7188
ANKHD1-EIF4EBP3|404734	1799.4847	ANKHD1-EIF4EBP3|404734	696.8801
ANKHD1|54882	1811.94	ANKHD1|54882	1120.6789
ANKH|56172	2550.6905	ANKH|56172	1740.4911
ANKIB1|54467	1305.8269	ANKIB1|54467	490.13
lowly_expressed	lowly_expressed	ANKK1|255239	46.702
lowly_expressed	lowly_expressed	ANKLE1|126549	9.1478
ANKLE2|23141	1220.9498	ANKLE2|23141	1448.7241
ANKMY1|51281	422.7012	ANKMY1|51281	219.06599999999997
ANKMY2|57037	462.7821	ANKMY2|57037	533.4617
ANKRA2|57763	469.8552	ANKRA2|57763	201.7333
ANKRD10|55608	2565.3048	ANKRD10|55608	1464.6124
ANKRD11|29123	928.0498	ANKRD11|29123	2391.04
ANKRD12|23253	1640.6197	ANKRD12|23253	676.4564
ANKRD13A|88455	892.2196	ANKRD13A|88455	1134.8098
ANKRD13B|124930	122.2634	ANKRD13B|124930	289.8411
ANKRD13C|81573	665.2071	ANKRD13C|81573	371.2085
ANKRD13D|338692	1075.4463	ANKRD13D|338692	845.9316
ANKRD16|54522	247.1977	ANKRD16|54522	152.1088
ANKRD17|26057	2770.6298	ANKRD17|26057	1178.1416
ANKRD19|138649	30.6501	ANKRD19|138649	118.4401
ANKRD20A3|441425	15.1566	ANKRD20A3|441425	9.6293
ANKRD20B|729171	20.8825	ANKRD20B|729171	6.2589999999999995
ANKRD22|118932	117.54799999999999	ANKRD22|118932	38.0356
ANKRD23|200539	50.5221	ANKRD23|200539	18.2956
ANKRD24|170961	56.2479	ANKRD24|170961	33.221
ANKRD26|22852	553.0482	ANKRD26|22852	92.441
ANKRD27|84079	468.8447	ANKRD27|84079	657.6793
ANKRD28|23243	638.262	ANKRD28|23243	761.6755
lowly_expressed	lowly_expressed	ANKRD29|147463	288.3967
lowly_expressed	lowly_expressed	ANKRD2|26287	8.1849
ANKRD30A|91074	1307.1741	ANKRD30A|91074	21.1844
ANKRD30B|374860	118.5584	lowly_expressed	lowly_expressed
ANKRD32|84250	188.2789	ANKRD32|84250	71.7381
ANKRD34A|284615	22.9033	ANKRD34A|284615	26.962
ANKRD35|148741	10.1044	ANKRD35|148741	478.0934
ANKRD36BP1|84832	66.0155	ANKRD36BP1|84832	33.221
ANKRD36B|57730	21.2193	ANKRD36B|57730	6.7405
ANKRD36|375248	86.2243	ANKRD36|375248	127.1064
ANKRD37|353322	62.5733	ANKRD37|353322	240.5104
ANKRD39|51239	112.15899999999999	ANKRD39|51239	220.0289
ANKRD40|91369	1293.3648	ANKRD40|91369	1633.1247
ANKRD42|338699	286.6285	ANKRD42|338699	202.2147
ANKRD43|134548	157.6288	ANKRD43|134548	19.2585
ANKRD44|91526	36.7127	ANKRD44|91526	16.3698
ANKRD46|157567	524.7558	ANKRD46|157567	383.2451
ANKRD49|54851	211.1822	ANKRD49|54851	249.3982
ANKRD50|57182	575.2779	ANKRD50|57182	479.0563
ANKRD52|283373	1294.0384	ANKRD52|283373	1018.2956
lowly_expressed	lowly_expressed	ANKRD53|79998	73.1825
ANKRD54|129138	595.1499	ANKRD54|129138	538.7578
ANKRD55|79722	16.8407	lowly_expressed	lowly_expressed
ANKRD56|345079	60.2897	ANKRD56|345079	67.8864
ANKRD57|65124	717.0765	ANKRD57|65124	486.7597
ANKRD58|347454	12.1253	ANKRD58|347454	29.3693
ANKRD5|63926	665.2071	ANKRD5|63926	77.0342
ANKRD6|22881	20.0539	ANKRD6|22881	212.9032
ANKRD9|122416	157.9656	ANKRD9|122416	124.6991
ANKS1A|23294	750.7578	ANKS1A|23294	1185.845
ANKS1B|56899	170.0909	ANKS1B|56899	19.74
ANKS3|124401	471.5392	ANKS3|124401	485.7968
lowly_expressed	lowly_expressed	ANKS6|203286	316.8031
ANKZF1|55139	688.7841	ANKZF1|55139	637.9393
ANLN|54443	445.2678	ANLN|54443	51.5166
ANO10|55129	922.196	ANO10|55129	993.7410000000001
ANO1|55107	12781.7447	ANO1|55107	4946.5575
lowly_expressed	lowly_expressed	ANO2|57101	80.4044
ANO3|63982	16.5039	ANO3|63982	33.221
lowly_expressed	lowly_expressed	ANO4|121601	11.0737
lowly_expressed	lowly_expressed	ANO5|203859	36.5912
ANO6|196527	1794.2068	ANO6|196527	2643.7169
ANO7|50636	11.1149	ANO7|50636	14.9254
ANO8|57719	462.7821	ANO8|57719	380.8377
ANO9|338440	410.57599999999996	ANO9|338440	123.2547
ANP32A|8125	2410.2391	ANP32A|8125	2716.8994
ANP32B|10541	2408.5551	ANP32B|10541	3434.2802
ANP32E|81611	899.2927	ANP32E|81611	736.6394
ANPEP|290	6602.5598	ANPEP|290	7662.9754
ANTXR1|84168	1107.4436	ANTXR1|84168	4748.6759999999995
ANTXR2|118429	91.2765	ANTXR2|118429	1688.9745
ANUBL1|93550	342.8764	ANUBL1|93550	97.7371
ANXA11|311	5085.2139	ANXA11|311	7068.8493
lowly_expressed	lowly_expressed	ANXA13|312	12.0366
ANXA1|301	284.2708	ANXA1|301	14830.5248
ANXA2P1|303	22.5665	ANXA2P1|303	135.2913
ANXA2P2|304	1790.8387	ANXA2P2|304	6278.286
lowly_expressed	lowly_expressed	ANXA2P3|305	12.5181
ANXA2|302	5135.7359	ANXA2|302	22492.5373
ANXA3|306	173.7959	ANXA3|306	1558.4978
ANXA4|307	1697.2044	ANXA4|307	2034.1839
ANXA5|308	4841.3607	ANXA5|308	11225.325
ANXA6|309	4620.0741	ANXA6|309	8733.2691
ANXA7|310	4230.3806	ANXA7|310	2665.8642
lowly_expressed	lowly_expressed	ANXA8L2|244	353.3943
lowly_expressed	lowly_expressed	ANXA8|653145	1150.9244
ANXA9|8416	991.2428	ANXA9|8416	163.2162
AOAH|313	35.0286	AOAH|313	227.2508
AOC2|314	14.1462	AOC2|314	105.92200000000001
AOC3|8639	152.5766	AOC3|8639	8840.1541
AOX1|316	121.5898	AOX1|316	1238.806
AP1AR|55435	1118.8953	AP1AR|55435	245.065
AP1B1|162	3825.5305	AP1B1|162	3526.2398
AP1G1|164	1917.8174	AP1G1|164	1446.7983
AP1G2|8906	2199.3533	AP1G2|8906	1027.5108
AP1M1|8907	815.4261	AP1M1|8907	1636.4949
AP1M2|10053	3453.0145	AP1M2|10053	924.8917
AP1S1|1174	603.9069999999999	AP1S1|1174	679.3452
AP1S2|8905	148.19799999999998	AP1S2|8905	519.4993
AP1S3|130340	194.6783	AP1S3|130340	51.5166
AP2A1|160	1896.5173	AP2A1|160	2283.7602
AP2A2|161	1369.8215	AP2A2|161	2416.4661
AP2B1|163	6246.5477	AP2B1|163	5083.2932
AP2M1|1173	5299.7642	AP2M1|1173	7384.6895
AP2S1|1175	1309.5318	AP2S1|1175	1914.7809
AP3B1|8546	1160.997	AP3B1|8546	944.1502
lowly_expressed	lowly_expressed	AP3B2|8120	79.923
AP3D1|8943	3452.6777	AP3D1|8943	3088.1078
AP3M1|26985	1921.5224	AP3M1|26985	925.8546
AP3M2|10947	430.7848	AP3M2|10947	356.7646
AP3S1|1176	211.519	AP3S1|1176	1329.3211
AP3S2|10239	1880.5625	AP3S2|10239	1313.4762
AP4B1|10717	268.8077	AP4B1|10717	394.0154
AP4E1|23431	306.8373	AP4E1|23431	248.4352
AP4M1|9179	400.0606	AP4M1|9179	432.3592
AP4S1|11154	65.0051	AP4S1|11154	69.3308
APAF1|317	551.3641	APAF1|317	302.3592
APBA1|320	24.2506	APBA1|320	321.1363
lowly_expressed	lowly_expressed	APBA2|321	67.4049
APBA3|9546	152.9134	APBA3|9546	347.1353
APBB1IP|54518	125.6315	APBB1IP|54518	771.7862
APBB1|322	332.772	APBB1|322	1285.9894
APBB2|323	3657.7972	APBB2|323	1512.2773
APBB3|10307	355.6753	APBB3|10307	230.6211
APC2|10297	11.5325	lowly_expressed	lowly_expressed
APCDD1L|164284	6.7363	APCDD1L|164284	244.5835
APCDD1|147495	37.7231	APCDD1|147495	1840.6355
APC|324	790.165	APC|324	469.4271
APEH|327	2363.0852	APEH|327	1596.0520000000001
APEX1|328	2879.7575	APEX1|328	2753.9721
APEX2|27301	816.7733	APEX2|27301	641.7909999999999
APH1A|51107	7285.2812	APH1A|51107	4565.2383
APH1B|83464	1028.6292	APH1B|83464	420.3178
API5|8539	2133.7151	API5|8539	1651.4203
APIP|51074	467.3493	APIP|51074	333.1584
APITD1|378708	536.0930000000001	APITD1|378708	192.2966
APLF|200558	6.3995	APLF|200558	81.8488
APLNR|187	145.8404	APLNR|187	3262.3977
APLN|8862	64.3314	APLN|8862	144.9206
lowly_expressed	lowly_expressed	APLP1|333	67.4049
APLP2|334	7289.6598	APLP2|334	12295.1372
APOA1BP|128240	2922.8697	APOA1BP|128240	1727.973
APOB48R|55911	1615.6955	APOB48R|55911	453.5388
lowly_expressed	lowly_expressed	APOBEC3A|200315	6.2589999999999995
APOBEC3B|9582	29.6396	APOBEC3B|9582	83.2932
APOBEC3C|27350	36.3759	APOBEC3C|27350	332.2099
lowly_expressed	lowly_expressed	APOBEC3D|140564	121.3288
APOBEC3F|200316	8.4203	APOBEC3F|200316	244.5835
APOBEC3G|60489	29.3028	APOBEC3G|60489	343.765
lowly_expressed	lowly_expressed	APOBEC3H|164668	11.5551
lowly_expressed	lowly_expressed	APOB|338	41.8873
APOC1|341	439.2051	APOC1|341	816.5623
APOC2|344	210.8454	APOC2|344	38.5171
APOD|347	72.7518	APOD|347	30726.5286
APOE|348	830.2459	APOE|348	9301.8777
APOF|319	456.0458	lowly_expressed	lowly_expressed
APOL1|8542	1312.5632	APOL1|8542	2508.9071
APOL2|23780	636.578	APOL2|23780	1056.8127
APOL3|80833	558.774	APOL3|80833	2662.494
APOL4|80832	380.9363	APOL4|80832	234.9543
APOL6|80830	1142.1354	APOL6|80830	2293.2114
APOLD1|81575	464.80300000000005	APOLD1|81575	1412.1329
APOM|55937	77.4672	APOM|55937	67.8864
APOOL|139322	147.5244	APOOL|139322	25.999000000000002
APOO|79135	224.6548	APOO|79135	147.3279
APPBP2|10513	1142.809	APPBP2|10513	744.8243
APPL1|26060	1973.0549	APPL1|26060	1066.9234
APPL2|55198	959.5824	APPL2|55198	916.7068
APP|351	7362.4116	APP|351	31714.9735
APRT|353	973.0549	APRT|353	2363.0236
APTX|54840	861.9064	APTX|54840	486.7597
AQP11|282679	34.0182	AQP11|282679	25.999000000000002
AQP1|358	1056.9114	AQP1|358	32035.4742
AQP2|359	40.7545	lowly_expressed	lowly_expressed
AQP3|360	8314.2472	AQP3|360	487.7227
lowly_expressed	lowly_expressed	AQP4|361	17.8142
AQP5|362	1216.9080000000001	AQP5|362	188.2523
AQP6|363	119.5689	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQP7P1|375719	145.40200000000002
lowly_expressed	lowly_expressed	AQP7P3|441432	28.8878
lowly_expressed	lowly_expressed	AQP7|364	1258.546
lowly_expressed	lowly_expressed	AQP9|366	51.9981
lowly_expressed	lowly_expressed	AQPEP|206338	171.3385
AQR|9716	1333.7824	AQR|9716	565.7198
ARAF|369	1432.132	ARAF|369	1517.5734
ARAP1|116985	1046.807	ARAP1|116985	3981.6899
ARAP2|116984	67.0259	ARAP2|116984	190.1781
ARAP3|64411	94.6447	ARAP3|64411	1147.3279
ARCN1|372	3241.1586	ARCN1|372	2957.1497
ARC|23237	47.1539	ARC|23237	335.5802
AREG|374	9.7676	AREG|374	88.1078
ARF1|375	20901.9872	ARF1|375	10545.9798
ARF3|377	6391.3776	ARF3|377	4813.6736
ARF4|378	6043.4490000000005	ARF4|378	3210.8811
ARF5|381	2821.4887	ARF5|381	3859.8459
ARF6|382	3474.2337	ARF6|382	2695.2335
ARFGAP1|55738	1124.9579	ARFGAP1|55738	1888.7819
ARFGAP2|84364	2432.4688	ARFGAP2|84364	2800.1926
ARFGAP3|26286	1440.5524	ARFGAP3|26286	805.0072
ARFGEF1|10565	2470.192	ARFGEF1|10565	839.6726
ARFGEF2|10564	2546.3119	ARFGEF2|10564	671.6418
ARFIP1|27236	1448.6359	ARFIP1|27236	790.0818
ARFIP2|23647	3624.7895	ARFIP2|23647	1214.7328
ARFRP1|10139	331.4247	ARFRP1|10139	1368.3197
ARG2|384	137.0024	ARG2|384	86.4275
ARGLU1|55082	1381.9468	ARGLU1|55082	1021.6659
ARHGAP10|79658	15.8302	ARHGAP10|79658	806.9331
ARHGAP11A|9824	337.1506	ARHGAP11A|9824	64.0347
ARHGAP11B|89839	22.9033	lowly_expressed	lowly_expressed
ARHGAP12|94134	1073.4254	ARHGAP12|94134	644.1984
ARHGAP15|55843	33.3446	ARHGAP15|55843	129.5137
ARHGAP17|55114	1053.8902	ARHGAP17|55114	1829.0804
ARHGAP18|93663	661.8389999999999	ARHGAP18|93663	434.7617
ARHGAP19|84986	523.4086	ARHGAP19|84986	714.4921
ARHGAP1|392	4232.7383	ARHGAP1|392	4260.4718
ARHGAP20|57569	10.1044	ARHGAP20|57569	146.3649
ARHGAP21|57584	775.682	ARHGAP21|57584	1775.1565
ARHGAP22|58504	15.4934	ARHGAP22|58504	169.4752
ARHGAP23|57636	101.0441	ARHGAP23|57636	1394.3187
ARHGAP24|83478	29.3028	ARHGAP24|83478	385.6524
ARHGAP25|9938	94.6447	ARHGAP25|9938	578.7193
ARHGAP26|23092	68.3732	ARHGAP26|23092	588.83
ARHGAP27|201176	333.4456	ARHGAP27|201176	698.1223
ARHGAP28|79822	10.1044	ARHGAP28|79822	122.7732
ARHGAP29|9411	1998.3159	ARHGAP29|9411	2406.8368
ARHGAP30|257106	190.6366	ARHGAP30|257106	654.7906
ARHGAP31|57514	159.9865	ARHGAP31|57514	1175.7342
ARHGAP32|9743	1310.8791	ARHGAP32|9743	512.2773
ARHGAP33|115703	297.0697	ARHGAP33|115703	138.1801
lowly_expressed	lowly_expressed	ARHGAP36|158763	26.962
ARHGAP39|80728	406.5342	ARHGAP39|80728	221.9547
ARHGAP42|143872	82.8562	ARHGAP42|143872	55.3683
ARHGAP4|393	154.5975	ARHGAP4|393	904.6702
ARHGAP5|394	1706.6352	ARHGAP5|394	1081.3674
ARHGAP6|395	15.1566	ARHGAP6|395	172.8455
ARHGAP8|23779	665.8505	ARHGAP8|23779	399.9326
ARHGAP9|64333	55.5743	ARHGAP9|64333	221.4733
ARHGDIA|396	3562.4789	ARHGDIA|396	8869.5234
ARHGDIB|397	7567.5312	ARHGDIB|397	5641.3096
lowly_expressed	lowly_expressed	ARHGDIG|398	62.287
ARHGEF10L|55160	728.8649	ARHGEF10L|55160	1418.3919
ARHGEF10|9639	200.74099999999999	ARHGEF10|9639	1057.2942
ARHGEF11|9826	2166.7228	ARHGEF11|9826	1068.8493
ARHGEF12|23365	3629.5049	ARHGEF12|23365	2481.4636
ARHGEF15|22899	86.5611	ARHGEF15|22899	2504.5739
ARHGEF16|27237	773.6612	ARHGEF16|27237	218.10299999999998
ARHGEF17|9828	526.4399	ARHGEF17|9828	1620.1252
ARHGEF18|23370	823.1728	ARHGEF18|23370	1038.5171
ARHGEF19|128272	808.3530000000001	ARHGEF19|128272	512.7588
ARHGEF1|9138	1665.5439999999999	ARHGEF1|9138	2297.0631
ARHGEF2|9181	2207.8141	ARHGEF2|9181	2657.1979
ARHGEF33|100271715	9.094	ARHGEF33|100271715	11.0737
ARHGEF35|445328	391.3776	ARHGEF35|445328	249.8796
ARHGEF37|389337	1397.777	ARHGEF37|389337	1337.0246
ARHGEF38|54848	77.4672	ARHGEF38|54848	8.6663
ARHGEF3|50650	1530.4816	ARHGEF3|50650	850.7463
lowly_expressed	lowly_expressed	ARHGEF4|50649	324.5065
ARHGEF5|7984	603.9069999999999	ARHGEF5|7984	454.9831
ARHGEF6|9459	1001.0104	ARHGEF6|9459	1479.0563
ARHGEF7|8874	1188.6157	ARHGEF7|8874	1572.9417
ARHGEF9|23229	345.9077	ARHGEF9|23229	511.7959
ARID1A|8289	4260.0202	ARID1A|8289	1703.4184
ARID1B|57492	2132.3678	ARID1B|57492	1246.9909
ARID2|196528	1403.5029	ARID2|196528	411.6514
ARID3A|1820	56.2479	ARID3A|1820	28.8878
ARID3B|10620	96.3287	ARID3B|10620	110.7366
ARID4A|5926	643.3142	ARID4A|5926	387.5782
ARID4B|51742	2401.7211	ARID4B|51742	700.7896
ARID5A|10865	648.0296	ARID5A|10865	4252.287
ARID5B|84159	1325.6989	ARID5B|84159	2150.2167
ARIH1|25820	1663.5231	ARIH1|25820	1316.8031
ARIH2|10425	1322.3308	ARIH2|10425	1373.1343
lowly_expressed	lowly_expressed	ARL10|285598	16.8512
ARL11|115761	19.1984	ARL11|115761	52.961000000000006
ARL13B|200894	200.74099999999999	ARL13B|200894	143.9576
ARL14|80117	30.9869	lowly_expressed	lowly_expressed
ARL15|54622	398.7875	ARL15|54622	396.726
ARL16|339231	353.3176	ARL16|339231	654.3091
ARL17A|51326	75.3116	ARL17A|51326	37.7034
ARL1|400	3767.5985	ARL1|400	1498.7963
ARL2BP|23568	897.9454	ARL2BP|23568	1819.4511
ARL2|402	561.8053	ARL2|402	3118.4401
ARL3|403	1127.3156	ARL3|403	515.1661
ARL4A|10124	49.1748	ARL4A|10124	1589.793
ARL4C|10123	85.8875	ARL4C|10123	2255.6572
ARL4D|379	94.3078	ARL4D|379	504.5739
ARL5A|26225	514.9882	ARL5A|26225	402.9851
ARL5B|221079	146.514	ARL5B|221079	61.1459
ARL6IP1|23204	11061.6369	ARL6IP1|23204	3863.7458
ARL6IP4|51329	1449.9832	ARL6IP4|51329	4054.4054
ARL6IP5|10550	4716.066	ARL6IP5|10550	5194.0299
ARL6IP6|151188	298.7538	ARL6IP6|151188	214.7328
ARL6|84100	44.1226	ARL6|84100	49.1093
ARL8A|127829	1927.2482	ARL8A|127829	1520.4622
ARL8B|55207	2480.97	ARL8B|55207	1644.6798
lowly_expressed	lowly_expressed	ARL9|132946	16.3698
ARMC10|83787	860.1886	ARMC10|83787	580.2937
ARMC1|55156	535.197	ARMC1|55156	408.7626
ARMC2|84071	85.8875	ARMC2|84071	33.221
ARMC3|219681	20.2088	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ARMC4|55130	20.7029
ARMC5|79798	447.2886	ARMC5|79798	559.9422
ARMC6|93436	686.7632	ARMC6|93436	678.3823
ARMC7|79637	499.158	ARMC7|79637	547.4242
ARMC8|25852	581.6773	ARMC8|25852	505.5368
ARMC9|80210	383.29400000000004	ARMC9|80210	165.142
ARMCX1|51309	567.1943	ARMCX1|51309	797.3038
ARMCX2|9823	30.6501	ARMCX2|9823	721.7139999999999
ARMCX3|51566	1641.6302	ARMCX3|51566	1171.4011
ARMCX5|64860	271.8087	ARMCX5|64860	193.0669
ARMCX6|54470	263.7252	ARMCX6|54470	330.7655
ARNT2|9915	2698.2149	ARNT2|9915	269.1382
lowly_expressed	lowly_expressed	ARNTL2|56938	31.7766
ARNTL|406	359.3803	ARNTL|406	370.2455
ARNT|405	1954.5301	ARNT|405	1403.4665
ARPC1A|10552	2099.6969	ARPC1A|10552	2914.9061
ARPC1B|10095	1743.6847	ARPC1B|10095	5151.0544
ARPC2|10109	2661.5022	ARPC2|10109	4563.3125
ARPC3|10094	3976.7599	ARPC3|10094	3369.7641
ARPC4|10093	2911.455	ARPC4|10093	4767.6553
ARPC5L|81873	645.3351	ARPC5L|81873	786.2301
ARPC5|10092	3336.1401	ARPC5|10092	3139.6245
ARPM1|84517	43.1122	ARPM1|84517	33.221
ARPP19|10776	4059.9528	ARPP19|10776	2700.5296
ARRB1|408	435.5002	ARRB1|408	1354.3572
ARRB2|409	669.2489	ARRB2|409	1243.6206
ARRDC1|92714	1346.5813	ARRDC1|92714	1035.1468
ARRDC2|27106	509.5992	ARRDC2|27106	1590.2744
ARRDC3|57561	298.0802	ARRDC3|57561	2130.4766
ARRDC4|91947	166.0492	ARRDC4|91947	1050.5537
ARSA|410	858.875	ARSA|410	1129.0323
ARSB|411	45.133	ARSB|411	232.5469
ARSD|414	2434.4897	ARSD|414	1672.6047
lowly_expressed	lowly_expressed	ARSE|415	35.6283
ARSG|22901	545.9751	ARSG|22901	138.1801
ARSH|347527	6.3995	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ARSI|340075	110.2552
ARSJ|79642	7.0731	ARSJ|79642	84.7376
ARSK|153642	76.1199	ARSK|153642	151.661
ART4|420	8.0835	ART4|420	10.5922
lowly_expressed	lowly_expressed	ART5|116969	7.222
ARTN|9048	29.9764	ARTN|9048	11.5551
ARV1|64801	1174.4695	ARV1|64801	300.9148
ARVCF|421	405.5237	ARVCF|421	860.3755
AR|367	1079.488	AR|367	29.8507
AS3MT|57412	262.7147	AS3MT|57412	183.9191
ASAH1|427	11587.4032	ASAH1|427	4558.4978
ASAH2B|653308	6.3995	lowly_expressed	lowly_expressed
ASAM|79827	6.7363	ASAM|79827	319.6919
ASAP1|50807	1026.6083	ASAP1|50807	769.3789
ASAP2|8853	780.0606	ASAP2|8853	803.5628
ASAP3|55616	2514.9882	ASAP3|55616	1616.7549
lowly_expressed	lowly_expressed	ASB12|142689	5.7776
ASB13|79754	1340.1819	ASB13|79754	885.8931
ASB14|142686	9.094	ASB14|142686	8.6663
ASB16|92591	38.8009	ASB16|92591	16.1146
ASB1|51665	241.3035	ASB1|51665	392.9899
lowly_expressed	lowly_expressed	ASB2|51676	67.4049
ASB3|51130	299.7642	ASB3|51130	227.2508
ASB6|140459	799.2860000000001	ASB6|140459	969.5378
ASB7|140460	389.6935	ASB7|140460	331.24699999999996
ASB8|140461	844.3921	ASB8|140461	565.2383
ASB9|140462	13.1357	ASB9|140462	91.4781
ASCC1|51008	544.6278	ASCC1|51008	377.949
ASCC2|84164	1390.3671	ASCC2|84164	1751.0833
ASCC3|10973	1013.4725	ASCC3|10973	502.1666
ASCL2|430	32.3341	ASCL2|430	51.9981
ASF1A|25842	509.5992	ASF1A|25842	400.5778
ASF1B|55723	855.8437	ASF1B|55723	90.0337
ASGR1|432	15.4934	ASGR1|432	44.2947
ASGR2|433	5.0522	ASGR2|433	12.5181
ASH1L|55870	3706.5477	ASH1L|55870	962.2292
ASH2L|9070	555.7427	ASH2L|9070	944.1502
lowly_expressed	lowly_expressed	ASIP|434	7.7034
ASL|435	453.3513	ASL|435	690.9003
ASMTL|8623	770.6298	ASMTL|8623	1336.519
ASNA1|439	1877.7366	ASNA1|439	1447.2797
ASNSD1|54529	640.2829	ASNSD1|54529	916.2253
ASNS|440	13.8094	ASNS|440	311.507
lowly_expressed	lowly_expressed	ASPA|443	98.2186
lowly_expressed	lowly_expressed	ASPG|374569	7.7034
ASPHD1|253982	6.3995	ASPHD1|253982	60.6644
ASPHD2|57168	124.2843	ASPHD2|57168	58.2571
ASPH|444	106.4331	ASPH|444	5343.8613
ASPM|259266	697.2044	ASPM|259266	28.8878
ASPN|54829	91.6133	ASPN|54829	940.78
ASPRV1|151516	115.1802	ASPRV1|151516	117.5734
ASPSCR1|79058	503.8734	ASPSCR1|79058	549.35
ASRGL1|80150	18.8616	ASRGL1|80150	288.8782
ASS1|445	40.7545	ASS1|445	4054.8869
ASTE1|28990	422.0546	ASTE1|28990	232.4651
ASTL|431705	18.8616	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASTN1|460	87.1449
ASTN2|23245	87.9084	ASTN2|23245	150.2167
ASXL1|171023	1143.8195	ASXL1|171023	1596.0520000000001
ASXL2|55252	659.1445	ASXL2|55252	122.7732
lowly_expressed	lowly_expressed	ASXL3|80816	18.7771
ATAD1|84896	1017.8511	ATAD1|84896	666.8272
