gene_id	TCGA-BH-A0BZ-01A-31R-A12P-07	gene_id	TCGA-BH-A0BZ-11A-61R-A12P-07
ALPL|249	234.8857	ALPL|249	2368.4448
ALS2CL|259173	60.6838	ALS2CL|259173	290.6399
lowly_expressed	lowly_expressed	ALS2CR11|151254	15.1638
ALS2CR4|65062	393.0863	ALS2CR4|65062	931.8531
ALS2CR8|79800	68.8354	ALS2CR8|79800	195.3245
ALS2|57679	440.1842	ALS2|57679	692.4813
lowly_expressed	lowly_expressed	ALX1|8092	5.7767
ALX3|257	11.7745	ALX3|257	21.3016
lowly_expressed	lowly_expressed	ALX4|60529	18.4132
AMACR|23600	347.7998	AMACR|23600	294.6114
AMBP|259	7.8496	AMBP|259	7.2209
AMBRA1|55626	1064.8351	AMBRA1|55626	741.9442
AMD1|262	647.8406	AMD1|262	1671.6455
AMDHD1|144193	10.2649	AMDHD1|144193	18.7743
AMDHD2|51005	307.2564	AMDHD2|51005	132.1419
AMFR|267	2398.6716	AMFR|267	3971.4776
AMICA1|120425	221.9035	AMICA1|120425	249.12
AMIGO1|57463	85.1385	AMIGO1|57463	213.0156
AMIGO2|347902	3132.0009	AMIGO2|347902	1525.0474
AMIGO3|386724	38.0406	AMIGO3|386724	41.881
AMMECR1L|83607	891.539	AMMECR1L|83607	907.3021
AMMECR1|9949	464.035	AMMECR1|9949	226.0132
AMN1|196394	111.7065	AMN1|196394	159.5812
AMOTL1|154810	647.596	AMOTL1|154810	2072.0282
AMOTL2|51421	1539.7388	AMOTL2|51421	6461.9551
AMOT|154796	490.6031	AMOT|154796	1033.6673
lowly_expressed	lowly_expressed	AMPD1|270	22.3847
AMPD2|271	751.4529	AMPD2|271	511.5985
AMPD3|272	253.604	AMPD3|272	360.6824
AMPH|273	157.8987	AMPH|273	97.4817
AMT|275	15.7929	AMT|275	200.1047
lowly_expressed	lowly_expressed	AMY1A|276	17.3301
AMY2B|280	34.4841	AMY2B|280	248.9178
AMZ1|155185	52.8342	AMZ1|155185	17.3301
AMZ2P1|201283	131.6326	AMZ2P1|201283	185.2153
AMZ2|51321	3170.6544	AMZ2|51321	1242.7114
ANAPC10|10393	141.8975	ANAPC10|10393	143.3342
ANAPC11|51529	1810.5517	ANAPC11|51529	580.9189
ANAPC13|25847	879.212	ANAPC13|25847	1176.9113
ANAPC16|119504	1399.3509	ANAPC16|119504	2316.0935
ANAPC1|64682	705.2608	ANAPC1|64682	854.5898
ANAPC2|29882	1300.3246	ANAPC2|29882	472.6058
ANAPC4|29945	416.6352	ANAPC4|29945	478.0215
ANAPC5|51433	2011.6235	ANAPC5|51433	2178.1749
ANAPC7|51434	1486.6028	ANAPC7|51434	854.9508
ANGEL1|23357	328.1757	ANGEL1|23357	569.0044
ANGEL2|90806	561.8537	ANGEL2|90806	587.0566
ANGPT1|284	108.6874	ANGPT1|284	1120.6788
ANGPT2|285	219.4883	ANGPT2|285	475.1331
lowly_expressed	lowly_expressed	ANGPT4|51378	22.3847
ANGPTL1|9068	94.4977	ANGPTL1|9068	357.0719
ANGPTL2|23452	1962.4123	ANGPTL2|23452	7990.6129
ANGPTL4|51129	122.2734	ANGPTL4|51129	1700.1534
lowly_expressed	lowly_expressed	ANGPTL5|253935	32.1329
ANGPTL6|83854	7.3907	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	32.855
ANG|283	266.2692	ANG|283	543.6628
ANK1|286	19.6241	ANK1|286	34.2991
ANK2|287	210.1291	ANK2|287	1460.4206
ANK3|288	246.96200000000002	ANK3|288	797.9059
ANKAR|150709	10.8687	ANKAR|150709	44.4083
ANKDD1A|348094	36.5311	ANKDD1A|348094	285.5853
ANKFY1|51479	1544.8713	ANKFY1|51479	2537.4131
ANKHD1-EIF4EBP3|404734	529.9057	ANKHD1-EIF4EBP3|404734	1169.9106
ANKHD1|54882	2153.1316	ANKHD1|54882	2224.9192
ANKH|56172	3229.5268	ANKH|56172	2307.7895
ANKIB1|54467	1649.0301	ANKIB1|54467	1439.4801
ANKK1|255239	7.5477	ANKK1|255239	15.5249
lowly_expressed	lowly_expressed	ANKLE1|126549	6.4988
ANKLE2|23141	1957.2798	ANKLE2|23141	1417.0954
ANKMY1|51281	164.8426	lowly_expressed	lowly_expressed
ANKMY2|57037	264.1709	ANKMY2|57037	588.5008
ANKRA2|57763	250.8869	ANKRA2|57763	360.3213
ANKRD10|55608	562.1556	ANKRD10|55608	1141.9803
ANKRD11|29123	1317.5545	ANKRD11|29123	1901.2871
ANKRD12|23253	1126.7265	ANKRD12|23253	1715.6783
ANKRD13A|88455	1210.6574	ANKRD13A|88455	1203.3577
ANKRD13B|124930	364.7068	lowly_expressed	lowly_expressed
ANKRD13C|81573	586.3084	ANKRD13C|81573	522.4298
ANKRD13D|338692	892.4447	ANKRD13D|338692	402.9245
ANKRD16|54522	154.8796	ANKRD16|54522	148.7318
ANKRD17|26057	1721.1865	ANKRD17|26057	3066.3417
ANKRD19|138649	95.4034	ANKRD19|138649	26.3562
ANKRD1|27063	10.5668	lowly_expressed	lowly_expressed
ANKRD22|118932	216.1673	ANKRD22|118932	30.6887
ANKRD23|200539	49.8151	ANKRD23|200539	20.5795
ANKRD24|170961	8.7554	ANKRD24|170961	21.3016
ANKRD26|22852	110.197	ANKRD26|22852	279.8086
ANKRD27|84079	1040.9842	ANKRD27|84079	831.1219
ANKRD28|23243	857.4232	ANKRD28|23243	1173.7521
ANKRD29|147463	20.5299	ANKRD29|147463	319.8845
lowly_expressed	lowly_expressed	ANKRD30A|91074	614.8569
ANKRD30B|374860	5.4344	ANKRD30B|374860	37.1875
ANKRD32|84250	240.6219	ANKRD32|84250	149.472
ANKRD34A|284615	40.7578	ANKRD34A|284615	14.0807
ANKRD35|148741	39.8521	ANKRD35|148741	140.8069
ANKRD36BP1|84832	70.043	ANKRD36BP1|84832	128.8925
ANKRD36B|57730	13.284	ANKRD36B|57730	46.5746
ANKRD36|375248	53.1361	ANKRD36|375248	168.6073
ANKRD37|353322	45.2532	ANKRD37|353322	295.9256
ANKRD39|51239	329.0814	ANKRD39|51239	101.0922
ANKRD40|91369	1270.7374	ANKRD40|91369	3179.7094
ANKRD42|338699	183.8629	ANKRD42|338699	293.1673
ANKRD43|134548	105.6684	ANKRD43|134548	66.0709
ANKRD44|91526	82.4213	ANKRD44|91526	144.0563
lowly_expressed	lowly_expressed	ANKRD45|339416	9.7482
ANKRD46|157567	886.9017	ANKRD46|157567	647.1342
ANKRD49|54851	128.0097	ANKRD49|54851	244.4264
ANKRD50|57182	1846.479	ANKRD50|57182	1032.2231
ANKRD52|283373	2015.5483	ANKRD52|283373	1379.9079
ANKRD53|79998	7.2458	ANKRD53|79998	72.9308
ANKRD54|129138	417.23900000000003	ANKRD54|129138	334.6872
ANKRD56|345079	9.0573	ANKRD56|345079	71.8476
ANKRD57|65124	512.3406	ANKRD57|65124	540.482
ANKRD58|347454	44.6826	lowly_expressed	lowly_expressed
ANKRD5|63926	475.2057	ANKRD5|63926	228.5405
ANKRD6|22881	199.6588	ANKRD6|22881	243.6249
ANKRD9|122416	30.191	ANKRD9|122416	45.1304
ANKS1A|23294	845.6487	ANKS1A|23294	1248.1271
ANKS1B|56899	15.3974	ANKS1B|56899	102.8974
ANKS3|124401	216.7711	ANKS3|124401	145.8615
ANKS6|203286	73.6659	ANKS6|203286	296.4166
ANKZF1|55139	480.94199999999995	ANKZF1|55139	461.4135
ANLN|54443	1044.3052	ANLN|54443	26.7172
ANO10|55129	1008.6799	ANO10|55129	1109.8475
ANO1|55107	1904.7475	ANO1|55107	3260.5831
lowly_expressed	lowly_expressed	ANO2|57101	120.2275
lowly_expressed	lowly_expressed	ANO3|63982	42.6031
lowly_expressed	lowly_expressed	ANO4|121601	8.665
ANO5|203859	6.3401	ANO5|203859	150.5551
ANO6|196527	1703.6757	ANO6|196527	6906.7605
ANO7|50636	18.4165	ANO7|50636	12.9976
ANO8|57719	220.6959	ANO8|57719	267.8942
ANO9|338440	205.9023	ANO9|338440	24.912
ANP32A|8125	2405.6155	ANP32A|8125	1939.1642
ANP32B|10541	3449.015	ANP32B|10541	1722.5381
ANP32E|81611	2372.7074	ANP32E|81611	606.914
ANPEP|290	538.0029	ANPEP|290	2721.9063
ANTXR1|84168	9223.0357	ANTXR1|84168	3617.2940000000003
ANTXR2|118429	1018.9448	ANTXR2|118429	2759.4548
ANUBL1|93550	102.6493	ANUBL1|93550	257.42400000000004
ANXA11|311	2828.2889	ANXA11|311	5171.2248
ANXA1|301	2466.6013	ANXA1|301	17581.0091
ANXA2P1|303	56.75899999999999	ANXA2P1|303	96.7596
ANXA2P2|304	2852.1398	ANXA2P2|304	6801.3359
lowly_expressed	lowly_expressed	ANXA2P3|305	6.4988
ANXA2|302	9450.0717	ANXA2|302	19674.6999
ANXA3|306	80.006	ANXA3|306	1129.3438
ANXA4|307	1459.129	ANXA4|307	1481.3611
ANXA5|308	6616.3484	ANXA5|308	14442.0977
ANXA6|309	10262.5104	ANXA6|309	10233.7756
ANXA7|310	3330.0626	ANXA7|310	3606.8237
ANXA8L2|244	48.3055	ANXA8L2|244	164.6358
ANXA8|653145	98.1206	ANXA8|653145	322.7728
ANXA9|8416	2819.2316	ANXA9|8416	206.1558
AOAH|313	234.5837	AOAH|313	132.864
AOC2|314	5.1325	AOC2|314	240.0939
AOC3|8639	1059.4007	AOC3|8639	19714.7757
AOX1|316	646.9922	AOX1|316	1325.7514
AP1AR|55435	550.3812	AP1AR|55435	532.178
AP1B1|162	2751.9058	AP1B1|162	2580.3773
AP1G1|164	2511.5858	AP1G1|164	2529.1091
AP1G2|8906	1306.1907	AP1G2|8906	823.9336
AP1M1|8907	1256.5477	AP1M1|8907	1197.5810000000001
AP1M2|10053	2521.8507	AP1M2|10053	661.7926
AP1S1|1174	1111.3292	AP1S1|1174	339.7419
AP1S2|8905	380.4061	AP1S2|8905	561.7836
AP1S3|130340	134.3498	AP1S3|130340	109.3962
AP2A1|160	1990.3268	AP2A1|160	1579.8899
AP2A2|161	1135.18	AP2A2|161	1942.4136
AP2B1|163	6326.2133	AP2B1|163	8029.2445
AP2M1|1173	7131.4061	AP2M1|1173	5287.8419
AP2S1|1175	2076.8360000000002	AP2S1|1175	939.796
AP3B1|8546	1461.2424	AP3B1|8546	1374.1312
AP3B2|8120	56.1552	AP3B2|8120	55.2396
AP3D1|8943	3624.7264	AP3D1|8943	2359.0577
AP3M1|26985	1604.9513	AP3M1|26985	1603.7549
AP3M2|10947	640.0483	AP3M2|10947	428.9196
AP3S1|1176	1027.0964	AP3S1|1176	1106.5981
AP3S2|10239	2115.9574	AP3S2|10239	1734.5573
AP4B1|10717	364.3807	AP4B1|10717	304.4065
AP4E1|23431	281.6816	AP4E1|23431	426.3923
AP4M1|9179	494.235	AP4M1|9179	319.639
AP4S1|11154	42.5693	AP4S1|11154	64.2657
APAF1|317	336.0254	APAF1|317	510.5154
APBA1|320	50.117	APBA1|320	290.6399
APBA2|321	115.6314	lowly_expressed	lowly_expressed
APBA3|9546	234.2818	APBA3|9546	126.3652
APBB1IP|54518	544.0411	APBB1IP|54518	1303.3667
APBB1|322	229.7532	APBB1|322	690.6761
APBB2|323	1627.5945	APBB2|323	3453.3803
APBB3|10307	126.5001	APBB3|10307	187.3815
APC2|10297	9.4679	lowly_expressed	lowly_expressed
APCDD1L|164284	55.8533	APCDD1L|164284	85.9283
APCDD1|147495	224.6207	APCDD1|147495	1175.1963
APC|324	742.6976	APC|324	1410.2356
APEH|327	1363.7256	APEH|327	1432.9813
APEX1|328	3792.89	APEX1|328	2070.2229
APEX2|27301	1006.2646	APEX2|27301	523.874
APH1A|51107	8571.5148	APH1A|51107	3490.2067
APH1B|83464	193.8259	APH1B|83464	853.1456
API5|8539	3367.8013	API5|8539	2238.1081
APIP|51074	349.8226	APIP|51074	476.1838
APITD1|378708	271.4167	APITD1|378708	146.4175
APLF|200558	24.1528	APLF|200558	102.8974
APLNR|187	1571.7413	APLNR|187	2294.4309
APLN|8862	198.6565	APLN|8862	144.7784
APLP1|333	215.2615	APLP1|333	33.216
APLP2|334	7585.7801	APLP2|334	16444.0834
APOA1BP|128240	3319.4958	APOA1BP|128240	1170.1417
APOB48R|55911	387.9538	APOB48R|55911	84.4842
APOBEC3A|200315	48.3629	APOBEC3A|200315	12.2755
APOBEC3B|9582	330.8355	APOBEC3B|9582	6.4988
APOBEC3C|27350	345.3846	APOBEC3C|27350	425.3091
APOBEC3D|140564	175.4095	APOBEC3D|140564	80.5127
APOBEC3F|200316	224.0169	APOBEC3F|200316	159.9422
APOBEC3G|60489	809.1177	APOBEC3G|60489	284.1412
APOBEC3H|164668	27.7757	lowly_expressed	lowly_expressed
APOC1|341	3820.0619	APOC1|341	291.001
APOC2|344	350.8189	APOC2|344	41.1589
APOD|347	1114.3483	APOD|347	16141.168
APOE|348	12262.3594	APOE|348	618.4674
APOF|319	5.7363	lowly_expressed	lowly_expressed
APOL1|8542	6192.1654	APOL1|8542	1623.2512
APOL2|23780	1944.2977	APOL2|23780	735.4454
APOL3|80833	1556.0420000000001	APOL3|80833	1336.2217
APOL4|80832	656.0495	APOL4|80832	290.6399
APOL6|80830	3995.7733	APOL6|80830	5170.5028
APOLD1|81575	294.6637	APOLD1|81575	4355.2667
APOM|55937	8.7554	APOM|55937	39.7148
APOOL|139322	111.1027	APOOL|139322	279.0866
APOO|79135	242.1315	APOO|79135	173.6619
APPBP2|10513	1131.2552	APPBP2|10513	1367.2714
APPL1|26060	1281.0023	APPL1|26060	1685.3507
APPL2|55198	854.4041	APPL2|55198	1527.9357
APP|351	16333.912	lowly_expressed	lowly_expressed
APRT|353	1714.2426	APRT|353	817.4023
APTX|54840	653.3323	APTX|54840	432.53
AQP11|282679	41.3616	AQP11|282679	58.128
AQP1|358	2481.9986	AQP1|358	19851.5353
AQP3|360	285.3046	AQP3|360	804.4047
lowly_expressed	lowly_expressed	AQP4|361	77.9854
lowly_expressed	lowly_expressed	AQP5|362	76.1802
lowly_expressed	lowly_expressed	AQP7P1|375719	518.0973
lowly_expressed	lowly_expressed	AQP7P3|441432	32.1329
AQP7|364	9.6611	AQP7|364	2896.2903
AQP9|366	233.0742	AQP9|366	51.9903
lowly_expressed	lowly_expressed	AQPEP|206338	457.4745
AQR|9716	525.3227	AQR|9716	1317.8085
ARAF|369	1607.6685	ARAF|369	1351.7465
ARAP1|116985	2147.7304	ARAP1|116985	2097.6406
ARAP2|116984	342.9693	ARAP2|116984	358.5161
ARAP3|64411	240.6219	ARAP3|64411	907.6631
ARCN1|372	3951.3926	ARCN1|372	4758.5522
ARC|23237	7.5477	ARC|23237	115.1728
AREG|374	680.5042	AREG|374	960.0144
ARF1|375	15677.2587	ARF1|375	7663.5075
ARF3|377	12211.3367	ARF3|377	4155.9708
ARF4|378	4764.737	ARF4|378	4130.6977
ARF5|381	3296.5235	ARF5|381	1706.58
ARF6|382	4188.3916	ARF6|382	2491.1996
ARFGAP1|55738	3176.9945	ARFGAP1|55738	610.1634
ARFGAP2|84364	3795.3053	ARFGAP2|84364	1771.64
ARFGAP3|26286	757.4911	ARFGAP3|26286	1171.5859
ARFGEF1|10565	3209.7789	ARFGEF1|10565	1759.3646
ARFGEF2|10564	3123.8584	ARFGEF2|10564	2427.2949
ARFIP1|27236	1112.5368	ARFIP1|27236	975.9004
ARFIP2|23647	1395.4261	ARFIP2|23647	1307.6993
ARFRP1|10139	1266.8126	ARFRP1|10139	301.8323
ARG2|384	119.8158	ARG2|384	250.1417
ARGLU1|55082	461.6197	ARGLU1|55082	1623.9733
ARHGAP10|79658	380.4061	ARHGAP10|79658	675.8733
ARHGAP11A|9824	267.7938	ARHGAP11A|9824	72.9308
ARHGAP11B|89839	13.5859	ARHGAP11B|89839	5.9717
ARHGAP12|94134	598.9886	ARHGAP12|94134	978.4277
ARHGAP15|55843	148.2376	ARHGAP15|55843	72.2087
ARHGAP17|55114	1063.0236	ARHGAP17|55114	1788.2479999999998
ARHGAP18|93663	595.0638	ARHGAP18|93663	812.3477
ARHGAP19|84986	273.832	ARHGAP19|84986	741.2221
ARHGAP1|392	5194.6562	ARHGAP1|392	4159.2201
ARHGAP20|57569	52.2304	ARHGAP20|57569	765.4119999999999
ARHGAP21|57584	965.2049	ARHGAP21|57584	4440.473
ARHGAP22|58504	125.8963	ARHGAP22|58504	44.4083
ARHGAP23|57636	440.788	ARHGAP23|57636	897.5539
ARHGAP24|83478	251.1888	ARHGAP24|83478	501.8503
ARHGAP25|9938	552.7964	ARHGAP25|9938	430.7248
ARHGAP26|23092	264.1709	ARHGAP26|23092	666.1251
ARHGAP27|201176	668.1259	ARHGAP27|201176	499.6841
ARHGAP28|79822	146.7281	ARHGAP28|79822	353.8225
ARHGAP29|9411	1053.0606	ARHGAP29|9411	3828.1433
ARHGAP30|257106	965.5068	ARHGAP30|257106	450.5822
ARHGAP31|57514	750.2453	ARHGAP31|57514	2205.6142
ARHGAP32|9743	1026.7945	ARHGAP32|9743	1261.1247
ARHGAP33|115703	195.6374	ARHGAP33|115703	104.3415
lowly_expressed	lowly_expressed	ARHGAP36|158763	78.7075
ARHGAP39|80728	733.9422	ARHGAP39|80728	149.833
ARHGAP42|143872	70.3238	ARHGAP42|143872	314.0861
ARHGAP4|393	553.4003	ARHGAP4|393	345.8796
ARHGAP5|394	1618.5372	ARHGAP5|394	2687.2461
ARHGAP6|395	48.0036	ARHGAP6|395	154.8876
ARHGAP8|23779	509.5358	ARHGAP8|23779	268.5188
ARHGAP9|64333	259.0384	ARHGAP9|64333	162.8306
ARHGDIA|396	11546.5318	ARHGDIA|396	4172.5788
ARHGDIB|397	3871.6884	ARHGDIB|397	4572.2538
lowly_expressed	lowly_expressed	ARHGDIG|398	49.8384
ARHGEF10L|55160	652.7285	ARHGEF10L|55160	743.7494
ARHGEF10|9639	436.8632	ARHGEF10|9639	1227.5476
ARHGEF11|9826	1801.1925	ARHGEF11|9826	1617.8355
ARHGEF12|23365	2923.9943	ARHGEF12|23365	5903.4209
ARHGEF15|22899	291.3427	ARHGEF15|22899	1782.1103
ARHGEF16|27237	904.2192	ARHGEF16|27237	171.4956
ARHGEF17|9828	1198.2791	ARHGEF17|9828	1761.5308
ARHGEF18|23370	1216.3937	ARHGEF18|23370	676.2343
ARHGEF19|128272	222.8093	ARHGEF19|128272	216.9871
ARHGEF1|9138	1386.0669	ARHGEF1|9138	979.1497
ARHGEF2|9181	1404.7853	ARHGEF2|9181	2259.7707
lowly_expressed	lowly_expressed	ARHGEF33|100271715	6.8598
ARHGEF35|445328	791.0031	ARHGEF35|445328	410.8674
ARHGEF37|389337	175.4095	ARHGEF37|389337	1187.4718
lowly_expressed	lowly_expressed	ARHGEF38|54848	46.2136
ARHGEF3|50650	690.4672	ARHGEF3|50650	796.4618
ARHGEF4|50649	38.3425	ARHGEF4|50649	282.336
ARHGEF5|7984	572.7225	ARHGEF5|7984	373.3189
ARHGEF6|9459	586.3084	ARHGEF6|9459	4341.9081
ARHGEF7|8874	770.1713	ARHGEF7|8874	2009.9287
ARHGEF9|23229	390.0672	ARHGEF9|23229	583.4462
ARID1A|8289	3117.8202	ARID1A|8289	2826.6089
ARID1B|57492	1325.9869	ARID1B|57492	2176.0087
ARID2|196528	682.0137	ARID2|196528	986.3706
ARID3A|1820	107.7817	ARID3A|1820	57.7669
ARID3B|10620	107.1779	ARID3B|10620	118.4222
ARID4A|5926	304.9287	ARID4A|5926	822.4569
ARID4B|51742	1019.8506	ARID4B|51742	1243.3324
ARID5A|10865	531.9647	ARID5A|10865	881.668
ARID5B|84159	682.6176	ARID5B|84159	4563.5888
ARIH1|25820	1681.3344	ARIH1|25820	1849.9865
ARIH2|10425	621.3299	ARIH2|10425	1552.4361
ARL10|285598	24.7566	ARL10|285598	46.5746
ARL11|115761	67.9297	ARL11|115761	57.0449
ARL13B|200894	184.7687	ARL13B|200894	276.5593
ARL15|54622	310.0611	ARL15|54622	592.4722
ARL16|339231	583.5912	ARL16|339231	318.0792
ARL17A|51326	81.6424	ARL17A|51326	119.4657
ARL1|400	2432.7874	ARL1|400	2112.104
ARL2BP|23568	1471.5073	ARL2BP|23568	1736.2578
ARL2|402	1309.0799	ARL2|402	1210.9396
ARL3|403	333.912	ARL3|403	460.3304
ARL4A|10124	351.4227	ARL4A|10124	645.9067
ARL4C|10123	1140.0106	ARL4C|10123	871.5588
ARL4D|379	69.4392	ARL4D|379	116.617
ARL5A|26225	923.5414	ARL5A|26225	751.6924
ARL5B|221079	172.3904	ARL5B|221079	437.2236
ARL6IP1|23204	11497.6225	ARL6IP1|23204	3917.6821
ARL6IP4|51329	2222.0545	ARL6IP4|51329	862.1717
ARL6IP5|10550	2472.0356	ARL6IP5|10550	5106.5981
ARL6IP6|151188	307.344	ARL6IP6|151188	198.5739
ARL6|84100	49.5132	ARL6|84100	93.8713
ARL8A|127829	1321.4582	ARL8A|127829	1020.3087
ARL8B|55207	2329.2324	ARL8B|55207	2112.104
ARMC10|83787	838.8105	ARMC10|83787	606.9681
ARMC1|55156	913.8803	ARMC1|55156	689.5929
ARMC2|84071	24.7566	ARMC2|84071	57.0449
lowly_expressed	lowly_expressed	ARMC4|55130	6.8598
ARMC5|79798	234.5837	ARMC5|79798	173.6619
ARMC6|93436	777.7130000000001	ARMC6|93436	402.2024
ARMC7|79637	875.5378	ARMC7|79637	245.5095
ARMC8|25852	620.1223	ARMC8|25852	748.082
ARMC9|80210	422.3715	ARMC9|80210	206.1558
ARMCX1|51309	353.5361	ARMCX1|51309	774.4381
ARMCX2|9823	355.0457	ARMCX2|9823	692.1202
ARMCX3|51566	942.2598	ARMCX3|51566	2175.2866
ARMCX5|64860	155.7853	ARMCX5|64860	288.4737
ARMCX6|54470	160.0121	ARMCX6|54470	265.0059
ARNT2|9915	186.5801	ARNT2|9915	336.4925
ARNTL2|56938	80.9118	ARNTL2|56938	38.6316
ARNTL|406	391.8786	ARNTL|406	438.3067
ARNT|405	1232.6968	ARNT|405	2133.0445
ARPC1A|10552	2101.1578	ARPC1A|10552	1989.8547
ARPC1B|10095	5008.2089	ARPC1B|10095	1464.9698
ARPC2|10109	5590.4597	ARPC2|10109	4110.8403
ARPC3|10094	5144.8411	ARPC3|10094	2534.8858
ARPC4|10093	4902.0515	ARPC4|10093	2512.9452
ARPC5L|81873	1067.8542	ARPC5L|81873	516.6531
ARPC5|10092	5062.1179	ARPC5|10092	2282.1554
ARPM1|84517	21.7375	ARPM1|84517	37.9096
ARPP19|10776	3416.4088	ARPP19|10776	4545.8976
lowly_expressed	lowly_expressed	ARPP21|10777	7.2209
ARRB1|408	833.5723	lowly_expressed	lowly_expressed
ARRB2|409	1027.7002	ARRB2|409	837.6207
ARRDC1|92714	2867.8391	ARRDC1|92714	422.4208
ARRDC2|27106	910.8612	ARRDC2|27106	408.7011
ARRDC3|57561	1151.1812	ARRDC3|57561	3027.349
ARRDC4|91947	380.4061	ARRDC4|91947	1542.0164
ARSA|410	799.1547	ARSA|410	906.9411
ARSB|411	713.4123	ARSB|411	348.4069
ARSD|414	863.7633	ARSD|414	2620.0921
ARSE|415	47.7017	ARSE|415	11.5534
ARSG|22901	407.8798	ARSG|22901	356.3499
ARSI|340075	156.993	ARSI|340075	21.3016
ARSJ|79642	92.0824	ARSJ|79642	127.8094
ARSK|153642	123.1791	ARSK|153642	159.2201
lowly_expressed	lowly_expressed	ART4|420	7.943
ART5|116969	6.0382	ART5|116969	6.4988
ARTN|9048	25.3604	ARTN|9048	11.9144
ARV1|64801	265.3785	ARV1|64801	326.7443
ARVCF|421	231.2627	ARVCF|421	212.2935
AR|367	73.36399999999999	AR|367	861.4496
AS3MT|57412	20.2219	AS3MT|57412	362.3721
ASAH1|427	8837.7991	ASAH1|427	10967.0548
ASAH2|56624	35.9272	ASAH2|56624	7.5819
ASAM|79827	336.6292	ASAM|79827	2036.2849
ASAP1|50807	1200.3925	ASAP1|50807	1534.0735
ASAP2|8853	1035.2479	ASAP2|8853	1171.5859
ASAP3|55616	1681.6363	ASAP3|55616	1105.5149
ASB13|79754	515.3596	ASB13|79754	705.1178
lowly_expressed	lowly_expressed	ASB14|142686	13.3586
ASB16|92591	18.4467	ASB16|92591	5.7767
ASB1|51665	227.2655	ASB1|51665	728.8131
ASB2|51676	46.79600000000001	ASB2|51676	33.577
ASB3|51130	235.7914	ASB3|51130	291.362
ASB6|140459	641.9473	ASB6|140459	560.7365
ASB7|140460	510.2272	ASB7|140460	452.7484
ASB8|140461	1141.822	ASB8|140461	840.8701
ASB9|140462	11.7745	ASB9|140462	58.128
ASCC1|51008	487.8859	ASCC1|51008	453.1095
ASCC2|84164	1261.6801	ASCC2|84164	1189.6381
ASCC3|10973	973.3565	ASCC3|10973	1079.5198
ASCL1|429	259.9441	lowly_expressed	lowly_expressed
ASCL2|430	238.2067	ASCL2|430	11.9144
ASF1A|25842	290.7389	ASF1A|25842	366.8201
ASF1B|55723	754.7739	ASF1B|55723	37.9096
ASGR1|432	15.3974	ASGR1|432	12.9976
ASGR2|433	27.1719	ASGR2|433	14.8028
ASH1L|55870	1818.2806	ASH1L|55870	3393.3857
ASH2L|9070	1738.6973	ASH2L|9070	1156.4221
ASL|435	681.4099	ASL|435	357.43300000000005
ASMTL|8623	509.0165	ASMTL|8623	537.5792
ASNA1|439	2100.3849	ASNA1|439	958.2092
ASNSD1|54529	902.1058	ASNSD1|54529	1152.0895
ASNS|440	357.7629	ASNS|440	231.0678
ASPA|443	10.5668	ASPA|443	153.0824
ASPHD1|253982	6.0382	ASPHD1|253982	6.8598
ASPHD2|57168	144.9166	ASPHD2|57168	54.5176
ASPH|444	1339.2075	ASPH|444	17664.9084
ASPM|259266	363.4991	ASPM|259266	27.0783
ASPN|54829	2185.5234	ASPN|54829	1056.413
ASPRV1|151516	23.1414	ASPRV1|151516	56.4961
ASPSCR1|79058	1322.6659	ASPSCR1|79058	212.6546
ASRGL1|80150	351.4227	ASRGL1|80150	214.0987
ASS1|445	2535.7385	ASS1|445	3104.9734
ASTE1|28990	189.5147	ASTE1|28990	257.4853
lowly_expressed	lowly_expressed	ASTN1|460	42.6031
ASTN2|23245	533.7761	ASTN2|23245	156.6928
ASXL1|171023	1171.4092	ASXL1|171023	1709.5406
ASXL2|55252	479.4324	ASXL2|55252	1081.6861
lowly_expressed	lowly_expressed	ASXL3|80816	27.0783
ATAD1|84896	906.6345	ATAD1|84896	1035.4725
ATAD2B|54454	322.7413	ATAD2B|54454	362.8486
ATAD2|29028	2504.34	ATAD2|29028	373.6799
ATAD3A|55210	634.0101	ATAD3A|55210	214.8208
ATAD3B|83858	185.0706	ATAD3B|83858	98.2038
ATAD3C|219293	21.7375	ATAD3C|219293	55.9617
ATAD5|79915	110.4989	ATAD5|79915	43.6863
ATE1|11101	130.4249	ATE1|11101	364.2928
ATF1|466	365.0087	ATF1|466	413.0337
ATF2|1386	297.9848	ATF2|1386	660.3484
ATF3|467	502.3775	ATF3|467	8437.5846
ATF4|468	4094.4977	ATF4|468	6226.9158
ATF5|22809	1125.5189	ATF5|22809	569.7265
ATF6B|1388	4411.5028	ATF6B|1388	1731.4342
ATF6|22926	1589.2520000000002	ATF6|22926	1700.5145
ATF7IP2|80063	91.1767	ATF7IP2|80063	120.2275
ATF7IP|55729	827.8361	ATF7IP|55729	1505.9121
ATF7|11016	1147.7244	ATF7|11016	2404.2459
ATG10|83734	60.08	ATG10|83734	105.4247
ATG12|9140	512.3406	ATG12|9140	590.6669999999999
ATG16L1|55054	1630.0098	ATG16L1|55054	785.6305
ATG16L2|89849	157.3945	ATG16L2|89849	211.49200000000002
ATG2A|23130	942.2598	ATG2A|23130	596.8048
ATG2B|55102	463.4312	ATG2B|55102	1390.3782
