gene_id	TCGA-A7-A13E-01A-11R-A12P-07	gene_id	TCGA-A7-A13E-11A-61R-A12P-07
ALOX5|240	139.2121	ALOX5|240	476.6766
ALOXE3|59344	14.092	lowly_expressed	lowly_expressed
ALPK1|80216	746.4503	ALPK1|80216	621.5824
ALPK2|115701	65.3358	ALPK2|115701	38.0561
ALPK3|57538	109.32	ALPK3|57538	1201.2056
ALPL|249	152.0231	ALPL|249	2389.2379
ALS2CL|259173	119.9957	ALS2CL|259173	248.8281
lowly_expressed	lowly_expressed	ALS2CR11|151254	30.7376
lowly_expressed	lowly_expressed	ALS2CR12|130540	6.3427
ALS2CR4|65062	521.4049	ALS2CR4|65062	676.7149
ALS2CR8|79800	115.7254	ALS2CR8|79800	161.9822
ALS2|57679	573.9298	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ALX1|8092	6.3427
ALX3|257	15.3731	ALX3|257	17.5643
lowly_expressed	lowly_expressed	ALX4|60529	15.6127
AMACR|23600	142.6284	AMACR|23600	265.9046
AMBRA1|55626	575.2108	AMBRA1|55626	692.8156
AMD1|262	4621.3302	AMD1|262	1307.5674
AMDHD1|144193	8.1136	AMDHD1|144193	9.2701
AMDHD2|51005	272.4458	AMDHD2|51005	151.2485
AMFR|267	1738.8705	AMFR|267	3329.4179
AMH|268	5.9784	lowly_expressed	lowly_expressed
AMICA1|120425	20.0705	AMICA1|120425	294.6906
AMIGO1|57463	100.3523	AMIGO1|57463	221.9937
AMIGO2|347902	427.4581	AMIGO2|347902	986.5303
AMIGO3|386724	310.4516	AMIGO3|386724	78.0637
AMMECR1L|83607	833.9917	AMMECR1L|83607	849.4309
AMMECR1|9949	319.8463	AMMECR1|9949	197.5988
AMN1|196394	136.2229	AMN1|196394	146.8574
AMN|81693	29.4651	lowly_expressed	lowly_expressed
AMOTL1|154810	819.4726	AMOTL1|154810	2976.1796
AMOTL2|51421	796.84	AMOTL2|51421	5474.2188
AMOT|154796	1439.5217	AMOT|154796	1331.4744
lowly_expressed	lowly_expressed	AMPD1|270	11.7096
AMPD2|271	966.3713	AMPD2|271	534.7365
AMPD3|272	81.99	AMPD3|272	319.5734
AMPH|273	6.4055	AMPH|273	34.1529
AMT|275	51.3761	AMT|275	163.4459
AMY1A|276	137.931	lowly_expressed	lowly_expressed
AMY2B|280	32.9711	AMY2B|280	170.7937
AMZ1|155185	13.665	AMZ1|155185	12.1975
AMZ2P1|201283	201.5587	AMZ2P1|201283	193.2077
AMZ2|51321	1037.2585	AMZ2|51321	1339.7687
ANAPC10|10393	104.1956	ANAPC10|10393	121.9746
ANAPC11|51529	784.029	ANAPC11|51529	700.6219
ANAPC13|25847	729.2324	ANAPC13|25847	1447.0379999999998
ANAPC16|119504	1477.1005	ANAPC16|119504	2498.0393
ANAPC1|64682	858.7595	ANAPC1|64682	812.8386
ANAPC2|29882	1508.2737	ANAPC2|29882	419.5925
ANAPC4|29945	390.7334	ANAPC4|29945	423.4957
ANAPC5|51433	2265.3998	ANAPC5|51433	2156.9984
ANAPC7|51434	970.6416	ANAPC7|51434	832.8424
ANGEL1|23357	381.3387	ANGEL1|23357	583.5264
ANGEL2|90806	628.1627	ANGEL2|90806	528.8817
ANGPT1|284	63.6276	ANGPT1|284	1866.211
ANGPT2|285	156.7204	ANGPT2|285	733.799
lowly_expressed	lowly_expressed	ANGPT4|51378	24.3949
ANGPTL1|9068	15.3731	ANGPTL1|9068	677.6907
ANGPTL2|23452	1037.2585	ANGPTL2|23452	9135.4076
ANGPTL4|51129	417.2094	ANGPTL4|51129	1689.1039
lowly_expressed	lowly_expressed	ANGPTL5|253935	16.5885
ANGPTL6|83854	7.3834	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	50.7414
ANG|283	206.5677	ANG|283	351.4527
lowly_expressed	lowly_expressed	ANK1|286	66.8421
ANK2|287	322.4085	ANK2|287	1680.8096
ANK3|288	7307.7826	ANK3|288	604.0181
ANKAR|150709	21.7786	ANKAR|150709	42.935
ANKDD1A|348094	19.6434	ANKDD1A|348094	399.1008
ANKFY1|51479	1713.6757	ANKFY1|51479	2639.0419
ANKHD1-EIF4EBP3|404734	555.6614	ANKHD1-EIF4EBP3|404734	850.2555
ANKHD1|54882	1618.7979	ANKHD1|54882	1937.8442
ANKH|56172	1521.9387	ANKH|56172	2641.4814
ANKIB1|54467	2803.886	ANKIB1|54467	1701.3013
lowly_expressed	lowly_expressed	ANKK1|255239	9.2701
ANKLE1|126549	359.1331	lowly_expressed	lowly_expressed
ANKLE2|23141	1096.1887	ANKLE2|23141	1342.6961
ANKMY1|51281	121.2768	ANKMY1|51281	159.0548
ANKMY2|57037	270.7377	ANKMY2|57037	498.6321
ANKRA2|57763	198.5694	ANKRA2|57763	244.9249
ANKRD10|55608	1191.6217	ANKRD10|55608	1071.1905
ANKRD11|29123	2572.8366	ANKRD11|29123	1913.4493
ANKRD12|23253	1682.5024	ANKRD12|23253	1431.0057
ANKRD13A|88455	1017.615	ANKRD13A|88455	1051.9087
ANKRD13B|124930	462.0476	ANKRD13B|124930	96.6039
ANKRD13C|81573	342.9059	ANKRD13C|81573	625.4856
ANKRD13D|338692	374.9333	ANKRD13D|338692	297.618
ANKRD16|54522	563.5743	ANKRD16|54522	92.7007
ANKRD17|26057	3689.1214	ANKRD17|26057	2769.3107
ANKRD19|138649	21.3516	ANKRD19|138649	20.9796
ANKRD1|27063	7.6866	ANKRD1|27063	6.3427
ANKRD22|118932	8.9677	ANKRD22|118932	48.7898
ANKRD23|200539	26.4759	ANKRD23|200539	12.6854
ANKRD24|170961	8.9677	ANKRD24|170961	9.2701
ANKRD26|22852	622.1843	ANKRD26|22852	196.1351
ANKRD27|84079	2163.3394	ANKRD27|84079	754.7787
ANKRD28|23243	1493.3276	ANKRD28|23243	1127.0451
ANKRD29|147463	10.6758	ANKRD29|147463	332.7466
lowly_expressed	lowly_expressed	ANKRD30A|91074	259.5619
lowly_expressed	lowly_expressed	ANKRD30B|374860	47.81399999999999
ANKRD32|84250	69.6061	ANKRD32|84250	106.8497
ANKRD34A|284615	21.3516	ANKRD34A|284615	19.5159
ANKRD35|148741	239.5644	ANKRD35|148741	110.265
ANKRD36BP1|84832	547.8809	ANKRD36BP1|84832	134.172
ANKRD36B|57730	30.7462	ANKRD36B|57730	12.1975
ANKRD36|375248	123.412	ANKRD36|375248	105.38600000000001
ANKRD37|353322	201.0078	ANKRD37|353322	49.1509
ANKRD39|51239	155.4393	ANKRD39|51239	111.2408
ANKRD40|91369	878.4029	ANKRD40|91369	3825.6105
ANKRD42|338699	436.8528	ANKRD42|338699	186.3771
lowly_expressed	lowly_expressed	ANKRD43|134548	58.5478
ANKRD44|91526	54.2329	ANKRD44|91526	103.4344
ANKRD45|339416	27.756999999999998	ANKRD45|339416	11.2217
ANKRD46|157567	595.5247	ANKRD46|157567	889.6191
ANKRD49|54851	169.1043	ANKRD49|54851	224.9211
ANKRD50|57182	1554.3931	ANKRD50|57182	1129.9724
ANKRD52|283373	1600.0854	ANKRD52|283373	1169.9801
ANKRD53|79998	14.9461	ANKRD53|79998	40.9835
ANKRD54|129138	400.5551	ANKRD54|129138	293.2269
ANKRD56|345079	214.3696	ANKRD56|345079	34.1529
ANKRD57|65124	575.2108	ANKRD57|65124	501.5594
ANKRD58|347454	13.665	lowly_expressed	lowly_expressed
ANKRD5|63926	414.2201	ANKRD5|63926	210.2842
ANKRD6|22881	49.8473	ANKRD6|22881	217.6026
ANKRD9|122416	52.5248	ANKRD9|122416	65.3784
ANKS1A|23294	1820.0064	ANKS1A|23294	1419.2961
ANKS1B|56899	70.0331	ANKS1B|56899	77.0879
ANKS3|124401	280.9864	ANKS3|124401	117.0956
ANKS6|203286	1119.2484	ANKS6|203286	388.8549
ANKZF1|55139	905.3059	ANKZF1|55139	294.6906
ANLN|54443	2671.5064	ANLN|54443	74.6484
ANO10|55129	1126.935	ANO10|55129	1189.9839
ANO1|55107	1972.4565	ANO1|55107	2155.5347
lowly_expressed	lowly_expressed	ANO2|57101	96.116
ANO3|63982	54.66	ANO3|63982	141.4905
lowly_expressed	lowly_expressed	ANO5|203859	54.1567
ANO6|196527	1854.5959	ANO6|196527	8453.8137
ANO7|50636	10.6758	ANO7|50636	7.3185
ANO8|57719	1670.1185	ANO8|57719	201.0141
ANO9|338440	134.0878	ANO9|338440	32.6892
ANP32A|8125	1996.7973	ANP32A|8125	1639.8262
ANP32B|10541	3674.6023	ANP32B|10541	1572.9841
ANP32E|81611	3401.7295	ANP32E|81611	652.8079
ANPEP|290	400.9822	ANPEP|290	1317.3254
ANTXR1|84168	3421.3729	ANTXR1|84168	4249.5941
ANTXR2|118429	253.6565	ANTXR2|118429	3367.474
ANTXRL|195977	11.5298	lowly_expressed	lowly_expressed
ANUBL1|93550	303.1921	ANUBL1|93550	149.7848
ANXA11|311	2474.645	ANXA11|311	5377.615
ANXA1|301	3992.3134	ANXA1|301	21325.5465
ANXA2P1|303	43.1301	ANXA2P1|303	116.1198
ANXA2P2|304	3599.8719	ANXA2P2|304	8704.1055
lowly_expressed	lowly_expressed	ANXA2P3|305	9.758
ANXA2|302	10271.3782	ANXA2|302	25206.2895
ANXA3|306	2140.2797	ANXA3|306	1222.1852
ANXA4|307	2937.5467	ANXA4|307	1689.5918
ANXA5|308	9749.9733	ANXA5|308	19041.6946
ANXA6|309	3424.7892	ANXA6|309	11412.428999999998
ANXA7|310	2147.9663	ANXA7|310	3921.2386
ANXA8L1|728113	17.7346	lowly_expressed	lowly_expressed
ANXA8L2|244	1190.9896	ANXA8L2|244	20.4917
ANXA8|653145	3761.9558	ANXA8|653145	54.6446
ANXA9|8416	46.5464	ANXA9|8416	70.2574
AOAH|313	33.7355	AOAH|313	142.9542
AOC2|314	25.1948	AOC2|314	315.6702
AOC3|8639	524.8212	AOC3|8639	28974.327999999998
AOX1|316	28.6111	AOX1|316	1688.1281
AP1AR|55435	707.1634	AP1AR|55435	398.125
AP1B1|162	2106.9713	AP1B1|162	2530.7284
AP1G1|164	2670.6523	AP1G1|164	2708.3234
AP1G2|8906	726.8923	AP1G2|8906	499.5005
AP1M1|8907	991.9932	lowly_expressed	lowly_expressed
AP1M2|10053	7117.7538	AP1M2|10053	426.911
AP1S1|1174	1216.1845	AP1S1|1174	364.9479
AP1S2|8905	127.6823	AP1S2|8905	770.8793
AP1S3|130340	140.0662	AP1S3|130340	54.1567
AP2A1|160	1585.6603	AP2A1|160	1828.1598
AP2A2|161	1431.8352	AP2A2|161	2354.5972
AP2B1|163	6083.4846	AP2B1|163	7050.6182
AP2M1|1173	5078.2534	AP2M1|1173	6127.5147
AP2S1|1175	793.8508	AP2S1|1175	1168.0285
AP3B1|8546	1270.8445	AP3B1|8546	1427.5904
lowly_expressed	lowly_expressed	AP3B2|8120	22.4433
AP3D1|8943	3133.1269	AP3D1|8943	2187.248
AP3M1|26985	927.0844	AP3M1|26985	1983.7945
AP3M2|10947	447.1015	AP3M2|10947	490.3378
AP3S1|1176	771.6451	AP3S1|1176	1252.9228
AP3S2|10239	1161.785	AP3S2|10239	2691.9496
AP4B1|10717	342.6412	AP4B1|10717	331.3903
AP4E1|23431	349.3114	AP4E1|23431	450.3301
AP4M1|9179	821.9067	AP4M1|9179	309.1763
AP4S1|11154	13.665	AP4S1|11154	80.5032
APAF1|317	344.6141	APAF1|317	471.7976
APBA1|320	43.1301	APBA1|320	273.7109
APBA2|321	382.6198	APBA2|321	33.665
APBA3|9546	177.2179	APBA3|9546	121.4867
APBB1IP|54518	84.9792	APBB1IP|54518	2190.6633
APBB1|322	114.0173	APBB1|322	539.6155
APBB2|323	502.6156	APBB2|323	3339.6638
APBB3|10307	186.6126	APBB3|10307	163.9338
APC2|10297	6.0041	APC2|10297	5.9328
APCDD1L|164284	171.6665	APCDD1L|164284	73.6726
APCDD1|147495	99.0712	APCDD1|147495	1981.8429
APC|324	726.3798	APC|324	1386.6069
APEH|327	2768.4424	APEH|327	1336.8413
APEX1|328	2395.6443	APEX1|328	2050.6365
APEX2|27301	402.6903	APEX2|27301	442.5238
APH1A|51107	9602.6476	APH1A|51107	3261.1122
APH1B|83464	348.4574	APH1B|83464	723.0653
API5|8539	1739.2975	API5|8539	2160.9015
APIP|51074	237.5061	APIP|51074	576.4372
APITD1|378708	227.2702	APITD1|378708	135.1917
APLF|200558	241.6996	APLF|200558	93.1886
APLNR|187	368.1008	APLNR|187	3032.7758
APLN|8862	187.0396	APLN|8862	120.5109
APLP1|333	22.6326	APLP1|333	31.2255
APLP2|334	8964.6632	APLP2|334	15918.6576
APOA1BP|128240	1894.3098	APOA1BP|128240	1289.0273
APOB48R|55911	96.509	APOB48R|55911	39.0319
APOBEC3A|200315	9.5185	APOBEC3A|200315	8.4211
APOBEC3B|9582	143.3586	APOBEC3B|9582	8.1674
APOBEC3C|27350	43.5572	APOBEC3C|27350	375.6817
APOBEC3D|140564	34.1625	APOBEC3D|140564	78.5516
APOBEC3F|200316	52.9519	APOBEC3F|200316	117.5835
APOBEC3G|60489	40.568000000000005	APOBEC3G|60489	176.1313
lowly_expressed	lowly_expressed	APOB|338	561.5709
APOC1|341	221.2021	APOC1|341	133.6841
APOC2|344	48.2545	APOC2|344	14.1491
APOD|347	226.7535	APOD|347	17227.2008
APOE|348	3063.0938	APOE|348	1231.4553
APOL1|8542	494.0749	APOL1|8542	1574.4478
APOL2|23780	253.2294	APOL2|23780	725.0169
APOL3|80833	108.4659	APOL3|80833	1321.7165
APOL4|80832	27.756999999999998	APOL4|80832	208.3326
APOL6|80830	705.8824	APOL6|80830	4386.2057
APOLD1|81575	688.2759	APOLD1|81575	2928.8535
APOM|55937	26.4759	APOM|55937	43.9108
APOOL|139322	137.504	APOOL|139322	296.1543
APOO|79135	310.4516	APOO|79135	166.3733
APPBP2|10513	854.9162	APPBP2|10513	1478.8197
APPL1|26060	2344.8276	APPL1|26060	1673.0032
APPL2|55198	548.3079	APPL2|55198	1355.8694
APP|351	28794.7048	APP|351	20636.6341
APRT|353	2036.0841	APRT|353	923.5915
APTX|54840	835.6998	APTX|54840	404.9556
AQP11|282679	17.0812	AQP11|282679	77.0879
AQP1|358	908.6154	AQP1|358	27903.8889
AQP2|359	11.5298	lowly_expressed	lowly_expressed
AQP3|360	611.9355	AQP3|360	232.2396
AQP4|361	7.6866	AQP4|361	24.3949
AQP5|362	488.0965	AQP5|362	24.3949
AQP6|363	60.2114	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQP7P1|375719	588.4053
lowly_expressed	lowly_expressed	AQP7P3|441432	21.4675
AQP7|364	17.5083	AQP7|364	4275.9406
AQP9|366	148.6068	AQP9|366	70.2574
AQPEP|206338	7.2595	AQPEP|206338	727.0953
AQR|9716	878.4029	AQR|9716	1186.0807
ARAF|369	676.8442	ARAF|369	1390.0222
ARAP1|116985	1070.9939	ARAP1|116985	1909.6046
ARAP2|116984	223.3372	ARAP2|116984	246.3886
ARAP3|64411	144.3365	ARAP3|64411	1010.4374
ARCN1|372	3697.235	ARCN1|372	4822.8746
lowly_expressed	lowly_expressed	ARC|23237	27.3223
AREG|374	126.4012	AREG|374	1011.4132
ARF1|375	19171.9868	ARF1|375	7792.2236
ARF3|377	2629.6573	ARF3|377	3901.7226
ARF4|378	7119.889	ARF4|378	4519.4019
ARF5|381	3497.3204	ARF5|381	1761.8007
ARF6|382	1998.0784	ARF6|382	2114.0633
ARFGAP1|55738	1822.5686	ARFGAP1|55738	567.9136
ARFGAP2|84364	1255.4713	ARFGAP2|84364	1526.1459
ARFGAP3|26286	1097.4698	ARFGAP3|26286	959.2080000000001
ARFGEF1|10565	2856.4108	ARFGEF1|10565	1646.4177
ARFGEF2|10564	3517.0279	ARFGEF2|10564	2096.9869
ARFIP1|27236	1008.2203	ARFIP1|27236	1022.6348
ARFIP2|23647	1050.9235	ARFIP2|23647	876.7532
ARFRP1|10139	707.1634	ARFRP1|10139	348.8473
ARG2|384	207.0332	ARG2|384	305.8244
ARGLU1|55082	1309.7043	ARGLU1|55082	1688.1281
ARHGAP10|79658	255.3646	ARHGAP10|79658	966.5265
ARHGAP11A|9824	702.4661	ARHGAP11A|9824	104.8981
ARHGAP11B|89839	63.4141	lowly_expressed	lowly_expressed
ARHGAP12|94134	1424.1486	ARHGAP12|94134	894.3176
ARHGAP15|55843	5.9784	ARHGAP15|55843	103.4344
ARHGAP17|55114	864.3109	ARHGAP17|55114	1678.858
ARHGAP18|93663	323.6895	ARHGAP18|93663	1016.78
ARHGAP19|84986	351.0195	ARHGAP19|84986	667.4449
ARHGAP1|392	2528.8779999999997	ARHGAP1|392	4096.8820000000005
ARHGAP20|57569	6.8325	ARHGAP20|57569	1170.468
ARHGAP21|57584	5886.1962	ARHGAP21|57584	5268.8137
ARHGAP22|58504	356.99800000000005	ARHGAP22|58504	35.6166
ARHGAP23|57636	452.6529	ARHGAP23|57636	1002.1431
ARHGAP24|83478	73.8764	ARHGAP24|83478	692.3277
ARHGAP25|9938	73.8764	ARHGAP25|9938	504.9747
ARHGAP26|23092	62.3465	ARHGAP26|23092	907.0029
ARHGAP27|201176	899.3274	ARHGAP27|201176	423.9836
ARHGAP28|79822	67.0439	ARHGAP28|79822	377.6333
ARHGAP29|9411	901.4626	ARHGAP29|9411	4226.175
ARHGAP30|257106	674.2821	ARHGAP30|257106	479.1161
ARHGAP31|57514	531.2266	ARHGAP31|57514	2830.7859
ARHGAP32|9743	1452.3327	ARHGAP32|9743	955.7928
ARHGAP33|115703	270.3107	ARHGAP33|115703	51.7172
lowly_expressed	lowly_expressed	ARHGAP36|158763	150.2727
ARHGAP39|80728	525.6752	ARHGAP39|80728	94.1644
ARHGAP42|143872	150.3149	ARHGAP42|143872	400.5352
ARHGAP4|393	224.1913	ARHGAP4|393	355.19
ARHGAP5|394	1449.3434	ARHGAP5|394	2179.4417
ARHGAP6|395	18.3623	ARHGAP6|395	224.4332
ARHGAP8|23779	465.2973	ARHGAP8|23779	217.9881
ARHGAP9|64333	29.4651	ARHGAP9|64333	143.93
ARHGDIA|396	5533.0415	ARHGDIA|396	4127.1317
ARHGDIB|397	711.4338	ARHGDIB|397	3747.5468
lowly_expressed	lowly_expressed	ARHGDIG|398	71.721
ARHGEF10L|55160	1729.4758	ARHGEF10L|55160	789.4194
ARHGEF10|9639	466.3179	ARHGEF10|9639	1453.4489999999998
ARHGEF11|9826	1993.381	ARHGEF11|9826	1481.2592
ARHGEF12|23365	3533.255	ARHGEF12|23365	5295.6481
ARHGEF15|22899	84.5522	ARHGEF15|22899	1399.2923
ARHGEF16|27237	336.9275	ARHGEF16|27237	84.8943
ARHGEF17|9828	1189.7086	ARHGEF17|9828	1860.8441
ARHGEF18|23370	772.9262	ARHGEF18|23370	629.3888
ARHGEF19|128272	1153.4109	ARHGEF19|128272	120.9988
ARHGEF1|9138	2330.7356	ARHGEF1|9138	817.2296
ARHGEF2|9181	5135.0486	ARHGEF2|9181	2268.2392
ARHGEF33|100271715	20.0705	ARHGEF33|100271715	13.6612
ARHGEF35|445328	1048.3613	ARHGEF35|445328	277.6141
ARHGEF37|389337	1256.3254	ARHGEF37|389337	952.3775
lowly_expressed	lowly_expressed	ARHGEF38|54848	25.8586
ARHGEF3|50650	489.3776	ARHGEF3|50650	922.1278
ARHGEF4|50649	147.3257	ARHGEF4|50649	365.9237
ARHGEF5|7984	890.3598	ARHGEF5|7984	342.9925
ARHGEF6|9459	208.8182	ARHGEF6|9459	4398.891
ARHGEF7|8874	1660.7238	ARHGEF7|8874	1923.2951
ARHGEF9|23229	1351.9804	ARHGEF9|23229	612.3124
ARID1A|8289	3897.9396	ARID1A|8289	2483.4023
ARID1B|57492	3031.4935	ARID1B|57492	1870.1142
ARID2|196528	827.5862	lowly_expressed	lowly_expressed
ARID3A|1820	72.5953	ARID3A|1820	50.7414
ARID3B|10620	101.6334	ARID3B|10620	57.571999999999996
ARID4A|5926	504.3237	ARID4A|5926	766.9761
ARID4B|51742	1610.1762	lowly_expressed	lowly_expressed
ARID5A|10865	501.7615	ARID5A|10865	612.8003
ARID5B|84159	1558.6634	ARID5B|84159	4133.4743
ARIH1|25820	1107.7186	ARIH1|25820	1812.5422
ARIH2|10425	1395.1105	ARIH2|10425	1329.435
ARL10|285598	47.4004	ARL10|285598	40.4956
ARL11|115761	79.8548	ARL11|115761	60.0115
ARL13B|200894	131.9526	ARL13B|200894	237.6065
ARL15|54622	45.2653	ARL15|54622	594.2601
ARL16|339231	637.5574	ARL16|339231	325.4282
ARL17A|51326	105.2674	ARL17A|51326	105.4055
ARL1|400	1717.5189	ARL1|400	2189.1996
ARL2BP|23568	1266.1471	ARL2BP|23568	2135.5308
ARL2|402	810.0779	ARL2|402	1506.142
ARL3|403	425.3229	ARL3|403	517.6601
ARL4A|10124	370.2359	ARL4A|10124	783.0768
ARL4C|10123	1365.2183	ARL4C|10123	725.0169
ARL4D|379	89.6765	ARL4D|379	149.2969
ARL5A|26225	574.7838	ARL5A|26225	848.943
ARL5B|221079	934.7710000000001	ARL5B|221079	203.4536
ARL6IP1|23204	4396.2848	ARL6IP1|23204	4427.1891
ARL6IP4|51329	1295.6123	ARL6IP4|51329	818.2054
ARL6IP5|10550	3893.6693	ARL6IP5|10550	7529.7344
ARL6IP6|151188	330.9491	ARL6IP6|151188	184.9135
ARL6|84100	90.5306	ARL6|84100	97.5797
ARL8A|127829	2347.3898	ARL8A|127829	945.5469
ARL8B|55207	2189.8153	ARL8B|55207	2339.4723
ARL9|132946	104.1956	lowly_expressed	lowly_expressed
ARMC10|83787	1532.8408	ARMC10|83787	670.4308
ARMC1|55156	1578.7339	ARMC1|55156	772.3430000000001
ARMC2|84071	28.6111	ARMC2|84071	58.5478
ARMC5|79798	304.4732	ARMC5|79798	150.2727
ARMC6|93436	1057.3289	ARMC6|93436	430.3263
ARMC7|79637	249.3861	ARMC7|79637	227.8485
ARMC8|25852	700.758	ARMC8|25852	827.4755
ARMC9|80210	137.077	ARMC9|80210	204.9173
ARMCX1|51309	244.2618	ARMCX1|51309	629.8767
ARMCX2|9823	672.5739	ARMCX2|9823	590.8448
ARMCX3|51566	882.2462	ARMCX3|51566	2119.4302
ARMCX5|64860	207.9641	ARMCX5|64860	299.5696
ARMCX6|54470	225.8994	ARMCX6|54470	240.046
ARNT2|9915	69.6061	ARNT2|9915	302.009
ARNTL2|56938	360.4142	ARNTL2|56938	44.8866
ARNTL|406	254.0835	ARNTL|406	207.8447
ARNT|405	2003.6298	ARNT|405	2090.1563
ARPC1A|10552	1992.3561	ARPC1A|10552	2199.8505
ARPC1B|10095	2823.7002	ARPC1B|10095	1823.8468
ARPC2|10109	2981.1039	ARPC2|10109	4830.1931
ARPC3|10094	2232.0914	ARPC3|10094	2816.1489
ARPC4|10093	3132.448	ARPC4|10093	2587.6515
ARPC5L|81873	682.3956	ARPC5L|81873	473.7492
ARPC5|10092	4193.4451	ARPC5|10092	2862.4993
ARPM1|84517	87.5414	ARPM1|84517	39.5198
ARPP19|10776	2647.5926	ARPP19|10776	5266.3742
ARRB1|408	193.018	ARRB1|408	1297.3216
ARRB2|409	1031.7071	ARRB2|409	957.2565
ARRDC1|92714	1654.3184	ARRDC1|92714	383.976
ARRDC2|27106	650.7953	ARRDC2|27106	846.0156
ARRDC3|57561	2615.9923	ARRDC3|57561	2358.0124
ARRDC4|91947	115.2984	ARRDC4|91947	1311.4706
ARRDC5|645432	5.1244	lowly_expressed	lowly_expressed
ARSA|410	619.6221	ARSA|410	845.0398
ARSB|411	176.3638	ARSB|411	444.4753
ARSD|414	1086.367	ARSD|414	1944.2747
ARSE|415	91.3846	ARSE|415	8.2943
ARSG|22901	45.2653	ARSG|22901	173.6918
ARSI|340075	40.995	ARSI|340075	15.6127
ARSJ|79642	156.7204	ARSJ|79642	140.0268
ARSK|153642	143.0554	ARSK|153642	129.7809
ART3|419	782.3209	ART3|419	5.8548
lowly_expressed	lowly_expressed	ART4|420	34.6408
ARTN|9048	10.2487	lowly_expressed	lowly_expressed
ARV1|64801	614.9247	ARV1|64801	344.4562
ARVCF|421	352.7277	ARVCF|421	174.6676
lowly_expressed	lowly_expressed	ARX|170302	25.3707
lowly_expressed	lowly_expressed	AR|367	688.9124
AS3MT|57412	68.325	AS3MT|57412	264.1335
ASAH1|427	1077.8264	ASAH1|427	13957.7944
ASAH2B|653308	5.1244	lowly_expressed	lowly_expressed
ASAH2|56624	33.7355	lowly_expressed	lowly_expressed
ASAM|79827	411.6579	ASAM|79827	3344.5428
ASAP1|50807	1453.1867	ASAP1|50807	1692.0313
ASAP2|8853	1615.0315	ASAP2|8853	1530.049
ASAP3|55616	3473.4707	ASAP3|55616	954.3291
ASB12|142689	11.1028	lowly_expressed	lowly_expressed
ASB13|79754	2211.1669	ASB13|79754	483.9951
ASB14|142686	10.6758	ASB14|142686	8.2943
ASB16|92591	20.2712	lowly_expressed	lowly_expressed
ASB1|51665	354.4913	ASB1|51665	692.1519999999999
lowly_expressed	lowly_expressed	ASB2|51676	26.8344
ASB3|51130	454.7881	ASB3|51130	267.3683
ASB6|140459	894.1817	ASB6|140459	511.2198
ASB7|140460	364.6845	ASB7|140460	455.69699999999995
ASB8|140461	424.0418	ASB8|140461	860.1647
ASB9|140462	11.9569	ASB9|140462	46.3503
ASCC1|51008	588.4488	ASCC1|51008	493.2652
ASCC2|84164	918.9709	ASCC2|84164	1300.7368
ASCC3|10973	1289.2068	ASCC3|10973	1009.4616
lowly_expressed	lowly_expressed	ASCL2|430	5.8548
ASF1A|25842	503.4696	ASF1A|25842	424.9594
ASF1B|55723	1348.5641	ASF1B|55723	55.1325
ASGR1|432	8.5406	ASGR1|432	15.6127
lowly_expressed	lowly_expressed	ASGR2|433	31.7134
ASH1L|55870	3413.08	ASH1L|55870	3082.9756
ASH2L|9070	1890.4665	ASH2L|9070	1077.2794
ASL|435	814.7753	ASL|435	328.8434
ASMTL|8623	249.8132	ASMTL|8623	473.7492
ASNA1|439	5439.0947	ASNA1|439	907.4908
ASNSD1|54529	497.9182	ASNSD1|54529	1035.3202
ASNS|440	1869.5420000000001	ASNS|440	215.1631
lowly_expressed	lowly_expressed	ASPA|443	190.2803
ASPHD1|253982	133.6607	ASPHD1|253982	7.8064
ASPHD2|57168	20.0705	ASPHD2|57168	36.1045
ASPH|444	3507.6716	ASPH|444	28014.7004
ASPM|259266	1382.2996	ASPM|259266	24.8828
ASPN|54829	734.9205	ASPN|54829	1488.5777
ASPRV1|151516	175.6421	ASPRV1|151516	77.6051
ASPSCR1|79058	624.3194	ASPSCR1|79058	221.5058
ASRGL1|80150	9.3947	ASRGL1|80150	157.1033
ASS1|445	1590.2637	ASS1|445	3797.8003
ASTE1|28990	141.8768	ASTE1|28990	216.2756
ASTL|431705	11.9569	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASTN1|460	145.8816
ASTN2|23245	15.3731	ASTN2|23245	215.1631
ASXL1|171023	2507.9535	ASXL1|171023	1673.4911
ASXL2|55252	1310.5583	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASXL3|80816	41.4714
ATAD1|84896	728.942	ATAD1|84896	1099.7228
ATAD2B|54454	638.8385	ATAD2B|54454	318.5976
ATAD2|29028	1803.3522	ATAD2|29028	299.0817
ATAD3A|55210	1225.1521	ATAD3A|55210	207.8447
ATAD3B|83858	347.1763	ATAD3B|83858	53.1809
ATAD3C|219293	38.8598	ATAD3C|219293	75.6242
ATAD5|79915	183.1963	ATAD5|79915	29.7618
ATE1|11101	137.931	ATE1|11101	338.1135
ATF1|466	443.2582	ATF1|466	393.7339
ATF2|1386	333.0842	ATF2|1386	719.65
ATF3|467	983.4525	ATF3|467	728.92
ATF4|468	5857.1581	ATF4|468	5999.6853
