gene_id	TCGA-E9-A1RF-01A-11R-A157-07	gene_id	TCGA-E9-A1RF-11A-32R-A157-07
AMFR|267	3847.7292	AMFR|267	2509.2295
AMH|268	14.6769	removed	removed
AMICA1|120425	231.75799999999998	AMICA1|120425	91.8941
AMIGO1|57463	82.6001	AMIGO1|57463	189.8074
AMIGO2|347902	7777.7137	AMIGO2|347902	742.7769
AMIGO3|386724	90.1092	AMIGO3|386724	40.5297
AMMECR1L|83607	858.7676	AMMECR1L|83607	1102.3274
AMMECR1|9949	330.7416	AMMECR1|9949	245.1846
AMN1|196394	177.8291	AMN1|196394	166.5329
AMOTL1|154810	616.7699	AMOTL1|154810	3422.5522
AMOTL2|51421	943.7569	AMOTL2|51421	4643.6597
AMOT|154796	363.8498	AMOT|154796	1264.8475
AMPD2|271	630.4228	AMPD2|271	287.3194
AMPD3|272	271.3514	AMPD3|272	281.3002
AMPH|273	123.2174	AMPH|273	942.6164
AMT|275	79.4394	AMT|275	81.3403
AMY1A|276	5.4612	removed	removed
AMY2A|279	5.4612	removed	removed
AMY2B|280	654.0457	AMY2B|280	395.0722
AMZ1|155185	19.1141	removed	removed
AMZ2P1|201283	763.5386	AMZ2P1|201283	259.6308
AMZ2|51321	2144.8709	AMZ2|51321	1567.0144
ANAPC10|10393	96.9356	ANAPC10|10393	162.1188
ANAPC11|51529	656.0219999999999	ANAPC11|51529	455.8587
ANAPC13|25847	603.5061	ANAPC13|25847	1281.4848
ANAPC16|119504	926.3494	ANAPC16|119504	2492.3756
ANAPC1|64682	503.7921	ANAPC1|64682	937.3997
ANAPC2|29882	629.7401	ANAPC2|29882	282.1027
ANAPC4|29945	452.935	ANAPC4|29945	546.549
ANAPC5|51433	2937.0806	ANAPC5|51433	2052.5682
ANAPC7|51434	1344.8109	removed	removed
ANGEL1|23357	829.4138	ANGEL1|23357	613.1621
ANGEL2|90806	851.5998	ANGEL2|90806	730.7384
ANGPT1|284	34.1323	ANGPT1|284	1456.26
ANGPT2|285	323.2325	ANGPT2|285	580.2568
removed	removed	ANGPT4|51378	24.076999999999998
ANGPTL1|9068	35.4975	ANGPTL1|9068	1446.6292
ANGPTL2|23452	3556.5809999999997	ANGPTL2|23452	15749.1974
ANGPTL4|51129	126.6307	ANGPTL4|51129	2772.8732
removed	removed	ANGPTL5|253935	465.0883
ANGPTL6|83854	7.7924	removed	removed
removed	removed	ANGPTL7|10218	8.0257
ANG|283	394.0125	ANG|283	775.5899
ANK1|286	12.9703	ANK1|286	22.8732
ANK2|287	161.7869	ANK2|287	3992.7769
ANK3|288	601.4103	ANK3|288	79.4543
ANKAR|150709	17.4075	ANKAR|150709	86.2761
ANKDD1A|348094	40.6174	ANKDD1A|348094	248.7961
ANKFY1|51479	1412.3927	ANKFY1|51479	2965.4896
ANKHD1-EIF4EBP3|404734	902.5934	ANKHD1-EIF4EBP3|404734	1014.2657
ANKHD1|54882	2308.5488	ANKHD1|54882	2376.7456
ANKH|56172	1662.9235	ANKH|56172	1972.3114
ANKIB1|54467	1125.3405	ANKIB1|54467	1936.5971
ANKLE1|126549	6.8265	removed	removed
ANKLE2|23141	2216.5487	ANKLE2|23141	1367.5762
ANKMY1|51281	251.896	ANKMY1|51281	127.2071
ANKMY2|57037	519.4929	ANKMY2|57037	587.4799
ANKRA2|57763	303.0944	ANKRA2|57763	219.1011
ANKRD10|55608	2206.763	ANKRD10|55608	1335.622
ANKRD11|29123	1973.8137	ANKRD11|29123	1576.1717
ANKRD12|23253	937.2717	ANKRD12|23253	2559.39
ANKRD13A|88455	1133.1909	ANKRD13A|88455	920.1445
ANKRD13B|124930	328.3523	ANKRD13B|124930	111.9583
ANKRD13C|81573	421.19199999999995	ANKRD13C|81573	744.7833
ANKRD13D|338692	617.1112	ANKRD13D|338692	175.7624
ANKRD16|54522	173.0505	ANKRD16|54522	75.7745
ANKRD17|26057	2444.5522	ANKRD17|26057	3264.4462
ANKRD19|138649	57.3422	ANKRD19|138649	18.4591
ANKRD1|27063	21.162	removed	removed
ANKRD20A3|441425	8.5331	ANKRD20A3|441425	19.2616
removed	removed	ANKRD20A4|728747	5.617999999999999
ANKRD20B|729171	8.1917	ANKRD20B|729171	9.2295
ANKRD22|118932	262.47700000000003	removed	removed
ANKRD23|200539	55.6356	ANKRD23|200539	9.6308
ANKRD24|170961	26.9645	ANKRD24|170961	6.0193
removed	removed	ANKRD26P1|124149	6.8218
ANKRD26|22852	122.5348	ANKRD26|22852	278.4912
ANKRD27|84079	879.9296	ANKRD27|84079	914.5265
ANKRD28|23243	1605.9226	ANKRD28|23243	1430.5778
ANKRD29|147463	12.2876	ANKRD29|147463	347.1108
ANKRD30A|91074	1050.5908	ANKRD30A|91074	18.0578
ANKRD30B|374860	34.8149	removed	removed
ANKRD32|84250	188.0687	ANKRD32|84250	135.634
ANKRD34A|284615	29.0124	ANKRD34A|284615	16.8539
ANKRD35|148741	32.0843	ANKRD35|148741	99.9197
ANKRD36BP1|84832	88.7439	ANKRD36BP1|84832	170.947
ANKRD36B|57730	55.2943	ANKRD36B|57730	33.7079
ANKRD36|375248	256.6746	ANKRD36|375248	217.8973
ANKRD37|353322	96.5158	ANKRD37|353322	76.8218
ANKRD39|51239	141.6489	ANKRD39|51239	71.8299
ANKRD40|91369	1753.374	ANKRD40|91369	5371.1878
ANKRD42|338699	214.6919	ANKRD42|338699	175.3612
removed	removed	ANKRD43|134548	18.4591
ANKRD44|91526	85.67200000000001	ANKRD44|91526	174.1573
ANKRD46|157567	325.2804	ANKRD46|157567	1212.6806
ANKRD49|54851	272.3754	ANKRD49|54851	280.8989
ANKRD50|57182	3928.2813	ANKRD50|57182	984.7512
ANKRD52|283373	1402.1531	ANKRD52|283373	937.801
ANKRD53|79998	7.1678	ANKRD53|79998	191.0112
ANKRD54|129138	707.903	ANKRD54|129138	287.7207
ANKRD56|345079	27.9884	removed	removed
ANKRD57|65124	362.1432	ANKRD57|65124	425.3612
ANKRD58|347454	23.2099	removed	removed
ANKRD5|63926	602.7756	ANKRD5|63926	296.1477
ANKRD6|22881	225.7542	ANKRD6|22881	221.6734
ANKRD9|122416	59.7314	ANKRD9|122416	42.5361
ANKS1A|23294	853.3064	ANKS1A|23294	1054.9759
ANKS1B|56899	245.7522	ANKS1B|56899	35.313
ANKS3|124401	248.8241	ANKS3|124401	95.9069
ANKS6|203286	245.4109	ANKS6|203286	459.069
ANKZF1|55139	642.7104	ANKZF1|55139	327.0465
ANLN|54443	499.3549	ANLN|54443	14.8475
ANO10|55129	872.0791	ANO10|55129	1429.374
ANO1|55107	1396.6919	ANO1|55107	317.0144
ANO2|57101	10.581	ANO2|57101	76.6453
removed	removed	ANO3|63982	204.2536
ANO4|121601	5.1198	ANO4|121601	12.4398
removed	removed	ANO5|203859	117.9775
ANO6|196527	1721.631	ANO6|196527	13402.8892
ANO7|50636	11.605	ANO7|50636	5.617999999999999
ANO8|57719	186.3621	ANO8|57719	174.9599
ANO9|338440	188.0687	removed	removed
ANP32A|8125	2228.495	ANP32A|8125	1906.9021
ANP32B|10541	4005.7615	ANP32B|10541	2098.3146
ANP32E|81611	980.6197	ANP32E|81611	775.2809
ANPEP|290	672.7468	ANPEP|290	1268.8604
ANTXR1|84168	9608.9126	ANTXR1|84168	7782.1027
ANTXR2|118429	959.4577	ANTXR2|118429	6251.6051
ANUBL1|93550	77.8215	ANUBL1|93550	159.7111
ANXA11|311	2810.4499	ANXA11|311	5439.4061
ANXA1|301	2593.3688	ANXA1|301	31371.5891
ANXA2P1|303	89.0852	ANXA2P1|303	172.5522
ANXA2P2|304	6247.2268	ANXA2P2|304	10503.6116
removed	removed	ANXA2P3|305	5.2167
ANXA2|302	20334.2913	ANXA2|302	32274.4783
ANXA3|306	353.6102	ANXA3|306	868.7801
ANXA4|307	1888.1964	ANXA4|307	1853.13
ANXA5|308	6559.1956	ANXA5|308	34367.9775
ANXA6|309	5227.0136	ANXA6|309	12775.6822
ANXA7|310	2491.3133	ANXA7|310	4530.0963
ANXA8L2|244	45.0546	removed	removed
ANXA8|653145	194.2125	removed	removed
ANXA9|8416	356.3407	ANXA9|8416	15.6501
AOAH|313	130.7265	AOAH|313	70.2247
AOC2|314	9.2157	AOC2|314	335.0722
AOC3|8639	681.6211	AOC3|8639	34328.2504
AOX1|316	64.51	AOX1|316	3550.5618
AP1AR|55435	468.9772	AP1AR|55435	304.1734
AP1B1|162	2171.4941	AP1B1|162	1449.0369
AP1G1|164	3032.9922	AP1G1|164	2823.8363
AP1G2|8906	2982.4185	AP1G2|8906	230.7384
AP1M1|8907	965.2602	AP1M1|8907	1356.3403
AP1M2|10053	2556.5059	removed	removed
AP1S1|1174	774.8022	AP1S1|1174	201.4446
AP1S2|8905	357.70599999999996	AP1S2|8905	810.5939
AP1S3|130340	87.0373	AP1S3|130340	10.0321
AP2A1|160	5498.5016	AP2A1|160	1356.882
AP2A2|161	1368.7035	AP2A2|161	2107.5441
AP2B1|163	4268.2386	AP2B1|163	6274.076999999999
AP2M1|1173	7135.0067	AP2M1|1173	4605.1364
AP2S1|1175	1930.5204	AP2S1|1175	819.0209
AP3B1|8546	1602.5094	AP3B1|8546	1601.1236
AP3B2|8120	370.335	AP3B2|8120	9.2295
AP3D1|8943	3977.0904	AP3D1|8943	1873.5955
AP3M1|26985	1124.3165	AP3M1|26985	2287.7207
AP3M2|10947	638.2732	AP3M2|10947	577.4478
AP3S1|1176	1028.4049	AP3S1|1176	1811.3965
AP3S2|10239	6038.1121	AP3S2|10239	2736.7536
AP4B1|10717	353.7057	AP4B1|10717	381.1998
AP4E1|23431	294.22	AP4E1|23431	489.1653
AP4M1|9179	280.7037	AP4M1|9179	224.4583
AP4S1|11154	101.0315	AP4S1|11154	103.13
APAF1|317	642.3691	APAF1|317	575.4414
APBA1|320	79.1868	APBA1|320	287.3194
APBA2|321	140.6249	removed	removed
APBA3|9546	194.8952	APBA3|9546	59.7913
APBB1IP|54518	413.0003	APBB1IP|54518	2024.0770000000002
APBB1|322	315.7234	APBB1|322	411.7175
APBB2|323	3063.3699	APBB2|323	4988.764
APBB3|10307	207.8654	APBB3|10307	146.87
APCDD1L|164284	27.6471	APCDD1L|164284	10.8347
APCDD1|147495	434.8449	APCDD1|147495	3288.1220000000003
APC|324	705.1724	APC|324	1990.3692
APEH|327	2994.0815	APEH|327	678.1701
APEX1|328	3966.8508	APEX1|328	1575.4414
APEX2|27301	930.4453	APEX2|27301	292.9374
APH1A|51107	5564.923000000001	APH1A|51107	2403.6918
APH1B|83464	347.4664	APH1B|83464	650.4815
API5|8539	2159.2065	API5|8539	2638.8443
APIP|51074	423.6018	APIP|51074	574.2777
APITD1|378708	155.6124	APITD1|378708	69.0209
APLF|200558	51.881	APLF|200558	106.3403
APLNR|187	1066.9743	APLNR|187	1356.3403
APLN|8862	265.5489	APLN|8862	20.0642
APLP1|333	48.1265	APLP1|333	10.8347
APLP2|334	5845.4901	APLP2|334	13024.4783
APOA1BP|128240	2047.594	APOA1BP|128240	741.573
APOB48R|55911	232.782	APOB48R|55911	24.8796
APOBEC3A|200315	66.5579	APOBEC3A|200315	19.7632
APOBEC3B|9582	464.54	removed	removed
APOBEC3C|27350	213.6679	APOBEC3C|27350	252.4077
APOBEC3D|140564	110.2472	APOBEC3D|140564	59.7913
APOBEC3F|200316	242.6803	APOBEC3F|200316	73.435
APOBEC3G|60489	399.0061	APOBEC3G|60489	159.7111
APOBEC3H|164668	29.6951	APOBEC3H|164668	6.8218
removed	removed	APOB|338	1169.7432
APOC1|341	3251.78	APOC1|341	134.4302
APOC2|344	296.268	APOC2|344	8.427
APOD|347	707.2203	APOD|347	20331.0594
APOE|348	6652.0353	APOE|348	527.6886
APOL1|8542	4039.8938	APOL1|8542	1184.1894
APOL2|23780	1638.6896	APOL2|23780	640.8507
APOL3|80833	848.1866	APOL3|80833	1792.5361
APOL4|80832	554.6492	APOL4|80832	1046.9502
APOL6|80830	1928.8138	APOL6|80830	16157.7047
APOLD1|81575	223.9076	APOLD1|81575	3952.2472
APOM|55937	37.8868	APOM|55937	43.74
APOOL|139322	159.3976	APOOL|139322	407.3034
APOO|79135	333.4721	APOO|79135	128.0096
APPBP2|10513	2363.6587	APPBP2|10513	2137.6404
APPL1|26060	1244.1207	APPL1|26060	1920.1445
APPL2|55198	885.732	APPL2|55198	1248.7961
APP|351	14129.7299	APP|351	14218.6998
APRT|353	2406.6653	APRT|353	501.2039
APTX|54840	506.86400000000003	APTX|54840	440.61
AQP11|282679	21.162	AQP11|282679	53.7721
AQP1|358	1631.8631	AQP1|358	14550.0803
AQP3|360	61.4381	AQP3|360	82.6645
removed	removed	AQP7P1|375719	1095.9069
removed	removed	AQP7P3|441432	191.4125
AQP7|364	10.9223	AQP7|364	6006.8218
AQP9|366	331.7655	AQP9|366	49.7592
AQPEP|206338	11.2636	AQPEP|206338	1374.6308
AQR|9716	779.2394	AQR|9716	1411.7175
ARAF|369	1583.3953	ARAF|369	1190.2087
ARAP1|116985	2550.5738	ARAP1|116985	1408.435
ARAP2|116984	435.8689	ARAP2|116984	235.9551
ARAP3|64411	191.1406	ARAP3|64411	652.0867
ARCN1|372	3534.0538	ARCN1|372	5950.6421
ARC|23237	29.3537	ARC|23237	37.3194
AREG|374	3115.5923	AREG|374	67.4157
ARF1|375	19523.3089	ARF1|375	6105.939
ARF3|377	7618.6608	ARF3|377	3146.0674
ARF4|378	6040.7266	ARF4|378	4798.1541
ARF5|381	3029.9033	ARF5|381	1162.8692
ARF6|382	5190.8334	ARF6|382	2270.8668
ARFGAP1|55738	2524.4216	ARFGAP1|55738	353.5313
ARFGAP2|84364	1818.2253	ARFGAP2|84364	1297.3515
ARFGAP3|26286	1720.9483	ARFGAP3|26286	1059.39
ARFGEF1|10565	2959.014	ARFGEF1|10565	1809.39
ARFGEF2|10564	3323.1164	ARFGEF2|10564	2268.4591
ARFIP1|27236	813.7130000000001	ARFIP1|27236	969.5024
ARFIP2|23647	1522.2986	ARFIP2|23647	505.61800000000005
ARFRP1|10139	660.1178	ARFRP1|10139	234.3499
ARG2|384	120.9613	ARG2|384	427.0104
ARGLU1|55082	2184.8057	ARGLU1|55082	2674.5586
ARHGAP10|79658	310.9448	ARHGAP10|79658	1189.4061
ARHGAP11A|9824	295.5853	ARHGAP11A|9824	93.0979
ARHGAP11B|89839	12.2876	removed	removed
ARHGAP12|94134	947.5114	ARHGAP12|94134	1206.26
ARHGAP15|55843	90.4505	ARHGAP15|55843	75.4414
ARHGAP17|55114	966.2842	ARHGAP17|55114	1629.2135
ARHGAP18|93663	601.7517	ARHGAP18|93663	953.451
ARHGAP19|84986	220.153	ARHGAP19|84986	380.4173
ARHGAP1|392	4453.2354	ARHGAP1|392	4079.8555
ARHGAP20|57569	80.5521	ARHGAP20|57569	784.1091
ARHGAP21|57584	1417.5126	ARHGAP21|57584	6223.9165
ARHGAP22|58504	78.5042	ARHGAP22|58504	31.3002
ARHGAP23|57636	371.7003	ARHGAP23|57636	803.3708
ARHGAP24|83478	246.0936	ARHGAP24|83478	624.3981
ARHGAP25|9938	372.3829	ARHGAP25|9938	438.6035
ARHGAP26|23092	336.2027	ARHGAP26|23092	983.9486
ARHGAP27|201176	419.8267	ARHGAP27|201176	323.8002
ARHGAP28|79822	82.6001	ARHGAP28|79822	335.4735
ARHGAP29|9411	3022.0699	ARHGAP29|9411	4294.5425
ARHGAP30|257106	668.9922	ARHGAP30|257106	467.496
ARHGAP31|57514	747.4964	ARHGAP31|57514	2686.9984
ARHGAP32|9743	1387.1349	ARHGAP32|9743	1135.634
ARHGAP33|115703	220.4944	ARHGAP33|115703	52.9695
ARHGAP39|80728	232.4407	ARHGAP39|80728	18.0578
ARHGAP42|143872	53.5876	ARHGAP42|143872	485.5498
ARHGAP4|393	597.9971	ARHGAP4|393	145.2648
ARHGAP5|394	1601.8268	ARHGAP5|394	2583.0658
ARHGAP6|395	47.1025	ARHGAP6|395	365.5698
ARHGAP8|23779	487.8557	ARHGAP8|23779	17.6565
ARHGAP9|64333	135.5051	ARHGAP9|64333	81.862
ARHGDIA|396	3945.6888	ARHGDIA|396	3269.2616
ARHGDIB|397	3176.3477	ARHGDIB|397	2587.8812
removed	removed	ARHGDIG|398	29.695
ARHGEF10L|55160	651.2434	ARHGEF10L|55160	569.4222
ARHGEF10|9639	395.5928	ARHGEF10|9639	2255.618
ARHGEF11|9826	1721.2897	ARHGEF11|9826	1397.6726
ARHGEF12|23365	3689.0142	ARHGEF12|23365	5611.9583
ARHGEF15|22899	277.1539	ARHGEF15|22899	1778.0899
ARHGEF16|27237	579.9069999999999	ARHGEF16|27237	22.8732
ARHGEF17|9828	1059.4652	ARHGEF17|9828	1076.6453
ARHGEF18|23370	842.3841	ARHGEF18|23370	389.2456
ARHGEF19|128272	383.9879	ARHGEF19|128272	25.6822
ARHGEF1|9138	1408.6382	ARHGEF1|9138	645.2648
ARHGEF2|9181	1646.1987	ARHGEF2|9181	2219.1011
ARHGEF33|100271715	12.2876	ARHGEF33|100271715	12.4398
ARHGEF35|445328	332.4482	ARHGEF35|445328	110.3531
ARHGEF37|389337	594.9252	ARHGEF37|389337	397.6726
ARHGEF38|54848	75.09100000000001	removed	removed
ARHGEF3|50650	1038.9859	ARHGEF3|50650	1032.9053
ARHGEF4|50649	58.0248	ARHGEF4|50649	190.61
ARHGEF5|7984	250.8721	ARHGEF5|7984	137.6404
ARHGEF6|9459	439.2821	ARHGEF6|9459	9620.7865
ARHGEF7|8874	1712.0739	ARHGEF7|8874	3246.7897
ARHGEF9|23229	778.8981	ARHGEF9|23229	550.1605
ARID1A|8289	3610.51	ARID1A|8289	2229.5345
ARID1B|57492	1385.7696	ARID1B|57492	1853.9326
ARID2|196528	794.2576	ARID2|196528	1006.8218
ARID3A|1820	97.9596	ARID3A|1820	46.1477
ARID3B|10620	89.0852	ARID3B|10620	77.4478
ARID4A|5926	664.555	ARID4A|5926	1009.6308
ARID4B|51742	1831.5368	ARID4B|51742	1179.7753
ARID5A|10865	776.8501	ARID5A|10865	207.0626
ARID5B|84159	1498.0647	ARID5B|84159	4945.0241
ARIH1|25820	1136.9454	ARIH1|25820	2476.3242
ARIH2|10425	1400.7878	ARIH2|10425	1496.7897
ARL10|285598	15.7008	ARL10|285598	62.6003
ARL11|115761	359.0713	ARL11|115761	22.8732
ARL13B|200894	231.75799999999998	ARL13B|200894	274.4783
ARL15|54622	294.5614	ARL15|54622	366.3724
ARL16|339231	217.4225	ARL16|339231	263.6437
ARL17A|51326	103.8064	ARL17A|51326	70.6982
ARL1|400	2390.6232	ARL1|400	2447.4318
ARL2BP|23568	1505.5738	ARL2BP|23568	2658.9085
ARL2|402	893.2411	ARL2|402	1205.8587
ARL3|403	767.6344	ARL3|403	508.0257
ARL4A|10124	208.2068	ARL4A|10124	592.6966
ARL4C|10123	1519.2267	ARL4C|10123	540.931
ARL4D|379	137.8943	ARL4D|379	155.6982
ARL5A|26225	678.5492	ARL5A|26225	1132.4238
ARL5B|221079	211.62	ARL5B|221079	326.244
ARL6IP1|23204	6302.8623	ARL6IP1|23204	6395.2648
ARL6IP4|51329	2081.385	ARL6IP4|51329	514.4462
ARL6IP5|10550	4790.1208	ARL6IP5|10550	9161.3162
ARL6IP6|151188	207.5241	ARL6IP6|151188	216.6934
ARL6|84100	72.7017	ARL6|84100	104.3339
ARL8A|127829	2523.739	ARL8A|127829	886.4366
ARL8B|55207	6048.2357	ARL8B|55207	2936.1958
ARMC10|83787	548.1469999999999	ARMC10|83787	740.8708
ARMC1|55156	752.6162	ARMC1|55156	861.1557
ARMC2|84071	30.719	ARMC2|84071	83.4671
ARMC5|79798	218.1051	ARMC5|79798	77.4478
ARMC6|93436	620.5244	ARMC6|93436	209.4703
ARMC7|79637	344.0531	ARMC7|79637	138.0417
ARMC8|25852	507.2053	ARMC8|25852	1197.4318
ARMC9|80210	491.8458	ARMC9|80210	52.9695
ARMCX1|51309	447.8152	ARMCX1|51309	772.8732
ARMCX2|9823	1214.0843	ARMCX2|9823	356.7416
ARMCX3|51566	1805.255	ARMCX3|51566	2234.3499
ARMCX5|64860	278.5192	ARMCX5|64860	205.8587
ARMCX6|54470	196.6018	ARMCX6|54470	141.252
ARNT2|9915	2076.2651	ARNT2|9915	27.6886
ARNTL2|56938	85.67200000000001	ARNTL2|56938	103.13
ARNTL|406	246.7762	ARNTL|406	160.1124
ARNT|405	1442.4291	ARNT|405	2679.7753
ARPC1A|10552	1786.6256	ARPC1A|10552	2071.4286
ARPC1B|10095	2524.6196	ARPC1B|10095	1048.9567
ARPC2|10109	5050.5499	ARPC2|10109	4906.9021
ARPC3|10094	7420.6937	ARPC3|10094	2988.3628
ARPC4|10093	4951.9384	ARPC4|10093	2354.1372
ARPC5L|81873	819.5155	ARPC5L|81873	345.9069
ARPC5|10092	7813.8973	ARPC5|10092	2951.4446
ARPM1|84517	40.6174	ARPM1|84517	69.8234
ARPP19|10776	2940.1525	ARPP19|10776	7796.549
ARRB1|408	434.5036	ARRB1|408	1105.5377
ARRB2|409	894.9477	ARRB2|409	778.0899
ARRDC1|92714	1243.4381	ARRDC1|92714	192.2151
ARRDC2|27106	527.6847	ARRDC2|27106	335.8748
ARRDC3|57561	1349.9307	ARRDC3|57561	2558.1862
ARRDC4|91947	1008.6082	ARRDC4|91947	1159.7111
ARSA|410	483.3127	ARSA|410	450.6421
ARSB|411	585.0269	ARSB|411	502.4077
ARSD|414	3915.3109999999997	ARSD|414	1143.6597
ARSE|415	34.8149	removed	removed
ARSG|22901	383.6466	ARSG|22901	65.8106
ARSH|347527	7.1678	removed	removed
ARSI|340075	144.3794	removed	removed
ARSJ|79642	72.7017	ARSJ|79642	28.0899
ARSK|153642	99.3249	ARSK|153642	171.7496
removed	removed	ART4|420	20.4655
ARTN|9048	22.5273	removed	removed
ARV1|64801	695.6154	ARV1|64801	297.3515
ARVCF|421	312.9928	ARVCF|421	30.8989
ARX|170302	50.1744	removed	removed
AR|367	293.8787	AR|367	693.8202
AS3MT|57412	64.8513	AS3MT|57412	123.9968
ASAH1|427	4767.2521	ASAH1|427	12689.8074
ASAM|79827	295.244	ASAM|79827	4453.8523
ASAP1|50807	1029.7702	ASAP1|50807	1939.4061
ASAP2|8853	1348.2241	ASAP2|8853	2377.2071
ASAP3|55616	750.9096	ASAP3|55616	878.0096
ASB12|142689	10.9223	removed	removed
ASB13|79754	737.2567	ASB13|79754	263.2424
ASB14|142686	9.2157	ASB14|142686	17.2552
ASB16|92591	14.6632	removed	removed
ASB1|51665	296.7527	ASB1|51665	694.6589
ASB2|51676	23.8926	ASB2|51676	6.0193
ASB3|51130	278.1779	ASB3|51130	321.4286
ASB6|140459	623.371	ASB6|140459	369.8274
ASB7|140460	1681.6962	ASB7|140460	517.6565
ASB8|140461	839.3122	ASB8|140461	974.7191
ASB9|140462	10.581	ASB9|140462	63.8042
ASCC1|51008	463.51599999999996	ASCC1|51008	680.5778
ASCC2|84164	1675.5524	ASCC2|84164	1290.1284
ASCC3|10973	2605.9977	ASCC3|10973	1000.0
ASCL1|429	53.928999999999995	removed	removed
ASCL2|430	49.1504	ASCL2|430	7.2231
ASF1A|25842	591.8533	ASF1A|25842	483.9486
ASF1B|55723	341.3226	ASF1B|55723	8.8283
ASGR1|432	11.605	ASGR1|432	5.2167
ASGR2|433	7.5091	removed	removed
ASH1L|55870	1910.6861	ASH1L|55870	4119.9197
ASH2L|9070	801.084	ASH2L|9070	1569.0209
ASL|435	802.4493	ASL|435	189.0048
ASMTL|8623	794.5887	ASMTL|8623	286.1156
ASNA1|439	685.717	ASNA1|439	749.1974
ASNSD1|54529	757.0534	ASNSD1|54529	1321.8299
ASNS|440	372.3829	ASNS|440	246.3884
ASPA|443	7.5091	ASPA|443	478.7319
ASPHD1|253982	7.1678	removed	removed
ASPHD2|57168	122.5348	ASPHD2|57168	44.5425
ASPH|444	3550.2017	ASPH|444	27804.382
ASPM|259266	587.7574	ASPM|259266	11.6372
ASPN|54829	1454.0341	ASPN|54829	1800.1605
ASPRV1|151516	30.5006	ASPRV1|151516	47.0305
ASPSCR1|79058	228.3448	ASPSCR1|79058	119.9839
ASRGL1|80150	26.2818	ASRGL1|80150	88.2825
ASS1|445	488.0913	ASS1|445	4926.565
ASTE1|28990	439.6576	ASTE1|28990	299.6108
removed	removed	ASTN1|460	11.235999999999999
ASTN2|23245	434.8449	ASTN2|23245	52.1669
ASXL1|171023	1851.6749	ASXL1|171023	1840.2889
ASXL2|55252	821.5634	ASXL2|55252	1326.244
removed	removed	ASXL3|80816	21.6693
ATAD1|84896	716.7774	ATAD1|84896	1435.7945
ATAD2B|54454	455.6656	removed	removed
ATAD2|29028	614.3806	ATAD2|29028	317.817
ATAD3A|55210	610.6261	ATAD3A|55210	103.9326
ATAD3B|83858	245.4109	ATAD3B|83858	42.5361
ATAD3C|219293	496.6243	ATAD3C|219293	8.0257
ATAD5|79915	63.8273	ATAD5|79915	34.1091
ATE1|11101	161.4456	ATE1|11101	472.3114
ATF1|466	293.5374	ATF1|466	422.5522
ATF2|1386	463.8574	ATF2|1386	929.3739999999999
ATF3|467	354.6341	ATF3|467	2341.4928
ATF4|468	9418.1133	ATF4|468	6292.5361
ATF5|22809	2517.5952	ATF5|22809	604.7352
ATF6B|1388	2382.5543	ATF6B|1388	1035.4173
ATF6|22926	1615.4797	ATF6|22926	1835.0722
ATF7IP2|80063	196.2605	ATF7IP2|80063	87.0787
ATF7IP|55729	737.2567	ATF7IP|55729	1729.9358
ATF7|11016	1320.28	ATF7|11016	3563.118
ATG10|83734	95.9116	ATG10|83734	121.1878
ATG12|9140	554.6492	ATG12|9140	886.8379
ATG16L1|55054	1136.2628	ATG16L1|55054	517.6565
ATG16L2|89849	360.4571	ATG16L2|89849	185.0241
ATG2A|23130	657.3872	ATG2A|23130	349.5185
ATG2B|55102	866.9593	ATG2B|55102	1615.9711
ATG3|64422	1306.9241	ATG3|64422	802.9695
ATG4A|115201	413.3416	ATG4A|115201	443.4189
ATG4B|23192	822.5874	ATG4B|23192	421.7496
ATG4C|84938	174.4158	ATG4C|84938	332.2632
ATG4D|84971	307.6443	ATG4D|84971	107.6926
ATG5|9474	2230.8842	ATG5|9474	950.2408
ATG7|10533	1138.577	ATG7|10533	762.9334
ATG9A|79065	1141.0242	ATG9A|79065	1483.7801
ATG9B|285973	43.4845	ATG9B|285973	7.9374
ATHL1|80162	1827.441	ATHL1|80162	147.6726
ATIC|471	2213.1355	ATIC|471	1051.3644
ATL1|51062	333.1308	ATL1|51062	206.6613
ATL2|64225	760.4667	ATL2|64225	1069.8234
ATL3|25923	593.2186	ATL3|25923	1489.1653
ATMIN|23300	1653.3665	ATMIN|23300	2346.7095
ATM|472	670.6988	ATM|472	2066.2119
ATN1|1822	3732.3622	ATN1|1822	5024.077
ATOH8|84913	10.2397	ATOH8|84913	690.2087
ATOX1|475	2109.0321	ATOX1|475	565.4093
ATP10A|57194	353.2688	ATP10A|57194	561.7978
ATP10D|57205	284.3217	ATP10D|57205	716.6934
ATP11A|23250	619.5004	ATP11A|23250	1295.7464
ATP11B|23200	1235.9289999999999	ATP11B|23200	2404.0931
ATP11C|286410	470.6838	ATP11C|286410	1063.0016
ATP13A1|57130	1364.6076	ATP13A1|57130	535.313
ATP13A2|23400	1384.0629999999999	ATP13A2|23400	337.4799
ATP13A3|79572	1399.0812	removed	removed
ATP13A4|84239	90.4505	removed	removed
ATP13A5|344905	6.8265	removed	removed
ATP1A1|476	13997.9691	ATP1A1|476	5326.2319
ATP1A2|477	5.4612	ATP1A2|477	3117.9775
ATP1A3|478	161.4456	ATP1A3|478	5.617999999999999
ATP1A4|480	5.4612	removed	removed
ATP1B1|481	2658.6058	ATP1B1|481	317.7689
