gene_id	TCGA-E9-A1N5-01A-11R-A14D-07	gene_id	TCGA-E9-A1N5-11A-41R-A14D-07
ELAVL2|1993	13.3094	ELAVL2|1993	8.0754
ELAVL3|1995	40.4212	lowly_expressed	lowly_expressed
ELF1|1997	2057.0457	ELF1|1997	1514.1344
ELF2|1998	958.7716	ELF2|1998	963.6625
ELF3|1999	1564.5969	ELF3|1999	3625.1743
ELF4|2000	612.2336	ELF4|2000	414.5364
lowly_expressed	lowly_expressed	ELF5|2001	6492.6085
ELFN1|392617	51.7589	ELFN1|392617	31.6286
ELFN2|114794	22.1824	lowly_expressed	lowly_expressed
ELK1|2002	924.7586	ELK1|2002	818.9785
ELK3|2004	681.2454	ELK3|2004	518.1705
ELK4|2005	195.2049	ELK4|2005	226.7837
ELL2|22936	723.1455	ELL2|22936	1287.3508
ELL3|80237	428.9726	ELL3|80237	431.0774
ELL|8178	498.85699999999997	ELL|8178	484.523
ELMO1|9844	451.0416	ELMO1|9844	306.8646
ELMO2|63916	1375.3073	ELMO2|63916	985.8698
ELMO3|79767	470.2664	ELMO3|79767	617.0939
ELMOD2|255520	215.4155	ELMOD2|255520	172.2749
ELMOD3|84173	415.0569	ELMOD3|84173	344.5497
ELN|2006	3361.3694	ELN|2006	501.3467
ELOF1|84337	870.0421	ELOF1|84337	674.2945
ELOVL1|64834	1389.1097	ELOVL1|64834	1439.4371
ELOVL2|54898	230.6967	ELOVL2|54898	116.4201
ELOVL3|83401	46.8295	lowly_expressed	lowly_expressed
ELOVL4|6785	80.3495	ELOVL4|6785	44.4146
ELOVL5|60481	6468.8738	ELOVL5|60481	3681.0291
ELOVL6|79071	484.0687	ELOVL6|79071	756.3943
ELOVL7|79993	181.4025	ELOVL7|79993	111.0365
ELP2P|100131454	5.9153	ELP2P|100131454	12.1131
ELP2|55250	2249.2929	ELP2|55250	1591.5235
ELP3|55140	1570.0193	ELP3|55140	1014.1336
ELP4|26610	123.2354	ELP4|26610	187.7527
ELTD1|64123	654.1336	ELTD1|64123	487.8878
EMB|133418	704.4137	EMB|133418	522.8811
EMCN|51705	232.1755	EMCN|51705	382.2348
EMD|2010	1092.8517	EMD|2010	781.9663
EME1|146956	179.3075	EME1|146956	67.9072
EME2|197342	66.5471	EME2|197342	32.3015
EMG1|10436	304.638	EMG1|10436	290.559
EMID1|129080	51.7589	EMID1|129080	321.6695
lowly_expressed	lowly_expressed	EMID2|136227	57.2006
EMILIN1|11117	2292.1789	EMILIN1|11117	5674.303000000001
EMILIN2|84034	257.8085	EMILIN2|84034	1459.6256
lowly_expressed	lowly_expressed	EMILIN3|90187	220.7877
EML1|2009	464.844	EML1|2009	525.5729
EML2|24139	972.574	EML2|24139	477.6657
EML3|256364	2296.1224	EML3|256364	765.8156
EML4|27436	1299.8872	EML4|27436	2390.3136
EML5|161436	30.5624	EML5|161436	141.3192
EML6|400954	8.38	EML6|400954	50.4711
EMP1|2012	3491.9989	EMP1|2012	3095.5638
EMP2|2013	12276.7128	EMP2|2013	1583.4482
EMP3|2014	655.1195	EMP3|2014	301.481
EMR1|2015	14.2953	EMR1|2015	10.0942
EMR2|30817	120.2778	EMR2|30817	285.3302
lowly_expressed	lowly_expressed	EMR3|84658	12.1131
EMR4P|326342	8.38	EMR4P|326342	8.7483
EMX1|2016	186.8249	lowly_expressed	lowly_expressed
EMX2OS|196047	82.3213	EMX2OS|196047	15.4778
EMX2|2018	43.3789	EMX2|2018	9.4213
EN1|2019	57.6742	EN1|2019	8.0754
ENAH|55740	4267.8892	ENAH|55740	4428.0021
ENC1|8507	1634.3482	ENC1|8507	1016.6504
ENDOD1|23052	553.5735	ENDOD1|23052	1501.3484
ENDOG|2021	202.4906	ENDOG|2021	115.2761
ENDOU|8909	5.9153	lowly_expressed	lowly_expressed
ENGASE|64772	437.7322	ENGASE|64772	443.4732
ENG|2022	2743.7135	ENG|2022	2523.5574
ENHO|375704	176.4731	ENHO|375704	67.2949
ENKUR|219670	7.3941	lowly_expressed	lowly_expressed
ENO1|2023	13312.3833	ENO1|2023	22597.6154
ENO2|2026	1461.0792	ENO2|2026	261.777
ENO3|2027	88.2366	ENO3|2027	51.1441
ENOPH1|58478	800.0444	ENOPH1|58478	840.5129
ENOSF1|55556	360.6904	ENOSF1|55556	615.6538
ENOX1|55068	135.066	ENOX1|55068	39.704
ENOX2|10495	210.4861	ENOX2|10495	397.7126
ENPEP|2028	190.7684	ENPEP|2028	763.1238
ENPP1|5167	980.461	ENPP1|5167	609.0185
ENPP2|5168	481.1111	ENPP2|5168	983.8509
ENPP3|5169	20.2106	ENPP3|5169	10.7672
ENPP4|22875	518.0817	ENPP4|22875	328.3989
ENPP5|59084	1503.9651	ENPP5|59084	542.3966
ENPP6|133121	7.8871	ENPP6|133121	67.2949
ENSA|2029	3115.3915	ENSA|2029	2905.7922
ENTPD1|953	1609.4546	ENTPD1|953	1555.8573
ENTPD2|954	471.2523	ENTPD2|954	341.8579
ENTPD3|956	35.9847	ENTPD3|956	20.1885
ENTPD4|9583	511.1805	ENTPD4|9583	541.7237
ENTPD5|957	357.713	ENTPD5|957	284.3814
ENTPD6|955	719.6949	ENTPD6|955	2451.5519
ENTPD7|57089	780.3366	ENTPD7|57089	438.426
ENTPD8|377841	72.4624	ENTPD8|377841	15.4778
ENY2|56943	492.9417	ENY2|56943	373.4865
EOMES|8320	57.1812	EOMES|8320	10.0942
EP300|2033	3208.0645	EP300|2033	3784.6632
EP400NL|347918	188.3037	EP400NL|347918	255.7205
EP400|57634	1857.4043	EP400|57634	2274.5664
EPAS1|2034	2646.111	EPAS1|2034	2837.1515
EPB41L1|2036	2444.4978	EPB41L1|2036	2079.4113
EPB41L2|2037	1522.6969	EPB41L2|2037	2875.5095
EPB41L3|23136	869.0562	EPB41L3|23136	677.6593
EPB41L4A|64097	410.6204	EPB41L4A|64097	325.0342
EPB41L4B|54566	582.1641	EPB41L4B|54566	926.6503
EPB41L5|57669	821.7338	EPB41L5|57669	558.5474
EPB41|2035	1627.4519	EPB41|2035	1167.3707
EPB49|2039	253.865	EPB49|2039	516.1516
EPC1|80314	506.7441	EPC1|80314	818.3055
EPC2|26122	564.9112	EPC2|26122	808.8843
EPCAM|4072	2216.2658	EPCAM|4072	3620.4637
EPDR1|54749	312.0321	EPDR1|54749	316.9588
EPHA10|284656	117.8131	EPHA10|284656	109.0177
EPHA1|2041	305.1309	EPHA1|2041	374.1594
EPHA2|1969	156.2625	EPHA2|1969	1055.8564
EPHA3|2042	363.791	EPHA3|2042	22.8803
EPHA4|2043	248.9356	EPHA4|2043	413.8634
EPHA7|2045	7.3941	EPHA7|2045	106.9988
EPHB1|2047	33.52	EPHB1|2047	294.7515
EPHB2|2048	278.0191	EPHB2|2048	152.0864
EPHB3|2049	722.6525	EPHB3|2049	9208.6292
EPHB4|2050	2179.7882	EPHB4|2050	2876.8554
EPHB6|2051	48.8012	EPHB6|2051	177.6584
EPHX1|2052	2837.8653	EPHX1|2052	1306.8663
EPHX2|2053	908.4915	EPHX2|2053	866.7579
EPHX3|79852	6.9012	EPHX3|79852	26.9179
EPHX4|253152	29.5765	EPHX4|253152	38.3581
EPM2AIP1|9852	1290.0284	EPM2AIP1|9852	1148.0504
EPM2A|7957	86.7577	EPM2A|7957	157.47
EPN1|29924	2184.7176	EPN1|29924	1673.6233
EPN2|22905	776.8761	EPN2|22905	1043.7433
EPN3|55040	1154.9624	EPN3|55040	415.2093
EPOR|2057	322.6155	EPOR|2057	58.5465
EPO|2056	9.3659	lowly_expressed	lowly_expressed
EPPK1|83481	2310.4177	EPPK1|83481	895.0217
EPR1|8475	276.2297	EPR1|8475	275.0879
EPRS|2058	3143.4892	EPRS|2058	3666.2242
EPS15L1|58513	1308.7602	EPS15L1|58513	706.5961
EPS15|2060	1752.9007	EPS15|2060	1567.9703
EPS8L1|54869	574.2771	EPS8L1|54869	419.24699999999996
EPS8L2|64787	748.7784	EPS8L2|64787	1444.8207
EPS8|2059	1107.147	EPS8|2059	1211.3076
EPSTI1|94240	413.0851	EPSTI1|94240	246.2992
EPT1|85465	1410.7991	EPT1|85465	1257.741
EPYC|1833	102.0389	lowly_expressed	lowly_expressed
ERAL1|26284	598.9242	ERAL1|26284	930.688
ERAP1|51752	1974.0737	ERAP1|51752	2408.8399
ERAP2|64167	137.5307	ERAP2|64167	141.9922
ERBB2IP|55914	2692.9405	ERBB2IP|55914	2574.0286
ERBB2|2064	3192.2904	ERBB2|2064	5442.8086
ERBB3|2065	8281.4204	ERBB3|2065	5058.5549
ERBB4|2066	910.9562	ERBB4|2066	550.472
ERC1|23085	1658.2558	ERC1|23085	1926.652
lowly_expressed	lowly_expressed	ERC2|26059	8.0754
ERCC1|2067	701.949	ERCC1|2067	1006.5091
ERCC2|2068	463.0103	ERCC2|2068	522.8811
ERCC3|2071	1039.614	ERCC3|2071	1086.1391
ERCC4|2072	568.3618	ERCC4|2072	343.2038
ERCC5|2073	1151.5118	ERCC5|2073	1420.5946
ERCC6L|54821	145.9107	ERCC6L|54821	103.6341
ERCC6|2074	325.6964	ERCC6|2074	487.3898
ERCC8|1161	174.5014	ERCC8|1161	242.9345
EREG|2069	5.9153	EREG|2069	11.4401
ERF|2077	1373.3356	ERF|2077	1154.1069
ERGIC1|57222	9161.3213	ERGIC1|57222	4377.5309
ERGIC2|51290	713.7796	ERGIC2|51290	668.9110000000001
ERGIC3|51614	3516.1531	ERGIC3|51614	4734.1937
ERG|2078	428.8593	ERG|2078	393.675
ERH|2079	2017.1174	ERH|2079	1448.1855
ERI1|90459	519.0676	ERI1|90459	345.2227
ERI2|112479	800.2218	ERI2|112479	410.5727
ERI3|79033	974.5457	ERI3|79033	812.922
ERICH1|157697	316.9615	ERICH1|157697	246.9722
ERLEC1|27248	1296.4366	ERLEC1|27248	1322.3441
ERLIN1|10613	993.2775	ERLIN1|10613	1230.1501
ERLIN2|11160	2150.7046	ERLIN2|11160	2297.4467
ERMAP|114625	303.1591	ERMAP|114625	598.2513
ERMN|57471	22.1824	ERMN|57471	10.7672
ERMP1|79956	2910.4855	ERMP1|79956	1286.1529
ERN1|2081	297.7368	ERN1|2081	440.7814
ERO1LB|56605	224.7814	ERO1LB|56605	258.4123
ERO1L|30001	445.6193	ERO1L|30001	524.8999
ERP27|121506	226.7532	ERP27|121506	17.4967
ERP29|10961	2158.5917	ERP29|10961	2651.4177
ERP44|23071	1080.0352	ERP44|23071	1146.7045
ERRFI1|54206	1220.5236	ERRFI1|54206	1983.1796
ESAM|90952	683.7101	ESAM|90952	460.9698
ESCO1|114799	689.1325	ESCO1|114799	755.7213
ESCO2|157570	313.018	ESCO2|157570	183.715
ESD|2098	1127.3576	ESD|2098	1927.3249
ESF1|51575	219.3591	ESF1|51575	479.8124
ESM1|11082	133.5872	ESM1|11082	41.7228
ESPL1|9700	519.5605	ESPL1|9700	458.278
ESPNL|339768	29.0836	ESPNL|339768	30.2827
ESPN|83715	190.2755	ESPN|83715	125.1684
ESR1|2099	6987.9414	ESR1|2099	1376.8529
lowly_expressed	lowly_expressed	ESR2|2100	19.5155
ESRP1|54845	2191.6188	ESRP1|54845	2023.5566
ESRP2|80004	860.1833	ESRP2|80004	1181.0249
ESRRA|2101	350.4815	ESRRA|2101	676.3134
lowly_expressed	lowly_expressed	ESRRB|2103	39.031
ESRRG|2104	148.8684	ESRRG|2104	318.9777
ESYT1|23344	3958.8147	ESYT1|23344	3769.1853
ESYT2|57488	3270.1752	ESYT2|57488	4388.971
ESYT3|83850	9.3659	ESYT3|83850	59.8924
ETAA1|54465	452.0275	ETAA1|54465	476.4476
ETF1|2107	2582.0286	ETF1|2107	2886.2767
ETFA|2108	663.9925	ETFA|2108	985.1968
ETFB|2109	770.9608	ETFB|2109	1109.0194
ETFDH|2110	460.4075	ETFDH|2110	421.9388
ETHE1|23474	705.3996	ETHE1|23474	621.1316
ETNK1|55500	1227.9178	ETNK1|55500	1331.0924
ETNK2|55224	1758.3229999999999	ETNK2|55224	353.971
ETS1|2113	2350.346	ETS1|2113	1921.2684
ETS2|2114	824.6914	ETS2|2114	1065.2777
ETV1|2115	351.4674	ETV1|2115	1210.6346
ETV2|2116	6.4082	ETV2|2116	7.4024
ETV3L|440695	6.4082	ETV3L|440695	89.5022
ETV3|2117	254.3579	ETV3|2117	646.7036
ETV4|2118	40.4212	ETV4|2118	691.7912
ETV5|2119	363.298	ETV5|2119	1864.7407
ETV6|2120	1222.0025	ETV6|2120	4283.9911
ETV7|51513	145.4178	ETV7|51513	40.3769
EVC2|132884	88.2366	EVC2|132884	113.7283
EVC|2121	1109.1582	EVC|2121	1074.4904
EVI2A|2123	295.2721	EVI2A|2123	125.1684
EVI2B|2124	437.2393	EVI2B|2124	261.1041
EVI5L|115704	694.0619	EVI5L|115704	411.8446
EVI5|7813	454.9852	EVI5|7813	452.8944
EVL|51466	5757.066	EVL|51466	1887.6209
EVPL|2125	1191.4401	EVPL|2125	817.6326
EWSR1|2130	3894.2394	EWSR1|2130	4316.9655
EXD2|55218	941.0257	EXD2|55218	865.4119999999999
EXD3|54932	234.6402	EXD3|54932	212.6518
EXO1|9156	233.6544	EXO1|9156	180.3502
EXOC1|55763	843.9162	EXOC1|55763	887.6193
EXOC2|55770	1014.9669	EXOC2|55770	746.9730000000001
EXOC3L2|90332	66.0542	EXOC3L2|90332	38.3581
EXOC3L|283849	102.9952	EXOC3L|283849	92.9073
EXOC3|11336	1101.2317	EXOC3|11336	1129.2078
EXOC4|60412	1336.3649	EXOC4|60412	1656.1266
EXOC5|10640	1207.2142	EXOC5|10640	1504.7132
EXOC6B|23233	243.5132	EXOC6B|23233	252.3557
EXOC6|54536	947.9269	EXOC6|54536	473.7558
EXOC7|23265	3417.407	EXOC7|23265	3384.5414
EXOC8|149371	460.4075	EXOC8|149371	382.2348
EXOG|9941	135.559	EXOG|9941	138.6274
EXOSC10|5394	1476.3604	EXOSC10|5394	1555.1843
EXOSC1|51013	273.0897	EXOSC1|51013	220.0542
EXOSC2|23404	438.7181	EXOSC2|23404	559.8933
EXOSC3|51010	541.7429	EXOSC3|51010	230.1484
EXOSC4|54512	360.3404	EXOSC4|54512	300.1351
EXOSC5|56915	311.5391	EXOSC5|56915	443.4732
EXOSC6|118460	146.4037	EXOSC6|118460	222.74599999999998
EXOSC7|23016	434.2816	EXOSC7|23016	465.0075
EXOSC8|11340	258.755	EXOSC8|11340	232.1538
EXOSC9|5393	364.0966	EXOSC9|5393	356.2994
EXPH5|23086	157.7413	EXPH5|23086	543.0696
EXT1|2131	698.0054	EXT1|2131	1415.211
EXT2|2132	1550.3016	EXT2|2132	2226.1141
EXTL1|2134	170.0649	EXTL1|2134	334.4555
EXTL2|2135	290.3427	EXTL2|2135	724.7657
EXTL3|2137	1042.5717	EXTL3|2137	1384.9283
EYA1|2138	5.9153	EYA1|2138	7.4024
EYA2|2139	84.29299999999999	EYA2|2139	938.7634
EYA3|2140	267.6673	EYA3|2140	271.1983
EYA4|2070	8.873	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	EYS|346007	20.8614
EZH1|2145	495.8993	EZH1|2145	944.1469
EZH2|2146	427.3804	EZH2|2146	409.1528
EZR|7430	4188.0326	EZR|7430	3731.5002
F10|2159	32.0412	F10|2159	89.5022
F11R|50848	4109.6795	F11R|50848	2837.8244
F12|2161	171.5437	F12|2161	74.0244
F13A1|2162	2166.9717	F13A1|2162	1567.9703
F2RL1|2150	148.3754	F2RL1|2150	255.7205
F2RL2|2151	489.98400000000004	F2RL2|2151	1261.7787
F2RL3|9002	112.8836	F2RL3|9002	25.572
F2R|2149	2371.0495	F2R|2149	1452.2232
F3|2152	221.8238	F3|2152	289.3679
F5|2153	60.6318	F5|2153	28.2638
F7|2155	20.7036	F7|2155	20.1885
F8A1|8263	91.6872	F8A1|8263	82.7727
F8|2157	255.8367	F8|2157	367.43
FA2H|79152	35.4918	FA2H|79152	239.5697
FAAH2|158584	233.6544	FAAH2|158584	96.9046
FAAH|2166	678.2878	FAAH|2166	226.1107
FABP3|2170	103.0248	FABP3|2170	105.6529
FABP4|2167	817.2973	FABP4|2167	1263.7976
FABP5|2171	66.0542	FABP5|2171	65.27600000000001
lowly_expressed	lowly_expressed	FABP7|2173	216.0165
FADD|8772	1449.7415	FADD|8772	493.9443
FADS1|3992	1519.8378	FADS1|3992	781.9394
FADS2|9415	14878.8534	FADS2|9415	2541.081
FADS3|3995	792.6502	FADS3|3995	262.45
FAF1|11124	889.2668	FAF1|11124	1008.0771
FAF2|23197	1832.2643	FAF2|23197	1454.2420000000002
FAHD1|81889	867.0598	FAHD1|81889	370.1218
FAHD2A|51011	134.0801	FAHD2A|51011	485.19599999999997
FAHD2B|151313	170.0649	FAHD2B|151313	281.2925
FAH|2184	907.5057	FAH|2184	538.3589
FAIM2|23017	467.3087	FAIM2|23017	414.5364
FAIM3|9214	326.0366	FAIM3|9214	102.1132
FAIM|55179	155.2766	FAIM|55179	181.0232
FAM100A|124402	791.6644	FAM100A|124402	253.0287
FAM100B|283991	404.7051	FAM100B|283991	436.0707
FAM101A|144347	28.0977	FAM101A|144347	54.5088
FAM101B|359845	517.5888	FAM101B|359845	598.2513
FAM102A|399665	5329.6856	FAM102A|399665	1976.4502
FAM102B|284611	1416.2215	FAM102B|284611	1294.7532
FAM103A1|83640	304.4654	FAM103A1|83640	221.8577
FAM104A|84923	903.5128	FAM104A|84923	537.2755
FAM104B|90736	154.2907	FAM104B|90736	152.7593
FAM105A|54491	319.9192	FAM105A|54491	395.0209
FAM105B|90268	554.0665	FAM105B|90268	520.1893
FAM106C|100129396	17.7459	FAM106C|100129396	20.8614
FAM107A|11170	90.7013	FAM107A|11170	202.5575
FAM107B|83641	1979.6538	FAM107B|83641	749.6648
FAM108A1|81926	430.83099999999996	FAM108A1|81926	372.8135
FAM108B1|51104	349.4957	FAM108B1|51104	425.3035
FAM108C1|58489	746.8067	FAM108C1|58489	520.1893
FAM109A|144717	340.1298	FAM109A|144717	272.5442
FAM109B|150368	390.9028	FAM109B|150368	399.0585
FAM10A4|145165	211.472	FAM10A4|145165	372.1406
FAM110A|83541	194.71200000000002	FAM110A|83541	265.1418
FAM110B|90362	966.6587	FAM110B|90362	190.4445
FAM110C|642273	11.8306	FAM110C|642273	22.8803
FAM111A|63901	1602.0605	FAM111A|63901	1124.4972
FAM111B|374393	488.0123	FAM111B|374393	412.5175
FAM113A|64773	339.6368	FAM113A|64773	540.3778
FAM113B|91523	164.6425	FAM113B|91523	141.3192
FAM114A1|92689	1329.9567	FAM114A1|92689	711.3067
FAM114A2|10827	513.6452	FAM114A2|10827	421.9388
FAM115A|9747	389.9169	FAM115A|9747	1027.5926
FAM115C|285966	243.7301	FAM115C|285966	1050.5872
FAM116A|201627	740.8914	FAM116A|201627	767.8344
FAM116B|414918	270.132	FAM116B|414918	156.797
FAM117A|81558	1288.0566	FAM117A|81558	548.4531
FAM117B|150864	374.1427	FAM117B|150864	578.7358
FAM118A|55007	318.4403	FAM118A|55007	306.8646
FAM118B|79607	210.979	FAM118B|79607	228.1296
FAM119A|151194	185.83900000000003	FAM119A|151194	133.2438
FAM119B|25895	332.7356	FAM119B|25895	590.1759999999999
FAM120AOS|158293	1407.2253	FAM120AOS|158293	816.1656
FAM120A|23196	7778.7431	FAM120A|23196	4949.6584
FAM120B|84498	568.8547	FAM120B|84498	932.7068
FAM120C|54954	347.5239	FAM120C|54954	443.4732
FAM122A|116224	503.2935	FAM122A|116224	600.9431
FAM122B|159090	1097.7811	FAM122B|159090	557.8744
FAM122C|159091	30.5624	FAM122C|159091	26.9179
FAM123B|139285	295.2721	FAM123B|139285	387.6184
FAM124A|220108	18.2388	FAM124A|220108	37.0122
FAM124B|79843	63.5895	FAM124B|79843	22.8803
FAM125A|93343	602.8677	FAM125A|93343	549.799
FAM125B|89853	254.8509	FAM125B|89853	401.7503
FAM126A|84668	276.0473	FAM126A|84668	1209.2887
FAM126B|285172	552.5876	FAM126B|285172	506.0574
FAM127A|8933	1425.0944	FAM127A|8933	1264.2552
FAM127B|26071	699.4843	FAM127B|26071	587.4842
FAM127C|441518	319.4262	FAM127C|441518	491.9255
FAM128A|653784	557.5171	FAM128A|653784	378.1971
FAM128B|80097	1697.6912	FAM128B|80097	1108.3464
FAM129A|116496	2056.5527	FAM129A|116496	3382.2399
FAM129B|64855	3612.2767	FAM129B|64855	4110.3703
FAM129C|199786	5.9153	FAM129C|199786	5.3836
FAM131A|131408	413.5781	FAM131A|131408	384.2537
FAM131B|9715	61.1248	FAM131B|9715	131.8979
lowly_expressed	lowly_expressed	FAM131C|348487	10.7672
FAM133B|257415	82.3213	FAM133B|257415	89.5022
FAM134A|79137	3179.4739	FAM134A|79137	2304.1762
FAM134B|54463	687.1607	FAM134B|54463	392.3291
FAM134C|162427	1267.846	FAM134C|162427	1666.2208
FAM135A|57579	156.2625	FAM135A|57579	344.5497
lowly_expressed	lowly_expressed	FAM135B|51059	6.7295
FAM136A|84908	831.0997	FAM136A|84908	880.2168
FAM13AOS|285512	38.9769	FAM13AOS|285512	29.6972
FAM13A|10144	301.1529	FAM13A|10144	1353.2122
FAM13B|51306	1090.7715	FAM13B|51306	1584.7806
FAM13C|220965	89.0696	FAM13C|220965	109.5224
FAM149A|25854	56.1954	FAM149A|25854	168.2372
FAM149B1|317662	487.5193	FAM149B1|317662	559.2203
lowly_expressed	lowly_expressed	FAM150B|285016	384.9266
FAM151B|167555	23.6612	FAM151B|167555	26.245
FAM154B|283726	111.8978	FAM154B|283726	28.9368
FAM155A|728215	27.6047	FAM155A|728215	14.8049
FAM155B|27112	23.1683	FAM155B|27112	32.3015
FAM156A|29057	491.4629	FAM156A|29057	580.7547
FAM157A|728262	7.8871	FAM157A|728262	10.7672
FAM158A|51016	192.2473	FAM158A|51016	141.3192
FAM159A|348378	7.8871	lowly_expressed	lowly_expressed
FAM160A1|729830	101.053	FAM160A1|729830	330.4178
FAM160A2|84067	504.7723	FAM160A2|84067	818.9785
FAM160B1|57700	757.6514	FAM160B1|57700	815.6138
FAM160B2|64760	1241.7201	FAM160B2|64760	1350.6079
FAM161A|84140	160.20600000000002	FAM161A|84140	106.9988
FAM161B|145483	152.319	FAM161B|145483	162.1268
FAM162A|26355	577.2347	FAM162A|26355	440.7814
FAM162B|221303	7.3941	FAM162B|221303	27.5909
FAM164A|51101	213.9367	FAM164A|51101	238.8968
FAM164C|79696	53.7306	FAM164C|79696	45.7605
FAM165B|54065	281.9626	FAM165B|54065	225.4378
lowly_expressed	lowly_expressed	FAM166B|730112	16.1508
FAM167A|83648	74.4342	FAM167A|83648	156.1241
FAM167B|84734	57.6742	FAM167B|84734	53.8359
FAM168A|23201	287.385	FAM168A|23201	475.7747
FAM168B|130074	2502.665	FAM168B|130074	3199.1978
FAM169A|26049	80.3495	FAM169A|26049	115.7472
FAM171A1|221061	266.1885	FAM171A1|221061	1010.0959
FAM171A2|284069	57.6742	FAM171A2|284069	43.7417
FAM171B|165215	143.939	FAM171B|165215	389.6373
FAM172A|83989	412.0993	FAM172A|83989	804.8466
FAM173A|65990	360.3404	FAM173A|65990	55.1818
FAM173B|134145	277.0332	FAM173B|134145	157.47
FAM174A|345757	293.7932	FAM174A|345757	199.1928
FAM174B|400451	1064.2611	FAM174B|400451	790.0417
FAM175A|84142	260.8647	FAM175A|84142	361.1177
FAM175B|23172	510.6876	FAM175B|23172	524.8999
FAM176A|84141	69.5048	FAM176A|84141	307.5375
FAM176B|55194	935.1646	FAM176B|55194	213.6343
FAM177A1|283635	837.015	FAM177A1|283635	584.7924
lowly_expressed	lowly_expressed	FAM177B|400823	6.7295
FAM178A|55719	1255.5225	FAM178A|55719	967.0272
FAM178B|51252	12.8165	lowly_expressed	lowly_expressed
FAM179B|23116	909.9704	FAM179B|23116	824.3621
FAM180A|389558	100.5601	FAM180A|389558	41.7228
lowly_expressed	lowly_expressed	FAM181B|220382	39.704
FAM182B|728882	11.8306	FAM182B|728882	28.2638
FAM183A|440585	7.8871	lowly_expressed	lowly_expressed
FAM184A|79632	28.0977	FAM184A|79632	176.3125
FAM184B|27146	18.2093	FAM184B|27146	43.5869
FAM185A|222234	125.7001	FAM185A|222234	146.0299
FAM186A|121006	5.9153	lowly_expressed	lowly_expressed
FAM186B|84070	10.8447	FAM186B|84070	22.2073
FAM188A|80013	518.5747	FAM188A|80013	412.5175
FAM188B|84182	97.1095	FAM188B|84182	215.1282
FAM189A1|23359	11.8306	lowly_expressed	lowly_expressed
FAM189A2|9413	122.2495	FAM189A2|9413	1525.5746
FAM189B|10712	767.5102	FAM189B|10712	716.0174
FAM18A|780776	15.4636	FAM18A|780776	30.0741
FAM18B2|201158	93.5455	FAM18B2|201158	194.2197
FAM18B|51030	390.9028	FAM18B|51030	485.8689
FAM190A|401145	50.773	FAM190A|401145	139.9733
FAM190B|54462	1111.5835	FAM190B|54462	1894.3504
FAM192A|80011	1038.1352	FAM192A|80011	1140.6479
FAM193A|8603	955.8139	FAM193A|8603	1051.8187
FAM193B|54540	721.6666	FAM193B|54540	711.9797
FAM195A|84331	707.8643	FAM195A|84331	199.1928
FAM195B|348262	877.9292	FAM195B|348262	991.2534
FAM196A|642938	362.3121	FAM196A|642938	6.7295
lowly_expressed	lowly_expressed	FAM196B|100131897	1582.7752
FAM198A|729085	120.7707	FAM198A|729085	159.4888
FAM198B|51313	5522.4258	FAM198B|51313	4697.1815
FAM199X|139231	643.7818	FAM199X|139231	550.472
FAM19A2|338811	14.7883	FAM19A2|338811	13.459000000000001
lowly_expressed	lowly_expressed	FAM19A3|284467	8.7483
FAM19A5|25817	310.5533	FAM19A5|25817	187.0797
FAM200A|221786	214.9226	FAM200A|221786	200.5387
FAM200B|285550	316.4686	FAM200B|285550	411.1716
FAM20A|54757	243.5132	FAM20A|54757	920.5937
FAM20B|9917	1410.7991	FAM20B|9917	1720.7297
FAM20C|56975	1065.7399	FAM20C|56975	920.5937
FAM21A|387680	1129.8224	FAM21A|387680	596.9054
FAM21B|55747	745.3278	FAM21B|55747	485.19599999999997
FAM21C|253725	1676.0017	FAM21C|253725	1604.3096
FAM22A|728118	90.7013	FAM22A|728118	76.7161
FAM22D|728130	196.6837	FAM22D|728130	185.7338
lowly_expressed	lowly_expressed	FAM23A|653567	6.0565
FAM24B|196792	30.4244	FAM24B|196792	18.0552
FAM26E|254228	267.1744	FAM26E|254228	124.4955
FAM26F|441168	45.3506	FAM26F|441168	21.5344
FAM27A|548321	6.4082	FAM27A|548321	15.4778
FAM27C|100132948	5.9153	FAM27C|100132948	14.1319
FAM32A|26017	1621.2852	FAM32A|26017	1214.6723
FAM35A|54537	879.9009	FAM35A|54537	785.3311
FAM35B2|439965	77.3918	FAM35B2|439965	78.062
FAM35B|414241	281.9626	FAM35B|414241	280.6196
FAM36A|116228	679.2391	FAM36A|116228	546.5016
FAM38A|9780	2440.3571	FAM38A|9780	2909.5271
FAM38B|63895	742.8631	FAM38B|63895	67.9678
FAM3A|60343	590.0512	FAM3A|60343	559.2203
FAM3B|54097	18.7318	FAM3B|54097	897.7135
FAM3C|10447	659.063	FAM3C|10447	862.7202
lowly_expressed	lowly_expressed	FAM3D|131177	551.8179
FAM40A|85369	721.1737	FAM40A|85369	765.1426
FAM40B|57464	83.3071	FAM40B|57464	32.9745
FAM41C|284593	12.3235	FAM41C|284593	10.7672
FAM43A|131583	177.459	FAM43A|131583	228.8025
FAM43B|163933	41.9	FAM43B|163933	41.0499
FAM45A|404636	291.3285	FAM45A|404636	325.0342
FAM45B|55855	162.1778	FAM45B|55855	185.0609
FAM46A|55603	415.0569	FAM46A|55603	751.6836
FAM46B|115572	429.3522	FAM46B|115572	314.94
FAM46C|54855	896.168	FAM46C|54855	669.5839
