gene_id	TCGA-E9-A1N5-01A-11R-A14D-07	gene_id	TCGA-E9-A1N5-11A-41R-A14D-07
ITGAL|3683	574.2771	ITGAL|3683	236.205
ITGAM|3684	719.6949	ITGAM|3684	299.4621
ITGAV|3685	4320.141	ITGAV|3685	3534.9992
ITGAX|3687	538.2923	ITGAX|3687	320.3236
ITGB1BP1|9270	804.9738	ITGB1BP1|9270	595.5595
ITGB1BP2|26548	7.8871	lowly_expressed	lowly_expressed
ITGB1|3688	12416.7083	ITGB1|3688	16346.5955
ITGB2|3689	1594.2769	ITGB2|3689	965.2372
ITGB3BP|23421	179.9237	ITGB3BP|23421	172.9478
ITGB3|3690	117.3201	ITGB3|3690	324.3612
ITGB4|3691	1185.5248	ITGB4|3691	7385.6113
ITGB5|3693	6722.7388	ITGB5|3693	3602.2941
ITGB6|3694	323.8627	ITGB6|3694	3081.4318
ITGB7|3695	200.1343	ITGB7|3695	105.6529
ITGB8|3696	936.5892	ITGB8|3696	1623.1521
ITGBL1|9358	1715.93	ITGBL1|9358	334.4555
lowly_expressed	lowly_expressed	ITIH2|3698	85.4645
ITIH3|3699	5.4224	ITIH3|3699	66.6219
ITIH4|3700	64.5655	ITIH4|3700	56.5277
ITIH5L|347365	143.446	ITIH5L|347365	16.8237
ITIH5|80760	410.1275	ITIH5|80760	2753.7058
ITK|3702	139.5025	ITK|3702	30.2827
ITM2A|9452	359.3545	ITM2A|9452	2076.0466
ITM2B|9445	7580.4573	ITM2B|9445	8960.3112
ITM2C|81618	805.4667	ITM2C|81618	2498.6583
ITPA|3704	383.0157	ITPA|3704	611.7103
ITPK1|3705	1524.6687	ITPK1|3705	932.0339
ITPKA|3706	16.2671	lowly_expressed	lowly_expressed
ITPKB|3707	962.2222	ITPKB|3707	1072.6801
ITPKC|80271	708.3572	ITPKC|80271	694.4830000000001
ITPR1|3708	1233.8331	ITPR1|3708	2414.5397
ITPR2|3709	2625.4074	ITPR2|3709	7635.2753
ITPR3|3710	2492.1012	ITPR3|3710	2261.74
ITPRIPL1|150771	13.3094	ITPRIPL1|150771	298.7892
ITPRIPL2|162073	4829.8427	ITPRIPL2|162073	1441.4560000000001
ITPRIP|85450	569.3477	ITPRIP|85450	656.7979
ITSN1|6453	914.8998	ITSN1|6453	1011.4418
ITSN2|50618	915.8857	ITSN2|50618	888.9652
IVD|3712	2055.0739	IVD|3712	2139.3037
IVNS1ABP|10625	1340.3085	IVNS1ABP|10625	4355.9966
IWS1|55677	1118.9776	IWS1|55677	1155.4528
lowly_expressed	lowly_expressed	IYD|389434	14.1319
JAG1|182	1315.1684	JAG1|182	2109.021
JAG2|3714	510.1947	JAG2|3714	1140.6479
JAGN1|84522	552.0947	JAGN1|84522	600.9431
JAK1|3716	6072.5487	JAK1|3716	4312.9278
JAK2|3717	983.4187	JAK2|3717	437.4166
JAK3|3718	269.6391	JAK3|3718	193.1363
JAKMIP1|152789	22.1824	lowly_expressed	lowly_expressed
JAKMIP2|9832	84.29299999999999	JAKMIP2|9832	8.7483
JAKMIP3|282973	23.6612	JAKMIP3|282973	49.7982
JAM2|58494	228.232	JAM2|58494	395.6938
JAM3|83700	831.5926	JAM3|83700	1502.6943
JARID2|3720	645.7536	JARID2|3720	806.1925
JAZF1|221895	351.4674	JAZF1|221895	423.9576
JDP2|122953	689.6254	JDP2|122953	469.7182
JHDM1D|80853	644.2748	JHDM1D|80853	727.4575
JKAMP|51528	800.0444	JKAMP|51528	660.1626
JMJD1C|221037	1526.2066	JMJD1C|221037	3356.1295
JMJD4|65094	380.1123	JMJD4|65094	586.569
JMJD5|79831	117.3201	JMJD5|79831	100.9423
JMJD6|23210	351.9604	JMJD6|23210	397.7126
JMJD7-PLA2G4B|8681	438.2252	JMJD7-PLA2G4B|8681	400.4044
JMJD8|339123	3094.8605	JMJD8|339123	1223.9859
JMY|133746	633.923	JMY|133746	1349.935
JOSD1|9929	1595.1593	JOSD1|9929	1633.9193
JOSD2|126119	224.7814	JOSD2|126119	143.3381
JPH1|56704	190.7684	JPH1|56704	195.8281
JPH2|57158	17.253	JPH2|57158	228.1296
JPH3|57338	13.8024	lowly_expressed	lowly_expressed
JPH4|84502	65.0683	JPH4|84502	76.7161
JRKL|8690	124.7142	JRKL|8690	469.0452
JRK|8629	416.0428	JRK|8629	498.6549
lowly_expressed	lowly_expressed	JSRP1|126306	10.7672
JTB|10899	1882.9732	JTB|10899	1425.3052
JUB|84962	663.9925	JUB|84962	549.1261
JUNB|3726	4098.8102	JUNB|3726	901.7512
JUND|3727	2794.9794	JUND|3727	1627.8628
JUN|3725	7260.5382	JUN|3725	7003.3765
JUP|3728	4441.4046	JUP|3728	7356.6746
KAL1|3730	311.0462	KAL1|3730	625.1693
KALRN|8997	74.9271	KALRN|8997	566.6228
KANK1|23189	583.643	KANK1|23189	2060.5687
KANK2|25959	1923.9514	KANK2|25959	1853.9735
KANK3|256949	129.1507	KANK3|256949	112.3824
KANK4|163782	210.979	KANK4|163782	501.3467
KARS|3735	1687.3394	KARS|3735	2940.7856
KAT2A|2648	604.8395	KAT2A|2648	1343.2055
KAT2B|8850	296.7509	KAT2B|8850	483.1771
KAT5|10524	1374.8982	KAT5|10524	782.0875
KATNA1|11104	191.2614	KATNA1|11104	276.5819
KATNAL1|84056	361.3263	KATNAL1|84056	452.2215
KATNAL2|83473	58.6601	KATNAL2|83473	47.1064
KATNB1|10300	347.5239	KATNB1|10300	589.503
KAZALD1|81621	398.0208	KAZALD1|81621	91.0634
KAZ|23254	828.916	KAZ|23254	1036.388
KBTBD10|10324	23.6612	KBTBD10|10324	24.0512
KBTBD11|9920	356.8898	KBTBD11|9920	114.4013
lowly_expressed	lowly_expressed	KBTBD12|166348	12.1131
KBTBD2|25948	1122.9212	KBTBD2|25948	1045.0892
KBTBD3|143879	76.8989	KBTBD3|143879	104.307
KBTBD4|55709	625.7007	KBTBD4|55709	360.1352
KBTBD6|89890	534.8417	KBTBD6|89890	774.5639
KBTBD7|84078	185.3461	KBTBD7|84078	347.2415
KBTBD8|84541	37.4636	KBTBD8|84541	36.3392
KCMF1|56888	1075.5988	KCMF1|56888	1056.5294
KCNA1|3736	11.3377	KCNA1|3736	384.9266
lowly_expressed	lowly_expressed	KCNA2|3737	10.0942
KCNA3|3738	28.5906	KCNA3|3738	41.7228
KCNA5|3741	6.9012	KCNA5|3741	8.0754
KCNA6|3742	25.633000000000003	KCNA6|3742	39.704
KCNAB1|7881	55.2095	KCNAB1|7881	144.011
KCNAB2|8514	507.7299	KCNAB2|8514	270.5254
KCNAB3|9196	25.633000000000003	KCNAB3|9196	9.4213
lowly_expressed	lowly_expressed	KCNB1|3745	42.3958
lowly_expressed	lowly_expressed	KCNB2|9312	22.8803
KCNC1|3746	6.9012	KCNC1|3746	14.1319
lowly_expressed	lowly_expressed	KCNC2|3747	173.6207
KCNC3|3748	631.4583	KCNC3|3748	115.7472
KCNC4|3749	53.7306	KCNC4|3749	438.0896
KCND1|3750	119.2919	KCND1|3750	141.3192
KCND2|3751	209.0073	KCND2|3751	23.5532
KCND3|3752	94.1519	KCND3|3752	15.4778
lowly_expressed	lowly_expressed	KCNE1L|23630	16.1508
lowly_expressed	lowly_expressed	KCNE1|3753	152.7593
KCNE2|9992	8.873	KCNE2|9992	9.4213
KCNE3|10008	122.2495	KCNE3|10008	79.4079
KCNE4|23704	650.1901	KCNE4|23704	343.8768
KCNF1|3754	40.9142	KCNF1|3754	46.4335
KCNG1|3755	26.6189	KCNG1|3755	37.6851
KCNG3|170850	12.8165	lowly_expressed	lowly_expressed
KCNH1|3756	215.4155	KCNH1|3756	12.786
KCNH2|3757	11.8306	KCNH2|3757	25.572
KCNH3|23416	6.9012	KCNH3|23416	23.5532
lowly_expressed	lowly_expressed	KCNH8|131096	47.7794
lowly_expressed	lowly_expressed	KCNIP1|30820	29.6097
KCNIP2|30819	89.2224	KCNIP2|30819	211.3059
KCNIP3|30818	87.2507	KCNIP3|30818	131.225
KCNIP4|80333	19.7177	KCNIP4|80333	24.8991
KCNJ10|3766	23.1683	KCNJ10|3766	9.4213
KCNJ11|3767	281.9626	KCNJ11|3767	142.6651
KCNJ12|3768	23.6612	KCNJ12|3768	49.7982
lowly_expressed	lowly_expressed	KCNJ13|3769	12.1131
KCNJ14|3770	30.7251	KCNJ14|3770	41.7228
KCNJ15|3772	25.633000000000003	KCNJ15|3772	12.1131
lowly_expressed	lowly_expressed	KCNJ16|3773	39.031
KCNJ2|3759	103.0248	KCNJ2|3759	292.7327
KCNJ3|3760	74.4342	KCNJ3|3760	26.245
KCNJ5|3762	40.4212	KCNJ5|3762	118.439
KCNJ8|3764	219.852	KCNJ8|3764	186.4068
KCNK13|56659	42.393	KCNK13|56659	17.4967
KCNK15|60598	553.5735	KCNK15|60598	11.4401
lowly_expressed	lowly_expressed	KCNK17|89822	26.9179
KCNK1|3775	404.2122	KCNK1|3775	127.8602
KCNK2|3776	43.8718	KCNK2|3776	244.2804
KCNK3|3777	52.2518	KCNK3|3777	162.8536
KCNK5|8645	26.6189	KCNK5|8645	371.4677
KCNK6|9424	832.5785	KCNK6|9424	385.5996
KCNK7|10089	6.9012	lowly_expressed	lowly_expressed
KCNMA1|3778	522.5182	KCNMA1|3778	670.9298
KCNMB1|3779	55.2095	KCNMB1|3779	1070.6613
lowly_expressed	lowly_expressed	KCNMB2|10242	26.9179
KCNMB3|27094	55.2095	KCNMB3|27094	46.4335
KCNMB4|27345	125.2072	KCNMB4|27345	121.8037
lowly_expressed	lowly_expressed	KCNN1|3780	9.4213
KCNN2|3781	31.0553	KCNN2|3781	18.8426
KCNN3|3782	35.4918	KCNN3|3782	26.9179
KCNN4|3783	251.4003	KCNN4|3783	2344.5531
KCNQ1OT1|10984	46.3365	KCNQ1OT1|10984	121.1308
KCNQ1|3784	198.1626	KCNQ1|3784	183.715
KCNQ3|3786	29.5765	KCNQ3|3786	17.4967
lowly_expressed	lowly_expressed	KCNQ4|9132	103.6341
KCNQ5|56479	12.8165	KCNQ5|56479	29.6097
KCNRG|283518	7.053999999999999	KCNRG|283518	10.8076
lowly_expressed	lowly_expressed	KCNS1|3787	37.6851
KCNS2|3788	6.4082	lowly_expressed	lowly_expressed
KCNS3|3790	1078.0635	KCNS3|3790	203.9034
KCNT2|343450	11.8306	KCNT2|343450	9.4213
KCP|375616	9.3905	KCP|375616	6.07
KCTD10|83892	1578.3993	KCTD10|83892	1949.5322
KCTD11|147040	489.4911	KCTD11|147040	390.9832
KCTD12|115207	2127.5363	KCTD12|115207	4313.6008
KCTD13|253980	521.5323	KCTD13|253980	220.7272
KCTD14|65987	16.2671	KCTD14|65987	1175.6413
KCTD15|79047	712.7937	KCTD15|79047	735.5329
KCTD17|79734	259.2873	KCTD17|79734	131.8979
KCTD18|130535	354.918	KCTD18|130535	487.8878
KCTD1|284252	597.9383	KCTD1|284252	1047.1081
KCTD20|222658	2137.8881	KCTD20|222658	2048.4557
KCTD21|283219	349.0027	KCTD21|283219	314.94
KCTD2|23510	1197.8483	KCTD2|23510	1171.6036
KCTD3|51133	3802.0593	KCTD3|51133	3812.927
lowly_expressed	lowly_expressed	KCTD4|386618	6.0565
KCTD5|54442	1361.0120000000002	KCTD5|54442	569.9875
KCTD6|200845	384.4945	KCTD6|200845	127.8602
KCTD7|154881	430.1902	KCTD7|154881	408.4798
KCTD9|54793	664.4854	KCTD9|54793	918.5749
KDELC1|79070	221.3308	KDELC1|79070	211.9788
KDELC2|143888	701.456	KDELC2|143888	1689.774
KDELR1|10945	3575.3061	KDELR1|10945	2851.2834
KDELR2|11014	4968.3593	KDELR2|11014	4080.0876
KDELR3|11015	700.4701	KDELR3|11015	417.9011
KDM1A|23028	1920.0079	KDM1A|23028	2020.8648
KDM1B|221656	610.7548	KDM1B|221656	723.4198
KDM2A|22992	7370.9571	KDM2A|22992	4082.1065
KDM2B|84678	932.8182	KDM2B|84678	950.2371
KDM3A|55818	1412.2779	KDM3A|55818	1275.2377
KDM3B|51780	2867.9348	KDM3B|51780	3587.4892
KDM4A|9682	1833.7431	KDM4A|9682	1717.3649
KDM4B|23030	4858.9262	KDM4B|23030	1318.3064
KDM4C|23081	549.63	KDM4C|23081	664.8733
KDM4D|55693	22.6753	KDM4D|55693	49.1253
KDM5A|5927	1988.5268	KDM5A|5927	2466.3568
KDM5B|10765	2553.438	KDM5B|10765	2710.6371
KDM5C|8242	2931.5242	KDM5C|8242	3613.0613
KDM6A|7403	829.6209	KDM6A|7403	1063.9318
KDM6B|23135	969.6163	KDM6B|23135	1143.3397
KDR|3791	931.6598	KDR|3791	1417.9028
KDSR|2531	1536.4993	KDSR|2531	1363.3939
KEAP1|9817	1625.7217	KEAP1|9817	1260.4328
KERA|11081	35.9847	KERA|11081	9.4213
lowly_expressed	lowly_expressed	KGFLP1|387628	15.4778
KGFLP2|654466	44.1183	KGFLP2|654466	65.59899999999999
KHDC1|80759	13.5017	KHDC1|80759	19.5155
KHDRBS1|10657	3639.8814	KHDRBS1|10657	3808.2164
KHDRBS3|10656	163.1637	KHDRBS3|10656	146.0299
KHK|3795	224.5596	KHK|3795	165.1483
KHNYN|23351	2365.0702	KHNYN|23351	1578.6971
KHSRP|8570	2287.2494	KHSRP|8570	2834.4597
KIAA0020|9933	552.0947	KIAA0020|9933	1172.2765
KIAA0040|9674	3884.3805	KIAA0040|9674	1185.0626
KIAA0090|23065	1340.8014	KIAA0090|23065	1914.5389
KIAA0100|9703	2477.7665	KIAA0100|9703	4782.9488
KIAA0101|9768	347.031	KIAA0101|9768	218.0354
KIAA0114|57291	708.3572	KIAA0114|57291	869.4496
lowly_expressed	lowly_expressed	KIAA0125|9834	13.459000000000001
KIAA0141|9812	966.6587	KIAA0141|9812	1735.5345
KIAA0146|23514	1329.4637	KIAA0146|23514	980.4862
KIAA0174|9798	1828.3207	KIAA0174|9798	2226.1141
KIAA0182|23199	2347.3883	KIAA0182|23199	2337.1506
KIAA0195|9772	2014.8893	KIAA0195|9772	1620.965
KIAA0196|9897	2691.4616	KIAA0196|9897	1476.4493
KIAA0226|9711	1031.234	KIAA0226|9711	635.9365
KIAA0232|9778	2451.399	KIAA0232|9778	1309.5581
KIAA0240|23506	897.6468	KIAA0240|23506	1274.5647
KIAA0247|9766	2752.5864	KIAA0247|9766	2330.4211
KIAA0284|283638	1885.9949	KIAA0284|283638	1506.0591
KIAA0317|9870	1143.1318	KIAA0317|9870	995.291
KIAA0319L|79932	3007.9302	KIAA0319L|79932	2070.663
KIAA0319|9856	25.14	KIAA0319|9856	12.786
KIAA0355|9710	810.8891	KIAA0355|9710	999.3287
KIAA0368|23392	3262.2881	KIAA0368|23392	3718.7142
KIAA0391|9692	756.1183	KIAA0391|9692	625.4519
KIAA0406|9675	795.1149	KIAA0406|9675	710.6338
lowly_expressed	lowly_expressed	KIAA0408|9729	102.1536
KIAA0415|9907	510.1947	KIAA0415|9907	491.2525
KIAA0427|9811	1074.1199	KIAA0427|9811	1519.5179999999998
KIAA0430|9665	3577.7708	KIAA0430|9665	2416.5586
KIAA0467|23334	1063.6597	KIAA0467|23334	1343.9592
KIAA0494|9813	4966.3235	KIAA0494|9813	3300.6449
KIAA0495|57212	701.949	KIAA0495|57212	640.6471
KIAA0513|9764	415.0569	KIAA0513|9764	389.6373
KIAA0528|9847	1113.5553	KIAA0528|9847	965.6813
KIAA0556|23247	2137.3952	KIAA0556|23247	740.9165
KIAA0562|9731	919.8292	KIAA0562|9731	782.6393
KIAA0564|23078	980.461	KIAA0564|23078	1115.0759
KIAA0586|9786	455.9711	KIAA0586|9786	481.1583
KIAA0649|9858	1409.3203	KIAA0649|9858	973.0837
KIAA0652|9776	1688.8182	KIAA0652|9776	1397.7143
KIAA0664P3|100132341	173.5155	KIAA0664P3|100132341	129.8791
KIAA0664|23277	1214.1154	KIAA0664|23277	3451.5536
KIAA0748|9840	60.6318	KIAA0748|9840	8.7483
KIAA0753|9851	335.2003	KIAA0753|9851	549.799
KIAA0754|643314	158.2343	KIAA0754|643314	507.4033
KIAA0776|23376	478.6464	KIAA0776|23376	1238.8985
KIAA0802|23255	397.8039	KIAA0802|23255	164.1995
KIAA0831|22863	818.2832	KIAA0831|22863	703.2313
KIAA0892|23383	1330.9426	KIAA0892|23383	1371.4693
KIAA0895L|653319	251.9228	KIAA0895L|653319	408.4394
KIAA0895|23366	192.2473	KIAA0895|23366	234.1861
KIAA0907|22889	989.334	KIAA0907|22889	891.6569999999999
KIAA0913|23053	2090.5657	KIAA0913|23053	2205.2527
KIAA0922|23240	448.5769	KIAA0922|23240	893.6758
KIAA0947|23379	1539.9498	KIAA0947|23379	1776.5844
KIAA1009|22832	185.83900000000003	KIAA1009|22832	264.4688
KIAA1012|22878	1323.5484	KIAA1012|22878	1166.22
KIAA1024|23251	42.393	KIAA1024|23251	76.7161
KIAA1033|23325	980.461	KIAA1033|23325	1268.5082
lowly_expressed	lowly_expressed	KIAA1045|23349	5.3836
KIAA1107|23285	161.6849	KIAA1107|23285	169.5831
KIAA1109|84162	2464.7085	KIAA1109|84162	3452.8995
KIAA1143|57456	821.7338	KIAA1143|57456	901.7512
KIAA1147|57189	973.5598	KIAA1147|57189	1362.721
KIAA1161|57462	627.5148	KIAA1161|57462	440.7814
KIAA1191|57179	2027.4692	KIAA1191|57179	2289.3713
KIAA1199|57214	583.15	KIAA1199|57214	14.8049
KIAA1210|57481	10.8447	KIAA1210|57481	8.7483
KIAA1211|57482	88.7295	KIAA1211|57482	43.0687
KIAA1217|56243	4366.4775	KIAA1217|56243	5077.9022
lowly_expressed	lowly_expressed	KIAA1239|57495	11.4401
KIAA1244|57221	694.0619	KIAA1244|57221	835.8022
KIAA1257|57501	30.3948	KIAA1257|57501	6.1777
KIAA1267|284058	1284.606	KIAA1267|284058	1709.2896
KIAA1274|27143	395.8322	KIAA1274|27143	377.5242
KIAA1279|26128	788.2138	KIAA1279|26128	525.5729
KIAA1310|55683	1801.7019	KIAA1310|55683	1866.7595
KIAA1324L|222223	423.9299	KIAA1324L|222223	174.9666
KIAA1324|57535	6517.1821	KIAA1324|57535	13119.8067
KIAA1328|57536	163.1637	KIAA1328|57536	175.6396
KIAA1370|56204	3006.9443	KIAA1370|56204	1131.2267
KIAA1377|57562	385.4804	KIAA1377|57562	222.74599999999998
KIAA1383|54627	35.9847	KIAA1383|54627	86.1374
KIAA1407|57577	267.6673	KIAA1407|57577	181.0232
lowly_expressed	lowly_expressed	KIAA1409|57578	24.2262
KIAA1429|25962	3084.8291	KIAA1429|25962	1941.4568
KIAA1430|57587	1254.5366	KIAA1430|57587	1828.4015
KIAA1432|57589	971.4303	KIAA1432|57589	985.7217
KIAA1462|57608	1772.1254	KIAA1462|57608	1138.6291
KIAA1467|57613	1796.2795	KIAA1467|57613	382.2348
KIAA1468|57614	924.7586	KIAA1468|57614	825.035
KIAA1522|57648	6040.5075	KIAA1522|57648	5216.6979
KIAA1524|57650	250.9073	KIAA1524|57650	191.1174
KIAA1529|57653	54.7165	KIAA1529|57653	150.7405
KIAA1530|57654	277.5262	KIAA1530|57654	210.6329
KIAA1539|80256	699.9772	KIAA1539|80256	319.6506
KIAA1543|57662	989.334	KIAA1543|57662	798.79
KIAA1549|57670	346.0451	KIAA1549|57670	671.6027
KIAA1586|57691	117.3201	KIAA1586|57691	225.4378
KIAA1598|57698	1919.5149	KIAA1598|57698	1080.0826
KIAA1609|57707	313.5109	KIAA1609|57707	491.9255
KIAA1614|57710	44.2612	KIAA1614|57710	67.564
KIAA1632|57724	1439.3897	KIAA1632|57724	1152.761
KIAA1644|85352	31.5483	KIAA1644|85352	18.1696
KIAA1671|85379	2280.3483	KIAA1671|85379	4956.2668
KIAA1683|80726	190.7684	KIAA1683|80726	117.766
KIAA1704|55425	400.1011	KIAA1704|55425	543.5002
KIAA1712|80817	310.3265	KIAA1712|80817	358.6614
KIAA1715|80856	696.0337	KIAA1715|80856	786.0039999999999
KIAA1731|85459	330.7639	KIAA1731|85459	740.9165
KIAA1737|85457	1708.043	KIAA1737|85457	1321.6711
KIAA1755|85449	216.4014	KIAA1755|85449	349.9333
KIAA1797|54914	745.3278	KIAA1797|54914	895.0217
KIAA1804|84451	116.3342	KIAA1804|84451	340.51199999999994
KIAA1826|84437	263.2309	KIAA1826|84437	408.4798
KIAA1841|84542	276.0473	KIAA1841|84542	139.3004
KIAA1875|340390	21.6894	KIAA1875|340390	16.8237
KIAA1908|114796	112.3907	KIAA1908|114796	154.7782
KIAA1919|91749	51.2659	KIAA1919|91749	88.8292
KIAA1949|170954	2160.5634	KIAA1949|170954	1113.73
KIAA1958|158405	97.1095	KIAA1958|158405	99.5964
KIAA1967|57805	3443.6907	KIAA1967|57805	2581.431
KIAA1984|84960	44.8577	lowly_expressed	lowly_expressed
KIAA2013|90231	1326.5061	KIAA2013|90231	1463.6633
KIAA2018|205717	765.5384	KIAA2018|205717	1130.5537
KIAA2022|340533	38.4495	KIAA2022|340533	50.4711
KIAA2026|158358	1103.6964	KIAA2026|158358	1085.4662
KIDINS220|57498	2396.1896	KIDINS220|57498	2692.4675
KIF11|3832	803.002	KIF11|3832	901.7512
KIF12|113220	1577.4134	KIF12|113220	349.9333
KIF13A|63971	1170.2436	KIF13A|63971	1824.3638
KIF13B|23303	2671.739	KIF13B|23303	1733.5157
KIF14|9928	157.7413	KIF14|9928	269.8524
KIF15|56992	284.9203	KIF15|56992	331.0907
KIF16B|55614	428.3663	KIF16B|55614	1110.3653
KIF17|57576	27.1118	KIF17|57576	28.2638
KIF18A|81930	69.0118	KIF18A|81930	160.8347
KIF18B|146909	260.2732	KIF18B|146909	260.4311
KIF19|124602	6.9012	KIF19|124602	5.3836
KIF1A|547	46.3365	KIF1A|547	6.7295
KIF1B|23095	1961.9079	KIF1B|23095	3938.0955
KIF1C|10749	2265.56	KIF1C|10749	3022.2124
KIF20A|10112	567.8688	KIF20A|10112	744.9541
KIF20B|9585	390.9028	KIF20B|9585	483.8501
KIF21A|55605	475.6887	KIF21A|55605	462.9887
KIF21B|23046	130.1366	KIF21B|23046	117.0931
KIF22|3835	2490.3414	KIF22|3835	944.1469
KIF23|9493	553.5735	KIF23|9493	475.7747
KIF24|347240	297.7368	KIF24|347240	212.6518
KIF26A|26153	138.5166	KIF26A|26153	193.8092
KIF26B|55083	349.9886	KIF26B|55083	154.1052
KIF27|55582	131.1225	KIF27|55582	170.929
KIF2A|3796	663.4995	KIF2A|3796	773.8909
KIF2C|11004	478.1534	KIF2C|11004	423.9576
KIF3A|11127	376.6075	KIF3A|11127	409.1528
KIF3B|9371	3443.1977	KIF3B|9371	1853.3006
KIF3C|3797	592.5159	KIF3C|3797	443.4732
KIF4A|24137	541.7429	KIF4A|24137	395.0209
KIF4B|285643	9.8588	lowly_expressed	lowly_expressed
KIF5A|3798	103.5178	KIF5A|3798	18.8426
KIF5B|3799	4841.1803	KIF5B|3799	4682.3767
KIF5C|3800	1464.5298	KIF5C|3800	164.1995
KIF6|221458	32.5342	KIF6|221458	9.4213
KIF7|374654	151.5599	KIF7|374654	273.4931
KIF9|64147	132.6013	KIF9|64147	83.4456
KIFAP3|22920	965.1798	KIFAP3|22920	860.0284
KIFC1|3833	648.7113	KIFC1|3833	502.6926
KIFC2|90990	1495.8759	KIFC2|90990	243.2575
KIFC3|3801	322.8768	KIFC3|3801	474.4288
KILLIN|100144748	26.6189	KILLIN|100144748	49.1253
KIN|22944	234.6402	KIN|22944	205.2493
lowly_expressed	lowly_expressed	KIRREL3|84623	6.7295
KIRREL|55243	373.6498	KIRREL|55243	1712.6543
KISS1R|84634	178.4449	lowly_expressed	lowly_expressed
KITLG|4254	2839.3441	KITLG|4254	715.3444
KIT|3815	530.4053	KIT|3815	14057.2242
KLB|152831	37.4636	KLB|152831	109.0177
KLC1|3831	1714.4906	KLC1|3831	1488.2192
KLC2|64837	1924.4444	KLC2|64837	442.8002
KLC3|147700	60.4938	KLC3|147700	149.3946
KLC4|89953	592.2054	KLC4|89953	482.5782
KLF10|7071	1628.1864	KLF10|7071	1745.6288
KLF11|8462	453.9993	KLF11|8462	900.4053
KLF12|11278	589.5583	KLF12|11278	753.7025
KLF13|51621	1590.7228	KLF13|51621	1280.6213
lowly_expressed	lowly_expressed	KLF14|136259	5.3836
KLF15|28999	24.1541	KLF15|28999	73.3514
KLF16|83855	563.9253	KLF16|83855	344.5497
KLF2|10365	797.0867	KLF2|10365	179.0043
KLF3|51274	1481.2651	KLF3|51274	1818.3072
KLF4|9314	851.3103	KLF4|9314	326.3801
KLF5|688	327.8062	KLF5|688	2664.2037
KLF6|1316	4467.5305	KLF6|1316	4335.1352
KLF7|8609	150.3472	KLF7|8609	133.2438
KLF8|11279	274.0756	KLF8|11279	302.1539
KLF9|687	1183.0601	KLF9|687	1510.0968
KLHDC10|23008	921.801	KLHDC10|23008	1204.5781
KLHDC1|122773	39.4353	KLHDC1|122773	60.5654
KLHDC2|23588	928.2092	KLHDC2|23588	918.5749
KLHDC3|116138	1667.1288	KLHDC3|116138	1951.5511
KLHDC4|54758	178.0407	KLHDC4|54758	341.6493
KLHDC5|57542	1103.2035	KLHDC5|57542	1224.7665
KLHDC7A|127707	222.8096	KLHDC7A|127707	67.9678
KLHDC7B|113730	979.9681	KLHDC7B|113730	104.98
KLHDC8A|55220	16.76	KLHDC8A|55220	29.6097
KLHDC8B|200942	606.3183	KLHDC8B|200942	489.9066
KLHDC9|126823	155.2766	KLHDC9|126823	48.4523
KLHL11|55175	83.3071	KLHL11|55175	85.4645
KLHL12|59349	1022.8539999999999	KLHL12|59349	831.0916
KLHL13|90293	27.6047	KLHL13|90293	1762.4525
KLHL14|57565	7.3941	KLHL14|57565	8.7483
KLHL15|80311	293.7932	KLHL15|80311	369.4488
KLHL17|339451	145.4178	KLHL17|339451	130.55200000000002
KLHL18|23276	581.1783	KLHL18|23276	471.064
KLHL20|27252	330.2709	KLHL20|27252	409.8257
KLHL21|9903	701.949	KLHL21|9903	1904.4447
KLHL22|84861	471.7452	KLHL22|84861	407.8069
KLHL23|151230	129.5204	KLHL23|151230	238.3786
KLHL24|54800	819.2691	KLHL24|54800	1450.2043
KLHL25|64410	219.852	KLHL25|64410	326.3801
KLHL26|55295	233.1614	KLHL26|55295	238.2238
KLHL28|54813	446.1122	KLHL28|54813	489.2337
KLHL29|114818	68.02600000000001	KLHL29|114818	460.2969
KLHL2|11275	420.4793	KLHL2|11275	493.9443
lowly_expressed	lowly_expressed	KLHL30|377007	5.3836
KLHL31|401265	15.2615	KLHL31|401265	86.7027
lowly_expressed	lowly_expressed	KLHL32|114792	16.1508
KLHL35|283212	20.7036	KLHL35|283212	33.6474
KLHL36|79786	168.0931	KLHL36|79786	257.7393
KLHL38|340359	22.6753	lowly_expressed	lowly_expressed
KLHL3|26249	88.7295	KLHL3|26249	116.4201
KLHL4|56062	31.0553	KLHL4|56062	43.7417
KLHL5|51088	2494.285	KLHL5|51088	822.3432
KLHL6|89857	149.8543	KLHL6|89857	159.4888
KLHL7|55975	564.4182	KLHL7|55975	794.0794
KLHL8|57563	292.3144	KLHL8|57563	514.8057
KLHL9|55958	2295.6295	KLHL9|55958	1447.5125
lowly_expressed	lowly_expressed	KLK10|5655	981.8321
lowly_expressed	lowly_expressed	KLK11|11012	860.7013
lowly_expressed	lowly_expressed	KLK13|26085	42.3958
KLK1|3816	5.4224	KLK1|3816	10.7672
lowly_expressed	lowly_expressed	KLK3|354	10.7672
KLK4|9622	107.4613	KLK4|9622	8.7483
lowly_expressed	lowly_expressed	KLK5|25818	1613.0579
lowly_expressed	lowly_expressed	KLK6|5653	674.9675
lowly_expressed	lowly_expressed	KLK7|5650	306.8646
lowly_expressed	lowly_expressed	KLK8|11202	158.19
