gene_id	TCGA-BH-A0AZ-01A-21R-A12P-07	gene_id	TCGA-BH-A0AZ-11A-22R-A12P-07
ALKBH7|84266	605.1749	ALKBH7|84266	317.0007
ALKBH8|91801	329.1806	ALKBH8|91801	321.5728
lowly_expressed	lowly_expressed	ALK|238	8.8394
lowly_expressed	lowly_expressed	ALMS1P|200420	10.9731
ALMS1|7840	748.4427	ALMS1|7840	1096.7004
ALOX12P2|245	28.2702	ALOX12P2|245	110.6454
lowly_expressed	lowly_expressed	ALOX12|239	6.7241
ALOX15B|247	192.62099999999998	ALOX15B|247	2565.8767
ALOX15|246	11.4998	ALOX15|246	12.4971
ALOX5AP|241	413.0331	ALOX5AP|241	217.6332
ALOX5|240	264.4945	ALOX5|240	225.2534
ALOXE3|59344	21.0829	ALOXE3|59344	17.0693
ALPK1|80216	618.5913	lowly_expressed	lowly_expressed
ALPK2|115701	99.1854	ALPK2|115701	38.4059
ALPK3|57538	179.2046	ALPK3|57538	156.3667
ALPL|249	250.1198	ALPL|249	1308.2374
ALS2CL|259173	126.0182	ALS2CL|259173	339.8613
lowly_expressed	lowly_expressed	ALS2CR11|151254	14.9356
lowly_expressed	lowly_expressed	ALS2CR12|130540	9.1443
ALS2CR4|65062	603.7374	ALS2CR4|65062	1897.7368
ALS2CR8|79800	124.5807	ALS2CR8|79800	463.3087
ALS2|57679	549.1136	ALS2|57679	1023.2416
lowly_expressed	lowly_expressed	ALX3|257	26.8231
ALX4|60529	5.7499	ALX4|60529	148.4417
AMACR|23600	644.9449	AMACR|23600	404.4807
AMBP|259	5.7499	AMBP|259	143.8695
AMBRA1|55626	1151.4135	AMBRA1|55626	1380.7818
AMD1|262	933.3972	AMD1|262	1598.415
AMDHD1|144193	10.5414	AMDHD1|144193	34.4433
AMDHD2|51005	141.8304	AMDHD2|51005	196.0283
AMFR|267	5418.3038	AMFR|267	3351.6726
AMH|268	17.7288	AMH|268	6.0962
AMICA1|120425	98.7063	AMICA1|120425	173.7408
AMIGO1|57463	39.77	AMIGO1|57463	152.4042
AMIGO2|347902	1183.0379	AMIGO2|347902	4567.5532
AMIGO3|386724	50.7906	AMIGO3|386724	45.1116
AMMECR1L|83607	858.6488	AMMECR1L|83607	1018.3647
AMMECR1|9949	306.1811	AMMECR1|9949	302.9795
AMN1|196394	163.8716	AMN1|196394	254.8198
AMOTL1|154810	1900.8146	AMOTL1|154810	3873.5045
AMOTL2|51421	1671.7777	AMOTL2|51421	3346.7957
AMOT|154796	635.3618	AMOT|154796	1445.4012
AMPD1|270	13.8955	AMPD1|270	10.0587
AMPD2|271	707.2353	AMPD2|271	783.6623
AMPD3|272	287.9732	AMPD3|272	246.8948
AMPH|273	496.4063	AMPH|273	136.8589
AMT|275	24.9161	AMT|275	308.5727
lowly_expressed	lowly_expressed	AMY1A|276	25.6039
AMY2B|280	67.8486	AMY2B|280	296.8468
AMZ1|155185	68.9986	AMZ1|155185	8.5346
AMZ2P1|201283	184.4753	AMZ2P1|201283	238.0553
AMZ2|51321	1952.0843	AMZ2|51321	1093.0427
ANAPC10|10393	155.2468	ANAPC10|10393	157.5859
ANAPC11|51529	1606.1332	ANAPC11|51529	425.5125
ANAPC13|25847	1518.8548	ANAPC13|25847	912.078
ANAPC16|119504	1776.2338	ANAPC16|119504	2319.2867
ANAPC1|64682	459.0321	lowly_expressed	lowly_expressed
ANAPC2|29882	472.9276	ANAPC2|29882	752.5718
ANAPC4|29945	402.0125	ANAPC4|29945	697.4015
ANAPC5|51433	2372.3047	ANAPC5|51433	2268.0789
ANAPC7|51434	1143.747	ANAPC7|51434	849.5009
ANGEL1|23357	301.3896	ANGEL1|23357	626.0764
ANGEL2|90806	1155.7259	ANGEL2|90806	849.1961
ANGPT1|284	88.64399999999999	ANGPT1|284	104.5493
ANGPT2|285	582.6545	ANGPT2|285	263.3544
lowly_expressed	lowly_expressed	ANGPT4|51378	9.1443
ANGPTL1|9068	50.7906	ANGPTL1|9068	353.2729
ANGPTL2|23452	7167.7048	ANGPTL2|23452	3745.1802
lowly_expressed	lowly_expressed	ANGPTL3|27329	66.1434
ANGPTL4|51129	185.4336	ANGPTL4|51129	126.4955
lowly_expressed	lowly_expressed	ANGPTL7|10218	270.9746
ANG|283	433.0091	ANG|283	427.44800000000004
ANK1|286	17.2496	ANK1|286	11.5827
ANK2|287	410.6373	ANK2|287	691.915
ANK3|288	936.2722	ANK3|288	1978.8158
ANKAR|150709	26.3536	ANKAR|150709	85.6511
ANKDD1A|348094	75.7068	ANKDD1A|348094	131.6772
ANKFN1|162282	43.6033	ANKFN1|162282	173.7408
ANKFY1|51479	1828.9411	ANKFY1|51479	2539.3584
ANKHD1-EIF4EBP3|404734	1952.3575	ANKHD1-EIF4EBP3|404734	1248.809
ANKHD1|54882	1835.8984	ANKHD1|54882	3472.8675
ANKH|56172	4162.9133	ANKH|56172	2476.263
ANKIB1|54467	1141.3512	ANKIB1|54467	1841.0424
ANKK1|255239	10.0623	ANKK1|255239	56.9992
lowly_expressed	lowly_expressed	ANKLE1|126549	11.5827
ANKLE2|23141	1690.9439	ANKLE2|23141	1512.4589999999998
ANKMY1|51281	191.6627	ANKMY1|51281	337.11800000000005
ANKMY2|57037	497.3646	ANKMY2|57037	731.2352
ANKRA2|57763	425.01199999999994	ANKRA2|57763	473.6722
ANKRD10|55608	1252.9947	ANKRD10|55608	1462.0620000000001
ANKRD11|29123	1494.183	ANKRD11|29123	3503.4245
ANKRD12|23253	1264.4945	ANKRD12|23253	2532.9574
ANKRD13A|88455	1079.0609	ANKRD13A|88455	1421.3213
ANKRD13B|124930	176.3297	ANKRD13B|124930	162.158
ANKRD13C|81573	618.1121	ANKRD13C|81573	723.615
ANKRD13D|338692	507.4269	ANKRD13D|338692	506.8963
ANKRD16|54522	203.6416	ANKRD16|54522	248.3761
ANKRD17|26057	2239.0992	ANKRD17|26057	5031.7763
ANKRD19|138649	46.4782	ANKRD19|138649	23.1654
lowly_expressed	lowly_expressed	ANKRD1|27063	6.401
ANKRD20A3|441425	5.2707	ANKRD20A3|441425	33.5289
lowly_expressed	lowly_expressed	ANKRD20B|729171	11.2779
ANKRD22|118932	49.3531	ANKRD22|118932	60.0472
ANKRD23|200539	21.0829	ANKRD23|200539	68.5819
ANKRD24|170961	27.3119	ANKRD24|170961	56.9992
ANKRD26|22852	200.7667	ANKRD26|22852	551.0935
ANKRD27|84079	581.2171	ANKRD27|84079	824.2018
ANKRD28|23243	1242.9324	ANKRD28|23243	1456.0695
ANKRD29|147463	141.3512	ANKRD29|147463	247.5044
ANKRD30A|91074	162.4341	ANKRD30A|91074	2036.4246
lowly_expressed	lowly_expressed	ANKRD30B|374860	468.1856
lowly_expressed	lowly_expressed	ANKRD31|256006	5.1817
ANKRD32|84250	137.0388	ANKRD32|84250	239.2746
ANKRD34A|284615	10.5414	ANKRD34A|284615	22.5558
ANKRD35|148741	59.8946	ANKRD35|148741	163.0725
ANKRD36BP1|84832	92.4772	ANKRD36BP1|84832	178.9225
ANKRD36B|57730	25.8745	ANKRD36B|57730	142.3455
ANKRD36|375248	81.9358	ANKRD36|375248	396.2509
ANKRD37|353322	59.0609	ANKRD37|353322	117.8541
ANKRD39|51239	124.5807	ANKRD39|51239	95.1002
ANKRD40|91369	1476.7609	ANKRD40|91369	1513.6783
ANKRD42|338699	220.4121	ANKRD42|338699	392.5932
ANKRD43|134548	547.6761	ANKRD43|134548	37.1866
ANKRD44|91526	57.0196	ANKRD44|91526	104.5493
ANKRD45|339416	6.229	ANKRD45|339416	38.7107
ANKRD46|157567	316.9046	ANKRD46|157567	573.9328
ANKRD49|54851	183.9962	ANKRD49|54851	344.7382
ANKRD50|57182	1470.5319	ANKRD50|57182	2215.6519
ANKRD52|283373	1131.2889	ANKRD52|283373	1607.8641
ANKRD53|79998	16.2913	ANKRD53|79998	20.1174
ANKRD54|129138	572.1131	ANKRD54|129138	323.4017
ANKRD55|79722	17.7288	lowly_expressed	lowly_expressed
ANKRD56|345079	60.8529	ANKRD56|345079	98.1483
ANKRD57|65124	335.8888	ANKRD57|65124	958.9271
ANKRD58|347454	15.333	lowly_expressed	lowly_expressed
ANKRD5|63926	195.9751	ANKRD5|63926	227.9966
ANKRD6|22881	428.0834	ANKRD6|22881	466.7317
ANKRD9|122416	41.6866	ANKRD9|122416	35.9674
ANKS1A|23294	758.505	ANKS1A|23294	1778.5567
ANKS1B|56899	48.873999999999995	ANKS1B|56899	239.8842
ANKS3|124401	194.0585	ANKS3|124401	284.691
ANKS6|203286	249.1615	ANKS6|203286	120.3993
ANKZF1|55139	370.3881	ANKZF1|55139	1030.2522
ANLN|54443	519.885	ANLN|54443	40.8443
ANO10|55129	1160.0383	ANO10|55129	728.7968
ANO1|55107	4331.5764	ANO1|55107	9115.2938
ANO2|57101	9.5831	ANO2|57101	49.6838
ANO3|63982	132.7264	ANO3|63982	10.0587
lowly_expressed	lowly_expressed	ANO4|121601	23.4702
ANO5|203859	236.7034	ANO5|203859	114.6079
ANO6|196527	3095.8313	ANO6|196527	3945.7441
ANO7|50636	35.9368	ANO7|50636	15.85
ANO8|57719	238.1409	ANO8|57719	283.4718
ANO9|338440	80.4983	ANO9|338440	126.4955
ANP32A|8125	2813.1289	ANP32A|8125	2127.5623
ANP32B|10541	1782.942	ANP32B|10541	2517.4122
ANP32E|81611	1005.7499	ANP32E|81611	931.7991
ANPEP|290	1327.264	ANPEP|290	2272.6511
ANTXR1|84168	20820.3162	ANTXR1|84168	4838.5278
ANTXR2|118429	1622.9037	ANTXR2|118429	1833.1174
ANUBL1|93550	149.4969	ANUBL1|93550	414.8442
ANXA11|311	4894.1064	ANXA11|311	2530.2141
ANXA13|312	6.229	ANXA13|312	8.5346
ANXA1|301	4425.9703	ANXA1|301	6645.1269
ANXA2P1|303	91.0398	ANXA2P1|303	35.3578
ANXA2P2|304	6600.8625	ANXA2P2|304	2756.3819
ANXA2P3|305	11.0206	lowly_expressed	lowly_expressed
ANXA2|302	20844.7532	ANXA2|302	8121.9233
ANXA3|306	198.3709	ANXA3|306	1281.4143
ANXA4|307	1729.7556	ANXA4|307	1486.8551
ANXA5|308	10961.6675	ANXA5|308	4958.0126
ANXA6|309	8351.701	ANXA6|309	4534.6338
ANXA7|310	3632.4868	ANXA7|310	2463.7659
ANXA8L2|244	68.9986	ANXA8L2|244	106.0733
ANXA8|653145	239.5783	ANXA8|653145	177.752
ANXA9|8416	627.2161	ANXA9|8416	203.3072
AOAH|313	96.3105	AOAH|313	144.1744
AOC2|314	27.7911	AOC2|314	16.1548
AOC3|8639	1799.2333	AOC3|8639	935.4568
AOX1|316	248.6823	AOX1|316	458.4318
AP1AR|55435	388.5961	AP1AR|55435	781.8334
AP1B1|162	2724.0057	AP1B1|162	2094.3382
AP1G1|164	2383.3253	AP1G1|164	2752.4194
AP1G2|8906	714.0632	AP1G2|8906	1636.1655
AP1M1|8907	1371.3464	AP1M1|8907	680.9419
AP1M2|10053	2247.724	AP1M2|10053	1104.9303
AP1S1|1174	374.2214	AP1S1|1174	411.1865
AP1S2|8905	321.5141	AP1S2|8905	355.1017
AP1S3|130340	142.3095	AP1S3|130340	121.3137
AP2A1|160	2469.5304	AP2A1|160	1429.6457
AP2A2|161	1821.7537	AP2A2|161	1737.1028
AP2B1|163	7965.0216	AP2B1|163	7937.2095
AP2M1|1173	8189.2669	AP2M1|1173	4344.1286
AP2S1|1175	1579.7796	AP2S1|1175	590.7186
AP3B1|8546	2364.6382	AP3B1|8546	1370.7232
AP3B2|8120	21.0829	AP3B2|8120	129.8484
AP3D1|8943	2802.5874	AP3D1|8943	2849.6533
AP3M1|26985	1495.4479999999999	AP3M1|26985	1386.5732
AP3M2|10947	676.5692	AP3M2|10947	546.8262
AP3S1|1176	1132.2472	AP3S1|1176	708.6794
AP3S2|10239	2162.5252	AP3S2|10239	1343.5221
AP4B1|10717	341.0398	AP4B1|10717	371.8906
AP4E1|23431	395.7834	AP4E1|23431	563.5906
AP4M1|9179	308.7446	AP4M1|9179	341.9279
AP4S1|11154	62.2904	AP4S1|11154	101.1964
APAF1|317	375.1797	APAF1|317	764.1545
APBA1|320	164.8299	APBA1|320	362.4171
APBA2|321	218.4954	APBA2|321	81.6886
APBA3|9546	202.6833	APBA3|9546	185.9331
APBB1IP|54518	359.3675	APBB1IP|54518	267.0121
APBB1|322	659.7988	APBB1|322	866.875
APBB2|323	3603.7374	APBB2|323	2986.2074
APBB3|10307	212.2664	APBB3|10307	488.6078
APC2|10297	5.8074	APC2|10297	5.8371
APCDD1L|164284	66.1236	APCDD1L|164284	146.6128
APCDD1|147495	719.2142	APCDD1|147495	737.3314
APC|324	1206.9957	APC|324	1404.8617
APEH|327	1243.8908	APEH|327	1467.6522
APEX1|328	2447.5323	APEX1|328	2552.4651
APEX2|27301	707.7144	APEX2|27301	649.2418
APH1A|51107	5220.4121	APH1A|51107	3446.468
APH1B|83464	540.0096	APH1B|83464	745.5612
API5|8539	2156.6842	API5|8539	2654.2711
APIP|51074	395.3953	APIP|51074	307.64
APITD1|378708	253.3445	APITD1|378708	161.7313
APLF|200558	60.3737	APLF|200558	128.6291
APLNR|187	1793.4835	APLNR|187	546.5214
APLN|8862	96.7897	APLN|8862	267.6217
APLP1|333	119.7892	APLP1|333	46.9405
APLP2|334	10836.1284	APLP2|334	17259.1633
APOA1BP|128240	3899.3771	APOA1BP|128240	803.17
APOB48R|55911	127.4557	APOB48R|55911	181.9706
lowly_expressed	lowly_expressed	APOBEC3A|200315	5.7914
APOBEC3B|9582	86.7274	APOBEC3B|9582	8.2298
APOBEC3C|27350	232.391	APOBEC3C|27350	402.0422
APOBEC3D|140564	79.54	APOBEC3D|140564	131.3724
APOBEC3F|200316	315.7643	APOBEC3F|200316	285.6054
APOBEC3G|60489	382.36699999999996	APOBEC3G|60489	388.6306
APOBEC3H|164668	5.2707	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	17.9837
APOC1|341	1732.1514	APOC1|341	860.1692
APOC2|344	135.6013	APOC2|344	37.7962
APOD|347	5041.6866	APOD|347	20909.8529
APOE|348	3439.8658	APOE|348	4422.4644
APOF|319	6.229	APOF|319	9.4491
APOL1|8542	2481.0733	APOL1|8542	850.7201
APOL2|23780	920.46	APOL2|23780	615.7129
APOL3|80833	667.9444	APOL3|80833	708.6794
APOL4|80832	567.3215	APOL4|80832	651.0706
APOL6|80830	1978.9171	APOL6|80830	1068.0485
APOLD1|81575	684.2357	APOLD1|81575	2050.7506
APOM|55937	21.5621	APOM|55937	45.7213
APOOL|139322	174.41299999999998	APOOL|139322	333.1555
APOO|79135	367.034	APOO|79135	126.8003
APPBP2|10513	1356.0134	APPBP2|10513	1645.3555
APPL1|26060	1130.8098	APPL1|26060	2364.0936
APPL2|55198	1164.3507	APPL2|55198	1960.5273
APP|351	28604.2166	APP|351	38638.4211
APRT|353	1235.7451	APRT|353	921.4356
APTX|54840	351.2218	APTX|54840	468.7952
AQP11|282679	32.5827	AQP11|282679	27.7376
AQP1|358	5833.7326	AQP1|358	9795.8729
AQP3|360	3421.6579	AQP3|360	986.9694
AQP4|361	7.1874	AQP4|361	63.7049
AQP5|362	17.7288	AQP5|362	214.5851
lowly_expressed	lowly_expressed	AQP6|363	8.2298
AQP7P1|375719	12.9372	AQP7P1|375719	58.5232
AQP7|364	138.9554	AQP7|364	53.0367
lowly_expressed	lowly_expressed	AQP9|366	8.2298
AQPEP|206338	17.7288	AQPEP|206338	8.5346
AQR|9716	1033.0618	AQR|9716	1527.0898
ARAF|369	1159.08	ARAF|369	1000.6858
ARAP1|116985	1928.0115	ARAP1|116985	2597.5646
ARAP2|116984	274.0776	ARAP2|116984	369.7325
ARAP3|64411	587.9253	ARAP3|64411	680.637
ARCN1|372	5242.9324	ARCN1|372	4022.8606
lowly_expressed	lowly_expressed	ARC|23237	161.8532
AREG|374	1474.8443	AREG|374	1900.1753
ARF1|375	17549.5927	ARF1|375	5536.5389
ARF3|377	6279.3483	ARF3|377	4559.3233
ARF4|378	6250.5989	ARF4|378	3105.0827
ARF5|381	2100.1437	ARF5|381	1705.3448
ARF6|382	3458.5529	ARF6|382	3152.328
ARFGAP1|55738	1106.3728	ARFGAP1|55738	858.9499
ARFGAP2|84364	1724.4849	ARFGAP2|84364	1870.3039999999999
ARFGAP3|26286	1205.0791	lowly_expressed	lowly_expressed
ARFGEF1|10565	1531.2554	ARFGEF1|10565	2468.0332
ARFGEF2|10564	1425.4911	ARFGEF2|10564	3201.7069
ARFIP1|27236	1143.747	ARFIP1|27236	1123.8284
ARFIP2|23647	2004.3124	ARFIP2|23647	1512.1542
ARFRP1|10139	328.2223	ARFRP1|10139	482.2068
ARG2|384	103.6512	ARG2|384	178.31900000000002
ARGLU1|55082	665.0695	ARGLU1|55082	2919.1496
ARHGAP10|79658	243.4116	ARHGAP10|79658	576.3926
ARHGAP11A|9824	191.1835	ARHGAP11A|9824	81.3838
lowly_expressed	lowly_expressed	ARHGAP11B|89839	6.401
ARHGAP12|94134	734.068	ARHGAP12|94134	1533.1860000000001
ARHGAP15|55843	94.87299999999999	ARHGAP15|55843	58.2184
ARHGAP17|55114	1295.1605	ARHGAP17|55114	1091.2139
ARHGAP18|93663	804.9832	ARHGAP18|93663	755.0103
ARHGAP19|84986	528.0307	ARHGAP19|84986	1940.1052
ARHGAP1|392	6868.7111	ARHGAP1|392	3398.3083
ARHGAP20|57569	207.4748	ARHGAP20|57569	401.1278
ARHGAP21|57584	2300.4312	ARHGAP21|57584	2625.9240000000004
ARHGAP22|58504	64.207	ARHGAP22|58504	40.8443
ARHGAP23|57636	1002.3958	ARHGAP23|57636	883.6394
ARHGAP24|83478	409.1998	ARHGAP24|83478	637.3543
ARHGAP25|9938	251.0781	ARHGAP25|9938	409.3576
ARHGAP26|23092	479.1567	ARHGAP26|23092	1047.9311
ARHGAP27|201176	330.0958	ARHGAP27|201176	470.3101
ARHGAP28|79822	640.1533	ARHGAP28|79822	407.5288
ARHGAP29|9411	932.9181	ARHGAP29|9411	2695.7251
ARHGAP30|257106	296.598	ARHGAP30|257106	367.2941
ARHGAP31|57514	1527.0724	ARHGAP31|57514	1042.4446
ARHGAP32|9743	1069.4777	ARHGAP32|9743	2273.2607
ARHGAP33|115703	146.6219	ARHGAP33|115703	377.3527
lowly_expressed	lowly_expressed	ARHGAP36|158763	26.2135
ARHGAP39|80728	252.0364	ARHGAP39|80728	295.0545
ARHGAP42|143872	222.3287	ARHGAP42|143872	297.4046
ARHGAP4|393	206.5165	ARHGAP4|393	319.4392
ARHGAP5|394	1590.8002	ARHGAP5|394	3537.3009
ARHGAP6|395	136.0805	ARHGAP6|395	210.9274
ARHGAP8|23779	410.3737	ARHGAP8|23779	515.0987
ARHGAP9|64333	102.5395	ARHGAP9|64333	91.7473
ARHGDIA|396	9253.4739	ARHGDIA|396	2546.369
ARHGDIB|397	5036.4159	ARHGDIB|397	2388.1734
ARHGEF10L|55160	689.9856	ARHGEF10L|55160	1138.4592
ARHGEF10|9639	956.3967	ARHGEF10|9639	1080.5456
ARHGEF11|9826	2039.2908	ARHGEF11|9826	1624.9333
ARHGEF12|23365	3767.1299	ARHGEF12|23365	8021.6414
ARHGEF15|22899	522.2808	ARHGEF15|22899	415.7586
ARHGEF16|27237	344.9928	ARHGEF16|27237	334.6796
ARHGEF17|9828	1819.3579	ARHGEF17|9828	2006.5534
ARHGEF18|23370	747.9636	ARHGEF18|23370	883.6394
ARHGEF19|128272	407.7623	ARHGEF19|128272	392.2883
ARHGEF1|9138	1223.287	ARHGEF1|9138	1293.3018
ARHGEF2|9181	1807.379	ARHGEF2|9181	2115.0652
lowly_expressed	lowly_expressed	ARHGEF33|100271715	21.6414
ARHGEF35|445328	202.2041	ARHGEF35|445328	1025.6801
ARHGEF37|389337	197.4126	ARHGEF37|389337	2040.9967
ARHGEF38|54848	30.666	ARHGEF38|54848	115.5224
ARHGEF3|50650	772.4006	ARHGEF3|50650	1646.5747
ARHGEF4|50649	153.8093	ARHGEF4|50649	263.0496
ARHGEF5|7984	211.7873	ARHGEF5|7984	947.954
ARHGEF6|9459	753.7135	ARHGEF6|9459	1984.3024
ARHGEF7|8874	1517.0101	ARHGEF7|8874	1466.7378
ARHGEF9|23229	572.1131	ARHGEF9|23229	743.1228
ARID1A|8289	2656.9238	ARID1A|8289	3951.8403
ARID1B|57492	1784.8586	ARID1B|57492	2989.8651
ARID2|196528	787.2544	ARID2|196528	1307.6278
ARID3A|1820	79.54	ARID3A|1820	38.4059
ARID3B|10620	115.9559	ARID3B|10620	151.7946
ARID4A|5926	473.88599999999997	ARID4A|5926	1379.2578
ARID4B|51742	1371.2602	ARID4B|51742	2559.6129
ARID5A|10865	1212.7456	ARID5A|10865	1493.2561
ARID5B|84159	1667.9444	ARID5B|84159	4930.2751
ARIH1|25820	1848.5865	ARIH1|25820	2084.8891
ARIH2|10425	785.3378	ARIH2|10425	1740.6752
ARL10|285598	48.873999999999995	ARL10|285598	93.5762
ARL11|115761	43.1241	ARL11|115761	65.229
ARL13B|200894	289.4106	ARL13B|200894	367.5989
ARL15|54622	608.0498	ARL15|54622	599.558
ARL16|339231	383.8045	ARL16|339231	414.2346
ARL17A|51326	94.7197	ARL17A|51326	133.692
lowly_expressed	lowly_expressed	ARL17B|641522	7.0167
ARL1|400	3228.5577	ARL1|400	2110.493
ARL2BP|23568	2530.9056	ARL2BP|23568	1133.5823
ARL2|402	1429.3244	ARL2|402	510.2492
ARL3|403	903.6895	ARL3|403	601.9965
ARL4A|10124	553.9051	ARL4A|10124	1003.7339
ARL4C|10123	1591.7585	ARL4C|10123	2169.6258
ARL4D|379	113.5601	ARL4D|379	221.2909
ARL5A|26225	750.8385	ARL5A|26225	895.2221
ARL5B|221079	201.725	ARL5B|221079	333.1555
ARL6IP1|23204	4825.1078	ARL6IP1|23204	3559.5519
ARL6IP4|51329	1001.4375	ARL6IP4|51329	1307.0182
ARL6IP5|10550	3709.631	ARL6IP5|10550	3142.8789
ARL6IP6|151188	192.62099999999998	ARL6IP6|151188	302.6747
ARL6|84100	90.5606	ARL6|84100	94.4906
ARL8A|127829	2076.1859	ARL8A|127829	928.1414
ARL8B|55207	2451.8448	ARL8B|55207	2090.9853
ARL9|132946	8.1457	ARL9|132946	9.4491
ARMC10|83787	642.3143	ARMC10|83787	744.0433
ARMC1|55156	574.988	ARMC1|55156	701.6688
ARMC2|84071	55.103	ARMC2|84071	77.1165
ARMC3|219681	18.6871	ARMC3|219681	10.3635
ARMC4|55130	27.7911	ARMC4|55130	12.802
ARMC5|79798	245.8074	ARMC5|79798	252.6861
ARMC6|93436	545.7595	ARMC6|93436	424.598
ARMC7|79637	460.4696	ARMC7|79637	308.1612
ARMC8|25852	661.7154	ARMC8|25852	776.6517
ARMC9|80210	431.7202	ARMC9|80210	456.6029
ARMCX1|51309	460.4696	ARMCX1|51309	1165.5871
ARMCX2|9823	1265.4528	ARMCX2|9823	1300.3124
ARMCX3|51566	1902.2520000000002	ARMCX3|51566	2138.2306
ARMCX5|64860	290.369	ARMCX5|64860	509.3348
ARMCX6|54470	243.8908	ARMCX6|54470	278.5948
ARNT2|9915	857.2113	ARNT2|9915	531.8906
ARNTL2|56938	34.4993	ARNTL2|56938	35.6626
ARNTL|406	224.2453	ARNTL|406	374.6095
ARNT|405	1799.7125	ARNT|405	2149.8133
ARPC1A|10552	1758.0259	ARPC1A|10552	1649.7142
ARPC1B|10095	2337.8055	ARPC1B|10095	852.7623
ARPC2|10109	5807.8582	ARPC2|10109	2525.9468
ARPC3|10094	4427.8869	ARPC3|10094	1902.6137
ARPC4|10093	3344.9161	ARPC4|10093	1998.0767
ARPC5L|81873	712.0268	ARPC5L|81873	342.9094
ARPC5|10092	4461.4279	ARPC5|10092	2315.3242
ARPM1|84517	38.3325	ARPM1|84517	28.651999999999997
ARPP19|10776	3095.8313	ARPP19|10776	3644.2887
ARRB1|408	270.2444	ARRB1|408	1382.6107
ARRB2|409	645.9032	ARRB2|409	498.9713
ARRDC1|92714	454.2405	ARRDC1|92714	561.1522
ARRDC2|27106	637.7575	ARRDC2|27106	695.8775
ARRDC3|57561	1986.5836	ARRDC3|57561	7837.842
ARRDC4|91947	587.9253	ARRDC4|91947	1102.187
ARSA|410	979.8754	ARSA|410	655.6428
ARSB|411	801.6291	ARSB|411	178.9225
ARSD|414	3721.61	ARSD|414	3911.9104
ARSE|415	124.1016	ARSE|415	92.6617
ARSG|22901	632.0077	ARSG|22901	365.1604
ARSI|340075	436.5117	ARSI|340075	40.8443
ARSJ|79642	217.058	ARSJ|79642	306.6372
ARSK|153642	231.9118	ARSK|153642	314.5622
ART3|419	5.7499	ART3|419	7.6202
lowly_expressed	lowly_expressed	ART4|420	63.0953
ART5|116969	15.333	ART5|116969	40.2347
ARTN|9048	44.0824	lowly_expressed	lowly_expressed
ARV1|64801	723.0474	ARV1|64801	309.0757
ARVCF|421	102.0604	ARVCF|421	571.2109
lowly_expressed	lowly_expressed	ARX|170302	12.4971
AR|367	242.9324	AR|367	1138.1544
AS3MT|57412	601.3416	AS3MT|57412	208.7937
ASAH1|427	3636.3201	ASAH1|427	3511.0874
ASAH2B|653308	12.4581	ASAH2B|653308	7.6202
lowly_expressed	lowly_expressed	ASAH2|56624	7.0106
ASAM|79827	730.2348	ASAM|79827	821.7633
ASAP1|50807	1625.7786	ASAP1|50807	1297.2643
ASAP2|8853	866.7944	ASAP2|8853	1031.4715
ASAP3|55616	1490.6564	ASAP3|55616	844.9288
ASB13|79754	1947.7719	ASB13|79754	927.8366
ASB14|142686	6.229	ASB14|142686	19.2029
ASB16|92591	32.7887	ASB16|92591	17.3741
ASB1|51665	304.9018	ASB1|51665	582.9246
ASB2|51676	22.5204	ASB2|51676	17.0693
ASB3|51130	312.4102	ASB3|51130	491.0463
ASB6|140459	746.7513	ASB6|140459	772.8873
ASB7|140460	545.2803	ASB7|140460	563.8955
ASB8|140461	778.6296	ASB8|140461	856.5115
ASB9|140462	11.4998	ASB9|140462	68.5819
ASCC1|51008	478.6775	ASCC1|51008	408.1384
ASCC2|84164	1373.2631	ASCC2|84164	1065.61
ASCC3|10973	1220.8912	ASCC3|10973	1329.2692
ASCL2|430	20.1246	ASCL2|430	11.8875
ASF1A|25842	348.8261	ASF1A|25842	426.1221
ASF1B|55723	322.4724	ASF1B|55723	36.577
ASGR1|432	7.6665	ASGR1|432	11.8875
ASGR2|433	13.8955	ASGR2|433	5.1817
ASH1L|55870	2818.323	ASH1L|55870	4885.5628
ASH2L|9070	1138.4763	ASH2L|9070	1146.9938
ASL|435	287.494	ASL|435	345.9575
ASMTL|8623	661.7154	ASMTL|8623	718.7381
ASNA1|439	1629.1327	ASNA1|439	845.8432
ASNSD1|54529	1139.9138	ASNSD1|54529	1047.0167
ASNS|440	320.5558	ASNS|440	380.096
ASPA|443	19.1663	ASPA|443	27.7376
ASPHD1|253982	15.8122	ASPHD1|253982	30.176
ASPHD2|57168	209.8706	ASPHD2|57168	42.3684
ASPH|444	3891.5429	ASPH|444	5622.1596
ASPM|259266	203.1624	ASPM|259266	19.8125
ASPN|54829	20507.4269	ASPN|54829	666.6159
ASPRV1|151516	37.6378	ASPRV1|151516	102.6198
ASPSCR1|79058	475.3234	ASPSCR1|79058	231.9592
ASRGL1|80150	387.1586	ASRGL1|80150	76.5069
ASS1|445	1399.1375	ASS1|445	610.5311
ASTE1|28990	222.0508	ASTE1|28990	313.7179
ASTN1|460	63.7278	ASTN1|460	411.4913
ASTN2|23245	186.8711	ASTN2|23245	550.7887
ASXL1|171023	1307.6186	ASXL1|171023	2440.2957
ASXL2|55252	484.4274	ASXL2|55252	1163.4535
ASXL3|80816	15.8122	ASXL3|80816	31.7001
