gene_id	TCGA-BH-A0BW-01A-11R-A115-07	gene_id	TCGA-BH-A0BW-11A-12R-A115-07
LY6K|54742	504.4215	LY6K|54742	14.2263
LY75|4065	4627.4797	LY75|4065	2305.9488
LY86|9450	172.0707	LY86|9450	323.7554
LY96|23643	148.8578	LY96|23643	155.6268
LY9|4063	22.4761	LY9|4063	367.2964
LYAR|55646	339.3515	LYAR|55646	314.7023
LYG1|129530	8.1061	LYG1|129530	19.8306
LYL1|4066	49.3736	LYL1|4066	143.556
LYNX1|66004	1507.7377	LYNX1|66004	455.2406
LYN|4067	3084.3773	LYN|4067	2164.5484
LYPD1|116372	58.9167	LYPD1|116372	21.3265
LYPD3|27076	289.241	LYPD3|27076	454.3784
LYPD5|284348	404.2004	LYPD5|284348	78.8911
LYPD6B|130576	79.5873	LYPD6B|130576	60.3539
LYPD6|130574	21.3707	LYPD6|130574	121.5699
LYPLA1|10434	1660.6485	LYPLA1|10434	1192.8511
LYPLA2P1|653639	50.479	LYPLA2P1|653639	49.5764
LYPLA2|11313	720.7074	LYPLA2|11313	864.3536
LYPLAL1|127018	427.4134	LYPLAL1|127018	350.9146
LYRM1|57149	381.7244	LYRM1|57149	437.5655
LYRM2|57226	623.1614	LYRM2|57226	1055.3693
LYRM4|57128	143.6993	LYRM4|57128	287.112
LYRM5|144363	207.8113	LYRM5|144363	302.2004
LYRM7|90624	298.4525	LYRM7|90624	591.899
LYSMD1|388695	362.9329	LYSMD1|388695	234.0868
LYSMD2|256586	618.6441	LYSMD2|256586	262.1082
LYSMD3|116068	687.5461	LYSMD3|116068	753.5611
LYSMD4|145748	91.927	LYSMD4|145748	198.6634
LYST|1130	1341.5623	LYST|1130	1833.8954
LYVE1|10894	24.6868	LYVE1|10894	466.0181
LYZ|4069	4729.9189	LYZ|4069	9802.7614
LZIC|84328	436.9934	LZIC|84328	337.9817
LZTFL1|54585	258.2903	LZTFL1|54585	576.8105
LZTR1|8216	867.7229	LZTR1|8216	938.2354
LZTS1|11178	72.2181	LZTS1|11178	532.8384
LZTS2|84445	662.4908	LZTS2|84445	1233.3744
M6PR|4074	2586.6691	M6PR|4074	3841.3038
lowly_expressed	lowly_expressed	MAB21L1|4081	73.2868
MACC1|346389	472.3655	MACC1|346389	791.929
MACF1|23499	10571.4812	MACF1|23499	11099.0763
MACROD1|28992	84.7458	MACROD1|28992	75.4423
MACROD2|140733	18.423	MACROD2|140733	193.9946
MAD1L1|8379	195.2837	MAD1L1|8379	384.1093
MAD2L1BP|9587	411.9381	MAD2L1BP|9587	325.4798
MAD2L1|4085	1245.7627	MAD2L1|4085	260.8149
MAD2L2|10459	317.6124	MAD2L2|10459	358.6744
MADD|8567	1292.9256	MADD|8567	1633.4343
MAEA|10296	1241.3412	MAEA|10296	980.3193
MAEL|84944	3453.2056	lowly_expressed	lowly_expressed
MAF1|84232	1871.4075	MAF1|84232	1568.3384
MAFB|9935	1382.8298	MAFB|9935	1897.6979999999999
MAFF|23764	243.55200000000002	MAFF|23764	655.7017
MAFG|4097	927.4134	MAFG|4097	868.2335
MAFK|7975	241.64700000000002	MAFK|7975	609.7982
MAF|4094	389.462	MAF|4094	1711.0321
MAGEA10|4109	385.409	lowly_expressed	lowly_expressed
MAGEA11|4110	18.0545	lowly_expressed	lowly_expressed
MAGEA12|4111	857.7745	lowly_expressed	lowly_expressed
MAGEA1|4100	11.7907	lowly_expressed	lowly_expressed
MAGEA2|4101	969.4178	lowly_expressed	lowly_expressed
MAGEA3|4102	1631.1717	MAGEA3|4102	9.9153
MAGEA4|4103	2772.2918	lowly_expressed	lowly_expressed
MAGEA5|4104	46.4259	lowly_expressed	lowly_expressed
MAGEA6|4105	2218.4967	MAGEA6|4105	67.2515
MAGEA8|4107	58.2167	lowly_expressed	lowly_expressed
MAGEA9B|728269	61.9013	lowly_expressed	lowly_expressed
MAGEB10|139422	16.9492	lowly_expressed	lowly_expressed
MAGEB16|139604	26.8976	lowly_expressed	lowly_expressed
MAGEB1|4112	24.3183	lowly_expressed	lowly_expressed
MAGEB2|4113	169.86	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MAGEB4|4115	5.6043
MAGEC1|9947	100.2211	lowly_expressed	lowly_expressed
MAGEC2|51438	768.9757	MAGEC2|51438	6.0354
MAGED1|9500	7387.2513	MAGED1|9500	3115.9840000000004
MAGED2|10916	2561.5328	MAGED2|10916	2861.6355
MAGED4B|81557	31.6986	MAGED4B|81557	335.9814
MAGED4|728239	10.3058	MAGED4|728239	100.72200000000001
MAGEE1|57692	120.8548	MAGEE1|57692	174.5951
MAGEF1|64110	1380.9875	MAGEF1|64110	783.7381
MAGEH1|28986	159.5431	MAGEH1|28986	443.1698
lowly_expressed	lowly_expressed	MAGEL2|54551	12.5019
MAGI1|9223	691.2307	MAGI1|9223	1113.96
MAGI2|9863	195.6522	MAGI2|9863	184.0793
MAGI3|260425	990.0516	MAGI3|260425	712.6067
MAGIX|79917	78.4819	MAGIX|79917	18.1062
MAGOHB|55110	258.6588	MAGOHB|55110	218.9983
MAGOH|4116	418.5704	MAGOH|4116	361.6921
MAGT1|84061	3386.1459	MAGT1|84061	2503.8233
MAK16|84549	788.9315	MAK16|84549	604.9656
MAK|4117	5.5269	MAK|4117	11.6397
MAL2|114569	14210.3906	MAL2|114569	2092.9859
MALAT1|378938	2012.5645	MALAT1|378938	4373.7499
MALL|7851	1030.9506	MALL|7851	895.3927
MALT1|10892	582.1665	MALT1|10892	1021.7048
lowly_expressed	lowly_expressed	MAL|4118	106.9126
MAMDC2|256691	43.0619	MAMDC2|256691	459.5214
MAMDC4|158056	8.843	MAMDC4|158056	39.23
MAML1|9794	1138.4156	MAML1|9794	1583.3018
MAML2|84441	1415.2542	MAML2|84441	1254.0672
MAML3|55534	248.3419	MAML3|55534	333.6707
MAMLD1|10046	205.6006	MAMLD1|10046	288.8364
MAMSTR|284358	9.58	MAMSTR|284358	15.0885
MAN1A1|4121	797.3471	MAN1A1|4121	2271.4609
MAN1A2|10905	2490.0516	MAN1A2|10905	1202.7664
MAN1B1|11253	3873.6183	MAN1B1|11253	1512.2955
MAN1C1|57134	65.2174	MAN1C1|57134	353.0701
MAN2A1|4124	918.5704	MAN2A1|4124	882.0287
MAN2A2|4122	1403.4635	MAN2A2|4122	1292.8661
MAN2B1|4125	1792.9256	MAN2B1|4125	2540.0356
MAN2B2|23324	1628.9609	MAN2B2|23324	1338.5626
MAN2C1|4123	578.4819	MAN2C1|4123	935.916
MANBAL|63905	660.6485	MANBAL|63905	682.4298
MANBA|4126	3185.3353	MANBA|4126	957.0399
MANEAL|149175	1154.7531	MANEAL|149175	187.5281
MANEA|79694	570.0074	MANEA|79694	619.0582
MANF|7873	1599.1157	MANF|7873	957.0399
MANSC1|54682	983.4193	MANSC1|54682	1002.3053
MAOA|4128	73.692	MAOA|4128	516.4567
MAOB|4129	2757.9219	MAOB|4129	2332.2459
MAP1A|4130	222.5497	MAP1A|4130	799.2576
MAP1B|4131	5630.0663	MAP1B|4131	2176.6191
MAP1D|254042	58.9536	MAP1D|254042	59.4917
MAP1LC3A|84557	336.4038	MAP1LC3A|84557	222.4471
MAP1LC3B2|643246	303.9794	MAP1LC3B2|643246	181.0616
MAP1LC3B|81631	1897.9366	MAP1LC3B|81631	1814.4959
MAP1LC3C|440738	7.0007	MAP1LC3C|440738	43.541000000000004
MAP1S|55201	408.62199999999996	MAP1S|55201	538.8738
MAP2K1|5604	2636.9749	MAP2K1|5604	1139.3948
MAP2K2|5605	887.6197	MAP2K2|5605	1179.0559
MAP2K3|5606	815.7701	MAP2K3|5606	1163.1052
MAP2K4|6416	512.5276	MAP2K4|6416	943.2447
MAP2K5|5607	261.238	MAP2K5|5607	295.3029
MAP2K6|5608	126.0133	MAP2K6|5608	256.5039
MAP2K7|5609	323.1393	MAP2K7|5609	744.077
MAP2|4133	2119.0125	MAP2|4133	519.4744
MAP3K10|4294	156.9639	MAP3K10|4294	130.623
MAP3K11|4296	1583.2719	MAP3K11|4296	1228.6323
MAP3K12|7786	63.762	MAP3K12|7786	273.6703
MAP3K13|9175	175.3943	MAP3K13|9175	129.3944
MAP3K14|9020	517.6861	MAP3K14|9020	1118.702
MAP3K1|4214	1188.6514	MAP3K1|4214	2577.1101
MAP3K2|10746	2382.8298	MAP3K2|10746	991.5278
MAP3K3|4215	1062.395	MAP3K3|4215	1209.0432
MAP3K4|4216	411.2012	MAP3K4|4216	1043.2597
MAP3K5|4217	736.1828	MAP3K5|4217	909.1879
MAP3K6|9064	870.3021	MAP3K6|9064	622.0759
MAP3K7|6885	582.535	MAP3K7|6885	1038.5176
MAP3K8|1326	173.91299999999998	MAP3K8|1326	863.0603
MAP3K9|4293	110.1695	MAP3K9|4293	135.3651
MAP4K1|11184	158.4377	MAP4K1|11184	725.9708
MAP4K2|5871	477.1555	MAP4K2|5871	498.7816
MAP4K3|8491	1225.4974	MAP4K3|8491	835.9011
MAP4K4|9448	3532.4245	MAP4K4|9448	3691.9323
MAP4K5|11183	767.1334	MAP4K5|11183	1445.9062
MAP4|4134	5680.5453	MAP4|4134	6322.9298
MAP6D1|79929	14.3699	MAP6D1|79929	53.0252
MAP6|4135	244.6573	MAP6|4135	129.3297
MAP7D1|55700	2515.8438	MAP7D1|55700	1742.0713
MAP7D2|256714	176.8607	MAP7D2|256714	20.2617
MAP7D3|79649	92.4834	MAP7D3|79649	317.72
MAP7|9053	708.9167	MAP7|9053	799.2576
MAP9|79884	1323.5077	MAP9|79884	601.3832
MAPK10|5602	531.6875	MAPK10|5602	156.9201
MAPK11|5600	534.6352	MAPK11|5600	309.098
MAPK12|6300	154.6979	MAPK12|6300	97.9198
MAPK13|5603	1296.2417	MAPK13|5603	594.4856
MAPK14|1432	2295.1363	MAPK14|1432	1629.9855
MAPK15|225689	17.6861	MAPK15|225689	60.785
MAPK1IP1L|93487	1189.3884	MAPK1IP1L|93487	2141.269
MAPK1|5594	4544.5836	MAPK1|5594	3766.9435
MAPK3|5595	1551.5844	MAPK3|5595	1101.8892
lowly_expressed	lowly_expressed	MAPK4|5596	162.9554
MAPK6|5597	2880.9875	MAPK6|5597	1254.4982
MAPK7|5598	197.3729	MAPK7|5598	272.3425
MAPK8IP1|9479	199.7052	MAPK8IP1|9479	174.16400000000002
MAPK8IP2|23542	613.4856	MAPK8IP2|23542	75.0112
MAPK8IP3|23162	489.6831	MAPK8IP3|23162	1135.0838
MAPK8|5599	280.3979	MAPK8|5599	330.653
MAPK9|5601	1286.2933	MAPK9|5601	891.5128
MAPKAP1|79109	1746.4996	MAPKAP1|79109	1623.519
MAPKAPK2|9261	2609.4326	MAPKAPK2|9261	3155.6451
MAPKAPK3|7867	369.9337	MAPKAPK3|7867	815.2083
MAPKAPK5|8550	691.3338	MAPKAPK5|8550	487.78
MAPKBP1|23005	421.1496	MAPKBP1|23005	813.4839
MAPKSP1|8649	1138.1724	MAPKSP1|8649	964.7997
MAPRE1|22919	4400.1474	MAPRE1|22919	2959.0639
MAPRE2|10982	852.2476	MAPRE2|10982	1279.0709
MAPRE3|22924	844.5099	MAPRE3|22924	271.1613
MAPT|4137	6.6323	MAPT|4137	219.4294
MARCH1|55016	269.7126	MARCH1|55016	236.6734
MARCH2|51257	257.5534	MARCH2|51257	406.9575
MARCH3|115123	55.6374	MARCH3|115123	102.6016
MARCH4|57574	5.5269	lowly_expressed	lowly_expressed
MARCH5|54708	900.5158	MARCH5|54708	1010.0651
MARCH6|10299	2813.1909	MARCH6|10299	2654.708
MARCH7|64844	2705.969	MARCH7|64844	2272.3231
MARCH8|220972	239.8674	MARCH8|220972	420.3216
MARCH9|92979	95.4311	MARCH9|92979	290.5608
MARCKSL1|65108	7963.8909	MARCKSL1|65108	5265.0128
MARCKS|4082	5246.4996	MARCKS|4082	5793.9713
MARCO|8685	219.9705	MARCO|8685	160.3688
MARK1|4139	436.9934	MARK1|4139	257.7972
MARK2|2011	3266.028	MARK2|2011	1586.8756
MARK3|4140	830.8769	MARK3|4140	1157.501
MARK4|57787	689.3884	MARK4|57787	577.6727
MARS2|92935	199.3368	MARS2|92935	332.3774
MARS|4141	1458.8541	MARS|4141	1753.8058
MARVELD1|83742	603.2903	MARVELD1|83742	700.855
MARVELD2|153562	524.6868	MARVELD2|153562	261.246
MARVELD3|91862	676.5844	MARVELD3|91862	175.3797
lowly_expressed	lowly_expressed	MAS1L|116511	7.3287
MASP1|5648	16.9492	MASP1|5648	87.08200000000001
MASP2|10747	11.4223	MASP2|10747	40.0922
lowly_expressed	lowly_expressed	MAST1|22983	6.0354
MAST2|23139	1265.6595	MAST2|23139	1167.4162
MAST3|23031	169.1231	MAST3|23031	719.0732
MAST4|375449	358.14300000000003	MAST4|375449	707.8646
MASTL|84930	793.294	MASTL|84930	265.9881
MAT1A|4143	230.2874	MAT1A|4143	13.3641
MAT2A|4144	2632.6455	MAT2A|4144	5222.3339
MAT2B|27430	1289.9779	MAT2B|27430	1957.6208
MATK|4145	36.1091	MATK|4145	121.1388
MATN2|4147	831.6139	MATN2|4147	2987.5164
MATN3|4148	37.9514	MATN3|4148	52.163000000000004
MATN4|8785	8.843	MATN4|8785	26.296999999999997
MATR3|9782	7485.0184	MATR3|9782	8447.4205
MAVS|57506	1248.7104	MAVS|57506	2994.414
MAX|4149	1036.1091	MAX|4149	1370.4639
MAZ|4150	2582.2771	MAZ|4150	2337.5096
MBD1|4152	561.5328	MBD1|4152	1070.8501
MBD2|8932	1274.1341	MBD2|8932	1748.5378
MBD3|53615	590.6411	MBD3|53615	981.1814
MBD4|8930	1026.5291	MBD4|8930	1089.3873
MBD5|55777	538.6883	MBD5|55777	419.0283
MBD6|114785	610.9064	MBD6|114785	1285.1063
MBIP|51562	196.7576	MBIP|51562	326.7731
lowly_expressed	lowly_expressed	MBL1P|8512	8.622
MBLAC1|255374	12.1592	MBLAC1|255374	16.8129
MBLAC2|153364	134.4878	MBLAC2|153364	331.5152
MBNL1|4154	4920.2063	MBNL1|4154	6766.0393
MBNL2|10150	2142.9624	MBNL2|10150	2712.0442
MBNL3|55796	151.437	MBNL3|55796	153.9024
MBOAT1|154141	1413.4119	MBOAT1|154141	787.1869
MBOAT2|129642	3020.2653	MBOAT2|129642	301.3382
MBOAT4|619373	9.9484	MBOAT4|619373	6.0354
MBOAT7|79143	990.7885	MBOAT7|79143	718.211
MBP|4155	865.1437	MBP|4155	1866.2278
MBTD1|54799	474.2078	MBTD1|54799	1092.405
MBTPS1|8720	6228.0766	MBTPS1|8720	3087.1003
MBTPS2|51360	1189.8158	MBTPS2|51360	556.5446
MB|4151	256.448	MB|4151	143.556
MC1R|4157	145.3169	MC1R|4157	109.525
lowly_expressed	lowly_expressed	MC4R|4160	7.3287
MCAM|4162	7523.5814	MCAM|4162	3596.2283
MCART1|92014	167.6492	MCART1|92014	175.8884
lowly_expressed	lowly_expressed	MCART2|147407	6.0354
MCART6|401612	12.1592	MCART6|401612	67.6826
MCAT|27349	161.0169	MCAT|27349	189.6836
MCCC1|56922	697.8629	MCCC1|56922	618.196
MCCC2|64087	1812.0855	MCCC2|64087	1988.6599
MCC|4163	1185.7038	MCC|4163	1438.1464
MCEE|84693	179.0715	MCEE|84693	125.0187
MCF2L2|23101	19.5542	MCF2L2|23101	27.1592
MCF2L|23263	302.9256	MCF2L|23263	660.0127
MCFD2|90411	6470.3132	MCFD2|90411	2692.7525
MCHR1|2847	5.689	MCHR1|2847	23.8355
MCL1|4170	10521.7391	MCL1|4170	19712.8665
MCM10|55388	420.0442	MCM10|55388	146.1426
MCM2|4171	1680.1769	MCM2|4171	889.7884
MCM3APAS|114044	10.8475	MCM3APAS|114044	47.3174
MCM3AP|8888	1515.3132	MCM3AP|8888	2514.2732
MCM3|4172	2640.7517	MCM3|4172	2028.3211
MCM4|4173	2304.3478	MCM4|4173	1288.5551
MCM5|4174	759.7642	MCM5|4174	1193.7133
MCM6|4175	2400.5158	MCM6|4175	1236.8232
MCM7|4176	2232.0892	MCM7|4176	2115.7695
MCM8|84515	478.2609	MCM8|84515	260.8149
MCM9|254394	65.2174	MCM9|254394	114.6723
MCOLN1|57192	178.3346	MCOLN1|57192	314.2712
MCOLN2|255231	152.1739	MCOLN2|255231	206.0653
MCOLN3|55283	151.0685	MCOLN3|55283	152.178
MCPH1|79648	309.8526	MCPH1|79648	616.1526
MCRS1|10445	440.3095	MCRS1|10445	740.6282
MCTP1|79772	216.2859	MCTP1|79772	331.9463
MCTP2|55784	413.7804	MCTP2|55784	429.3747
MCTS1|28985	1144.0678	MCTS1|28985	922.552
MDC1|9656	2054.9005	MDC1|9656	1205.353
MDFIC|29969	1846.3522	MDFIC|29969	1701.9791
MDFI|4188	267.5018	MDFI|4188	412.1307
MDGA1|266727	15.8438	MDGA1|266727	45.2654
MDGA2|161357	126.3817	lowly_expressed	lowly_expressed
MDH1B|130752	48.2682	MDH1B|130752	49.5764
MDH1|4190	4269.7126	MDH1|4190	2000.2996
MDH2|4191	2721.4444	MDH2|4191	2347.7655
MDK|4192	2382.4613	MDK|4192	1760.1774
MDM1|56890	464.9963	MDM1|56890	397.0422
MDM2|4193	5022.1076	MDM2|4193	2077.0352
MDM4|4194	1106.8534	MDM4|4194	1857.6058
MDN1|23195	945.8364	MDN1|23195	2616.7713
MDP1|145553	73.4709	MDP1|145553	129.6013
lowly_expressed	lowly_expressed	MDS2|259283	5.1732
ME1|4199	617.5387	ME1|4199	202.1855
ME2|4200	1176.4923	ME2|4200	861.3359
ME3|10873	252.395	ME3|10873	303.9248
MEA1|4201	921.857	MEA1|4201	646.183
MEAF6|64769	1029.8452	MEAF6|64769	1176.4693
MECOM|2122	741.3412	MECOM|2122	489.7285
MECP2|4204	1085.1142	MECP2|4204	1963.2251
MECR|51102	191.9676	MECR|51102	294.4407
MED10|84246	280.3979	MED10|84246	320.7377
MED11|400569	112.0118	MED11|400569	190.5458
MED12L|116931	15.4753	MED12L|116931	37.9367
MED12|9968	523.9499	MED12|9968	1617.0526
MED13L|23389	5861.8276	MED13L|23389	4188.1273
MED13|9969	6241.7097	MED13|9969	3125.8992
MED14|9282	3084.3552	MED14|9282	1543.3346
MED15|51586	2203.0214	MED15|51586	1702.4102
MED16|10025	564.4805	MED16|10025	768.2185
MED17|9440	834.5615	MED17|9440	775.1161
MED18|54797	328.6662	MED18|54797	334.964
MED19|219541	174.65	MED19|219541	164.2487
MED1|5469	3214.0752	MED1|5469	2123.5939
MED20|9477	528.7399	MED20|9477	529.3896
MED21|9412	344.8784	MED21|9412	462.5693
MED22|6837	648.1209	MED22|6837	778.5649
MED23|9439	812.8224	MED23|9439	1344.598
MED24|9862	2102.8003	MED24|9862	1743.3646
MED25|81857	572.0228	MED25|81857	520.3366
MED26|9441	135.9617	MED26|9441	228.0514
MED27|9442	298.4525	MED27|9442	206.9275
MED28|80306	465.7332	MED28|80306	647.5108
MED29|55588	1347.8261	MED29|55588	1212.2505
MED30|90390	490.7885	MED30|90390	167.2664
MED31|51003	69.5615	MED31|51003	123.9108
MED4|29079	701.5475	MED4|29079	832.0212
MED6|10001	256.448	MED6|10001	357.8122
MED7|9443	120.4864	MED7|9443	217.705
MED8|112950	623.434	MED8|112950	531.9762
MED9|55090	205.6006	MED9|55090	357.3811
MEF2A|4205	2632.8335	MEF2A|4205	1993.9064
MEF2B|100271849	19.0862	MEF2B|100271849	133.6235
MEF2C|4208	615.6964	MEF2C|4208	1989.0910000000001
MEF2D|4209	1232.4982	MEF2D|4209	1653.2649
MEFV|4210	36.4775	MEFV|4210	11.6397
MEG3|55384	19.8968	MEG3|55384	268.5747
MEGF10|84466	217.7598	MEGF10|84466	95.704
lowly_expressed	lowly_expressed	MEGF11|84465	12.5019
MEGF6|1953	362.9329	MEGF6|1953	809.6039999999999
MEGF8|1954	570.0074	MEGF8|1954	1241.5653
MEGF9|1955	808.4009	MEGF9|1955	1060.5037
MEI1|150365	57.1113	MEI1|150365	225.8959
MEIS1|4211	178.3346	MEIS1|4211	218.1361
MEIS2|4212	164.3331	MEIS2|4212	342.2926
MEIS3P1|4213	101.3265	MEIS3P1|4213	419.4594
MEIS3|56917	46.4259	MEIS3|56917	221.1538
MELK|9833	278.5556	MELK|9833	178.0439
MEMO1|51072	509.9484	MEMO1|51072	395.2445
MEN1|4221	630.8032	MEN1|4221	748.388
MEOX1|4222	17.3176	MEOX1|4222	308.6669
MEOX2|4223	7.7377	MEOX2|4223	276.3345
lowly_expressed	lowly_expressed	MEP1A|4224	9.0531
MEPCE|56257	938.8357	MEPCE|56257	1198.8865
MERTK|10461	400.1474	MERTK|10461	392.3001
MESDC1|59274	517.3176	MESDC1|59274	442.7387
MESDC2|23184	1836.4038	MESDC2|23184	1184.6602
MESP1|55897	66.3228	MESP1|55897	40.5233
MESP2|145873	44.5836	MESP2|145873	9.4842
lowly_expressed	lowly_expressed	MESTIT1|317751	12.933
MEST|4232	27.6345	MEST|4232	1967.9672
METAP1|23173	2272.6603	METAP1|23173	1238.1165
METAP2|10988	2003.3161	METAP2|10988	1731.2938
METRNL|284207	177.5976	METRNL|284207	256.0728
METRN|79006	107.2218	METRN|79006	27.1592
METT10D|79066	616.4333	METT10D|79066	976.8705
METT11D1|64745	303.2424	METT11D1|64745	600.9521
METT5D1|196074	470.5232	METT5D1|196074	335.8262
METTL10|399818	166.9049	METTL10|399818	312.0036
METTL11A|28989	167.8298	METTL11A|28989	211.3592
METTL12|751071	33.6293	METTL12|751071	69.4975
METTL13|51603	885.409	METTL13|51603	911.7745
METTL14|57721	995.9469	METTL14|57721	425.0637
METTL1|4234	204.1268	METTL1|4234	293.5785
METTL2A|339175	445.4679	METTL2A|339175	349.1902
METTL2B|55798	178.703	METTL2B|55798	290.5608
METTL3|56339	236.6839	METTL3|56339	780.6902
METTL4|64863	478.2609	METTL4|64863	289.2675
METTL5|29081	483.8099	METTL5|29081	363.0932
METTL6|131965	186.4407	METTL6|131965	260.8149
METTL7A|25840	1210.759	METTL7A|25840	2596.9407
METTL7B|196410	26.5291	METTL7B|196410	11.6397
METTL8|79828	323.8762	METTL8|79828	494.0395
METTL9|51108	1967.944	METTL9|51108	1844.6729
MET|4233	6038.3198	MET|4233	2078.3285
MEX3A|92312	272.6603	MEX3A|92312	1341.5803
MEX3B|84206	61.5328	MEX3B|84206	154.3335
MEX3C|51320	1037.2144	MEX3C|51320	1832.171
MEX3D|399664	135.5932	MEX3D|399664	245.2954
MFAP1|4236	626.0133	MFAP1|4236	785.0314
MFAP2|4237	203.7583	MFAP2|4237	253.4862
MFAP3L|9848	914.5173	MFAP3L|9848	279.3522
MFAP3|4238	978.2609	MFAP3|4238	1196.2999
MFAP4|4239	178.3346	MFAP4|4239	2786.6243
MFAP5|8076	279.661	MFAP5|8076	1194.5755
MFF|56947	1259.0273	MFF|56947	960.9198
MFGE8|4240	2955.0479	MFGE8|4240	3654.8578
MFHAS1|9258	375.829	MFHAS1|9258	522.4921
MFI2|4241	4194.9153	MFI2|4241	688.4652
MFN1|55669	1287.3987	MFN1|55669	987.6479
MFN2|9927	3589.5357	MFN2|9927	2214.5558
MFNG|4242	125.6448	MFNG|4242	618.1098
MFRP|83552	224.7605	MFRP|83552	215.5495
MFSD10|10227	1329.0346	MFSD10|10227	727.6952
MFSD11|79157	1149.58	MFSD11|79157	476.3257
MFSD1|64747	1867.3545	MFSD1|64747	2324.055
MFSD2A|84879	201.1791	MFSD2A|84879	106.9126
MFSD2B|388931	24.6868	MFSD2B|388931	15.9507
MFSD3|113655	214.0752	MFSD3|113655	109.9303
MFSD4|148808	384.3036	MFSD4|148808	382.816
MFSD5|84975	437.3618	MFSD5|84975	464.2937
MFSD6L|162387	9.58	MFSD6L|162387	18.9684
MFSD6|54842	3212.9698	MFSD6|54842	1521.7797
MFSD7|84179	37.2144	MFSD7|84179	90.17299999999999
MFSD8|256471	461.6802	MFSD8|256471	421.1838
MFSD9|84804	155.1216	MFSD9|84804	169.85299999999998
MGAM|8972	7.7377	MGAM|8972	137.9517
MGAT1|4245	2374.3552	MGAT1|4245	3314.2895
MGAT2|4247	702.6529	MGAT2|4247	890.6506
MGAT3|4248	561.1643	MGAT3|4248	553.9623
MGAT4A|11320	1735.8143	MGAT4A|11320	1877.4364
MGAT4B|11282	1236.1828	MGAT4B|11282	1107.8513
MGAT4C|25834	21.7391	MGAT4C|25834	107.3437
MGAT5B|146664	407.5166	MGAT5B|146664	6.8976
MGAT5|4249	640.7517	MGAT5|4249	498.3505
MGA|23269	1753.1319	MGA|23269	1962.3629
MGC12916|84815	16.9492	MGC12916|84815	39.23
MGC12982|84793	49.7421	MGC12982|84793	27.1592
MGC14436|84983	6.6323	lowly_expressed	lowly_expressed
MGC16121|84848	7.0007	MGC16121|84848	14.2263
MGC16142|84849	16.5807	MGC16142|84849	16.3818
MGC16275|85001	35.0037	MGC16275|85001	46.9898
MGC16384|114130	15.1069	MGC16384|114130	19.3995
MGC16703|113691	5.4348	MGC16703|113691	6.6691
MGC21881|389741	56.3744	MGC21881|389741	126.7431
MGC23270|196872	5.8954	MGC23270|196872	10.3464
MGC23284|197187	33.1614	MGC23284|197187	36.6434
MGC2752|65996	465.3648	MGC2752|65996	594.4856
MGC2889|84789	16.5807	lowly_expressed	lowly_expressed
MGC29506|51237	290.3464	MGC29506|51237	1430.3867
MGC3771|81854	7.664	MGC3771|81854	10.6525
MGC42105|167359	28.3714	MGC42105|167359	10.7775
MGC45800|90768	7.3692	MGC45800|90768	7.3287
MGC57346|401884	199.8047	MGC57346|401884	276.7656
MGC70857|414919	421.5181	MGC70857|414919	287.9742
MGC72080|389538	130.0774	MGC72080|389538	59.1683
MGC87042|256227	32.4245	MGC87042|256227	31.9013
MGEA5|10724	1789.9779	MGEA5|10724	4963.6745
MGLL|11343	249.8158	MGLL|11343	1917.0975
MGMT|4255	124.9079	MGMT|4255	217.705
MGP|4256	14221.8128	MGP|4256	54807.3472
MGRN1|23295	1742.4466	MGRN1|23295	1369.6017
MGST1|4257	2107.2218	MGST1|4257	1216.5615
MGST2|4258	423.7288	MGST2|4258	467.7425
MGST3|4259	1658.4377	MGST3|4259	1036.3621
MIA3|375056	2004.79	MIA3|375056	2193.4320000000002
MIAT|440823	336.3228	MIAT|440823	1460.1325
MIA|8190	2288.9278	MIA|8190	423.6281
MIB1|57534	3094.3257	MIB1|57534	2434.4164
MIB2|142678	316.1385	MIB2|142678	243.1399
MICAL1|64780	463.8909	MICAL1|64780	1416.1604
MICAL2|9645	1393.8836	MICAL2|9645	1057.0549
MICAL3|57553	1726.9713	MICAL3|57553	1795.5276
MICALCL|84953	23.9499	MICALCL|84953	40.5233
MICALL1|85377	1209.2852	MICALL1|85377	1068.2635
MICALL2|79778	417.465	MICALL2|79778	463.4315
MICA|4276	268.9757	MICA|4276	259.9527
MICB|4277	404.2004	MICB|4277	198.3056
MID1IP1|58526	638.9094	MID1IP1|58526	416.0106
MID1|4281	1113.3751	MID1|4281	1126.0307
MID2|11043	564.8489	MID2|11043	619.9204
MIDN|90007	707.0744	MIDN|90007	1306.6612
MIER1|57708	1567.4282	MIER1|57708	1432.9733
MIER2|54531	180.5453	MIER2|54531	349.6213
MIER3|166968	633.7509	MIER3|166968	713.0378
MIF4GD|57409	428.4451	MIF4GD|57409	358.6313
MIF|4282	1596.2196	MIF|4282	866.7721
