gene_id	TCGA-BH-A1FD-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FD-11B-21R-A13Q-07
lowly_expressed	lowly_expressed	MMP27|64066	5.13
MMP28|79148	19.1415	MMP28|79148	404.5828
MMP2|4313	12847.4478	MMP2|4313	9291.3817
MMP3|4314	427.2042	MMP3|4314	8.2079
MMP7|4316	72.2158	MMP7|4316	1259.9179
MMP9|4318	1177.2042	MMP9|4318	121.751
MMRN1|22915	20.5916	MMRN1|22915	2106.3611
MMRN2|79812	343.0974	MMRN2|79812	3351.5732
MMS19|64210	1982.5986	MMS19|64210	1160.3967
MN1|4330	196.3457	MN1|4330	148.0848
MNAT1|4331	147.9118	MNAT1|4331	256.8399
MNDA|4332	260.7309	MNDA|4332	170.6566
MNS1|55329	215.7773	MNS1|55329	89.6033
MNT|4335	463.4571	MNT|4335	512.9959
MNX1|3110	33.9327	lowly_expressed	lowly_expressed
MOAP1|64112	607.8886	MOAP1|64112	975.7182
MOB2|81532	812.065	MOB2|81532	399.1108
MOBKL1A|92597	800.4639999999999	MOBKL1A|92597	954.5144
MOBKL1B|55233	960.5568	MOBKL1B|55233	643.2969
MOBKL2A|126308	820.1856	MOBKL2A|126308	1371.067
MOBKL2B|79817	71.0557	MOBKL2B|79817	1018.8098
MOBKL2C|148932	169.9536	MOBKL2C|148932	607.3871
MOBKL3|25843	1509.5708	MOBKL3|25843	1168.9466
MOCOS|55034	87.87700000000001	MOCOS|55034	143.2969
MOCS1|4337	200.3248	MOCS1|4337	1951.3885
MOCS2|4338	723.6079	MOCS2|4338	888.5089
MOCS3|27304	302.4942	MOCS3|27304	206.9083
MOGAT2|80168	9.8608	MOGAT2|80168	22.2298
MOGS|7841	1874.1299	MOGS|7841	685.3625
MON1A|84315	237.81900000000002	MON1A|84315	151.8468
MON1B|22879	439.6752	MON1B|22879	544.1176
MON2|23041	1656.9026	MON2|23041	1541.3817
MORC2|22880	657.1926	MORC2|22880	657.6607
MORC3|23515	1179.5244	MORC3|23515	1245.5539999999999
MORC4|79710	1378.1903	MORC4|79710	725.0342
MORF4L1|10933	4175.7541	MORF4L1|10933	5190.1505
MORF4L2|9643	7212.5869999999995	MORF4L2|9643	5172.0246
MORN1|79906	54.5244	MORN1|79906	25.3078
MORN2|729967	450.406	MORN2|729967	221.9562
MORN3|283385	22.9118	MORN3|283385	6.4979
MORN4|118812	140.0812	MORN4|118812	137.8249
MOSC1|64757	82.6566	MOSC1|64757	4038.3037
MOSC2|54996	100.348	MOSC2|54996	469.2202
MOSPD1|56180	236.0789	MOSPD1|56180	258.2079
MOSPD2|158747	230.2784	MOSPD2|158747	337.8933
MOSPD3|64598	273.4919	MOSPD3|64598	247.94799999999998
lowly_expressed	lowly_expressed	MOV10L1|54456	11.6279
MOV10|4343	921.1137	MOV10|4343	623.803
MOXD1|26002	391.5313	MOXD1|26002	82.4213
MPDU1|9526	667.9234	MPDU1|9526	1031.4637
MPDZ|8777	526.1021	MPDZ|8777	1252.052
MPEG1|219972	537.703	MPEG1|219972	1786.9357
MPG|4350	449.536	MPG|4350	292.7497
MPHOSPH10|10199	2889.5012	MPHOSPH10|10199	862.1751
MPHOSPH6|10200	139.5012	MPHOSPH6|10200	330.7114
MPHOSPH8|54737	927.7842	MPHOSPH8|54737	1324.5554
MPHOSPH9|10198	566.1253	MPHOSPH9|10198	140.2189
MPI|4351	414.1531	MPI|4351	636.1149
MPL|4352	6.9606	MPL|4352	65.3215
MPND|84954	226.5081	MPND|84954	164.5007
MPP1|4354	399.94199999999995	MPP1|4354	547.5376
MPP2|4355	303.6543	MPP2|4355	130.643
MPP3|4356	85.8469	MPP3|4356	90.9713
MPP5|64398	927.2042	MPP5|64398	908.3447
MPP6|51678	29.2923	MPP6|51678	84.1313
MPP7|143098	726.5081	MPP7|143098	733.5841
MPPE1|65258	316.4153	MPPE1|65258	812.2435
MPPED2|744	165.0232	MPPED2|744	148.0848
MPRIP|23164	931.5545	MPRIP|23164	1918.2627
MPST|4357	250.58	MPST|4357	663.8167
MPV17L2|84769	499.1299	MPV17L2|84769	203.4884
MPV17L|255027	276.9722	MPV17L|255027	182.6265
MPV17|4358	562.355	MPV17|4358	755.472
MPZL1|9019	3205.3364	MPZL1|9019	4209.9863
MPZL2|10205	321.0557	MPZL2|10205	896.7168
MPZL3|196264	80.0464	MPZL3|196264	45.1436
MPZ|4359	6.3805	MPZ|4359	107.0451
MR1|3140	147.0418	MR1|3140	173.7346
lowly_expressed	lowly_expressed	MRAP2|112609	108.0711
lowly_expressed	lowly_expressed	MRAP|56246	1119.1997
MRAS|22808	558.5847	MRAS|22808	4506.8399
MRC1|4360	66.4153	MRC1|4360	1154.2408
MRC2|9902	2225.058	MRC2|9902	652.8728
MRE11A|4361	403.7123	MRE11A|4361	571.8194
MREG|55686	1439.3619	MREG|55686	816.8810000000001
MRFAP1L1|114932	1722.1578	MRFAP1L1|114932	1344.0492
MRFAP1|93621	9185.6148	MRFAP1|93621	5586.1833
MRGPRF|116535	47.2738	MRGPRF|116535	609.7811
lowly_expressed	lowly_expressed	MRGPRX3|117195	32.4897
MRI1|84245	452.7262	MRI1|84245	574.5554
MRM1|79922	31.0325	MRM1|79922	29.4118
MRO|83876	20.0116	MRO|83876	45.4856
MRP63|78988	765.8382	MRP63|78988	534.8837
MRPL10|124995	538.2831	MRPL10|124995	1227.7702
MRPL11|65003	793.5035	MRPL11|65003	507.5239
MRPL12|6182	1376.4501	MRPL12|6182	288.4131
MRPL13|28998	4701.8561	MRPL13|28998	461.6963
MRPL14|64928	986.3689	MRPL14|64928	324.8974
MRPL15|29088	1816.1253	MRPL15|29088	693.5705
MRPL16|54948	678.6543	MRPL16|54948	703.4884
MRPL17|63875	1770.8817	MRPL17|63875	519.4938
MRPL18|29074	1153.7123	MRPL18|29074	516.0739
MRPL19|9801	1821.0557	MRPL19|9801	1198.3584
MRPL1|65008	280.4524	MRPL1|65008	479.8222
MRPL20|55052	2185.7802	MRPL20|55052	1214.9145
MRPL21|219927	1131.9606	MRPL21|219927	434.6785
MRPL22|29093	443.7355	MRPL22|29093	363.8851
MRPL23|6150	441.4153	MRPL23|6150	216.1423
MRPL24|79590	957.6566	MRPL24|79590	786.2517
MRPL27|51264	495.3596	MRPL27|51264	477.7702
MRPL28|10573	598.8979	MRPL28|10573	376.881
MRPL2|51069	455.9165	MRPL2|51069	385.7729
MRPL30|51263	1468.7326	MRPL30|51263	926.4466
MRPL32|64983	1184.7448	MRPL32|64983	729.1382
MRPL33|9553	601.2181	MRPL33|9553	543.7756
MRPL34|64981	692.8654	MRPL34|64981	615.2531
MRPL35|51318	1089.6172	MRPL35|51318	999.658
MRPL36|64979	394.1415	MRPL36|64979	262.9959
MRPL37|51253	3641.2413	MRPL37|51253	1305.4036
MRPL38|64978	898.8167	MRPL38|64978	552.0144
MRPL39|54148	515.0812	MRPL39|54148	418.9466
MRPL3|11222	3277.2622	MRPL3|11222	1314.9795
MRPL40|64976	450.116	MRPL40|64976	625.513
MRPL41|64975	331.2065	MRPL41|64975	347.4692
MRPL42P5|359821	7.5319	MRPL42P5|359821	22.1306
MRPL42|28977	1291.1833	MRPL42|28977	579.6854
MRPL43|84545	962.529	MRPL43|84545	955.4788
MRPL44|65080	509.8608	MRPL44|65080	642.6129
MRPL45|84311	495.3596	MRPL45|84311	1124.145
MRPL46|26589	544.6636	MRPL46|26589	479.4802
MRPL47|57129	878.4803	MRPL47|57129	474.0082
MRPL48|51642	482.0186	MRPL48|51642	306.4295
MRPL49|740	2462.297	MRPL49|740	1082.0793
MRPL4|51073	1260.4408	MRPL4|51073	479.4802
MRPL50|54534	278.1323	MRPL50|54534	434.3365
MRPL51|51258	1891.2413	MRPL51|51258	861.1491
MRPL52|122704	524.3619	MRPL52|122704	269.1518
MRPL53|116540	415.1769	MRPL53|116540	336.5253
MRPL54|116541	613.9791	MRPL54|116541	371.409
MRPL55|128308	635.7309	MRPL55|128308	264.7059
MRPL9|65005	881.221	MRPL9|65005	796.197
MRPS10|55173	1375.0	MRPS10|55173	1023.5978
MRPS11|64963	682.4246	MRPS11|64963	438.0985
MRPS12|6183	685.3248	MRPS12|6183	222.6402
MRPS14|63931	342.2274	MRPS14|63931	417.5787
MRPS15|64960	1321.9258	MRPS15|64960	1134.4049
MRPS16|51021	2437.645	MRPS16|51021	1655.2668
MRPS17|51373	515.5423	MRPS17|51373	231.1902
MRPS18A|55168	688.5151	MRPS18A|55168	508.5499
MRPS18B|28973	1419.6636	MRPS18B|28973	1478.7962
MRPS18C|51023	223.17	MRPS18C|51023	374.3399
MRPS21|54460	1240.4292	MRPS21|54460	782.4897
MRPS22|56945	660.9629	MRPS22|56945	579.3434
MRPS23|51649	882.2506	MRPS23|51649	537.9617
MRPS24|64951	1072.5058	MRPS24|64951	700.7524
MRPS25|64432	526.2877	MRPS25|64432	675.5335
MRPS26|64949	445.4756	MRPS26|64949	331.0534
MRPS27|23107	794.9536	MRPS27|23107	1658.3447
MRPS28|28957	340.7918	MRPS28|28957	264.3878
MRPS2|51116	853.7906	MRPS2|51116	721.5971
MRPS30|10884	784.8028	MRPS30|10884	607.0451
MRPS31|10240	199.53599999999997	MRPS31|10240	465.4583
MRPS33|51650	507.5406	MRPS33|51650	590.9713
MRPS34|65993	1426.3341	MRPS34|65993	299.2476
MRPS35|60488	2943.4455	MRPS35|60488	1178.1806
MRPS36|92259	235.7889	MRPS36|92259	467.1683
MRPS5|64969	870.6497	MRPS5|64969	574.5554
MRPS6|64968	774.3677	MRPS6|64968	1108.1601
MRPS7|51081	1584.1357	MRPS7|51081	969.5178
MRPS9|64965	377.6102	MRPS9|64965	451.0944
MRRF|92399	398.4919	MRRF|92399	416.5527
MRS2|57380	1007.2506	MRS2|57380	769.4938
MRTO4|51154	899.0719	MRTO4|51154	623.119
MRVI1|10335	316.7053	MRVI1|10335	965.8003
MS4A14|84689	204.8492	MS4A14|84689	143.7415
MS4A15|219995	100.9281	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MS4A1|931	17.7839
MS4A2|2206	23.2019	MS4A2|2206	131.3269
MS4A4A|51338	120.9397	MS4A4A|51338	588.2353
MS4A6A|64231	393.5615	MS4A6A|64231	1134.0629
MS4A7|58475	1434.652	MS4A7|58475	1444.4938
MSC|9242	174.2024	MSC|9242	90.8379
MSH2|4436	1399.3619	MSH2|4436	715.1163
MSH3|4437	355.4176	MSH3|4437	796.1183
MSH5|4439	123.2599	MSH5|4439	157.3187
MSH6|2956	2925.7541	MSH6|2956	1229.4802
MSI1|4440	16.2413	MSI1|4440	32.8317
MSI2|124540	776.9722	MSI2|124540	187.7565
MSL1|339287	1115.1392	MSL1|339287	2175.1026
MSL2|55167	1061.4849	MSL2|55167	1149.1108
MSL3L2|151507	40.0232	MSL3L2|151507	75.9234
MSL3|10943	449.82599999999996	MSL3|10943	611.4911
lowly_expressed	lowly_expressed	MSLN|10232	10.6019
MSMP|692094	25.8121	MSMP|692094	32.8317
MSN|4478	4224.768	MSN|4478	10950.0684
MSR1|4481	1658.6427	MSR1|4481	401.5048
MSRA|4482	173.1439	MSRA|4482	363.2011
MSRB2|22921	376.4501	MSRB2|22921	608.0711
MSRB3|253827	661.5429	MSRB3|253827	3442.8865
MST1P2|11209	26.9722	MST1P2|11209	29.4118
MST1P9|11223	5.8005	MST1P9|11223	14.7059
MST1R|4486	1090.4872	MST1R|4486	90.6293
MST1|4485	46.1137	MST1|4485	39.6717
MST4|51765	749.42	MST4|51765	257.8659
lowly_expressed	lowly_expressed	MSTN|2660	6.8399
MSTO1|55154	1240.7048	MSTO1|55154	690.5643
MSTO2P|100129405	177.47099999999998	MSTO2P|100129405	168.6457
MSX1|4487	175.174	MSX1|4487	119.699
lowly_expressed	lowly_expressed	MSX2P1|55545	5.814
MSX2|4488	26.3921	MSX2|4488	318.3995
lowly_expressed	lowly_expressed	MT1A|4489	10.6019
MT1E|4493	1817.5754	MT1E|4493	1016.7579
MT1F|4494	69.3155	MT1F|4494	103.9672
MT1G|4495	45.2436	MT1G|4495	43.4337
MT1H|4496	6.9606	lowly_expressed	lowly_expressed
MT1L|4500	10.1508	MT1L|4500	85.1573
MT1M|4499	16.5313	MT1M|4499	158.0027
MT1X|4501	621.8097	MT1X|4501	2926.1286
MT2A|4502	2798.7239	MT2A|4502	2487.0041
MTA1|9112	560.6148	MTA1|9112	780.7798
MTA2|9219	3225.9281	MTA2|9219	1345.7592
MTA3|57504	1277.5522	MTA3|57504	940.8345
MTAP|4507	890.6613	MTAP|4507	678.1806
MTBP|27085	611.0789	MTBP|27085	77.2914
MTCH1|23787	4223.8979	MTCH1|23787	2927.1546
MTCH2|23788	2294.6636	MTCH2|23788	1892.2709
MTCP1NB|100272147	131.2413	MTCP1NB|100272147	378.3003
MTCP1|4515	22.471	MTCP1|4515	26.6245
MTDH|92140	3301.6241	MTDH|92140	3980.8482
MTERFD1|51001	180.1044	MTERFD1|51001	263.3379
MTERFD2|130916	887.471	MTERFD2|130916	469.5622
MTERFD3|80298	337.87699999999995	MTERFD3|80298	498.63199999999995
MTERF|7978	255.8005	MTERF|7978	189.4665
MTF1|4520	1256.3805	MTF1|4520	709.6443
MTF2|22823	783.9327	MTF2|22823	546.1696
MTFMT|123263	176.9142	MTFMT|123263	229.4802
MTFR1|9650	937.6943	MTFR1|9650	469.2202
MTG1|92170	250.8701	MTG1|92170	293.7756
MTHFD1L|25902	416.7633	MTHFD1L|25902	182.6265
MTHFD1|4522	1162.8596	MTHFD1|4522	2957.4282
MTHFD2L|441024	321.9026	MTHFD2L|441024	278.0438
MTHFD2|10797	4961.714	MTHFD2|10797	768.4679
MTHFR|4524	328.2599	MTHFR|4524	601.9152
MTHFSD|64779	130.8005	MTHFSD|64779	269.1518
MTHFS|10588	433.8747	MTHFS|10588	384.0629
MTIF2|4528	1140.6613	MTIF2|4528	857.0451
MTIF3|219402	604.1183	MTIF3|219402	1253.078
MTL5|9633	692.8654	MTL5|9633	217.8523
MTM1|4534	332.9466	MTM1|4534	525.3078
MTMR10|54893	657.8480000000001	MTMR10|54893	1725.749
MTMR11|10903	223.0278	MTMR11|10903	260.6019
MTMR12|54545	1579.1763	MTMR12|54545	2063.9535
MTMR14|64419	949.2459	MTMR14|64419	796.5116
MTMR15|22909	606.3631	MTMR15|22909	635.7421
MTMR1|8776	795.8237	MTMR1|8776	727.0862
MTMR2|8898	1123.2599	MTMR2|8898	1008.5499
MTMR3|8897	1124.1299	MTMR3|8897	1975.7182
MTMR4|9110	2054.2343	MTMR4|9110	1129.275
MTMR6|9107	1081.7865	MTMR6|9107	992.4761
MTMR7|9108	27.5377	MTMR7|9108	98.1088
lowly_expressed	lowly_expressed	MTMR8|55613	14.7059
MTMR9L|339483	100.6381	MTMR9L|339483	93.7073
MTMR9|66036	315.2059	MTMR9|66036	600.1915
MTO1|25821	468.0974	MTO1|25821	411.0807
MTOR|2475	1220.7077	MTOR|2475	1616.6211
MTP18|51537	144.5737	MTP18|51537	108.2969
MTPAP|55149	842.5174	MTPAP|55149	531.1218
MTRF1L|54516	168.7935	MTRF1L|54516	360.1231
MTRF1|9617	63.8051	MTRF1|9617	115.9371
MTRR|4552	1329.4664	MTRR|4552	781.1218
MTR|4548	732.8886	MTR|4548	1478.1122
MTSS1L|92154	602.9582	MTSS1L|92154	729.4802
MTSS1|9788	904.5824	MTSS1|9788	897.0588
lowly_expressed	lowly_expressed	MTTP|4547	12.9959
MTUS1|57509	1636.0209	MTUS1|57509	4149.1108
MTUS2|23281	32.1926	MTUS2|23281	26.3338
MTX1|4580	824.826	MTX1|4580	581.3714
MTX2|10651	850.3480000000001	MTX2|10651	550.9576
MTX3|345778	550.7541	MTX3|345778	765.0479
lowly_expressed	lowly_expressed	MUC15|143662	463.7483
lowly_expressed	lowly_expressed	MUC16|94025	42.0657
MUC1|4582	6650.522	MUC1|4582	2628.933
MUC20|200958	42.3434	MUC20|200958	228.4542
MUC2|4583	854.1183	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MUC4|4585	21.2038
MUC5B|727897	140.3712	MUC5B|727897	76.9494
lowly_expressed	lowly_expressed	MUC6|4588	129.959
MUCL1|118430	12.181	MUCL1|118430	3110.1231
MUDENG|55745	528.4223	MUDENG|55745	822.1614
MUL1|79594	523.2019	MUL1|79594	767.0999
MUM1L1|139221	85.5568	MUM1L1|139221	101.5732
MUM1|84939	633.7007	MUM1|84939	776.3338
MURC|347273	25.522	lowly_expressed	lowly_expressed
MUS81|80198	473.8979	MUS81|80198	326.6074
MUSTN1|389125	9.2952	MUSTN1|389125	116.2483
MUTED|63915	230.8585	MUTED|63915	403.5568
MUTYH|4595	93.2889	MUTYH|4595	102.5274
MUT|4594	1549.3039	MUT|4594	1226.4022
MVD|4597	250.58	MVD|4597	104.6512
MVK|4598	592.8074	MVK|4598	227.7702
MVP|9961	1245.9397	MVP|9961	1242.4761
MX1|4599	5392.1114	MX1|4599	1065.6635
MX2|4600	1245.3596	MX2|4600	375.51300000000003
MXD1|4084	916.7633	MXD1|4084	564.6375
MXD3|83463	149.5447	MXD3|83463	50.0513
MXD4|10608	1022.0418	MXD4|10608	1518.8098
MXI1|4601	1191.4153	MXI1|4601	1984.9521
MXRA5|25878	12409.2227	MXRA5|25878	1783.8577
MXRA7|439921	812.935	MXRA7|439921	6185.7045
MXRA8|54587	2122.3898	MXRA8|54587	2820.1094
MYADML2|255275	6.0905	lowly_expressed	lowly_expressed
MYADM|91663	4699.536	MYADM|91663	8188.0985
MYBBP1A|10514	1362.7407	MYBBP1A|10514	658.2456
MYBL1|4603	138.05100000000002	MYBL1|4603	48.5636
MYBL2|4605	702.7262	MYBL2|4605	10.6019
lowly_expressed	lowly_expressed	MYBPC1|4604	974.0082
MYB|4602	1812.065	MYB|4602	1363.2011
MYCBP2|23077	1154.5824	MYCBP2|23077	4870.383
MYCBPAP|84073	5.5104	MYCBPAP|84073	9.5759
MYCBP|26292	1522.0418	MYCBP|26292	697.6744
MYCL1|4610	55.1044	MYCL1|4610	147.7428
MYCN|4613	19.1415	MYCN|4613	17.4419
MYCT1|80177	104.1183	MYCT1|80177	1007.1819
MYC|4609	3940.2552	MYC|4609	3426.4706
MYD88|4615	1296.9838	MYD88|4615	997.948
MYEF2|50804	17.3434	MYEF2|50804	272.2503
MYEOV2|150678	1131.9606	MYEOV2|150678	472.6402
lowly_expressed	lowly_expressed	MYEOV|26579	152.5308
MYH10|4628	1570.7657	MYH10|4628	2937.4145
MYH11|4629	120.3103	MYH11|4629	6713.7107
MYH14|79784	1004.6404	MYH14|79784	1204.1724
lowly_expressed	lowly_expressed	MYH1|4619	92.3393
MYH3|4621	20.5916	MYH3|4621	33.1737
lowly_expressed	lowly_expressed	MYH7B|57644	13.6799
MYH9|4627	18128.7703	MYH9|4627	20234.9521
MYL12A|10627	3955.9165	MYL12A|10627	7710.3283
MYL12B|103910	7303.0742	MYL12B|103910	7546.1696
lowly_expressed	lowly_expressed	MYL3|4634	5.814
MYL5|4636	79.9971	MYL5|4636	127.7223
MYL6B|140465	580.0464	MYL6B|140465	223.3242
MYL6|4637	15042.9234	MYL6|4637	13233.9261
MYL9|10398	2320.4756	MYL9|10398	13596.4432
MYLIP|29116	1277.5522	MYLIP|29116	1315.6635
MYLK3|91807	8.4107	MYLK3|91807	6.8399
MYLK4|340156	8.1206	MYLK4|340156	45.4856
MYLK|4638	1835.8237	MYLK|4638	7754.7845
MYNN|55892	596.2877	MYNN|55892	514.3639
MYO10|4651	2400.232	MYO10|4651	850.2052
lowly_expressed	lowly_expressed	MYO15A|51168	12.3119
MYO15B|80022	144.1415	MYO15B|80022	620.383
lowly_expressed	lowly_expressed	MYO16|23026	189.4665
MYO18A|399687	684.9826	MYO18A|399687	769.0698
MYO18B|84700	6.3805	MYO18B|84700	5.472
MYO19|80179	693.837	MYO19|80179	265.0581
MYO1B|4430	2798.7239	MYO1B|4430	2445.2804
MYO1C|4641	3995.0696	MYO1C|4641	12292.4077
MYO1D|4642	2388.3411	MYO1D|4642	1565.3215
MYO1E|4643	1476.7981	MYO1E|4643	861.1491
MYO1F|4542	217.8074	MYO1F|4542	179.8906
MYO1G|64005	158.0626	MYO1G|64005	34.8837
lowly_expressed	lowly_expressed	MYO1H|283446	19.4938
lowly_expressed	lowly_expressed	MYO3A|53904	5.814
MYO3B|140469	48.7239	lowly_expressed	lowly_expressed
MYO5A|4644	935.3248	MYO5A|4644	1135.7729
MYO5B|4645	1442.8654	MYO5B|4645	1319.4254
MYO5C|55930	2865.3712	MYO5C|55930	1438.4131
MYO6|4646	3787.993	MYO6|4646	3455.5404
MYO7A|4647	39.4432	MYO7A|4647	186.7305
lowly_expressed	lowly_expressed	MYO7B|4648	12.9959
MYO9A|4649	723.6079	MYO9A|4649	599.8632
MYO9B|4650	1514.5012	MYO9B|4650	982.9001
lowly_expressed	lowly_expressed	MYOCD|93649	61.2175
lowly_expressed	lowly_expressed	MYOC|4653	116.9631
MYOF|26509	4494.7796	MYOF|26509	6075.2394
MYOM1|8736	7.2506	MYOM1|8736	1478.7962
lowly_expressed	lowly_expressed	MYOM2|9172	69.0834
MYOM3|127294	8.1206	MYOM3|127294	27.7018
lowly_expressed	lowly_expressed	MYOT|9499	14.3639
MYOZ1|58529	9.8608	MYOZ1|58529	10.9439
MYOZ3|91977	6.3805	MYOZ3|91977	47.1956
MYPOP|339344	107.5986	MYPOP|339344	81.3953
MYRIP|25924	220.9977	MYRIP|25924	277.7018
MYSM1|114803	245.6497	MYSM1|114803	130.985
MYST1|84148	452.1462	MYST1|84148	495.89599999999996
MYST2|11143	991.0093	MYST2|11143	1268.4679
MYST3|7994	3810.6148	MYST3|7994	1953.4884
MYST4|23522	1686.4849	MYST4|23522	1428.5226
MYT1|4661	67.2854	lowly_expressed	lowly_expressed
MZF1|7593	105.4408	MZF1|7593	177.1683
N4BP1|9683	987.819	N4BP1|9683	1584.8153
N4BP2L1|90634	179.2343	N4BP2L1|90634	707.9343
N4BP2L2|10443	1105.5684	N4BP2L2|10443	1777.0178
N4BP2|55728	329.1763	N4BP2|55728	223.6662
N4BP3|23138	273.7819	N4BP3|23138	99.5212
N6AMT1|29104	123.2599	N6AMT1|29104	305.0616
N6AMT2|221143	133.1206	N6AMT2|221143	188.0985
NAA10|8260	893.8515	NAA10|8260	476.0602
NAA15|80155	1816.7053	NAA15|80155	978.4542
NAA16|79612	275.522	NAA16|79612	337.2093
NAA20|51126	1065.8353	NAA20|51126	1006.4979
NAA25|80018	1969.5476	NAA25|80018	615.9371
NAA30|122830	486.949	NAA30|122830	772.5718
NAA35|60560	447.7958	NAA35|60560	424.4186
NAA38|51691	398.7819	NAA38|51691	413.1327
NAA40|79829	703.5963	NAA40|79829	333.7893
NAA50|80218	6315.2552	NAA50|80218	3026.6758
NAAA|27163	889.7912	NAAA|27163	510.2599
lowly_expressed	lowly_expressed	NAALAD2|10003	160.3967
NAALADL1|10004	28.1323	NAALADL1|10004	69.7674
NAALADL2|254827	90.1972	NAALADL2|254827	392.9549
NAB1|4664	1127.6102	NAB1|4664	1854.3092
NAB2|4665	879.6404	NAB2|4665	398.4268
NACA2|342538	30.4524	NACA2|342538	50.6156
NACAD|23148	25.522	NACAD|23148	98.4952
NACAP1|83955	99.76799999999999	lowly_expressed	lowly_expressed
NACA|4666	13679.5244	NACA|4666	17380.643
NACC1|112939	2676.0441	NACC1|112939	502.394
NACC2|138151	21.4617	NACC2|138151	31.4637
NADK|65220	1100.058	NADK|65220	1350.2052
NADSYN1|55191	604.6984	NADSYN1|55191	547.1956
NAE1|8883	598.8979	NAE1|8883	876.197
NAF1|92345	149.942	NAF1|92345	213.7483
NAGA|4668	839.3271	NAGA|4668	888.1669
NAGK|55577	1083.8167	NAGK|55577	530.0958
NAGLU|4669	334.3968	NAGLU|4669	716.8263
NAGPA|51172	166.7633	NAGPA|51172	185.2291
NAGS|162417	8.7007	NAGS|162417	49.5896
NAIF1|203245	167.9234	NAIF1|203245	171.3406
NAIP|4671	62.065	NAIP|4671	87.2093
NALCN|259232	24.651999999999997	NALCN|259232	51.6416
NAMPT|10135	3073.3759	NAMPT|10135	2567.3735
NANOS1|340719	168.2135	NANOS1|340719	261.2859
NANP|140838	106.1485	NANP|140838	199.0424
NANS|54187	1772.9118	NANS|54187	522.2298
NAP1L1|4673	7782.1926	NAP1L1|4673	9614.9111
lowly_expressed	lowly_expressed	NAP1L2|4674	132.0109
NAP1L3|4675	78.5963	NAP1L3|4675	89.6033
NAP1L4|4676	3030.7425	NAP1L4|4676	1930.9166
NAP1L5|266812	13.9211	NAP1L5|266812	240.0821
lowly_expressed	lowly_expressed	NAP1L6|645996	6.156000000000001
NAPA|8775	4954.4345	NAPA|8775	2803.5397
NAPB|63908	170.8237	NAPB|63908	306.4295
NAPEPLD|222236	465.5104	NAPEPLD|222236	405.6464
NAPG|8774	855.8585	NAPG|8774	802.3256
NAPRT1|93100	252.0302	NAPRT1|93100	196.6484
lowly_expressed	lowly_expressed	NAPSA|9476	5.13
NAPSB|256236	176.0441	NAPSB|256236	105.6772
NARFL|64428	429.5244	NARFL|64428	207.5923
NARF|26502	758.7007	NARF|26502	695.2804
NARG2|79664	1066.4153	NARG2|79664	1333.7893
NARS2|79731	448.0858	NARS2|79731	360.8071
NARS|4677	4872.0998	NARS|4677	3217.8523
NASP|4678	1502.0302	NASP|4678	1138.1669
NAT10|55226	2471.5777	NAT10|55226	982.9001
NAT14|57106	511.6009	NAT14|57106	46.5116
NAT15|79903	1265.3712	NAT15|79903	785.2257
NAT1|9	571.3457	NAT1|9	818.3995
lowly_expressed	lowly_expressed	NAT2|10	5.472
NAT6|24142	134.1879	NAT6|24142	177.7326
NAT8B|51471	11.3109	lowly_expressed	lowly_expressed
NAT8L|339983	100.9281	NAT8L|339983	682.6265
NAT9|26151	658.6427	NAT9|26151	208.9603
NAV1|89796	1153.1323	NAV1|89796	1410.3967
NAV2|89797	1061.0847	NAV2|89797	2085.749
NAV3|89795	40.0232	NAV3|89795	516.7579
NBAS|51594	1152.5522	NBAS|51594	1588.5773
NBEAL1|65065	250.0	NBEAL1|65065	183.6525
NBEAL2|23218	1049.884	NBEAL2|23218	754.446
NBEA|26960	610.4988	NBEA|26960	403.5568
NBL1|4681	2580.4205	NBL1|4681	1499.1689
lowly_expressed	lowly_expressed	NBLA00301|79804	67.3735
NBN|4683	3116.8794	NBN|4683	1876.539
NBPF10|100132406	1262.5435	NBPF10|100132406	1218.9672
NBPF14|25832	250.0319	NBPF14|25832	370.8755
NBPF15|284565	47.4536	NBPF15|284565	231.09099999999998
NBPF16|728936	117.7494	NBPF16|728936	80.0274
NBPF1|55672	883.9907	NBPF1|55672	436.7305
NBPF22P|285622	10.7309	lowly_expressed	lowly_expressed
NBPF3|84224	126.4501	NBPF3|84224	328.6594
NBPF4|148545	114.2691	NBPF4|148545	24.2818
NBPF6|653149	115.4292	NBPF6|653149	8.5499
NBPF9|400818	147.8219	NBPF9|400818	197.94799999999998
NBR1|4077	2463.4571	NBR1|4077	4888.1669
NBR2|10230	72.7958	NBR2|10230	129.275
NCALD|83988	365.1392	NCALD|83988	977.4282
NCAM1|4684	109.3387	NCAM1|4684	407.9754
NCAM2|4685	359.9188	NCAM2|4685	110.1231
NCAPD2|9918	2003.4803	NCAPD2|9918	913.8167
NCAPD3|23310	860.7889	NCAPD3|23310	446.9904
NCAPG2|54892	908.6427	NCAPG2|54892	316.0055
NCAPG|64151	528.7674	NCAPG|64151	16.0978
NCAPH2|29781	569.3155	NCAPH2|29781	398.0848
NCAPH|23397	446.9258	NCAPH|23397	17.0999
NCBP1|4686	1098.8979	NCBP1|4686	688.7825
NCBP2|22916	2218.9675	NCBP2|22916	1794.1176
