gene_id	TCGA-A7-A13G-01A-11R-A13Q-07	gene_id	TCGA-A7-A13G-11A-51R-A13Q-07
PCDHGC4|56098	10.224	PCDHGC4|56098	7.32
PCDHGC5|56097	17.4884	PCDHGC5|56097	8.9264
PCDP1|200373	61.3439	lowly_expressed	lowly_expressed
PCF11|51585	2003.6322	PCF11|51585	1556.3237
PCGF1|84759	197.4844	PCGF1|84759	188.6946
PCGF2|7703	1277.4386	PCGF2|7703	361.5901
PCGF3|10336	1985.6057	PCGF3|10336	1234.2416
PCGF5|84333	1132.441	PCGF5|84333	2065.8804
PCGF6|84108	116.4996	PCGF6|84108	313.1354
PCID2|55795	820.3404	PCID2|55795	704.758
PCIF1|63935	991.4576	PCIF1|63935	812.9321
PCK1|5105	26.9052	PCK1|5105	13950.3863
PCK2|5106	691.4643	PCK2|5106	4062.6271
PCLO|27445	172.4625	PCLO|27445	178.5279
PCM1|5108	12990.6504	PCM1|5108	4837.3322
PCMT1|5110	1387.5025	PCMT1|5110	1512.8101
PCMTD1|115294	2271.8773	PCMTD1|115294	3244.815
PCMTD2|55251	1277.7292	PCMTD2|55251	1824.7255
PCNA|5111	1375.9333	PCNA|5111	592.1106
PCNP|57092	2101.5672	PCNP|57092	2851.5657
PCNT|5116	1229.5688	PCNT|5116	819.4388
PCNXL2|80003	434.5194	PCNXL2|80003	163.8878
PCNXL3|399909	1640.6807	PCNXL3|399909	610.8174
PCNX|22990	1104.7286	PCNX|22990	4089.8739
PCOLCE2|26577	13.9907	PCOLCE2|26577	5161.0411
PCOLCE|5118	945.9635	PCOLCE|5118	2019.0281
PCOTH|542767	92.5082	PCOTH|542767	16.3969
PCP2|126006	80.9847	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PCP4L1|654790	6.5067
PCSK1|5122	5.6501	PCSK1|5122	6.1
PCSK4|54760	133.4499	PCSK4|54760	16.2668
PCSK5|5125	66.1869	PCSK5|5125	764.5384
PCSK6|5046	5145.8936	PCSK6|5046	215.9414
PCSK7|9159	785.5896	PCSK7|9159	407.2102
PCSK9|255738	53.5414	lowly_expressed	lowly_expressed
PCTP|58488	322.8627	PCTP|58488	485.5632
PCYOX1L|78991	454.4293	PCYOX1L|78991	148.841
PCYOX1|51449	4861.5053	PCYOX1|51449	16169.9878
PCYT1A|5130	542.6784	PCYT1A|5130	845.4656
PCYT1B|9468	8.6097	PCYT1B|9468	6.5067
PCYT2|5833	563.6645	PCYT2|5833	1139.0809
PC|5091	769.7585	PC|5091	8901.9927
PDAP1|11333	882.7605	PDAP1|11333	806.4254
PDCD10|11235	891.9083	PDCD10|11235	608.7841
PDCD11|22984	1002.4887	PDCD11|22984	629.9309
PDCD1LG2|80380	14.2598	PDCD1LG2|80380	196.0146
PDCD2L|84306	90.4016	PDCD2L|84306	99.2273
PDCD2|5134	719.7148	PDCD2|5134	675.0712
PDCD4|27250	4125.5479	PDCD4|27250	2483.9
PDCD5|9141	407.6142	PDCD5|9141	571.7771
PDCD6IP|10015	5171.4536	PDCD6IP|10015	4864.1724
PDCD6|10016	1829.5554	PDCD6|10016	1032.1269
PDCD7|10081	335.2391	PDCD7|10081	569.3371
PDCL3|79031	510.6612	PDCL3|79031	159.4144
PDCL|5082	553.1715	PDCL|5082	424.9695
PDDC1|347862	878.7247	PDDC1|347862	770.6385
PDE10A|10846	88.7872	PDE10A|10846	181.3745
PDE11A|50940	50.0437	PDE11A|50940	578.6905
PDE12|201626	873.6127	PDE12|201626	571.7771
PDE1A|5136	26.6362	PDE1A|5136	234.6482
PDE1B|5153	69.6845	PDE1B|5153	2735.2582
PDE1C|5137	5.112	PDE1C|5137	7.7267
PDE2A|5138	95.2445	PDE2A|5138	3653.9244
PDE3A|5139	42.7793	PDE3A|5139	677.1045
PDE3B|5140	30.1339	PDE3B|5140	12727.1248
PDE4A|5141	2063.3618	PDE4A|5141	596.5840000000001
PDE4B|5142	99.8184	PDE4B|5142	189.5079
lowly_expressed	lowly_expressed	PDE4C|5143	13.8268
PDE4DIP|9659	3965.2923	PDE4DIP|9659	3950.3863
PDE4D|5144	159.7552	PDE4D|5144	317.1126
PDE5A|8654	122.7712	PDE5A|8654	946.7263
PDE6B|5158	358.1086	PDE6B|5158	13.8268
PDE6D|5147	322.0556	PDE6D|5147	247.6617
PDE7A|5150	376.9422	PDE7A|5150	234.2416
PDE7B|27115	38.2054	PDE7B|27115	495.3233
PDE8A|5151	553.4405	PDE8A|5151	1669.3778
PDE8B|8622	84.2134	PDE8B|8622	755.9984
PDE9A|5152	94.1683	PDE9A|5152	271.6551
PDF|64146	126.1801	PDF|64146	92.8589
PDGFA|5154	177.3054	PDGFA|5154	126.0675
PDGFB|5155	679.357	PDGFB|5155	1967.8731
PDGFC|56034	379.9018	PDGFC|56034	1545.3436
PDGFD|80310	1105.5358	PDGFD|80310	2406.2627
PDGFRA|5156	395.9481	PDGFRA|5156	3975.2704
PDGFRB|5159	2551.1536	PDGFRB|5159	7250.5083
PDGFRL|5157	207.7083	PDGFRL|5157	897.5193
PDHA1|5160	945.1806	PDHA1|5160	3922.2041
PDHB|5162	1887.6707	PDHB|5162	1900.7727
PDHX|8050	845.8465	PDHX|8050	1539.8373
PDIA3P|171423	3080.3794	PDIA3P|171423	1351.3623
PDIA3|2923	12270.0504	PDIA3|2923	5170.1667
PDIA4|9601	2342.6381	PDIA4|9601	1192.3546
PDIA5|10954	421.3358	PDIA5|10954	272.0618
PDIA6|10130	4306.3348	PDIA6|10130	3269.7275
PDIK1L|149420	874.4199	PDIK1L|149420	265.5551
PDK1|5163	235.1517	PDK1|5163	1121.5941
PDK2|5164	752.2701	PDK2|5164	6496.95
PDK3|5165	369.6778	PDK3|5165	60.5937
PDK4|5166	111.6567	PDK4|5166	17706.3847
PDLIM1|9124	1545.4362	PDLIM1|9124	2514.4368
PDLIM2|64236	381.7852	PDLIM2|64236	297.2753
PDLIM3|27295	2312.7733	PDLIM3|27295	461.9764
PDLIM4|8572	210.1298	PDLIM4|8572	63.8471
PDLIM5|10611	4968.3191	PDLIM5|10611	2727.5315
PDLIM7|9260	582.2291	PDLIM7|9260	269.6218
PDP1|54704	710.298	PDP1|54704	668.5645
PDP2|57546	132.6428	PDP2|57546	1899.9593
PDPK1|5170	2969.9011	PDPK1|5170	1537.1777
PDPN|10630	167.6196	PDPN|10630	220.8215
PDPR|55066	466.9268	PDPR|55066	1844.2212
PDRG1|81572	385.0138	PDRG1|81572	150.8743
PDS5A|23244	3355.6198	PDS5A|23244	3093.9406
PDS5B|23047	1358.1758	PDS5B|23047	1008.5401
PDSS1|23590	55.6938	PDSS1|23590	38.2269
PDSS2|57107	496.4014	PDSS2|57107	555.1037
PDXDC1|23042	12841.0574	PDXDC1|23042	2411.9561
PDXDC2|283970	220.0848	PDXDC2|283970	196.828
PDXK|8566	2529.8984	PDXK|8566	8161.8544
PDXP|57026	167.6196	PDXP|57026	128.5075
PDZD11|51248	641.1515	PDZD11|51248	603.0907
PDZD2|23037	318.0198	PDZD2|23037	5259.8617
PDZD4|57595	27.9814	PDZD4|57595	51.647
PDZD7|79955	12.6455	PDZD7|79955	23.5868
PDZD8|118987	891.9083	PDZD8|118987	873.9325
PDZK1IP1|10158	775.6777	PDZK1IP1|10158	8.1334
PDZK1P1|728939	26.3671	PDZK1P1|728939	5.6934
PDZK1|5174	138.2929	PDZK1|5174	6.1
PDZRN3|23024	594.8746	PDZRN3|23024	1421.7161
PDZRN4|29951	5.9191	PDZRN4|29951	74.0138
PEA15|8682	5744.8039	PEA15|8682	7289.1419
PEAR1|375033	117.8449	PEAR1|375033	1196.0146
PEBP1|5037	6432.7706	PEBP1|5037	8041.0736
PEBP4|157310	34.4387	PEBP4|157310	5.2867
PECAM1|5175	362.9515	PECAM1|5175	4046.3603
PECI|10455	1703.6174	PECI|10455	1989.4225
PECR|55825	129.9522	PECR|55825	2926.7995
PEF1|553115	1544.629	PEF1|553115	1314.7621
PEG10|23089	43.5865	PEG10|23089	414.8028
lowly_expressed	lowly_expressed	PEG3AS|100169890	8.8247
PEG3|5178	118.4476	PEG3|5178	475.6242
PELI1|57162	421.0668	PELI1|57162	1022.7735
PELI2|57161	79.1014	PELI2|57161	566.0838
PELI3|246330	222.7753	PELI3|246330	177.7145
PELO|53918	425.3205	PELO|53918	374.3432
PELP1|27043	1824.9815	PELP1|27043	666.1244
PEMT|10400	212.5513	PEMT|10400	494.1033
lowly_expressed	lowly_expressed	PENK|5179	15.0468
PEPD|5184	734.5127	PEPD|5184	1565.6771
PER1|5187	859.622	PER1|5187	4707.198
PER2|8864	727.7864	PER2|8864	1533.5502
PER3|8863	1575.8391	PER3|8863	5193.5746
PERP|64065	5679.1552	PERP|64065	1032.9402
PES1|23481	1189.211	PES1|23481	632.3709
PET112L|5188	365.9111	PET112L|5188	811.3054
PEX10|5192	374.4024	PEX10|5192	413.8349
PEX11A|8800	984.4622	PEX11A|8800	1088.6539
PEX11B|8799	1704.1770000000001	PEX11B|8799	479.4632
PEX11G|92960	83.4062	PEX11G|92960	33.7536
PEX12|5193	365.1039	PEX12|5193	326.9622
PEX13|5194	1254.5907	PEX13|5194	720.2115
PEX14|5195	342.5035	PEX14|5195	396.096
PEX16|9409	435.5956	PEX16|9409	226.9215
PEX19|5824	4070.4594	PEX19|5824	12109.511999999999
PEX1|5189	470.3034	PEX1|5189	752.3383
PEX26|55670	649.5029	PEX26|55670	473.2493
PEX2|5828	1242.4834	PEX2|5828	955.2664
PEX3|8504	420.2596	PEX3|8504	356.649
PEX5L|51555	1157.1938	PEX5L|51555	18.7068
PEX5|5830	1050.38	PEX5|5830	1695.4046
PEX6|5190	805.5425	PEX6|5190	692.558
PEX7|5191	370.485	PEX7|5191	153.3144
PFAS|5198	597.8341	PFAS|5198	387.1492
PFDN1|5201	1024.0129	PFDN1|5201	1305.8154
PFDN2|5202	745.5438	PFDN2|5202	454.2497
PFDN4|5203	164.3909	PFDN4|5203	274.5018
PFDN5|5204	4328.7819	PFDN5|5204	4556.7304
PFDN6|10471	422.9502	PFDN6|10471	133.7942
lowly_expressed	lowly_expressed	PFKFB1|5207	1435.1362
PFKFB2|5208	1195.4046	PFKFB2|5208	287.1086
PFKFB3|5209	2311.1589	PFKFB3|5209	27873.9325
PFKFB4|5210	221.9681	PFKFB4|5210	25.2135
PFKL|5211	2050.9854	PFKL|5211	1547.3770000000002
PFKM|5213	468.1509	PFKM|5213	639.6909
PFKP|5214	392.5473	PFKP|5214	402.6027
PFN1|5216	6549.0011	PFN1|5216	4154.941
PFN2|5217	658.909	PFN2|5217	740.5449
PFN4|375189	8.0716	PFN4|375189	9.3534
lowly_expressed	lowly_expressed	PGA3|643834	66.2871
lowly_expressed	lowly_expressed	PGA4|643847	5.6934
PGAM1|5223	2448.9137	PGAM1|5223	3018.3001
PGAM2|5224	72.10600000000001	PGAM2|5224	210.2481
PGAM4|441531	57.5772	PGAM4|441531	59.7804
PGAM5|192111	406.5783	PGAM5|192111	173.4079
PGAP1|80055	65.9178	PGAP1|80055	519.3168
PGAP2|27315	789.6684	PGAP2|27315	320.4555
PGAP3|93210	697.9216	PGAP3|93210	367.6291
PGBD1|84547	110.0424	PGBD1|84547	157.381
PGBD2|267002	337.9296	PGBD2|267002	59.7804
PGBD3|267004	125.8088	PGBD3|267004	95.1647
PGBD4|161779	41.9722	PGBD4|161779	50.427
PGBD5|79605	23.9457	PGBD5|79605	46.3603
PGCP|10404	1432.4343	PGCP|10404	1346.889
PGD|5226	2287.7514	PGD|5226	5104.9207
PGF|5228	71.2988	PGF|5228	46.766999999999996
PGGT1B|5229	657.5637	PGGT1B|5229	443.6763
PGK1|5230	4887.8725	PGK1|5230	5494.9166
PGLS|25796	829.4881	PGLS|25796	723.4648
PGLYRP2|114770	43.3174	lowly_expressed	lowly_expressed
PGM1|5236	1373.5118	PGM1|5236	7968.6865
PGM2L1|283209	168.9648	PGM2L1|283209	226.9215
PGM2|55276	1013.7889	PGM2|55276	424.9695
PGM3|5238	722.7928	PGM3|5238	1020.6669
PGM5|5239	44.6627	PGM5|5239	679.9512
PGPEP1|54858	1422.7484	PGPEP1|54858	762.5051
PGP|283871	340.0821	PGP|283871	158.1944
PGRMC1|10857	1620.7708	PGRMC1|10857	5123.2208
PGRMC2|10424	3264.4111	PGRMC2|10424	4542.9036
PGR|5241	2634.7965	PGR|5241	267.9423
PGS1|9489	364.2968	PGS1|9489	404.63599999999997
PHACTR1|221692	203.6753	PHACTR1|221692	31.1915
PHACTR2|9749	306.4505	PHACTR2|9749	2009.3534
lowly_expressed	lowly_expressed	PHACTR3|116154	12.6068
PHACTR4|65979	1247.0572	PHACTR4|65979	918.2595
PHAX|51808	732.3603	PHAX|51808	723.8715
PHB2|11331	2467.7474	PHB2|11331	3446.9296
PHB|5245	1772.2473	PHB|5245	1756.8117
PHC1|1911	607.1326	PHC1|1911	499.5974
PHC2|1912	1774.3997	PHC2|1912	1588.4506
PHC3|80012	2362.0098	PHC3|80012	2462.3831
PHEX|5251	7.8025	lowly_expressed	lowly_expressed
PHF10|55274	2430.2791	PHF10|55274	2393.355
PHF11|51131	897.5584	PHF11|51131	678.3245
PHF12|57649	1960.1614	PHF12|57649	841.3989
PHF13|148479	888.4106	PHF13|148479	1230.5815
PHF14|9678	697.9216	PHF14|9678	698.658
PHF15|23338	1927.4904	PHF15|23338	1041.8869
PHF16|9767	778.0991	PHF16|9767	233.0216
PHF17|79960	842.4026	PHF17|79960	1921.5128
PHF19|26147	219.2776	PHF19|26147	454.6564
PHF1|5252	924.7326	PHF1|5252	838.5523
PHF20L1|51105	2882.895	PHF20L1|51105	1059.3737
PHF20|51230	2261.9224	PHF20|51230	1181.3745
PHF21A|51317	1027.2415	PHF21A|51317	923.1395
PHF23|79142	914.7777	PHF23|79142	361.5291
PHF2|5253	1818.7933	PHF2|5253	1216.7548
PHF3|23469	3337.3243	PHF3|23469	4070.7605
PHF5A|84844	406.2689	PHF5A|84844	343.6356
PHF6|84295	1011.6365	PHF6|84295	559.1704
PHF7|51533	198.8296	PHF7|51533	174.4612
PHF8|23133	1515.0333	PHF8|23133	1045.9536
PHGDH|26227	523.3067	PHGDH|26227	2702.3179999999998
PHGR1|644844	8.0716	lowly_expressed	lowly_expressed
PHIP|55023	2322.9085	PHIP|55023	2332.0862
PHKA1|5255	494.249	PHKA1|5255	370.4758
PHKA2|5256	640.5031	PHKA2|5256	2084.7906
PHKB|5257	1985.3367	PHKB|5257	2934.9329
PHKG1|5260	5.112	PHKG1|5260	75.6405
PHKG2|5261	672.0926	PHKG2|5261	270.0285
PHLDA1|22822	231.65400000000002	PHLDA1|22822	599.024
PHLDA2|7262	91.7468	PHLDA2|7262	11.3867
PHLDA3|23612	731.5531	PHLDA3|23612	2289.5486
PHLDB1|23187	1326.1586	PHLDB1|23187	5346.0756
PHLDB2|90102	196.6772	PHLDB2|90102	4439.6096
PHLDB3|653583	174.0768	PHLDB3|653583	8.5401
PHLPP1|23239	495.0562	PHLPP1|23239	1122.0008
PHLPP2|23035	356.0584	PHLPP2|23035	617.2916
lowly_expressed	lowly_expressed	PHOSPHO1|162466	6.5067
PHOSPHO2|493911	131.8356	PHOSPHO2|493911	68.2432
PHPT1|29085	850.4742	PHPT1|29085	606.7507
PHRF1|57661	971.0096	PHRF1|57661	420.9028
PHTF1|10745	331.2033	PHTF1|10745	202.928
PHTF2|57157	302.1457	PHTF2|57157	539.6503
PHYHD1|254295	1202.9327	PHYHD1|254295	453.0297
lowly_expressed	lowly_expressed	PHYHIPL|84457	8.5807
PHYHIP|9796	12.1074	PHYHIP|9796	82.9606
PHYH|5264	459.0032	PHYH|5264	2755.185
PI15|51050	7.8025	PI15|51050	10.9801
PI16|221476	20.9861	PI16|221476	2247.255
PI4K2A|55361	724.0196	PI4K2A|55361	774.697
PI4K2B|55300	502.5896	PI4K2B|55300	437.5763
PI4KAP1|728233	164.66	PI4KAP1|728233	203.3347
PI4KAP2|375133	108.9662	PI4KAP2|375133	174.8678
PI4KA|5297	3250.6894	PI4KA|5297	1837.3322
PI4KB|5298	4195.0629	PI4KB|5298	1644.5710000000001
PIAS1|8554	464.1152	PIAS1|8554	456.283
PIAS2|9063	414.0714	PIAS2|9063	337.5356
PIAS3|10401	2259.2319	PIAS3|10401	773.8918
PIAS4|51588	643.0349	PIAS4|51588	156.161
PIBF1|10464	632.2728	PIBF1|10464	368.8491
PICALM|8301	2801.1031	PICALM|8301	7941.4396
PICK1|9463	361.8753	PICK1|9463	120.7808
PID1|55022	27.7124	PID1|55022	1053.6804
PIF1|80119	6.4573	lowly_expressed	lowly_expressed
PIGA|5277	174.88400000000001	PIGA|5277	204.148
PIGB|9488	424.4192	PIGB|9488	292.0537
PIGC|5279	1175.7584	PIGC|5279	536.8036
PIGF|5281	293.9477	PIGF|5281	278.1375
PIGG|54872	889.7531	PIGG|54872	655.6283
PIGH|5283	510.3814	PIGH|5283	291.5575
PIGK|10026	1770.0948	PIGK|10026	951.1997
PIGL|9487	63.4963	PIGL|9487	91.0939
PIGM|93183	1354.9472	PIGM|93183	445.30300000000005
PIGN|23556	914.5086	PIGN|23556	556.7304
PIGO|84720	1702.0246	PIGO|84720	555.9169999999999
PIGP|51227	449.0482	PIGP|51227	706.7914
PIGQ|9091	1741.0776	PIGQ|9091	408.7027
PIGR|5284	360.7991	lowly_expressed	lowly_expressed
PIGS|94005	1577.9915	PIGS|94005	2285.4819
PIGT|51604	6239.0529	PIGT|51604	2801.952
PIGU|128869	517.1185	PIGU|128869	308.2554
PIGV|55650	705.7241	PIGV|55650	495.3233
PIGW|284098	207.7083	PIGW|284098	119.5608
PIGX|54965	1287.146	PIGX|54965	470.1098
PIGY|84992	1425.7079	PIGY|84992	1814.1521
PIGZ|80235	136.4095	PIGZ|80235	333.4689
PIH1D1|55011	852.6266	PIH1D1|55011	462.7898
PIH1D2|120379	102.77799999999999	PIH1D2|120379	19.5201
PIK3AP1|118788	133.988	PIK3AP1|118788	332.2489
PIK3C2A|5286	2021.6587	PIK3C2A|5286	2898.3327
PIK3C2B|5287	1011.3675	PIK3C2B|5287	1829.1989
PIK3C3|5289	804.7353	PIK3C3|5289	683.6112
PIK3CA|5290	428.8693	PIK3CA|5290	1652.2977
PIK3CB|5291	1395.5741	PIK3CB|5291	1471.3298
PIK3CD|5293	116.2306	PIK3CD|5293	238.7149
PIK3CG|5294	48.4294	PIK3CG|5294	155.7544
PIK3IP1|113791	558.5525	PIK3IP1|113791	1313.5421
PIK3R1|5295	5149.6603	PIK3R1|5295	6741.7649
PIK3R2|5296	2126.3685	PIK3R2|5296	449.9797
PIK3R3|8503	4392.2782	PIK3R3|8503	1135.4209
PIK3R4|30849	1090.4688	PIK3R4|30849	1317.2021
PIK3R5|23533	86.3658	PIK3R5|23533	111.8341
PIK3R6|146850	34.7077	PIK3R6|146850	10.5734
PIKFYVE|200576	1092.6212	PIKFYVE|200576	2150.4677
PILRA|29992	37.6673	PILRA|29992	65.0671
PILRB|29990	783.8353	PILRB|29990	805.063
PIM1|5292	143.94299999999998	PIM1|5292	1080.5205
PIM2|11040	200.982	PIM2|11040	95.97399999999999
PIM3|415116	1255.9360000000001	PIM3|415116	1960.9597
PIN1|5300	472.7248	PIN1|5300	242.7816
PIN4|5303	340.3511	PIN4|5303	204.148
PINK1|65018	1046.3443	PINK1|65018	2038.2269
PINX1|54984	52.7316	PINX1|54984	35.8235
PION|54103	210.937	PION|54103	499.7967
PIP4K2A|5305	844.0169999999999	PIP4K2A|5305	756.405
PIP4K2B|8396	2380.5744	PIP4K2B|8396	3015.8601
PIP4K2C|79837	1783.8165	PIP4K2C|79837	518.5035
PIP5K1A|8394	4193.1795	PIP5K1A|8394	1107.7674
PIP5K1B|8395	286.8097	PIP5K1B|8395	75.2338
PIP5K1C|23396	1557.0054	PIP5K1C|23396	885.3192
PIP5KL1|138429	38.2054	lowly_expressed	lowly_expressed
PIPOX|51268	6.7263	PIPOX|51268	6.5067
PIPSL|266971	327.4366	PIPSL|266971	138.6743
PIP|5304	662.9448	lowly_expressed	lowly_expressed
PIR|8544	113.271	PIR|8544	392.0293
PISD|23761	1079.4377	PISD|23761	902.806
PITPNA|5306	2188.2021	PITPNA|5306	1595.7706
PITPNB|23760	1005.4483	PITPNB|23760	1518.5035
PITPNC1|26207	64.0344	PITPNC1|26207	314.3554
PITPNM1|9600	494.249	PITPNM1|9600	158.1944
PITPNM2|57605	114.3472	PITPNM2|57605	318.4221
PITPNM3|83394	60.8058	PITPNM3|83394	71.1671
PITRM1|10531	1956.392	PITRM1|10531	3354.0098
PITX1|5307	281.9668	lowly_expressed	lowly_expressed
PITX2|5308	10.493	PITX2|5308	17.0801
PIWIL2|55124	10.7621	PIWIL2|55124	148.4343
PIWIL4|143689	14.2867	PIWIL4|143689	91.5901
PJA1|64219	506.6254	PJA1|64219	2073.2005
PJA2|9867	4519.0018	PJA2|9867	5790.9719
PKD1L1|168507	21.2551	PKD1L1|168507	85.4006
lowly_expressed	lowly_expressed	PKD1L2|114780	1062.2204
PKD1|5310	1770.6329	PKD1|5310	2516.4701
PKD2|5311	208.7846	PKD2|5311	1797.4786
PKDCC|91461	23.1385	PKDCC|91461	2421.3095
PKDREJ|10343	17.7574	PKDREJ|10343	32.5336
lowly_expressed	lowly_expressed	PKHD1L1|93035	152.0943
PKIA|5569	11.8383	PKIA|5569	92.3139
PKIB|5570	3456.2454	PKIB|5570	10.5734
PKIG|11142	664.5591	PKIG|11142	774.7052
PKM2|5315	34678.1462	PKM2|5315	4845.059
PKMYT1|9088	96.0839	lowly_expressed	lowly_expressed
PKN1|5585	1800.7668	PKN1|5585	1436.3562
PKN2|5586	1580.682	PKN2|5586	2955.673
PKN3|29941	601.0628	PKN3|29941	320.0488
PKNOX1|5316	701.6883	PKNOX1|5316	446.9296
PKNOX2|63876	7.5335	PKNOX2|63876	134.2009
PKP1|5317	48.6985	PKP1|5317	407.4827
PKP2|5318	361.3372	PKP2|5318	213.5014
PKP3|11187	985.0003	PKP3|11187	23.5868
PKP4|8502	3076.6099	PKP4|8502	2468.0765
PL-5283|647087	492.9037	PL-5283|647087	900.7727
lowly_expressed	lowly_expressed	PLA1A|51365	43.5136
PLA2G10|8399	6.4573	lowly_expressed	lowly_expressed
PLA2G12A|81579	2052.5997	PLA2G12A|81579	1554.6970000000001
PLA2G15|23659	316.4055	PLA2G15|23659	413.1761
PLA2G16|11145	2686.4869	PLA2G16|11145	12127.2875
PLA2G2A|5320	144.7501	PLA2G2A|5320	1034.1602
PLA2G4A|5321	13.9907	PLA2G4A|5321	619.7641
PLA2G4C|8605	461.9627	PLA2G4C|8605	165.1078
PLA2G4D|283748	5.6501	lowly_expressed	lowly_expressed
PLA2G4F|255189	262.595	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PLA2G5|5322	103.294
PLA2G6|8398	353.5347	PLA2G6|8398	664.0911
PLA2G7|7941	12.6455	PLA2G7|7941	27.6535
PLA2R1|22925	241.0708	PLA2R1|22925	744.6116
PLAA|9373	1058.4516	PLAA|9373	957.7064
PLAC1|10761	30.4029	lowly_expressed	lowly_expressed
PLAC2|257000	12.1074	PLAC2|257000	6.5067
PLAC4|191585	18.8337	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PLAC8|51316	21.9601
PLAC9|219348	16.6812	PLAC9|219348	415.6161
PLAG1|5324	9.9549	PLAG1|5324	149.2477
PLAGL1|5325	67.7958	PLAGL1|5325	1886.9296
PLAGL2|5326	611.8248	PLAGL2|5326	372.1025
PLAT|5327	7593.4619999999995	PLAT|5327	765.7584
PLAUR|5329	247.7971	PLAUR|5329	109.8007
PLAU|5328	608.4025	PLAU|5328	731.1875
PLB1|151056	77.218	PLB1|151056	56.1204
PLBD1|79887	400.6188	PLBD1|79887	925.9862
PLBD2|196463	631.1966	PLBD2|196463	1004.0667
PLCB1|23236	42.7793	PLCB1|23236	593.7373
PLCB2|5330	103.8542	PLCB2|5330	167.1411
PLCB3|5331	691.4643	PLCB3|5331	391.2159
PLCB4|5332	26.6362	PLCB4|5332	367.2224
PLCD1|5333	547.5214	PLCD1|5333	572.9972
PLCD3|113026	160.8933	PLCD3|113026	859.2924
PLCD4|84812	219.2776	PLCD4|84812	184.6279
PLCE1|51196	203.4035	PLCE1|51196	641.7243
PLCG1|5335	843.46	PLCG1|5335	1916.6246
PLCG2|5336	114.0782	PLCG2|5336	538.0236
PLCH2|9651	220.8919	lowly_expressed	lowly_expressed
PLCL1|5334	477.0297	PLCL1|5334	982.9199
PLCL2|23228	148.5168	PLCL2|23228	795.4453
PLCXD1|55344	177.5745	PLCXD1|55344	2065.8804
lowly_expressed	lowly_expressed	PLCXD2|257068	26.8402
PLCXD3|345557	5.9191	PLCXD3|345557	470.1098
PLD1|5337	130.4903	PLD1|5337	1074.4205
PLD2|5338	1031.8154	PLD2|5338	560.3904
PLD3|23646	2656.0839	PLD3|23646	2874.3392
PLD4|122618	114.8853	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PLD5|200150	9.7601
PLD6|201164	209.511	PLD6|201164	642.3017
PLDN|26258	1329.3872	PLDN|26258	1911.7527
PLEC|5339	5799.4215	PLEC|5339	2337.5356
PLEK2|26499	212.0132	lowly_expressed	lowly_expressed
PLEKHA1|59338	1073.5185	PLEKHA1|59338	726.3115
PLEKHA2|59339	443.1291	PLEKHA2|59339	1041.4803
PLEKHA3|65977	571.198	PLEKHA3|65977	451.403
PLEKHA4|57664	88.5182	PLEKHA4|57664	352.1757
PLEKHA5|54477	630.3895	PLEKHA5|54477	704.758
PLEKHA6|22874	1747.2254	lowly_expressed	lowly_expressed
PLEKHA7|144100	771.3728	PLEKHA7|144100	418.8695
PLEKHA8|84725	231.1159	PLEKHA8|84725	79.7072
PLEKHA9|51054	90.6706	PLEKHA9|51054	183.8146
PLEKHB1|58473	179.99599999999998	PLEKHB1|58473	10.9801
PLEKHB2|55041	3123.1587	PLEKHB2|55041	1757.6251
PLEKHF1|79156	25.829	PLEKHF1|79156	240.3416
PLEKHF2|79666	2184.1663	PLEKHF2|79666	595.364
PLEKHG1|57480	138.5619	PLEKHG1|57480	914.1928
PLEKHG2|64857	301.6076	PLEKHG2|64857	895.0793
PLEKHG3|26030	1430.0128	PLEKHG3|26030	749.8983
PLEKHG4B|153478	701.4193	lowly_expressed	lowly_expressed
PLEKHG4|25894	516.3113	PLEKHG4|25894	206.588
PLEKHG5|57449	221.43	PLEKHG5|57449	320.4555
PLEKHG6|55200	151.4764	PLEKHG6|55200	1498.9833
PLEKHG7|440107	14.5288	lowly_expressed	lowly_expressed
PLEKHH1|57475	253.458	PLEKHH1|57475	235.8926
PLEKHH2|130271	182.4174	PLEKHH2|130271	821.8788
PLEKHH3|79990	1144.5483	PLEKHH3|79990	416.4294
PLEKHJ1|55111	306.1815	PLEKHJ1|55111	459.1297
PLEKHM1P|440456	176.50099999999998	PLEKHM1P|440456	234.3839
PLEKHM1|9842	566.355	PLEKHM1|9842	1021.1468
PLEKHM2|23207	982.8479	PLEKHM2|23207	1217.9748
PLEKHM3|389072	228.6944	PLEKHM3|389072	1252.5417
PLEKHN1|84069	23.6766	lowly_expressed	lowly_expressed
PLEKHO1|51177	347.0774	PLEKHO1|51177	302.9687
PLEKHO2|80301	404.9237	PLEKHO2|80301	1620.9841
PLEK|5341	146.0954	PLEK|5341	577.8772
PLGLB2|5342	57.6525	PLGLB2|5342	103.7048
PLIN1|5346	350.306	PLIN1|5346	89414.3961
PLIN2|123	389.5877	PLIN2|123	4536.3969
PLIN3|10226	1771.171	PLIN3|10226	513.6234
PLIN4|729359	715.1409	PLIN4|729359	77533.5502
PLIN5|440503	408.4213	PLIN5|440503	1907.6861
