gene_id	TCGA-BH-A18N-01A-11R-A12D-07	gene_id	TCGA-BH-A18N-11A-43R-A12D-07
ALKBH7|84266	495.8819	ALKBH7|84266	348.545
ALKBH8|91801	823.9533	ALKBH8|91801	322.0899
lowly_expressed	lowly_expressed	ALK|238	29.4312
ALMS1P|200420	14.4132	ALMS1P|200420	8.9286
ALMS1|7840	1021.6198	ALMS1|7840	894.5106
ALOX12P2|245	89.5676	ALOX12P2|245	31.4153
ALOX12|239	5.5113	ALOX12|239	5.9722
ALOX15B|247	14.4132	ALOX15B|247	252.9762
ALOX15|246	161.6335	ALOX15|246	479.82800000000003
ALOX5AP|241	339.39599999999996	ALOX5AP|241	266.2037
ALOX5|240	671.9286	ALOX5|240	514.5503
ALOXE3|59344	109.4715	ALOXE3|59344	6.9444
ALPK1|80216	587.1654	ALPK1|80216	784.0608
ALPK2|115701	28.8264	ALPK2|115701	5.6217
ALPK3|57538	247.4262	ALPK3|57538	417.32800000000003
ALPL|249	154.4269	ALPL|249	943.4524
ALS2CL|259173	80.30199999999999	ALS2CL|259173	410.7143
ALS2CR11|151254	6.8634	ALS2CR11|151254	8.5979
ALS2CR4|65062	288.9499	ALS2CR4|65062	1053.9021
ALS2CR8|79800	178.792	ALS2CR8|79800	255.291
ALS2|57679	649.6225	ALS2|57679	782.0767
ALX3|257	17.5017	ALX3|257	26.7857
lowly_expressed	lowly_expressed	ALX4|60529	24.4709
AMACR|23600	555.5937	AMACR|23600	313.1614
AMBP|259	15.7859	AMBP|259	12.2354
AMBRA1|55626	1119.4235	AMBRA1|55626	1008.9286
AMD1|262	1338.3665	AMD1|262	1668.9815
AMDHD1|144193	217.2272	AMDHD1|144193	12.8968
AMDHD2|51005	311.256	AMDHD2|51005	155.9755
AMFR|267	6634.523	AMFR|267	4352.8439
AMICA1|120425	21.6198	AMICA1|120425	96.2302
AMIGO1|57463	210.7069	AMIGO1|57463	220.2381
AMIGO2|347902	77.2135	AMIGO2|347902	2144.8413
AMIGO3|386724	51.1325	AMIGO3|386724	60.1852
AMMECR1L|83607	785.5182	AMMECR1L|83607	952.7116
AMMECR1|9949	126.2869	AMMECR1|9949	236.4418
AMN1|196394	291.6953	AMN1|196394	208.3333
AMOTL1|154810	393.61699999999996	AMOTL1|154810	2341.9312
AMOTL2|51421	2629.0323	AMOTL2|51421	4745.0397
AMOT|154796	408.3734	AMOT|154796	1069.4444
lowly_expressed	lowly_expressed	AMPD1|270	55.2249
AMPD2|271	571.7227	AMPD2|271	528.7698
AMPD3|272	904.9417	AMPD3|272	272.8175
AMPH|273	18.1881	AMPH|273	70.7672
AMT|275	417.1517	AMT|275	236.7063
lowly_expressed	lowly_expressed	AMY1A|276	19.5106
AMY2B|280	238.8401	AMY2B|280	322.2388
AMZ1|155185	327.0419	AMZ1|155185	38.0291
AMZ2P1|201283	208.3047	AMZ2P1|201283	209.3254
AMZ2|51321	2080.9883	AMZ2|51321	1092.9233
ANAPC10|10393	117.3644	ANAPC10|10393	112.4339
ANAPC11|51529	1046.3281	ANAPC11|51529	505.9524
ANAPC13|25847	1789.9931	ANAPC13|25847	1079.5403
ANAPC16|119504	1889.499	ANAPC16|119504	2214.9471
ANAPC1|64682	559.3686	ANAPC1|64682	835.9788
ANAPC2|29882	725.8065	ANAPC2|29882	754.9603
ANAPC4|29945	491.0776	ANAPC4|29945	550.9259
ANAPC5|51433	2614.9623	ANAPC5|51433	2205.3571
ANAPC7|51434	1126.9732	ANAPC7|51434	783.0688
ANGEL1|23357	710.7069	ANGEL1|23357	610.4497
ANGEL2|90806	644.8181	ANGEL2|90806	697.7513
ANGPT1|284	20.2471	ANGPT1|284	586.3095
ANGPT2|285	568.6342	ANGPT2|285	513.5582
lowly_expressed	lowly_expressed	ANGPT4|51378	17.1958
ANGPTL1|9068	9.2656	ANGPTL1|9068	397.1561
ANGPTL2|23452	646.8771	ANGPTL2|23452	4921.9577
ANGPTL4|51129	32.6012	ANGPTL4|51129	954.0344
lowly_expressed	lowly_expressed	ANGPTL5|253935	7.6058
lowly_expressed	lowly_expressed	ANGPTL7|10218	356.4815
ANG|283	383.1537	ANG|283	437.0933
ANK1|286	11.3246	ANK1|286	26.1243
ANK2|287	80.9883	ANK2|287	1295.6349
ANK3|288	765.2711	ANK3|288	925.9259
ANKAR|150709	41.8668	ANKAR|150709	60.5159
ANKDD1A|348094	66.5752	ANKDD1A|348094	258.2672
ANKFY1|51479	1986.9595	ANKFY1|51479	2395.8333
ANKHD1-EIF4EBP3|404734	2135.4084	ANKHD1-EIF4EBP3|404734	1682.1296
ANKHD1|54882	3139.2004	ANKHD1|54882	2145.2976
ANKH|56172	653.0542	ANKH|56172	2399.8016
ANKIB1|54467	1068.2910000000002	ANKIB1|54467	1552.5794
ANKK1|255239	9.952	ANKK1|255239	24.8016
ANKLE1|126549	14.4132	ANKLE1|126549	11.2434
ANKLE2|23141	1825.326	ANKLE2|23141	1637.8968
ANKMY1|51281	223.4043	ANKMY1|51281	250.3307
ANKMY2|57037	495.5388	ANKMY2|57037	652.7778
ANKRA2|57763	583.0474	ANKRA2|57763	314.8148
ANKRD10|55608	2067.4262	ANKRD10|55608	1483.1812
ANKRD11|29123	1448.72	ANKRD11|29123	2764.3585
ANKRD12|23253	1846.2594	ANKRD12|23253	1955.3571
ANKRD13A|88455	955.7310000000001	ANKRD13A|88455	1337.3016
ANKRD13B|124930	111.8737	ANKRD13B|124930	100.8598
ANKRD13C|81573	459.1627	ANKRD13C|81573	570.7672
ANKRD13D|338692	516.129	ANKRD13D|338692	525.4630000000001
ANKRD16|54522	206.9046	ANKRD16|54522	179.5503
ANKRD17|26057	2808.1675	ANKRD17|26057	3360.4497
ANKRD19|138649	193.8916	ANKRD19|138649	22.1561
ANKRD20A3|441425	5.1476	ANKRD20A3|441425	9.5899
ANKRD20B|729171	8.5793	ANKRD20B|729171	8.2672
ANKRD22|118932	94.7152	ANKRD22|118932	44.6429
ANKRD23|200539	55.9369	ANKRD23|200539	35.3836
ANKRD24|170961	61.0844	ANKRD24|170961	40.3439
ANKRD26|22852	414.8936	ANKRD26|22852	411.045
ANKRD27|84079	500.3432	ANKRD27|84079	866.4021
ANKRD28|23243	2688.0577	ANKRD28|23243	1339.6164
ANKRD29|147463	136.2388	ANKRD29|147463	310.8466
lowly_expressed	lowly_expressed	ANKRD30A|91074	1271.8254
ANKRD30B|374860	33.2876	ANKRD30B|374860	45.9656
ANKRD31|256006	9.6088	lowly_expressed	lowly_expressed
ANKRD32|84250	242.965	ANKRD32|84250	152.4471
ANKRD34A|284615	11.6678	ANKRD34A|284615	14.5503
lowly_expressed	lowly_expressed	ANKRD34C|390616	5.291
ANKRD35|148741	8.9224	ANKRD35|148741	154.1005
ANKRD36BP1|84832	64.5161	ANKRD36BP1|84832	161.3757
ANKRD36B|57730	31.5717	ANKRD36B|57730	68.1217
ANKRD36|375248	127.6596	ANKRD36|375248	328.37300000000005
ANKRD37|353322	39.9794	ANKRD37|353322	181.2665
ANKRD39|51239	149.6225	ANKRD39|51239	91.6005
ANKRD40|91369	1849.6911	ANKRD40|91369	2428.2407
ANKRD42|338699	602.6081	ANKRD42|338699	354.4974
lowly_expressed	lowly_expressed	ANKRD43|134548	54.8942
ANKRD44|91526	107.7557	ANKRD44|91526	110.119
lowly_expressed	lowly_expressed	ANKRD45|339416	9.2593
ANKRD46|157567	641.6369	ANKRD46|157567	599.7884
ANKRD49|54851	440.9746	ANKRD49|54851	280.0926
ANKRD50|57182	2252.917	ANKRD50|57182	1296.2963
ANKRD52|283373	1375.0858	ANKRD52|283373	1467.2619
lowly_expressed	lowly_expressed	ANKRD53|79998	51.918
ANKRD54|129138	347.9753	ANKRD54|129138	310.1852
ANKRD55|79722	8.9224	lowly_expressed	lowly_expressed
ANKRD56|345079	146.534	ANKRD56|345079	91.9312
ANKRD57|65124	869.5951	ANKRD57|65124	651.455
lowly_expressed	lowly_expressed	ANKRD58|347454	8.9286
ANKRD5|63926	296.4997	ANKRD5|63926	208.9947
ANKRD6|22881	157.7454	ANKRD6|22881	295.6944
ANKRD9|122416	66.5752	ANKRD9|122416	58.8624
ANKS1A|23294	833.5621	ANKS1A|23294	1390.8729999999998
ANKS1B|56899	345.5731	ANKS1B|56899	140.5423
ANKS3|124401	425.8751	ANKS3|124401	262.8968
ANKS6|203286	62.4571	ANKS6|203286	250.0
ANKZF1|55139	640.0137	ANKZF1|55139	659.3915
ANLN|54443	267.6733	ANLN|54443	33.7302
ANO10|55129	1009.2656	ANO10|55129	870.7011
ANO1|55107	2232.6699	ANO1|55107	4572.7513
ANO2|57101	49.7598	ANO2|57101	113.7566
lowly_expressed	lowly_expressed	ANO3|63982	34.0608
lowly_expressed	lowly_expressed	ANO4|121601	10.9127
ANO5|203859	296.1565	ANO5|203859	97.2222
ANO6|196527	2657.8586	ANO6|196527	5585.9788
ANO7|50636	12.011	ANO7|50636	14.2196
ANO8|57719	205.5594	ANO8|57719	290.6746
ANO9|338440	189.4303	ANO9|338440	106.1508
ANP32A|8125	3087.5086	ANP32A|8125	2084.3254
ANP32B|10541	1834.9348	ANP32B|10541	2350.8598
ANP32E|81611	539.8078	ANP32E|81611	805.2249
ANPEP|290	832.1894	ANPEP|290	4580.6878
ANTXR1|84168	3989.7049	ANTXR1|84168	3842.5926
ANTXR2|118429	339.0528	ANTXR2|118429	2220.2381
ANUBL1|93550	450.5834	ANUBL1|93550	282.4074
ANXA11|311	2302.6767	ANXA11|311	4318.4524
lowly_expressed	lowly_expressed	ANXA13|312	7.2751
ANXA1|301	811.5992	ANXA1|301	11982.8042
ANXA2P1|303	39.8078	ANXA2P1|303	51.918
ANXA2P2|304	2563.8298	ANXA2P2|304	4315.4762
ANXA2|302	7729.9245	ANXA2|302	12692.1296
ANXA3|306	214.1386	ANXA3|306	1551.918
ANXA4|307	1241.9355	ANXA4|307	1461.3095
ANXA5|308	4934.7975	ANXA5|308	10047.619
ANXA6|309	7266.6438	ANXA6|309	7618.7169
ANXA7|310	2629.0323	ANXA7|310	3068.4524
ANXA8L2|244	8.5793	ANXA8L2|244	241.7328
ANXA8|653145	11.6678	ANXA8|653145	366.0714
ANXA9|8416	1471.86	ANXA9|8416	150.463
AOAH|313	71.0364	AOAH|313	140.5423
AOC2|314	6.8634	AOC2|314	70.4365
AOC3|8639	397.3919	AOC3|8639	9289.6825
AOX1|316	15.4427	AOX1|316	1124.3386
AP1AR|55435	1356.2114	AP1AR|55435	607.8042
AP1B1|162	3003.0885	AP1B1|162	2440.4762
AP1G1|164	7125.2574	AP1G1|164	2870.7011
AP1G2|8906	1892.3439	AP1G2|8906	1220.0827
AP1M1|8907	725.4633	AP1M1|8907	937.1693
AP1M2|10053	2203.5003	AP1M2|10053	808.5317
AP1S1|1174	706.9321	AP1S1|1174	400.7937
AP1S2|8905	306.1084	AP1S2|8905	496.0317
AP1S3|130340	200.0686	AP1S3|130340	107.8042
AP2A1|160	2019.5367	AP2A1|160	1602.3214
AP2A2|161	1375.4289999999999	AP2A2|161	1914.3519
AP2B1|163	7304.7358	AP2B1|163	7830.6878
AP2M1|1173	4824.6397	AP2M1|1173	4638.8889
AP2S1|1175	1087.5086	AP2S1|1175	711.6402
AP3B1|8546	1701.7845	AP3B1|8546	1200.7275
AP3B2|8120	105.0103	AP3B2|8120	73.4127
AP3D1|8943	4297.8723	AP3D1|8943	2687.8307
AP3M1|26985	1404.9417	AP3M1|26985	1522.1561
AP3M2|10947	218.2567	AP3M2|10947	472.2222
AP3S1|1176	1049.7598	AP3S1|1176	933.8624
AP3S2|10239	2590.0549	AP3S2|10239	1777.0304
AP4B1|10717	233.9121	AP4B1|10717	317.1858
AP4E1|23431	595.4015	AP4E1|23431	423.6111
AP4M1|9179	351.4894	AP4M1|9179	317.6025
AP4S1|11154	52.162	AP4S1|11154	80.6878
APAF1|317	456.0741	APAF1|317	621.0317
APBA1|320	71.3795	APBA1|320	289.6825
APBA2|321	22.6493	APBA2|321	36.045
APBA3|9546	231.2972	APBA3|9546	160.7143
APBB1IP|54518	133.4935	APBB1IP|54518	613.0952
APBB1|322	990.3912	APBB1|322	825.0661
APBB2|323	5368.5655	APBB2|323	2864.7487
APBB3|10307	573.4386	APBB3|10307	305.8862
APCDD1L|164284	6.8634	APCDD1L|164284	231.4815
APCDD1|147495	342.4846	APCDD1|147495	1070.1058
APC|324	1376.8016	APC|324	1393.8492
APEH|327	3452.6424	APEH|327	1383.5979
APEX1|328	2017.8449	APEX1|328	2083.6639999999998
APEX2|27301	883.3219	APEX2|27301	461.3095
APH1A|51107	3895.676	APH1A|51107	3304.8942
APH1B|83464	1814.0014	APH1B|83464	845.5688
API5|8539	2300.6177	API5|8539	2426.5873
APIP|51074	391.4894	APIP|51074	402.9762
APITD1|378708	274.8044	APITD1|378708	160.3009
APLF|200558	64.8593	APLF|200558	114.0873
APLNR|187	789.2931	APLNR|187	1381.6138
APLN|8862	194.5779	APLN|8862	178.9021
APLP1|333	14.7563	APLP1|333	35.3836
APLP2|334	20506.1771	APLP2|334	19691.7989
APOA1BP|128240	1904.5985	APOA1BP|128240	899.1402
APOA1|335	7.2066	lowly_expressed	lowly_expressed
APOB48R|55911	539.4647	APOB48R|55911	167.9894
lowly_expressed	lowly_expressed	APOBEC2|10930	7.6058
lowly_expressed	lowly_expressed	APOBEC3A|200315	11.2434
APOBEC3B|9582	68.9774	APOBEC3B|9582	19.8413
APOBEC3C|27350	78.243	APOBEC3C|27350	449.0741
APOBEC3D|140564	35.6898	APOBEC3D|140564	115.7407
APOBEC3F|200316	93.6857	APOBEC3F|200316	194.4444
APOBEC3G|60489	111.1874	APOBEC3G|60489	337.3016
lowly_expressed	lowly_expressed	APOB|338	397.1561
APOC1|341	281.057	APOC1|341	298.9418
APOC2|344	60.7412	APOC2|344	41.9974
APOD|347	10018.1881	APOD|347	16155.753999999999
APOE|348	904.5985	APOE|348	1997.3545
APOF|319	23.6788	APOF|319	9.2593
APOL1|8542	485.5868	APOL1|8542	1331.3492
APOL2|23780	414.2073	APOL2|23780	652.4471
APOL3|80833	480.4393	APOL3|80833	1243.7169
APOL4|80832	67.9478	APOL4|80832	402.4471
APOL6|80830	1003.4317	APOL6|80830	3970.8995
APOLD1|81575	1073.6788	APOLD1|81575	4540.9226
APOM|55937	14.0803	APOM|55937	41.336000000000006
APOOL|139322	264.5848	APOOL|139322	271.8254
APOO|79135	263.2121	APOO|79135	145.8333
APPBP2|10513	1431.7089999999998	APPBP2|10513	1381.2831
APPL1|26060	2326.0124	APPL1|26060	1965.6085
APPL2|55198	1336.9938	APPL2|55198	1519.5106
APP|351	56596.7742	APP|351	30737.7646
APRT|353	1089.2244	APRT|353	895.172
APTX|54840	478.0371	APTX|54840	422.9497
AQP11|282679	9.6088	AQP11|282679	45.3042
AQP1|358	2808.1675	AQP1|358	16092.3148
AQP3|360	28.8264	AQP3|360	503.9683
AQP4|361	17.1585	AQP4|361	63.8228
lowly_expressed	lowly_expressed	AQP5|362	73.7434
lowly_expressed	lowly_expressed	AQP7P1|375719	297.9497
lowly_expressed	lowly_expressed	AQP7P3|441432	8.9286
AQP7|364	11.6678	AQP7|364	1477.1825
AQP8|343	6.1771	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQP9|366	17.8571
lowly_expressed	lowly_expressed	AQPEP|206338	359.0575
AQR|9716	1716.1977	AQR|9716	1307.2089999999998
ARAF|369	1330.4736	ARAF|369	1155.754
ARAP1|116985	1815.5045	ARAP1|116985	2194.7189
ARAP2|116984	566.5752	ARAP2|116984	467.5926
ARAP3|64411	392.2443	ARAP3|64411	755.6217
ARCN1|372	3995.1956	ARCN1|372	4226.5212
lowly_expressed	lowly_expressed	ARC|23237	73.4127
AREG|374	5.8339	AREG|374	944.7751
ARF1|375	7281.4001	ARF1|375	6858.7963
ARF3|377	7483.1846	ARF3|377	4294.6429
ARF4|378	5056.28	ARF4|378	3712.6323
ARF5|381	2061.0776	ARF5|381	1703.0258
ARF6|382	2164.0357	ARF6|382	2892.8571
ARFGAP1|55738	1365.1338	ARFGAP1|55738	951.0582
ARFGAP2|84364	1991.0776	ARFGAP2|84364	1883.5979
ARFGAP3|26286	189.7735	ARFGAP3|26286	1084.9868
ARFGEF1|10565	5221.0879	ARFGEF1|10565	2083.6639999999998
ARFGEF2|10564	3333.5621	ARFGEF2|10564	2687.1693
ARFIP1|27236	1356.2114	ARFIP1|27236	1000.0
ARFIP2|23647	1383.3219	ARFIP2|23647	1319.7751
ARFRP1|10139	668.4969	ARFRP1|10139	540.3439
ARG2|384	125.0824	ARG2|384	278.3962
ARGLU1|55082	3259.7804	ARGLU1|55082	2489.7487
ARHGAP10|79658	248.4557	ARHGAP10|79658	549.6032
ARHGAP11A|9824	282.4296	ARHGAP11A|9824	70.1058
ARHGAP11B|89839	15.8202	lowly_expressed	lowly_expressed
ARHGAP12|94134	1056.28	ARHGAP12|94134	1195.4365
ARHGAP15|55843	40.8373	ARHGAP15|55843	57.208999999999996
ARHGAP17|55114	1145.8476	ARHGAP17|55114	1391.2037
ARHGAP18|93663	447.838	ARHGAP18|93663	714.6164
ARHGAP19|84986	404.2553	ARHGAP19|84986	928.9021
ARHGAP1|392	2315.0309	ARHGAP1|392	3432.5397
ARHGAP20|57569	20.9334	ARHGAP20|57569	377.3148
ARHGAP21|57584	1616.6781	ARHGAP21|57584	3041.0053
ARHGAP22|58504	29.8559	ARHGAP22|58504	56.8783
ARHGAP23|57636	384.6946	ARHGAP23|57636	1166.9974
ARHGAP24|83478	122.8552	ARHGAP24|83478	367.0635
ARHGAP25|9938	111.5305	ARHGAP25|9938	352.1825
ARHGAP26|23092	197.3233	ARHGAP26|23092	985.7804
ARHGAP27|201176	258.0405	ARHGAP27|201176	567.7909999999999
ARHGAP28|79822	35.3466	ARHGAP28|79822	250.0
ARHGAP29|9411	1749.1421	ARHGAP29|9411	3543.3201
ARHGAP30|257106	255.3191	ARHGAP30|257106	474.8677
ARHGAP31|57514	455.0446	ARHGAP31|57514	1700.7275
ARHGAP32|9743	2369.5951	ARHGAP32|9743	1666.6667
ARHGAP33|115703	295.127	ARHGAP33|115703	228.5053
lowly_expressed	lowly_expressed	ARHGAP36|158763	1338.955
ARHGAP39|80728	402.5395	ARHGAP39|80728	222.8836
ARHGAP42|143872	71.0295	ARHGAP42|143872	259.5767
ARHGAP4|393	300.9609	ARHGAP4|393	388.2275
ARHGAP5|394	2161.6335	ARHGAP5|394	3275.4629999999997
ARHGAP6|395	61.0844	ARHGAP6|395	152.4471
ARHGAP8|23779	447.5909	ARHGAP8|23779	397.8869
ARHGAP9|64333	78.5861	ARHGAP9|64333	112.1032
ARHGDIA|396	4468.7714	ARHGDIA|396	4020.8333
ARHGDIB|397	2941.3178	ARHGDIB|397	3547.619
lowly_expressed	lowly_expressed	ARHGDIG|398	43.6772
ARHGEF10L|55160	1347.9753	ARHGEF10L|55160	1083.3333
ARHGEF10|9639	254.2896	ARHGEF10|9639	1127.9762
ARHGEF11|9826	1447.4949	ARHGEF11|9826	1508.2672
ARHGEF12|23365	8152.0247	ARHGEF12|23365	6469.5767
ARHGEF15|22899	367.8792	ARHGEF15|22899	1053.5714
ARHGEF16|27237	424.8456	ARHGEF16|27237	276.7857
ARHGEF17|9828	1491.0776	ARHGEF17|9828	2163.6905
ARHGEF18|23370	779.6843	ARHGEF18|23370	874.0079
ARHGEF19|128272	422.7865	ARHGEF19|128272	264.5503
ARHGEF1|9138	1261.8394	ARHGEF1|9138	1304.5635
ARHGEF2|9181	1260.4667	ARHGEF2|9181	2214.6164
ARHGEF33|100271715	9.952	ARHGEF33|100271715	26.7857
ARHGEF35|445328	818.8058	ARHGEF35|445328	718.5847
ARHGEF37|389337	1449.2107	ARHGEF37|389337	1457.3413
lowly_expressed	lowly_expressed	ARHGEF38|54848	54.5635
ARHGEF3|50650	1223.4043	ARHGEF3|50650	1087.3016
ARHGEF4|50649	5.1476	ARHGEF4|50649	219.24599999999998
ARHGEF5|7984	619.4235	ARHGEF5|7984	627.9762
ARHGEF6|9459	3435.4839	ARHGEF6|9459	3190.8069
ARHGEF7|8874	1431.0226	ARHGEF7|8874	1757.9365
ARHGEF9|23229	364.7907	ARHGEF9|23229	703.7037
ARID1A|8289	3229.2382	ARID1A|8289	3241.0714
ARID1B|57492	2012.6973	ARID1B|57492	2521.4947
ARID2|196528	1390.8717	ARID2|196528	1053.5714
ARID3A|1820	97.1174	ARID3A|1820	62.5
ARID3B|10620	142.7591	ARID3B|10620	119.3783
ARID4A|5926	470.8305	ARID4A|5926	1000.3307
ARID4B|51742	1615.9025	ARID4B|51742	1566.4683
ARID5A|10865	820.8648	ARID5A|10865	2660.3836
ARID5B|84159	1105.3535	ARID5B|84159	5376.9841
ARIH1|25820	1837.3370000000002	ARIH1|25820	1864.418
ARIH2|10425	1672.5669	ARIH2|10425	1681.2169
ARL10|285598	29.1695	ARL10|285598	65.4762
ARL11|115761	385.3809	ARL11|115761	56.2169
ARL13B|200894	161.2903	ARL13B|200894	310.5159
ARL15|54622	180.8511	ARL15|54622	434.5238
ARL16|339231	514.4132	ARL16|339231	385.9127
ARL17A|51326	105.4839	ARL17A|51326	108.2738
ARL1|400	2565.8888	ARL1|400	2039.0212
ARL2BP|23568	991.7639	ARL2BP|23568	1366.0714
ARL2|402	414.5504	ARL2|402	933.5317
ARL3|403	1340.0824	ARL3|403	603.5053
ARL4A|10124	134.8662	ARL4A|10124	1161.7063
ARL4C|10123	288.6067	ARL4C|10123	1676.5873
ARL4D|379	117.0213	ARL4D|379	120.0397
ARL5A|26225	667.4674	ARL5A|26225	818.1217
ARL5B|221079	164.722	ARL5B|221079	318.1217
ARL6IP1|23204	9919.698	ARL6IP1|23204	3801.9179999999997
ARL6IP4|51329	2430.3363	ARL6IP4|51329	1409.0608
ARL6IP5|10550	2895.3329	ARL6IP5|10550	4089.6164
ARL6IP6|151188	227.5223	ARL6IP6|151188	251.3228
ARL6|84100	110.1579	ARL6|84100	101.8519
ARL8A|127829	1028.4832	ARL8A|127829	1055.5556
ARL8B|55207	4292.7248	ARL8B|55207	2318.7831
ARL9|132946	6.5202	ARL9|132946	9.9206
ARMC10|83787	567.8071	ARMC10|83787	643.8261
ARMC1|55156	1141.3864	ARMC1|55156	673.2804
ARMC2|84071	43.2395	ARMC2|84071	69.4444
ARMC4|55130	44.6122	ARMC4|55130	16.8651
ARMC5|79798	511.3246	ARMC5|79798	301.918
ARMC6|93436	632.8071	ARMC6|93436	429.8413
ARMC7|79637	459.1627	ARMC7|79637	253.9683
ARMC8|25852	843.8572	ARMC8|25852	741.4021
ARMC9|80210	498.9705	ARMC9|80210	252.6455
ARMCX1|51309	630.7481	ARMCX1|51309	956.3492
ARMCX2|9823	1101.5786	ARMCX2|9823	1028.1085
ARMCX3|51566	1654.0837	ARMCX3|51566	2266.2037
ARMCX5|64860	446.4653	ARMCX5|64860	375.3307
ARMCX6|54470	274.8799	ARMCX6|54470	258.5979
ARNT2|9915	4190.803	ARNT2|9915	421.62699999999995
ARNTL2|56938	23.3356	ARNTL2|56938	43.9815
ARNTL|406	273.8504	ARNTL|406	214.9471
ARNT|405	1416.2663	ARNT|405	1955.3571
ARPC1A|10552	1589.2244	ARPC1A|10552	1756.6138
ARPC1B|10095	1424.5024	ARPC1B|10095	1362.7646
ARPC2|10109	2926.2183	ARPC2|10109	3278.4392
ARPC3|10094	3219.2862	ARPC3|10094	2185.1852
ARPC4|10093	2968.6513	ARPC4|10093	2386.7196
ARPC5L|81873	602.9513	ARPC5L|81873	485.4497
ARPC5|10092	2216.5408	ARPC5|10092	2242.3942
ARPM1|84517	44.6122	ARPM1|84517	28.1085
ARPP19|10776	5009.2656	ARPP19|10776	3913.6905
ARRB1|408	582.7042	ARRB1|408	977.1825
ARRB2|409	771.7914	ARRB2|409	583.0026
ARRDC1|92714	632.8071	ARRDC1|92714	568.7831
ARRDC2|27106	622.8552	ARRDC2|27106	776.1243
ARRDC3|57561	2432.7385	ARRDC3|57561	3569.7751
ARRDC4|91947	239.5333	ARRDC4|91947	1100.1984
ARSA|410	1063.8298	ARSA|410	898.1481
ARSB|411	210.0206	ARSB|411	285.3836
ARSD|414	2031.5717	ARSD|414	3307.5397
ARSE|415	17.8449	ARSE|415	22.8175
ARSG|22901	749.1421	ARSG|22901	363.7566
ARSI|340075	24.022	ARSI|340075	24.8016
ARSJ|79642	270.7618	ARSJ|79642	171.627
ARSK|153642	71.7227	ARSK|153642	157.7381
lowly_expressed	lowly_expressed	ART4|420	23.4788
lowly_expressed	lowly_expressed	ART5|116969	18.8492
ARTN|9048	406.6575	ARTN|9048	18.1878
ARV1|64801	358.9568	ARV1|64801	305.8862
ARVCF|421	235.0721	ARVCF|421	422.9497
AR|367	1263.5553	AR|367	826.7196
AS3MT|57412	312.1997	AS3MT|57412	241.0714
ASAH1|427	2755.6623	ASAH1|427	5869.0476
lowly_expressed	lowly_expressed	ASAH2B|653308	11.9048
ASAM|79827	94.7152	ASAM|79827	1221.8915
ASAP1|50807	1567.6047	ASAP1|50807	1340.9392
ASAP2|8853	1038.0919999999999	ASAP2|8853	1121.0317
ASAP3|55616	595.4015	ASAP3|55616	1061.5079
lowly_expressed	lowly_expressed	ASB12|142689	5.291
ASB13|79754	1680.1647	ASB13|79754	776.1243
ASB14|142686	20.5903	ASB14|142686	16.5344
ASB16|92591	75.0069	ASB16|92591	18.4425
ASB1|51665	267.5429	ASB1|51665	762.2288
ASB2|51676	10.9815	ASB2|51676	43.9815
ASB3|51130	222.7179	ASB3|51130	298.6111
ASB5|140458	20.9334	lowly_expressed	lowly_expressed
ASB6|140459	580.5079	ASB6|140459	692.5364
ASB7|140460	576.5271	ASB7|140460	490.7407
ASB8|140461	913.1778	ASB8|140461	808.5317
ASB9|140462	26.4242	ASB9|140462	36.3757
ASCC1|51008	391.55800000000005	ASCC1|51008	389.5503
ASCC2|84164	1106.383	ASCC2|84164	1161.045
ASCC3|10973	1248.7989	ASCC3|10973	1171.9577
ASCL1|429	131.7776	lowly_expressed	lowly_expressed
ASCL2|430	7.5498	ASCL2|430	15.873
ASF1A|25842	298.9019	ASF1A|25842	400.1323
ASF1B|55723	320.1784	ASF1B|55723	30.4233
ASGR1|432	5.1476	ASGR1|432	10.9127
lowly_expressed	lowly_expressed	ASGR2|433	5.9524
ASH1L|55870	2407.7248	ASH1L|55870	3576.8816
ASH2L|9070	455.0446	ASH2L|9070	1124.6693
ASL|435	433.4248	ASL|435	462.6323
ASMTL|8623	470.4873	ASMTL|8623	668.955
ASNA1|439	1628.6891	ASNA1|439	896.164
ASNSD1|54529	614.6191	ASNSD1|54529	1035.3836
ASNS|440	416.6095	ASNS|440	333.3333
lowly_expressed	lowly_expressed	ASPA|443	102.1825
lowly_expressed	lowly_expressed	ASPG|374569	16.8651
ASPHD1|253982	18.8744	ASPHD1|253982	21.4947
ASPHD2|57168	76.1839	ASPHD2|57168	59.8545
ASPH|444	4467.4194	ASPH|444	11487.9299
ASPM|259266	205.5594	ASPM|259266	16.8651
ASPN|54829	696.6369	ASPN|54829	625.0
ASPRV1|151516	57.5017	ASPRV1|151516	73.4226
ASPSCR1|79058	383.3219	ASPSCR1|79058	255.6217
ASRGL1|80150	14.07	ASRGL1|80150	227.1825
ASS1|445	4658.2018	ASS1|445	2582.0106
ASTE1|28990	191.1119	ASTE1|28990	230.0893
lowly_expressed	lowly_expressed	ASTN1|460	52.5794
ASTN2|23245	194.2347	ASTN2|23245	224.2063
ASXL1|171023	1552.5051	ASXL1|171023	2144.8413
ASXL2|55252	842.4846	ASXL2|55252	1109.7884
lowly_expressed	lowly_expressed	ASXL3|80816	53.5714
ATAD1|84896	1127.3164	ATAD1|84896	1083.664
