gene_id	TCGA-E2-A1BC-01A-11R-A12P-07	gene_id	TCGA-E2-A1BC-11A-32R-A12P-07
ALPK2|115701	50.1193	ALPK2|115701	24.2554
ALPK3|57538	610.9785	ALPK3|57538	6499.0191
ALPL|249	224.3437	ALPL|249	330.3014
ALS2CL|259173	55.6881	ALS2CL|259173	395.9337
ALS2CR11|151254	7.9554	ALS2CR11|151254	7.8473
lowly_expressed	lowly_expressed	ALS2CR12|130540	12.8411
ALS2CR4|65062	561.6547	ALS2CR4|65062	578.5625
ALS2CR8|79800	213.206	ALS2CR8|79800	101.3019
ALS2|57679	757.3588	ALS2|57679	500.0892
lowly_expressed	lowly_expressed	ALX1|8092	65.6322
ALX3|257	14.3198	ALX3|257	29.9625
AMACR|23600	474.9403	AMACR|23600	296.0585
AMBP|259	9.5465	lowly_expressed	lowly_expressed
AMBRA1|55626	1406.5235	AMBRA1|55626	898.163
AMD1|262	710.4216	AMD1|262	1067.6654
AMDHD1|144193	8.751	AMDHD1|144193	19.2616
AMDHD2|51005	170.2466	AMDHD2|51005	246.8343
AMFR|267	2727.1281	AMFR|267	2204.3874
AMH|268	7.1599	lowly_expressed	lowly_expressed
AMICA1|120425	50.9149	AMICA1|120425	98.4484
AMIGO1|57463	99.4431	AMIGO1|57463	129.8377
AMIGO2|347902	591.0899	AMIGO2|347902	228.2861
AMIGO3|386724	84.3278	AMIGO3|386724	39.2367
AMMECR1L|83607	1029.4352	AMMECR1L|83607	896.7362
AMMECR1|9949	562.4503	AMMECR1|9949	134.8315
AMN1|196394	245.0278	AMN1|196394	99.8752
lowly_expressed	lowly_expressed	AMN|81693	100.5886
AMOTL1|154810	1075.5768	AMOTL1|154810	2479.7574
AMOTL2|51421	1817.0247	AMOTL2|51421	3247.3694
AMOT|154796	331.7422	AMOT|154796	414.4819
AMPD2|271	410.5012	AMPD2|271	299.6255
AMPD3|272	119.3317	AMPD3|272	38.5233
AMPH|273	101.8298	AMPH|273	231.1396
AMT|275	20.8194	AMT|275	96.4651
AMY2B|280	136.2689	AMY2B|280	504.5836
AMZ1|155185	11.1376	lowly_expressed	lowly_expressed
AMZ2P1|201283	280.0318	AMZ2P1|201283	297.4853
AMZ2|51321	1276.8496	AMZ2|51321	1793.4724
ANAPC10|10393	108.9897	ANAPC10|10393	152.6663
ANAPC11|51529	474.9403	ANAPC11|51529	1418.9406
ANAPC13|25847	1740.2387	ANAPC13|25847	1364.4801
ANAPC16|119504	2186.9531	ANAPC16|119504	4505.0829
ANAPC1|64682	573.5879	ANAPC1|64682	422.3292
ANAPC2|29882	606.2053	ANAPC2|29882	660.6028
ANAPC4|29945	428.7987	ANAPC4|29945	477.974
ANAPC5|51433	2362.7685	ANAPC5|51433	1667.2017
ANAPC7|51434	991.2489999999999	ANAPC7|51434	572.1419999999999
ANGEL1|23357	403.3413	ANGEL1|23357	355.2702
ANGEL2|90806	883.8504	ANGEL2|90806	459.4257
ANGPT1|284	129.6738	ANGPT1|284	539.3258
ANGPT2|285	233.0947	ANGPT2|285	179.0619
lowly_expressed	lowly_expressed	ANGPT4|51378	22.8286
ANGPTL1|9068	101.0342	ANGPTL1|9068	593.5438
ANGPTL2|23452	1552.1082	ANGPTL2|23452	4514.3571
ANGPTL4|51129	482.1002	ANGPTL4|51129	3370.7865
ANGPTL5|253935	9.5465	ANGPTL5|253935	224.0057
ANGPTL7|10218	7.1599	ANGPTL7|10218	30.6759
ANG|283	190.9308	ANG|283	1562.3328
ANK1|286	5.5688	ANK1|286	32.8161
ANK2|287	339.6977	ANK2|287	1476.0121
ANK3|288	1618.934	ANK3|288	303.1924
ANKAR|150709	36.5951	ANKAR|150709	54.9313
ANKDD1A|348094	61.257	ANKDD1A|348094	82.0403
ANKFY1|51479	1479.7136	ANKFY1|51479	1467.4514
ANKHD1-EIF4EBP3|404734	1601.9809	ANKHD1-EIF4EBP3|404734	1057.5709
ANKHD1|54882	2274.3596	ANKHD1|54882	1661.6229999999998
ANKH|56172	1126.4916	ANKH|56172	1109.3276
ANKIB1|54467	1253.7788	ANKIB1|54467	1033.7079
ANKK1|255239	13.5243	ANKK1|255239	14.2679
ANKLE2|23141	1427.2076	ANKLE2|23141	1702.8714
ANKMY1|51281	192.5219	ANKMY1|51281	192.6164
ANKMY2|57037	715.1949	ANKMY2|57037	604.9581
ANKRA2|57763	301.5115	ANKRA2|57763	273.2299
ANKRD10|55608	1657.9157	ANKRD10|55608	1207.0626
ANKRD11|29123	1390.1352	ANKRD11|29123	2539.9251
ANKRD12|23253	2335.72	ANKRD12|23253	1424.6478
ANKRD13A|88455	1205.2506	ANKRD13A|88455	739.7895
ANKRD13B|124930	75.5768	ANKRD13B|124930	160.5136
ANKRD13C|81573	772.4741	ANKRD13C|81573	671.3037
ANKRD13D|338692	187.7486	ANKRD13D|338692	423.756
ANKRD16|54522	170.2466	ANKRD16|54522	135.0027
ANKRD17|26057	3503.58	ANKRD17|26057	1895.4878
ANKRD19|138649	71.59899999999999	ANKRD19|138649	137.685
lowly_expressed	lowly_expressed	ANKRD20A3|441425	13.5545
ANKRD20B|729171	7.1599	ANKRD20B|729171	19.975
ANKRD22|118932	42.1639	lowly_expressed	lowly_expressed
ANKRD23|200539	36.5951	ANKRD23|200539	19.2616
ANKRD24|170961	18.2975	ANKRD24|170961	69.1992
ANKRD26|22852	312.6492	ANKRD26|22852	168.361
ANKRD27|84079	637.2315	ANKRD27|84079	632.7805
ANKRD28|23243	2533.0151	ANKRD28|23243	1792.0457
ANKRD29|147463	45.3461	ANKRD29|147463	224.0057
ANKRD30A|91074	6657.1201	lowly_expressed	lowly_expressed
ANKRD30B|374860	233.0947	lowly_expressed	lowly_expressed
ANKRD32|84250	248.21	ANKRD32|84250	71.3394
ANKRD34A|284615	37.3906	ANKRD34A|284615	59.2117
lowly_expressed	lowly_expressed	ANKRD34C|390616	5.7072
ANKRD35|148741	49.3238	ANKRD35|148741	316.7469
ANKRD36BP1|84832	104.2164	ANKRD36BP1|84832	67.059
ANKRD36B|57730	31.0263	ANKRD36B|57730	15.6947
ANKRD36|375248	186.9531	ANKRD36|375248	85.6073
ANKRD37|353322	69.4352	ANKRD37|353322	84.8867
ANKRD39|51239	62.8481	ANKRD39|51239	140.5386
ANKRD40|91369	1342.8799	ANKRD40|91369	2660.2461
ANKRD42|338699	618.934	ANKRD42|338699	216.1584
ANKRD43|134548	959.4272	ANKRD43|134548	87.7475
ANKRD44|91526	38.1862	ANKRD44|91526	77.0465
ANKRD46|157567	366.7462	ANKRD46|157567	858.9263
ANKRD49|54851	407.319	ANKRD49|54851	211.878
ANKRD50|57182	3133.6516	ANKRD50|57182	517.2106
ANKRD52|283373	1018.2975	ANKRD52|283373	722.6681
ANKRD53|79998	23.8663	ANKRD53|79998	585.6965
ANKRD54|129138	416.07	ANKRD54|129138	269.6629
ANKRD55|79722	5.5688	ANKRD55|79722	7.8473
ANKRD56|345079	104.2164	ANKRD56|345079	14.2679
ANKRD57|65124	2046.9372	ANKRD57|65124	278.937
lowly_expressed	lowly_expressed	ANKRD58|347454	6.4205
ANKRD5|63926	342.0843	ANKRD5|63926	327.4478
ANKRD6|22881	311.4956	ANKRD6|22881	154.8136
ANKRD9|122416	63.6436	ANKRD9|122416	78.4733
ANKS1A|23294	920.4455	ANKS1A|23294	866.7737
ANKS1B|56899	243.4368	ANKS1B|56899	8.5607
ANKS3|124401	194.9085	ANKS3|124401	236.8468
ANKS6|203286	161.4956	ANKS6|203286	435.8837
ANKZF1|55139	431.9809	ANKZF1|55139	552.1669
ANLN|54443	64.4391	ANLN|54443	9.2741
ANO10|55129	1060.4614	ANO10|55129	1227.0376
ANO1|55107	1170.2466	ANO1|55107	297.4853
ANO2|57101	28.6396	ANO2|57101	117.71
lowly_expressed	lowly_expressed	ANO3|63982	33.5295
lowly_expressed	lowly_expressed	ANO4|121601	7.1339
ANO5|203859	78.7589	ANO5|203859	82.0403
ANO6|196527	3762.9276	ANO6|196527	11762.4398
ANO7|50636	13.5243	lowly_expressed	lowly_expressed
ANO8|57719	186.9531	ANO8|57719	336.722
ANO9|338440	92.2832	lowly_expressed	lowly_expressed
ANP32A|8125	4315.8313	ANP32A|8125	2509.0066
ANP32B|10541	2034.2084	ANP32B|10541	5501.6943
ANP32E|81611	795.5449	ANP32E|81611	847.512
ANPEP|290	270.4853	ANPEP|290	1000.1783
ANTXR1|84168	7168.6555	ANTXR1|84168	1411.0933
ANTXR2|118429	1240.2546	ANTXR2|118429	9543.7846
ANUBL1|93550	628.4805	ANUBL1|93550	129.1243
ANXA11|311	3321.4002	ANXA11|311	3598.3592
ANXA13|312	7.9554	lowly_expressed	lowly_expressed
ANXA1|301	2066.0302	ANXA1|301	7640.4494
ANXA2P1|303	108.1941	ANXA2P1|303	116.2832
ANXA2P2|304	4011.9332	ANXA2P2|304	4308.8996
ANXA2P3|305	7.1599	ANXA2P3|305	9.9875
ANXA2|302	11005.5688	ANXA2|302	11667.5584
ANXA3|306	244.2323	ANXA3|306	1061.5302
ANXA4|307	1648.3691	ANXA4|307	1154.2714
ANXA5|308	6758.9499	ANXA5|308	11551.9886
ANXA6|309	9662.6889	ANXA6|309	19605.4931
ANXA7|310	3918.0589	ANXA7|310	2857.8563
ANXA8L2|244	11.1376	lowly_expressed	lowly_expressed
ANXA8|653145	57.2792	ANXA8|653145	6.4205
ANXA9|8416	272.0764	ANXA9|8416	39.2367
AOAH|313	11.9332	AOAH|313	19.2616
AOC2|314	30.2307	AOC2|314	108.4359
AOC3|8639	3435.9586	AOC3|8639	33667.2017
AOX1|316	261.7343	AOX1|316	3358.6588
AP1AR|55435	988.0668	AP1AR|55435	457.9989
AP1B1|162	2645.9825	AP1B1|162	1520.2426
AP1G1|164	3205.2506	AP1G1|164	1408.9531
AP1G2|8906	1288.2021	AP1G2|8906	180.5172
AP1M1|8907	719.1726	AP1M1|8907	2138.7551
AP1M2|10053	1802.7049	lowly_expressed	lowly_expressed
AP1S1|1174	304.6937	AP1S1|1174	302.47900000000004
AP1S2|8905	296.7383	AP1S2|8905	486.5347
AP1S3|130340	288.7828	AP1S3|130340	9.2741
AP2A1|160	1387.8282	AP2A1|160	3412.677
AP2A2|161	1514.7176	AP2A2|161	1788.4787
AP2B1|163	4461.4161	AP2B1|163	4403.781
AP2M1|1173	5246.6189	AP2M1|1173	4440.8775
AP2S1|1175	1178.9976	AP2S1|1175	998.0382
AP3B1|8546	2057.2792	AP3B1|8546	1077.2249
lowly_expressed	lowly_expressed	AP3B2|8120	12.1277
AP3D1|8943	2935.5609	AP3D1|8943	3015.5163
AP3M1|26985	1770.8831	AP3M1|26985	1301.944
AP3M2|10947	317.4224	AP3M2|10947	334.5818
AP3S1|1176	1852.0286	AP3S1|1176	1078.6517
AP3S2|10239	1323.5879	AP3S2|10239	2397.5031
AP4B1|10717	339.9841	AP4B1|10717	273.8434
AP4E1|23431	370.7239	AP4E1|23431	281.7906
AP4M1|9179	199.8409	AP4M1|9179	295.9515
AP4S1|11154	69.2124	AP4S1|11154	56.3581
APAF1|317	651.5513	APAF1|317	364.5443
APBA1|320	85.9189	APBA1|320	141.9654
APBA2|321	33.4129	APBA2|321	14.2679
APBA3|9546	118.5362	APBA3|9546	180.4887
APBB1IP|54518	248.21	APBB1IP|54518	1355.4485
APBB1|322	556.0859	APBB1|322	671.3037
APBB2|323	6548.1305	APBB2|323	2785.0901
APBB3|10307	193.3174	APBB3|10307	242.554
APCDD1L|164284	8.751	APCDD1L|164284	20.6884
APCDD1|147495	377.0883	APCDD1|147495	5780.6314
APC|324	1425.6165	APC|324	750.4905
APEH|327	2501.1933	APEH|327	1479.5791
APEX1|328	3206.0461	APEX1|328	3425.7179
APEX2|27301	631.6627	APEX2|27301	230.4263
APH1A|51107	3424.821	APH1A|51107	2865.7036
APH1B|83464	692.1241	APH1B|83464	552.1669
API5|8539	3966.5871	API5|8539	1916.1762
APIP|51074	411.6627	APIP|51074	1028.0364
APITD1|378708	143.39700000000002	APITD1|378708	137.8848
APLF|200558	43.755	APLF|200558	53.5045
APLNR|187	865.5529	APLNR|187	281.0772
APLN|8862	45.3461	APLN|8862	15.6947
APLP1|333	14.3198	APLP1|333	52.0778
APLP2|334	15002.3866	APLP2|334	13178.5268
APOA1BP|128240	1378.6794	APOA1BP|128240	983.7703
lowly_expressed	lowly_expressed	APOA5|116519	5.7072
APOB48R|55911	214.7971	APOB48R|55911	54.2179
APOBEC3B|9582	36.5951	lowly_expressed	lowly_expressed
APOBEC3C|27350	83.5322	APOBEC3C|27350	101.3019
APOBEC3D|140564	114.5585	APOBEC3D|140564	31.3893
APOBEC3F|200316	151.1535	APOBEC3F|200316	56.3581
APOBEC3G|60489	59.6659	APOBEC3G|60489	92.0278
APOB|338	189.3397	APOB|338	1132.8696
APOC1|341	268.8942	APOC1|341	1011.5927
APOC2|344	34.2084	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOC3|345	12.1277
APOD|347	4182.1798	APOD|347	29769.9304
APOE|348	1405.7279	APOE|348	34769.3954
APOF|319	7.9554	lowly_expressed	lowly_expressed
APOL1|8542	1103.4208	APOL1|8542	833.2442
APOL2|23780	1023.0708	APOL2|23780	1225.6108
APOL3|80833	656.3246	APOL3|80833	2312.1099
APOL4|80832	536.9928	APOL4|80832	8724.0949
APOL6|80830	3200.4773	APOL6|80830	7792.4024
APOLD1|81575	1865.5529	APOLD1|81575	9119.3151
APOM|55937	38.9817	APOM|55937	95.5948
APOOL|139322	221.1615	APOOL|139322	129.1243
APOO|79135	264.9165	APOO|79135	151.9529
APPBP2|10513	1626.0939	APPBP2|10513	1632.9588
APPL1|26060	2536.1973	APPL1|26060	1797.0394
APPL2|55198	1554.4948	APPL2|55198	2124.4872
APP|351	37894.9881	APP|351	12266.096000000001
APRT|353	560.8592	APRT|353	1692.1705
APTX|54840	635.6404	APTX|54840	412.3417
AQP11|282679	20.6842	AQP11|282679	27.109
AQP1|358	3279.2363	AQP1|358	7776.7077
AQP3|360	146.3803	AQP3|360	124.1306
AQP5|362	11.1376	lowly_expressed	lowly_expressed
AQP7P1|375719	196.4996	AQP7P1|375719	3352.9517
AQP7P3|441432	26.253	AQP7P3|441432	212.5914
AQP7|364	687.3508	AQP7|364	11613.3405
AQP9|366	10.3421	AQP9|366	19.975
AQPEP|206338	116.1496	AQPEP|206338	1878.2094
AQR|9716	2089.101	AQR|9716	728.3752
ARAF|369	891.8059	ARAF|369	1359.0155
ARAP1|116985	1337.9316	ARAP1|116985	3103.9058
ARAP2|116984	450.2784	ARAP2|116984	92.7412
ARAP3|64411	257.7566	ARAP3|64411	796.1477
ARCN1|372	6249.8011	ARCN1|372	3535.5805
ARC|23237	7.1599	ARC|23237	21.4018
AREG|374	93.8743	AREG|374	81.3269
ARF1|375	6614.9562	ARF1|375	7326.5561
ARF3|377	5679.3954	ARF3|377	2270.7329999999997
ARF4|378	6933.1742	ARF4|378	2198.6802
ARF5|381	944.3119	ARF5|381	1971.8209
ARF6|382	3646.778	ARF6|382	1531.6569
ARFGAP1|55738	1095.4654	ARFGAP1|55738	768.3253
ARFGAP2|84364	2753.3811	ARFGAP2|84364	3145.3540000000003
ARFGAP3|26286	1367.5418	ARFGAP3|26286	946.6738
ARFGEF1|10565	3464.1368	ARFGEF1|10565	1271.2681
ARFGEF2|10564	3151.1535	ARFGEF2|10564	1419.654
ARFIP1|27236	1492.4423	ARFIP1|27236	764.0449
ARFIP2|23647	4771.6786	ARFIP2|23647	448.0114
ARFRP1|10139	411.2967	ARFRP1|10139	986.6239
ARG2|384	211.06599999999997	ARG2|384	553.1086
ARGLU1|55082	1499.6022	ARGLU1|55082	1926.8771
ARHGAP10|79658	247.4145	ARHGAP10|79658	1188.5144
ARHGAP11A|9824	77.1679	lowly_expressed	lowly_expressed
ARHGAP12|94134	1224.3437	ARHGAP12|94134	806.1352
ARHGAP15|55843	55.6881	ARHGAP15|55843	39.9501
ARHGAP17|55114	1173.4288	ARHGAP17|55114	1379.7039
ARHGAP18|93663	623.7072	ARHGAP18|93663	656.3225
ARHGAP19|84986	418.4566	ARHGAP19|84986	275.3701
ARHGAP1|392	6213.206	ARHGAP1|392	4649.9019
ARHGAP20|57569	122.5139	ARHGAP20|57569	578.5625
ARHGAP21|57584	1727.9236	ARHGAP21|57584	2526.1281
ARHGAP22|58504	49.3238	ARHGAP22|58504	44.9438
ARHGAP23|57636	416.07	ARHGAP23|57636	854.6460000000001
ARHGAP24|83478	237.0724	ARHGAP24|83478	841.0915
ARHGAP25|9938	117.7407	ARHGAP25|9938	266.8093
ARHGAP26|23092	618.1384	ARHGAP26|23092	494.38199999999995
ARHGAP27|201176	223.5481	ARHGAP27|201176	274.6567
ARHGAP28|79822	226.7303	ARHGAP28|79822	109.8627
ARHGAP29|9411	3151.9491	ARHGAP29|9411	2536.1156
ARHGAP30|257106	226.7303	ARHGAP30|257106	186.9092
ARHGAP31|57514	903.7391	ARHGAP31|57514	1971.1075
ARHGAP32|9743	2970.5648	ARHGAP32|9743	917.4246
ARHGAP33|115703	74.7812	ARHGAP33|115703	67.7724
lowly_expressed	lowly_expressed	ARHGAP36|158763	17.8348
ARHGAP39|80728	291.1695	ARHGAP39|80728	22.8286
ARHGAP42|143872	175.8154	ARHGAP42|143872	261.0808
ARHGAP4|393	91.4877	ARHGAP4|393	239.7004
ARHGAP5|394	2941.1297	ARHGAP5|394	2059.5684
ARHGAP6|395	77.1679	ARHGAP6|395	221.8655
ARHGAP8|23779	536.9531	ARHGAP8|23779	26.6952
ARHGAP9|64333	55.6881	ARHGAP9|64333	47.083999999999996
ARHGDIA|396	3322.1957	ARHGDIA|396	5530.9435
ARHGDIB|397	7385.8393	ARHGDIB|397	1749.2420000000002
ARHGEF10L|55160	521.8775	ARHGEF10L|55160	542.8928
ARHGEF10|9639	458.2339	ARHGEF10|9639	706.9734
ARHGEF11|9826	1118.5362	ARHGEF11|9826	1105.0473
ARHGEF12|23365	10591.0899	ARHGEF12|23365	2726.5918
ARHGEF15|22899	404.9324	ARHGEF15|22899	1718.5661
ARHGEF16|27237	335.72	ARHGEF16|27237	57.7849
ARHGEF17|9828	1577.5656	ARHGEF17|9828	1306.9378
ARHGEF18|23370	1140.0159	ARHGEF18|23370	565.7214
ARHGEF19|128272	311.0581	ARHGEF19|128272	106.2957
ARHGEF1|9138	734.288	ARHGEF1|9138	1352.595
ARHGEF2|9181	1704.8528	ARHGEF2|9181	3541.2877
ARHGEF33|100271715	10.3421	lowly_expressed	lowly_expressed
ARHGEF35|445328	544.1527	ARHGEF35|445328	179.0619
ARHGEF37|389337	1237.0724	ARHGEF37|389337	322.4541
ARHGEF38|54848	264.9165	lowly_expressed	lowly_expressed
ARHGEF3|50650	940.3341	ARHGEF3|50650	540.0392
ARHGEF4|50649	54.0971	ARHGEF4|50649	410.2015
ARHGEF5|7984	375.4972	ARHGEF5|7984	248.2611
ARHGEF6|9459	834.5267	ARHGEF6|9459	2070.2693
ARHGEF7|8874	1507.5577	ARHGEF7|8874	2754.4141
ARHGEF9|23229	436.7542	ARHGEF9|23229	447.298
ARID1A|8289	3554.4948	ARID1A|8289	1853.3975
ARID1B|57492	1301.5115	ARID1B|57492	1951.8459
ARID2|196528	1630.0716	ARID2|196528	647.0483
ARID3A|1820	54.8926	ARID3A|1820	196.1833
ARID3B|10620	81.9411	ARID3B|10620	89.8876
ARID4A|5926	735.8791	ARID4A|5926	901.0166
ARID4B|51742	1847.2554	ARID4B|51742	1098.6267
ARID5A|10865	443.9141	ARID5A|10865	422.3292
ARID5B|84159	2532.2196	ARID5B|84159	2807.9187
ARIH1|25820	2953.8584	ARIH1|25820	2119.4935
ARIH2|10425	1122.5139	ARIH2|10425	1792.7591
ARL10|285598	31.8218	ARL10|285598	19.975
ARL11|115761	56.4837	ARL11|115761	14.2679
ARL13B|200894	381.8616	ARL13B|200894	209.0244
ARL15|54622	1099.4431	ARL15|54622	218.2986
ARL16|339231	355.6086	ARL16|339231	579.2759
ARL17A|51326	137.2872	ARL17A|51326	64.9403
ARL1|400	3432.7765	ARL1|400	1589.4418
ARL2BP|23568	1110.5807	ARL2BP|23568	1533.0836
ARL2|402	407.319	ARL2|402	2897.0929
ARL3|403	802.7049	ARL3|403	616.3724
ARL4A|10124	286.3962	ARL4A|10124	403.0676
ARL4C|10123	630.0716	ARL4C|10123	293.2049
ARL4D|379	237.8679	ARL4D|379	171.9279
ARL5A|26225	1016.7064	ARL5A|26225	833.9576
ARL5B|221079	353.222	ARL5B|221079	139.8252
ARL6IP1|23204	7104.2164	ARL6IP1|23204	7320.8489
ARL6IP4|51329	1075.5768	ARL6IP4|51329	3668.2718
ARL6IP5|10550	5949.8807	ARL6IP5|10550	6003.2103
ARL6IP6|151188	217.1838	ARL6IP6|151188	324.5943
ARL6|84100	70.8035	ARL6|84100	47.083999999999996
ARL8A|127829	790.7717	ARL8A|127829	1085.7856
ARL8B|55207	3874.3039	ARL8B|55207	2140.1819
ARMC10|83787	485.7041	ARMC10|83787	621.6729
ARMC1|55156	941.1297	ARMC1|55156	679.8645
ARMC2|84071	34.2084	ARMC2|84071	30.6759
ARMC3|219681	7.9554	lowly_expressed	lowly_expressed
ARMC5|79798	241.0501	ARMC5|79798	229.7129
ARMC6|93436	456.6428	ARMC6|93436	370.9649
ARMC7|79637	443.1185	ARMC7|79637	211.1646
ARMC8|25852	747.8123	ARMC8|25852	1133.583
ARMC9|80210	500.3978	ARMC9|80210	25.6822
ARMCX1|51309	610.9785	ARMCX1|51309	963.7953
ARMCX2|9823	1064.4391	ARMCX2|9823	425.8962
ARMCX3|51566	2412.0923	ARMCX3|51566	1420.3674
ARMCX5|64860	634.8449	ARMCX5|64860	256.8218
ARMCX6|54470	237.8679	ARMCX6|54470	170.5012
ARNT2|9915	484.4869	ARNT2|9915	24.9688
ARNTL2|56938	24.6619	ARNTL2|56938	153.3797
ARNTL|406	488.4646	ARNTL|406	1027.2873
ARNT|405	1420.8433	ARNT|405	2149.456
ARPC1A|10552	1081.1456	ARPC1A|10552	3205.2791
ARPC1B|10095	1069.2124	ARPC1B|10095	1553.0587
ARPC2|10109	3926.8099	ARPC2|10109	2969.1457
ARPC3|10094	4031.8218	ARPC3|10094	2623.863
ARPC4|10093	2881.3286	ARPC4|10093	3062.6146
ARPC5L|81873	751.79	ARPC5L|81873	430.89
ARPC5|10092	2354.0175	ARPC5|10092	1781.3447
ARPM1|84517	41.3683	ARPM1|84517	67.059
ARPP19|10776	5468.576	ARPP19|10776	3631.8887
ARRB1|408	563.2458	ARRB1|408	2056.7148
ARRB2|409	252.1877	ARRB2|409	514.3571
ARRDC1|92714	849.6419999999999	ARRDC1|92714	338.8621
ARRDC2|27106	385.8393	ARRDC2|27106	1227.751
ARRDC3|57561	1754.1766	ARRDC3|57561	1359.7289
ARRDC4|91947	621.3206	ARRDC4|91947	274.6567
ARSA|410	466.1893	ARSA|410	435.8837
ARSB|411	428.0032	ARSB|411	233.9932
ARSD|414	3768.4964	ARSD|414	1572.3203
ARSE|415	43.755	lowly_expressed	lowly_expressed
ARSG|22901	200.4773	ARSG|22901	100.5886
ARSH|347527	9.5465	lowly_expressed	lowly_expressed
ARSI|340075	93.8743	ARSI|340075	8.5607
ARSJ|79642	101.8298	ARSJ|79642	41.3769
ARSK|153642	98.6476	ARSK|153642	184.0556
lowly_expressed	lowly_expressed	ART4|420	9.9875
ART5|116969	12.7287	ART5|116969	12.1277
ARTN|9048	7.9554	lowly_expressed	lowly_expressed
ARV1|64801	643.5959	ARV1|64801	290.3513
ARVCF|421	269.6897	ARVCF|421	109.1493
ARX|170302	12.7287	lowly_expressed	lowly_expressed
AR|367	2678.5998	AR|367	416.6221
AS3MT|57412	92.2832	AS3MT|57412	70.626
ASAH1|427	4421.6388	ASAH1|427	7542.0011
ASAH2B|653308	23.0708	lowly_expressed	lowly_expressed
ASAM|79827	496.42	ASAM|79827	1729.267
ASAP1|50807	2019.0931	ASAP1|50807	1139.2902
ASAP2|8853	1158.3134	ASAP2|8853	1012.306
ASAP3|55616	1305.4893	ASAP3|55616	971.6426
ASB13|79754	804.2959	ASB13|79754	692.7055
ASB14|142686	6.3644	ASB14|142686	8.5607
ASB16|92591	21.6786	ASB16|92591	11.7211
ASB1|51665	253.0788	ASB1|51665	509.0066
ASB2|51676	5.5688	ASB2|51676	21.4018
ASB3|51130	365.1551	ASB3|51130	233.2798
ASB6|140459	593.4845	ASB6|140459	443.7525
ASB7|140460	618.1384	ASB7|140460	424.4694
ASB8|140461	966.5871	ASB8|140461	915.2845
ASB9|140462	28.6396	ASB9|140462	44.2304
ASCC1|51008	640.4137	ASCC1|51008	449.4382
ASCC2|84164	1329.3556	ASCC2|84164	2136.6149
ASCC3|10973	1016.7064	ASCC3|10973	435.8837
ASCL2|430	124.9006	lowly_expressed	lowly_expressed
ASF1A|25842	322.1957	ASF1A|25842	409.4881
ASF1B|55723	32.6173	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASGR1|432	16.4081
ASH1L|55870	3572.673	ASH1L|55870	2144.4195
ASH2L|9070	828.9578	ASH2L|9070	2805.7785
ASL|435	553.6993	ASL|435	656.3225
ASMTL|8623	544.1289	ASMTL|8623	992.331
ASNA1|439	1275.2586	ASNA1|439	1182.0938
ASNSD1|54529	1007.1599	ASNSD1|54529	990.9042
ASNS|440	250.5967	ASNS|440	153.3797
ASPA|443	14.3198	ASPA|443	67.059
lowly_expressed	lowly_expressed	ASPG|374569	102.0153
lowly_expressed	lowly_expressed	ASPHD1|253982	7.8473
ASPHD2|57168	69.2124	ASPHD2|57168	24.2554
ASPH|444	8177.8123	ASPH|444	15319.1725
ASPM|259266	46.9372	ASPM|259266	5.7072
ASPN|54829	9605.4097	ASPN|54829	345.9961
ASPRV1|151516	28.6396	ASPRV1|151516	98.8978
ASPSCR1|79058	302.3071	ASPSCR1|79058	390.2265
ASRGL1|80150	132.0605	ASRGL1|80150	64.2055
ASS1|445	1643.5959	ASS1|445	29298.377
ASTE1|28990	288.9101	ASTE1|28990	169.3241
ASTN1|460	5.5688	ASTN1|460	34.2429
ASTN2|23245	865.5529	ASTN2|23245	82.7537
ASXL1|171023	1639.6181	ASXL1|171023	2352.7733
ASXL2|55252	817.8202	ASXL2|55252	511.5035
ASXL3|80816	11.1376	ASXL3|80816	17.1215
ATAD1|84896	1284.0095	ATAD1|84896	958.0881
ATAD2B|54454	497.2156	ATAD2B|54454	246.1209
ATAD2|29028	556.8815	ATAD2|29028	253.2549
ATAD3A|55210	196.4996	ATAD3A|55210	552.1669
ATAD3B|83858	97.0565	ATAD3B|83858	208.31099999999998
ATAD3C|219293	8.751	ATAD3C|219293	11.4143
ATAD5|79915	34.2084	ATAD5|79915	17.1215
lowly_expressed	lowly_expressed	ATCAY|85300	8.5607
ATE1|11101	347.6531	ATE1|11101	255.395
ATF1|466	491.6468	ATF1|466	474.407
ATF2|1386	589.4988	ATF2|1386	631.3537
ATF3|467	792.3628	ATF3|467	1182.8072
ATF4|468	4713.6038	ATF4|468	8655.6091
ATF5|22809	539.3795	ATF5|22809	1943.9986
ATF6B|1388	2070.8035	ATF6B|1388	1417.5138
ATF6|22926	1879.8727	ATF6|22926	837.5245
ATF7IP2|80063	175.8154	ATF7IP2|80063	39.2367
ATF7IP|55729	1151.1535	ATF7IP|55729	843.9451
ATF7|11016	2025.5847	ATF7|11016	3321.9761
ATG10|83734	68.4169	ATG10|83734	79.1867
ATG12|9140	794.7494	ATG12|9140	756.1976
ATG16L1|55054	1676.2132	ATG16L1|55054	487.2481
ATG16L2|89849	213.8345	ATG16L2|89849	137.685
ATG2A|23130	343.6754	ATG2A|23130	834.6709
ATG2B|55102	1424.0255	ATG2B|55102	925.9854
