gene_id	TCGA-BH-A0BQ-01A-21R-A115-07	gene_id	TCGA-BH-A0BQ-11A-33R-A115-07
ALOX5|240	315.9252	ALOX5|240	657.7195
ALOXE3|59344	6.0665	ALOXE3|59344	36.3521
ALPK1|80216	602.4511	ALPK1|80216	824.6856
ALPK2|115701	34.5324	ALPK2|115701	77.7766
ALPK3|57538	106.8639	ALPK3|57538	152.1716
ALPL|249	487.6541	ALPL|249	682.2361
ALS2CL|259173	116.6637	ALS2CL|259173	222.7623
lowly_expressed	lowly_expressed	ALS2CR11|151254	9.7221
lowly_expressed	lowly_expressed	ALS2CR12|130540	6.3405
ALS2CR4|65062	468.5212	ALS2CR4|65062	1621.0504
ALS2CR8|79800	98.9308	ALS2CR8|79800	300.1162
ALS2|57679	483.9208	ALS2|57679	599.3871
ALX3|257	13.0663	ALX3|257	22.403000000000002
lowly_expressed	lowly_expressed	ALX4|60529	43.9607
AMACR|23600	615.0508	AMACR|23600	238.8249
AMBP|259	48.5321	AMBP|259	11.8356
AMBRA1|55626	1086.3719	AMBRA1|55626	1159.8859
AMD1|262	575.3851	AMD1|262	2190.4259
AMDHD1|144193	9.7997	AMDHD1|144193	25.7846
AMDHD2|51005	500.9164	AMDHD2|51005	149.2127
AMFR|267	4464.9513	AMFR|267	3156.2929
lowly_expressed	lowly_expressed	AMH|268	6.3405
AMICA1|120425	230.99400000000003	AMICA1|120425	164.0072
AMIGO1|57463	53.1986	AMIGO1|57463	93.8392
AMIGO2|347902	1843.743	AMIGO2|347902	5132.8331
AMIGO3|386724	109.1972	AMIGO3|386724	73.9723
AMMECR1L|83607	726.5812	AMMECR1L|83607	1036.8805
AMMECR1|9949	835.3118	AMMECR1|9949	375.3567
AMN1|196394	128.33	AMN1|196394	208.8133
AMOTL1|154810	1038.7732	AMOTL1|154810	3097.1151
AMOTL2|51421	1258.1008	AMOTL2|51421	2492.2329
AMOT|154796	541.3193	AMOT|154796	1532.7063
AMPD1|270	10.7331	AMPD1|270	50.7239
AMPD2|271	791.4462	AMPD2|271	693.2262
AMPD3|272	306.1254	AMPD3|272	223.6077
AMPH|273	139.9964	AMPH|273	166.1207
AMT|275	25.1993	AMT|275	162.1219
AMY1A|276	23.3327	AMY1A|276	19.0215
AMY2B|280	38.2657	AMY2B|280	288.7034
AMZ1|155185	7.9331	AMZ1|155185	8.454
AMZ2P1|201283	158.6626	AMZ2P1|201283	232.4844
AMZ2|51321	1368.6979999999999	AMZ2|51321	953.1861
ANAPC10|10393	103.1307	ANAPC10|10393	159.3575
ANAPC11|51529	1128.8375	ANAPC11|51529	376.6247
ANAPC13|25847	1339.4014	ANAPC13|25847	927.5198
ANAPC16|119504	2011.7479999999998	ANAPC16|119504	2171.4044
ANAPC1|64682	543.6526	ANAPC1|64682	903.7303
ANAPC2|29882	738.7142	ANAPC2|29882	470.8866
ANAPC4|29945	440.9886	ANAPC4|29945	602.346
ANAPC5|51433	2012.2147	ANAPC5|51433	2524.7807
ANAPC7|51434	1119.5044	ANAPC7|51434	928.2469
ANGEL1|23357	459.1881	ANGEL1|23357	736.3415
ANGEL2|90806	827.8453	ANGEL2|90806	625.5944
ANGPT1|284	46.1988	ANGPT1|284	191.4826
ANGPT2|285	229.5941	ANGPT2|285	205.00900000000001
lowly_expressed	lowly_expressed	ANGPT4|51378	20.2895
ANGPTL1|9068	32.6658	ANGPTL1|9068	323.7874
ANGPTL2|23452	3276.382	ANGPTL2|23452	2544.6476
ANGPTL4|51129	234.7273	ANGPTL4|51129	348.3039
lowly_expressed	lowly_expressed	ANGPTL7|10218	133.5729
ANG|283	392.5265	ANG|283	304.8927
ANK1|286	17.7329	ANK1|286	14.7945
ANK2|287	302.8588	ANK2|287	1087.6044
ANK3|288	1612.7583	ANK3|288	1749.1282
ANKAR|150709	19.5995	ANKAR|150709	81.5809
ANKDD1A|348094	45.2655	ANKDD1A|348094	109.9017
lowly_expressed	lowly_expressed	ANKFN1|162282	5.9178
ANKFY1|51479	1377.5644	ANKFY1|51479	2159.5688
ANKHD1-EIF4EBP3|404734	1501.6199	ANKHD1-EIF4EBP3|404734	674.5091
ANKHD1|54882	1621.1068	ANKHD1|54882	3535.6948
ANKH|56172	3601.1736	ANKH|56172	2616.0837
ANKIB1|54467	1031.3067	ANKIB1|54467	1505.6536
ANKK1|255239	7.9331	ANKK1|255239	20.7122
lowly_expressed	lowly_expressed	ANKLE1|126549	13.1037
ANKLE2|23141	1225.9017	ANKLE2|23141	1558.9137
ANKMY1|51281	596.3846	ANKMY1|51281	210.3096
ANKMY2|57037	343.4578	ANKMY2|57037	677.5864
ANKRA2|57763	272.9929	ANKRA2|57763	315.3334
ANKRD10|55608	1067.7058	ANKRD10|55608	1407.0083
ANKRD11|29123	1393.0107	ANKRD11|29123	2362.029
ANKRD12|23253	1010.3072	ANKRD12|23253	1856.4937
ANKRD13A|88455	814.3123	ANKRD13A|88455	1317.1299
ANKRD13B|124930	192.7284	ANKRD13B|124930	143.7176
ANKRD13C|81573	447.0551	ANKRD13C|81573	550.7767
ANKRD13D|338692	444.2552	ANKRD13D|338692	278.5586
ANKRD16|54522	194.5576	ANKRD16|54522	146.6765
ANKRD17|26057	2422.8707	ANKRD17|26057	4357.1806
ANKRD19|138649	90.0643	ANKRD19|138649	18.5988
lowly_expressed	lowly_expressed	ANKRD1|27063	10.1448
lowly_expressed	lowly_expressed	ANKRD20A3|441425	21.5576
lowly_expressed	lowly_expressed	ANKRD20A4|728747	9.2994
lowly_expressed	lowly_expressed	ANKRD20B|729171	17.7534
ANKRD22|118932	144.1963	ANKRD22|118932	130.614
ANKRD23|200539	14.9329	ANKRD23|200539	27.0527
ANKRD24|170961	22.8661	ANKRD24|170961	27.0527
lowly_expressed	lowly_expressed	ANKRD26P1|124149	12.2583
ANKRD26|22852	181.5286	ANKRD26|22852	259.1144
ANKRD27|84079	548.7858	ANKRD27|84079	721.5471
ANKRD28|23243	1548.8267	ANKRD28|23243	1933.0022
ANKRD29|147463	30.3325	ANKRD29|147463	238.8249
ANKRD2|26287	14.9329	lowly_expressed	lowly_expressed
ANKRD30A|91074	280.4594	ANKRD30A|91074	1197.0834
ANKRD30B|374860	213.2612	ANKRD30B|374860	89.1895
ANKRD32|84250	131.5966	ANKRD32|84250	154.2851
ANKRD34A|284615	28.9326	ANKRD34A|284615	27.0527
ANKRD35|148741	119.4636	ANKRD35|148741	163.1618
ANKRD36BP1|84832	57.3985	ANKRD36BP1|84832	191.4826
ANKRD36B|57730	6.9998	ANKRD36B|57730	19.0215
ANKRD36|375248	44.3322	ANKRD36|375248	404.9456
ANKRD37|353322	60.0491	ANKRD37|353322	50.5506
ANKRD39|51239	150.2628	ANKRD39|51239	84.5398
ANKRD40|91369	1051.3728	ANKRD40|91369	1688.2595
ANKRD42|338699	367.7238	ANKRD42|338699	230.3709
ANKRD43|134548	101.7307	ANKRD43|134548	15.2172
ANKRD44|91526	106.8639	ANKRD44|91526	119.2011
lowly_expressed	lowly_expressed	ANKRD45|339416	32.5478
ANKRD46|157567	255.7547	ANKRD46|157567	360.2113
ANKRD49|54851	199.2615	ANKRD49|54851	287.858
ANKRD50|57182	1070.9723	ANKRD50|57182	1299.7992
ANKRD52|283373	1101.7715	ANKRD52|283373	1505.6536
ANKRD53|79998	15.3996	ANKRD53|79998	40.1564
ANKRD54|129138	500.2537	ANKRD54|129138	292.085
ANKRD55|79722	7.4665	lowly_expressed	lowly_expressed
ANKRD56|345079	85.3978	ANKRD56|345079	88.7668
ANKRD57|65124	897.8435	ANKRD57|65124	853.4291
ANKRD58|347454	12.133	ANKRD58|347454	8.454
ANKRD5|63926	190.8617	ANKRD5|63926	191.0599
ANKRD6|22881	230.0607	ANKRD6|22881	413.036
ANKRD9|122416	112.4638	ANKRD9|122416	35.9294
ANKS1A|23294	976.2414	ANKS1A|23294	1719.9620000000002
ANKS1B|56899	128.7967	ANKS1B|56899	131.0367
ANKS3|124401	294.9257	ANKS3|124401	162.7391
ANKS6|203286	118.0636	ANKS6|203286	191.4826
ANKZF1|55139	481.1209	ANKZF1|55139	523.724
ANLN|54443	223.0609	ANLN|54443	140.336
ANO10|55129	911.3765	ANO10|55129	812.85
ANO1|55107	2276.3412	ANO1|55107	8928.6696
ANO2|57101	15.8663	ANO2|57101	13.9491
lowly_expressed	lowly_expressed	ANO3|63982	10.1448
lowly_expressed	lowly_expressed	ANO4|121601	5.9178
ANO5|203859	13.0663	ANO5|203859	62.9821
ANO6|196527	2366.8722	ANO6|196527	3779.7739
ANO7|50636	19.5995	ANO7|50636	29.5889
ANO8|57719	258.06	ANO8|57719	263.3414
ANO9|338440	182.46200000000002	ANO9|338440	162.3164
ANP32A|8125	3545.6417	ANP32A|8125	1832.3999
ANP32B|10541	3042.5881	ANP32B|10541	2116.4536
ANP32E|81611	800.3127	ANP32E|81611	861.0377
ANPEP|290	993.5077	ANPEP|290	5796.8932
ANTXR1|84168	9622.4181	ANTXR1|84168	5153.5454
ANTXR2|118429	1548.8267	ANTXR2|118429	1325.1612
ANUBL1|93550	173.1289	ANUBL1|93550	255.7329
ANXA11|311	4254.9567	ANXA11|311	3271.6897
ANXA13|312	34.5324	ANXA13|312	6.7632
ANXA1|301	2775.6616	ANXA1|301	14719.2222
ANXA2P1|303	77.4647	ANXA2P1|303	53.6828
ANXA2P2|304	4630.6137	ANXA2P2|304	3849.0965
ANXA2P3|305	5.5999	lowly_expressed	lowly_expressed
ANXA2|302	17136.9573	ANXA2|302	12167.3888
ANXA3|306	685.049	ANXA3|306	1286.6956
ANXA4|307	1763.9544	ANXA4|307	1145.0914
ANXA5|308	7548.605	ANXA5|308	7279.2983
ANXA6|309	7132.3491	ANXA6|309	4768.8894
ANXA7|310	3026.2552	ANXA7|310	2966.9238
ANXA8L2|244	141.3963	ANXA8L2|244	162.7391
ANXA8|653145	300.0589	ANXA8|653145	401.9444
ANXA9|8416	434.4554	ANXA9|8416	148.79
AOAH|313	164.7291	AOAH|313	201.6274
lowly_expressed	lowly_expressed	AOC2|314	30.857
AOC3|8639	825.0454	AOC3|8639	3170.6647
AOX1|316	108.2639	AOX1|316	514.8473
lowly_expressed	lowly_expressed	AOX2P|344454	8.0313
AP1AR|55435	524.9864	AP1AR|55435	540.2092
AP1B1|162	2841.9266	AP1B1|162	2151.5376
AP1G1|164	1404.6304	AP1G1|164	2631.3009
AP1G2|8906	1682.4112	AP1G2|8906	1243.6183
AP1M1|8907	1051.8395	AP1M1|8907	780.3022
AP1M2|10053	1704.2226	AP1M2|10053	1111.6982
AP1S1|1174	1164.7699	AP1S1|1174	386.7695
AP1S2|8905	283.2593	AP1S2|8905	230.3709
AP1S3|130340	141.3963	AP1S3|130340	173.7293
AP2A1|160	2182.4829999999997	AP2A1|160	1408.7287
AP2A2|161	2025.7477	AP2A2|161	1652.7528
AP2B1|163	9530.9538	AP2B1|163	8821.304
AP2M1|1173	6977.4197	AP2M1|1173	4552.4675
AP2S1|1175	2041.1473	AP2S1|1175	723.6606
AP3B1|8546	1569.8261	AP3B1|8546	1363.6268
AP3B2|8120	68.1316	AP3B2|8120	112.8606
AP3D1|8943	3441.1111	AP3D1|8943	2643.1364
AP3M1|26985	1356.565	AP3M1|26985	1487.4775
AP3M2|10947	393.8565	AP3M2|10947	538.5184
AP3S1|1176	1154.5035	AP3S1|1176	637.43
AP3S2|10239	1783.6939	AP3S2|10239	1601.1836
AP4B1|10717	267.0431	AP4B1|10717	324.7765
AP4E1|23431	222.5942	AP4E1|23431	395.2235
AP4M1|9179	513.6421	AP4M1|9179	320.7186
AP4S1|11154	67.6649	AP4S1|11154	103.9839
APAF1|317	253.3935	APAF1|317	374.5113
APBA1|320	88.6644	APBA1|320	478.0725
APBA2|321	125.9967	APBA2|321	84.9625
APBA3|9546	328.9915	APBA3|9546	133.5729
APBB1IP|54518	385.4567	APBB1IP|54518	313.6426
APBB1|322	486.7208	APBB1|322	644.1932
APBB2|323	1265.5673	APBB2|323	1754.2006
APBB3|10307	149.7961	APBB3|10307	272.2181
APCDD1L|164284	54.1319	APCDD1L|164284	257.001
APCDD1|147495	578.6517	APCDD1|147495	1746.592
APC|324	609.4509	APC|324	1255.8385
APEH|327	2840.5266	APEH|327	1571.5946
APEX1|328	3464.4438	APEX1|328	2888.7245
APEX2|27301	598.7179	APEX2|27301	481.4541
APH1A|51107	8282.6527	APH1A|51107	3696.9249
APH1B|83464	601.0511	APH1B|83464	633.203
API5|8539	2350.0726	API5|8539	2905.6325
APIP|51074	300.1429	APIP|51074	263.7684
APITD1|378708	232.7767	APITD1|378708	106.5244
APLF|200558	134.8632	APLF|200558	128.5005
APLNR|187	702.3152	APLNR|187	307.3021
APLN|8862	45.7322	APLN|8862	301.3843
APLP1|333	44.7988	APLP1|333	64.6729
APLP2|334	14318.3634	APLP2|334	12822.5721
APOA1BP|128240	3693.5712	APOA1BP|128240	986.1566
APOB48R|55911	238.4605	APOB48R|55911	65.941
lowly_expressed	lowly_expressed	APOBEC2|10930	5.9178
APOBEC3A|200315	8.8664	lowly_expressed	lowly_expressed
APOBEC3B|9582	72.7981	APOBEC3B|9582	75.0629
APOBEC3C|27350	386.39	APOBEC3C|27350	551.6221
APOBEC3D|140564	116.6637	APOBEC3D|140564	85.3852
APOBEC3F|200316	212.7945	APOBEC3F|200316	237.9795
APOBEC3G|60489	342.5245	APOBEC3G|60489	329.7052
APOBEC3H|164668	10.2664	lowly_expressed	lowly_expressed
APOBEC4|403314	20.9995	lowly_expressed	lowly_expressed
APOB|338	8.3998	APOB|338	111.5925
APOC1|341	856.3112	APOC1|341	349.57199999999995
APOC2|344	74.6647	APOC2|344	6.3405
APOD|347	14383.6951	APOD|347	33236.8171
APOE|348	4909.6732	APOE|348	2114.3401
APOF|319	7.9331	lowly_expressed	lowly_expressed
APOL1|8542	2609.5326	APOL1|8542	1270.2103
APOL2|23780	1579.6259	APOL2|23780	641.6569999999999
APOL3|80833	1202.1023	APOL3|80833	738.0323
APOL4|80832	338.3246	APOL4|80832	472.5774
APOL6|80830	1985.1487	APOL6|80830	2117.299
APOLD1|81575	1404.6304	APOLD1|81575	2323.576
APOM|55937	66.7316	APOM|55937	45.6515
APOOL|139322	123.1968	APOOL|139322	310.26099999999997
APOO|79135	227.7275	APOO|79135	142.0268
APPBP2|10513	1001.9075	APPBP2|10513	1365.3176
APPL1|26060	1711.6891	APPL1|26060	2009.5107
APPL2|55198	1110.1713	APPL2|55198	1513.6849
APP|351	34066.7199	APP|351	36582.0564
APRT|353	1740.155	APRT|353	1274.86
APTX|54840	711.6483	APTX|54840	475.5363
AQP11|282679	11.6664	AQP11|282679	17.3307
AQP1|358	4585.8149	AQP1|358	10864.5334
AQP3|360	1128.8375	AQP3|360	518.6516
AQP4|361	8.8664	AQP4|361	43.9607
AQP5|362	90.9976	AQP5|362	186.8329
lowly_expressed	lowly_expressed	AQP6|363	13.5264
lowly_expressed	lowly_expressed	AQP7P1|375719	15.2172
AQP7|364	90.531	AQP7|364	484.413
AQP9|366	5.5999	AQP9|366	5.9178
AQPEP|206338	5.1332	AQPEP|206338	41.0018
AQR|9716	1278.6336	AQR|9716	1502.2720000000002
ARAF|369	1272.1005	ARAF|369	1001.3738
ARAP1|116985	2260.4656	ARAP1|116985	1684.8103
ARAP2|116984	411.5894	ARAP2|116984	645.4613
ARAP3|64411	284.1927	ARAP3|64411	602.7687
ARCN1|372	4262.8899	ARCN1|372	4556.6945
ARC|23237	84.9311	ARC|23237	97.2208
AREG|374	5332.9289	AREG|374	1694.1773
ARF1|375	13072.8623	ARF1|375	6635.1051
ARF3|377	6262.9715	ARF3|377	4751.5587
ARF4|378	4929.7393	ARF4|378	3382.0142
ARF5|381	3002.3998	ARF5|381	1657.6561
ARF6|382	3139.6522	ARF6|382	3155.8702
ARFGAP1|55738	1474.6286	ARFGAP1|55738	642.0797
ARFGAP2|84364	2037.414	ARFGAP2|84364	1552.5732
ARFGAP3|26286	1294.0332	ARFGAP3|26286	1423.65
ARFGEF1|10565	1434.1043	ARFGEF1|10565	2217.6857
ARFGEF2|10564	1745.7549	ARFGEF2|10564	2963.9649
ARFIP1|27236	1031.3067	ARFIP1|27236	1115.5025
ARFIP2|23647	2249.2752	ARFIP2|23647	1293.8814
ARFRP1|10139	794.2461	ARFRP1|10139	330.5506
ARG2|384	195.1736	ARG2|384	227.9615
ARGLU1|55082	602.9178	ARGLU1|55082	2226.778
ARHGAP10|79658	414.3893	ARHGAP10|79658	500.0528
ARHGAP11A|9824	145.1296	ARHGAP11A|9824	111.5925
ARHGAP11B|89839	6.6638	ARHGAP11B|89839	9.7221
ARHGAP12|94134	916.5097	ARHGAP12|94134	1275.2827
ARHGAP15|55843	90.9976	ARHGAP15|55843	81.5809
ARHGAP17|55114	1180.1695	ARHGAP17|55114	1091.4086
ARHGAP18|93663	513.7867	ARHGAP18|93663	880.4819
ARHGAP19|84986	557.6523	ARHGAP19|84986	1375.885
ARHGAP1|392	5850.9155	ARHGAP1|392	3621.6845
ARHGAP20|57569	55.0652	ARHGAP20|57569	236.7114
ARHGAP21|57584	1498.4279999999999	ARHGAP21|57584	2681.6020000000003
ARHGAP22|58504	100.7974	ARHGAP22|58504	29.1662
ARHGAP23|57636	596.3846	ARHGAP23|57636	869.4917
ARHGAP24|83478	210.9279	ARHGAP24|83478	392.6873
ARHGAP25|9938	244.0604	ARHGAP25|9938	342.3861
ARHGAP26|23092	1389.2308	ARHGAP26|23092	1528.0566
ARHGAP27|201176	478.7876	ARHGAP27|201176	429.8848
ARHGAP28|79822	230.0607	ARHGAP28|79822	163.1618
ARHGAP29|9411	1581.4925	ARHGAP29|9411	4305.6113
ARHGAP30|257106	384.0567	ARHGAP30|257106	382.1198
ARHGAP31|57514	817.1122	ARHGAP31|57514	1314.5937
ARHGAP32|9743	1566.5595	ARHGAP32|9743	2139.2793
ARHGAP33|115703	76.0647	ARHGAP33|115703	217.69
lowly_expressed	lowly_expressed	ARHGAP36|158763	10.5675
ARHGAP39|80728	489.5207	ARHGAP39|80728	257.8463
ARHGAP42|143872	92.3976	ARHGAP42|143872	229.5255
ARHGAP4|393	361.1907	ARHGAP4|393	284.0537
ARHGAP5|394	1356.0983	ARHGAP5|394	3058.6495
ARHGAP6|395	80.2646	ARHGAP6|395	141.1814
ARHGAP8|23779	483.8415	ARHGAP8|23779	416.0118
ARHGAP9|64333	146.5295	ARHGAP9|64333	109.0563
ARHGDIA|396	6353.9692	ARHGDIA|396	3640.2832
ARHGDIB|397	5799.5835	ARHGDIB|397	2937.7576
ARHGDIG|398	6.9998	lowly_expressed	lowly_expressed
ARHGEF10L|55160	638.8502	ARHGEF10L|55160	901.6168
ARHGEF10|9639	645.85	ARHGEF10|9639	970.9394
ARHGEF11|9826	1643.5575	ARHGEF11|9826	1308.2532
ARHGEF12|23365	5095.8684	ARHGEF12|23365	6550.1427
ARHGEF15|22899	251.0602	ARHGEF15|22899	357.6033
ARHGEF16|27237	441.4553	ARHGEF16|27237	218.1126
ARHGEF17|9828	1420.9633	ARHGEF17|9828	1781.2533
ARHGEF18|23370	1185.3027	ARHGEF18|23370	624.3263
ARHGEF19|128272	616.9174	ARHGEF19|128272	400.2959
ARHGEF1|9138	1351.8984	ARHGEF1|9138	942.1959
ARHGEF2|9181	3001.5225	ARHGEF2|9181	1208.4962
ARHGEF33|100271715	5.1332	ARHGEF33|100271715	9.2994
ARHGEF35|445328	747.5807	ARHGEF35|445328	864.842
ARHGEF37|389337	529.653	ARHGEF37|389337	1220.3318
ARHGEF38|54848	54.5986	ARHGEF38|54848	32.1251
ARHGEF3|50650	861.9111	ARHGEF3|50650	1439.7126
ARHGEF4|50649	114.79700000000001	ARHGEF4|50649	211.3495
ARHGEF5|7984	575.3851	ARHGEF5|7984	1155.6589
ARHGEF6|9459	1332.2989	ARHGEF6|9459	2049.2444
ARHGEF7|8874	1047.1729	ARHGEF7|8874	1704.7448
ARHGEF9|23229	397.1231	ARHGEF9|23229	861.4604
ARID1A|8289	3068.7207	ARID1A|8289	3448.3779
ARID1B|57492	1361.6982	ARID1B|57492	2575.9273
ARID2|196528	816.1789	ARID2|196528	1129.4515
ARID3A|1820	81.1979	ARID3A|1820	16.908
ARID3B|10620	87.2644	ARID3B|10620	101.025
ARID4A|5926	367.7238	ARID4A|5926	732.5373
ARID4B|51742	1321.7945	ARID4B|51742	1601.8303
ARID5A|10865	1621.1581	ARID5A|10865	1784.2122
ARID5B|84159	2390.6716	ARID5B|84159	7015.1115
ARIH1|25820	1763.4878	ARIH1|25820	2201.8387
ARIH2|10425	942.3203	ARIH2|10425	1614.1815
ARL10|285598	16.3329	ARL10|285598	62.1367
ARL11|115761	34.5324	ARL11|115761	32.1251
ARL13B|200894	190.8617	ARL13B|200894	404.9456
ARL15|54622	304.7255	ARL15|54622	484.8357
ARL16|339231	411.1227	ARL16|339231	312.3745
ARL17A|51326	59.9325	ARL17A|51326	145.7212
ARL1|400	2416.8042	ARL1|400	2020.9236
ARL2BP|23568	1355.6316	ARL2BP|23568	1395.7519
ARL2|402	982.308	ARL2|402	750.2906
ARL3|403	938.4424	ARL3|403	520.7651
ARL4A|10124	306.1254	ARL4A|10124	885.977
ARL4C|10123	1354.2317	ARL4C|10123	2067.8432
ARL4D|379	233.794	ARL4D|379	108.2109
ARL5A|26225	574.9185	ARL5A|26225	721.1244
ARL5B|221079	181.062	ARL5B|221079	232.4844
ARL6IP1|23204	5632.5212	ARL6IP1|23204	3719.7506
ARL6IP4|51329	2125.1451	ARL6IP4|51329	821.304
ARL6IP5|10550	5226.065	ARL6IP5|10550	3767.5156
ARL6IP6|151188	187.5952	ARL6IP6|151188	244.32
ARL6|84100	71.3982	ARL6|84100	47.3423
ARL8A|127829	1770.4876	ARL8A|127829	1019.9725
ARL8B|55207	2233.8756	ARL8B|55207	2168.4455
lowly_expressed	lowly_expressed	ARL9|132946	16.4853
ARMC10|83787	959.1479	ARMC10|83787	650.1194
ARMC1|55156	489.05400000000003	ARMC1|55156	524.1467
ARMC2|84071	38.2657	ARMC2|84071	97.2208
ARMC3|219681	172.1956	ARMC3|219681	7.6086
ARMC4|55130	58.3318	ARMC4|55130	6.3405
ARMC5|79798	441.9219	ARMC5|79798	228.2574
ARMC6|93436	677.1158	ARMC6|93436	410.01800000000003
ARMC7|79637	434.9221	ARMC7|79637	196.9777
ARMC8|25852	491.85400000000004	ARMC8|25852	843.2844
ARMC9|80210	659.383	ARMC9|80210	274.7543
ARMCX1|51309	807.3125	ARMCX1|51309	654.3379
ARMCX2|9823	1730.3553	ARMCX2|9823	738.8777
ARMCX3|51566	1678.09	ARMCX3|51566	1472.2604
ARMCX5|64860	391.5232	ARMCX5|64860	440.4523
ARMCX6|54470	216.0611	ARMCX6|54470	183.4513
ARNT2|9915	645.85	ARNT2|9915	923.5972
ARNTL2|56938	148.8628	ARNTL2|56938	101.8704
ARNTL|406	168.4623	ARNTL|406	220.6488
ARNT|405	1730.8220000000001	ARNT|405	1621.0504
ARPC1A|10552	2201.6765	ARPC1A|10552	1734.5028
ARPC1B|10095	3697.3045	ARPC1B|10095	970.3477
ARPC2|10109	5126.2009	ARPC2|10109	3581.9508
ARPC3|10094	4356.2208	ARPC3|10094	2542.9568
ARPC4|10093	3754.0637	ARPC4|10093	2356.555
ARPC5L|81873	852.578	ARPC5L|81873	423.5443
ARPC5|10092	3636.6394	ARPC5|10092	2380.2177
ARPM1|84517	32.1992	ARPM1|84517	26.63
ARPP19|10776	3508.3094	ARPP19|10776	4056.219
ARRB1|408	428.3889	ARRB1|408	1318.398
ARRB2|409	494.6539	ARRB2|409	504.2798
ARRDC1|92714	1108.7714	ARRDC1|92714	637.43
ARRDC2|27106	871.2442	ARRDC2|27106	1200.0423
ARRDC3|57561	1814.3531	ARRDC3|57561	7438.6558
ARRDC4|91947	355.1242	ARRDC4|91947	713.0931
ARSA|410	1490.9615	ARSA|410	710.5569
ARSB|411	516.5867	ARSB|411	341.11800000000005
ARSD|414	3855.9671	ARSD|414	3170.6647
ARSE|415	82.1312	ARSE|415	50.7239
ARSG|22901	838.1117	ARSG|22901	333.0868
ARSH|347527	14.9329	lowly_expressed	lowly_expressed
ARSI|340075	270.6597	ARSI|340075	50.3012
ARSJ|79642	256.1934	ARSJ|79642	193.5961
ARSK|153642	156.3293	ARSK|153642	144.563
lowly_expressed	lowly_expressed	ART4|420	23.6711
ART5|116969	12.133	ART5|116969	20.7122
ARTN|9048	29.8659	ARTN|9048	16.0626
ARV1|64801	760.1804	ARV1|64801	337.3137
ARVCF|421	743.8475	ARVCF|421	451.4425
AR|367	629.0504	AR|367	590.5104
AS3MT|57412	367.4765	AS3MT|57412	227.0823
ASAH1|427	4859.2745	ASAH1|427	3346.9301
ASAH2B|653308	10.2664	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASAH2|56624	16.0626
ASAM|79827	368.6571	ASAM|79827	916.834
ASAP1|50807	876.3774	ASAP1|50807	1135.792
ASAP2|8853	494.1872	ASAP2|8853	829.3353
ASAP3|55616	664.5162	ASAP3|55616	862.3058
ASB13|79754	1700.0227	ASB13|79754	921.061
lowly_expressed	lowly_expressed	ASB14|142686	12.2583
ASB16|92591	18.6615	ASB16|92591	14.1097
ASB1|51665	261.6532	ASB1|51665	507.0189
ASB2|51676	21.4661	ASB2|51676	21.1349
ASB3|51130	267.9857	ASB3|51130	385.9241
ASB6|140459	709.595	ASB6|140459	772.2752
ASB7|140460	362.124	ASB7|140460	448.9063
ASB8|140461	814.779	ASB8|140461	741.8366
ASB9|140462	28.4659	ASB9|140462	45.6515
ASCC1|51008	515.6533	ASCC1|51008	507.2387
ASCC2|84164	1337.8988	ASCC2|84164	827.2218
ASCC3|10973	804.9792	ASCC3|10973	1487.0548
ASCL2|430	36.8657	ASCL2|430	10.5675
ASF1A|25842	261.3266	ASF1A|25842	366.0573
ASF1B|55723	250.1269	ASF1B|55723	136.5318
ASGR1|432	11.6664	ASGR1|432	5.4951
ASGR2|433	9.7997	lowly_expressed	lowly_expressed
ASH1L|55870	2958.0956	ASH1L|55870	3959.9746
ASH2L|9070	1202.5689	ASH2L|9070	1111.2755
ASL|435	556.719	ASL|435	332.6641
ASMTL|8623	750.8473	ASMTL|8623	416.7811
ASNA1|439	1924.017	ASNA1|439	788.7562
ASNSD1|54529	914.643	ASNSD1|54529	1061.8197
ASNS|440	334.1247	ASNS|440	475.959
lowly_expressed	lowly_expressed	ASPA|443	52.8374
ASPHD1|253982	17.2662	ASPHD1|253982	25.7846
ASPHD2|57168	52.2653	ASPHD2|57168	26.2073
ASPH|444	8340.2705	ASPH|444	6706.4948
ASPM|259266	195.9949	ASPM|259266	75.2404
ASPN|54829	5075.3356	ASPN|54829	344.0769
ASPRV1|151516	55.2239	ASPRV1|151516	87.4987
ASPSCR1|79058	590.7847	ASPSCR1|79058	194.4415
ASRGL1|80150	60.1984	ASRGL1|80150	88.3441
ASS1|445	3825.6345	ASS1|445	1808.306
ASTE1|28990	164.7244	ASTE1|28990	241.5175
ASTN1|460	17.2662	ASTN1|460	194.4415
ASTN2|23245	202.9948	ASTN2|23245	453.556
ASXL1|171023	1260.4341	ASXL1|171023	2309.627
ASXL2|55252	484.3875	ASXL2|55252	961.2174
ASXL3|80816	6.5332	ASXL3|80816	21.1349
ATAD1|84896	969.2416	ATAD1|84896	1242.7349
ATAD2B|54454	278.1261	ATAD2B|54454	484.413
ATAD2|29028	474.5877	ATAD2|29028	636.1619
ATAD3A|55210	531.9863	ATAD3A|55210	301.807
ATAD3B|83858	126.9301	ATAD3B|83858	180.9151
ATAD3C|219293	62.5317	ATAD3C|219293	133.5729
ATAD5|79915	35.9324	ATAD5|79915	124.2735
ATE1|11101	210.9279	ATE1|11101	333.9322
