gene_id	TCGA-BH-A0DH-01A-11R-A084-07	gene_id	TCGA-BH-A0DH-11A-31R-A089-07
PGR|5241	2456.9063	PGR|5241	1671.0411
PGS1|9489	288.6714	PGS1|9489	407.2208
PHACTR1|221692	5.9691	PHACTR1|221692	25.1889
PHACTR2|9749	202.8604	PHACTR2|9749	502.5189
PHACTR4|65979	657.1321	PHACTR4|65979	677.5819
PHAX|51808	513.3609	PHAX|51808	432.4097
PHB2|11331	2098.6075	PHB2|11331	4323.2578
PHB|5245	3062.1001	PHB|5245	3225.8606
PHC1|1911	207.7268	PHC1|1911	494.895
PHC2|1912	2241.2495	PHC2|1912	3019.3115
PHC3|80012	1377.8698	PHC3|80012	743.9127
PHF10|55274	208.965	PHF10|55274	1433.8875
PHF11|51131	360.55699999999996	PHF11|51131	804.3661
PHF12|57649	1245.0132	PHF12|57649	1071.7884
PHF13|148479	521.6409	PHF13|148479	1119.2275
PHF14|9678	1247.2714	PHF14|9678	1106.2133
PHF15|23338	1846.067	PHF15|23338	1120.9068
PHF16|9767	410.6135	PHF16|9767	277.9177
PHF17|79960	1105.7584	PHF17|79960	2159.11
PHF19|26147	602.9356	PHF19|26147	442.0655
PHF1|5252	1609.3338	PHF1|5252	1870.2771
PHF20L1|51105	833.6469999999999	PHF20L1|51105	434.9286
PHF20|51230	1638.6903	PHF20|51230	1053.3165
PHF21A|51317	630.0339	PHF21A|51317	905.1217
lowly_expressed	lowly_expressed	PHF21B|112885	10.0756
PHF23|79142	1380.8807	PHF23|79142	1057.5147
PHF2|5253	792.2469	PHF2|5253	1196.0537
PHF3|23469	3368.4607	PHF3|23469	2247.6910000000003
PHF5A|84844	304.1024	PHF5A|84844	670.445
PHF6|84295	540.8355	PHF6|84295	244.3325
PHF7|51533	51.5619	PHF7|51533	129.7229
PHF8|23133	1555.1374	PHF8|23133	932.4097
PHGDH|26227	1369.2134	PHGDH|26227	4103.6944
PHGR1|644844	10.9146	PHGR1|644844	25.1889
PHIP|55023	1014.1626	PHIP|55023	787.2586
PHKA1|5255	705.6831	PHKA1|5255	243.4929
PHKA2|5256	725.8976	PHKA2|5256	856.293
PHKB|5257	840.0452	PHKB|5257	1940.806
PHKG1|5260	6.0218	PHKG1|5260	38.623000000000005
PHKG2|5261	807.3015	PHKG2|5261	448.7825
PHLDA1|22822	226.195	PHLDA1|22822	806.4652
PHLDA2|7262	118.9311	PHLDA2|7262	65.4912
PHLDA3|23612	1117.0493	PHLDA3|23612	1780.0168
PHLDB1|23187	1117.0493	PHLDB1|23187	4339.6306
PHLDB2|90102	415.5062	PHLDB2|90102	808.9839999999999
PHLDB3|653583	319.9097	PHLDB3|653583	205.7095
PHLPP1|23239	326.6842	PHLPP1|23239	667.9261
PHLPP2|23035	361.2985	PHLPP2|23035	230.5626
lowly_expressed	lowly_expressed	PHOSPHO1|162466	9.6558
PHOSPHO2|493911	161.8367	PHOSPHO2|493911	60.8732
PHPT1|29085	552.8792	PHPT1|29085	1101.5953
PHRF1|57661	1092.962	PHRF1|57661	1064.2317
PHTF1|10745	329.6951	PHTF1|10745	147.3552
PHTF2|57157	954.4599	PHTF2|57157	190.5961
PHYHD1|254295	434.7008	PHYHD1|254295	864.8195
lowly_expressed	lowly_expressed	PHYHIPL|84457	53.5558
PHYHIP|9796	13.1728	PHYHIP|9796	262.3846
PHYH|5264	887.8434	PHYH|5264	1065.4912
PI15|51050	34.6255	PI15|51050	3582.7036
PI16|221476	10.1618	PI16|221476	1096.1377
lowly_expressed	lowly_expressed	PI3|5266	44.5004
PI4K2A|55361	1007.7644	PI4K2A|55361	922.2796
PI4K2B|55300	558.5247	PI4K2B|55300	208.6482
PI4KAP1|728233	73.7674	PI4KAP1|728233	179.2611
PI4KAP2|375133	10.9146	PI4KAP2|375133	78.0856
PI4KA|5297	1771.9232	PI4KA|5297	1416.4568
PI4KB|5298	1628.1521	PI4KB|5298	2040.7221
PIAS1|8554	487.3918	PIAS1|8554	341.3098
PIAS2|9063	127.9639	PIAS2|9063	210.7473
PIAS3|10401	1602.9356	PIAS3|10401	1058.7741
PIAS4|51588	447.4972	PIAS4|51588	196.4736
PIBF1|10464	157.6967	PIBF1|10464	240.5542
PICALM|8301	2525.0282	PICALM|8301	5078.9253
PICK1|9463	223.5604	PICK1|9463	478.5894
PID1|55022	14.6782	PID1|55022	480.6885
PIF1|80119	7.5273	PIF1|80119	10.0756
PIGA|5277	169.7403	PIGA|5277	106.2133
PIGB|9488	269.1118	PIGB|9488	226.1503
PIGC|5279	766.2778	PIGC|5279	781.6961
PIGF|5281	448.2913	PIGF|5281	270.8438
PIGG|54872	667.1886	PIGG|54872	596.4232
PIGH|5283	649.8043	PIGH|5283	335.6381
PIGK|10026	1399.6989	PIGK|10026	739.2947
PIGL|9487	26.7219	PIGL|9487	39.8825
PIGM|93183	1020.3237	PIGM|93183	431.9899
PIGN|23556	538.9537	PIGN|23556	291.3518
PIGO|84720	2277.0041	PIGO|84720	644.8363
PIGP|51227	538.9537	PIGP|51227	481.5281
PIGQ|9091	1619.1494	PIGQ|9091	740.4156
PIGR|5284	39.5183	PIGR|5284	1744.7523
PIGS|94005	2725.6304	PIGS|94005	1976.9102
PIGT|51604	3681.2194	PIGT|51604	3008.3963
PIGU|128869	628.5284	PIGU|128869	425.2729
PIGV|55650	538.9537	PIGV|55650	757.3468
PIGW|284098	255.9277	PIGW|284098	128.0437
PIGX|54965	1403.0862	PIGX|54965	599.4962
PIGY|84992	1690.6285	PIGY|84992	1698.9924
PIGZ|80235	85.0583	PIGZ|80235	144.8363
PIH1D1|55011	995.1073	PIH1D1|55011	1120.9068
PIH1D2|120379	53.8201	PIH1D2|120379	41.9815
PIK3AP1|118788	315.3933	PIK3AP1|118788	193.5348
PIK3C2A|5286	1692.134	PIK3C2A|5286	540.3023
PIK3C2B|5287	803.9142	PIK3C2B|5287	950.8816
PIK3C2G|5288	8.6564	PIK3C2G|5288	405.5416
PIK3C3|5289	305.6078	PIK3C3|5289	448.7825
PIK3CA|5290	340.2333	PIK3CA|5290	413.0982
PIK3CB|5291	1957.8472	PIK3CB|5291	768.6818
PIK3CD|5293	175.7734	PIK3CD|5293	462.6364
PIK3CG|5294	98.6075	PIK3CG|5294	24.7691
PIK3IP1|113791	786.2251	PIK3IP1|113791	1652.8128
PIK3R1|5295	2959.7290000000003	PIK3R1|5295	5414.7775
PIK3R2|5296	1861.4452	PIK3R2|5296	1294.11
PIK3R3|8503	3878.058	PIK3R3|8503	1166.6667
PIK3R4|30849	1196.4622	PIK3R4|30849	787.9933
PIK3R5|23533	115.9202	PIK3R5|23533	93.199
PIK3R6|146850	16.9364	PIK3R6|146850	18.0521
PIKFYVE|200576	525.4046	PIKFYVE|200576	366.0789
PILRA|29992	93.3384	PILRA|29992	86.4819
PILRB|29990	224.4298	PILRB|29990	1022.5357
PIM1|5292	210.764	PIM1|5292	724.6012
PIM2|11040	1016.1837	PIM2|11040	357.6826
PIM3|415116	642.4539	PIM3|415116	1552.0571
PIN1|5300	1016.1837	PIN1|5300	841.7296
PIN4|5303	491.1554	PIN4|5303	485.7263
PINK1|65018	1562.2883	PINK1|65018	3340.0504
PINX1|54984	111.4038	PINX1|54984	152.4139
PION|54103	452.3899	PION|54103	275.8186
PIP4K2A|5305	1082.0474	PIP4K2A|5305	666.2469
PIP4K2B|8396	1980.4291	PIP4K2B|8396	3101.5953
PIP4K2C|79837	2242.3786	PIP4K2C|79837	1267.8421
PIP5K1A|8394	1104.2529	PIP5K1A|8394	1052.0571
PIP5K1B|8395	82.8002	PIP5K1B|8395	208.2284
PIP5K1C|23396	1319.5333	PIP5K1C|23396	1609.152
PIP5KL1|138429	79.0365	PIP5KL1|138429	43.24100000000001
PIPOX|51268	10.1618	PIPOX|51268	25.1889
PIPSL|266971	190.4403	PIPSL|266971	187.6574
PIP|5304	10.9146	PIP|5304	19477.7498
PIR|8544	171.6221	PIR|8544	476.4903
PISD|23761	965.3745	PISD|23761	1320.7389
PITPNA|5306	2572.4501	PITPNA|5306	2141.8976
PITPNB|23760	562.6647	PITPNB|23760	1293.8707
PITPNC1|26207	441.8517	PITPNC1|26207	464.3157
PITPNM1|9600	446.7444	PITPNM1|9600	368.5978
PITPNM2|57605	40.6473	PITPNM2|57605	207.3887
PITPNM3|83394	42.1528	PITPNM3|83394	156.5911
PITRM1|10531	1741.4001	PITRM1|10531	1672.8631
PITX1|5307	603.6884	PITX1|5307	235.9362
lowly_expressed	lowly_expressed	PITX2|5308	23.0898
lowly_expressed	lowly_expressed	PIWIL2|55124	52.0571
PIWIL4|143689	5.2691	PIWIL4|143689	31.0663
PJA1|64219	674.4449	PJA1|64219	1274.1394
PJA2|9867	3843.0561	PJA2|9867	2100.3359
lowly_expressed	lowly_expressed	PKD1L1|168507	22.225
PKD1L2|114780	48.9274	PKD1L2|114780	114.1898
PKD1|5310	858.487	PKD1|5310	1604.1142
PKD2L1|9033	12.7964	PKD2L1|9033	5.8774
PKD2|5311	279.6387	PKD2|5311	864.3997
PKDCC|91461	56.0783	PKDCC|91461	643.9966
lowly_expressed	lowly_expressed	PKDREJ|10343	10.9152
PKHD1L1|93035	6.0218	PKHD1L1|93035	6.2972
PKHD1|5314	7.5273	PKHD1|5314	22.67
PKIA|5569	427.9262	PKIA|5569	86.0621
PKIB|5570	127.9639	PKIB|5570	338.7909
PKIG|11142	169.7403	PKIG|11142	1390.4282
PKM2|5315	30070.3801	PKM2|5315	19837.9513
PKMYT1|9088	444.9153	PKMYT1|9088	30.805999999999997
PKN1|5585	4332.7061	PKN1|5585	2030.2267
PKN2|5586	1183.2894	PKN2|5586	643.9966
PKN3|29941	175.3858	PKN3|29941	356.843
PKNOX1|5316	398.5698	PKNOX1|5316	523.5097
PKNOX2|63876	10.1618	PKNOX2|63876	61.7128
PKP1|5317	54.5728	PKP1|5317	3581.0243
PKP2|5318	464.0572	PKP2|5318	354.3241
PKP3|11187	1222.8077	PKP3|11187	869.8573
PKP4|8502	3680.0903	PKP4|8502	3509.2359
PL-5283|647087	1307.866	PL-5283|647087	1055.8354
PLA1A|51365	24.0873	PLA1A|51365	20.5709
lowly_expressed	lowly_expressed	PLA2G10|8399	5.4576
PLA2G12A|81579	1221.3022	PLA2G12A|81579	804.7859
PLA2G15|23659	766.6541	PLA2G15|23659	383.2914
PLA2G16|11145	5114.0384	PLA2G16|11145	4883.2914
lowly_expressed	lowly_expressed	PLA2G2A|5320	290.932
PLA2G2D|26279	13.5491	PLA2G2D|26279	9.6558
PLA2G3|50487	82.0474	PLA2G3|50487	7.5567
PLA2G4A|5321	28.2273	PLA2G4A|5321	287.9933
PLA2G4C|8605	408.3553	PLA2G4C|8605	187.2376
PLA2G4F|255189	141.1366	PLA2G4F|255189	30.6465
PLA2G5|5322	8.28	PLA2G5|5322	38.2032
PLA2G6|8398	55.7019	PLA2G6|8398	380.3526
PLA2G7|7941	34.2492	PLA2G7|7941	109.9916
PLA2R1|22925	754.9868	PLA2R1|22925	332.9135
PLAA|9373	933.3835	PLAA|9373	693.115
PLAC1|10761	124.95299999999999	lowly_expressed	lowly_expressed
PLAC2|257000	34.2492	PLAC2|257000	64.6516
PLAC4|191585	108.0166	lowly_expressed	lowly_expressed
PLAC8|51316	34.6255	PLAC8|51316	54.9958
PLAC9|219348	45.9164	PLAC9|219348	746.8514
PLAG1|5324	5.6455	PLAG1|5324	20.9908
PLAGL1|5325	60.5947	PLAGL1|5325	478.0563
PLAGL2|5326	440.7226	PLAGL2|5326	484.8866
PLAT|5327	1447.1208	PLAT|5327	8643.5768
PLAUR|5329	370.3425	PLAUR|5329	215.3652
PLAU|5328	809.5597	PLAU|5328	940.7809
PLB1|151056	25.9691	PLB1|151056	71.7884
PLBD1|79887	2052.6910000000003	PLBD1|79887	970.1931
PLBD2|196463	626.2702	PLBD2|196463	541.9815
PLCB1|23236	41.7764	PLCB1|23236	225.8606
PLCB2|5330	146.4057	PLCB2|5330	210.3275
PLCB3|5331	589.7629	PLCB3|5331	695.6339
PLCB4|5332	212.6458	PLCB4|5332	277.9177
PLCD1|5333	237.8623	PLCD1|5333	674.6432
PLCD3|113026	969.5145	PLCD3|113026	1613.3501
PLCD4|84812	450.1317	PLCD4|84812	146.5155
PLCE1|51196	337.2187	PLCE1|51196	154.49200000000002
PLCG1|5335	1020.3237	lowly_expressed	lowly_expressed
PLCG2|5336	658.2612	PLCG2|5336	968.9337
PLCH1|23007	9.4091	PLCH1|23007	40.3023
PLCH2|9651	18.0655	PLCH2|9651	724.1814
PLCL1|5334	185.924	PLCL1|5334	251.0495
PLCL2|23228	70.3801	PLCL2|23228	170.445
PLCXD1|55344	145.653	PLCXD1|55344	219.9832
PLCXD2|257068	11.6673	PLCXD2|257068	14.6935
PLCXD3|345557	7.5273	PLCXD3|345557	86.4819
PLD1|5337	364.3207	PLD1|5337	700.6717
PLD2|5338	921.3399	PLD2|5338	1110.4114
PLD3|23646	4957.8472	PLD3|23646	5291.7716
PLD4|122618	342.4915	PLD4|122618	154.9118
lowly_expressed	lowly_expressed	PLD5|200150	14.6935
PLD6|201164	213.2029	PLD6|201164	246.4316
PLDN|26258	1437.3353	PLDN|26258	923.1738
PLEC|5339	8753.4814	PLEC|5339	6807.7246
PLEK2|26499	442.2281	PLEK2|26499	96.1377
PLEKHA1|59338	510.7264	PLEKHA1|59338	462.6364
PLEKHA2|59339	608.5811	PLEKHA2|59339	724.6012
PLEKHA3|65977	423.4099	PLEKHA3|65977	170.445
PLEKHA4|57664	209.2586	PLEKHA4|57664	1904.7019
PLEKHA5|54477	198.7204	PLEKHA5|54477	413.0982
PLEKHA6|22874	2004.14	PLEKHA6|22874	1310.2435
PLEKHA7|144100	475.7245	PLEKHA7|144100	457.1788
PLEKHA8|84725	129.4693	PLEKHA8|84725	34.8447
PLEKHA9|51054	40.6473	PLEKHA9|51054	156.1713
PLEKHB1|58473	981.9345	PLEKHB1|58473	738.8749
PLEKHB2|55041	2348.5134	PLEKHB2|55041	1732.9975
PLEKHF1|79156	74.1438	PLEKHF1|79156	423.1738
PLEKHF2|79666	2186.6767	PLEKHF2|79666	775.8186
PLEKHG1|57480	195.7094	PLEKHG1|57480	338.3711
PLEKHG2|64857	405.3444	PLEKHG2|64857	519.3115
PLEKHG3|26030	1189.3113	PLEKHG3|26030	842.1495
PLEKHG4B|153478	7.9037	PLEKHG4B|153478	254.4081
PLEKHG4|25894	549.8683	PLEKHG4|25894	319.8992
PLEKHG5|57449	246.5186	PLEKHG5|57449	478.5894
PLEKHG6|55200	435.8299	PLEKHG6|55200	644.8363
PLEKHH1|57475	625.318	PLEKHH1|57475	157.6448
PLEKHH2|130271	86.1874	PLEKHH2|130271	274.1394
PLEKHH3|79990	676.3267	PLEKHH3|79990	706.9689
PLEKHJ1|55111	689.4994	PLEKHJ1|55111	635.6003
PLEKHM1P|440456	77.8096	PLEKHM1P|440456	152.5525
PLEKHM1|9842	811.0651	PLEKHM1|9842	824.5172
PLEKHM2|23207	892.7362	PLEKHM2|23207	1471.8724
PLEKHM3|389072	252.9168	PLEKHM3|389072	434.5088
PLEKHN1|84069	98.9838	PLEKHN1|84069	28.5474
PLEKHO1|51177	570.9447	PLEKHO1|51177	912.2586
PLEKHO2|80301	764.7723	PLEKHO2|80301	1268.6818
PLEK|5341	276.6278	PLEK|5341	282.5357
PLGLB2|5342	18.7919	PLGLB2|5342	32.1746
PLIN1|5346	938.2763	PLIN1|5346	15355.1637
PLIN2|123	470.4554	PLIN2|123	2043.6608
PLIN3|10226	2140.3839	PLIN3|10226	1379.9328
PLIN4|729359	1633.0448	PLIN4|729359	31038.623
PLIN5|440503	197.5913	PLIN5|440503	345.0882
PLK1S1|55857	143.3948	PLK1S1|55857	592.7792
PLK1|5347	359.0516	PLK1|5347	54.1562
PLK2|10769	3842.6797	PLK2|10769	3079.7649
PLK3|1263	149.0403	PLK3|1263	238.0353
PLK4|10733	137.7493	PLK4|10733	31.906
PLLP|51090	139.6312	PLLP|51090	593.6188
PLN|5350	88.4456	PLN|5350	86.0621
PLOD1|5351	3147.1584	PLOD1|5351	3758.6062
PLOD2|5352	747.8359	PLOD2|5352	793.8707
PLOD3|8985	901.0162	PLOD3|8985	1340.89
lowly_expressed	lowly_expressed	PLP1|5354	129.534
PLP2|5355	2693.6394	PLP2|5355	4047.8589
PLRG1|5356	709.0704	PLRG1|5356	968.9337
PLS1|5357	1127.2111	PLS1|5357	127.6238
PLS3|5358	1215.6568	PLS3|5358	5479.8489
PLSCR1|5359	665.0358	PLSCR1|5359	512.1746
PLSCR3|57048	627.2149	PLSCR3|57048	981.4736
PLSCR4|57088	237.4859	PLSCR4|57088	828.7154
PLTP|5360	315.7697	PLTP|5360	3470.1931
PLVAP|83483	1543.0937	PLVAP|83483	6588.581
PLXDC1|57125	325.9315	PLXDC1|57125	514.2737
PLXDC2|84898	1487.0154	PLXDC2|84898	631.822
PLXNA1|5361	513.7373	PLXNA1|5361	1487.8254
PLXNA2|5362	252.1641	PLXNA2|5362	397.1453
PLXNA3|55558	762.8905	PLXNA3|55558	568.0101
PLXNA4|91584	192.6985	PLXNA4|91584	1397.5651
PLXNB1|5364	1132.1039	PLXNB1|5364	2088.1612
PLXNB2|23654	4585.6229	lowly_expressed	lowly_expressed
PLXNB3|5365	77.6026	PLXNB3|5365	254.02599999999998
PLXNC1|10154	167.8585	PLXNC1|10154	83.5432
PLXND1|23129	2670.3049	PLXND1|23129	3951.7212
lowly_expressed	lowly_expressed	PM20D1|148811	8.8161
PM20D2|135293	27.4746	PM20D2|135293	261.5449
PMAIP1|5366	270.6059	PMAIP1|5366	53.7364
PMEPA1|56937	2779.8871	PMEPA1|56937	3395.466
PMF1|11243	770.956	PMF1|11243	933.7531
PML|5371	1051.5619	PML|5371	2176.3224
PMM1|5372	348.8897	PMM1|5372	895.8858
PMM2|5373	1151.3361	PMM2|5373	573.9589
PMP22|5376	2163.7185	PMP22|5376	4882.4517
lowly_expressed	lowly_expressed	PMP2|5375	10.0756
PMPCA|23203	890.1016	PMPCA|23203	954.2401
PMPCB|9512	1139.8683	PMPCB|9512	1972.0613
PMS1|5378	210.3877	PMS1|5378	244.7523
PMS2CL|441194	41.0237	PMS2CL|441194	60.0336
PMS2L11|441263	10.207	PMS2L11|441263	12.1159
PMS2L1|5379	414.4562	PMS2L1|5379	272.9597
PMS2L2|5380	28.9801	PMS2L2|5380	36.9437
PMS2L3|5387	19.1946	PMS2L3|5387	43.24100000000001
PMS2L4|5382	20.7	PMS2L4|5382	66.7506
PMS2L5|5383	78.2838	PMS2L5|5383	65.911
PMS2|5395	604.0647	PMS2|5395	485.7263
PMVK|10654	2189.3113	PMVK|10654	1987.4055
PNKD|25953	2966.8799	PNKD|25953	945.424
PNKP|11284	599.172	PNKP|11284	360.2015
PNMA1|9240	1925.4799	PNMA1|9240	1521.8304
PNMA2|10687	470.079	PNMA2|10687	95.2981
lowly_expressed	lowly_expressed	PNMA3|29944	10.9152
PNMA6A|84968	8.28	PNMA6A|84968	75.9866
PNMAL1|55228	70.0038	PNMAL1|55228	519.7313
PNMAL2|57469	28.3929	PNMAL2|57469	215.7683
PNMT|5409	180.6549	PNMT|5409	10.0756
PNN|5411	1295.8224	PNN|5411	2280.8564
PNO1|56902	596.1611	PNO1|56902	476.4903
PNOC|5368	10.9146	lowly_expressed	lowly_expressed
PNPLA2|57104	3025.5928	PNPLA2|57104	8222.9219
lowly_expressed	lowly_expressed	PNPLA3|80339	18.4719
PNPLA4|8228	1024.84	PNPLA4|8228	742.2334
PNPLA6|10908	1192.6985	PNPLA6|10908	1003.7783
PNPLA7|375775	199.8495	PNPLA7|375775	439.5466
PNPLA8|50640	856.9816	PNPLA8|50640	526.4484
PNPO|55163	2137.7493	PNPO|55163	1168.3459
PNPT1|87178	492.6609	PNPT1|87178	416.4568
PNP|4860	301.8442	PNP|4860	409.7397
PNRC1|10957	676.703	PNRC1|10957	2247.2712
PNRC2|55629	1627.3993	PNRC2|55629	2396.3056
POC1A|25886	287.5423	POC1A|25886	49.958
POC1B|282809	544.5841	POC1B|282809	253.7825
POC5|134359	168.9876	POC5|134359	221.6625
PODNL1|79883	174.63299999999998	PODNL1|79883	180.5206
PODN|127435	687.6176	PODN|127435	2350.1259
PODXL2|50512	24.0873	PODXL2|50512	176.7422
PODXL|5420	1881.4452	PODXL|5420	2328.7154
POF1B|79983	1377.1170000000002	POF1B|79983	109.152
POFUT1|23509	2445.239	POFUT1|23509	2204.8699
POFUT2|23275	519.7591	POFUT2|23275	672.5441
POGK|57645	1925.1035	POGK|57645	1147.3552
POGZ|23126	1666.5412	POGZ|23126	2095.7179
POLA1|5422	471.5845	POLA1|5422	381.6121
POLA2|23649	377.4934	POLA2|23649	254.8279
POLB|5423	439.2172	POLB|5423	586.4819
POLD1|5424	358.2988	POLD1|5424	282.5357
POLD2|5425	1688.7467	POLD2|5425	1852.225
POLD3|10714	430.5608	POLD3|10714	412.2586
POLD4|57804	1695.1449	POLD4|57804	1003.7783
POLDIP2|26073	3137.6703	POLDIP2|26073	2166.822
POLDIP3|84271	1431.6899	POLDIP3|84271	3018.8917
POLE2|5427	175.3858	POLE2|5427	10.4954
POLE3|54107	2118.5548	POLE3|54107	1678.8413
POLE4|56655	1276.2514	POLE4|56655	678.4215
POLE|5426	693.2631	POLE|5426	435.3484
POLG2|11232	138.5021	POLG2|11232	104.53399999999999
POLG|5428	942.0474	POLG|5428	973.3963
POLH|5429	658.2612	POLH|5429	451.7212
POLI|11201	331.577	POLI|11201	683.4593
POLK|51426	494.1664	POLK|51426	235.9362
POLL|27343	601.178	POLL|27343	624.3409
POLM|27434	315.3933	POLM|27434	323.6776
POLN|353497	6.0218	POLN|353497	107.4181
POLQ|10721	70.3801	POLQ|10721	6.7170000000000005
POLR1A|25885	657.1321	POLR1A|25885	481.1083
POLR1B|84172	963.4927	POLR1B|84172	442.4853
POLR1C|9533	550.2446	POLR1C|9533	421.4945
POLR1D|51082	832.8942	POLR1D|51082	1939.9664
POLR1E|64425	362.0625	POLR1E|64425	764.9034
POLR2A|5430	6470.4554	POLR2A|5430	5276.2385
POLR2B|5431	2384.6443	POLR2B|5431	2103.2746
POLR2C|5432	1068.4983	POLR2C|5432	1793.4509
POLR2D|5433	402.7098	POLR2D|5433	317.8002
POLR2E|5434	2220.9259	POLR2E|5434	3021.4106
POLR2F|5435	284.5314	POLR2F|5435	988.2452
POLR2G|5436	1018.4419	POLR2G|5436	1332.0739
POLR2H|5437	931.5017	POLR2H|5437	601.5953
POLR2I|5438	783.9217	POLR2I|5438	877.5147
POLR2J2|246721	182.5329	POLR2J2|246721	454.2317
POLR2J3|548644	714.7422	POLR2J3|548644	1007.7036
POLR2J4|84820	147.8359	POLR2J4|84820	295.911
POLR2J|5439	962.7399	POLR2J|5439	1118.8077
POLR2K|5440	1645.0884	POLR2K|5440	1023.0898
POLR2L|5441	2656.3794	POLR2L|5441	2988.2452
POLR3A|11128	617.6139	POLR3A|11128	386.6499
POLR3B|55703	293.5642	POLR3B|55703	285.8942
POLR3C|10623	572.8265	POLR3C|10623	732.1579
POLR3D|661	473.8427	POLR3D|661	273.2997
POLR3E|55718	904.0271	POLR3E|55718	800.1679
POLR3F|10621	114.0384	POLR3F|10621	281.2762
POLR3GL|84265	986.0745	POLR3GL|84265	988.2452
POLR3G|10622	19.9473	POLR3G|10622	29.8069
POLR3H|171568	697.4068	POLR3H|171568	1425.1217
POLR3K|51728	919.0817	POLR3K|51728	316.1209
POLRMT|5442	679.3376	POLRMT|5442	536.1041
POM121C|100101267	783.5905	POM121C|100101267	842.9891
lowly_expressed	lowly_expressed	POM121L9P|29774	7.5567
POM121|9883	1497.181	POM121|9883	1954.5214
POMC|5443	5.6455	POMC|5443	23.5097
POMGNT1|55624	3213.8389	POMGNT1|55624	1420.4114
POMP|51371	1112.9093	POMP|51371	1618.3879
POMT1|10585	840.0452	POMT1|10585	972.712
POMT2|29954	509.2209	POMT2|29954	498.3207
POMZP3|22932	566.91	POMZP3|22932	605.2645
PON2|5445	1375.9879999999998	PON2|5445	1203.1906
lowly_expressed	lowly_expressed	PON3|5446	90.2477
POP1|10940	165.6003	POP1|10940	91.9395
POP4|10775	718.1031	POP4|10775	685.9782
POP5|51367	278.5096	POP5|51367	406.801
POP7|10248	629.6575	POP7|10248	452.1411
POPDC2|64091	45.9164	POPDC2|64091	272.0403
lowly_expressed	lowly_expressed	POPDC3|64208	21.4106
PORCN|64840	214.1513	PORCN|64840	235.9362
POR|5447	2483.6282	POR|5447	1601.1755
POSTN|10631	9765.1487	POSTN|10631	6637.6994
POT1|25913	521.2646	POT1|25913	425.2729
lowly_expressed	lowly_expressed	POTEE|445582	7.5567
POTEF|728378	17.3128	POTEF|728378	13.8539
POU2AF1|5450	326.6842	POU2AF1|5450	109.5718
POU2F1|5451	124.95299999999999	POU2F1|5451	130.5626
POU2F2|5452	87.3165	POU2F2|5452	82.7036
POU2F3|25833	61.7237	POU2F3|25833	74.3073
lowly_expressed	lowly_expressed	POU3F1|5453	14.6935
lowly_expressed	lowly_expressed	POU3F3|5455	7.1369
POU5F1B|5462	5.6455	POU5F1B|5462	5.8774
lowly_expressed	lowly_expressed	POU5F1|5460	19.7313
POU6F1|5463	162.5894	POU6F1|5463	387.0697
PP14571|100130449	24.4637	PP14571|100130449	24.7691
PPA1|5464	2426.7971	PPA1|5464	2831.2343
PPA2|27068	830.6361	PPA2|27068	887.0697
PPAN-P2RY11|692312	35.7922	PPAN-P2RY11|692312	28.3921
PPAN|56342	323.0335	PPAN|56342	406.9983
PPAP2A|8611	980.7	PPAP2A|8611	3823.0101
PPAP2B|8613	984.1927	PPAP2B|8613	3471.0327
PPAP2C|8612	1668.0467	PPAP2C|8612	1525.6087
PPAPDC1A|196051	54.9492	lowly_expressed	lowly_expressed
PPAPDC1B|84513	1472.3372	PPAPDC1B|84513	623.0059
PPAPDC2|403313	546.1046	PPAPDC2|403313	396.7254
PPAPDC3|84814	22.9582	PPAPDC3|84814	118.3879
PPARA|5465	95.9729	PPARA|5465	546.1797
PPARD|5467	1423.4099	PPARD|5467	1000.4198
PPARGC1A|10891	11.2909	PPARGC1A|10891	67.1704
PPARGC1B|133522	9.7855	PPARGC1B|133522	11.335
PPARG|5468	173.50400000000002	PPARG|5468	2529.8069
PPAT|5471	569.8156	PPAT|5471	191.016
PPCDC|60490	277.7569	PPCDC|60490	206.5491
PPCS|79717	1700.0376	PPCS|79717	1317.3804
PPDPF|79144	4946.5563	PPDPF|79144	4009.2359
PPEF1|5475	36.131	lowly_expressed	lowly_expressed
PPFIA1|8500	1060.9259	PPFIA1|8500	1086.7716
lowly_expressed	lowly_expressed	PPFIA2|8499	10.9152
PPFIA3|8541	287.9187	PPFIA3|8541	90.2603
PPFIA4|8497	73.0147	PPFIA4|8497	34.4249
PPFIBP1|8496	577.3429	PPFIBP1|8496	1315.7011
PPFIBP2|8495	1410.6135	PPFIBP2|8495	815.2813
PPHLN1|51535	739.5559	PPHLN1|51535	777.4979
PPIAL4C|653598	42.5292	PPIAL4C|653598	41.1419
PPIAL4G|644591	22.2055	PPIAL4G|644591	34.8447
PPIA|5478	3441.4753	PPIA|5478	5749.7901
PPIB|5479	7541.3662	PPIB|5479	9978.4761
PPIC|5480	999.2473	PPIC|5480	1022.2502
PPID|5481	640.9484	PPID|5481	698.1528
PPIEL|728448	23.3346	PPIEL|728448	116.7086
PPIE|10450	500.5645	PPIE|10450	1010.9152
PPIF|10105	1636.4321	PPIF|10105	1302.6868
PPIG|9360	1522.3937	PPIG|9360	769.9412
PPIH|10465	493.79	PPIH|10465	420.2351
PPIL1|51645	1071.5092	PPIL1|51645	623.4257
PPIL2|23759	780.8092	PPIL2|23759	966.738
