gene_id	TCGA-E2-A1LH-01A-11R-A14D-07	gene_id	TCGA-E2-A1LH-11A-22R-A14D-07
JMJD8|339123	2531.5454	JMJD8|339123	1518.8069
JMY|133746	446.8455	JMY|133746	961.6675
JOSD1|9929	2034.3429999999998	JOSD1|9929	1485.3857
JOSD2|126119	324.9084	JOSD2|126119	149.976
JPH1|56704	107.2738	JPH1|56704	72.8318
JPH2|57158	147.405	JPH2|57158	425.9703
JPH3|57338	7.7175	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	JPH4|84502	23.9578
JRKL|8690	526.3361	JRKL|8690	448.9698
JRK|8629	314.1038	JRK|8629	657.8821
JSRP1|126306	95.6975	lowly_expressed	lowly_expressed
JTB|10899	4385.8769	JTB|10899	1906.0853
JUB|84962	170.5576	JUB|84962	1008.6248
JUNB|3726	2714.2582	JUNB|3726	11602.7791
JUND|3727	3452.8265	JUND|3727	3195.4959
JUN|3725	4718.5028	JUN|3725	24898.8979
JUP|3728	16582.6741	JUP|3728	9994.2501
KAL1|3730	60.1968	KAL1|3730	488.7398
KALRN|8997	1445.4949	KALRN|8997	452.3239
KANK1|23189	1251.0129	KANK1|23189	2479.6358
KANK2|25959	923.7893	KANK2|25959	1088.1648
KANK3|256949	115.7631	KANK3|256949	171.0589
KANK4|163782	270.8856	KANK4|163782	426.4494
KARS|3735	4146.6332	KARS|3735	2604.2166
KAT2A|2648	1778.1208	KAT2A|2648	876.8567
KAT2B|8850	232.2979	KAT2B|8850	593.196
KAT5|10524	1765.6029	KAT5|10524	1261.15
KATNA1|11104	320.2778	KATNA1|11104	378.0546
KATNAL1|84056	273.9726	KATNAL1|84056	359.8467
KATNAL2|83473	37.8159	KATNAL2|83473	48.873999999999995
KATNB1|10300	348.8327	KATNB1|10300	493.0522
KAZALD1|81621	28.6398	KAZALD1|81621	40.2492
KAZ|23254	833.0851	KAZ|23254	667.6282
KBTBD10|10324	8.4893	KBTBD10|10324	39.2669
KBTBD11|9920	124.2524	KBTBD11|9920	137.518
KBTBD12|166348	19.2938	KBTBD12|166348	13.8955
KBTBD2|25948	837.3529	KBTBD2|25948	1116.9142
KBTBD3|143879	56.338	KBTBD3|143879	155.2468
KBTBD4|55709	104.4492	KBTBD4|55709	538.0211
KBTBD6|89890	290.1794	KBTBD6|89890	724.0057
KBTBD7|84078	53.251000000000005	KBTBD7|84078	347.8678
KBTBD8|84541	48.6205	KBTBD8|84541	46.4782
KCMF1|56888	2093.7681	KCMF1|56888	1168.6632
lowly_expressed	lowly_expressed	KCNA1|3736	5.7499
KCNA3|3738	47.8487	KCNA3|3738	30.666
KCNA5|3741	12.3481	lowly_expressed	lowly_expressed
KCNA6|3742	8.4893	KCNA6|3742	49.3531
KCNAB1|7881	56.338	KCNAB1|7881	118.8309
KCNAB2|8514	343.4304	KCNAB2|8514	215.6205
KCNAB3|9196	6.9458	KCNAB3|9196	6.229
KCNB1|3745	104.1868	KCNB1|3745	47.9157
lowly_expressed	lowly_expressed	KCNC1|3746	22.9995
lowly_expressed	lowly_expressed	KCNC2|3747	9.5831
KCNC3|3748	88.7517	KCNC3|3748	228.5577
KCNC4|3749	170.5576	KCNC4|3749	494.9689
KCND1|3750	49.3922	KCND1|3750	64.6862
KCND2|3751	27.7831	KCND2|3751	27.7911
KCND3|3752	14.6633	KCND3|3752	106.8519
KCNE1L|23630	58.6533	lowly_expressed	lowly_expressed
KCNE1|3753	10.0328	KCNE1|3753	241.9741
KCNE2|9992	34.7289	KCNE2|9992	8.1457
KCNE3|10008	144.31799999999998	KCNE3|10008	66.6028
KCNE4|23704	169.0141	KCNE4|23704	55.103
KCNF1|3754	16.9786	KCNF1|3754	11.9789
KCNG1|3755	8088.7517	KCNG1|3755	45.0407
KCNH1|3756	20.0656	KCNH1|3756	9.104
KCNH2|3757	51.7075	KCNH2|3757	19.1663
KCNH3|23416	15.4351	KCNH3|23416	63.7278
KCNH8|131096	22.3809	KCNH8|131096	79.54
KCNIP1|30820	6.1739999999999995	lowly_expressed	lowly_expressed
KCNIP2|30819	205.2865	KCNIP2|30819	258.2655
KCNIP3|30818	93.3822	KCNIP3|30818	153.8093
lowly_expressed	lowly_expressed	KCNIP4|80333	23.9578
KCNJ10|3766	62.5121	KCNJ10|3766	9.104
KCNJ11|3767	34.7289	KCNJ11|3767	261.1404
KCNJ12|3768	16.2068	KCNJ12|3768	15.333
lowly_expressed	lowly_expressed	KCNJ13|3769	10.0623
KCNJ14|3770	16.2068	KCNJ14|3770	47.4365
KCNJ15|3772	54.0228	KCNJ15|3772	24.436999999999998
lowly_expressed	lowly_expressed	KCNJ16|3773	185.9128
KCNJ1|3758	13.1198	lowly_expressed	lowly_expressed
KCNJ2|3759	150.49200000000002	KCNJ2|3759	185.9128
lowly_expressed	lowly_expressed	KCNJ3|3760	8.1457
KCNJ5|3762	30.8702	KCNJ5|3762	74.2693
KCNJ8|3764	169.7858	KCNJ8|3764	295.6397
KCNK10|54207	6.9458	lowly_expressed	lowly_expressed
KCNK13|56659	435.2691	KCNK13|56659	21.0829
KCNK15|60598	16.2068	KCNK15|60598	11.9789
KCNK17|89822	205.2865	KCNK17|89822	81.4566
KCNK1|3775	446.0737	KCNK1|3775	220.8912
KCNK2|3776	50.163999999999994	KCNK2|3776	193.5793
KCNK3|3777	50.9358	KCNK3|3777	109.7269
KCNK5|8645	790.2759	KCNK5|8645	439.8658
KCNK6|9424	216.8628	KCNK6|9424	238.1409
KCNK7|10089	6.1739999999999995	lowly_expressed	lowly_expressed
KCNK9|51305	6.1739999999999995	lowly_expressed	lowly_expressed
KCNMA1|3778	267.7986	KCNMA1|3778	1272.6402
KCNMB1|3779	1024.8891	KCNMB1|3779	781.5046
KCNMB3|27094	48.6205	KCNMB3|27094	65.6445
KCNMB4|27345	25.4679	KCNMB4|27345	39.77
lowly_expressed	lowly_expressed	KCNN1|3780	17.2496
KCNN2|3781	14.6633	KCNN2|3781	7.1874
KCNN3|3782	149.7202	KCNN3|3782	12.4581
KCNN4|3783	3164.1906	KCNN4|3783	1396.2626
KCNQ1OT1|10984	219.1781	KCNQ1OT1|10984	87.2065
KCNQ1|3784	466.9111	KCNQ1|3784	293.723
KCNQ3|3786	117.3066	KCNQ3|3786	6.7082
KCNQ4|9132	27.0114	KCNQ4|9132	19.6454
KCNQ5|56479	219.1781	KCNQ5|56479	22.9995
KCNRG|283518	13.1352	KCNRG|283518	5.9368
KCNS1|3787	47.077	KCNS1|3787	154.2885
KCNS3|3790	436.0409	KCNS3|3790	839.4825
KCNT2|343450	6.9458	KCNT2|343450	9.104
KCP|375616	8.5047	KCP|375616	7.6761
KCTD10|83892	1609.1067	KCTD10|83892	1793.9626
KCTD11|147040	408.2578	KCTD11|147040	565.4049
KCTD12|115207	1580.5518	KCTD12|115207	2299.9521
KCTD13|253980	269.3421	KCTD13|253980	264.9736
KCTD14|65987	199.1125	KCTD14|65987	1030.6660000000002
KCTD15|79047	546.4017	KCTD15|79047	638.7159
KCTD17|79734	316.4191	KCTD17|79734	80.9775
KCTD18|130535	400.5402	KCTD18|130535	563.4883
KCTD1|284252	829.6353	KCTD1|284252	1381.4087
KCTD20|222658	594.2504	KCTD20|222658	1478.1984
KCTD21|283219	229.9826	KCTD21|283219	323.9099
KCTD2|23510	637.4686	KCTD2|23510	1384.2837
KCTD3|51133	1075.0531	KCTD3|51133	3067.0819
lowly_expressed	lowly_expressed	KCTD4|386618	8.6248
KCTD5|54442	1691.6844	KCTD5|54442	445.6157
KCTD6|200845	143.5462	KCTD6|200845	309.5352
KCTD7|154881	199.8842	KCTD7|154881	463.287
lowly_expressed	lowly_expressed	KCTD8|386617	7.6665
KCTD9|54793	597.3374	KCTD9|54793	1079.0609
KDELC1|79070	88.7517	KDELC1|79070	93.4356
KDELC2|143888	584.9894	KDELC2|143888	717.2976
KDELR1|10945	4595.7939	KDELR1|10945	3429.8035
KDELR2|11014	4937.6809	lowly_expressed	lowly_expressed
KDELR3|11015	1951.7654	KDELR3|11015	171.0589
KDM1A|23028	2088.3658	KDM1A|23028	1924.7724
KDM1B|221656	303.2992	KDM1B|221656	540.0096
KDM2A|22992	4395.9097	KDM2A|22992	4060.8529
KDM2B|84678	627.6905	KDM2B|84678	705.3426
KDM3A|55818	1108.2385	KDM3A|55818	1695.7355
KDM3B|51780	1173.0658	KDM3B|51780	3557.2592
KDM4A|9682	612.0008	KDM4A|9682	1494.9689
KDM4B|23030	873.6253	KDM4B|23030	2379.9713
KDM4C|23081	370.4418	KDM4C|23081	763.7758
KDM4D|55693	29.3266	KDM4D|55693	55.5822
KDM5A|5927	1063.4768	KDM5A|5927	1823.0810000000001
KDM5B|10765	2126.1817	KDM5B|10765	2456.1572
KDM5C|8242	2254.2929	KDM5C|8242	2896.5022
KDM6A|7403	123.4806	KDM6A|7403	1189.746
KDM6B|23135	596.5657	KDM6B|23135	1383.8045
KDR|3791	984.7579	KDR|3791	712.9851
KDSR|2531	1081.2271	KDSR|2531	1957.8342
KEAP1|9817	1451.6689	KEAP1|9817	1587.9253
KEL|3792	33.1854	KEL|3792	15.8122
lowly_expressed	lowly_expressed	KGFLP1|387628	9.104
KGFLP2|654466	64.1019	KGFLP2|654466	142.8654
KHDC1|80759	33.1854	KHDC1|80759	28.7494
KHDRBS1|10657	3611.0361	KHDRBS1|10657	3705.7978
KHDRBS3|10656	388.1922	KHDRBS3|10656	155.2468
KHK|3795	95.2499	KHK|3795	179.1615
KHNYN|23351	1684.8389	KHNYN|23351	2438.1744
KHSRP|8570	2966.6216	KHSRP|8570	1940.5846
KIAA0020|9933	446.0737	KIAA0020|9933	666.5069
KIAA0040|9674	2020.4515	KIAA0040|9674	1861.5237
KIAA0090|23065	1060.3897	KIAA0090|23065	1033.5410000000002
KIAA0100|9703	2262.6741	KIAA0100|9703	5760.9391
KIAA0101|9768	373.5288	KIAA0101|9768	19.6454
KIAA0114|57291	1729.5003	KIAA0114|57291	908.9602
KIAA0125|9834	223.8086	KIAA0125|9834	33.541
KIAA0141|9812	607.3702	KIAA0141|9812	1263.5362
KIAA0146|23514	682.2304	KIAA0146|23514	1111.6435
KIAA0174|9798	2087.5941	KIAA0174|9798	3459.0321
KIAA0182|23199	1066.5638	KIAA0182|23199	2473.886
KIAA0195|9772	1295.1032	KIAA0195|9772	2143.4739
KIAA0196|9897	961.6052	KIAA0196|9897	1521.8016
KIAA0226|9711	409.0295	KIAA0226|9711	706.7561
KIAA0232|9778	374.3006	KIAA0232|9778	1748.9219
KIAA0240|23506	855.1032	KIAA0240|23506	1432.1993
KIAA0247|9766	1703.2607	KIAA0247|9766	2880.69
KIAA0284|283638	881.3429	KIAA0284|283638	1383.8045
KIAA0317|9870	705.383	KIAA0317|9870	903.2103
KIAA0319L|79932	1446.2666	KIAA0319L|79932	3721.1356
KIAA0319|9856	7.7175	KIAA0319|9856	7.6665
KIAA0355|9710	486.2049	KIAA0355|9710	909.9185
KIAA0368|23392	1751.8811	KIAA0368|23392	3444.1782
KIAA0391|9692	737.6886	KIAA0391|9692	540.4887
KIAA0406|9675	475.4003	KIAA0406|9675	626.7369
lowly_expressed	lowly_expressed	KIAA0408|9729	8.7494
KIAA0415|9907	671.4258	KIAA0415|9907	435.5534
KIAA0427|9811	1101.2927	KIAA0427|9811	1080.9775
KIAA0430|9665	1318.9273	KIAA0430|9665	3144.7053
KIAA0467|23334	628.879	KIAA0467|23334	1417.9157
KIAA0494|9813	1654.6402	KIAA0494|9813	5023.1145
KIAA0495|57212	350.3762	KIAA0495|57212	880.2108
KIAA0513|9764	1191.5879	KIAA0513|9764	365.1174
KIAA0528|9847	895.2344	KIAA0528|9847	1168.6632
KIAA0556|23247	265.4833	KIAA0556|23247	714.4226
KIAA0562|9731	951.5724	KIAA0562|9731	923.3349
KIAA0564|23078	588.0764	KIAA0564|23078	1118.8309
KIAA0586|9786	232.2979	KIAA0586|9786	438.9075
KIAA0649|9858	349.6045	KIAA0649|9858	871.586
KIAA0652|9776	1413.0812	KIAA0652|9776	1957.8342
KIAA0664P3|100132341	11.5763	KIAA0664P3|100132341	84.3316
KIAA0664|23277	1610.6502	KIAA0664|23277	2100.1437
KIAA0748|9840	108.8173	KIAA0748|9840	23.9578
KIAA0753|9851	140.4592	KIAA0753|9851	530.4264
KIAA0754|643314	48.6205	KIAA0754|643314	151.8927
KIAA0776|23376	636.6969	KIAA0776|23376	868.7111
KIAA0802|23255	110.3608	KIAA0802|23255	131.2889
KIAA0831|22863	736.2531	KIAA0831|22863	747.9636
KIAA0892|23383	865.1360000000001	KIAA0892|23383	1440.345
KIAA0895L|653319	281.775	KIAA0895L|653319	190.1581
KIAA0895|23366	226.1239	KIAA0895|23366	320.0767
KIAA0907|22889	1419.2553	KIAA0907|22889	919.9808
KIAA0913|23053	2045.1476	KIAA0913|23053	2064.2070000000003
KIAA0922|23240	340.3434	KIAA0922|23240	680.4025
KIAA0947|23379	645.9579	KIAA0947|23379	1560.1342
KIAA1009|22832	153.579	lowly_expressed	lowly_expressed
KIAA1012|22878	709.2418	KIAA1012|22878	1241.9741
KIAA1024|23251	27.0114	KIAA1024|23251	21.5621
KIAA1033|23325	740.8837	KIAA1033|23325	962.6258
KIAA1045|23349	344.974	KIAA1045|23349	10.5414
KIAA1107|23285	82.5777	KIAA1107|23285	160.5175
KIAA1109|84162	616.6313	KIAA1109|84162	3332.0556
KIAA1143|57456	503.9552	KIAA1143|57456	900.8146
KIAA1147|57189	718.5028	KIAA1147|57189	1816.0038
KIAA1161|57462	236.1567	KIAA1161|57462	290.369
KIAA1191|57179	3039.1665	KIAA1191|57179	2700.0479
KIAA1199|57214	181.3621	KIAA1199|57214	22.5204
lowly_expressed	lowly_expressed	KIAA1210|57481	49.3531
KIAA1211|57482	38.5877	KIAA1211|57482	30.1869
KIAA1217|56243	953.1160000000001	KIAA1217|56243	6440.9679
KIAA1239|57495	17.7503	lowly_expressed	lowly_expressed
KIAA1244|57221	33.9572	KIAA1244|57221	1114.5184
KIAA1257|57501	10.8046	KIAA1257|57501	35.5486
KIAA1267|284058	678.3716	KIAA1267|284058	1839.4825
KIAA1274|27143	270.8856	KIAA1274|27143	290.8481
KIAA1279|26128	419.8341	KIAA1279|26128	653.0906
KIAA1310|55683	973.1816	KIAA1310|55683	2366.0757
KIAA1324L|222223	237.7002	KIAA1324L|222223	328.7015
KIAA1324|57535	301.7557	KIAA1324|57535	16099.6646
KIAA1328|57536	61.7403	KIAA1328|57536	185.4336
KIAA1370|56204	386.6487	KIAA1370|56204	1258.7446
KIAA1377|57562	28.5549	KIAA1377|57562	379.4921
KIAA1383|54627	119.6218	KIAA1383|54627	156.6842
KIAA1407|57577	126.5676	KIAA1407|57577	291.8064
lowly_expressed	lowly_expressed	KIAA1409|57578	8.6248
KIAA1429|25962	1547.3664	KIAA1429|25962	1795.4001
KIAA1430|57587	295.5817	KIAA1430|57587	1330.139
KIAA1432|57589	459.1626	KIAA1432|57589	704.1782
KIAA1462|57608	645.9579	KIAA1462|57608	377.5755
KIAA1467|57613	187.5362	KIAA1467|57613	852.4197
KIAA1468|57614	471.5416	KIAA1468|57614	765.2132
KIAA1522|57648	2052.0934	KIAA1522|57648	6435.0743
KIAA1524|57650	249.2765	KIAA1524|57650	44.0824
KIAA1529|57653	60.1968	KIAA1529|57653	157.6425
KIAA1530|57654	96.4692	KIAA1530|57654	192.62099999999998
KIAA1539|80256	415.2036	KIAA1539|80256	304.2645
KIAA1543|57662	551.0322	KIAA1543|57662	965.0216
KIAA1549|57670	37.8159	KIAA1549|57670	508.3852
KIAA1586|57691	83.3494	KIAA1586|57691	169.6215
KIAA1598|57698	1342.0799	KIAA1598|57698	1409.6789999999999
KIAA1609|57707	1228.6321	KIAA1609|57707	493.0522
KIAA1614|57710	38.9273	KIAA1614|57710	78.8261
KIAA1632|57724	696.8937	KIAA1632|57724	1231.4327
KIAA1644|85352	30.8702	KIAA1644|85352	58.4571
KIAA1671|85379	1064.2485	KIAA1671|85379	4807.379
KIAA1683|80726	86.4364	KIAA1683|80726	334.4514
KIAA1704|55425	235.8325	KIAA1704|55425	396.5932
KIAA1712|80817	170.5576	KIAA1712|80817	365.8601
KIAA1715|80856	330.3106	KIAA1715|80856	611.4039
KIAA1731|85459	402.0837	KIAA1731|85459	471.9693
KIAA1737|85457	384.3334	KIAA1737|85457	1386.6794
KIAA1755|85449	784.1019	KIAA1755|85449	222.8079
KIAA1797|54914	418.2906	KIAA1797|54914	1046.4782
KIAA1804|84451	385.8769	KIAA1804|84451	352.6593
KIAA1826|84437	179.0469	KIAA1826|84437	354.0968
KIAA1841|84542	236.1567	KIAA1841|84542	159.5592
KIAA1875|340390	27.0114	KIAA1875|340390	12.9372
KIAA1908|114796	58.6533	KIAA1908|114796	264.4945
KIAA1919|91749	70.2296	KIAA1919|91749	110.6852
KIAA1949|170954	2839.2823	KIAA1949|170954	1036.4159
KIAA1958|158405	9.261000000000001	KIAA1958|158405	94.87299999999999
KIAA1967|57805	1081.9988	KIAA1967|57805	2860.5654
lowly_expressed	lowly_expressed	KIAA1984|84960	32.5827
KIAA2013|90231	2661.7789	KIAA2013|90231	1343.5553
KIAA2018|205717	560.2933	KIAA2018|205717	989.4586
KIAA2022|340533	20.0656	KIAA2022|340533	100.6229
KIAA2026|158358	395.13800000000003	KIAA2026|158358	991.3752
KIDINS220|57498	1114.4125	KIDINS220|57498	2534.7389
KIF11|3832	750.1447	KIF11|3832	109.2477
KIF12|113220	199.8842	KIF12|113220	632.966
KIF13A|63971	235.3849	KIF13A|63971	2089.6023
KIF13B|23303	329.5389	KIF13B|23303	2808.3373
KIF14|9928	256.2223	KIF14|9928	9.104
KIF15|56992	190.6232	KIF15|56992	15.8122
KIF16B|55614	251.5917	KIF16B|55614	1149.4969
KIF17|57576	36.2724	KIF17|57576	18.6871
KIF18A|81930	137.3722	KIF18A|81930	29.7077
KIF18B|146909	356.5503	KIF18B|146909	9.104
KIF19|124602	283.2336	KIF19|124602	6.229
KIF1A|547	68.6861	KIF1A|547	15.8122
KIF1B|23095	1127.5323	KIF1B|23095	1847.149
KIF1C|10749	3232.8767	KIF1C|10749	3164.8299
KIF20A|10112	1287.2854	KIF20A|10112	21.5621
KIF20B|9585	272.4291	KIF20B|9585	254.9114
KIF21A|55605	190.6232	KIF21A|55605	299.4729
KIF21B|23046	230.7544	KIF21B|23046	185.9128
KIF22|3835	1496.4306	KIF22|3835	967.4173
KIF23|9493	452.2477	KIF23|9493	33.0618
KIF24|347240	61.7403	KIF24|347240	94.3939
KIF25|3834	9.261000000000001	lowly_expressed	lowly_expressed
KIF26A|26153	66.3708	KIF26A|26153	90.5606
KIF26B|55083	288.6359	KIF26B|55083	79.54
KIF27|55582	16.2068	KIF27|55582	122.185
KIF2A|3796	156.666	KIF2A|3796	477.7192
KIF2C|11004	576.5001	KIF2C|11004	34.9784
KIF3A|11127	221.4933	KIF3A|11127	434.5951
KIF3B|9371	619.7183	KIF3B|9371	1691.9023
KIF3C|3797	777.9278	KIF3C|3797	437.9492
KIF4A|24137	741.6554	KIF4A|24137	16.2913
KIF4B|285643	5.4023	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KIF5A|3798	53.1864
KIF5B|3799	5601.3892	KIF5B|3799	3885.9607
KIF5C|3800	30.8702	KIF5C|3800	708.6727
KIF6|221458	9.261000000000001	KIF6|221458	13.8955
KIF7|374654	102.04899999999999	KIF7|374654	257.6186
KIF9|64147	54.7945	KIF9|64147	136.0805
KIFAP3|22920	794.1347	KIFAP3|22920	936.7513
KIFC1|3833	991.7036	KIFC1|3833	119.7892
KIFC2|90990	1304.1713	KIFC2|90990	223.4739
KIFC3|3801	716.9593	KIFC3|3801	456.6363
KILLIN|100144748	18.5221	KILLIN|100144748	56.5405
KIN|22944	434.4974	KIN|22944	273.1193
KIR2DL4|3805	9.261000000000001	lowly_expressed	lowly_expressed
KIRREL2|84063	11.5763	lowly_expressed	lowly_expressed
KIRREL3|84623	8.4893	lowly_expressed	lowly_expressed
KIRREL|55243	25.4679	KIRREL|55243	449.9281
KISS1|3814	16.2068	lowly_expressed	lowly_expressed
KITLG|4254	190.6232	KITLG|4254	1301.8687
KIT|3815	172.1011	KIT|3815	6999.0417
KLB|152831	74.0884	KLB|152831	97.2688
KLC1|3831	1270.2759	KLC1|3831	1381.4087
KLC2|64837	975.4968	KLC2|64837	535.2180000000001
KLC3|147700	250.0482	KLC3|147700	252.0364
KLC4|89953	980.2508	KLC4|89953	718.8452
KLF10|7071	1063.4768	KLF10|7071	2000.9583
KLF11|8462	403.6272	KLF11|8462	1063.7278
KLF12|11278	446.0737	KLF12|11278	456.1572
KLF13|51621	1311.2097	KLF13|51621	1695.7355
KLF14|136259	6.9458	lowly_expressed	lowly_expressed
KLF15|28999	36.2724	KLF15|28999	137.9971
KLF16|83855	782.5584	KLF16|83855	301.3896
KLF1|10661	7.7175	lowly_expressed	lowly_expressed
KLF2|10365	543.3147	KLF2|10365	840.4408
KLF3|51274	946.9419	KLF3|51274	1672.2568
KLF4|9314	256.2223	KLF4|9314	1014.8539
KLF5|688	1954.8524	KLF5|688	1656.4447
KLF6|1316	4248.5047	KLF6|1316	3965.9799
KLF7|8609	94.9257	KLF7|8609	119.7892
KLF8|11279	213.7758	KLF8|11279	507.9061
KLF9|687	519.3903	KLF9|687	943.4595
KLHDC10|23008	189.0797	KLHDC10|23008	839.9617
KLHDC1|122773	19.2938	KLHDC1|122773	110.206
KLHDC2|23588	520.9338	KLHDC2|23588	1391.471
KLHDC3|116138	6303.6851	lowly_expressed	lowly_expressed
KLHDC4|54758	272.4291	KLHDC4|54758	288.0786
KLHDC5|57542	660.6213	KLHDC5|57542	809.7748
KLHDC7A|127707	27.0114	KLHDC7A|127707	367.9923
KLHDC7B|113730	1953.3089	KLHDC7B|113730	95.3522
KLHDC8A|55220	57.8815	KLHDC8A|55220	40.7283
KLHDC8B|200942	360.409	KLHDC8B|200942	632.0077
KLHDC9|126823	72.5449	KLHDC9|126823	126.4974
KLHL11|55175	20.0656	KLHL11|55175	80.0192
KLHL12|59349	964.6923	KLHL12|59349	1005.2707
KLHL13|90293	41.6747	KLHL13|90293	1467.1778
KLHL14|57565	11.5763	KLHL14|57565	7.1874
KLHL15|80311	138.9157	KLHL15|80311	273.5985
KLHL17|339451	395.13800000000003	KLHL17|339451	80.0192
KLHL18|23276	323.3648	KLHL18|23276	409.1998
KLHL20|27252	242.3307	KLHL20|27252	379.9713
KLHL21|9903	1731.0438	KLHL21|9903	2626.7369
KLHL22|84861	351.9197	KLHL22|84861	535.2180000000001
KLHL23|151230	11.5763	KLHL23|151230	123.3301
KLHL24|54800	984.7579	KLHL24|54800	1693.3397
KLHL25|64410	373.5288	KLHL25|64410	349.3052
KLHL26|55295	170.5576	KLHL26|55295	381.4087
KLHL28|54813	186.7644	KLHL28|54813	453.2822
KLHL29|114818	182.9057	lowly_expressed	lowly_expressed
KLHL2|11275	116.5348	KLHL2|11275	689.9856
KLHL30|377007	67.9143	KLHL30|377007	10.0623
KLHL31|401265	33.1854	KLHL31|401265	71.7441
lowly_expressed	lowly_expressed	KLHL32|114792	12.9372
KLHL34|257240	24.6961	lowly_expressed	lowly_expressed
KLHL35|283212	87.9799	KLHL35|283212	78.1025
KLHL36|79786	274.7444	KLHL36|79786	264.4945
KLHL38|340359	37.8159	KLHL38|340359	9.5831
KLHL3|26249	67.9143	KLHL3|26249	96.3105
KLHL5|51088	271.6573	KLHL5|51088	563.4883
KLHL6|89857	339.5717	KLHL6|89857	117.8725
KLHL7|55975	512.4445	KLHL7|55975	718.2559
KLHL8|57563	121.1653	KLHL8|57563	434.116
KLHL9|55958	578.0436	KLHL9|55958	1685.6732
KLK10|5655	5866.1007	KLK10|5655	579.7796
KLK11|11012	293.2664	KLK11|11012	338.2846
KLK12|43849	5.4023	lowly_expressed	lowly_expressed
KLK13|26085	22.3809	lowly_expressed	lowly_expressed
KLK14|43847	674.5128	KLK14|43847	34.4993
KLK1|3816	32.4137	KLK1|3816	5.7499
lowly_expressed	lowly_expressed	KLK2|3817	22.5204
lowly_expressed	lowly_expressed	KLK3|354	59.8946
KLK4|9622	27.0114	lowly_expressed	lowly_expressed
KLK5|25818	1590.5846	KLK5|25818	1699.0896
KLK6|5653	2360.0232	KLK6|5653	441.7825
KLK7|5650	558.7498	KLK7|5650	527.5515
KLK8|11202	1918.1169	KLK8|11202	253.3253
KLK9|284366	29.7897	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KLKB1|3818	5.7499
KLRA1|10748	106.50200000000001	KLRA1|10748	44.0824
KLRAQ1|129285	440.6714	KLRAQ1|129285	533.3014
KLRB1|3820	111.1325	KLRB1|3820	44.0824
KLRC1|3821	13.8916	KLRC1|3821	32.1035
KLRC2|3822	8.3195	KLRC2|3822	6.1428
KLRC3|3823	10.2026	lowly_expressed	lowly_expressed
KLRD1|3824	93.3822	KLRD1|3824	47.4365
KLRF1|51348	17.7503	KLRF1|51348	7.6665
KLRG1|10219	80.2624	KLRG1|10219	34.0201
KLRG2|346689	1186.9574	KLRG2|346689	26.8328
KLRK1|22914	345.7457	KLRK1|22914	122.1754
KL|9365	23.9244	KL|9365	91.5189
KMO|8564	121.3969	KMO|8564	107.0196
lowly_expressed	lowly_expressed	KNDC1|85442	11.4998
KNTC1|9735	512.4059	KNTC1|9735	203.6416
KPNA1|3836	1920.8952	KPNA1|3836	1242.4533
KPNA2|3838	4253.1352	KPNA2|3838	661.2362
KPNA3|3839	1284.9701	KPNA3|3839	780.0671
KPNA4|3840	1785.8383	KPNA4|3840	1386.6794
KPNA5|3841	40.903	KPNA5|3841	135.6013
KPNA6|23633	1183.0986	KPNA6|23633	2083.3733
KPNA7|402569	21.6091	lowly_expressed	lowly_expressed
KPNB1|3837	3273.0079	KPNB1|3837	3737.4221
KPTN|11133	300.2122	KPTN|11133	147.5803
KRAS|3845	1428.5163	KRAS|3845	791.0877
KRBA1|84626	190.6232	KRBA1|84626	366.5549
KRBA2|124751	26.2396	KRBA2|124751	141.3512
KRCC1|51315	583.4459	KRCC1|51315	1008.1457
KREMEN1|83999	844.2987	KREMEN1|83999	744.1303
KREMEN2|79412	13.8916	lowly_expressed	lowly_expressed
KRI1|65095	869.4115	KRI1|65095	764.0345
KRIT1|889	477.7156	KRIT1|889	875.8984
KRR1|11103	466.2165	KRR1|11103	878.0977
KRT10|3858	636.6969	KRT10|3858	324.8682
KRT14|3861	5533.4748	KRT14|3861	12756.5884
KRT15|3866	7972.9886	KRT15|3866	17426.4494
KRT16|3868	6262.0104	KRT16|3868	179.2046
KRT17|3872	15880.3782	KRT17|3872	7200.2875
KRT18|3875	7478.279	KRT18|3875	9720.5558
KRT19|3880	35618.7536	KRT19|3880	13989.9377
KRT1|3848	6.9458	lowly_expressed	lowly_expressed
KRT222|125113	20.0656	KRT222|125113	139.4346
KRT23|25984	17342.0799	KRT23|25984	1346.4303
lowly_expressed	lowly_expressed	KRT32|3882	19.6454
KRT40|125115	12.3481	lowly_expressed	lowly_expressed
KRT4|3851	9.261000000000001	KRT4|3851	11.4998
KRT5|3852	1510.3222	KRT5|3852	17126.0182
KRT6A|3853	3590.1987	KRT6A|3853	10.0623
KRT6B|3854	15377.9664	KRT6B|3854	1303.7853
KRT6C|286887	223.8086	KRT6C|286887	17.2496
KRT75|9119	7.7175	lowly_expressed	lowly_expressed
KRT77|374454	6.9458	lowly_expressed	lowly_expressed
KRT79|338785	43.99	lowly_expressed	lowly_expressed
KRT7|3855	31469.8051	KRT7|3855	11621.9454
KRT80|144501	588.8482	KRT80|144501	502.6354
KRT81|3887	55554.6981	KRT81|3887	1532.8222
KRT83|3889	268.5703	KRT83|3889	39.2908
