gene_id	TCGA-BH-A1ES-01A-11R-A137-07	gene_id	TCGA-BH-A1ES-06A-12R-A24H-07
LNPEP|4012	222.2869	LNPEP|4012	148.3081
LNX1|84708	917.2131	LNX1|84708	645.0684
LNX2|222484	1045.9016	LNX2|222484	577.3938
LOC100009676|100009676	46.123000000000005	LOC100009676|100009676	50.2196
LOC100101266|100101266	9.8361	lowly_expressed	lowly_expressed
LOC100125556|100125556	43.2787	LOC100125556|100125556	29.1109
LOC100126784|100126784	30.3279	LOC100126784|100126784	51.9546
lowly_expressed	lowly_expressed	LOC100127888|100127888	5.1080000000000005
LOC100128191|100128191	96.8115	LOC100128191|100128191	41.9438
LOC100128239|100128239	10.6557	LOC100128239|100128239	88.9129
LOC100128288|100128288	57.376999999999995	LOC100128288|100128288	21.2383
LOC100128292|100128292	30.3279	LOC100128292|100128292	54.3557
LOC100128640|100128640	36.0656	LOC100128640|100128640	19.7984
lowly_expressed	lowly_expressed	LOC100128675|100128675	7.5594
LOC100128788|100128788	27.0492	LOC100128788|100128788	42.1202
LOC100128822|100128822	110.6557	LOC100128822|100128822	202.3038
LOC100128842|100128842	10.6557	LOC100128842|100128842	8.6393
LOC100128977|100128977	11.4754	LOC100128977|100128977	34.1973
LOC100129034|100129034	1068.123	LOC100129034|100129034	1071.5875
lowly_expressed	lowly_expressed	LOC100129055|100129055	5.0396
lowly_expressed	lowly_expressed	LOC100129066|100129066	63.7149
LOC100129387|100129387	87.2131	LOC100129387|100129387	116.6919
LOC100129534|100129534	50.8197	LOC100129534|100129534	19.0785
LOC100129550|100129550	209.8361	LOC100129550|100129550	82.7934
LOC100129637|100129637	196.7213	LOC100129637|100129637	99.586
LOC100129716|100129716	12.2951	LOC100129716|100129716	5.7595
lowly_expressed	lowly_expressed	LOC100129726|100129726	6.4795
LOC100130015|100130015	23.5246	LOC100130015|100130015	34.4024
LOC100130093|100130093	52.8607	LOC100130093|100130093	93.8085
LOC100130148|100130148	13.1148	LOC100130148|100130148	44.2765
LOC100130522|100130522	21.3115	LOC100130522|100130522	11.879000000000001
LOC100130557|100130557	24.7623	LOC100130557|100130557	16.5335
LOC100130581|100130581	15.5738	LOC100130581|100130581	117.3506
lowly_expressed	lowly_expressed	LOC100130691|100130691	16.0331
LOC100130776|100130776	303.0246	LOC100130776|100130776	479.6832
LOC100130872|100130872	22.1311	LOC100130872|100130872	125.6299
LOC100130932|100130932	60.6557	LOC100130932|100130932	42.1166
lowly_expressed	lowly_expressed	LOC100130933|100130933	17.2786
LOC100130987|100130987	22.1311	LOC100130987|100130987	74.1541
LOC100131193|100131193	30.3279	LOC100131193|100131193	33.1174
LOC100131434|100131434	37.2049	LOC100131434|100131434	35.1116
lowly_expressed	lowly_expressed	LOC100131551|100131551	47.5162
LOC100131691|100131691	26.623	LOC100131691|100131691	23.3801
lowly_expressed	lowly_expressed	LOC100131726|100131726	294.0965
lowly_expressed	lowly_expressed	LOC100132111|100132111	5.7595
LOC100132215|100132215	7.377000000000001	LOC100132215|100132215	5.4104
LOC100132247|100132247	179.5082	LOC100132247|100132247	84.5932
LOC100132287|100132287	190.9836	LOC100132287|100132287	341.2527
LOC100132288|100132288	464.7541	LOC100132288|100132288	420.0864
lowly_expressed	lowly_expressed	LOC100132354|100132354	9.3593
LOC100132707|100132707	61.5656	LOC100132707|100132707	66.7963
LOC100132832|100132832	6.7295	lowly_expressed	lowly_expressed
LOC100133161|100133161	10.6557	LOC100133161|100133161	61.915
LOC100133331|100133331	113.7131	LOC100133331|100133331	137.6422
lowly_expressed	lowly_expressed	LOC100133669|100133669	25.558000000000003
LOC100133957|100133957	8.8525	LOC100133957|100133957	10.5724
lowly_expressed	lowly_expressed	LOC100133985|100133985	17.9986
LOC100133991|100133991	18.8525	LOC100133991|100133991	105.4716
LOC100134229|100134229	95.08200000000001	LOC100134229|100134229	150.8279
LOC100134259|100134259	5.7377	LOC100134259|100134259	27.7178
lowly_expressed	lowly_expressed	LOC100134368|100134368	37.077
LOC100134713|100134713	13.9426	LOC100134713|100134713	12.2426
lowly_expressed	lowly_expressed	LOC100134868|100134868	7.9194
LOC100144603|100144603	8.1967	lowly_expressed	lowly_expressed
LOC100144604|100144604	13.9344	LOC100144604|100144604	9.3593
LOC100170939|100170939	181.7459	LOC100170939|100170939	127.4298
LOC100188947|100188947	22.9508	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100188949|100188949	25.198
LOC100190938|100190938	70.4918	LOC100190938|100190938	47.1562
LOC100190939|100190939	137.7049	LOC100190939|100190939	106.1915
LOC100190986|100190986	184.4262	LOC100190986|100190986	46.4363
LOC100192378|100192378	10.6557	lowly_expressed	lowly_expressed
LOC100216545|100216545	56.5574	LOC100216545|100216545	209.1433
LOC100240726|100240726	9.8361	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100268168|100268168	8.2793
LOC100270710|100270710	486.6557	LOC100270710|100270710	272.473
LOC100270746|100270746	32.7869	LOC100270746|100270746	63.3549
LOC100270804|100270804	31.1475	LOC100270804|100270804	26.6379
LOC100271722|100271722	35.2459	LOC100271722|100271722	37.797
lowly_expressed	lowly_expressed	LOC100271831|100271831	53.2397
LOC100271836|100271836	396.8934	LOC100271836|100271836	578.7473
LOC100272146|100272146	28.6885	LOC100272146|100272146	13.6789
LOC100272217|100272217	25.4098	LOC100272217|100272217	24.478
LOC100272228|100272228	24.5902	LOC100272228|100272228	27.7178
LOC100286793|100286793	345.082	LOC100286793|100286793	339.8128
LOC100286844|100286844	18.6557	LOC100286844|100286844	17.6062
LOC100288778|100288778	260.877	LOC100288778|100288778	1046.7207
LOC100289341|100289341	42.623000000000005	LOC100289341|100289341	83.5133
LOC100302401|100302401	9.0164	LOC100302401|100302401	5.0396
LOC100302640|100302640	11.4754	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100302650|100302650	35.2772
LOC100303728|100303728	20.4918	LOC100303728|100303728	20.8783
LOC113230|113230	401.6393	LOC113230|113230	636.0691
LOC115110|115110	180.2049	LOC115110|115110	111.3679
LOC134466|134466	40.1639	LOC134466|134466	6.1195
LOC143188|143188	25.4098	LOC143188|143188	11.879000000000001
LOC143666|143666	18.0328	LOC143666|143666	88.5529
LOC144438|144438	1004.0984	LOC144438|144438	592.5126
LOC144486|144486	31.9672	LOC144486|144486	11.879000000000001
LOC144571|144571	37.0164	LOC144571|144571	44.2189
LOC145783|145783	10.7541	LOC145783|145783	44.91
lowly_expressed	lowly_expressed	LOC145820|145820	30.5976
LOC145837|145837	40.1639	LOC145837|145837	16.1987
LOC146336|146336	14.7541	LOC146336|146336	18.3585
LOC146880|146880	191.0082	LOC146880|146880	214.2261
LOC147727|147727	668.8525	LOC147727|147727	667.0266
LOC147804|147804	164.7541	LOC147804|147804	88.5529
LOC148189|148189	53.2787	LOC148189|148189	52.9158
LOC148413|148413	254.0	LOC148413|148413	385.36
LOC148709|148709	12.2951	LOC148709|148709	14.0389
LOC149134|149134	26.2295	LOC149134|149134	11.5191
LOC149837|149837	16.3934	LOC149837|149837	33.4773
lowly_expressed	lowly_expressed	LOC150197|150197	7.5594
LOC150381|150381	12.2951	LOC150381|150381	59.0281
LOC150776|150776	286.8852	LOC150776|150776	385.8891
LOC150786|150786	49.1803	LOC150786|150786	29.1577
LOC151009|151009	13.1148	LOC151009|151009	5.7595
LOC151162|151162	1511.4754	LOC151162|151162	813.8949
LOC151534|151534	59.0164	LOC151534|151534	319.5896
LOC152217|152217	246.7213	LOC152217|152217	226.7819
LOC153684|153684	23.7705	LOC153684|153684	53.2757
LOC154761|154761	47.5246	LOC154761|154761	190.5724
LOC158376|158376	13.1148	LOC158376|158376	9.7192
LOC158572|158572	45.082	LOC158572|158572	79.1937
LOC158696|158696	22.1311	LOC158696|158696	5.7595
LOC162632|162632	32.7951	LOC162632|162632	10.7991
LOC168474|168474	6.5574	LOC168474|168474	7.5594
LOC200030|200030	664.7541	LOC200030|200030	650.6515
LOC202181|202181	53.2787	LOC202181|202181	17.2786
LOC202781|202781	233.6066	LOC202781|202781	442.7646
LOC219347|219347	172.3934	LOC219347|219347	90.0828
LOC220594|220594	41.8033	LOC220594|220594	32.7574
LOC220729|220729	241.8033	LOC220729|220729	69.1145
LOC220930|220930	159.8361	LOC220930|220930	201.3679
LOC221442|221442	7.377000000000001	LOC221442|221442	5.7595
LOC221710|221710	440.9836	LOC221710|221710	179.2657
LOC222699|222699	55.7377	LOC222699|222699	132.1094
LOC253039|253039	547.5409999999999	LOC253039|253039	534.1973
LOC253724|253724	13.1148	LOC253724|253724	12.599
LOC254559|254559	14.7541	LOC254559|254559	426.2059
lowly_expressed	lowly_expressed	LOC255167|255167	13.3189
lowly_expressed	lowly_expressed	LOC256880|256880	5.7595
LOC25845|25845	455.5492	LOC25845|25845	619.7588
LOC282997|282997	36.0656	LOC282997|282997	30.9575
LOC283050|283050	70.4918	LOC283050|283050	169.1865
LOC283070|283070	403.2787	LOC283070|283070	296.2563
LOC283174|283174	134.4262	LOC283174|283174	195.4644
LOC283267|283267	306.5574	LOC283267|283267	216.7027
LOC283314|283314	27.918000000000003	LOC283314|283314	81.4975
LOC283663|283663	25.4098	LOC283663|283663	32.3974
LOC283731|283731	8.1967	lowly_expressed	lowly_expressed
LOC283856|283856	6.5574	lowly_expressed	lowly_expressed
LOC283867|283867	36.8852	lowly_expressed	lowly_expressed
LOC283922|283922	45.9016	LOC283922|283922	54.3557
LOC284023|284023	94.2623	LOC284023|284023	98.2721
lowly_expressed	lowly_expressed	LOC284100|284100	14.3988
LOC284232|284232	25.4098	LOC284232|284232	11.5191
LOC284233|284233	62.2951	lowly_expressed	lowly_expressed
LOC284379|284379	5.7377	lowly_expressed	lowly_expressed
LOC284440|284440	150.8197	LOC284440|284440	99.712
LOC284441|284441	84.4262	LOC284441|284441	62.995
lowly_expressed	lowly_expressed	LOC284749|284749	15.4788
LOC284837|284837	13.1148	LOC284837|284837	39.9568
LOC284900|284900	120.8115	LOC284900|284900	193.1569
LOC285033|285033	45.3607	LOC285033|285033	34.388000000000005
LOC285074|285074	338.5246	LOC285074|285074	374.73
LOC285359|285359	58.1967	LOC285359|285359	46.4363
LOC285548|285548	15.5738	lowly_expressed	lowly_expressed
LOC285593|285593	35.2459	LOC285593|285593	8.6393
lowly_expressed	lowly_expressed	LOC285696|285696	38.8769
lowly_expressed	lowly_expressed	LOC285733|285733	60.1152
LOC285830|285830	19.1148	LOC285830|285830	19.73
LOC286367|286367	18.0328	LOC286367|286367	5.0396
LOC286467|286467	17.2131	LOC286467|286467	15.1188
LOC338651|338651	23.8279	LOC338651|338651	46.8934
LOC338758|338758	33.6066	LOC338758|338758	32.0374
LOC338799|338799	507.37699999999995	LOC338799|338799	636.4291
LOC339047|339047	1353.2787	LOC339047|339047	1014.3988
LOC339290|339290	566.8279	LOC339290|339290	325.414
LOC339524|339524	13.1557	LOC339524|339524	15.6515
LOC339535|339535	9.0164	LOC339535|339535	92.1526
lowly_expressed	lowly_expressed	LOC341056|341056	5.7595
LOC344595|344595	209.0164	LOC344595|344595	41.0367
lowly_expressed	lowly_expressed	LOC344967|344967	7.5594
LOC348926|348926	109.8361	LOC348926|348926	86.3931
LOC349114|349114	156.5574	LOC349114|349114	291.5767
LOC374443|374443	296.7213	LOC374443|374443	151.1879
LOC374491|374491	19.6721	lowly_expressed	lowly_expressed
LOC375190|375190	101.6393	LOC375190|375190	102.5918
LOC387646|387646	16.3934	LOC387646|387646	26.6379
LOC387647|387647	402.8607	LOC387647|387647	357.293
LOC388152|388152	272.9508	LOC388152|388152	685.0252
lowly_expressed	lowly_expressed	LOC388242|388242	16.1987
lowly_expressed	lowly_expressed	LOC388588|388588	98.2721
LOC388692|388692	809.0164	LOC388692|388692	369.6904
LOC388789|388789	475.4098	LOC388789|388789	1134.2693
LOC388796|388796	287.7049	LOC388796|388796	778.9777
LOC388955|388955	259.0164	LOC388955|388955	311.7351
LOC389332|389332	18.8525	LOC389332|389332	25.558000000000003
LOC389333|389333	9.0164	LOC389333|389333	21.2383
lowly_expressed	lowly_expressed	LOC389458|389458	38.0778
lowly_expressed	lowly_expressed	LOC389493|389493	5.3996
lowly_expressed	lowly_expressed	LOC390595|390595	18.3585
LOC391322|391322	9.8361	LOC391322|391322	8.2793
LOC399744|399744	150.8197	LOC399744|399744	210.2232
LOC399815|399815	13.1148	lowly_expressed	lowly_expressed
LOC399959|399959	293.4426	LOC399959|399959	25.558000000000003
LOC400027|400027	291.8033	LOC400027|400027	260.9791
LOC400043|400043	241.8033	LOC400043|400043	68.0346
LOC400657|400657	276.2295	LOC400657|400657	123.8301
LOC400752|400752	29.5082	LOC400752|400752	44.9964
LOC400927|400927	6.6885	LOC400927|400927	10.5976
LOC400931|400931	38.5246	LOC400931|400931	5.0396
LOC401010|401010	28.6885	LOC401010|401010	39.5968
LOC401052|401052	50.0	LOC401052|401052	95.3924
LOC401093|401093	43.9508	LOC401093|401093	15.9647
LOC401127|401127	13.1148	lowly_expressed	lowly_expressed
LOC401397|401397	624.5902	LOC401397|401397	455.0036
LOC401431|401431	31.9672	LOC401431|401431	46.1591
LOC401588|401588	59.0164	LOC401588|401588	75.594
LOC402377|402377	15.5738	lowly_expressed	lowly_expressed
LOC407835|407835	45.9016	LOC407835|407835	67.6746
LOC440354|440354	152.3525	LOC440354|440354	223.2901
lowly_expressed	lowly_expressed	LOC440356|440356	135.7091
LOC440905|440905	47.541000000000004	LOC440905|440905	446.0043
LOC440944|440944	152.459	LOC440944|440944	107.6314
LOC440957|440957	88.5246	LOC440957|440957	160.5472
LOC441046|441046	8.1967	LOC441046|441046	7.5594
LOC441089|441089	85.2459	LOC441089|441089	56.8754
LOC441204|441204	33.6066	LOC441204|441204	56.1555
LOC441208|441208	20.4918	LOC441208|441208	97.5522
LOC441294|441294	145.9016	LOC441294|441294	61.5551
lowly_expressed	lowly_expressed	LOC441455|441455	6.4795
LOC441869|441869	48.3607	LOC441869|441869	22.6782
LOC442421|442421	15.5738	LOC442421|442421	17.6386
LOC442454|442454	120.4918	LOC442454|442454	278.2577
LOC493754|493754	493.4426	LOC493754|493754	573.0742
LOC541471|541471	486.0656	LOC541471|541471	534.1973
LOC550112|550112	491.8033	LOC550112|550112	471.5623
LOC550643|550643	378.6885	LOC550643|550643	526.9978
LOC554202|554202	40.1639	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC55908|55908	781.8575
LOC595101|595101	90.9836	LOC595101|595101	194.0245
LOC606724|606724	8.1967	LOC606724|606724	6.4795
lowly_expressed	lowly_expressed	LOC613037|613037	11.9582
LOC619207|619207	14.7541	LOC619207|619207	21.2383
LOC641298|641298	93.4426	LOC641298|641298	109.586
LOC642587|642587	192.623	LOC642587|642587	26.2779
LOC642826|642826	156.0738	LOC642826|642826	75.7523
LOC642846|642846	118.8525	LOC642846|642846	77.0338
LOC642852|642852	375.4098	LOC642852|642852	170.9863
LOC643008|643008	9.0164	LOC643008|643008	56.1555
LOC643387|643387	60.6557	LOC643387|643387	29.8776
LOC643677|643677	7.377000000000001	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC643719|643719	6.8395
LOC643763|643763	47.541000000000004	lowly_expressed	lowly_expressed
LOC643837|643837	193.4426	LOC643837|643837	133.9093
lowly_expressed	lowly_expressed	LOC644165|644165	13.5745
LOC644172|644172	6.5574	LOC644172|644172	11.879000000000001
LOC644538|644538	46.7213	LOC644538|644538	83.5133
LOC644936|644936	15.5738	LOC644936|644936	17.9986
LOC645166|645166	99.1803	LOC645166|645166	83.8733
lowly_expressed	lowly_expressed	LOC645323|645323	21.2383
LOC645332|645332	67.2131	LOC645332|645332	140.7487
LOC645431|645431	32.0574	LOC645431|645431	47.455
LOC645676|645676	14.7541	LOC645676|645676	118.1246
LOC646214|646214	122.9508	LOC646214|646214	73.4341
LOC646471|646471	64.7869	LOC646471|646471	52.4622
LOC646762|646762	137.7049	LOC646762|646762	204.8236
LOC646851|646851	91.8033	LOC646851|646851	100.432
LOC646999|646999	14.7541	LOC646999|646999	15.1188
LOC647121|647121	67.2131	LOC647121|647121	12.599
LOC647288|647288	23.7705	LOC647288|647288	5.7595
lowly_expressed	lowly_expressed	LOC647309|647309	27.3578
LOC647946|647946	70.4918	LOC647946|647946	8.2793
LOC647979|647979	16306.5574	LOC647979|647979	13558.3153
LOC648740|648740	24.1639	lowly_expressed	lowly_expressed
LOC649330|649330	10.6557	LOC649330|649330	10.0792
LOC650368|650368	32.7869	LOC650368|650368	17.6386
LOC650623|650623	76.2295	LOC650623|650623	35.2772
LOC651250|651250	1867.2131	LOC651250|651250	2714.1829
LOC652276|652276	40.1639	LOC652276|652276	66.9546
LOC653113|653113	22.9508	LOC653113|653113	15.1188
LOC653501|653501	173.7705	LOC653501|653501	84.9532
LOC653566|653566	1781.1475	LOC653566|653566	1397.4082
LOC653653|653653	75.4098	LOC653653|653653	58.6753
LOC654342|654342	397.541	LOC654342|654342	361.4111
LOC654433|654433	35.2459	LOC654433|654433	22.3182
LOC678655|678655	285.4098	LOC678655|678655	718.4125
LOC723972|723972	9.8361	LOC723972|723972	12.239
LOC727896|727896	36.8852	LOC727896|727896	36.7171
LOC728024|728024	172.1311	LOC728024|728024	100.432
LOC728190|728190	182.7869	LOC728190|728190	269.6184
LOC728264|728264	123.7705	LOC728264|728264	30.5976
LOC728323|728323	16.3934	LOC728323|728323	26.2779
LOC728392|728392	61.4754	LOC728392|728392	70.5544
LOC728554|728554	394.2623	LOC728554|728554	99.3521
LOC728606|728606	18.0328	lowly_expressed	lowly_expressed
LOC728613|728613	122.1311	LOC728613|728613	482.7214
LOC728640|728640	50.0	LOC728640|728640	26.2779
LOC728643|728643	53.2787	LOC728643|728643	51.8359
LOC728723|728723	10.6557	LOC728723|728723	6.1195
LOC728743|728743	199.1803	LOC728743|728743	276.4579
LOC728758|728758	53.2787	LOC728758|728758	64.4348
LOC728819|728819	18.0328	LOC728819|728819	24.478
LOC728855|728855	449.1967	LOC728855|728855	677.8258
LOC728875|728875	166.377	LOC728875|728875	161.6271
LOC729020|729020	20.4918	LOC729020|729020	21.9582
LOC729082|729082	406.2705	LOC729082|729082	374.5536
LOC729156|729156	6.3197	lowly_expressed	lowly_expressed
LOC729176|729176	39.3443	LOC729176|729176	20.8783
LOC729234|729234	66.3934	LOC729234|729234	115.5508
LOC729375|729375	78.6885	LOC729375|729375	36.7171
LOC729603|729603	29.5082	LOC729603|729603	9.7192
LOC729678|729678	762.123	LOC729678|729678	485.5436
LOC729799|729799	28.6885	lowly_expressed	lowly_expressed
LOC729991-MEF2B|4207	45.3689	LOC729991-MEF2B|4207	81.4651
LOC729991|729991	176.1393	LOC729991|729991	258.5133
LOC730101|730101	128.6885	LOC730101|730101	123.8301
LOC730668|730668	9.0164	lowly_expressed	lowly_expressed
LOC80054|80054	20.4918	LOC80054|80054	11.5191
LOC80154|80154	271.3115	LOC80154|80154	676.0259
LOC81691|81691	81.9672	LOC81691|81691	108.3513
LOC84856|84856	12.2951	lowly_expressed	lowly_expressed
LOC90110|90110	276.2295	LOC90110|90110	197.2642
LOC90246|90246	6.5574	LOC90246|90246	32.0374
LOC90784|90784	424.5902	LOC90784|90784	168.4665
LOC90834|90834	13.9344	LOC90834|90834	12.239
LOC91316|91316	131.0902	LOC91316|91316	234.8632
LOC92249|92249	286.0656	LOC92249|92249	562.275
LOC92659|92659	183.6066	LOC92659|92659	311.3751
LOC92973|92973	71.3115	LOC92973|92973	35.9971
LOC93622|93622	639.3443	LOC93622|93622	1469.7624
LOC96610|96610	943.3934	LOC96610|96610	485.1368
LOH12CR1|118426	89.3443	LOH12CR1|118426	144.7084
LOH12CR2|503693	29.5082	LOH12CR2|503693	52.9158
LOH3CR2A|29931	60.6557	LOH3CR2A|29931	11.1591
LONP1|9361	1059.0164	LONP1|9361	2001.4399
LONP2|83752	3118.0328	LONP2|83752	1798.0562
LONRF1|91694	388.5246	LONRF1|91694	346.6523
LONRF2|164832	548.3607	LONRF2|164832	514.0389
LONRF3|79836	13.9344	LONRF3|79836	11.5191
LOXL1|4016	1663.1148	LOXL1|4016	2027.3578
LOXL2|4017	1525.1311	LOXL2|4017	891.2671
LOXL3|84695	55.3197	LOXL3|84695	164.604
LOXL4|84171	135.2459	LOXL4|84171	307.0554
LOX|4015	904.918	LOX|4015	1315.6947
LPAR1|1902	455.7377	LPAR1|1902	41.3967
LPAR2|9170	400.8197	LPAR2|9170	235.4212
LPAR3|23566	59.8361	LPAR3|23566	6.1195
LPAR4|2846	12.2951	lowly_expressed	lowly_expressed
LPAR5|57121	73.7705	LPAR5|57121	12.959000000000001
LPAR6|10161	825.4098	LPAR6|10161	404.2477
lowly_expressed	lowly_expressed	LPA|4018	29.1577
LPCAT1|79888	555.7377	LPCAT1|79888	1276.0979
LPCAT2|54947	921.3115	LPCAT2|54947	143.9885
LPCAT3|10162	1363.1148	LPCAT3|10162	1901.0079
LPCAT4|254531	433.6066	LPCAT4|254531	607.2714
LPGAT1|9926	2761.4754	LPGAT1|9926	2065.5148
LPHN1|22859	1349.9672	LPHN1|22859	1883.3549
LPHN2|23266	538.5246	LPHN2|23266	502.8798
LPHN3|23284	5.7377	LPHN3|23284	17.9986
LPIN1|23175	502.459	LPIN1|23175	499.2801
LPIN2|9663	850.0	LPIN2|9663	811.3751
LPIN3|64900	272.1967	LPIN3|64900	522.311
LPL|4023	65.5738	LPL|4023	136.7891
lowly_expressed	lowly_expressed	LPPR1|54886	10.7991
LPPR2|64748	377.8689	LPPR2|64748	592.8726
LPPR3|79948	96.7213	LPPR3|79948	546.0763
LPPR4|9890	27.8689	lowly_expressed	lowly_expressed
LPPR5|163404	30.3279	lowly_expressed	lowly_expressed
LPP|4026	454.0984	LPP|4026	291.5767
LPXN|9404	154.918	LPXN|9404	112.311
LQK1|642946	8.1967	LQK1|642946	21.9582
LRAT|9227	50.0	LRAT|9227	26.6379
LRBA|987	5327.0492	LRBA|987	2077.7538
LRCH1|23143	813.9344	LRCH1|23143	407.4874
LRCH2|57631	48.3607	LRCH2|57631	25.198
LRCH3|84859	392.62300000000005	LRCH3|84859	155.8675
LRCH4|4034	836.8852	LRCH4|4034	1735.4212
LRDD|55367	446.7213	LRDD|55367	729.3017
LRFN1|57622	32.7869	LRFN1|57622	169.1865
lowly_expressed	lowly_expressed	LRFN2|57497	10.0792
LRFN3|79414	154.918	LRFN3|79414	211.3031
LRFN4|78999	209.0164	LRFN4|78999	889.1289
LRFN5|145581	12.2951	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LRG1|116844	3888.0490000000004
LRGUK|136332	9.0164	LRGUK|136332	10.4392
LRIG1|26018	1967.6311	LRIG1|26018	470.1764
LRIG2|9860	327.8689	LRIG2|9860	98.9921
LRIG3|121227	368.8525	LRIG3|121227	32.7574
LRIT3|345193	17.2131	lowly_expressed	lowly_expressed
LRMP|4033	13.9344	LRMP|4033	13.6789
LRP10|26020	4395.9016	LRP10|26020	5149.388
LRP11|84918	926.2295	LRP11|84918	1295.4644
LRP12|29967	394.2623	LRP12|29967	154.4276
LRP1B|53353	12.2951	LRP1B|53353	562.995
LRP1|4035	5568.0328	LRP1|4035	3604.7516
LRP2BP|55805	65.5738	LRP2BP|55805	43.1965
LRP2|4036	18.8525	LRP2|4036	41.3967
LRP3|4037	439.2377	LRP3|4037	555.0756
LRP4|4038	95.08200000000001	LRP4|4038	150.0612
LRP5L|91355	28.6885	LRP5L|91355	145.7883
LRP5|4041	838.5246	LRP5|4041	1707.7034
LRP6|4040	1428.6885	LRP6|4040	817.4946
LRP8|7804	287.7049	LRP8|7804	253.7797
LRPAP1|4043	1240.9836	LRPAP1|4043	3099.3521
LRPPRC|10128	3505.7377	LRPPRC|10128	2899.5679999999998
lowly_expressed	lowly_expressed	LRRC10B|390205	20.1584
LRRC14|9684	820.3607	LRRC14|9684	1477.149
LRRC15|131578	5036.8852	LRRC15|131578	7.5594
LRRC16A|55604	495.082	LRRC16A|55604	194.7444
LRRC16B|90668	57.376999999999995	LRRC16B|90668	50.7559
LRRC17|10234	807.377	LRRC17|10234	65.8747
LRRC1|55227	942.623	LRRC1|55227	226.7819
LRRC20|55222	238.5246	LRRC20|55222	283.2973
LRRC23|10233	114.7541	LRRC23|10233	285.0972
LRRC24|441381	15.7049	LRRC24|441381	95.9251
LRRC25|126364	49.1803	LRRC25|126364	38.1569
lowly_expressed	lowly_expressed	LRRC26|389816	17.6386
LRRC27|80313	287.7049	LRRC27|80313	333.3333
LRRC28|123355	159.8361	LRRC28|123355	155.1476
LRRC29|26231	59.0164	LRRC29|26231	183.2253
LRRC2|79442	9.8361	LRRC2|79442	17.6386
LRRC32|2615	615.5738	LRRC32|2615	975.1619999999999
LRRC33|375387	38.5246	LRRC33|375387	19.7984
LRRC34|151827	35.2459	lowly_expressed	lowly_expressed
LRRC37A2|474170	83.5246	LRRC37A2|474170	196.6091
LRRC37A3|374819	190.1639	LRRC37A3|374819	237.94099999999997
LRRC37A4|55073	54.918	LRRC37A4|55073	120.5904
LRRC37A|9884	227.8689	LRRC37A|9884	296.9762
LRRC37B2|147172	736.0656	LRRC37B2|147172	1318.2145
LRRC37B|114659	118.8525	LRRC37B|114659	257.7394
LRRC39|127495	6.1557	LRRC39|127495	6.968999999999999
LRRC3|81543	40.9836	LRRC3|81543	23.7581
LRRC40|55631	387.7049	LRRC40|55631	174.946
LRRC41|10489	2161.4754	LRRC41|10489	1838.3729
LRRC42|115353	531.1475	LRRC42|115353	419.7264
lowly_expressed	lowly_expressed	LRRC43|254050	6.8395
LRRC45|201255	146.7213	LRRC45|201255	947.8042
LRRC46|90506	50.0	LRRC46|90506	68.0346
LRRC47|57470	1356.5574	LRRC47|57470	950.324
LRRC48|83450	29.9672	LRRC48|83450	24.478
LRRC49|54839	90.9836	LRRC49|54839	168.4665
LRRC4B|94030	9.8361	LRRC4B|94030	41.7567
LRRC4C|57689	87.7049	LRRC4C|57689	36.3571
LRRC4|64101	18.0328	lowly_expressed	lowly_expressed
LRRC50|123872	22.9508	LRRC50|123872	46.7963
