gene_id	TCGA-AC-A2FB-01A-11R-A17B-07	gene_id	TCGA-AC-A2FB-11A-13R-A17B-07
lowly_expressed	lowly_expressed	MESTIT1|317751	22.2505
MEST|4232	891.1581	MEST|4232	2271.3571
METAP1|23173	1391.3607	METAP1|23173	1207.241
METAP2|10988	1591.0528	METAP2|10988	1753.2808
METRNL|284207	212.0107	METRNL|284207	443.50699999999995
METRN|79006	396.7907	METRN|79006	83.8905
METT10D|79066	724.8561	METT10D|79066	982.9317
METT11D1|64745	366.3182	METT11D1|64745	462.1493
METT5D1|196074	347.51599999999996	METT5D1|196074	306.6964
METTL10|399818	309.2536	METTL10|399818	341.9845
METTL11A|28989	284.9826	METTL11A|28989	226.1134
METTL12|751071	55.1487	METTL12|751071	56.3419
METTL13|51603	1021.8008	METTL13|51603	853.9389
METTL14|57721	461.6257	METTL14|57721	424.8647
METTL1|4234	234.3788	METTL1|4234	221.0018
METTL2A|339175	463.895	METTL2A|339175	363.8261
METTL2B|55798	262.2579	METTL2B|55798	255.5803
METTL3|56339	523.7572	METTL3|56339	581.818
METTL4|64863	227.5711	METTL4|64863	235.1339
METTL5|29081	423.9209	METTL5|29081	568.7564
METTL6|131965	264.2029	METTL6|131965	216.1909
METTL7A|25840	2228.3816	METTL7A|25840	5190.9861
METTL7B|196410	6.8077	METTL7B|196410	13.23
METTL8|79828	445.7411	METTL8|79828	373.4479
METTL9|51108	1654.267	METTL9|51108	2111.6946
MET|4233	1244.5093	MET|4233	2351.038
MEX3A|92312	153.335	MEX3A|92312	159.3618
MEX3B|84206	46.0329	MEX3B|84206	64.3461
MEX3C|51320	1275.6301	MEX3C|51320	1180.1796
MEX3D|399664	258.0436	MEX3D|399664	265.2021
MFAP1|4236	961.5042	MFAP1|4236	862.0573
MFAP2|4237	380.2577	MFAP2|4237	286.5506
MFAP3L|9848	600.0486	MFAP3L|9848	317.8216
MFAP3|4238	1552.8001	MFAP3|4238	1045.4737
MFAP4|4239	1998.5412	MFAP4|4239	16080.8115
MFAP5|8076	228.2195	MFAP5|8076	9308.2343
MFF|56947	922.279	MFF|56947	1170.8584
MFGE8|4240	2328.5517	MFGE8|4240	9146.7677
MFHAS1|9258	350.1094	MFHAS1|9258	235.7352
MFI2|4241	296.2963	MFI2|4241	381.5663
MFN1|55669	732.3122	MFN1|55669	615.1968
MFN2|9927	3225.8692	MFN2|9927	3456.949
MFNG|4242	525.4883	MFNG|4242	602.8688
MFRP|83552	214.6041	MFRP|83552	454.6322
MFSD10|10227	734.9056	MFSD10|10227	859.3512
MFSD11|79157	448.7365	MFSD11|79157	549.5698
MFSD1|64747	1839.0469	MFSD1|64747	2050.9567
MFSD2A|84879	281.3842	MFSD2A|84879	62.8427
MFSD2B|388931	13.6154	MFSD2B|388931	8.1184
MFSD3|113655	210.0656	MFSD3|113655	154.2502
MFSD4|148808	106.9779	MFSD4|148808	206.56900000000002
MFSD5|84975	895.3724	MFSD5|84975	698.1852
MFSD6L|162387	15.8846	MFSD6L|162387	29.7676
MFSD6|54842	2169.3816	MFSD6|54842	1456.507
MFSD7|84179	347.3053	MFSD7|84179	127.7781
MFSD8|256471	300.1864	MFSD8|256471	309.7032
MFSD9|84804	156.2525	MFSD9|84804	138.314
MGAT1|4245	3320.2042	MGAT1|4245	4305.4756
MGAT2|4247	811.7351	MGAT2|4247	750.2033
MGAT3|4248	220.4393	MGAT3|4248	428.4728
MGAT4A|11320	6043.9258	MGAT4A|11320	1252.0428
MGAT4B|11282	1930.4644	MGAT4B|11282	1325.4093
MGAT5B|146664	43.7637	MGAT5B|146664	28.2642
MGAT5|4249	338.4391	MGAT5|4249	308.1998
MGA|23269	1281.7894	MGA|23269	977.8201
MGC12916|84815	19.1263	MGC12916|84815	16.8382
MGC12982|84793	22.0439	MGC12982|84793	25.558000000000003
MGC14436|84983	7.1319	MGC14436|84983	6.0137
MGC16121|84848	10.3736	lowly_expressed	lowly_expressed
MGC16142|84849	9.0769	MGC16142|84849	12.328
MGC16275|85001	60.2966	MGC16275|85001	53.5215
MGC16384|114130	10.6978	lowly_expressed	lowly_expressed
MGC21881|389741	88.1757	MGC21881|389741	124.182
MGC23270|196872	23.6648	MGC23270|196872	39.9908
MGC23284|197187	28.8516	MGC23284|197187	31.271
MGC2752|65996	527.4333	MGC2752|65996	569.1924
MGC29506|51237	435.3675	MGC29506|51237	472.6732
MGC3771|81854	10.2893	MGC3771|81854	9.4685
MGC42105|167359	8.4286	MGC42105|167359	15.6355
MGC45800|90768	5.1868	MGC45800|90768	31.271
MGC57346|401884	158.1879	MGC57346|401884	247.0559
MGC70857|414919	234.0546	MGC70857|414919	282.6417
MGC72080|389538	44.6973	MGC72080|389538	32.585
MGC87042|256227	8.1044	MGC87042|256227	32.173
MGEA5|10724	5052.9216	MGEA5|10724	3972.6198
MGLL|11343	2222.2222	MGLL|11343	6722.0624
MGMT|4255	420.4555	MGMT|4255	533.4111
MGP|4256	67055.6771	MGP|4256	114605.8125
MGRN1|23295	1778.102	MGRN1|23295	1114.6308
MGST1|4257	5013.0481	MGST1|4257	6108.0684
MGST2|4258	569.5761	MGST2|4258	809.7385
MGST3|4259	824.0538	MGST3|4259	2090.0454
MIA3|375056	2316.2331	MIA3|375056	2170.3277
MIAT|440823	184.4558	MIAT|440823	53.2208
MIA|8190	253.9622	MIA|8190	394.8475
MIB1|57534	2243.2936	MIB1|57534	1641.1262
MIB2|142678	135.5053	MIB2|142678	244.1544
MICAL1|64780	690.8177	MICAL1|64780	429.9763
MICAL2|9645	3121.1605	MICAL2|9645	923.3966
MICAL3|57553	1050.0041	MICAL3|57553	1386.7486
MICALCL|84953	120.2691	MICALCL|84953	22.8519
MICALL1|85377	790.9879	MICALL1|85377	859.9525
MICALL2|79778	176.9998	MICALL2|79778	186.72400000000002
MICA|4276	278.1425	MICA|4276	411.0333
MICB|4277	141.0163	MICB|4277	76.0727
MID1IP1|58526	649.9716	MID1IP1|58526	540.9282
MID1|4281	301.1589	MID1|4281	894.5310000000001
MID2|11043	739.7682	MID2|11043	851.5334
MIDN|90007	2014.1016	MIDN|90007	900.8454
MIER1|57708	1445.8222	MIER1|57708	1331.1223
MIER2|54531	330.9831	MIER2|54531	378.2588
MIER3|166968	829.2406	MIER3|166968	567.6889
MIF4GD|57409	495.1909	MIF4GD|57409	536.445
MIF|4282	3581.8624	MIF|4282	1888.6782
MIIP|60672	209.7415	MIIP|60672	270.9151
MINA|84864	656.2931	MINA|84864	829.6106
MINK1|50488	1580.4717	MINK1|50488	1919.0743
MINPP1|9562	380.9061	MINPP1|9562	350.8967
MIOS|54468	891.1581	MIOS|54468	555.3609
MIPEP|4285	581.2465	MIPEP|4285	427.8715
MIPOL1|145282	469.7301	MIPOL1|145282	114.2594
MIR155HG|114614	29.1758	MIR155HG|114614	7.8178
MIR17HG|407975	21.0714	MIR17HG|407975	25.8587
MIS12|79003	288.5161	MIS12|79003	381.2657
MITD1|129531	178.2965	MITD1|129531	219.4984
MITF|4286	219.4667	MITF|4286	882.5037
MKI67IP|84365	653.5246	MKI67IP|84365	709.0038
MKI67|4288	1128.4545	MKI67|4288	187.62599999999998
MKKS|8195	740.0924	MKKS|8195	956.4717
MKL1|57591	1151.7951	MKL1|57591	1418.3203
MKL2|57496	3399.303	MKL2|57496	2832.7317
MKLN1|4289	2286.7331	MKLN1|4289	1804.6976
MKNK1|8569	418.8605	MKNK1|8569	648.5966
MKNK2|2872	4768.6198	MKNK2|2872	3265.4141
MKRN1|23608	3222.9516	MKRN1|23608	2813.488
MKRN2|23609	685.3068	MKRN2|23609	761.7105
MKS1|54903	235.0271	MKS1|54903	275.726
MKX|283078	15.5604	MKX|283078	89.9041
MLC1|23209	13.9395	MLC1|23209	8.1184
MLEC|9761	7697.2202	MLEC|9761	4920.071
MLF1IP|79682	529.5534	MLF1IP|79682	142.9716
MLF1|4291	264.2029	MLF1|4291	310.9059
MLF2|8079	2706.8644	MLF2|8079	2498.9739
MLH1|4292	812.0593	MLH1|4292	728.5542
MLH3|27030	487.8839	MLH3|27030	462.7507
MLKL|197259	199.692	MLKL|197259	216.7922
MLL2|8085	3285.2549	MLL2|8085	1893.856
MLL3|58508	3906.9617	MLL3|58508	2349.2339
MLL4|9757	1095.7128	MLL4|9757	886.4126
MLL5|55904	2666.3749	MLL5|55904	2135.5147
MLLT10|8028	706.7023	MLLT10|8028	644.9644
MLLT11|10962	98.2251	MLLT11|10962	58.0318
MLLT1|4298	1268.4983	MLLT1|4298	1463.122
MLLT3|4300	726.1528	MLLT3|4300	387.2793
MLLT4|4301	3526.7039	MLLT4|4301	2520.6231
MLLT6|4302	7163.9517	MLLT6|4302	4187.3073
MLL|4297	2681.2546	MLL|4297	2581.9623
MLPH|79083	6256.5848	MLPH|79083	1711.4859
MLST8|64223	595.1665	MLST8|64223	564.64
lowly_expressed	lowly_expressed	MLXIPL|51085	278.4322
MLXIP|22877	922.6031	MLXIP|22877	1304.3616
MLX|6945	1124.01	MLX|6945	1052.6781
MLYCD|23417	135.5053	MLYCD|23417	321.4298
MMAA|166785	357.5654	MMAA|166785	254.6782
MMAB|326625	542.6696	MMAB|326625	617.6023
MMACHC|25974	141.6646	MMACHC|25974	110.3506
MMADHC|27249	1768.3767	MMADHC|27249	1718.7023
MMD|23531	165.9778	MMD|23531	1998.3372
MMEL1|79258	56.6788	MMEL1|79258	14.075
MME|4311	464.5433	MME|4311	6452.9514
MMGT1|93380	812.3835	MMGT1|93380	1091.4782
MMP10|4319	33.7142	lowly_expressed	lowly_expressed
MMP11|4320	1273.6851	MMP11|4320	64.6468
MMP13|4322	52.8406	lowly_expressed	lowly_expressed
MMP14|4323	2806.0621	MMP14|4323	2923.8386
MMP15|4324	342.6534	MMP15|4324	404.7189
MMP16|4325	80.0713	MMP16|4325	97.1205
MMP17|4326	79.7471	MMP17|4326	52.3188
MMP19|4327	326.4446	MMP19|4327	600.764
MMP1|4312	5.1868	lowly_expressed	lowly_expressed
MMP23B|8510	69.6977	MMP23B|8510	167.7809
MMP24|10893	231.7854	MMP24|10893	459.1425
MMP25|64386	71.7465	MMP25|64386	54.6401
lowly_expressed	lowly_expressed	MMP27|64066	43.8997
MMP28|79148	69.3735	MMP28|79148	363.5254
MMP2|4313	6794.7159	MMP2|4313	12244.7016
MMP3|4314	319.9611	MMP3|4314	76.9748
MMP7|4316	1089.8776	MMP7|4316	1372.0152
MMP9|4318	864.5757	MMP9|4318	67.9543
MMRN1|22915	261.9337	MMRN1|22915	1797.1805
MMRN2|79812	1802.7393	MMRN2|79812	3159.5738
MMS19|64210	1141.7457	MMS19|64210	1201.8288
MN1|4330	176.3514	MN1|4330	485.3019
MNAT1|4331	224.6535	MNAT1|4331	224.61
MND1|84057	25.934	MND1|84057	9.6218
MNDA|4332	569.9003	MNDA|4332	258.2864
MNS1|55329	103.4119	MNS1|55329	101.3301
MNT|4335	522.5707	MNT|4335	492.8189
MOAP1|64112	1127.482	MOAP1|64112	896.3351
MOB2|81532	498.5817	MOB2|81532	555.6616
MOBKL1A|92597	733.9331	MOBKL1A|92597	800.7180000000001
MOBKL1B|55233	973.1745	MOBKL1B|55233	635.9439
MOBKL2A|126308	1370.6135	MOBKL2A|126308	1297.4459
MOBKL2B|79817	415.917	MOBKL2B|79817	854.5402
MOBKL2C|148932	386.3911	MOBKL2C|148932	757.3957
MOBKL3|25843	991.0041	MOBKL3|25843	876.4901
MOCOS|55034	272.3073	MOCOS|55034	149.74
MOCS1|4337	339.1004	MOCS1|4337	1002.8610000000001
MOCS2|4338	940.4328	MOCS2|4338	898.1392
MOCS3|27304	240.5381	MOCS3|27304	217.3936
MOGAT2|80168	11.9945	MOGAT2|80168	17.4396
MOGS|7841	995.5426	MOGS|7841	855.743
MON1A|84315	145.5547	MON1A|84315	174.0953
MON1B|22879	593.2409	MON1B|22879	596.5545
MON2|23041	1041.2513	MON2|23041	1082.4577
MORC2|22880	825.6747	MORC2|22880	842.2122
MORC3|23515	991.9767	MORC3|23515	1027.7335
MORC4|79710	408.1368	MORC4|79710	862.9593
MORF4L1|10933	4332.2798	MORF4L1|10933	5327.7968
MORF4L2|9643	3991.8956	MORF4L2|9643	3852.3468
lowly_expressed	lowly_expressed	MORF4|10934	5.4123
MORN1|79906	173.75799999999998	MORN1|79906	62.542
MORN2|729967	255.4502	MORN2|729967	215.2888
MORN3|283385	11.9945	MORN3|283385	5.4123
MORN4|118812	153.335	MORN4|118812	202.9608
MOSC1|64757	100.1702	MOSC1|64757	1318.7943
MOSC2|54996	123.1866	MOSC2|54996	345.1837
MOSPD1|56180	218.4942	MOSPD1|56180	208.3731
MOSPD2|158747	284.626	MOSPD2|158747	218.89700000000002
MOSPD3|64598	225.9502	MOSPD3|64598	261.2933
MOV10|4343	1385.2014	MOV10|4343	684.0531
MOXD1|26002	550.1256	MOXD1|26002	125.3847
MPDU1|9526	1027.3118	MPDU1|9526	853.6382
MPDZ|8777	892.779	MPDZ|8777	1585.8006
MPEG1|219972	3899.1815	MPEG1|219972	2556.1036
MPG|4350	398.0874	MPG|4350	570.9964
MPHOSPH10|10199	717.7243	MPHOSPH10|10199	855.4423
MPHOSPH6|10200	718.0485	MPHOSPH6|10200	285.0472
MPHOSPH8|54737	1136.2347	MPHOSPH8|54737	1304.3616
MPHOSPH9|10198	196.1261	MPHOSPH9|10198	94.4144
MPI|4351	675.2573	MPI|4351	771.5518
MPL|4352	10.3736	MPL|4352	35.7812
MPND|84954	228.8678	MPND|84954	242.3503
MPO|4353	11.6703	MPO|4353	8.4191
MPP1|4354	380.2577	MPP1|4354	707.8071
MPP2|4355	1156.3336	MPP2|4355	227.0154
MPP3|4356	663.2628	MPP3|4356	70.9611
MPP5|64398	912.2295	MPP5|64398	905.957
MPP6|51678	35.3351	MPP6|51678	81.1843
MPP7|143098	534.8894	MPP7|143098	678.6409
MPPE1|65258	800.7132	MPPE1|65258	749.0006
lowly_expressed	lowly_expressed	MPPED1|758	10.8246
MPPED2|744	61.2691	MPPED2|744	207.4711
MPRIP|23164	1421.509	MPRIP|23164	2731.4016
MPST|4357	338.1149	MPST|4357	587.534
MPV17L2|84769	234.0546	MPV17L2|84769	196.0451
MPV17L|255027	344.2743	MPV17L|255027	127.7901
MPV17|4358	791.6363	MPV17|4358	776.6634
MPZL1|9019	4161.7635	MPZL1|9019	6176.0227
MPZL2|10205	576.0596	MPZL2|10205	950.4580000000001
MPZL3|196264	52.1922	MPZL3|196264	33.3758
MPZ|4359	7.456	MPZ|4359	94.7151
MR1|3140	332.6039	MR1|3140	204.4642
MRAP2|112609	80.0713	MRAP2|112609	107.04299999999999
lowly_expressed	lowly_expressed	MRAP|56246	374.7108
MRAS|22808	628.5761	MRAS|22808	3109.6605
MRC1|4360	139.0712	MRC1|4360	1495.8964
MRC2|9902	1575.8165	MRC2|9902	5052.9728
MRE11A|4361	442.8236	MRE11A|4361	524.3906
MREG|55686	1564.7946	MREG|55686	579.5449
MRFAP1L1|114932	1395.575	MRFAP1L1|114932	1478.7575
MRFAP1|93621	5854.9315	MRFAP1|93621	6925.3239
MRGPRF|116535	97.90100000000001	MRGPRF|116535	697.8845
lowly_expressed	lowly_expressed	MRGPRX2|117194	7.5171
lowly_expressed	lowly_expressed	MRGPRX3|117195	43.2983
MRI1|84245	519.6531	MRI1|84245	437.4933
MRM1|79922	31.7692	MRM1|79922	62.542
MRO|83876	16.5329	MRO|83876	65.5488
MRP63|78988	567.9553	MRP63|78988	580.3116
MRPL10|124995	695.3562	MRPL10|124995	1057.8017
MRPL11|65003	399.0599	MRPL11|65003	623.0146
MRPL12|6182	587.73	MRPL12|6182	449.22
MRPL13|28998	503.1202	MRPL13|28998	408.6278
MRPL14|64928	703.4606	MRPL14|64928	470.2677
MRPL15|29088	508.30699999999996	MRPL15|29088	574.0033
MRPL16|54948	491.4499	MRPL16|54948	728.8549
MRPL17|63875	857.4439	MRPL17|63875	603.4702
MRPL18|29074	604.9113	MRPL18|29074	646.4678
MRPL19|9801	1406.9211	MRPL19|9801	926.1027
MRPL1|65008	290.7853	MRPL1|65008	358.1131
MRPL20|55052	1296.1764	MRPL20|55052	1208.4648
MRPL21|219927	315.4226	MRPL21|219927	396.2998
MRPL22|29093	304.4007	MRPL22|29093	329.5482
MRPL23|6150	323.2029	MRPL23|6150	308.5005
MRPL24|79590	1342.0861	MRPL24|79590	848.5266
MRPL27|51264	408.1368	MRPL27|51264	592.9463
MRPL28|10573	592.9168	MRPL28|10573	650.076
MRPL2|51069	320.6094	MRPL2|51069	441.1015
MRPL30|51263	592.0123	MRPL30|51263	810.2737
MRPL32|64983	666.8288	MRPL32|64983	609.7845
MRPL33|9553	389.983	MRPL33|9553	478.3862
MRPL34|64981	505.0652	MRPL34|64981	580.919
MRPL35|51318	988.7349	MRPL35|51318	707.8071
MRPL36|64979	284.626	MRPL36|64979	263.9994
MRPL37|51253	1301.5641	MRPL37|51253	1196.7171
MRPL38|64978	614.3026	MRPL38|64978	709.6653
MRPL39|54148	325.1479	MRPL39|54148	373.7486
MRPL3|11222	1554.7451	MRPL3|11222	1248.4346
MRPL40|64976	525.1641	MRPL40|64976	611.5886
MRPL41|64975	368.9116	MRPL41|64975	322.0312
MRPL42|28977	740.4166	MRPL42|28977	424.2633
MRPL43|84545	880.0746	MRPL43|84545	964.5269999999999
MRPL44|65080	589.9992	MRPL44|65080	503.0422
MRPL45|84311	1163.7896	MRPL45|84311	1014.5034
MRPL46|26589	325.7963	MRPL46|26589	355.1063
MRPL47|57129	495.34	MRPL47|57129	384.8739
MRPL48|51642	282.6809	MRPL48|51642	372.8465
MRPL49|740	1657.5087	MRPL49|740	1360.5892
MRPL4|51073	590.6475	MRPL4|51073	652.4815
MRPL50|54534	363.7248	MRPL50|54534	367.7349
MRPL51|51258	1301.5641	MRPL51|51258	1155.8243
MRPL52|122704	342.005	MRPL52|122704	365.9308
MRPL53|116540	426.939	MRPL53|116540	424.8647
MRPL54|116541	331.9556	MRPL54|116541	367.4343
MRPL55|128308	365.0215	MRPL55|128308	340.9742
MRPL9|65005	919.2349	MRPL9|65005	863.0195
MRPS10|55173	945.2954	MRPS10|55173	913.4739999999999
MRPS11|64963	483.3455	MRPS11|64963	422.1585
MRPS12|6183	353.027	MRPS12|6183	279.6349
MRPS14|63931	452.2247	MRPS14|63931	346.0858
MRPS15|64960	704.1089	MRPS15|64960	798.6133
MRPS16|51021	1899.3435	MRPS16|51021	1477.8555
MRPS17|51373	196.9754	MRPS17|51373	206.2683
MRPS18A|55168	524.5158	MRPS18A|55168	596.8552
MRPS18B|28973	1476.6189	MRPS18B|28973	1430.3476
MRPS18C|51023	331.3267	MRPS18C|51023	340.0541
MRPS21|54460	1089.5534	MRPS21|54460	956.171
MRPS22|56945	453.1972	MRPS22|56945	505.4476
MRPS23|51649	610.7464	MRPS23|51649	460.3452
MRPS24|64951	579.6256	MRPS24|64951	803.7249
MRPS25|64432	526.9795	MRPS25|64432	662.3228
MRPS26|64949	423.37300000000005	MRPS26|64949	502.1401
MRPS27|23107	1526.5419	MRPS27|23107	1623.0852
MRPS28|28957	218.7146	MRPS28|28957	271.8623
MRPS2|51116	634.0352	MRPS2|51116	730.9115
MRPS30|10884	327.7413	MRPS30|10884	309.1018
MRPS31|10240	300.5106	MRPS31|10240	367.7349
MRPS33|51650	560.8234	MRPS33|51650	526.1947
MRPS34|65993	714.4825	MRPS34|65993	527.3975
MRPS35|60488	1126.1853	MRPS35|60488	949.556
MRPS36|92259	294.6754	MRPS36|92259	304.2909
MRPS5|64969	534.241	MRPS5|64969	647.3699
MRPS6|64968	549.7788	MRPS6|64968	730.7973
MRPS7|51081	989.2082	MRPS7|51081	947.4241
MRPS9|64965	421.1038	MRPS9|64965	528.9009
MRRF|92399	426.6148	MRRF|92399	354.5049
MRS2|57380	831.834	MRS2|57380	582.1217
MRTO4|51154	711.565	MRTO4|51154	734.5678
MRVI1|10335	435.3675	MRVI1|10335	1081.8564
MS4A14|84689	55.1876	MS4A14|84689	19.5805
MS4A15|219995	330.0105	lowly_expressed	lowly_expressed
MS4A1|931	542.9938	MS4A1|931	15.0341
MS4A2|2206	710.9166	MS4A2|2206	220.4004
MS4A4A|51338	235.9997	MS4A4A|51338	826.8774
MS4A6A|64231	1584.5693	MS4A6A|64231	1942.4102
MS4A7|58475	3736.0434	MS4A7|58475	1006.9503
MS4A8B|83661	276.8458	lowly_expressed	lowly_expressed
MSC|9242	111.1176	MSC|9242	160.9915
MSH2|4436	615.9332	MSH2|4436	608.2811
MSH3|4437	657.0160000000001	MSH3|4437	518.7137
MSH5|4439	101.0325	MSH5|4439	108.7329
MSH6|2956	1330.4158	MSH6|2956	1191.0042
MSI1|4440	18.1538	MSI1|4440	42.0956
MSI2|124540	688.5485	MSI2|124540	178.9062
MSL1|339287	4618.5266	MSL1|339287	1805.9003
MSL2|55167	1090.8501	MSL2|55167	1025.6287
MSL3L2|151507	14.9121	MSL3L2|151507	52.9202
MSL3|10943	648.6749	MSL3|10943	662.1033
MSLN|10232	6.1593	MSLN|10232	7.2164
MSMB|4477	17.1813	MSMB|4477	12.9294
MSMP|692094	54.4615	MSMP|692094	48.1092
MSN|4478	9467.5419	MSN|4478	13069.4742
MSR1|4481	1096.3611	MSR1|4481	688.8641
MSRA|4482	130.6427	MSRA|4482	315.1155
MSRB2|22921	460.9774	MSRB2|22921	562.2766
MSRB3|253827	753.3836	MSRB3|253827	3508.0651
MST1P2|11209	18.1538	MST1P2|11209	31.8724
MST1P9|11223	11.022	MST1P9|11223	36.0819
MST1R|4486	210.71400000000003	MST1R|4486	119.9724
MST1|4485	29.8241	MST1|4485	42.6969
MST4|51765	532.9443	MST4|51765	399.0059
MSTN|2660	8.7527	MSTN|2660	30.369
MSTO1|55154	653.1129	MSTO1|55154	644.5795
MSTO2P|100129405	44.8335	MSTO2P|100129405	129.916
MSX1|4487	36.955999999999996	MSX1|4487	200.5554
MSX2P1|55545	6.4835	lowly_expressed	lowly_expressed
MSX2|4488	401.0049	MSX2|4488	273.6213
MT1A|4489	193.8569	MT1A|4489	76.9748
MT1E|4493	951.1306	MT1E|4493	1040.3621
MT1F|4494	96.9284	MT1F|4494	145.2297
MT1G|4495	159.8185	MT1G|4495	55.6263
MT1L|4500	17.8296	MT1L|4500	88.4007
MT1M|4499	46.6813	MT1M|4499	234.8332
MT1X|4501	1113.5424	MT1X|4501	2758.7638
MT2A|4502	4490.1532	MT2A|4502	3164.6854
MTA1|9112	790.9879	MTA1|9112	894.8317
MTA2|9219	1699.0032	MTA2|9219	1686.2286
MTA3|57504	959.2349	MTA3|57504	858.1484
MTAP|4507	473.6137	MTAP|4507	586.6319
MTBP|27085	71.9669	MTBP|27085	52.3188
MTCH1|23787	3020.342	MTCH1|23787	4283.5257
MTCH2|23788	1872.7612	MTCH2|23788	1269.7830000000001
MTCP1NB|100272147	167.4885	MTCP1NB|100272147	243.4357
MTCP1|4515	26.3684	MTCP1|4515	20.8644
MTDH|92140	3764.6487	MTDH|92140	3016.4488
MTERFD1|51001	220.7634	MTERFD1|51001	242.6509
MTERFD2|130916	374.7467	MTERFD2|130916	384.2725
MTERFD3|80298	506.6861	MTERFD3|80298	333.7578
MTERF|7978	169.8679	MTERF|7978	165.3755
MTF1|4520	901.5317	MTF1|4520	685.8572
MTF2|22823	482.37300000000005	MTF2|22823	454.9329
MTFMT|123263	158.1976	MTFMT|123263	218.5963
MTFR1|9650	370.8566	MTFR1|9650	402.3135
MTG1|92170	282.0326	MTG1|92170	313.6121
MTHFD1L|25902	251.8843	MTHFD1L|25902	422.7599
MTHFD1|4522	1642.8852	MTHFD1|4522	1885.2625
MTHFD2L|441024	182.8349	MTHFD2L|441024	184.2884
MTHFD2|10797	1763.8382	MTHFD2|10797	742.3856
MTHFR|4524	1223.5611	MTHFR|4524	740.5364
MTHFSD|64779	233.7304	MTHFSD|64779	306.095
MTHFS|10588	277.4941	MTHFS|10588	305.1929
MTIF2|4528	754.6803	MTIF2|4528	599.2606
MTIF3|219402	597.7794	MTIF3|219402	839.5061
MTL5|9633	694.7078	MTL5|9633	131.3983
MTM1|4534	578.9772	MTM1|4534	413.7394
MTMR10|54893	776.4454	MTMR10|54893	1167.8696
MTMR11|10903	236.648	MTMR11|10903	365.9308
MTMR12|54545	1146.9325	MTMR12|54545	1625.4907
MTMR14|64419	933.9493	MTMR14|64419	806.1303
MTMR15|22909	606.8109	MTMR15|22909	563.4613
MTMR1|8776	941.4053	MTMR1|8776	773.6566
MTMR2|8898	570.8728	MTMR2|8898	887.6153
MTMR3|8897	2118.8103	MTMR3|8897	2082.8291
MTMR4|9110	1610.1791	MTMR4|9110	850.932
MTMR6|9107	1170.2731	MTMR6|9107	912.572
MTMR7|9108	45.6731	MTMR7|9108	35.9827
MTMR8|55613	15.2362	MTMR8|55613	12.328
MTMR9L|339483	41.8186	MTMR9L|339483	141.0202
MTMR9|66036	483.5886	MTMR9|66036	483.7744
MTO1|25821	393.8731	MTO1|25821	376.1541
MTOR|2475	2306.8320000000003	MTOR|2475	1577.9828
MTP18|51537	217.3531	MTP18|51537	153.1618
MTPAP|55149	530.3509	MTPAP|55149	493.721
MTRF1L|54516	265.1755	MTRF1L|54516	245.9584
MTRF1|9617	106.6537	MTRF1|9617	82.6877
MTRR|4552	803.3066	MTRR|4552	752.3081
MTR|4548	1687.9812	MTR|4548	1396.9718
MTSS1L|92154	695.3562	MTSS1L|92154	750.2033
MTSS1|9788	1203.0148	MTSS1|9788	875.8827
MTUS1|57509	2768.4577	MTUS1|57509	3455.7463
MTUS2|23281	15.2362	MTUS2|23281	36.3826
MTX1|4580	519.6531	MTX1|4580	475.9777
MTX2|10651	522.5707	MTX2|10651	422.4592
MTX3|345778	770.5649	MTX3|345778	657.5931
lowly_expressed	lowly_expressed	MUC12|10071	5.4123
MUC13|56667	16.2088	lowly_expressed	lowly_expressed
MUC15|143662	212.0107	MUC15|143662	606.1763
MUC16|94025	6.4835	MUC16|94025	164.1728
MUC1|4582	32357.2413	MUC1|4582	1596.0238
MUC20|200958	143.6097	MUC20|200958	177.4028
lowly_expressed	lowly_expressed	MUC2|4583	21.0478
MUC4|4585	18.8022	MUC4|4585	7.2164
MUC5B|727897	14.9121	MUC5B|727897	297.6759
MUC6|4588	3109.1661	MUC6|4588	277.8308
MUCL1|118430	8591.9442	MUCL1|118430	8937.7933
MUDENG|55745	805.2516	MUDENG|55745	659.3972
MUL1|79594	1020.8283	MUL1|79594	955.2689
MUM1L1|139221	217.8459	MUM1L1|139221	48.1092
MUM1|84939	542.9938	MUM1|84939	924.9
MUS81|80198	319.9611	MUS81|80198	389.0834
MUSTN1|389125	40.8461	MUSTN1|389125	147.1541
MUTED|63915	335.5215	MUTED|63915	428.1722
MUTYH|4595	99.4311	MUTYH|4595	149.289
MUT|4594	819.1912	MUT|4594	771.2511
MVD|4597	160.1426	MVD|4597	209.2752
MVK|4598	247.0216	MVK|4598	268.8103
MVP|9961	3498.5007	MVP|9961	2840.5495
MX1|4599	10657.9139	MX1|4599	1453.1995
MX2|4600	1776.1569	MX2|4600	590.8415
MXD1|4084	416.2412	MXD1|4084	319.6257
MXD3|83463	91.0447	MXD3|83463	74.0702
MXD4|10608	2641.0568	MXD4|10608	2209.7172
MXI1|4601	1136.5589	MXI1|4601	1725.9187
MXRA5|25878	5953.1567	MXRA5|25878	4635.0238
MXRA7|439921	1362.1849	MXRA7|439921	5966.4468
MXRA8|54587	4576.708	MXRA8|54587	3748.3105
MYADM|91663	4293.0545	MYADM|91663	7682.7437
MYBBP1A|10514	706.6018	MYBBP1A|10514	953.1612
MYBL1|4603	119.9449	MYBL1|4603	80.2823
MYBL2|4605	297.2688	MYBL2|4605	63.443999999999996
