gene_id	TCGA-BH-A18K-01A-11R-A12D-07	gene_id	TCGA-BH-A18K-11A-13R-A12D-07
LRRC25|126364	109.429	LRRC25|126364	56.903
LRRC26|389816	182.7357	LRRC26|389816	7.9291
LRRC27|80313	286.8526	LRRC27|80313	243.4701
LRRC28|123355	146.9677	LRRC28|123355	214.0858
LRRC29|26231	50.6419	LRRC29|26231	63.8993
LRRC2|79442	7.0828	LRRC2|79442	41.0448
LRRC31|79782	278.3533	lowly_expressed	lowly_expressed
LRRC32|2615	1866.3125	LRRC32|2615	732.7425
LRRC33|375387	81.8061	LRRC33|375387	122.6679
LRRC34|151827	14.5197	LRRC34|151827	55.0373
LRRC36|55282	25.8521	lowly_expressed	lowly_expressed
LRRC37A2|474170	244.6746	LRRC37A2|474170	332.8218
LRRC37A3|374819	227.3572	LRRC37A3|374819	114.7388
LRRC37A4|55073	76.1399	LRRC37A4|55073	271.8377
LRRC37A|9884	562.0186	LRRC37A|9884	643.6567
LRRC37B2|147172	386.7198	LRRC37B2|147172	502.7985
LRRC37B|114659	131.3856	LRRC37B|114659	191.6978
lowly_expressed	lowly_expressed	LRRC39|127495	6.7631
lowly_expressed	lowly_expressed	LRRC3B|116135	49.4403
LRRC3|81543	32.9349	LRRC3|81543	84.8881
LRRC40|55631	320.1417	LRRC40|55631	359.6082
LRRC41|10489	2786.7198	LRRC41|10489	1863.3396
LRRC42|115353	600.9739	LRRC42|115353	425.8396
LRRC43|254050	18.7694	lowly_expressed	lowly_expressed
LRRC45|201255	364.7632	LRRC45|201255	205.6903
LRRC46|90506	229.1279	LRRC46|90506	26.1194
LRRC47|57470	769.8982	LRRC47|57470	1078.3582
LRRC48|83450	146.9677	LRRC48|83450	112.8731
LRRC49|54839	77.2023	LRRC49|54839	141.3246
LRRC4B|94030	10.27	LRRC4B|94030	22.8545
LRRC4C|57689	36.8305	LRRC4C|57689	80.2239
LRRC4|64101	87.8265	LRRC4|64101	30.3172
LRRC50|123872	37.8929	LRRC50|123872	32.6493
LRRC55|219527	24.4356	LRRC55|219527	10.7276
LRRC56|115399	204.6923	LRRC56|115399	76.4925
LRRC57|255252	296.4143	LRRC57|255252	381.0634
LRRC58|116064	885.7016	LRRC58|116064	1635.7276
LRRC59|55379	4498.6808	LRRC59|55379	1331.0215
LRRC61|65999	238.6897	LRRC61|65999	228.0784
LRRC66|339977	7.4369	LRRC66|339977	10.2612
LRRC6|23639	238.3355	LRRC6|23639	70.8955
LRRC70|100130733	42.4967	LRRC70|100130733	47.9104
LRRC8A|56262	1377.2466	LRRC8A|56262	1527.9851
LRRC8B|23507	485.1704	LRRC8B|23507	553.6381
LRRC8C|84230	308.4551	LRRC8C|84230	657.6493
LRRC8D|55144	789.73	LRRC8D|55144	636.194
LRRC8E|80131	250.7304	LRRC8E|80131	266.3246
LRRCC1|85444	561.3103	LRRCC1|85444	429.5709
LRRFIP1|9208	2361.7529999999997	LRRFIP1|9208	2691.2313
LRRFIP2|9209	1454.0947	LRRFIP2|9209	907.1828
LRRIQ1|84125	54.5374	LRRIQ1|84125	46.6418
LRRIQ3|127255	6.7286	LRRIQ3|127255	20.055999999999997
LRRK1|79705	189.1102	LRRK1|79705	471.5485
LRRK2|120892	156.1753	LRRK2|120892	317.6306
LRRN1|57633	320.8499	LRRN1|57633	1004.6642
LRRN2|10446	466.4011	LRRN2|10446	392.7239
LRRN3|54674	18.4152	LRRN3|54674	87.2201
LRRN4CL|221091	34.3515	LRRN4CL|221091	301.306
LRRTM2|26045	7.0828	LRRTM2|26045	76.4925
lowly_expressed	lowly_expressed	LRRTM4|80059	6.5299
LRSAM1|90678	665.073	LRSAM1|90678	470.6157
LRTOMT|220074	480.6375	LRTOMT|220074	274.1884
LRWD1|222229	435.9451	LRWD1|222229	194.0299
LSAMP|4045	31.1642	LSAMP|4045	6.0634
LSG1|55341	872.5985	LSG1|55341	795.709
LSM10|84967	489.4201	LSM10|84967	283.1157
LSM11|134353	262.7711	LSM11|134353	253.2649
LSM12|124801	1455.5113	LSM12|124801	656.25
LSM14A|26065	4713.9442	LSM14A|26065	2926.7724
LSM14B|149986	1487.0297	LSM14B|149986	875.0
LSM1|27257	383.1784	LSM1|27257	306.903
LSM2|57819	1020.2745	LSM2|57819	402.9851
LSM3|27258	1084.0195	LSM3|27258	466.8843
LSM4|25804	1839.0438	LSM4|25804	544.7761
LSM5|23658	877.2023	LSM5|23658	372.2015
LSM6|11157	216.3789	LSM6|11157	161.3806
LSM7|51690	356.61800000000005	LSM7|51690	166.9776
LSMD1|84316	688.0921	LSMD1|84316	222.4813
LSP1|4046	1365.9141	LSP1|4046	676.7724
LSR|51599	3496.0602	LSR|51599	1243.0037
LSS|4047	1487.7379	LSS|4047	1861.4739
lowly_expressed	lowly_expressed	LST-3TM12|338821	69.0299
LST1|7940	118.6366	LST1|7940	40.5784
LTA4H|4048	1976.4498	LTA4H|4048	2236.9403
LTB4R2|56413	56.2125	LTB4R2|56413	78.7127
LTB4R|1241	181.815	LTB4R|1241	158.6054
LTBP1|4052	1698.8048	LTBP1|4052	1041.5112
LTBP2|4053	3830.3674	LTBP2|4053	16318.5634
LTBP3|4054	1348.5401	LTBP3|4054	3579.93
LTBP4|8425	528.7295	LTBP4|8425	2168.3769
LTBR|4055	2378.3975	LTBR|4055	1222.4813
LTB|4050	32.9349	LTB|4050	11.194
LTC4S|4056	20.7596	LTC4S|4056	11.4785
LTF|4057	2148.9154	LTF|4057	11506.9963
lowly_expressed	lowly_expressed	LTK|4058	12.5933
LTV1|84946	709.6521	LTV1|84946	426.306
LUC7L2|51631	1776.7154	LUC7L2|51631	2484.7761
LUC7L3|51747	2315.7149	LUC7L3|51747	3945.4291
LUC7L|55692	900.9296	LUC7L|55692	868.4701
LUM|4060	25772.4657	LUM|4060	5498.1343
LUZP1|7798	760.6906	LUZP1|7798	1677.7052
LUZP2|338645	6.0204	LUZP2|338645	347.0149
LUZP6|767558	3911.8194	LUZP6|767558	3437.0336
LXN|56925	317.6627	LXN|56925	297.1082
lowly_expressed	lowly_expressed	LY6D|8581	39.6455
LY6E|4061	5061.0004	LY6E|4061	3076.9590000000003
LY6G5B|58496	35.4139	LY6G5B|58496	70.8955
LY6G5C|80741	22.3108	LY6G5C|80741	24.7201
LY6G6C|80740	32.2266	LY6G6C|80740	6.9963
LY6H|4062	15.5821	lowly_expressed	lowly_expressed
LY6K|54742	281.1864	LY6K|54742	206.1567
LY75|4065	311.228	LY75|4065	1335.6297
LY86|9450	132.44799999999998	LY86|9450	44.3097
LY96|23643	121.1155	LY96|23643	42.443999999999996
lowly_expressed	lowly_expressed	LY9|4063	20.9888
LYAR|55646	319.4334	LYAR|55646	194.0299
LYG1|129530	12.3949	LYG1|129530	19.5896
LYL1|4066	43.9132	LYL1|4066	39.6455
LYNX1|66004	58.4329	LYNX1|66004	538.2463
LYN|4067	347.0562	LYN|4067	436.5672
LYPD1|116372	56.0921	LYPD1|116372	29.1278
LYPD3|27076	804.9579	LYPD3|27076	616.6045
LYPD4|147719	5.3121	lowly_expressed	lowly_expressed
LYPD5|284348	21.9566	LYPD5|284348	73.2276
LYPD6B|130576	67.6405	LYPD6B|130576	284.5149
LYPD6|130574	70.8278	LYPD6|130574	464.0858
LYPLA1|10434	2037.0075	LYPLA1|10434	970.1493
LYPLA2P1|653639	66.9323	LYPLA2P1|653639	35.9142
LYPLA2|11313	1424.3471	LYPLA2|11313	676.306
LYPLAL1|127018	843.205	LYPLAL1|127018	252.3321
LYRM1|57149	416.1133	LYRM1|57149	503.7313
LYRM2|57226	714.7304	LYRM2|57226	920.4804
LYRM4|57128	514.564	LYRM4|57128	269.5896
LYRM5|144363	617.9726	LYRM5|144363	364.2724
LYRM7|90624	526.6047	LYRM7|90624	565.7649
LYSMD1|388695	455.0686	LYSMD1|388695	253.7313
LYSMD2|256586	115.4493	LYSMD2|256586	98.4142
LYSMD3|116068	670.0310000000001	LYSMD3|116068	635.2612
LYSMD4|145748	117.9247	LYSMD4|145748	402.6539
LYST|1130	996.5471	LYST|1130	1576.4925
LYVE1|10894	23.7273	LYVE1|10894	196.3619
LYZ|4069	2776.0956	LYZ|4069	2378.7313
LZIC|84328	336.7862	LZIC|84328	416.9776
LZTFL1|54585	659.4068	LZTFL1|54585	778.4515
LZTR1|8216	1311.9115	LZTR1|8216	1155.1073
LZTS1|11178	373.6166	LZTS1|11178	1088.6194
LZTS2|84445	1462.5941	LZTS2|84445	1889.4589999999998
M6PR|4074	2826.7623	M6PR|4074	2389.375
MAB21L1|4081	22.3108	MAB21L1|4081	203.3582
MACC1|346389	1245.861	MACC1|346389	567.6306
MACF1|23499	5246.9234	MACF1|23499	11115.2052
MACROD1|28992	220.6286	MACROD1|28992	165.5784
MACROD2|140733	181.3192	MACROD2|140733	142.2575
MAD1L1|8379	374.3249	MAD1L1|8379	303.6381
MAD2L1BP|9587	454.3603	MAD2L1BP|9587	332.556
MAD2L1|4085	299.2475	MAD2L1|4085	82.0896
MAD2L2|10459	377.8663	MAD2L2|10459	208.0224
MADD|8567	1063.8336	MADD|8567	1550.8396
MAEA|10296	1005.4006	MAEA|10296	1012.1269
MAF1|84232	1706.2417	MAF1|84232	2109.6082
MAFB|9935	1957.6804	MAFB|9935	1430.0373
MAFF|23764	134.92700000000002	MAFF|23764	519.1231
MAFG|4097	306.3302	MAFG|4097	680.9701
MAFK|7975	434.1036	MAFK|7975	569.6968
MAF|4094	787.9593	MAF|4094	1022.3881
MAGEA1|4100	67.6405	lowly_expressed	lowly_expressed
MAGEC1|9947	6.7286	lowly_expressed	lowly_expressed
MAGED1|9500	11636.6534	MAGED1|9500	2515.3918
MAGED2|10916	19582.4701	MAGED2|10916	8506.0634
MAGED4B|81557	573.6344	MAGED4B|81557	473.6707
MAGED4|728239	370.1461	MAGED4|728239	117.2808
MAGEE1|57692	207.5255	MAGEE1|57692	215.0187
lowly_expressed	lowly_expressed	MAGEE2|139599	10.2612
MAGEF1|64110	694.4666	MAGEF1|64110	719.2164
MAGEH1|28986	560.2479	MAGEH1|28986	402.9851
MAGEL2|54551	44.6215	MAGEL2|54551	16.3246
MAGI1|9223	425.3209	MAGI1|9223	1930.5037
MAGI2|9863	104.8251	MAGI2|9863	338.6194
MAGI3|260425	668.9686	MAGI3|260425	1808.3022
MAGIX|79917	86.4099	MAGIX|79917	22.8545
MAGOHB|55110	638.1585	MAGOHB|55110	147.3881
MAGOH|4116	513.5015	MAGOH|4116	250.0
MAGT1|84061	2864.9845	MAGT1|84061	2157.6493
MAG|4099	66.5781	lowly_expressed	lowly_expressed
MAK16|84549	302.4701	MAK16|84549	407.0103
MAK|4117	51.3502	MAK|4117	7.4627
MAL2|114569	5905.621999999999	MAL2|114569	2326.4925
MALAT1|378938	5124.919	MALAT1|378938	4950.4384
MALL|7851	293.2271	MALL|7851	334.8881
MALT1|10892	509.9602	MALT1|10892	618.9366
MAL|4118	6.7286	MAL|4118	18.6567
MAMDC2|256691	140.1824	MAMDC2|256691	860.9375
MAMDC4|158056	43.5591	MAMDC4|158056	152.0522
MAML1|9794	1454.2293	MAML1|9794	1780.9655
MAML2|84441	203.9841	MAML2|84441	1631.0634
MAML3|55534	243.6476	MAML3|55534	665.5784
MAMLD1|10046	74.7233	MAMLD1|10046	187.5
MAMSTR|284358	16.2904	MAMSTR|284358	22.3881
MAN1A1|4121	1182.4701	MAN1A1|4121	1726.6791
MAN1A2|10905	617.9726	MAN1A2|10905	1193.5634
MAN1B1|11253	1166.1797	MAN1B1|11253	1614.7388
MAN1C1|57134	251.7928	MAN1C1|57134	214.0858
MAN2A1|4124	655.5113	MAN2A1|4124	839.5522
MAN2A2|4122	652.3240000000001	MAN2A2|4122	1991.6045
MAN2B1|4125	2886.9411	MAN2B1|4125	1537.7799
MAN2B2|23324	1538.3798	MAN2B2|23324	1545.7089999999998
MAN2C1|4123	615.8477	MAN2C1|4123	1204.2910000000002
MANBAL|63905	1621.9566	MANBAL|63905	1041.0448
MANBA|4126	976.7154	MANBA|4126	897.3881
MANEAL|149175	334.3072	MANEAL|149175	226.2127
MANEA|79694	322.6206	MANEA|79694	584.8881
MANF|7873	1845.7725	MANF|7873	424.4403
MANSC1|54682	1387.1625	MANSC1|54682	543.8433
MAOA|4128	174.9447	MAOA|4128	3510.7276
MAOB|4129	462.1514	MAOB|4129	5856.8097
MAP1A|4130	562.0186	MAP1A|4130	646.4552
MAP1B|4131	2766.5339	MAP1B|4131	3598.4142
MAP1D|254042	28.3311	MAP1D|254042	69.9627
MAP1LC3A|84557	269.4998	MAP1LC3A|84557	289.6455
MAP1LC3B2|643246	169.9867	MAP1LC3B2|643246	236.4739
MAP1LC3B|81631	1600.7083	MAP1LC3B|81631	2165.5784
MAP1LC3C|440738	5.3121	MAP1LC3C|440738	90.0187
MAP1S|55201	506.0646	MAP1S|55201	442.6306
MAP2K1|5604	877.1279	MAP2K1|5604	1067.2901
MAP2K2|5605	1226.0292	MAP2K2|5605	1253.7313
MAP2K3|5606	885.3475	MAP2K3|5606	635.2612
MAP2K4|6416	1047.1889999999999	MAP2K4|6416	925.8396
MAP2K5|5607	178.8402	MAP2K5|5607	434.2351
MAP2K6|5608	122.8862	MAP2K6|5608	365.6716
MAP2K7|5609	388.8446	MAP2K7|5609	958.9552
MAP2|4133	104.471	MAP2|4133	632.9291
MAP3K10|4294	159.0084	MAP3K10|4294	151.5858
MAP3K11|4296	1202.3019	MAP3K11|4296	1298.5075
MAP3K12|7786	264.8783	MAP3K12|7786	394.6175
MAP3K13|9175	21.1421	MAP3K13|9175	79.9347
MAP3K14|9020	211.0668	MAP3K14|9020	483.209
MAP3K1|4214	1450.9075	MAP3K1|4214	3522.3881
MAP3K2|10746	496.5029	MAP3K2|10746	912.7799
MAP3K3|4215	740.4303	MAP3K3|4215	1252.4207
MAP3K4|4216	747.9416	MAP3K4|4216	1051.306
MAP3K5|4217	248.6056	MAP3K5|4217	997.6679
MAP3K6|9064	388.1363	MAP3K6|9064	937.9664
MAP3K7|6885	535.8123	MAP3K7|6885	843.2836
MAP3K8|1326	116.5117	MAP3K8|1326	235.0746
MAP3K9|4293	120.0531	MAP3K9|4293	141.791
MAP4K1|11184	38.247	MAP4K1|11184	47.5746
MAP4K2|5871	477.0252	MAP4K2|5871	304.5709
MAP4K3|8491	814.5197	MAP4K3|8491	1049.9067
MAP4K4|9448	2830.633	MAP4K4|9448	2178.6381
MAP4K5|11183	1305.3564	MAP4K5|11183	1325.5597
MAP4|4134	5541.9212	MAP4|4134	6874.5336
MAP6D1|79929	117.9283	MAP6D1|79929	69.4963
MAP6|4135	60.2036	MAP6|4135	141.791
MAP7D1|55700	1546.525	MAP7D1|55700	2069.0299
lowly_expressed	lowly_expressed	MAP7D2|256714	7.9291
MAP7D3|79649	113.6786	MAP7D3|79649	318.097
MAP7|9053	1188.1363	MAP7|9053	1071.8284
MAP9|79884	618.3267	MAP9|79884	833.4888
MAPK10|5602	236.5649	MAPK10|5602	384.7948
MAPK11|5600	136.3435	MAPK11|5600	301.7724
MAPK12|6300	65.8876	MAPK12|6300	106.0681
MAPK13|5603	1638.6012	MAPK13|5603	616.1381
MAPK14|1432	1322.355	MAPK14|1432	1767.2575
MAPK15|225689	122.178	MAPK15|225689	40.5784
MAPK1IP1L|93487	2161.6645	MAPK1IP1L|93487	1419.3097
MAPK1|5594	3497.4768	MAPK1|5594	3436.5672
MAPK3|5595	2087.6494	MAPK3|5595	1417.1035
lowly_expressed	lowly_expressed	MAPK4|5596	51.7724
MAPK6|5597	1025.9407	MAPK6|5597	968.2836
MAPK7|5598	358.3462	MAPK7|5598	284.8134
MAPK8IP1|9479	127.8442	MAPK8IP1|9479	257.4627
MAPK8IP2|23542	28.6853	MAPK8IP2|23542	124.5336
MAPK8IP3|23162	691.9876	MAPK8IP3|23162	1083.4888
MAPK8|5599	286.8526	MAPK8|5599	386.194
MAPK9|5601	1703.4086	MAPK9|5601	834.8881
MAPKAP1|79109	1597.521	MAPKAP1|79109	1449.6269
MAPKAPK2|9261	6310.757	MAPKAPK2|9261	2077.4254
MAPKAPK3|7867	1024.5241	MAPKAPK3|7867	709.8881
MAPKAPK5|8550	582.5268	MAPKAPK5|8550	498.8853
MAPKBP1|23005	274.8119	MAPKBP1|23005	1251.8657
MAPKSP1|8649	1178.5746	MAPKSP1|8649	1072.7612
MAPRE1|22919	4277.2908	MAPRE1|22919	1898.7873
MAPRE2|10982	617.6184	MAPRE2|10982	780.3172
MAPRE3|22924	338.2027	MAPRE3|22924	447.7612
MAPT|4137	2241.6999	MAPT|4137	827.4254
MARCH10|162333	7.8973	lowly_expressed	lowly_expressed
MARCH1|55016	51.3502	MARCH1|55016	62.9664
MARCH2|51257	645.9495	MARCH2|51257	572.7612
MARCH3|115123	60.5578	MARCH3|115123	46.1754
MARCH4|57574	13.4573	lowly_expressed	lowly_expressed
MARCH5|54708	1333.6875	MARCH5|54708	1078.3582
MARCH6|10299	2523.2404	MARCH6|10299	3318.5634
MARCH7|64844	1735.2811	MARCH7|64844	2156.25
MARCH8|220972	120.0531	MARCH8|220972	731.8097
MARCH9|92979	327.5786	MARCH9|92979	187.9664
MARCKSL1|65108	8284.7278	MARCKSL1|65108	3298.9739
MARCKS|4082	3939.7964	MARCKS|4082	2651.5858
MARCO|8685	6.3745	MARCO|8685	13.9925
MARK1|4139	118.9907	MARK1|4139	249.5336
MARK2|2011	1470.031	MARK2|2011	1756.5299
MARK3|4140	1509.3404	MARK3|4140	1028.4515
MARK4|57787	586.4542	MARK4|57787	700.0933
MARS2|92935	228.0655	MARS2|92935	189.3657
MARS|4141	2426.4188	MARS|4141	1079.5103
MARVELD1|83742	754.6844	MARVELD1|83742	995.9888
MARVELD2|153562	704.3825	MARVELD2|153562	406.7164
MARVELD3|91862	430.5268	MARVELD3|91862	484.3563
lowly_expressed	lowly_expressed	MAS1L|116511	5.1306
lowly_expressed	lowly_expressed	MASP1|5648	52.2388
MASP2|10747	7.0828	MASP2|10747	93.75
lowly_expressed	lowly_expressed	MAST1|22983	8.3955
MAST2|23139	1919.4334	MAST2|23139	1286.847
MAST3|23031	171.4033	MAST3|23031	393.6567
MAST4|375449	351.66	MAST4|375449	1561.5672
MASTL|84930	323.3289	MASTL|84930	268.1903
MAT1A|4143	27.2687	MAT1A|4143	23.7873
MAT2A|4144	4723.505999999999	MAT2A|4144	3378.2649
MAT2B|27430	1593.6255	MAT2B|27430	1885.2612
MATK|4145	24.7897	MATK|4145	31.25
MATN2|4147	339.2652	MATN2|4147	8202.4254
MATN3|4148	464.9845	MATN3|4148	86.2873
MATR3|9782	7153.7919	MATR3|9782	7249.7062
MAVS|57506	3083.8424	MAVS|57506	4066.6978
MAX|4149	1798.672	MAX|4149	1100.2799
MAZ|4150	5477.1563	MAZ|4150	2096.334
MBD1|4152	698.7162	MBD1|4152	1239.7388
MBD2|8932	1506.8614	MBD2|8932	1696.3619
MBD3|53615	1088.6233	MBD3|53615	1084.8881
MBD4|8930	916.1576	MBD4|8930	693.5634
MBD5|55777	264.5418	MBD5|55777	543.3769
MBD6|114785	1793.0058	MBD6|114785	1560.6343
MBIP|51562	426.7375	MBIP|51562	449.6269
lowly_expressed	lowly_expressed	MBL1P|8512	7.9291
MBLAC1|255374	29.3935	MBLAC1|255374	17.2575
MBLAC2|153364	179.5485	MBLAC2|153364	349.8134
MBNL1|4154	2879.3484	MBNL1|4154	4222.7612
MBNL2|10150	795.0421	MBNL2|10150	3105.4104
MBNL3|55796	48.1629	MBNL3|55796	153.9179
MBOAT1|154141	979.5485	MBOAT1|154141	660.4478
MBOAT2|129642	1169.0128	MBOAT2|129642	473.4142
MBOAT7|79143	3818.3267	MBOAT7|79143	721.5485
MBP|4155	199.7344	MBP|4155	847.0149
MBTD1|54799	485.5246	MBTD1|54799	1029.3843
MBTPS1|8720	2919.8761	MBTPS1|8720	4985.0746
MBTPS2|51360	559.9327	MBTPS2|51360	679.1045
MB|4151	453.6521	MB|4151	143.1903
MC1R|4157	73.6786	MC1R|4157	38.7127
MCAM|4162	2587.6937	MCAM|4162	7740.6716
MCART1|92014	193.0058	MCART1|92014	217.8172
MCART2|147407	8.8535	MCART2|147407	8.8619
MCART6|401612	6.7286	MCART6|401612	11.6604
MCAT|27349	296.4143	MCAT|27349	271.9216
MCCC1|56922	473.838	MCCC1|56922	1305.9701
MCCC2|64087	6402.8331	MCCC2|64087	3047.1082
MCC|4163	502.1691	MCC|4163	1267.7239
MCEE|84693	192.6516	MCEE|84693	182.3694
lowly_expressed	lowly_expressed	MCF2L2|23101	22.8545
MCF2L|23263	757.8575	MCF2L|23263	1092.3507
MCFD2|90411	1894.6436	MCFD2|90411	2970.1493
MCHR1|2847	7.7911	lowly_expressed	lowly_expressed
MCL1|4170	10744.9314	MCL1|4170	7719.6828
MCM10|55388	191.9433	MCM10|55388	6.9963
MCM2|4171	588.9332	MCM2|4171	345.6157
MCM3APAS|114044	34.8756	MCM3APAS|114044	47.9198
MCM3AP|8888	3031.9681	MCM3AP|8888	2437.6213
MCM3|4172	2308.6321	MCM3|4172	1494.8694
MCM4|4173	1247.9858	MCM4|4173	813.8993
MCM5|4174	486.9411	MCM5|4174	684.7015
MCM6|4175	1146.3479	MCM6|4175	477.6119
MCM7|4176	1300.2992	MCM7|4176	1824.2817
MCM8|84515	255.3342	MCM8|84515	260.2612
MCM9|254394	69.0571	MCM9|254394	134.7948
MCOLN1|57192	378.5746	MCOLN1|57192	369.403
MCOLN2|255231	15.228	MCOLN2|255231	23.3209
MCOLN3|55283	31.8725	MCOLN3|55283	92.3507
MCPH1|79648	232.3789	MCPH1|79648	508.3209
MCRS1|10445	1081.8946	MCRS1|10445	725.2799
MCTP1|79772	98.0965	MCTP1|79772	128.2649
MCTP2|55784	55.95399999999999	MCTP2|55784	289.1791
MCTS1|28985	1454.0947	MCTS1|28985	724.8134
MDC1|9656	744.4002	MDC1|9656	1079.2910000000002
MDFIC|29969	901.6379	MDFIC|29969	1257.9291
MDFI|4188	635.3254	MDFI|4188	492.5373
MDGA1|266727	110.4914	MDGA1|266727	103.0784
MDH1B|130752	24.4356	MDH1B|130752	60.6343
MDH1|4190	2698.8933	MDH1|4190	2670.7090000000003
MDH2|4191	4508.8977	MDH2|4191	2523.3209
MDK|4192	1751.2174	MDK|4192	818.5634
MDM1|56890	345.2855	MDM1|56890	374.5336
MDM2|4193	2147.853	MDM2|4193	1489.7388
MDM4|4194	1531.297	MDM4|4194	1090.4851
MDN1|23195	395.2191	MDN1|23195	3067.1642
MDP1|145553	289.6892	MDP1|145553	155.5737
ME1|4199	91.72200000000001	ME1|4199	2541.0448
ME2|4200	483.0456	ME2|4200	441.6978
ME3|10873	292.5188	ME3|10873	403.4515
MEA1|4201	1685.6131	MEA1|4201	765.8582
MEAF6|64769	2247.7202	MEAF6|64769	1171.1754
MECOM|2122	296.0602	MECOM|2122	267.2575
MECP2|4204	1442.4081	MECP2|4204	2671.1754
MECR|51102	321.5582	MECR|51102	437.0336
MED10|84246	512.7933	MED10|84246	325.5597
MED11|400569	362.6383	MED11|400569	203.3582
MED12L|116931	9.5618	MED12L|116931	20.055999999999997
MED12|9968	1559.274	MED12|9968	2034.5149
MED13L|23389	2868.1718	MED13L|23389	6278.4515
MED13|9969	1513.5901	MED13|9969	3126.3993
MED14|9282	1484.9048	MED14|9282	1222.9478
MED15|51586	1944.5772	MED15|51586	1464.5522
MED16|10025	852.0584	MED16|10025	825.5597
MED17|9440	593.5369999999999	MED17|9440	569.4963
MED18|54797	304.5595	MED18|54797	343.75
MED19|219541	294.9978	MED19|219541	154.8507
MED1|5469	1188.4905	MED1|5469	1965.0187
MED20|9477	770.2523	MED20|9477	457.556
MED21|9412	775.9185	MED21|9412	520.9888
MED22|6837	538.2913	MED22|6837	794.7761
MED23|9439	872.5985	MED23|9439	1493.9366
MED24|9862	1439.575	MED24|9862	1172.5746
MED25|81857	2099.8672	MED25|81857	582.0896
MED26|9441	225.2324	MED26|9441	192.1642
MED27|9442	307.0385	MED27|9442	171.6418
MED28|80306	620.0974	MED28|80306	645.056
MED29|55588	1309.606	MED29|55588	1617.0709
MED30|90390	110.1372	MED30|90390	122.6679
MED31|51003	151.6104	MED31|51003	88.4282
MED4|29079	890.6596	MED4|29079	784.5149
MED6|10001	584.3293	MED6|10001	289.1791
MED7|9443	371.1377	MED7|9443	199.1604
MED8|112950	1222.1337	MED8|112950	516.7909999999999
MED9|55090	439.4865	MED9|55090	375.9328
MEF2A|4205	1187.4316	MEF2A|4205	2041.3759
MEF2B|100271849	9.2218	MEF2B|100271849	29.4076
MEF2C|4208	526.2506	MEF2C|4208	1045.7089999999998
MEF2D|4209	1801.8592	MEF2D|4209	1904.3843
lowly_expressed	lowly_expressed	MEFV|4210	10.7276
MEG3|55384	88.8889	MEG3|55384	424.9067
MEGF10|84466	49.9336	MEGF10|84466	609.6082
MEGF6|1953	456.131	MEGF6|1953	585.3545
MEGF8|1954	795.3962	MEGF8|1954	2291.5112
MEGF9|1955	1341.4785	MEGF9|1955	2479.4776
MEI1|150365	23.019000000000002	MEI1|150365	47.5746
MEIS1|4211	110.1372	MEIS1|4211	391.791
MEIS2|4212	125.7193	MEIS2|4212	388.5261
MEIS3P1|4213	683.1341	MEIS3P1|4213	606.3433
MEIS3|56917	317.6627	MEIS3|56917	375.0
MELK|9833	337.4945	MELK|9833	5.1306
MEMO1|51072	585.6078	MEMO1|51072	198.6427
MEN1|4221	1400.9739	MEN1|4221	795.709
MEOX1|4222	51.3502	MEOX1|4222	284.5149
MEOX2|4223	51.3502	MEOX2|4223	301.7724
MEPCE|56257	1356.3524	MEPCE|56257	1232.2761
MERTK|10461	128.5525	MERTK|10461	318.5634
MESDC1|59274	664.7189	MESDC1|59274	208.4888
MESDC2|23184	1282.3373	MESDC2|23184	1029.3843
MESP1|55897	291.1023	MESP1|55897	81.1567
MESP2|145873	99.8672	MESP2|145873	10.7276
lowly_expressed	lowly_expressed	MESTIT1|317751	20.5224
MEST|4232	1202.3019	MEST|4232	1757.9291
METAP1|23173	933.8645	METAP1|23173	1351.6791
METAP2|10988	2090.1284	METAP2|10988	1751.3993
METRNL|284207	329.3493	METRNL|284207	133.8619
METRN|79006	852.7667	METRN|79006	74.1604
METT10D|79066	802.4789999999999	METT10D|79066	1166.0448
METT11D1|64745	814.1656	METT11D1|64745	538.7127
METT5D1|196074	381.4077	METT5D1|196074	342.8172
METTL10|399818	319.5432	METTL10|399818	382.2668
METTL11A|28989	334.9128	METTL11A|28989	211.4599
METTL11B|149281	5.6662	lowly_expressed	lowly_expressed
METTL12|751071	60.2568	METTL12|751071	68.1763
METTL13|51603	1101.7264	METTL13|51603	908.1157
