gene_id	TCGA-BH-A0DV-01A-21R-A12P-07	gene_id	TCGA-BH-A0DV-11A-22R-A12P-07
TRIL|9865	1197.5299	TRIL|9865	676.7241
TRIM11|81559	507.9979	TRIM11|81559	337.2016
TRIM13|10206	811.0111	TRIM13|10206	690.7095
TRIM14|9830	859.1623	TRIM14|9830	789.4562
TRIM16L|147166	104.7809	TRIM16L|147166	112.2513
TRIM16|10626	858.2695	TRIM16|10626	320.4841
TRIM17|51127	15.1774	TRIM17|51127	66.313
TRIM21|6737	378.8409	TRIM21|6737	330.9019
TRIM22|10346	998.14	TRIM22|10346	1518.5676
TRIM23|373	331.8205	TRIM23|373	464.191
TRIM24|8805	635.9646	TRIM24|8805	793.435
TRIM25|7706	485.083	TRIM25|7706	738.3952
TRIM26|7726	1465.9624	TRIM26|7726	1747.6789999999999
TRIM27|5987	1062.421	TRIM27|5987	1196.9496
TRIM28|10155	5029.0901	TRIM28|10155	3757.6259999999997
TRIM29|23650	1367.1602	TRIM29|23650	6856.7639
TRIM2|23321	622.2751	TRIM2|23321	2189.6552
lowly_expressed	lowly_expressed	TRIM31|11074	5.305
TRIM32|22954	552.6375	TRIM32|22954	594.8276
TRIM33|51592	882.6724	TRIM33|51592	1909.1512
TRIM34|53840	299.3825	TRIM34|53840	268.75
TRIM35|23087	354.7355	TRIM35|23087	474.8011
TRIM36|55521	23.2126	TRIM36|55521	254.6419
TRIM37|4591	641.6308	TRIM37|4591	664.3236
TRIM38|10475	482.9998	TRIM38|10475	548.4085
TRIM39|56658	361.1785	TRIM39|56658	579.1545
TRIM3|10612	594.3009999999999	TRIM3|10612	362.4005
TRIM41|90933	539.3825	TRIM41|90933	540.6532
TRIM44|54765	1293.9513	TRIM44|54765	1752.3210000000001
TRIM45|80263	198.1995	TRIM45|80263	200.9284
TRIM46|80128	22.915	TRIM46|80128	30.504
TRIM47|91107	1172.5318	TRIM47|91107	673.4085
TRIM4|89122	1040.994	TRIM4|89122	1457.8912
TRIM52|84851	116.0628	TRIM52|84851	208.2228
TRIM54|57159	5.3567	lowly_expressed	lowly_expressed
TRIM56|81844	203.8539	TRIM56|81844	389.2573
TRIM58|25893	193.0868	TRIM58|25893	127.1054
TRIM59|286827	228.0723	TRIM59|286827	80.2752
TRIM5|85363	416.1476	TRIM5|85363	565.6996
lowly_expressed	lowly_expressed	TRIM6-TRIM34|445372	8.6074
TRIM62|55223	359.7947	TRIM62|55223	205.2387
TRIM63|84676	48.5083	lowly_expressed	lowly_expressed
TRIM65|201292	438.0626	TRIM65|201292	260.9416
TRIM66|9866	158.3216	TRIM66|9866	434.3501
TRIM68|55128	239.2679	TRIM68|55128	387.2679
TRIM69|140691	14.6566	TRIM69|140691	16.502
TRIM6|117854	157.7264	TRIM6|117854	225.6267
lowly_expressed	lowly_expressed	TRIM78P|117852	5.9184
TRIM7|81786	23.5102	TRIM7|81786	22.5464
TRIM8|81603	2246.5589999999997	TRIM8|81603	1342.1751
TRIM9|114088	41.36600000000001	TRIM9|114088	174.7347
TRIOBP|11078	1944.3583	TRIOBP|11078	1723.0007
TRIO|7204	1899.5610000000001	TRIO|7204	2306.366
TRIP10|9322	962.7260000000001	TRIP10|9322	786.4721
TRIP11|9321	1304.3672	TRIP11|9321	1794.7613
TRIP12|9320	4065.1737	TRIP12|9320	4104.443
TRIP13|9319	52.9722	TRIP13|9319	60.3448
TRIP4|9325	586.8611	TRIP4|9325	580.2387
TRIP6|7205	1210.9218	TRIP6|7205	1087.5332
TRIT1|54802	175.5822	TRIT1|54802	372.67900000000003
TRMT112|51504	1803.7348	TRMT112|51504	1303.382
TRMT11|60487	174.6894	TRMT11|60487	361.7374
TRMT12|55039	393.7207	TRMT12|55039	380.305
TRMT1|55621	373.4841	TRMT1|55621	437.3342
TRMT2A|27037	432.7059	TRMT2A|27037	457.8912
TRMT2B|79979	266.6468	TRMT2B|79979	353.7798
TRMT5|57570	428.5395	TRMT5|57570	607.4271
TRMT61A|115708	224.6857	TRMT61A|115708	303.382
TRMT61B|55006	194.8426	TRMT61B|55006	351.6512
TRMT6|51605	242.5415	TRMT6|51605	548.4085
TRMU|55687	158.024	TRMU|55687	198.6074
TRNAU1AP|54952	224.0905	TRNAU1AP|54952	259.6154
TRNP1|388610	174.3918	TRNP1|388610	517.5729
TRNT1|51095	311.8072	TRNT1|51095	444.8574
TROAP|10024	15.1774	TROAP|10024	9.9469
TROVE2|6738	1126.4638	TROVE2|6738	1248.3521
TRO|7216	270.218	TRO|7216	251.3263
TRPC1|7220	150.8816	TRPC1|7220	315.6499
TRPC3|7222	13.0943	lowly_expressed	lowly_expressed
TRPC4AP|26133	2043.0028	TRPC4AP|26133	2017.2414
TRPC4|7223	26.7837	lowly_expressed	lowly_expressed
TRPC6|7225	192.8428	TRPC6|7225	318.9655
TRPM2|7226	285.9906	TRPM2|7226	109.74799999999999
lowly_expressed	lowly_expressed	TRPM3|80036	12.2679
TRPM4|54795	1733.5020000000002	TRPM4|54795	927.3873
TRPM6|140803	30.3549	TRPM6|140803	46.0875
TRPM7|54822	696.3768	TRPM7|54822	1437.3342
TRPS1|7227	5202.5891	TRPS1|7227	9994.0318
TRPT1|83707	297.0017	TRPT1|83707	210.8753
TRPV1|7442	98.8022	TRPV1|7442	246.3528
TRPV2|51393	413.6597	TRPV2|51393	103.7798
lowly_expressed	lowly_expressed	TRPV3|162514	13.9257
TRPV4|59341	155.6432	TRPV4|59341	130.9682
TRPV6|55503	65.4713	TRPV6|55503	703.2493
TRRAP|8295	1835.6164	TRRAP|8295	2526.8733
TRUB1|142940	447.8833	TRUB1|142940	648.5411
TRUB2|26995	657.9868	TRUB2|26995	523.2095
TSC1|7248	541.0312	TSC1|7248	847.1485
TSC22D1|8848	9324.6038	TSC22D1|8848	12868.0371
TSC22D2|9819	568.7077	TSC22D2|9819	1008.2891
TSC22D3|1831	7711.6286	TSC22D3|1831	11541.1141
TSC22D4|81628	745.7778	TSC22D4|81628	737.069
TSC2|7249	1751.0602	TSC2|7249	1737.4005
TSEN15|116461	627.9295	TSEN15|116461	578.9125
TSEN2|80746	121.7171	TSEN2|80746	194.6286
TSEN34|79042	804.9996	TSEN34|79042	676.7241
TSEN54|283989	320.5119	TSEN54|283989	313.6605
TSFM|10102	477.64300000000003	TSFM|10102	520.2255
TSG101|7251	1308.5336	TSG101|7251	1314.3236
TSGA10|80705	24.1053	TSGA10|80705	98.4748
TSGA14|95681	310.3936	TSGA14|95681	321.618
TSHR|7253	8.0351	lowly_expressed	lowly_expressed
TSHZ1|10194	882.0772	TSHZ1|10194	923.4085
TSHZ2|128553	394.9111	TSHZ2|128553	1190.9814
TSHZ3|57616	965.9996	TSHZ3|57616	442.3077
TSIX|9383	8.3774	TSIX|9383	21.3594
TSKS|60385	6.8447	lowly_expressed	lowly_expressed
TSKU|25987	1610.2969	TSKU|25987	2265.252
TSLP|85480	20.8318	TSLP|85480	114.0584
TSNARE1|203062	148.7985	TSNARE1|203062	293.7666
TSNAXIP1|55815	12.2015	TSNAXIP1|55815	30.8355
TSNAX|7257	1088.0143	TSNAX|7257	1124.3369
TSN|7247	2046.8715	TSN|7247	2241.7109
TSPAN10|83882	22.915	TSPAN10|83882	16.5782
TSPAN11|441631	383.3048	TSPAN11|441631	115.7162
TSPAN12|23554	305.3344	TSPAN12|23554	336.2069
TSPAN13|27075	4001.7856	TSPAN13|27075	2499.0053
TSPAN14|81619	2439.6994	TSPAN14|81619	2355.4377
TSPAN15|23555	3594.3754	TSPAN15|23555	1310.0133
TSPAN17|26262	752.9202	TSPAN17|26262	462.2016
TSPAN18|90139	1744.5131	TSPAN18|90139	345.1592
TSPAN1|10103	2021.8734	TSPAN1|10103	226.1273
TSPAN2|10100	418.7188	TSPAN2|10100	385.6101
TSPAN31|6302	1083.2527	TSPAN31|6302	1267.5729
TSPAN32|10077	9.5231	TSPAN32|10077	6.9629
TSPAN33|340348	180.9389	TSPAN33|340348	136.2732
TSPAN3|10099	3711.6286	TSPAN3|10099	2421.0875
TSPAN4|7106	1412.3949	TSPAN4|7106	468.1698
TSPAN5|10098	124.6931	TSPAN5|10098	239.7215
TSPAN6|7105	1042.482	TSPAN6|7105	2024.5358
TSPAN7|7102	1409.4189	TSPAN7|7102	1088.8594
TSPAN8|7103	68.7449	TSPAN8|7103	85.8753
TSPAN9|10867	3142.0281	TSPAN9|10867	1681.6976
TSPO|706	1299.9033	TSPO|706	639.2573
TSPYL1|7259	2938.9272	TSPYL1|7259	3922.8747
TSPYL2|64061	433.3011	TSPYL2|64061	1782.8249
TSPYL3|128854	31.2477	TSPYL3|128854	40.4509
TSPYL4|23270	881.482	TSPYL4|23270	1325.2653
TSPYL5|85453	641.0237	TSPYL5|85453	1315.9814
TSR1|55720	1025.2303	TSR1|55720	1562.0259
TSR2|90121	835.3545	TSR2|90121	944.9602
TSSC1|7260	322.2974	TSSC1|7260	243.3687
TSSC4|10078	466.6319	TSSC4|10078	485.0796
TSSK1B|83942	7.7375	lowly_expressed	lowly_expressed
TSSK3|81629	10.1153	TSSK3|81629	26.7938
TSSK4|283629	6.2495	TSSK4|283629	16.9098
TSSK6|83983	9.2255	TSSK6|83983	13.2626
TSTA3|7264	1971.2819	TSTA3|7264	696.2865
TSTD1|100131187	1107.0605	TSTD1|100131187	684.3501
TSTD2|158427	471.7149	TSTD2|158427	868.2560000000001
TST|7263	437.1699	TST|7263	313.6605
lowly_expressed	lowly_expressed	TTBK1|84630	5.9682
TTBK2|146057	162.7855	TTBK2|146057	342.8382
TTC12|54970	339.5581	TTC12|54970	529.8408
TTC13|79573	226.1736	TTC13|79573	247.0159
TTC14|151613	349.974	TTC14|151613	1251.3263
TTC15|51112	653.5228	TTC15|51112	578.5809
TTC16|158248	7.1423	lowly_expressed	lowly_expressed
TTC17|55761	1297.5225	TTC17|55761	2043.435
TTC18|118491	23.0013	TTC18|118491	204.38
TTC19|54902	1084.6544	TTC19|54902	1802.1088
TTC1|7265	1044.8627	TTC1|7265	868.3687
TTC21A|199223	41.6636	TTC21A|199223	347.1485
TTC21B|79809	383.3048	TTC21B|79809	727.7785
TTC22|55001	66.6617	TTC22|55001	65.6499
TTC23L|153657	25.2957	TTC23L|153657	33.4881
TTC23|64927	480.0238	TTC23|64927	540.1194
TTC25|83538	18.451	TTC25|83538	39.7878
TTC26|79989	123.5027	TTC26|79989	165.7825
TTC27|55622	510.3787	TTC27|55622	688.3289
TTC28|23331	1165.5234	TTC28|23331	1272.0358
TTC30A|92104	324.6782	TTC30A|92104	540.1194
TTC30B|150737	202.3659	TTC30B|150737	306.366
TTC31|64427	480.9166	TTC31|64427	480.4377
TTC32|130502	19.6414	TTC32|130502	100.4642
TTC33|23548	287.7762	TTC33|23548	509.6154
TTC35|9694	553.5302	TTC35|9694	772.878
TTC36|143941	33.6285	TTC36|143941	138.9257
TTC37|9652	1570.7165	TTC37|9652	2276.8568
TTC38|55020	705.6023	TTC38|55020	597.8117
TTC39A|22996	1815.0435	TTC39A|22996	1208.8859
TTC39B|158219	133.3234	TTC39B|158219	179.3767
TTC39C|125488	477.64300000000003	TTC39C|125488	530.504
TTC3|7267	5076.407999999999	TTC3|7267	6463.8594
TTC4|7268	570.1957	TTC4|7268	672.3442
TTC5|91875	226.4712	TTC5|91875	250.9947
TTC7A|57217	655.6060000000001	TTC7A|57217	810.6764
TTC7B|145567	315.1551	TTC7B|145567	222.8117
TTC8|123016	545.4951	TTC8|123016	645.557
TTC9C|283237	259.2069	TTC9C|283237	178.382
TTC9|23508	455.9185	TTC9|23508	920.7560000000001
TTF1|7270	286.5858	TTF1|7270	423.7401
TTF2|8458	237.4823	TTF2|8458	357.0955
TTK|7272	49.9963	TTK|7272	31.8302
TTLL11|158135	68.7449	TTLL11|158135	100.1326
TTLL12|23170	1029.6853	TTLL12|23170	875.6631
TTLL1|25809	251.1718	TTLL1|25809	175.0663
TTLL3|26140	206.7584	TTLL3|26140	613.7334
TTLL4|9654	307.4176	TTLL4|9654	658.4881
TTLL5|23093	622.2751	TTLL5|23093	818.6339999999999
TTLL7|79739	62.7929	TTLL7|79739	146.2202
TTLL9|164395	9.5231	TTLL9|164395	14.9204
TTL|150465	803.5116	TTL|150465	675.3979
TTN|7273	1118.8781	TTN|7273	234.38
TTPAL|79183	377.3529	TTPAL|79183	656.1671
lowly_expressed	lowly_expressed	TTPA|7274	9.2838
TTYH1|57348	34.8188	TTYH1|57348	260.9416
TTYH2|94015	291.151	TTYH2|94015	174.9271
TTYH3|80727	1657.6148	TTYH3|80727	494.3634
TUBA1A|7846	7413.5704	TUBA1A|7846	9695.0431
TUBA1B|10376	14445.3062	TUBA1B|10376	9009.7182
TUBA1C|84790	2573.618	TUBA1C|84790	1907.8249
TUBA3D|113457	14.8798	lowly_expressed	lowly_expressed
TUBA3E|112714	7.4399	lowly_expressed	lowly_expressed
TUBA4A|7277	479.4286	TUBA4A|7277	800.0663
TUBA4B|80086	5.6543	lowly_expressed	lowly_expressed
TUBA8|51807	79.4584	TUBA8|51807	48.0769
TUBAL3|79861	14.5822	TUBAL3|79861	12.931
TUBB1|81027	9.8207	TUBB1|81027	18.5676
TUBB2A|7280	1290.0826	TUBB2A|7280	1415.1194
TUBB2B|347733	99.3974	TUBB2B|347733	354.7745
TUBB2C|10383	5244.8479	TUBB2C|10383	3975.4642
TUBB3|10381	488.5916	TUBB3|10381	62.0027
TUBB4|10382	47.3179	TUBB4|10382	44.7613
TUBB6|84617	2210.404	TUBB6|84617	2515.4211
TUBBP5|643224	47.9131	TUBBP5|643224	63.3289
TUBB|203068	17007.9607	TUBB|203068	9342.8382
TUBD1|51174	111.0036	TUBD1|51174	228.1167
TUBE1|51175	143.7393	TUBE1|51175	331.565
TUBG1|7283	738.6355	TUBG1|7283	426.3926
TUBG2|27175	407.7078	TUBG2|27175	333.5544
TUBGCP2|10844	1255.5613	TUBGCP2|10844	1207.0093
TUBGCP3|10426	441.3362	TUBGCP3|10426	605.4377
TUBGCP4|27229	259.2069	TUBGCP4|27229	431.6976
TUBGCP5|114791	269.0276	TUBGCP5|114791	473.8064
TUBGCP6|85378	694.8888	TUBGCP6|85378	1255.305
TUB|7275	217.8409	TUB|7275	453.9125
TUFM|7284	4249.9814	TUFM|7284	2627.321
TUFT1|7286	1909.9769	TUFT1|7286	644.2308
TUG1|55000	3474.4439	TUG1|55000	5629.9735
TULP3|7289	785.6558	TULP3|7289	689.6552
TULP4|56995	825.2362	TULP4|56995	751.6578
TUSC1|286319	292.2402	TUSC1|286319	288.7931
TUSC2|11334	545.1975	TUSC2|11334	485.4111
TUSC3|7991	633.5838	TUSC3|7991	1088.1963
TUSC5|286753	440.741	TUSC5|286753	314.6552
TUT1|64852	500.8556	TUT1|64852	563.992
TWF1|5756	2005.8031	TWF1|5756	2322.6127
TWF2|11344	1125.8389	TWF2|11344	596.6313
TWIST1|7291	237.1847	TWIST1|7291	91.8435
TWIST2|117581	66.0665	TWIST2|117581	17.9045
TWISTNB|221830	415.1477	TWISTNB|221830	886.6048
TWSG1|57045	1514.1731	TWSG1|57045	1341.1804
lowly_expressed	lowly_expressed	TXK|7294	9.2838
TXLNA|200081	2110.8548	TXLNA|200081	2097.4801
TXLNB|167838	167.2495	TXLNB|167838	126.3263
TXLNG|55787	138.085	TXLNG|55787	379.9735
TXN2|25828	1690.648	TXN2|25828	1323.9389999999999
TXNDC11|51061	1177.8885	TXNDC11|51061	1118.7003
TXNDC12|51060	1435.0123	TXNDC12|51060	1132.9576
TXNDC15|79770	1210.6242	TXNDC15|79770	1313.9920000000002
TXNDC16|57544	327.059	TXNDC16|57544	540.7825
TXNDC17|84817	585.1469	TXNDC17|84817	362.5995
TXNDC3|51314	6.8447	lowly_expressed	lowly_expressed
TXNDC5|81567	7491.3325	TXNDC5|81567	5088.0405
lowly_expressed	lowly_expressed	TXNDC6|347736	10.6101
TXNDC9|10190	572.874	TXNDC9|10190	546.4191
TXNIP|10628	27566.9965	TXNIP|10628	43506.9629
TXNL1|9352	1433.5243	TXNL1|9352	1213.5279
TXNL4A|10907	641.0237	TXNL4A|10907	464.8541
TXNL4B|54957	143.4417	TXNL4B|54957	270.557
TXNRD1|7296	1423.406	TXNRD1|7296	1623.6737
TXNRD2|10587	546.0903	TXNRD2|10587	392.2414
TXNRD3IT1|645840	207.425	TXNRD3IT1|645840	284.1512
TXN|7295	1482.0326	TXN|7295	1632.9576
TYK2|7297	1244.8479	TYK2|7297	920.4244
TYMP|1890	1357.6371	TYMP|1890	308.0239
TYMS|7298	243.6009	TYMS|7298	72.626
TYRO3|7301	269.0276	TYRO3|7301	152.1883
TYROBP|7305	1019.2694	TYROBP|7305	204.24400000000003
TYSND1|219743	504.7244	TYSND1|219743	399.5358
TYW1B|441250	169.035	TYW1B|441250	265.9151
TYW1|55253	465.144	TYW1|55253	642.2414
TYW3|127253	479.0774	TYW3|127253	759.1943
U2AF1L4|199746	78.7174	U2AF1L4|199746	92.1817
U2AF1|7307	951.7149	U2AF1|7307	1390.2520000000002
U2AF2|11338	2332.2669	U2AF2|11338	2388.9257
UACA|55075	2261.7365	UACA|55075	2719.4959999999996
UAP1L1|91373	368.425	UAP1L1|91373	156.8302
UAP1|6675	2179.0045	UAP1|6675	1695.6233
UBA1|7317	9558.515	UBA1|7317	6356.1008
UBA2|10054	1856.7071	UBA2|10054	2452.5862
UBA3|9039	898.4451	UBA3|9039	1167.1088
UBA52|7311	9054.3858	UBA52|7311	5707.5597
UBA5|79876	633.5838	UBA5|79876	859.748
UBA6|55236	779.4063	UBA6|55236	1568.9655
UBA7|7318	1162.4135	UBA7|7318	741.3793
UBAC1|10422	600.253	UBAC1|10422	527.1883
UBAC2|337867	1450.3593	UBAC2|337867	1096.3694
UBAP1|51271	1458.82	UBAP1|51271	2439.9867
UBAP2L|9898	3853.2847	UBAP2L|9898	3060.6764
UBAP2|55833	847.8536	UBAP2|55833	1015.9151
UBASH3A|53347	7.1423	UBASH3A|53347	6.6313
UBASH3B|84959	94.0406	UBASH3B|84959	216.1804
UBB|7314	12739.8259	UBB|7314	8703.9125
UBC|7316	31942.2662	UBC|7316	43881.9629
UBD|10537	482.4046	UBD|10537	277.8515
UBE2A|7319	1140.6889	UBE2A|7319	1045.0928
UBE2B|7320	911.2417	UBE2B|7320	1443.9655
UBE2CBP|90025	41.6636	UBE2CBP|90025	51.06100000000001
UBE2C|11065	74.3992	UBE2C|11065	11.2732
UBE2D1|7321	310.6912	UBE2D1|7321	433.0239
UBE2D2|7322	1487.3893	UBE2D2|7322	1494.0318
UBE2D3|7323	4722.8629	UBE2D3|7323	6002.9841
UBE2D4|51619	306.5337	UBE2D4|51619	230.50400000000002
UBE2E1|7324	1025.5189	UBE2E1|7324	1281.4987
UBE2E2|7325	452.0497	UBE2E2|7325	381.6313
UBE2E3|10477	720.7797	UBE2E3|10477	1042.7719
UBE2F|140739	525.8537	UBE2F|140739	394.8143
UBE2G1|7326	1215.981	UBE2G1|7326	1607.7586
UBE2G2|7327	1108.8461	UBE2G2|7327	1693.3024
UBE2H|7328	1815.3411	UBE2H|7328	2122.0159
UBE2I|7329	1747.489	UBE2I|7329	1475.4642
UBE2J1|51465	1916.8217	UBE2J1|51465	2161.4721
UBE2J2|118424	635.0718	UBE2J2|118424	575.9284
UBE2K|3093	1704.6351	UBE2K|3093	2172.7454
UBE2L3|7332	1874.8605	UBE2L3|7332	1568.3024
UBE2L6|9246	2036.7532	UBE2L6|9246	876.9894
UBE2MP1|606551	80.3512	UBE2MP1|606551	56.0345
UBE2M|9040	727.6244	UBE2M|9040	535.809
lowly_expressed	lowly_expressed	UBE2NL|389898	6.9629
UBE2N|7334	1832.0065	UBE2N|7334	1841.8435
UBE2O|63893	799.9405	UBE2O|63893	861.4058
UBE2Q1|55585	2059.3706	UBE2Q1|55585	1437.3342
UBE2Q2P1|388165	6.8447	UBE2Q2P1|388165	36.1406
UBE2Q2|92912	1336.5077	UBE2Q2|92912	1242.7056
UBE2QL1|134111	83.3271	UBE2QL1|134111	47.4138
UBE2R2|54926	1890.0379	UBE2R2|54926	1469.496
UBE2S|27338	88.9815	UBE2S|27338	80.2387
UBE2T|29089	95.23100000000001	UBE2T|29089	28.5146
UBE2V1|7335	3110.7804	UBE2V1|7335	2244.1114
UBE2V2|7336	528.8297	UBE2V2|7336	676.3926
UBE2W|55284	574.362	UBE2W|55284	811.3395
UBE2Z|65264	2878.0597	UBE2Z|65264	2698.2759
UBE3A|7337	2018.0046	UBE3A|7337	2758.6207
UBE3B|89910	1360.6129999999998	UBE3B|89910	1537.4668
UBE3C|9690	1825.4594	UBE3C|9690	2512.5995
UBE4A|9354	1511.7923	UBE4A|9354	2157.1618
UBE4B|10277	1095.7518	UBE4B|10277	1380.305
UBFD1|56061	1696.8976	UBFD1|56061	1228.7798
UBIAD1|29914	554.7206	UBIAD1|29914	807.0292
UBL3|5412	1888.2524	UBL3|5412	2018.5676
UBL4A|8266	900.8258	UBL4A|8266	555.7029
UBL5|59286	1501.3764	UBL5|59286	1017.9045
UBL7|84993	920.4672	UBL7|84993	557.6923
UBLCP1|134510	477.9406	UBLCP1|134510	807.0292
UBN1|29855	1605.5353	UBN1|29855	1798.7401
UBN2|254048	474.3695	UBN2|254048	915.1194
UBOX5|22888	310.9888	UBOX5|22888	454.8906
UBP1|7342	1522.8034	UBP1|7342	2094.496
UBQLN1|29979	2797.7085	UBQLN1|29979	4076.9231
UBQLN2|29978	1468.0455	UBQLN2|29978	1503.6472
UBQLN4|56893	1529.0529	UBQLN4|56893	1221.817
UBQLNL|143630	6.2495	UBQLNL|143630	9.2838
UBR1|197131	936.5375	UBR1|197131	1342.5066
UBR2|23304	992.4857	UBR2|23304	1375.9947
UBR3|130507	1070.7537	UBR3|130507	1967.8382
UBR4|23352	3471.1703	UBR4|23352	5385.9416
UBR5|51366	2648.9101	UBR5|51366	4795.0928
UBR7|55148	1574.5852	UBR7|55148	1502.9841
UBTD1|80019	480.3214	UBTD1|80019	165.4509
UBTD2|92181	1307.9384	UBTD2|92181	1042.4403
UBTF|7343	3298.5641	UBTF|7343	2963.1963
UBXN10|127733	544.3047	UBXN10|127733	546.7507
UBXN11|91544	259.2069	UBXN11|91544	309.6817
UBXN1|51035	1593.9289999999999	UBXN1|51035	1520.2255
UBXN2A|165324	205.9371	UBXN2A|165324	393.8992
UBXN2B|137886	638.3454	UBXN2B|137886	884.2838
UBXN4|23190	2728.6659999999997	UBXN4|23190	4503.6472
UBXN6|80700	1607.0233	UBXN6|80700	1130.305
UBXN7|26043	306.5248	UBXN7|26043	578.5809
UBXN8|7993	223.4953	UBXN8|7993	121.3528
UCHL1|7345	211.5914	UCHL1|7345	35.4775
UCHL3|7347	268.1348	UCHL3|7347	326.2599
UCHL5|51377	491.273	UCHL5|51377	486.0643
UCK1|83549	528.8297	UCK1|83549	539.4562
UCK2|7371	271.4084	UCK2|7371	353.7798
lowly_expressed	lowly_expressed	UCKL1AS|100113386	7.7619
UCKL1|54963	281.2261	UCKL1|54963	414.4397
UCN2|90226	5.3567	UCN2|90226	6.9629
lowly_expressed	lowly_expressed	UCP1|7350	20.2255
UCP2|7351	2245.6662	UCP2|7351	1524.5358
UCP3|7352	21.7246	UCP3|7352	26.5252
UEVLD|55293	347.8908	UEVLD|55293	388.5942
UFC1|51506	3683.3569	UFC1|51506	1721.1538
UFD1L|7353	905.2898	UFD1L|7353	740.3647
UFM1|51569	1168.0679	UFM1|51569	1697.6127
UFSP1|402682	8.9279	UFSP1|402682	16.9098
UFSP2|55325	772.6627	UFSP2|55325	995.7560000000001
UGCG|7357	410.9813	UGCG|7357	415.1194
UGDH|7358	3566.6989	UGDH|7358	3656.8302
UGGT1|56886	1895.3947	UGGT1|56886	2273.2095
UGGT2|55757	415.4453	UGGT2|55757	591.1804
UGP2|7360	2867.6438	UGP2|7360	3346.1538
lowly_expressed	lowly_expressed	UGT2B10|7365	35.4775
UGT2B11|10720	249.1749	UGT2B11|10720	5105.0962
UGT2B15|7366	28.5693	UGT2B15|7366	78.9125
lowly_expressed	lowly_expressed	UGT2B28|54490	2952.2546
lowly_expressed	lowly_expressed	UGT2B7|7364	13.5942
UGT8|7368	17.5582	UGT8|7368	128.6472
UHMK1|127933	587.7539	UHMK1|127933	741.3793
UHRF1BP1L|23074	743.3971	UHRF1BP1L|23074	768.2361
UHRF1BP1|54887	543.1144	UHRF1BP1|54887	613.7268
UHRF1|29128	63.6857	UHRF1|29128	22.5464
UHRF2|115426	731.4932	UHRF2|115426	1127.6525
UIMC1|51720	355.0331	UIMC1|51720	764.9204
ULBP1|80329	11.0111	ULBP1|80329	15.9151
ULBP2|80328	21.1294	ULBP2|80328	13.9257
ULBP3|79465	7.1423	ULBP3|79465	40.1194
ULK1|8408	1104.0845	ULK1|8408	803.382
ULK2|9706	552.935	ULK2|9706	776.1936
ULK3|25989	431.8131	ULK3|25989	430.7029
ULK4|54986	122.6099	ULK4|54986	153.5146
UMPS|7372	608.5857	UMPS|7372	666.1141
UNC119B|84747	594.5986	UNC119B|84747	1357.7586
UNC119|9094	402.6486	UNC119|9094	365.0531
UNC13A|23025	14.8798	lowly_expressed	lowly_expressed
UNC13B|10497	1176.6982	UNC13B|10497	1250.0
lowly_expressed	lowly_expressed	UNC13C|440279	11.2732
UNC13D|201294	198.4971	UNC13D|201294	169.4297
UNC45A|55898	2204.5979	UNC45A|55898	1880.305
UNC45B|146862	8.6303	lowly_expressed	lowly_expressed
UNC50|25972	616.9184	UNC50|25972	651.1936
UNC5A|90249	243.4343	UNC5A|90249	60.3448
UNC5B|219699	3715.4974	UNC5B|219699	555.7029
lowly_expressed	lowly_expressed	UNC5CL|222643	27.2182
UNC5C|8633	143.4417	UNC5C|8633	329.244
UNC93B1|81622	480.3214	UNC93B1|81622	325.9284
UNG|7374	800.5357	UNG|7374	679.3767
UNKL|64718	261.5877	UNKL|64718	295.7659
UNK|85451	469.6079	UNK|85451	758.2891
UPF0639|400224	8.3327	UPF0639|400224	12.2679
UPF1|5976	2494.7549	UPF1|5976	2745.3581
UPF2|26019	753.813	UPF2|26019	1595.4907
UPF3A|65110	384.7928	UPF3A|65110	708.8859
UPF3B|65109	119.3364	UPF3B|65109	314.9867
UPK3BL|100134938	270.6197	UPK3BL|100134938	87.4735
UPP1|7378	230.6376	UPP1|7378	85.2122
UPRT|139596	310.3936	UPRT|139596	331.2334
UQCC|55245	579.1236	UQCC|55245	607.4271
UQCR10|29796	1114.5004	UQCR10|29796	650.1989
UQCR11|10975	993.0809	UQCR11|10975	586.5385
UQCRB|7381	2586.7123	UQCRB|7381	2355.7692
UQCRC1|7384	2694.74	UQCRC1|7384	1971.817
UQCRC2|7385	3847.0352	UQCRC2|7385	3465.1857
UQCRFS1|7386	1210.029	UQCRFS1|7386	1255.6366
UQCRHL|440567	301.1681	UQCRHL|440567	230.1061
UQCRH|7388	1177.2934	UQCRH|7388	863.3952
UQCRQ|27089	1750.7626	UQCRQ|27089	779.8408
URB1|9875	922.1159	URB1|9875	1512.7752
URB2|9816	367.5322	URB2|9816	642.5729
URGCP|55665	811.8444	URGCP|55665	1051.3926
URM1|81605	1193.9588	URM1|81605	693.9655
UROD|7389	1440.0714	UROD|7389	953.9125
UROS|7390	607.3953	UROS|7390	340.5172
USE1|55850	278.2531	USE1|55850	194.6286
USF1|7391	878.2085	USF1|7391	495.6897
USF2|7392	1650.1748	USF2|7392	1293.435
lowly_expressed	lowly_expressed	USH2A|7399	8.6207
USHBP1|83878	169.035	USHBP1|83878	97.1485
USMG5|84833	491.3325	USMG5|84833	382.2944
USO1|8615	2009.6719	USO1|8615	2365.7162
USP10|9100	1408.8237	USP10|9100	1894.5623
USP11|8237	1754.3338	USP11|8237	2141.9098
