gene_id	TCGA-BH-A0DL-01A-11R-A115-07	gene_id	TCGA-BH-A0DL-11A-13R-A115-07
TAF9|6880	1084.6232	TAF9|6880	884.6881
TAGAP|117289	239.3453	TAGAP|117289	273.1569
TAGLN2|8407	23928.3508	TAGLN2|8407	7942.029
TAGLN|6876	1379.2619	TAGLN|6876	21006.8431
TAL1|6886	23.7801	TAL1|6886	207.9395
TALDO1|6888	3071.3403	TALDO1|6888	1793.3207
TANC1|85461	1185.9172	TANC1|85461	1915.2489
TANC2|26115	1069.7962	TANC2|26115	793.9509
TANK|10010	1758.4929	TANK|10010	1858.8532
TAOK1|57551	244.5954	TAOK1|57551	921.5501
TAOK2|9344	1358.5547	TAOK2|9344	1616.8872
TAOK3|51347	869.055	TAOK3|51347	1195.6522
TAP1|6890	6376.7758	TAP1|6890	2620.3529
TAP2|6891	2707.7795	TAP2|6891	1756.2445
TAPBPL|55080	3431.6275	TAPBPL|55080	937.133
TAPBP|6892	5334.1569	TAPBP|6892	3872.0857
TAPT1|202018	502.1618	TAPT1|202018	718.3365
TARBP1|6894	947.1896	TARBP1|6894	837.7442
TARBP2|6895	282.8907	TARBP2|6895	325.7719
TARDBP|23435	4755.0957	TARDBP|23435	3515.7529999999997
TARP|445347	10.1915	TARP|445347	14.4928
TARS2|80222	937.9246	TARS2|80222	458.4121
TARSL2|123283	295.5528	TARSL2|123283	327.9773
TARS|6897	1989.8085	TARS|6897	1382.7977
lowly_expressed	lowly_expressed	TAS1R1|80835	6.9313
TAS1R3|83756	11.7356	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TAS2R10|50839	8.1916
TAS2R14|50840	6.9981	TAS2R14|50840	11.5816
TAS2R20|259295	20.0741	TAS2R20|259295	30.8759
lowly_expressed	lowly_expressed	TAS2R3|50831	5.041
lowly_expressed	lowly_expressed	TAS2R4|50832	10.397
TAS2R5|54429	11.118	TAS2R5|54429	22.0542
TASP1|55617	226.3743	TASP1|55617	229.9937
TATDN1|83940	560.5312	TATDN1|83940	353.1474
TATDN2|9797	1067.9432	TATDN2|9797	1427.5362
TATDN3|128387	402.1001	TATDN3|128387	255.1985
lowly_expressed	lowly_expressed	TAT|6898	633.2703
TAX1BP1|8887	3170.1668	TAX1BP1|8887	3236.925
TAX1BP3|30851	1844.6356	TAX1BP3|30851	1784.3982
TAZ|6901	811.2044	TAZ|6901	278.5129
TBC1D10A|83874	759.4287	TBC1D10A|83874	468.1317
TBC1D10B|26000	1480.5435	TBC1D10B|26000	1005.041
TBC1D10C|374403	178.5053	TBC1D10C|374403	149.9685
TBC1D12|23232	168.3138	TBC1D12|23232	500.9452
TBC1D13|54662	609.6356	TBC1D13|54662	1180.5293
TBC1D14|57533	3359.1723	TBC1D14|57533	2371.4556
TBC1D15|64786	773.9345	TBC1D15|64786	1271.8967
TBC1D16|125058	361.64300000000003	TBC1D16|125058	778.5129
TBC1D17|79735	478.32	TBC1D17|79735	866.7612
TBC1D19|55296	121.0624	TBC1D19|55296	147.13299999999998
TBC1D1|23216	1197.0352	TBC1D1|23216	1519.5337
TBC1D20|128637	1385.7319	TBC1D20|128637	1451.4808
TBC1D22A|25771	214.021	TBC1D22A|25771	362.0038
TBC1D22B|55633	398.5825	TBC1D22B|55633	382.574
TBC1D23|55773	1039.5306	TBC1D23|55773	900.4411
TBC1D24|57465	739.0364	TBC1D24|57465	365.1638
TBC1D25|4943	206.9179	TBC1D25|4943	426.276
TBC1D2B|23102	1156.5781	TBC1D2B|23102	2425.0158
TBC1D2|55357	911.9827	TBC1D2|55357	330.1827
TBC1D3B|414059	147.9308	TBC1D3B|414059	98.9288
TBC1D3C|414060	83.3848	TBC1D3C|414060	42.8481
TBC1D3G|654341	18.2211	lowly_expressed	lowly_expressed
TBC1D3H|729877	19.7653	TBC1D3H|729877	11.0271
TBC1D3|729873	411.0994	TBC1D3|729873	261.1059
TBC1D4|9882	781.0377	TBC1D4|9882	2727.1582
TBC1D5|9779	987.6467	TBC1D5|9779	2011.9723
TBC1D7|51256	377.3935	TBC1D7|51256	158.1601
TBC1D8B|54885	270.8462	TBC1D8B|54885	307.1834
TBC1D8|11138	1307.2884	TBC1D8|11138	951.7958
TBC1D9B|23061	3810.9944	TBC1D9B|23061	3604.2848
TBC1D9|23158	496.29400000000004	TBC1D9|23158	4862.0038
TBCA|6902	1310.0679	TBCA|6902	945.4946
TBCB|1155	661.1489	TBCB|1155	643.9824
TBCCD1|55171	302.9648	TBCCD1|55171	295.5261
TBCC|6903	365.0401	TBCC|6903	436.98800000000006
TBCD|6904	581.3311	TBCD|6904	1299.2848
TBCEL|219899	294.3175	TBCEL|219899	494.3289
TBCE|6905	590.4941	TBCE|6905	255.8129
TBCK|93627	608.3663	TBCK|93627	621.8526
TBK1|29110	603.1501	TBK1|29110	722.1172
TBKBP1|9755	185.6084	TBKBP1|9755	343.1002
TBL1XR1|79718	8001.853	TBL1XR1|79718	3387.8387
TBL1X|6907	194.5645	TBL1X|6907	1062.6969
TBL2|26608	924.6448	TBL2|26608	607.1204
TBL3|10607	1134.9599	TBL3|10607	662.8859
TBPL1|9519	252.3162	TBPL1|9519	247.0069
TBP|6908	269.9197	TBP|6908	254.5684
TBRG1|84897	475.7721	TBRG1|84897	1182.7347
TBRG4|9238	1292.4645	TBRG4|9238	676.4335
TBX15|6913	29.0303	TBX15|6913	319.1556
TBX18|9096	12.3533	TBX18|9096	233.4594
TBX19|9095	134.9722	TBX19|9095	108.4499
TBX1|6899	40.1482	TBX1|6899	66.7927
TBX21|30009	42.0012	TBX21|30009	29.9307
TBX2|6909	51.2662	TBX2|6909	301.5123
TBX3|6926	448.1161	TBX3|6926	1929.7417
TBX5|6910	24.7066	TBX5|6910	103.0246
TBX6|6911	71.3403	TBX6|6911	31.506
TBXA2R|6915	20.383	TBXA2R|6915	24.2596
TBXAS1|6916	366.5843	TBXAS1|6916	212.0353
TC2N|123036	3945.0278	TC2N|123036	2510.397
TCAM1P|146771	175.7258	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TCAP|8557	12.2873
TCEA1|6917	2626.3125	TCEA1|6917	1211.0901
TCEA2|6919	183.1377	TCEA2|6919	313.7996
TCEA3|6920	1306.362	TCEA3|6920	496.8494
TCEAL1|9338	218.9623	TCEAL1|9338	522.6843
lowly_expressed	lowly_expressed	TCEAL2|140597	124.4486
TCEAL3|85012	128.1655	TCEAL3|85012	564.5873
TCEAL4|79921	1483.3229999999999	TCEAL4|79921	2787.0195
lowly_expressed	lowly_expressed	TCEAL5|340543	72.4638
TCEAL6|158931	9.8826	TCEAL6|158931	25.5198
TCEAL7|56849	10.8091	TCEAL7|56849	152.489
TCEAL8|90843	840.3335	TCEAL8|90843	1094.2029
TCEANC|170082	29.9568	TCEANC|170082	63.9572
TCEB1|6921	1117.0476	TCEB1|6921	344.0454
TCEB2|6923	1483.3229999999999	TCEB2|6923	741.966
TCEB3|6924	2338.3694	TCEB3|6924	1397.3472
TCERG1L|256536	9.265	lowly_expressed	lowly_expressed
TCERG1|10915	1346.5102	TCERG1|10915	1127.9143
TCF12|6938	1510.5003	TCF12|6938	2070.8885
TCF15|6939	19.4565	TCF15|6939	22.6843
TCF19|6941	1062.3842	TCF19|6941	321.6761
TCF20|6942	3393.1439	TCF20|6942	1328.9225
lowly_expressed	lowly_expressed	TCF21|6943	7.5614
TCF25|22980	1881.0994	TCF25|22980	2145.2426
TCF3|6929	982.0877	TCF3|6929	1001.5753
TCF4|6925	1377.0846	TCF4|6925	3706.0491
TCF7L1|83439	130.945	TCF7L1|83439	1269.6912
TCF7L2|6934	908.5855	TCF7L2|6934	1238.8154
TCF7|6932	233.1686	TCF7|6932	936.988
TCFL5|10732	558.6782	TCFL5|10732	366.7297
TCHHL1|126637	8.0296	lowly_expressed	lowly_expressed
TCHH|7062	57.4429	TCHH|7062	6.3012
TCHP|84260	398.7276	TCHP|84260	448.3963
TCIRG1|10312	2231.6245	TCIRG1|10312	686.5154
TCL1A|8115	26.8684	TCL1A|8115	25.8349
TCN1|6947	2019.1476	TCN1|6947	160.6805
TCN2|6948	484.8672	TCN2|6948	1068.683
TCOF1|6949	1617.9741	TCOF1|6949	1090.7372
TCP10L|140290	16.0068	TCP10L|140290	18.765
TCP11L1|55346	117.09700000000001	TCP11L1|55346	259.9244
TCP11L2|255394	177.2699	TCP11L2|255394	342.4701
TCP1|6950	4215.9512	TCP1|6950	3345.8255
TCTA|6988	597.5911	TCTA|6988	705.419
TCTE3|6991	42.3101	TCTE3|6991	69.3132
TCTEX1D1|200132	13.8975	TCTEX1D1|200132	17.3283
TCTEX1D2|255758	85.8555	TCTEX1D2|255758	66.7927
TCTN1|79600	187.4243	TCTN1|79600	552.8639
TCTN2|79867	232.551	TCTN2|79867	410.523
TCTN3|26123	772.3904	TCTN3|26123	1192.8166
TDG|6996	556.2075	TDG|6996	382.1676
TDO2|6999	389.7468	TDO2|6999	17.3283
TDP1|55775	492.2792	TDP1|55775	386.5784
TDP2|51567	771.155	TDP2|51567	787.0195
lowly_expressed	lowly_expressed	TDRD10|126668	71.8336
TDRD1|56165	390.0556	TDRD1|56165	15.753
TDRD3|81550	197.6529	TDRD3|81550	419.0296
lowly_expressed	lowly_expressed	TDRD5|163589	114.9968
TDRD6|221400	6.7943	TDRD6|221400	57.0258
TDRD7|23424	647.622	TDRD7|23424	418.7146
lowly_expressed	lowly_expressed	TDRD9|122402	23.9445
TDRKH|11022	1310.3768	TDRKH|11022	322.6213
TEAD1|7003	560.5312	TEAD1|7003	2912.4134
TEAD2|8463	624.4595	TEAD2|8463	916.5091
TEAD3|7005	899.6294	TEAD3|7005	893.1947
TEAD4|7004	286.2878	TEAD4|7004	182.1046
TECPR1|25851	335.0834	TECPR1|25851	388.7839
TECPR2|9895	607.1649	TECPR2|9895	1216.4461
TECR|9524	2240.5806	TECR|9524	1096.4083
TECTA|7007	6.1767	TECTA|7007	22.0542
TEC|7006	51.2662	TEC|7006	49.4644
TEF|7008	451.2044	TEF|7008	821.046
lowly_expressed	lowly_expressed	TEKT2|27285	13.2325
lowly_expressed	lowly_expressed	TEKT3|64518	10.712
lowly_expressed	lowly_expressed	TEKT4|150483	5.356
TEK|7010	115.8122	TEK|7010	893.8248
TELO2|9894	857.6282	TELO2|9894	481.0964
TENC1|23371	305.1266	TENC1|23371	3228.4184
TEP1|7011	1170.1668	TEP1|7011	1308.1285
lowly_expressed	lowly_expressed	TEPP|374739	6.3012
TERF1|7013	664.9166	TERF1|7013	568.9981
TERF2IP|54386	1588.0173	TERF2IP|54386	1625.7089
TERF2|7014	795.8616	TERF2|7014	647.133
TESC|54997	13.8975	TESC|54997	109.9559
TESK1|7016	490.735	TESK1|7016	768.431
TESK2|10420	400.8647	TESK2|10420	241.96599999999998
TES|26136	1415.5775	TES|26136	2154.3352
TET1|80312	24.7066	TET1|80312	95.1481
TET2|54790	976.5287	TET2|54790	1028.3554
TET3|200424	1898.7029	TET3|200424	701.6383
TEX101|83639	15.4416	lowly_expressed	lowly_expressed
TEX10|54881	361.0253	TEX10|54881	418.0844
lowly_expressed	lowly_expressed	TEX14|56155	8.8217
TEX261|113419	2417.2329	TEX261|113419	2420.6049
TEX264|51368	651.6368	TEX264|51368	704.7889
TEX2|55852	1201.3589	TEX2|55852	2249.2124
TEX9|374618	183.7554	TEX9|374618	86.6415
TFAM|7019	547.5602	TFAM|7019	621.9282
TFAP2A|7020	717.3471	TFAP2A|7020	1295.1512
TFAP2B|7021	53.7369	TFAP2B|7021	855.7026
TFAP2C|7022	3226.6831	TFAP2C|7022	1592.9427
TFAP2E|339488	119.4317	TFAP2E|339488	19.644000000000002
TFAP4|7023	341.26	TFAP4|7023	242.5961
TFB1M|51106	109.0179	TFB1M|51106	136.1059
TFB2M|64216	443.4836	TFB2M|64216	308.7587
TFCP2L1|29842	2148.2397	TFCP2L1|29842	794.581
TFCP2|7024	755.0957	TFCP2|7024	761.8147
TFDP1|7027	2064.5460000000003	TFDP1|7027	1346.2508
TFDP2|7029	454.9104	TFDP2|7029	319.1556
lowly_expressed	lowly_expressed	TFDP3|51270	7.5614
TFE3|7030	808.8326	TFE3|7030	1682.1046
TFEB|7942	350.8338	TFEB|7942	386.8935
TFEC|22797	405.8061	TFEC|22797	211.0901
lowly_expressed	lowly_expressed	TFF1|7031	155.3245
lowly_expressed	lowly_expressed	TFF3|7033	281.9786
TFG|10342	3024.3978	TFG|10342	1682.1046
TFIP11|24144	1337.1093	TFIP11|24144	843.4625
TFPI2|7980	22.8536	TFPI2|7980	212.6654
TFPI|7035	158.1223	TFPI|7035	1866.4146
TFPT|29844	192.9895	TFPT|29844	186.8872
TFR2|7036	42.9277	TFR2|7036	5.356
TFRC|7037	5136.504	TFRC|7037	1442.344
TF|7018	36.4422	TF|7018	1667.9269
TGDS|23483	132.1804	TGDS|23483	218.3365
TGFA|7039	1209.6973	TGFA|7039	239.7606
TGFB1I1|7041	116.7387	TGFB1I1|7041	1081.6005
TGFB1|7040	1019.4565	TGFB1|7040	756.4587
TGFB2|7042	36.1334	TGFB2|7042	719.2817
TGFB3|7043	201.3589	TGFB3|7043	707.3094
TGFBI|7045	3262.5077	TGFBI|7045	2510.712
TGFBR1|7046	974.0581	TGFBR1|7046	1614.9968
TGFBR2|7048	1206.3002	TGFBR2|7048	12348.1411
TGFBR3|7049	76.2817	TGFBR3|7049	5415.2489
TGFBRAP1|9392	314.3916	TGFBRAP1|9392	393.5098
TGIF1|7050	1856.7017	TGIF1|7050	1042.218
TGIF2|60436	312.8196	TGIF2|60436	671.1563
TGM1|7051	659.0488	TGM1|7051	29.3006
TGM2|7052	1638.9747	TGM2|7052	1507.2464
TGM5|9333	294.0086	TGM5|9333	14.1777
TGOLN2|10618	5683.7554	TGOLN2|10618	8211.0901
TGS1|96764	1024.3978	TGS1|96764	600.189
TG|7038	38.6041	TG|7038	10.0819
TH1L|51497	2110.2532	TH1L|51497	1413.0435
THADA|63892	923.4095	THADA|63892	1096.0933
THAP10|56906	77.8258	THAP10|56906	61.4367
THAP11|57215	831.9951	THAP11|57215	627.9143
THAP1|55145	280.7288	THAP1|55145	266.2256
THAP2|83591	126.0037	THAP2|83591	188.0907
THAP3|90326	318.5732	THAP3|90326	230.2993
THAP4|51078	976.8376	THAP4|51078	694.0769
THAP5|168451	537.3687	THAP5|168451	648.0781
THAP6|152815	215.2563	THAP6|152815	351.6068
THAP7|80764	205.3088	THAP7|80764	182.4197
THAP8|199745	131.2539	THAP8|199745	93.5728
THAP9|79725	77.8258	THAP9|79725	149.9685
THBD|7056	2163.3725	THBD|7056	625.7089
THBS1|7057	1551.8839	THBS1|7057	8140.5167
THBS2|7058	1569.4873	THBS2|7058	6082.8607
THBS3|7059	680.4293	THBS3|7059	956.9534
THBS4|7060	29.0303	THBS4|7060	358.2231
THEG|51298	10.1915	lowly_expressed	lowly_expressed
THEM4|117145	356.7017	THEM4|117145	346.2508
THEM5|284486	25.0154	THEM5|284486	5.041
THEMIS|387357	38.9129	THEMIS|387357	76.8746
THG1L|54974	191.7851	THG1L|54974	196.2823
THNSL1|79896	171.7109	THNSL1|79896	246.6919
THNSL2|55258	571.9580000000001	THNSL2|55258	791.1153
THOC1|9984	936.0716	THOC1|9984	494.644
THOC2|57187	2130.3274	THOC2|57187	1574.9842
THOC3|84321	1566.0902	THOC3|84321	607.7505
THOC4|10189	1056.5164	THOC4|10189	483.9319
THOC5|8563	927.1155	THOC5|8563	598.9288
THOC6|79228	561.7696	THOC6|79228	300.7183
THOC7|80145	573.1933	THOC7|80145	719.9118
THOP1|7064	409.2032	THOP1|7064	356.0176
lowly_expressed	lowly_expressed	THPO|7066	10.712
THRAP3|9967	4557.134	THRAP3|9967	3889.414
THRA|7067	366.57199999999995	THRA|7067	1100.8601
THRB|7068	395.9234	THRB|7068	1486.7675
lowly_expressed	lowly_expressed	THRSP|7069	574.6692
THSD1P1|374500	72.5757	THSD1P1|374500	158.7902
THSD1|55901	58.986999999999995	THSD1|55901	289.8551
THSD4|79875	99.1353	THSD4|79875	1677.3787
THSD7A|221981	28.4126	THSD7A|221981	246.3768
THSD7B|80731	5.2502	THSD7B|80731	83.1758
THTPA|79178	390.0556	THTPA|79178	357.5929
THUMPD1|55623	1058.3694	THUMPD1|55623	1926.9061
THUMPD2|80745	349.5985	THUMPD2|80745	195.3371
THUMPD3|25917	651.9456	THUMPD3|25917	773.472
THY1|7070	1171.0933	THY1|7070	2595.4631
THYN1|29087	493.2057	THYN1|29087	733.1443
TIA1|7072	2389.1291	TIA1|7072	2284.1839999999997
TIAF1|9220	350.3305	TIAF1|9220	339.8047
TIAL1|7073	1454.9104	TIAL1|7073	1425.3308
TIAM1|7074	844.6572	TIAM1|7074	367.0447
TIAM2|26230	34.8641	TIAM2|26230	200.6585
TICAM1|148022	500.9265	TICAM1|148022	348.7713
TICAM2|353376	47.3255	TICAM2|353376	179.4423
TIE1|7075	171.4021	TIE1|7075	1422.1802
TIFAB|497189	52.8104	TIFAB|497189	22.6843
TIFA|92610	768.0667	TIFA|92610	558.9162
TIGD1|200765	280.1112	TIGD1|200765	94.51799999999999
TIGD2|166815	249.2279	TIGD2|166815	273.78700000000003
TIGD3|220359	5.8678	TIGD3|220359	5.6711
TIGD4|201798	8.3385	TIGD4|201798	15.1229
TIGD5|84948	375.2316	TIGD5|84948	112.7914
TIGD6|81789	147.0043	TIGD6|81789	234.4045
TIGD7|91151	465.2224	TIGD7|91151	287.4512
TIGIT|201633	147.9308	TIGIT|201633	85.3812
TIMD4|91937	6.7943	TIMD4|91937	7.5614
TIMELESS|8914	1187.4614	TIMELESS|8914	492.4386
TIMM10|26519	651.6368	TIMM10|26519	263.7051
TIMM13|26517	610.5621	TIMM13|26517	537.489
TIMM16|51025	116.3218	TIMM16|51025	71.443
TIMM17A|10440	1694.2557	TIMM17A|10440	667.2968
TIMM17B|10245	324.8919	TIMM17B|10245	270.6364
TIMM22|29928	338.4805	TIMM22|29928	390.3592
TIMM44|10469	594.8116	TIMM44|10469	389.414
TIMM50|92609	432.9833	TIMM50|92609	481.7265
TIMM8A|1678	312.2298	TIMM8A|1678	103.9698
TIMM8B|26521	660.2841	TIMM8B|26521	364.8393
TIMM9|26520	536.4422	TIMM9|26520	474.7952
TIMP1|7076	2613.3416	TIMP1|7076	3297.1014
TIMP2|7077	3104.3854	TIMP2|7077	15560.4915
TIMP3|7078	3886.6584	TIMP3|7078	22940.7687
lowly_expressed	lowly_expressed	TIMP4|7079	549.1493
TINAGL1|64129	3747.6838	TINAGL1|64129	2640.5167
TINF2|26277	1310.0679	TINF2|26277	1160.3655
TIPARP|25976	1643.2489	TIPARP|25976	841.1342
TIPIN|54962	252.0074	TIPIN|54962	79.08
TIPRL|261726	1259.4194	TIPRL|261726	897.9206
TIRAP|114609	251.0809	TIRAP|114609	239.4455
TJAP1|93643	338.7894	TJAP1|93643	532.7662
TJP1|7082	2878.9376	TJP1|7082	3391.6194
TJP2|9414	2066.399	TJP2|9414	2099.2439
TJP3|27134	206.3002	TJP3|27134	402.0164
TK1|7083	1106.8561	TK1|7083	136.4209
TK2|7084	553.7369	TK2|7084	1312.8544
lowly_expressed	lowly_expressed	TKTL1|8277	5.356
TKT|7086	3458.6164	TKT|7086	3067.1078
TLCD1|116238	218.0358	TLCD1|116238	37.8072
TLE1|7088	233.1686	TLE1|7088	941.7139
TLE2|7089	17.6035	TLE2|7089	934.4675
TLE3|7090	4238.1099	TLE3|7090	1447.7001
TLE4|7091	369.9815	TLE4|7091	952.426
lowly_expressed	lowly_expressed	TLE6|79816	33.3963
TLK1|9874	1286.2878	TLK1|9874	1630.7498
TLK2|11011	658.1223	TLK2|11011	592.9427
TLL1|7092	34.2804	TLL1|7092	318.2105
lowly_expressed	lowly_expressed	TLL2|7093	5.6711
TLN1|7094	4224.2125	TLN1|7094	12870.1953
TLN2|83660	1134.0117	TLN2|83660	2118.7713
TLR10|81793	68.252	TLR10|81793	85.3812
TLR1|7096	547.8691	TLR1|7096	317.2653
TLR2|7097	3179.1229	TLR2|7097	844.6755
TLR3|7098	301.7295	TLR3|7098	450.8507
TLR4|7099	554.9722	TLR4|7099	916.8242
TLR5|7100	916.6152	TLR5|7100	430.0567
TLR6|10333	169.8579	TLR6|10333	65.2174
TLR7|51284	209.6973	TLR7|51284	217.7064
TLR8|51311	351.1427	TLR8|51311	73.4089
TLR9|54106	31.3836	TLR9|54106	31.4493
TM2D1|83941	657.1958	TM2D1|83941	316.6352
TM2D2|83877	576.8993	TM2D2|83877	901.0712
TM2D3|80213	1145.769	TM2D3|80213	797.4165
TM4SF18|116441	28.7214	TM4SF18|116441	505.356
TM4SF19|116211	58.8882	TM4SF19|116211	9.6975
TM4SF1|4071	11802.656	TM4SF1|4071	5793.0057
TM6SF1|53346	139.5923	TM6SF1|53346	182.1046
TM6SF2|53345	7.0754	TM6SF2|53345	7.8765
TM7SF2|7108	411.6739	TM7SF2|7108	288.5948
TM7SF3|51768	2400.8647	TM7SF3|51768	1536.862
TM7SF4|81501	58.6782	lowly_expressed	lowly_expressed
TM9SF1|10548	1706.3712	TM9SF1|10548	1501.7769
TM9SF2|9375	2560.5312	TM9SF2|9375	4131.695
TM9SF3|56889	4747.6838	TM9SF3|56889	6369.8803
TM9SF4|9777	3648.8573	TM9SF4|9777	1847.1960000000001
TMBIM1|64114	10802.0383	TMBIM1|64114	4862.0038
TMBIM4|51643	718.7708	TMBIM4|51643	1131.0901
TMBIM6|7009	12706.608999999999	TMBIM6|7009	16597.9836
lowly_expressed	lowly_expressed	TMC2|117532	11.6572
lowly_expressed	lowly_expressed	TMC3|342125	8.8217
TMC4|147798	138.0482	TMC4|147798	970.6994
TMC5|79838	480.8524	TMC5|79838	426.9061
TMC6|11322	790.3027	TMC6|11322	558.9162
TMC7|79905	50.6485	TMC7|79905	82.2306
TMC8|147138	415.07099999999997	TMC8|147138	382.4827
TMCC1|23023	986.4114	TMCC1|23023	917.1393
TMCC2|9911	994.441	TMCC2|9911	62.6969
TMCC3|57458	371.5256	TMCC3|57458	623.8185
TMCO1|54499	3057.134	TMCO1|54499	1797.4165
TMCO3|55002	469.4256	TMCO3|55002	1246.0618
TMCO4|255104	620.1359	TMCO4|255104	760.5545
TMCO6|55374	265.9049	TMCO6|55374	203.2136
TMCO7|79613	344.0395	TMCO7|79613	384.37300000000005
TMED10P1|286102	65.7813	TMED10P1|286102	67.1078
TMED10|10972	9401.4824	TMED10|10972	8403.9067
TMED1|11018	531.6553	TMED1|11018	432.2401
TMED2|10959	6188.3879	TMED2|10959	5264.6503
TMED3|23423	4326.7449	TMED3|23423	1464.3982
TMED4|222068	1189.9321	TMED4|222068	856.3327
TMED5|50999	1769.9197	TMED5|50999	1754.5589
lowly_expressed	lowly_expressed	TMED6|146456	5.041
TMED7-TICAM2|100302736	264.0334	TMED7-TICAM2|100302736	125.2205
TMED7|51014	1774.4966	TMED7|51014	2473.2168
TMED8|283578	379.2464	TMED8|283578	412.4134
TMED9|54732	4399.9382	TMED9|54732	2395.7152
TMEFF1|8577	41.8283	TMEFF1|8577	53.4373
TMEM100|55273	5.2502	TMEM100|55273	350.9767
TMEM101|84336	108.0914	TMEM101|84336	628.5444
TMEM102|284114	193.3292	TMEM102|284114	171.0775
TMEM104|54868	578.1347	TMEM104|54868	412.4134
TMEM105|284186	33.0451	TMEM105|284186	13.8626
TMEM106A|113277	168.9314	TMEM106A|113277	188.4058
TMEM106B|54664	1323.0389	TMEM106B|54664	1900.126
TMEM106C|79022	1725.139	TMEM106C|79022	1034.9716
TMEM107|84314	142.3718	TMEM107|84314	207.6244
TMEM108|66000	109.6356	TMEM108|66000	71.5186
TMEM109|79073	2009.8826	TMEM109|79073	3009.7669
TMEM110|375346	209.6973	TMEM110|375346	266.7454
TMEM111|55831	729.4626	TMEM111|55831	898.2357
TMEM115|11070	586.4731	TMEM115|11070	927.2212
TMEM116|89894	203.8295	TMEM116|89894	210.46
TMEM117|84216	271.155	TMEM117|84216	144.6125
TMEM119|338773	446.57199999999995	TMEM119|338773	910.8381
TMEM11|8834	355.1575	TMEM11|8834	367.6749
TMEM120A|83862	504.9413	TMEM120A|83862	566.7927
TMEM120B|144404	206.4268	TMEM120B|144404	464.3888
TMEM121|80757	5.2502	TMEM121|80757	45.9987
TMEM123|114908	15196.4175	TMEM123|114908	7342.7851
TMEM125|128218	197.34400000000002	TMEM125|128218	217.7064
TMEM126A|84233	219.58	TMEM126A|84233	201.0082
TMEM126B|55863	362.5695	TMEM126B|55863	453.0561
TMEM127|55654	2526.5596	TMEM127|55654	2579.08
TMEM128|85013	700.1235	TMEM128|85013	570.2583
TMEM129|92305	1051.2662	TMEM129|92305	857.908
TMEM130|222865	9.8826	TMEM130|222865	43.4783
TMEM131|23505	1590.4879999999998	TMEM131|23505	1792.6906
TMEM132A|54972	1504.0148	TMEM132A|54972	475.7404
lowly_expressed	lowly_expressed	TMEM132B|114795	13.5476
lowly_expressed	lowly_expressed	TMEM132C|92293	469.1241
lowly_expressed	lowly_expressed	TMEM132E|124842	6.6163
TMEM133|83935	27.1773	TMEM133|83935	127.2842
TMEM134|80194	1218.0358	TMEM134|80194	321.6761
TMEM135|65084	240.8894	TMEM135|65084	745.4316
TMEM136|219902	38.6041	TMEM136|219902	235.6648
TMEM138|51524	668.6226	TMEM138|51524	491.8084
lowly_expressed	lowly_expressed	TMEM139|135932	274.1021
TMEM140|55281	570.8555	TMEM140|55281	1169.8645
TMEM141|85014	837.2452	TMEM141|85014	471.9597
TMEM143|55260	102.8413	TMEM143|55260	132.6402
TMEM144|55314	167.6961	TMEM144|55314	580.3403
TMEM145|284339	14.2063	lowly_expressed	lowly_expressed
TMEM147|10430	1117.3564	TMEM147|10430	781.9786
TMEM149|79713	288.5207	TMEM149|79713	126.1153
TMEM14A|28978	231.9333	TMEM14A|28978	333.3333
TMEM14B|81853	474.9846	TMEM14B|81853	531.821
TMEM14C|51522	915.9975	TMEM14C|51522	1526.7801
TMEM150A|129303	368.4373	TMEM150A|129303	323.8815
TMEM150B|284417	45.3984	TMEM150B|284417	18.9036
TMEM150C|441027	26.8684	TMEM150C|441027	339.6345
TMEM151B|441151	9.9444	TMEM151B|441151	18.6169
TMEM154|201799	635.5775	TMEM154|201799	180.5293
TMEM156|80008	29.3391	TMEM156|80008	23.3144
TMEM158|25907	44.4719	TMEM158|25907	127.5992
TMEM159|57146	1968.4991	TMEM159|57146	1095.7782
TMEM160|54958	78.7523	TMEM160|54958	57.656000000000006
TMEM161A|54929	311.9209	TMEM161A|54929	317.5803
TMEM161B|153396	273.9345	TMEM161B|153396	231.56900000000002
TMEM163|81615	87.0908	TMEM163|81615	33.7114
TMEM164|84187	1015.1328	TMEM164|84187	731.569
TMEM165|55858	3561.1489	TMEM165|55858	1037.8072
TMEM167A|153339	2564.5460000000003	TMEM167A|153339	2058.9162
TMEM167B|56900	1885.7319	TMEM167B|56900	1471.0145
TMEM168|64418	908.8944	TMEM168|64418	1008.8217
TMEM169|92691	21.9271	TMEM169|92691	29.9307
TMEM170A|124491	551.8839	TMEM170A|124491	622.5583
TMEM170B|100113407	108.0914	TMEM170B|100113407	497.1645
TMEM171|134285	226.99200000000002	lowly_expressed	lowly_expressed
TMEM173|340061	517.9123	TMEM173|340061	965.0284
TMEM175|84286	462.3224	TMEM175|84286	354.1273
TMEM176A|55365	723.9036	TMEM176A|55365	654.0643
TMEM176B|28959	2021.0006	TMEM176B|28959	1211.4052
TMEM177|80775	198.2705	TMEM177|80775	151.8589
TMEM178|130733	11.118	TMEM178|130733	116.2571
TMEM179B|374395	1649.1662	TMEM179B|374395	764.6503
TMEM17|200728	44.1631	TMEM17|200728	66.7927
