gene_id	TCGA-BH-A0DD-01A-31R-A12P-07	gene_id	TCGA-BH-A0DD-11A-23R-A12P-07
ALMS1P|200420	8.7535	lowly_expressed	lowly_expressed
ALMS1|7840	1520.3081	ALMS1|7840	818.3001
ALOX15B|247	52.1709	ALOX15B|247	10.8413
ALOX15|246	20.6583	lowly_expressed	lowly_expressed
ALOX5AP|241	103.2913	ALOX5AP|241	318.7337
ALOX5|240	148.4594	ALOX5|240	157.4154
ALPK1|80216	456.5826	ALPK1|80216	416.7389
ALPK2|115701	15.4062	ALPK2|115701	28.621
ALPK3|57538	96.6387	ALPK3|57538	720.2949
ALPL|249	66.1765	ALPL|249	230.7025
ALS2CL|259173	69.3277	ALS2CL|259173	472.2463
lowly_expressed	lowly_expressed	ALS2CR11|151254	14.3105
lowly_expressed	lowly_expressed	ALS2CR12|130540	7.3721
ALS2CR4|65062	541.6667	ALS2CR4|65062	635.7329
ALS2CR8|79800	175.07	ALS2CR8|79800	194.2758
ALS2|57679	1121.8487	ALS2|57679	743.2784
lowly_expressed	lowly_expressed	ALX1|8092	12.5759
ALX3|257	58.4734	ALX3|257	23.4172
ALX4|60529	14.3557	ALX4|60529	12.5759
AMACR|23600	349.4398	AMACR|23600	212.4892
AMBP|259	5.2521	lowly_expressed	lowly_expressed
AMBRA1|55626	741.5966	AMBRA1|55626	756.2879
AMD1|262	1593.1373	AMD1|262	1054.6401
AMDHD1|144193	103.9916	AMDHD1|144193	14.3105
AMDHD2|51005	118.8235	AMDHD2|51005	194.5317
AMFR|267	3130.6022	AMFR|267	2767.9965
AMICA1|120425	58.8235	AMICA1|120425	140.503
AMIGO1|57463	75.9804	AMIGO1|57463	214.6574
AMIGO2|347902	377.1008	AMIGO2|347902	423.6774
AMIGO3|386724	80.5322	AMIGO3|386724	41.1969
AMMECR1L|83607	1110.2941	AMMECR1L|83607	939.2888
AMMECR1|9949	790.2661	AMMECR1|9949	141.3703
AMN1|196394	283.2633	AMN1|196394	130.9627
AMOTL1|154810	316.8768	AMOTL1|154810	3408.4996
AMOTL2|51421	588.5854	AMOTL2|51421	8273.2003
AMOT|154796	842.0868	AMOT|154796	2077.1899
AMPD2|271	457.9832	AMPD2|271	621.4224
AMPD3|272	337.535	AMPD3|272	398.9592
AMPH|273	30.8123	AMPH|273	937.5542
AMT|275	69.1317	AMT|275	122.9922
lowly_expressed	lowly_expressed	AMY1A|276	6.5048
AMY2B|280	254.1632	AMY2B|280	378.582
AMZ1|155185	70.028	lowly_expressed	lowly_expressed
AMZ2P1|201283	377.45099999999996	AMZ2P1|201283	195.1431
AMZ2|51321	2051.4706	AMZ2|51321	1545.967
ANAPC10|10393	109.2437	ANAPC10|10393	117.9532
ANAPC11|51529	1301.1204	ANAPC11|51529	700.7806
ANAPC13|25847	853.841	ANAPC13|25847	1359.2238
ANAPC16|119504	1402.3109	ANAPC16|119504	2763.66
ANAPC1|64682	923.6695	ANAPC1|64682	747.6149
ANAPC2|29882	646.0084	ANAPC2|29882	616.6522
ANAPC4|29945	382.3529	ANAPC4|29945	540.3296
ANAPC5|51433	2670.8683	ANAPC5|51433	2052.4718
ANAPC7|51434	1495.4482	ANAPC7|51434	803.1223
ANGEL1|23357	617.2969	ANGEL1|23357	708.1526
ANGEL2|90806	1320.0279999999998	ANGEL2|90806	551.1709
ANGPT1|284	38.1653	ANGPT1|284	1861.6652
ANGPT2|285	86.1345	ANGPT2|285	349.523
lowly_expressed	lowly_expressed	ANGPT4|51378	235.03900000000002
ANGPTL1|9068	9.1036	ANGPTL1|9068	875.5421
ANGPTL2|23452	439.7759	ANGPTL2|23452	10679.5317
ANGPTL4|51129	25.9104	ANGPTL4|51129	3532.5239
lowly_expressed	lowly_expressed	ANGPTL5|253935	236.34
lowly_expressed	lowly_expressed	ANGPTL7|10218	26.4527
ANG|283	100.4447	ANG|283	751.3053
ANK1|286	5.2521	ANK1|286	54.6401
ANK2|287	65.4762	ANK2|287	2177.3634
ANK3|288	1348.0392	ANK3|288	145.7069
ANKAR|150709	17.1569	ANKAR|150709	53.7728
ANKDD1A|348094	47.9692	ANKDD1A|348094	441.0234
ANKFY1|51479	1704.8319	ANKFY1|51479	2417.6062
ANKHD1-EIF4EBP3|404734	543.2073	ANKHD1-EIF4EBP3|404734	1112.6843
ANKHD1|54882	3681.278	ANKHD1|54882	1644.7528
ANKH|56172	676.4706	ANKH|56172	1774.5013
ANKIB1|54467	3208.3333	ANKIB1|54467	1848.6557
ANKK1|255239	6.3025	lowly_expressed	lowly_expressed
ANKLE1|126549	15.056	ANKLE1|126549	6.0711
ANKLE2|23141	2092.0868	ANKLE2|23141	1447.5282
ANKMY1|51281	217.437	ANKMY1|51281	193.8422
ANKMY2|57037	227.9412	ANKMY2|57037	604.0763
ANKRA2|57763	380.2521	ANKRA2|57763	258.8899
ANKRD10|55608	498.2493	ANKRD10|55608	1043.3651
ANKRD11|29123	2382.8186	ANKRD11|29123	2696.2229
ANKRD12|23253	2116.9468	ANKRD12|23253	1586.7303
ANKRD13A|88455	878.1513	ANKRD13A|88455	899.3929
ANKRD13B|124930	732.493	ANKRD13B|124930	160.451
ANKRD13C|81573	594.5378	ANKRD13C|81573	627.9271
ANKRD13D|338692	944.6779	ANKRD13D|338692	408.4996
ANKRD16|54522	164.916	ANKRD16|54522	97.8881
ANKRD17|26057	2963.5854	ANKRD17|26057	2886.817
ANKRD19|138649	68.6275	ANKRD19|138649	19.0807
ANKRD20A3|441425	7.3529	ANKRD20A3|441425	6.5048
ANKRD22|118932	147.7591	lowly_expressed	lowly_expressed
ANKRD23|200539	42.0168	ANKRD23|200539	19.5143
ANKRD24|170961	51.1204	ANKRD24|170961	19.5143
ANKRD26|22852	471.6387	ANKRD26|22852	225.9324
ANKRD27|84079	814.0756	ANKRD27|84079	992.1943
ANKRD28|23243	2090.3361	ANKRD28|23243	1325.6722
ANKRD29|147463	13.3053	ANKRD29|147463	475.2819
lowly_expressed	lowly_expressed	ANKRD30A|91074	9.974
ANKRD30B|374860	3042.3669	ANKRD30B|374860	28.621
ANKRD32|84250	342.0868	ANKRD32|84250	113.18299999999999
ANKRD34A|284615	10.1541	ANKRD34A|284615	9.974
ANKRD35|148741	15.4062	ANKRD35|148741	235.03900000000002
ANKRD36BP1|84832	134.8039	ANKRD36BP1|84832	107.5455
ANKRD36B|57730	61.6246	ANKRD36B|57730	27.32
ANKRD36|375248	272.409	ANKRD36|375248	193.4085
ANKRD37|353322	30.5182	ANKRD37|353322	49.5403
ANKRD39|51239	54.6218	ANKRD39|51239	109.7138
ANKRD40|91369	2760.5042	ANKRD40|91369	5026.0191
ANKRD42|338699	198.8796	ANKRD42|338699	201.6479
ANKRD43|134548	15.056	ANKRD43|134548	26.8864
ANKRD44|91526	93.1373	ANKRD44|91526	120.1214
lowly_expressed	lowly_expressed	ANKRD45|339416	9.5403
ANKRD46|157567	363.4874	ANKRD46|157567	984.6141
ANKRD49|54851	171.2185	ANKRD49|54851	204.6834
ANKRD50|57182	3031.1625	ANKRD50|57182	1147.8751
ANKRD52|283373	2075.9804	ANKRD52|283373	1272.7667
lowly_expressed	lowly_expressed	ANKRD53|79998	138.7684
ANKRD54|129138	490.8964	ANKRD54|129138	428.8812
ANKRD56|345079	113.0952	lowly_expressed	lowly_expressed
ANKRD57|65124	561.2745	ANKRD57|65124	492.6279
ANKRD5|63926	526.2605	ANKRD5|63926	366.869
ANKRD6|22881	48.8655	ANKRD6|22881	261.6782
ANKRD9|122416	34.3137	ANKRD9|122416	58.9766
ANKS1A|23294	1288.5154	ANKS1A|23294	1221.1622
ANKS1B|56899	427.8711	ANKS1B|56899	32.9575
ANKS3|124401	151.2605	ANKS3|124401	147.0078
ANKS6|203286	28.0112	ANKS6|203286	545.0997
ANKZF1|55139	501.4006	ANKZF1|55139	384.2151
ANLN|54443	2938.0252	ANLN|54443	62.8794
ANO10|55129	595.5882	ANO10|55129	1209.8873
ANO1|55107	20105.3922	ANO1|55107	658.7164
ANO2|57101	32.563	ANO2|57101	149.6097
lowly_expressed	lowly_expressed	ANO3|63982	170.425
lowly_expressed	lowly_expressed	ANO4|121601	10.8413
lowly_expressed	lowly_expressed	ANO5|203859	117.5195
ANO6|196527	3123.2493	ANO6|196527	10431.9167
ANO7|50636	19.958	ANO7|50636	13.4432
ANO8|57719	490.8964	ANO8|57719	233.7381
ANO9|338440	313.7255	ANO9|338440	6.0711
ANP32A|8125	3369.3978	ANP32A|8125	1970.0781
ANP32B|10541	3353.9916	ANP32B|10541	2477.8838
ANP32E|81611	2339.986	ANP32E|81611	703.8161
ANPEP|290	3171.9188	ANPEP|290	1166.5221
ANTXR1|84168	4428.9216	ANTXR1|84168	3671.7259
ANTXR2|118429	450.6303	ANTXR2|118429	5888.118
ANUBL1|93550	173.3193	ANUBL1|93550	114.484
ANXA11|311	1585.7843	ANXA11|311	6838.2480000000005
ANXA1|301	815.8263	ANXA1|301	22577.6236
ANXA2P1|303	29.4118	ANXA2P1|303	130.9627
ANXA2P2|304	3116.9468	ANXA2P2|304	10385.516
lowly_expressed	lowly_expressed	ANXA2P3|305	9.1067
ANXA2|302	8392.8571	ANXA2|302	29383.7814
ANXA3|306	223.3894	ANXA3|306	581.9601
ANXA4|307	1178.9216	ANXA4|307	1633.5646
ANXA5|308	3725.4902	ANXA5|308	22996.5308
ANXA6|309	1472.6891	ANXA6|309	16378.5776
ANXA7|310	2572.479	ANXA7|310	3742.8448
ANXA9|8416	260.1541	ANXA9|8416	26.8864
AOAH|313	83.3333	AOAH|313	101.4744
AOC2|314	8.0532	AOC2|314	486.9905
AOC3|8639	87.535	AOC3|8639	34962.2723
AOX1|316	279.4118	AOX1|316	4703.3825
AP1AR|55435	1063.7255	AP1AR|55435	309.6271
AP1B1|162	2273.1092	AP1B1|162	2182.1336
AP1G1|164	2962.535	AP1G1|164	1984.8222
AP1G2|8906	1506.9468	AP1G2|8906	320.7589
AP1M1|8907	973.0392	AP1M1|8907	1658.2827
AP1M2|10053	2164.5658	AP1M2|10053	29.4883
AP1S1|1174	737.0448	AP1S1|1174	347.3547
AP1S2|8905	275.9104	AP1S2|8905	593.6687
AP1S3|130340	128.1513	AP1S3|130340	17.7797
AP2A1|160	2145.9349	AP2A1|160	2292.0425
AP2A2|161	1798.3193	AP2A2|161	2329.1414
AP2B1|163	13453.0812	AP2B1|163	5565.915
AP2M1|1173	3469.1877	AP2M1|1173	5333.0442
AP2S1|1175	924.0196	AP2S1|1175	920.2082
AP3B1|8546	1494.0476	AP3B1|8546	1327.8404
AP3B2|8120	81.9328	AP3B2|8120	7.3721
AP3D1|8943	4330.1821	AP3D1|8943	2525.1518
AP3M1|26985	1700.9804	AP3M1|26985	1679.098
AP3M2|10947	733.1933	AP3M2|10947	472.68
AP3S1|1176	749.6499	AP3S1|1176	1260.6245
AP3S2|10239	1817.5035	AP3S2|10239	2768.9332
AP4B1|10717	321.1765	AP4B1|10717	359.111
AP4E1|23431	532.2129	AP4E1|23431	402.8621
AP4M1|9179	510.1506	AP4M1|9179	270.2559
AP4S1|11154	53.5714	AP4S1|11154	73.2871
APAF1|317	840.3361	APAF1|317	487.8578
APBA1|320	192.577	APBA1|320	232.0035
APBA2|321	30.4622	APBA2|321	14.3105
APBA3|9546	211.4846	APBA3|9546	153.9462
APBB1IP|54518	115.8964	APBB1IP|54518	1806.1578
APBB1|322	446.0784	APBB1|322	761.0581
APBB2|323	3316.5266	APBB2|323	3793.1483
APBB3|10307	186.2745	APBB3|10307	251.0841
APCDD1L|164284	27.6611	APCDD1L|164284	21.2489
APCDD1|147495	171.2185	APCDD1|147495	4577.6236
APC|324	1199.5798	APC|324	1660.8846
APEH|327	2010.8543	APEH|327	1047.7016
APEX1|328	2963.5854	APEX1|328	1937.1206
APEX2|27301	765.4062	APEX2|27301	342.1509
APH1A|51107	5119.0476	APH1A|51107	2552.4718
APH1B|83464	304.972	APH1B|83464	582.8274
API5|8539	3034.3137	API5|8539	1889.4189
APIP|51074	406.6036	APIP|51074	654.9913
APITD1|378708	251.243	APITD1|378708	122.8621
APLF|200558	58.4734	APLF|200558	126.1925
APLNR|187	394.6078	APLNR|187	3296.1839
APLN|8862	287.1148	APLN|8862	64.6141
APLP1|333	20.6583	APLP1|333	55.941
APLP2|334	9745.098	APLP2|334	15375.9757
APOA1BP|128240	1823.5294	APOA1BP|128240	1016.0451
APOB48R|55911	89.2857	APOB48R|55911	91.9341
APOBEC3A|200315	61.9748	lowly_expressed	lowly_expressed
APOBEC3B|9582	197.1289	APOBEC3B|9582	12.5759
APOBEC3C|27350	97.3389	APOBEC3C|27350	327.8404
APOBEC3D|140564	46.9188	APOBEC3D|140564	65.4814
APOBEC3F|200316	206.5826	APOBEC3F|200316	86.7303
APOBEC3G|60489	317.577	APOBEC3G|60489	177.3634
APOBEC3H|164668	5.2521	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	418.9072
APOC1|341	576.3305	APOC1|341	262.7927
APOC2|344	91.3866	APOC2|344	19.5143
APOD|347	276.6106	APOD|347	14602.7754
APOE|348	1461.4846	APOE|348	1486.5568
APOL1|8542	1858.5434	APOL1|8542	1799.6531
APOL2|23780	804.2717	APOL2|23780	885.0824
APOL3|80833	998.5994	APOL3|80833	2151.778
APOL4|80832	147.7591	APOL4|80832	394.1891
APOL6|80830	3498.5994	APOL6|80830	11280.1388
APOLD1|81575	387.9552	APOLD1|81575	10666.0885
APOM|55937	10.5147	APOM|55937	27.32
APOOL|139322	411.4146	APOOL|139322	335.6461
APOO|79135	265.056	APOO|79135	121.4224
APPBP2|10513	2589.2857	APPBP2|10513	1522.1162
APPL1|26060	2212.1814	APPL1|26060	1417.1726
APPL2|55198	1516.1064	APPL2|55198	1288.8118
APP|351	14253.5014	APP|351	12582.3938
APRT|353	1890.7563	APRT|353	930.1821
APTX|54840	491.5966	APTX|54840	345.6201
AQP11|282679	141.1064	AQP11|282679	63.3131
AQP1|358	821.4286	AQP1|358	25830.2428
AQP3|360	24.1597	AQP3|360	212.9228
AQP5|362	7.3529	AQP5|362	6.0711
lowly_expressed	lowly_expressed	AQP7P1|375719	1203.8161
lowly_expressed	lowly_expressed	AQP7P3|441432	70.6852
lowly_expressed	lowly_expressed	AQP7|364	5938.4215
AQP9|366	80.1821	AQP9|366	102.7754
lowly_expressed	lowly_expressed	AQPEP|206338	1098.7901
AQR|9716	1322.8291	AQR|9716	1058.5429
ARAF|369	1361.3445	ARAF|369	1337.8144
ARAP1|116985	2076.257	ARAP1|116985	3063.2871
ARAP2|116984	467.7871	ARAP2|116984	178.6644
ARAP3|64411	106.0924	ARAP3|64411	1196.4441
ARCN1|372	3053.9216	ARCN1|372	4739.3755
ARC|23237	8.4034	ARC|23237	51.6045
AREG|374	289.2157	AREG|374	235.03900000000002
ARF1|375	12479.6919	ARF1|375	7053.3391
ARF3|377	4760.1541	ARF3|377	3473.1136
ARF4|378	3093.8375	ARF4|378	3493.4952
ARF5|381	2462.1674	ARF5|381	1467.8708
ARF6|382	4031.8627	ARF6|382	1856.8951
ARFGAP1|55738	1122.549	ARFGAP1|55738	776.2359
ARFGAP2|84364	957.6331	ARFGAP2|84364	1702.0815
ARFGAP3|26286	739.1457	ARFGAP3|26286	882.4805
ARFGEF1|10565	5701.9328	ARFGEF1|10565	1593.4042
ARFGEF2|10564	3671.5686	ARFGEF2|10564	1958.8031
ARFIP1|27236	1350.8403	ARFIP1|27236	846.4874
ARFIP2|23647	878.1513	ARFIP2|23647	568.5169
ARFRP1|10139	322.47900000000004	ARFRP1|10139	559.4102
ARG2|384	183.9076	ARG2|384	398.7771
ARGLU1|55082	484.2437	ARGLU1|55082	2126.6262
ARHGAP10|79658	57.7731	ARHGAP10|79658	1068.9506
ARHGAP11A|9824	1647.0588	ARHGAP11A|9824	102.7754
ARHGAP11B|89839	123.5994	ARHGAP11B|89839	11.9471
ARHGAP12|94134	933.8235	ARHGAP12|94134	922.3764
ARHGAP15|55843	26.2605	ARHGAP15|55843	62.0121
ARHGAP17|55114	691.5266	ARHGAP17|55114	1957.0685
ARHGAP18|93663	547.2689	ARHGAP18|93663	725.065
ARHGAP19|84986	568.2773	ARHGAP19|84986	339.1154
ARHGAP1|392	1699.5798	ARHGAP1|392	3411.9688
ARHGAP20|57569	28.0112	ARHGAP20|57569	977.4501
ARHGAP21|57584	1726.5406	ARHGAP21|57584	5697.745
ARHGAP22|58504	39.916	ARHGAP22|58504	73.7207
ARHGAP23|57636	424.3697	ARHGAP23|57636	1189.072
ARHGAP24|83478	84.0336	ARHGAP24|83478	781.8734
ARHGAP25|9938	115.1961	ARHGAP25|9938	362.5325
ARHGAP26|23092	299.0196	ARHGAP26|23092	1075.0217
ARHGAP27|201176	240.8964	ARHGAP27|201176	478.7511
ARHGAP28|79822	26.9608	ARHGAP28|79822	667.8231
ARHGAP29|9411	1655.112	ARHGAP29|9411	3498.699
ARHGAP30|257106	330.5322	ARHGAP30|257106	497.8317
ARHGAP31|57514	293.4174	ARHGAP31|57514	3688.2047
ARHGAP32|9743	2261.5546	ARHGAP32|9743	718.9939
ARHGAP33|115703	487.7451	ARHGAP33|115703	103.6427
ARHGAP36|158763	185.9244	lowly_expressed	lowly_expressed
ARHGAP39|80728	429.972	ARHGAP39|80728	40.7632
ARHGAP42|143872	35.014	ARHGAP42|143872	451.8647
ARHGAP4|393	225.4902	ARHGAP4|393	360.3643
ARHGAP5|394	2206.2325	ARHGAP5|394	2265.8283
ARHGAP6|395	14.7059	ARHGAP6|395	299.6531
ARHGAP8|23779	474.4433	ARHGAP8|23779	32.8534
ARHGAP9|64333	54.2717	ARHGAP9|64333	107.5455
ARHGDIA|396	5318.6275	ARHGDIA|396	4652.6453
ARHGDIB|397	2253.5014	ARHGDIB|397	2139.2021
lowly_expressed	lowly_expressed	ARHGDIG|398	88.0963
ARHGEF10L|55160	685.2241	ARHGEF10L|55160	907.1986
ARHGEF10|9639	485.6443	ARHGEF10|9639	1920.2082
ARHGEF11|9826	1957.2829	ARHGEF11|9826	1963.1396
ARHGEF12|23365	5738.0952	ARHGEF12|23365	4854.7268
ARHGEF15|22899	98.3894	ARHGEF15|22899	2506.0711
ARHGEF16|27237	326.3305	ARHGEF16|27237	49.8699
ARHGEF17|9828	2006.3025	ARHGEF17|9828	2111.0147
ARHGEF18|23370	1322.479	ARHGEF18|23370	662.1856
ARHGEF19|128272	521.7087	ARHGEF19|128272	48.1353
ARHGEF1|9138	1382.7031	ARHGEF1|9138	1419.3408
ARHGEF2|9181	987.0448	ARHGEF2|9181	4096.7042
ARHGEF33|100271715	6.6527	ARHGEF33|100271715	12.1422
ARHGEF35|445328	748.5994	ARHGEF35|445328	325.6722
ARHGEF37|389337	326.6807	ARHGEF37|389337	816.5655
ARHGEF38|54848	34.6639	lowly_expressed	lowly_expressed
ARHGEF3|50650	2447.8291	ARHGEF3|50650	782.7407
ARHGEF4|50649	42.3669	ARHGEF4|50649	228.9679
ARHGEF5|7984	618.6975	ARHGEF5|7984	257.1552
ARHGEF6|9459	1821.7787	ARHGEF6|9459	7785.3426
ARHGEF7|8874	435.2241	ARHGEF7|8874	2700.7806
ARHGEF9|23229	507.7031	ARHGEF9|23229	560.7112
ARID1A|8289	4211.1345	ARID1A|8289	2358.6297
ARID1B|57492	2308.4734	ARID1B|57492	2347.3547
ARID2|196528	2193.2773	ARID2|196528	765.8283
ARID3A|1820	91.0364	ARID3A|1820	80.2255
ARID3B|10620	122.54899999999999	ARID3B|10620	108.4128
ARID4A|5926	534.6639	ARID4A|5926	917.6062
ARID4B|51742	2965.3326	ARID4B|51742	1115.4033
ARID5A|10865	156.1625	ARID5A|10865	620.5551
ARID5B|84159	1239.1457	ARID5B|84159	4574.1544
ARIH1|25820	1494.0476	ARIH1|25820	1891.1535
ARIH2|10425	1462.8852	ARIH2|10425	1621.856
ARL10|285598	14.7059	ARL10|285598	56.3747
ARL11|115761	23.8095	ARL11|115761	33.8248
ARL13B|200894	286.4146	ARL13B|200894	215.0911
ARL15|54622	149.5098	ARL15|54622	491.327
ARL16|339231	455.8824	ARL16|339231	392.8881
ARL17A|51326	70.5812	ARL17A|51326	74.7225
ARL1|400	2029.0616	ARL1|400	1968.3435
ARL2BP|23568	1225.1401	ARL2BP|23568	2055.9410000000003
ARL2|402	667.3669	ARL2|402	1829.575
ARL3|403	1163.5154	ARL3|403	366.4354
ARL4A|10124	203.7815	ARL4A|10124	612.3157
ARL4C|10123	549.3697	ARL4C|10123	486.9905
ARL4D|379	113.4454	ARL4D|379	212.4892
ARL5A|26225	822.8291	ARL5A|26225	844.3192
ARL5B|221079	372.1989	ARL5B|221079	394.6227
ARL6IP1|23204	10957.6331	ARL6IP1|23204	4264.960999999999
ARL6IP4|51329	1574.2297	ARL6IP4|51329	1792.281
ARL6IP5|10550	2052.1709	ARL6IP5|10550	5789.6791
ARL6IP6|151188	383.7535	ARL6IP6|151188	205.1171
ARL6|84100	78.4314	ARL6|84100	87.1639
ARL8A|127829	1426.8207	ARL8A|127829	1034.2585
ARL8B|55207	2269.958	ARL8B|55207	2058.5429
ARL9|132946	9.4538	lowly_expressed	lowly_expressed
ARMC10|83787	966.0259	ARMC10|83787	577.5108
ARMC1|55156	1329.8319	ARMC1|55156	744.1457
ARMC2|84071	42.0168	ARMC2|84071	52.4718
ARMC3|219681	78.4314	lowly_expressed	lowly_expressed
ARMC5|79798	165.6162	ARMC5|79798	196.4441
ARMC6|93436	567.2129	ARMC6|93436	431.4831
ARMC7|79637	181.0224	ARMC7|79637	199.9133
ARMC8|25852	646.3585	ARMC8|25852	861.6652
ARMC9|80210	449.2297	ARMC9|80210	98.4389
ARMCX1|51309	491.5966	ARMCX1|51309	869.4709
ARMCX2|9823	503.8515	ARMCX2|9823	492.6279
ARMCX3|51566	1832.9832	ARMCX3|51566	2016.9124
ARMCX5|64860	285.7143	ARMCX5|64860	187.771
ARMCX6|54470	185.2241	ARMCX6|54470	191.2402
ARNT2|9915	2140.7563	ARNT2|9915	103.6427
ARNTL2|56938	35.7143	ARNTL2|56938	65.0477
ARNTL|406	175.4202	ARNTL|406	405.8977
ARNT|405	1213.5854	ARNT|405	2245.013
ARPC1A|10552	2666.5301	ARPC1A|10552	2169.2671
ARPC1B|10095	1497.3354	ARPC1B|10095	2189.7962
ARPC2|10109	2678.5714	ARPC2|10109	4301.8213
ARPC3|10094	3151.6106	ARPC3|10094	2252.8187
ARPC4|10093	1859.2052	ARPC4|10093	2320.3946
ARPC5L|81873	650.2101	ARPC5L|81873	421.5091
ARPC5|10092	2757.7031	ARPC5|10092	2380.7459
ARPM1|84517	29.7619	ARPM1|84517	53.7728
ARPP19|10776	4821.0784	ARPP19|10776	6231.1362
ARRB1|408	899.8599	ARRB1|408	1408.4996
ARRB2|409	508.7535	ARRB2|409	816.1318
ARRDC1|92714	545.8683	ARRDC1|92714	334.3452
ARRDC2|27106	411.4146	ARRDC2|27106	632.6973
ARRDC3|57561	1647.0588	ARRDC3|57561	2720.7285
ARRDC4|91947	191.8768	ARRDC4|91947	930.1821
ARSA|410	659.3137	ARSA|410	818.7337
ARSB|411	259.1036	ARSB|411	449.6964
ARSD|414	3389.7059	ARSD|414	814.8309
ARSE|415	15.4062	lowly_expressed	lowly_expressed
ARSG|22901	546.5686	ARSG|22901	76.3226
ARSI|340075	21.3585	ARSI|340075	6.9384
ARSJ|79642	167.0168	ARSJ|79642	47.7016
ARSK|153642	223.7395	ARSK|153642	150.9107
ART3|419	6.6527	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ART4|420	6.5048
ARTN|9048	78.7815	lowly_expressed	lowly_expressed
ARV1|64801	441.1765	ARV1|64801	276.6696
ARVCF|421	355.7423	ARVCF|421	155.2472
AR|367	825.9804	AR|367	962.706
AS3MT|57412	310.9244	AS3MT|57412	136.6002
ASAH1|427	4634.8039	ASAH1|427	12692.9748
lowly_expressed	lowly_expressed	ASAH2B|653308	7.8057
ASAH2|56624	16.1064	lowly_expressed	lowly_expressed
ASAM|79827	112.7451	ASAM|79827	4599.3062
ASAP1|50807	1606.4426	ASAP1|50807	1821.7693
ASAP2|8853	1108.8936	ASAP2|8853	1666.0885
ASAP3|55616	567.2269	ASAP3|55616	1142.6713
ASB13|79754	1527.6611	ASB13|79754	406.3313
ASB14|142686	7.7066	ASB14|142686	13.0095
ASB15|142685	31.8627	lowly_expressed	lowly_expressed
ASB16|92591	22.8116	ASB16|92591	8.3218
ASB1|51665	322.472	ASB1|51665	814.0416
ASB2|51676	10.1541	ASB2|51676	13.8768
ASB3|51130	266.1064	ASB3|51130	250.6505
ASB4|51666	5.2521	lowly_expressed	lowly_expressed
ASB6|140459	684.951	ASB6|140459	491.2056
ASB7|140460	491.2465	ASB7|140460	434.9523
ASB8|140461	899.1597	ASB8|140461	817.8664
ASB9|140462	9.8039	ASB9|140462	82.3938
ASCC1|51008	341.7367	ASCC1|51008	493.9289
ASCC2|84164	1121.4986	ASCC2|84164	1574.588
ASCC3|10973	1672.9692	ASCC3|10973	825.2385
ASCL2|430	9.4538	ASCL2|430	6.0711
ASF1A|25842	477.9412	ASF1A|25842	334.7788
ASF1B|55723	1390.4062	ASF1B|55723	38.1613
lowly_expressed	lowly_expressed	ASGR1|432	6.5048
ASH1L|55870	3687.9412	ASH1L|55870	4054.137
ASH2L|9070	1088.9356	ASH2L|9070	1483.5212
ASL|435	431.0224	ASL|435	392.8881
ASMTL|8623	638.6555	ASMTL|8623	869.9046
ASNA1|439	1381.3025	ASNA1|439	1113.183
ASNSD1|54529	1083.6835	ASNSD1|54529	1088.4649
ASNS|440	845.9384	ASNS|440	214.2238
lowly_expressed	lowly_expressed	ASPA|443	287.0772
ASPHD1|253982	14.0056	ASPHD1|253982	5.6375
ASPHD2|57168	71.0784	ASPHD2|57168	39.8959
ASPH|444	9040.091	ASPH|444	38475.5768
ASPM|259266	2296.9188	ASPM|259266	23.4172
ASPN|54829	334.3838	ASPN|54829	1027.7537
ASPRV1|151516	27.6961	ASPRV1|151516	111.5525
ASPSCR1|79058	311.2745	ASPSCR1|79058	262.7927
ASRGL1|80150	293.7675	ASRGL1|80150	192.5412
ASS1|445	34.6639	ASS1|445	6740.2428
ASTE1|28990	168.9636	ASTE1|28990	158.0182
ASTN1|460	28.3613	ASTN1|460	33.3912
ASTN2|23245	216.0364	ASTN2|23245	78.4909
ASXL1|171023	2433.4734	ASXL1|171023	1993.9289
ASXL2|55252	1051.4706	ASXL2|55252	1210.3209
ASXL3|80816	11.2045	ASXL3|80816	58.1093
ATAD1|84896	1261.5546	ATAD1|84896	1029.4883
ATAD2B|54454	748.5994	ATAD2B|54454	270.1648
ATAD2|29028	4613.7955	ATAD2|29028	336.0798
ATAD3A|55210	350.4902	ATAD3A|55210	325.6722
ATAD3B|83858	158.2633	ATAD3B|83858	129.2281
ATAD3C|219293	24.8599	ATAD3C|219293	11.2749
ATAD5|79915	978.2913	ATAD5|79915	23.4172
ATE1|11101	399.8599	ATE1|11101	407.1986
ATF1|466	450.9804	ATF1|466	404.1631
ATF2|1386	872.549	ATF2|1386	715.0911
ATF3|467	379.2017	ATF3|467	3070.6852
ATF4|468	5019.2577	ATF4|468	8028.621
ATF5|22809	1477.465	ATF5|22809	956.2012
ATF6B|1388	2095.8648	ATF6B|1388	1621.4224
ATF6|22926	1959.0336	ATF6|22926	1481.3529999999998
ATF7IP2|80063	48.3193	ATF7IP2|80063	84.56200000000001
ATF7IP|55729	2089.2857	ATF7IP|55729	1746.7476
ATF7|11016	1378.8515	ATF7|11016	3004.1284
ATG10|83734	49.0196	ATG10|83734	101.9081
ATG12|9140	484.944	ATG12|9140	665.2212
ATG16L1|55054	714.9860000000001	ATG16L1|55054	463.5733
