gene_id	TCGA-BH-A0C0-01A-21R-A056-07	gene_id	TCGA-BH-A0C0-11A-21R-A089-07
ALKBH7|84266	814.0704	ALKBH7|84266	494.8932
ALKBH8|91801	264.9612	ALKBH8|91801	329.6193
lowly_expressed	lowly_expressed	ALMS1P|200420	6.4995
ALMS1|7840	519.8721	ALMS1|7840	906.84
ALOX12B|242	6.8524	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ALOX12P2|245	35.2832
ALOX12|239	11.4801	ALOX12|239	6.19
ALOX15B|247	813.6135	ALOX15B|247	865.0573
ALOX15|246	17.3595	ALOX15|246	79.8514
ALOX5AP|241	407.0352	ALOX5AP|241	134.6332
ALOX5|240	456.8296	ALOX5|240	279.7895
ALOXE3|59344	5.0251	ALOXE3|59344	10.8326
ALPK1|80216	689.3559	ALPK1|80216	930.6716
ALPK2|115701	18.73	ALPK2|115701	8.047
ALPK3|57538	79.9452	ALPK3|57538	250.6964
ALPL|249	171.3111	ALPL|249	919.2201
ALS2CL|259173	78.1179	ALS2CL|259173	409.1613
lowly_expressed	lowly_expressed	ALS2CR11|151254	8.666
ALS2CR4|65062	345.3632	ALS2CR4|65062	1969.9783
ALS2CR8|79800	74.0064	ALS2CR8|79800	299.9071
ALS2|57679	965.7378	ALS2|57679	688.0223
ALX3|257	10.9639	ALX3|257	30.9502
lowly_expressed	lowly_expressed	ALX4|60529	64.3764
AMACR|23600	444.0384	AMACR|23600	333.6428
AMBP|259	5.482	AMBP|259	11.7611
AMBRA1|55626	1102.7867	AMBRA1|55626	998.4525
AMD1|262	1751.4847	AMD1|262	1831.6311
AMDHD1|144193	13.2481	AMDHD1|144193	47.9728
AMDHD2|51005	509.2188	AMDHD2|51005	155.8805
AMFR|267	1764.2759	AMFR|267	2701.9499
AMH|268	5.9388	AMH|268	5.571000000000001
AMICA1|120425	502.5126	AMICA1|120425	131.2287
AMIGO1|57463	20.1005	AMIGO1|57463	249.4584
AMIGO2|347902	352.2156	AMIGO2|347902	3615.2863
AMIGO3|386724	116.9484	AMIGO3|386724	62.2098
AMMECR1L|83607	747.8301	AMMECR1L|83607	920.4581
AMMECR1|9949	708.0859	AMMECR1|9949	311.6682
AMN1|196394	136.1352	AMN1|196394	205.5091
AMOTL1|154810	1316.5829	AMOTL1|154810	3973.0734
AMOTL2|51421	1740.9776	AMOTL2|51421	2894.4599
AMOT|154796	666.5144	AMOT|154796	1536.6760000000002
AMPD1|270	6.3956	AMPD1|270	69.3284
AMPD2|271	435.8154	AMPD2|271	703.1879
AMPD3|272	385.5642	AMPD3|272	204.8901
AMPH|273	26.9529	AMPH|273	51.9963
AMT|275	43.6592	AMT|275	274.9118
lowly_expressed	lowly_expressed	AMY1A|276	15.1656
AMY2B|280	111.4664	AMY2B|280	499.2232
AMZ1|155185	187.3001	AMZ1|155185	6.19
AMZ2P1|201283	182.7318	AMZ2P1|201283	202.1046
AMZ2|51321	3012.7912	lowly_expressed	lowly_expressed
ANAPC10|10393	112.8369	ANAPC10|10393	118.2297
ANAPC11|51529	3576.9758	ANAPC11|51529	510.6778
ANAPC13|25847	1293.9013	ANAPC13|25847	867.23
ANAPC16|119504	1540.8862	ANAPC16|119504	2499.2262
ANAPC1|64682	886.2494	ANAPC1|64682	935.3141
ANAPC2|29882	1481.0416	ANAPC2|29882	757.9697
ANAPC4|29945	236.1809	ANAPC4|29945	632.0025
ANAPC5|51433	1826.8616	ANAPC5|51433	2095.9455
ANAPC7|51434	1703.5176	ANAPC7|51434	872.7948
ANGEL1|23357	554.5911	ANGEL1|23357	722.0675
ANGEL2|90806	647.7844	ANGEL2|90806	861.9622
ANGPT1|284	26.4961	ANGPT1|284	211.3897
ANGPT2|285	95.4774	ANGPT2|285	225.9362
lowly_expressed	lowly_expressed	ANGPT4|51378	6.19
ANGPTL1|9068	36.5464	ANGPTL1|9068	200.5571
ANGPTL2|23452	565.0982	ANGPTL2|23452	2012.9991
ANGPTL4|51129	214.2531	ANGPTL4|51129	367.68800000000005
ANGPTL6|83854	8.4925	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	504.4878
ANG|283	143.1384	ANG|283	357.2609
ANK1|286	32.4349	ANK1|286	15.4751
ANK2|287	174.9657	ANK2|287	438.8734
ANK3|288	863.8648	ANK3|288	1555.2461
ANKAR|150709	13.7049	ANKAR|150709	64.3764
ANKDD1A|348094	74.0064	ANKDD1A|348094	128.1337
ANKFY1|51479	1575.1485	ANKFY1|51479	2729.805
ANKHD1-EIF4EBP3|404734	807.9945	ANKHD1-EIF4EBP3|404734	1192.3986
ANKHD1|54882	1308.698	ANKHD1|54882	3299.8917
ANKH|56172	676.1078	ANKH|56172	2183.5345
ANKIB1|54467	1641.3888	ANKIB1|54467	1480.6561
ANKK1|255239	21.9278	ANKK1|255239	99.969
ANKLE1|126549	15.5322	ANKLE1|126549	7.428
ANKLE2|23141	952.0329	ANKLE2|23141	1562.6741
ANKMY1|51281	231.1558	ANKMY1|51281	212.0087
ANKMY2|57037	271.3568	ANKMY2|57037	827.2981
ANKRA2|57763	144.815	ANKRA2|57763	360.879
ANKRD10|55608	789.8584	ANKRD10|55608	1422.8598
ANKRD11|29123	1852.6039	ANKRD11|29123	2878.7063
ANKRD12|23253	754.6825	ANKRD12|23253	1926.9576
ANKRD13A|88455	1302.4212	ANKRD13A|88455	1683.6893
ANKRD13B|124930	329.83099999999996	ANKRD13B|124930	108.6351
ANKRD13C|81573	533.1201	ANKRD13C|81573	578.4587
ANKRD13D|338692	864.7784	ANKRD13D|338692	399.2572
ANKRD16|54522	176.7839	ANKRD16|54522	188.0935
ANKRD17|26057	2924.1663	ANKRD17|26057	3819.87
ANKRD19|138649	91.3659	ANKRD19|138649	74.8994
ANKRD20A3|441425	5.482	ANKRD20A3|441425	31.5692
lowly_expressed	lowly_expressed	ANKRD20B|729171	9.9041
ANKRD22|118932	1292.8278	ANKRD22|118932	84.494
ANKRD23|200539	30.6076	ANKRD23|200539	51.9963
ANKRD24|170961	30.6076	ANKRD24|170961	31.5692
ANKRD26|22852	517.5879	ANKRD26|22852	361.1885
ANKRD27|84079	930.1051	ANKRD27|84079	923.5531
ANKRD28|23243	1688.4422	ANKRD28|23243	1311.0492
ANKRD29|147463	21.471	ANKRD29|147463	325.5958
ANKRD30A|91074	157.6062	ANKRD30A|91074	1108.0161
ANKRD30B|374860	138.4194	ANKRD30B|374860	62.2098
lowly_expressed	lowly_expressed	ANKRD31|256006	6.809
ANKRD32|84250	120.1462	ANKRD32|84250	164.6549
ANKRD34A|284615	19.1868	ANKRD34A|284615	28.4742
ANKRD35|148741	21.471	ANKRD35|148741	184.7725
ANKRD36BP1|84832	80.8588	ANKRD36BP1|84832	216.0322
ANKRD36B|57730	8.6798	ANKRD36B|57730	76.7564
ANKRD36|375248	71.7222	ANKRD36|375248	276.6945
ANKRD37|353322	62.4029	ANKRD37|353322	113.6521
ANKRD39|51239	140.2467	ANKRD39|51239	84.8035
ANKRD40|91369	1363.1795	ANKRD40|91369	1628.598
ANKRD42|338699	333.9424	ANKRD42|338699	329.6193
ANKRD43|134548	451.8045	ANKRD43|134548	71.4949
ANKRD44|91526	113.7506	ANKRD44|91526	101.2071
ANKRD45|339416	7.3093	ANKRD45|339416	23.8316
ANKRD46|157567	784.148	ANKRD46|157567	617.8025
ANKRD49|54851	296.4824	ANKRD49|54851	335.4998
ANKRD50|57182	896.2997	ANKRD50|57182	1307.9542
ANKRD52|283373	1473.2755	ANKRD52|283373	1609.7184
lowly_expressed	lowly_expressed	ANKRD53|79998	38.3782
ANKRD54|129138	443.5815	ANKRD54|129138	344.7849
ANKRD55|79722	10.5071	lowly_expressed	lowly_expressed
ANKRD56|345079	70.8086	ANKRD56|345079	92.8505
ANKRD57|65124	330.7446	ANKRD57|65124	1116.6821
ANKRD58|347454	42.0283	ANKRD58|347454	10.8326
ANKRD5|63926	208.3143	ANKRD5|63926	252.8629
ANKRD6|22881	42.4806	ANKRD6|22881	429.9505
ANKRD9|122416	68.5244	ANKRD9|122416	96.255
ANKS1A|23294	729.1	ANKS1A|23294	1784.8963
ANKS1B|56899	28.7803	ANKS1B|56899	128.1337
ANKS3|124401	192.3253	ANKS3|124401	312.9062
ANKS6|203286	119.2325	ANKS6|203286	204.2711
ANKZF1|55139	403.3805	ANKZF1|55139	828.8456
ANLN|54443	687.0717	ANLN|54443	37.1402
ANO10|55129	536.7748	ANO10|55129	723.9245
ANO1|55107	2232.9831	ANO1|55107	12854.2247
lowly_expressed	lowly_expressed	ANO2|57101	43.9492
lowly_expressed	lowly_expressed	ANO3|63982	29.7122
ANO5|203859	15.0754	ANO5|203859	168.9879
ANO6|196527	1324.8058	ANO6|196527	3882.6989
ANO7|50636	31.9781	ANO7|50636	14.5466
ANO8|57719	292.8278	ANO8|57719	263.0764
ANO9|338440	144.3582	ANO9|338440	129.0622
ANP32A|8125	2360.4386	ANP32A|8125	2623.9554
ANP32B|10541	3388.762	ANP32B|10541	2566.0786
ANP32E|81611	2459.1138	ANP32E|81611	928.5051
ANPEP|290	236.1809	ANPEP|290	2188.4865
ANTXR1|84168	1501.5989	ANTXR1|84168	4492.1077
ANTXR2|118429	557.7889	ANTXR2|118429	1270.5045
ANUBL1|93550	250.3426	ANUBL1|93550	289.6936
ANXA11|311	2925.0799	ANXA11|311	3059.7338
lowly_expressed	lowly_expressed	ANXA13|312	8.3565
ANXA1|301	2586.5692	ANXA1|301	7640.6685
ANXA2P1|303	66.6971	ANXA2P1|303	45.1872
ANXA2P2|304	2722.2476	ANXA2P2|304	2792.9434
ANXA2|302	9321.608	ANXA2|302	8656.1436
ANXA3|306	81.7725	ANXA3|306	1217.5797
ANXA4|307	1762.4486	ANXA4|307	1584.0297
ANXA5|308	3486.0667	ANXA5|308	5284.1226
ANXA6|309	4418.4559	ANXA6|309	4354.9985
ANXA7|310	4798.0813	ANXA7|310	2842.4636
lowly_expressed	lowly_expressed	ANXA8L1|728113	6.4593
ANXA8L2|244	61.2152	ANXA8L2|244	234.9118
ANXA8|653145	211.9689	ANXA8|653145	1002.2067
ANXA9|8416	1342.1654	ANXA9|8416	189.1055
AOAH|313	597.9899	AOAH|313	100.5881
AOC2|314	72.1791	AOC2|314	17.3321
AOC3|8639	345.82	AOC3|8639	2335.4998
AOX1|316	46.5966	AOX1|316	392.1387
AP1AR|55435	1359.9817	AP1AR|55435	818.9415
AP1B1|162	6175.8794	AP1B1|162	2186.32
AP1G1|164	2106.8981	AP1G1|164	2830.7026
AP1G2|8906	1178.7803	AP1G2|8906	1265.9455
AP1M1|8907	1517.5879	AP1M1|8907	672.5472
AP1M2|10053	2029.2371	AP1M2|10053	1083.5655
AP1S1|1174	903.6089999999999	AP1S1|1174	514.0823
AP1S2|8905	569.2097	AP1S2|8905	330.5478
AP1S3|130340	110.0959	AP1S3|130340	89.7555
AP2A1|160	2169.4381	AP2A1|160	1463.29
AP2A2|161	807.2179	AP2A2|161	1482.8227
AP2B1|163	12310.1873	AP2B1|163	6663.8812
AP2M1|1173	9034.719000000001	AP2M1|1173	4293.7171
AP2S1|1175	1587.4829	AP2S1|1175	691.4268
AP3B1|8546	1216.5372	AP3B1|8546	1382.2346
AP3B2|8120	6.3956	AP3B2|8120	115.1346
AP3D1|8943	5146.1855	AP3D1|8943	2783.9678
AP3M1|26985	1805.3906	AP3M1|26985	1539.771
AP3M2|10947	624.0292	AP3M2|10947	611.5754
AP3S1|1176	1505.2535	AP3S1|1176	727.0195
AP3S2|10239	2419.1092	AP3S2|10239	1366.4129
AP4B1|10717	379.5249	AP4B1|10717	385.9703
AP4E1|23431	270.9	AP4E1|23431	314.7632
AP4M1|9179	408.931	AP4M1|9179	328.3008
AP4S1|11154	61.672	AP4S1|11154	109.2541
APAF1|317	368.2047	APAF1|317	649.9536
APBA1|320	16.4459	APBA1|320	572.8877
APBA2|321	37.0032	APBA2|321	97.493
APBA3|9546	260.8497	APBA3|9546	160.9409
APBB1IP|54518	697.122	APBB1IP|54518	255.6484
APBB1|322	509.365	APBB1|322	766.0167
APBB2|323	1038.8305	APBB2|323	2032.4977
APBB3|10307	178.1635	APBB3|10307	347.5704
APC2|10297	20.3289	lowly_expressed	lowly_expressed
APCDD1L|164284	10.0503	APCDD1L|164284	674.4042
APCDD1|147495	57.1037	APCDD1|147495	2230.8883
APC|324	724.9886	APC|324	1396.7812
APEH|327	1951.5761	APEH|327	1697.3073
APEX1|328	3934.2165	APEX1|328	2769.1117
APEX2|27301	915.9434	APEX2|27301	446.3015
APH1A|51107	8273.6409	APH1A|51107	3903.745
APH1B|83464	213.3394	APH1B|83464	804.0854
API5|8539	2258.5656	API5|8539	2977.4064
APIP|51074	250.137	APIP|51074	209.96599999999998
APITD1|378708	179.1457	APITD1|378708	128.6196
APLF|200558	64.8698	APLF|200558	98.5361
APLNR|187	525.8109	APLNR|187	800.9904
APLN|8862	223.3897	APLN|8862	173.0115
APLP1|333	10.9639	APLP1|333	37.1402
APLP2|334	8097.7615	APLP2|334	18122.5627
APOA1BP|128240	1719.9635	APOA1BP|128240	1033.1167
APOB48R|55911	357.2407	APOB48R|55911	131.5382
APOBEC3A|200315	433.5313	lowly_expressed	lowly_expressed
APOBEC3B|9582	515.7606	APOBEC3B|9582	23.5221
APOBEC3C|27350	377.3413	APOBEC3C|27350	413.8038
APOBEC3D|140564	188.2138	APOBEC3D|140564	98.73100000000001
APOBEC3F|200316	220.6487	APOBEC3F|200316	278.861
APOBEC3G|60489	730.0137	APOBEC3G|60489	423.3983
APOBEC3H|164668	34.719	APOBEC3H|164668	6.19
APOBEC4|403314	5.9388	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	32.4977
APOC1|341	2897.2133	APOC1|341	150.1083
APOC2|344	356.3271	APOC2|344	7.428
APOD|347	534.9475	APOD|347	12410.7088
APOE|348	12461.8547	APOE|348	2158.4649
APOF|319	11.4207	APOF|319	24.4506
APOL1|8542	2103.2435	APOL1|8542	909.0065
APOL2|23780	1938.7848	APOL2|23780	654.9056
APOL3|80833	1798.995	APOL3|80833	980.1919
APOL4|80832	484.2394	APOL4|80832	223.1507
APOL6|80830	4599.3604	APOL6|80830	2392.1387
APOLD1|81575	181.8182	APOLD1|81575	241.2844
APOM|55937	38.3737	APOM|55937	45.8063
APOOL|139322	228.4148	APOOL|139322	277.623
APOO|79135	418.4559	APOO|79135	146.7038
APPBP2|10513	1644.1297	APPBP2|10513	1411.3278
APPL1|26060	1568.7529	APPL1|26060	2360.5695
APPL2|55198	529.4655	APPL2|55198	1311.3587
APP|351	16211.9689	APP|351	37428.6599
APRT|353	3128.3691	APRT|353	1033.1167
APTX|54840	787.5742	APTX|54840	543.485
AQP11|282679	23.2983	AQP11|282679	40.5447
AQP1|358	1033.3486	AQP1|358	11753.0455
lowly_expressed	lowly_expressed	AQP2|359	6.809
AQP3|360	260.3929	AQP3|360	1445.3729
AQP4|361	13.2481	AQP4|361	78.3039
lowly_expressed	lowly_expressed	AQP5|362	598.5763
lowly_expressed	lowly_expressed	AQP6|363	16.0941
lowly_expressed	lowly_expressed	AQP7P1|375719	23.8316
AQP7|364	5.0251	AQP7|364	162.1789
AQP9|366	181.8182	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQPEP|206338	31.1792
AQR|9716	993.1476	AQR|9716	1410.7088
ARAF|369	1575.6053	ARAF|369	1028.7837
ARAP1|116985	2078.9402	ARAP1|116985	2104.5744
ARAP2|116984	377.3413	ARAP2|116984	380.3776
ARAP3|64411	135.6784	ARAP3|64411	472.2996
ARCN1|372	3004.1115	ARCN1|372	4150.4178
ARC|23237	8.6798	ARC|23237	42.4017
AREG|374	158.9767	AREG|374	151.9653
ARF1|375	12431.704	ARF1|375	6674.7137
ARF3|377	5180.9045	ARF3|377	4661.0956
ARF4|378	3358.6112	ARF4|378	2943.6707
ARF5|381	2712.1699	ARF5|381	1733.2095
ARF6|382	3994.0612	ARF6|382	2614.6704
ARFGAP1|55738	1104.1571	ARFGAP1|55738	969.9783
ARFGAP2|84364	1286.889	ARFGAP2|84364	2108.9446
ARFGAP3|26286	998.6295	ARFGAP3|26286	1180.749
ARFGEF1|10565	4338.5519	ARFGEF1|10565	2275.4318
ARFGEF2|10564	3482.4121	ARFGEF2|10564	3010.8326
ARFIP1|27236	769.3011	ARFIP1|27236	1167.7499
ARFIP2|23647	1099.132	ARFIP2|23647	1486.8462
ARFRP1|10139	439.4701	ARFRP1|10139	516.8678
ARG2|384	214.4769	ARG2|384	161.3401
ARGLU1|55082	721.7908	ARGLU1|55082	2845.5587
ARHGAP10|79658	158.5199	ARHGAP10|79658	458.991
ARHGAP11A|9824	611.238	ARHGAP11A|9824	62.8288
ARHGAP11B|89839	15.5322	ARHGAP11B|89839	9.9041
ARHGAP12|94134	624.0292	ARHGAP12|94134	1429.2789
ARHGAP15|55843	252.1699	ARHGAP15|55843	108.6351
ARHGAP17|55114	1390.5893	ARHGAP17|55114	1031.2597
ARHGAP18|93663	886.7063	ARHGAP18|93663	505.7258
ARHGAP19|84986	639.5614	ARHGAP19|84986	1357.7839999999999
ARHGAP1|392	3384.6505	ARHGAP1|392	3200.5571
ARHGAP20|57569	10.5071	ARHGAP20|57569	421.8508
ARHGAP21|57584	1067.6108	ARHGAP21|57584	2420.6128
ARHGAP22|58504	113.2937	ARHGAP22|58504	66.8524
ARHGAP23|57636	309.2736	ARHGAP23|57636	930.9811
ARHGAP24|83478	83.5998	ARHGAP24|83478	370.4735
ARHGAP25|9938	734.582	ARHGAP25|9938	567.3166
ARHGAP26|23092	351.30199999999996	ARHGAP26|23092	978.3349
ARHGAP27|201176	908.6249	ARHGAP27|201176	631.3835
ARHGAP28|79822	42.4852	ARHGAP28|79822	200.2476
ARHGAP29|9411	707.1722	ARHGAP29|9411	2732.5905
ARHGAP30|257106	1438.0996	ARHGAP30|257106	360.26
ARHGAP31|57514	671.9963	ARHGAP31|57514	985.4534
ARHGAP32|9743	1238.9219	ARHGAP32|9743	2369.545
ARHGAP33|115703	196.4367	ARHGAP33|115703	186.93900000000002
lowly_expressed	lowly_expressed	ARHGAP36|158763	27.2361
ARHGAP39|80728	605.7561	ARHGAP39|80728	256.8864
ARHGAP42|143872	32.4349	ARHGAP42|143872	217.8397
ARHGAP4|393	879.3969999999999	ARHGAP4|393	330.5478
ARHGAP5|394	1248.5153	ARHGAP5|394	4228.4123
ARHGAP6|395	35.1759	ARHGAP6|395	153.2033
ARHGAP8|23779	614.614	ARHGAP8|23779	424.0947
ARHGAP9|64333	441.2974	ARHGAP9|64333	85.113
ARHGDIA|396	15977.1585	ARHGDIA|396	2981.7394
ARHGDIB|397	5677.4783	ARHGDIB|397	3829.4646
ARHGEF10L|55160	956.6012	ARHGEF10L|55160	879.9133
ARHGEF10|9639	422.1106	ARHGEF10|9639	1142.3708
ARHGEF11|9826	1274.0978	ARHGEF11|9826	1448.1585
ARHGEF12|23365	3133.3942	ARHGEF12|23365	6884.5559
ARHGEF15|22899	182.275	ARHGEF15|22899	409.1613
ARHGEF16|27237	456.8296	ARHGEF16|27237	209.2232
ARHGEF17|9828	699.863	ARHGEF17|9828	1935.6236
ARHGEF18|23370	1661.9461	ARHGEF18|23370	859.4862
ARHGEF19|128272	826.8616	ARHGEF19|128272	462.086
ARHGEF1|9138	1637.2773	ARHGEF1|9138	1000.6189999999999
ARHGEF2|9181	1213.7963	ARHGEF2|9181	1913.9585
ARHGEF33|100271715	6.8524	ARHGEF33|100271715	22.2841
ARHGEF35|445328	231.6126	ARHGEF35|445328	1025.0696
ARHGEF37|389337	312.0146	ARHGEF37|389337	2697.6168
ARHGEF38|54848	8.6798	ARHGEF38|54848	77.3754
ARHGEF3|50650	987.2088	ARHGEF3|50650	1012.3801
ARHGEF4|50649	36.0895	ARHGEF4|50649	236.7688
ARHGEF5|7984	322.9785	ARHGEF5|7984	948.9322
ARHGEF6|9459	1333.0288	ARHGEF6|9459	2010.8326
ARHGEF7|8874	570.5802	ARHGEF7|8874	1551.5320000000002
ARHGEF9|23229	261.7634	ARHGEF9|23229	1090.065
ARID1A|8289	2574.2348	ARID1A|8289	2953.8842
ARID1B|57492	1858.8397	ARID1B|57492	2767.8737
ARID2|196528	752.8552	ARID2|196528	1254.4104
ARID3A|1820	237.5514	ARID3A|1820	35.9022
ARID3B|10620	196.4367	ARID3B|10620	131.5382
ARID4A|5926	418.4559	ARID4A|5926	839.6781
ARID4B|51742	1181.6492	ARID4B|51742	1830.9099
ARID5A|10865	560.9868	ARID5A|10865	1331.4763
ARID5B|84159	1380.0822	ARID5B|84159	3450.6345
ARIH1|25820	1236.1809	ARIH1|25820	2341.3804
ARIH2|10425	902.6953	ARIH2|10425	1698.2327
ARL10|285598	6.8524	ARL10|285598	112.9681
ARL11|115761	104.1571	ARL11|115761	19.4986
ARL13B|200894	302.878	ARL13B|200894	303.0022
ARL15|54622	184.5592	ARL15|54622	500.1548
ARL16|339231	523.5267	ARL16|339231	323.4293
ARL17A|51326	118.7711	ARL17A|51326	129.217
ARL17B|641522	5.0617	lowly_expressed	lowly_expressed
ARL1|400	1706.7154	ARL1|400	2236.1498
ARL2BP|23568	820.0091	ARL2BP|23568	1285.3606
ARL2|402	851.0735	ARL2|402	724.2339999999999
ARL3|403	755.5962	ARL3|403	579.6967
ARL4A|10124	155.7789	ARL4A|10124	2273.909
ARL4C|10123	799.4518	ARL4C|10123	2249.1489
ARL4D|379	260.3929	ARL4D|379	262.7669
ARL5A|26225	883.9653	ARL5A|26225	811.204
ARL5B|221079	268.6158	ARL5B|221079	310.1207
ARL6IP1|23204	9409.3193	ARL6IP1|23204	3749.3036
ARL6IP4|51329	1006.3956	ARL6IP4|51329	1526.4624
ARL6IP5|10550	3490.635	ARL6IP5|10550	4725.1625
ARL6IP6|151188	475.5596	ARL6IP6|151188	320.6438
ARL6|84100	50.7081	ARL6|84100	93.4695
ARL8A|127829	1379.1686	ARL8A|127829	987.6199
ARL8B|55207	2505.2535	ARL8B|55207	2140.5138
ARMC10|83787	815.3495	ARMC10|83787	758.3194
ARMC1|55156	1701.6903	ARMC1|55156	737.5426
ARMC2|84071	126.9986	ARMC2|84071	59.1148
ARMC3|219681	25.5825	ARMC3|219681	7.1185
ARMC4|55130	8.6798	ARMC4|55130	9.5946
ARMC5|79798	335.7698	ARMC5|79798	255.9579
ARMC6|93436	1541.2791	ARMC6|93436	443.1136
ARMC7|79637	846.5053	ARMC7|79637	322.1913
ARMC8|25852	1172.6816	ARMC8|25852	751.1606
ARMC9|80210	221.5624	ARMC9|80210	277.9325
ARMCX1|51309	458.6569	ARMCX1|51309	951.4082
ARMCX2|9823	244.4038	ARMCX2|9823	1136.7998
ARMCX3|51566	1845.5916	ARMCX3|51566	2116.9916
ARMCX5|64860	275.0114	ARMCX5|64860	452.801
ARMCX6|54470	186.8433	ARMCX6|54470	367.3785
ARNT2|9915	555.048	ARNT2|9915	307.0257
ARNTL2|56938	121.9735	ARNTL2|56938	28.1647
ARNTL|406	157.1494	ARNTL|406	496.7502
ARNT|405	1232.5263	ARNT|405	1802.8474
ARPC1A|10552	2958.8853	ARPC1A|10552	2030.7583
ARPC1B|10095	3877.1128	ARPC1B|10095	812.9434
ARPC2|10109	4517.1311	ARPC2|10109	2975.5494
ARPC3|10094	5181.3614	ARPC3|10094	2013.3086
ARPC4|10093	3889.3878	ARPC4|10093	2311.5846
ARPC5L|81873	1515.7606	ARPC5L|81873	444.1349
ARPC5|10092	4108.7254	ARPC5|10092	2729.805
ARPM1|84517	46.5966	ARPM1|84517	35.5927
ARPP19|10776	4528.095	ARPP19|10776	3935.9331
ARRB1|408	598.4468	ARRB1|408	1285.0511
ARRB2|409	1160.3472	ARRB2|409	488.7032
ARRDC1|92714	1845.5916	ARRDC1|92714	679.0467
ARRDC2|27106	681.1329	ARRDC2|27106	547.818
ARRDC3|57561	551.3933	ARRDC3|57561	3456.2055
ARRDC4|91947	796.2539999999999	ARRDC4|91947	895.3884
ARRDC5|645432	8.6798	lowly_expressed	lowly_expressed
ARSA|410	536.7748	ARSA|410	402.9712
ARSB|411	362.7227	ARSB|411	156.9174
ARSD|414	1441.2974	ARSD|414	3869.3903
lowly_expressed	lowly_expressed	ARSE|415	61.2813
ARSG|22901	788.0311	ARSG|22901	351.9034
lowly_expressed	lowly_expressed	ARSH|347527	8.666
ARSI|340075	15.0754	ARSI|340075	18.5701
ARSJ|79642	20.1005	ARSJ|79642	285.0511
ARSK|153642	77.2042	ARSK|153642	258.4339
lowly_expressed	lowly_expressed	ART3|419	9.9041
lowly_expressed	lowly_expressed	ART4|420	10.2136
ART5|116969	19.1868	ART5|116969	34.9737
ARTN|9048	62.5857	ARTN|9048	9.5946
ARV1|64801	479.2143	ARV1|64801	366.45
ARVCF|421	476.9301	ARVCF|421	580.0062
lowly_expressed	lowly_expressed	ARX|170302	20.4271
AR|367	903.6089999999999	AR|367	1552.4605
AS3MT|57412	580.6304	AS3MT|57412	248.5299
ASAH1|427	5013.7049	ASAH1|427	4291.8601
ASAH2B|653308	20.5573	ASAH2B|653308	13.6181
lowly_expressed	lowly_expressed	ASAH2|56624	20.1176
ASAM|79827	84.5135	ASAM|79827	650.2631
ASAP1|50807	1160.8039999999999	ASAP1|50807	776.8493
ASAP2|8853	818.1818	ASAP2|8853	688.0223
ASAP3|55616	613.0653	ASAP3|55616	938.0997
ASB13|79754	1818.6386	ASB13|79754	889.1984
ASB14|142686	5.9388	ASB14|142686	11.1421
ASB16|92591	14.8424	ASB16|92591	22.801
ASB1|51665	235.4683	ASB1|51665	874.0328
ASB2|51676	45.2261	ASB2|51676	90.684
ASB3|51130	265.418	ASB3|51130	383.1817
lowly_expressed	lowly_expressed	ASB5|140458	12.3801
ASB6|140459	996.4596	ASB6|140459	742.4574
ASB7|140460	648.698	ASB7|140460	541.009
ASB8|140461	642.3024	ASB8|140461	961.6218
ASB9|140462	15.0754	ASB9|140462	25.3791
ASCC1|51008	686.6149	ASCC1|51008	376.3541
ASCC2|84164	2303.7917	ASCC2|84164	1094.0885
ASCC3|10973	1304.7053	ASCC3|10973	1307.0257
ASCL2|430	76.2905	ASCL2|430	31.2597
ASF1A|25842	621.2883	ASF1A|25842	515.9393
ASF1B|55723	1172.6816	ASF1B|55723	43.6397
ASGR1|432	16.4459	ASGR1|432	9.2851
ASGR2|433	17.8164	ASGR2|433	5.8805
ASH1L|55870	1180.7903	ASH1L|55870	4701.4206
ASH2L|9070	744.1754	ASH2L|9070	1221.2937
ASL|435	716.7656	ASL|435	437.6354
ASMTL|8623	740.4842	ASMTL|8623	804.2433
ASNA1|439	1720.8771	ASNA1|439	830.3931
ASNSD1|54529	951.1192	ASNSD1|54529	1077.9944
ASNS|440	792.5994	ASNS|440	429.2789
lowly_expressed	lowly_expressed	ASPA|443	28.1647
lowly_expressed	lowly_expressed	ASPHD1|253982	21.6651
ASPHD2|57168	115.1211	ASPHD2|57168	51.3773
ASPH|444	8511.4207	ASPH|444	5367.1526
ASPM|259266	983.5541	ASPM|259266	25.3791
ASPN|54829	320.6944	ASPN|54829	131.5382
ASPRV1|151516	43.8556	ASPRV1|151516	100.5881
ASPSCR1|79058	1143.9013	ASPSCR1|79058	199.6286
ASRGL1|80150	447.2362	ASRGL1|80150	92.541
ASS1|445	4007.7661	ASS1|445	1177.035
ASTE1|28990	291.8136	ASTE1|28990	277.1433
lowly_expressed	lowly_expressed	ASTN1|460	79.5419
ASTN2|23245	153.9516	ASTN2|23245	458.6815
ASXL1|171023	1529.4655	ASXL1|171023	2366.1405
ASXL2|55252	703.9744	ASXL2|55252	1069.0189
ASXL3|80816	8.6798	ASXL3|80816	69.6379
ATAD1|84896	675.1942	ATAD1|84896	1284.1226
