gene_id	TCGA-E9-A1R7-01A-11R-A14M-07	gene_id	TCGA-E9-A1R7-11A-42R-A14M-07
AMIGO1|57463	109.0781	AMIGO1|57463	209.1424
AMIGO2|347902	78.11399999999999	AMIGO2|347902	1192.1521
AMIGO3|386724	53.1316	AMIGO3|386724	34.7896
AMMECR1L|83607	942.9979	AMMECR1L|83607	984.2233
AMMECR1|9949	767.7692	AMMECR1|9949	241.1003
AMN1|196394	330.75300000000004	AMN1|196394	149.6764
AMOTL1|154810	683.3216	AMOTL1|154810	3507.6861
AMOTL2|51421	385.6439	AMOTL2|51421	4290.8576
AMOT|154796	345.5313	AMOT|154796	1656.1489
removed	removed	AMPD1|270	65.53399999999999
AMPD2|271	239.62	AMPD2|271	408.1715
AMPD3|272	348.6981	AMPD3|272	449.4337
AMPH|273	33.4272	AMPH|273	208.7379
AMT|275	5.6298	AMT|275	98.39399999999999
removed	removed	AMY1A|276	6.4725
AMY2B|280	35.5595	AMY2B|280	293.8026
AMZ1|155185	263.1949	removed	removed
AMZ2P1|201283	142.8571	AMZ2P1|201283	222.4919
AMZ2|51321	2250.1759	AMZ2|51321	1494.7411
ANAPC10|10393	170.6545	ANAPC10|10393	130.2589
ANAPC11|51529	768.1210000000001	ANAPC11|51529	371.7638
ANAPC13|25847	1272.7657	ANAPC13|25847	1578.1189
ANAPC16|119504	7657.9873	ANAPC16|119504	2484.2233
ANAPC1|64682	1446.5165	ANAPC1|64682	919.0939
ANAPC2|29882	451.4426	ANAPC2|29882	377.4272
ANAPC4|29945	303.3075	ANAPC4|29945	610.0324
ANAPC5|51433	3087.9662	ANAPC5|51433	1845.0647
ANAPC7|51434	1452.1464	ANAPC7|51434	847.0874
ANGEL1|23357	434.2013	ANGEL1|23357	660.1942
ANGEL2|90806	2750.1759	ANGEL2|90806	711.5696
ANGPT1|284	30.2604	ANGPT1|284	1764.5631
ANGPT2|285	103.0964	ANGPT2|285	499.1909
removed	removed	ANGPT4|51378	91.4239
ANGPTL1|9068	27.4455	ANGPTL1|9068	1302.9935
ANGPTL2|23452	448.9796	ANGPTL2|23452	10233.8188
ANGPTL4|51129	35.5384	ANGPTL4|51129	3585.7605
removed	removed	ANGPTL5|253935	201.8608
removed	removed	ANGPTL7|10218	54.2071
ANG|283	44.5989	ANG|283	435.5502
removed	removed	ANK1|286	29.9353
ANK2|287	207.2484	ANK2|287	2675.1618
ANK3|288	5795.5665	ANK3|288	535.5987
ANKAR|150709	20.4082	ANKAR|150709	60.6796
ANKDD1A|348094	19.7044	ANKDD1A|348094	612.8641
ANKFY1|51479	1554.8909	ANKFY1|51479	2993.5275
ANKHD1-EIF4EBP3|404734	1531.2773	ANKHD1-EIF4EBP3|404734	540.8495
ANKHD1|54882	3527.7058	ANKHD1|54882	2781.6748
ANKH|56172	824.0676	ANKH|56172	2046.9256
ANKIB1|54467	2254.0464	ANKIB1|54467	1930.8252
removed	removed	ANKK1|255239	12.945
ANKLE1|126549	5.6298	removed	removed
ANKLE2|23141	1570.3729999999998	ANKLE2|23141	1434.4660000000001
ANKMY1|51281	302.6038	ANKMY1|51281	145.6311
ANKMY2|57037	608.7262	ANKMY2|57037	742.7184
ANKRA2|57763	532.3716	ANKRA2|57763	232.6052
ANKRD10|55608	2041.9775	ANKRD10|55608	1232.2087
ANKRD11|29123	1449.7291	ANKRD11|29123	2351.0761
ANKRD12|23253	2506.3336	ANKRD12|23253	2340.6149
ANKRD13A|88455	703.7298	ANKRD13A|88455	1345.0647
ANKRD13B|124930	77.4103	ANKRD13B|124930	113.6731
ANKRD13C|81573	645.6721	ANKRD13C|81573	711.165
ANKRD13D|338692	410.9782	ANKRD13D|338692	212.3786
ANKRD16|54522	82.3364	ANKRD16|54522	68.7702
ANKRD17|26057	4438.0718	ANKRD17|26057	3215.2104
ANKRD19|138649	34.1309	ANKRD19|138649	27.9126
removed	removed	ANKRD1|27063	25.89
ANKRD20A3|441425	13.019	ANKRD20A3|441425	5.6634
ANKRD20B|729171	16.5376	ANKRD20B|729171	6.068
ANKRD22|118932	54.5391	ANKRD22|118932	18.6084
ANKRD23|200539	32.3716	ANKRD23|200539	12.945
ANKRD24|170961	10.9078	ANKRD24|170961	12.5405
ANKRD26|22852	336.7347	ANKRD26|22852	259.3042
ANKRD27|84079	938.4236	ANKRD27|84079	989.8867
ANKRD28|23243	1458.4799	ANKRD28|23243	1563.9159
ANKRD29|147463	21.4638	ANKRD29|147463	434.466
ANKRD30A|91074	1463.4061	ANKRD30A|91074	133.4951
ANKRD30B|374860	5.6298	ANKRD30B|374860	19.0129
ANKRD32|84250	352.2167	ANKRD32|84250	152.9126
ANKRD34A|284615	8.0929	ANKRD34A|284615	11.7314
ANKRD34B|340120	30.9641	removed	removed
removed	removed	ANKRD34C|390616	6.4725
ANKRD35|148741	30.6122	ANKRD35|148741	203.479
ANKRD36BP1|84832	537.2977	ANKRD36BP1|84832	193.3657
ANKRD36B|57730	27.7973	ANKRD36B|57730	36.0032
ANKRD36|375248	93.2442	ANKRD36|375248	200.6472
ANKRD37|353322	32.8958	ANKRD37|353322	41.8083
ANKRD39|51239	183.3216	ANKRD39|51239	72.411
ANKRD40|91369	2816.3265	ANKRD40|91369	4092.6375
ANKRD42|338699	155.8761	ANKRD42|338699	232.2006
ANKRD43|134548	33.779	ANKRD43|134548	32.766999999999996
ANKRD44|91526	51.0204	ANKRD44|91526	147.6537
removed	removed	ANKRD45|339416	7.6861
ANKRD46|157567	823.1985	ANKRD46|157567	853.0178
ANKRD49|54851	106.2632	ANKRD49|54851	292.8803
ANKRD50|57182	40195.285	ANKRD50|57182	1268.2039
ANKRD52|283373	2492.259	ANKRD52|283373	1057.4434
removed	removed	ANKRD53|79998	76.0518
ANKRD54|129138	377.551	ANKRD54|129138	250.0
ANKRD56|345079	84.0957	ANKRD56|345079	15.7767
ANKRD57|65124	335.6791	ANKRD57|65124	663.835
ANKRD58|347454	14.0746	ANKRD58|347454	9.3042
ANKRD5|63926	2648.1351	ANKRD5|63926	187.2977
ANKRD6|22881	84.9578	ANKRD6|22881	296.2015
ANKRD9|122416	28.8529	ANKRD9|122416	29.5307
ANKS1A|23294	1167.1358	ANKS1A|23294	1241.1003
ANKS1B|56899	88.67	ANKS1B|56899	52.9935
ANKS3|124401	104.152	ANKS3|124401	131.06799999999998
ANKS6|203286	93.2442	ANKS6|203286	372.5728
ANKZF1|55139	484.1661	ANKZF1|55139	393.2039
ANLN|54443	1451.7945	ANLN|54443	44.4984
ANO10|55129	739.62	ANO10|55129	1030.3398
ANO1|55107	2240.3237	ANO1|55107	2484.6278
removed	removed	ANO2|57101	63.9159
removed	removed	ANO3|63982	348.7055
removed	removed	ANO4|121601	13.3495
ANO5|203859	9.8522	ANO5|203859	97.4919
ANO6|196527	2764.6024	ANO6|196527	11336.9741
ANO7|50636	51.3723	removed	removed
ANO8|57719	541.1682	ANO8|57719	173.1392
ANO9|338440	346.9388	ANO9|338440	13.3495
ANP32A|8125	4814.9191	ANP32A|8125	2498.7864
ANP32B|10541	1746.3054	ANP32B|10541	3158.5761
ANP32E|81611	1754.3983	ANP32E|81611	1104.3689
ANPEP|290	97.4666	ANPEP|290	1083.7379
ANTXR1|84168	2255.8058	ANTXR1|84168	7383.0906
ANTXR2|118429	342.7164	ANTXR2|118429	5408.1715
ANTXRL|195977	6.6854	removed	removed
ANUBL1|93550	292.3997	ANUBL1|93550	125.4045
ANXA11|311	1407.4595	ANXA11|311	4931.6343
ANXA1|301	865.2357	ANXA1|301	24946.1974
ANXA2P1|303	25.6861	ANXA2P1|303	123.3819
ANXA2P2|304	1836.7347	ANXA2P2|304	8211.165
removed	removed	ANXA2P3|305	12.5405
ANXA2|302	4956.7206	ANXA2|302	22781.1489
ANXA3|306	46.798	ANXA3|306	1434.0615
ANXA4|307	2514.4265	ANXA4|307	2233.8188
ANXA5|308	5443.3498	ANXA5|308	19941.343
ANXA6|309	3447.2203	ANXA6|309	11244.3366
ANXA7|310	5307.178000000001	ANXA7|310	4057.4434
removed	removed	ANXA8L2|244	111.6505
ANXA8|653145	12.6671	ANXA8|653145	169.5631
ANXA9|8416	1934.905	ANXA9|8416	51.3754
AOAH|313	8.7966	AOAH|313	120.5502
AOC2|314	10.5559	AOC2|314	244.3366
AOC3|8639	431.0345	AOC3|8639	25013.3495
AOX1|316	35.1865	AOX1|316	3673.1392
AP1AR|55435	1686.8403	AP1AR|55435	448.2201
AP1B1|162	2187.544	AP1B1|162	2010.5178
AP1G1|164	3491.9071	AP1G1|164	2759.3042
AP1G2|8906	1600.3835	AP1G2|8906	311.1367
AP1M1|8907	819.8452	AP1M1|8907	1152.9126
AP1M2|10053	4489.0922	AP1M2|10053	183.657
AP1S1|1174	1020.0563	AP1S1|1174	275.0809
AP1S2|8905	204.7854	AP1S2|8905	915.4531
AP1S3|130340	243.1386	AP1S3|130340	33.1715
AP2A1|160	1277.3927	AP2A1|160	1360.3681
AP2A2|161	1498.2407	AP2A2|161	2053.3981
AP2B1|163	37446.8684	AP2B1|163	6316.343000000001
AP2M1|1173	5209.3596	AP2M1|1173	5251.2136
AP2S1|1175	530.9641	AP2S1|1175	690.534
AP3B1|8546	2423.6453	AP3B1|8546	1775.4854
AP3B2|8120	105.5595	AP3B2|8120	21.0356
AP3D1|8943	6214.9894	AP3D1|8943	1955.5016
AP3M1|26985	4861.3652	AP3M1|26985	1942.5566
AP3M2|10947	509.1485	AP3M2|10947	610.4369
AP3S1|1176	552.076	AP3S1|1176	1545.3074
AP3S2|10239	1286.3265	AP3S2|10239	2018.9563
AP4B1|10717	231.9845	AP4B1|10717	361.7112
AP4E1|23431	607.3188	AP4E1|23431	442.5566
AP4M1|9179	268.1985	AP4M1|9179	167.9693
AP4S1|11154	64.7431	AP4S1|11154	108.4142
APAF1|317	1311.7523	APAF1|317	633.0906
APBA1|320	201.9704	APBA1|320	314.3204
APBA2|321	5.6298	APBA2|321	31.9579
APBA3|9546	157.9873	APBA3|9546	76.8608
APBB1IP|54518	52.076	APBB1IP|54518	1264.5631
APBB1|322	194.2294	APBB1|322	667.8803
APBB2|323	1764.9543	APBB2|323	4213.1877
APBB3|10307	141.4497	APBB3|10307	148.0583
APC2|10297	16.3054	removed	removed
APCDD1L|164284	8.7966	APCDD1L|164284	97.0874
APCDD1|147495	35.1865	APCDD1|147495	1857.2006
APC|324	2031.6678	APC|324	1896.8447
APEH|327	1078.8177	APEH|327	876.6181
APEX1|328	3501.0556	APEX1|328	1823.6246
APEX2|27301	643.5609	APEX2|27301	279.9353
APH1A|51107	4496.1295	APH1A|51107	2548.9482
APH1B|83464	1215.6932	APH1B|83464	802.5889999999999
API5|8539	4132.6531	API5|8539	2784.3851
APIP|51074	848.5257	APIP|51074	695.6351
APITD1|378708	245.197	APITD1|378708	108.7905
APLF|200558	17.5932	APLF|200558	117.3139
APLNR|187	452.4982	APLNR|187	1516.5858
APLN|8862	137.5792	APLN|8862	74.0291
APLP1|333	73.8916	APLP1|333	14.5631
APLP2|334	4309.9929999999995	APLP2|334	15871.7638
APOA1BP|128240	1043.9831	APOA1BP|128240	817.1521
APOB48R|55911	160.4504	APOB48R|55911	87.3786
removed	removed	APOBEC3A|200315	5.2589
APOBEC3B|9582	175.9148	APOBEC3B|9582	8.4951
APOBEC3C|27350	48.5574	APOBEC3C|27350	300.5663
APOBEC3D|140564	103.4483	APOBEC3D|140564	49.3528
APOBEC3F|200316	261.7875	APOBEC3F|200316	128.6408
APOBEC3G|60489	139.3385	APOBEC3G|60489	254.0453
removed	removed	APOB|338	800.1618
APOC1|341	100.2815	APOC1|341	145.6311
APOC2|344	21.1119	APOC2|344	26.699
APOD|347	4418.3673	APOD|347	28028.7217
APOE|348	633.3568	APOE|348	1842.6375
APOF|319	64.3913	removed	removed
APOL1|8542	316.6784	APOL1|8542	1651.2945
APOL2|23780	374.0324	APOL2|23780	902.9126
APOL3|80833	201.2667	APOL3|80833	2047.3301
APOL4|80832	103.0964	APOL4|80832	808.2524
APOL6|80830	1037.2977	APOL6|80830	8858.4142
APOLD1|81575	290.6404	APOLD1|81575	1277.5081
APOM|55937	16.5482	APOM|55937	26.2945
APOOL|139322	565.095	APOOL|139322	342.6375
APOO|79135	298.3814	APOO|79135	115.2913
APPBP2|10513	3312.8079	APPBP2|10513	1994.7411
APPL1|26060	1572.836	APPL1|26060	2194.5793
APPL2|55198	1804.0113	APPL2|55198	1576.8608
APP|351	10495.7776	APP|351	21557.8479
APRT|353	580.9289	APRT|353	608.8188
APTX|54840	406.0521	APTX|54840	369.7411
AQP11|282679	25.6861	AQP11|282679	29.5307
AQP1|358	1726.2491	AQP1|358	20156.6788
AQP3|360	1369.4581	AQP3|360	283.1715
AQP4|361	7.7410000000000005	AQP4|361	41.6667
removed	removed	AQP5|362	161.8123
removed	removed	AQP7P1|375719	318.3657
removed	removed	AQP7P3|441432	122.9773
AQP7|364	14.7783	AQP7|364	2608.8188
AQP9|366	7.3892	AQP9|366	77.6699
removed	removed	AQPEP|206338	764.818
AQR|9716	1882.4771	AQR|9716	1383.0906
ARAF|369	1159.7467	ARAF|369	852.3463
ARAP1|116985	1759.6411	ARAP1|116985	1937.2775
ARAP2|116984	140.0422	ARAP2|116984	332.9288
ARAP3|64411	135.468	ARAP3|64411	715.6149
ARCN1|372	4346.9388	ARCN1|372	5328.479
removed	removed	ARC|23237	23.4628
AREG|374	23.5749	AREG|374	60.6796
ARF1|375	26659.3948	ARF1|375	5370.9547
ARF3|377	9333.216	ARF3|377	4021.8447
ARF4|378	2926.8121	ARF4|378	4255.6634
ARF5|381	1339.1555	ARF5|381	1130.2589
ARF6|382	3929.627	ARF6|382	2680.4207
ARFGAP1|55738	984.5179	ARFGAP1|55738	562.2977
ARFGAP2|84364	1988.3885	ARFGAP2|84364	1383.0906
ARFGAP3|26286	1243.4905	ARFGAP3|26286	1039.644
ARFGEF1|10565	8605.5278	ARFGEF1|10565	2119.3366
ARFGEF2|10564	4635.1161	ARFGEF2|10564	2383.8997
ARFIP1|27236	2053.8353	ARFIP1|27236	1054.2071
ARFIP2|23647	1917.3118	ARFIP2|23647	580.5016
ARFRP1|10139	291.69599999999997	ARFRP1|10139	370.9547
ARG2|384	70.1372	ARG2|384	373.5599
ARGLU1|55082	1638.9866	ARGLU1|55082	2515.7767
ARHGAP10|79658	456.7206	ARHGAP10|79658	1267.7994
ARHGAP11A|9824	764.9543	ARHGAP11A|9824	94.2557
ARHGAP11B|89839	52.4279	ARHGAP11B|89839	5.2751
ARHGAP12|94134	1709.0077	ARHGAP12|94134	1452.2654
ARHGAP15|55843	18.6488	ARHGAP15|55843	82.1197
ARHGAP17|55114	1017.5932	ARHGAP17|55114	1571.1974
ARHGAP18|93663	930.6826	ARHGAP18|93663	1004.4498
ARHGAP19|84986	433.8494	ARHGAP19|84986	640.7767
ARHGAP1|392	2320.197	ARHGAP1|392	3231.7961
ARHGAP20|57569	25.6861	ARHGAP20|57569	522.2492
ARHGAP21|57584	1587.6144	ARHGAP21|57584	6788.4304
ARHGAP22|58504	17.9451	ARHGAP22|58504	52.1845
ARHGAP23|57636	562.6319	ARHGAP23|57636	1026.2945
ARHGAP24|83478	83.0401	ARHGAP24|83478	786.8123
ARHGAP25|9938	141.0978	ARHGAP25|9938	472.8964
ARHGAP26|23092	192.4701	ARHGAP26|23092	1502.8317
ARHGAP27|201176	619.6341	ARHGAP27|201176	393.9604
ARHGAP28|79822	68.2618	ARHGAP28|79822	386.3269
ARHGAP29|9411	528.5011	ARHGAP29|9411	4527.9126
ARHGAP30|257106	116.4673	ARHGAP30|257106	782.3625
ARHGAP31|57514	514.0746	ARHGAP31|57514	2498.3819
ARHGAP32|9743	4092.1886	ARHGAP32|9743	916.2621
ARHGAP33|115703	47.5018	ARHGAP33|115703	41.2621
removed	removed	ARHGAP36|158763	12.945
ARHGAP39|80728	196.3406	ARHGAP39|80728	38.4304
ARHGAP42|143872	66.8543	ARHGAP42|143872	490.6877
ARHGAP4|393	84.4476	ARHGAP4|393	317.1521
ARHGAP5|394	4766.3617	ARHGAP5|394	3477.3463
ARHGAP6|395	51.0204	ARHGAP6|395	382.6861
ARHGAP8|23779	524.1239	ARHGAP8|23779	55.36
ARHGAP9|64333	18.297	ARHGAP9|64333	112.4595
ARHGDIA|396	2595.0035	ARHGDIA|396	2885.9223
ARHGDIB|397	2066.1506	ARHGDIB|397	2981.7961
removed	removed	ARHGDIG|398	70.3803
ARHGEF10L|55160	825.475	ARHGEF10L|55160	730.5825
ARHGEF10|9639	439.4792	ARHGEF10|9639	1658.9806
ARHGEF11|9826	2589.0218	ARHGEF11|9826	1391.1812
ARHGEF12|23365	4237.1569	ARHGEF12|23365	6499.1909
ARHGEF15|22899	137.931	ARHGEF15|22899	1322.0065
ARHGEF16|27237	688.9514	ARHGEF16|27237	72.0065
ARHGEF17|9828	637.5792	ARHGEF17|9828	1355.9871
ARHGEF18|23370	2188.2477	ARHGEF18|23370	659.7896
ARHGEF19|128272	584.0957	ARHGEF19|128272	73.6246
ARHGEF1|9138	359.9578	ARHGEF1|9138	826.0518
ARHGEF2|9181	1271.2878	ARHGEF2|9181	2550.1618
removed	removed	ARHGEF33|100271715	16.1812
ARHGEF35|445328	1003.1668	ARHGEF35|445328	564.7249
ARHGEF37|389337	133.0049	ARHGEF37|389337	1027.1036
removed	removed	ARHGEF38|54848	16.5858
ARHGEF3|50650	851.8649	ARHGEF3|50650	870.1456
ARHGEF4|50649	36.5939	ARHGEF4|50649	306.2298
ARHGEF5|7984	571.4286	ARHGEF5|7984	362.8641
ARHGEF6|9459	751.9353	ARHGEF6|9459	6567.1521
ARHGEF7|8874	1385.9958	ARHGEF7|8874	2370.5502
ARHGEF9|23229	431.0345	ARHGEF9|23229	689.7249
ARID1A|8289	2866.2913	ARID1A|8289	2132.2816
ARID1B|57492	1951.0908	ARID1B|57492	1948.2201
ARID2|196528	2820.5489	ARID2|196528	1064.3204
ARID3A|1820	426.8121	ARID3A|1820	56.6343
ARID3B|10620	118.9303	ARID3B|10620	69.1748
ARID4A|5926	981.703	ARID4A|5926	1148.8673
ARID4B|51742	6174.9824	ARID4B|51742	1534.4458
ARID5A|10865	342.7164	ARID5A|10865	413.0259
ARID5B|84159	1033.779	ARID5B|84159	4525.4854
ARIH1|25820	2565.4469	ARIH1|25820	2443.3657
ARIH2|10425	654.81	ARIH2|10425	1596.2217
ARL10|285598	14.7783	ARL10|285598	72.411
ARL11|115761	292.0479	ARL11|115761	52.9935
ARL13B|200894	531.6678	ARL13B|200894	347.8964
ARL15|54622	893.7368	ARL15|54622	628.6408
ARL16|339231	314.5672	ARL16|339231	313.1068
ARL17A|51326	231.8086	ARL17A|51326	85.0324
ARL1|400	4313.8635	ARL1|400	2365.2913
ARL2BP|23568	748.7685	ARL2BP|23568	2062.2977
ARL2|402	263.8987	ARL2|402	1078.8835
ARL3|403	698.0999	ARL3|403	474.5146
ARL4A|10124	146.3758	ARL4A|10124	963.9968
ARL4C|10123	325.1232	ARL4C|10123	832.5243
ARL4D|379	42.9275	ARL4D|379	229.3689
ARL5A|26225	1494.7220000000002	ARL5A|26225	1138.3495
ARL5B|221079	300.4926	ARL5B|221079	295.712
ARL6IP1|23204	9511.6115	ARL6IP1|23204	5232.2006
ARL6IP4|51329	1229.0639999999999	ARL6IP4|51329	1253.6408
ARL6IP5|10550	1681.9141	ARL6IP5|10550	7302.589
ARL6IP6|151188	366.6432	ARL6IP6|151188	250.4045
ARL6|84100	122.449	ARL6|84100	82.9288
ARL8A|127829	2269.8804	ARL8A|127829	938.1068
ARL8B|55207	4526.7417	ARL8B|55207	2767.7994
ARMC10|83787	869.6446	ARMC10|83787	721.6141
ARMC1|55156	2345.5313	ARMC1|55156	836.165
ARMC2|84071	100.2815	ARMC2|84071	80.0971
ARMC3|219681	18.297	removed	removed
ARMC4|55130	5.9817	ARMC4|55130	8.4951
ARMC5|79798	232.2308	ARMC5|79798	137.5405
ARMC6|93436	776.5552	ARMC6|93436	259.2921
ARMC7|79637	587.6144	ARMC7|79637	203.8835
ARMC8|25852	1094.2998	ARMC8|25852	1027.1036
ARMC9|80210	349.05	ARMC9|80210	149.2718
ARMCX1|51309	452.4982	ARMCX1|51309	1055.4207
ARMCX2|9823	132.6531	ARMCX2|9823	642.3948
ARMCX3|51566	2126.3195	ARMCX3|51566	2627.8317
ARMCX5|64860	619.6341	ARMCX5|64860	286.4078
ARMCX6|54470	149.1907	ARMCX6|54470	197.0065
ARNT2|9915	111.5412	ARNT2|9915	171.521
ARNTL2|56938	15.1302	ARNTL2|56938	58.657
ARNTL|406	297.6777	ARNTL|406	267.3948
ARNT|405	2298.0296	ARNT|405	2543.2848
ARPC1A|10552	2084.7994	ARPC1A|10552	1726.1327
ARPC1B|10095	1907.8114	ARPC1B|10095	1423.1392
ARPC2|10109	3664.3209	ARPC2|10109	4591.0194
ARPC3|10094	3990.8515	ARPC3|10094	2790.8576
ARPC4|10093	2966.1365	ARPC4|10093	2263.8147
ARPC5L|81873	941.2386	ARPC5L|81873	449.8382
ARPC5|10092	6285.3624	ARPC5|10092	3356.7961
ARPM1|84517	21.8156	ARPM1|84517	41.6667
ARPP19|10776	6406.0521	ARPP19|10776	5635.5178
removed	removed	ARPP21|10777	9.3042
ARRB1|408	693.5257	ARRB1|408	1331.7152
ARRB2|409	201.9704	ARRB2|409	882.2816
ARRDC1|92714	282.8994	ARRDC1|92714	231.7961
ARRDC2|27106	641.8015	ARRDC2|27106	758.8997
ARRDC3|57561	403.2372	ARRDC3|57561	3008.0906
ARRDC4|91947	638.6348	ARRDC4|91947	1257.6861
ARSA|410	522.5194	ARSA|410	495.5502
ARSB|411	198.0999	ARSB|411	468.4466
ARSD|414	2792.7516	ARSD|414	1369.3366
ARSE|415	8.0929	ARSE|415	6.4725
ARSG|22901	1417.6636	ARSG|22901	100.3236
ARSI|340075	10.9078	ARSI|340075	14.1586
ARSJ|79642	12.6671	ARSJ|79642	66.343
ARSK|153642	384.9402	ARSK|153642	245.1456
removed	removed	ART3|419	7.6861
removed	removed	ART4|420	36.4078
removed	removed	ART5|116969	6.877000000000001
ARTN|9048	35.5384	removed	removed
ARV1|64801	1871.5693	ARV1|64801	313.9159
ARVCF|421	74.5954	ARVCF|421	135.9223
ARX|170302	9.8522	removed	removed
AR|367	347.2906	AR|367	527.5081
AS3MT|57412	933.1457	AS3MT|57412	299.3528
ASAH1|427	4857.8466	ASAH1|427	15360.8414
ASAH2B|653308	48.2055	ASAH2B|653308	10.5178
ASAH2|56624	9.8522	removed	removed
ASAM|79827	148.8388	ASAM|79827	3214.8058
ASAP1|50807	1239.9719	ASAP1|50807	1777.9126
ASAP2|8853	1147.4314	ASAP2|8853	1796.1165
ASAP3|55616	418.7192	ASAP3|55616	866.5049
ASB13|79754	1055.2428	ASB13|79754	473.7055
ASB14|142686	8.7966	ASB14|142686	13.3495
ASB16|92591	84.3702	ASB16|92591	9.3487
ASB1|51665	520.651	ASB1|51665	827.3301
removed	removed	ASB2|51676	47.3301
ASB3|51130	386.3476	ASB3|51130	314.7249
ASB6|140459	488.8776	ASB6|140459	420.3681
ASB7|140460	755.102	ASB7|140460	533.5761
ASB8|140461	1029.5567	ASB8|140461	930.4207
ASB9|140462	11.2597	ASB9|140462	88.1877
ASCC1|51008	1611.1893	ASCC1|51008	560.6796
ASCC2|84164	1205.1372	ASCC2|84164	1169.9029
ASCC3|10973	3258.6207	ASCC3|10973	1197.0065
ASCL2|430	325.1232	ASCL2|430	6.068
ASF1A|25842	473.6101	ASF1A|25842	508.8997
ASF1B|55723	372.9768	ASF1B|55723	19.4175
removed	removed	ASGR1|432	8.8997
removed	removed	ASGR2|433	6.877000000000001
ASH1L|55870	4066.14	ASH1L|55870	4455.8738
ASH2L|9070	1041.8719	ASH2L|9070	1349.11
ASL|435	415.5524	ASL|435	246.3592
ASMTL|8623	379.3103	ASMTL|8623	498.3819
ASNA1|439	1768.4729	ASNA1|439	733.8188
ASNSD1|54529	985.2217	ASNSD1|54529	1309.4660000000001
ASNS|440	491.9071	ASNS|440	234.6278
removed	removed	ASPA|443	300.5663
ASPHD1|253982	87.2625	removed	removed
ASPHD2|57168	172.4138	ASPHD2|57168	42.4757
ASPH|444	1431.9247	ASPH|444	27236.3471
ASPM|259266	1579.5215	ASPM|259266	18.6084
ASPN|54829	780.4363	ASPN|54829	1687.7023
ASPRV1|151516	24.6305	ASPRV1|151516	65.4733
ASPSCR1|79058	366.2913	ASPSCR1|79058	139.5631
ASRGL1|80150	69.6692	ASRGL1|80150	136.3269
ASS1|445	662.9134	ASS1|445	3457.1197
ASTE1|28990	188.2899	ASTE1|28990	262.8964
ASTN1|460	28.8529	ASTN1|460	102.3463
ASTN2|23245	400.7741	ASTN2|23245	110.8414
ASXL1|171023	1307.5299	ASXL1|171023	2001.2136
ASXL2|55252	1738.9163	ASXL2|55252	1253.2362
removed	removed	ASXL3|80816	38.835
ATAD1|84896	871.9212	ATAD1|84896	1458.7379
ATAD2B|54454	621.7452	ATAD2B|54454	414.2395
ATAD2|29028	2074.5954	ATAD2|29028	384.7087
ATAD3A|55210	687.8958	ATAD3A|55210	191.7476
ATAD3B|83858	150.95	ATAD3B|83858	88.1877
ATAD3C|219293	29.2048	ATAD3C|219293	33.9806
ATAD5|79915	218.1562	ATAD5|79915	47.3301
ATE1|11101	326.8825	ATE1|11101	418.6893
ATF1|466	711.8227	ATF1|466	469.2557
ATF2|1386	911.6819	ATF2|1386	800.9709
ATF3|467	102.0408	ATF3|467	292.4757
ATF4|468	5868.0507	ATF4|468	5248.7864
ATF5|22809	462.7023	ATF5|22809	583.7379
ATF6B|1388	3111.893	ATF6B|1388	1154.9353
ATF6|22926	4798.7333	ATF6|22926	1809.0615
ATF7IP2|80063	511.6115	ATF7IP2|80063	111.6505
ATF7IP|55729	1682.266	ATF7IP|55729	1663.835
ATF7|11016	1494.4476	ATF7|11016	2698.7743
ATG10|83734	66.8543	ATG10|83734	132.2816
ATG12|9140	942.6460000000001	ATG12|9140	729.7735
ATG16L1|55054	2817.3821	ATG16L1|55054	527.9126
ATG16L2|89849	298.3427	ATG16L2|89849	215.9668
ATG2A|23130	314.2153	ATG2A|23130	434.8706
ATG2B|55102	953.202	ATG2B|55102	1618.932
ATG3|64422	694.5813	ATG3|64422	749.5955
ATG4A|115201	465.8691	ATG4A|115201	368.93199999999996
ATG4B|23192	548.9092	ATG4B|23192	455.9061
ATG4C|84938	216.045	ATG4C|84938	362.8641
ATG4D|84971	402.0619	ATG4D|84971	78.4142
ATG5|9474	1381.0697	ATG5|9474	917.4757
ATG7|10533	803.7227	ATG7|10533	738.8188
ATG9A|79065	1197.2379	ATG9A|79065	1388.3819
ATG9B|285973	37.9029	removed	removed
ATHL1|80162	156.9317	ATHL1|80162	168.6893
ATIC|471	2839.1977	ATIC|471	1368.1229999999998
ATL1|51062	126.3195	ATL1|51062	381.4725
ATL2|64225	2002.4631	ATL2|64225	1080.9061
ATL3|25923	607.6707	ATL3|25923	1173.5437
ATMIN|23300	1884.5883	ATMIN|23300	2307.0388
ATM|472	974.3139	ATM|472	1983.0097
ATN1|1822	3001.4075	ATN1|1822	4281.9579
ATOH8|84913	10.9078	ATOH8|84913	720.4693
ATOX1|475	658.3392	ATOX1|475	430.8252
ATP10A|57194	516.5376	ATP10A|57194	457.1197
ATP10D|57205	347.2906	ATP10D|57205	739.0777
ATP11A|23250	1020.4082	ATP11A|23250	1107.6052
ATP11B|23200	758.9726	ATP11B|23200	2063.1068
ATP11C|286410	737.5088	ATP11C|286410	1128.2362
ATP13A1|57130	2086.2069	ATP13A1|57130	522.6537
ATP13A2|23400	641.0978	ATP13A2|23400	492.7184
