gene_id	TCGA-BH-A0DK-01A-21R-A056-07	gene_id	TCGA-BH-A0DK-11A-13R-A089-07
C20orf199|441951	1518.4518	C20orf199|441951	997.1581
C20orf202|400831	13.5014	lowly_expressed	lowly_expressed
C20orf20|55257	336.6337	C20orf20|55257	169.6422
C20orf24|55969	1540.8596	C20orf24|55969	957.5486
lowly_expressed	lowly_expressed	C20orf26|26074	12.2422
C20orf27|54976	716.0216	C20orf27|54976	198.7904
C20orf29|55317	240.7741	C20orf29|55317	194.7096
C20orf30|29058	3303.7804	C20orf30|29058	2478.7583
C20orf3|57136	2913.5914	C20orf3|57136	6694.1631
C20orf43|51507	1995.9496	C20orf43|51507	1911.8269
C20orf46|55321	17.5518	C20orf46|55321	9.6189
C20orf4|25980	1085.0585	C20orf4|25980	1304.3795
C20orf54|113278	598.1098	C20orf54|113278	189.7544
C20orf72|92667	587.3087	C20orf72|92667	724.9144
C20orf7|79133	132.7633	C20orf7|79133	114.5522
C20orf94|128710	22.0522	C20orf94|128710	40.5159
C20orf96|140680	326.7327	C20orf96|140680	294.6878
C21orf119|84996	99.4599	C21orf119|84996	149.2385
C21orf122|728039	21.6022	C21orf122|728039	24.4844
C21orf125|284836	5.8506	lowly_expressed	lowly_expressed
C21orf15|54094	58.9559	C21orf15|54094	23.026999999999997
C21orf2|755	233.5734	C21orf2|755	267.8715
C21orf33|8209	1903.6904	C21orf33|8209	1798.4406
C21orf34|388815	36.9037	C21orf34|388815	93.85700000000001
C21orf45|54069	319.982	C21orf45|54069	151.8618
lowly_expressed	lowly_expressed	C21orf49|54067	12.5337
C21orf56|84221	397.8398	C21orf56|84221	100.5611
C21orf57|54059	193.5194	C21orf57|54059	174.0144
C21orf58|54058	54.9055	C21orf58|54058	38.1841
C21orf59|56683	988.7219	C21orf59|56683	887.4678
C21orf63|59271	258.7759	C21orf63|59271	394.0829
C21orf67|84536	47.7048	C21orf67|84536	79.8659
C21orf70|85395	199.3699	C21orf70|85395	112.5118
C21orf7|56911	154.3654	C21orf7|56911	46.3456
C21orf82|114036	6.7507	lowly_expressed	lowly_expressed
C21orf88|114041	7.2007	C21orf88|114041	23.3185
C21orf91|54149	375.7876	C21orf91|54149	376.3026
C22orf13|83606	3265.5266	C22orf13|83606	3249.2312
C22orf23|84645	19.802	C22orf23|84645	78.117
C22orf25|128989	400.09	C22orf25|128989	370.7644
C22orf26|55267	11.2511	C22orf26|55267	7.5785
C22orf27|150291	115.2115	C22orf27|150291	167.6018
C22orf28|51493	2090.459	C22orf28|51493	2024.6302
C22orf29|79680	313.2898	C22orf29|79680	597.1668
C22orf30|253143	1122.4122	C22orf30|253143	1391.5325
C22orf32|91689	458.5959	C22orf32|91689	568.3888
C22orf34|348645	14.4014	C22orf34|348645	5.5381
C22orf36|388886	268.2268	C22orf36|388886	362.8944
C22orf39|128977	351.9352	C22orf39|128977	503.68
C22orf40|150383	132.7633	C22orf40|150383	96.4804
C22orf41|644186	10.350999999999999	C22orf41|644186	6.1211
C22orf45|646023	5.4005	lowly_expressed	lowly_expressed
C22orf46|79640	417.1917	C22orf46|79640	742.9862
C22orf9|23313	2476.5977	C22orf9|23313	1527.6543
C2CD2L|9854	303.2763	C2CD2L|9854	461.5259
C2CD2|25966	531.5032	C2CD2|25966	604.2411
C2CD3|26005	558.9559	C2CD3|26005	935.3639999999999
C2CD4A|145741	11.2511	C2CD4A|145741	94.7315
C2CD4B|388125	21.6022	C2CD4B|388125	83.3637
C2CD4C|126567	38.7039	C2CD4C|126567	6.7041
C2CD4D|100191040	14.8515	C2CD4D|100191040	8.1615
C2orf14|100132708	31.9532	lowly_expressed	lowly_expressed
C2orf15|150590	57.8308	C2orf15|150590	102.1701
C2orf16|84226	22.9523	C2orf16|84226	46.0541
C2orf18|54978	1772.7273	C2orf18|54978	1749.1802
C2orf24|27013	1560.306	C2orf24|27013	1316.3302
C2orf27A|29798	45.4545	C2orf27A|29798	31.7715
C2orf28|51374	2371.9712	C2orf28|51374	1883.6202
C2orf29|55571	1129.1629	C2orf29|55571	999.7814
C2orf34|79823	61.2061	C2orf34|79823	86.2785
C2orf3|6936	265.9766	C2orf3|6936	404.2848
C2orf40|84417	76.0576	C2orf40|84417	537.4918
C2orf42|54980	208.8209	C2orf42|54980	186.8396
C2orf43|60526	282.6283	C2orf43|60526	320.6296
C2orf44|80304	198.0198	C2orf44|80304	218.9026
C2orf47|79568	334.3834	C2orf47|79568	316.8403
C2orf48|348738	7.6508	lowly_expressed	lowly_expressed
C2orf49|79074	128.2628	C2orf49|79074	110.4715
C2orf50|130813	14.4014	C2orf50|130813	10.4933
lowly_expressed	lowly_expressed	C2orf52|151477	9.3274
C2orf54|79919	154.8155	C2orf54|79919	148.6555
C2orf55|343990	403.6904	C2orf55|343990	324.7103
C2orf56|55471	156.6157	C2orf56|55471	238.7233
lowly_expressed	lowly_expressed	C2orf58|285154	7.287000000000001
C2orf60|129450	198.0198	C2orf60|129450	219.4855
C2orf63|130162	30.153000000000002	C2orf63|130162	83.9467
C2orf64|493753	515.7516	C2orf64|493753	468.1192
C2orf65|130951	9.4509	C2orf65|130951	18.9463
C2orf67|151050	177.8308	C2orf67|151050	416.2064
C2orf68|388969	847.4347	C2orf68|388969	840.924
C2orf69|205327	384.7885	C2orf69|205327	449.1729
lowly_expressed	lowly_expressed	C2orf70|339778	8.453
C2orf72|257407	84.6085	C2orf72|257407	253.2974
C2orf74|339804	145.8146	C2orf74|339804	315.0915
C2orf76|130355	90.009	C2orf76|130355	146.9067
C2orf77|129881	116.5617	C2orf77|129881	199.9563
C2orf79|391356	512.6013	C2orf79|391356	249.7996
C2orf7|84279	288.4788	C2orf7|84279	293.8133
C2orf81|388963	77.1242	C2orf81|388963	49.3886
C2orf82|389084	26.5527	C2orf82|389084	18.0719
C2orf86|51057	55.8056	C2orf86|51057	109.0141
C2orf88|84281	54.0054	C2orf88|84281	179.2611
C2orf89|129293	38.7039	C2orf89|129293	16.323
C2|717	1451.9577	C2|717	261.2665
C3AR1|719	600.8101	C3AR1|719	183.0504
C3orf10|55845	3209.7209999999995	C3orf10|55845	2553.669
C3orf14|57415	64.3564	C3orf14|57415	587.9181
C3orf15|89876	26.5527	C3orf15|89876	78.9915
C3orf17|25871	816.8317	C3orf17|25871	902.4266
C3orf18|51161	63.4563	C3orf18|51161	148.0726
C3orf19|51244	480.6481	C3orf19|51244	423.814
C3orf1|51300	933.3933	C3orf1|51300	1042.9206
C3orf21|152002	500.45	C3orf21|152002	230.8533
C3orf23|285343	288.0288	C3orf23|285343	470.1596
C3orf26|84319	523.8524	C3orf26|84319	285.9433
C3orf31|132001	120.6121	C3orf31|132001	145.7407
C3orf32|51066	13.5014	C3orf32|51066	7.87
C3orf33|285315	49.0549	C3orf33|285315	148.947
C3orf34|84984	55.3555	C3orf34|84984	62.0855
C3orf36|80111	11.7012	C3orf36|80111	7.5785
C3orf37|56941	822.2322	C3orf37|56941	753.7710000000001
C3orf38|285237	478.3843	C3orf38|285237	363.1742
C3orf39|84892	396.0396	C3orf39|84892	473.0744
C3orf42|84657	8.5509	C3orf42|84657	9.6189
C3orf47|339942	28.8029	C3orf47|339942	19.2378
C3orf52|79669	612.0612	C3orf52|79669	274.5755
C3orf54|389119	40.9541	C3orf54|389119	14.5741
C3orf55|152078	6.7507	C3orf55|152078	13.9911
C3orf57|165679	150.7651	C3orf57|165679	506.0118
C3orf58|205428	362.7363	C3orf58|205428	1603.731
C3orf59|151963	159.766	C3orf59|151963	371.6389
C3orf62|375341	81.0081	C3orf62|375341	113.9692
C3orf63|23272	1380.0539999999999	C3orf63|23272	2193.0015
C3orf64|285203	397.3897	C3orf64|285203	782.3362
C3orf67|200844	31.5032	C3orf67|200844	18.6548
C3orf70|285382	112.9613	C3orf70|285382	83.3637
C3orf71|646450	20.7966	C3orf71|646450	26.9271
C3orf75|54859	316.8317	C3orf75|54859	441.5944
C3|718	19666.9667	C3|718	7284.1215
C4A|720	9828.7849	C4A|720	11447.9079
C4BPA|722	11.2511	C4BPA|722	21.2781
lowly_expressed	lowly_expressed	C4BPB|725	6.1211
C4orf10|317648	276.4491	C4orf10|317648	288.8465
C4orf12|404201	36.4536	C4orf12|404201	35.8522
C4orf14|84273	815.0315	C4orf14|84273	603.0751
C4orf19|55286	128.1683	C4orf19|55286	89.2137
C4orf21|55345	73.3573	C4orf21|55345	63.543
C4orf23|152992	327.6328	C4orf23|152992	519.42
C4orf27|54969	435.1935	C4orf27|54969	355.6074
C4orf29|80167	99.4599	C4orf29|80167	162.9381
C4orf31|79625	114.7615	C4orf31|79625	312.7596
C4orf32|132720	623.3123	C4orf32|132720	811.4844
C4orf33|132321	191.7192	C4orf33|132321	279.5307
C4orf34|201895	1337.0837	C4orf34|201895	2190.4831
C4orf36|132989	9.0009	C4orf36|132989	11.6593
C4orf38|152641	7.2007	C4orf38|152641	10.7848
lowly_expressed	lowly_expressed	C4orf39|152756	13.6996
C4orf3|401152	2145.8146	C4orf3|401152	3244.1886
C4orf41|60684	972.0972	C4orf41|60684	1265.3210000000001
C4orf42|92070	476.5977	C4orf42|92070	387.3789
C4orf43|55319	416.2916	C4orf43|55319	317.7148
C4orf46|201725	398.7399	C4orf46|201725	171.6826
lowly_expressed	lowly_expressed	C4orf47|441054	6.7041
C4orf48|401115	70.6571	C4orf48|401115	22.1526
C4orf49|84709	6.7507	C4orf49|84709	20.1122
C4orf52|389203	371.2871	C4orf52|389203	313.0511
C4orf7|260436	12.1512	C4orf7|260436	272.5352
C5AR1|728	371.7372	C5AR1|728	134.9559
C5orf13|9315	1933.3933	C5orf13|9315	583.5459
C5orf15|56951	1819.0819	C5orf15|56951	1595.5695
C5orf20|140947	41.4041	lowly_expressed	lowly_expressed
C5orf22|55322	571.1071	C5orf22|55322	657.5822
C5orf23|79614	157.5158	C5orf23|79614	53.6326
C5orf24|134553	951.8452	C5orf24|134553	1377.5414
C5orf25|375484	369.93699999999995	C5orf25|375484	312.2087
lowly_expressed	lowly_expressed	C5orf27|202299	13.4081
C5orf28|64417	166.0666	C5orf28|64417	272.2437
C5orf30|90355	604.4104	C5orf30|90355	503.68
C5orf32|84418	623.3123	C5orf32|84418	620.8555
C5orf33|133686	458.5959	C5orf33|133686	723.7485
C5orf34|375444	49.0549	C5orf34|375444	23.9015
C5orf35|133383	133.2133	C5orf35|133383	171.6826
C5orf36|285600	67.5068	C5orf36|285600	162.9381
C5orf38|153571	76.5077	C5orf38|153571	106.6822
C5orf39|389289	50.8551	C5orf39|389289	14.2826
C5orf41|153222	382.0882	C5orf41|153222	597.5369999999999
C5orf42|65250	413.5914	C5orf42|65250	629.5999
C5orf43|643155	1088.2088	C5orf43|643155	1262.9891
C5orf44|80006	464.4464	C5orf44|80006	561.5798
C5orf45|51149	83.2493	C5orf45|51149	200.2565
C5orf46|389336	16.2016	C5orf46|389336	11.0763
C5orf49|134121	19.802	C5orf49|134121	22.1526
C5orf4|10826	765.9766	C5orf4|10826	928.3684
C5orf51|285636	738.5239	C5orf51|285636	947.8977
C5orf53|492311	133.2133	C5orf53|492311	292.6474
C5orf54|63920	88.2088	C5orf54|63920	88.6104
C5orf55|116349	87.7588	C5orf55|116349	81.6148
C5orf56|441108	68.4518	C5orf56|441108	31.7948
C5orf62|85027	502.2502	C5orf62|85027	355.0244
C5|727	142.2142	C5|727	199.0818
C6orf105|84830	45.0045	C6orf105|84830	83.6552
C6orf106|64771	2649.4149	C6orf106|64771	2814.5449
C6orf108|10591	468.0468	C6orf108|10591	167.3104
C6orf114|85411	17.1017	C6orf114|85411	13.4081
C6orf115|58527	881.1881	C6orf115|58527	912.9199
C6orf120|387263	960.045	C6orf120|387263	1072.7159
C6orf122|401288	10.350999999999999	C6orf122|401288	12.9534
lowly_expressed	lowly_expressed	C6orf124|653483	9.6189
C6orf125|84300	848.4968	C6orf125|84300	903.1145
lowly_expressed	lowly_expressed	C6orf126|389383	25.3589
C6orf127|340204	8.1008	C6orf127|340204	25.6504
C6orf129|154467	355.5356	C6orf129|154467	99.6867
C6orf130|221443	495.4995	C6orf130|221443	497.4947
C6orf132|647024	256.0756	C6orf132|647024	228.5215
C6orf134|79969	190.36900000000003	C6orf134|79969	215.1133
C6orf136|221545	175.5176	lowly_expressed	lowly_expressed
C6orf138|442213	16.6517	C6orf138|442213	20.6952
C6orf141|135398	57.1557	C6orf141|135398	53.0496
lowly_expressed	lowly_expressed	C6orf142|90523	7.5785
C6orf145|221749	574.7075	C6orf145|221749	1261.8232
C6orf150|115004	126.9127	C6orf150|115004	27.3993
C6orf153|88745	811.8812	C6orf153|88745	705.6766
C6orf154|221424	49.955	C6orf154|221424	13.9911
C6orf155|79940	47.7048	C6orf155|79940	92.3996
lowly_expressed	lowly_expressed	C6orf15|29113	41.3904
C6orf162|57150	86.7732	C6orf162|57150	91.9799
C6orf164|63914	5.0360000000000005	C6orf164|63914	10.3301
C6orf165|154313	9.4509	C6orf165|154313	32.5235
C6orf167|253714	195.7696	C6orf167|253714	219.77700000000002
C6orf168|84553	198.0198	C6orf168|84553	273.1181
C6orf170|221322	62.5563	C6orf170|221322	153.6107
C6orf174|387104	42.9433	C6orf174|387104	51.085
lowly_expressed	lowly_expressed	C6orf176|90632	9.8521
C6orf182|285753	115.6616	C6orf182|285753	108.7226
C6orf186|728464	5.4005	C6orf186|728464	6.7041
C6orf192|116843	302.4302	C6orf192|116843	250.9655
C6orf1|221491	461.2961	C6orf1|221491	215.9878
lowly_expressed	lowly_expressed	C6orf201|404220	19.5642
C6orf203|51250	255.6256	C6orf203|51250	232.3107
C6orf204|387119	52.2052	C6orf204|387119	56.5474
C6orf211|79624	2365.4365	C6orf211|79624	1469.6495
C6orf217|100131814	6.7507	C6orf217|100131814	13.9911
lowly_expressed	lowly_expressed	C6orf218|221718	6.9956
C6orf223|221416	33.5149	C6orf223|221416	3073.0715
C6orf225|619208	102.6103	C6orf225|619208	136.1218
C6orf226|441150	105.3105	C6orf226|441150	74.3278
C6orf26|401251	5.018	C6orf26|401251	11.0763
C6orf27|80737	8.1008	C6orf27|80737	34.1033
C6orf35|729515	368.1368	C6orf35|729515	383.0066
C6orf47|57827	756.0756	C6orf47|57827	637.7614
C6orf48|50854	1220.5221	C6orf48|50854	991.0369
C6orf52|347744	18.0018	C6orf52|347744	16.0315
C6orf57|135154	110.26100000000001	C6orf57|135154	101.4355
lowly_expressed	lowly_expressed	C6orf58|352999	47.5115
lowly_expressed	lowly_expressed	C6orf59|79992	6.4126
C6orf62|81688	3114.2439	C6orf62|81688	3045.3079
C6orf64|55776	602.1602	C6orf64|55776	604.2411
C6orf70|55780	267.3267	C6orf70|55780	379.5089
C6orf72|116254	656.6157	C6orf72|116254	880.5655
C6orf81|221481	5.8506	C6orf81|221481	6.1211
C6orf89|221477	2667.8668	C6orf89|221477	2955.039
C6orf97|80129	420.7921	C6orf97|80129	610.9451
C6|729	16.2016	lowly_expressed	lowly_expressed
C7orf10|79783	49.0549	C7orf10|79783	31.7715
C7orf11|136647	333.9334	C7orf11|136647	280.1137
C7orf13|129790	64.3564	C7orf13|129790	60.0452
C7orf23|79161	198.0198	C7orf23|79161	319.7114
C7orf25|79020	212.8713	C7orf25|79020	324.5646
C7orf26|79034	496.8497	C7orf26|79034	475.4063
C7orf27|221927	910.441	C7orf27|221927	731.9099
C7orf28A|51622	911.3411	C7orf28A|51622	791.6636
C7orf28B|221960	911.3411	C7orf28B|221960	778.547
C7orf29|113763	108.0108	C7orf29|113763	141.3685
C7orf30|115416	331.2331	C7orf30|115416	214.5304
C7orf31|136895	71.5572	C7orf31|136895	85.4041
C7orf36|57002	214.6715	C7orf36|57002	166.1444
C7orf40|285958	135.4635	C7orf40|285958	148.4194
C7orf41|222166	788.9289	C7orf41|222166	1021.0595
C7orf42|55069	3316.8317	C7orf42|55069	3086.4971
C7orf43|55262	264.1764	C7orf43|55262	410.1144
C7orf44|55744	942.3942	C7orf44|55744	748.5244
C7orf46|340277	63.0063	C7orf46|340277	94.7315
C7orf47|221908	248.4248	C7orf47|221908	147.1981
C7orf49|78996	507.4122	C7orf49|78996	536.3987
C7orf50|84310	1841.1341	C7orf50|84310	689.0534
C7orf51|222950	8.1008	C7orf51|222950	18.0719
C7orf53|286006	10.350999999999999	C7orf53|286006	11.3678
C7orf55|154791	96.0621	C7orf55|154791	210.1581
C7orf58|79974	395.5896	C7orf58|79974	273.9926
C7orf59|389541	813.2313	C7orf59|389541	605.1155
C7orf60|154743	194.4194	C7orf60|154743	265.2481
lowly_expressed	lowly_expressed	C7orf61|402573	10.2019
C7orf63|79846	38.7039	C7orf63|79846	170.8081
C7orf64|84060	278.1278	C7orf64|84060	200.8307
C7orf68|29923	318.1818	C7orf68|29923	675.071
C7orf70|84792	551.3051	C7orf70|84792	396.9977
C7|730	380.288	C7|730	285.3603
C8orf30A|51236	605.3105	C8orf30A|51236	347.7374
C8orf31|286122	7.6508	C8orf31|286122	5.2467
C8orf33|65265	1082.3582	C8orf33|65265	1073.5262
C8orf34|116328	8.1008	C8orf34|116328	9.0359
C8orf37|157657	50.405	C8orf37|157657	112.2204
C8orf38|137682	322.6823	C8orf38|137682	178.6781
C8orf40|114926	651.2151	C8orf40|114926	630.4744
C8orf41|80185	414.3294	C8orf41|80185	304.671
C8orf42|157695	121.0621	C8orf42|157695	343.6566
C8orf44|56260	26.6382	C8orf44|56260	31.2789
C8orf45|157777	13.5014	C8orf45|157777	27.3993
lowly_expressed	lowly_expressed	C8orf46|254778	20.9867
C8orf47|203111	8.1008	lowly_expressed	lowly_expressed
C8orf48|157773	25.2025	C8orf48|157773	20.4037
C8orf4|56892	2995.4995	C8orf4|56892	3254.9734
C8orf51|78998	38.2538	C8orf51|78998	48.6774
C8orf55|51337	877.5878	C8orf55|51337	777.9639999999999
C8orf58|541565	210.171	C8orf58|541565	161.1892
C8orf59|401466	660.207	C8orf59|401466	458.2788
C8orf73|642475	35.5536	C8orf73|642475	167.0189
lowly_expressed	lowly_expressed	C8orf75|619351	27.9822
C8orf76|84933	283.9784	C8orf76|84933	269.9585
C8orf79|57604	88.6589	C8orf79|57604	300.8089
C8orf80|389643	27.9028	lowly_expressed	lowly_expressed
C8orf83|286144	666.5167	C8orf83|286144	630.4744
C8orf84|157869	124.6625	C8orf84|157869	511.55
C8orf85|441376	171.4671	C8orf85|441376	344.8226
C9orf100|84904	76.7327	C9orf100|84904	51.7496
C9orf102|375748	112.7768	C9orf102|375748	184.1317
C9orf103|414328	109.811	C9orf103|414328	136.9963
C9orf109|286333	5.4005	C9orf109|286333	9.6189
C9orf110|100128385	45.0045	C9orf110|100128385	85.4041
C9orf114|51490	499.55	C9orf114|51490	508.2562
C9orf116|138162	69.757	C9orf116|138162	99.1037
C9orf117|286207	5.4005	C9orf117|286207	20.4037
C9orf119|375757	404.1404	C9orf119|375757	251.5485
C9orf122|158228	52.2052	C9orf122|158228	24.193
C9orf123|90871	414.0414	C9orf123|90871	578.5907
C9orf125|84302	76.9577	C9orf125|84302	36.7267
lowly_expressed	lowly_expressed	C9orf128|392307	11.9507
C9orf129|445577	74.4419	C9orf129|445577	127.8146
C9orf130|100128782	96.6382	C9orf130|100128782	186.7347
C9orf140|89958	931.5932	C9orf140|89958	161.4807
C9orf142|286257	523.8524	C9orf142|286257	293.8133
C9orf150|286343	441.0441	C9orf150|286343	711.7977
C9orf152|401546	531.5032	C9orf152|401546	1117.2484
C9orf156|51531	284.8785	C9orf156|51531	278.6563
C9orf163|158055	5.4005	C9orf163|158055	6.9956
C9orf167|54863	164.2664	C9orf167|54863	40.2244
C9orf169|375791	104.0549	C9orf169|375791	9.7996
C9orf16|79095	1050.405	C9orf16|79095	447.7155
C9orf172|389813	16.6517	C9orf172|389813	10.4933
C9orf21|195827	144.9145	C9orf21|195827	195.5841
C9orf23|138716	356.8857	C9orf23|138716	303.4322
C9orf25|203259	619.712	C9orf25|203259	406.0337
C9orf30|91283	296.2106	C9orf30|91283	195.5462
C9orf37|85026	97.6598	C9orf37|85026	107.5567
C9orf3|84909	191.3996	C9orf3|84909	281.5769
C9orf40|55071	82.3582	C9orf40|55071	105.5163
C9orf41|138199	107.1107	C9orf41|138199	256.2122
C9orf43|257169	6.7507	C9orf43|257169	8.453
C9orf45|81571	55.8056	C9orf45|81571	117.7585
C9orf46|55848	302.8803	C9orf46|55848	396.7063
C9orf47|286223	8.1323	C9orf47|286223	98.3342
C9orf5|23731	1194.4194	C9orf5|23731	2374.6994
C9orf64|84267	558.0558	C9orf64|84267	471.3255
C9orf66|157983	13.0513	C9orf66|157983	86.1299
C9orf68|55064	25.6526	C9orf68|55064	80.7404
C9orf69|90120	1208.3708	C9orf69|90120	634.8466
C9orf6|54942	360.9361	C9orf6|54942	521.7518
C9orf72|203228	159.766	C9orf72|203228	232.3107
C9orf78|51759	2071.1071	C9orf78|51759	1404.0662
C9orf7|11094	1262.3762	C9orf7|11094	832.471
C9orf80|58493	262.3762	C9orf80|58493	326.7507
C9orf82|79886	230.423	C9orf82|79886	470.4511
C9orf85|138241	126.0126	C9orf85|138241	125.92
C9orf86|55684	2432.9433	C9orf86|55684	1502.0039
C9orf89|84270	572.0072	C9orf89|84270	244.2615
C9orf91|203197	857.7858	C9orf91|203197	1276.3973
C9orf93|203238	37.3537	C9orf93|203238	148.0726
C9orf95|54981	491.8992	C9orf95|54981	484.7337
lowly_expressed	lowly_expressed	C9orf96|169436	7.5785
C9orf98|158067	79.658	C9orf98|158067	77.5341
C9orf9|11092	110.7111	C9orf9|11092	195.8755
CA11|770	96.3096	CA11|770	165.27
CA12|771	5310.9811	CA12|771	6242.6583
CA13|377677	40.5041	CA13|377677	148.5739
CA14|23632	5.4005	lowly_expressed	lowly_expressed
CA2|760	393.3393	CA2|760	447.1326
CA3|761	22.0522	CA3|761	53.4227
CA4|762	26.5527	CA4|762	249.7996
CA5BP|340591	234.0234	CA5BP|340591	199.9563
CA5B|11238	229.4239	CA5B|11238	302.138
lowly_expressed	lowly_expressed	CA6|765	22.7356
CA8|767	25.6526	CA8|767	372.8048
CA9|768	6.5347	CA9|768	16.4104
CAB39L|81617	439.694	CAB39L|81617	1835.1672
CAB39|51719	1833.4833	CAB39|51719	2335.3494
CABC1|56997	1181.1341	CABC1|56997	555.8522
CABIN1|23523	1440.144	CABIN1|23523	1751.8035
CABLES1|91768	552.2052	CABLES1|91768	706.8425
CABLES2|81928	459.0459	CABLES2|81928	207.2433
CABP1|9478	11.7012	CABP1|9478	11.6593
lowly_expressed	lowly_expressed	CABP4|57010	47.9079
CABYR|26256	234.4734	CABYR|26256	149.53
CACHD1|57685	521.1521	CACHD1|57685	531.6622
CACNA1A|773	36.4536	CACNA1A|773	14.5741
CACNA1C|775	270.027	CACNA1C|775	488.5229
CACNA1D|776	55.8056	CACNA1D|776	317.7148
lowly_expressed	lowly_expressed	CACNA1F|778	8.7444
CACNA1G|8913	13.5014	CACNA1G|8913	37.8926
CACNA1H|8912	189.4689	CACNA1H|8912	44.3052
CACNA1I|8911	20.252	CACNA1I|8911	6.4126
CACNA2D1|781	114.3114	CACNA2D1|781	144.8663
CACNA2D2|9254	279.4779	CACNA2D2|9254	322.9615
CACNA2D3|55799	9.0009	CACNA2D3|55799	9.6189
CACNA2D4|93589	49.505	CACNA2D4|93589	41.6818
CACNB1|782	89.1089	CACNB1|782	140.4941
CACNB2|783	26.1026	CACNB2|783	41.0989
CACNB3|784	1186.7687	CACNB3|784	411.8633
CACNB4|785	29.703000000000003	CACNB4|785	174.5974
CACNG1|786	196.6697	CACNG1|786	6.9956
CACNG4|27092	6849.2349	CACNG4|27092	905.6329
CACYBP|27101	1653.9154	CACYBP|27101	1123.661
CADM1|23705	658.8659	CADM1|23705	986.0818
CADM2|253559	31.0531	CADM2|253559	72.2874
CADM3|57863	140.2835	CADM3|57863	118.9536
CADM4|199731	767.3267	CADM4|199731	726.6633
CADPS2|93664	1133.6634	CADPS2|93664	2025.5046
CADPS|8618	11.2511	lowly_expressed	lowly_expressed
CAD|790	1034.2034	CAD|790	1093.3469
CALB2|794	117.4617	CALB2|794	44.8881
CALCOCO1|57658	1658.8659	CALCOCO1|57658	2139.1824
CALCOCO2|10241	3206.5707	CALCOCO2|10241	2460.395
CALCRL|10203	1384.7885	CALCRL|10203	378.9259
CALCR|799	9.0009	CALCR|799	11.9507
CALD1|800	8498.6499	CALD1|800	7817.2411
CALHM1|255022	11.7012	lowly_expressed	lowly_expressed
CALHM2|51063	1063.4563	lowly_expressed	lowly_expressed
CALM1|801	6428.8929	CALM1|801	6023.4643
CALM2|805	7778.5779	CALM2|805	8928.3684
CALM3|808	6576.0576	CALM3|808	3791.0078
CALML3|810	1375.3375	CALML3|810	1410.4788
CALML4|91860	209.2709	CALML4|91860	198.2074
CALML5|51806	170.11700000000002	CALML5|51806	2286.089
lowly_expressed	lowly_expressed	CALN1|83698	6.4126
CALR|811	22207.0207	CALR|811	17913.2843
CALU|813	5548.1548	CALU|813	3405.0864
CALY|50632	10.350999999999999	lowly_expressed	lowly_expressed
