gene_id	TCGA-BH-A1ET-01A-11R-A137-07	gene_id	TCGA-BH-A1ET-11B-23R-A137-07
NEAT1|283131	13521.9848	NEAT1|283131	13092.7625
NEBL|10529	4110.4354	NEBL|10529	3427.1152
NEB|4703	25.4023	NEB|4703	39.2457
NECAB1|64168	48.4366	NECAB1|64168	292.3038
lowly_expressed	lowly_expressed	NECAB2|54550	22.4261
NECAB3|63941	974.1133	NECAB3|63941	231.1417
NECAP1|25977	1151.4988	NECAP1|25977	765.0357
NECAP2|55707	979.2799	NECAP2|55707	1297.6555
NEDD1|121441	903.7189	NEDD1|121441	755.8614
NEDD4L|23327	2604.3808	NEDD4L|23327	2284.9134
NEDD4|4734	815.2414	NEDD4|4734	918.9602
NEDD8|4738	1390.6679	NEDD8|4738	1207.9511
NEDD9|4739	1263.2259	lowly_expressed	lowly_expressed
NEFH|4744	170.0662	NEFH|4744	30.3262
NEFL|4747	12.7011	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NEFM|4741	5.4409
NEGR1|257194	578.4403	NEGR1|257194	586.9011
NEIL1|79661	160.5942	NEIL1|79661	187.054
NEIL2|252969	488.8865	NEIL2|252969	369.0112
NEIL3|55247	11.4095	lowly_expressed	lowly_expressed
NEK10|152110	1734.8905	NEK10|152110	397.0438
NEK11|79858	605.7801	NEK11|79858	257.9001
NEK1|4750	742.4789	NEK1|4750	629.4597
NEK2|4751	71.2556	lowly_expressed	lowly_expressed
NEK3|4752	165.7607	NEK3|4752	271.4067
NEK4|6787	1087.5626	NEK4|6787	678.8991
NEK5|341676	127.44200000000001	NEK5|341676	9.1743
NEK6|10783	1176.6859	NEK6|10783	766.8196
NEK7|140609	1591.3029	NEK7|140609	2726.8094
NEK8|284086	105.9146	NEK8|284086	88.4302
NEK9|91754	2857.7579	NEK9|91754	2843.7819
NELF|26012	268.231	NELF|26012	483.945
NELL2|4753	671.2233	NELL2|4753	79.001
NENF|29937	852.699	NENF|29937	718.3996
NEO1|4756	2157.4727	NEO1|4756	1997.9613
NES|10763	852.0532	NES|10763	3809.3782
NET1|10276	3685.2699	NET1|10276	3126.1468
NETO2|81831	119.2616	NETO2|81831	160.2956
NEU1|4758	1790.8616	NEU1|4758	1043.578
NEU3|10825	97.3037	NEU3|10825	145.2599
NEURL1B|54492	436.575	NEURL1B|54492	1840.7238
NEURL2|140825	5.3409	NEURL2|140825	22.1713
NEURL3|93082	8.8262	NEURL3|93082	48.42
NEURL4|84461	409.8811	NEURL4|84461	637.3777
NEURL|9148	192.0241	NEURL|9148	17.3293
lowly_expressed	lowly_expressed	NEUROG2|63973	15.5454
NEXN|91624	315.5912	NEXN|91624	697.2477
NF1|4763	3263.7641	NF1|4763	3339.9592
NF2|4771	372.2082	NF2|4771	739.8063
NFAM1|150372	117.1089	NFAM1|150372	88.9399
NFASC|23114	208.6002	NFASC|23114	776.2283
NFAT5|10725	1772.3481	NFAT5|10725	4669.9796
NFATC1|4772	268.8768	NFATC1|4772	604.2304
NFATC2IP|84901	1074.6461	NFATC2IP|84901	940.8767
NFATC2|4773	87.6164	NFATC2|4773	225.0255
NFATC3|4775	645.1752	NFATC3|4775	1117.9918
NFATC4|4776	480.9214	NFATC4|4776	815.4944
NFE2L1|4779	6884.8824	NFE2L1|4779	8022.9358
NFE2L2|4780	3139.45	NFE2L2|4780	3378.4174
NFE2L3|9603	140.789	NFE2L3|9603	304.791
NFE2|4778	5.8124	lowly_expressed	lowly_expressed
NFIA|4774	2870.4591	NFIA|4774	2747.7064
NFIB|4781	1025.779	NFIB|4781	6742.6096
NFIC|4782	693.1812	NFIC|4782	1018.3486
NFIL3|4783	158.4414	NFIL3|4783	872.579
NFIX|4784	2730.7465	NFIX|4784	4374.8726
NFKB1|4790	1603.1429999999998	NFKB1|4790	1643.9857
NFKB2|4791	455.7344	NFKB2|4791	580.5301
NFKBIA|4792	1491.6312	NFKBIA|4792	2043.8328
NFKBIB|4793	162.1011	NFKBIB|4793	199.0316
NFKBID|84807	11.6248	NFKBID|84807	59.8879
NFKBIE|4794	283.7307	NFKBIE|4794	155.7085
NFKBIL1|4795	129.3795	NFKBIL1|4795	254.3323
NFKBIL2|4796	68.2224	NFKBIL2|4796	69.8267
NFKBIZ|64332	2655.3835	NFKBIZ|64332	1820.5785
NFRKB|4798	870.9973	NFRKB|4798	1035.1682
NFS1|9054	675.0982	NFS1|9054	443.9348
NFU1|27247	529.5732	NFU1|27247	563.4557
NFX1|4799	1363.3281	NFX1|4799	1471.2029
NFXL1|152518	297.702	NFXL1|152518	343.9908
NFYA|4800	1520.4779	NFYA|4800	1154.6891
NFYB|4801	876.5944	NFYB|4801	1089.4495
NFYC|4802	864.3001	NFYC|4802	918.9857
NGDN|25983	471.2341	NGDN|25983	496.1774
NGEF|25791	41.9784	NGEF|25791	46.1264
NGFRAP1|27018	1003.1753	NGFRAP1|27018	987.2579
NGFR|4804	163.608	NGFR|4804	734.4546
NGF|4803	6.0277	NGF|4803	13.5066
NGLY1|55768	1025.5637	NGLY1|55768	671.2538
NGRN|51335	2507.4625	NGRN|51335	2173.0836
NHEDC1|150159	10.3331	NHEDC1|150159	6.3736
NHEDC2|133308	67.1654	NHEDC2|133308	223.7513
NHEJ1|79840	226.343	NHEJ1|79840	292.4414
NHLRC1|378884	86.9706	NHLRC1|378884	63.4557
NHLRC2|374354	323.5563	NHLRC2|374354	326.9623
NHLRC3|387921	971.3148	NHLRC3|387921	921.7635
NHLRC4|283948	175.44799999999998	NHLRC4|283948	50.7136
NHP2L1|4809	1003.8211	NHP2L1|4809	1576.4526
NHP2|55651	749.5829	NHP2|55651	612.6402
NHSL1|57224	217.4264	NHSL1|57224	433.2314
NHSL2|340527	294.9249	NHSL2|340527	271.6616
NHS|4810	168.9898	NHS|4810	406.473
NICN1|84276	517.1433	NICN1|84276	457.13300000000004
NID1|4811	3592.8809	NID1|4811	4884.5795
NID2|22795	997.3629	NID2|22795	729.3578
NIF3L1|60491	446.9081	NIF3L1|60491	403.9246
NINJ1|4814	2225.0686	NINJ1|4814	1182.7217
NINJ2|4815	73.8389	NINJ2|4815	52.5051
NINL|22981	88.0469	NINL|22981	341.7431
NIN|51199	2237.985	NIN|51199	1955.4027
NIP7|51388	354.5557	NIP7|51388	486.7482
NIPA1|123606	597.815	NIPA1|123606	469.1641
NIPA2|81614	1320.9192	NIPA2|81614	834.8624
lowly_expressed	lowly_expressed	NIPAL1|152519	43.578
NIPAL2|79815	92.1371	NIPAL2|79815	330.5301
NIPAL3|57185	925.6768	NIPAL3|57185	1309.1233
NIPBL|25836	3061.4068	NIPBL|25836	3687.5637
NIPSNAP1|8508	1161.6167	NIPSNAP1|8508	735.7288
NIPSNAP3A|25934	517.9484	NIPSNAP3A|25934	568.2977
NIPSNAP3B|55335	24.5713	NIPSNAP3B|55335	147.3522
NISCH|11188	1957.4835	NISCH|11188	2973.4964
NIT1|4817	640.8826	NIT1|4817	485.8231
NIT2|56954	789.1933	NIT2|56954	508.4098
NKAIN1|79570	13.347000000000001	NKAIN1|79570	26.5036
NKAIN2|154215	8.6109	NKAIN2|154215	22.9358
lowly_expressed	lowly_expressed	NKAPL|222698	40.0102
NKAP|79576	319.8967	NKAP|79576	325.9429
NKD1|85407	72.7625	NKD1|85407	25.9939
NKD2|85409	35.5202	NKD2|85409	42.8135
NKG7|4818	73.6236	NKG7|4818	95.8206
NKIRAS1|28512	294.7096	NKIRAS1|28512	284.4037
NKIRAS2|28511	639.1475	NKIRAS2|28511	708.9704
lowly_expressed	lowly_expressed	NKPD1|284353	32.8746
NKRF|55922	314.5148	NKRF|55922	363.9144
NKTR|4820	2285.7758	NKTR|4820	4616.7176
NKX3-1|4824	4384.4788	NKX3-1|4824	179.1539
NKX3-2|579	10.979000000000001	lowly_expressed	lowly_expressed
NLE1|54475	195.4685	NLE1|54475	293.8328
NLGN1|22871	8.8262	NLGN1|22871	64.475
NLGN2|57555	336.4727	NLGN2|57555	718.9093
NLGN3|54413	19.3746	NLGN3|54413	67.2783
NLGN4X|57502	59.6308	NLGN4X|57502	270.3874
NLK|51701	808.3526	NLK|51701	608.3078
NLN|57486	529.1427	NLN|57486	331.5494
NLRC3|197358	94.2899	NLRC3|197358	85.6269
NLRC4|58484	54.248999999999995	NLRC4|58484	66.7686
NLRC5|84166	657.6611	NLRC5|84166	824.4139
NLRP12|91662	33.5827	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NLRP13|126204	22.9358
NLRP1|22861	229.697	NLRP1|22861	871.5596
NLRP2|55655	744.4163	NLRP2|55655	340.4689
NLRP3|114548	109.1437	NLRP3|114548	152.1407
lowly_expressed	lowly_expressed	NLRP5|126206	23.1906
lowly_expressed	lowly_expressed	NLRP6|171389	5.0968
NLRP7|199713	7.3193	NLRP7|199713	5.6065
lowly_expressed	lowly_expressed	NLRP8|126205	19.368
lowly_expressed	lowly_expressed	NLRP9|338321	6.371
NLRX1|79671	424.3044	NLRX1|79671	375.6371
NMB|4828	20.6663	NMB|4828	163.0989
NMD3|51068	1437.3823	NMD3|51068	1180.4281
NME1-NME2|654364	107.3462	NME1-NME2|654364	37.5306
NME1|4830	1064.1386	NME1|4830	397.7345
NME2P1|283458	49.2977	NME2P1|283458	35.423
NME2|4831	2952.5149	NME2|4831	3061.6769
NME3|4832	574.7807	NME3|4832	306.3201
NME4|4833	1447.7154	NME4|4833	723.7513
NME5|8382	204.0794	NME5|8382	53.0071
NME6|10201	332.1673	NME6|10201	181.7023
NME7|29922	227.9296	NME7|29922	175.3593
NMI|9111	331.3062	NMI|9111	346.84
NMNAT1|64802	360.5834	NMNAT1|64802	314.9847
NMNAT2|23057	28.8467	NMNAT2|23057	633.5372
NMNAT3|349565	45.638000000000005	NMNAT3|349565	200.8155
NMRAL1|57407	1054.1951	NMRAL1|57407	353.9755
NMT1|4836	2011.5171	NMT1|4836	2951.58
NMT2|9397	194.3921	NMT2|9397	1146.789
lowly_expressed	lowly_expressed	NMUR1|10316	64.2202
NNAT|4826	8.1804	NNAT|4826	23.9551
NNMT|4837	827.2967	NNMT|4837	1598.8787
NNT|23530	1902.3196	NNT|23530	1074.6687
NOB1|28987	403.4229	NOB1|28987	931.7023
NOC2L|26155	1019.056	NOC2L|26155	1003.8430000000001
NOC3L|64318	480.7061	NOC3L|64318	553.0071
NOC4L|79050	175.6633	NOC4L|79050	156.9827
NOD1|10392	257.252	NOD1|10392	610.3466
NOD2|64127	683.9244	NOD2|64127	48.1651
lowly_expressed	lowly_expressed	NODAL|4838	16.055
NOL10|79954	745.0622	NOL10|79954	570.8461
NOL11|25926	1396.4803	NOL11|25926	974.5158
NOL12|79159	89.06299999999999	NOL12|79159	182.1101
NOL3|8996	335.6116	NOL3|8996	321.1009
NOL6|65083	1268.823	NOL6|65083	950.051
NOL7|51406	585.1138	NOL7|51406	567.0234
NOL8|55035	1034.39	NOL8|55035	966.6157
NOL9|79707	263.2797	NOL9|79707	252.8033
NOLC1|9221	2479.5221	NOLC1|9221	2040.265
NOM1|64434	416.5545	NOM1|64434	583.3333
NOMO1|23420	5395.4039	NOMO1|23420	2264.7808
NOMO2|283820	2603.9503	NOMO2|283820	1924.3119
NOMO3|408050	2241.86	NOMO3|408050	851.1723
NONO|4841	5657.6072	NONO|4841	4946.738
NOP10|55505	675.7439999999999	NOP10|55505	482.1611
NOP14|8602	1151.2599	NOP14|8602	863.0326
NOP16|51491	130.2406	NOP16|51491	114.9337
NOP2|4839	546.1493	NOP2|4839	486.4934
NOP56|10528	1279.3714	NOP56|10528	1337.9205
NOP58|51602	1184.8663	NOP58|51602	1113.4047
NOS1AP|9722	75.7763	NOS1AP|9722	285.6779
lowly_expressed	lowly_expressed	NOS1|4842	16.3099
NOS2|4843	11.0263	NOS2|4843	5.1198
NOS3|4846	166.7854	NOS3|4846	568.0785
NOSIP|51070	243.2592	NOSIP|51070	438.3282
NOSTRIN|115677	1591.9488	NOSTRIN|115677	1057.5943
NOTCH1|4851	629.2449	NOTCH1|4851	1853.4659
NOTCH2NL|388677	900.1905	NOTCH2NL|388677	659.9541
NOTCH2|4853	9919.38	NOTCH2|4853	7559.8879
NOTCH3|4854	2357.4619	NOTCH3|4854	5028.0326
NOTCH4|4855	583.1764	NOTCH4|4855	2734.7095
NOVA1|4857	65.0126	NOVA1|4857	1351.1723
NOVA2|4858	31.6452	NOVA2|4858	125.8919
NOV|4856	144.4486	NOV|4856	322.63
NOX4|50507	221.9472	NOX4|50507	130.9888
NOX5|79400	28.4742	NOX5|79400	11.9903
NOXA1|10811	63.721000000000004	NOXA1|10811	63.2008
NOXO1|124056	5.8124	lowly_expressed	lowly_expressed
NPAS1|4861	21.5274	NPAS1|4861	6.8807
NPAS2|4862	316.6676	NPAS2|4862	306.0652
NPAS3|64067	103.1161	NPAS3|64067	136.8502
lowly_expressed	lowly_expressed	NPAS4|266743	7.1356
NPAT|4863	804.0471	NPAT|4863	868.2467
lowly_expressed	lowly_expressed	NPC1L1|29881	16.5647
NPC1|4864	882.6113	NPC1|4864	1297.026
NPC2|10577	2378.3435	NPC2|10577	2494.9032
NPDC1|56654	1296.8086	NPDC1|56654	1045.3619
NPEPL1|79716	280.2863	NPEPL1|79716	606.0143
NPEPPS|9520	3562.9945	NPEPPS|9520	2351.1723
NPFFR2|10886	15.2844	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NPFF|8620	10.7034
NPHP1|4867	120.338	NPHP1|4867	173.0377
NPHP3|27031	437.0055	NPHP3|27031	1091.998
NPHP4|261734	189.2256	NPHP4|261734	255.3517
NPIPL3|23117	373.2845	NPIPL3|23117	666.4730000000001
NPIP|9284	589.6539	NPIP|9284	989.9694
NPLOC4|55666	1555.1370000000002	NPLOC4|55666	2041.0296
NPL|80896	179.9688	NPL|80896	132.5178
NPM1|4869	6152.5214	NPM1|4869	7109.0724
lowly_expressed	lowly_expressed	NPM2|10361	23.4455
NPM3|10360	138.6362	NPM3|10360	124.8726
NPNT|255743	9509.0684	NPNT|255743	1634.5566
NPR1|4881	147.4625	NPR1|4881	1937.5637
NPR2|4882	129.5947	NPR2|4882	457.9511
NPR3|4883	28.4161	NPR3|4883	209.9898
NPRL2|10641	676.4587	NPRL2|10641	273.7895
NPRL3|8131	780.367	NPRL3|8131	466.8705
NPTN|27020	3588.612	NPTN|27020	2377.9307
NPTX1|4884	15.0692	NPTX1|4884	97.0948
NPTX2|4885	19.5899	NPTX2|4885	18.8583
NPTXR|23467	181.0452	NPTXR|23467	513.5066
NPY1R|4886	187.9339	NPY1R|4886	963.5576
lowly_expressed	lowly_expressed	NPY2R|4887	220.1835
lowly_expressed	lowly_expressed	NPY5R|4889	50.7136
NQO1|1728	2983.2625	NQO1|1728	1609.5821
NQO2|4835	511.9208	NQO2|4835	427.1152
lowly_expressed	lowly_expressed	NR0B1|190	7.6453
NR1D1|9572	462.283	NR1D1|9572	979.0138
NR1D2|9975	2516.1186	NR1D2|9975	3429.4088
NR1H2|7376	596.5233	NR1H2|7376	961.2639999999999
NR1H3|10062	283.94599999999997	NR1H3|10062	670.9989999999999
NR1I3|9970	10.6948	NR1I3|9970	9.475
NR2C1|7181	297.5082	NR2C1|7181	585.3721
NR2C2AP|126382	220.2293	NR2C2AP|126382	263.0556
NR2C2|7182	703.2646	NR2C2|7182	2001.0015
NR2E3|10002	5.5971	NR2E3|10002	6.6259
NR2F1|7025	175.8786	NR2F1|7025	602.9562
NR2F2|7026	3155.9120000000003	NR2F2|7026	2927.8797
NR2F6|2063	982.7243	NR2F6|2063	454.3833
NR3C1|2908	1348.4742	NR3C1|2908	4502.8033
NR3C2|4306	94.2899	NR3C2|4306	885.5759
NR4A1|3164	778.6449	NR4A1|3164	10706.1672
NR4A2|4929	1375.1682	NR4A2|4929	1800.9684
NR4A3|8013	174.8022	NR4A3|8013	562.946
NR5A2|2494	170.71200000000002	NR5A2|2494	526.7584
NR6A1|2649	11.1942	NR6A1|2649	18.6035
NRARP|441478	244.5509	NRARP|441478	301.2232
NRAS|4893	1483.2356	NRAS|4893	1290.7747
NRBF2|29982	412.0338	NRBF2|29982	568.8073
NRBP1|29959	2207.6315	NRBP1|29959	1905.4536
NRBP2|340371	409.2352	NRBP2|340371	1214.8318
NRCAM|4897	100.5328	NRCAM|4897	64.7299
NRD1|4898	3462.8922	NRD1|4898	2551.4781
NRF1|4899	337.9797	NRF1|4899	544.8522
NRG1|3084	25.4023	NRG1|3084	334.0979
lowly_expressed	lowly_expressed	NRG2|9542	104.7401
NRG3|10718	6.4582	NRG3|10718	29.052
NRGN|4900	21.0968	NRGN|4900	43.0683
NRIP1|8204	4294.9249	NRIP1|8204	2939.3476
NRIP2|83714	68.6723	NRIP2|83714	213.3028
NRIP3|56675	37.4576	NRIP3|56675	695.9735
NRK|203447	68.8876	NRK|203447	114.1692
NRL|4901	25.4044	NRL|4901	18.132
NRM|11270	164.4691	NRM|11270	193.6799
NRN1|51299	138.421	NRN1|51299	1463.3028
NRP1|8829	2543.0278	NRP1|8829	5575.4332
NRP2|8828	917.4964	NRP2|8828	1897.5535
NRSN2|80023	634.1962	NRSN2|80023	446.4832
lowly_expressed	lowly_expressed	NRTN|4902	15.2905
lowly_expressed	lowly_expressed	NRXN1|9378	165.1376
NRXN2|9379	30.5689	NRXN2|9379	92.7625
NRXN3|9369	459.1787	NRXN3|9369	118.5015
NSA2|10412	1702.5994	NSA2|10412	1604.9949
NSD1|64324	2423.7662	NSD1|64324	2992.3547
NSDHL|50814	358.8612	NSDHL|50814	290.5199
NSFL1C|55968	1112.1038	NSFL1C|55968	1409.2762
NSF|4905	2589.9575	NSF|4905	926.3507
NSL1|25936	621.4951	NSL1|25936	667.1764
NSMAF|8439	648.4043	NSMAF|8439	819.8267
NSMCE1|197370	1345.0299	NSMCE1|197370	600.1529
NSMCE2|286053	290.6194	NSMCE2|286053	232.4159
NSMCE4A|54780	548.5173	NSMCE4A|54780	688.0734
NSUN2|54888	1328.4538	NSUN2|54888	1165.9021
NSUN3|63899	157.3349	NSUN3|63899	132.5178
NSUN4|387338	711.4795	NSUN4|387338	599.1335
NSUN5P1|155400	56.4017	NSUN5P1|155400	98.369
NSUN5P2|260294	145.3248	NSUN5P2|260294	340.3619
NSUN5|55695	264.1408	NSUN5|55695	262.7421
NSUN6|221078	305.2581	NSUN6|221078	314.7299
NSUN7|79730	18.5135	NSUN7|79730	210.7543
NT5C2|22978	1058.7159	NT5C2|22978	1666.9215
NT5C3L|115024	588.5582	NT5C3L|115024	595.5657
NT5C3|51251	387.2773	NT5C3|51251	438.5831
NT5C|30833	141.8653	NT5C|30833	180.683
NT5DC1|221294	1240.8374	NT5DC1|221294	918.4506
NT5DC2|64943	540.2766	NT5DC2|64943	431.5494
NT5DC3|51559	206.878	NT5DC3|51559	575.9429
NT5E|4907	189.8714	NT5E|4907	833.5882
NT5M|56953	69.1028	NT5M|56953	32.8746
NTAN1|123803	503.7404	NTAN1|123803	733.945
lowly_expressed	lowly_expressed	NTF3|4908	32.3649
lowly_expressed	lowly_expressed	NTF4|4909	46.8807
NTHL1|4913	233.7872	NTHL1|4913	132.0082
NTM|50863	371.7776	NTM|50863	131.2436
NTN1|9423	24.9717	NTN1|9423	351.68199999999996
NTN4|59277	7048.2751	NTN4|59277	6115.9531
lowly_expressed	lowly_expressed	NTN5|126147	21.6616
NTNG1|22854	812.0123	lowly_expressed	lowly_expressed
NTNG2|84628	5.5971	NTNG2|84628	6.6259
NTRK2|4915	701.7922	NTRK2|4915	5169.2151
NTRK3|4916	63.5057	NTRK3|4916	215.0866
lowly_expressed	lowly_expressed	NTS|4922	22.1713
NUAK1|9891	572.8432	NUAK1|9891	2514.7808
NUAK2|81788	145.3097	NUAK2|81788	43.3231
NUB1|51667	1699.1658	NUB1|51667	1867.5279999999998
NUBP1|4682	763.3475	NUBP1|4682	345.6269
NUBP2|10101	546.3646	NUBP2|10101	332.8236
NUBPL|80224	485.6574	NUBPL|80224	330.7849
NUCB1|4924	2929.4441	NUCB1|4924	4470.6932
NUCB2|4925	5604.1225	NUCB2|4925	1263.9602
NUCKS1|64710	8513.4277	NUCKS1|64710	10293.3231
NUDCD1|84955	463.0537	NUDCD1|84955	535.6779
NUDCD2|134492	506.9695	NUDCD2|134492	289.7554
NUDCD3|23386	2049.6206	NUDCD3|23386	2021.1519
NUDC|10726	1390.4526	NUDC|10726	1231.9062
NUDT10|170685	155.4276	NUDT10|170685	39.7554
NUDT11|55190	21.0968	NUDT11|55190	62.6911
NUDT12|83594	1265.5939	NUDT12|83594	532.3649
NUDT13|25961	92.2943	NUDT13|25961	65.6728
NUDT14|256281	101.6092	NUDT14|256281	192.1509
NUDT15|55270	432.8895	NUDT15|55270	381.6794
NUDT16L1|84309	808.7832	NUDT16L1|84309	253.3129
NUDT16P1|152195	210.9682	NUDT16P1|152195	73.1397
NUDT16|131870	631.1824	NUDT16|131870	906.4730000000001
NUDT17|200035	13.9928	NUDT17|200035	28.5423
NUDT18|79873	156.504	NUDT18|79873	102.7013
NUDT19|390916	380.8191	NUDT19|390916	385.3211
NUDT1|4521	55.3253	NUDT1|4521	64.475
NUDT21|11051	7082.9342	NUDT21|11051	3167.9409
NUDT22|84304	269.2256	NUDT22|84304	145.4052
NUDT2|318	439.5888	NUDT2|318	268.6035
NUDT3|11165	429.0404	NUDT3|11165	399.3374
NUDT4|11163	1691.6205	NUDT4|11163	1263.5066
NUDT5|11164	680.7836	NUDT5|11164	419.1871
NUDT6|11162	161.6468	NUDT6|11162	83.1651
NUDT7|283927	35.9507	NUDT7|283927	111.8756
NUDT8|254552	110.4354	NUDT8|254552	39.2457
lowly_expressed	lowly_expressed	NUDT9P1|119369	8.9195
NUDT9|53343	657.6611	NUDT9|53343	531.3456
NUF2|83540	219.5791	NUF2|83540	5.6065
NUFIP1|26747	209.6766	NUFIP1|26747	259.4292
NUFIP2|57532	4139.4973	NUFIP2|57532	3671.2538
NUMA1|4926	10104.3948	NUMA1|4926	11542.9358
NUMBL|9253	105.0535	NUMBL|9253	356.524
NUMB|8650	1998.1702	NUMB|8650	2041.0296
NUP107|57122	889.2955	NUP107|57122	927.8797
NUP133|55746	1682.3637	NUP133|55746	1497.1967
NUP153|9972	2217.1035	NUP153|9972	2060.3976
NUP155|9631	685.8619	NUP155|9631	644.7503
NUP160|23279	1737.0432	NUP160|23279	1546.6361
NUP188|23511	1712.2867	NUP188|23511	1235.474
NUP205|23165	1597.1153	NUP205|23165	1390.9276
NUP210|23225	2589.3117	NUP210|23225	712.5382
NUP214|8021	1642.9686	NUP214|8021	1750.0
NUP35|129401	265.6477	NUP35|129401	298.1651
NUP37|79023	307.4108	NUP37|79023	248.9806
NUP43|348995	1042.1398	NUP43|348995	902.1407
NUP50|10762	1094.6666	NUP50|10762	1540.5199
NUP54|53371	934.7183	NUP54|53371	995.4128
NUP62CL|54830	173.7258	NUP62CL|54830	25.4842
NUP62|23636	975.1359	NUP62|23636	1118.4837
NUP85|79902	569.3988	NUP85|79902	525.9939
NUP88|4927	761.9611	NUP88|4927	705.9684
NUP93|9688	1353.4255	NUP93|9688	613.9144
NUP98|4928	3380.6577	NUP98|4928	3294.5973
NUPL1|9818	1589.3655	NUPL1|9818	1286.1876
NUPL2|11097	431.6237	NUPL2|11097	378.4404
NUPR1|26471	943.3292	NUPR1|26471	1460.4995
NUS1|116150	1117.4856	NUS1|116150	1457.9511
NUSAP1|51203	226.8984	NUSAP1|51203	30.3262
NUTF2|10204	694.0423	NUTF2|10204	879.9694
NVL|4931	667.5636	NVL|4931	431.9572
NWD1|284434	39.3951	NWD1|284434	68.0428
NXF1|10482	2134.4384	NXF1|10482	2106.2691
NXNL2|158046	5.8124	NXNL2|158046	13.7615
NXN|64359	239.3843	NXN|64359	761.9776
NXPH1|30010	12.9164	lowly_expressed	lowly_expressed
NXPH3|11248	24.7565	NXPH3|11248	269.368
NXPH4|11247	34.0132	lowly_expressed	lowly_expressed
NXT1|29107	214.8431	NXT1|29107	212.0285
NXT2|55916	448.8456	NXT2|55916	427.6249
NYNRIN|57523	373.2845	NYNRIN|57523	1581.2946
OAF|220323	634.1962	OAF|220323	864.1692
OAS1|4938	497.0669	OAS1|4938	280.3262
OAS2|4939	2103.8695	OAS2|4939	563.4557
OAS3|4940	1312.5235	OAS3|4940	789.5005
OASL|8638	65.6585	OASL|8638	32.8746
OAT|4942	4538.83	OAT|4942	3624.8726
OAZ1|4946	3987.7294	OAZ1|4946	4924.0571
OAZ2|4947	1606.8026	OAZ2|4947	1827.4720000000002
OAZ3|51686	65.6283	OAZ3|51686	16.8807
OBFC1|79991	728.0555	OBFC1|79991	780.3262
OBFC2A|64859	279.6405	OBFC2A|64859	229.6126
OBFC2B|79035	733.2221	OBFC2B|79035	379.4597
lowly_expressed	lowly_expressed	OBP2B|29989	24.21
OBSCN|84033	66.0266	OBSCN|84033	1058.3384
OBSL1|23363	878.3166	OBSL1|23363	1366.7176
lowly_expressed	lowly_expressed	OCA2|4948	7.1356
OCEL1|79629	350.2503	OCEL1|79629	168.1957
OCIAD1|54940	3716.6999	OCIAD1|54940	2330.0204
OCIAD2|132299	622.1409	OCIAD2|132299	350.4077
OCLM|10896	5.3818	OCLM|10896	11.4679
OCLN|4950	577.1487	OCLN|4950	371.8145
OCRL|4952	798.2348	OCRL|4952	1230.3772
ODC1|4953	320.5425	ODC1|4953	772.6809
ODF2L|57489	548.5173	ODF2L|57489	740.0612
ODF2|4957	1393.2512	ODF2|4957	756.6259
ODF3B|440836	49.9435	ODF3B|440836	89.9592
lowly_expressed	lowly_expressed	ODF3L1|161753	12.9969
ODZ1|10178	7.5346	ODZ1|10178	53.262
ODZ2|57451	72.1167	ODZ2|57451	477.8287
ODZ3|55714	142.9417	ODZ3|55714	371.3048
ODZ4|26011	285.2376	ODZ4|26011	211.5189
OFD1|8481	3619.8267	OFD1|8481	1164.6279
OGDH|4967	2039.2874	OGDH|4967	2033.3843
OGFOD1|55239	2395.5654	OGFOD1|55239	743.3741
OGFOD2|79676	156.8936	OGFOD2|79676	189.4011
OGFRL1|79627	308.4872	OGFRL1|79627	1002.0387
OGFR|11054	320.973	OGFR|11054	528.5423
OGG1|4968	258.5889	OGG1|4968	295.9913
OGN|4969	629.6755	OGN|4969	3652.9052
OGT|8473	3081.8578	OGT|8473	5852.1916
OIP5|11339	32.7474	lowly_expressed	lowly_expressed
OLA1|29789	2884.6671	OLA1|29789	1308.104
lowly_expressed	lowly_expressed	OLAH|55301	6.6259
OLFM1|10439	80.9429	OLFM1|10439	580.5301
OLFM2|93145	127.8726	OLFM2|93145	179.9185
OLFM4|10562	27.1245	OLFM4|10562	196.738
OLFML1|283298	213.7668	OLFML1|283298	597.8593
OLFML2A|169611	1091.868	OLFML2A|169611	2272.4261
OLFML2B|25903	1112.319	OLFML2B|25903	518.3486
OLFML3|56944	1880.4155	OLFML3|56944	1372.8338
OLR1|4973	274.2587	OLR1|4973	48.6748
OMA1|115209	812.0123	OMA1|115209	360.5861
OMD|4958	452.29	OMD|4958	594.8012
lowly_expressed	lowly_expressed	ONECUT2|9480	7.6453
OPA1|4976	2668.5324	OPA1|4976	1931.7023
OPA3|80207	399.5479	OPA3|80207	488.5321
OPCML|4978	22.1732	lowly_expressed	lowly_expressed
OPHN1|4983	485.6574	OPHN1|4983	597.6045
OPLAH|26873	174.5869	OPLAH|26873	181.7023
OPN3|23596	225.8027	OPN3|23596	269.3476
OPRL1|4987	102.6855	OPRL1|4987	63.9653
OPTN|10133	771.3255	OPTN|10133	2482.9256
lowly_expressed	lowly_expressed	OR2A1|346528	10.4485
OR2A4|79541	49.7282	OR2A4|79541	78.4913
OR2A7|401427	92.5677	OR2A7|401427	153.9246
