gene_id	TCGA-BH-A0B3-01A-11R-A056-07	gene_id	TCGA-BH-A0B3-11B-21R-A089-07
PGAP3|93210	498.7043	PGAP3|93210	873.5079
PGBD1|84547	128.9951	PGBD1|84547	178.2739
PGBD2|267002	206.9296	PGBD2|267002	230.1417
PGBD3|267004	107.4729	PGBD3|267004	158.1142
PGBD4|161779	18.4279	PGBD4|161779	68.012
PGBD5|79605	412.7076	PGBD5|79605	101.331
PGCP|10404	2872.8285	PGCP|10404	971.0605
PGD|5226	3680.9675	PGD|5226	1862.7737
PGF|5228	163.5474	PGF|5228	89.3087
PGGT1B|5229	315.5773	PGGT1B|5229	500.4723
PGK1|5230	24891.0644	PGK1|5230	4483.2976
PGLS|25796	869.1813	PGLS|25796	506.3117
lowly_expressed	lowly_expressed	PGLYRP2|114770	13.0528
PGM1|5236	4684.9026	PGM1|5236	1629.8841
PGM2L1|283209	869.1813	PGM2L1|283209	560.9274
PGM2|55276	1582.4935	PGM2|55276	571.9193
PGM3|5238	640.43	PGM3|5238	341.599
lowly_expressed	lowly_expressed	PGM5P2|595135	8.2439
PGM5|5239	13.437000000000001	PGM5|5239	942.5505
PGPEP1|54858	284.4803	PGPEP1|54858	882.0953
PGP|283871	548.2292	PGP|283871	146.3289
PGRMC1|10857	3753.1433	PGRMC1|10857	3710.0902
PGRMC2|10424	1744.8891	PGRMC2|10424	2123.143
PGR|5241	341.2228	PGR|5241	1145.5286
PGS1|9489	522.8909	PGS1|9489	472.3057
PHACTR1|221692	7.6783	PHACTR1|221692	29.5406
PHACTR2|9749	684.1348	PHACTR2|9749	1065.5217
PHACTR4|65979	1016.9882	PHACTR4|65979	1327.2649
PHAX|51808	399.2706	PHAX|51808	569.5148
PHB2|11331	2888.9529	PHB2|11331	2643.8815
PHB|5245	3054.0359	PHB|5245	1894.0318
PHC1|1911	321.2017	PHC1|1911	696.7797
PHC2|1912	2896.6312	PHC2|1912	2257.1061
PHC3|80012	1354.8325	PHC3|80012	2108.3727
PHEX|5251	39.5431	PHEX|5251	28.1666
PHF10|55274	1009.6708	PHF10|55274	2294.5539
PHF11|51131	846.1465	PHF11|51131	832.632
PHF12|57649	945.5802	PHF12|57649	1390.8115
PHF13|148479	805.4516	PHF13|148479	949.4204
PHF14|9678	965.1598	PHF14|9678	992.3572
PHF15|23338	374.3162	PHF15|23338	1865.5217
PHF16|9767	719.8388	PHF16|9767	844.6544
PHF17|79960	560.5144	PHF17|79960	1570.4594
PHF19|26147	884.9218	PHF19|26147	385.05800000000005
PHF1|5252	904.1175	PHF1|5252	1488.0206
PHF20L1|51105	1929.1679	PHF20L1|51105	1015.3714
PHF20|51230	903.3496	PHF20|51230	1501.4169
PHF21A|51317	833.8612	PHF21A|51317	1093.0013
lowly_expressed	lowly_expressed	PHF21B|112885	7.9004
PHF23|79142	668.7782	PHF23|79142	706.9128
PHF2|5253	1046.5496	PHF2|5253	1684.4998
PHF3|23469	2445.1483	PHF3|23469	3390.6398
PHF5A|84844	605.0485	PHF5A|84844	402.2327
PHF6|84295	489.8743	PHF6|84295	682.1812
PHF7|51533	27.6418	PHF7|51533	117.1318
PHF8|23133	710.2409	PHF8|23133	1303.9073
PHGDH|26227	6154.9093	PHGDH|26227	1650.1503
PHIP|55023	920.5183	PHIP|55023	2728.2164
PHKA1|5255	534.4083	PHKA1|5255	489.4805
PHKA2|5256	993.1356	PHKA2|5256	865.2297
PHKB|5257	1464.2479999999998	PHKB|5257	2156.1185
PHKG1|5260	16.8922	PHKG1|5260	30.2276
PHKG2|5261	527.1139	PHKG2|5261	325.6333
PHLDA1|22822	1167.4825	PHLDA1|22822	2223.4435
PHLDA2|7262	223.054	PHLDA2|7262	21.9837
PHLDA3|23612	655.7251	PHLDA3|23612	718.2482
PHLDB1|23187	2674.7289	PHLDB1|23187	2339.8884
PHLDB2|90102	372.3966	PHLDB2|90102	1470.1589
PHLDB3|653583	237.2589	PHLDB3|653583	130.1846
PHLPP1|23239	646.5112	PHLPP1|23239	755.3456
PHLPP2|23035	338.1975	PHLPP2|23035	536.1717
lowly_expressed	lowly_expressed	PHOSPHO1|162466	5.8394
PHOSPHO2|493911	12.2852	PHOSPHO2|493911	106.4835
PHPT1|29085	673.0012	PHPT1|29085	432.8038
PHRF1|57661	960.9368	PHRF1|57661	1001.9751
PHTF1|10745	335.5408	PHTF1|10745	208.5015
PHTF2|57157	541.7027	PHTF2|57157	499.0983
PHYHD1|254295	20.3474	PHYHD1|254295	557.836
PHYHIPL|84457	98.8156	PHYHIPL|84457	27.3182
PHYHIP|9796	10.7496	PHYHIP|9796	102.3615
PHYH|5264	995.4889999999999	PHYH|5264	617.2606
PI15|51050	99.8176	PI15|51050	14551.1378
PI16|221476	6.1426	PI16|221476	715.1567
PI3|5266	26.874000000000002	PI3|5266	49.1198
PI4K2A|55361	930.6075	PI4K2A|55361	833.1919
PI4K2B|55300	738.2666	PI4K2B|55300	652.9841
PI4KAP1|728233	137.8251	PI4KAP1|728233	290.5968
PI4KAP2|375133	60.6584	PI4KAP2|375133	105.7965
PI4KA|5297	1616.2779999999998	PI4KA|5297	1887.1619
PI4KB|5298	4310.5864	PI4KB|5298	2164.0189
PIAS1|8554	366.254	PIAS1|8554	571.5758
PIAS2|9063	252.9993	PIAS2|9063	259.3388
PIAS3|10401	2002.1115	PIAS3|10401	1102.6191
PIAS4|51588	232.6519	PIAS4|51588	223.9588
PIBF1|10464	214.6079	PIBF1|10464	479.1756
PICALM|8301	4603.5128	PICALM|8301	4723.7441
PICK1|9463	363.1826	PICK1|9463	367.1962
PID1|55022	42.9984	PID1|55022	324.9463
PIF1|80119	89.45200000000001	PIF1|80119	7.2134
PIGA|5277	343.603	PIGA|5277	260.3693
PIGB|9488	186.9124	PIGB|9488	305.8549
PIGC|5279	1021.5952	PIGC|5279	620.0086
PIGF|5281	180.5816	PIGF|5281	278.0318
PIGG|54872	546.3941	PIGG|54872	710.6982
PIGH|5283	225.108	PIGH|5283	411.0434
PIGK|10026	808.5229	PIGK|10026	1252.383
PIGL|9487	54.1319	PIGL|9487	119.5363
PIGM|93183	752.4714	PIGM|93183	493.2589
PIGN|23556	520.2035	PIGN|23556	730.6139999999999
PIGO|84720	717.1514	PIGO|84720	757.0631
PIGP|51227	196.1801	PIGP|51227	307.4281
PIGQ|9091	849.1832	PIGQ|9091	514.93
PIGR|5284	19.9635	PIGR|5284	6258.48
PIGS|94005	1936.4622	PIGS|94005	1390.1245
PIGT|51604	2587.5804	PIGT|51604	2461.4856
PIGU|128869	453.7864	PIGU|128869	349.3345
PIGV|55650	172.7613	PIGV|55650	494.9764
PIGW|284098	259.9098	PIGW|284098	184.1134
PIGX|54965	956.7137	PIGX|54965	635.4659
PIGY|84992	1556.3874	PIGY|84992	1837.3551
PIGZ|80235	262.9811	PIGZ|80235	131.2151
PIH1D1|55011	1075.3431	PIH1D1|55011	704.1649
PIH1D2|120379	10.3657	PIH1D2|120379	44.383
PIK3AP1|118788	615.0302	PIK3AP1|118788	476.4277
PIK3C2A|5286	782.8007	PIK3C2A|5286	2233.0614
PIK3C2B|5287	353.9687	PIK3C2B|5287	1128.7248
PIK3C2G|5288	14.5887	PIK3C2G|5288	480.8931
PIK3C3|5289	458.7772	PIK3C3|5289	757.0631
PIK3CA|5290	714.08	PIK3CA|5290	826.1056
PIK3CB|5291	1671.5616	PIK3CB|5291	1074.4526
PIK3CD|5293	452.2507	PIK3CD|5293	619.6651
PIK3CG|5294	115.1742	PIK3CG|5294	165.5646
PIK3IP1|113791	438.4298	PIK3IP1|113791	1798.8836
PIK3R1|5295	2149.9184	PIK3R1|5295	5923.9158
PIK3R2|5296	1492.9187	PIK3R2|5296	1050.7239
PIK3R3|8503	4967.0794	PIK3R3|8503	1776.9
PIK3R4|30849	556.2914	PIK3R4|30849	1094.7188
PIK3R5|23533	193.4927	PIK3R5|23533	169.3431
PIK3R6|146850	39.1592	PIK3R6|146850	25.7621
PIKFYVE|200576	309.0508	PIKFYVE|200576	1253.4135
PILRA|29992	352.81699999999995	PILRA|29992	62.1726
PILRB|29990	451.7363	PILRB|29990	1312.4088
PIM1|5292	1660.4281	PIM1|5292	489.13699999999994
PIM2|11040	1486.515	PIM2|11040	367.5397
PIM3|415116	999.3282	PIM3|415116	1132.1597
PIN1|5300	568.1927	PIN1|5300	361.7003
PIN4|5303	436.5102	PIN4|5303	333.5337
PINK1|65018	1125.2519	PINK1|65018	1697.8961
PINX1|54984	138.9769	PINX1|54984	105.1095
PION|54103	198.4835	PION|54103	508.0292
PIP4K2A|5305	1167.0986	PIP4K2A|5305	965.2211
PIP4K2B|8396	1647.375	PIP4K2B|8396	2683.7269
PIP4K2C|79837	1513.389	PIP4K2C|79837	1035.2941
PIP5K1A|8394	3388.425	PIP5K1A|8394	1219.0639999999999
PIP5K1B|8395	47.6053	PIP5K1B|8395	190.9833
PIP5K1C|23396	1133.6981	PIP5K1C|23396	1056.5908
PIP5KL1|138429	38.7753	PIP5KL1|138429	23.0142
PIPOX|51268	18.4279	PIPOX|51268	19.5792
PIPSL|266971	294.462	PIPSL|266971	123.6582
lowly_expressed	lowly_expressed	PIP|5304	6607.8145
PIR|8544	546.3096	PIR|8544	181.3654
PISD|23761	333.2374	PISD|23761	819.9227
PITPNA|5306	2098.8579	PITPNA|5306	2076.7711
PITPNB|23760	1422.0175	PITPNB|23760	1456.4191
PITPNC1|26207	206.1618	PITPNC1|26207	350.365
PITPNM1|9600	651.886	PITPNM1|9600	278.918
PITPNM2|57605	303.676	PITPNM2|57605	223.9588
PITPNM3|83394	300.2208	PITPNM3|83394	194.4182
PITRM1|10531	5704.3517	PITRM1|10531	1377.9682
PITX1|5307	1415.1070000000002	PITX1|5307	24.0447
PITX2|5308	79.0863	PITX2|5308	11.6788
lowly_expressed	lowly_expressed	PIWIL2|55124	12.3658
PIWIL4|143689	44.5993	PIWIL4|143689	97.7621
PJA1|64219	593.531	PJA1|64219	877.9734
PJA2|9867	1205.49	PJA2|9867	4956.2903
lowly_expressed	lowly_expressed	PKD1L1|168507	18.5487
PKD1L2|114780	13.437000000000001	PKD1L2|114780	105.45299999999999
PKD1|5310	1661.1959	PKD1|5310	1784.4568
PKD2L1|9033	6.1426	lowly_expressed	lowly_expressed
PKD2|5311	345.9065	PKD2|5311	1170.6312
PKDCC|91461	108.6477	PKDCC|91461	315.3285
PKDREJ|10343	7.6783	PKDREJ|10343	16.1443
PKHD1L1|93035	12.2852	PKHD1L1|93035	253.8429
lowly_expressed	lowly_expressed	PKHD1|5314	446.5436
PKIA|5569	34.9362	PKIA|5569	124.3452
PKIB|5570	193.8766	PKIB|5570	491.8849
PKIG|11142	469.9107	PKIG|11142	699.6994
PKM2|5315	40975.1416	PKM2|5315	12586.3461
PKMYT1|9088	1129.5902	PKMYT1|9088	9.2847
PKN1|5585	2754.583	PKN1|5585	1421.0391
PKN2|5586	933.6789	PKN2|5586	1879.9485
PKN3|29941	290.23900000000003	PKN3|29941	258.3083
PKNOX1|5316	422.6893	PKNOX1|5316	483.64099999999996
lowly_expressed	lowly_expressed	PKNOX2|63876	41.5629
PKP1|5317	636.1455	PKP1|5317	779.3903
PKP2|5318	581.2458	PKP2|5318	736.1099
PKP3|11187	2729.2446	PKP3|11187	573.6368
PKP4|8502	2237.4508	PKP4|8502	4107.5105
PL-5283|647087	1699.2034	PL-5283|647087	1100.9017
PLA1A|51365	50.2927	PLA1A|51365	58.3942
PLA2G12A|81579	456.4737	PLA2G12A|81579	1278.1451
PLA2G15|23659	633.842	PLA2G15|23659	361.0133
PLA2G16|11145	1263.0771	PLA2G16|11145	2399.6565
PLA2G2A|5320	26.4901	PLA2G2A|5320	87.9347
PLA2G2D|26279	68.7206	PLA2G2D|26279	23.3577
PLA2G4A|5321	218.831	PLA2G4A|5321	266.2087
PLA2G4C|8605	72.1758	PLA2G4C|8605	161.4427
PLA2G4F|255189	31.8649	PLA2G4F|255189	36.067
PLA2G5|5322	26.4901	PLA2G5|5322	20.9532
PLA2G6|8398	71.0241	PLA2G6|8398	337.6556
PLA2G7|7941	287.1677	PLA2G7|7941	136.024
PLA2R1|22925	272.9629	PLA2R1|22925	728.2095
PLAA|9373	1049.2101	PLAA|9373	816.8141
PLAC1|10761	6.5265	lowly_expressed	lowly_expressed
PLAC2|257000	618.4855	PLAC2|257000	27.8231
PLAC8|51316	25.7222	PLAC8|51316	38.8149
PLAC9|219348	16.8922	PLAC9|219348	232.2027
PLAG1|5324	23.8027	PLAG1|5324	64.2336
PLAGL1|5325	384.6626	PLAGL1|5325	695.2065
PLAGL2|5326	1018.5239	PLAGL2|5326	692.8295
PLAT|5327	996.2568	PLAT|5327	2678.5745
PLAUR|5329	2203.6664	PLAUR|5329	124.3452
PLAU|5328	3982.8774	PLAU|5328	592.6114
PLB1|151056	71.0241	PLB1|151056	83.4693
PLBD1|79887	989.3464	PLBD1|79887	1152.0824
PLBD2|196463	746.7127	PLBD2|196463	567.4538
PLCB1|23236	84.0772	PLCB1|23236	562.6449
PLCB2|5330	226.1253	PLCB2|5330	309.8325
PLCB3|5331	1650.8302	PLCB3|5331	500.8158
PLCB4|5332	316.7291	PLCB4|5332	584.2851
PLCD1|5333	1173.2412	PLCD1|5333	525.5474
PLCD3|113026	1131.7785	PLCD3|113026	780.4208
PLCD4|84812	37.6236	PLCD4|84812	244.225
PLCE1|51196	243.0176	PLCE1|51196	277.54400000000004
PLCG1|5335	1424.7049	PLCG1|5335	1726.0352
PLCG2|5336	1108.7436	PLCG2|5336	696.2645
PLCH1|23007	1531.8169	PLCH1|23007	463.0313
PLCH2|9651	49.141000000000005	PLCH2|9651	322.1984
PLCL1|5334	66.4171	PLCL1|5334	261.7432
PLCL2|23228	170.8417	PLCL2|23228	298.8407
PLCXD1|55344	294.0781	PLCXD1|55344	244.912
PLCXD2|257068	27.2579	PLCXD2|257068	54.6157
lowly_expressed	lowly_expressed	PLCXD3|345557	176.5565
PLD1|5337	630.0029	PLD1|5337	689.7381
PLD2|5338	643.056	PLD2|5338	985.4873
PLD3|23646	5109.5115	PLD3|23646	2896.6939
PLD4|122618	52.9801	PLD4|122618	161.7862
PLD5|200150	12.6692	PLD5|200150	20.9532
PLD6|201164	213.4562	PLD6|201164	146.3701
PLDN|26258	810.4425	PLDN|26258	1644.9979
PLEC|5339	13942.6049	PLEC|5339	4782.1383
PLEK2|26499	164.6991	PLEK2|26499	83.1258
PLEKHA1|59338	585.8528	PLEKHA1|59338	860.7986
PLEKHA2|59339	948.6515	PLEKHA2|59339	1124.2593
PLEKHA3|65977	277.5698	PLEKHA3|65977	406.3547
PLEKHA4|57664	752.0875	PLEKHA4|57664	1237.2692
PLEKHA5|54477	388.52099999999996	PLEKHA5|54477	1103.3061
PLEKHA6|22874	351.6652	PLEKHA6|22874	2278.0593
PLEKHA7|144100	275.2663	PLEKHA7|144100	734.0489
PLEKHA8|84725	142.0482	PLEKHA8|84725	86.2173
PLEKHA9|51054	69.1045	PLEKHA9|51054	120.5668
PLEKHB1|58473	228.4288	PLEKHB1|58473	656.0756
PLEKHB2|55041	2076.9748	PLEKHB2|55041	2405.8394
PLEKHF1|79156	409.6362	PLEKHF1|79156	324.9463
PLEKHF2|79666	848.8339	PLEKHF2|79666	1898.8407
PLEKHG1|57480	724.8296	PLEKHG1|57480	676.3418
PLEKHG2|64857	1305.6915	PLEKHG2|64857	340.4036
PLEKHG3|26030	538.2474	PLEKHG3|26030	993.0442
PLEKHG4B|153478	1008.926	PLEKHG4B|153478	401.5457
PLEKHG4|25894	638.0651	PLEKHG4|25894	471.6187
PLEKHG5|57449	326.3269	PLEKHG5|57449	390.5539
PLEKHG6|55200	613.1107	PLEKHG6|55200	337.6556
lowly_expressed	lowly_expressed	PLEKHG7|440107	21.6402
PLEKHH1|57475	101.9868	PLEKHH1|57475	359.0726
PLEKHH2|130271	82.1576	PLEKHH2|130271	523.4865
PLEKHH3|79990	588.5402	PLEKHH3|79990	474.7102
PLEKHJ1|55111	633.0742	PLEKHJ1|55111	328.0378
PLEKHM1P|440456	137.6831	PLEKHM1P|440456	247.7699
PLEKHM1|9842	704.8661	PLEKHM1|9842	806.1829
PLEKHM2|23207	2033.5925	PLEKHM2|23207	1268.5273
PLEKHM3|389072	173.91299999999998	PLEKHM3|389072	737.8274
PLEKHN1|84069	167.7704	PLEKHN1|84069	49.1198
PLEKHO1|51177	1494.1933	PLEKHO1|51177	568.8278
PLEKHO2|80301	1231.98	PLEKHO2|80301	1062.0867
PLEK|5341	687.2061	PLEK|5341	488.45
PLGLB2|5342	33.5387	PLGLB2|5342	31.7836
PLIN1|5346	145.5034	PLIN1|5346	9610.6483
PLIN2|123	2326.5189	PLIN2|123	1272.6492
PLIN3|10226	2229.7725	PLIN3|10226	1026.0198
PLIN4|729359	254.1511	PLIN4|729359	13854.8733
PLIN5|440503	15.7405	PLIN5|440503	204.7231
PLK1S1|55857	152.4139	PLK1S1|55857	403.6067
PLK1|5347	2482.3879	PLK1|5347	40.1889
PLK2|10769	847.6821	PLK2|10769	3787.0331
PLK3|1263	353.9687	PLK3|1263	215.0279
PLK4|10733	441.885	PLK4|10733	92.4002
PLLP|51090	41.4627	PLLP|51090	173.8085
PLN|5350	22.6509	PLN|5350	470.5882
PLOD1|5351	11059.0268	PLOD1|5351	1808.845
PLOD2|5352	3727.4211	PLOD2|5352	724.4311
PLOD3|8985	2494.2893	PLOD3|8985	573.2933
PLP1|5354	8.4461	PLP1|5354	104.4225
PLP2|5355	6175.2567	PLP2|5355	1391.842
PLRG1|5356	1069.9683	PLRG1|5356	937.7415
PLS1|5357	482.9638	PLS1|5357	339.7166
PLS3|5358	8841.9234	PLS3|5358	4456.8484
PLSCR1|5359	3250.9838	PLSCR1|5359	1417.9476
PLSCR3|57048	782.9773	PLSCR3|57048	525.2658
PLSCR4|57088	272.5789	PLSCR4|57088	1617.5182
PLTP|5360	1435.4545	PLTP|5360	1656.3332
PLVAP|83483	1669.2581	PLVAP|83483	1916.7024
PLXDC1|57125	512.5252	PLXDC1|57125	658.7377
PLXDC2|84898	2830.5979	PLXDC2|84898	635.4659
PLXNA1|5361	1836.6446	PLXNA1|5361	1312.1511
PLXNA2|5362	480.6603	PLXNA2|5362	497.3809
PLXNA3|55558	1120.2611	PLXNA3|55558	587.3766
PLXNA4|91584	39.1592	PLXNA4|91584	760.4981
PLXNB1|5364	1033.1126	PLXNB1|5364	2266.7239
PLXNB2|23654	6494.6732	PLXNB2|23654	5406.9558
PLXNB3|5365	402.3419	PLXNB3|5365	259.5449
PLXNC1|10154	339.38	PLXNC1|10154	480.8931
PLXND1|23129	2114.2144	PLXND1|23129	2431.6015
PM20D2|135293	473.7499	PM20D2|135293	693.5165
PMAIP1|5366	366.6379	PMAIP1|5366	186.1743
PMEPA1|56937	5468.7014	PMEPA1|56937	1984.2508
PMF1|11243	2611.7670000000003	PMF1|11243	577.6556
lowly_expressed	lowly_expressed	PMFBP1|83449	5.1524
PML|5371	3217.9672	PML|5371	1727.7802
PMM1|5372	448.0276	PMM1|5372	447.2306
PMM2|5373	1632.2257	PMM2|5373	611.8506
PMP22|5376	2053.9399	PMP22|5376	3404.3796
PMPCA|23203	836.9325	PMPCA|23203	681.4942
PMPCB|9512	1192.4484	PMPCB|9512	1527.9725
PMS1|5378	264.1328	PMS1|5378	383.684
PMS2CL|441194	70.6402	PMS2CL|441194	116.1013
PMS2L11|441263	34.0493	PMS2L11|441263	33.7243
PMS2L1|5379	278.449	PMS2L1|5379	242.0301
PMS2L2|5380	39.5431	PMS2L2|5380	79.6909
PMS2L3|5387	27.6418	PMS2L3|5387	67.6685
PMS2L4|5382	12.2852	PMS2L4|5382	53.9287
PMS2L5|5383	81.3898	PMS2L5|5383	52.2112
PMS2|5395	590.8437	PMS2|5395	705.5389
PMVK|10654	2720.4146	PMVK|10654	760.8416
PNKD|25953	598.5219	PNKD|25953	593.903
PNKP|11284	716.3835	PNKP|11284	257.6213
PNMA1|9240	822.7277	PNMA1|9240	1061.0562
PNMA2|10687	26.4901	PNMA2|10687	143.9244
PNMA3|29944	6.9105	PNMA3|29944	18.8922
PNMA6A|84968	13.437000000000001	PNMA6A|84968	30.9146
PNMAL1|55228	146.2712	PNMAL1|55228	347.9605
PNMAL2|57469	58.8617	PNMAL2|57469	186.3152
lowly_expressed	lowly_expressed	PNMT|5409	13.7398
PNN|5411	1849.6977	PNN|5411	2643.1945
PNO1|56902	696.42	PNO1|56902	396.0498
PNOC|5368	60.2745	PNOC|5368	7.2134
PNPLA2|57104	1745.6570000000002	PNPLA2|57104	3009.0167
PNPLA3|80339	23.0348	PNPLA3|80339	8.9309
PNPLA4|8228	229.5806	PNPLA4|8228	573.9802
PNPLA6|10908	979.7485	PNPLA6|10908	673.2503
PNPLA7|375775	32.6327	PNPLA7|375775	567.4538
PNPLA8|50640	659.5643	PNPLA8|50640	913.3534
PNPO|55163	1231.5961	PNPO|55163	865.6076
PNPT1|87178	835.3969	PNPT1|87178	636.4964
PNP|4860	1317.5929	PNP|4860	345.8995
PNRC1|10957	1531.049	PNRC1|10957	2945.4702
PNRC2|55629	1217.3913	PNRC2|55629	3127.179
POC1A|25886	495.2491	POC1A|25886	39.1584
POC1B|282809	360.2726	POC1B|282809	418.7136
POC5|134359	147.8069	POC5|134359	254.1863
PODNL1|79883	155.1013	PODNL1|79883	93.0872
PODN|127435	1042.7104	PODN|127435	1361.6144
PODXL2|50512	920.2419	PODXL2|50512	245.2555
PODXL|5420	1677.7042	PODXL|5420	4955.6033
POF1B|79983	31.4809	POF1B|79983	448.6046
POFUT1|23509	2645.5514	POFUT1|23509	1951.3954
POFUT2|23275	605.8163	POFUT2|23275	619.6651
POGK|57645	2713.8881	POGK|57645	1333.1043
POGZ|23126	3442.5569	POGZ|23126	2884.328
POLA1|5422	953.6424	POLA1|5422	529.3259
POLA2|23649	798.5411	POLA2|23649	308.8021
POLB|5423	439.1976	POLB|5423	464.0618
POLD1|5424	897.207	POLD1|5424	235.9811
POLD2|5425	2261.6374	POLD2|5425	937.398
POLD3|10714	807.3711	POLD3|10714	522.1125
POLD4|57804	934.4467	POLD4|57804	578.7892
POLDIP2|26073	2727.3596	POLDIP2|26073	1718.9592
POLDIP3|84271	2048.949	POLDIP3|84271	2636.3246
POLE2|5427	154.7173	POLE2|5427	41.5629
POLE3|54107	1825.5111	POLE3|54107	1263.3748
POLE4|56655	573.1836	POLE4|56655	450.32199999999995
POLE|5426	2047.7973	POLE|5426	827.1361
POLG2|11232	84.845	POLG2|11232	128.4672
POLG|5428	1213.2642	POLG|5428	985.0614
POLH|5429	1236.2031	POLH|5429	654.7016
POLI|11201	356.2722	POLI|11201	1101.5887
POLK|51426	216.1436	POLK|51426	647.1447
POLL|27343	266.8509	POLL|27343	538.906
POLM|27434	345.5226	POLM|27434	376.1271
lowly_expressed	lowly_expressed	POLN|353497	34.8613
POLQ|10721	171.6096	POLQ|10721	18.2052
POLR1A|25885	902.9657	POLR1A|25885	613.8257
POLR1B|84172	759.7658	POLR1B|84172	641.3053
POLR1C|9533	587.7723	POLR1C|9533	409.1026
POLR1D|51082	1547.9413	POLR1D|51082	1346.1571
POLR1E|64425	836.1647	POLR1E|64425	630.6569
POLR2A|5430	5437.7579	POLR2A|5430	6239.9313
POLR2B|5431	2144.5436	POLR2B|5431	2420.2662
POLR2C|5432	1445.8201	POLR2C|5432	1445.7707
POLR2D|5433	1120.645	POLR2D|5433	445.1696
POLR2E|5434	1612.4388	POLR2E|5434	1617.5182
POLR2F|5435	706.4018	POLR2F|5435	472.1374
POLR2G|5436	1677.7042	POLR2G|5436	807.2134
POLR2H|5437	1093.0032	POLR2H|5437	444.1391
POLR2I|5438	577.6485	POLR2I|5438	310.9283
POLR2J2|246721	73.3544	POLR2J2|246721	79.7183
POLR2J3|548644	193.8766	POLR2J3|548644	244.5204
POLR2J4|84820	108.7321	POLR2J4|84820	269.1421
POLR2J|5439	1019.2917	POLR2J|5439	468.1838
POLR2K|5440	1432.7671	POLR2K|5440	764.2765
POLR2L|5441	1505.7107	POLR2L|5441	827.8231
POLR3A|11128	408.1006	POLR3A|11128	610.0472
POLR3B|55703	310.5864	POLR3B|55703	307.4281
POLR3C|10623	2103.8487	POLR3C|10623	577.4152
POLR3D|661	495.2491	POLR3D|661	265.8652
POLR3E|55718	792.3985	POLR3E|55718	728.553
POLR3F|10621	267.5881	POLR3F|10621	297.8102
POLR3GL|84265	596.6024	POLR3GL|84265	610.3907
POLR3G|10622	43.3823	POLR3G|10622	69.38600000000001
POLR3H|171568	770.216	POLR3H|171568	1089.7209
POLR3K|51728	536.7118	POLR3K|51728	224.9893
POLRMT|5442	428.44800000000004	POLRMT|5442	432.1168
POM121C|100101267	864.1904	POM121C|100101267	803.0915
POM121L9P|29774	40.6949	POM121L9P|29774	30.5711
POM121|9883	2065.9179999999997	POM121|9883	2115.3319
POMC|5443	9.2139	POMC|5443	7.5569
POMGNT1|55624	1226.6897	POMGNT1|55624	1322.6827
POMP|51371	1651.598	POMP|51371	963.5036
POMT1|10585	693.7326	POMT1|10585	675.9983
POMT2|29954	405.0293	POMT2|29954	471.9622
POMZP3|22932	40.3263	POMZP3|22932	25.6694
PON2|5445	1091.4675	PON2|5445	1147.617
PON3|5446	47.2137	PON3|5446	39.5019
POP1|10940	414.6271	POP1|10940	108.5444
POP4|10775	1007.3903	POP4|10775	440.7042
POP5|51367	327.4786	POP5|51367	268.9566
POP7|10248	600.4415	POP7|10248	284.4139
POPDC2|64091	31.4809	POPDC2|64091	74.1949
POPDC3|64208	35.704	POPDC3|64208	9.6179
PORCN|64840	145.1195	PORCN|64840	156.6337
POR|5447	1855.8403	POR|5447	886.2173
POSTN|10631	17930.3196	POSTN|10631	2742.8081
POT1|25913	626.9316	POT1|25913	768.7419
lowly_expressed	lowly_expressed	POTED|317754	5.8394
lowly_expressed	lowly_expressed	POTEE|445582	6.5264
POTEF|728378	12.6692	POTEF|728378	35.0365
POU2AF1|5450	808.5229	POU2AF1|5450	135.3371
POU2F1|5451	143.9678	POU2F1|5451	111.6359
POU2F2|5452	236.49099999999999	POU2F2|5452	107.8574
POU2F3|25833	395.4314	POU2F3|25833	119.5363
POU3F1|5453	10.3657	POU3F1|5453	9.6179
lowly_expressed	lowly_expressed	POU3F3|5455	8.5874
POU4F1|5457	7.2944	lowly_expressed	lowly_expressed
POU5F1B|5462	9.9818	POU5F1B|5462	9.9614
POU5F1|5460	27.2579	lowly_expressed	lowly_expressed
POU6F1|5463	143.5838	POU6F1|5463	436.2387
lowly_expressed	lowly_expressed	PP14571|100130449	11.6788
PPA1|5464	2585.2769	PPA1|5464	2651.7819
PPA2|27068	787.0237	PPA2|27068	1128.3813
lowly_expressed	lowly_expressed	PPAN-P2RY11|692312	81.6247
PPAN|56342	478.7408	PPAN|56342	215.0863
PPAP2A|8611	552.7325	PPAP2A|8611	1490.906
PPAP2B|8613	930.2236	PPAP2B|8613	4076.5994
PPAP2C|8612	2303.1001	PPAP2C|8612	1039.0726
PPAPDC1A|196051	292.1586	lowly_expressed	lowly_expressed
PPAPDC1B|84513	543.2383	PPAPDC1B|84513	1071.0176
PPAPDC2|403313	196.9479	PPAPDC2|403313	527.9519
PPAPDC3|84814	39.9271	PPAPDC3|84814	61.8291
PPARA|5465	509.4539	PPARA|5465	987.2048
PPARD|5467	1525.2903	PPARD|5467	767.7115
PPARGC1A|10891	19.9635	PPARGC1A|10891	102.705
PPARGC1B|133522	10.7496	PPARGC1B|133522	16.4878
PPARG|5468	116.7099	PPARG|5468	993.3877
PPAT|5471	396.1993	PPAT|5471	296.7797
PPCDC|60490	163.1635	PPCDC|60490	133.6196
PPCS|79717	1331.0298	PPCS|79717	1107.4281
