gene_id	TCGA-BH-A1FE-06A-11R-A213-07	gene_id	TCGA-BH-A1FE-11B-14R-A13Q-07
lowly_expressed	lowly_expressed	ALOX15B|247	182.6755
lowly_expressed	lowly_expressed	ALOX15|246	9.78
ALOX5AP|241	152.8998	ALOX5AP|241	174.9913
ALOX5|240	149.3849	ALOX5|240	277.6808
lowly_expressed	lowly_expressed	ALOXE3|59344	12.2249
ALPK1|80216	323.3743	ALPK1|80216	817.6738
ALPK2|115701	50.2636	ALPK2|115701	22.3542
ALPK3|57538	730.0527	ALPK3|57538	138.3165
ALPL|249	938.1371	ALPL|249	1072.3018
ALS2CL|259173	59.4025	ALS2CL|259173	248.6902
ALS2CR11|151254	29.877	ALS2CR11|151254	17.4642
lowly_expressed	lowly_expressed	ALS2CR12|130540	6.6364
ALS2CR4|65062	568.0141	ALS2CR4|65062	2571.0793
ALS2CR8|79800	143.4095	ALS2CR8|79800	494.9354
ALS2|57679	579.9649	ALS2|57679	1012.2249
ALX3|257	23.1986	ALX3|257	11.5264
lowly_expressed	lowly_expressed	ALX4|60529	32.1341
AMACR|23600	241.1248	AMACR|23600	303.5278
AMBRA1|55626	1152.8998	AMBRA1|55626	735.2428
AMD1|262	1724.9104	AMD1|262	3873.8909999999996
AMDHD1|144193	501.9332	AMDHD1|144193	24.4499
AMDHD2|51005	220.5448	AMDHD2|51005	54.138999999999996
AMFR|267	3795.0791	AMFR|267	2394.6909
AMHR2|269	432.3374	lowly_expressed	lowly_expressed
AMH|268	159.2267	lowly_expressed	lowly_expressed
AMICA1|120425	112.478	AMICA1|120425	184.7712
AMIGO1|57463	144.464	AMIGO1|57463	157.1778
AMIGO2|347902	1843.5852	AMIGO2|347902	3552.218
AMIGO3|386724	181.3708	AMIGO3|386724	35.626999999999995
AMMECR1L|83607	804.5694	AMMECR1L|83607	1229.4796
AMMECR1|9949	1005.6239	AMMECR1|9949	359.4132
AMN1|196394	278.3831	AMN1|196394	302.1306
AMOTL1|154810	2369.0685	AMOTL1|154810	3849.8079
AMOTL2|51421	3478.7346	AMOTL2|51421	3984.6315
AMOT|154796	351.8453	AMOT|154796	1771.219
lowly_expressed	lowly_expressed	AMPD1|270	69.1582
AMPD2|271	1148.3304	AMPD2|271	478.519
AMPD3|272	301.2302	AMPD3|272	267.2022
AMPH|273	57.2935	AMPH|273	45.4069
AMT|275	319.4868	AMT|275	233.437
lowly_expressed	lowly_expressed	AMY1A|276	17.1149
AMY2B|280	37.9613	AMY2B|280	598.8893
AMZ1|155185	5.2724	lowly_expressed	lowly_expressed
AMZ2P1|201283	172.232	AMZ2P1|201283	247.9916
AMZ2|51321	921.2654	AMZ2|51321	1326.2312
ANAPC10|10393	107.9086	ANAPC10|10393	195.59900000000002
ANAPC11|51529	846.0457	ANAPC11|51529	195.59900000000002
ANAPC13|25847	1272.6924	ANAPC13|25847	1172.2529
ANAPC16|119504	1878.7346	ANAPC16|119504	3093.6081
ANAPC1|64682	668.1898	ANAPC1|64682	1629.4097
ANAPC2|29882	649.2091	ANAPC2|29882	317.4991
ANAPC4|29945	347.9789	ANAPC4|29945	906.3919
ANAPC5|51433	2327.2408	ANAPC5|51433	2780.3004
ANAPC7|51434	956.4148	ANAPC7|51434	1040.5169
ANGEL1|23357	725.8348	ANGEL1|23357	804.0517
ANGEL2|90806	432.6889	ANGEL2|90806	1056.2347
ANGPT1|284	224.9561	ANGPT1|284	460.3563
ANGPT2|285	849.2091	ANGPT2|285	266.853
ANGPT4|51378	61.8629	ANGPT4|51378	6.2871
ANGPTL1|9068	933.5677	ANGPTL1|9068	230.1781
ANGPTL2|23452	3265.3779	ANGPTL2|23452	1662.5917
ANGPTL4|51129	1548.3304	ANGPTL4|51129	505.7632
ANGPTL5|253935	8.4359	lowly_expressed	lowly_expressed
ANGPTL6|83854	11.2232	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	17.1149
ANG|283	201.0475	ANG|283	387.1009
ANK1|286	66.7838	ANK1|286	8.3828
ANK2|287	2185.2373	ANK2|287	513.4474
ANK3|288	354.6573	ANK3|288	2025.4977
ANKAR|150709	16.5202	ANKAR|150709	130.6322
ANKDD1A|348094	203.5149	ANKDD1A|348094	120.1537
lowly_expressed	lowly_expressed	ANKFN1|162282	5.5885
ANKFY1|51479	1799.297	ANKFY1|51479	2520.4331
ANKHD1-EIF4EBP3|404734	671.283	ANKHD1-EIF4EBP3|404734	1167.7751
ANKHD1|54882	1246.0492	ANKHD1|54882	4410.0629
ANKH|56172	932.8647	ANKH|56172	1834.0901
ANKIB1|54467	1569.7715	ANKIB1|54467	2130.6322
lowly_expressed	lowly_expressed	ANKK1|255239	47.1533
ANKLE1|126549	7.0299	ANKLE1|126549	24.1006
ANKLE2|23141	1535.6766	ANKLE2|23141	1713.9364
ANKMY1|51281	123.7258	ANKMY1|51281	202.2354
ANKMY2|57037	342.0035	ANKMY2|57037	821.8652
ANKRA2|57763	233.7434	ANKRA2|57763	555.3615
ANKRD10|55608	874.8682	ANKRD10|55608	1497.9776
ANKRD11|29123	2956.587	ANKRD11|29123	1637.8519
ANKRD12|23253	786.2917	ANKRD12|23253	3165.9099
ANKRD13A|88455	1346.2214	ANKRD13A|88455	1869.0185
ANKRD13B|124930	186.2917	ANKRD13B|124930	113.5173
ANKRD13C|81573	878.0316	ANKRD13C|81573	952.1481
ANKRD13D|338692	503.6907	ANKRD13D|338692	225.6374
ANKRD16|54522	177.8559	ANKRD16|54522	166.2487
ANKRD17|26057	2581.3708	ANKRD17|26057	6462.1027
ANKRD19|138649	43.5852	ANKRD19|138649	18.5121
ANKRD1|27063	102.2847	lowly_expressed	lowly_expressed
ANKRD20A3|441425	7.7329	ANKRD20A3|441425	45.4069
lowly_expressed	lowly_expressed	ANKRD20B|729171	21.3063
ANKRD22|118932	198.59400000000002	ANKRD22|118932	59.7276
ANKRD23|200539	14.4112	ANKRD23|200539	27.9427
ANKRD24|170961	33.3919	ANKRD24|170961	8.3828
ANKRD26|22852	212.3023	ANKRD26|22852	693.678
ANKRD27|84079	564.1476	ANKRD27|84079	988.4736
ANKRD28|23243	1163.4446	ANKRD28|23243	2205.0297
ANKRD29|147463	288.5764	ANKRD29|147463	307.0206
lowly_expressed	lowly_expressed	ANKRD30A|91074	805.0995
lowly_expressed	lowly_expressed	ANKRD30B|374860	69.5075
lowly_expressed	lowly_expressed	ANKRD31|256006	15.7178
ANKRD32|84250	108.6116	ANKRD32|84250	357.3175
ANKRD34A|284615	22.1441	ANKRD34A|284615	11.1771
ANKRD35|148741	60.8084	ANKRD35|148741	47.1533
ANKRD36BP1|84832	198.59400000000002	ANKRD36BP1|84832	483.409
ANKRD36B|57730	27.4165	ANKRD36B|57730	234.0203
ANKRD36|375248	92.0914	ANKRD36|375248	721.97
ANKRD37|353322	241.88400000000001	ANKRD37|353322	145.3021
ANKRD39|51239	148.6819	ANKRD39|51239	55.8854
ANKRD40|91369	1240.4218	ANKRD40|91369	1963.3252
ANKRD42|338699	452.7241	ANKRD42|338699	405.86800000000005
lowly_expressed	lowly_expressed	ANKRD43|134548	36.6748
ANKRD44|91526	91.3884	ANKRD44|91526	132.7279
ANKRD45|339416	54.833	ANKRD45|339416	17.8135
ANKRD46|157567	372.2953	ANKRD46|157567	829.2944
ANKRD49|54851	105.0967	ANKRD49|54851	487.9497
ANKRD50|57182	1263.2689	ANKRD50|57182	2202.5847
ANKRD52|283373	3471.3533	ANKRD52|283373	1166.9577
ANKRD53|79998	71.0018	ANKRD53|79998	44.0098
ANKRD54|129138	394.7276	ANKRD54|129138	239.9581
lowly_expressed	lowly_expressed	ANKRD56|345079	61.474
ANKRD57|65124	1215.1142	ANKRD57|65124	1342.6476
ANKRD5|63926	121.9684	ANKRD5|63926	260.2166
ANKRD6|22881	603.3849	ANKRD6|22881	412.2913
ANKRD9|122416	57.645	ANKRD9|122416	25.4977
ANKS1A|23294	1054.1301	ANKS1A|23294	1178.4841
ANKS1B|56899	23.1986	ANKS1B|56899	119.1058
ANKS3|124401	176.8014	ANKS3|124401	95.3545
ANKS6|203286	491.3884	ANKS6|203286	179.8812
ANKZF1|55139	178.2074	ANKZF1|55139	677.2616
ANLN|54443	411.2478	ANLN|54443	164.5127
ANO10|55129	840.0703	ANO10|55129	794.2717
ANO1|55107	242.1793	ANO1|55107	9073.0003
ANO2|57101	45.3427	ANO2|57101	32.4834
ANO3|63982	8.4359	ANO3|63982	40.5169
ANO4|121601	34.0949	lowly_expressed	lowly_expressed
ANO5|203859	192.9701	ANO5|203859	43.3112
ANO6|196527	3227.4165	ANO6|196527	4916.5211
ANO7|50636	23.1986	ANO7|50636	12.9235
ANO8|57719	475.9227	ANO8|57719	228.4317
lowly_expressed	lowly_expressed	ANO9|338440	95.0052
ANP32A|8125	1346.5729	ANP32A|8125	2359.0639
ANP32B|10541	2017.9262	ANP32B|10541	1879.8463
ANP32E|81611	1040.4218	ANP32E|81611	1585.7492
ANPEP|290	556.4148	ANPEP|290	2882.2913
ANTXR1|84168	11868.5413	ANTXR1|84168	3479.5669
ANTXR2|118429	4399.6485	ANTXR2|118429	1821.5159
ANUBL1|93550	243.9367	ANUBL1|93550	402.3751
ANXA10|11199	6.6784	lowly_expressed	lowly_expressed
ANXA11|311	2880.8436	ANXA11|311	1714.635
lowly_expressed	lowly_expressed	ANXA13|312	5.9378
ANXA1|301	4827.4165	ANXA1|301	11885.4349
ANXA2P1|303	73.8137	ANXA2P1|303	38.071999999999996
ANXA2P2|304	3326.1863	ANXA2P2|304	2190.709
ANXA2|302	10209.4903	ANXA2|302	7064.6175
ANXA3|306	137.4341	ANXA3|306	1261.2644
ANXA4|307	922.6714	ANXA4|307	1208.5225
ANXA5|308	10258.348	ANXA5|308	5211.6661
ANXA6|309	13637.9613	ANXA6|309	2420.5379
ANXA7|310	2386.2917	ANXA7|310	2646.1753
ANXA8L2|244	18.2777	ANXA8L2|244	195.59900000000002
ANXA8|653145	57.645	ANXA8|653145	600.7719
ANXA9|8416	27.768	ANXA9|8416	82.0817
AOAH|313	162.0387	AOAH|313	244.4988
AOC2|314	973.2865	AOC2|314	28.6413
AOC3|8639	6905.7996	AOC3|8639	2345.0926
AOX1|316	4342.0035	AOX1|316	396.4373
AP1AR|55435	571.1775	AP1AR|55435	953.1959
AP1B1|162	3170.8259999999996	AP1B1|162	1159.6228
AP1G1|164	2166.6081	AP1G1|164	3542.438
AP1G2|8906	469.3814	AP1G2|8906	1011.9909
AP1M1|8907	1373.638	AP1M1|8907	439.3992
AP1M2|10053	5.2724	AP1M2|10053	575.9693
AP1S1|1174	873.8137	AP1S1|1174	244.1495
AP1S2|8905	465.3779	AP1S2|8905	482.0119
AP1S3|130340	122.3199	AP1S3|130340	126.7901
AP2A1|160	3916.362	AP2A1|160	744.6664
AP2A2|161	2063.9719	AP2A2|161	1195.599
AP2B1|163	5610.8963	AP2B1|163	7424.38
AP2M1|1173	7831.283	AP2M1|1173	3202.5847
AP2S1|1175	1464.3234	AP2S1|1175	466.9927
AP3B1|8546	1119.1564	AP3B1|8546	1387.0066
AP3B2|8120	12.6538	AP3B2|8120	81.7324
AP3D1|8943	3549.3849	AP3D1|8943	1769.8219
AP3M1|26985	1435.1494	AP3M1|26985	2083.4789
AP3M2|10947	305.4482	AP3M2|10947	856.095
AP3S1|1176	1381.7223	AP3S1|1176	1048.2012
AP3S2|10239	1943.1634	AP3S2|10239	1656.7656
AP4B1|10717	307.4798	AP4B1|10717	438.4282
AP4E1|23431	474.1652	AP4E1|23431	661.1946
AP4M1|9179	200.7592	AP4M1|9179	194.6315
AP4S1|11154	82.9525	AP4S1|11154	144.6036
APAF1|317	493.8489	APAF1|317	910.9326
APBA1|320	323.3743	APBA1|320	616.1369
APBA2|321	220.3866	APBA2|321	73.3496
APBA3|9546	198.9455	APBA3|9546	68.8089
APBB1IP|54518	67.8383	APBB1IP|54518	415.2986
APBB1|322	1093.1459	APBB1|322	406.2173
APBB2|323	4368.3656	APBB2|323	1679.7066
APBB3|10307	266.4323	APBB3|10307	318.547
APC2|10297	9.9051	lowly_expressed	lowly_expressed
APCDD1L|164284	18.2777	APCDD1L|164284	1494.2368
APCDD1|147495	786.6432	APCDD1|147495	2033.8805
APC|324	956.0633	APC|324	2213.7618
APEH|327	2004.2179	APEH|327	909.5355
APEX1|328	2655.1845	APEX1|328	2768.4247
APEX2|27301	608.7873	APEX2|27301	373.7338
APH1A|51107	2983.1283	APH1A|51107	3394.3416
APH1B|83464	540.5975	APH1B|83464	933.9853
API5|8539	1924.0773	API5|8539	4294.4464
APIP|51074	272.8576	APIP|51074	355.3895
APITD1|378708	132.1441	APITD1|378708	119.7869
APLF|200558	86.4675	APLF|200558	197.3454
APLNR|187	1488.5764	APLNR|187	357.6668
APLN|8862	858.6995	APLN|8862	180.9291
APLP1|333	41.1248	APLP1|333	13.9714
APLP2|334	16112.8295	APLP2|334	11064.6175
APOA1BP|128240	884.71	APOA1BP|128240	575.9693
APOA1|335	625.6591	lowly_expressed	lowly_expressed
APOB48R|55911	74.8682	APOB48R|55911	40.5169
lowly_expressed	lowly_expressed	APOBEC2|10930	7.6842
APOBEC3A|200315	23.5501	lowly_expressed	lowly_expressed
APOBEC3B|9582	50.6151	APOBEC3B|9582	86.6224
APOBEC3C|27350	737.0826	APOBEC3C|27350	370.9396
APOBEC3D|140564	68.5413	APOBEC3D|140564	84.1774
APOBEC3F|200316	254.4815	APOBEC3F|200316	260.2166
APOBEC3G|60489	417.9262	APOBEC3G|60489	368.1453
APOB|338	67.8383	APOB|338	83.1296
APOC1|341	5789.8067	APOC1|341	315.4034
lowly_expressed	lowly_expressed	APOC2|344	25.4977
APOD|347	949.7364	APOD|347	18148.4457
APOE|348	18360.9842	APOE|348	314.0063
APOL1|8542	1709.6661	APOL1|8542	459.3084
APOL2|23780	667.4868	APOL2|23780	300.0349
APOL3|80833	393.6731	APOL3|80833	670.9745
APOL4|80832	125.8348	APOL4|80832	199.4411
APOL6|80830	998.5939999999999	APOL6|80830	3191.0583
APOLD1|81575	2210.8963	APOLD1|81575	1001.7464
APOM|55937	27.0861	APOM|55937	60.4261
APOOL|139322	219.6837	APOOL|139322	469.4377
APOO|79135	401.7575	APOO|79135	134.125
APPBP2|10513	1600.0	APPBP2|10513	2351.3797
APPL1|26060	1227.065	APPL1|26060	3673.4195
APPL2|55198	2771.1775	APPL2|55198	1691.233
APP|351	34614.4112	APP|351	37275.5851
APRT|353	1285.413	APRT|353	632.9025
APTX|54840	498.7698	APTX|54840	516.2417
AQP10|89872	5.9754	lowly_expressed	lowly_expressed
AQP11|282679	542.7065	AQP11|282679	10.8278
AQP1|358	3994.1933	AQP1|358	5264.7083
AQP2|359	959.9297	lowly_expressed	lowly_expressed
AQP3|360	308.2601	AQP3|360	460.00699999999995
AQP4|361	8.7873	AQP4|361	101.2924
lowly_expressed	lowly_expressed	AQP5|362	250.4366
lowly_expressed	lowly_expressed	AQP6|363	18.5121
lowly_expressed	lowly_expressed	AQP7P1|375719	42.6126
AQP7|364	14.4112	AQP7|364	405.5187
AQP8|343	5.2724	lowly_expressed	lowly_expressed
AQP9|366	28.471	lowly_expressed	lowly_expressed
AQPEP|206338	46.9069	AQPEP|206338	107.57600000000001
AQR|9716	952.1968	AQR|9716	1852.9514
ARAF|369	1406.6784	ARAF|369	762.4869
ARAP1|116985	2573.9578	ARAP1|116985	1015.2567
ARAP2|116984	188.0492	ARAP2|116984	904.9948
ARAP3|64411	521.6169	ARAP3|64411	390.1502
ARCN1|372	4785.5888	ARCN1|372	5533.0073
ARC|23237	302.2847	ARC|23237	91.8617
AREG|374	4900.1757	AREG|374	463.4998
ARF1|375	8431.9859	ARF1|375	4907.0905
ARF3|377	7448.1547	ARF3|377	3322.7384
ARF4|378	6927.5923	ARF4|378	4895.2148
ARF5|381	2006.9772	ARF5|381	1079.5878
ARF6|382	3477.6801	ARF6|382	5511.701
ARFGAP1|55738	1233.0404	ARFGAP1|55738	348.5854
ARFGAP2|84364	1382.7768	ARFGAP2|84364	1111.7709
ARFGAP3|26286	1426.7135	ARFGAP3|26286	1759.3433
ARFGEF1|10565	1267.6274	ARFGEF1|10565	2932.5882
ARFGEF2|10564	1417.9262	ARFGEF2|10564	3543.8351
ARFIP1|27236	878.3831	ARFIP1|27236	1815.9273
ARFIP2|23647	805.2724	ARFIP2|23647	854.6979
ARFRP1|10139	408.7873	ARFRP1|10139	120.8523
lowly_expressed	lowly_expressed	ARG1|383	5.2393
ARG2|384	409.5747	ARG2|384	308.1348
ARGLU1|55082	1196.8366	ARGLU1|55082	5189.6612
ARHGAP10|79658	929.7012	ARHGAP10|79658	487.6004
ARHGAP11A|9824	173.2865	ARHGAP11A|9824	190.0105
ARHGAP11B|89839	11.5993	ARHGAP11B|89839	20.6078
ARHGAP12|94134	533.9192	ARHGAP12|94134	1916.1718
ARHGAP15|55843	39.7188	ARHGAP15|55843	101.6416
ARHGAP17|55114	1739.5431	ARHGAP17|55114	1142.5079
ARHGAP18|93663	1034.7979	ARHGAP18|93663	1018.1628
ARHGAP19|84986	355.1459	ARHGAP19|84986	1943.7653
ARHGAP1|392	4688.9279	ARHGAP1|392	2300.3842
ARHGAP20|57569	283.6555	ARHGAP20|57569	500.1746
ARHGAP21|57584	2629.877	ARHGAP21|57584	3168.3549
ARHGAP22|58504	255.8875	ARHGAP22|58504	16.4163
ARHGAP23|57636	2002.4605	ARHGAP23|57636	550.4715
ARHGAP24|83478	705.7996	ARHGAP24|83478	385.2602
ARHGAP25|9938	448.1547	ARHGAP25|9938	363.2553
ARHGAP26|23092	355.0088	ARHGAP26|23092	1436.605
ARHGAP27|201176	201.40599999999998	ARHGAP27|201176	464.5477
ARHGAP28|79822	437.6098	ARHGAP28|79822	334.61400000000003
ARHGAP29|9411	1452.3726	ARHGAP29|9411	3813.8316
ARHGAP30|257106	267.4868	ARHGAP30|257106	378.6238
ARHGAP31|57514	1450.6151	ARHGAP31|57514	1153.6849
ARHGAP32|9743	693.1459	ARHGAP32|9743	2020.2585
ARHGAP33|115703	168.717	ARHGAP33|115703	179.532
ARHGAP39|80728	162.0387	ARHGAP39|80728	110.0244
ARHGAP42|143872	545.4903	ARHGAP42|143872	316.10200000000003
ARHGAP4|393	320.5624	ARHGAP4|393	126.4408
ARHGAP5|394	2394.7276	ARHGAP5|394	6342.6476
ARHGAP6|395	807.7329	ARHGAP6|395	178.1348
ARHGAP8|23779	88.4745	ARHGAP8|23779	377.1359
ARHGAP9|64333	85.413	ARHGAP9|64333	156.4792
ARHGDIA|396	6921.6169	ARHGDIA|396	1433.1121
ARHGDIB|397	1327.2408	ARHGDIB|397	2446.0356
ARHGEF10L|55160	274.8682	ARHGEF10L|55160	641.6346
ARHGEF10|9639	761.6872	ARHGEF10|9639	955.6409
ARHGEF11|9826	1972.935	ARHGEF11|9826	1086.6224
ARHGEF12|23365	4094.9033	ARHGEF12|23365	7281.8722
ARHGEF15|22899	463.9719	ARHGEF15|22899	388.0545
ARHGEF16|27237	71.7047	ARHGEF16|27237	65.6654
ARHGEF17|9828	2189.4552	ARHGEF17|9828	990.22
ARHGEF18|23370	958.5237	ARHGEF18|23370	369.8917
ARHGEF19|128272	407.7329	ARHGEF19|128272	253.2309
ARHGEF1|9138	1297.3638	ARHGEF1|9138	542.438
ARHGEF2|9181	923.0228	ARHGEF2|9181	1168.7042
ARHGEF33|100271715	29.877	ARHGEF33|100271715	26.8949
ARHGEF35|445328	221.4411	ARHGEF35|445328	258.1209
ARHGEF37|389337	176.4499	ARHGEF37|389337	1221.4460000000001
lowly_expressed	lowly_expressed	ARHGEF38|54848	79.2875
ARHGEF3|50650	2104.7452	ARHGEF3|50650	1250.4366
ARHGEF4|50649	268.5413	ARHGEF4|50649	136.9193
ARHGEF5|7984	194.0246	ARHGEF5|7984	354.8725
ARHGEF6|9459	1601.0545	ARHGEF6|9459	4287.1114
ARHGEF7|8874	1325.8348	ARHGEF7|8874	2112.1202
ARHGEF9|23229	823.9016	ARHGEF9|23229	943.416
ARID1A|8289	2306.5026	ARID1A|8289	3172.8956
ARID1B|57492	1982.7768	ARID1B|57492	2809.2909999999997
ARID2|196528	697.0123	ARID2|196528	1568.6343
ARID3A|1820	50.9666	ARID3A|1820	31.0863
ARID3B|10620	91.7399	ARID3B|10620	104.7852
ARID4A|5926	450.2636	ARID4A|5926	1571.7779
ARID4B|51742	1062.8401	ARID4B|51742	2261.205
ARID5A|10865	1281.1951	ARID5A|10865	1072.6511
ARID5B|84159	5816.5202	ARID5B|84159	6763.884
ARIH1|25820	1788.0492	ARIH1|25820	3247.2929999999997
ARIH2|10425	1345.8207	ARIH2|10425	1594.132
ARL10|285598	64.3234	ARL10|285598	99.5459
ARL11|115761	21.7926	ARL11|115761	20.6078
ARL13B|200894	377.5044	ARL13B|200894	377.57599999999996
ARL14|80117	18.6292	lowly_expressed	lowly_expressed
ARL15|54622	493.1459	ARL15|54622	920.7125
ARL16|339231	364.1476	ARL16|339231	247.6423
ARL17A|51326	81.2619	ARL17A|51326	213.5802
lowly_expressed	lowly_expressed	ARL17B|641522	8.7531
ARL1|400	2275.5712	ARL1|400	2835.8365
ARL2BP|23568	1970.826	ARL2BP|23568	1640.5868
ARL2|402	1065.7293	ARL2|402	381.4181
ARL3|403	812.3023	ARL3|403	499.1268
ARL4A|10124	523.0228	ARL4A|10124	2111.7709
ARL4C|10123	1048.8576	ARL4C|10123	2796.0182
ARL4D|379	518.4534	ARL4D|379	104.0866
ARL5A|26225	764.1476	ARL5A|26225	1596.5770000000002
ARL5B|221079	916.696	ARL5B|221079	619.2805
ARL6IP1|23204	6505.7996	ARL6IP1|23204	5925.2532
ARL6IP4|51329	1875.5712	ARL6IP4|51329	233.671
ARL6IP5|10550	2841.8278	ARL6IP5|10550	6069.5075
ARL6IP6|151188	222.1441	ARL6IP6|151188	454.7677
ARL6|84100	66.4323	ARL6|84100	126.7901
ARL8A|127829	1075.5712	ARL8A|127829	744.6734
ARL8B|55207	1512.4779999999998	ARL8B|55207	2657.3524
ARL9|132946	9.8418	ARL9|132946	10.4785
ARMC10|83787	584.7346	ARMC10|83787	952.5183
ARMC1|55156	519.5079	ARMC1|55156	1049.249
ARMC2|84071	50.9666	ARMC2|84071	83.1296
ARMC4|55130	36.5554	ARMC4|55130	27.2441
ARMC5|79798	515.29	ARMC5|79798	130.9815
ARMC6|93436	536.3691	ARMC6|93436	244.7712
ARMC7|79637	261.8629	ARMC7|79637	166.6085
ARMC8|25852	788.7522	ARMC8|25852	1148.4457
ARMC9|80210	384.1828	ARMC9|80210	182.3262
ARMCX1|51309	768.0141	ARMCX1|51309	866.9228
ARMCX2|9823	1940.9489999999998	ARMCX2|9823	984.9808
ARMCX3|51566	2853.4271	ARMCX3|51566	2061.1247
ARMCX5|64860	235.1494	ARMCX5|64860	536.8495
ARMCX6|54470	156.4148	ARMCX6|54470	206.7761
ARNT2|9915	1010.1933	ARNT2|9915	340.5519
ARNTL2|56938	49.5606	ARNTL2|56938	79.9825
ARNTL|406	370.12300000000005	ARNTL|406	555.3615
ARNT|405	1542.355	ARNT|405	2111.0723
ARPC1A|10552	2300.6678	ARPC1A|10552	1952.5742
ARPC1B|10095	3268.0492	ARPC1B|10095	253.5033
ARPC2|10109	5211.2478	ARPC2|10109	2993.0143
ARPC3|10094	2869.2443	ARPC3|10094	2396.0879999999997
ARPC4|10093	3380.594	ARPC4|10093	1616.4024
ARPC5L|81873	590.5097	ARPC5L|81873	354.8725
ARPC5|10092	3218.2777	ARPC5|10092	3225.6374
ARPM1|84517	55.1845	ARPM1|84517	53.4404
ARPP19|10776	3173.9895	ARPP19|10776	5540.6916
ARRB1|408	595.0791	ARRB1|408	684.5966
ARRB2|409	578.9104	ARRB2|409	395.3895
ARRDC1|92714	291.3884	ARRDC1|92714	328.3269
ARRDC2|27106	228.1195	ARRDC2|27106	261.2644
ARRDC3|57561	2989.1037	ARRDC3|57561	16889.6263
ARRDC4|91947	769.42	ARRDC4|91947	2335.3126
lowly_expressed	lowly_expressed	ARRDC5|645432	5.5885
ARSA|410	1102.9877	ARSA|410	244.1495
ARSB|411	854.4815	ARSB|411	256.0251
ARSD|414	1987.6977	ARSD|414	2156.8285
ARSE|415	107.9086	ARSE|415	32.1341
ARSG|22901	315.993	ARSG|22901	129.9336
ARSI|340075	96.3093	ARSI|340075	12.5742
ARSJ|79642	169.0685	ARSJ|79642	221.0968
ARSK|153642	161.3357	ARSK|153642	287.1114
lowly_expressed	lowly_expressed	ART3|419	5.9378
ART4|420	39.0158	ART4|420	20.6078
ART5|116969	55.1845	ART5|116969	13.9714
ARTN|9048	7.3814	lowly_expressed	lowly_expressed
ARV1|64801	216.1687	ARV1|64801	431.0164
ARVCF|421	184.1828	ARVCF|421	187.9148
ARX|170302	565.9051	lowly_expressed	lowly_expressed
AR|367	244.9912	AR|367	434.16
AS3MT|57412	683.304	AS3MT|57412	336.3605
ASAH1|427	3753.6028	ASAH1|427	4069.1582
ASAH2B|653308	11.2478	ASAH2B|653308	28.6413
lowly_expressed	lowly_expressed	ASAH2|56624	5.2393
ASAM|79827	1097.3638	ASAM|79827	764.9319
ASAP1|50807	3588.0492	ASAP1|50807	1420.5379
ASAP2|8853	846.0457	ASAP2|8853	867.6214
ASAP3|55616	1276.2742	ASAP3|55616	664.3381
ASB12|142689	6.3269	ASB12|142689	6.6364
ASB13|79754	459.754	ASB13|79754	485.85400000000004
lowly_expressed	lowly_expressed	ASB14|142686	20.6078
ASB16|92591	9.5501	lowly_expressed	lowly_expressed
ASB1|51665	613.8278	ASB1|51665	678.0056
ASB2|51676	104.7452	ASB2|51676	18.5121
ASB3|51130	361.6872	ASB3|51130	527.4188
ASB5|140458	7.0299	ASB5|140458	16.0671
ASB6|140459	594.2531	ASB6|140459	474.8061
ASB7|140460	267.8383	ASB7|140460	660.1467
ASB8|140461	534.2707	ASB8|140461	927.6982
ASB9|140462	53.0756	ASB9|140462	16.7656
ASCC1|51008	581.3708	ASCC1|51008	453.7199
ASCC2|84164	1217.2232	ASCC2|84164	728.6064
ASCC3|10973	2031.283	ASCC3|10973	2379.6717
lowly_expressed	lowly_expressed	ASCL2|430	6.2871
ASF1A|25842	388.4007	ASF1A|25842	752.3577
ASF1B|55723	110.7206	ASF1B|55723	90.1153
lowly_expressed	lowly_expressed	ASFMR1|100126270	5.5885
ASGR1|432	21.4411	lowly_expressed	lowly_expressed
ASH1L|55870	1844.3726	ASH1L|55870	5318.4527
ASH2L|9070	1188.0492	ASH2L|9070	1339.504
ASL|435	634.7979	ASL|435	148.0964
ASMTL|8623	878.0211	ASMTL|8623	214.1111
ASNA1|439	1328.6467	ASNA1|439	439.7485
ASNSD1|54529	1016.1687	ASNSD1|54529	1769.4726
ASNS|440	293.1459	ASNS|440	623.8212
ASPA|443	47.4517	ASPA|443	86.2731
ASPG|374569	164.8506	lowly_expressed	lowly_expressed
ASPHD1|253982	153.2513	ASPHD1|253982	10.4785
ASPHD2|57168	31.283	ASPHD2|57168	29.6891
ASPH|444	3345.5114	ASPH|444	6065.9378
ASPM|259266	202.109	ASPM|259266	126.0915
ASPN|54829	708.6116	ASPN|54829	120.50299999999999
ASPRV1|151516	81.3005	ASPRV1|151516	57.3175
ASPSCR1|79058	401.0545	ASPSCR1|79058	68.8089
ASRGL1|80150	89.2794	ASRGL1|80150	56.9333
ASS1|445	2390.8612	ASS1|445	1166.6085
ASTE1|28990	124.1511	ASTE1|28990	364.9354
ASTN1|460	391.2127	ASTN1|460	53.7897
ASTN2|23245	124.0773	ASTN2|23245	260.5658
ASXL1|171023	1834.4464	ASXL1|171023	2513.0981
ASXL2|55252	596.4851	ASXL2|55252	1546.9787
