gene_id	TCGA-A7-A13F-01A-11R-A12P-07	gene_id	TCGA-A7-A13F-11A-42R-A12P-07
ALOX5AP|241	483.9357	ALOX5AP|241	339.0211
ALOX5|240	271.4859	ALOX5|240	405.9273
lowly_expressed	lowly_expressed	ALOXE3|59344	17.9614
ALPK1|80216	264.6586	ALPK1|80216	710.3727
lowly_expressed	lowly_expressed	ALPK2|115701	27.3911
ALPK3|57538	149.7992	ALPK3|57538	619.2187
ALPL|249	185.1406	ALPL|249	647.0588
ALS2CL|259173	131.7269	ALS2CL|259173	564.8855
lowly_expressed	lowly_expressed	ALS2CR11|151254	18.4104
lowly_expressed	lowly_expressed	ALS2CR12|130540	5.3884
ALS2CR4|65062	527.7108	ALS2CR4|65062	987.427
ALS2CR8|79800	99.5984	ALS2CR8|79800	214.1895
ALS2|57679	561.0442	ALS2|57679	588.2353
lowly_expressed	lowly_expressed	ALX3|257	17.0633
lowly_expressed	lowly_expressed	ALX4|60529	35.0247
AMACR|23600	877.1084	AMACR|23600	336.3269
AMBP|259	54.2169	lowly_expressed	lowly_expressed
AMBRA1|55626	865.4618	AMBRA1|55626	860.3502
AMD1|262	786.747	AMD1|262	1403.233
AMDHD1|144193	160.241	AMDHD1|144193	16.1652
AMDHD2|51005	194.8795	AMDHD2|51005	175.1235
AMFR|267	12099.1968	AMFR|267	3171.0822
AMH|268	14.4578	lowly_expressed	lowly_expressed
AMICA1|120425	38.9558	AMICA1|120425	95.6444
AMIGO1|57463	154.6185	AMIGO1|57463	170.6331
AMIGO2|347902	607.2289	AMIGO2|347902	1763.8078
AMIGO3|386724	121.2851	AMIGO3|386724	37.2699
AMMECR1L|83607	661.4458	AMMECR1L|83607	913.7854
AMMECR1|9949	84.3373	AMMECR1|9949	147.7324
AMN1|196394	308.8353	AMN1|196394	212.8424
AMOTL1|154810	663.4538	AMOTL1|154810	2710.8217
AMOTL2|51421	1261.4458	AMOTL2|51421	4063.7629
AMOT|154796	2187.1486	AMOT|154796	1106.4212
lowly_expressed	lowly_expressed	AMPD1|270	49.8428
AMPD2|271	700.0	AMPD2|271	640.3233
AMPD3|272	434.9398	AMPD3|272	319.2636
AMPH|273	50.6024	AMPH|273	86.2146
AMT|275	20.4819	AMT|275	193.97400000000002
lowly_expressed	lowly_expressed	AMY1A|276	30.9834
AMY2B|280	40.5422	AMY2B|280	377.3417
AMZ1|155185	264.6586	lowly_expressed	lowly_expressed
AMZ2P1|201283	186.747	AMZ2P1|201283	247.8671
AMZ2|51321	2457.0281	AMZ2|51321	1255.9497
ANAPC10|10393	91.5663	ANAPC10|10393	159.4073
ANAPC11|51529	1896.3855	ANAPC11|51529	606.6457
ANAPC13|25847	1103.7028	ANAPC13|25847	1060.3458
ANAPC16|119504	1873.8956	ANAPC16|119504	2517.7369
ANAPC1|64682	669.0763	ANAPC1|64682	725.1908
ANAPC2|29882	514.4578	ANAPC2|29882	519.982
ANAPC4|29945	349.3976	ANAPC4|29945	577.0094
ANAPC5|51433	3618.8755	ANAPC5|51433	2341.7153
ANAPC7|51434	1310.8434	ANAPC7|51434	766.9511
ANGEL1|23357	289.1566	ANGEL1|23357	715.3121
ANGEL2|90806	754.2169	ANGEL2|90806	565.3345
ANGPT1|284	36.9478	ANGPT1|284	1178.7158
ANGPT2|285	210.8434	ANGPT2|285	546.4751
lowly_expressed	lowly_expressed	ANGPT4|51378	16.1652
ANGPTL1|9068	23.6948	ANGPTL1|9068	550.0674
ANGPTL2|23452	1590.7631	ANGPTL2|23452	9810.5074
ANGPTL4|51129	46.988	ANGPTL4|51129	1722.9457
lowly_expressed	lowly_expressed	ANGPTL5|253935	19.7575
lowly_expressed	lowly_expressed	ANGPTL7|10218	70.4984
ANG|283	149.9116	ANG|283	470.0629
ANK1|286	144.5783	ANK1|286	32.3305
ANK2|287	105.2209	ANK2|287	1269.4207
ANK3|288	834.5382	ANK3|288	1151.7737
ANKAR|150709	17.6707	ANKAR|150709	53.4351
ANKDD1A|348094	42.9719	ANKDD1A|348094	280.1976
ANKFY1|51479	1366.6667	ANKFY1|51479	2337.225
ANKHD1-EIF4EBP3|404734	1326.0361	ANKHD1-EIF4EBP3|404734	772.1239
ANKHD1|54882	2696.5141	ANKHD1|54882	2386.3898
ANKH|56172	1123.6948	ANKH|56172	1487.6515
ANKIB1|54467	1853.0120000000002	ANKIB1|54467	1357.8806
lowly_expressed	lowly_expressed	ANKK1|255239	41.7602
lowly_expressed	lowly_expressed	ANKLE1|126549	17.0633
ANKLE2|23141	1672.2892	ANKLE2|23141	1542.4338
ANKMY1|51281	144.9799	ANKMY1|51281	239.3354
ANKMY2|57037	265.0602	ANKMY2|57037	603.5025
ANKRA2|57763	317.6707	ANKRA2|57763	294.1176
ANKRD10|55608	496.9478	ANKRD10|55608	1279.3085
ANKRD11|29123	1540.0201	ANKRD11|29123	2294.7328
ANKRD12|23253	829.3173	ANKRD12|23253	1704.9843
ANKRD13A|88455	855.0201	ANKRD13A|88455	1280.1976
ANKRD13B|124930	205.6225	ANKRD13B|124930	164.3467
ANKRD13C|81573	677.51	ANKRD13C|81573	509.6542
ANKRD13D|338692	375.50199999999995	ANKRD13D|338692	410.4176
ANKRD16|54522	196.7871	ANKRD16|54522	163.3588
ANKRD17|26057	2260.241	ANKRD17|26057	2948.8101
ANKRD19|138649	43.7751	ANKRD19|138649	30.5344
lowly_expressed	lowly_expressed	ANKRD20A3|441425	25.595
lowly_expressed	lowly_expressed	ANKRD20B|729171	8.0826
ANKRD22|118932	77.1084	ANKRD22|118932	37.2699
ANKRD23|200539	23.2932	ANKRD23|200539	35.0247
ANKRD24|170961	53.012	ANKRD24|170961	33.6776
ANKRD26|22852	308.0321	ANKRD26|22852	278.4014
ANKRD27|84079	642.5703	ANKRD27|84079	867.9838
ANKRD28|23243	1562.249	ANKRD28|23243	1146.3853
ANKRD29|147463	27.7108	ANKRD29|147463	317.4674
ANKRD2|26287	39.3574	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD30A|91074	268.9717
ANKRD30B|374860	32.9317	ANKRD30B|374860	13.022
ANKRD32|84250	361.0442	ANKRD32|84250	129.322
ANKRD34A|284615	13.6546	ANKRD34A|284615	26.9421
ANKRD35|148741	7.2289	ANKRD35|148741	179.1648
ANKRD36BP1|84832	67.0683	ANKRD36BP1|84832	148.1814
ANKRD36B|57730	38.5542	ANKRD36B|57730	70.4984
ANKRD36|375248	102.008	ANKRD36|375248	310.2829
ANKRD37|353322	20.4699	ANKRD37|353322	137.9973
ANKRD39|51239	154.6185	ANKRD39|51239	144.5891
ANKRD40|91369	1402.8112	ANKRD40|91369	3047.5977
ANKRD42|338699	338.5542	ANKRD42|338699	195.7791
lowly_expressed	lowly_expressed	ANKRD43|134548	21.1046
ANKRD44|91526	55.4217	ANKRD44|91526	105.5231
lowly_expressed	lowly_expressed	ANKRD45|339416	6.2865
ANKRD46|157567	307.6787	ANKRD46|157567	724.4365
ANKRD49|54851	152.6104	ANKRD49|54851	241.5806
ANKRD50|57182	1010.8434	ANKRD50|57182	974.8541
ANKRD52|283373	1734.9398	ANKRD52|283373	1253.2555
lowly_expressed	lowly_expressed	ANKRD53|79998	70.4984
ANKRD54|129138	648.1928	ANKRD54|129138	332.7346
ANKRD55|79722	5.6225	lowly_expressed	lowly_expressed
ANKRD56|345079	129.3173	ANKRD56|345079	36.8208
ANKRD57|65124	430.9237	ANKRD57|65124	645.7117
ANKRD58|347454	16.4659	lowly_expressed	lowly_expressed
ANKRD5|63926	381.1245	ANKRD5|63926	147.2833
ANKRD6|22881	150.9719	ANKRD6|22881	352.8783
ANKRD9|122416	48.5944	ANKRD9|122416	69.6004
ANKS1A|23294	971.8876	ANKS1A|23294	1959.5869
ANKS1B|56899	98.7952	ANKS1B|56899	44.4544
ANKS3|124401	81.5261	ANKS3|124401	194.43200000000002
ANKS6|203286	46.988	ANKS6|203286	413.5608
ANKZF1|55139	345.3815	ANKZF1|55139	634.0368
ANLN|54443	1978.3133	ANLN|54443	29.1872
ANO10|55129	1357.4297	ANO10|55129	1033.6776
ANO1|55107	4340.1606	ANO1|55107	5371.3516
ANO2|57101	31.3253	ANO2|57101	68.7023
lowly_expressed	lowly_expressed	ANO3|63982	66.9062
ANO4|121601	22.8916	ANO4|121601	10.7768
ANO5|203859	31.3253	ANO5|203859	63.3139
ANO6|196527	2037.3494	ANO6|196527	6925.4603
ANO7|50636	364.6586	ANO7|50636	12.573
ANO8|57719	428.1124	ANO8|57719	342.6134
ANO9|338440	237.3494	ANO9|338440	65.559
ANP32A|8125	2900.0	ANP32A|8125	1789.8518
ANP32B|10541	2365.8635	ANP32B|10541	2317.9165
ANP32E|81611	367.8715	ANP32E|81611	618.3206
ANPEP|290	359.0361	ANPEP|290	6268.0736
ANTXR1|84168	4732.5301	ANTXR1|84168	4354.2883
ANTXR2|118429	469.0763	ANTXR2|118429	2357.4315
ANUBL1|93550	143.3735	ANUBL1|93550	138.3026
ANXA11|311	2856.2249	ANXA11|311	5472.3844
ANXA1|301	975.1004	ANXA1|301	20341.2663
ANXA2P1|303	65.8635	ANXA2P1|303	113.6057
ANXA2P2|304	5312.8514	ANXA2P2|304	6873.3722
ANXA2P3|305	8.4337	ANXA2P3|305	11.2259
ANXA2|302	15208.8353	ANXA2|302	20618.7696
ANXA3|306	488.755	ANXA3|306	944.7687
ANXA4|307	1187.9518	ANXA4|307	1178.7158
ANXA5|308	7086.746999999999	ANXA5|308	13359.6767
ANXA6|309	7212.8514	ANXA6|309	9736.8657
ANXA7|310	2909.2369	ANXA7|310	3116.3
ANXA8L2|244	28.1124	ANXA8L2|244	486.3044
ANXA8|653145	50.2008	ANXA8|653145	872.9232
ANXA9|8416	4782.7309	ANXA9|8416	130.22
AOAH|313	60.6426	AOAH|313	107.3193
AOC2|314	15.261	AOC2|314	132.4652
AOC3|8639	663.0522	AOC3|8639	23272.115
AOX1|316	18.4739	AOX1|316	920.5209
AP1AR|55435	583.1325	AP1AR|55435	322.8559
AP1B1|162	4889.5582	AP1B1|162	2533.004
AP1G1|164	4427.7108	AP1G1|164	2357.4315
AP1G2|8906	952.4739	AP1G2|8906	853.7
AP1M1|8907	1032.5301	AP1M1|8907	1478.2218
AP1M2|10053	2807.2289	AP1M2|10053	541.5357
AP1S1|1174	1149.3976	AP1S1|1174	414.9079
AP1S2|8905	250.2008	AP1S2|8905	388.4149
AP1S3|130340	238.5542	AP1S3|130340	39.9641
AP2A1|160	2555.0482	AP2A1|160	1544.2613
AP2A2|161	1882.7309	AP2A2|161	2013.9201
AP2B1|163	12104.4177	AP2B1|163	5838.7966
AP2M1|1173	6577.1084	AP2M1|1173	5565.7836
AP2S1|1175	2119.6787	AP2S1|1175	985.1819
AP3B1|8546	2134.5382	AP3B1|8546	1247.8671
AP3B2|8120	430.1205	AP3B2|8120	54.7822
AP3D1|8943	4026.9076	AP3D1|8943	2245.6219
AP3M1|26985	1575.5020000000002	AP3M1|26985	1567.1307
AP3M2|10947	839.7589999999999	AP3M2|10947	458.4643
AP3S1|1176	411.245	AP3S1|1176	1048.4957
AP3S2|10239	2851.4217	AP3S2|10239	2369.4342
AP4B1|10717	321.6506	AP4B1|10717	418.4284
AP4E1|23431	721.2851	AP4E1|23431	384.8226
AP4M1|9179	543.1325	AP4M1|9179	345.0292
AP4S1|11154	13.6546	AP4S1|11154	53.4351
APAF1|317	451.8072	APAF1|317	517.7369
APBA1|320	138.9558	APBA1|320	476.8747
APBA2|321	7.2289	APBA2|321	51.638999999999996
APBA3|9546	180.3213	APBA3|9546	160.3053
APBB1IP|54518	279.5181	APBB1IP|54518	2361.4728
APBB1|322	670.6827	APBB1|322	801.0777
APBB2|323	1761.4458	APBB2|323	2464.3018
APBB3|10307	95.9839	APBB3|10307	331.8366
APC2|10297	10.5141	lowly_expressed	lowly_expressed
APCDD1L|164284	20.4819	APCDD1L|164284	451.7288
APCDD1|147495	121.2851	APCDD1|147495	2459.3624
APC|324	794.7791	APC|324	1236.6412
APEH|327	3897.1888	APEH|327	1348.4508
APEX1|328	1801.2048	APEX1|328	2383.4755
APEX2|27301	954.6185	APEX2|27301	427.93
APH1A|51107	8402.008	APH1A|51107	3412.6628
APH1B|83464	647.3896	APH1B|83464	700.4939
API5|8539	2214.4578	API5|8539	2104.6251
APIP|51074	302.0321	APIP|51074	517.8042
APITD1|378708	236.7189	APITD1|378708	117.7279
APLF|200558	24.0964	APLF|200558	157.1621
APLNR|187	1134.5382	APLNR|187	1407.2744
APLN|8862	51.4056	APLN|8862	83.9695
APLP1|333	924.8996	APLP1|333	45.8015
APLP2|334	31579.9197	APLP2|334	12268.9717
APOA1BP|128240	4865.8635	APOA1BP|128240	1146.8343
APOA1|335	15.261	lowly_expressed	lowly_expressed
APOB48R|55911	118.4739	APOB48R|55911	35.9228
APOBEC3A|200315	6.5863	lowly_expressed	lowly_expressed
APOBEC3B|9582	120.7229	APOBEC3B|9582	13.8797
APOBEC3C|27350	192.7711	APOBEC3C|27350	330.9385
APOBEC3D|140564	76.7068	APOBEC3D|140564	78.5811
APOBEC3F|200316	265.4618	APOBEC3F|200316	190.3907
APOBEC3G|60489	286.3454	APOBEC3G|60489	256.8478
APOBEC3H|164668	8.0321	lowly_expressed	lowly_expressed
APOB|338	11.6466	APOB|338	36.8208
APOC1|341	1496.7871	APOC1|341	290.0763
APOC2|344	159.0361	APOC2|344	14.3691
APOC3|345	12.4498	lowly_expressed	lowly_expressed
APOD|347	1556.6265	APOD|347	28118.5451
APOE|348	2804.0161	APOE|348	1084.8675
APOL1|8542	451.4056	APOL1|8542	1080.8262
APOL2|23780	420.8835	APOL2|23780	727.885
APOL3|80833	224.0964	APOL3|80833	1323.3049
APOL4|80832	149.7992	APOL4|80832	342.6134
APOL6|80830	1173.8956	APOL6|80830	4289.6273
APOLD1|81575	1333.3333	APOLD1|81575	9712.1688
APOM|55937	83.5341	APOM|55937	46.6996
APOOL|139322	261.8474	APOOL|139322	224.0683
APOO|79135	314.0562	APOO|79135	145.9362
APPBP2|10513	1528.5141	APPBP2|10513	1234.396
APPL1|26060	631.7269	APPL1|26060	1389.7620000000002
APPL2|55198	992.7711	APPL2|55198	1187.6965
APP|351	38732.5301	APP|351	28518.6349
APRT|353	2119.2771	APRT|353	1077.2339
APTX|54840	640.1606	APTX|54840	425.2357
AQP11|282679	12.8514	AQP11|282679	41.7602
AQP1|358	2996.3855	AQP1|358	19345.7566
lowly_expressed	lowly_expressed	AQP2|359	6.7355
AQP3|360	252.6104	AQP3|360	843.7360000000001
AQP4|361	7.2289	AQP4|361	57.9255
lowly_expressed	lowly_expressed	AQP5|362	728.7831
lowly_expressed	lowly_expressed	AQP6|363	44.9035
lowly_expressed	lowly_expressed	AQP7P1|375719	446.7894
lowly_expressed	lowly_expressed	AQP7P3|441432	52.9861
AQP7|364	6.8273	AQP7|364	4052.9861
AQP9|366	40.5622	AQP9|366	12.573
lowly_expressed	lowly_expressed	AQPEP|206338	1096.502
AQR|9716	1843.7751	AQR|9716	1054.3332
ARAF|369	960.2410000000001	ARAF|369	1198.9223
ARAP1|116985	1327.3012	ARAP1|116985	2307.9704
ARAP2|116984	392.7711	ARAP2|116984	272.115
ARAP3|64411	354.2169	ARAP3|64411	1071.8455
ARCN1|372	5940.9639	ARCN1|372	4429.2771
lowly_expressed	lowly_expressed	ARC|23237	108.2173
AREG|374	881.9277	AREG|374	583.2959
ARF1|375	16754.2169	ARF1|375	7365.0651
ARF3|377	7139.3574	ARF3|377	3738.2128
ARF4|378	5598.3936	ARF4|378	3098.3386
ARF5|381	3960.992	ARF5|381	1828.4688
ARF6|382	2945.7831	ARF6|382	2365.5141
ARFGAP1|55738	777.9116	ARFGAP1|55738	798.8325
ARFGAP2|84364	1442.9719	ARFGAP2|84364	1849.5734
ARFGAP3|26286	229.7189	ARFGAP3|26286	1159.8563
ARFGEF1|10565	3218.5422	ARFGEF1|10565	1670.1347
ARFGEF2|10564	1873.0924	ARFGEF2|10564	1882.3529
ARFIP1|27236	1071.8876	ARFIP1|27236	1038.617
ARFIP2|23647	1824.4979999999998	ARFIP2|23647	1050.7409
ARFRP1|10139	303.2129	ARFRP1|10139	381.6794
ARG2|384	102.0161	ARG2|384	215.3839
ARGLU1|55082	361.0442	ARGLU1|55082	2358.7786
ARHGAP10|79658	102.4096	ARHGAP10|79658	836.1024
ARHGAP11A|9824	921.6867	ARHGAP11A|9824	72.7436
ARHGAP11B|89839	71.4859	ARHGAP11B|89839	6.2865
ARHGAP12|94134	93.5743	ARHGAP12|94134	1080.8262
ARHGAP15|55843	32.1285	ARHGAP15|55843	40.8621
ARHGAP17|55114	646.5863	ARHGAP17|55114	1631.7916
ARHGAP18|93663	561.4458	ARHGAP18|93663	889.5375
ARHGAP19|84986	344.5783	ARHGAP19|84986	938.0332
ARHGAP1|392	4706.4257	ARHGAP1|392	3303.0983
ARHGAP20|57569	24.498	ARHGAP20|57569	1705.8824
ARHGAP21|57584	1100.0	ARHGAP21|57584	3947.9120000000003
ARHGAP22|58504	23.2932	ARHGAP22|58504	55.6803
ARHGAP23|57636	402.00800000000004	ARHGAP23|57636	781.7692
ARHGAP24|83478	165.0602	ARHGAP24|83478	445.8913
ARHGAP25|9938	177.51	ARHGAP25|9938	450.8307
ARHGAP26|23092	2242.5703	ARHGAP26|23092	903.9066
ARHGAP27|201176	774.2972	ARHGAP27|201176	638.4733
ARHGAP28|79822	24.8996	ARHGAP28|79822	286.4841
ARHGAP29|9411	3260.6426	ARHGAP29|9411	3418.9493
ARHGAP30|257106	184.3373	ARHGAP30|257106	341.2663
ARHGAP31|57514	618.0723	ARHGAP31|57514	1969.4656
ARHGAP32|9743	1806.8273	ARHGAP32|9743	1021.5537
ARHGAP33|115703	169.4779	ARHGAP33|115703	128.4239
ARHGAP36|158763	14.0562	lowly_expressed	lowly_expressed
ARHGAP39|80728	350.6024	ARHGAP39|80728	101.4818
ARHGAP42|143872	57.4297	ARHGAP42|143872	268.0512
ARHGAP4|393	120.4819	ARHGAP4|393	338.5721
ARHGAP5|394	236.1446	ARHGAP5|394	2308.4868
ARHGAP6|395	89.1566	ARHGAP6|395	154.4679
ARHGAP8|23779	574.6586	ARHGAP8|23779	249.4701
ARHGAP9|64333	78.7149	ARHGAP9|64333	107.3193
ARHGDIA|396	6105.6225	ARHGDIA|396	4302.2003
ARHGDIB|397	6848.5944	ARHGDIB|397	2890.8846
lowly_expressed	lowly_expressed	ARHGDIG|398	52.2676
ARHGEF10L|55160	385.5422	ARHGEF10L|55160	1335.8779
ARHGEF10|9639	469.8795	ARHGEF10|9639	1396.4975
ARHGEF11|9826	1679.1165	ARHGEF11|9826	1439.1558
ARHGEF12|23365	4651.8072	ARHGEF12|23365	4703.6372
ARHGEF15|22899	269.8795	ARHGEF15|22899	1161.6524
ARHGEF16|27237	373.8956	ARHGEF16|27237	217.7818
ARHGEF17|9828	890.3614	ARHGEF17|9828	1794.7912
ARHGEF18|23370	843.7751	ARHGEF18|23370	710.8217
ARHGEF19|128272	224.498	ARHGEF19|128272	337.67400000000004
ARHGEF1|9138	1055.0201	ARHGEF1|9138	1152.2227
ARHGEF2|9181	2511.245	ARHGEF2|9181	2972.6089
lowly_expressed	lowly_expressed	ARHGEF33|100271715	12.1239
ARHGEF35|445328	516.0643	ARHGEF35|445328	418.0512
ARHGEF37|389337	332.5301	ARHGEF37|389337	1510.5523
ARHGEF38|54848	29.7189	ARHGEF38|54848	22.9008
ARHGEF3|50650	1215.6627	ARHGEF3|50650	963.6282
ARHGEF4|50649	11.6466	ARHGEF4|50649	334.5308
ARHGEF5|7984	411.245	ARHGEF5|7984	461.1585
ARHGEF6|9459	1352.2088	ARHGEF6|9459	4942.0745
ARHGEF7|8874	676.3052	ARHGEF7|8874	2184.5532
ARHGEF9|23229	259.8394	ARHGEF9|23229	895.3749
ARID1A|8289	2390.7631	ARID1A|8289	2632.2407
ARID1B|57492	1328.1124	ARID1B|57492	2132.9142
ARID2|196528	1059.8394	ARID2|196528	873.3722
ARID3A|1820	67.8715	ARID3A|1820	46.6996
ARID3B|10620	54.6185	ARID3B|10620	91.154
ARID4A|5926	299.1968	ARID4A|5926	826.6727
ARID4B|51742	1675.2691	ARID4B|51742	1173.3902
ARID5A|10865	268.6747	ARID5A|10865	1662.326
ARID5B|84159	1028.5141	ARID5B|84159	6793.8931
ARIH1|25820	2041.7671	ARIH1|25820	1988.3251
ARIH2|10425	1344.5783	ARIH2|10425	1776.3808
ARL10|285598	19.2771	ARL10|285598	64.2119
ARL11|115761	32.9317	ARL11|115761	31.8815
ARL13B|200894	277.1084	ARL13B|200894	207.903
ARL15|54622	253.4137	ARL15|54622	470.1392
ARL16|339231	428.1124	ARL16|339231	436.0126
ARL17A|51326	175.1486	ARL17A|51326	100.0449
lowly_expressed	lowly_expressed	ARL17B|641522	6.2236
ARL1|400	5007.2289	ARL1|400	1830.714
ARL2BP|23568	1644.1767	ARL2BP|23568	1769.6453
ARL2|402	538.9558	ARL2|402	1404.5802
ARL3|403	978.3133	ARL3|403	507.4091
ARL4A|10124	217.2691	ARL4A|10124	810.9564
ARL4C|10123	815.2610000000001	ARL4C|10123	2001.3471
ARL4D|379	381.9277	ARL4D|379	145.4872
ARL5A|26225	733.7349	ARL5A|26225	636.2819999999999
ARL5B|221079	200.8032	ARL5B|221079	184.1042
ARL6IP1|23204	8269.8795	ARL6IP1|23204	3702.2901
ARL6IP4|51329	1348.5944	ARL6IP4|51329	1117.198
ARL6IP5|10550	4030.1205	ARL6IP5|10550	5608.8909
ARL6IP6|151188	167.0683	ARL6IP6|151188	202.5146
ARL6|84100	59.8394	ARL6|84100	77.2339
ARL8A|127829	1005.2209	ARL8A|127829	1153.1208
ARL8B|55207	2402.008	ARL8B|55207	1753.9291
ARMC10|83787	798.2851	ARMC10|83787	585.9138
ARMC1|55156	1071.8876	ARMC1|55156	668.1634
ARMC2|84071	41.3655	ARMC2|84071	54.7822
ARMC3|219681	73.0924	lowly_expressed	lowly_expressed
ARMC5|79798	138.9558	ARMC5|79798	184.5532
ARMC6|93436	644.1767	ARMC6|93436	451.2528
ARMC7|79637	485.9438	ARMC7|79637	278.4014
ARMC8|25852	671.0843	ARMC8|25852	836.1024
ARMC9|80210	519.2771	ARMC9|80210	170.6331
ARMCX1|51309	745.3815	ARMCX1|51309	706.3314
ARMCX2|9823	226.50599999999997	ARMCX2|9823	762.9097
ARMCX3|51566	1599.5984	ARMCX3|51566	1643.0175
ARMCX5|64860	375.50199999999995	ARMCX5|64860	349.7979
ARMCX6|54470	178.7149	ARMCX6|54470	239.7845
ARNT2|9915	1691.9679	ARNT2|9915	312.079
ARNTL2|56938	12.0482	ARNTL2|56938	50.2919
ARNTL|406	167.8715	ARNTL|406	333.6327
ARNT|405	1273.8956	ARNT|405	1990.5703
ARPC1A|10552	2451.5743	ARPC1A|10552	2245.7387
ARPC1B|10095	2576.5382	ARPC1B|10095	1263.0175
ARPC2|10109	4021.2851	ARPC2|10109	3801.0777
ARPC3|10094	5066.6667	ARPC3|10094	2427.93
ARPC4|10093	3341.5743	ARPC4|10093	2364.5218
ARPC5L|81873	814.8594	ARPC5L|81873	517.7369
ARPC5|10092	1828.9157	ARPC5|10092	2187.6965
ARPM1|84517	42.5703	ARPM1|84517	38.1679
ARPP19|10776	6781.1245	ARPP19|10776	4574.7643
ARRB1|408	252.2088	ARRB1|408	1214.6385
ARRB2|409	987.9518	ARRB2|409	665.0202
ARRDC1|92714	789.9598	ARRDC1|92714	484.0593
ARRDC2|27106	787.9518	ARRDC2|27106	1956.4436
ARRDC3|57561	1625.7028	ARRDC3|57561	8071.8455
ARRDC4|91947	230.9237	ARRDC4|91947	1189.0436
ARSA|410	1784.3373	ARSA|410	833.8572
ARSB|411	234.5382	ARSB|411	281.0956
ARSD|414	3569.0763	ARSD|414	2030.0853
ARSE|415	29.3173	ARSE|415	32.7795
ARSG|22901	782.7309	ARSG|22901	106.4212
ARSI|340075	83.5341	ARSI|340075	30.0853
ARSJ|79642	36.9478	ARSJ|79642	83.0714
ARSK|153642	216.4659	ARSK|153642	178.7158
lowly_expressed	lowly_expressed	ART4|420	19.3085
ART5|116969	8.0321	ART5|116969	10.3278
ARTN|9048	752.2088	ARTN|9048	7.1846
ARV1|64801	774.2972	ARV1|64801	349.3489
ARVCF|421	189.5582	ARVCF|421	288.7292
ARX|170302	10.8434	lowly_expressed	lowly_expressed
AR|367	647.3896	AR|367	332.2856
AS3MT|57412	952.2088	AS3MT|57412	257.8536
ASAH1|427	22461.4458	ASAH1|427	8264.4814
lowly_expressed	lowly_expressed	ASAH2B|653308	8.0826
ASAH2|56624	10.4418	lowly_expressed	lowly_expressed
ASAM|79827	140.1606	ASAM|79827	2456.6682
ASAP1|50807	1060.241	ASAP1|50807	1299.057
ASAP2|8853	875.1004	ASAP2|8853	1246.0709
ASAP3|55616	469.4779	ASAP3|55616	1266.7265
ASB13|79754	1748.1928	ASB13|79754	707.6785
lowly_expressed	lowly_expressed	ASB14|142686	19.7575
ASB16|92591	55.5783	lowly_expressed	lowly_expressed
ASB1|51665	200.6627	ASB1|51665	761.0552
ASB2|51676	10.0402	ASB2|51676	26.9421
ASB3|51130	286.3454	ASB3|51130	312.5281
ASB6|140459	578.5663	ASB6|140459	632.3305
ASB7|140460	462.6506	ASB7|140460	406.8253
ASB8|140461	1109.2369	ASB8|140461	887.2923
ASB9|140462	26.9076	ASB9|140462	52.088
ASCC1|51008	623.6948	ASCC1|51008	543.3318
ASCC2|84164	1268.6747	ASCC2|84164	1224.9663
ASCC3|10973	879.1165	ASCC3|10973	911.5402
lowly_expressed	lowly_expressed	ASCL2|430	5.8374
ASF1A|25842	216.8675	ASF1A|25842	357.8806
ASF1B|55723	1190.3614	ASF1B|55723	55.6803
ASGR1|432	9.6386	ASGR1|432	14.3691
ASGR2|433	6.0241	lowly_expressed	lowly_expressed
ASH1L|55870	2652.1727	ASH1L|55870	2988.6349
ASH2L|9070	1237.3494	ASH2L|9070	1063.7629
ASL|435	708.0321	ASL|435	404.5802
ASMTL|8623	812.8474	ASMTL|8623	603.5025
ASNA1|439	2356.6265	ASNA1|439	848.2263
ASNSD1|54529	896.3855	ASNSD1|54529	1135.1594
ASNS|440	721.6867	ASNS|440	439.6048
lowly_expressed	lowly_expressed	ASPA|443	85.7656
ASPHD1|253982	118.0723	ASPHD1|253982	18.4104
ASPHD2|57168	83.5341	ASPHD2|57168	44.9035
ASPH|444	5612.5863	ASPH|444	19606.3224
ASPM|259266	1161.8474	ASPM|259266	21.5537
ASPN|54829	579.5181	ASPN|54829	920.0718
ASPRV1|151516	40.3775	ASPRV1|151516	121.1855
ASPSCR1|79058	551.4056	ASPSCR1|79058	199.8204
ASRGL1|80150	42.5703	ASRGL1|80150	150.4266
ASS1|445	3081.1245	ASS1|445	5813.2016
ASTE1|28990	149.6185	ASTE1|28990	252.6673
ASTL|431705	12.0482	lowly_expressed	lowly_expressed
ASTN1|460	14.8594	ASTN1|460	109.5644
ASTN2|23245	829.3173	ASTN2|23245	121.6884
ASXL1|171023	851.4056	ASXL1|171023	2111.3606
ASXL2|55252	434.9398	ASXL2|55252	827.5707
lowly_expressed	lowly_expressed	ASXL3|80816	22.4517
ATAD1|84896	1074.6988	ATAD1|84896	1138.7517
ATAD2B|54454	297.5904	lowly_expressed	lowly_expressed
ATAD2|29028	2425.3012	ATAD2|29028	277.9524
ATAD3A|55210	344.1767	ATAD3A|55210	249.2142
ATAD3B|83858	75.502	ATAD3B|83858	147.7324
ATAD3C|219293	17.2691	ATAD3C|219293	109.5644
ATAD5|79915	253.4137	ATAD5|79915	50.7409
ATE1|11101	205.6225	ATE1|11101	311.63
ATF1|466	497.1888	ATF1|466	371.8006
