gene_id	TCGA-BH-A0BC-01A-22R-A084-07	gene_id	TCGA-BH-A0BC-11A-22R-A089-07
CCR1|1230	491.8493	CCR1|1230	299.1336
CCR2|729230	45.8939	CCR2|729230	65.2075
CCR4|1233	51.3287	CCR4|1233	10.4879
CCR5|1234	361.1122	CCR5|1234	116.2791
CCR6|1235	39.0128	CCR6|1235	26.4478
CCR7|1236	198.3702	CCR7|1236	28.2718
CCR8|1237	21.4373	lowly_expressed	lowly_expressed
CCRL1|51554	63.406000000000006	CCRL1|51554	125.399
CCRL2|9034	110.2056	CCRL2|9034	48.3356
CCRN4L|25819	70.9543	CCRN4L|25819	96.6712
CCS|9973	590.8834	CCS|9973	367.5331
CCT2|10576	4137.3917	CCT2|10576	2831.2813
CCT3|7203	9061.6216	CCT3|7203	5017.3279
CCT4|10575	3912.7534	CCT4|10575	4194.7104
CCT5|22948	5602.9759	CCT5|22948	4178.2946
CCT6A|908	4712.2727	CCT6A|908	3702.2344
CCT6B|10693	24.4566	CCT6B|10693	92.5673
CCT6P1|643253	17.8141	CCT6P1|643253	49.7036
CCT7|10574	6386.7946	CCT7|10574	4266.7579
CCT8|10694	3743.6707	CCT8|10694	3066.5755
CD101|9398	45.8939	CD101|9398	25.9918
CD109|135228	1852.0165	CD109|135228	930.6886
CD14|929	1791.974	CD14|929	2309.6215
CD151|977	4581.5356	CD151|977	6335.6133
CD160|11126	6.9445	CD160|11126	19.1518
CD163L1|283316	61.5944	CD163L1|283316	216.5983
CD163|9332	1188.4094	CD163|9332	1024.6238
CD164L2|388611	11.4735	CD164L2|388611	51.0716
CD164|8763	9627.1426	CD164|8763	7046.5116
CD177|57126	70.3505	CD177|57126	36.9357
CD180|4064	164.2517	CD180|4064	131.3269
CD19|930	15.0967	lowly_expressed	lowly_expressed
CD1A|909	9.3599	lowly_expressed	lowly_expressed
CD1C|911	26.5701	CD1C|911	31.9197
CD1D|912	95.109	CD1D|912	46.9676
CD1E|913	26.5701	CD1E|913	16.4159
CD200R1|131450	22.645	CD200R1|131450	17.7839
CD200|4345	400.6655	CD200|4345	698.1304
CD207|50489	35.9301	CD207|50489	10.9439
CD209|30835	26.2682	CD209|30835	383.4929
CD226|10666	18.7199	CD226|10666	20.0638
CD22|933	176.329	CD22|933	99.4072
CD244|51744	9.3599	CD244|51744	28.7278
CD247|919	123.4907	CD247|919	70.6794
CD248|57124	1529.2921	CD248|57124	5172.3666
CD24|100133941	1150.6677	CD24|100133941	15331.0534
CD274|29126	17.8141	CD274|29126	17.3279
CD276|80381	4343.9141	CD276|80381	1596.4432
CD27|939	266.2448	CD27|939	64.5372
CD28|940	81.2201	CD28|940	55.6316
CD2AP|23607	1788.0489	CD2AP|23607	1041.4957
CD2BP2|10421	1647.9518	CD2BP2|10421	1437.7565
CD2|914	419.3853	CD2|914	191.9745
CD300A|11314	531.4026	CD300A|11314	250.798
CD300C|10871	95.109	CD300C|10871	18.2399
CD300LB|124599	111.4134	CD300LB|124599	24.6238
CD300LF|146722	70.9543	CD300LF|146722	15.0479
CD300LG|146894	26.8721	CD300LG|146894	1003.648
CD302|9936	1634.6275	CD302|9936	1565.4355
CD320|51293	579.1080000000001	CD320|51293	408.5727
CD33|945	100.8457	CD33|945	91.1993
CD34|947	2961.9655	CD34|947	6155.4948
CD36|948	2273.2557	CD36|948	16058.3675
CD37|951	618.0574	CD37|951	205.1984
CD38|952	43.7803	CD38|952	18.6959
CD3D|915	153.986	CD3D|915	71.1354
CD3EAP|10849	493.4707	CD3EAP|10849	498.404
CD3E|916	421.4989	CD3E|916	210.6703
CD3G|917	44.9881	CD3G|917	35.1117
CD40LG|959	19.9276	CD40LG|959	11.3999
CD40|958	452.598	CD40|958	365.2531
CD44|960	10998.5235	CD44|960	10936.1605
CD46|4179	6447.7852	CD46|4179	4790.6977
CD47|961	1776.2735	CD47|961	3210.2143
CD48|962	536.2335	CD48|962	188.7825
CD4|920	2872.8951	CD4|920	966.7123
CD52|1043	629.8328	CD52|1043	242.1341
CD53|963	1373.1926	CD53|963	497.94800000000004
CD55|1604	1351.1514	CD55|1604	3337.4373
CD58|965	245.1698	CD58|965	265.8459
CD59|966	5558.8936	CD59|966	26046.5116
CD5|921	210.7494	CD5|921	32.8317
CD63|967	13593.0362	CD63|967	11191.0625
CD68|968	5452.915	CD68|968	1982.2161
CD69|969	83.3336	CD69|969	129.503
CD6|923	203.805	CD6|923	54.2636
CD70|970	5.7367	CD70|970	6.3839
CD72|971	125.9062	CD72|971	40.1277
CD74|972	71659.0328	CD74|972	38926.5846
CD79A|973	239.1312	CD79A|973	104.4232
CD79B|974	102.6573	CD79B|974	138.1669
CD7|924	176.329	CD7|924	66.1195
CD80|941	38.6475	lowly_expressed	lowly_expressed
CD81|975	10340.6109	CD81|975	12087.0953
CD82|3732	1997.8925	CD82|3732	1795.7136
CD83|9308	509.6634	CD83|9308	282.2617
CD84|8832	171.8	CD84|8832	63.3835
CD86|942	416.366	CD86|942	166.8947
CD8A|925	302.8391	CD8A|925	250.342
CD8B|926	71.2563	CD8B|926	65.2075
CD93|22918	4954.7251	CD93|22918	4200.1824
CD96|10225	195.9547	CD96|10225	110.3511
CD97|976	789.2536	CD97|976	965.3443
CD99L2|83692	1061.8993	CD99L2|83692	1849.9772
CD99|4267	1539.8597	CD99|4267	3838.5773
CD9|928	10440.8528	CD9|928	6360.2371
CDADC1|81602	78.8046	CDADC1|81602	188.3265
CDAN1|146059	337.2595	CDAN1|146059	246.238
CDA|978	62.8021	CDA|978	29.1838
CDC123|8872	1013.8346	CDC123|8872	1038.2672
CDC14A|8556	127.4158	CDC14A|8556	296.8536
CDC14B|8555	121.3772	CDC14B|8555	650.7068
lowly_expressed	lowly_expressed	CDC14C|168448	9.5759
CDC16|8881	924.8216	CDC16|8881	1636.1149
CDC20|991	656.1010000000001	CDC20|991	108.5271
CDC23|8697	740.0385	CDC23|8697	846.7852
CDC25A|993	71.8601	CDC25A|993	32.3757
CDC25B|994	745.1713	CDC25B|994	457.8203
CDC25C|995	201.7005	CDC25C|995	6.8399
CDC26|246184	41.2682	CDC26|246184	77.5194
CDC27|996	996.0779	CDC27|996	1321.4774
CDC34|997	683.5769	CDC34|997	481.9881
CDC37L1|55664	372.8876	CDC37L1|55664	465.5723
CDC37|11140	2810.395	CDC37|11140	2916.5527
CDC40|51362	613.5284	CDC40|51362	675.7866
CDC42BPA|8476	449.2767	CDC42BPA|8476	1933.4245
CDC42BPB|9578	2940.5282	CDC42BPB|9578	3182.8545
CDC42BPG|55561	232.4886	CDC42BPG|55561	588.2353
CDC42EP1|11135	1497.2871	CDC42EP1|11135	1861.3771
CDC42EP2|10435	325.786	CDC42EP2|10435	439.5805
CDC42EP3|10602	318.8415	CDC42EP3|10602	896.9448
CDC42EP4|23580	1200.4867	CDC42EP4|23580	2973.5522
CDC42EP5|148170	83.3336	CDC42EP5|148170	101.2312
CDC42SE1|56882	2663.9603	CDC42SE1|56882	2664.56
CDC42SE2|56990	1498.4949	CDC42SE2|56990	1592.7953
CDC42|998	9170.9214	CDC42|998	5551.2996
CDC45|8318	317.3319	CDC45|8318	32.8317
CDC5L|988	1106.2835	CDC5L|988	1287.7337
CDC6|990	308.8777	CDC6|990	100.3192
CDC73|79577	1403.9897	CDC73|79577	743.7301
CDC7|8317	253.62400000000002	CDC7|8317	78.4314
CDCA2|157313	262.9839	CDCA2|157313	32.8317
CDCA3|83461	254.1644	CDCA3|83461	49.2294
CDCA4|55038	569.1442	CDCA4|55038	246.69400000000002
CDCA5|113130	557.0669	CDCA5|113130	96.6712
CDCA7L|55536	572.0398	CDCA7L|55536	791.1126
CDCA7|83879	86.9568	CDCA7|83879	86.1833
CDCA8|55143	446.8613	CDCA8|55143	40.1277
CDCP1|64866	653.6855	CDCP1|64866	995.44
CDH11|1009	2154.5959	CDH11|1009	686.7305
lowly_expressed	lowly_expressed	CDH12|1010	72.5034
CDH13|1012	365.3393	CDH13|1012	1119.015
lowly_expressed	lowly_expressed	CDH19|28513	29.1838
CDH1|999	11064.0431	CDH1|999	8436.8445
lowly_expressed	lowly_expressed	CDH20|28316	9.5759
CDH22|64405	9.6619	CDH22|64405	41.4957
CDH23|64072	147.9473	CDH23|64072	197.4464
CDH24|64403	352.3561	CDH24|64403	75.2394
lowly_expressed	lowly_expressed	CDH26|60437	17.7839
CDH2|1000	58.2731	CDH2|1000	35.1117
CDH3|1001	573.9752	CDH3|1001	3065.2075
CDH5|1003	2350.8525	CDH5|1003	2644.3228
CDH6|1004	135.87	CDH6|1004	96.2152
CDH7|1005	39.8552	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CDH8|1006	5.472
CDHR1|92211	6.9445	CDHR1|92211	24.6238
CDHR3|222256	36.8661	CDHR3|222256	71.3452
CDIPT|10423	2419.9952	CDIPT|10423	1811.2175
CDK10|8558	302.8391	CDK10|8558	507.0679
CDK11A|728642	408.0085	CDK11A|728642	528.7825
CDK11B|984	653.5889	CDK11B|984	724.2955
CDK12|51755	821.2585	CDK12|51755	1186.5025
CDK13|8621	739.7365	CDK13|8621	1214.3183
CDK14|5218	602.6588	CDK14|5218	668.4907
lowly_expressed	lowly_expressed	CDK15|65061	5.472
CDK16|5127	2288.9562	CDK16|5127	1590.0593
CDK17|5128	1266.6101	CDK17|5128	733.6981
CDK18|5129	413.9505	CDK18|5129	337.8933
CDK19|23097	707.9611	CDK19|23097	606.5162
CDK1|983	919.0849	CDK1|983	93.4793
CDK20|23552	163.6478	CDK20|23552	136.7989
CDK2AP1|8099	2310.6954	CDK2AP1|8099	2550.3876
CDK2AP2|10263	858.3963	CDK2AP2|10263	454.6284
CDK2|1017	974.3387	CDK2|1017	547.1956
CDK3|1018	29.9367	CDK3|1018	141.9197
CDK4|1019	2451.0944	CDK4|1019	1913.8167
CDK5R1|8851	77.2949	CDK5R1|8851	45.1436
CDK5RAP1|51654	454.7115	CDK5RAP1|51654	370.269
CDK5RAP2|55755	1664.5582	CDK5RAP2|55755	1679.4346
CDK5RAP3|80279	1261.7792	CDK5RAP3|80279	2012.3119
CDK5|1020	471.0159	CDK5|1020	108.9831
CDK6|1021	291.9695	CDK6|1021	1025.5358
CDK7|1022	403.0809	CDK7|1022	443.2285
CDK8|1024	52.5364	CDK8|1024	122.20700000000001
CDK9|1025	1251.8154	CDK9|1025	1015.0479
CDKAL1|54901	377.7185	CDKAL1|54901	396.2608
CDKL1|8814	19.6257	CDKL1|8814	39.2157
CDKL2|8999	13.587	CDKL2|8999	34.1997
CDKL3|51265	23.3425	CDKL3|51265	16.9585
CDKL5|6792	23.2489	CDKL5|6792	46.9676
CDKN1A|1026	1378.9293	CDKN1A|1026	2798.9056
CDKN1B|1027	2114.7407	CDKN1B|1027	1532.6037
CDKN1C|1028	190.218	CDKN1C|1028	647.0588
CDKN2AIPNL|91368	673.3112	CDKN2AIPNL|91368	316.0055
CDKN2AIP|55602	318.2377	CDKN2AIP|55602	526.2198
CDKN2A|1029	235.8099	CDKN2A|1029	60.6475
CDKN2BAS|100048912	7.8503	lowly_expressed	lowly_expressed
CDKN2B|1030	649.1565	CDKN2B|1030	797.0816
CDKN2C|1031	162.74200000000002	CDKN2C|1031	605.1072
CDKN2D|1032	281.0999	CDKN2D|1032	125.855
CDKN3|1033	212.863	CDKN3|1033	13.2239
CDNF|441549	13.2851	CDNF|441549	82.0793
CDO1|1036	35.6281	CDO1|1036	507.5239
CDON|50937	1290.1609	CDON|50937	870.953
lowly_expressed	lowly_expressed	CDR1|1038	9.088
CDR2L|30850	507.2479	CDR2L|30850	639.3069
CDR2|1039	606.5840000000001	CDR2|1039	551.2996
CDRT15P|94158	8.7561	CDRT15P|94158	5.928
CDRT4|284040	160.393	CDRT4|284040	297.2321
CDS1|1040	1267.8178	CDS1|1040	779.7538
CDS2|8760	920.5946	CDS2|8760	805.7456
CDSN|1041	12.9831	CDSN|1041	70.6794
CDT1|81620	349.3368	CDT1|81620	76.1514
CDV3|55573	7410.3485	CDV3|55573	4699.9544
CDYL2|124359	122.8868	CDYL2|124359	46.9676
CDYL|9425	650.6662	CDYL|9425	700.8664
CEACAM19|56971	19.9276	CEACAM19|56971	67.4875
CEACAM1|634	170.5923	CEACAM1|634	1002.7360000000001
CEACAM21|90273	27.4759	CEACAM21|90273	24.6238
CEACAM5|1048	42.8745	CEACAM5|1048	74.7834
CEACAM6|4680	173.9136	CEACAM6|4680	190.6065
CEBPA|1050	732.7921	CEBPA|1050	1589.1473
CEBPB|1051	614.4342	CEBPB|1051	1563.6115
CEBPD|1052	618.9632	CEBPD|1052	1594.6192
CEBPG|1054	1160.3296	CEBPG|1054	1426.8126
CEBPZ|10153	1184.4843	CEBPZ|10153	1358.4131
CECR1|51816	1835.4524	CECR1|51816	946.1924
CECR2|27443	66.1234	CECR2|27443	5.472
CECR5|27440	648.8546	CECR5|27440	543.0917
CECR6|27439	29.5895	CECR6|27439	35.1117
CECR7|100130418	5.4348	CECR7|100130418	59.7355
CELF1|10658	1713.4714	CELF1|10658	1843.1373
CELF2|10659	728.565	CELF2|10659	1799.8176
CELF4|56853	7.8503	CELF4|56853	12.7679
CELF5|60680	47.4035	CELF5|60680	71.5914
CELF6|60677	10.0121	CELF6|60677	42.4396
CELSR1|9620	3813.4173	CELSR1|9620	1830.3694
CELSR2|1952	3260.2755	CELSR2|1952	2048.3356
CELSR3|1951	18.116	CELSR3|1951	49.2476
lowly_expressed	lowly_expressed	CEL|1056	13.6799
CEMP1|752014	89.3723	CEMP1|752014	128.135
CENPA|1058	120.7733	CENPA|1058	24.6238
CENPBD1|92806	243.3582	CENPBD1|92806	373.461
CENPB|1059	3053.1493	CENPB|1059	1866.3931
CENPC1|1060	391.0036	CENPC1|1060	475.1482
CENPE|1062	101.4496	CENPE|1062	44.2316
CENPF|1063	1715.283	CENPF|1063	309.6215
CENPH|64946	240.037	CENPH|64946	129.503
CENPI|2491	91.4858	CENPI|2491	10.9439
CENPJ|55835	103.865	CENPJ|55835	173.7346
CENPK|64105	115.3385	CENPK|64105	15.5039
CENPL|91687	256.6433	CENPL|91687	55.1756
CENPM|79019	322.1628	CENPM|79019	24.6238
CENPN|55839	374.1104	CENPN|55839	174.1678
CENPO|79172	199.1552	CENPO|79172	97.1819
CENPP|401541	230.834	CENPP|401541	92.6813
CENPQ|55166	131.6429	CENPQ|55166	69.7674
CENPT|80152	229.4693	CENPT|80152	435.0205
CENPV|201161	27.4759	CENPV|201161	162.7907
CENPW|387103	223.1287	CENPW|387103	115.8231
CEP110|11064	267.5129	CEP110|11064	515.2759
CEP120|153241	400.3635	CEP120|153241	615.5951
CEP135|9662	176.0271	CEP135|9662	123.575
CEP152|22995	61.5944	CEP152|22995	92.5673
CEP164|22897	228.5635	CEP164|22897	539.4437
lowly_expressed	lowly_expressed	CEP170L|645455	5.928
CEP170|9859	733.0939999999999	CEP170|9859	685.8185
CEP192|55125	552.236	CEP192|55125	638.8509
CEP250|11190	839.9784	CEP250|11190	503.42
CEP290|80184	162.9051	CEP290|80184	267.9799
CEP350|9857	1131.6459	CEP350|9857	1238.4861
CEP55|55165	499.3976	CEP55|55165	75.6954
CEP57|9702	468.6004	CEP57|9702	989.5121
CEP63|80254	544.6484	CEP63|80254	751.2768
CEP68|23177	802.6111	CEP68|23177	1500.8482
CEP70|80321	1162.1412	CEP70|80321	296.3976
CEP72|55722	50.4229	CEP72|55722	19.6078
CEP76|79959	130.1332	CEP76|79959	129.047
CEP78|84131	310.9913	CEP78|84131	187.4145
CEP97|79598	177.5368	CEP97|79598	89.3753
CEPT1|10390	522.9484	lowly_expressed	lowly_expressed
CERCAM|51148	1974.0398	CERCAM|51148	773.8258
CERKL|375298	154.7529	CERKL|375298	59.5577
CERK|64781	918.1791	CERK|64781	825.8094
CES1|1066	164.2517	CES1|1066	5277.2458
CES2|8824	738.5288	CES2|8824	1490.1961
CES3|23491	13.2851	CES3|23491	83.9033
lowly_expressed	lowly_expressed	CES4|51716	50.6156
CES8|283848	38.0436	CES8|283848	70.6794
CETN2|1069	1465.5841	CETN2|1069	1290.4697
CETN3|1070	284.1192	CETN3|1070	258.0939
CETP|1071	42.8745	CETP|1071	13.2239
CFB|629	16337.0994	CFB|629	3182.3484
CFC1B|653275	8.1522	lowly_expressed	lowly_expressed
CFDP1|10428	630.4367	CFDP1|10428	962.1523
CFD|1675	294.3849	CFD|1675	3708.6183
CFH|3075	1269.0256	CFH|3075	3393.0689
CFI|3426	403.9867	CFI|3426	1069.7674
CFL1|1072	22130.5016	CFL1|1072	10984.4961
CFL2|1073	333.3343	CFL2|1073	950.2964
CFLAR|8837	612.9246	CFLAR|8837	1218.8782
CFP|5199	22.645	CFP|5199	42.4077
lowly_expressed	lowly_expressed	CFTR|1080	5.928
CG030|116828	12.0773	CG030|116828	80.7114
lowly_expressed	lowly_expressed	CGB7|94027	14.8928
CGGBP1|8545	2039.8612	CGGBP1|8545	2007.2959
CGNL1|84952	964.6768	CGNL1|84952	1579.5714
CGN|57530	3405.2035	CGN|57530	1290.9257
CGREF1|10669	107.5849	CGREF1|10669	158.4314
CGRRF1|10668	226.7519	CGRRF1|10668	243.0461
CH25H|9023	36.5339	CH25H|9023	73.8714
CHAC1|79094	191.4257	CHAC1|79094	25.9918
CHAC2|494143	67.3311	CHAC2|494143	24.6238
CHADL|150356	90.9	CHADL|150356	72.9594
CHAD|1101	5962.2251	CHAD|1101	174.6466
CHAF1A|10036	493.35900000000004	CHAF1A|10036	315.0935
CHAF1B|8208	615.0381	CHAF1B|8208	226.6302
CHCHD10|400916	368.0567	CHCHD10|400916	391.2449
CHCHD1|118487	630.7386	CHCHD1|118487	368.4451
CHCHD2|51142	4529.603	CHCHD2|51142	2962.1523
CHCHD3|54927	1038.0466	CHCHD3|54927	678.0666
CHCHD4|131474	208.032	CHCHD4|131474	258.5499
CHCHD5|84269	487.0184	CHCHD5|84269	183.3105
CHCHD6|84303	161.5343	CHCHD6|84303	120.839
CHCHD7|79145	314.3125	CHCHD7|79145	406.2927
CHCHD8|51287	1467.0938	CHCHD8|51287	528.4998
CHD1L|9557	872.5872	CHD1L|9557	805.2896
CHD1|1105	2316.1302	CHD1|1105	1173.2786
CHD2|1106	1166.6702	CHD2|1106	2944.8244
CHD3|1107	2389.8019	CHD3|1107	4770.6338
CHD4|1108	6973.1008	CHD4|1108	5842.964
CHD6|84181	1149.7619	CHD6|84181	1678.0666
CHD7|55636	159.1188	CHD7|55636	699.4984
CHD8|57680	1747.8918	CHD8|57680	2271.7738
CHD9|80205	1521.7437	CHD9|80205	1582.7633
CHDH|55349	256.9452	CHDH|55349	717.2823
CHEK1|1111	205.0127	CHEK1|1111	98.9512
CHEK2|11200	314.9164	CHEK2|11200	155.0388
CHERP|10523	1262.5159	CHERP|10523	1076.4113
CHFR|55743	382.5495	CHFR|55743	322.8454
lowly_expressed	lowly_expressed	CHGB|1114	115.8231
CHI3L1|1116	1802.8436	CHI3L1|1116	2280.4378
CHI3L2|1117	54.348	CHI3L2|1117	1166.8947
CHIC1|53344	213.1649	CHIC1|53344	227.0862
CHIC2|26511	213.7688	CHIC2|26511	296.3976
CHID1|66005	1196.2597	CHID1|66005	1239.8541
CHIT1|1118	606.8859	CHIT1|1118	35.1117
CHKA|1119	474.941	CHKA|1119	966.7123
CHKB-CPT1B|386593	107.3041	CHKB-CPT1B|386593	287.3415
CHKB|1120	354.0017	CHKB|1120	242.5901
CHL1|10752	121.3772	CHL1|10752	1242.5901
CHML|1122	1914.8609	CHML|1122	412.2207
CHMP1A|5119	1409.7265	CHMP1A|5119	1463.7483
CHMP1B|57132	1669.993	CHMP1B|57132	1658.9147
CHMP2A|27243	2794.9964	CHMP2A|27243	1888.7369
CHMP2B|25978	1199.5809	CHMP2B|25978	1140.4469
CHMP4A|29082	1051.9204	CHMP4A|29082	872.8454
CHMP4B|128866	3992.7657	CHMP4B|128866	3469.6762
CHMP4C|92421	384.0591	CHMP4C|92421	605.1072
CHMP5|51510	1438.7845	CHMP5|51510	1069.9316
CHMP6|79643	344.2039	CHMP6|79643	422.7086
CHMP7|91782	1049.2181	CHMP7|91782	1042.4077
CHM|1121	477.3565	CHM|1121	538.0757
CHN1|1123	189.3122	CHN1|1123	596.4432
CHN2|1124	65.2176	CHN2|1124	86.6393
CHODL|140578	5.1329	CHODL|140578	51.0716
CHORDC1|26973	143.4183	CHORDC1|26973	276.3338
lowly_expressed	lowly_expressed	CHP2|63928	8.2079
CHPF2|54480	1917.8802	CHPF2|54480	992.2481
CHPF|79586	2502.7249	CHPF|79586	1145.9188
CHPT1|56994	1374.7022	CHPT1|56994	2293.6617
CHP|11261	3878.9368	CHP|11261	2928.4086
CHRAC1|54108	702.5987	CHRAC1|54108	507.0679
CHRDL1|91851	175.4232	CHRDL1|91851	6062.4715
lowly_expressed	lowly_expressed	CHRDL2|25884	15.0479
CHRD|8646	441.7284	CHRD|8646	245.326
CHRFAM7A|89832	11.7754	CHRFAM7A|89832	18.6959
CHRM1|1128	10.5677	CHRM1|1128	134.0629
CHRM3|1131	9.3599	CHRM3|1131	25.5358
CHRM4|1132	5.1329	CHRM4|1132	7.7519
lowly_expressed	lowly_expressed	CHRNA10|57053	6.3839
CHRNA1|1134	46.4977	lowly_expressed	lowly_expressed
CHRNA4|1137	34.1185	lowly_expressed	lowly_expressed
CHRNA5|1138	14.1909	CHRNA5|1138	40.1277
CHRNA6|8973	21.7392	lowly_expressed	lowly_expressed
CHRNB1|1140	81.2201	CHRNB1|1140	230.7342
CHRNB2|1141	11.1715	CHRNB2|1141	72.0474
CHRNE|1145	17.1106	CHRNE|1145	20.4651
CHST10|9486	442.9361	CHST10|9486	360.6931
CHST11|50515	220.4113	CHST11|50515	64.7515
CHST12|55501	300.7255	CHST12|55501	198.3584
CHST13|166012	38.9494	CHST13|166012	7.7519
CHST14|113189	640.0986	CHST14|113189	490.1961
CHST15|51363	2142.8205	CHST15|51363	770.6338
CHST1|8534	1091.4888	CHST1|8534	30.5518
CHST2|9435	159.1188	CHST2|9435	337.8933
CHST3|9469	413.3467	CHST3|9469	1967.6243
lowly_expressed	lowly_expressed	CHST4|10164	25.9918
lowly_expressed	lowly_expressed	CHST5|23563	11.9243
CHST6|4166	11.7754	CHST6|4166	15.0479
CHST7|56548	80.9181	CHST7|56548	87.5513
CHST8|64377	1292.8783	CHST8|64377	67.9435
CHST9|83539	60.3867	CHST9|83539	586.4113
CHSY1|22856	2512.0849	CHSY1|22856	2185.1345
CHSY3|337876	116.8482	CHSY3|337876	63.8395
CHTF18|63922	388.2862	CHTF18|63922	133.1509
CHTF8|54921	1868.0612	CHTF8|54921	2476.9722
CHUK|1147	494.8686	CHUK|1147	529.4118
CHURC1|91612	1560.2855	CHURC1|91612	1928.9786
CIAO1|9391	1548.0119	CIAO1|9391	1838.1213
CIAPIN1|57019	1064.0129	CIAPIN1|57019	773.3698
CIB1|10519	3130.4442	CIB1|10519	1065.2075
CIB2|10518	52.2345	CIB2|10518	118.1031
CIC|23152	1811.5997	CIC|23152	1793.4337
CIDEA|1149	20.5315	CIDEA|1149	452.8044
CIDEB|27141	426.1396	CIDEB|27141	505.7638
CIDECP|152302	95.7128	CIDECP|152302	89.8313
CIDEC|63924	95.7128	CIDEC|63924	3413.5887
CIITA|4261	396.4384	CIITA|4261	280.8938
CILP2|148113	255.4356	CILP2|148113	32.8317
CILP|8483	3793.7916	CILP|8483	2482.9001
CINP|51550	560.992	CINP|51550	330.5974
CIR1|9541	820.6547	CIR1|9541	1113.5431
CIRBP|1153	7144.0433	CIRBP|1153	7275.8778
CIRH1A|84916	677.8402	CIRH1A|84916	1122.2069999999999
CISD1|55847	142.2106	CISD1|55847	235.2941
CISD2|493856	495.1706	CISD2|493856	391.7009
CISD3|284106	784.2958	CISD3|284106	530.7524
CISH|1154	470.714	CISH|1154	336.0693
CITED1|4435	9.6619	CITED1|4435	541.7237
CITED2|10370	1386.7795	CITED2|10370	2691.7465
CITED4|163732	191.4257	CITED4|163732	835.8413
CIT|11113	471.3178	CIT|11113	124.031
CIZ1|25792	2399.1618	CIZ1|25792	2258.5499
CKAP2L|150468	213.4668	CKAP2L|150468	20.5198
CKAP2|26586	754.8332	CKAP2|26586	312.3575
CKAP4|10970	3355.0826	CKAP4|10970	1896.0328
CKAP5|9793	2553.7517	CKAP5|9793	1921.1126
CKB|1152	385.8707	CKB|1152	577.7474
CKLF|51192	413.3467	CKLF|51192	269.9498
CKMT1A|548596	12.3793	CKMT1A|548596	56.0876
CKMT1B|1159	19.3237	CKMT1B|1159	473.7802
CKMT2|1160	6.3406	CKMT2|1160	78.8874
CKS1B|1163	924.8216	CKS1B|1163	536.7077
CKS2|1164	451.6922	CKS2|1164	107.1591
CLASP1|23332	1240.6438	CLASP1|23332	1449.6124
CLASP2|23122	1445.0527	CLASP2|23122	1197.4464
CLCA2|9635	9.3599	CLCA2|9635	530.7798
lowly_expressed	lowly_expressed	CLCA4|22802	194.2544
CLCC1|23155	1044.9186	CLCC1|23155	826.9767
CLCF1|23529	76.6911	CLCF1|23529	146.3748
lowly_expressed	lowly_expressed	CLCN1|1180	16.4159
CLCN2|1181	189.0102	CLCN2|1181	39.6717
CLCN3|1182	1159.7257	CLCN3|1182	1454.1724
CLCN4|1183	44.6861	CLCN4|1183	176.0146
CLCN5|1184	311.2932	CLCN5|1184	186.9585
CLCN6|1185	295.8946	CLCN6|1185	528.9558
CLCN7|1186	1610.2102	CLCN7|1186	1117.1911
lowly_expressed	lowly_expressed	CLCNKA|1187	8.2079
CLCNKB|1188	7.8503	CLCNKB|1188	9.1199
lowly_expressed	lowly_expressed	CLDN10|9071	27.9207
CLDN11|5010	347.5252	CLDN11|5010	789.7857
CLDN12|9069	1004.834	CLDN12|9069	989.5121
CLDN14|23562	5.7367	lowly_expressed	lowly_expressed
CLDN15|24146	87.2587	CLDN15|24146	140.4469
CLDN19|149461	16.0025	CLDN19|149461	232.1021
CLDN1|9076	404.5906	CLDN1|9076	1105.7912
CLDN23|137075	125.0004	CLDN23|137075	173.7346
lowly_expressed	lowly_expressed	CLDN2|9075	5.472
CLDN3|1365	993.3605	CLDN3|1365	562.6995
CLDN4|1364	3188.7174	CLDN4|1364	4652.5308
CLDN5|7122	719.8089	CLDN5|7122	1084.8153
CLDN7|1366	1471.6228	CLDN7|1366	1446.8764
CLDN8|9073	441.1245	CLDN8|9073	985.8641
lowly_expressed	lowly_expressed	CLDN9|9080	6.8399
CLDND1|56650	778.3839999999999	CLDND1|56650	1137.7109
lowly_expressed	lowly_expressed	CLDND2|125875	9.5759
CLEC10A|10462	20.8334	CLEC10A|10462	113.9991
CLEC11A|6320	516.3059	CLEC11A|6320	127.223
CLEC12A|160364	9.058	CLEC12A|160364	6.3839
CLEC14A|161198	1444.1469	CLEC14A|161198	1070.2234
CLEC16A|23274	598.4318	CLEC16A|23274	694.0264
lowly_expressed	lowly_expressed	CLEC17A|388512	5.016
CLEC1A|51267	88.4665	CLEC1A|51267	131.3269
CLEC2B|9976	255.7375	CLEC2B|9976	352.9412
CLEC2D|29121	471.9217	CLEC2D|29121	473.3242
CLEC2L|154790	6.3406	CLEC2L|154790	5.016
CLEC3A|10143	7372.3049	CLEC3A|10143	36.9357
CLEC3B|7123	253.62400000000002	CLEC3B|7123	4691.2905
CLEC4A|50856	90.2781	CLEC4A|50856	33.7437
CLEC4E|26253	11.7754	CLEC4E|26253	6.3839
CLEC4F|165530	6.9445	CLEC4F|165530	36.4797
lowly_expressed	lowly_expressed	CLEC4G|339390	61.5595
CLEC5A|23601	59.4809	CLEC5A|23601	48.3356
CLEC7A|64581	323.0686	CLEC7A|64581	181.0306
lowly_expressed	lowly_expressed	CLEC9A|283420	11.8559
