gene_id	TCGA-AC-A2FF-01A-11R-A17B-07	gene_id	TCGA-AC-A2FF-11A-13R-A17B-07
ALOX5AP|241	453.7842	ALOX5AP|241	621.2152
ALOX5|240	568.1159	ALOX5|240	634.3493
ALOXE3|59344	8.0515	ALOXE3|59344	5.0301
ALPK1|80216	635.1047	ALPK1|80216	794.7531
ALPK2|115701	15.780999999999999	ALPK2|115701	84.9525
ALPK3|57538	394.2029	ALPK3|57538	227.4715
ALPL|249	252.81799999999998	ALPL|249	636.3055
ALS2CL|259173	128.1804	ALS2CL|259173	280.5668
ALS2CR4|65062	688.8889	ALS2CR4|65062	1013.8411
ALS2CR8|79800	193.2367	ALS2CR8|79800	192.5404
ALS2|57679	573.913	ALS2|57679	639.3794
lowly_expressed	lowly_expressed	ALX1|8092	5.3095
ALX3|257	27.0531	ALX3|257	37.7256
ALX4|60529	22.2222	ALX4|60529	287.8325
AMACR|23600	289.8551	AMACR|23600	316.3363
AMBP|259	35.4267	AMBP|259	18.7231
AMBRA1|55626	1033.4944	AMBRA1|55626	1026.6958
AMD1|262	2450.6634	AMD1|262	2424.7066
AMDHD1|144193	38.0032	AMDHD1|144193	17.6053
AMDHD2|51005	171.9936	AMDHD2|51005	166.3141
AMFR|267	2444.7665	AMFR|267	3265.0826
lowly_expressed	lowly_expressed	AMH|268	12.2958
AMICA1|120425	463.7681	AMICA1|120425	414.7024
AMIGO1|57463	155.8776	AMIGO1|57463	164.5955
AMIGO2|347902	428.9855	AMIGO2|347902	1636.4508
AMIGO3|386724	80.8374	AMIGO3|386724	83.8347
AMMECR1L|83607	833.1723	AMMECR1L|83607	913.2395
AMMECR1|9949	468.277	AMMECR1|9949	378.374
AMN1|196394	215.4589	AMN1|196394	144.4752
AMOTL1|154810	2249.5974	AMOTL1|154810	2541.0301
AMOTL2|51421	1923.6715	AMOTL2|51421	1684.2394
AMOT|154796	797.1014	AMOT|154796	1343.5910000000001
AMPD1|270	108.8567	AMPD1|270	84.3936
AMPD2|271	677.2947	AMPD2|271	897.5903
AMPD3|272	239.9356	AMPD3|272	317.7336
AMPH|273	215.4589	AMPH|273	745.2906
AMT|275	70.8084	AMT|275	149.6338
AMY1A|276	7.0853	AMY1A|276	12.0163
AMY2B|280	212.6055	AMY2B|280	197.3357
AMZ1|155185	15.4589	AMZ1|155185	27.1066
AMZ2P1|201283	178.0998	AMZ2P1|201283	155.6531
AMZ2|51321	1268.277	AMZ2|51321	964.3786
ANAPC10|10393	116.2641	ANAPC10|10393	99.4839
ANAPC11|51529	862.1578	ANAPC11|51529	737.1866
ANAPC13|25847	1374.2576	ANAPC13|25847	1134.2333
ANAPC16|119504	2522.7053	ANAPC16|119504	1986.0443
ANAPC1|64682	859.5813	ANAPC1|64682	1041.5066
ANAPC2|29882	553.3011	ANAPC2|29882	631.8343
ANAPC4|29945	520.1288	ANAPC4|29945	496.8604
ANAPC5|51433	2380.0322	ANAPC5|51433	2266.0523
ANAPC7|51434	890.1771	ANAPC7|51434	1016.0767
ANGEL1|23357	812.8824	ANGEL1|23357	766.8082
ANGEL2|90806	777.4557	ANGEL2|90806	650.8368
ANGPT1|284	254.1063	ANGPT1|284	102.8372
ANGPT2|285	391.9485	ANGPT2|285	246.1946
ANGPT4|51378	14.8148	ANGPT4|51378	12.0163
ANGPTL1|9068	502.7375	ANGPTL1|9068	428.9543
ANGPTL2|23452	3697.9066	ANGPTL2|23452	1391.9357
ANGPTL4|51129	250.2415	ANGPTL4|51129	427.8365
ANGPTL7|10218	48.3092	ANGPTL7|10218	15.0902
ANG|283	311.3043	ANG|283	237.2327
ANK1|286	37.3591	ANK1|286	18.4436
ANK2|287	1156.1997	ANK2|287	471.9894
ANK3|288	1517.5523	ANK3|288	1176.4805
ANKAR|150709	34.7826	ANKAR|150709	31.0188
ANKDD1A|348094	125.9259	ANKDD1A|348094	118.4864
ANKFN1|162282	7.4074	ANKFN1|162282	9.5013
ANKFY1|51479	2164.5733	ANKFY1|51479	2499.1127
ANKHD1-EIF4EBP3|404734	1123.8229	ANKHD1-EIF4EBP3|404734	1460.7584
ANKHD1|54882	3065.1111	ANKHD1|54882	2257.1015
ANKH|56172	1407.0853	ANKH|56172	2287.8493
ANKIB1|54467	1973.9129999999998	ANKIB1|54467	1475.2115
ANKK1|255239	9.3398	ANKK1|255239	21.5176
ANKLE1|126549	5.7971	ANKLE1|126549	19.0025
ANKLE2|23141	1438.0032	ANKLE2|23141	1434.4119
ANKMY1|51281	198.3897	ANKMY1|51281	193.9376
ANKMY2|57037	542.351	ANKMY2|57037	692.1953
ANKRA2|57763	311.1111	ANKRA2|57763	245.9152
ANKRD10|55608	1604.0161	ANKRD10|55608	1428.7503
ANKRD11|29123	1784.3156	ANKRD11|29123	2441.7335
ANKRD12|23253	1436.715	ANKRD12|23253	1196.8802
ANKRD13A|88455	1495.0081	ANKRD13A|88455	1224.2662
ANKRD13B|124930	120.1288	ANKRD13B|124930	188.0692
ANKRD13C|81573	694.0419	ANKRD13C|81573	549.9557
ANKRD13D|338692	308.2126	ANKRD13D|338692	395.9793
ANKRD16|54522	143.5717	ANKRD16|54522	176.8912
ANKRD17|26057	3947.8261	ANKRD17|26057	3827.6135
ANKRD19|138649	56.0386	ANKRD19|138649	53.3748
lowly_expressed	lowly_expressed	ANKRD1|27063	5.8684
lowly_expressed	lowly_expressed	ANKRD20A3|441425	6.1479
lowly_expressed	lowly_expressed	ANKRD20B|729171	5.0301
ANKRD22|118932	50.8857	ANKRD22|118932	102.8372
ANKRD23|200539	29.9517	ANKRD23|200539	35.2106
ANKRD24|170961	14.1707	ANKRD24|170961	24.871
ANKRD26|22852	253.7842	ANKRD26|22852	265.4766
ANKRD27|84079	750.4026	ANKRD27|84079	774.6327
ANKRD28|23243	2069.2432	ANKRD28|23243	1340.2376
ANKRD29|147463	174.2351	ANKRD29|147463	197.0116
ANKRD30A|91074	1364.2512	ANKRD30A|91074	588.5197
ANKRD30B|374860	127.5362	ANKRD30B|374860	33.2544
ANKRD32|84250	182.6087	ANKRD32|84250	193.6582
ANKRD34A|284615	19.6457	ANKRD34A|284615	50.8597
ANKRD35|148741	84.7021	ANKRD35|148741	182.7597
ANKRD36BP1|84832	159.4203	ANKRD36BP1|84832	200.0855
ANKRD36B|57730	43.4783	ANKRD36B|57730	50.8597
ANKRD36|375248	159.0982	ANKRD36|375248	182.7597
ANKRD37|353322	54.467	ANKRD37|353322	76.3874
ANKRD39|51239	82.1256	ANKRD39|51239	82.9964
ANKRD40|91369	1511.4332	ANKRD40|91369	1321.2351
ANKRD42|338699	215.4589	ANKRD42|338699	268.5505
ANKRD43|134548	116.9082	ANKRD43|134548	19.5614
ANKRD44|91526	169.7262	ANKRD44|91526	118.4864
ANKRD45|339416	14.1707	ANKRD45|339416	15.0902
ANKRD46|157567	489.9259	ANKRD46|157567	600.5723
ANKRD49|54851	302.4155	ANKRD49|54851	292.8626
ANKRD50|57182	2024.4767	ANKRD50|57182	1272.052
ANKRD52|283373	1414.8148	ANKRD52|283373	1905.0041
ANKRD53|79998	21.9002	ANKRD53|79998	17.6053
ANKRD54|129138	285.6683	ANKRD54|129138	333.3827
ANKRD55|79722	7.4074	lowly_expressed	lowly_expressed
ANKRD56|345079	57.3269	ANKRD56|345079	63.4349
ANKRD57|65124	903.7037	ANKRD57|65124	675.7078
ANKRD58|347454	10.306	ANKRD58|347454	24.3121
ANKRD5|63926	268.9211	ANKRD5|63926	273.0217
ANKRD6|22881	291.3076	ANKRD6|22881	342.9706
ANKRD9|122416	27.6973	ANKRD9|122416	43.0352
ANKS1A|23294	1402.2544	ANKS1A|23294	1527.7479
ANKS1B|56899	108.2126	ANKS1B|56899	88.5853
ANKS3|124401	177.4557	ANKS3|124401	224.1181
ANKS6|203286	252.81799999999998	ANKS6|203286	283.6408
ANKZF1|55139	417.3913	ANKZF1|55139	553.5885
ANLN|54443	488.8889	ANLN|54443	322.2047
ANO10|55129	869.5652	ANO10|55129	1015.7973
ANO1|55107	4953.6232	ANO1|55107	6611.2053
ANO2|57101	74.7182	ANO2|57101	38.2845
ANO3|63982	19.9678	ANO3|63982	8.9424
ANO4|121601	8.0515	ANO4|121601	10.8985
ANO5|203859	12.2383	ANO5|203859	49.7419
ANO6|196527	3664.4122	ANO6|196527	2414.4397
ANO7|50636	10.9501	ANO7|50636	21.5176
ANO8|57719	176.1675	ANO8|57719	261.2849
ANO9|338440	137.1981	ANO9|338440	139.1656
ANP32A|8125	3066.9887	ANP32A|8125	2696.1243
ANP32B|10541	1968.7601	ANP32B|10541	2820.1997
ANP32E|81611	1213.2045	ANP32E|81611	1188.4968
ANPEP|290	1579.7101	ANPEP|290	5254.4803
ANTXR1|84168	6550.0805	ANTXR1|84168	3901.1086
ANTXR2|118429	2006.7633	ANTXR2|118429	1681.4449
ANUBL1|93550	338.1643	ANUBL1|93550	159.0065
ANXA11|311	3028.6634	ANXA11|311	3047.3918
ANXA13|312	6.4412	ANXA13|312	12.0163
ANXA1|301	4383.2528	ANXA1|301	5870.9448
ANXA2P1|303	81.4815	ANXA2P1|303	93.336
ANXA2P2|304	4590.3382	ANXA2P2|304	5755.2529
ANXA2P3|305	6.1192	ANXA2P3|305	5.0301
ANXA2|302	14064.4122	ANXA2|302	17552.4735
ANXA3|306	332.6892	ANXA3|306	1175.3627
ANXA4|307	1475.0403	ANXA4|307	1633.6591
ANXA5|308	7229.6296	ANXA5|308	7438.0951
ANXA6|309	7232.5282	ANXA6|309	6152.0706
ANXA7|310	3000.0	ANXA7|310	2748.3813
ANXA8L2|244	78.2609	ANXA8L2|244	191.702
ANXA8|653145	151.6908	ANXA8|653145	579.8847
ANXA9|8416	405.475	ANXA9|8416	126.0315
AOAH|313	267.3108	AOAH|313	239.2084
AOC2|314	27.0531	AOC2|314	17.6053
AOC3|8639	4045.0886	AOC3|8639	1558.7667
AOX1|316	663.7681	AOX1|316	353.50300000000004
AP1AR|55435	600.3221	AP1AR|55435	593.8292
AP1B1|162	2286.9565	AP1B1|162	3652.9578
AP1G1|164	2466.9887	AP1G1|164	3094.3392
AP1G2|8906	1182.8792	AP1G2|8906	1192.2498
AP1M1|8907	1115.62	AP1M1|8907	927.2119
AP1M2|10053	1428.6634	AP1M2|10053	1453.4144
AP1S1|1174	824.7987	AP1S1|1174	710.08
AP1S2|8905	728.8245	AP1S2|8905	525.9231
AP1S3|130340	94.0419	AP1S3|130340	145.8724
AP2A1|160	1977.9775	AP2A1|160	1691.9102
AP2A2|161	1845.4106	AP2A2|161	1928.4778
AP2B1|163	10601.6103	AP2B1|163	8034.1599
AP2M1|1173	6665.0564	AP2M1|1173	6499.7052
AP2S1|1175	1505.9581	AP2S1|1175	1307.8215
AP3B1|8546	1606.1192	AP3B1|8546	1444.1926
AP3B2|8120	45.4106	AP3B2|8120	74.054
AP3D1|8943	1843.1562	AP3D1|8943	3009.9456
AP3M1|26985	1620.6119	AP3M1|26985	1729.7895
AP3M2|10947	505.6361	AP3M2|10947	504.4055
AP3S1|1176	1134.2995	lowly_expressed	lowly_expressed
AP3S2|10239	1493.3462	AP3S2|10239	1317.6385
AP4B1|10717	356.744	AP4B1|10717	400.0704
AP4E1|23431	424.1546	AP4E1|23431	376.4179
AP4M1|9179	366.3704	AP4M1|9179	324.3816
AP4S1|11154	100.4831	AP4S1|11154	91.3798
APAF1|317	588.7279	APAF1|317	588.7991
APBA1|320	174.2351	APBA1|320	466.4004
APBA2|321	38.0032	APBA2|321	155.0942
APBA3|9546	147.18200000000002	APBA3|9546	183.8775
APBB1IP|54518	441.86800000000005	APBB1IP|54518	392.9053
APBB1|322	717.8744	APBB1|322	608.3606
APBB2|323	3079.8712	APBB2|323	1808.8736
APBB3|10307	186.1514	APBB3|10307	215.4552
lowly_expressed	lowly_expressed	APC2|10297	8.1795
APCDD1L|164284	29.3076	APCDD1L|164284	258.2109
APCDD1|147495	1243.4783	APCDD1|147495	1503.4358
APC|324	1247.343	APC|324	991.4852
APEH|327	2517.5523	APEH|327	2299.0272
APEX1|328	3217.3913	APEX1|328	4027.1401
APEX2|27301	555.8776	APEX2|27301	611.9934
APH1A|51107	4933.9775	APH1A|51107	4057.3206
APH1B|83464	873.43	APH1B|83464	634.3493
API5|8539	2746.2158	API5|8539	2738.3211
APIP|51074	424.789	APIP|51074	339.4887
APITD1|378708	210.9565	APITD1|378708	199.4847
APLF|200558	87.6006	APLF|200558	112.3385
APLNR|187	2513.3655	APLNR|187	1213.9266
APLN|8862	148.7923	APLN|8862	712.595
APLP1|333	42.5121	APLP1|333	165.1544
APLP2|334	12089.211000000001	APLP2|334	17863.2209
APOA1BP|128240	1306.9243	APOA1BP|128240	1195.7624
APOB48R|55911	97.5845	APOB48R|55911	190.0253
APOBEC3A|200315	11.9163	APOBEC3A|200315	10.3396
APOBEC3B|9582	155.2335	APOBEC3B|9582	121.5603
APOBEC3C|27350	465.0564	APOBEC3C|27350	585.4457
APOBEC3D|140564	173.59099999999998	APOBEC3D|140564	142.7985
APOBEC3F|200316	208.3736	APOBEC3F|200316	292.8626
APOBEC3G|60489	388.7279	APOBEC3G|60489	405.4806
APOBEC3H|164668	15.780999999999999	APOBEC3H|164668	8.104
APOB|338	22.8663	lowly_expressed	lowly_expressed
APOC1|341	798.0676	APOC1|341	3385.5251
APOC2|344	90.8213	APOC2|344	598.3004
APOD|347	8977.7778	APOD|347	43393.9645
APOE|348	2147.1820000000002	APOE|348	6796.4801
lowly_expressed	lowly_expressed	APOF|319	14.2519
APOL1|8542	1350.0805	APOL1|8542	1273.7287
APOL2|23780	675.6844	APOL2|23780	719.0224
APOL3|80833	1245.7327	APOL3|80833	999.5892
APOL4|80832	444.1224	APOL4|80832	462.7676
APOL6|80830	2573.2689	APOL6|80830	1888.796
APOLD1|81575	666.9887	APOLD1|81575	268.83
APOM|55937	69.8873	APOM|55937	39.148
APOOL|139322	245.7327	APOOL|139322	235.2961
APOO|79135	147.8261	APOO|79135	200.6444
APPBP2|10513	1509.1787	APPBP2|10513	1230.6936
APPL1|26060	2439.6103	APPL1|26060	2004.4879999999998
APPL2|55198	1573.9129999999998	APPL2|55198	1216.1622
APP|351	25760.3865	APP|351	38422.0072
APRT|353	956.5217	APRT|353	1621.3633
APTX|54840	381.6425	APTX|54840	532.3504
AQP11|282679	17.0692	AQP11|282679	12.8547
AQP1|358	12381.7424	AQP1|358	10373.6122
AQP3|360	220.6119	AQP3|360	1435.8092
AQP4|361	16.7472	AQP4|361	19.8409
AQP5|362	21.5781	AQP5|362	566.7226
lowly_expressed	lowly_expressed	AQP6|363	13.693
AQP7P1|375719	54.7504	AQP7P1|375719	19.8409
AQP7|364	260.5475	AQP7|364	52.8159
AQP9|366	24.1546	AQP9|366	23.1943
AQPEP|206338	33.4944	lowly_expressed	lowly_expressed
AQR|9716	1621.256	AQR|9716	1348.0622
ARAF|369	1096.2963	ARAF|369	1099.3525
ARAP1|116985	2497.723	ARAP1|116985	2571.3447
ARAP2|116984	409.9839	ARAP2|116984	385.9191
ARAP3|64411	541.0628	ARAP3|64411	814.3145
ARCN1|372	4454.7504	ARCN1|372	4597.4956
ARC|23237	60.8696	ARC|23237	66.5089
AREG|374	187.1176	AREG|374	981.7045
ARF1|375	6991.6264	ARF1|375	7290.8254
ARF3|377	6361.9968	ARF3|377	5690.4208
ARF4|378	4702.0934	ARF4|378	4685.522
ARF5|381	2260.4992	ARF5|381	2399.5199
ARF6|382	3236.3929	ARF6|382	3009.1072
ARFGAP1|55738	896.2963	ARFGAP1|55738	1159.4341
ARFGAP2|84364	1812.8824	ARFGAP2|84364	1949.9954
ARFGAP3|26286	963.285	ARFGAP3|26286	1324.8679
ARFGEF1|10565	2574.9372	ARFGEF1|10565	1904.842
ARFGEF2|10564	2792.5926	ARFGEF2|10564	2389.5687
ARFIP1|27236	1207.7295	ARFIP1|27236	1184.305
ARFIP2|23647	1826.0870000000002	ARFIP2|23647	1646.2343
ARFRP1|10139	377.4557	ARFRP1|10139	470.8716
ARG2|384	165.2915	ARG2|384	168.7565
ARGLU1|55082	1995.1691	ARGLU1|55082	2580.153
ARHGAP10|79658	435.1047	ARHGAP10|79658	424.2036
ARHGAP11A|9824	283.4138	ARHGAP11A|9824	228.8688
ARHGAP11B|89839	14.8148	ARHGAP11B|89839	17.6444
ARHGAP12|94134	1008.6957	ARHGAP12|94134	880.5439
ARHGAP15|55843	197.1014	ARHGAP15|55843	115.4125
ARHGAP17|55114	1324.9597	ARHGAP17|55114	1267.3014
ARHGAP18|93663	830.5958	ARHGAP18|93663	731.877
ARHGAP19|84986	634.1385	ARHGAP19|84986	843.6566
ARHGAP1|392	4858.9372	ARHGAP1|392	3747.1322
ARHGAP20|57569	210.628	ARHGAP20|57569	289.7887
ARHGAP21|57584	2409.3398	ARHGAP21|57584	2283.3781
ARHGAP22|58504	77.9388	ARHGAP22|58504	74.054
ARHGAP23|57636	776.1675	ARHGAP23|57636	909.8861
ARHGAP24|83478	455.0725	ARHGAP24|83478	258.7698
ARHGAP25|9938	521.4171	ARHGAP25|9938	608.3606
ARHGAP26|23092	480.1932	ARHGAP26|23092	1256.4029
ARHGAP27|201176	371.3366	ARHGAP27|201176	566.4432
ARHGAP28|79822	329.1465	ARHGAP28|79822	329.191
ARHGAP29|9411	2610.9501	ARHGAP29|9411	1970.3952
ARHGAP30|257106	847.0209	ARHGAP30|257106	742.4961
ARHGAP31|57514	1551.6908	ARHGAP31|57514	1387.4645
ARHGAP32|9743	1637.037	ARHGAP32|9743	1655.7356
ARHGAP33|115703	105.9581	ARHGAP33|115703	107.3084
ARHGAP36|158763	6.4412	ARHGAP36|158763	36.3284
ARHGAP39|80728	186.7955	ARHGAP39|80728	205.9539
ARHGAP42|143872	318.4863	ARHGAP42|143872	233.8988
ARHGAP4|393	291.1433	ARHGAP4|393	350.4291
ARHGAP5|394	2089.2110000000002	ARHGAP5|394	2378.1113
ARHGAP6|395	170.3704	ARHGAP6|395	250.3863
ARHGAP8|23779	458.6087	ARHGAP8|23779	386.9223
ARHGAP9|64333	198.3897	ARHGAP9|64333	196.7321
ARHGDIA|396	4007.4074	ARHGDIA|396	4349.9037
ARHGDIB|397	6448.3092	ARHGDIB|397	3844.6599
ARHGEF10L|55160	631.562	ARHGEF10L|55160	893.3986
ARHGEF10|9639	603.8647	ARHGEF10|9639	710.08
ARHGEF11|9826	1197.4235	ARHGEF11|9826	1424.3517
ARHGEF12|23365	6561.6747	ARHGEF12|23365	5243.5818
ARHGEF15|22899	857.971	ARHGEF15|22899	497.6987
ARHGEF16|27237	177.4557	ARHGEF16|27237	274.9779
ARHGEF17|9828	1737.5201	ARHGEF17|9828	1558.2078
ARHGEF18|23370	830.9179	ARHGEF18|23370	848.1278
ARHGEF19|128272	344.9275	ARHGEF19|128272	439.2939
ARHGEF1|9138	1061.1916	ARHGEF1|9138	1059.6708
ARHGEF2|9181	2127.2142	ARHGEF2|9181	1752.1455
ARHGEF33|100271715	13.5266	ARHGEF33|100271715	13.4136
ARHGEF35|445328	423.5105	ARHGEF35|445328	652.5135
ARHGEF37|389337	2441.5459	ARHGEF37|389337	1738.4525
ARHGEF38|54848	35.7488	ARHGEF38|54848	50.8597
ARHGEF3|50650	2069.5652	ARHGEF3|50650	1120.5906
ARHGEF4|50649	80.8374	ARHGEF4|50649	166.8311
ARHGEF5|7984	327.8583	ARHGEF5|7984	545.4845
ARHGEF6|9459	2678.905	ARHGEF6|9459	1358.4018
ARHGEF7|8874	1648.3092	ARHGEF7|8874	1469.9019
ARHGEF9|23229	759.0982	ARHGEF9|23229	820.7418
ARID1A|8289	3912.0773	ARID1A|8289	3428.8397
ARID1B|57492	2483.0918	ARID1B|57492	2390.6865
ARID2|196528	1167.7939	ARID2|196528	1026.6958
ARID3A|1820	56.0386	ARID3A|1820	52.257
ARID3B|10620	159.0982	ARID3B|10620	147.8285
ARID4A|5926	819.0016	ARID4A|5926	591.5936
ARID4B|51742	1449.1465	ARID4B|51742	1202.9303
ARID5A|10865	511.4332	ARID5A|10865	889.4863
ARID5B|84159	3053.4622	ARID5B|84159	2155.6699
ARIH1|25820	2049.9195	ARIH1|25820	1973.7486
ARIH2|10425	1723.3494	ARIH2|10425	1518.4981
ARL10|285598	42.19	ARL10|285598	77.9663
ARL11|115761	83.7359	ARL11|115761	58.6843
ARL13B|200894	283.4138	ARL13B|200894	282.8024
ARL15|54622	657.6489999999999	ARL15|54622	425.6009
ARL16|339231	476.3285	ARL16|339231	429.7926
ARL17A|51326	127.3398	ARL17A|51326	129.2899
ARL17B|641522	9.1304	ARL17B|641522	8.2885
ARL1|400	2224.4767	ARL1|400	2264.655
ARL2BP|23568	1406.7633	ARL2BP|23568	1354.4895
ARL2|402	907.5684	ARL2|402	860.4236
ARL3|403	1068.9211	ARL3|403	647.2040000000001
ARL4A|10124	899.8389999999999	ARL4A|10124	1293.2901
ARL4C|10123	816.7472	ARL4C|10123	1175.0832
ARL4D|379	114.9758	ARL4D|379	141.1218
ARL5A|26225	893.0757	ARL5A|26225	931.4036
ARL5B|221079	298.2287	ARL5B|221079	267.4327
ARL6IP1|23204	5864.7343	ARL6IP1|23204	4498.0117
ARL6IP4|51329	1090.4992	ARL6IP4|51329	1312.0132
ARL6IP5|10550	5203.8647	ARL6IP5|10550	4749.7953
ARL6IP6|151188	267.9549	ARL6IP6|151188	289.5092
ARL6|84100	71.1755	ARL6|84100	62.876000000000005
ARL8A|127829	714.6538	ARL8A|127829	822.4185
ARL8B|55207	2457.3269	ARL8B|55207	1973.4691
ARL9|132946	7.0853	ARL9|132946	19.5614
ARMC10|83787	815.0145	ARMC10|83787	769.9631
ARMC1|55156	752.3349	ARMC1|55156	619.818
ARMC2|84071	60.5475	ARMC2|84071	40.2407
ARMC3|219681	11.2721	ARMC3|219681	9.2218
lowly_expressed	lowly_expressed	ARMC4|55130	7.8246
ARMC5|79798	192.2705	ARMC5|79798	250.1069
ARMC6|93436	511.4203	ARMC6|93436	616.4590000000001
ARMC7|79637	505.314	ARMC7|79637	348.1935
ARMC8|25852	803.5427	ARMC8|25852	731.0387
ARMC9|80210	342.351	ARMC9|80210	381.7274
ARMCX1|51309	828.3414	ARMCX1|51309	634.6288
ARMCX2|9823	1266.9887	ARMCX2|9823	972.4827
ARMCX3|51566	1522.3833	ARMCX3|51566	2003.0907
ARMCX5|64860	393.2367	ARMCX5|64860	376.1384
ARMCX6|54470	287.9227	ARMCX6|54470	295.0982
ARNT2|9915	736.5539	ARNT2|9915	1040.9477
ARNTL2|56938	46.6989	ARNTL2|56938	83.2758
ARNTL|406	301.7713	ARNTL|406	397.9354
ARNT|405	1949.4364	ARNT|405	1543.6765
ARPC1A|10552	2370.1771	ARPC1A|10552	2160.0768
ARPC1B|10095	1843.3494	ARPC1B|10095	2152.6602
ARPC2|10109	4177.1337	ARPC2|10109	4327.8273
ARPC3|10094	3343.6393	ARPC3|10094	3105.5172
ARPC4|10093	3206.9018	ARPC4|10093	3354.8081
ARPC5L|81873	733.0113	ARPC5L|81873	628.2014
ARPC5|10092	2964.8953	ARPC5|10092	3551.5178
ARPM1|84517	37.037	ARPM1|84517	32.4161
ARPP19|10776	4967.1498	ARPP19|10776	3834.5997
ARRB1|408	905.6361	ARRB1|408	1154.404
ARRB2|409	824.7987	ARRB2|409	910.445
ARRDC1|92714	742.9952	ARRDC1|92714	707.0061
ARRDC2|27106	497.2625	ARRDC2|27106	616.1851
ARRDC3|57561	3666.9887	ARRDC3|57561	3759.4279
ARRDC4|91947	1050.2415	ARRDC4|91947	860.703
ARSA|410	566.8277	ARSA|410	723.4936
ARSB|411	362.963	ARSB|411	379.4918
ARSD|414	2007.0853	ARSD|414	2630.4538
ARSE|415	101.1272	ARSE|415	46.9474
ARSG|22901	709.1787	ARSG|22901	324.7198
ARSH|347527	7.4074	ARSH|347527	9.2218
ARSI|340075	24.1546	ARSI|340075	153.697
ARSJ|79642	216.7472	ARSJ|79642	241.1645
ARSK|153642	214.4928	ARSK|153642	184.4364
ART4|420	24.4767	ART4|420	15.9286
ART5|116969	22.8663	ART5|116969	22.6354
ARTN|9048	12.8824	ARTN|9048	10.6191
ARV1|64801	327.2142	ARV1|64801	341.7662
ARVCF|421	224.1546	ARVCF|421	408.8339
lowly_expressed	lowly_expressed	ARX|170302	8.3835
AR|367	1349.7585	AR|367	668.4421
AS3MT|57412	175.5233	AS3MT|57412	241.1645
ASAH1|427	5992.9147	ASAH1|427	5255.8775
ASAH2B|653308	23.5105	ASAH2B|653308	15.9286
ASAH2|56624	10.9501	ASAH2|56624	12.5752
ASAM|79827	544.2834	ASAM|79827	656.9847
ASAP1|50807	1464.0902	ASAP1|50807	1270.0959
ASAP2|8853	845.4106	ASAP2|8853	760.6603
ASAP3|55616	547.504	ASAP3|55616	811.7995
ASB13|79754	2055.7166	ASB13|79754	983.1017
ASB14|142686	13.5298	ASB14|142686	15.0902
ASB16|92591	16.4251	ASB16|92591	15.3697
ASB1|51665	584.1192	ASB1|51665	756.2757
ASB2|51676	78.905	ASB2|51676	63.9938
ASB3|51130	293.0757	ASB3|51130	309.6295
ASB6|140459	695.2915	ASB6|140459	804.1845
ASB7|140460	548.4702	ASB7|140460	503.0083
ASB8|140461	941.0628	ASB8|140461	797.2681
ASB9|140462	41.5459	ASB9|140462	29.901
ASCC1|51008	677.9388	ASCC1|51008	514.1862
ASCC2|84164	954.5894	ASCC2|84164	1091.2485
ASCC3|10973	1540.4187	ASCC3|10973	1354.21
lowly_expressed	lowly_expressed	ASCL1|429	9.5013
ASCL2|430	16.7472	ASCL2|430	15.3697
ASF1A|25842	533.3333	ASF1A|25842	448.2363
ASF1B|55723	308.5346	ASF1B|55723	223.8387
ASGR1|432	10.306	ASGR1|432	24.0326
ASGR2|433	18.3575	ASGR2|433	8.6629
ASH1L|55870	3575.7746	ASH1L|55870	3000.0503
ASH2L|9070	1169.4042	ASH2L|9070	1074.2021
ASL|435	375.5233	ASL|435	421.1297
ASMTL|8623	481.4815	ASMTL|8623	668.6796
ASNA1|439	1288.8889	ASNA1|439	1218.1184
ASNSD1|54529	1034.4605	ASNSD1|54529	1012.4439
ASNS|440	460.2254	ASNS|440	487.918
ASPA|443	24.7987	ASPA|443	18.4436
ASPHD1|253982	18.3575	ASPHD1|253982	41.07899999999999
ASPHD2|57168	66.3446	ASPHD2|57168	90.262
ASPH|444	9189.4557	ASPH|444	5345.8433
ASPM|259266	313.0435	ASPM|259266	206.2334
ASPN|54829	4754.2673	ASPN|54829	344.0018
ASPRV1|151516	86.0966	ASPRV1|151516	72.4108
ASPSCR1|79058	197.4235	ASPSCR1|79058	239.2084
ASRGL1|80150	90.1771	ASRGL1|80150	192.2609
ASS1|445	1905.3139999999999	ASS1|445	1433.5736
ASTE1|28990	257.2528	ASTE1|28990	226.1777
ASTN1|460	84.05799999999999	ASTN1|460	324.7198
ASTN2|23245	465.0564	ASTN2|23245	873.5577
ASXL1|171023	2196.7794	ASXL1|171023	1863.3662
ASXL2|55252	970.6924	ASXL2|55252	902.6204
ASXL3|80816	18.3575	ASXL3|80816	20.1203
ATAD1|84896	1285.9903	ATAD1|84896	1192.1296
ATAD2B|54454	389.37199999999996	ATAD2B|54454	425.6009
ATAD2|29028	1506.2802	ATAD2|29028	717.6251
ATAD3A|55210	228.3414	ATAD3A|55210	365.2399
ATAD3B|83858	74.7182	ATAD3B|83858	160.4037
ATAD3C|219293	44.1224	ATAD3C|219293	216.57299999999998
ATAD5|79915	130.7568	ATAD5|79915	94.1743
ATE1|11101	341.7069	ATE1|11101	285.8764
ATF1|466	593.5588	ATF1|466	534.586
ATF2|1386	631.8841	ATF2|1386	609.7578
ATF3|467	281.8035	ATF3|467	300.1283
ATF4|468	3814.8148	ATF4|468	4851.2353
