gene_id	TCGA-BH-A0DZ-01A-11R-A00Z-07	gene_id	TCGA-BH-A0DZ-11A-22R-A089-07
LOC285830|285830	12.7119	LOC285830|285830	33.8209
LOC286002|286002	5.0847	LOC286002|286002	13.2979
LOC286367|286367	5.0847	LOC286367|286367	70.4787
LOC286467|286467	5.9322	LOC286467|286467	6.6489
LOC338651|338651	31.3559	LOC338651|338651	47.4291
LOC338758|338758	14.4068	LOC338758|338758	72.2518
LOC338799|338799	68.6441	LOC338799|338799	154.6986
LOC339047|339047	151.6949	LOC339047|339047	463.6525
LOC339290|339290	206.7797	LOC339290|339290	511.9681
LOC339524|339524	19.4915	LOC339524|339524	114.805
LOC341056|341056	18.6441	LOC341056|341056	10.6383
LOC344595|344595	104.2373	LOC344595|344595	206.11700000000002
LOC348926|348926	28.8136	LOC348926|348926	119.6809
LOC349114|349114	38.9831	LOC349114|349114	117.4645
lowly_expressed	lowly_expressed	LOC349196|349196	12.4113
LOC374443|374443	205.9322	LOC374443|374443	115.2482
LOC375190|375190	25.4237	LOC375190|375190	54.9645
LOC387646|387646	19.4915	LOC387646|387646	42.5532
LOC387647|387647	220.6525	LOC387647|387647	303.8076
LOC388152|388152	321.1864	LOC388152|388152	257.5355
LOC388242|388242	16.1017	LOC388242|388242	60.2837
LOC388588|388588	7.6271	LOC388588|388588	64.273
LOC388692|388692	375.4237	LOC388692|388692	239.3617
LOC388789|388789	688.9831	LOC388789|388789	794.7695
LOC388796|388796	465.2542	LOC388796|388796	814.273
LOC388955|388955	465.2542	LOC388955|388955	480.0532
LOC389033|389033	6.7797	LOC389033|389033	42.5532
LOC389333|389333	14.4068	LOC389333|389333	30.1418
LOC389493|389493	47.4576	LOC389493|389493	48.7589
lowly_expressed	lowly_expressed	LOC389705|389705	14.6277
lowly_expressed	lowly_expressed	LOC390595|390595	17.7305
LOC391322|391322	5.9322	LOC391322|391322	7.5355
LOC399744|399744	49.1525	LOC399744|399744	113.0319
LOC399815|399815	5.0847	LOC399815|399815	5.7624
LOC399959|399959	309.322	LOC399959|399959	444.1489
LOC400027|400027	184.7458	LOC400027|400027	285.461
LOC400043|400043	188.9831	LOC400043|400043	295.656
LOC400657|400657	102.5424	LOC400657|400657	193.7057
lowly_expressed	lowly_expressed	LOC400752|400752	49.6454
LOC400759|400759	40.678000000000004	LOC400759|400759	13.7411
LOC400927|400927	7.0593	LOC400927|400927	11.6489
LOC400931|400931	21.1864	LOC400931|400931	82.4468
lowly_expressed	lowly_expressed	LOC400940|400940	10.6383
LOC401010|401010	96.6102	LOC401010|401010	57.6241
LOC401052|401052	40.678000000000004	LOC401052|401052	93.9716
LOC401093|401093	47.7712	LOC401093|401093	86.2367
LOC401397|401397	317.7966	LOC401397|401397	453.4574
LOC401431|401431	13.5593	LOC401431|401431	55.9087
LOC401588|401588	19.4915	LOC401588|401588	57.6241
LOC402377|402377	24.5763	lowly_expressed	lowly_expressed
LOC407835|407835	69.4915	LOC407835|407835	78.4574
LOC440354|440354	36.4407	LOC440354|440354	64.7429
LOC440905|440905	129.661	LOC440905|440905	30.1418
LOC440925|440925	11.8644	LOC440925|440925	9.3085
LOC440944|440944	95.7627	LOC440944|440944	144.5035
LOC440957|440957	61.8644	LOC440957|440957	226.0638
LOC441046|441046	8.4746	LOC441046|441046	18.1738
LOC441089|441089	98.3051	LOC441089|441089	135.195
LOC441204|441204	30.5085	LOC441204|441204	28.3688
LOC441208|441208	35.5932	LOC441208|441208	37.234
LOC441294|441294	11.0169	LOC441294|441294	45.656000000000006
LOC441455|441455	7.6271	LOC441455|441455	9.7518
LOC441666|441666	29.660999999999998	LOC441666|441666	35.461
LOC441869|441869	87.2881	LOC441869|441869	423.3156
LOC442454|442454	127.9661	LOC442454|442454	115.2482
LOC493754|493754	400.8475	LOC493754|493754	416.2234
LOC541471|541471	761.0169	LOC541471|541471	130.7624
LOC550112|550112	378.8136	LOC550112|550112	294.7695
LOC550643|550643	229.66099999999997	LOC550643|550643	376.773
LOC554202|554202	47.4576	LOC554202|554202	61.1702
LOC595101|595101	31.3559	LOC595101|595101	53.6082
LOC606724|606724	38.1356	LOC606724|606724	32.8014
lowly_expressed	lowly_expressed	LOC613037|613037	70.4787
lowly_expressed	lowly_expressed	LOC619207|619207	12.8546
LOC641298|641298	15.2542	LOC641298|641298	34.8626
LOC641367|641367	11.0169	lowly_expressed	lowly_expressed
LOC642587|642587	76.2712	LOC642587|642587	959.6631
LOC642826|642826	25.0847	LOC642826|642826	66.1791
LOC642846|642846	26.2712	LOC642846|642846	122.7837
LOC642852|642852	92.3729	LOC642852|642852	226.9504
LOC643008|643008	8.4746	LOC643008|643008	15.9574
LOC643387|643387	34.7458	LOC643387|643387	39.0071
lowly_expressed	lowly_expressed	LOC643719|643719	33.2447
lowly_expressed	lowly_expressed	LOC643763|643763	20.8333
LOC643837|643837	128.8136	LOC643837|643837	141.4007
LOC644165|644165	5.0847	LOC644165|644165	8.422
LOC644172|644172	5.9322	LOC644172|644172	28.3688
LOC644538|644538	55.0847	LOC644538|644538	90.4255
LOC644936|644936	38.1356	LOC644936|644936	29.2553
LOC645166|645166	90.678	LOC645166|645166	100.1773
LOC645323|645323	11.8644	lowly_expressed	lowly_expressed
LOC645332|645332	33.0508	LOC645332|645332	137.4113
LOC645431|645431	25.8729	LOC645431|645431	48.2934
LOC645676|645676	15.2797	LOC645676|645676	35.1285
LOC646214|646214	128.8136	LOC646214|646214	56.7376
lowly_expressed	lowly_expressed	LOC646471|646471	40.4699
LOC646762|646762	45.7627	LOC646762|646762	97.0745
LOC646851|646851	20.339000000000002	LOC646851|646851	68.7057
LOC646999|646999	9.322000000000001	LOC646999|646999	5.3191
LOC647121|647121	75.4237	LOC647121|647121	30.5851
LOC647288|647288	5.9322	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC647946|647946	8.8652
LOC647979|647979	13918.6441	LOC647979|647979	7916.6667
lowly_expressed	lowly_expressed	LOC648740|648740	13.8963
LOC649330|649330	21.1864	LOC649330|649330	10.6383
LOC650368|650368	38.9831	LOC650368|650368	65.6028
LOC650623|650623	19.4915	LOC650623|650623	24.3794
LOC651250|651250	943.2203	LOC651250|651250	1284.1312
LOC652276|652276	35.5932	LOC652276|652276	18.617
LOC653113|653113	69.4915	LOC653113|653113	119.2376
LOC653501|653501	33.8983	LOC653501|653501	130.3191
LOC653566|653566	1473.7288	LOC653566|653566	1405.5851
LOC653653|653653	90.678	LOC653653|653653	48.7589
LOC654342|654342	239.8305	LOC654342|654342	394.0603
LOC654433|654433	84.7458	LOC654433|654433	165.3457
LOC678655|678655	202.8898	LOC678655|678655	344.2775
LOC723972|723972	16.9492	LOC723972|723972	12.4113
lowly_expressed	lowly_expressed	LOC727896|727896	13.7411
LOC728024|728024	13.5593	LOC728024|728024	24.8227
LOC728190|728190	124.5763	LOC728190|728190	157.3582
LOC728264|728264	92.3729	LOC728264|728264	1460.5496
LOC728323|728323	7.6271	LOC728323|728323	13.7411
LOC728392|728392	78.8136	LOC728392|728392	258.422
LOC728554|728554	202.5424	LOC728554|728554	114.805
lowly_expressed	lowly_expressed	LOC728606|728606	47.4291
LOC728613|728613	103.3898	LOC728613|728613	164.8936
LOC728640|728640	13.5593	LOC728640|728640	23.9362
LOC728643|728643	73.7288	LOC728643|728643	100.1773
LOC728723|728723	8.4746	LOC728723|728723	11.9681
LOC728743|728743	70.339	LOC728743|728743	173.7589
LOC728758|728758	63.5593	LOC728758|728758	42.1099
lowly_expressed	lowly_expressed	LOC728819|728819	21.2766
LOC728855|728855	738.0763	LOC728855|728855	327.203
LOC728875|728875	183.9576	LOC728875|728875	63.3112
LOC729020|729020	25.4237	LOC729020|729020	22.1631
LOC729082|729082	696.9068	LOC729082|729082	254.078
LOC729176|729176	63.5593	LOC729176|729176	29.6986
LOC729234|729234	6.7797	LOC729234|729234	163.5638
LOC729375|729375	7.6271	LOC729375|729375	50.9752
LOC729603|729603	22.0339	LOC729603|729603	17.7305
LOC729678|729678	408.2119	LOC729678|729678	370.4743
LOC729799|729799	8.4746	LOC729799|729799	9.7518
LOC729991-MEF2B|4207	38.7881	LOC729991-MEF2B|4207	46.9592
LOC729991|729991	154.1949	LOC729991|729991	311.5337
LOC730101|730101	67.7966	LOC730101|730101	156.9149
LOC80054|80054	14.4068	LOC80054|80054	72.2518
LOC80154|80154	419.4915	LOC80154|80154	605.0532
LOC81691|81691	43.2203	LOC81691|81691	93.9716
LOC84856|84856	12.7119	LOC84856|84856	67.8191
LOC84989|84989	6.1864	LOC84989|84989	14.5523
LOC90110|90110	77.9661	LOC90110|90110	266.844
LOC90246|90246	61.0169	LOC90246|90246	17.7305
LOC90784|90784	213.5593	LOC90784|90784	396.7199
LOC90834|90834	11.8644	LOC90834|90834	19.5035
LOC91316|91316	46.6102	LOC91316|91316	202.2518
LOC91450|91450	5.0847	lowly_expressed	lowly_expressed
LOC92249|92249	326.2712	LOC92249|92249	526.1525
LOC92659|92659	60.1695	LOC92659|92659	137.8546
LOC92973|92973	23.7288	LOC92973|92973	72.695
LOC93622|93622	494.0678	LOC93622|93622	473.8475
LOC96610|96610	12721.2966	LOC96610|96610	6814.0204
LOH12CR1|118426	63.5593	LOH12CR1|118426	141.4007
LOH12CR2|503693	20.339000000000002	LOH12CR2|503693	42.1099
LOH3CR2A|29931	27.1186	LOH3CR2A|29931	21.7199
LONP1|9361	1675.4237	LONP1|9361	2201.2411
LONP2|83752	957.6271	LONP2|83752	1472.5177
LONRF1|91694	443.2203	LONRF1|91694	376.773
LONRF2|164832	90.678	LONRF2|164832	621.0106
lowly_expressed	lowly_expressed	LONRF3|79836	10.6383
LOXL1|4016	1327.9661	LOXL1|4016	497.7837
LOXL2|4017	6621.1864	LOXL2|4017	844.3839
LOXL3|84695	215.9068	LOXL3|84695	83.5417
LOXL4|84171	109.322	LOXL4|84171	753.1028
LOX|4015	3465.2542	LOX|4015	242.4645
lowly_expressed	lowly_expressed	LPAL2|80350	5.3191
LPAR1|1902	528.8136	LPAR1|1902	400.7092
LPAR2|9170	434.7458	LPAR2|9170	832.4468
LPAR3|23566	26.2712	LPAR3|23566	21.2766
LPAR5|57121	92.3729	LPAR5|57121	71.8085
LPAR6|10161	927.1186	LPAR6|10161	1013.7411
LPCAT1|79888	1665.2542	LPCAT1|79888	1461.8794
LPCAT2|54947	411.8644	LPCAT2|54947	679.9645
LPCAT3|10162	2110.1695	LPCAT3|10162	1841.3121
LPCAT4|254531	194.0678	LPCAT4|254531	669.3262
LPGAT1|9926	1061.0169	LPGAT1|9926	1359.0426
LPHN1|22859	511.8644	LPHN1|22859	1578.4264
LPHN2|23266	505.9322	LPHN2|23266	1000.4433
LPHN3|23284	14.4068	LPHN3|23284	261.9681
LPIN1|23175	373.7288	LPIN1|23175	663.5638
LPIN2|9663	679.6610000000001	LPIN2|9663	746.8972
LPIN3|64900	88.3729	LPIN3|64900	394.8537
LPL|4023	200.8475	LPL|4023	2404.6986
LPO|4025	5.9322	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LPPR1|54886	62.9433
LPPR2|64748	445.7627	LPPR2|64748	926.4184
LPPR3|79948	86.4407	LPPR3|79948	146.2766
LPPR4|9890	61.0169	LPPR4|9890	33.6879
LPPR5|163404	7.6271	lowly_expressed	lowly_expressed
LPP|4026	455.9322	LPP|4026	176.8617
LPXN|9404	307.6271	LPXN|9404	249.5567
LQK1|642946	8.4746	LQK1|642946	24.8227
LRAT|9227	24.5763	LRAT|9227	51.4184
LRBA|987	3170.3390000000004	LRBA|987	2168.883
LRCH1|23143	538.9831	LRCH1|23143	605.0532
LRCH2|57631	68.6441	LRCH2|57631	20.3901
LRCH3|84859	239.8305	LRCH3|84859	268.617
LRCH4|4034	533.0508	LRCH4|4034	946.8085
LRDD|55367	32.2034	LRDD|55367	289.8936
LRFN1|57622	135.5932	LRFN1|57622	113.0319
LRFN2|57497	36.4407	lowly_expressed	lowly_expressed
LRFN3|79414	144.0678	LRFN3|79414	307.1809
LRFN4|78999	142.3729	LRFN4|78999	299.2021
LRFN5|145581	25.4237	LRFN5|145581	78.0142
LRG1|116844	578.8136	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LRGUK|136332	11.5248
LRIG1|26018	1682.2542	LRIG1|26018	4981.7465
LRIG2|9860	163.5593	LRIG2|9860	175.5319
LRIG3|121227	311.8644	LRIG3|121227	867.0213
LRIT3|345193	8.4746	LRIT3|345193	7.9787
LRMP|4033	28.8136	LRMP|4033	77.1277
LRP10|26020	4041.5254	LRP10|26020	6337.766
LRP11|84918	1401.6949	LRP11|84918	875.0
LRP12|29967	503.3898	LRP12|29967	242.0213
LRP1B|53353	11.8644	LRP1B|53353	18.1738
LRP1|4035	10912.7119	LRP1|4035	7962.766
LRP2BP|55805	50.0	LRP2BP|55805	42.9965
LRP2|4036	24.5763	LRP2|4036	2600.1773
LRP3|4037	624.5763	LRP3|4037	1572.0612
LRP4|4038	144.9153	LRP4|4038	283.1383
LRP5L|91355	22.8814	LRP5L|91355	81.117
LRP5|4041	853.3898	LRP5|4041	3247.7837
LRP6|4040	402.5424	LRP6|4040	740.6915
LRP8|7804	39.8305	LRP8|7804	73.5816
LRPAP1|4043	2172.0339	LRPAP1|4043	2796.0993
LRPPRC|10128	3025.4237	LRPPRC|10128	3263.2979
lowly_expressed	lowly_expressed	LRRC10B|390205	52.7482
LRRC14|9684	222.6271	LRRC14|9684	734.7828
LRRC15|131578	8088.1356	LRRC15|131578	50.9752
LRRC16A|55604	362.7119	LRRC16A|55604	639.6277
lowly_expressed	lowly_expressed	LRRC16B|90668	19.5035
LRRC17|10234	642.3729	LRRC17|10234	117.9078
LRRC1|55227	1775.4237	LRRC1|55227	637.8546
LRRC20|55222	266.1017	LRRC20|55222	237.5887
LRRC23|10233	244.9153	LRRC23|10233	183.5106
lowly_expressed	lowly_expressed	LRRC24|441381	17.8768
LRRC25|126364	151.6949	LRRC25|126364	106.8262
LRRC26|389816	22.8814	LRRC26|389816	145.8333
LRRC27|80313	172.8814	LRRC27|80313	301.8617
LRRC28|123355	183.0508	LRRC28|123355	239.805
lowly_expressed	lowly_expressed	LRRC29|26231	79.7872
lowly_expressed	lowly_expressed	LRRC2|79442	23.9362
LRRC31|79782	9.322000000000001	LRRC31|79782	18.1738
LRRC32|2615	1850.0	LRRC32|2615	454.7872
LRRC33|375387	69.4915	LRRC33|375387	132.0922
LRRC34|151827	9.322000000000001	LRRC34|151827	38.1206
LRRC37A2|474170	41.5254	LRRC37A2|474170	163.0541
LRRC37A3|374819	69.4915	LRRC37A3|374819	211.4362
LRRC37A4|55073	34.6525	LRRC37A4|55073	113.9184
LRRC37A|9884	121.1864	LRRC37A|9884	314.7163
LRRC37B2|147172	279.661	LRRC37B2|147172	344.8582
LRRC37B|114659	16.9492	LRRC37B|114659	82.0035
lowly_expressed	lowly_expressed	LRRC3B|116135	53.6348
LRRC3|81543	50.8475	LRRC3|81543	23.0496
LRRC40|55631	431.3559	LRRC40|55631	216.7553
LRRC41|10489	1025.4237	lowly_expressed	lowly_expressed
LRRC42|115353	456.7797	LRRC42|115353	705.6738
LRRC45|201255	214.4068	LRRC45|201255	490.6915
LRRC46|90506	150.0	LRRC46|90506	110.3723
LRRC47|57470	625.4237	LRRC47|57470	1672.4291
LRRC48|83450	31.3559	LRRC48|83450	142.2872
LRRC49|54839	118.6441	LRRC49|54839	94.4149
LRRC4B|94030	5.0847	LRRC4B|94030	50.5319
LRRC4C|57689	82.2034	LRRC4C|57689	189.7163
LRRC4|64101	38.1356	LRRC4|64101	46.5426
lowly_expressed	lowly_expressed	LRRC50|123872	19.5035
LRRC55|219527	9.322000000000001	LRRC55|219527	10.6383
lowly_expressed	lowly_expressed	LRRC56|115399	112.1454
LRRC57|255252	206.7797	LRRC57|255252	282.3582
LRRC58|116064	1074.5763	LRRC58|116064	682.1809
LRRC59|55379	9659.5254	LRRC59|55379	8201.9415
LRRC61|65999	162.7119	LRRC61|65999	401.1525
lowly_expressed	lowly_expressed	LRRC66|339977	7.5355
LRRC6|23639	15.2542	LRRC6|23639	69.1489
LRRC70|100130733	23.7288	LRRC70|100130733	44.477
LRRC7|57554	5.9322	lowly_expressed	lowly_expressed
LRRC8A|56262	1394.0678	LRRC8A|56262	2206.5603
LRRC8B|23507	407.6271	LRRC8B|23507	585.1064
LRRC8C|84230	325.4237	LRRC8C|84230	457.4468
LRRC8D|55144	496.6102	LRRC8D|55144	1031.9149
LRRC8E|80131	506.7797	LRRC8E|80131	638.2979
LRRCC1|85444	888.9831	LRRCC1|85444	326.2411
LRRFIP1|9208	4949.1525	LRRFIP1|9208	2425.9752
LRRFIP2|9209	1143.2203	LRRFIP2|9209	859.0426
lowly_expressed	lowly_expressed	LRRIQ1|84125	13.7411
lowly_expressed	lowly_expressed	LRRIQ3|127255	5.7624
LRRK1|79705	293.2203	LRRK1|79705	367.4645
LRRK2|120892	166.9492	LRRK2|120892	83.3333
LRRN1|57633	416.9492	LRRN1|57633	698.1383
LRRN2|10446	88.1356	LRRN2|10446	437.9433
LRRN3|54674	22.8814	LRRN3|54674	48.3156
LRRN4CL|221091	17.7966	LRRN4CL|221091	120.5674
LRRTM1|347730	12.7119	lowly_expressed	lowly_expressed
LRRTM2|26045	19.4915	LRRTM2|26045	61.6135
LRSAM1|90678	284.7458	LRSAM1|90678	780.5851
LRTOMT|220074	143.0	LRTOMT|220074	299.7562
LRWD1|222229	178.8136	LRWD1|222229	385.195
LSAMP|4045	16.9492	LSAMP|4045	8.422
LSG1|55341	896.6102	LSG1|55341	954.7872
LSM10|84967	348.3051	LSM10|84967	518.1738
LSM11|134353	223.7288	LSM11|134353	155.1418
LSM12|124801	647.4576	LSM12|124801	867.4645
LSM14A|26065	3500.8475	LSM14A|26065	2616.1348
LSM14B|149986	1234.7458	LSM14B|149986	1207.8901
LSM1|27257	823.7288	LSM1|27257	511.5248
LSM2|57819	883.0508	LSM2|57819	860.3723
LSM3|27258	1802.5424	LSM3|27258	905.5851
LSM4|25804	1642.3729	LSM4|25804	1899.3794
LSM5|23658	944.0678	LSM5|23658	622.3404
LSM6|11157	399.1525	LSM6|11157	201.2411
LSM7|51690	998.3051	LSM7|51690	694.1489
LSMD1|84316	604.2373	LSMD1|84316	806.7376
LSP1|4046	1603.3898	LSP1|4046	1402.039
LSR|51599	4659.322	LSR|51599	3563.8298
LSS|4047	783.0508	LSS|4047	1586.4362
lowly_expressed	lowly_expressed	LST-3TM12|338821	102.8369
LST1|7940	94.0678	LST1|7940	146.7199
LTA4H|4048	1665.2542	LTA4H|4048	2425.9752
LTA|4049	19.4915	lowly_expressed	lowly_expressed
LTB4R2|56413	10.1695	LTB4R2|56413	43.3511
LTB4R|1241	63.5593	LTB4R|1241	181.6046
LTBP1|4052	2394.9153	LTBP1|4052	765.0709
LTBP2|4053	5203.3898	LTBP2|4053	8138.7411
LTBP3|4054	1584.2712	LTBP3|4054	3895.2083
LTBP4|8425	671.1864	LTBP4|8425	2400.266
LTBR|4055	1983.0508	LTBR|4055	2986.2589
LTB|4050	70.339	LTB|4050	72.2518
LTC4S|4056	10.1017	LTC4S|4056	59.2376
LTF|4057	902.5424	LTF|4057	63832.0035
LTK|4058	7.6271	LTK|4058	9.3085
LTV1|84946	465.2542	LTV1|84946	615.6915
LUC7L2|51631	1972.3475	LUC7L2|51631	2065.1596
LUC7L3|51747	2367.7966	LUC7L3|51747	1811.1702
LUC7L|55692	1257.6271	LUC7L|55692	714.0957
LUM|4060	26523.7288	LUM|4060	4018.1738
LUZP1|7798	806.7797	LUZP1|7798	995.1241
LUZP2|338645	5.0847	LUZP2|338645	248.6702
LUZP6|767558	4351.6949	LUZP6|767558	2839.539
LXN|56925	417.7966	LXN|56925	560.727
lowly_expressed	lowly_expressed	LY6D|8581	441.0461
LY6E|4061	5440.678000000001	LY6E|4061	13124.5567
LY6G5B|58496	9.322000000000001	LY6G5B|58496	29.1135
LY6G5C|80741	11.0169	LY6G5C|80741	41.2234
LY6G6C|80740	7.6271	LY6G6C|80740	10.195
LY6K|54742	16.1017	LY6K|54742	181.7376
LY75|4065	141.5254	LY75|4065	812.9433
LY86|9450	194.0678	LY86|9450	114.805
LY96|23643	239.8305	LY96|23643	72.2518
LY9|4063	11.8644	LY9|4063	31.9149
LYAR|55646	225.4237	LYAR|55646	288.5638
lowly_expressed	lowly_expressed	LYG1|129530	5.3191
LYL1|4066	24.5763	LYL1|4066	70.0355
LYNX1|66004	13.5593	LYNX1|66004	553.1915
LYN|4067	616.1017	LYN|4067	831.5603
LYPD1|116372	164.7966	LYPD1|116372	62.9122
LYPD3|27076	2555.0847	LYPD3|27076	1898.0496
LYPD5|284348	50.0	LYPD5|284348	77.5709
LYPD6B|130576	291.5254	LYPD6B|130576	242.4645
LYPD6|130574	168.6441	LYPD6|130574	431.7376
LYPLA1|10434	5592.3729	LYPLA1|10434	938.8298
LYPLA2P1|653639	79.661	LYPLA2P1|653639	102.8369
LYPLA2|11313	1322.0339	LYPLA2|11313	1977.8369
LYPLAL1|127018	415.2542	LYPLAL1|127018	352.3936
LYRM1|57149	466.9492	LYRM1|57149	499.5567
LYRM2|57226	731.4492	LYRM2|57226	925.6605
LYRM4|57128	342.3729	LYRM4|57128	512.8546
LYRM5|144363	238.1356	LYRM5|144363	270.3901
LYRM7|90624	189.8305	LYRM7|90624	197.695
LYSMD1|388695	116.9492	LYSMD1|388695	167.9965
LYSMD2|256586	155.9322	LYSMD2|256586	182.1809
LYSMD3|116068	844.9153	LYSMD3|116068	318.2624
LYSMD4|145748	114.2881	LYSMD4|145748	313.0142
LYST|1130	324.5763	LYST|1130	313.8298
LYVE1|10894	68.6441	LYVE1|10894	90.8688
LYZ|4069	3216.1017	LYZ|4069	578.0142
LZIC|84328	247.4576	LZIC|84328	242.9078
LZTFL1|54585	372.0339	LZTFL1|54585	615.6915
LZTR1|8216	426.2712	LZTR1|8216	1090.4255
LZTS1|11178	326.2712	LZTS1|11178	1276.5957
LZTS2|84445	1250.0	LZTS2|84445	2402.0389999999998
M6PR|4074	3267.5424	M6PR|4074	2617.0168
MAB21L1|4081	16.9492	MAB21L1|4081	163.1206
MACC1|346389	495.7627	MACC1|346389	525.266
MACF1|23499	4201.6949	MACF1|23499	4377.6596
MACROD1|28992	233.0508	MACROD1|28992	456.11699999999996
MACROD2|140733	26.2712	MACROD2|140733	107.7128
MAD1L1|8379	409.32199999999995	MAD1L1|8379	713.2092
MAD2L1BP|9587	541.5254	MAD2L1BP|9587	500.8865
MAD2L1|4085	1216.1017	MAD2L1|4085	183.0674
MAD2L2|10459	955.9322	MAD2L2|10459	640.9574
MADD|8567	961.0169	MADD|8567	1344.4149
MAEA|10296	1233.8983	MAEA|10296	1704.7872
MAF1|84232	2037.2881	MAF1|84232	2595.3014
MAFA|389692	5.0847	lowly_expressed	lowly_expressed
MAFB|9935	1788.1356	MAFB|9935	859.9291
MAFF|23764	675.4237	MAFF|23764	1134.3085
MAFG|4097	224.5763	MAFG|4097	646.2766
MAFK|7975	294.0932	MAFK|7975	865.7846
MAF|4094	1002.5424	MAF|4094	913.5638
lowly_expressed	lowly_expressed	MAGEB4|4115	8.422
MAGED1|9500	6631.3559	MAGED1|9500	7231.383000000001
MAGED2|10916	20902.5424	MAGED2|10916	13728.2801
MAGED4B|81557	283.5763	MAGED4B|81557	628.9805
MAGED4|728239	109.6441	MAGED4|728239	169.3351
MAGEE1|57692	165.2542	MAGEE1|57692	181.7376
MAGEF1|64110	1040.678	MAGEF1|64110	1322.695
MAGEH1|28986	642.3729	MAGEH1|28986	575.3546
MAGEL2|54551	23.7288	MAGEL2|54551	33.6879
MAGI1|9223	133.0508	MAGI1|9223	657.8014
MAGI2|9863	62.7119	MAGI2|9863	177.305
MAGI3|260425	1955.9322	MAGI3|260425	531.0284
MAGIX|79917	15.2542	MAGIX|79917	79.344
MAGOHB|55110	233.8983	MAGOHB|55110	205.6738
MAGOH|4116	514.4068	MAGOH|4116	536.3475
MAGT1|84061	2632.2034	MAGT1|84061	1686.6135
lowly_expressed	lowly_expressed	MAG|4099	14.1844
MAK16|84549	223.9661	MAK16|84549	405.6959
MAK|4117	17.7966	MAK|4117	23.4929
MAL2|114569	6542.3729	MAL2|114569	3077.1277
MALAT1|378938	2638.0678	MALAT1|378938	1295.4167
MALL|7851	205.0847	MALL|7851	1187.0567
MALT1|10892	260.1695	MALT1|10892	339.9823
lowly_expressed	lowly_expressed	MAL|4118	9.3085
MAMDC2|256691	172.8814	MAMDC2|256691	749.9291
lowly_expressed	lowly_expressed	MAMDC4|158056	35.461
MAML1|9794	1128.0339	MAML1|9794	1165.0532
MAML2|84441	224.5763	MAML2|84441	562.5
MAML3|55534	316.9492	MAML3|55534	527.9255
MAMLD1|10046	43.2203	MAMLD1|10046	171.5426
lowly_expressed	lowly_expressed	MAMSTR|284358	23.9362
MAN1A1|4121	3988.1356	MAN1A1|4121	582.8901
MAN1A2|10905	536.4407	MAN1A2|10905	323.5816
MAN1B1|11253	1633.0508	MAN1B1|11253	3046.0993
MAN1C1|57134	1038.1356	MAN1C1|57134	450.7979
MAN2A1|4124	539.8305	MAN2A1|4124	268.617
MAN2A2|4122	431.3559	MAN2A2|4122	1101.5071
MAN2B1|4125	1810.1695	MAN2B1|4125	2863.0319
MAN2B2|23324	2014.4068	MAN2B2|23324	2110.8156
MAN2C1|4123	286.4407	MAN2C1|4123	1220.3014
MANBAL|63905	942.3729	MANBAL|63905	1470.7447
MANBA|4126	1137.2881	MANBA|4126	1062.9433
MANEAL|149175	203.3898	MANEAL|149175	482.2695
MANEA|79694	323.7288	MANEA|79694	213.2092
MANF|7873	1071.1864	MANF|7873	1167.9965
MANSC1|54682	72.0339	MANSC1|54682	1050.0887
MAOA|4128	27.9661	MAOA|4128	531.4716
MAOB|4129	59.321999999999996	MAOB|4129	3524.8227
MAP1A|4130	683.0508	MAP1A|4130	329.344
MAP1B|4131	877.1186	MAP1B|4131	1597.0745
MAP1D|254042	33.0508	MAP1D|254042	60.2837
MAP1LC3A|84557	160.1695	MAP1LC3A|84557	385.6383
MAP1LC3B2|643246	217.7966	MAP1LC3B2|643246	188.3865
MAP1LC3B|81631	1408.4746	MAP1LC3B|81631	1565.1596
lowly_expressed	lowly_expressed	MAP1LC3C|440738	15.0709
MAP1S|55201	792.3729	MAP1S|55201	1221.6312
MAP2K1|5604	1093.1525	MAP2K1|5604	756.1702
MAP2K2|5605	1707.6271	MAP2K2|5605	2890.5142
MAP2K3|5606	643.2203	MAP2K3|5606	1643.6170000000002
MAP2K4|6416	636.4407	MAP2K4|6416	777.4823
MAP2K5|5607	305.0847	MAP2K5|5607	464.0957
