gene_id	TCGA-BH-A0DT-01A-21R-A12D-07	gene_id	TCGA-BH-A0DT-11A-12R-A12D-07
lowly_expressed	lowly_expressed	ALOX12P2|245	36.1446
ALOX15B|247	95.9672	ALOX15B|247	10018.2548
lowly_expressed	lowly_expressed	ALOX15|246	252.2819
ALOX5AP|241	385.4165	ALOX5AP|241	130.7046
ALOX5|240	988.6939	ALOX5|240	737.4954
ALOXE3|59344	10.448	ALOXE3|59344	13.5086
ALPK1|80216	680.6703	ALPK1|80216	865.2793
ALPK2|115701	27.8614	ALPK2|115701	32.1285
ALPK3|57538	172.5861	ALPK3|57538	274.1877
ALPL|249	306.8627	ALPL|249	760.8616
ALS2CL|259173	147.8204	ALS2CL|259173	257.0281
lowly_expressed	lowly_expressed	ALS2CR11|151254	9.4925
ALS2CR4|65062	531.689	ALS2CR4|65062	1768.8938
ALS2CR8|79800	222.5045	ALS2CR8|79800	301.5699
ALS2|57679	609.0819	ALS2|57679	787.8788
ALX3|257	19.7352	ALX3|257	27.0172
ALX4|60529	9.2871	ALX4|60529	41.9861
AMACR|23600	309.9584	AMACR|23600	251.1866
AMBP|259	10.448	AMBP|259	104.0526
AMBRA1|55626	1028.5512	AMBRA1|55626	1102.5922
AMD1|262	1116.6591	AMD1|262	2266.8857
AMDHD1|144193	10.835	AMDHD1|144193	21.1756
AMDHD2|51005	238.9234	AMDHD2|51005	170.9967
AMFR|267	5754.5466	AMFR|267	4220.8835
AMICA1|120425	206.639	AMICA1|120425	89.0836
AMIGO1|57463	116.0893	AMIGO1|57463	183.2786
AMIGO2|347902	2603.496	AMIGO2|347902	2534.5016
AMIGO3|386724	80.1016	AMIGO3|386724	58.7806
AMMECR1L|83607	813.0121	AMMECR1L|83607	953.9978
AMMECR1|9949	643.9086	AMMECR1|9949	307.0464
AMN1|196394	277.0665	AMN1|196394	247.1705
AMOTL1|154810	1172.115	AMOTL1|154810	2745.1625
AMOTL2|51421	1562.9489	AMOTL2|51421	2499.8175
AMOT|154796	1014.2335	AMOT|154796	1198.6126
lowly_expressed	lowly_expressed	AMPD1|270	27.7474
AMPD2|271	608.6949	AMPD2|271	674.6988
AMPD3|272	287.9015	AMPD3|272	207.375
AMPH|273	119.9589	AMPH|273	52.5739
AMT|275	44.5976	AMT|275	193.5597
AMY1A|276	6.5784	AMY1A|276	10.5878
AMY2A|279	12.7698	lowly_expressed	lowly_expressed
AMY2B|280	109.8437	AMY2B|280	394.5601
AMZ1|155185	25.9266	AMZ1|155185	18.2548
AMZ2P1|201283	225.6002	AMZ2P1|201283	174.8813
AMZ2|51321	1401.1978	AMZ2|51321	1045.272
ANAPC10|10393	105.6413	ANAPC10|10393	136.1811
ANAPC11|51529	619.9169	ANAPC11|51529	493.9759
ANAPC13|25847	1445.8381	ANAPC13|25847	1209.6495
ANAPC16|119504	2701.3979999999997	ANAPC16|119504	2437.751
ANAPC1|64682	783.6028	ANAPC1|64682	1016.4294
ANAPC2|29882	520.854	ANAPC2|29882	594.0124
ANAPC4|29945	510.7929	ANAPC4|29945	620.2994
ANAPC5|51433	2078.3854	ANAPC5|51433	2367.6524
ANAPC7|51434	983.2764	ANAPC7|51434	905.805
ANGEL1|23357	610.6297	ANGEL1|23357	668.4922
ANGEL2|90806	1148.1232	ANGEL2|90806	781.307
ANGPT1|284	54.9489	ANGPT1|284	277.1084
ANGPT2|285	466.292	ANGPT2|285	292.4425
lowly_expressed	lowly_expressed	ANGPT4|51378	9.1274
ANGPTL1|9068	84.3582	ANGPTL1|9068	341.7306
ANGPTL2|23452	2121.3385	ANGPTL2|23452	3045.6371
ANGPTL4|51129	189.6125	ANGPTL4|51129	240.5988
ANGPTL7|10218	10.835	ANGPTL7|10218	615.9182
ANG|283	341.5115	ANG|283	313.1143
ANK1|286	16.6395	ANK1|286	10.5878
ANK2|287	321.1804	ANK2|287	514.0562
ANK3|288	2055.5545	ANK3|288	1558.598
ANKAR|150709	36.3746	ANKAR|150709	43.0814
ANKDD1A|348094	39.8573	ANKDD1A|348094	90.544
ANKFY1|51479	1991.7054	ANKFY1|51479	2229.2808
ANKHD1-EIF4EBP3|404734	1990.2775	ANKHD1-EIF4EBP3|404734	1148.6893
ANKHD1|54882	1853.7178	ANKHD1|54882	2852.8916
ANKH|56172	2332.621	ANKH|56172	2698.4301
ANKIB1|54467	1857.4288	ANKIB1|54467	1514.0562
ANKK1|255239	8.5132	ANKK1|255239	54.7645
ANKLE1|126549	5.0305	ANKLE1|126549	5.1114
ANKLE2|23141	1353.2143	ANKLE2|23141	1536.3271
ANKMY1|51281	421.4042	ANKMY1|51281	273.0924
ANKMY2|57037	489.1229	ANKMY2|57037	681.2705
ANKRA2|57763	416.3736	ANKRA2|57763	352.6835
ANKRD10|55608	1661.4314	ANKRD10|55608	1615.8927
ANKRD11|29123	1473.4170000000001	ANKRD11|29123	2559.0398
ANKRD12|23253	2164.6785	ANKRD12|23253	1870.0256
ANKRD13A|88455	1230.5466	ANKRD13A|88455	1342.8258
ANKRD13B|124930	193.0952	ANKRD13B|124930	112.8149
ANKRD13C|81573	569.9985	ANKRD13C|81573	650.9675
ANKRD13D|338692	482.9315	ANKRD13D|338692	410.0037
ANKRD16|54522	236.8028	ANKRD16|54522	190.5805
ANKRD17|26057	2887.1409	ANKRD17|26057	3695.1442
ANKRD19|138649	37.1486	ANKRD19|138649	21.5407
ANKRD20A3|441425	5.0305	ANKRD20A3|441425	14.969000000000001
lowly_expressed	lowly_expressed	ANKRD20B|729171	6.2066
ANKRD22|118932	104.4804	ANKRD22|118932	69.0033
ANKRD23|200539	35.2138	ANKRD23|200539	33.954
ANKRD24|170961	17.4134	ANKRD24|170961	27.0172
ANKRD26|22852	375.3554	ANKRD26|22852	370.5732
ANKRD27|84079	775.4765	ANKRD27|84079	821.8328
ANKRD28|23243	2185.9615	ANKRD28|23243	1579.0434
ANKRD29|147463	44.5009	ANKRD29|147463	263.965
ANKRD30A|91074	979.7937	ANKRD30A|91074	714.8594
ANKRD30B|374860	529.3672	ANKRD30B|374860	50.7484
lowly_expressed	lowly_expressed	ANKRD31|256006	5.4765
ANKRD32|84250	140.4681	ANKRD32|84250	169.4049
ANKRD34A|284615	28.2484	ANKRD34A|284615	20.4454
ANKRD35|148741	29.7963	ANKRD35|148741	166.11900000000003
ANKRD36BP1|84832	142.0159	ANKRD36BP1|84832	174.8813
ANKRD36B|57730	19.3482	ANKRD36B|57730	28.4775
ANKRD36|375248	149.7552	ANKRD36|375248	343.556
ANKRD37|353322	43.4406	ANKRD37|353322	166.3892
ANKRD39|51239	123.0547	ANKRD39|51239	89.4487
ANKRD40|91369	1167.4714	ANKRD40|91369	1644.3958
ANKRD42|338699	336.659	ANKRD42|338699	308.8719
ANKRD43|134548	5.4175	ANKRD43|134548	110.2592
ANKRD44|91526	136.5984	ANKRD44|91526	82.87700000000001
lowly_expressed	lowly_expressed	ANKRD45|339416	18.2548
ANKRD46|157567	543.8629	ANKRD46|157567	573.18
ANKRD49|54851	289.8363	ANKRD49|54851	314.7134
ANKRD50|57182	1846.2068	ANKRD50|57182	1380.7959
ANKRD52|283373	1341.6053	ANKRD52|283373	1563.7094
ANKRD53|79998	8.5132	ANKRD53|79998	33.2238
ANKRD54|129138	366.0683	ANKRD54|129138	359.6203
ANKRD55|79722	9.6741	lowly_expressed	lowly_expressed
ANKRD56|345079	99.8368	ANKRD56|345079	119.7517
ANKRD57|65124	628.817	ANKRD57|65124	933.5524
ANKRD5|63926	371.8727	ANKRD5|63926	231.8364
ANKRD6|22881	238.7918	ANKRD6|22881	291.7452
ANKRD9|122416	35.6007	ANKRD9|122416	44.5418
ANKS1A|23294	1006.1073	ANKS1A|23294	1427.8934
ANKS1B|56899	117.2502	ANKS1B|56899	135.4509
ANKS3|124401	292.545	ANKS3|124401	200.07299999999998
ANKS6|203286	135.4375	ANKS6|203286	169.0398
ANKZF1|55139	599.0208	ANKZF1|55139	619.2041
ANLN|54443	327.3718	ANLN|54443	85.0675
ANO10|55129	876.8612	ANO10|55129	924.0599
ANO1|55107	2321.786	ANO1|55107	7388.4629
ANO2|57101	41.4052	ANO2|57101	44.1767
lowly_expressed	lowly_expressed	ANO3|63982	21.9058
lowly_expressed	lowly_expressed	ANO4|121601	11.6831
ANO5|203859	10.835	ANO5|203859	72.6543
ANO6|196527	2917.7111	ANO6|196527	3511.5005
ANO7|50636	10.448	ANO7|50636	8.0321
ANO8|57719	331.6284	ANO8|57719	266.8857
ANO9|338440	390.834	ANO9|338440	151.8802
ANP32A|8125	2754.4121	ANP32A|8125	2431.9095
ANP32B|10541	2120.1776	ANP32B|10541	2236.9478
ANP32E|81611	1197.6546	ANP32E|81611	1003.2859
ANPEP|290	898.5312	ANPEP|290	7124.1329
ANTXR1|84168	6649.2081	ANTXR1|84168	4976.9989
ANTXR2|118429	748.3889999999999	ANTXR2|118429	862.7236
ANUBL1|93550	354.0724	ANUBL1|93550	260.6791
ANXA11|311	4197.4021	ANXA11|311	3162.8332
ANXA13|312	6.5784	lowly_expressed	lowly_expressed
ANXA1|301	2356.9997	ANXA1|301	12427.5283
ANXA2P1|303	50.6923	ANXA2P1|303	54.3994
ANXA2P2|304	4660.2115	ANXA2P2|304	4043.0814
ANXA2|302	14673.6875	ANXA2|302	12251.1866
ANXA3|306	782.8288	ANXA3|306	1235.1223
ANXA4|307	1759.5268	ANXA4|307	1665.9365
ANXA5|308	6321.8363	ANXA5|308	7063.8919
ANXA6|309	5627.6223	ANXA6|309	4399.7809
ANXA7|310	3895.9569	ANXA7|310	3097.4808
ANXA8L2|244	133.5027	ANXA8L2|244	77.4005
ANXA8|653145	318.4716	ANXA8|653145	233.6619
ANXA9|8416	718.5928	ANXA9|8416	207.375
AOAH|313	133.1157	AOAH|313	56.9551
AOC2|314	10.0611	AOC2|314	23.7313
AOC3|8639	897.7573	AOC3|8639	3223.0741
AOX1|316	219.4088	AOX1|316	476.8164
AP1AR|55435	926.0056	AP1AR|55435	709.383
AP1B1|162	2237.8147	AP1B1|162	2382.6214
AP1G1|164	1770.7488	AP1G1|164	3225.2647
AP1G2|8906	1582.7035	AP1G2|8906	1323.9503
AP1M1|8907	847.4519	AP1M1|8907	702.8112
AP1M2|10053	1743.6613	AP1M2|10053	1238.4082
AP1S1|1174	961.9933	AP1S1|1174	443.9576
AP1S2|8905	361.4247	AP1S2|8905	344.2862
AP1S3|130340	203.5432	AP1S3|130340	162.4681
AP2A1|160	2174.786	AP2A1|160	1273.6875
AP2A2|161	1875.2292	AP2A2|161	1516.6119
AP2B1|163	11757.1373	AP2B1|163	8510.0402
AP2M1|1173	5213.5705	AP2M1|1173	4465.8635
AP2S1|1175	937.2276	AP2S1|1175	698.065
AP3B1|8546	1480.1386	AP3B1|8546	1363.2713
AP3B2|8120	57.2707	AP3B2|8120	170.8653
AP3D1|8943	2649.1578	AP3D1|8943	2599.4889
AP3M1|26985	2138.3649	AP3M1|26985	1632.7127
AP3M2|10947	686.8617	AP3M2|10947	584.5199
AP3S1|1176	884.2135	AP3S1|1176	789.7043
AP3S2|10239	1434.7012	AP3S2|10239	1361.9058
AP4B1|10717	267.7793	AP4B1|10717	324.2059
AP4E1|23431	343.6243	AP4E1|23431	372.7638
AP4M1|9179	521.5428	AP4M1|9179	320.0548
AP4S1|11154	67.3318	AP4S1|11154	100.4016
APAF1|317	437.6567	APAF1|317	561.5188
APBA1|320	127.6982	APBA1|320	391.0186
APBA2|321	58.8186	APBA2|321	38.3352
APBA3|9546	190.3865	APBA3|9546	126.3235
APBB1IP|54518	244.9484	APBB1IP|54518	280.7594
APBB1|322	558.7765	APBB1|322	707.9226
APBB2|323	1662.0118	APBB2|323	2238.4082
APBB3|10307	228.6959	APBB3|10307	296.0935
lowly_expressed	lowly_expressed	APC2|10297	6.6192
APCDD1L|164284	48.7575	APCDD1L|164284	429.7189
APCDD1|147495	604.8253	APCDD1|147495	1525.0091
APC|324	877.6351	APC|324	1369.8429999999998
APEH|327	2188.2833	APEH|327	1694.0489
APEX1|328	2657.671	APEX1|328	2597.2983
APEX2|27301	522.4018	APEX2|27301	580.5038
APH1A|51107	7881.6895	APH1A|51107	3973.3479
APH1B|83464	703.8881	APH1B|83464	798.1015
API5|8539	2712.62	API5|8539	2935.0128
APIP|51074	402.4739	APIP|51074	359.0581
APITD1|378708	293.6131	APITD1|378708	151.0734
APLF|200558	136.9854	APLF|200558	108.0686
APLNR|187	1069.5694	APLNR|187	805.0383
APLN|8862	63.0752	APLN|8862	301.5699
APLP1|333	18.5743	APLP1|333	58.7806
APLP2|334	10723.9425	APLP2|334	20387.7327
APOA1BP|128240	2410.4008	APOA1BP|128240	962.7601
APOB48R|55911	151.3031	APOB48R|55911	79.5911
APOBEC3B|9582	80.1016	APOBEC3B|9582	68.2731
APOBEC3C|27350	162.525	APOBEC3C|27350	426.7981
APOBEC3D|140564	72.7493	APOBEC3D|140564	70.4637
APOBEC3F|200316	173.747	APOBEC3F|200316	273.4575
APOBEC3G|60489	282.48400000000004	APOBEC3G|60489	314.7134
APOBEC3H|164668	5.4175	lowly_expressed	lowly_expressed
APOB|338	5.0305	APOB|338	58.7806
APOC1|341	444.2351	APOC1|341	132.5301
APOC2|344	56.8838	lowly_expressed	lowly_expressed
APOD|347	6995.1542	APOD|347	54571.0113
APOE|348	1247.573	APOE|348	1232.9317
lowly_expressed	lowly_expressed	APOF|319	8.0321
APOL1|8542	1930.5651	APOL1|8542	841.1829
APOL2|23780	1032.4208	APOL2|23780	523.9138
APOL3|80833	912.4619	APOL3|80833	799.5619
APOL4|80832	155.1727	APOL4|80832	213.9467
APOL6|80830	2255.2281	APOL6|80830	1853.5962
APOLD1|81575	1334.64	APOLD1|81575	4012.7784
APOM|55937	64.623	APOM|55937	52.5739
APOOL|139322	195.804	APOOL|139322	298.284
APOO|79135	218.6348	APOO|79135	179.6276
APPBP2|10513	1128.775	APPBP2|10513	1493.9759
APPL1|26060	2164.6785	APPL1|26060	2127.4188
APPL2|55198	1498.7129	APPL2|55198	1681.6356
APP|351	20999.7804	APP|351	37983.2055
APRT|353	938.3885	APRT|353	1048.923
APTX|54840	613.7254	APTX|54840	544.7244
AQP11|282679	19.3482	AQP11|282679	27.7474
AQP1|358	5340.4831	AQP1|358	11000.9967
AQP3|360	782.0549	AQP3|360	1000.7302
AQP4|361	6.9654	AQP4|361	32.4936
AQP5|362	13.1568	AQP5|362	139.8321
lowly_expressed	lowly_expressed	AQP7P1|375719	35.0493
AQP7|364	50.6923	AQP7|364	250.0913
lowly_expressed	lowly_expressed	AQPEP|206338	31.0223
AQR|9716	1432.5420000000001	AQR|9716	1576.4878
ARAF|369	1152.7667	ARAF|369	1102.5922
ARAP1|116985	1979.7095	ARAP1|116985	1811.2377
ARAP2|116984	404.7647	ARAP2|116984	415.8452
ARAP3|64411	325.824	ARAP3|64411	556.0424
ARCN1|372	4292.2084	ARCN1|372	4587.8058
ARC|23237	44.5009	ARC|23237	284.4104
AREG|374	2798.1391	AREG|374	3155.1661
ARF1|375	12316.3008	ARF1|375	7177.0719
ARF3|377	5403.183000000001	ARF3|377	5095.6553
ARF4|378	4837.4411	ARF4|378	4255.2026
ARF5|381	3133.5907	ARF5|381	2108.755
ARF6|382	3340.6631	ARF6|382	3503.1033
ARFGAP1|55738	1008.816	ARFGAP1|55738	906.9003
ARFGAP2|84364	1809.4452	ARFGAP2|84364	1886.0898
ARFGAP3|26286	1202.2982	ARFGAP3|26286	1170.5002
ARFGEF1|10565	2536.6402	ARFGEF1|10565	2123.1179
ARFGEF2|10564	2549.708	ARFGEF2|10564	3212.8514
ARFIP1|27236	1346.6359	ARFIP1|27236	1357.0646
ARFIP2|23647	1552.5009	ARFIP2|23647	1642.5703
ARFRP1|10139	472.4835	ARFRP1|10139	391.7488
ARG2|384	148.9929	ARG2|384	256.8054
ARGLU1|55082	1227.0639	ARGLU1|55082	2672.1431
ARHGAP10|79658	410.9561	ARHGAP10|79658	417.6707
ARHGAP11A|9824	189.2256	ARHGAP11A|9824	77.0354
ARHGAP11B|89839	11.9959	ARHGAP11B|89839	6.2066
ARHGAP12|94134	1599.7106	ARHGAP12|94134	1339.54
ARHGAP15|55843	66.1709	ARHGAP15|55843	64.6221
ARHGAP17|55114	1378.7539	ARHGAP17|55114	1165.3888
ARHGAP18|93663	621.8517	ARHGAP18|93663	548.7404
ARHGAP19|84986	765.4154	ARHGAP19|84986	1649.5071
ARHGAP1|392	4866.0765	ARHGAP1|392	3548.7404
ARHGAP20|57569	75.458	ARHGAP20|57569	486.3089
ARHGAP21|57584	1940.2392	ARHGAP21|57584	2457.4662
ARHGAP22|58504	36.7616	ARHGAP22|58504	25.9219
ARHGAP23|57636	516.9843	ARHGAP23|57636	699.1603
ARHGAP24|83478	179.5515	ARHGAP24|83478	383.7167
ARHGAP25|9938	251.5268	ARHGAP25|9938	285.1406
ARHGAP26|23092	593.2163	ARHGAP26|23092	876.9624
ARHGAP27|201176	472.8704	ARHGAP27|201176	520.628
ARHGAP28|79822	160.9772	ARHGAP28|79822	207.375
ARHGAP29|9411	2831.805	ARHGAP29|9411	4043.4465
ARHGAP30|257106	499.57099999999997	ARHGAP30|257106	234.3921
ARHGAP31|57514	859.0608	ARHGAP31|57514	1319.8248
ARHGAP32|9743	3064.3705	ARHGAP32|9743	1892.2965
ARHGAP33|115703	181.8732	ARHGAP33|115703	190.9456
ARHGAP36|158763	46.8227	ARHGAP36|158763	214.6769
ARHGAP39|80728	445.009	ARHGAP39|80728	243.1544
ARHGAP42|143872	123.0276	ARHGAP42|143872	214.3118
ARHGAP4|393	296.4147	ARHGAP4|393	210.6608
ARHGAP5|394	1941.0131	ARHGAP5|394	3338.4447
ARHGAP6|395	72.3623	ARHGAP6|395	116.4659
ARHGAP8|23779	471.1329	ARHGAP8|23779	404.0635
ARHGAP9|64333	113.7675	ARHGAP9|64333	41.9861
ARHGDIA|396	4874.2027	ARHGDIA|396	3252.647
ARHGDIB|397	6665.0737	ARHGDIB|397	3652.4279
ARHGEF10L|55160	708.1447	ARHGEF10L|55160	917.8532
ARHGEF10|9639	1001.8507	ARHGEF10|9639	1086.1628
ARHGEF11|9826	2080.3203	ARHGEF11|9826	1347.5721
ARHGEF12|23365	7395.6623	ARHGEF12|23365	6843.7386
ARHGEF15|22899	363.3595	ARHGEF15|22899	492.5155
ARHGEF16|27237	422.5651	ARHGEF16|27237	320.5549
ARHGEF17|9828	1360.9536	ARHGEF17|9828	1887.9153
ARHGEF18|23370	1028.5512	ARHGEF18|23370	801.0223
ARHGEF19|128272	602.8904	ARHGEF19|128272	428.6236
ARHGEF1|9138	1298.6523	ARHGEF1|9138	1008.0321
ARHGEF2|9181	2704.8807	ARHGEF2|9181	1405.2574
ARHGEF33|100271715	10.448	ARHGEF33|100271715	17.5246
ARHGEF35|445328	775.4765	ARHGEF35|445328	1178.1672
ARHGEF37|389337	449.6526	ARHGEF37|389337	1619.9343
ARHGEF38|54848	86.68	ARHGEF38|54848	73.7495
ARHGEF3|50650	895.4355	ARHGEF3|50650	1160.6426
ARHGEF4|50649	37.1486	ARHGEF4|50649	139.1019
ARHGEF5|7984	947.2887	ARHGEF5|7984	1267.981
ARHGEF6|9459	1556.3705	ARHGEF6|9459	2017.5246
ARHGEF7|8874	1299.8132	ARHGEF7|8874	1439.5765
ARHGEF9|23229	496.0883	ARHGEF9|23229	819.6422
ARID1A|8289	3871.9651	ARID1A|8289	3220.8835
ARID1B|57492	2220.7883	ARID1B|57492	2594.7426
ARID2|196528	1208.4896	ARID2|196528	1198.2475
ARID3A|1820	66.1709	ARID3A|1820	32.8587
ARID3B|10620	141.24200000000002	ARID3B|10620	102.9573
ARID4A|5926	653.9697	ARID4A|5926	871.8510000000001
ARID4B|51742	1941.0131	ARID4B|51742	1650.9748
ARID5A|10865	1164.7626	ARID5A|10865	2229.2808
ARID5B|84159	2661.1537	ARID5B|84159	5786.0533
ARIH1|25820	1967.3267	ARIH1|25820	2121.9423
ARIH2|10425	1185.2718	ARIH2|10425	1606.4257
ARL10|285598	20.1221	ARL10|285598	61.3363
ARL11|115761	195.804	ARL11|115761	37.605
ARL13B|200894	208.9607	ARL13B|200894	357.7948
ARL15|54622	412.8909	ARL15|54622	639.6495
ARL16|339231	296.0277	ARL16|339231	292.8076
ARL17A|51326	63.3112	ARL17A|51326	98.5579
lowly_expressed	lowly_expressed	ARL17B|641522	7.9263
ARL1|400	2573.3128	ARL1|400	2390.6535
ARL2BP|23568	1148.8971	ARL2BP|23568	1366.9222
ARL2|402	797.1465	ARL2|402	788.6089999999999
ARL3|403	890.018	ARL3|403	591.4567
ARL4A|10124	471.3226	ARL4A|10124	1075.9401
ARL4C|10123	847.0649	ARL4C|10123	1913.8372
ARL4D|379	121.8938	ARL4D|379	139.8321
ARL5A|26225	884.9874	ARL5A|26225	902.1541
ARL5B|221079	229.8568	ARL5B|221079	327.8569
ARL6IP1|23204	7276.4773	ARL6IP1|23204	4136.5462
ARL6IP4|51329	1136.1273	ARL6IP4|51329	1064.6221
ARL6IP5|10550	5543.651	ARL6IP5|10550	4115.0055
ARL6IP6|151188	321.5674	ARL6IP6|151188	316.904
ARL6|84100	69.6536	ARL6|84100	83.9723
ARL8A|127829	1761.0747	ARL8A|127829	932.4571
ARL8B|55207	2753.2512	ARL8B|55207	2368.3826
lowly_expressed	lowly_expressed	ARL9|132946	5.1114
ARMC10|83787	1233.7932	ARMC10|83787	726.2468
ARMC1|55156	868.7349	ARMC1|55156	768.5287
ARMC2|84071	55.7229	ARMC2|84071	63.1617
ARMC3|219681	61.9143	ARMC3|219681	8.0321
ARMC4|55130	9.6741	ARMC4|55130	5.1114
ARMC5|79798	292.545	ARMC5|79798	265.4253
ARMC6|93436	504.2145	ARMC6|93436	457.8313
ARMC7|79637	402.0559	ARMC7|79637	220.1533
ARMC8|25852	618.756	ARMC8|25852	757.5758
ARMC9|80210	450.4265	ARMC9|80210	253.012
ARMCX1|51309	1035.1296	ARMCX1|51309	946.3308
ARMCX2|9823	1562.175	ARMCX2|9823	958.3789999999999
ARMCX3|51566	2000.2186	ARMCX3|51566	1982.8405
ARMCX5|64860	340.5286	ARMCX5|64860	504.5637
ARMCX6|54470	279.3882	ARMCX6|54470	236.2176
ARNT2|9915	642.7478	ARNT2|9915	787.5137
ARNTL2|56938	181.4863	ARNTL2|56938	37.9701
ARNTL|406	142.4029	ARNTL|406	289.1566
ARNT|405	2327.9774	ARNT|405	1766.3381
ARPC1A|10552	2925.2182	ARPC1A|10552	1898.9303
ARPC1B|10095	2837.4547	ARPC1B|10095	944.0781
ARPC2|10109	3733.8188	ARPC2|10109	2951.8072
ARPC3|10094	3550.7847	ARPC3|10094	2323.4757
ARPC4|10093	2971.116	ARPC4|10093	2443.7678
ARPC5L|81873	605.2122	ARPC5L|81873	534.8667
ARPC5|10092	3691.2528	ARPC5|10092	2418.0358
ARPM1|84517	30.9571	ARPM1|84517	37.605
ARPP19|10776	4440.0288	ARPP19|10776	4249.7262
ARRB1|408	479.0618	ARRB1|408	1508.5798
ARRB2|409	548.7154	ARRB2|409	395.0347
ARRDC1|92714	920.2012	ARRDC1|92714	637.4589
ARRDC2|27106	702.7272	ARRDC2|27106	932.092
ARRDC3|57561	2734.6769	ARRDC3|57561	6020.4454
ARRDC4|91947	574.2551	ARRDC4|91947	1040.5257
ARSA|410	1010.3639	ARSA|410	660.46
ARSB|411	367.6161	ARSB|411	186.9295
ARSD|414	5011.962	ARSD|414	4373.8591
ARSE|415	58.4316	ARSE|415	21.5407
ARSG|22901	685.3138	ARSG|22901	457.1011
ARSH|347527	13.1568	ARSH|347527	5.1114
ARSI|340075	105.6413	ARSI|340075	26.287
ARSJ|79642	144.3377	ARSJ|79642	192.0409
ARSK|153642	126.1504	ARSK|153642	162.4681
ART4|420	5.4175	ART4|420	8.7623
ART5|116969	8.1263	ART5|116969	19.3501
ARTN|9048	98.6759	ARTN|9048	7.667000000000001
ARV1|64801	736.3931	ARV1|64801	397.9555
ARVCF|421	482.9315	ARVCF|421	449.7992
lowly_expressed	lowly_expressed	ARX|170302	12.7784
AR|367	793.6638	AR|367	880.2483
AS3MT|57412	494.5404	AS3MT|57412	227.4553
ASAH1|427	5591.6346	ASAH1|427	4460.7521
ASAH2B|653308	18.5743	ASAH2B|653308	12.7784
ASAH2|56624	5.8045	ASAH2|56624	11.6831
ASAM|79827	238.37	ASAM|79827	759.4012
ASAP1|50807	1182.563	ASAP1|50807	944.1402
ASAP2|8853	717.8188	ASAP2|8853	898.8682
ASAP3|55616	1017.3292	ASAP3|55616	960.5696
ASB13|79754	1146.9623	ASB13|79754	771.0843
ASB14|142686	19.7352	ASB14|142686	14.969000000000001
ASB16|92591	25.47	ASB16|92591	10.6426
ASB1|51665	349.1502	ASB1|51665	776.5169999999999
ASB2|51676	26.3136	ASB2|51676	18.6199
ASB3|51130	296.0277	ASB3|51130	343.9211
ASB6|140459	689.466	ASB6|140459	721.4202
ASB7|140460	471.3226	ASB7|140460	493.9759
ASB8|140461	891.5658	ASB8|140461	809.7846
ASB9|140462	29.7963	ASB9|140462	30.303
ASCC1|51008	681.0572	ASCC1|51008	370.5732
ASCC2|84164	1021.1989	ASCC2|84164	989.0471
ASCC3|10973	1476.6559	ASCC3|10973	1250.0913
ASCL2|430	107.5761	ASCL2|430	35.0493
ASF1A|25842	427.9826	ASF1A|25842	554.582
ASF1B|55723	248.0441	ASF1B|55723	79.5911
ASGR1|432	5.0305	lowly_expressed	lowly_expressed
ASGR2|433	5.4175	lowly_expressed	lowly_expressed
ASH1L|55870	3921.0322	ASH1L|55870	3740.9858
ASH2L|9070	1431.3811	ASH2L|9070	1157.7218
ASL|435	501.5058	ASL|435	486.3089
ASMTL|8623	606.7601	ASMTL|8623	656.444
ASNA1|439	1239.0598	ASNA1|439	941.5845
ASNSD1|54529	937.6146	ASNSD1|54529	1261.7744
ASNS|440	383.8686	ASNS|440	448.7039
ASPA|443	9.6741	ASPA|443	36.8748
ASPHD1|253982	39.0834	ASPHD1|253982	41.9861
ASPHD2|57168	70.0405	ASPHD2|57168	48.1928
ASPH|444	6906.2956	ASPH|444	8204.3227
ASPM|259266	328.1458	ASPM|259266	59.5108
ASPN|54829	2129.0778	ASPN|54829	189.4852
ASPRV1|151516	68.1754	ASPRV1|151516	103.1252
ASPSCR1|79058	407.8604	ASPSCR1|79058	245.345
ASRGL1|80150	33.2789	ASRGL1|80150	180.7229
ASS1|445	2449.4842	ASS1|445	1610.8069
ASTE1|28990	242.1855	ASTE1|28990	312.0884
ASTL|431705	7.3523	lowly_expressed	lowly_expressed
ASTN1|460	33.2789	ASTN1|460	99.3063
ASTN2|23245	155.5597	ASTN2|23245	423.5122
ASXL1|171023	1562.175	ASXL1|171023	1859.4378
ASXL2|55252	719.3667	ASXL2|55252	976.2687
ASXL3|80816	5.4175	ASXL3|80816	20.0803
ATAD1|84896	1291.3	ATAD1|84896	1193.1362
ATAD2B|54454	430.6913	ATAD2B|54454	485.2136
ATAD2|29028	846.678	ATAD2|29028	586.7105
ATAD3A|55210	359.8768	ATAD3A|55210	345.3815
ATAD3B|83858	147.4334	ATAD3B|83858	177.437
ATAD3C|219293	73.1363	ATAD3C|219293	190.2154
ATAD5|79915	86.68	ATAD5|79915	100.4016
ATE1|11101	349.8158	ATE1|11101	350.1278
ATF1|466	509.2451	ATF1|466	571.0113
ATF2|1386	563.0331	ATF2|1386	649.5071
ATF3|467	1457.6946	ATF3|467	4162.103
ATF4|468	3833.2687	ATF4|468	5368.7477
ATF5|22809	895.8224	ATF5|22809	536.3271
ATF6B|1388	2865.4709	ATF6B|1388	2316.1044
ATF6|22926	2375.574	ATF6|22926	1941.2194
ATF7IP2|80063	195.417	ATF7IP2|80063	83.9723
