gene_id	TCGA-BH-A18Q-01A-12R-A12D-07	gene_id	TCGA-BH-A18Q-11A-34R-A12D-07
LRP2BP|55805	28.3808	LRP2BP|55805	92.3657
LRP2|4036	694.2709	LRP2|4036	2706.8803
LRP3|4037	681.7664	LRP3|4037	697.6249
LRP4|4038	155.4464	LRP4|4038	570.1697
LRP5L|91355	118.1828	LRP5L|91355	106.1891
LRP5|4041	3090.5433	LRP5|4041	2429.4691
LRP6|4040	3860.6375	LRP6|4040	2503.6129
LRP8|7804	221.1162	LRP8|7804	48.6962
LRPAP1|4043	1269.5118	LRPAP1|4043	1320.4524
LRPPRC|10128	3345.9706	LRPPRC|10128	4135.4068
LRRC10B|390205	8.8955	LRRC10B|390205	31.1027
LRRC14B|389257	388.8595	lowly_expressed	lowly_expressed
LRRC14|9684	851.9877	LRRC14|9684	602.1803
LRRC15|131578	252.4621	LRRC15|131578	388.9413
LRRC16A|55604	2319.6018	LRRC16A|55604	741.1247
LRRC16B|90668	99.5446	LRRC16B|90668	14.7659
LRRC17|10234	64.3863	LRRC17|10234	437.0091
LRRC1|55227	1197.5008	LRRC1|55227	683.6318
LRRC20|55222	241.4487	LRRC20|55222	138.8627
LRRC23|10233	179.6039	LRRC23|10233	180.333
LRRC24|441381	13.4152	LRRC24|441381	12.6484
LRRC25|126364	102.0862	LRRC25|126364	65.3472
LRRC26|389816	6.7775	LRRC26|389816	22.9343
LRRC27|80313	129.1962	LRRC27|80313	238.7685
LRRC28|123355	298.6339	LRRC28|123355	240.6535
LRRC29|26231	49.5605	LRRC29|26231	64.0905
LRRC2|79442	16.9438	LRRC2|79442	72.2589
lowly_expressed	lowly_expressed	LRRC31|79782	19.1643
LRRC32|2615	392.6718	LRRC32|2615	1033.9303
LRRC33|375387	130.0434	LRRC33|375387	160.8545
LRRC34|151827	47.019	LRRC34|151827	101.7908
lowly_expressed	lowly_expressed	LRRC36|55282	6.2834
LRRC37A2|474170	163.4735	LRRC37A2|474170	396.5253
LRRC37A3|374819	154.6119	LRRC37A3|374819	131.951
LRRC37A4|55073	748.4909	LRRC37A4|55073	466.1263
LRRC37A|9884	381.2348	LRRC37A|9884	639.6481
LRRC37B2|147172	413.4279	LRRC37B2|147172	612.3154
LRRC37B|114659	274.9126	LRRC37B|114659	242.8527
LRRC39|127495	7.3536	LRRC39|127495	8.9947
lowly_expressed	lowly_expressed	LRRC3B|116135	53.0946
LRRC3|81543	16.5202	LRRC3|81543	71.3164
LRRC40|55631	301.5991	LRRC40|55631	376.3745
LRRC41|10489	2271.3121	LRRC41|10489	1779.4533
LRRC42|115353	700.6248	LRRC42|115353	517.7505
lowly_expressed	lowly_expressed	LRRC43|254050	10.6817
LRRC45|201255	531.6107	LRRC45|201255	133.836
LRRC46|90506	20.7561	LRRC46|90506	21.0493
LRRC47|57470	823.0435	LRRC47|57470	1101.1624
LRRC48|83450	20.3325	LRRC48|83450	168.6302
LRRC49|54839	63.9627	LRRC49|54839	220.2325
LRRC4B|94030	5.5067	LRRC4B|94030	23.2485
LRRC4C|57689	31.7696	LRRC4C|57689	154.8853
LRRC4|64101	21.6033	LRRC4|64101	38.6428
LRRC50|123872	8.8955	LRRC50|123872	25.1335
lowly_expressed	lowly_expressed	LRRC55|219527	12.2526
LRRC56|115399	102.0862	LRRC56|115399	64.4046
LRRC57|255252	349.4652	LRRC57|255252	414.0748
LRRC58|116064	2315.3659	LRRC58|116064	1728.558
LRRC59|55379	3507.0761	LRRC59|55379	1477.3673
LRRC61|65999	64.8099	LRRC61|65999	175.9347
LRRC66|339977	6.3539	LRRC66|339977	11.3101
LRRC6|23639	27.11	LRRC6|23639	63.7763
LRRC70|100130733	44.4562	LRRC70|100130733	219.1989
LRRC8A|56262	1278.8309	LRRC8A|56262	1555.4508
LRRC8B|23507	1693.9532	LRRC8B|23507	572.1018
LRRC8C|84230	2069.6812	LRRC8C|84230	691.1719
LRRC8D|55144	1543.1537	LRRC8D|55144	882.815
LRRC8E|80131	407.9212	LRRC8E|80131	270.1854
LRRCC1|85444	836.1749	LRRCC1|85444	577.4427
LRRFIP1|9208	1727.8407	LRRFIP1|9208	3092.6799
LRRFIP2|9209	1695.224	LRRFIP2|9209	1017.5935
LRRIQ1|84125	35.1583	LRRIQ1|84125	42.727
LRRIQ3|127255	5.0831	LRRIQ3|127255	16.0226
LRRK1|79705	418.9347	LRRK1|79705	541.6274
LRRK2|120892	142.7512	LRRK2|120892	590.6378
LRRN1|57633	458.3289	LRRN1|57633	894.7534
LRRN2|10446	500.2647	LRRN2|10446	279.6104
LRRN3|54674	28.3808	LRRN3|54674	148.9161
LRRN4CL|221091	36.0055	LRRN4CL|221091	355.9535
LRRN4|164312	10.5899	LRRN4|164312	5.9692
LRRTM2|26045	11.0134	LRRTM2|26045	37.3861
LRSAM1|90678	322.3552	LRSAM1|90678	475.0236
LRTOMT|220074	249.2005	LRTOMT|220074	271.5269
LRWD1|222229	156.3063	LRWD1|222229	171.8505
LSAMP|4045	13.9786	LSAMP|4045	82.9406
LSG1|55341	1198.7716	LSG1|55341	929.6261
LSM10|84967	227.8937	LSM10|84967	233.1134
LSM11|134353	158.4242	LSM11|134353	292.8055
LSM12|124801	707.4023	LSM12|124801	662.2683
LSM14A|26065	5550.3548	LSM14A|26065	3481.3069
LSM14B|149986	1353.3835	LSM14B|149986	866.7923
LSM1|27257	441.3852	LSM1|27257	329.2491
LSM2|57819	891.2422	LSM2|57819	467.4835
LSM3|27258	770.5178	LSM3|27258	513.038
LSM4|25804	1821.8786	LSM4|25804	564.2476
LSM5|23658	448.5863	LSM5|23658	524.3481
LSM6|11157	200.7836	LSM6|11157	196.984
LSM7|51690	579.0533	LSM7|51690	213.9491
LSMD1|84316	181.7219	LSMD1|84316	196.6698
LSP1|4046	768.3999	LSP1|4046	728.558
LSR|51599	5530.0222	LSR|51599	1026.3902
LSS|4047	1111.5112	LSS|4047	1543.5124
lowly_expressed	lowly_expressed	LST-3TM12|338821	27.0185
LST1|7940	93.6143	LST1|7940	62.5196
LTA4H|4048	1283.4904	LTA4H|4048	2057.1788
LTA|4049	21.1797	LTA|4049	8.7967
LTB4R2|56413	67.8556	LTB4R2|56413	69.202
LTB4R|1241	198.8817	LTB4R|1241	206.9243
LTBP1|4052	1121.2538	LTBP1|4052	1512.4097
LTBP2|4053	2665.6783	LTBP2|4053	7268.3003
LTBP3|4054	3027.9869	LTBP3|4054	3718.9852
LTBP4|8425	696.8125	LTBP4|8425	2956.3305
LTBR|4055	1685.9049	LTBR|4055	1128.8093
LTB|4050	82.6009	LTB|4050	49.9529
LTC4S|4056	8.7769	LTC4S|4056	24.6623
LTF|4057	18494.1226	LTF|4057	21231.5426
LTK|4058	16.0966	LTK|4058	12.2526
LTV1|84946	698.5068	LTV1|84946	590.9519
LUC7L2|51631	1329.6622	LUC7L2|51631	2701.53
LUC7L3|51747	4196.1241	LUC7L3|51747	3415.3314
LUC7L|55692	817.9604	LUC7L|55692	742.3814
LUM|4060	3969.0776	LUM|4060	10113.7292
LUZP1|7798	1139.892	LUZP1|7798	1803.9585
LUZP2|338645	6.3539	LUZP2|338645	128.8093
LUZP6|767558	3396.8019	LUZP6|767558	3553.5658
LXN|56925	514.2434	LXN|56925	339.6167
LY6D|8581	8.4719	LY6D|8581	38.3286
LY6E|4061	6199.3011	LY6E|4061	2875.2749
LY6G5B|58496	76.5138	LY6G5B|58496	94.3073
LY6G5C|80741	13.555	LY6G5C|80741	30.4744
LY6G6C|80740	6.7775	LY6G6C|80740	38.3286
LY6K|54742	134.2794	LY6K|54742	52.1521
LY75|4065	1873.735	LY75|4065	2229.4376
LY86|9450	80.4829	LY86|9450	61.263000000000005
LY96|23643	74.12899999999999	LY96|23643	84.5115
LY9|4063	28.3808	LY9|4063	78.5423
LYAR|55646	210.9499	LYAR|55646	244.4235
LYG1|129530	11.8606	LYG1|129530	15.0801
LYL1|4066	41.0886	LYL1|4066	54.6654
LYNX1|66004	320.6608	LYNX1|66004	635.5639
LYN|4067	1500.7942	LYN|4067	559.535
LYPD1|116372	13.8346	LYPD1|116372	9.7267
LYPD3|27076	155.0355	LYPD3|27076	865.8498
LYPD5|284348	2832.1508	LYPD5|284348	87.9673
LYPD6B|130576	36.8527	LYPD6B|130576	508.0113
LYPD6|130574	187.2286	LYPD6|130574	704.0528
LYPLA1|10434	1211.4794	LYPLA1|10434	1027.961
LYPLA2P1|653639	59.3032	LYPLA2P1|653639	37.0719
LYPLA2|11313	1037.8058	LYPLA2|11313	614.5146
LYPLAL1|127018	454.9402	LYPLAL1|127018	336.7892
LYRM1|57149	532.4579	LYRM1|57149	617.3421
LYRM2|57226	1442.3298	LYRM2|57226	1133.2988
LYRM4|57128	244.4139	LYRM4|57128	315.4257
LYRM5|144363	389.7067	LYRM5|144363	415.6456
LYRM7|90624	407.4976	LYRM7|90624	666.6667
LYSMD1|388695	281.6901	LYSMD1|388695	198.5548
LYSMD2|256586	232.9768	LYSMD2|256586	155.8278
LYSMD3|116068	570.1578	LYSMD3|116068	825.0079
LYSMD4|145748	242.1942	LYSMD4|145748	367.7631
LYST|1130	798.4751	LYST|1130	1756.519
LYVE1|10894	266.0172	LYVE1|10894	1907.3201
LYZ|4069	3853.4364	LYZ|4069	523.7198
LZIC|84328	260.934	LZIC|84328	413.1323
LZTFL1|54585	551.096	LZTFL1|54585	951.3038
LZTR1|8216	1138.1976	LZTR1|8216	909.8335
LZTS1|11178	399.4493	LZTS1|11178	1208.6082
LZTS2|84445	1254.2624	LZTS2|84445	1515.8655
M6PR|4074	4190.4776	M6PR|4074	2671.7311
MAB21L1|4081	8.4719	MAB21L1|4081	240.0251
MACC1|346389	971.3015	MACC1|346389	593.1511
MACF1|23499	7238.3776	MACF1|23499	9952.8746
MACROD1|28992	119.4536	MACROD1|28992	125.3534
MACROD2|140733	172.4028	MACROD2|140733	182.5322
MAD1L1|8379	349.4652	MAD1L1|8379	243.1668
MAD2L1BP|9587	310.4945	MAD2L1BP|9587	309.7707
MAD2L1|4085	381.6584	MAD2L1|4085	100.8483
MAD2L2|10459	230.8588	MAD2L2|10459	243.7952
MADD|8567	852.6951	MADD|8567	1436.6949
MAEA|10296	887.0062	MAEA|10296	993.7166
MAEL|84944	6.7775	lowly_expressed	lowly_expressed
MAF1|84232	1835.0101	MAF1|84232	1609.1737
MAFB|9935	591.3375	MAFB|9935	1043.0412
MAFF|23764	1998.941	MAFF|23764	1219.6041
MAFG|4097	939.5319	MAFG|4097	694.9419
MAFK|7975	631.6001	MAFK|7975	749.9654
MAF|4094	385.4707	MAF|4094	1412.5039
MAGEA10|4109	5.0831	lowly_expressed	lowly_expressed
MAGEA11|4110	45.7482	lowly_expressed	lowly_expressed
MAGEA4|4103	33.0403	lowly_expressed	lowly_expressed
MAGED1|9500	2141.2687	MAGED1|9500	2802.0735
MAGED2|10916	2845.7058	MAGED2|10916	6792.0201
MAGED4B|81557	105.8011	MAGED4B|81557	303.3208
MAGED4|728239	33.1378	MAGED4|728239	122.0641
MAGEE1|57692	99.9682	MAGEE1|57692	260.4461
MAGEF1|64110	1710.8970000000002	MAGEF1|64110	804.2727
MAGEH1|28986	191.8882	MAGEH1|28986	516.1797
lowly_expressed	lowly_expressed	MAGEL2|54551	11.3101
MAGI1|9223	1250.0265	MAGI1|9223	1942.8212
MAGI2|9863	347.3472	MAGI2|9863	461.2001
MAGI3|260425	582.0184	MAGI3|260425	1308.514
MAGIX|79917	40.665	MAGIX|79917	41.1561
MAGOHB|55110	672.2439999999999	MAGOHB|55110	241.59599999999998
MAGOH|4116	410.0392	MAGOH|4116	351.5551
MAGT1|84061	2977.4436	MAGT1|84061	2724.1596
MAK16|84549	519.1952	MAK16|84549	454.0214
MAK|4117	10.5899	MAK|4117	32.6736
MAL2|114569	7358.6784	MAL2|114569	2920.2011
MALAT1|378938	2373.6143	MALAT1|378938	7447.0531
MALL|7851	1397.0137	MALL|7851	508.6396
MALT1|10892	947.1566	MALT1|10892	870.5624
MAL|4118	14.8258	MAL|4118	20.7352
MAMDC2|256691	356.2215	MAMDC2|256691	1288.6019
MAMDC4|158056	30.0752	MAMDC4|158056	76.6572
MAML1|9794	1045.5491	MAML1|9794	1762.017
MAML2|84441	1771.0473	MAML2|84441	1945.3346
MAML3|55534	172.8264	MAML3|55534	834.1188
MAMLD1|10046	216.4566	MAMLD1|10046	174.9921
MAMSTR|284358	55.4908	MAMSTR|284358	29.2177
MAN1A1|4121	1338.5577	MAN1A1|4121	1887.5275
MAN1A2|10905	1206.3963	MAN1A2|10905	1186.3022
MAN1B1|11253	1690.1408	MAN1B1|11253	1420.0439999999999
MAN1C1|57134	176.2152	MAN1C1|57134	367.8919
MAN2A1|4124	654.0294	MAN2A1|4124	917.0594
MAN2A2|4122	1405.9091	MAN2A2|4122	1575.5577
MAN2B1|4125	2795.2981	MAN2B1|4125	1148.2878
MAN2B2|23324	753.5741	MAN2B2|23324	1627.7097
MAN2C1|4123	840.8345	MAN2C1|4123	1127.2385
MANBAL|63905	1464.3651	MANBAL|63905	963.2422
MANBA|4126	383.7763	MANBA|4126	974.8665
MANEAL|149175	417.2403	MANEAL|149175	240.3393
MANEA|79694	680.2923	MANEA|79694	617.9705
MANF|7873	960.288	MANF|7873	504.2413
MANSC1|54682	2632.2143	MANSC1|54682	837.5746
MAOA|4128	457.4817	MAOA|4128	2091.7374
MAOB|4129	1664.7252	MAOB|4129	3516.1797
MAP1A|4130	176.2152	MAP1A|4130	972.6673
MAP1B|4131	2072.2228	MAP1B|4131	3508.0113
MAP1D|254042	59.3032	MAP1D|254042	63.4621
MAP1LC3A|84557	360.9023	MAP1LC3A|84557	256.6761
MAP1LC3B2|643246	224.5049	MAP1LC3B2|643246	254.7911
MAP1LC3B|81631	1930.3188	MAP1LC3B|81631	2047.1254
MAP1LC3C|440738	12.7078	MAP1LC3C|440738	37.0719
MAP1S|55201	770.9414	MAP1S|55201	445.8058
MAP2K1|5604	919.712	MAP2K1|5604	865.6048
MAP2K2|5605	1536.3762	MAP2K2|5605	1038.3286
MAP2K3|5606	757.3864	MAP2K3|5606	834.7471
MAP2K4|6416	562.1095	MAP2K4|6416	1095.1932
MAP2K5|5607	243.9903	MAP2K5|5607	402.7647
MAP2K6|5608	639.2036	MAP2K6|5608	318.2532
MAP2K7|5609	1373.7160000000001	MAP2K7|5609	758.404
MAP2|4133	592.1847	MAP2|4133	938.737
MAP3K10|4294	166.0489	MAP3K10|4294	117.4992
MAP3K11|4296	1244.0962	MAP3K11|4296	1261.3886
MAP3K12|7786	94.902	MAP3K12|7786	249.5193
MAP3K13|9175	190.3124	MAP3K13|9175	95.3472
MAP3K14|9020	375.3045	MAP3K14|9020	790.4493
MAP3K1|4214	1757.4923	MAP3K1|4214	2712.5353
MAP3K2|10746	460.8705	MAP3K2|10746	970.4681
MAP3K3|4215	845.2992	MAP3K3|4215	1389.1046
MAP3K4|4216	606.1633	MAP3K4|4216	1096.1357
MAP3K5|4217	342.6877	MAP3K5|4217	969.8398
MAP3K6|9064	925.1297	MAP3K6|9064	762.8024
MAP3K7|6885	1062.7978	MAP3K7|6885	950.3613
MAP3K8|1326	190.6174	MAP3K8|1326	406.5347
MAP3K9|4293	139.3625	MAP3K9|4293	169.6513
MAP4K1|11184	132.585	MAP4K1|11184	91.109
MAP4K2|5871	421.4762	MAP4K2|5871	329.5633
MAP4K3|8491	632.4261	MAP4K3|8491	1183.4747
MAP4K4|9448	2452.6104	MAP4K4|9448	2697.4552
MAP4K5|11183	1236.4715	MAP4K5|11183	1553.88
MAP4|4134	4620.9891	MAP4|4134	6873.0757
MAP6D1|79929	83.4481	MAP6D1|79929	64.7188
MAP6|4135	42.783	MAP6|4135	117.185
MAP7D1|55700	1496.5583	MAP7D1|55700	1428.8407
MAP7D2|256714	16.5202	MAP7D2|256714	5.0267
MAP7D3|79649	360.0551	MAP7D3|79649	431.9824
MAP7|9053	2602.1392	MAP7|9053	870.2482
MAP9|79884	266.4407	MAP9|79884	700.5969
MAPK10|5602	21.1797	MAPK10|5602	239.71099999999998
MAPK11|5600	155.4591	MAPK11|5600	227.4584
MAPK12|6300	36.9205	MAPK12|6300	87.8197
MAPK13|5603	1080.5888	MAPK13|5603	606.6604
MAPK14|1432	1490.2044	MAPK14|1432	1741.7531
MAPK15|225689	174.0972	MAPK15|225689	56.5504
MAPK1IP1L|93487	1685.4813	MAPK1IP1L|93487	2101.4766
MAPK1|5594	4940.8027	MAPK1|5594	3895.6959
MAPK3|5595	1517.0687	MAPK3|5595	1803.9585
MAPK4|5596	310.4945	MAPK4|5596	64.0905
MAPK6|5597	941.6499	MAPK6|5597	1056.8646
MAPK7|5598	253.4534	MAPK7|5598	408.5423
MAPK8IP1|9479	181.7219	MAPK8IP1|9479	405.9064
MAPK8IP2|23542	741.7134	MAPK8IP2|23542	119.3842
MAPK8IP3|23162	1602.4568	lowly_expressed	lowly_expressed
MAPK8|5599	496.4524	MAPK8|5599	387.6846
MAPK9|5601	867.9445	MAPK9|5601	857.0531
MAPKAP1|79109	1441.4911	MAPKAP1|79109	1528.7465
MAPKAPK2|9261	4517.6321	MAPKAPK2|9261	2110.5875
MAPKAPK3|7867	472.7311	MAPKAPK3|7867	594.4078
MAPKAPK5|8550	631.1554	MAPKAPK5|8550	551.5677
MAPKBP1|23005	580.3240000000001	MAPKBP1|23005	1235.3126
MAPKSP1|8649	701.8956	MAPKSP1|8649	1217.7191
MAPRE1|22919	3782.2726	MAPRE1|22919	2424.7565
MAPRE2|10982	2242.0841	MAPRE2|10982	895.0675
MAPRE3|22924	689.1878	MAPRE3|22924	462.1426
MAPT|4137	271.1003	MAPT|4137	602.262
MARCH1|55016	74.5526	MARCH1|55016	40.2136
MARCH2|51257	516.3613	MARCH2|51257	483.19199999999995
MARCH3|115123	336.3338	MARCH3|115123	96.1357
MARCH5|54708	1425.3945	MARCH5|54708	1216.1483
MARCH6|10299	2403.4735	MARCH6|10299	3178.1338
MARCH7|64844	1974.7961	MARCH7|64844	2845.1147
MARCH8|220972	385.4707	MARCH8|220972	760.289
MARCH9|92979	336.7574	MARCH9|92979	196.984
MARCKSL1|65108	10575.4527	MARCKSL1|65108	2368.5203
MARCKS|4082	2474.6373	MARCKS|4082	4125.3534
MARCO|8685	17.791	MARCO|8685	34.5586
MARK1|4139	286.3497	MARK1|4139	347.4709
MARK2|2011	1604.5748	lowly_expressed	lowly_expressed
MARK3|4140	887.8534	MARK3|4140	1240.6535
MARK4|57787	1430.0539999999999	MARK4|57787	688.6585
MARS2|92935	212.6443	MARS2|92935	195.7273
MARS|4141	1910.4945	MARS|4141	1207.7034
MARVELD1|83742	1081.7198	MARVELD1|83742	1420.6817
MARVELD2|153562	643.4396	MARVELD2|153562	366.0069
MARVELD3|91862	516.5943	MARVELD3|91862	269.29
MASP1|5648	30.9224	MASP1|5648	225.2592
MASP2|10747	28.3808	MASP2|10747	101.4766
MAST1|22983	19.9089	MAST1|22983	8.7967
MAST2|23139	1584.6659	MAST2|23139	1058.7496
MAST3|23031	325.7439	MAST3|23031	350.2985
MAST4|375449	215.1859	MAST4|375449	1324.8508
MASTL|84930	446.8919	MASTL|84930	306.3148
MAT1A|4143	234.6712	MAT1A|4143	28.9036
MAT2A|4144	4318.1192	MAT2A|4144	4611.0587
MAT2B|27430	1157.2593	MAT2B|27430	1904.8068
MATK|4145	30.0752	MATK|4145	30.4744
MATN1|4146	9.4546	lowly_expressed	lowly_expressed
MATN2|4147	1258.4984	MATN2|4147	4811.4986
MATN3|4148	51.6785	MATN3|4148	73.5156
MATN4|8785	20.7561	lowly_expressed	lowly_expressed
MATR3|9782	8680.3812	MATR3|9782	8531.9447
MAVS|57506	3300.2224	MAVS|57506	3535.9724
MAX|4149	981.4678	MAX|4149	1212.3783
MAZ|4150	5440.6989	MAZ|4150	1656.1797
MBD1|4152	1264.4287	MBD1|4152	1194.7848
MBD2|8932	2023.9331	MBD2|8932	1467.7977
MBD3|53615	1148.3639	MBD3|53615	831.2912
MBD4|8930	1195.3828	MBD4|8930	834.1188
MBD5|55777	275.7598	MBD5|55777	489.7895
MBD6|114785	1845.1763	MBD6|114785	1685.5168
MBIP|51562	347.7708	MBIP|51562	510.8388
lowly_expressed	lowly_expressed	MBL1P|8512	7.2259
MBLAC1|255374	25.4157	MBLAC1|255374	14.4518
MBLAC2|153364	208.8319	MBLAC2|153364	384.2287
MBNL1|4154	6256.2787	MBNL1|4154	5235.9409
MBNL2|10150	3103.6747	MBNL2|10150	3789.5068
MBNL3|55796	216.4566	MBNL3|55796	182.8464
MBOAT1|154141	2950.7572	MBOAT1|154141	1081.0556
MBOAT2|129642	553.6376	MBOAT2|129642	453.0317
MBOAT7|79143	1275.8657	MBOAT7|79143	732.0138
MBP|4155	966.6419999999999	MBP|4155	1236.5693
MBTD1|54799	2204.8078	MBTD1|54799	1005.655
MBTPS1|8720	4913.6927	MBTPS1|8720	4277.7254
MBTPS2|51360	348.61800000000005	MBTPS2|51360	731.7374
MB|4151	387.1651	MB|4151	160.2262
MC1R|4157	71.7399	MC1R|4157	47.0657
MC4R|4160	10.5899	lowly_expressed	lowly_expressed
MCAM|4162	2752.0915	MCAM|4162	5020.1068
MCART1|92014	315.5777	MCART1|92014	162.7396
MCART2|147407	8.8955	MCART2|147407	8.4826
MCART6|401612	14.4022	MCART6|401612	12.2526
MCAT|27349	327.8619	MCAT|27349	232.4851
MCCC1|56922	2979.138	MCCC1|56922	820.6095
MCCC2|64087	2441.597	MCCC2|64087	2068.1747
MCCD1|401250	6.7775	lowly_expressed	lowly_expressed
MCC|4163	517.2085	MCC|4163	1750.2356
MCEE|84693	151.2231	MCEE|84693	194.1565
MCF2L2|23101	11.8606	MCF2L2|23101	23.1448
MCF2L|23263	323.2532	MCF2L|23263	1013.5533
MCFD2|90411	2417.4775	MCFD2|90411	3772.5416
MCL1|4170	8509.1602	MCL1|4170	10921.7719
MCM10|55388	386.7415	MCM10|55388	16.0226
MCM2|4171	4871.7569	MCM2|4171	438.58
MCM3APAS|114044	60.4215	MCM3APAS|114044	57.5086
MCM3AP|8888	2630.6725	MCM3AP|8888	2379.8146
MCM3|4172	6283.1727	MCM3|4172	1646.874
MCM4|4173	3608.599	MCM4|4173	789.5068
MCM5|4174	3551.8373	MCM5|4174	752.1206
MCM6|4175	1121.6774	MCM6|4175	740.8106
MCM7|4176	3318.3776	MCM7|4176	1655.7807
MCM8|84515	817.9604	MCM8|84515	294.0622
MCM9|254394	205.4432	MCM9|254394	154.5712
MCOLN1|57192	562.1095	MCOLN1|57192	312.9123
MCOLN2|255231	47.8661	MCOLN2|255231	11.9384
MCOLN3|55283	299.9047	MCOLN3|55283	147.0311
MCPH1|79648	502.5352	MCPH1|79648	636.6761
MCRS1|10445	682.8338	MCRS1|10445	719.4471
MCTP1|79772	60.9976	MCTP1|79772	271.442
MCTP2|55784	291.0092	MCTP2|55784	382.972
MCTS1|28985	618.8711	MCTS1|28985	835.0613
MDC1|9656	1854.0718	MDC1|9656	1420.0439999999999
MDFIC|29969	608.7049	MDFIC|29969	1874.0182
MDFI|4188	2128.5608	MDFI|4188	283.0663
MDGA1|266727	77.9413	MDGA1|266727	197.9265
MDGA2|161357	6.7775	lowly_expressed	lowly_expressed
MDH1B|130752	36.8527	MDH1B|130752	90.7948
MDH1|4190	3046.9131	MDH1|4190	2016.0226
MDH2|4191	2656.3592	MDH2|4191	2084.5115
MDK|4192	2240.8133	MDK|4192	1595.9786
MDM1|56890	417.6639	MDM1|56890	420.9865
MDM2|4193	1789.6855	MDM2|4193	2206.0949
MDM4|4194	1430.9012	MDM4|4194	1410.3047
MDN1|23195	2079.0003	MDN1|23195	2446.12
MDP1|145553	98.6551	MDP1|145553	169.1172
ME1|4199	401.5673	ME1|4199	503.2988
ME2|4200	1306.7881	ME2|4200	461.2001
ME3|10873	246.1082	ME3|10873	383.9145
MEA1|4201	1181.4042	MEA1|4201	650.644
MEAF6|64769	1447.845	MEAF6|64769	1297.8322
MECOM|2122	149.1052	MECOM|2122	475.3377
MECP2|4204	1754.5272	MECP2|4204	2760.6032
MECR|51102	401.5673	MECR|51102	384.2287
MED10|84246	275.7598	MED10|84246	367.8919
MED11|400569	157.577	MED11|400569	198.2407
MED12L|116931	20.3325	MED12L|116931	39.2711
MED12|9968	1313.142	MED12|9968	1907.6343
MED13L|23389	3677.2212	MED13L|23389	5407.7914
MED13|9969	2820.2902	MED13|9969	2919.8869
MED14|9282	1348.7239	MED14|9282	1236.5693
MED15|51586	2005.2949	MED15|51586	1508.0113
MED16|10025	905.6444	MED16|10025	945.0204
MED17|9440	625.225	MED17|9440	759.0324
MED18|54797	244.4139	MED18|54797	239.71099999999998
MED19|219541	113.5232	MED19|219541	177.8197
MED1|5469	1313.9892	MED1|5469	2124.4109
MED20|9477	684.5282	MED20|9477	455.2309
MED21|9412	719.2629	MED21|9412	734.5272
MED22|6837	489.2513	MED22|6837	796.4185
MED23|9439	1581.2771	MED23|9439	1337.1034
MED24|9862	1252.9916	MED24|9862	1343.7009
MED25|81857	967.0656	MED25|81857	560.7917
MED26|9441	312.6125	MED26|9441	255.1052
MED27|9442	184.2635	MED27|9442	252.5919
MED28|80306	425.2886	MED28|80306	710.3362
MED29|55588	1413.9574	MED29|55588	1591.2661
MED30|90390	399.0257	MED30|90390	191.0148
MED31|51003	63.4544	MED31|51003	125.49799999999999
MED4|29079	832.3626	MED4|29079	956.6447
MED6|10001	275.7598	MED6|10001	361.2944
MED7|9443	139.7861	MED7|9443	249.136
MED8|112950	722.2281	MED8|112950	469.9969
MED9|55090	393.0954	MED9|55090	414.3889
MEF2A|4205	3031.3417	MEF2A|4205	2190.2011
lowly_expressed	lowly_expressed	MEF2B|100271849	8.6365
MEF2C|4208	1096.2618	MEF2C|4208	1308.8281
MEF2D|4209	2128.5608	MEF2D|4209	2251.021
MEFV|4210	11.437000000000001	MEFV|4210	5.655
MEG3|55384	28.8044	MEG3|55384	269.8712
MEGF10|84466	749.3381	MEGF10|84466	327.6783
MEGF11|84465	13.1314	lowly_expressed	lowly_expressed
MEGF6|1953	223.2341	MEGF6|1953	854.2256
MEGF8|1954	1282.2196	MEGF8|1954	1458.0584
MEGF9|1955	1088.6371	MEGF9|1955	2553.88
MEI1|150365	42.3594	MEI1|150365	88.2815
MEIS1|4211	112.6761	MEIS1|4211	805.2152
MEIS2|4212	188.4994	MEIS2|4212	534.0873
MEIS3P1|4213	292.7036	MEIS3P1|4213	771.5991
MEIS3|56917	46.1718	MEIS3|56917	202.0107
MELK|9833	806.5234	MELK|9833	21.0493
MEMO1|51072	281.3682	MEMO1|51072	231.442
MEN1|4221	753.1505	MEN1|4221	647.1882
MEOX1|4222	61.4212	MEOX1|4222	446.4342
