gene_id	TCGA-BH-A18P-01A-11R-A12D-07	gene_id	TCGA-BH-A18P-11A-43R-A12D-07
NRIP1|8204	1919.6192	NRIP1|8204	3697.9522
NRIP2|83714	43.2116	NRIP2|83714	145.4778
NRIP3|56675	49.0708	NRIP3|56675	378.413
NRK|203447	220.8185	NRK|203447	104.9488
NRL|4901	30.8157	NRL|4901	26.5486
NRM|11270	398.7915	NRM|11270	186.0068
NRN1|51299	153.0715	NRN1|51299	2397.1843
NRP1|8829	2026.9157	NRP1|8829	6863.0546
NRP2|8828	1103.7261	NRP2|8828	1058.8737
NRSN2|80023	766.4561	NRSN2|80023	507.6792
lowly_expressed	lowly_expressed	NRTN|4902	14.0785
NRXN1|9378	35.8876	NRXN1|9378	154.8635
NRXN2|9379	41.3806	NRXN2|9379	85.7509
NRXN3|9369	16.8452	NRXN3|9369	41.3823
NSA2|10412	1507.2782	NSA2|10412	1968.0034
NSD1|64324	5275.1076	NSD1|64324	2712.4573
NSDHL|50814	366.1998	NSDHL|50814	461.1775
NSFL1C|55968	1381.3055	NSFL1C|55968	1511.9454
NSF|4905	1543.8982	NSF|4905	781.57
NSL1|25936	859.837	NSL1|25936	623.2935
NSMAF|8439	530.6235	NSMAF|8439	865.0896
NSMCE1|197370	794.6535	NSMCE1|197370	815.6997
NSMCE2|286053	222.6495	NSMCE2|286053	279.4369
NSMCE4A|54780	432.1157	NSMCE4A|54780	653.1569999999999
NSUN2|54888	1373.9815	NSUN2|54888	965.4437
NSUN3|63899	165.5223	NSUN3|63899	125.4266
NSUN4|387338	617.779	NSUN4|387338	466.2969
NSUN5P1|155400	23.4368	NSUN5P1|155400	61.4334
NSUN5P2|260294	88.59100000000001	NSUN5P2|260294	169.5776
NSUN5|55695	484.1161	NSUN5|55695	254.2662
NSUN6|221078	202.1423	NSUN6|221078	198.3788
NSUN7|79730	327.7488	NSUN7|79730	92.1502
NT5C1B|93034	6.1558	lowly_expressed	lowly_expressed
NT5C2|22978	1666.2089	NT5C2|22978	1241.4676
NT5C3L|115024	711.1599	NT5C3L|115024	589.1638
NT5C3|51251	734.5967	NT5C3|51251	412.9693
NT5C|30833	204.3395	NT5C|30833	268.3447
NT5DC1|221294	910.0064	NT5DC1|221294	1297.3549
NT5DC2|64943	486.6795	NT5DC2|64943	348.1229
NT5DC3|51559	210.5649	NT5DC3|51559	497.0137
NT5E|4907	343.1292	NT5E|4907	386.0922
NT5M|56953	52.0004	NT5M|56953	50.7679
NTAN1|123803	266.9596	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NTF3|4908	20.0512
lowly_expressed	lowly_expressed	NTF4|4909	46.5102
NTHL1|4913	188.9591	NTHL1|4913	88.7372
NTM|50863	273.5512	NTM|50863	334.8976
NTN1|9423	250.1144	NTN1|9423	106.2287
NTN4|59277	898.6542	NTN4|59277	4884.8123
lowly_expressed	lowly_expressed	NTN5|126147	10.2389
NTNG2|84628	18.31	lowly_expressed	lowly_expressed
NTRK2|4915	232.5368	NTRK2|4915	6518.7713
NTRK3|4916	15.3804	NTRK3|4916	343.8567
lowly_expressed	lowly_expressed	NTSR2|23620	6.3993
NUAK1|9891	1435.1369	NUAK1|9891	982.5085
NUAK2|81788	147.2123	NUAK2|81788	27.7304
NUB1|51667	1446.8113	NUB1|51667	1992.0307
NUBP1|4682	419.4489	NUBP1|4682	272.5128
NUBP2|10101	554.7926	NUBP2|10101	448.3788
NUBPL|80224	250.1144	NUBPL|80224	563.1399
NUCB1|4924	3832.2805	NUCB1|4924	6554.6075
NUCB2|4925	3435.6715	NUCB2|4925	990.7551
NUCKS1|64710	15630.8706	NUCKS1|64710	10668.0887
NUDCD1|84955	667.9484	NUDCD1|84955	346.843
NUDCD2|134492	228.1425	NUDCD2|134492	340.4437
NUDCD3|23386	2320.9741	NUDCD3|23386	2735.0683
NUDC|10726	1425.2495	NUDC|10726	1401.0239
NUDT10|170685	12.0846	NUDT10|170685	38.8225
NUDT11|55190	22.3382	NUDT11|55190	52.901
NUDT12|83594	815.1607	NUDT12|83594	425.7679
NUDT13|25961	21.6058	NUDT13|25961	52.1459
NUDT14|256281	144.2827	NUDT14|256281	235.4949
NUDT15|55270	378.9545	NUDT15|55270	531.3865
NUDT16L1|84309	600.5676	NUDT16L1|84309	333.6177
NUDT16P1|152195	10.2536	NUDT16P1|152195	144.6246
NUDT16|131870	834.5693	NUDT16|131870	1204.7782
NUDT17|200035	38.451	NUDT17|200035	33.2765
NUDT18|79873	134.3953	NUDT18|79873	105.3754
NUDT19|390916	592.8774	NUDT19|390916	329.7782
NUDT1|4521	133.2967	NUDT1|4521	79.7782
NUDT21|11051	1372.1505	NUDT21|11051	2619.4539
NUDT22|84304	144.539	NUDT22|84304	237.4872
NUDT2|318	306.8754	NUDT2|318	348.1229
NUDT3|11165	798.6817	NUDT3|11165	418.5154
NUDT4|11163	1833.1960000000001	NUDT4|11163	1398.0375
NUDT5|11164	572.2128	NUDT5|11164	460.0469
NUDT6|11162	44.4017	NUDT6|11162	99.4454
NUDT7|283927	27.0988	NUDT7|283927	181.7406
NUDT8|254552	135.4939	NUDT8|254552	96.4164
lowly_expressed	lowly_expressed	NUDT9P1|119369	5.5461
NUDT9|53343	1202.9662	NUDT9|53343	515.3584
NUF2|83540	443.1017	NUF2|83540	5.1195
NUFIP1|26747	243.889	NUFIP1|26747	197.5256
NUFIP2|57532	3675.9132	NUFIP2|57532	2348.1229
NUMA1|4926	24616.8012	NUMA1|4926	10116.2543
NUMBL|9253	249.0158	NUMBL|9253	402.7304
NUMB|8650	1569.8984	NUMB|8650	1821.6724
NUP107|57122	856.175	NUP107|57122	764.9317
NUP133|55746	2820.8368	NUP133|55746	1572.099
NUP153|9972	2036.0707	NUP153|9972	1621.1604
NUP155|9631	988.3732	NUP155|9631	656.1433
NUP160|23279	855.4426	NUP160|23279	1251.2799
NUP188|23511	2157.649	NUP188|23511	1151.8771
NUP205|23165	2430.1016	NUP205|23165	1094.7099
NUP210|23225	2054.7469	NUP210|23225	406.57
NUP214|8021	2119.198	NUP214|8021	1583.1911
NUP35|129401	353.3828	NUP35|129401	200.0853
NUP37|79023	259.2694	NUP37|79023	253.41299999999998
NUP43|348995	1027.9227	NUP43|348995	749.5734
NUP50|10762	2022.1551	NUP50|10762	1017.9181
NUP54|53371	855.8088	NUP54|53371	961.6041
NUP62CL|54830	12.817	NUP62CL|54830	14.0785
NUP62|23636	1869.0689	NUP62|23636	878.6945
NUP85|79902	384.8759	NUP85|79902	440.273
NUP88|4927	1160.7763	NUP88|4927	845.9684
NUP93|9688	530.2573	NUP93|9688	520.4778
NUP98|4928	3667.1244	NUP98|4928	2799.0614
NUPL1|9818	1708.6881	NUPL1|9818	926.1945
NUPL2|11097	458.1159	NUPL2|11097	281.1433
NUPR1|26471	1750.8011	NUPR1|26471	1930.4608
NUS1|116150	1373.2491	NUS1|116150	1058.0205
NUSAP1|51203	1853.3370000000002	NUSAP1|51203	25.5973
NUTF2|10204	795.3859	NUTF2|10204	843.0034
NVL|4931	3470.4751	NVL|4931	375.8532
NWD1|284434	10.985999999999999	NWD1|284434	41.8089
NXF1|10482	1129.7263	NXF1|10482	1371.1604
lowly_expressed	lowly_expressed	NXNL1|115861	13.2253
lowly_expressed	lowly_expressed	NXNL2|158046	8.959
NXN|64359	328.115	NXN|64359	493.6007
NXPH1|30010	396.2281	NXPH1|30010	13.2253
NXPH3|11248	37.7186	NXPH3|11248	255.9727
NXPH4|11247	21.971999999999998	NXPH4|11247	34.5563
NXT1|29107	194.8183	NXT1|29107	197.09900000000002
NXT2|55916	320.4248	NXT2|55916	406.57
NYNRIN|57523	239.1284	NYNRIN|57523	1168.942
OAF|220323	233.2692	OAF|220323	880.9727
OAS1|4938	254.875	OAS1|4938	271.3311
OAS2|4939	1146.9377	OAS2|4939	524.3174
OAS3|4940	1167.0786	OAS3|4940	631.3993
OASL|8638	91.5499	OASL|8638	36.2628
OAT|4942	9038.5425	OAT|4942	2884.8123
OAZ1|4946	5859.1962	OAZ1|4946	6944.1126
OAZ2|4947	1904.605	OAZ2|4947	1574.2321
OAZ3|51686	32.0864	OAZ3|51686	36.8643
OBFC1|79991	461.0455	OBFC1|79991	884.8123
OBFC2A|64859	136.9587	OBFC2A|64859	310.1536
OBFC2B|79035	780.0055	OBFC2B|79035	379.6928
OBP2B|29989	47.2398	OBP2B|29989	6.3993
OBSCN|84033	218.6213	OBSCN|84033	917.2995
OBSL1|23363	1291.5866	OBSL1|23363	1435.5802
lowly_expressed	lowly_expressed	OCA2|4948	14.0785
OCEL1|79629	102.5359	OCEL1|79629	298.2082
OCIAD1|54940	2788.9774	OCIAD1|54940	2700.0853
OCIAD2|132299	900.4852	OCIAD2|132299	243.6007
OCLM|10896	18.6762	lowly_expressed	lowly_expressed
OCLN|4950	1023.5283	OCLN|4950	165.1024
OCRL|4952	2046.3243	OCRL|4952	1555.4608
ODC1|4953	682.9626	ODC1|4953	957.3379
ODF2L|57489	462.5103	ODF2L|57489	458.6177
ODF2|4957	2996.6127	ODF2|4957	476.9625
ODF3B|440836	76.902	ODF3B|440836	87.884
lowly_expressed	lowly_expressed	ODF3L1|161753	19.198
lowly_expressed	lowly_expressed	ODZ1|10178	49.4881
ODZ2|57451	149.4095	ODZ2|57451	172.3549
ODZ3|55714	206.9029	ODZ3|55714	1185.5802
ODZ4|26011	277.9456	ODZ4|26011	203.0717
OFD1|8481	795.0197	lowly_expressed	lowly_expressed
OGDH|4967	1984.8027	OGDH|4967	4428.7543
OGFOD1|55239	588.4830000000001	OGFOD1|55239	647.6109
OGFOD2|79676	203.2335	OGFOD2|79676	190.33700000000002
OGFRL1|79627	509.3839	OGFRL1|79627	1023.4642
OGFR|11054	590.314	OGFR|11054	537.9693
OGG1|4968	224.8467	OGG1|4968	307.7133
OGN|4969	466.9047	OGN|4969	1965.0171
OGT|8473	3088.1626	OGT|8473	3653.157
OIP5|11339	105.2202	OIP5|11339	6.0452
OIT3|170392	5.1268	lowly_expressed	lowly_expressed
OLA1|29789	2123.2262	OLA1|29789	1603.2423
OLFM1|10439	233.2692	OLFM1|10439	351.1092
OLFM2|93145	459.2145	OLFM2|93145	1500.4266
OLFM4|10562	14.648	OLFM4|10562	126.2799
OLFML1|283298	180.5365	OLFML1|283298	440.273
OLFML2A|169611	835.6679	OLFML2A|169611	1822.099
OLFML2B|25903	1307.3332	OLFML2B|25903	258.1058
OLFML3|56944	1117.6417	OLFML3|56944	884.8123
OLR1|4973	292.9598	OLR1|4973	63.5666
OMA1|115209	352.2842	OMA1|115209	386.9454
OMD|4958	236.1988	OMD|4958	215.8703
lowly_expressed	lowly_expressed	ONECUT2|9480	5.1195
OPA1|4976	2513.5952	OPA1|4976	2451.7918
OPA3|80207	748.1461	OPA3|80207	490.1877
OPHN1|4983	256.3398	OPHN1|4983	430.8874
OPLAH|26873	208.7339	OPLAH|26873	425.7679
OPN3|23596	304.0447	OPN3|23596	288.221
lowly_expressed	lowly_expressed	OPN4|94233	6.3993
OPRD1|4985	13.5494	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	OPRK1|4986	50.7679
OPRL1|4987	36.62	OPRL1|4987	77.6451
OPTN|10133	1289.7556	OPTN|10133	4636.9454
OR2A1|346528	5.8592	OR2A1|346528	11.5188
OR2A4|79541	53.4652	OR2A4|79541	62.2867
OR2A7|401427	225.2129	OR2A7|401427	226.5358
OR2A9P|441295	151.9729	OR2A9P|441295	373.959
lowly_expressed	lowly_expressed	OR2L13|284521	22.6109
lowly_expressed	lowly_expressed	OR2W3|343171	8.959
lowly_expressed	lowly_expressed	OR3A2|4995	6.8259
OR51E1|143503	40.282	OR51E1|143503	118.6007
OR51E2|81285	21.2396	OR51E2|81285	7.2526
OR7E91P|79315	8.7888	OR7E91P|79315	5.1195
ORAI1|84876	391.8337	ORAI1|84876	191.1263
ORAI2|80228	1431.6726	ORAI2|80228	416.4078
ORAI3|93129	411.6085	ORAI3|93129	656.57
ORAOV1|220064	232.1706	ORAOV1|220064	178.7543
ORC1L|4998	155.2687	lowly_expressed	lowly_expressed
ORC2L|4999	636.089	ORC2L|4999	447.9522
ORC3L|23595	778.1745	ORC3L|23595	803.7543
ORC4L|5000	555.8912	ORC4L|5000	620.3072
ORC5L|5001	579.6942	ORC5L|5001	248.7201
ORC6L|23594	76.902	ORC6L|23594	5.9727
ORMDL1|94101	536.1165	ORMDL1|94101	575.9386
ORMDL2|29095	1018.8813	ORMDL2|29095	323.6007
ORMDL3|94103	2086.6062	ORMDL3|94103	9631.3993
OS9|10956	6906.1613	OS9|10956	6089.1638
OSBP2|23762	235.8326	OSBP2|23762	85.7509
OSBPL10|114884	1515.7008	OSBPL10|114884	489.3345
OSBPL11|114885	607.1592	OSBPL11|114885	555.4608
OSBPL1A|114876	1007.4155	OSBPL1A|114876	3592.1502
OSBPL2|9885	811.8649	OSBPL2|9885	1100.6826
OSBPL3|26031	197.0155	OSBPL3|26031	151.4505
OSBPL5|114879	1104.4585	OSBPL5|114879	605.3754
OSBPL6|114880	520.3699	OSBPL6|114880	148.8908
OSBPL7|114881	136.5925	OSBPL7|114881	137.372
OSBPL8|114882	5652.6595	OSBPL8|114882	3030.7167
OSBPL9|114883	1217.248	OSBPL9|114883	2246.587
OSBP|5007	1554.1518	OSBP|5007	2700.5119
OSCAR|126014	57.8596	OSCAR|126014	15.785
OSCP1|127700	170.2829	OSCP1|127700	265.3584
OSGEPL1|64172	217.5227	OSGEPL1|64172	176.1945
OSGEP|55644	324.8192	OSGEP|55644	292.6621
OSGIN1|29948	49.437	OSGIN1|29948	105.802
OSGIN2|734	796.4845	OSGIN2|734	1663.8225
OSMR|9180	922.091	OSMR|9180	734.215
OSM|5008	49.8032	OSM|5008	28.156999999999996
OSR1|130497	28.9298	OSR1|130497	208.6177
OSR2|116039	23.803	OSR2|116039	204.7782
OST4|100128731	1973.8131	OST4|100128731	1705.2005
OSTC|58505	1671.7019	OSTC|58505	784.5563
OSTF1|26578	508.6515	OSTF1|26578	650.5973
OSTM1|28962	562.1166	OSTM1|28962	1075.0853
OSTalpha|200931	20.8734	OSTalpha|200931	15.3584
lowly_expressed	lowly_expressed	OTOA|146183	9.8123
OTUB1|55611	963.4716	OTUB1|55611	984.215
OTUB2|78990	84.2259	OTUB2|78990	43.5154
OTUD1|220213	254.1426	OTUD1|220213	558.4471
OTUD3|23252	217.8889	OTUD3|23252	383.959
OTUD4|54726	1292.319	OTUD4|54726	1462.4573
OTUD5|55593	1190.5154	OTUD5|55593	1233.3618
OTUD6B|51633	237.6636	OTUD6B|51633	218.43
OTUD7A|161725	5.1268	OTUD7A|161725	18.7713
OTUD7B|56957	3058.5004	OTUD7B|56957	1315.6997
OTX1|5013	75.4372	lowly_expressed	lowly_expressed
OVCA2|124641	400.4285	OVCA2|124641	292.7816
lowly_expressed	lowly_expressed	OVCH2|341277	15.3584
OVGP1|5016	132.9305	OVGP1|5016	29.8635
OVOL1|5017	296.6218	OVOL1|5017	217.1502
OVOL2|58495	198.8465	OVOL2|58495	104.0956
OXA1L|5018	1311.7275	OXA1L|5018	3197.9522
OXCT1|5019	1156.825	OXCT1|5019	3023.8908
lowly_expressed	lowly_expressed	OXER1|165140	20.0512
OXGR1|27199	181.2689	OXGR1|27199	11.0922
OXNAD1|92106	236.565	OXNAD1|92106	239.7611
OXR1|55074	1191.2478	OXR1|55074	2863.4812
OXSM|54995	210.1987	OXSM|54995	167.2355
OXSR1|9943	1435.5031	OXSR1|9943	1435.1536
OXTR|5021	58.592	OXTR|5021	2975.256
lowly_expressed	lowly_expressed	P2RX1|5023	29.4369
P2RX4|5025	942.232	P2RX4|5025	298.2082
P2RX5|5026	13.7325	P2RX5|5026	12.5171
lowly_expressed	lowly_expressed	P2RX6|9127	9.3857
P2RX7|5027	59.3244	P2RX7|5027	61.0068
P2RY10|27334	16.1128	P2RY10|27334	8.5324
P2RY11|5032	56.6438	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	P2RY12|64805	89.5904
P2RY13|53829	65.5498	P2RY13|53829	102.3891
P2RY14|9934	31.127	P2RY14|9934	75.9386
P2RY1|5028	12.0846	P2RY1|5028	35.8362
P2RY2|5029	397.6929	P2RY2|5029	123.7201
P2RY6|5031	58.2258	P2RY6|5031	17.9181
P2RY8|286530	80.9301	P2RY8|286530	89.1638
P4HA1|5033	1411.3339	P4HA1|5033	631.3993
P4HA2|8974	546.0038	P4HA2|8974	413.3959
P4HA3|283208	221.1847	lowly_expressed	lowly_expressed
P4HB|5034	11974.366000000002	P4HB|5034	9689.8464
P4HTM|54681	517.4403	P4HTM|54681	440.273
P704P|641455	22.7044	P704P|641455	8.5324
PA2G4P4|647033	61.5216	PA2G4P4|647033	38.3959
PA2G4|5036	4065.9159999999997	PA2G4|5036	2682.5939
PAAF1|80227	372.4252	PAAF1|80227	313.1399
PABPC1L|80336	141.3531	PABPC1L|80336	114.7611
PABPC1|26986	17887.0274	PABPC1|26986	22364.7611
PABPC3|5042	158.9307	PABPC3|5042	235.9215
PABPC4L|132430	67.747	PABPC4L|132430	112.62799999999999
PABPC4|8761	2231.6213	PABPC4|8761	3607.9352
PABPC5|140886	15.0142	PABPC5|140886	59.727
PABPN1|8106	1684.3834	lowly_expressed	lowly_expressed
PACRGL|133015	234.734	PACRGL|133015	232.9352
lowly_expressed	lowly_expressed	PACRG|135138	24.3174
PACS1|55690	1637.6453	PACS1|55690	2891.2116
PACS2|23241	918.7952	PACS2|23241	1735.9215
PACSIN1|29993	140.9869	PACSIN1|29993	20.0512
PACSIN2|11252	1748.9701	PACSIN2|11252	793.5154
PACSIN3|29763	655.4976	PACSIN3|29763	314.8464
PADI2|11240	249.0158	PADI2|11240	611.7747
PAF1|54623	1518.9966	PAF1|54623	988.9078
PAFAH1B1|5048	3876.2245	PAFAH1B1|5048	4223.9761
PAFAH1B2|5049	442.7355	PAFAH1B2|5049	589.1638
PAFAH1B3|5050	838.1983	PAFAH1B3|5050	120.1749
PAFAH2|5051	451.5243	PAFAH2|5051	428.3276
PAG1|55824	210.9311	PAG1|55824	138.2253
PAH|5053	38.451	lowly_expressed	lowly_expressed
PAICS|10606	4260.3679999999995	PAICS|10606	1491.8942
PAIP1|10605	1409.5029	PAIP1|10605	1328.0717
PAIP2B|400961	125.9727	PAIP2B|400961	683.4471
PAIP2|51247	1804.9986	PAIP2|51247	2638.6519
PAK1IP1|55003	288.5654	PAK1IP1|55003	226.9625
PAK1|5058	1980.7745	PAK1|5058	807.1672
PAK2|5062	3200.5859	PAK2|5062	2868.1741
PAK3|5063	12.4508	PAK3|5063	60.5802
PAK4|10298	1774.9702	PAK4|10298	643.3447
PAK6|56924	364.1417	PAK6|56924	218.8567
lowly_expressed	lowly_expressed	PAK7|57144	87.884
PALB2|79728	381.5802	PALB2|79728	268.3447
PALLD|23022	5230.7974	PALLD|23022	5061.0068
PALM2-AKAP2|445815	1129.7556	PALM2-AKAP2|445815	6786.6041
PALM2|114299	24.1948	PALM2|114299	102.5384
PALM3|342979	6.9578	PALM3|342979	34.1297
PALMD|54873	427.3551	PALMD|54873	4363.0546
PALM|5064	325.9178	PALM|5064	3018.3447
PAMR1|25891	78.7329	PAMR1|25891	768.3447
PAM|5066	1631.4199	PAM|5066	4052.0478
PAN2|9924	823.2171	PAN2|9924	768.3447
PAN3|255967	1547.5602	PAN3|255967	1356.2287
PANK1|53354	150.1419	PANK1|53354	104.0956
PANK2|80025	413.0733	PANK2|80025	529.4369
PANK3|79646	1952.5771	PANK3|79646	850.6826
PANK4|55229	313.467	PANK4|55229	300.7679
PANX1|24145	484.1161	PANX1|24145	296.0751
PANX2|56666	71.0428	PANX2|56666	34.1297
PAOX|196743	99.2401	PAOX|196743	104.5222
PAPD4|167153	945.5278	PAPD4|167153	1253.8396
PAPD5|64282	243.5228	PAPD5|64282	383.959
PAPD7|11044	475.6935	PAPD7|11044	937.2867
PAPLN|89932	76.1696	PAPLN|89932	331.4846
PAPOLA|10914	5289.0232	PAPOLA|10914	3364.3345
PAPOLG|64895	500.2289	PAPOLG|64895	444.1126
lowly_expressed	lowly_expressed	PAPPA2|60676	23.0375
PAPPA|5069	57.1272	PAPPA|5069	142.4915
PAPSS1|9061	1315.0233	PAPSS1|9061	2712.884
PAPSS2|9060	1043.6693	PAPSS2|9060	931.314
PAQR3|152559	452.9891	PAQR3|152559	330.2133
PAQR4|124222	1593.9284	PAQR4|124222	102.5768
PAQR5|54852	85.3245	PAQR5|54852	58.4471
PAQR6|79957	154.5363	PAQR6|79957	21.7577
PAQR7|164091	246.8186	PAQR7|164091	300.7679
PAQR8|85315	131.0995	PAQR8|85315	182.5939
PAR-SN|347746	176.2922	PAR-SN|347746	222.9778
PAR5|8123	104.0007	PAR5|8123	117.7474
PARD3B|117583	112.0571	PARD3B|117583	264.9317
PARD3|56288	658.061	PARD3|56288	1316.9795
PARD6A|50855	43.2116	PARD6A|50855	34.5563
PARD6B|84612	116.8177	PARD6B|84612	214.5904
PARD6G|84552	164.7899	PARD6G|84552	258.5324
PARG|8505	684.0612	PARG|8505	404.4369
PARK2|5071	23.4368	PARK2|5071	235.0683
PARK7|11315	2450.6088	PARK7|11315	3700.0853
PARL|55486	599.469	PARL|55486	945.3925
PARM1|25849	379.7492	PARM1|25849	1906.9966
PARN|5073	1335.8967	PARN|5073	1007.6792
PARP10|84875	677.8358	PARP10|84875	656.57
PARP11|57097	358.5096	PARP11|57097	362.2014
PARP12|64761	415.2705	PARP12|64761	346.4164
PARP14|54625	2045.5919	PARP14|54625	1073.3788
PARP15|165631	6.9578	lowly_expressed	lowly_expressed
PARP16|54956	253.044	PARP16|54956	375.0
PARP1|142	8847.3862	PARP1|142	2508.5324
PARP2|10038	375.3548	lowly_expressed	lowly_expressed
PARP3|10039	422.5945	PARP3|10039	851.1092
PARP4|143	1393.3901	PARP4|143	2008.9589999999998
PARP6|56965	686.9908	PARP6|56965	924.9147
PARP8|79668	530.9897	PARP8|79668	395.0512
PARP9|83666	2330.9091	PARP9|83666	872.0989999999999
PARS2|25973	111.3247	PARS2|25973	122.4403
PART1|25859	80.5639	PART1|25859	28.156999999999996
PARVA|55742	2376.6365	PARVA|55742	5623.2935
PARVB|29780	279.0442	PARVB|29780	669.3686
PARVG|64098	120.1135	PARVG|64098	52.4744
PASK|23178	291.1288	PASK|23178	120.3072
PATL1|219988	786.5971	PATL1|219988	1165.9556
PATL2|197135	5.492999999999999	PATL2|197135	7.6792
PATZ1|23598	3277.4879	PATZ1|23598	1188.9932
PAWR|5074	417.1015	PAWR|5074	346.843
PAX1|5075	5.492999999999999	lowly_expressed	lowly_expressed
PAX2|5076	46.8736	PAX2|5076	14.9317
PAX6|5080	20.141	PAX6|5080	56.31399999999999
PAX7|5081	2709.1458	lowly_expressed	lowly_expressed
PAX8|7849	35.8876	PAX8|7849	37.9693
PAX9|5083	905.2458	PAX9|5083	49.4881
PAXIP1|22976	640.8349	PAXIP1|22976	404.7099
PBK|55872	649.6384	lowly_expressed	lowly_expressed
PBLD|64081	166.2547	PBLD|64081	288.8225
PBRM1|55193	1991.3943	PBRM1|55193	2538.8225
PBX1|5087	26569.2575	PBX1|5087	4950.9386
PBX2|5089	1783.759	PBX2|5089	1190.6997
PBX3|5090	219.7199	PBX3|5090	539.2491
PBXIP1|57326	2271.9033	PBXIP1|57326	3433.4471
PCBD1|5092	689.5542	PCBD1|5092	1587.884
PCBD2|84105	311.2698	PCBD2|84105	306.314
PCBP1|5093	7252.9525	PCBP1|5093	7253.4130000000005
PCBP2|5094	8660.9979	PCBP2|5094	11544.9232
lowly_expressed	lowly_expressed	PCBP3|54039	142.9181
PCBP4|57060	226.6777	PCBP4|57060	398.8908
PCCA|5095	375.4939	PCCA|5095	1479.4369
PCCB|5096	1388.0985	PCCB|5096	1841.2287
lowly_expressed	lowly_expressed	PCDH10|57575	17.0648
lowly_expressed	lowly_expressed	PCDH11X|27328	19.6246
PCDH12|51294	352.6504	PCDH12|51294	831.4846
PCDH17|27253	301.3824	PCDH17|27253	130.5461
PCDH18|54510	324.8192	lowly_expressed	lowly_expressed
PCDH19|57526	59.3244	PCDH19|57526	234.6416
PCDH1|5097	2001.6479	PCDH1|5097	1561.0068
PCDH20|64881	666.8498	PCDH20|64881	16.2116
PCDH7|5099	348.256	PCDH7|5099	545.6485
PCDH9|5101	8.4226	PCDH9|5101	255.9727
PCDHA10|56139	1187.3258	PCDHA10|56139	116.6809
PCDHA11|56138	458.7384	PCDHA11|56138	43.2892
PCDHA12|56137	29.578000000000003	PCDHA12|56137	27.4061
lowly_expressed	lowly_expressed	PCDHA13|56136	47.0392
PCDHA1|56147	92.5826	PCDHA1|56147	22.9266
PCDHA2|56146	14.648	PCDHA2|56146	13.6519
PCDHA3|56145	84.3761	PCDHA3|56145	73.5068
PCDHA4|56144	408.6277	PCDHA4|56144	55.9727
lowly_expressed	lowly_expressed	PCDHA5|56143	15.3882
PCDHA6|56142	493.7032	PCDHA6|56142	65.32
PCDHA7|56141	13.0294	PCDHA7|56141	17.5768
PCDHA8|56140	15.2449	lowly_expressed	lowly_expressed
PCDHA9|9752	17.8742	lowly_expressed	lowly_expressed
PCDHAC1|56135	183.8323	PCDHAC1|56135	15.3712
PCDHAC2|56134	256.6914	PCDHAC2|56134	40.2474
PCDHB10|56126	57.4934	PCDHB10|56126	74.6587
PCDHB11|56125	5.492999999999999	PCDHB11|56125	36.6894
PCDHB12|56124	22.3382	PCDHB12|56124	78.4983
PCDHB13|56123	25.2678	PCDHB13|56123	77.6451
PCDHB14|56122	97.4091	PCDHB14|56122	140.785
PCDHB15|56121	16.8452	PCDHB15|56121	77.2184
PCDHB16|57717	83.8597	PCDHB16|57717	189.4198
lowly_expressed	lowly_expressed	PCDHB18|54660	29.0102
lowly_expressed	lowly_expressed	PCDHB19P|84054	17.0648
PCDHB2|56133	243.889	PCDHB2|56133	120.7338
PCDHB3|56132	216.0579	PCDHB3|56132	82.7645
PCDHB4|56131	44.3102	PCDHB4|56131	185.5802
PCDHB5|26167	22.3382	PCDHB5|26167	108.3618
PCDHB6|56130	13.9156	PCDHB6|56130	81.4846
PCDHB7|56129	41.3806	PCDHB7|56129	123.7201
PCDHB8|56128	23.0706	PCDHB8|56128	70.8191
PCDHB9|56127	37.3524	PCDHB9|56127	79.3515
PCDHGA10|56106	326.5623	PCDHGA10|56106	125.6698
PCDHGA11|56105	6.5916	PCDHGA11|56105	46.7705
PCDHGA12|26025	75.7118	PCDHGA12|26025	51.1945
lowly_expressed	lowly_expressed	PCDHGA1|56114	11.9454
PCDHGA2|56113	14.344000000000001	PCDHGA2|56113	122.4403
lowly_expressed	lowly_expressed	PCDHGA3|56112	49.0614
PCDHGA4|56111	18.31	PCDHGA4|56111	178.1613
PCDHGA5|56110	8.7888	PCDHGA5|56110	61.6724
PCDHGA6|56109	20.8624	PCDHGA6|56109	79.8123
PCDHGA7|56108	19.8737	PCDHGA7|56108	31.9966
lowly_expressed	lowly_expressed	PCDHGA8|9708	11.5188
PCDHGA9|56107	19.4086	PCDHGA9|56107	126.2159
PCDHGB1|56104	11.9198	PCDHGB1|56104	29.0102
PCDHGB2|56103	200.3992	PCDHGB2|56103	100.8148
PCDHGB3|56102	5.8592	PCDHGB3|56102	27.3038
PCDHGB4|8641	7.6902	PCDHGB4|8641	86.1775
PCDHGB5|56101	44.4054	PCDHGB5|56101	247.2056
PCDHGB6|56100	23.4185	PCDHGB6|56100	262.3635
PCDHGB7|56099	43.2116	PCDHGB7|56099	421.9155
PCDHGC3|5098	1168.5764	PCDHGC3|5098	1988.285
lowly_expressed	lowly_expressed	PCDHGC5|56097	5.3114
PCF11|51585	1205.5296	PCF11|51585	1872.8669
