gene_id	TCGA-BH-A1FM-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FM-11B-23R-A13Q-07
ALOX15B|247	83.0086	ALOX15B|247	1400.5038
ALOX15|246	242.5011	ALOX15|246	31.7533
ALOX5AP|241	553.1491	ALOX5AP|241	204.8699
ALOX5|240	246.12599999999998	ALOX5|240	382.5662
ALOXE3|59344	69.2343	ALOXE3|59344	12.5181
ALPK1|80216	413.5931	ALPK1|80216	859.4764
ALPK2|115701	67.0594	ALPK2|115701	9.4649
ALPK3|57538	116.7195	ALPK3|57538	456.4537
ALPL|249	210.9651	ALPL|249	817.9528
ALS2CL|259173	15.2243	ALS2CL|259173	386.2301
lowly_expressed	lowly_expressed	ALS2CR11|151254	6.4117
ALS2CR4|65062	431.7173	ALS2CR4|65062	2435.234
ALS2CR8|79800	139.9184	ALS2CR8|79800	285.7797
ALS2|57679	463.9783	ALS2|57679	834.7454
lowly_expressed	lowly_expressed	ALX1|8092	6.7170000000000005
lowly_expressed	lowly_expressed	ALX3|257	35.1118
lowly_expressed	lowly_expressed	ALX4|60529	28.7001
AMACR|23600	435.3421	AMACR|23600	179.22299999999998
lowly_expressed	lowly_expressed	AMBP|259	51.9044
AMBRA1|55626	479.565	AMBRA1|55626	906.1904
AMD1|262	1510.8292	AMD1|262	2530.1885
AMDHD1|144193	25.7363	AMDHD1|144193	41.5235
AMDHD2|51005	46.7603	AMDHD2|51005	100.0046
AMFR|267	4475.5777	AMFR|267	3232.1197
lowly_expressed	lowly_expressed	AMICA1|120425	138.6154
AMIGO1|57463	33.3484	AMIGO1|57463	178.30700000000002
AMIGO2|347902	26000.9062	AMIGO2|347902	6736.8903
AMIGO3|386724	23.9239	AMIGO3|386724	45.798
AMMECR1L|83607	616.5836	AMMECR1L|83607	1100.0687
AMMECR1|9949	619.4835	AMMECR1|9949	195.0996
AMN1|196394	465.0657	AMN1|196394	239.9817
AMN|81693	14.8618	lowly_expressed	lowly_expressed
AMOTL1|154810	949.3430000000001	AMOTL1|154810	3469.0482
AMOTL2|51421	1951.246	AMOTL2|51421	5095.7942
AMOT|154796	396.1939	AMOT|154796	1315.6248
lowly_expressed	lowly_expressed	AMPD1|270	58.0108
AMPD2|271	287.449	AMPD2|271	600.2595
AMPD3|272	152.9678	AMPD3|272	221.3571
AMPH|273	306.2981	AMPH|273	122.4334
lowly_expressed	lowly_expressed	AMT|275	152.254
lowly_expressed	lowly_expressed	AMY1A|276	9.7702
AMY2B|280	19.2116	AMY2B|280	466.3797
AMZ1|155185	10.512	lowly_expressed	lowly_expressed
AMZ2P1|201283	1306.0263	AMZ2P1|201283	319.9756
AMZ2|51321	12060.1722	AMZ2|51321	1113.8081
ANAPC10|10393	364.6579	ANAPC10|10393	163.6516
ANAPC11|51529	473.7653	ANAPC11|51529	450.6526
ANAPC13|25847	2525.6874	ANAPC13|25847	977.0277
ANAPC16|119504	1590.213	ANAPC16|119504	2681.0167
ANAPC1|64682	793.1128	ANAPC1|64682	910.4649
ANAPC2|29882	272.5872	ANAPC2|29882	591.0999
ANAPC4|29945	673.4934	ANAPC4|29945	741.9281
ANAPC5|51433	2454.7349	ANAPC5|51433	2241.3556
ANAPC7|51434	1871.4998	ANAPC7|51434	821.3114
ANGEL1|23357	461.8034	ANGEL1|23357	709.5642
ANGEL2|90806	1168.2827	ANGEL2|90806	803.6028
ANGPT1|284	43.8604	ANGPT1|284	276.3148
ANGPT2|285	824.2864	ANGPT2|285	463.4761
lowly_expressed	lowly_expressed	ANGPT4|51378	14.35
ANGPTL1|9068	13.7744	ANGPTL1|9068	499.5039
ANGPTL2|23452	2433.7109	ANGPTL2|23452	4027.4788
ANGPTL4|51129	94.9705	ANGPTL4|51129	634.4554
lowly_expressed	lowly_expressed	ANGPTL5|253935	9.1596
lowly_expressed	lowly_expressed	ANGPTL7|10218	458.8963
ANG|283	67.6973	ANG|283	669.5214
lowly_expressed	lowly_expressed	ANK1|286	14.9607
ANK2|287	198.6407	ANK2|287	1223.1127
ANK3|288	596.2845	ANK3|288	1514.3882
ANKAR|150709	28.2737	ANKAR|150709	61.98
ANKDD1A|348094	35.5233	ANKDD1A|348094	131.593
lowly_expressed	lowly_expressed	ANKFN1|162282	68.697
ANKFY1|51479	1298.4141	ANKFY1|51479	2618.1208
ANKHD1-EIF4EBP3|404734	985.2759	ANKHD1-EIF4EBP3|404734	901.9831
ANKHD1|54882	3749.7309	ANKHD1|54882	3558.7787
ANKH|56172	2440.5981	ANKH|56172	2104.8775
ANKIB1|54467	2868.328	ANKIB1|54467	1524.1585
lowly_expressed	lowly_expressed	ANKK1|255239	65.9492
lowly_expressed	lowly_expressed	ANKLE1|126549	10.9915
ANKLE2|23141	1217.9429	ANKLE2|23141	1633.1578
ANKMY1|51281	51.1101	ANKMY1|51281	236.9285
ANKMY2|57037	558.2238	ANKMY2|57037	884.5126
ANKRA2|57763	492.6144	ANKRA2|57763	417.0674
ANKRD10|55608	1056.3951	ANKRD10|55608	1548.8894
ANKRD11|29123	800.6851	ANKRD11|29123	2539.6565
ANKRD12|23253	1665.9719	ANKRD12|23253	2114.6477
ANKRD13A|88455	1835.2515	ANKRD13A|88455	1390.7335
ANKRD13B|124930	27.1862	ANKRD13B|124930	103.8089
ANKRD13C|81573	950.7929	ANKRD13C|81573	730.6312
ANKRD13D|338692	265.3376	ANKRD13D|338692	330.9671
ANKRD16|54522	60.1722	ANKRD16|54522	188.3246
ANKRD17|26057	3905.0295	ANKRD17|26057	3814.06
ANKRD19|138649	11.9619	ANKRD19|138649	20.7618
lowly_expressed	lowly_expressed	ANKRD1|27063	5.8011
lowly_expressed	lowly_expressed	ANKRD20A3|441425	16.182000000000002
ANKRD20B|729171	7.9746	ANKRD20B|729171	10.3809
ANKRD22|118932	51.8351	ANKRD22|118932	25.9522
ANKRD23|200539	14.1368	ANKRD23|200539	35.4171
lowly_expressed	lowly_expressed	ANKRD24|170961	30.8373
ANKRD26|22852	239.2388	ANKRD26|22852	385.9247
ANKRD27|84079	1636.2483	ANKRD27|84079	867.72
ANKRD28|23243	2292.3425	ANKRD28|23243	1506.7552
ANKRD29|147463	14.1368	ANKRD29|147463	361.4991
ANKRD30A|91074	1347.7118	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD30B|374860	139.8367
lowly_expressed	lowly_expressed	ANKRD31|256006	6.1064
ANKRD32|84250	373.72	ANKRD32|84250	164.2623
ANKRD34A|284615	7.9746	ANKRD34A|284615	16.7926
lowly_expressed	lowly_expressed	ANKRD35|148741	155.7133
ANKRD36BP1|84832	135.5686	ANKRD36BP1|84832	228.3795
ANKRD36B|57730	30.0861	ANKRD36B|57730	145.0271
ANKRD36|375248	154.7802	ANKRD36|375248	406.6865
ANKRD37|353322	173.1509	ANKRD37|353322	121.9052
ANKRD39|51239	150.06799999999998	ANKRD39|51239	94.9546
ANKRD40|91369	1267.9656	ANKRD40|91369	2049.3092
ANKRD42|338699	450.9289	ANKRD42|338699	337.9895
ANKRD43|134548	29.7236	ANKRD43|134548	48.5459
ANKRD44|91526	22.1115	ANKRD44|91526	109.9153
lowly_expressed	lowly_expressed	ANKRD45|339416	19.2352
ANKRD46|157567	1352.4459	ANKRD46|157567	605.3675
ANKRD49|54851	489.7145	ANKRD49|54851	334.6309
ANKRD50|57182	4330.947	ANKRD50|57182	1577.2842
ANKRD52|283373	705.3919	ANKRD52|283373	1268.3001
lowly_expressed	lowly_expressed	ANKRD53|79998	119.3802
ANKRD54|129138	186.6787	ANKRD54|129138	285.7797
ANKRD56|345079	59.0847	ANKRD56|345079	135.8675
ANKRD57|65124	686.5428	ANKRD57|65124	651.8586
ANKRD5|63926	363.5705	ANKRD5|63926	185.3294
ANKRD6|22881	260.7703	ANKRD6|22881	399.0657
ANKRD7|56311	13.0494	lowly_expressed	lowly_expressed
ANKRD9|122416	45.6729	ANKRD9|122416	25.0363
ANKS1A|23294	589.7599	ANKS1A|23294	1257.0033
ANKS1B|56899	146.4431	ANKS1B|56899	121.5174
ANKS3|124401	34.7984	ANKS3|124401	203.3433
ANKS6|203286	65.6094	ANKS6|203286	252.8051
ANKZF1|55139	201.903	ANKZF1|55139	666.8193
ANLN|54443	2185.4101	ANLN|54443	77.8567
ANO10|55129	679.6556	ANO10|55129	723.3036
ANO1|55107	2504.7576	ANO1|55107	8746.8132
ANO2|57101	27.1862	ANO2|57101	90.6801
ANO3|63982	338.1966	ANO3|63982	94.3439
lowly_expressed	lowly_expressed	ANO4|121601	6.4117
ANO5|203859	203.35299999999998	ANO5|203859	114.8004
ANO6|196527	4024.6488	ANO6|196527	5831.6159
ANO7|50636	39.5106	ANO7|50636	15.5713
ANO8|57719	97.1454	ANO8|57719	201.206
ANO9|338440	79.0213	ANO9|338440	107.77799999999999
ANP32A|8125	3352.6053	ANP32A|8125	2383.9402
ANP32B|10541	2131.0376	ANP32B|10541	2623.9218
ANP32E|81611	4306.2981	ANP32E|81611	1382.7952
ANPEP|290	520.8881	ANPEP|290	3213.1898
ANTXR1|84168	16852.9225	ANTXR1|84168	6187.3139
ANTXR2|118429	970.367	ANTXR2|118429	2113.7318
ANUBL1|93550	253.7381	ANUBL1|93550	387.7567
ANXA11|311	1162.1205	ANXA11|311	3380.2
lowly_expressed	lowly_expressed	ANXA13|312	5.4958
ANXA1|301	1965.0204	ANXA1|301	15159.1482
ANXA2P1|303	81.5587	ANXA2P1|303	37.5544
ANXA2P2|304	4173.9918	ANXA2P2|304	4007.0224
ANXA2|302	15910.4667	ANXA2|302	11061.1404
ANXA3|306	381.3321	ANXA3|306	1628.578
ANXA4|307	1481.4681	ANXA4|307	1525.3797
ANXA5|308	10026.28	ANXA5|308	7199.7557
ANXA6|309	2828.0924	ANXA6|309	5965.0408
ANXA7|310	4114.5446	ANXA7|310	3190.2908
lowly_expressed	lowly_expressed	ANXA8L2|244	174.6432
ANXA8|653145	7.2497	ANXA8|653145	250.3839
ANXA9|8416	1664.1595	ANXA9|8416	150.2175
AOAH|313	25.3738	AOAH|313	109.9153
AOC2|314	7.6121	AOC2|314	47.63
AOC3|8639	347.9837	AOC3|8639	7383.5585
AOX1|316	10.512	AOX1|316	950.1565
AP1AR|55435	1781.604	AP1AR|55435	674.1469999999999
AP1B1|162	1060.9878	AP1B1|162	1900.9236
AP1G1|164	5708.3824	AP1G1|164	2572.9334
AP1G2|8906	2067.7227	AP1G2|8906	888.2375
AP1M1|8907	602.4468	AP1M1|8907	798.107
AP1M2|10053	2658.4504	AP1M2|10053	649.1108
AP1S1|1174	557.1364	AP1S1|1174	336.7682
AP1S2|8905	1096.1486	AP1S2|8905	440.5771
AP1S3|130340	110.9198	AP1S3|130340	109.9153
AP2A1|160	1359.0829	AP2A1|160	1430.7061
AP2A2|161	883.0086	AP2A2|161	1580.6427
AP2B1|163	15644.4042	AP2B1|163	6833.6768
AP2M1|1173	7024.9207	AP2M1|1173	4526.0667
AP2S1|1175	1617.0367	AP2S1|1175	532.1731
AP3B1|8546	2419.9366	AP3B1|8546	1166.9338
AP3B2|8120	84.0961	AP3B2|8120	84.2684
AP3D1|8943	2018.3054	AP3D1|8943	2309.7473
AP3M1|26985	2096.2392	AP3M1|26985	1434.3943
AP3M2|10947	937.0186	AP3M2|10947	531.2572
AP3S1|1176	2202.0843	AP3S1|1176	858.8657
AP3S2|10239	2042.2293	AP3S2|10239	1565.0592
AP4B1|10717	310.7712	AP4B1|10717	335.0614
AP4E1|23431	865.2469	AP4E1|23431	452.1792
AP4M1|9179	162.3924	AP4M1|9179	261.8334
AP4S1|11154	393.6565	AP4S1|11154	86.7109
APAF1|317	710.8292	APAF1|317	668.0406
APBA1|320	104.7576	APBA1|320	400.2748
APBA2|321	36.9733	APBA2|321	58.0108
APBA3|9546	26.0988	APBA3|9546	125.1813
APBB1IP|54518	147.1681	APBB1IP|54518	517.2124
APBB1|322	237.4264	APBB1|322	833.8295
APBB2|323	4241.0512	APBB2|323	3011.6785
APBB3|10307	84.0961	APBB3|10307	298.9085
APCDD1L|164284	108.0199	APCDD1L|164284	109.61
APCDD1|147495	331.67199999999997	APCDD1|147495	1615.7545
APC|324	1845.0385	APC|324	1471.6434
APEH|327	851.1101	APEH|327	1139.1497
APEX1|328	2400.0	APEX1|328	1887.1842
APEX2|27301	846.0353	APEX2|27301	397.2216
APH1A|51107	3404.4404	APH1A|51107	3666.285
APH1B|83464	729.3158	APH1B|83464	747.1185
API5|8539	6541.3684	API5|8539	2881.3068
APIP|51074	597.3285	APIP|51074	418.2673
APITD1|378708	133.0313	APITD1|378708	127.0987
APLF|200558	44.2229	APLF|200558	133.1196
APLNR|187	230.1767	APLNR|187	1439.2794
APLN|8862	427.3675	APLN|8862	120.6015
APLP1|333	84.4585	APLP1|333	49.7672
APLP2|334	8703.942	APLP2|334	16457.3697
APOA1BP|128240	1048.3009	APOA1BP|128240	819.4794
APOB48R|55911	27.1862	APOB48R|55911	68.3917
APOBEC3A|200315	9.4572	APOBEC3A|200315	5.1904
APOBEC3B|9582	323.3022	APOBEC3B|9582	55.8736
APOBEC3C|27350	85.9085	APOBEC3C|27350	422.2578
APOBEC3D|140564	11.9619	APOBEC3D|140564	109.61
APOBEC3F|200316	94.6081	APOBEC3F|200316	215.8614
APOBEC3G|60489	83.7336	APOBEC3G|60489	351.1182
lowly_expressed	lowly_expressed	APOB|338	269.9031
APOC1|341	426.6425	APOC1|341	476.2995
APOC2|344	118.5319	APOC2|344	11.2968
APOD|347	1100.8609	APOD|347	16400.5801
APOE|348	278.7494	APOE|348	1314.0982
APOL1|8542	362.483	APOL1|8542	1087.2452
APOL2|23780	255.188	APOL2|23780	632.6235
APOL3|80833	108.3824	APOL3|80833	1144.9508
APOL4|80832	76.1214	APOL4|80832	180.4442
APOL6|80830	1517.3539	APOL6|80830	3892.8326
APOLD1|81575	337.8342	APOLD1|81575	1241.1266
APOM|55937	38.0607	APOM|55937	45.8377
APOOL|139322	658.2691	APOOL|139322	267.1552
APOO|79135	311.7354	APOO|79135	135.8675
APPBP2|10513	6586.6787	APPBP2|10513	1592.8555
APPL1|26060	2527.594	APPL1|26060	2419.3573
APPL2|55198	914.5446	APPL2|55198	1682.009
APP|351	14820.1178	APP|351	29272.2693
APRT|353	909.8324	APRT|353	755.0569
APTX|54840	430.2673	APTX|54840	452.1792
AQP11|282679	35.5233	AQP11|282679	24.4256
AQP1|358	630.7204	AQP1|358	16233.2341
AQP3|360	77.9338	AQP3|360	586.8254
lowly_expressed	lowly_expressed	AQP4|361	35.1118
lowly_expressed	lowly_expressed	AQP5|362	54.347
lowly_expressed	lowly_expressed	AQP7P1|375719	180.7496
lowly_expressed	lowly_expressed	AQP7P3|441432	13.7394
lowly_expressed	lowly_expressed	AQP7|364	1380.3526
AQP9|366	204.8029	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQPEP|206338	308.9718
AQR|9716	2315.9039	AQR|9716	1341.5770000000002
ARAF|369	747.44	ARAF|369	1053.66
ARAP1|116985	446.0716	ARAP1|116985	2228.5108
ARAP2|116984	444.4042	ARAP2|116984	341.6533
ARAP3|64411	88.0834	ARAP3|64411	606.9766
ARCN1|372	12018.8491	ARCN1|372	4261.6594
ARC|23237	6.8872	ARC|23237	78.7726
AREG|374	34.7984	AREG|374	294.634
ARF1|375	13029.8142	ARF1|375	6448.668000000001
ARF3|377	8860.5347	ARF3|377	4187.1613
ARF4|378	11548.7087	ARF4|378	3657.4307
ARF5|381	1041.4137	ARF5|381	1629.1123
ARF6|382	9908.8355	ARF6|382	3338.0658
ARFGAP1|55738	646.3072	ARFGAP1|55738	759.942
ARFGAP2|84364	1117.5351	ARFGAP2|84364	1932.0663
ARFGAP3|26286	1236.792	ARFGAP3|26286	1339.7451
ARFGEF1|10565	7373.7852	ARFGEF1|10565	1974.0111
ARFGEF2|10564	4907.295	ARFGEF2|10564	2490.8022
ARFIP1|27236	3132.2157	ARFIP1|27236	1171.8189
ARFIP2|23647	1827.6393	ARFIP2|23647	1175.7881
ARFRP1|10139	115.2696	ARFRP1|10139	330.9671
ARG2|384	167.0358	ARG2|384	242.87
ARGLU1|55082	884.821	ARGLU1|55082	2906.0377
ARHGAP10|79658	193.9284	ARHGAP10|79658	574.6126
ARHGAP11A|9824	1051.5632	ARHGAP11A|9824	86.7109
ARHGAP11B|89839	38.7857	ARHGAP11B|89839	15.8767
ARHGAP12|94134	1829.0893	ARHGAP12|94134	1358.3696
ARHGAP15|55843	33.7109	ARHGAP15|55843	64.1172
ARHGAP17|55114	834.0734	ARHGAP17|55114	1464.3157
ARHGAP18|93663	1369.4608	ARHGAP18|93663	583.1616
ARHGAP19|84986	356.3208	ARHGAP19|84986	1764.7508
ARHGAP1|392	3374.7168	ARHGAP1|392	3091.6724
ARHGAP20|57569	66.6969	ARHGAP20|57569	481.49
ARHGAP21|57584	1300.9515	ARHGAP21|57584	3117.9299
ARHGAP22|58504	15.2243	ARHGAP22|58504	39.3863
ARHGAP23|57636	226.5519	ARHGAP23|57636	1078.0856
ARHGAP24|83478	133.7562	ARHGAP24|83478	429.2802
ARHGAP25|9938	89.8958	ARHGAP25|9938	426.5323
ARHGAP26|23092	222.5646	ARHGAP26|23092	786.1995
ARHGAP27|201176	156.2302	ARHGAP27|201176	431.4174
ARHGAP28|79822	209.1527	ARHGAP28|79822	349.2863
ARHGAP29|9411	4358.4957	ARHGAP29|9411	3756.6598
ARHGAP30|257106	164.5673	ARHGAP30|257106	377.6811
ARHGAP31|57514	571.2732	ARHGAP31|57514	1713.1517
ARHGAP32|9743	4039.8731	ARHGAP32|9743	1794.3668
ARHGAP33|115703	102.2202	ARHGAP33|115703	202.7326
ARHGAP36|158763	6.8872	ARHGAP36|158763	518.1284
ARHGAP39|80728	248.6633	ARHGAP39|80728	131.8983
ARHGAP42|143872	139.9184	ARHGAP42|143872	304.0867
ARHGAP4|393	44.5854	ARHGAP4|393	244.5615
ARHGAP5|394	9146.1713	ARHGAP5|394	4014.9607
ARHGAP6|395	59.0847	ARHGAP6|395	175.8644
ARHGAP8|23779	201.9357	ARHGAP8|23779	330.4206
ARHGAP9|64333	31.1735	ARHGAP9|64333	92.512
ARHGDIA|396	4188.4912	ARHGDIA|396	3048.9276
ARHGDIB|397	2727.6846	ARHGDIB|397	2477.0628
lowly_expressed	lowly_expressed	ARHGDIG|398	7.7521
ARHGEF10L|55160	121.0693	ARHGEF10L|55160	784.6729
ARHGEF10|9639	568.3734	ARHGEF10|9639	1249.3703
ARHGEF11|9826	720.9787	ARHGEF11|9826	1609.3428
ARHGEF12|23365	9457.9067	ARHGEF12|23365	7653.1562
ARHGEF15|22899	86.6334	ARHGEF15|22899	1064.6516
ARHGEF16|27237	64.52199999999999	ARHGEF16|27237	195.0996
ARHGEF17|9828	524.8754	ARHGEF17|9828	1857.2628
ARHGEF18|23370	317.8976	ARHGEF18|23370	669.5672
ARHGEF19|128272	78.2963	ARHGEF19|128272	294.9393
ARHGEF1|9138	289.6239	ARHGEF1|9138	976.1087
ARHGEF2|9181	1017.4898	ARHGEF2|9181	1585.5278
lowly_expressed	lowly_expressed	ARHGEF33|100271715	20.4565
ARHGEF35|445328	159.855	ARHGEF35|445328	541.9434
ARHGEF37|389337	43.1355	ARHGEF37|389337	1833.4478
ARHGEF38|54848	31.535999999999998	ARHGEF38|54848	37.8597
ARHGEF3|50650	372.6325	ARHGEF3|50650	1509.8084
ARHGEF4|50649	8.3371	ARHGEF4|50649	243.6455
ARHGEF5|7984	393.6565	ARHGEF5|7984	638.4245
ARHGEF6|9459	419.3928	ARHGEF6|9459	2488.3597
ARHGEF7|8874	1474.2184	ARHGEF7|8874	1879.5512
ARHGEF9|23229	604.9841	ARHGEF9|23229	815.5103
ARID1A|8289	3648.7540000000004	ARID1A|8289	2830.9289
ARID1B|57492	1573.5387	ARID1B|57492	2721.9296
ARID2|196528	2452.9225	ARID2|196528	1115.64
ARID3A|1820	130.1314	ARID3A|1820	28.0895
ARID3B|10620	85.9085	ARID3B|10620	136.4781
ARID4A|5926	1286.0897	ARID4A|5926	1103.7325
ARID4B|51742	2551.5179	ARID4B|51742	1773.4371
ARID5A|10865	235.614	ARID5A|10865	1579.1161
ARID5B|84159	917.807	ARID5B|84159	5696.3591
ARIH1|25820	2373.1763	ARIH1|25820	2259.9802
ARIH2|10425	603.1717	ARIH2|10425	1946.7216
ARL10|285598	23.5614	ARL10|285598	56.1789
ARL11|115761	220.0272	ARL11|115761	29.9214
ARL13B|200894	394.744	ARL13B|200894	394.1684
ARL15|54622	984.8663	ARL15|54622	542.8593
ARL16|339231	151.5179	ARL16|339231	288.8329
ARL17A|51326	290.6353	ARL17A|51326	100.6305
ARL17B|641522	17.0947	lowly_expressed	lowly_expressed
ARL1|400	4441.8668	ARL1|400	2009.0069
ARL2BP|23568	2663.1627	ARL2BP|23568	1472.254
ARL2|402	214.2275	ARL2|402	819.7847
ARL3|403	609.6964	ARL3|403	619.1894
ARL4A|10124	398.3688	ARL4A|10124	918.4032
ARL4C|10123	1654.3725	ARL4C|10123	1611.1747
ARL4D|379	12.6869	ARL4D|379	124.876
ARL5A|26225	1545.2651	ARL5A|26225	944.0501
ARL5B|221079	441.5043	ARL5B|221079	302.5723
ARL6IP1|23204	16918.8944	ARL6IP1|23204	4376.1545
ARL6IP4|51329	231.9891	ARL6IP4|51329	1102.5113
ARL6IP5|10550	4592.2972	ARL6IP5|10550	3727.9597
ARL6IP6|151188	658.6316	ARL6IP6|151188	308.98400000000004
ARL6|84100	129.4064	ARL6|84100	87.3216
ARL8A|127829	1626.0988	ARL8A|127829	862.5296
ARL8B|55207	8629.633	ARL8B|55207	2189.1459
ARMC10|83787	1605.6439	ARMC10|83787	667.1949
ARMC1|55156	2468.5093	ARMC1|55156	802.0762
ARMC2|84071	28.9986	ARMC2|84071	62.2853
lowly_expressed	lowly_expressed	ARMC4|55130	9.4649
ARMC5|79798	102.2202	ARMC5|79798	264.7126
ARMC6|93436	230.1767	ARMC6|93436	359.6672
ARMC7|79637	243.5886	ARMC7|79637	185.3294
ARMC8|25852	1404.6217	ARMC8|25852	865.5828
ARMC9|80210	192.4785	ARMC9|80210	243.3402
ARMCX1|51309	485.0023	ARMCX1|51309	853.6753
ARMCX2|9823	1762.0299	ARMCX2|9823	813.0677
ARMCX3|51566	1969.3702	ARMCX3|51566	1752.2327
ARMCX5|64860	570.9107	ARMCX5|64860	395.3897
ARMCX6|54470	163.8423	ARMCX6|54470	171.8953
ARNT2|9915	144.6307	ARNT2|9915	350.5076
ARNTL2|56938	118.1695	ARNTL2|56938	72.0556
ARNTL|406	339.2841	ARNTL|406	506.2209
ARNT|405	1707.295	ARNT|405	2285.0164
ARPC1A|10552	2125.7091	ARPC1A|10552	1970.2313
ARPC1B|10095	660.3353	ARPC1B|10095	865.2775
ARPC2|10109	5516.6289	ARPC2|10109	3207.0834
ARPC3|10094	11667.2406	ARPC3|10094	1968.3994
ARPC4|10093	2196.3897	ARPC4|10093	2218.7192
ARPC5L|81873	950.7929	ARPC5L|81873	402.412
ARPC5|10092	8414.6806	ARPC5|10092	2495.6874
ARPM1|84517	31.8985	ARPM1|84517	58.0108
ARPP19|10776	10881.7399	ARPP19|10776	3828.41
ARRB1|408	225.1019	ARRB1|408	1337.3025
ARRB2|409	363.9329	ARRB2|409	418.8993
ARRDC1|92714	321.5224	ARRDC1|92714	360.8885
ARRDC2|27106	123.2442	ARRDC2|27106	630.4862
ARRDC3|57561	2494.9705	ARRDC3|57561	3566.4453
ARRDC4|91947	348.3462	ARRDC4|91947	1086.9399
ARSA|410	145.3557	ARSA|410	453.7058
ARSB|411	547.7118	ARSB|411	250.3626
ARSD|414	2129.2252	ARSD|414	2782.9937
ARSE|415	34.4359	ARSE|415	27.1735
ARSG|22901	460.7159	ARSG|22901	188.3826
ARSI|340075	56.9098	ARSI|340075	43.0501
ARSJ|79642	182.329	ARSJ|79642	218.3039
ARSK|153642	164.9298	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ART3|419	7.632999999999999
lowly_expressed	lowly_expressed	ART4|420	22.5937
lowly_expressed	lowly_expressed	ART5|116969	16.4873
ARTN|9048	6.1622	lowly_expressed	lowly_expressed
ARV1|64801	1259.266	ARV1|64801	332.1884
ARVCF|421	12.3244	ARVCF|421	311.4266
AR|367	155.1427	AR|367	661.6289
AS3MT|57412	100.7703	AS3MT|57412	306.5415
ASAH1|427	6947.7118	ASAH1|427	4628.0437
ASAH2B|653308	19.2116	ASAH2B|653308	13.7394
ASAM|79827	292.1613	ASAM|79827	995.9545
ASAP1|50807	1750.7929	ASAP1|50807	1335.7759
ASAP2|8853	3151.0648	ASAP2|8853	1289.6725
ASAP3|55616	507.1137	ASAP3|55616	1133.9592
ASB13|79754	437.1545	ASB13|79754	593.8478
ASB14|142686	9.0621	ASB14|142686	14.6554
lowly_expressed	lowly_expressed	ASB16|92591	13.0891
ASB1|51665	123.8496	ASB1|51665	845.3797
lowly_expressed	lowly_expressed	ASB2|51676	46.714
ASB3|51130	702.4921	ASB3|51130	352.0342
ASB4|51666	5.7997	lowly_expressed	lowly_expressed
ASB6|140459	316.2592	ASB6|140459	628.1475
ASB7|140460	806.1622	ASB7|140460	561.7892
ASB8|140461	1011.6901	ASB8|140461	856.7285
ASB9|140462	10.8745	ASB9|140462	65.3385
ASCC1|51008	598.4594	ASCC1|51008	371.2694
ASCC2|84164	624.1957	ASCC2|84164	1000.2289999999999
ASCC3|10973	2815.768	ASCC3|10973	1131.2114
ASCL1|429	113.0947	lowly_expressed	lowly_expressed
ASCL2|430	60.8971	ASCL2|430	11.2968
ASF1A|25842	1047.9384	ASF1A|25842	475.3836
ASF1B|55723	964.2048	ASF1B|55723	54.0417
lowly_expressed	lowly_expressed	ASGR1|432	10.3809
ASH1L|55870	3178.599	ASH1L|55870	4085.6881
ASH2L|9070	2967.2859	ASH2L|9070	1209.3733
ASL|435	213.14	ASL|435	352.6448
ASMTL|8623	215.6774	ASMTL|8623	635.982
ASNA1|439	689.8052	ASNA1|439	805.4347
ASNSD1|54529	1053.3756	ASNSD1|54529	1159.3008
ASNS|440	1196.5564	ASNS|440	431.7228
lowly_expressed	lowly_expressed	ASPA|443	114.1898
lowly_expressed	lowly_expressed	ASPG|374569	13.4341
ASPHD1|253982	14.8618	ASPHD1|253982	14.0447
ASPHD2|57168	48.2102	ASPHD2|57168	45.4927
ASPH|444	2618.0009	ASPH|444	7980.0412
ASPM|259266	1578.976	ASPM|259266	36.0278
ASPN|54829	9531.8532	ASPN|54829	383.1769
ASPRV1|151516	11.0884	ASPRV1|151516	115.12100000000001
ASPSCR1|79058	140.6434	ASPSCR1|79058	164.8729
ASRGL1|80150	40.2356	ASRGL1|80150	81.2152
ASS1|445	1722.8817	ASS1|445	2258.7589
ASTE1|28990	286.8981	ASTE1|28990	278.7543
lowly_expressed	lowly_expressed	ASTN1|460	143.5005
ASTN2|23245	61.2596	ASTN2|23245	226.5476
ASXL1|171023	1033.8015	ASXL1|171023	2317.6857
ASXL2|55252	595.5596	ASXL2|55252	1084.192
lowly_expressed	lowly_expressed	ASXL3|80816	41.5235
ATAD1|84896	1603.2623	ATAD1|84896	1170.5977
ATAD2B|54454	676.0308	ATAD2B|54454	389.5886
ATAD2|29028	4174.3543	ATAD2|29028	446.3781
ATAD3A|55210	53.285	ATAD3A|55210	238.4551
ATAD3B|83858	28.2737	ATAD3B|83858	175.5591
ATAD3C|219293	403.4436	ATAD3C|219293	90.9854
ATAD5|79915	150.06799999999998	ATAD5|79915	101.3663
ATE1|11101	313.1853	ATE1|11101	409.4344
ATF1|466	996.4658	ATF1|466	698.8779
ATF2|1386	623.1083	ATF2|1386	681.4747
ATF3|467	216.0399	ATF3|467	4116.9376
