gene_id	TCGA-BH-A0DP-01A-21R-A056-07	gene_id	TCGA-BH-A0DP-11A-12R-A089-07
OVOL2|58495	236.6052	OVOL2|58495	305.9961
OXA1L|5018	2086.5838	OXA1L|5018	2089.7295
OXCT1|5019	390.913	OXCT1|5019	989.2291
lowly_expressed	lowly_expressed	OXCT2|64064	8.481
OXER1|165140	12.0017	OXER1|165140	25.7824
OXGR1|27199	17.1453	OXGR1|27199	42.7445
OXNAD1|92106	220.3172	OXNAD1|92106	232.3806
OXR1|55074	1211.3159	OXR1|55074	1310.1518
OXSM|54995	204.8864	OXSM|54995	146.2132
OXSR1|9943	970.8530000000001	OXSR1|9943	1268.0858
OXTR|5021	57.8654	OXTR|5021	13764.7358
P2RX1|5023	15.4308	P2RX1|5023	16.2836
P2RX4|5025	662.2375	P2RX4|5025	732.7623
P2RX5|5026	17.6339	P2RX5|5026	25.9724
P2RX6|9127	6.0009	P2RX6|9127	13.9089
P2RX7|5027	68.1526	P2RX7|5027	121.4486
P2RY10|27334	19.7171	P2RY10|27334	10.8557
P2RY11|5032	88.3155	P2RY11|5032	30.7353
P2RY12|64805	68.5812	P2RY12|64805	81.7573
P2RY13|53829	186.0266	P2RY13|53829	98.0409
P2RY14|9934	18.0026	P2RY14|9934	54.2787
P2RY1|5028	23.1462	P2RY1|5028	26.8001
P2RY2|5029	120.0171	P2RY2|5029	229.6667
P2RY4|5030	6.0009	lowly_expressed	lowly_expressed
P2RY6|5031	63.4376	P2RY6|5031	15.9444
P2RY8|286530	100.3	P2RY8|286530	95.3269
P4HA1|5033	1870.1243	P4HA1|5033	870.1552
P4HA2|8974	1236.6052	P4HA2|8974	881.3502
P4HA3|283208	305.1865	P4HA3|283208	25.7824
P4HB|5034	10854.6935	P4HB|5034	11271.6479
P4HTM|54681	807.5439	P4HTM|54681	542.1084
P704P|641455	15.8594	P704P|641455	16.9621
PA2G4P4|647033	24.0034	PA2G4P4|647033	44.1014
PA2G4|5036	2224.6035	PA2G4|5036	3049.7837
PAAF1|80227	539.2199	PAAF1|80227	378.2546
PABPC1L|80336	104.5864	PABPC1L|80336	257.1453
PABPC1|26986	33135.8766	PABPC1|26986	24056.9926
PABPC3|5042	368.1955	PABPC3|5042	253.0744
PABPC4L|132430	39.4342	PABPC4L|132430	62.0812
PABPC4|8761	2877.8397	PABPC4|8761	2007.6329
PABPC5|140886	24.4321	PABPC5|140886	45.4584
PABPN1|8106	1747.4882	PABPN1|8106	1939.7032
PACRGL|133015	206.1723	PACRGL|133015	299.8897
lowly_expressed	lowly_expressed	PACRG|135138	71.2408
PACS1|55690	3088.2983	PACS1|55690	2369.9432
PACS2|23241	1087.5354	PACS2|23241	958.3581
PACSIN1|29993	115.3022	PACSIN1|29993	13.9089
PACSIN2|11252	1032.5761	PACSIN2|11252	1835.9766
PACSIN3|29763	972.5675	PACSIN3|29763	633.0252
PADI2|11240	972.9961	PADI2|11240	1184.9716
PAF1|54623	1211.3159	PAF1|54623	1778.6447
PAFAH1B1|5048	2544.7921	PAFAH1B1|5048	3639.0467
PAFAH1B2|5049	560.2229	PAFAH1B2|5049	817.9119999999999
PAFAH1B3|5050	787.3853	PAFAH1B3|5050	342.5596
PAFAH2|5051	590.2272	PAFAH2|5051	630.6505
PAG1|55824	225.8894	PAG1|55824	119.0739
lowly_expressed	lowly_expressed	PAH|5053	25.1039
PAICS|10606	2229.3185	PAICS|10606	1857.0096
PAIP1|10605	1134.162	PAIP1|10605	1014.6722
PAIP2B|400961	78.8684	PAIP2B|400961	363.32800000000003
PAIP2|51247	2167.5954	PAIP2|51247	2133.8309
PAK1IP1|55003	221.6031	PAK1IP1|55003	334.8317
PAK1|5058	2389.6271	PAK1|5058	1223.9844
PAK2|5062	3873.5534	PAK2|5062	2589.0934
PAK3|5063	5.5722	PAK3|5063	109.9143
PAK4|10298	1220.7458	PAK4|10298	1264.3542
PAK6|56924	227.6168	PAK6|56924	361.6318
PAK7|57144	16.288	PAK7|57144	131.9651
PALB2|79728	509.2156	PALB2|79728	365.7027
PALLD|23022	6232.7475	PALLD|23022	9037.0588
PALM2-AKAP2|445815	1099.1813	PALM2-AKAP2|445815	1934.7333
PALM2|114299	71.7703	PALM2|114299	71.7259
PALM3|342979	40.7201	PALM3|342979	65.1344
PALMD|54873	508.3583	PALMD|54873	1165.6348
PALM|5064	877.8397	PALM|5064	951.9125
PAMR1|25891	119.5885	PAMR1|25891	1719.2774
PAM|5066	3632.6618	PAM|5066	3393.7749
PAN2|9924	454.7793	PAN2|9924	1000.4241
PAN3|255967	979.8543	PAN3|255967	1249.4275
PANK1|53354	177.4539	PANK1|53354	60.385
PANK2|80025	459.4942	PANK2|80025	460.0119
PANK3|79646	821.2602	PANK3|79646	895.5983
PANK4|55229	261.4659	PANK4|55229	337.5456
PANX1|24145	597.9426	PANX1|24145	354.1684
PANX2|56666	122.5889	PANX2|56666	66.1521
PAOX|196743	116.5881	PAOX|196743	103.80799999999999
PAPD4|167153	1311.1873	PAPD4|167153	1101.1789
PAPD5|64282	272.6104	PAPD5|64282	295.4796
PAPD7|11044	530.2186	PAPD7|11044	533.2881
PAPLN|89932	290.6129	PAPLN|89932	472.8047
PAPOLA|10914	3202.7432	PAPOLA|10914	3651.9379
PAPOLG|64895	381.9117	PAPOLG|64895	401.32300000000004
lowly_expressed	lowly_expressed	PAPPA2|60676	29.8533
PAPPA|5069	116.5881	PAPPA|5069	100.4156
PAPSS1|9061	1862.8375	PAPSS1|9061	2721.7369
PAPSS2|9060	672.5246	PAPSS2|9060	456.6195
PAQR3|152559	200.6044	PAQR3|152559	310.43
PAQR4|124222	3649.6099	PAQR4|124222	188.5777
PAQR5|54852	139.7342	PAQR5|54852	301.9252
PAQR6|79957	21.4316	PAQR6|79957	38.6736
PAQR7|164091	349.7643	PAQR7|164091	508.1842
PAQR8|85315	335.1907	PAQR8|85315	187.6007
PAR-SN|347746	64.2949	PAR-SN|347746	282.6359
PAR5|8123	21.4316	PAR5|8123	60.7243
PARD3B|117583	130.733	PARD3B|117583	276.8213
PARD3|56288	956.7081	PARD3|56288	1968.6201
PARD6A|50855	95.5851	PARD6A|50855	77.6864
PARD6B|84612	609.087	PARD6B|84612	294.4619
PARD6G|84552	294.4706	PARD6G|84552	509.5412
PARG|8505	478.3541	PARG|8505	519.3792
PARK2|5071	27.4325	PARK2|5071	110.5928
PARK7|11315	3522.5032	PARK7|11315	3209.9059
PARL|55486	781.826	PARL|55486	1011.6189999999999
PARM1|25849	357.9083	PARM1|25849	639.1315
PARN|5073	2128.1612	PARN|5073	1150.0297
PARP10|84875	1708.1012	PARP10|84875	767.0257
PARP11|57097	258.8941	PARP11|57097	401.6623
PARP12|64761	913.4162	PARP12|64761	455.2625
PARP14|54625	2170.5958	PARP14|54625	1322.7038
PARP15|165631	6.4295	PARP15|165631	6.4456
PARP16|54956	283.7548	PARP16|54956	386.7356
PARP1|142	5830.6901	PARP1|142	2864.897
PARP2|10038	308.1869	PARP2|10038	434.908
PARP3|10039	807.1153	PARP3|10039	740.9041
PARP4|143	1346.3352	PARP4|143	2072.4281
PARP6|56965	408.0583	PARP6|56965	776.1852
PARP8|79668	148.3069	PARP8|79668	482.4018
PARP9|83666	1792.6961	PARP9|83666	1314.3957
PARS2|25973	167.1667	PARS2|25973	136.3752
PART1|25859	10.2872	PART1|25859	56.3141
PARVA|55742	2282.8976	PARVA|55742	3526.4185
PARVB|29780	483.9263	PARVB|29780	237.8085
PARVG|64098	254.1792	PARVG|64098	101.7725
PASK|23178	319.3313	PASK|23178	167.9247
PATL1|219988	1166.3095	PATL1|219988	1029.5988
lowly_expressed	lowly_expressed	PATL2|197135	5.4279
PATZ1|23598	1822.1174	PATZ1|23598	1693.495
PAWR|5074	464.2092	PAWR|5074	511.9159
PAX1|5075	5.1436	lowly_expressed	lowly_expressed
PAX2|5076	7.2868	PAX2|5076	63.4382
PAX5|5079	11.1444	lowly_expressed	lowly_expressed
PAX6|5080	44.5778	PAX6|5080	50.8863
PAX8|7849	21.8603	PAX8|7849	91.256
PAX9|5083	563.2233	PAX9|5083	112.289
PAXIP1|22976	697.0039	PAXIP1|22976	509.3444
PBK|55872	178.7398	lowly_expressed	lowly_expressed
PBLD|64081	174.4535	PBLD|64081	198.4564
PBRM1|55193	1285.4694	PBRM1|55193	1813.2474
PBX1|5087	7296.1852	PBX1|5087	5910.6098
PBX2|5089	795.9709	PBX2|5089	1573.0642
PBX3|5090	355.7651	PBX3|5090	428.4624
PBX4|80714	12.4303	PBX4|80714	9.838
PBXIP1|57326	4474.0677	PBXIP1|57326	4474.26
PCBD1|5092	1287.1839	PCBD1|5092	902.0439
PCBD2|84105	431.2045	PCBD2|84105	272.4112
PCBP1|5093	6524.6464	PCBP1|5093	5375.9647
PCBP2|5094	11646.3352	PCBP2|5094	11731.021999999999
PCBP3|54039	12.859000000000002	PCBP3|54039	33.5849
PCBP4|57060	318.9027	PCBP4|57060	586.5491
PCCA|5095	352.2632	PCCA|5095	780.8769
PCCB|5096	1355.0407	PCCB|5096	1204.573
PCDH10|57575	8.5727	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PCDH11X|27328	22.7292
PCDH12|51294	429.4899	PCDH12|51294	265.2871
PCDH17|27253	220.7458	PCDH17|27253	47.4939
PCDH18|54510	307.3296	PCDH18|54510	679.5013
PCDH19|57526	97.2996	PCDH19|57526	140.4461
PCDH1|5097	2890.27	PCDH1|5097	1949.2834
lowly_expressed	lowly_expressed	PCDH20|64881	84.132
PCDH7|5099	1078.4398	PCDH7|5099	205.9198
PCDH8|5100	15.4308	lowly_expressed	lowly_expressed
PCDH9|5101	24.0034	PCDH9|5101	71.58
PCDHA10|56139	102.0874	PCDHA10|56139	482.8462
PCDHA11|56138	63.2662	PCDHA11|56138	125.6348
PCDHA12|56137	176.4852	PCDHA12|56137	80.4308
lowly_expressed	lowly_expressed	PCDHA13|56136	14.1464
PCDHA1|56147	8.4784	PCDHA1|56147	27.4311
PCDHA2|56146	5.1436	PCDHA2|56146	53.8546
PCDHA3|56145	45.3322	PCDHA3|56145	112.0482
PCDHA4|56144	25.2508	PCDHA4|56144	116.2005
PCDHA5|56143	28.8898	PCDHA5|56143	11.446
PCDHA6|56142	40.0386	PCDHA6|56142	97.2572
PCDHA7|56141	15.4136	PCDHA7|56141	15.6696
lowly_expressed	lowly_expressed	PCDHA8|56140	6.7848
lowly_expressed	lowly_expressed	PCDHA9|9752	7.1241
PCDHAC1|56135	6.4295	PCDHAC1|56135	12.2127
PCDHAC2|56134	39.6657	PCDHAC2|56134	27.3124
PCDHB10|56126	70.2958	PCDHB10|56126	122.4663
PCDHB11|56125	25.2893	PCDHB11|56125	22.7292
PCDHB12|56124	34.2906	PCDHB12|56124	43.7622
PCDHB13|56123	43.7205	PCDHB13|56123	55.6357
PCDHB14|56122	99.4428	PCDHB14|56122	161.1399
PCDHB15|56121	35.1479	PCDHB15|56121	62.0812
PCDHB16|57717	206.1723	PCDHB16|57717	360.9533
PCDHB18|54660	11.5731	PCDHB18|54660	23.4077
lowly_expressed	lowly_expressed	PCDHB19P|84054	18.6583
PCDHB2|56133	61.7231	PCDHB2|56133	155.71200000000002
PCDHB3|56132	54.865	PCDHB3|56132	94.6485
PCDHB4|56131	103.3005	PCDHB4|56131	355.8646
PCDHB5|26167	51.0073	PCDHB5|26167	64.1167
PCDHB6|56130	35.1479	PCDHB6|56130	179.7982
PCDHB7|56129	72.8676	PCDHB7|56129	117.7169
PCDHB8|56128	27.0039	PCDHB8|56128	56.6534
PCDHB9|56127	54.865	PCDHB9|56127	142.4816
PCDHGA10|56106	34.2906	PCDHGA10|56106	253.7596
PCDHGA11|56105	21.8603	PCDHGA11|56105	35.4711
PCDHGA12|26025	91.7145	PCDHGA12|26025	172.0465
lowly_expressed	lowly_expressed	PCDHGA1|56114	11.195
PCDHGA2|56113	69.2285	PCDHGA2|56113	110.1247
PCDHGA3|56112	17.5739	PCDHGA3|56112	71.6411
PCDHGA4|56111	33.861999999999995	PCDHGA4|56111	206.5338
PCDHGA5|56110	21.8603	PCDHGA5|56110	117.9272
PCDHGA6|56109	27.4325	PCDHGA6|56109	115.5152
PCDHGA7|56108	24.9293	PCDHGA7|56108	73.3746
lowly_expressed	lowly_expressed	PCDHGA8|9708	19.3368
PCDHGA9|56107	37.3853	PCDHGA9|56107	171.0118
PCDHGB1|56104	15.8594	PCDHGB1|56104	47.8331
PCDHGB2|56103	37.7197	PCDHGB2|56103	164.55599999999998
PCDHGB3|56102	7.7154	PCDHGB3|56102	31.2102
PCDHGB4|8641	15.4308	PCDHGB4|8641	88.5421
PCDHGB5|56101	33.861999999999995	PCDHGB5|56101	434.2804
PCDHGB6|56100	69.1727	PCDHGB6|56100	221.7522
PCDHGB7|56099	211.5259	PCDHGB7|56099	441.0652
PCDHGC3|5098	1576.7038	PCDHGC3|5098	2543.004
PCDHGC5|56097	8.8127	PCDHGC5|56097	14.9165
PCDP1|200373	87.4411	lowly_expressed	lowly_expressed
PCF11|51585	1381.4831	PCF11|51585	1762.0219
PCGF1|84759	151.3073	PCGF1|84759	206.9375
PCGF2|7703	1163.1333	PCGF2|7703	752.7097
PCGF3|10336	1005.1436	PCGF3|10336	1358.6634
PCGF5|84333	1375.9108	PCGF5|84333	1568.9933
PCGF6|84108	156.8796	PCGF6|84108	97.7016
PCID2|55795	493.7848	PCID2|55795	824.3576
PCIF1|63935	993.1419	PCIF1|63935	1191.4172
PCK1|5105	17.1453	PCK1|5105	45.4584
PCK2|5106	853.8363	PCK2|5106	532.9489
PCLO|27445	565.7951	PCLO|27445	605.5466
PCM1|5108	5907.844	PCM1|5108	4743.9573
PCMT1|5110	960.1372	PCMT1|5110	1220.9312
PCMTD1|115294	2294.042	PCMTD1|115294	1723.0091
PCMTD2|55251	1240.0343	PCMTD2|55251	1773.2169
PCNA|5111	1287.6125	PCNA|5111	1047.9179
PCNP|57092	2327.904	PCNP|57092	2394.3686
PCNT|5116	564.9378	PCNT|5116	922.7377
PCNXL2|80003	559.7943	PCNXL2|80003	491.9006
PCNXL3|399909	1649.8071	PCNXL3|399909	1192.7741
PCNX|22990	1141.8774	PCNX|22990	2188.4488
PCOLCE2|26577	138.4483	PCOLCE2|26577	707.9976
PCOLCE|5118	2893.1462	PCOLCE|5118	1176.9689
PCP2|126006	11.5731	PCP2|126006	19.676
PCP4L1|654790	6.0009	PCP4L1|654790	45.1192
PCP4|5121	5.1436	PCP4|5121	9.1595
PCSK1N|27344	47.5782	PCSK1N|27344	16.9621
PCSK1|5122	13.7162	PCSK1|5122	8.481
lowly_expressed	lowly_expressed	PCSK2|5126	5.0886
PCSK4|54760	114.4449	PCSK4|54760	45.7976
PCSK5|5125	134.162	PCSK5|5125	125.8587
PCSK6|5046	2000.4286	PCSK6|5046	1392.5876
PCSK7|9159	685.5937	PCSK7|9159	692.8098
PCSK9|255738	45.8637	PCSK9|255738	7.4633
PCTP|58488	380.1972	PCTP|58488	532.9489
PCYOX1L|78991	391.3416	PCYOX1L|78991	289.7125
PCYOX1|51449	2001.2859	PCYOX1|51449	4562.1237
PCYT1A|5130	317.1882	PCYT1A|5130	475.2778
PCYT1B|9468	24.4321	PCYT1B|9468	72.2585
PCYT2|5833	309.9014	PCYT2|5833	539.0552
PC|5091	464.6378	PC|5091	1048.9356
PDAP1|11333	2047.5782	PDAP1|11333	1773.5561
PDCD10|11235	489.9271	PDCD10|11235	680.5189999999999
PDCD11|22984	1057.4368	PDCD11|22984	1083.5383
PDCD1LG2|80380	41.5774	PDCD1LG2|80380	80.0611
PDCD1|5133	30.0043	PDCD1|5133	10.8557
PDCD2L|84306	70.7244	PDCD2L|84306	66.4914
PDCD2|5134	555.9366	PDCD2|5134	796.2005
PDCD4|27250	8948.7655	PDCD4|27250	7690.7506
PDCD5|9141	391.3416	PDCD5|9141	414.2142
PDCD6IP|10015	4069.8671	PDCD6IP|10015	4412.8573
PDCD6|10016	1680.6687	PDCD6|10016	1459.4182
PDCD7|10081	359.6228	PDCD7|10081	609.9567
PDCL3|79031	278.6112	PDCL3|79031	398.9484
PDCL|5082	503.6434	PDCL|5082	469.5106
PDDC1|347862	724.3892	PDDC1|347862	1055.3812
PDE10A|10846	125.5894	PDE10A|10846	52.9217
PDE11A|50940	93.0133	PDE11A|50940	115.3422
PDE12|201626	599.2285	PDE12|201626	447.7992
PDE1A|5136	75.868	PDE1A|5136	64.4559
PDE1B|5153	112.3018	PDE1B|5153	97.0232
PDE1C|5137	9.4299	PDE1C|5137	344.6697
PDE2A|5138	274.7535	PDE2A|5138	540.4122
PDE3A|5139	55.2936	PDE3A|5139	50.8863
PDE3B|5140	102.4432	PDE3B|5140	167.9247
PDE4A|5141	915.1307	PDE4A|5141	364.6849
PDE4B|5142	1897.1282	PDE4B|5142	838.2665
PDE4DIP|9659	4608.6584	PDE4DIP|9659	1460.4359
PDE4D|5144	164.5478	PDE4D|5144	113.5951
PDE5A|8654	697.1367	PDE5A|8654	946.0368
PDE6B|5158	245.6065	PDE6B|5158	127.5549
PDE6D|5147	258.0369	PDE6D|5147	313.1202
PDE6G|5148	11.1444	lowly_expressed	lowly_expressed
PDE7A|5150	462.066	PDE7A|5150	594.6909
PDE7B|27115	75.0107	PDE7B|27115	98.3801
PDE8A|5151	316.7595	PDE8A|5151	500.0424
PDE8B|8622	170.1672	PDE8B|8622	457.2979
PDE9A|5152	77.1539	PDE9A|5152	209.6514
PDF|64146	112.6532	PDF|64146	85.0886
PDGFA|5154	263.1805	PDGFA|5154	529.2172
PDGFB|5155	570.9387	PDGFB|5155	544.8223
PDGFC|56034	818.2598	PDGFC|56034	762.6156
PDGFD|80310	560.2229	PDGFD|80310	2807.5651
PDGFRA|5156	1803.4548	PDGFRA|5156	4500.9855
PDGFRB|5159	5546.9353	PDGFRB|5159	2355.695
PDGFRL|5157	760.3943	PDGFRL|5157	1122.5511
PDHA1|5160	929.5799	PDHA1|5160	1231.2069
PDHB|5162	1170.5958	PDHB|5162	957.3403
PDHX|8050	688.6412	PDHX|8050	501.379
PDIA3P|171423	1681.5259	PDIA3P|171423	1996.0987
PDIA3|2923	6503.5491	PDIA3|2923	8319.6913
PDIA4|9601	2620.6601	PDIA4|9601	2070.0534
PDIA5|10954	361.76599999999996	PDIA5|10954	451.8701
PDIA6|10130	4204.282	PDIA6|10130	4419.4012
PDIK1L|149420	505.7865	PDIK1L|149420	353.1507
PDK1|5163	256.751	PDK1|5163	300.9075
PDK2|5164	1067.2953	PDK2|5164	1364.7697
PDK3|5165	388.3412	PDK3|5165	265.2871
PDK4|5166	2628.8041	PDK4|5166	16040.708999999999
PDLIM1|9124	4491.6417	PDLIM1|9124	6554.83
PDLIM2|64236	694.3849	PDLIM2|64236	231.7021
PDLIM3|27295	585.9408	PDLIM3|27295	2860.8261
PDLIM4|8572	393.0562	PDLIM4|8572	1338.6481
PDLIM5|10611	2939.1342	PDLIM5|10611	5851.920999999999
PDLIM7|9260	1225.8894	PDLIM7|9260	1216.8603
PDP1|54704	1271.7531	PDP1|54704	1041.1331
PDP2|57546	136.3052	PDP2|57546	223.5603
PDPK1|5170	2003.3305	PDPK1|5170	1716.1666
PDPN|10630	543.5062	PDPN|10630	913.2389
PDPR|55066	907.0682	PDPR|55066	1735.1777
PDRG1|81572	301.3288	PDRG1|81572	375.2014
PDS5A|23244	2720.5315	PDS5A|23244	2950.0466
PDS5B|23047	951.5645	PDS5B|23047	1564.5832
PDSS1|23590	29.1813	PDSS1|23590	41.7267
PDSS2|57107	309.0441	PDSS2|57107	387.7534
PDXDC1|23042	6992.2846	PDXDC1|23042	3429.0561
PDXDC2|283970	108.4441	PDXDC2|283970	331.4392
PDXK|8566	1986.7124	PDXK|8566	1686.0317
PDXP|57026	129.9657	PDXP|57026	109.5751
PDZD11|51248	1106.7295	PDZD11|51248	638.7923
PDZD2|23037	543.9348	PDZD2|23037	1184.2931
PDZD4|57595	59.1513	PDZD4|57595	221.1857
lowly_expressed	lowly_expressed	PDZD7|79955	7.1241
PDZD8|118987	504.5006	PDZD8|118987	676.4481
PDZK1IP1|10158	1419.2027	PDZK1IP1|10158	349.7583
PDZK1P1|728939	8.144	PDZK1P1|728939	25.1039
PDZK1|5174	16.288	PDZK1|5174	338.9026
PDZRN3|23024	739.82	PDZRN3|23024	1054.3635
PDZRN4|29951	39.8628	PDZRN4|29951	38.3343
PEA15|8682	7601.3716	PEA15|8682	7070.8099
PEAR1|375033	111.8731	PEAR1|375033	278.1783
PEBP1|5037	2205.7437	PEBP1|5037	3864.3033
PEBP4|157310	29.147	PEBP4|157310	15.6051
PECAM1|5175	1271.7531	PECAM1|5175	1094.7333
PECI|10455	729.5028	PECI|10455	1637.7814
PECR|55825	292.7561	PECR|55825	182.3662
PEF1|553115	1399.9143	PEF1|553115	1530.3197
PEG10|23089	32529.79	PEG10|23089	3238.7414
lowly_expressed	lowly_expressed	PEG3AS|100169890	15.5135
PEG3|5178	154.7364	PEG3|5178	891.3951
PELI1|57162	766.3952	PELI1|57162	1010.2621
PELI2|57161	207.8868	PELI2|57161	409.1256
PELI3|246330	377.6254	PELI3|246330	301.9252
PELO|53918	410.6301	PELO|53918	429.3444
PELP1|27043	1226.318	PELP1|27043	1202.2729
PEMT|10400	206.6009	PEMT|10400	282.9277
PENK|5179	6.0009	PENK|5179	96.0054
PEPD|5184	978.1397	PEPD|5184	998.7278
PER1|5187	1952.4218	PER1|5187	6423.5434
PER2|8864	1081.0116	PER2|8864	2892.7148
PER3|8863	1593.6562	PER3|8863	1932.9997
PERP|64065	5372.0532	PERP|64065	11218.0477
PES1|23481	1527.2182	PES1|23481	1299.2961
PET112L|5188	366.0523	PET112L|5188	381.9863
PEX10|5192	522.3146	PEX10|5192	399.19599999999997
PEX11A|8800	571.3673	PEX11A|8800	542.4476
PEX11B|8799	1501.5002	PEX11B|8799	627.9366
PEX11G|92960	104.5864	PEX11G|92960	63.7775
PEX12|5193	294.04200000000003	PEX12|5193	315.8341
PEX13|5194	921.9889	PEX13|5194	700.5343
PEX14|5195	435.0622	PEX14|5195	510.8981
PEX16|9409	531.9331	PEX16|9409	301.586
PEX19|5824	3007.3639	PEX19|5824	2650.9779
PEX1|5189	801.1144	PEX1|5189	680.8583
PEX26|55670	372.8033	PEX26|55670	520.5767
PEX2|5828	1195.4565	PEX2|5828	1318.9721
PEX3|8504	240.8916	PEX3|8504	440.3358
PEX5L|51555	5.5722	PEX5L|51555	10.1773
PEX5|5830	1030.0043	PEX5|5830	1030.9558
PEX6|5190	667.3811	PEX6|5190	785.684
PEX7|5191	172.739	PEX7|5191	213.0438
PFAS|5198	401.2002	PFAS|5198	489.5259
PFDN1|5201	1050.5787	PFDN1|5201	1148.3335
PFDN2|5202	745.8208	PFDN2|5202	403.3585
PFDN4|5203	251.6074	PFDN4|5203	255.7883
PFDN5|5204	5655.3793	PFDN5|5204	6758.375
PFDN6|10471	297.8997	PFDN6|10471	329.0645
PFKFB1|5207	9.0013	PFKFB1|5207	23.0684
PFKFB2|5208	1027.4539	PFKFB2|5208	511.5766
PFKFB3|5209	4459.4942	PFKFB3|5209	2561.6148
PFKFB4|5210	222.4604	PFKFB4|5210	175.388
PFKL|5211	2132.4475	PFKL|5211	2758.0358
PFKM|5213	1406.7724	PFKM|5213	1193.1134
PFKP|5214	840.12	PFKP|5214	680.1798
PFN1|5216	7372.9104	PFN1|5216	4659.486
PFN2|5217	2645.0922	PFN2|5217	1931.3035
PFN4|375189	12.0017	lowly_expressed	lowly_expressed
PGAM1|5223	2365.6237	PGAM1|5223	1945.5517
PGAM2|5224	25.718000000000004	PGAM2|5224	14.2482
PGAM4|441531	37.291	PGAM4|441531	43.0837
PGAM5|192111	272.9318	PGAM5|192111	267.2479
PGAP1|80055	164.1663	PGAP1|80055	573.3186
PGAP2|27315	658.8084	PGAP2|27315	645.5771
PGAP3|93210	754.3935	PGAP3|93210	969.8923
PGBD1|84547	72.8676	PGBD1|84547	153.3373
PGBD2|267002	214.745	PGBD2|267002	202.1881
PGBD3|267004	112.2417	PGBD3|267004	156.7568
PGBD4|161779	27.0039	PGBD4|161779	50.2078
PGBD5|79605	32.1474	PGBD5|79605	28.4963
PGCP|10404	762.5375	PGCP|10404	1220.9312
lowly_expressed	lowly_expressed	PGC|5225	13.2304
PGD|5226	1852.5504	PGD|5226	1830.5487
PGF|5228	165.4522	PGF|5228	138.0714
PGGT1B|5229	641.2345	PGGT1B|5229	460.0119
PGK1|5230	5612.9447	PGK1|5230	5113.3916
PGLS|25796	1056.1509	PGLS|25796	606.9036
PGLYRP2|114770	71.153	PGLYRP2|114770	44.7799
PGM1|5236	1585.5122	PGM1|5236	1687.3887
PGM2L1|283209	390.0557	PGM2L1|283209	252.0567
PGM2|55276	761.2516	PGM2|55276	621.1517
PGM3|5238	294.1835	PGM3|5238	289.2172
lowly_expressed	lowly_expressed	PGM5P2|595135	5.7671
PGM5|5239	541.3631	PGM5|5239	508.1842
PGPEP1|54858	720.9601	PGPEP1|54858	794.5043
PGP|283871	348.0497	PGP|283871	198.7957
PGRMC1|10857	3410.6301	PGRMC1|10857	3512.5095
PGRMC2|10424	1870.5529	PGRMC2|10424	2069.0357
PGR|5241	10893.8534	PGR|5241	2487.0359
PGS1|9489	313.7591	PGS1|9489	541.7691
PHACTR1|221692	26.5752	PHACTR1|221692	21.8879
PHACTR2|9749	417.0596	PHACTR2|9749	552.2856
PHACTR4|65979	867.5525	PHACTR4|65979	1401.4079
PHAX|51808	516.931	PHAX|51808	580.1035
PHB2|11331	2929.7042	PHB2|11331	3091.8497
PHB|5245	2040.2915	PHB|5245	2407.599
PHC1|1911	416.4123	PHC1|1911	564.3185
PHC2|1912	2382.769	PHC2|1912	2986.0063
PHC3|80012	1701.243	PHC3|80012	1879.0603
PHEX|5251	8.5727	PHEX|5251	24.0862
PHF10|55274	945.0707	PHF10|55274	1843.8504
PHF11|51131	482.6404	PHF11|51131	644.5594
PHF12|57649	1109.73	PHF12|57649	1399.7116
PHF13|148479	1058.2939999999999	PHF13|148479	871.8514
PHF14|9678	1366.9096	PHF14|9678	1111.0169
PHF15|23338	2414.4878	PHF15|23338	2156.5601
PHF16|9767	881.2688	PHF16|9767	982.4442
PHF17|79960	848.2639999999999	PHF17|79960	1926.2149
PHF19|26147	506.6438	PHF19|26147	410.4826
PHF1|5252	1000.4286	PHF1|5252	1404.1218
PHF20L1|51105	793.8277	PHF20L1|51105	867.4413
PHF20|51230	1666.0952	PHF20|51230	1868.8829999999998
PHF21A|51317	917.2739	PHF21A|51317	1051.6496
PHF21B|112885	5.5722	PHF21B|112885	14.2482
PHF23|79142	709.3871	PHF23|79142	716.4787
PHF2|5253	1320.1886	PHF2|5253	1833.6019
PHF3|23469	1629.2327	PHF3|23469	3404.2914
PHF5A|84844	438.0626	PHF5A|84844	493.5968
PHF6|84295	808.4012	PHF6|84295	579.425
PHF7|51533	50.15	PHF7|51533	142.1423
PHF8|23133	1211.3159	PHF8|23133	1300.653
PHGDH|26227	1084.4406	PHGDH|26227	1443.8131
lowly_expressed	lowly_expressed	PHGR1|644844	8.481
PHIP|55023	1792.7733	PHIP|55023	1885.2074
PHKA1|5255	548.2212	PHKA1|5255	464.42199999999997
PHKA2|5256	543.5662	PHKA2|5256	863.5875
PHKB|5257	1526.3609	PHKB|5257	2355.0165
PHKG1|5260	7.2868	PHKG1|5260	32.5672
PHKG2|5261	508.3583	PHKG2|5261	325.3329
PHLDA1|22822	1397.3425	PHLDA1|22822	1288.7796
PHLDA2|7262	66.8667	PHLDA2|7262	30.871
PHLDA3|23612	1279.8971	PHLDA3|23612	687.9824
PHLDB1|23187	2147.4496	PHLDB1|23187	2834.026
