gene_id	TCGA-BH-A1EV-01A-11R-A137-07	gene_id	TCGA-BH-A1EV-11A-24R-A137-07
NEBL|10529	3843.9895	NEBL|10529	2942.8993
NEB|4703	31.0469	NEB|4703	17.4748
NECAB1|64168	24.4494	NECAB1|64168	210.9279
lowly_expressed	lowly_expressed	NECAB2|54550	7.3837
NECAB3|63941	827.0108	NECAB3|63941	214.1275
NECAP1|25977	512.2732	NECAP1|25977	807.0391
NECAP2|55707	879.0143	NECAP2|55707	1224.7108
NEDD1|121441	664.7909	NEDD1|121441	945.3606
NEDD4L|23327	546.8128	NEDD4L|23327	2293.8715
NEDD4|4734	382.6526	NEDD4|4734	925.4246
NEDD8|4738	1877.5589	NEDD8|4738	1178.6857
NEDD9|4739	691.9569	NEDD9|4739	3964.3121
NEFH|4744	26.7779	NEFH|4744	30.2732
NEFL|4747	7.7617	NEFL|4747	11.3217
NEFM|4741	8.6427	lowly_expressed	lowly_expressed
NEGR1|257194	182.7884	NEGR1|257194	723.8494
NEIL1|79661	115.6496	NEIL1|79661	104.6025
NEIL2|252969	345.0082	NEIL2|252969	335.7125
NEIL3|55247	32.5992	NEIL3|55247	13.5368
NEK10|152110	73.7363	NEK10|152110	473.5417
NEK11|79858	782.7689999999999	NEK11|79858	374.6
NEK1|4750	386.5334	NEK1|4750	818.3608
NEK2|4751	708.6446	NEK2|4751	190.0074
NEK3|4752	94.3048	NEK3|4752	226.6798
NEK4|6787	735.0344	NEK4|6787	697.7603
NEK5|341676	44.2418	NEK5|341676	14.2752
NEK6|10783	1423.4986	NEK6|10783	841.7426
NEK7|140609	1877.1709	NEK7|140609	2666.5026
NEK8|284086	525.08	NEK8|284086	85.65100000000001
NEK9|91754	2777.1417	NEK9|91754	2812.4539
NELF|26012	460.6578	NELF|26012	428.0089
NELL2|4753	8.5379	NELL2|4753	589.9582
NENF|29937	1126.2249	NENF|29937	821.0682
NEO1|4756	1613.2725	NEO1|4756	2394.0438
NES|10763	561.172	NES|10763	1482.156
NET1|10276	6169.0114	NET1|10276	2633.7682
NETO1|81832	9.3141	NETO1|81832	16.2442
NETO2|81831	119.1423	NETO2|81831	293.1332
NEU1|4758	1814.6889999999999	NEU1|4758	975.1415
NEU3|10825	93.1406	NEU3|10825	110.7556
NEU4|129807	57.8248	lowly_expressed	lowly_expressed
NEURL1B|54492	596.0997	NEURL1B|54492	1251.2921
NEURL2|140825	5.895	NEURL2|140825	11.3414
NEURL3|93082	55.4963	NEURL3|93082	23.6279
NEURL4|84461	391.5863	NEURL4|84461	288.9491
NEURL|9148	12.4187	NEURL|9148	10.3372
lowly_expressed	lowly_expressed	NEUROG2|63973	12.3062
NEXN|91624	313.1852	NEXN|91624	489.7859
NF1|4763	1937.3241	NF1|4763	3820.8221
NF2|4771	929.0773	NF2|4771	841.7426
NFAM1|150372	338.4108	NFAM1|150372	157.7652
NFASC|23114	1132.1626	NFASC|23114	1111.1174
NFAT5|10725	945.3769	NFAT5|10725	4372.3849
NFATC1|4772	258.4651	NFATC1|4772	483.3867
NFATC2IP|84901	763.3647	NFATC2IP|84901	928.6242
NFATC2|4773	32.5992	NFATC2|4773	151.366
NFATC3|4775	683.8071	NFATC3|4775	1110.7556
NFATC4|4776	1750.6549	NFATC4|4776	713.0199
NFE2L1|4779	4669.835999999999	NFE2L1|4779	5424.5631
NFE2L2|4780	2678.6495	NFE2L2|4780	4517.3739
NFE2L3|9603	345.3963	NFE2L3|9603	803.1012
NFE2|4778	10.8664	NFE2|4778	8.3682
NFIA|4774	4987.2902	NFIA|4774	2593.1578
NFIB|4781	482.0025	NFIB|4781	9703.4211
NFIC|4782	1132.0462	NFIC|4782	942.6532
NFIL3|4783	338.0227	NFIL3|4783	1254.7379
NFIX|4784	2217.9102	NFIX|4784	4137.0908
NFKB1|4790	1145.2411	NFKB1|4790	1616.0473
NFKB2|4791	794.7997	NFKB2|4791	597.0957
NFKBIA|4792	1158.0479	NFKBIA|4792	4159.4881
NFKBIB|4793	317.0661	NFKBIB|4793	108.5405
NFKBID|84807	12.0307	NFKBID|84807	42.0871
NFKBIE|4794	142.4275	NFKBIE|4794	180.6547
NFKBIL1|4795	320.9469	NFKBIL1|4795	137.0908
NFKBIL2|4796	417.1883	NFKBIL2|4796	114.189
NFKBIZ|64332	1149.122	NFKBIZ|64332	1404.1349
NFRKB|4798	992.7234	NFRKB|4798	888.9983
NFS1|9054	460.6578	NFS1|9054	358.8481
NFU1|27247	535.1703	NFU1|27247	594.3884
NFX1|4799	1638.11	NFX1|4799	1389.8597
NFXL1|152518	264.2088	NFXL1|152518	356.4829
NFYA|4800	1202.2897	NFYA|4800	1161.2109
NFYB|4801	576.6954	NFYB|4801	1027.3197
NFYC|4802	1757.7064	NFYC|4802	974.0044
NGDN|25983	558.8435	NGDN|25983	481.6638
NGEF|25791	298.0499	NGEF|25791	34.4573
NGFRAP1|27018	1738.6242	NGFRAP1|27018	1135.1218
NGFR|4804	11.6426	NGFR|4804	1142.0133
NGF|4803	8.926	NGF|4803	13.2907
NGLY1|55768	497.526	NGLY1|55768	706.8668
NGRN|51335	1626.6964	NGRN|51335	1894.3539
NHEDC1|150159	13.1949	NHEDC1|150159	7.3911
NHEDC2|133308	52.3916	NHEDC2|133308	257.6914
NHEJ1|79840	116.0376	NHEJ1|79840	279.2099
NHLRC1|378884	135.83	NHLRC1|378884	75.3138
NHLRC2|374354	291.0643	NHLRC2|374354	362.2939
NHLRC3|387921	525.8562	NHLRC3|387921	1061.2848
NHLRC4|283948	123.4113	NHLRC4|283948	18.2131
NHP2L1|4809	2104.5891	NHP2L1|4809	1599.3109
NHP2|55651	565.8290000000001	NHP2|55651	650.2584
NHSL1|57224	173.4743	NHSL1|57224	330.5439
NHSL2|340527	208.014	NHSL2|340527	149.39700000000002
NHS|4810	194.43099999999998	NHS|4810	483.6328
NICN1|84276	187.0573	NICN1|84276	428.6291
NID1|4811	2895.8766	NID1|4811	2876.1309
NID2|22795	1042.3984	NID2|22795	826.2368
NIF3L1|60491	471.1361	NIF3L1|60491	465.9119
NINJ1|4814	1948.1906	NINJ1|4814	1265.0751
NINJ2|4815	182.4003	NINJ2|4815	51.6859
NINL|22981	284.4669	NINL|22981	301.9936
NIN|51199	1560.4929	NIN|51199	2147.1819
NIP7|51388	305.4235	NIP7|51388	576.9136
NIPA1|123606	185.8931	NIPA1|123606	431.4546
NIPA2|81614	455.2246	NIPA2|81614	1055.1317
NIPAL1|152519	52.3916	NIPAL1|152519	96.2343
NIPAL2|79815	610.0708	NIPAL2|79815	491.2626
NIPAL3|57185	946.1531	NIPAL3|57185	1566.0842
lowly_expressed	lowly_expressed	NIPAL4|348938	5.907
NIPBL|25836	2949.8399	NIPBL|25836	3392.0748
NIPSNAP1|8508	2749.1996	NIPSNAP1|8508	1146.1974
NIPSNAP3A|25934	376.8313	NIPSNAP3A|25934	764.2136
NIPSNAP3B|55335	27.5657	NIPSNAP3B|55335	221.8016
NISCH|11188	1984.6706	NISCH|11188	2188.7768
NIT1|4817	1759.5343	NIT1|4817	579.6087
NIT2|56954	830.8916	NIT2|56954	656.1654
NKAIN1|79570	73.7363	NKAIN1|79570	41.3488
NKAIN2|154215	24.4494	NKAIN2|154215	17.7209
NKAPL|222698	5.4332	NKAPL|222698	27.811999999999998
NKAP|79576	453.2842	NKAP|79576	351.2183
NKD1|85407	43.4656	NKD1|85407	16.7364
NKD2|85409	76.84100000000001	NKD2|85409	15.7519
NKG7|4818	7.3736	NKG7|4818	87.1277
NKIRAS1|28512	466.091	NKIRAS1|28512	302.2397
NKIRAS2|28511	659.7458	NKIRAS2|28511	667.9793
NKPD1|284353	20.1805	NKPD1|284353	21.1666
NKRF|55922	336.8584	NKRF|55922	344.57300000000004
NKTR|4820	1676.9186	NKTR|4820	3383.9527
NKX2-2|4821	32.5992	lowly_expressed	lowly_expressed
NKX3-1|4824	518.8707	NKX3-1|4824	173.0249
NKX3-2|579	51.6154	lowly_expressed	lowly_expressed
NKX6-1|4825	8.5379	lowly_expressed	lowly_expressed
NLE1|54475	164.5484	NLE1|54475	228.8949
NLGN1|22871	10.4783	NLGN1|22871	117.1548
NLGN2|57555	357.0389	NLGN2|57555	585.2818
NLGN3|54413	34.1515	NLGN3|54413	84.4204
NLGN4X|57502	73.7363	NLGN4X|57502	319.2222
NLK|51701	1500.7277	NLK|51701	501.5998
NLN|57486	582.1287	NLN|57486	503.8149
NLRC3|197358	44.6299	NLRC3|197358	97.7111
NLRC4|58484	29.1064	NLRC4|58484	29.5348
NLRC5|84166	360.9198	NLRC5|84166	517.3517
NLRP12|91662	156.7866	lowly_expressed	lowly_expressed
NLRP14|338323	13.9711	lowly_expressed	lowly_expressed
NLRP1|22861	176.1909	NLRP1|22861	441.5457
NLRP2|55655	1318.3274	NLRP2|55655	684.9619
NLRP3|114548	36.4801	NLRP3|114548	333.2513
NLRP7|199713	20.1805	NLRP7|199713	5.4147
lowly_expressed	lowly_expressed	NLRP9|338321	7.1376
NLRX1|79671	318.6184	NLRX1|79671	379.5225
NMB|4828	27.166	NMB|4828	178.9318
NMD3|51068	1771.9996	NMD3|51068	1646.5666
NME1-NME2|654364	37.5201	NME1-NME2|654364	12.5055
NME1|4830	824.0147	NME1|4830	446.5174
NME2P1|283458	27.5541	NME2P1|283458	46.5174
NME2|4831	3153.9886	NME2|4831	3364.7551
NME3|4832	716.0182	NME3|4832	205.0209
NME4|4833	3271.9511	NME4|4833	704.4056
NME5|8382	145.5322	NME5|8382	139.3059
NME6|10201	344.6202	NME6|10201	200.5907
NME7|29922	365.7437	NME7|29922	312.983
NMI|9111	325.60400000000004	NMI|9111	468.12699999999995
NMNAT1|64802	1052.8767	NMNAT1|64802	364.2629
NMNAT2|23057	25.2256	NMNAT2|23057	241.9395
NMNAT3|349565	82.2742	NMNAT3|349565	175.4861
NMRAL1|57407	807.6065	NMRAL1|57407	362.7861
NMT1|4836	1251.5766	NMT1|4836	2104.6025
NMT2|9397	193.2667	NMT2|9397	795.9636
lowly_expressed	lowly_expressed	NMUR1|10316	77.0367
NMU|10874	10.8664	NMU|10874	8.1221
lowly_expressed	lowly_expressed	NNAT|4826	274.1816
NNMT|4837	1605.8989	NNMT|4837	2883.0913
NNT|23530	1085.864	NNT|23530	1607.1868
NOB1|28987	397.7879	NOB1|28987	809.5004
NOC2L|26155	1154.8617	NOC2L|26155	691.7696
NOC3L|64318	417.5803	NOC3L|64318	547.3788
NOC4L|79050	280.9741	NOC4L|79050	142.5055
NOD1|10392	325.60400000000004	NOD1|10392	524.2432
NOD2|64127	260.7936	NOD2|64127	43.5639
NODAL|4838	5.0451	NODAL|4838	11.3217
NOL10|79954	1038.5175	NOL10|79954	675.1169
NOL11|25926	706.7042	NOL11|25926	980.064
NOL12|79159	246.38400000000001	NOL12|79159	106.8176
NOL3|8996	753.2745	NOL3|8996	243.1208
lowly_expressed	lowly_expressed	NOL4|8715	6.1531
NOL6|65083	1915.2033	NOL6|65083	895.6436
NOL7|51406	587.1738	NOL7|51406	551.5629
NOL8|55035	836.7129	NOL8|55035	1069.8991
NOL9|79707	360.5317	NOL9|79707	207.4822
NOLC1|9221	4368.6815	NOLC1|9221	2457.0514
NOM1|64434	383.8168	NOM1|64434	574.6985
NOMO1|23420	3663.5296	NOMO1|23420	2627.1228
NOMO2|283820	1708.7416	NOMO2|283820	1225.9414
NOMO3|408050	1220.5297	NOMO3|408050	643.8592
NONO|4841	8389.25	NONO|4841	6067.9301
NOP10|55505	2397.2058	NOP10|55505	749.9385
NOP14|8602	928.4874	NOP14|8602	714.0733
NOP16|51491	232.0753	NOP16|51491	133.399
NOP2|4839	516.5422	NOP2|4839	401.4275
NOP56|10528	2503.9294	NOP56|10528	1503.0765
NOP58|51602	1408.3632	NOP58|51602	1189.269
NOS1AP|9722	241.7774	NOS1AP|9722	59.808
NOS2|4843	21.3447	NOS2|4843	8.6955
NOS3|4846	92.0811	NOS3|4846	147.4502
NOSIP|51070	624.0419	NOSIP|51070	257.9375
NOSTRIN|115677	286.4073	NOSTRIN|115677	618.0162
NOTCH1|4851	985.3498	NOTCH1|4851	1368.4470000000001
NOTCH2NL|388677	915.8436	NOTCH2NL|388677	721.4374
NOTCH2|4853	7032.5022	NOTCH2|4853	9088.6045
NOTCH3|4854	7269.2345	NOTCH3|4854	3387.8907
NOTCH4|4855	432.3275	lowly_expressed	lowly_expressed
NOVA1|4857	14.7473	NOVA1|4857	507.5068
NOVA2|4858	18.6281	NOVA2|4858	23.6279
NOV|4856	135.0538	NOV|4856	944.6222
NOX4|50507	362.4721	NOX4|50507	83.1898
NOXA1|10811	256.1366	NOXA1|10811	43.3177
NOXO1|124056	21.7328	lowly_expressed	lowly_expressed
NPAS1|4861	7.7617	lowly_expressed	lowly_expressed
NPAS2|4862	445.9105	NPAS2|4862	373.6156
NPAS3|64067	14.3592	NPAS3|64067	216.0965
lowly_expressed	lowly_expressed	NPAS4|266743	14.2752
NPAT|4863	621.7134	NPAT|4863	851.0952
NPC1L1|29881	31.4349	NPC1L1|29881	34.2112
NPC1|4864	636.7246	NPC1|4864	1162.2839999999999
NPC2|10577	2069.2733	NPC2|10577	3934.5311
NPDC1|56654	570.8742	NPDC1|56654	644.5976
NPEPL1|79716	482.7787	NPEPL1|79716	286.9801
NPEPPS|9520	1261.6668	NPEPPS|9520	2533.1036
lowly_expressed	lowly_expressed	NPFF|8620	7.876
NPHP1|4867	221.2089	NPHP1|4867	197.8833
NPHP3|27031	433.4918	NPHP3|27031	1109.525
NPHP4|261734	633.356	NPHP4|261734	223.7263
NPIPL3|23117	177.3668	NPIPL3|23117	592.5917
NPIP|9284	496.3811	NPIP|9284	1183.2587
NPLOC4|55666	1363.7334	NPLOC4|55666	1860.4479
NPL|80896	173.4743	NPL|80896	188.2845
NPM1|4869	15507.9072	NPM1|4869	8907.7037
lowly_expressed	lowly_expressed	NPM2|10361	20.6744
NPM3|10360	293.3928	NPM3|10360	204.7748
NPNT|255743	9083.1474	NPNT|255743	1433.9158
NPR1|4881	120.6947	NPR1|4881	1031.2577
NPR2|4882	173.4743	NPR2|4882	532.8575
NPR3|4883	242.1655	NPR3|4883	68.4223
NPRL2|10641	495.1509	NPRL2|10641	249.9237
NPRL3|8131	868.924	NPRL3|8131	501.8459
NPTN|27020	3541.2826	NPTN|27020	3275.4123
NPTX1|4884	10.4783	NPTX1|4884	17.2286
NPTX2|4885	31.0469	lowly_expressed	lowly_expressed
NPTXR|23467	159.1152	NPTXR|23467	431.7007
NPW|283869	22.509	lowly_expressed	lowly_expressed
NPY1R|4886	13.1949	NPY1R|4886	1575.4369
lowly_expressed	lowly_expressed	NPY2R|4887	158.5036
lowly_expressed	lowly_expressed	NPY5R|4889	50.4553
NQO1|1728	1191.4233	NQO1|1728	1174.0094
NQO2|4835	427.2824	NQO2|4835	544.4253
NR1D1|9572	1193.6121	NR1D1|9572	690.0394
NR1D2|9975	1218.2012	NR1D2|9975	4024.8585
NR1H2|7376	1259.7264	NR1H2|7376	614.8166
NR1H3|10062	268.9434	NR1H3|10062	506.7684
NR1I3|9970	9.1161	lowly_expressed	lowly_expressed
NR2C1|7181	184.7288	NR2C1|7181	609.4019
NR2C2AP|126382	351.2487	NR2C2AP|126382	216.8324
NR2C2|7182	1473.2551	NR2C2|7182	1914.664
lowly_expressed	lowly_expressed	NR2E3|10002	8.6143
NR2F1|7025	200.6403	NR2F1|7025	446.4681
NR2F2|7026	2058.4069	NR2F2|7026	1746.4927
NR2F6|2063	643.8343	NR2F6|2063	411.5186
NR3C1|2908	843.3104	NR3C1|2908	4857.4945
NR3C2|4306	72.184	NR3C2|4306	776.7659
NR4A1|3164	410.9828	NR4A1|3164	10357.6175
NR4A2|4929	119.9185	NR4A2|4929	1639.9212
NR4A3|8013	24.8375	NR4A3|8013	1296.0866
NR5A2|2494	35.3158	NR5A2|2494	244.4007
NR6A1|2649	11.6426	NR6A1|2649	14.029000000000002
NRARP|441478	403.6092	NRARP|441478	228.4027
NRAS|4893	1575.2401	NRAS|4893	1969.7268
NRBF2|29982	435.8203	NRBF2|29982	614.8166
NRBP1|29959	3207.5289	NRBP1|29959	1886.7832
NRBP2|340371	497.914	NRBP2|340371	1003.6919
NRCAM|4897	67.1388	NRCAM|4897	85.4049
NRD1|4898	2259.4353	NRD1|4898	2932.8083
NRF1|4899	286.7954	NRF1|4899	381.4915
NRG1|3084	44.2418	NRG1|3084	95.4959
lowly_expressed	lowly_expressed	NRG2|9542	32.2422
lowly_expressed	lowly_expressed	NRG3|10718	8.6143
NRGN|4900	34.5396	NRGN|4900	26.8275
NRIP1|8204	2146.5024	NRIP1|8204	3873.9847
NRIP2|83714	27.5541	NRIP2|83714	125.7691
NRIP3|56675	114.4853	NRIP3|56675	47.9941
NRK|203447	247.9868	NRK|203447	103.8641
NRL|4901	17.0758	NRL|4901	16.2589
NRM|11270	301.1546	NRM|11270	228.6488
NRN1|51299	376.4432	NRN1|51299	1190.4996
NRP1|8829	1444.0671	NRP1|8829	3845.9267
NRP2|8828	1101.3874	NRP2|8828	755.1071
NRSN2|80023	1273.6975	NRSN2|80023	521.0436
NRTN|4902	5.8213	NRTN|4902	12.0601
NRXN1|9378	13.9711	NRXN1|9378	76.2983
NRXN2|9379	51.2273	NRXN2|9379	63.746
NRXN3|9369	14.7473	NRXN3|9369	113.463
NSA2|10412	1114.5823	NSA2|10412	1873.0002
NSD1|64324	3560.6869	NSD1|64324	3132.1683
NSDHL|50814	519.2588	NSDHL|50814	337.4354
NSFL1C|55968	1473.1736	NSFL1C|55968	1230.8639
NSF|4905	1272.9213	NSF|4905	1217.5732
NSL1|25936	1199.185	NSL1|25936	807.2853
NSMAF|8439	712.9136	NSMAF|8439	952.4982
NSMCE1|197370	1292.7137	NSMCE1|197370	743.5393
NSMCE2|286053	427.2824	NSMCE2|286053	297.8095
NSMCE4A|54780	395.8475	NSMCE4A|54780	655.427
NSUN2|54888	1503.0562	NSUN2|54888	1265.0751
NSUN3|63899	156.3986	NSUN3|63899	160.4726
NSUN4|387338	603.8615	NSUN4|387338	588.2353
NSUN5P1|155400	26.3898	NSUN5P1|155400	78.5134
NSUN5P2|260294	65.5399	NSUN5P2|260294	155.6165
NSUN5|55695	297.6618	NSUN5|55695	201.8213
NSUN6|221078	350.4414	NSUN6|221078	244.8929
NSUN7|79730	168.0411	NSUN7|79730	163.42600000000002
NT5C2|22978	3125.6428	NT5C2|22978	1682.7467
NT5C3L|115024	232.8515	NT5C3L|115024	503.0765
NT5C3|51251	482.7787	NT5C3|51251	587.2508
NT5C|30833	152.9058	NT5C|30833	105.0948
NT5DC1|221294	1682.7399	NT5DC1|221294	1125.0308
NT5DC2|64943	1282.996	NT5DC2|64943	848.1664
NT5DC3|51559	189.3859	NT5DC3|51559	691.1149
NT5E|4907	515.766	NT5E|4907	1758.0605
NT5M|56953	17.4639	NT5M|56953	27.811999999999998
NTAN1|123803	404.3854	NTAN1|123803	701.6983
NTF3|4908	12.0307	lowly_expressed	lowly_expressed
NTF4|4909	7.3465	NTF4|4909	30.3692
NTHL1|4913	280.586	NTHL1|4913	72.1142
NTM|50863	514.9898	NTM|50863	176.7167
NTN1|9423	276.3171	NTN1|9423	283.5343
NTN4|59277	8793.2473	NTN4|59277	7366.9702
lowly_expressed	lowly_expressed	NTN5|126147	15.2597
NTNG1|22854	547.2009	lowly_expressed	lowly_expressed
NTNG2|84628	29.8826	NTNG2|84628	5.1686
NTRK2|4915	126.904	NTRK2|4915	7336.696999999999
NTRK3|4916	9.7021	NTRK3|4916	177.4551
NTSR1|4923	13.583	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NTS|4922	9.1066
NUAK1|9891	641.5058	NUAK1|9891	1052.1782
NUAK2|81788	214.2233	NUAK2|81788	27.5658
NUB1|51667	833.9614	NUB1|51667	1863.9454
NUBP1|4682	402.0569	NUBP1|4682	313.3276
NUBP2|10101	780.8286	NUBP2|10101	225.4492
NUBPL|80224	348.1129	NUBPL|80224	461.9739
NUCB1|4924	5131.6581	NUCB1|4924	3269.9975
NUCB2|4925	2126.4927	NUCB2|4925	1956.3401
NUCKS1|64710	18025.8077	NUCKS1|64710	12434.9003
NUDCD1|84955	624.43	NUDCD1|84955	691.8533
NUDCD2|134492	355.8746	NUDCD2|134492	341.8656
NUDCD3|23386	3382.5555	NUDCD3|23386	2036.6724
NUDC|10726	1734.7434	NUDC|10726	811.7155
NUDT10|170685	48.8988	NUDT10|170685	51.4398
NUDT11|55190	28.7183	NUDT11|55190	69.4068
NUDT12|83594	523.1396	NUDT12|83594	682.2545
NUDT13|25961	33.6742	NUDT13|25961	46.4435
NUDT14|256281	209.9544	NUDT14|256281	128.7226
NUDT15|55270	238.2497	NUDT15|55270	484.6911
NUDT16L1|84309	413.3113	NUDT16L1|84309	184.5927
NUDT16P1|152195	99.35	NUDT16P1|152195	120.3544
NUDT16|131870	718.7348	NUDT16|131870	738.8629
NUDT17|200035	41.9133	NUDT17|200035	25.3507
NUDT18|79873	138.9347	NUDT18|79873	73.3448
NUDT19|390916	506.4519	NUDT19|390916	430.224
NUDT1|4521	417.5803	NUDT1|4521	74.5754
NUDT21|11051	1648.9764	NUDT21|11051	3724.0955
NUDT22|84304	383.8867	NUDT22|84304	137.4526
NUDT2|318	664.7909	NUDT2|318	291.6564
NUDT3|11165	825.8465	NUDT3|11165	425.7937
NUDT4|11163	1147.9577	NUDT4|11163	1393.7977
NUDT5|11164	683.1086	NUDT5|11164	490.4603
NUDT6|11162	27.8529	NUDT6|11162	80.0468
NUDT7|283927	60.1533	NUDT7|283927	146.9358
NUDT8|254552	19.4043	NUDT8|254552	62.2693
NUDT9|53343	355.8746	NUDT9|53343	438.8383
NUF2|83540	581.7406	NUF2|83540	166.6256
NUFIP1|26747	136.6062	NUFIP1|26747	258.922
NUFIP2|57532	38881.9249	NUFIP2|57532	7278.3657
NUMA1|4926	11608.0916	NUMA1|4926	6978.7423
NUMBL|9253	484.7191	NUMBL|9253	316.2688
NUMB|8650	1994.3728	NUMB|8650	1920.256
NUP107|57122	2292.4226	NUP107|57122	1152.5966
NUP133|55746	2037.4503	NUP133|55746	1790.3027
NUP153|9972	2068.4971	NUP153|9972	1977.6028
NUP155|9631	1091.6853	NUP155|9631	845.9267
NUP160|23279	1371.1070000000002	NUP160|23279	1704.6517
NUP188|23511	1765.0141	NUP188|23511	1419.1484
NUP205|23165	1609.0036	NUP205|23165	1971.4497
NUP210|23225	2480.2561	NUP210|23225	966.7733
NUP214|8021	2402.639	NUP214|8021	1505.2917
NUP35|129401	192.4905	NUP35|129401	311.5924
NUP37|79023	422.2373	NUP37|79023	357.6175
NUP43|348995	1556.612	NUP43|348995	950.7753
NUP50|10762	1617.9296	NUP50|10762	1382.2299
NUP54|53371	596.8759	NUP54|53371	1008.6143
NUP62CL|54830	52.3916	NUP62CL|54830	48.7325
NUP62|23636	1883.1396	NUP62|23636	970.0665
NUP85|79902	445.9105	NUP85|79902	482.6483
NUP88|4927	524.0788	NUP88|4927	846.7536
NUP93|9688	748.6174	NUP93|9688	674.8708
NUP98|4928	3261.8609	NUP98|4928	3065.4689
NUPL1|9818	992.7234	NUPL1|9818	1323.4063
NUPL2|11097	374.1147	NUPL2|11097	411.0263
NUPR1|26471	2437.1786	NUPR1|26471	853.0642
NUS1|116150	1029.5915	NUS1|116150	1911.6416
NUSAP1|51203	1231.7842	NUSAP1|51203	309.3773
NUTF2|10204	1101.7755	NUTF2|10204	1118.6316
NVL|4931	1078.8784	NVL|4931	512.4292
NWD1|284434	21.7328	NWD1|284434	62.0231
NXF1|10482	1593.4802	NXF1|10482	1558.4543
NXF3|56000	6.2094	lowly_expressed	lowly_expressed
NXNL2|158046	27.5541	NXNL2|158046	30.5193
NXN|64359	445.9105	NXN|64359	691.1149
NXPH1|30010	692.7331	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NXPH2|11249	22.1511
NXPH3|11248	178.1314	NXPH3|11248	122.0773
NXPH4|11247	68.3031	NXPH4|11247	9.3527
NXT1|29107	188.9978	NXT1|29107	238.986
NXT2|55916	343.0678	NXT2|55916	583.5589
NYNRIN|57523	598.8163	NYNRIN|57523	1003.1996
OAF|220323	272.0481	OAF|220323	970.2189999999999
OAS1|4938	508.7804	OAS1|4938	731.4792
OAS2|4939	1113.03	OAS2|4939	849.6185
OAS3|4940	1402.5420000000001	OAS3|4940	1097.9572
OASL|8638	107.1117	OASL|8638	76.7905
OAT|4942	6123.9934	OAT|4942	6530.6424
OAZ1|4946	7039.0996	OAZ1|4946	4946.0989
OAZ2|4947	1855.8261	OAZ2|4947	1799.1632
OAZ3|51686	65.2023	OAZ3|51686	42.7369
OBFC1|79991	601.1449	OBFC1|79991	845.4344
OBFC2A|64859	145.9202	OBFC2A|64859	574.4524
OBFC2B|79035	924.4203	OBFC2B|79035	432.4391
OBP2B|29989	34.5396	OBP2B|29989	36.6724
OBSCN|84033	288.0877	OBSCN|84033	681.8189
OBSL1|23363	1000.4851	OBSL1|23363	965.5427
lowly_expressed	lowly_expressed	OCA2|4948	12.5523
OCEL1|79629	288.3477	OCEL1|79629	165.1489
OCIAD1|54940	1978.4612	OCIAD1|54940	2517.1056
OCIAD2|132299	341.5155	OCIAD2|132299	520.3052
OCLM|10896	6.2094	OCLM|10896	6.3992
OCLN|4950	453.2842	OCLN|4950	734.4327
OCRL|4952	1743.6694	OCRL|4952	1373.1233
lowly_expressed	lowly_expressed	ODAM|54959	26.5813
ODC1|4953	2066.5567	ODC1|4953	1325.1292
ODF2L|57489	334.5299	ODF2L|57489	781.1962
ODF2|4957	2812.0695	ODF2|4957	664.2875
ODF3B|440836	163.3841	ODF3B|440836	82.6975
lowly_expressed	lowly_expressed	ODF3L1|161753	28.7965
lowly_expressed	lowly_expressed	ODZ1|10178	84.1743
ODZ2|57451	26.7779	ODZ2|57451	958.4051
ODZ3|55714	325.2159	ODZ3|55714	569.0377
ODZ4|26011	656.253	ODZ4|26011	105.0948
OFD1|8481	596.0997	OFD1|8481	998.0310000000001
OGDH|4967	3391.8696	OGDH|4967	2105.8331
OGFOD1|55239	619.773	OGFOD1|55239	895.6436
OGFOD2|79676	230.4337	OGFOD2|79676	107.3812
OGFRL1|79627	242.9417	lowly_expressed	lowly_expressed
OGFR|11054	391.1905	OGFR|11054	280.0886
OGG1|4968	494.4213	OGG1|4968	238.0015
OGN|4969	288.7358	OGN|4969	6692.3456
OGT|8473	3232.3664	OGT|8473	4771.5973
OIP5|11339	106.7197	OIP5|11339	29.7268
OLA1|29789	1828.6601	OLA1|29789	1865.3704
OLFM1|10439	51.6154	OLFM1|10439	568.2993
OLFM2|93145	190.5501	OLFM2|93145	828.4519
lowly_expressed	lowly_expressed	OLFM4|10562	2311.8385
OLFML1|283298	294.9452	OLFML1|283298	1042.5794
OLFML2A|169611	938.0033	OLFML2A|169611	1788.3337
OLFML2B|25903	1732.4149	OLFML2B|25903	442.0379
OLFML3|56944	1129.3296	OLFML3|56944	2448.9294
OLR1|4973	773.8430000000001	OLR1|4973	167.364
OMA1|115209	650.4317	OMA1|115209	429.7317
OMD|4958	249.1511	OMD|4958	1298.0556
ONECUT2|9480	17.0758	ONECUT2|9480	28.7965
OPA1|4976	2695.2557	OPA1|4976	2487.0785
OPA3|80207	740.4676	OPA3|80207	445.7298
OPCML|4978	21.3447	OPCML|4978	19.6899
OPHN1|4983	247.9868	OPHN1|4983	622.6926
OPLAH|26873	1168.1382	OPLAH|26873	145.9513
OPN3|23596	232.4983	OPN3|23596	398.287
OPRL1|4987	32.9873	OPRL1|4987	46.7635
OPTN|10133	831.6678	OPTN|10133	2267.7824
lowly_expressed	lowly_expressed	OR2A1|346528	7.876
