gene_id	TCGA-BH-A18U-01A-21R-A12D-07	gene_id	TCGA-BH-A18U-11A-23R-A12D-07
FANCD2|2177	1421.3859	FANCD2|2177	258.4906
FANCE|2178	296.5178	FANCE|2178	148.5849
FANCF|2188	1134.7168	FANCF|2188	208.9623
FANCG|2189	429.8276	FANCG|2189	268.8679
FANCI|55215	1980.3869	FANCI|55215	415.7028
FANCL|55120	865.8037	FANCL|55120	340.4953
FANCM|57697	276.4685	FANCM|57697	241.5094
FANK1|92565	93.2114	FANK1|92565	130.6604
FAP|2191	1282.4481	FAP|2191	371.2264
FAR1|84188	1200.8442	FAR1|84188	1352.3585
FAR2|55711	55.7791	FAR2|55711	99.46700000000001
FARP1|10160	1799.5076	FARP1|10160	2588.6792
FARP2|9855	339.0784	FARP2|9855	347.6415
FARS2|10667	148.083	FARS2|10667	204.717
FARSA|2193	1286.3173	FARSA|2193	900.0
FARSB|10056	1758.7056	FARSB|10056	844.8113
FASLG|356	13.0144	FASLG|356	8.9623
FASN|2194	18611.6778	FASN|2194	7148.1132
FASTKD1|79675	262.3989	FASTKD1|79675	221.2264
FASTKD2|22868	780.8653	FASTKD2|22868	1039.1509
FASTKD3|79072	367.5695	FASTKD3|79072	128.3019
FASTKD5|60493	912.4165	FASTKD5|60493	455.1887
FASTK|10922	845.2339	FASTK|10922	666.5094
FAS|355	253.2536	FAS|355	627.3585
FAT1|2195	3158.987	FAT1|2195	8609.9057
FAT2|2196	7.0348	FAT2|2196	1770.7547
FAT3|120114	21.8079	FAT3|120114	34.9057
FAT4|79633	85.8248	FAT4|79633	755.6604
FATE1|89885	6.3313	lowly_expressed	lowly_expressed
FAU|2197	6670.4186	FAU|2197	5421.2264
FBF1|85302	214.24900000000002	FBF1|85302	129.8019
FBLIM1|54751	328.1745	FBLIM1|54751	1408.4906
FBLL1|345630	8.7935	FBLL1|345630	6.6038
FBLN1|2192	2550.8266	FBLN1|2192	8785.8491
FBLN2|2199	2266.9715	FBLN2|2199	5131.6038
FBLN5|10516	819.9085	FBLN5|10516	2933.0189
FBLN7|129804	53.4647	FBLN7|129804	416.0377
FBL|2091	3122.7577	FBL|2091	3086.3208
FBN1|2200	6472.3883	FBN1|2200	3292.9245
FBN2|2201	748.5051	FBN2|2201	10.8491
lowly_expressed	lowly_expressed	FBN3|84467	87.7358
FBP1|2203	1008.09	FBP1|2203	702.8302
FBRSL1|57666	245.1636	FBRSL1|57666	429.717
FBRS|64319	1269.0819999999999	FBRS|64319	1342.9245
FBXL12|54850	221.5969	FBXL12|54850	363.2075
FBXL13|222235	8.7935	FBXL13|222235	17.9245
FBXL14|144699	549.4196	FBXL14|144699	737.7358
FBXL15|79176	66.1273	FBXL15|79176	56.6038
FBXL16|146330	601.4773	FBXL16|146330	248.1132
FBXL17|64839	414.351	FBXL17|64839	783.9623
FBXL18|80028	225.4661	FBXL18|80028	378.3019
FBXL19|54620	278.2272	FBXL19|54620	301.8868
FBXL20|84961	2653.8867	FBXL20|84961	140.0943
FBXL22|283807	22.0858	FBXL22|283807	75.1179
FBXL2|25827	191.3472	FBXL2|25827	223.1132
FBXL3|26224	1341.8924	FBXL3|26224	1813.2075
FBXL4|26235	251.1432	FBXL4|26235	346.2264
FBXL5|26234	1619.7679	FBXL5|26234	3229.717
FBXL6|26233	666.6972	FBXL6|26233	205.6038
FBXL7|23194	374.2526	FBXL7|23194	456.6038
FBXL8|55336	18.3398	FBXL8|55336	38.3113
FBXO10|26267	142.114	FBXO10|26267	265.5755
FBXO11|80204	1078.79	FBXO11|80204	1729.717
FBXO15|201456	13.7179	FBXO15|201456	18.3962
FBXO16|157574	117.1122	FBXO16|157574	56.1321
FBXO17|115290	246.5705	FBXO17|115290	234.9057
FBXO18|84893	1230.7422	FBXO18|84893	1648.6462
FBXO21|23014	1492.0858	FBXO21|23014	1287.2642
FBXO22OS|692224	75.8565	FBXO22OS|692224	45.9151
FBXO22|26263	610.0387	FBXO22|26263	428.1415
FBXO24|26261	9.6834	FBXO24|26261	8.9623
FBXO25|26260	309.5322	FBXO25|26260	534.9057
FBXO27|126433	131.1994	FBXO27|126433	131.1321
FBXO28|23219	2262.7506	FBXO28|23219	1397.1698
FBXO2|26232	54.8716	FBXO2|26232	961.7925
FBXO30|84085	397.4675	FBXO30|84085	732.0755
FBXO31|79791	347.1685	FBXO31|79791	774.5283
FBXO32|114907	1321.1396	FBXO32|114907	1904.2453
FBXO33|254170	346.8167	FBXO33|254170	400.0
FBXO34|55030	427.3655	FBXO34|55030	1062.7358
FBXO36|130888	360.5346	FBXO36|130888	150.0
FBXO38|81545	1221.5969	FBXO38|81545	833.4906
FBXO3|26273	873.0215	FBXO3|26273	956.6038
FBXO41|150726	340.1337	FBXO41|150726	246.6981
FBXO42|54455	430.1794	FBXO42|54455	527.3585
FBXO43|286151	60.4995	FBXO43|286151	7.0755
FBXO44|93611	276.8203	FBXO44|93611	417.4528
FBXO45|200933	1317.974	FBXO45|200933	416.9811
FBXO46|23403	616.6022	FBXO46|23403	357.0755
FBXO48|554251	46.0781	FBXO48|554251	31.1321
FBXO4|26272	326.064	FBXO4|26272	225.4717
FBXO5|26271	520.2251	FBXO5|26271	163.6792
FBXO6|26270	349.6307	FBXO6|26270	149.5283
FBXO7|25793	1891.6637	FBXO7|25793	2191.5094
FBXO8|26269	348.4945	FBXO8|26269	470.1887
FBXO9|26268	785.0862	FBXO9|26268	1202.8302
FBXW11|23291	1773.1270000000002	FBXW11|23291	1235.3774
FBXW2|26190	2746.0429	FBXW2|26190	1676.8868
FBXW4|6468	578.2624	FBXW4|6468	1290.566
FBXW5|54461	962.012	FBXW5|54461	968.3962
FBXW7|55294	295.1108	FBXW7|55294	786.7925
FBXW8|26259	391.1361	FBXW8|26259	479.717
FBXW9|84261	391.7306	FBXW9|84261	181.5708
FCAR|2204	6.3313	lowly_expressed	lowly_expressed
FCER1A|2205	7.0348	FCER1A|2205	96.2264
FCER1G|2207	657.0524	FCER1G|2207	390.0943
lowly_expressed	lowly_expressed	FCER2|2208	7.5472
FCF1|51077	812.1702	FCF1|51077	765.0943
FCGBP|8857	38.3398	FCGBP|8857	2530.1887
FCGR1A|2209	211.7341	FCGR1A|2209	59.4198
FCGR1B|2210	167.7805	FCGR1B|2210	79.717
FCGR1C|100132417	53.8164	FCGR1C|100132417	16.5094
FCGR2A|2212	1249.3845	FCGR2A|2212	718.8679
FCGR2B|2213	413.6476	FCGR2B|2213	191.5094
FCGR2C|9103	181.8502	FCGR2C|9103	91.0377
FCGR3A|2214	3162.8561	FCGR3A|2214	1225.4717
FCGR3B|2215	358.4242	FCGR3B|2215	72.6415
FCGRT|2217	1006.6831	FCGRT|2217	3029.2453
FCHO1|23149	81.2522	FCHO1|23149	58.9623
FCHO2|115548	903.2712	FCHO2|115548	999.0566
FCHSD1|89848	285.5399	FCHSD1|89848	407.8774
FCHSD2|9873	1011.8079	FCHSD2|9873	678.6745
FCN1|2219	12.3109	FCN1|2219	61.3208
lowly_expressed	lowly_expressed	FCN2|2220	5.6604
FCN3|8547	22.8632	FCN3|8547	22.1698
FCRL2|79368	6.6831	lowly_expressed	lowly_expressed
FCRL3|115352	15.8284	lowly_expressed	lowly_expressed
FCRL5|83416	95.3218	FCRL5|83416	30.1887
lowly_expressed	lowly_expressed	FCRL6|343413	18.8679
FCRLA|84824	11.9592	lowly_expressed	lowly_expressed
FCRLB|127943	259.9367	FCRLB|127943	14.1509
FDFT1|2222	5320.0844	FDFT1|2222	2725.9434
lowly_expressed	lowly_expressed	FDPSL2A|619190	5.6604
FDPS|2224	2544.1998	FDPS|2224	1506.6462
FDX1L|112812	153.7812	FDX1L|112812	118.8302
FDX1|2230	592.6838	FDX1|2230	387.2642
FDXACB1|91893	296.0218	FDXACB1|91893	81.2406
FDXR|2232	160.394	FDXR|2232	117.9245
FECH|2235	817.7981	FECH|2235	683.4906
FEM1A|55527	2479.4231	FEM1A|55527	1016.5094
FEM1B|10116	1804.7837	FEM1B|10116	2966.5094
FEM1C|56929	3411.1854	FEM1C|56929	1031.6038
FEN1|2237	2016.8836	FEN1|2237	391.9811
FER1L4|80307	388.6739	FER1L4|80307	44.3396
lowly_expressed	lowly_expressed	FER1L5|90342	21.2264
FERMT1|55612	5.2761	FERMT1|55612	212.2642
FERMT2|10979	1040.802	FERMT2|10979	2152.8302
FERMT3|83706	318.3257	FERMT3|83706	209.9057
FER|2241	36.9328	FER|2241	124.0566
FES|2242	86.5283	FES|2242	374.5283
FEZ1|9638	76.3278	FEZ1|9638	297.1698
FEZ2|9637	608.5121	FEZ2|9637	1039.6226
FFAR2|2867	164.9666	FFAR2|2867	18.8679
lowly_expressed	lowly_expressed	FFAR3|2865	7.0755
lowly_expressed	lowly_expressed	FGA|2243	34.9057
FGB|2244	10.5522	FGB|2244	129.717
FGD1|2245	416.8132	FGD1|2245	262.2642
FGD2|221472	92.5079	FGD2|221472	148.1132
FGD3|89846	638.4101	FGD3|89846	324.5283
FGD4|121512	227.2248	FGD4|121512	626.4151
FGD5|152273	252.9019	FGD5|152273	963.6792
FGD6|55785	682.3778	FGD6|55785	569.3396
FGF10|2255	8.7935	FGF10|2255	17.9245
FGF11|2256	33.7671	FGF11|2256	177.3585
FGF12|2257	100.598	FGF12|2257	32.5472
FGF13|2258	113.9641	FGF13|2258	172.1698
FGF14|2259	108.3363	FGF14|2259	180.1887
FGF18|8817	8.09	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FGF19|9965	5.6604
FGF1|2246	153.7109	FGF1|2246	1207.0755
FGF2|2247	44.4249	FGF2|2247	1240.1321
FGF5|2250	42.2089	lowly_expressed	lowly_expressed
FGF7|2252	183.9606	FGF7|2252	537.2642
lowly_expressed	lowly_expressed	FGF9|2254	23.1132
lowly_expressed	lowly_expressed	FGFBP1|9982	406.1321
lowly_expressed	lowly_expressed	FGFBP2|83888	20.283
FGFBP3|143282	40.4502	FGFBP3|143282	48.5849
FGFR1OP2|26127	433.3451	FGFR1OP2|26127	726.8868
FGFR1OP|11116	410.7246	FGFR1OP|11116	158.9623
FGFR1|2260	3731.9733	FGFR1|2260	4474.5283
FGFR2|2263	93.5631	FGFR2|2263	2048.1132
FGFR3|2261	14.0696	FGFR3|2261	171.2264
FGFR4|2264	64.7204	FGFR4|2264	79.717
FGFRL1|53834	217.37599999999998	FGFRL1|53834	711.7925
FGGY|55277	54.1681	FGGY|55277	159.9057
FGG|2266	20.0492	FGG|2266	25.4717
FGL2|10875	484.6993	FGL2|10875	1156.6038
FGR|2268	157.9318	FGR|2268	183.4906
FHAD1|114827	11.8607	FHAD1|114827	6.1321
FHDC1|85462	336.6163	FHDC1|85462	262.7358
FHIT|2272	15.1249	FHIT|2272	86.3208
FHL1|2273	354.555	FHL1|2273	5940.0943
FHL2|2274	3741.1185	FHL2|2274	3097.1698
FHL3|2275	228.9835	FHL3|2275	527.3585
FHL5|9457	12.6627	FHL5|9457	85.3774
FHOD1|29109	538.1639	FHOD1|29109	416.0377
FHOD3|80206	134.3651	FHOD3|80206	930.6604
FH|2271	2596.2012	FH|2271	1086.3208
FIBCD1|84929	15.8284	lowly_expressed	lowly_expressed
FIBIN|387758	416.1097	FIBIN|387758	744.8113
FIBP|9158	1752.726	FIBP|9158	606.6038
FICD|11153	93.9149	FICD|11153	112.2642
FIG4|9896	649.6658	FIG4|9896	562.2642
FIGF|2277	7.3866	FIGF|2277	533.9623
FIGNL1|63979	582.835	FIGNL1|63979	295.7547
FIGNL2|401720	9.1453	FIGNL2|401720	41.0377
lowly_expressed	lowly_expressed	FIGN|55137	84.434
FILIP1L|11259	969.0468	FILIP1L|11259	2075.4717
FILIP1|27145	33.7671	FILIP1|27145	116.5094
FIP1L1|81608	717.7875	FIP1L1|81608	717.6557
FIS1|51024	1151.6778	FIS1|51024	1237.9151
lowly_expressed	lowly_expressed	FITM1|161247	6.6038
FITM2|128486	151.9522	FITM2|128486	71.2264
FIZ1|84922	245.86700000000002	FIZ1|84922	291.0377
FJX1|24147	174.4636	FJX1|24147	164.1509
FKBP10|60681	2142.8069	FKBP10|60681	1178.7736
FKBP11|51303	256.0675	FKBP11|51303	288.6792
FKBP14|55033	273.3028	FKBP14|55033	275.9434
FKBP15|23307	1667.2529	FKBP15|23307	979.717
FKBP1AP1|2282	24.6219	FKBP1AP1|2282	10.3774
FKBP1A|2280	5930.706999999999	FKBP1A|2280	3268.4717
FKBP1B|2281	16.8836	FKBP1B|2281	50.9434
FKBP2|2286	697.5026	FKBP2|2286	651.4151
FKBP3|2287	1220.5417	FKBP3|2287	694.8113
FKBP4|2288	8866.3384	FKBP4|2288	3721.6981
FKBP5|2289	3100.2462	FKBP5|2289	1398.1132
FKBP7|51661	215.96900000000002	FKBP7|51661	300.4717
FKBP8|23770	2441.4351	FKBP8|23770	3898.1132
FKBP9L|360132	35.1741	FKBP9L|360132	59.434
FKBP9|11328	1816.3911	FKBP9|11328	3190.0943
FKBPL|63943	296.166	FKBPL|63943	111.7925
FKRP|79147	135.4203	FKRP|79147	258.4906
FKTN|2218	1026.0288	FKTN|2218	495.7547
FLAD1|80308	1356.3138	FLAD1|80308	639.6226
FLCN|201163	673.5842	FLCN|201163	609.434
lowly_expressed	lowly_expressed	FLG|2312	32.3208
FLI1|2313	251.1432	FLI1|2313	638.6792
FLII|2314	2839.9578	FLII|2314	3041.0377
FLJ10038|55056	98.1921	FLJ10038|55056	406.5755
FLJ10213|55096	18.2905	FLJ10213|55096	21.2264
FLJ10357|55701	447.06300000000005	FLJ10357|55701	1845.283
FLJ10661|286042	11.6075	FLJ10661|286042	30.1887
FLJ11235|54508	5.9796	FLJ11235|54508	6.6038
FLJ12825|440101	38.3398	FLJ12825|440101	15.565999999999999
lowly_expressed	lowly_expressed	FLJ13197|79667	59.4764
FLJ22536|401237	16.5318	FLJ22536|401237	44.3396
FLJ23867|200058	425.255	FLJ23867|200058	1754.2453
FLJ33630|644873	455.153	FLJ33630|644873	636.3208
lowly_expressed	lowly_expressed	FLJ34503|285759	5.6604
lowly_expressed	lowly_expressed	FLJ35024|401491	21.6981
FLJ35220|284131	126.6268	FLJ35220|284131	267.4528
FLJ35390|255031	96.3947	FLJ35390|255031	48.0
FLJ35776|649446	211.0447	FLJ35776|649446	74.5283
FLJ36031|168455	195.9198	FLJ36031|168455	370.7547
FLJ36777|730971	10.2005	FLJ36777|730971	10.3774
FLJ37201|283011	20.401	FLJ37201|283011	14.1509
FLJ37307|283521	6.3313	lowly_expressed	lowly_expressed
FLJ37453|729614	88.6388	FLJ37453|729614	85.8491
FLJ39582|439931	130.401	FLJ39582|439931	67.9717
FLJ39653|202020	27.7875	FLJ39653|202020	65.0943
FLJ39739|388685	5.2761	lowly_expressed	lowly_expressed
FLJ40330|645784	30.6015	FLJ40330|645784	52.3585
FLJ40504|284085	5.2761	lowly_expressed	lowly_expressed
FLJ40852|285962	12.3109	FLJ40852|285962	28.7736
FLJ41941|100192420	42.9124	lowly_expressed	lowly_expressed
FLJ42289|388182	14.4214	FLJ42289|388182	14.1509
FLJ42627|645644	9.1453	FLJ42627|645644	40.0943
FLJ42709|441094	42.9124	FLJ42709|441094	127.8302
lowly_expressed	lowly_expressed	FLJ42875|440556	10.8491
FLJ43663|378805	118.8885	FLJ43663|378805	109.9057
FLJ44606|401207	32.7119	FLJ44606|401207	41.5094
FLJ44635|392490	30.9532	FLJ44635|392490	13.2075
FLJ45244|400242	42.9124	FLJ45244|400242	41.9811
FLJ45340|402483	315.16	FLJ45340|402483	1397.1698
lowly_expressed	lowly_expressed	FLJ45445|399844	23.5849
FLJ45983|399717	156.5248	FLJ45983|399717	59.434
FLJ90757|440465	618.0091	FLJ90757|440465	703.3019
FLNA|2316	13766.0922	lowly_expressed	lowly_expressed
FLNB|2317	14890.1231	FLNB|2317	16431.4292
FLNC|2318	135.0686	FLNC|2318	891.0377
FLOT1|10211	3017.9388	FLOT1|10211	2602.8302
FLOT2|2319	1440.7316	FLOT2|2319	2367.9245
FLRT1|23769	5.9796	FLRT1|23769	10.8491
FLRT2|23768	96.0253	FLRT2|23768	878.3019
FLRT3|23767	18.6423	FLRT3|23767	383.9623
FLT1|2321	1654.2385	FLT1|2321	1152.3585
FLT3LG|2323	54.8716	FLT3LG|2323	83.4906
lowly_expressed	lowly_expressed	FLT3|2322	13.2075
FLT4|2324	148.7865	FLT4|2324	1043.8679
FLVCR1|28982	250.0879	FLVCR1|28982	105.6604
FLVCR2|55640	125.2198	FLVCR2|55640	68.8679
FLYWCH1|84256	379.8804	FLYWCH1|84256	637.7358
FLYWCH2|114984	446.7112	FLYWCH2|114984	293.8679
FMN1|342184	73.8656	FMN1|342184	150.0
lowly_expressed	lowly_expressed	FMN2|56776	8.4906
FMNL1|752	332.7471	FMNL1|752	450.0
FMNL2|114793	577.5589	FMNL2|114793	1155.6604
FMNL3|91010	537.872	FMNL3|91010	1065.6321
FMO1|2326	121.3507	FMO1|2326	355.1887
FMO2|2327	159.6905	FMO2|2327	2395.7547
FMO3|2328	47.1333	FMO3|2328	45.283
FMO4|2329	72.8104	FMO4|2329	122.1698
FMO5|2330	57.3338	FMO5|2330	450.0
FMOD|2331	1421.7376	FMOD|2331	4829.2453
FMR1|2332	972.9159	FMR1|2332	1183.9623
FN1|2335	219908.5473	FN1|2335	8178.3019
FN3KRP|79672	618.3609	FN3KRP|79672	768.3962
FN3K|64122	121.7024	FN3K|64122	247.6415
FNBP1L|54874	2330.9884	FNBP1L|54874	2564.6226
FNBP1|23048	604.9947	FNBP1|23048	1298.5849
FNBP4|23360	950.4045	FNBP4|23360	1606.6038
FNDC1|84624	2885.6841	FNDC1|84624	489.1509
FNDC3A|22862	938.4453	FNDC3A|22862	2235.8491
FNDC3B|64778	1669.0116	FNDC3B|64778	2377.8302
FNDC4|64838	46.4298	FNDC4|64838	259.9057
FNDC5|252995	13.3662	FNDC5|252995	46.2264
FNDC8|54752	18.6423	FNDC8|54752	11.3208
FNIP1|96459	1221.2452	FNIP1|96459	835.8491
FNIP2|57600	520.2251	FNIP2|57600	631.6038
FNTA|2339	918.7478	FNTA|2339	1294.8113
FNTB|2342	438.1323	FNTB|2342	492.3821
FOLH1|2346	62.2582	FOLH1|2346	231.1321
lowly_expressed	lowly_expressed	FOLR1|2348	933.0189
FOLR2|2350	62.2582	FOLR2|2350	374.5283
FOSB|2354	97.78399999999999	FOSB|2354	17381.1321
FOSL1|8061	18.6423	FOSL1|8061	243.8679
FOSL2|2355	771.72	FOSL2|2355	3294.8113
FOS|2353	2011.9592	FOS|2353	14043.8679
FOXA1|3169	6701.7235	FOXA1|3169	2052.8302
lowly_expressed	lowly_expressed	FOXA3|3171	5.6604
FOXC1|2296	47.4851	FOXC1|2296	702.3585
lowly_expressed	lowly_expressed	FOXC2|2303	27.8302
FOXD1|2297	166.3735	FOXD1|2297	33.9623
FOXD2|2306	70.7	FOXD2|2306	11.3208
lowly_expressed	lowly_expressed	FOXD4L1|200350	5.1887
lowly_expressed	lowly_expressed	FOXD4|2298	6.6038
FOXF1|2294	9.497	FOXF1|2294	10.3774
FOXF2|2295	41.5055	FOXF2|2295	41.5094
FOXH1|8928	12.937000000000001	lowly_expressed	lowly_expressed
FOXI1|2299	360.8864	FOXI1|2299	339.6226
lowly_expressed	lowly_expressed	FOXI2|399823	14.1509
FOXI3|344167	9.497	FOXI3|344167	5.6604
FOXJ1|2302	19.3458	FOXJ1|2302	10.8491
FOXJ2|55810	727.4006	FOXJ2|55810	1286.3208
FOXJ3|22887	1500.5276	FOXJ3|22887	1729.717
FOXK1|221937	309.8839	FOXK1|221937	1108.4906
FOXK2|3607	1528.3152	FOXK2|3607	1228.3019
FOXL1|2300	7.3866	FOXL1|2300	39.6226
lowly_expressed	lowly_expressed	FOXL2|668	6.1321
FOXM1|2305	1063.5702	FOXM1|2305	368.7547
FOXN1|8456	5.2761	FOXN1|8456	12.2642
FOXN2|3344	420.3306	FOXN2|3344	422.1698
FOXN3|1112	833.2747	FOXN3|1112	2388.6792
FOXO1|2308	446.3595	FOXO1|2308	1372.6415
FOXO3B|2310	1325.3605	FOXO3B|2310	1156.6038
FOXO3|2309	3021.1045	FOXO3|2309	2427.8302
FOXO4|4303	454.8013	FOXO4|4303	905.6604
FOXP1|27086	1524.7977	FOXP1|27086	2041.5094
FOXP2|93986	12.6627	FOXP2|93986	38.2075
FOXP3|50943	131.9311	FOXP3|50943	20.8491
FOXP4|116113	1689.0609	FOXP4|116113	1856.6038
FOXQ1|94234	27.0841	FOXQ1|94234	8.0189
FOXRED1|55572	928.9483	FOXRED1|55572	328.7736
FOXRED2|80020	2266.6198	FOXRED2|80020	700.4717
FOXS1|2307	26.3806	FOXS1|2307	22.6415
FPGS|2356	669.3633	FPGS|2356	778.3019
FPGT|8790	444.4917	FPGT|8790	437.9906
FPR1|2357	71.4034	FPR1|2357	90.0943
FPR2|2358	7.7383	FPR2|2358	5.6604
FPR3|2359	1186.0711	FPR3|2359	255.1887
FRAS1|80144	22.5114	FRAS1|80144	274.5283
FRAT1|10023	90.7492	FRAT1|10023	90.0943
FRAT2|23401	305.3113	FRAT2|23401	167.4528
FREM1|158326	10.904000000000002	FREM1|158326	256.6038
FREM2|341640	31.6567	FREM2|341640	76.8868
FRG1B|284802	266.9715	FRG1B|284802	285.8491
FRG1|2483	628.9131	FRG1|2483	647.6415
FRK|2444	36.5811	FRK|2444	113.6792
lowly_expressed	lowly_expressed	FRMD1|79981	8.0189
FRMD3|257019	7.0348	FRMD3|257019	127.3585
FRMD4A|55691	491.2381	FRMD4A|55691	1101.8915
FRMD4B|23150	501.5828	FRMD4B|23150	919.3396
FRMD5|84978	8.7935	FRMD5|84978	19.3396
FRMD6|122786	1140.3447	FRMD6|122786	2933.9623
FRMD8|83786	856.4896	FRMD8|83786	910.3774
FRMPD1|22844	7.3866	FRMPD1|22844	91.0377
lowly_expressed	lowly_expressed	FRMPD2|143162	46.2264
FRRS1|391059	134.3651	FRRS1|391059	126.4151
FRS2|10818	1753.0777	FRS2|10818	1245.7547
FRS3|10817	114.6676	FRS3|10817	81.1321
FRYL|285527	740.4151	FRYL|285527	1711.7925
FRY|10129	392.1913	FRY|10129	1297.1698
FRZB|2487	125.2198	FRZB|2487	714.1509
FSCN1|6624	432.9933	FSCN1|6624	1097.1698
FSCN2|25794	11.9592	FSCN2|25794	12.7358
FSD1L|83856	118.185	FSD1L|83856	52.8302
FSIP1|161835	646.1484	FSIP1|161835	39.1509
FSTL1|11167	6670.4186	FSTL1|11167	9916.9811
FSTL3|10272	198.7337	FSTL3|10272	601.8868
FSTL4|23105	191.6989	FSTL4|23105	8.0189
FST|10468	97.0805	FST|10468	269.3396
lowly_expressed	lowly_expressed	FTCD|10841	5.6604
FTH1|2495	102140.6929	FTH1|2495	25773.5849
FTHL3|2498	545.9022	FTHL3|2498	136.7925
FTL|2512	40798.1006	FTL|2512	21477.3585
FTO|79068	970.102	FTO|79068	2278.7736
FTSJ1|24140	636.6514	FTSJ1|24140	512.7358
FTSJ2|29960	652.4798	FTSJ2|29960	525.9434
FTSJ3|117246	1487.8649	FTSJ3|117246	1206.934
FTSJD1|55783	462.8913	FTSJD1|55783	746.2264
FTSJD2|23070	1860.007	FTSJD2|23070	1113.6792
FUBP1|8880	1685.1917	FUBP1|8880	1688.2075
FUBP3|8939	1292.6486	FUBP3|8939	1160.3774
FUCA1|2517	865.9866	FUCA1|2517	820.7547
FUCA2|2519	1055.9268	FUCA2|2519	1115.0943
FUK|197258	231.7974	FUK|197258	415.566
FUNDC1|139341	618.0091	FUNDC1|139341	236.3208
lowly_expressed	lowly_expressed	FUNDC2P2|388965	8.0189
FUNDC2|65991	842.7717	FUNDC2|65991	1001.4057
FURIN|5045	1172.7049	FURIN|5045	2123.5849
FUS|2521	4906.0851	FUS|2521	4062.2642
FUT10|84750	157.9318	FUT10|84750	229.717
FUT11|170384	255.3641	FUT11|170384	197.6415
FUT1|2523	155.4696	FUT1|2523	130.6604
FUT2|2524	38.3398	FUT2|2524	25.4717
FUT3|2525	130.8477	FUT3|2525	50.4717
FUT4|2526	118.8393	FUT4|2526	166.2123
FUT5|2527	6.7921	lowly_expressed	lowly_expressed
FUT6|2528	7.7383	FUT6|2528	35.8491
lowly_expressed	lowly_expressed	FUT7|2529	5.1887
FUT8|2530	569.8628	FUT8|2530	555.2972
FUT9|10690	7.7383	FUT9|10690	76.8868
FUZ|80199	206.7745	FUZ|80199	250.9953
FXC1|26515	665.1425	FXC1|26515	990.566
FXN|2395	157.2283	FXN|2395	208.9623
FXR1|8087	3570.1724	FXR1|8087	2227.8302
FXR2|9513	912.4165	FXR2|9513	758.9623
lowly_expressed	lowly_expressed	FXYD1|5348	404.2453
FXYD3|5349	803.025	FXYD3|5349	1700.9434
FXYD5|53827	682.3778	FXYD5|53827	1704.717
FXYD6|53826	262.3989	FXYD6|53826	1384.9057
FYB|2533	447.7664	FYB|2533	395.283
FYCO1|79443	2437.9177	FYCO1|79443	2162.7358
FYN|2534	307.07	FYN|2534	705.6604
FYTTD1|84248	2983.1164	FYTTD1|84248	1881.1321
FZD10|11211	19.3458	FZD10|11211	36.7925
FZD1|8321	1042.5607	FZD1|8321	1745.283
FZD2|2535	163.2079	FZD2|2535	45.7547
FZD3|7976	337.3197	FZD3|7976	235.8491
FZD4|8322	706.9574	FZD4|8322	2235.6179
FZD5|7855	114.3159	FZD5|7855	224.5283
FZD6|8323	1085.8248	FZD6|8323	1325.0
FZD7|8324	818.8533	FZD7|8324	2705.6604
FZD8|8325	98.4875	FZD8|8325	407.0755
lowly_expressed	lowly_expressed	FZD9|8326	18.3962
FZR1|51343	2074.9209	FZR1|51343	916.0377
G0S2|50486	37.2846	G0S2|50486	1416.5094
G2E3|55632	506.1555	G2E3|55632	422.6415
G3BP1|10146	5730.5663	G3BP1|10146	2035.3774
G3BP2|9908	4830.109	G3BP2|9908	3529.717
G6PC3|92579	2143.8621	G6PC3|92579	841.0377
G6PD|2539	1013.0144	G6PD|2539	616.5094
GAA|2548	1495.955	GAA|2548	2393.8679
GAB1|2549	706.9996	GAB1|2549	1266.5094
GAB2|9846	970.4537	GAB2|9846	1184.9057
GAB3|139716	47.8368	GAB3|139716	113.6792
GABARAPL1|23710	627.5062	GABARAPL1|23710	2190.5660000000003
GABARAPL2|11345	1522.6873	GABARAPL2|11345	1736.3208
GABARAP|11337	4768.5543	GABARAP|11337	5415.0943
GABBR1|2550	429.4759	GABBR1|2550	731.1321
lowly_expressed	lowly_expressed	GABBR2|9568	8.4906
GABPA|2551	761.9311	GABPA|2551	1057.1981
GABPB1|2553	657.1861	GABPB1|2553	356.6745
GABPB2|126626	249.0327	GABPB2|126626	88.2075
lowly_expressed	lowly_expressed	GABRA2|2555	6.6038
GABRA3|2556	397.1157	lowly_expressed	lowly_expressed
GABRB2|2561	23.2149	GABRB2|2561	35.8491
lowly_expressed	lowly_expressed	GABRB3|2562	88.6792
GABRD|2563	118.5368	GABRD|2563	8.0189
GABRE|2564	360.5346	GABRE|2564	312.7358
GABRP|2568	20.7527	GABRP|2568	12194.3396
GABRQ|55879	9.1453	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	GABRR2|2570	5.1887
GAD1|2571	7.3866	lowly_expressed	lowly_expressed
GADD45A|1647	353.4998	GADD45A|1647	530.6604
GADD45B|4616	959.9015	GADD45B|4616	1466.5094
GADD45GIP1|90480	384.1013	GADD45GIP1|90480	406.1321
GADD45G|10912	58.7408	GADD45G|10912	28.3019
GAGE13|645051	14.4214	lowly_expressed	lowly_expressed
GAGE2D|729408	26.3806	lowly_expressed	lowly_expressed
GAGE4|2576	27.3373	lowly_expressed	lowly_expressed
GAK|2580	814.9842	GAK|2580	1147.1698
