gene_id	TCGA-A7-A0CE-01A-11R-A00Z-07	gene_id	TCGA-A7-A0CE-11A-21R-A089-07
NACA2|342538	12.5434	NACA2|342538	44.7619
NACAD|23148	113.2299	NACAD|23148	142.5397
NACAP1|83955	100.0085	NACAP1|83955	137.7778
NACA|4666	11250.784	NACA|4666	23269.5238
NACC1|112939	2265.6157	NACC1|112939	1263.8095
NACC2|138151	30.5111	NACC2|138151	43.8095
NADK|65220	1337.0625	NADK|65220	1013.6508
NADSYN1|55191	533.9436	NADSYN1|55191	1066.6667
NAE1|8883	1583.8629999999998	NAE1|8883	860.3175
NAF1|92345	76.9557	NAF1|92345	172.0635
NAGA|4668	964.1495	NAGA|4668	1139.3651
NAGK|55577	959.4033	NAGK|55577	1389.2063
NAGLU|4669	627.5108	NAGLU|4669	896.8254
NAGPA|51172	209.1703	NAGPA|51172	229.9778
NAGS|162417	44.7496	NAGS|162417	125.3968
NAIF1|203245	186.1175	NAIF1|203245	244.127
NAIP|4671	44.7496	NAIP|4671	112.6984
NALCN|259232	98.9914	NALCN|259232	95.2381
NAMPT|10135	4758.0303	NAMPT|10135	2516.5079
NANOG|79923	7.7973	lowly_expressed	lowly_expressed
NANOS1|340719	159.3355	NANOS1|340719	331.1111
NANOS3|342977	6.4412	NANOS3|342977	6.3492
NANP|140838	204.0851	NANP|140838	153.6508
NANS|54187	748.7855	NANS|54187	1247.8698
NAP1L1|4673	7191.7959	NAP1L1|4673	8088.5714
NAP1L2|4674	5.0852	NAP1L2|4674	205.0794
NAP1L3|4675	12.5434	NAP1L3|4675	132.0635
NAP1L4|4676	2213.0689	NAP1L4|4676	2935.5556
NAP1L5|266812	272.5655	NAP1L5|266812	347.619
lowly_expressed	lowly_expressed	NAP1L6|645996	11.1111
NAPA|8775	1690.9636	NAPA|8775	3510.1778
NAPB|63908	131.8756	NAPB|63908	239.3651
NAPEPLD|222236	511.6162	NAPEPLD|222236	319.4413
NAPG|8774	884.4817	NAPG|8774	590.4762
NAPRT1|93100	472.2434	NAPRT1|93100	672.0635
lowly_expressed	lowly_expressed	NAPSA|9476	7.3016
NAPSB|256236	26.7819	NAPSB|256236	432.6984
NARFL|64428	401.72900000000004	NARFL|64428	573.0159
NARF|26502	970.9297	NARF|26502	718.4127
NARG2|79664	1340.4526	NARG2|79664	933.9683
NARS2|79731	615.9844	NARS2|79731	413.6508
NARS|4677	5271.6332	NARS|4677	3068.5714
NASP|4678	3107.382	NASP|4678	2132.381
NAT10|55226	1545.2157	NAT10|55226	1022.2222
NAT14|57106	251.2077	NAT14|57106	204.127
NAT15|79903	878.3795	NAT15|79903	1359.6825
NAT1|9	82.3799	NAT1|9	1063.8095
lowly_expressed	lowly_expressed	NAT2|10	12.6984
NAT6|24142	64.5784	NAT6|24142	166.1175
NAT8L|339983	77.2947	NAT8L|339983	56.8254
lowly_expressed	lowly_expressed	NAT8|9027	5.0794
NAT9|26151	524.4512	NAT9|26151	573.9683
NAV1|89796	1558.0981	NAV1|89796	771.7460000000001
NAV2|89797	1594.0707	NAV2|89797	1817.3365
NAV3|89795	14.9165	NAV3|89795	211.1111
NBAS|51594	1045.5123	NBAS|51594	1305.3968
NBEAL1|65065	155.9454	NBEAL1|65065	82.5397
NBEAL2|23218	672.2604	NBEAL2|23218	1056.5079
NBEA|26960	43.0545	NBEA|26960	363.1746
NBL1|4681	1497.4049	NBL1|4681	4145.7143
lowly_expressed	lowly_expressed	NBLA00301|79804	20.3175
NBN|4683	1895.0759	NBN|4683	1432.6984
NBPF10|100132406	688.6719	NBPF10|100132406	827.2095
NBPF14|25832	489.4686	NBPF14|25832	664.3746
NBPF15|284565	39.3254	NBPF15|284565	345.2286
NBPF16|728936	18.3066	NBPF16|728936	34.9206
NBPF1|55672	560.3865	NBPF1|55672	553.9683
NBPF3|84224	72.8875	NBPF3|84224	196.1905
NBPF4|148545	41.0204	NBPF4|148545	104.12700000000001
NBPF6|653149	6.7802	NBPF6|653149	49.8413
NBPF9|400818	266.2802	NBPF9|400818	232.9302
NBR1|4077	2767.6922	NBR1|4077	4185.3968
NBR2|10230	112.2129	NBR2|10230	131.4286
NCALD|83988	142.724	NCALD|83988	2028.8889
NCAM1|4684	103.3986	NCAM1|4684	332.6762
NCAM2|4685	69.4974	NCAM2|4685	121.5873
NCAPD2|9918	5349.6059	NCAPD2|9918	1266.3492
NCAPD3|23310	911.2637	NCAPD3|23310	443.1746
NCAPG2|54892	1657.4286	NCAPG2|54892	338.7302
NCAPG|64151	987.3922	NCAPG|64151	64.9778
NCAPH2|29781	815.6623	NCAPH2|29781	720.3175
NCAPH|23397	525.1292	NCAPH|23397	53.6508
NCBP1|4686	1212.6824	NCBP1|4686	854.9619
NCBP2|22916	1394.0164	NCBP2|22916	1890.1587
NCCRP1|342897	478.6846	NCCRP1|342897	47.9365
NCDN|23154	504.1071	NCDN|23154	858.7302
NCEH1|57552	326.4683	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NCF1B|654816	24.7619
NCF1C|654817	11.1874	NCF1C|654817	34.9206
NCF1|653361	28.138	NCF1|653361	89.5238
NCF2|4688	158.3185	NCF2|4688	192.38099999999997
NCF4|4689	60.3441	NCF4|4689	320.3175
NCK1|4690	737.0116	NCK1|4690	506.0317
NCK2|8440	846.8514	NCK2|8440	1255.2381
NCKAP1L|3071	171.87900000000002	NCKAP1L|3071	579.0476
NCKAP1|10787	4060.6831	NCKAP1|10787	3419.6825
NCKAP5L|57701	508.5177	NCKAP5L|57701	718.0952
NCKAP5|344148	15.5945	NCKAP5|344148	189.5238
NCKIPSD|51517	527.8413	NCKIPSD|51517	783.1746
NCLN|56926	1423.5105	NCLN|56926	1199.3651
NCL|4691	14374.4385	NCL|4691	14121.5873
NCOA1|8648	1328.9262	NCOA1|8648	1573.6508
NCOA2|10499	2619.883	NCOA2|10499	453.0159
NCOA3|8202	620.3916	NCOA3|8202	856.8254
NCOA4|8031	4336.9777	NCOA4|8031	4583.4921
NCOA5|57727	974.9979	NCOA5|57727	1154.9206
NCOA6|23054	1629.2906	NCOA6|23054	1244.7619
NCOA7|135112	3309.094	NCOA7|135112	1153.9683
NCOR1|9611	2577.5066	NCOR1|9611	2377.1429
NCOR2|9612	3324.3495	NCOR2|9612	3721.9048
NCR3|259197	5.0852	lowly_expressed	lowly_expressed
NCRNA00052|145978	127.1294	lowly_expressed	lowly_expressed
NCRNA00081|92482	149.3957	NCRNA00081|92482	199.6063
NCRNA00085|147650	37.2913	NCRNA00085|147650	99.6825
NCRNA00086|399668	118.3151	NCRNA00086|399668	280.9524
NCRNA00087|644596	240.3594	NCRNA00087|644596	96.1905
NCRNA00092|100188953	11.1874	NCRNA00092|100188953	11.745999999999999
lowly_expressed	lowly_expressed	NCRNA00093|100188954	50.5937
NCRNA00094|266655	458.4897	NCRNA00094|266655	730.4413
NCRNA00095|283932	134.2487	NCRNA00095|283932	44.126999999999995
NCRNA00105|80161	9.1533	NCRNA00105|80161	95.2635
NCRNA00107|283981	7.4583	NCRNA00107|283981	37.1429
lowly_expressed	lowly_expressed	NCRNA00110|642976	21.2698
NCRNA00115|79854	11.8654	NCRNA00115|79854	17.7778
NCRNA00116|205251	156.2844	NCRNA00116|205251	230.1587
NCRNA00120|55389	15.5945	NCRNA00120|55389	26.6667
NCRNA00152|112597	105.7717	NCRNA00152|112597	183.4921
lowly_expressed	lowly_expressed	NCRNA00160|54064	11.4286
lowly_expressed	lowly_expressed	NCRNA00162|378825	24.7619
NCRNA00171|80862	16.8353	NCRNA00171|80862	22.6413
NCRNA00173|100287569	12.2044	NCRNA00173|100287569	34.6032
NCRNA00174|285908	140.0119	NCRNA00174|285908	145.3968
NCRNA00176|284739	5.4242	NCRNA00176|284739	10.7937
NCRNA00181|503538	88.3126	NCRNA00181|503538	171.5365
NCRNA00182|100302692	24.7479	NCRNA00182|100302692	36.5079
NCRNA00183|554203	189.5076	NCRNA00183|554203	366.0317
NCRNA00188|125144	7903.7207	NCRNA00188|125144	7805.7143
NCRNA00201|284702	950.9586	NCRNA00201|284702	968.4698
NCRNA00202|387644	12.2044	NCRNA00202|387644	12.0635
lowly_expressed	lowly_expressed	NCRNA00204B|286967	7.619
NCRNA00219|114915	133.2316	NCRNA00219|114915	594.9206
NCS1|23413	1171.6247	NCS1|23413	441.2698
NCSTN|23385	10181.9578	NCSTN|23385	2840.9524
NDC80|10403	765.8276	NDC80|10403	46.9841
NDE1|54820	753.1621	NDE1|54820	432.8571
NDEL1|81565	911.9417	NDEL1|81565	1010.7937
NDFIP1|80762	2629.7144	NDFIP1|80762	3275.5556
NDFIP2|54602	1046.1904	NDFIP2|54602	613.3333
NDNL2|56160	189.8466	NDNL2|56160	529.8413
NDN|4692	86.787	NDN|4692	852.3810000000001
NDOR1|27158	456.9879	NDOR1|27158	554.2857
NDP|4693	20.6797	NDP|4693	71.1111
NDRG1|10397	15940.3339	NDRG1|10397	4066.3492
NDRG2|57447	1802.8646	NDRG2|57447	6656.8254
NDRG3|57446	962.1154	NDRG3|57446	1123.4921
NDRG4|65009	1190.2704	NDRG4|65009	179.0476
NDST1|3340	6067.2938	NDST1|3340	4757.1429
NDST2|8509	316.298	NDST2|8509	618.4127
NDST3|9348	7.7973	lowly_expressed	lowly_expressed
NDUFA10|4705	1977.4557	NDUFA10|4705	2222.8571
NDUFA11|126328	2536.8252	NDUFA11|126328	1557.1429
NDUFA12|55967	438.0032	NDUFA12|55967	660.0
NDUFA13|51079	3519.5525	NDUFA13|51079	2248.5873
NDUFA1|4694	3588.1007	NDUFA1|4694	1645.0794
NDUFA2|4695	890.923	NDUFA2|4695	966.9841
NDUFA3|4696	710.5687	NDUFA3|4696	694.2857
NDUFA4L2|56901	286.1259	NDUFA4L2|56901	335.2381
NDUFA4|4697	5608.2719	NDUFA4|4697	2884.7619
NDUFA5|4698	1939.1474	NDUFA5|4698	1557.7778
NDUFA6|4700	1175.6929	NDUFA6|4700	1000.6349
NDUFA7|4701	1350.9619	NDUFA7|4701	462.2222
NDUFA8|4702	1149.928	NDUFA8|4702	845.3968
NDUFA9|4704	4602.4239	NDUFA9|4704	1177.7778
NDUFAB1|4706	1897.4489	NDUFAB1|4706	894.6032
NDUFAF1|51103	239.0033	NDUFAF1|51103	380.0
NDUFAF2|91942	200.017	NDUFAF2|91942	227.3016
NDUFAF3|25915	648.1905	NDUFAF3|25915	1254.6032
NDUFAF4|29078	721.4171	NDUFAF4|29078	245.7143
NDUFB10|4716	1361.8103	NDUFB10|4716	1326.0317
NDUFB11|54539	1985.253	NDUFB11|54539	1551.4286
NDUFB1|4707	1230.9518	NDUFB1|4707	752.3810000000001
NDUFB2|4708	2554.0978	NDUFB2|4708	1369.1937
NDUFB3|4709	876.6845	NDUFB3|4709	679.3651
NDUFB4|4710	1816.0861	NDUFB4|4710	2185.0794
NDUFB5|4711	2425.6293	NDUFB5|4711	1307.619
NDUFB6|4712	1051.2755	NDUFB6|4712	749.2063
NDUFB7|4713	1335.7064	NDUFB7|4713	1119.3651
NDUFB8|4714	1672.6672	NDUFB8|4714	1368.9619
NDUFB9|4715	3148.0668	NDUFB9|4715	2299.0508
NDUFC1|4717	1383.5071	NDUFC1|4717	1005.3968
NDUFC2|4718	2017.7981	NDUFC2|4718	2198.4127
NDUFS1|4719	1089.9229	NDUFS1|4719	1143.1746
NDUFS2|4720	6316.1285	NDUFS2|4720	2223.8095
NDUFS3|4722	1791.501	NDUFS3|4722	1255.7016
NDUFS4|4724	737.3506	NDUFS4|4724	760.3175
NDUFS5|4725	3543.6901	NDUFS5|4725	2033.9683
NDUFS6|4726	1152.9791	NDUFS6|4726	989.5238
NDUFS7|374291	335.7403	NDUFS7|374291	593.8635
NDUFS8|4728	1111.9586	NDUFS8|4728	1092.6984
NDUFV1|4723	2656.8353	NDUFV1|4723	2365.0794
NDUFV2|4729	1992.3722	NDUFV2|4729	1643.8095
NDUFV3|4731	720.061	NDUFV3|4731	720.9524
NEAT1|283131	6288.6685	NEAT1|283131	13608.5714
NEBL|10529	1419.1033	NEBL|10529	1928.254
NEB|4703	7.1192	NEB|4703	30.1587
NECAB1|64168	7.1192	NECAB1|64168	118.7302
lowly_expressed	lowly_expressed	NECAB2|54550	18.4127
NECAB3|63941	241.7154	NECAB3|63941	523.1746
NECAP1|25977	848.8855	NECAP1|25977	693.3333
NECAP2|55707	1103.4833	NECAP2|55707	1464.7619
NEDD1|121441	425.4598	NEDD1|121441	359.6825
NEDD4L|23327	1139.4186	NEDD4L|23327	2068.254
NEDD4|4734	311.5518	NEDD4|4734	475.5556
NEDD8|4738	1601.4917	NEDD8|4738	1938.4127
NEDD9|4739	4721.7561	NEDD9|4739	3540.9524
NEFH|4744	421.0526	NEFH|4744	65.7143
lowly_expressed	lowly_expressed	NEFL|4747	6.0317
lowly_expressed	lowly_expressed	NEFM|4741	17.1429
NEGR1|257194	53.9029	NEGR1|257194	184.4444
NEIL1|79661	59.3271	NEIL1|79661	206.0317
NEIL2|252969	213.2384	NEIL2|252969	628.8889
NEIL3|55247	61.7001	lowly_expressed	lowly_expressed
NEK10|152110	16.6116	NEK10|152110	813.0159
NEK11|79858	195.9488	NEK11|79858	430.1587
NEK1|4750	259.683	NEK1|4750	481.2698
NEK2|4751	970.5907	NEK2|4751	38.7302
NEK3|4752	77.9727	NEK3|4752	223.8095
NEK4|6787	401.0509	NEK4|6787	473.3333
lowly_expressed	lowly_expressed	NEK5|341676	11.1111
NEK6|10783	310.5348	NEK6|10783	824.7619
NEK7|140609	985.8463	NEK7|140609	910.4762
NEK8|284086	64.0732	NEK8|284086	120.9524
NEK9|91754	1352.6570000000002	NEK9|91754	2288.5714
NELF|26012	592.5926	NELF|26012	871.7460000000001
NELL2|4753	107.4667	NELL2|4753	79.3651
NENF|29937	2288.6685	NENF|29937	1706.0317
NEO1|4756	2711.0772	NEO1|4756	2224.127
NES|10763	1474.3622	NES|10763	4505.3968
NET1|10276	1988.6431	NET1|10276	1648.5714
NETO2|81831	1066.5311	NETO2|81831	346.6667
NEU1|4758	2157.132	NEU1|4758	1631.4286
NEU3|10825	41.6984	NEU3|10825	64.7619
NEURL1B|54492	560.0475	NEURL1B|54492	908.5714
NEURL2|140825	7.1803	NEURL2|140825	49.4127
lowly_expressed	lowly_expressed	NEURL3|93082	50.4762
NEURL4|84461	550.1619	NEURL4|84461	516.8254
NEURL|9148	23.7308	NEURL|9148	32.0635
lowly_expressed	lowly_expressed	NEUROG2|63973	42.2222
NEXN|91624	133.2316	NEXN|91624	930.7937
NF1|4763	3031.7824	NF1|4763	1668.5714
NF2|4771	876.6845	NF2|4771	1145.0794
NFAM1|150372	98.6524	NFAM1|150372	242.8571
NFASC|23114	3293.5062	NFASC|23114	782.8635
NFAT5|10725	855.6657	NFAT5|10725	1531.1111
NFATC1|4772	957.7083	NFATC1|4772	606.6667
NFATC2IP|84901	1105.8564	NFATC2IP|84901	816.5079
NFATC2|4773	87.465	NFATC2|4773	100.0
NFATC3|4775	1073.6503	NFATC3|4775	750.1587
NFATC4|4776	341.7239	NFATC4|4776	1113.3333
NFE2L1|4779	7055.5132	NFE2L1|4779	7730.4762
NFE2L2|4780	2093.2248	NFE2L2|4780	3306.4127
NFE2L3|9603	2227.6464	NFE2L3|9603	238.4127
NFE2|4778	47.4616	NFE2|4778	14.6032
NFIA|4774	2365.2852	NFIA|4774	2006.9841
NFIB|4781	7417.2387	NFIB|4781	6105.0794
NFIC|4782	789.2194	NFIC|4782	895.5556
NFIL3|4783	1073.3113	NFIL3|4783	1106.0317
NFIX|4784	3427.4091	NFIX|4784	3100.0
NFKB1|4790	1973.7266	NFKB1|4790	1368.254
NFKB2|4791	1172.3027	NFKB2|4791	780.9524
NFKBIA|4792	2648.699	NFKBIA|4792	4947.3016
NFKBIB|4793	340.0288	NFKBIB|4793	392.6984
NFKBID|84807	23.7308	NFKBID|84807	20.0
NFKBIE|4794	399.3559	NFKBIE|4794	277.7778
NFKBIL1|4795	385.4564	NFKBIL1|4795	574.2857
NFKBIL2|4796	553.8503	NFKBIL2|4796	126.9841
NFKBIZ|64332	103.3986	NFKBIZ|64332	476.5079
NFRKB|4798	506.1446	NFRKB|4798	826.6667
NFS1|9054	704.4665	NFS1|9054	487.9365
NFU1|27247	457.6659	NFU1|27247	721.2698
NFX1|4799	1485.2106	NFX1|4799	1135.873
NFXL1|152518	185.9785	NFXL1|152518	207.3016
NFYA|4800	1008.8991	NFYA|4800	704.127
NFYB|4801	573.6079	NFYB|4801	863.1746
NFYC|4802	1326.8616	NFYC|4802	1077.781
NGDN|25983	467.8363	NGDN|25983	512.381
NGEF|25791	146.1141	NGEF|25791	70.7937
NGFRAP1|27018	3347.7413	NGFRAP1|27018	2379.3651
NGFR|4804	43.7325	NGFR|4804	2859.6825
NGF|4803	5.4242	NGF|4803	24.4444
NGLY1|55768	469.5313	NGLY1|55768	646.6667
NGRN|51335	2357.4608	NGRN|51335	3545.1111
NHEDC2|133308	233.2401	NHEDC2|133308	195.873
NHEJ1|79840	114.925	NHEJ1|79840	218.9048
NHLH1|4807	14.2385	lowly_expressed	lowly_expressed
NHLRC1|378884	132.5536	NHLRC1|378884	117.7778
NHLRC2|374354	132.2146	NHLRC2|374354	103.4921
NHLRC3|387921	446.1395	NHLRC3|387921	653.3333
NHLRC4|283948	15.5945	NHLRC4|283948	81.2698
NHP2L1|4809	2856.8523	NHP2L1|4809	2529.8413
NHP2|55651	788.8804	NHP2|55651	1471.746
NHSL1|57224	591.2365	NHSL1|57224	331.746
NHSL2|340527	22.3748	NHSL2|340527	27.619
NHS|4810	191.8807	NHS|4810	173.6508
NICN1|84276	186.4056	NICN1|84276	500.781
NID1|4811	1589.8907	NID1|4811	2826.7937
NID2|22795	451.9027	NID2|22795	342.8571
NIF3L1|60491	487.4989	NIF3L1|60491	483.4921
NINJ1|4814	666.1581	NINJ1|4814	2735.873
NINJ2|4815	393.0028	NINJ2|4815	62.2381
NINL|22981	679.3796	NINL|22981	373.6508
NIN|51199	883.4647	NIN|51199	1140.3175
NIP7|51388	848.2075	NIP7|51388	619.3651
NIPA1|123606	216.2895	NIPA1|123606	240.3175
NIPA2|81614	638.3592	NIPA2|81614	832.0635
NIPAL1|152519	49.1567	NIPAL1|152519	13.6508
NIPAL2|79815	190.5246	NIPAL2|79815	186.6667
NIPAL3|57185	1694.0419	NIPAL3|57185	1395.8729999999998
NIPBL|25836	1208.9160000000002	lowly_expressed	lowly_expressed
NIPSNAP1|8508	2029.3245	NIPSNAP1|8508	1862.2222
NIPSNAP3A|25934	369.5228	NIPSNAP3A|25934	451.746
NIPSNAP3B|55335	54.2758	NIPSNAP3B|55335	57.1905
NISCH|11188	1423.5105	NISCH|11188	3059.6825
NIT1|4817	674.6877	NIT1|4817	749.8159
NIT2|56954	768.2007	NIT2|56954	941.9048
NKAIN1|79570	133.5706	NKAIN1|79570	74.9206
lowly_expressed	lowly_expressed	NKAIN2|154215	14.2857
lowly_expressed	lowly_expressed	NKAPL|222698	21.9048
NKAP|79576	489.533	NKAP|79576	360.6349
NKD1|85407	6.1022	NKD1|85407	14.2857
NKD2|85409	43.3935	NKD2|85409	166.3492
NKG7|4818	46.4446	NKG7|4818	88.5714
NKIRAS1|28512	118.9931	NKIRAS1|28512	233.3333
NKIRAS2|28511	1048.2244	NKIRAS2|28511	892.0635
NKPD1|284353	34.9182	NKPD1|284353	66.9841
NKRF|55922	680.7357	NKRF|55922	313.6508
NKTR|4820	978.727	NKTR|4820	1906.3492
NKX2-5|1482	39.6644	NKX2-5|1482	6.3492
lowly_expressed	lowly_expressed	NKX2-8|26257	16.1905
NKX3-1|4824	40.6814	NKX3-1|4824	276.5079
NKX3-2|579	40.3424	lowly_expressed	lowly_expressed
NKX6-1|4825	16.6116	lowly_expressed	lowly_expressed
NLE1|54475	337.3167	NLE1|54475	392.381
NLGN1|22871	22.0358	NLGN1|22871	17.1429
NLGN2|57555	788.2024	NLGN2|57555	1151.4286
NLGN3|54413	43.3935	NLGN3|54413	66.6667
NLGN4X|57502	20.0017	NLGN4X|57502	194.2857
NLK|51701	402.746	NLK|51701	453.9683
NLN|57486	994.3216	NLN|57486	226.9841
NLRC3|197358	50.8518	NLRC3|197358	123.8095
NLRC4|58484	25.4259	NLRC4|58484	92.381
NLRC5|84166	677.3455	NLRC5|84166	400.3175
lowly_expressed	lowly_expressed	NLRP13|126204	10.7937
NLRP1|22861	76.6167	NLRP1|22861	456.1905
NLRP2|55655	1304.5173	NLRP2|55655	656.8254
NLRP3|114548	25.0869	NLRP3|114548	149.2063
NLRP5|126206	8.8143	NLRP5|126206	301.9048
lowly_expressed	lowly_expressed	NLRP6|171389	15.2381
NLRP7|199713	13.5605	NLRP7|199713	11.4286
lowly_expressed	lowly_expressed	NLRP8|126205	12.380999999999998
NLRP9|338321	5.4242	NLRP9|338321	8.5714
NLRX1|79671	399.6949	NLRX1|79671	535.5556
NMB|4828	318.6711	NMB|4828	132.381
NMD3|51068	1004.8309	NMD3|51068	927.3016
NME1-NME2|654364	234.2775	NME1-NME2|654364	95.1651
NME1|4830	3103.5206	NME1|4830	1009.5778
NME2P1|283458	139.3338	NME2P1|283458	128.254
NME2|4831	11255.303	NME2|4831	7400.9714
NME3|4832	237.9863	NME3|4832	838.7302
NME4|4833	1401.4747	NME4|4833	1524.7619
NME5|8382	53.9029	NME5|8382	147.9365
NME6|10201	154.5894	NME6|10201	157.1429
NME7|29922	541.9544	NME7|29922	321.8825
NMI|9111	555.9793	NMI|9111	471.1111
NMNAT1|64802	361.3866	NMNAT1|64802	316.5079
NMNAT2|23057	158.6575	NMNAT2|23057	71.1111
NMNAT3|349565	138.9948	NMNAT3|349565	253.6508
NMRAL1|57407	650.2246	NMRAL1|57407	882.8571
NMT1|4836	3009.0686	NMT1|4836	2333.0159
NMT2|9397	436.3082	NMT2|9397	539.0476
NMUR1|10316	11.1874	NMUR1|10316	25.0794
NMU|10874	125.7734	lowly_expressed	lowly_expressed
NNAT|4826	9.4923	NNAT|4826	62.8571
NNMT|4837	7066.0225	NNMT|4837	8023.1746
NNT|23530	3570.8111	NNT|23530	725.3968
NOB1|28987	892.279	NOB1|28987	1460.6349
NOC2L|26155	2627.4498	NOC2L|26155	1536.9873
NOC3L|64318	624.1207	NOC3L|64318	454.6032
NOC4L|79050	275.9556	NOC4L|79050	303.1746
NOD1|10392	864.1410000000001	NOD1|10392	418.4127
NOD2|64127	83.0579	NOD2|64127	77.7778
NODAL|4838	20.0017	NODAL|4838	16.5079
lowly_expressed	lowly_expressed	NOG|9241	9.2063
NOL10|79954	1088.9058	NOL10|79954	649.2063
NOL11|25926	1880.1593	NOL11|25926	1034.6032
NOL12|79159	199.6779	NOL12|79159	331.1111
NOL3|8996	524.7462	NOL3|8996	646.9429
NOL4|8715	48.1397	lowly_expressed	lowly_expressed
NOL6|65083	1772.0146	NOL6|65083	1112.6984
NOL7|51406	1009.9161	NOL7|51406	866.9841
NOL8|55035	824.1376	NOL8|55035	862.8571
NOL9|79707	295.6183	NOL9|79707	155.2381
NOLC1|9221	4606.4921	NOLC1|9221	2466.0317
NOM1|64434	666.4972	NOM1|64434	420.9524
NOMO1|23420	15484.7021	NOMO1|23420	2708.5714
NOMO2|283820	6344.2665	NOMO2|283820	1602.8571
NOMO3|408050	2948.3855	NOMO3|408050	714.2857
NONO|4841	12256.6319	NONO|4841	6542.8571
NOP10|55505	558.6914	NOP10|55505	982.5397
NOP14|8602	1060.3	NOP14|8602	1012.4444
NOP16|51491	217.6456	NOP16|51491	252.6984
NOP2|4839	2081.8713	NOP2|4839	693.0159
NOP56|10528	2190.3551	NOP56|10528	1903.4921
NOP58|51602	1581.1509	NOP58|51602	1406.3492
NOS1AP|9722	97.6354	NOS1AP|9722	173.6508
NOS2|4843	16.6116	NOS2|4843	9.6063
NOS3|4846	216.476	NOS3|4846	265.9714
NOSIP|51070	488.855	NOSIP|51070	817.1429
NOSTRIN|115677	146.4531	NOSTRIN|115677	993.3333
NOTCH1|4851	1226.2056	NOTCH1|4851	984.7619
NOTCH2NL|388677	690.6518	NOTCH2NL|388677	571.9333
NOTCH2|4853	7489.7873	NOTCH2|4853	3927.9365
NOTCH3|4854	6244.597	NOTCH3|4854	3557.1429
NOTCH4|4855	430.545	NOTCH4|4855	975.5556
NOTUM|147111	354.2673	NOTUM|147111	6.6667
NOVA1|4857	45.7666	NOVA1|4857	582.2222
NOVA2|4858	29.833000000000002	NOVA2|4858	42.8571
NOV|4856	88.8211	NOV|4856	468.8889
NOX4|50507	85.431	NOX4|50507	58.0952
NOX5|79400	15.659	NOX5|79400	6.0222
NOXA1|10811	42.0375	NOXA1|10811	183.1746
NOXO1|124056	19.3237	NOXO1|124056	6.0317
lowly_expressed	lowly_expressed	NPAS1|4861	27.9365
NPAS2|4862	308.5007	NPAS2|4862	255.873
NPAS3|64067	82.3799	NPAS3|64067	114.6032
lowly_expressed	lowly_expressed	NPAS4|266743	10.1587
NPAT|4863	353.2503	NPAT|4863	329.8413
NPB|256933	6.7802	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NPC1L1|29881	15.873
NPC1|4864	1113.2265	NPC1|4864	1325.9016
NPC2|10577	2626.6633	NPC2|10577	5096.8254
NPDC1|56654	1051.2755	NPDC1|56654	2298.0952
NPEPL1|79716	358.3355	NPEPL1|79716	695.873
NPEPPS|9520	2959.2338	NPEPPS|9520	1740.9524
lowly_expressed	lowly_expressed	NPFFR2|10886	31.746
lowly_expressed	lowly_expressed	NPFF|8620	19.0476
NPHP1|4867	145.4361	NPHP1|4867	184.7619
NPHP3|27031	223.0698	NPHP3|27031	562.2222
NPHP4|261734	281.7188	NPHP4|261734	246.0317
NPIPL3|23117	1026.7989	NPIPL3|23117	1502.1143
NPIP|9284	416.3065	NPIP|9284	870.8667
NPLOC4|55666	3199.9322	NPLOC4|55666	1741.9048
NPL|80896	148.1481	NPL|80896	208.25400000000002
NPM1|4869	5539.4525	NPM1|4869	11612.0635
NPM2|10361	107.8057	NPM2|10361	62.5397
NPM3|10360	794.3046	NPM3|10360	408.5714
NPNT|255743	419.6966	NPNT|255743	645.0794
NPPC|4880	5.0852	NPPC|4880	8.8889
NPR1|4881	185.4394	NPR1|4881	807.9365
NPR2|4882	111.8739	NPR2|4882	349.8413
NPR3|4883	770.2348	NPR3|4883	28.254
NPRL2|10641	255.6149	NPRL2|10641	468.3333
NPRL3|8131	776.337	NPRL3|8131	913.9683
NPTN|27020	1875.7522	NPTN|27020	2982.5397
NPTX1|4884	80.6848	NPTX1|4884	11.4286
NPTX2|4885	33.5622	NPTX2|4885	12.0635
NPTXR|23467	175.2691	NPTXR|23467	557.1429
NPY1R|4886	315.281	NPY1R|4886	640.0
lowly_expressed	lowly_expressed	NPY2R|4887	709.5238
lowly_expressed	lowly_expressed	NPY5R|4889	15.873
NQO1|1728	2146.6226	NQO1|1728	2391.4286
NQO2|4835	719.383	NQO2|4835	737.7778
NR0B1|190	9.1533	lowly_expressed	lowly_expressed
NR1D1|9572	190.8908	NR1D1|9572	515.6254
NR1D2|9975	783.1172	NR1D2|9975	1446.0317
NR1H2|7376	1011.2721	NR1H2|7376	1354.9206
NR1H3|10062	281.3798	NR1H3|10062	686.9841
NR1I2|8856	11.5264	lowly_expressed	lowly_expressed
NR1I3|9970	33.5452	NR1I3|9970	7.5778
NR2C1|7181	200.017	NR2C1|7181	402.5397
NR2C2AP|126382	802.6443	NR2C2AP|126382	397.0381
NR2C2|7182	994.4368	NR2C2|7182	830.6
lowly_expressed	lowly_expressed	NR2E3|10002	17.1429
NR2F1|7025	39.3254	NR2F1|7025	426.6667
NR2F2|7026	1351.3010000000002	NR2F2|7026	1204.7619
