gene_id	TCGA-E9-A1NG-01A-21R-A14M-07	gene_id	TCGA-E9-A1NG-11A-52R-A14M-07
removed	removed	ALS2CR11|151254	18.3363
ALS2CR4|65062	401.3398	ALS2CR4|65062	899.3739
ALS2CR8|79800	109.0134	ALS2CR8|79800	177.102
ALS2|57679	471.3764	ALS2|57679	681.127
ALX3|257	6.3946	ALX3|257	25.0447
removed	removed	ALX4|60529	10.2862
AMACR|23600	530.4507	AMACR|23600	304.5617
AMBRA1|55626	892.2046	AMBRA1|55626	771.9141
AMD1|262	1391.5956	AMD1|262	1815.2683
AMDHD1|144193	33.4957	AMDHD1|144193	16.5474
AMDHD2|51005	161.0292	AMDHD2|51005	186.4937
AMFR|267	2070.6456	AMFR|267	2889.0877
AMICA1|120425	293.24	AMICA1|120425	194.9911
AMIGO1|57463	61.2058	AMIGO1|57463	135.9571
AMIGO2|347902	1315.4659	AMIGO2|347902	1608.6717
AMIGO3|386724	55.4202	AMIGO3|386724	39.8032
AMMECR1L|83607	814.2509	AMMECR1L|83607	1053.6673
AMMECR1|9949	332.5213	AMMECR1|9949	242.8444
AMN1|196394	129.7199	AMN1|196394	150.7156
AMOTL1|154810	1424.7868	AMOTL1|154810	2083.1843
AMOTL2|51421	2307.5518	AMOTL2|51421	6706.619000000001
AMOT|154796	795.3715	AMOT|154796	980.7692
AMPD2|271	834.9574	AMPD2|271	432.4687
AMPD3|272	352.9233	AMPD3|272	284.4365
AMPH|273	151.3398	AMPH|273	200.3578
AMT|275	36.2363	AMT|275	107.3479
AMY1A|276	18.8794	AMY1A|276	6.7084
AMY2B|280	51.3733	AMY2B|280	135.2326
AMZ1|155185	24.3605	removed	removed
AMZ2P1|201283	160.7795	AMZ2P1|201283	198.5689
AMZ2|51321	1220.7674	AMZ2|51321	1208.4079
ANAPC10|10393	127.5883	ANAPC10|10393	137.2987
ANAPC11|51529	833.1303	ANAPC11|51529	607.3345
ANAPC13|25847	1013.7942	ANAPC13|25847	1108.5689
ANAPC16|119504	1781.9732	ANAPC16|119504	2169.4991
ANAPC1|64682	623.9342	ANAPC1|64682	744.186
ANAPC2|29882	574.6041	ANAPC2|29882	536.6726
ANAPC4|29945	489.6468	ANAPC4|29945	505.3667
ANAPC5|51433	1779.2326	ANAPC5|51433	1978.5331
ANAPC7|51434	816.3825	ANAPC7|51434	782.2004
ANGEL1|23357	346.8331	ANGEL1|23357	380.5903
ANGEL2|90806	610.8404	ANGEL2|90806	623.4347
ANGPT1|284	263.3983	ANGPT1|284	1247.3166
ANGPT2|285	1278.3191	ANGPT2|285	656.0823
removed	removed	ANGPT4|51378	88.1038
ANGPTL1|9068	45.3715	ANGPTL1|9068	597.4955
ANGPTL2|23452	5896.7722	ANGPTL2|23452	12279.9642
ANGPTL4|51129	155.9074	ANGPTL4|51129	4762.9696
removed	removed	ANGPTL5|253935	55.4562
ANGPTL6|83854	6.0353	removed	removed
removed	removed	ANGPTL7|10218	74.6869
ANG|283	226.9793	ANG|283	447.9606
ANK1|286	12.4848	ANK1|286	41.5921
ANK2|287	335.5664	ANK2|287	3944.9911
ANK3|288	1040.4994	ANK3|288	475.4025
ANKAR|150709	24.055999999999997	ANKAR|150709	46.5116
ANKDD1A|348094	92.2655	ANKDD1A|348094	570.2147
ANKFY1|51479	2189.4032	ANKFY1|51479	2536.2254
ANKHD1-EIF4EBP3|404734	974.6681	ANKHD1-EIF4EBP3|404734	1224.0564
ANKHD1|54882	1767.8776	ANKHD1|54882	1658.3139999999999
ANKH|56172	7880.6334	ANKH|56172	1741.0555
ANKIB1|54467	1774.665	ANKIB1|54467	1609.1234
removed	removed	ANKK1|255239	8.4973
ANKLE2|23141	2053.2887	ANKLE2|23141	1644.9016
ANKMY1|51281	167.7832	ANKMY1|51281	176.6547
ANKMY2|57037	353.2278	ANKMY2|57037	537.5671
ANKRA2|57763	295.9805	ANKRA2|57763	203.9356
ANKRD10|55608	1224.7442	ANKRD10|55608	1055.644
ANKRD11|29123	1448.6145	ANKRD11|29123	2181.9857
ANKRD12|23253	1110.5359	ANKRD12|23253	1542.4866
ANKRD13A|88455	1089.2205	ANKRD13A|88455	1080.5009
ANKRD13B|124930	133.9829	ANKRD13B|124930	117.6208
ANKRD13C|81573	605.9683	ANKRD13C|81573	723.1664
ANKRD13D|338692	473.8124	ANKRD13D|338692	300.9839
ANKRD16|54522	110.2314	ANKRD16|54522	109.1011
ANKRD17|26057	2850.7917	ANKRD17|26057	2919.0519
ANKRD19|138649	29.2326	ANKRD19|138649	34.8837
ANKRD1|27063	23.447	ANKRD1|27063	10.7335
removed	removed	ANKRD20A3|441425	5.3667
removed	removed	ANKRD20B|729171	6.7084
ANKRD22|118932	162.3021	ANKRD22|118932	27.2809
ANKRD23|200539	18.2704	ANKRD23|200539	12.9696
ANKRD24|170961	9.4397	ANKRD24|170961	12.5224
removed	removed	ANKRD26P1|124149	6.7084
ANKRD26|22852	278.9281	ANKRD26|22852	229.8748
ANKRD27|84079	626.0658	ANKRD27|84079	832.2898
ANKRD28|23243	1490.5603	ANKRD28|23243	1394.4544
ANKRD29|147463	53.2887	ANKRD29|147463	335.4204
ANKRD2|26287	5.4811	removed	removed
ANKRD30A|91074	469.5493	ANKRD30A|91074	137.2987
ANKRD30B|374860	59.0743	ANKRD30B|374860	21.9141
removed	removed	ANKRD31|256006	5.3667
ANKRD32|84250	211.3276	ANKRD32|84250	125.6708
ANKRD34A|284615	14.0073	ANKRD34A|284615	8.0501
ANKRD35|148741	115.40799999999999	ANKRD35|148741	177.5492
ANKRD36BP1|84832	70.34100000000001	ANKRD36BP1|84832	110.0179
ANKRD36B|57730	17.6614	ANKRD36B|57730	38.9088
ANKRD36|375248	90.4385	ANKRD36|375248	141.77100000000002
ANKRD37|353322	179.8721	ANKRD37|353322	114.8569
ANKRD39|51239	109.0134	ANKRD39|51239	100.6261
ANKRD40|91369	1696.1023	ANKRD40|91369	4193.2021
ANKRD42|338699	364.4945	ANKRD42|338699	238.8193
ANKRD43|134548	45.676	ANKRD43|134548	30.8587
ANKRD44|91526	109.9269	ANKRD44|91526	119.4097
ANKRD45|339416	8.2217	ANKRD45|339416	6.7084
ANKRD46|157567	334.6529	ANKRD46|157567	678.4436
ANKRD49|54851	186.9671	ANKRD49|54851	208.4079
ANKRD50|57182	1784.4093	ANKRD50|57182	1036.6726
ANKRD52|283373	788.3678	ANKRD52|283373	1045.6172
ANKRD53|79998	9.7442	ANKRD53|79998	84.9732
ANKRD54|129138	280.4507	ANKRD54|129138	255.3667
ANKRD56|345079	51.7661	ANKRD56|345079	46.9589
ANKRD57|65124	474.7259	ANKRD57|65124	635.5098
ANKRD58|347454	24.3605	ANKRD58|347454	6.2612
ANKRD5|63926	165.9562	ANKRD5|63926	139.5349
ANKRD6|22881	475.6029	ANKRD6|22881	275.2862
ANKRD9|122416	44.458	ANKRD9|122416	61.2701
ANKS1A|23294	813.6419	ANKS1A|23294	1033.542
ANKS1B|56899	51.7661	ANKS1B|56899	61.2701
ANKS3|124401	294.1535	ANKS3|124401	150.7156
ANKS6|203286	178.1364	ANKS6|203286	362.7013
ANKZF1|55139	471.6809	ANKZF1|55139	388.1932
ANLN|54443	294.7625	ANLN|54443	65.7424
ANO10|55129	919.6102	ANO10|55129	994.186
ANO1|55107	3050.2436	ANO1|55107	2238.8193
removed	removed	ANO2|57101	58.1395
removed	removed	ANO3|63982	156.0823
removed	removed	ANO4|121601	18.7835
removed	removed	ANO5|203859	63.059
ANO6|196527	3306.6382	ANO6|196527	8877.0125
ANO7|50636	88.6114	removed	removed
ANO8|57719	233.5566	ANO8|57719	247.7639
ANO9|338440	120.2801	ANO9|338440	18.7835
ANP32A|8125	2780.1462	ANP32A|8125	2152.5045
ANP32B|10541	1928.1364	ANP32B|10541	2818.873
ANP32E|81611	1177.8319	ANP32E|81611	1007.1556
ANPEP|290	1118.4531	ANPEP|290	2188.7299
ANTXR1|84168	46842.8745	ANTXR1|84168	4436.4937
ANTXR2|118429	2535.3228	ANTXR2|118429	3497.3166
ANUBL1|93550	190.0122	ANUBL1|93550	182.4687
ANXA11|311	4377.8928	ANXA11|311	6086.7621
ANXA1|301	10182.704	ANXA1|301	28316.1896
ANXA2P1|303	147.3812	ANXA2P1|303	125.2236
ANXA2P2|304	9117.5396	ANXA2P2|304	8403.8462
ANXA2P3|305	10.6577	ANXA2P3|305	7.1556
ANXA2|302	27634.8965	ANXA2|302	25221.8247
ANXA3|306	664.1291	ANXA3|306	1520.5725
ANXA4|307	2334.0438	ANXA4|307	1793.8283
ANXA5|308	8474.4214	ANXA5|308	15865.3846
ANXA6|309	7572.7771	ANXA6|309	11331.8426
ANXA7|310	3595.3106	ANXA7|310	3830.0537
ANXA8L2|244	115.7125	ANXA8L2|244	124.3292
ANXA8|653145	273.9403	ANXA8|653145	270.5725
ANXA9|8416	545.9805	ANXA9|8416	67.9785
AOAH|313	142.5091	AOAH|313	114.0429
AOC2|314	5.4811	AOC2|314	167.263
AOC3|8639	1248.4775	AOC3|8639	28763.4168
AOX1|316	447.0158	AOX1|316	1706.619
AP1AR|55435	616.3216	AP1AR|55435	425.3131
AP1B1|162	2652.2533	AP1B1|162	2352.8623
AP1G1|164	2080.6943	AP1G1|164	2262.9696
AP1G2|8906	868.9495	AP1G2|8906	382.5358
AP1M1|8907	993.9099	AP1M1|8907	1494.6333
AP1M2|10053	871.1937	AP1M2|10053	294.7227
AP1S1|1174	686.3581	AP1S1|1174	370.3041
AP1S2|8905	703.715	AP1S2|8905	721.3775
AP1S3|130340	271.3155	AP1S3|130340	53.6673
AP2A1|160	2510.3319	AP2A1|160	1726.9678
AP2A2|161	2018.2704	AP2A2|161	2416.3685
AP2B1|163	6956.76	AP2B1|163	5830.0537
AP2M1|1173	7310.2923	AP2M1|1173	4976.2970000000005
AP2S1|1175	1927.8319	AP2S1|1175	915.9213
AP3B1|8546	1374.8477	AP3B1|8546	1375.2236
removed	removed	AP3B2|8120	16.5474
AP3D1|8943	2057.5518	AP3D1|8943	2339.4454
AP3M1|26985	1599.5737	AP3M1|26985	1676.6547
AP3M2|10947	813.6419	AP3M2|10947	540.2504
AP3S1|1176	1810.9013	AP3S1|1176	1411.0018
AP3S2|10239	1667.2046	AP3S2|10239	1866.7039
AP4B1|10717	333.2978	AP4B1|10717	333.6181
AP4E1|23431	450.9744	AP4E1|23431	537.5671
AP4M1|9179	407.4482	AP4M1|9179	254.3292
AP4S1|11154	111.4495	AP4S1|11154	93.0233
APAF1|317	525.8831	APAF1|317	526.8336
APBA1|320	112.97200000000001	APBA1|320	313.5063
APBA2|321	433.92199999999997	APBA2|321	29.517
APBA3|9546	142.8136	APBA3|9546	150.2683
APBB1IP|54518	368.1486	APBB1IP|54518	1362.254
APBB1|322	756.3946	APBB1|322	752.6834
APBB2|323	3084.0438	APBB2|323	3249.5528
APBB3|10307	147.6857	APBB3|10307	180.2326
APCDD1L|164284	104.7503	APCDD1L|164284	188.2826
APCDD1|147495	788.0633	APCDD1|147495	1628.8014
APC|324	1075.5177	APC|324	1500.8945
APEH|327	2448.2339	APEH|327	917.263
APEX1|328	2699.1474	APEX1|328	1984.7943
APEX2|27301	751.2180000000001	APEX2|27301	384.1682
APH1A|51107	3876.6748	APH1A|51107	2756.7084
APH1B|83464	570.9501	APH1B|83464	622.9875
API5|8539	2869.0621	API5|8539	2479.4275
APIP|51074	286.8758	APIP|51074	527.5134
APITD1|378708	225.9622	APITD1|378708	105.0984
APLF|200558	45.676	APLF|200558	118.068
APLNR|187	635.5055	APLNR|187	1318.4258
APLN|8862	2036.2363	APLN|8862	102.415
APLP1|333	39.5859	APLP1|333	18.3363
APLP2|334	9664.4336	APLP2|334	16920.8408
APOA1BP|128240	1334.0438	APOA1BP|128240	862.7013
APOB48R|55911	507.9172	APOB48R|55911	145.7961
removed	removed	APOBEC3A|200315	5.3667
APOBEC3B|9582	52.3752	APOBEC3B|9582	18.3363
APOBEC3C|27350	214.6772	APOBEC3C|27350	351.0733
APOBEC3D|140564	43.24	APOBEC3D|140564	54.5617
APOBEC3F|200316	86.1754	APOBEC3F|200316	96.1538
APOBEC3G|60489	151.6443	APOBEC3G|60489	169.4991
APOBEC3H|164668	5.1766	removed	removed
removed	removed	APOB|338	458.4079
APOC1|341	283.1912	APOC1|341	318.4258
APOC2|344	63.9464	APOC2|344	46.9589
APOD|347	969.8538	APOD|347	17873.8819
APOE|348	1458.8916	APOE|348	5140.4293
APOF|319	10.6577	removed	removed
APOL1|8542	2352.9233	APOL1|8542	1527.2809
APOL2|23780	888.8551	APOL2|23780	705.2773
APOL3|80833	585.5664	APOL3|80833	1641.771
APOL4|80832	483.8611	APOL4|80832	298.3005
APOL6|80830	1220.7674	APOL6|80830	8737.4776
APOLD1|81575	442.1437	APOLD1|81575	5624.7764
APOM|55937	33.243	APOM|55937	35.8184
APOOL|139322	241.1693	APOOL|139322	283.0948
APOO|79135	170.5238	APOO|79135	118.5152
APPBP2|10513	1242.9963	APPBP2|10513	1690.9660000000001
APPL1|26060	1902.2533	APPL1|26060	1862.7013
APPL2|55198	1129.7199	APPL2|55198	1474.5081
APP|351	31067.905	APP|351	18752.2361
APRT|353	1001.2180000000001	APRT|353	865.8318
APTX|54840	489.0378	APTX|54840	405.1878
AQP11|282679	12.1803	AQP11|282679	24.1503
AQP1|358	6750.0274	AQP1|358	15714.3113
AQP3|360	94.3971	AQP3|360	375.2236
removed	removed	AQP4|361	23.703000000000003
removed	removed	AQP5|362	46.5116
removed	removed	AQP7P1|375719	404.2934
removed	removed	AQP7P3|441432	56.7979
removed	removed	AQP7|364	3243.2916
AQP9|366	57.5518	AQP9|366	93.0233
removed	removed	AQPEP|206338	680.4249
AQR|9716	1443.9708	AQR|9716	1327.3703
ARAF|369	1049.0256	ARAF|369	996.4222
ARAP1|116985	1952.1772	ARAP1|116985	2309.4320000000002
ARAP2|116984	449.1474	ARAP2|116984	390.8766
ARAP3|64411	378.5018	ARAP3|64411	743.7388
ARCN1|372	4891.9001	ARCN1|372	4953.0411
ARC|23237	6.6991	ARC|23237	93.0233
AREG|374	1111.4495	AREG|374	328.2648
ARF1|375	8084.0438	ARF1|375	6369.8569
ARF3|377	5420.2192	ARF3|377	3691.4132
ARF4|378	7204.0195	ARF4|378	4131.932
ARF5|381	2182.9963	ARF5|381	1543.381
ARF6|382	4207.0646	ARF6|382	3220.9302
ARFGAP1|55738	1059.3788	ARFGAP1|55738	698.5689
ARFGAP2|84364	1563.3374	ARFGAP2|84364	1546.5116
ARFGAP3|26286	1012.1803	ARFGAP3|26286	1149.8211
ARFGEF1|10565	2277.4056	ARFGEF1|10565	1681.2209
ARFGEF2|10564	1499.0865	ARFGEF2|10564	1915.4741
ARFIP1|27236	1530.1462	ARFIP1|27236	1064.8479
ARFIP2|23647	1461.9367	ARFIP2|23647	725.4025
ARFRP1|10139	672.9598	ARFRP1|10139	497.7639
ARG2|384	176.084	ARG2|384	271.7442
ARGLU1|55082	892.8136	ARGLU1|55082	1607.3345
ARHGAP10|79658	263.7028	ARHGAP10|79658	1346.1538
ARHGAP11A|9824	434.8356	ARHGAP11A|9824	477.1914
ARHGAP11B|89839	21.4525	ARHGAP11B|89839	20.1252
ARHGAP12|94134	1217.1133	ARHGAP12|94134	1221.8247
ARHGAP15|55843	104.4458	ARHGAP15|55843	75.5814
ARHGAP17|55114	1261.5713	ARHGAP17|55114	1467.7996
ARHGAP18|93663	1553.8977	ARHGAP18|93663	1088.1038
ARHGAP19|84986	267.3569	ARHGAP19|84986	508.9445
ARHGAP1|392	4611.1449	ARHGAP1|392	3167.263
ARHGAP20|57569	91.352	ARHGAP20|57569	716.0107
ARHGAP21|57584	1809.6833	ARHGAP21|57584	5565.2952
ARHGAP22|58504	220.1583	ARHGAP22|58504	64.8479
ARHGAP23|57636	712.8502	ARHGAP23|57636	1207.5134
ARHGAP24|83478	380.9379	ARHGAP24|83478	603.3095
ARHGAP25|9938	317.6005	ARHGAP25|9938	350.1789
ARHGAP26|23092	451.2789	ARHGAP26|23092	896.2433
ARHGAP27|201176	454.5706	ARHGAP27|201176	444.0966
ARHGAP28|79822	379.7199	ARHGAP28|79822	350.1789
ARHGAP29|9411	3312.1194	ARHGAP29|9411	4867.6208
ARHGAP30|257106	651.6443	ARHGAP30|257106	804.1145
ARHGAP31|57514	1227.162	ARHGAP31|57514	2214.6691
ARHGAP32|9743	1141.2911	ARHGAP32|9743	930.6798
ARHGAP33|115703	91.352	ARHGAP33|115703	92.57600000000001
removed	removed	ARHGAP36|158763	378.3542
ARHGAP39|80728	289.5859	ARHGAP39|80728	95.7066
ARHGAP42|143872	329.1657	ARHGAP42|143872	377.0036
ARHGAP4|393	395.2497	ARHGAP4|393	512.0751
ARHGAP5|394	1863.2765	ARHGAP5|394	2788.0143
ARHGAP6|395	122.1072	ARHGAP6|395	292.4866
ARHGAP8|23779	191.62	ARHGAP8|23779	99.8882
ARHGAP9|64333	205.542	ARHGAP9|64333	139.0877
ARHGDIA|396	5604.4458	ARHGDIA|396	4897.585
ARHGDIB|397	4757.3082	ARHGDIB|397	3207.5134
ARHGEF10L|55160	688.4896	ARHGEF10L|55160	1157.8712
ARHGEF10|9639	936.0536	ARHGEF10|9639	1618.068
ARHGEF11|9826	987.5152	ARHGEF11|9826	1511.6279
ARHGEF12|23365	4664.4336	ARHGEF12|23365	5572.0036
ARHGEF15|22899	360.8404	ARHGEF15|22899	1774.1503
ARHGEF16|27237	353.8368	ARHGEF16|27237	131.93200000000002
ARHGEF17|9828	1668.3922	ARHGEF17|9828	1644.4544
ARHGEF18|23370	737.5152	ARHGEF18|23370	688.7299
ARHGEF19|128272	356.2728	ARHGEF19|128272	118.9624
ARHGEF1|9138	1518.2704	ARHGEF1|9138	1237.4776
ARHGEF2|9181	1860.2314	ARHGEF2|9181	2487.9249
ARHGEF33|100271715	5.7856	ARHGEF33|100271715	8.0501
ARHGEF35|445328	488.4287	ARHGEF35|445328	535.3309
ARHGEF37|389337	284.1048	ARHGEF37|389337	531.3059
ARHGEF38|54848	76.1267	ARHGEF38|54848	22.8086
ARHGEF3|50650	1012.7893	ARHGEF3|50650	822.898
ARHGEF4|50649	50.5481	ARHGEF4|50649	301.8784
ARHGEF5|7984	299.9391	ARHGEF5|7984	376.5653
ARHGEF6|9459	862.6675	ARHGEF6|9459	4938.2826
ARHGEF7|8874	1252.7406	ARHGEF7|8874	2170.3936
ARHGEF9|23229	476.2485	ARHGEF9|23229	487.0304
ARID1A|8289	3051.4616	ARID1A|8289	2188.2826
ARID1B|57492	1929.3544	ARID1B|57492	1932.4687
ARID2|196528	981.7296	ARID2|196528	809.4812
ARID3A|1820	57.5518	ARID3A|1820	70.6619
ARID3B|10620	87.6979	ARID3B|10620	93.0233
ARID4A|5926	753.9586	ARID4A|5926	910.5546
ARID4B|51742	1476.8697	ARID4B|51742	1211.8918
ARID5A|10865	689.7077	ARID5A|10865	1781.3059
ARID5B|84159	2021.3155	ARID5B|84159	4925.3131
ARIH1|25820	1928.1364	ARIH1|25820	2009.839
ARIH2|10425	1041.3855	ARIH2|10425	1447.1959
ARL10|285598	63.9464	ARL10|285598	43.381
ARL11|115761	95.9196	ARL11|115761	49.195
ARL13B|200894	293.849	ARL13B|200894	358.22900000000004
ARL15|54622	589.2205	ARL15|54622	601.0733
ARL16|339231	358.0999	ARL16|339231	344.3649
ARL17A|51326	106.1297	ARL17A|51326	116.771
ARL1|400	2625.7613	ARL1|400	2196.3327
ARL2BP|23568	1800.2436	ARL2BP|23568	1937.3882
ARL2|402	1107.7954	ARL2|402	1301.4311
ARL3|403	987.2107	ARL3|403	482.5581
ARL4A|10124	271.9245	ARL4A|10124	656.9767
ARL4C|10123	2539.2814	ARL4C|10123	1728.5331
ARL4D|379	253.0451	ARL4D|379	158.7657
ARL5A|26225	1014.9208	ARL5A|26225	964.6691
ARL5B|221079	324.6041	ARL5B|221079	385.9571
ARL6IP1|23204	6207.9781	ARL6IP1|23204	4365.8318
ARL6IP4|51329	1647.9903	ARL6IP4|51329	1584.0787
ARL6IP5|10550	6049.3301	ARL6IP5|10550	5506.7084
ARL6IP6|151188	302.0706	ARL6IP6|151188	246.4222
ARL6|84100	79.4762	ARL6|84100	80.5009
ARL8A|127829	1011.8758	ARL8A|127829	1200.805
ARL8B|55207	3212.8502	ARL8B|55207	2579.1592
ARMC10|83787	901.3368	ARMC10|83787	607.8175
ARMC1|55156	752.1315	ARMC1|55156	690.966
ARMC2|84071	52.9842	ARMC2|84071	78.712
ARMC3|219681	7.9172	removed	removed
ARMC5|79798	275.2741	ARMC5|79798	228.5331
ARMC6|93436	408.5627	ARMC6|93436	404.2934
ARMC7|79637	387.3325	ARMC7|79637	194.0966
ARMC8|25852	790.4994	ARMC8|25852	881.932
ARMC9|80210	597.7467	ARMC9|80210	128.3542
ARMCX1|51309	602.3143	ARMCX1|51309	870.7513
ARMCX2|9823	1040.1949	ARMCX2|9823	631.0376
ARMCX3|51566	1720.4629	ARMCX3|51566	2211.0912
ARMCX5|64860	283.1912	ARMCX5|64860	265.2057
ARMCX6|54470	204.933	ARMCX6|54470	161.8962
ARNT2|9915	856.5773	ARNT2|9915	71.5564
ARNTL2|56938	262.1803	ARNTL2|56938	72.0036
ARNTL|406	349.5737	ARNTL|406	169.0519
ARNT|405	1539.5859	ARNT|405	2022.8086
ARPC1A|10552	1670.3410000000001	ARPC1A|10552	1703.1932
ARPC1B|10095	3200.8526	ARPC1B|10095	1900.5635
ARPC2|10109	7195.1888	ARPC2|10109	4405.1878
ARPC3|10094	4839.2205	ARPC3|10094	2817.0841
ARPC4|10093	3867.7558	ARPC4|10093	2673.551
ARPC5L|81873	758.5262	ARPC5L|81873	561.2701
ARPC5|10092	4566.687	ARPC5|10092	3028.1753
ARPM1|84517	48.7211	ARPM1|84517	53.6673
ARPP19|10776	4661.6931	ARPP19|10776	5823.7925
ARRB1|408	460.7186	ARRB1|408	1136.8515
ARRB2|409	1029.5371	ARRB2|409	991.9499
ARRDC1|92714	901.0353	ARRDC1|92714	328.712
ARRDC2|27106	550.5481	ARRDC2|27106	652.0572
ARRDC3|57561	2054.2022	ARRDC3|57561	4506.2612
ARRDC4|91947	1019.4884	ARRDC4|91947	1241.5027
ARSA|410	672.6553	ARSA|410	605.0984
ARSB|411	1031.6687	ARSB|411	483.0054
ARSD|414	976.8575	ARSD|414	1610.9123
ARSE|415	188.4896	ARSE|415	12.5224
ARSG|22901	181.486	ARSG|22901	144.0072
ARSI|340075	193.0572	ARSI|340075	43.381
ARSJ|79642	230.5116	ARSJ|79642	96.1538
ARSK|153642	191.8392	ARSK|153642	161.0018
removed	removed	ART4|420	30.8587
ART5|116969	5.7856	removed	removed
ARTN|9048	18.8794	removed	removed
ARV1|64801	353.2278	ARV1|64801	309.4812
ARVCF|421	275.8831	ARVCF|421	269.678
AR|367	409.25699999999995	AR|367	460.644
AS3MT|57412	23.447	AS3MT|57412	48.3005
ASAH1|427	5963.4592	ASAH1|427	7970.9302
ASAH2B|653308	21.9245	ASAH2B|653308	5.3667
ASAM|79827	712.5457	ASAM|79827	2104.2039
ASAP1|50807	2280.1462	ASAP1|50807	1831.3953
ASAP2|8853	1000.3045	ASAP2|8853	1952.5939
ASAP3|55616	1445.1888	ASAP3|55616	898.4794
ASB13|79754	395.2497	ASB13|79754	412.7907
ASB14|142686	5.4811	ASB14|142686	14.3113
removed	removed	ASB16|92591	8.1395
ASB1|51665	237.4421	ASB1|51665	593.8998
ASB2|51676	10.3532	ASB2|51676	13.864
ASB3|51130	341.961	ASB3|51130	241.0555
ASB6|140459	627.7893	ASB6|140459	546.3953
ASB7|140460	392.8136	ASB7|140460	381.93199999999996
ASB8|140461	780.7552	ASB8|140461	755.3667
ASB9|140462	37.7588	ASB9|140462	75.5814
ASCC1|51008	588.9159999999999	ASCC1|51008	494.6333
ASCC2|84164	971.6809	ASCC2|84164	1296.5116
ASCC3|10973	1874.8477	ASCC3|10973	1110.0179
ASCL2|430	42.9354	ASCL2|430	8.0501
ASF1A|25842	476.8575	ASF1A|25842	369.4097
ASF1B|55723	145.8587	ASF1B|55723	42.4866
ASGR1|432	10.0487	ASGR1|432	15.2057
ASGR2|433	28.3191	ASGR2|433	17.8891
ASH1L|55870	2052.5914	ASH1L|55870	2983.7433
ASH2L|9070	1189.4032	ASH2L|9070	1247.3166
ASL|435	387.028	ASL|435	410.5546
ASMTL|8623	488.7272	ASMTL|8623	651.61
ASNA1|439	953.1060000000001	ASNA1|439	883.7209
ASNSD1|54529	1072.1681	ASNSD1|54529	1060.8229
ASNS|440	248.4775	ASNS|440	239.2665
ASPA|443	6.0901	ASPA|443	220.9302
ASPG|374569	8.2217	ASPG|374569	5.814
ASPHD1|253982	22.5335	ASPHD1|253982	16.1002
ASPHD2|57168	151.3398	ASPHD2|57168	41.1449
ASPH|444	8854.4367	ASPH|444	19116.4848
ASPM|259266	194.8843	ASPM|259266	23.2558
ASPN|54829	8015.5298	ASPN|54829	1534.4365
ASPRV1|151516	33.0938	ASPRV1|151516	80.4383
ASPSCR1|79058	251.5225	ASPSCR1|79058	264.7585
ASRGL1|80150	140.0731	ASRGL1|80150	260.2862
ASS1|445	1115.7125	ASS1|445	4007.6029
ASTE1|28990	269.7473	ASTE1|28990	202.1825
removed	removed	ASTN1|460	80.0537
ASTN2|23245	270.4019	ASTN2|23245	130.5903
ASXL1|171023	1267.3569	ASXL1|171023	1968.6941
ASXL2|55252	652.8624	ASXL2|55252	987.0304
ASXL3|80816	7.9172	ASXL3|80816	22.3614
ATAD1|84896	1402.8624	ATAD1|84896	1101.5206
ATAD2B|54454	465.5907	ATAD2B|54454	397.585
ATAD2|29028	555.4202	ATAD2|29028	263.86400000000003
ATAD3A|55210	425.3959	ATAD3A|55210	313.059
ATAD3B|83858	132.4604	ATAD3B|83858	170.3936
ATAD3C|219293	103.8368	ATAD3C|219293	49.195
ATAD5|79915	89.8295	ATAD5|79915	40.2504
ATE1|11101	252.1315	ATE1|11101	384.6154
ATF1|466	435.4446	ATF1|466	431.5742
ATF2|1386	615.7125	ATF2|1386	642.6655
ATF3|467	425.7004	ATF3|467	6666.8157
ATF4|468	3802.3752	ATF4|468	7292.9338
ATF5|22809	914.1291	ATF5|22809	593.4705
ATF6B|1388	2063.9464	ATF6B|1388	1196.3819
ATF6|22926	2054.5067	ATF6|22926	1762.9696
ATF7IP2|80063	134.2875	ATF7IP2|80063	109.5707
ATF7IP|55729	957.9781	ATF7IP|55729	1230.7692
ATF7|11016	1849.1504	ATF7|11016	2552.7773
ATG10|83734	102.0097	ATG10|83734	114.0429
ATG12|9140	702.8015	ATG12|9140	667.263
ATG16L1|55054	1165.6516	ATG16L1|55054	609.5707
ATG16L2|89849	185.4781	ATG16L2|89849	202.3837
ATG2A|23130	555.1157	ATG2A|23130	532.2004
ATG2B|55102	991.7783	ATG2B|55102	1192.7549
ATG3|64422	877.8928	ATG3|64422	766.1002
ATG4A|115201	366.0171	ATG4A|115201	323.3453
ATG4B|23192	592.57	ATG4B|23192	594.3649
ATG4C|84938	268.2704	ATG4C|84938	265.2057
ATG4D|84971	136.9488	ATG4D|84971	143.8685
ATG5|9474	991.4738	ATG5|9474	874.3292
ATG7|10533	885.2741	ATG7|10533	722.5894
ATG9A|79065	1176.4495	ATG9A|79065	1424.517
ATG9B|285973	17.0767	ATG9B|285973	13.5331
ATHL1|80162	177.2229	ATHL1|80162	158.3184
ATIC|471	1933.0085	ATIC|471	1051.4311
ATL1|51062	438.4896	ATL1|51062	309.4812
ATL2|64225	950.0609	ATL2|64225	1330.5009
ATL3|25923	638.8551	ATL3|25923	904.2934
ATMIN|23300	1312.4239	ATMIN|23300	1888.6404
ATM|472	1111.754	ATM|472	1363.5957
