gene_id	TCGA-BH-A1FU-01A-11R-A14D-07	gene_id	TCGA-BH-A1FU-11A-23R-A14D-07
lowly_expressed	lowly_expressed	ALK|238	6.817
lowly_expressed	lowly_expressed	ALMS1P|200420	5.7682
ALMS1|7840	922.4773	ALMS1|7840	1083.9014
lowly_expressed	lowly_expressed	ALOX12P2|245	45.6214
lowly_expressed	lowly_expressed	ALOX12|239	9.5123
ALOX15B|247	82.2867	ALOX15B|247	302.0451
ALOX15|246	67.1286	ALOX15|246	88.6209
ALOX5AP|241	364.2269	ALOX5AP|241	170.9491
ALOX5|240	265.0498	ALOX5|240	321.4473
lowly_expressed	lowly_expressed	ALOXE3|59344	11.0121
ALPK1|80216	432.6548	ALPK1|80216	900.8915
ALPK2|115701	35.0801	ALPK2|115701	21.4997
ALPK3|57538	251.6241	ALPK3|57538	601.4683
ALPL|249	478.1291	ALPL|249	1130.5716
ALS2CL|259173	87.9168	ALS2CL|259173	399.5805
lowly_expressed	lowly_expressed	ALS2CR11|151254	8.9145
ALS2CR4|65062	647.0333	ALS2CR4|65062	1539.5910000000001
ALS2CR8|79800	115.6345	ALS2CR8|79800	322.4961
ALS2|57679	807.2759	ALS2|57679	888.8306
ALX3|257	18.6228	ALX3|257	41.4263
ALX4|60529	12.5595	ALX4|60529	159.9371
AMACR|23600	1415.3313	AMACR|23600	367.0687
lowly_expressed	lowly_expressed	AMBP|259	19.4022
AMBRA1|55626	905.5868	AMBRA1|55626	1154.1689
AMD1|262	2508.8783	AMD1|262	2222.365
AMDHD1|144193	6.0632	AMDHD1|144193	11.0121
AMDHD2|51005	206.4617	AMDHD2|51005	181.4525
AMFR|267	2794.7163	AMFR|267	3243.3141
AMH|268	7.3625	AMH|268	10.4877
AMICA1|120425	222.1741	AMICA1|120425	126.9009
AMIGO1|57463	51.5375	AMIGO1|57463	182.4856
AMIGO2|347902	1184.0494	AMIGO2|347902	3973.2564
AMIGO3|386724	83.586	AMIGO3|386724	70.2674
AMMECR1L|83607	1122.1308	AMMECR1L|83607	967.4882
AMMECR1|9949	956.6912	AMMECR1|9949	313.5815
AMN1|196394	75.7904	AMN1|196394	205.0341
AMOTL1|154810	2218.7094	AMOTL1|154810	3671.7357
AMOTL2|51421	1363.7939	AMOTL2|51421	4056.6335
AMOT|154796	1490.2555	AMOT|154796	1307.8133
AMPD1|270	7.3625	AMPD1|270	39.3288
AMPD2|271	959.2897	AMPD2|271	729.9423
AMPD3|272	247.7263	AMPD3|272	218.6681
AMPH|273	132.0918	AMPH|273	177.2417
AMT|275	14.2919	AMT|275	322.7583
AMY1A|276	29.0169	AMY1A|276	8.9145
AMY2B|280	26.401	AMY2B|280	356.2769
AMZ1|155185	15.1581	AMZ1|155185	23.5973
AMZ2P1|201283	87.9168	AMZ2P1|201283	189.3026
AMZ2|51321	829.7964	AMZ2|51321	942.8422
ANAPC10|10393	103.508	ANAPC10|10393	123.2302
ANAPC11|51529	718.9259	ANAPC11|51529	506.5548
ANAPC13|25847	946.5223	ANAPC13|25847	959.3760000000001
ANAPC16|119504	1758.77	ANAPC16|119504	1934.4520000000002
ANAPC1|64682	1107.4058	ANAPC1|64682	963.8175
ANAPC2|29882	589.4327	ANAPC2|29882	858.9407
ANAPC4|29945	381.9835	ANAPC4|29945	674.882
ANAPC5|51433	1487.2239	ANAPC5|51433	2104.8768
ANAPC7|51434	823.3001	ANAPC7|51434	812.795
ANGEL1|23357	572.1091	ANGEL1|23357	786.5758
ANGEL2|90806	600.6929	ANGEL2|90806	765.076
ANGPT1|284	72.7588	ANGPT1|284	309.3865
ANGPT2|285	443.48199999999997	ANGPT2|285	262.7163
ANGPT4|51378	5.1971	ANGPT4|51378	11.5364
ANGPTL1|9068	52.4036	ANGPTL1|9068	214.9974
ANGPTL2|23452	3021.6544	ANGPTL2|23452	4086.5233
ANGPTL4|51129	227.8042	ANGPTL4|51129	478.2381
lowly_expressed	lowly_expressed	ANGPTL7|10218	165.1809
ANG|283	147.8952	ANG|283	376.4185
ANK1|286	11.6934	ANK1|286	16.7803
ANK2|287	547.4231	ANK2|287	706.345
ANK3|288	1165.0065	ANK3|288	1384.3734
ANKAR|150709	20.3551	ANKAR|150709	60.3041
ANKDD1A|348094	68.861	ANKDD1A|348094	121.6571
lowly_expressed	lowly_expressed	ANKFN1|162282	74.4625
ANKFY1|51479	2646.1672	ANKFY1|51479	2715.2596
ANKHD1-EIF4EBP3|404734	1059.6232	ANKHD1-EIF4EBP3|404734	498.5317
ANKHD1|54882	2066.4747	ANKHD1|54882	3924.1741
ANKH|56172	2909.0515	ANKH|56172	2357.6298
ANKIB1|54467	1210.9138	ANKIB1|54467	1532.2496
lowly_expressed	lowly_expressed	ANKK1|255239	37.7556
ANKLE1|126549	5.1971	ANKLE1|126549	10.4877
ANKLE2|23141	1004.3309	ANKLE2|23141	1543.7861
ANKMY1|51281	149.8484	ANKMY1|51281	285.2648
ANKMY2|57037	263.3175	ANKMY2|57037	694.2842
ANKRA2|57763	121.6977	ANKRA2|57763	372.3125
ANKRD10|55608	1174.7466	ANKRD10|55608	1687.6193
ANKRD11|29123	2712.5119	ANKRD11|29123	3201.3739
ANKRD12|23253	2049.3720000000003	ANKRD12|23253	1998.9512
ANKRD13A|88455	890.4288	ANKRD13A|88455	1179.8637
ANKRD13B|124930	103.508	ANKRD13B|124930	146.3031
ANKRD13C|81573	581.2040000000001	ANKRD13C|81573	566.8589
ANKRD13D|338692	407.9688	ANKRD13D|338692	447.8238
ANKRD16|54522	121.1347	ANKRD16|54522	190.5821
ANKRD17|26057	4835.8597	ANKRD17|26057	3891.4525
ANKRD19|138649	37.6786	ANKRD19|138649	32.5118
ANKRD1|27063	16.8904	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20A3|441425	35.1337
lowly_expressed	lowly_expressed	ANKRD20B|729171	15.7315
ANKRD22|118932	27.7176	ANKRD22|118932	48.7677
ANKRD23|200539	21.2213	ANKRD23|200539	59.2554
ANKRD24|170961	6.0632	ANKRD24|170961	46.1458
ANKRD26|22852	284.9718	ANKRD26|22852	415.8364
ANKRD27|84079	639.6709	ANKRD27|84079	858.4164
ANKRD28|23243	902.5552	ANKRD28|23243	1354.4835
ANKRD29|147463	78.822	ANKRD29|147463	334.0325
ANKRD30A|91074	288.4366	ANKRD30A|91074	2613.0047
ANKRD30B|374860	7.3625	ANKRD30B|374860	149.4494
lowly_expressed	lowly_expressed	ANKRD31|256006	5.2438
ANKRD32|84250	145.9506	ANKRD32|84250	176.7174
ANKRD34A|284615	29.0169	ANKRD34A|284615	30.4143
ANKRD35|148741	55.0022	ANKRD35|148741	146.8275
ANKRD36BP1|84832	197.9212	ANKRD36BP1|84832	186.1563
ANKRD36B|57730	15.1581	ANKRD36B|57730	106.4499
ANKRD36|375248	96.5786	ANKRD36|375248	394.3367
ANKRD37|353322	114.2529	ANKRD37|353322	121.1274
ANKRD39|51239	136.4227	ANKRD39|51239	100.6817
ANKRD40|91369	868.3413	ANKRD40|91369	1927.1106
ANKRD42|338699	195.7557	ANKRD42|338699	298.3744
ANKRD43|134548	9.0948	ANKRD43|134548	21.4997
ANKRD44|91526	159.3764	ANKRD44|91526	139.4861
ANKRD45|339416	16.8904	ANKRD45|339416	20.451
ANKRD46|157567	406.6479	ANKRD46|157567	543.7861
ANKRD49|54851	203.5513	ANKRD49|54851	345.0446
ANKRD50|57182	3745.7774	ANKRD50|57182	2035.1337
ANKRD52|283373	1613.2525	ANKRD52|283373	1766.6492
ANKRD53|79998	7.7956	ANKRD53|79998	47.1945
ANKRD54|129138	439.5842	ANKRD54|129138	325.6424
ANKRD55|79722	8.2287	lowly_expressed	lowly_expressed
ANKRD56|345079	127.7609	ANKRD56|345079	112.2181
ANKRD57|65124	567.3452	ANKRD57|65124	786.5758
ANKRD58|347454	15.1581	ANKRD58|347454	11.5364
ANKRD5|63926	280.2079	ANKRD5|63926	265.8626
ANKRD6|22881	244.699	ANKRD6|22881	369.8584
ANKRD9|122416	41.1434	ANKRD9|122416	56.1091
ANKS1A|23294	1715.4612	ANKS1A|23294	1724.6985
ANKS1B|56899	84.0191	ANKS1B|56899	168.3272
ANKS3|124401	217.8432	ANKS3|124401	289.9843
ANKS4B|257629	6.4963	lowly_expressed	lowly_expressed
ANKS6|203286	195.7557	ANKS6|203286	225.4851
ANKZF1|55139	482.89300000000003	ANKZF1|55139	775.0393
ANLN|54443	1081.4205	ANLN|54443	51.913999999999994
ANO10|55129	1332.1784	ANO10|55129	702.15
ANO1|55107	3461.6717	ANO1|55107	9294.1793
ANO2|57101	23.3867	ANO2|57101	66.0724
lowly_expressed	lowly_expressed	ANO3|63982	45.097
ANO4|121601	6.0632	ANO4|121601	6.817
ANO5|203859	6.0632	ANO5|203859	54.0115
ANO6|196527	2460.3725	ANO6|196527	3897.2208
ANO7|50636	11.2603	ANO7|50636	11.5364
ANO8|57719	203.1182	ANO8|57719	340.3251
ANO9|338440	110.0043	ANO9|338440	133.1935
ANP32A|8125	3484.6254	ANP32A|8125	2009.9633
ANP32B|10541	2682.1135	ANP32B|10541	2038.8044
ANP32E|81611	1423.9931	ANP32E|81611	754.5884
ANPEP|290	748.809	ANPEP|290	3025.6948
ANTXR1|84168	12607.1893	ANTXR1|84168	4072.8894
ANTXR2|118429	1537.029	ANTXR2|118429	1928.1594
ANUBL1|93550	110.8705	ANUBL1|93550	260.0944
ANXA11|311	2332.6115	ANXA11|311	3430.5191
ANXA13|312	9.0948	ANXA13|312	6.2926
ANXA1|301	2491.1217	ANXA1|301	8614.5779
ANXA2P1|303	111.3036	ANXA2P1|303	57.6822
ANXA2P2|304	5977.4794	ANXA2P2|304	3481.3844
ANXA2P3|305	6.0632	lowly_expressed	lowly_expressed
ANXA2|302	17805.1104	ANXA2|302	10586.2611
ANXA3|306	1242.5292	ANXA3|306	1270.0577
ANXA4|307	1543.5253	ANXA4|307	1284.2160000000001
ANXA5|308	8589.8657	ANXA5|308	6230.7289
ANXA6|309	3407.1026	ANXA6|309	5911.9035
ANXA7|310	2780.8575	ANXA7|310	2528.5789
ANXA8L2|244	46.3404	ANXA8L2|244	282.1185
ANXA8|653145	148.9822	ANXA8|653145	439.958
ANXA9|8416	34.647	ANXA9|8416	238.5947
AOAH|313	210.9138	AOAH|313	131.6203
AOC2|314	6.0632	AOC2|314	47.1945
AOC3|8639	1084.0191	AOC3|8639	6276.8747
AOX1|316	338.2417	AOX1|316	536.4447
AP1AR|55435	496.7518	AP1AR|55435	679.6015
AP1B1|162	3796.8818	AP1B1|162	2243.8385
AP1G1|164	3177.9991	AP1G1|164	2916.0986
AP1G2|8906	1010.7146	AP1G2|8906	1261.5207
AP1M1|8907	687.3105	AP1M1|8907	813.3193
AP1M2|10053	686.8774	AP1M2|10053	821.1851
AP1S1|1174	1078.3889	AP1S1|1174	395.9098
AP1S2|8905	451.2776	AP1S2|8905	315.6791
AP1S3|130340	196.6219	AP1S3|130340	126.9009
AP2A1|160	2013.8935	AP2A1|160	1566.9533
AP2A2|161	1411.4335	AP2A2|161	1690.6135
AP2B1|163	6372.8887	AP2B1|163	7430.5191
AP2M1|1173	5145.0845	AP2M1|1173	4076.0357
AP2S1|1175	1592.4643	AP2S1|1175	626.6387
AP3B1|8546	1056.3014	AP3B1|8546	1393.8123
AP3B2|8120	20.3551	AP3B2|8120	116.4132
AP3D1|8943	2347.3365	AP3D1|8943	2832.7216
AP3M1|26985	1694.6729999999998	AP3M1|26985	1524.3838
AP3M2|10947	381.9835	AP3M2|10947	552.7006
AP3S1|1176	1038.9779	AP3S1|1176	706.8694
AP3S2|10239	1412.4903	AP3S2|10239	1129.7326
AP4B1|10717	260.7406	AP4B1|10717	347.892
AP4E1|23431	450.4114	AP4E1|23431	448.8726
AP4M1|9179	324.8852	AP4M1|9179	277.9234
AP4S1|11154	67.1286	AP4S1|11154	82.3283
APAF1|317	420.9615	APAF1|317	713.6864
APBA1|320	132.0918	APBA1|320	384.3734
APBA2|321	155.0455	APBA2|321	82.3283
APBA3|9546	165.4396	APBA3|9546	175.1442
APBB1IP|54518	293.2005	APBB1IP|54518	413.2145
APBB1|322	326.5483	APBB1|322	787.6245
APBB2|323	1719.7921	APBB2|323	2950.7079
APBB3|10307	106.9727	APBB3|10307	398.0073
APC2|10297	5.6864	APC2|10297	7.4358
APCDD1L|164284	33.3478	APCDD1L|164284	163.6078
APCDD1|147495	563.0143	APCDD1|147495	978.5003
APC|324	1256.388	APC|324	1550.6029999999998
APEH|327	2067.9948	APEH|327	1464.0797
APEX1|328	4479.4283	APEX1|328	2228.6314
APEX2|27301	936.3361	APEX2|27301	466.7016
APH1A|51107	4549.1555	APH1A|51107	3321.9717
APH1B|83464	245.9939	APH1B|83464	647.0897
API5|8539	2489.3893	API5|8539	2607.2365
APIP|51074	226.1975	APIP|51074	360.6135
APITD1|378708	233.1832	APITD1|378708	118.0703
APLF|200558	54.136	APLF|200558	97.5354
APLNR|187	1584.2356	APLNR|187	1756.1615
APLN|8862	139.4543	APLN|8862	151.5469
APLP1|333	95.7124	APLP1|333	36.1825
APLP2|334	9162.8411	APLP2|334	13575.7735
APOA1BP|128240	1490.6886	APOA1BP|128240	998.9512
APOB48R|55911	239.9307	APOB48R|55911	152.0713
lowly_expressed	lowly_expressed	APOBEC2|10930	7.3414
APOBEC3A|200315	14.7293	lowly_expressed	lowly_expressed
APOBEC3B|9582	375.4829	APOBEC3B|9582	40.3776
APOBEC3C|27350	215.2447	APOBEC3C|27350	409.5438
APOBEC3D|140564	79.6882	APOBEC3D|140564	104.8768
APOBEC3F|200316	100.0433	APOBEC3F|200316	221.29
APOBEC3G|60489	219.1425	APOBEC3G|60489	308.3377
lowly_expressed	lowly_expressed	APOBEC3H|164668	5.7682
lowly_expressed	lowly_expressed	APOB|338	273.204
APOC1|341	463.4041	APOC1|341	443.6287
APOC2|344	92.2477	APOC2|344	33.0362
APOD|347	5187.5271	APOD|347	18881.4893
APOE|348	2600.6929	APOE|348	3816.99
APOL1|8542	1255.0888	APOL1|8542	891.9769
APOL2|23780	692.0745	APOL2|23780	719.9789999999999
APOL3|80833	489.8224	APOL3|80833	970.1101
APOL4|80832	278.9086	APOL4|80832	364.9712
APOL6|80830	1580.7709	APOL6|80830	1885.6843
APOLD1|81575	840.0996	APOLD1|81575	576.2979
APOM|55937	29.8831	APOM|55937	37.7556
APOOL|139322	441.7497	APOOL|139322	275.8259
APOO|79135	261.152	APOO|79135	134.2423
APPBP2|10513	1201.3859	APPBP2|10513	1433.6654
APPL1|26060	1493.7202	APPL1|26060	1848.9775
APPL2|55198	764.8333	APPL2|55198	1628.2119
APP|351	50392.3777	APP|351	30143.1568
APRT|353	1994.3699	APRT|353	960.6712
APTX|54840	478.5621	APTX|54840	469.3235
AQP11|282679	16.8904	AQP11|282679	24.1217
AQP1|358	6503.3391	AQP1|358	18312.9103
AQP3|360	595.4959	AQP3|360	643.9434
AQP4|361	9.5279	AQP4|361	45.6214
AQP5|362	16.8904	AQP5|362	87.0477
lowly_expressed	lowly_expressed	AQP6|363	8.9145
lowly_expressed	lowly_expressed	AQP7P1|375719	192.4489
lowly_expressed	lowly_expressed	AQP7P3|441432	17.8291
lowly_expressed	lowly_expressed	AQP7|364	674.3576
AQP9|366	38.1117	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQPEP|206338	136.2349
AQR|9716	1817.67	AQR|9716	1432.0923
ARAF|369	1012.9926	ARAF|369	1038.28
ARAP1|116985	1784.2573	ARAP1|116985	2708.3325
ARAP2|116984	384.5821	ARAP2|116984	486.1038
ARAP3|64411	476.3967	ARAP3|64411	857.8919999999999
ARCN1|372	5972.7155	ARCN1|372	4122.7058
ARC|23237	6.4963	ARC|23237	281.5941
AREG|374	120.3984	AREG|374	1414.7876
ARF1|375	11791.6847	ARF1|375	6573.6759
ARF3|377	4863.1442	ARF3|377	4292.0818
ARF4|378	5997.4015	ARF4|378	3031.9874
ARF5|381	2077.9558	ARF5|381	1643.8175
ARF6|382	4498.9173	ARF6|382	2416.3608
ARFGAP1|55738	1315.7211	ARFGAP1|55738	1094.3891
ARFGAP2|84364	1808.5751	ARFGAP2|84364	1969.5857
ARFGAP3|26286	1769.5972	ARFGAP3|26286	1018.3534
ARFGEF1|10565	3155.5565	ARFGEF1|10565	2089.8794
ARFGEF2|10564	2364.2269	ARFGEF2|10564	2826.4289
ARFIP1|27236	1355.5652	ARFIP1|27236	952.8055
ARFIP2|23647	1080.1213	ARFIP2|23647	1361.8249
ARFRP1|10139	555.2187	ARFRP1|10139	530.1521
ARG2|384	270.8575	ARG2|384	187.7819
ARGLU1|55082	951.4942	ARGLU1|55082	3232.302
ARHGAP10|79658	365.5262	ARHGAP10|79658	461.4578
ARHGAP11A|9824	592.8974	ARHGAP11A|9824	80.2307
ARHGAP11B|89839	41.1434	ARHGAP11B|89839	11.1012
ARHGAP12|94134	870.5067	ARHGAP12|94134	1206.0829
ARHGAP15|55843	111.7367	ARHGAP15|55843	64.4992
ARHGAP17|55114	1282.8064	ARHGAP17|55114	1249.6067
ARHGAP18|93663	497.1849	ARHGAP18|93663	597.2732
ARHGAP19|84986	546.557	ARHGAP19|84986	1729.4179
ARHGAP1|392	4057.1676	ARHGAP1|392	3288.9355
ARHGAP20|57569	75.3573	ARHGAP20|57569	412.1657
ARHGAP21|57584	1842.7891	ARHGAP21|57584	2815.9413
ARHGAP22|58504	48.0728	ARHGAP22|58504	41.9507
ARHGAP23|57636	902.9883	ARHGAP23|57636	1301.5207
ARHGAP24|83478	411.4335	ARHGAP24|83478	484.0063
ARHGAP25|9938	426.5916	ARHGAP25|9938	514.9449
ARHGAP26|23092	627.5444	ARHGAP26|23092	957.0005
ARHGAP27|201176	401.0307	ARHGAP27|201176	591.505
ARHGAP28|79822	253.7895	ARHGAP28|79822	271.6308
ARHGAP29|9411	3246.427	ARHGAP29|9411	3797.5878
ARHGAP30|257106	729.3201	ARHGAP30|257106	499.7378
ARHGAP31|57514	1175.8337	ARHGAP31|57514	1599.8951
ARHGAP32|9743	1770.0303	ARHGAP32|9743	2209.2292
ARHGAP33|115703	66.2625	ARHGAP33|115703	281.0697
ARHGAP36|158763	100.9095	ARHGAP36|158763	272.6796
ARHGAP39|80728	416.6306	ARHGAP39|80728	286.83799999999997
ARHGAP42|143872	469.4197	ARHGAP42|143872	313.0257
ARHGAP4|393	278.9086	ARHGAP4|393	411.6413
ARHGAP5|394	3367.6916	ARHGAP5|394	3084.9502
ARHGAP6|395	111.3036	ARHGAP6|395	206.6072
ARHGAP8|23779	475.8077	ARHGAP8|23779	431.3372
ARHGAP9|64333	148.1161	ARHGAP9|64333	113.2669
ARHGDIA|396	4847.9861	ARHGDIA|396	3596.2244
ARHGDIB|397	4653.5297	ARHGDIB|397	2660.1993
lowly_expressed	lowly_expressed	ARHGDIG|398	9.4389
ARHGEF10L|55160	474.2313	ARHGEF10L|55160	1060.8285
ARHGEF10|9639	538.7614	ARHGEF10|9639	1169.9004
ARHGEF11|9826	1252.4903	ARHGEF11|9826	1617.7242
ARHGEF12|23365	7102.2087	ARHGEF12|23365	7196.1196
ARHGEF15|22899	525.3356	ARHGEF15|22899	1190.8757
ARHGEF16|27237	407.1026	ARHGEF16|27237	312.5328
ARHGEF17|9828	1915.1148	ARHGEF17|9828	2222.3388
ARHGEF18|23370	796.8818	ARHGEF18|23370	949.6592
ARHGEF19|128272	503.2482	ARHGEF19|128272	542.2129
ARHGEF1|9138	1175.4006	ARHGEF1|9138	1388.5684
ARHGEF2|9181	2001.2993	ARHGEF2|9181	1934.9764
ARHGEF33|100271715	8.6618	ARHGEF33|100271715	25.6948
ARHGEF35|445328	563.0143	ARHGEF35|445328	1156.2664
ARHGEF37|389337	636.6392	ARHGEF37|389337	1468.7992
ARHGEF38|54848	51.9706	ARHGEF38|54848	103.3036
ARHGEF3|50650	938.0684	ARHGEF3|50650	1459.3603
ARHGEF4|50649	118.23299999999999	ARHGEF4|50649	280.5454
ARHGEF5|7984	389.346	ARHGEF5|7984	541.1641
ARHGEF6|9459	704.201	ARHGEF6|9459	1813.8437
ARHGEF7|8874	1174.1013	ARHGEF7|8874	1749.8689
ARHGEF9|23229	702.4686	ARHGEF9|23229	729.9423
ARID1A|8289	4427.4578	ARID1A|8289	3387.5197
ARID1B|57492	2075.7904	ARID1B|57492	2519.6644
ARID2|196528	1001.2993	ARID2|196528	1223.9119
ARID3A|1820	58.0338	ARID3A|1820	67.1211
ARID3B|10620	109.5712	ARID3B|10620	129.5228
ARID4A|5926	620.615	ARID4A|5926	896.172
ARID4B|51742	1766.1325	ARID4B|51742	1750.5296
ARID5A|10865	489.3893	ARID5A|10865	1590.9806
ARID5B|84159	2286.7042	ARID5B|84159	4195.5952
ARIH1|25820	2658.7267	ARIH1|25820	2018.3534
ARIH2|10425	1273.1962	ARIH2|10425	1726.1877
ARL10|285598	63.2308	ARL10|285598	87.5721
ARL11|115761	36.8125	ARL11|115761	50.3408
ARL13B|200894	173.6683	ARL13B|200894	308.3377
ARL15|54622	399.7401	ARL15|54622	547.9811
ARL16|339231	291.9013	ARL16|339231	411.1169
ARL17A|51326	42.42100000000001	ARL17A|51326	113.0729
lowly_expressed	lowly_expressed	ARL17B|641522	5.0131
ARL1|400	1550.0217	ARL1|400	1966.9638
ARL2BP|23568	1334.3439	ARL2BP|23568	1355.5322
ARL2|402	637.9385	ARL2|402	834.2947
ARL3|403	429.1901	ARL3|403	629.785
ARL4A|10124	550.4547	ARL4A|10124	872.5747
ARL4C|10123	1519.7055	ARL4C|10123	1597.2732
ARL4D|379	70.1602	ARL4D|379	208.1804
ARL5A|26225	1012.9926	ARL5A|26225	687.4672
ARL5B|221079	378.0858	ARL5B|221079	301.5207
ARL6IP1|23204	6498.0511	ARL6IP1|23204	3226.5338
ARL6IP4|51329	907.3192	ARL6IP4|51329	1364.9712
ARL6IP5|10550	3295.366	ARL6IP5|10550	2979.0246
ARL6IP6|151188	244.2616	ARL6IP6|151188	269.5333
ARL6|84100	46.3404	ARL6|84100	97.01100000000001
ARL8A|127829	1491.1217	ARL8A|127829	927.1106
ARL8B|55207	1847.5531	ARL8B|55207	2040.9019
ARL9|132946	6.0632	ARL9|132946	6.817
ARMC10|83787	683.3218	ARMC10|83787	605.2176
ARMC1|55156	1579.4716	ARMC1|55156	710.5401
ARMC2|84071	30.7492	ARMC2|84071	60.3041
lowly_expressed	lowly_expressed	ARMC4|55130	8.3901
ARMC5|79798	242.0961	ARMC5|79798	366.5443
ARMC6|93436	489.3417	ARMC6|93436	513.3613
ARMC7|79637	299.2638	ARMC7|79637	267.9601
ARMC8|25852	572.1091	ARMC8|25852	798.1122
ARMC9|80210	284.9718	ARMC9|80210	343.4714
ARMCX1|51309	455.1754	ARMCX1|51309	961.1956
ARMCX2|9823	478.1291	ARMCX2|9823	853.6969
ARMCX3|51566	2133.3911	ARMCX3|51566	1824.3314
ARMCX5|64860	458.6401	ARMCX5|64860	388.04400000000004
ARMCX6|54470	255.955	ARMCX6|54470	246.9848
ARNT2|9915	471.6327	ARNT2|9915	492.3964
ARNTL2|56938	88.3499	ARNTL2|56938	79.7063
ARNTL|406	229.5366	ARNTL|406	267.9601
ARNT|405	1386.7475	ARNT|405	1871.0016
ARPC1A|10552	2100.615	ARPC1A|10552	1867.3309
ARPC1B|10095	3791.113	ARPC1B|10095	1278.4478
ARPC2|10109	5042.8757	ARPC2|10109	2706.8694
ARPC3|10094	2760.0693	ARPC3|10094	1857.3676
ARPC4|10093	3022.0442	ARPC4|10093	2165.2648
ARPC5L|81873	960.5889999999999	ARPC5L|81873	453.592
ARPC5|10092	3961.4552	ARPC5|10092	2295.2281
ARPM1|84517	25.5522	ARPM1|84517	42.4751
ARPP19|10776	4172.369000000001	ARPP19|10776	3605.139
ARRB1|408	496.3188	ARRB1|408	1685.3697
ARRB2|409	593.3304	ARRB2|409	486.6282
ARRDC1|92714	805.1104	ARRDC1|92714	589.4074
ARRDC2|27106	380.2512	ARRDC2|27106	614.0535
ARRDC3|57561	2945.864	ARRDC3|57561	3595.1757
ARRDC4|91947	291.9013	ARRDC4|91947	1056.6335
ARSA|410	779.1252	ARSA|410	661.248
ARSB|411	704.6339999999999	ARSB|411	233.8752
ARSD|414	1275.877	ARSD|414	2884.6356
ARSE|415	57.1676	ARSE|415	42.9995
ARSG|22901	90.9485	ARSG|22901	233.3508
lowly_expressed	lowly_expressed	ARSH|347527	5.2438
ARSI|340075	226.9381	ARSI|340075	39.3288
ARSJ|79642	192.291	ARSJ|79642	198.2171
ARSK|153642	140.3205	ARSK|153642	185.1075
ART3|419	11.6934	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ART5|116969	24.1217
ARTN|9048	51.1044	ARTN|9048	9.4389
ARV1|64801	288.8696	ARV1|64801	295.7525
ARVCF|421	540.0606	ARVCF|421	694.2842
AR|367	1914.6817	AR|367	1031.9874
AS3MT|57412	88.3499	AS3MT|57412	173.0467
ASAH1|427	2495.4526	ASAH1|427	3705.2963
ASAH2B|653308	32.9147	ASAH2B|653308	31.463
ASAM|79827	485.0585	ASAM|79827	1200.839
ASAP1|50807	1645.3010000000002	ASAP1|50807	1314.1059
ASAP2|8853	932.4383	ASAP2|8853	983.7441
ASAP3|55616	1049.8051	ASAP3|55616	865.2334
ASB13|79754	553.0533	ASB13|79754	832.7216
ASB14|142686	13.4257	ASB14|142686	17.8291
ASB16|92591	6.977	ASB16|92591	29.8584
ASB1|51665	434.79	ASB1|51665	922.1657
ASB2|51676	38.5448	ASB2|51676	28.3167
ASB3|51130	248.1594	ASB3|51130	331.935
ASB6|140459	818.4539	ASB6|140459	711.1064
ASB7|140460	554.3525	ASB7|140460	520.7132
ASB8|140461	512.3430000000001	ASB8|140461	802.8317
ASB9|140462	28.1507	ASB9|140462	27.7923
ASCC1|51008	597.6613	ASCC1|51008	381.2271
ASCC2|84164	1291.4682	ASCC2|84164	1092.8159
ASCC3|10973	2308.3586	ASCC3|10973	1255.3749
ASCL2|430	41.1434	ASCL2|430	15.2071
ASF1A|25842	514.0754	ASF1A|25842	455.1652
ASF1B|55723	200.0866	ASF1B|55723	41.4263
ASGR1|432	7.7956	ASGR1|432	12.0608
ASGR2|433	8.6618	lowly_expressed	lowly_expressed
ASH1L|55870	3201.7670000000003	ASH1L|55870	4342.5433
ASH2L|9070	725.8553	ASH2L|9070	1135.8154
ASL|435	401.4725	ASL|435	394.3367
ASMTL|8623	561.715	ASMTL|8623	696.3818
ASNA1|439	879.1685	ASNA1|439	896.6964
ASNSD1|54529	949.7618	ASNSD1|54529	1149.9738
ASNS|440	582.5032	ASNS|440	411.1169
lowly_expressed	lowly_expressed	ASPA|443	55.0603
lowly_expressed	lowly_expressed	ASPG|374569	9.4389
ASPHD1|253982	55.4353	ASPHD1|253982	22.0241
ASPHD2|57168	86.6176	ASPHD2|57168	37.7556
ASPH|444	11002.8454	ASPH|444	7459.1243
ASPM|259266	941.1	ASPM|259266	12.5852
ASPN|54829	3319.1858	ASPN|54829	368.6418
ASPRV1|151516	31.1823	ASPRV1|151516	133.4767
ASPSCR1|79058	274.5777	ASPSCR1|79058	262.1919
ASRGL1|80150	105.2404	ASRGL1|80150	115.3644
ASS1|445	3885.6648	ASS1|445	1865.7577
ASTE1|28990	182.5899	ASTE1|28990	311.0173
ASTN1|460	50.6713	ASTN1|460	163.0834
ASTN2|23245	172.8021	ASTN2|23245	427.3728
ASXL1|171023	1514.0754	ASXL1|171023	2553.7493
ASXL2|55252	1079.6882	ASXL2|55252	1431.5679
ASXL3|80816	19.0559	ASXL3|80816	44.0482
ATAD1|84896	1326.1152	ATAD1|84896	1164.6565
ATAD2B|54454	667.3885	ATAD2B|54454	477.1893
