gene_id	TCGA-BH-A0BA-01A-11R-A056-07	gene_id	TCGA-BH-A0BA-11A-22R-A19E-07
FLJ37453|729614	48.3249	FLJ37453|729614	64.6054
lowly_expressed	lowly_expressed	FLJ37543|285668	6.922000000000001
FLJ39582|439931	29.4816	FLJ39582|439931	49.5524
FLJ39653|202020	118.2418	FLJ39653|202020	95.5238
FLJ40330|645784	47.6394	FLJ40330|645784	34.1486
FLJ40852|285962	100.7626	FLJ40852|285962	57.6834
FLJ42289|388182	15.4228	FLJ42289|388182	23.9963
FLJ42627|645644	231.4283	FLJ42627|645644	84.4485
FLJ42709|441094	91.1661	FLJ42709|441094	166.5898
FLJ42875|440556	8.2255	FLJ42875|440556	6.4605
FLJ43663|378805	101.448	FLJ43663|378805	79.3724
FLJ44606|401207	65.1187	FLJ44606|401207	33.2257
FLJ44635|392490	18.8501	FLJ44635|392490	25.3807
FLJ45244|400242	34.9584	FLJ45244|400242	28.611
FLJ45340|402483	873.2756	FLJ45340|402483	1039.6862
FLJ45445|399844	110.7017	FLJ45445|399844	45.2238
FLJ45983|399717	306.7432	FLJ45983|399717	45.2238
FLJ90757|440465	335.5325	FLJ90757|440465	609.5985
FLNA|2316	11496.1871	FLNA|2316	27663.5902
FLNB|2317	11959.9794	FLNB|2317	9626.5759
FLNC|2318	238.1972	FLNC|2318	890.1707
FLOT1|10211	2611.9441	FLOT1|10211	2685.2792
FLOT2|2319	1027.5041	FLOT2|2319	2828.7956
FLRT1|23769	10.9674	FLRT1|23769	8.7679
FLRT2|23768	378.7165	FLRT2|23768	1704.6608
FLRT3|23767	52.4377	FLRT3|23767	216.4282
FLT1|2321	2004.2841	FLT1|2321	1747.5773
FLT3LG|2323	95.6216	FLT3LG|2323	122.2889
FLT3|2322	128.181	FLT3|2322	11.9982
FLT4|2324	504.1556	FLT4|2324	1059.9908
FLVCR1|28982	251.9064	FLVCR1|28982	108.9063
FLVCR2|55640	95.9644	FLVCR2|55640	65.9898
FLYWCH1|84256	626.5102	FLYWCH1|84256	619.7508
FLYWCH2|114984	730.7	FLYWCH2|114984	260.2677
FMN1|342184	137.7774	FMN1|342184	105.2146
FMN2|56776	7.8828	FMN2|56776	34.6101
FMNL1|752	418.3977	FMNL1|752	610.9322
FMNL2|114793	524.3767	FMNL2|114793	1366.8666
FMNL3|91010	1140.3821	FMNL3|91010	1062.3627
FMO1|2326	212.8352	FMO1|2326	445.7776
FMO2|2327	984.6628	FMO2|2327	3693.5856
FMO3|2328	44.2121	FMO3|2328	49.376999999999995
FMO4|2329	187.81599999999997	FMO4|2329	135.6714
FMO5|2330	1288.6642	FMO5|2330	527.4573
lowly_expressed	lowly_expressed	FMO6P|388714	11.0752
FMOD|2331	5274.955	FMOD|2331	9064.6054
FMR1|2332	949.701	FMR1|2332	898.9386
FN1|2335	33552.5662	FN1|2335	13623.4425
FN3KRP|79672	600.8054	FN3KRP|79672	765.5745
FN3K|64122	142.2329	FN3K|64122	307.7988
FNBP1L|54874	2361.4086	FNBP1L|54874	2211.8136
FNBP1|23048	1873.7041	FNBP1|23048	1271.3429
FNBP4|23360	903.0931	FNBP4|23360	1005.9991
FNDC1|84624	461.3144	FNDC1|84624	229.3493
FNDC3A|22862	1811.67	FNDC3A|22862	2520.5353
FNDC3B|64778	1873.3613	FNDC3B|64778	2850.0231
FNDC4|64838	71.2878	FNDC4|64838	231.6567
FNDC5|252995	9.5964	FNDC5|252995	45.6853
FNDC8|54752	5.4837	FNDC8|54752	11.9982
FNIP1|96459	1383.2576	FNIP1|96459	1064.144
FNIP2|57600	723.5027	FNIP2|57600	986.1560000000001
FNTA|2339	1485.7339	FNTA|2339	1233.5025
FNTB|2342	1099.539	FNTB|2342	617.0974
FOLH1|2346	48.3249	FOLH1|2346	244.1163
FOLR1|2348	55.865	FOLR1|2348	722.6581
FOLR2|2350	205.2952	FOLR2|2350	975.5422
FOSB|2354	1140.6049	FOSB|2354	11771.1121
FOSL1|8061	9.5964	FOSL1|8061	51.6844
FOSL2|2355	1382.9149	FOSL2|2355	2648.3618
FOS|2353	3586.3251	FOS|2353	26514.9977
FOXA1|3169	8689.2297	FOXA1|3169	1724.5039
lowly_expressed	lowly_expressed	FOXA2|3170	24.4578
FOXA3|3171	495.5874	FOXA3|3171	54.9146
FOXC1|2296	210.0934	FOXC1|2296	482.695
FOXC2|2303	16.1083	FOXC2|2303	19.8431
lowly_expressed	lowly_expressed	FOXD1|2297	7.8449
FOXD2|2306	56.2077	FOXD2|2306	17.0743
FOXD3|27022	13.7092	lowly_expressed	lowly_expressed
FOXD4L1|200350	10.9674	lowly_expressed	lowly_expressed
FOXD4L2|100036519	6.5119	lowly_expressed	lowly_expressed
FOXD4|2298	30.503	FOXD4|2298	7.8449
lowly_expressed	lowly_expressed	FOXE1|2304	10.6138
FOXF1|2294	9.2537	FOXF1|2294	11.5367
FOXF2|2295	49.6958	FOXF2|2295	65.9898
FOXI1|2299	184.0459	FOXI1|2299	289.8016
FOXI2|399823	7.5401	FOXI2|399823	12.9211
lowly_expressed	lowly_expressed	FOXJ1|2302	48.9156
FOXJ2|55810	1270.1568	FOXJ2|55810	1203.5072
FOXJ3|22887	1376.0603	FOXJ3|22887	2006.4605
FOXK1|221937	835.2326	FOXK1|221937	1363.1749
FOXK2|3607	797.1896	FOXK2|3607	1072.9119
FOXL1|2300	21.2493	FOXL1|2300	23.9963
lowly_expressed	lowly_expressed	FOXL2|668	5.5376
FOXM1|2305	641.58	FOXM1|2305	171.5182
lowly_expressed	lowly_expressed	FOXN1|8456	11.0752
FOXN2|3344	386.94199999999995	FOXN2|3344	766.9589
FOXN3|1112	1992.6313	FOXN3|1112	3814.9515
FOXO1|2308	718.0189999999999	FOXO1|2308	1839.4093
FOXO3B|2310	785.1941	FOXO3B|2310	1450.3922
FOXO3|2309	1844.2293	FOXO3|2309	2797.4158
FOXO4|4303	1044.9833	FOXO4|4303	951.5459
FOXP1|27086	2150.6298	FOXP1|27086	1834.3332
FOXP2|93986	15.7656	FOXP2|93986	114.9054
FOXP3|50943	57.1742	FOXP3|50943	11.2367
FOXP4|116113	2538.2572	FOXP4|116113	1564.8362
FOXQ1|94234	13.0237	FOXQ1|94234	26.3036
FOXRED1|55572	410.5904	FOXRED1|55572	252.4227
FOXRED2|80020	483.9345	FOXRED2|80020	594.8316
FOXS1|2307	55.5222	FOXS1|2307	14.3055
FPGS|2356	793.4196	FPGS|2356	777.1112
FPGT|8790	503.8746	FPGT|8790	399.0494
FPR1|2357	56.2077	FPR1|2357	123.6733
FPR3|2359	263.902	FPR3|2359	248.2695
FRAS1|80144	93.90799999999999	FRAS1|80144	248.731
FRAT1|10023	159.7121	FRAT1|10023	115.8283
FRAT2|23401	304.0014	FRAT2|23401	303.6456
FREM1|158326	172.3931	FREM1|158326	502.9995
FREM2|341640	9.2537	FREM2|341640	68.7587
FRG1B|284802	349.5844	FRG1B|284802	331.3336
FRG1|2483	448.2906	FRG1|2483	516.3821
FRK|2444	243.3382	FRK|2444	108.4449
lowly_expressed	lowly_expressed	FRMD1|79981	31.3798
FRMD3|257019	40.4421	FRMD3|257019	119.5201
FRMD4A|55691	787.038	FRMD4A|55691	1154.6839
FRMD4B|23150	994.9447	FRMD4B|23150	600.8306
lowly_expressed	lowly_expressed	FRMD5|84978	9.6908
FRMD6|122786	1824.6937	FRMD6|122786	3244.5778
lowly_expressed	lowly_expressed	FRMD7|90167	7.8449
FRMD8|83786	606.6318	FRMD8|83786	721.2737
FRMPD1|22844	103.1617	FRMPD1|22844	31.3798
lowly_expressed	lowly_expressed	FRMPD2|143162	19.3816
lowly_expressed	lowly_expressed	FRMPD4|9758	5.0761
FRRS1|391059	185.7596	FRRS1|391059	164.7439
FRS2|10818	1493.6167	FRS2|10818	1507.1527
FRS3|10817	71.6305	FRS3|10817	95.5238
FRYL|285527	1308.8853	FRYL|285527	1680.6645
FRY|10129	647.0671	FRY|10129	1298.108
FRZB|2487	629.252	FRZB|2487	1039.2247
FSCN1|6624	728.9864	FSCN1|6624	1488.694
FSCN2|25794	5.8264	FSCN2|25794	12.9211
FSD1L|83856	40.4421	FSD1L|83856	39.6862
FSIP1|161835	185.0741	FSIP1|161835	56.7605
FSTL1|11167	6952.6176	FSTL1|11167	13573.6041
FSTL3|10272	355.0681	FSTL3|10272	730.0415
FSTL4|23105	457.8871	FSTL4|23105	16.6128
FST|10468	80.1988	FST|10468	137.5173
FTH1|2495	17717.0765	FTH1|2495	25981.0752
FTHL3|2498	128.5237	FTHL3|2498	311.4905
FTL|2512	17147.4595	FTL|2512	41705.1223
FTO|79068	830.7771	FTO|79068	2827.8726
FTSJ1|24140	479.1363	FTSJ1|24140	497.9234
FTSJ2|29960	719.7327	FTSJ2|29960	470.6968
FTSJ3|117246	800.7266	FTSJ3|117246	826.0268
FTSJD1|55783	912.3468	FTSJD1|55783	876.7882
FTSJD2|23070	1602.2620000000002	FTSJD2|23070	1126.4421
FUBP1|8880	1289.0069	FUBP1|8880	1256.1144
FUBP3|8939	1457.9728	FUBP3|8939	1157.3604
FUCA1|2517	1082.3408	FUCA1|2517	1158.2833
FUCA2|2519	878.4166	FUCA2|2519	1095.5238
FUK|197258	371.1764	FUK|197258	403.784
FUNDC1|139341	530.5458	FUNDC1|139341	185.5099
FUNDC2|65991	902.7504	FUNDC2|65991	1133.3595
FURIN|5045	1805.5008	FURIN|5045	2300.4153
FUS|2521	6738.4114	FUS|2521	3234.4255
FUT10|84750	176.8486	FUT10|84750	261.1906
FUT11|170384	166.22400000000002	FUT11|170384	248.731
FUT1|2523	69.2314	FUT1|2523	152.7457
FUT2|2524	8.911	FUT2|2524	77.988
FUT3|2525	37.0148	FUT3|2525	31.8413
FUT4|2526	103.1857	FUT4|2526	304.0471
FUT6|2528	59.2923	FUT6|2528	29.0725
FUT7|2529	7.5024	FUT7|2529	9.1601
FUT8|2530	2161.6005	FUT8|2530	580.3184
FUT9|10690	46.95399999999999	FUT9|10690	50.7614
FUZ|80199	252.2286	FUZ|80199	302.2612
FXC1|26515	875.6747	FXC1|26515	897.0928
FXN|2395	139.491	FXN|2395	174.8962
FXR1|8087	2243.1668	FXR1|8087	1999.0771
FXR2|9513	631.3084	FXR2|9513	780.3276
FXYD1|5348	69.9169	FXYD1|5348	695.4315
lowly_expressed	lowly_expressed	FXYD2|486	7.8449
FXYD3|5349	5294.8333	FXYD3|5349	1191.0475
FXYD5|53827	823.9225	FXYD5|53827	1151.8228
FXYD6|53826	382.8292	FXYD6|53826	1631.2875
FXYD7|53822	5.1409	lowly_expressed	lowly_expressed
FYB|2533	702.9389	FYB|2533	533.9179
FYCO1|79443	2056.3791	FYCO1|79443	2600.8306
FYN|2534	522.663	FYN|2534	892.4781
FYTTD1|84248	1512.4668	FYTTD1|84248	1859.2524
FZD10|11211	28.7893	FZD10|11211	51.2229
FZD1|8321	3323.7940000000003	FZD1|8321	2505.3069
FZD2|2535	71.9733	FZD2|2535	108.4449
FZD3|7976	139.491	FZD3|7976	180.8952
FZD4|8322	1819.0626	FZD4|8322	6276.1837
FZD5|7855	148.7448	FZD5|7855	433.7794
FZD6|8323	324.9079	FZD6|8323	882.3258
FZD7|8324	700.1971	FZD7|8324	3287.9557
FZD8|8325	270.0711	FZD8|8325	458.2372
FZD9|8326	5.1409	FZD9|8326	18.9202
FZR1|51343	896.5813	FZR1|51343	753.5764
G0S2|50486	275.2121	G0S2|50486	1759.5754
G2E3|55632	640.2193	G2E3|55632	461.9289
G3BP1|10146	2275.0407	G3BP1|10146	2499.7693
G3BP2|9908	3450.6041	G3BP2|9908	3475.3115
G6PC3|92579	1027.5041	G6PC3|92579	970.4661
G6PD|2539	3389.2554	G6PD|2539	1014.3055
GAA|2548	2076.2574	GAA|2548	2312.4135
GAB1|2549	999.0575	GAB1|2549	1290.7245
GAB2|9846	525.7476	GAB2|9846	1043.8394
GAB3|139716	83.2834	GAB3|139716	105.676
GABARAPL1|23710	950.7326	GABARAPL1|23710	1457.7757
GABARAPL2|11345	1428.8407	GABARAPL2|11345	1346.1006
GABARAP|11337	4309.1423	GABARAP|11337	5402.8611
GABBR1|2550	346.1571	GABBR1|2550	367.7896
GABPA|2551	1215.4948	GABPA|2551	1172.0535
GABPB1|2553	503.4633	GABPB1|2553	394.0471
GABPB2|126626	264.2447	GABPB2|126626	90.4476
lowly_expressed	lowly_expressed	GABRA2|2555	14.767000000000001
lowly_expressed	lowly_expressed	GABRA4|2557	11.9982
GABRB2|2561	49.3531	GABRB2|2561	29.5339
GABRB3|2562	714.5917	GABRB3|2562	107.9834
GABRD|2563	55.5222	GABRD|2563	5.9991
GABRE|2564	122.0118	GABRE|2564	412.5519
lowly_expressed	lowly_expressed	GABRG1|2565	5.5376
GABRP|2568	877.7311	GABRP|2568	6034.6101
lowly_expressed	lowly_expressed	GAD1|2571	5.5376
GADD45A|1647	370.491	GADD45A|1647	500.2307
GADD45B|4616	1215.6628	GADD45B|4616	871.2506
GADD45GIP1|90480	624.4538	GADD45GIP1|90480	420.8583
GADD45G|10912	1409.9906	GADD45G|10912	89.0632
GAK|2580	1591.6374	GAK|2580	1439.317
lowly_expressed	lowly_expressed	GAL3ST1|9514	23.9963
GAL3ST4|79690	156.2848	GAL3ST4|79690	275.4961
GALC|2581	1274.2696	GALC|2581	958.9294
GALE|2582	703.6244	GALE|2582	239.5016
GALK1|2584	126.4673	GALK1|2584	237.1943
GALK2|2585	306.7226	GALK2|2585	304.4532
GALM|130589	590.5235	GALM|130589	230.2723
GALNS|2588	181.3041	GALNS|2588	248.2695
GALNT10|55568	2392.9398	GALNT10|55568	1667.7434
GALNT11|63917	1077.5426	GALNT11|63917	1065.9898
GALNT12|79695	43.184	GALNT12|79695	122.2889
GALNT13|114805	5.8264	GALNT13|114805	36.9174
GALNT14|79623	54.494	GALNT14|79623	84.4485
GALNT1|2589	1977.5512	GALNT1|2589	2267.6511
GALNT2|2590	1768.1433	GALNT2|2590	1987.0789
GALNT3|2591	1837.0320000000002	GALNT3|2591	1054.9146
GALNT4|8693	1060.9545	GALNT4|8693	579.2478
GALNT5|11227	44.5549	GALNT5|11227	166.1283
GALNT6|11226	9338.7028	GALNT6|11226	1144.4393
GALNT7|51809	2009.7678	GALNT7|51809	1389.94
GALNTL1|57452	315.3115	GALNTL1|57452	800.6461
GALNTL2|117248	167.5949	GALNTL2|117248	933.5487
GALNTL4|374378	247.4509	GALNTL4|374378	197.0466
GALT|2592	285.1512	GALT|2592	367.3281
lowly_expressed	lowly_expressed	GAL|51083	5.0761
GAMT|2593	614.1719	GAMT|2593	400.0923
GANAB|23193	8481.1927	GANAB|23193	9093.6779
GANC|2595	253.1094	GANC|2595	391.7074
GAN|8139	80.1988	GAN|8139	137.0558
lowly_expressed	lowly_expressed	GAP43|2596	5.5376
GAPDH|2597	20127.1528	GAPDH|2597	25684.3563
GAPT|202309	58.9495	GAPT|202309	55.8376
GAPVD1|26130	1729.7575	GAPVD1|26130	1367.3281
GAR1|54433	337.2462	GAR1|54433	272.2658
GARNL3|84253	86.3679	GARNL3|84253	191.0475
GARS|2617	2165.7099	GARS|2617	1269.9585
GART|2618	1123.1257	GART|2618	1079.8339
GAS1|2619	426.0132	GAS1|2619	1383.9409
GAS2L1|10634	475.0236	GAS2L1|10634	631.2875
lowly_expressed	lowly_expressed	GAS2L2|246176	39.6862
GAS2L3|283431	62.0341	GAS2L3|283431	18.4587
GAS2|2620	6.8546	GAS2|2620	34.1486
GAS5|60674	1134.0931	GAS5|60674	1757.2681
GAS6|2621	1699.94	GAS6|2621	3932.6257
GAS7|8522	916.4596	GAS7|8522	1710.1984
GAS8|2622	342.3528	GAS8|2622	345.8145
GATA2|2624	158.3412	GATA2|2624	249.1924
GATA3|2625	11739.868	GATA3|2625	3246.8851
GATA6|2627	207.0088	GATA6|2627	166.1283
GATAD1|57798	1366.8066	GATAD1|57798	853.7148
GATAD2A|54815	1391.1404	GATAD2A|54815	1163.3595
GATAD2B|57459	1463.7992	GATAD2B|57459	1042.455
GATC|283459	57.2359	GATC|283459	45.2238
GATM|2628	1298.6034	GATM|2628	715.2746
GATSL1|389523	12.3383	GATSL1|389523	36.4559
GATSL2|729438	7.5401	lowly_expressed	lowly_expressed
GATSL3|652968	162.3683	GATSL3|652968	243.6917
GATS|352954	100.1388	GATS|352954	257.4342
GBA2|57704	1215.488	GBA2|57704	846.7928
GBAP1|2630	459.25800000000004	GBAP1|2630	258.4218
GBAS|2631	1324.9936	GBAS|2631	1392.2473
GBA|2629	1717.7620000000002	GBA|2629	1218.2741
GBE1|2632	487.7046	GBE1|2632	1241.809
GBF1|8729	2052.2663	GBF1|8729	2281.0337
GBGT1|26301	74.8796	GBGT1|26301	156.8989
GBP1|2633	668.6659	GBP1|2633	1026.3036
GBP2|2634	1563.8694	GBP2|2634	2520.5353
GBP3|2635	1240.682	GBP3|2635	766.0360000000001
GBP4|115361	703.2816	GBP4|115361	801.1075
GBP5|115362	173.0786	GBP5|115362	183.2026
lowly_expressed	lowly_expressed	GBP6|163351	13.3826
GCAT|23464	208.7225	GCAT|23464	174.8962
GCA|25801	385.2283	GCA|25801	348.4079
GCC1|79571	1111.4729	GCC1|79571	898.9386
GCC2|9648	1620.7694	GCC2|9648	988.4633
GCDH|2639	409.5622	GCDH|2639	418.551
GCET2|257144	55.5222	GCET2|257144	54.4532
GCFC1|94104	883.2148	GCFC1|94104	621.5967
GCH1|2643	266.9865	GCH1|2643	171.2044
GCHFR|2644	161.7685	GCHFR|2644	131.9797
lowly_expressed	lowly_expressed	GCK|2645	8.3064
GCLC|2729	869.8483	GCLC|2729	1348.8694
GCLM|2730	301.945	GCLM|2730	544.9931
GCM1|8521	8.5682	lowly_expressed	lowly_expressed
GCN1L1|10985	3530.8028	GCN1L1|10985	3335.4868
GCNT1|2650	3353.2688	GCNT1|2650	461.4675
GCNT2|2651	1205.7236	GCNT2|2651	391.3244
lowly_expressed	lowly_expressed	GCNT3|9245	59.5293
GCNT4|51301	146.3456	GCNT4|51301	120.9045
GCOM1|145781	613.3939	GCOM1|145781	1267.9834
GCSH|2653	8.911	GCSH|2653	22.6119
GDAP1|54332	164.1676	GDAP1|54332	294.4162
GDAP2|54834	446.9197	GDAP2|54834	440.7014
lowly_expressed	lowly_expressed	GDA|9615	7.3835
GDE1|51573	3336.8178	GDE1|51573	1741.5782
GDF10|2662	52.4377	GDF10|2662	296.2621
GDF11|10220	69.0806	GDF11|10220	96.2621
GDF15|9518	124.4109	GDF15|9518	190.1246
lowly_expressed	lowly_expressed	GDF5|8200	25.8376
GDF6|392255	6.1691	GDF6|392255	13.844000000000001
GDF9|2661	126.1246	GDF9|2661	9.6908
GDI1|2664	2147.2025	GDI1|2664	2101.5228
GDI2|2665	3760.7746	GDI2|2665	5814.9515
GDPD1|284161	32.2166	GDPD1|284161	22.6119
GDPD3|79153	131.8619	GDPD3|79153	52.6073
GDPD5|81544	451.7179	GDPD5|81544	860.6368
GEFT|115557	303.525	GEFT|115557	596.9266
GEMIN4|50628	476.0518	GEMIN4|50628	966.3129
GEMIN5|25929	764.2876	GEMIN5|25929	779.4186
GEMIN6|79833	113.4436	GEMIN6|79833	126.4421
GEMIN7|79760	386.2565	GEMIN7|79760	214.5824
GEMIN8P4|492303	23.6484	GEMIN8P4|492303	19.8431
GEMIN8|54960	287.5503	GEMIN8|54960	307.3373
GEM|2669	1481.9638	GEM|2669	1532.0720000000001
GEN1|348654	395.5102	GEN1|348654	145.3623
GET4|51608	1039.8423	GET4|51608	471.1583
GFAP|2670	14.0519	GFAP|2670	34.6101
GFER|2671	991.5174	GFER|2671	226.1191
GFI1|2672	44.8976	GFI1|2672	41.5321
GFM1|85476	2717.1622	GFM1|85476	1286.5713
GFM2|84340	1767.1151	GFM2|84340	584.2178
GFOD1|54438	99.0489	GFOD1|54438	101.0614
GFOD2|81577	485.9909	GFOD2|81577	644.2086
GFPT1|2673	3356.0106	GFPT1|2673	2877.7111
GFPT2|9945	188.5014	GFPT2|9945	443.9317
GFRA1|2674	1821.6091	GFRA1|2674	4641.9012
GFRA2|2675	19.5356	GFRA2|2675	79.3724
lowly_expressed	lowly_expressed	GFRA3|2676	8.7679
GGA1|26088	738.5828	GGA1|26088	714.3516
GGA2|23062	2528.6608	GGA2|23062	2317.4896
GGA3|23163	727.6155	GGA3|23163	778.4956
GGCT|79017	2501.5851	GGCT|79017	632.2104
GGCX|2677	843.1154	GGCX|2677	854.6377
GGH|8836	824.2653	GGH|8836	262.575
GGNBP2|79893	1173.507	GGNBP2|79893	1158.2833
GGN|199720	6.1691	GGN|199720	9.6908
GGPS1|9453	2011.8242	GGPS1|9453	789.5708
GGT1|2678	2275.0407	GGT1|2678	176.74200000000002
GGT3P|2679	56.8932	GGT3P|2679	21.2275
GGT5|2687	827.0071	GGT5|2687	1195.2007
GGT6|124975	521.9776	GGT6|124975	338.2557
GGT7|2686	229.62900000000002	GGT7|2686	568.9894
GGTA1|2681	210.4361	GGTA1|2681	628.5187
GGTLC1|92086	17.4792	GGTLC1|92086	23.0734
GGTLC2|91227	330.3916	GGTLC2|91227	26.3036
GHDC|84514	557.6215	GHDC|84514	785.8791
GHITM|27069	4062.3768	GHITM|27069	3640.9783
GHRLOS|100126793	13.7092	GHRLOS|100126793	12.4596
GHR|2690	703.9671	GHR|2690	2214.5824
GIGYF1|64599	1480.5929	GIGYF1|64599	1150.8999
GIGYF2|26058	1825.0364	GIGYF2|26058	2459.6216
GIMAP1|170575	147.7268	GIMAP1|170575	231.6567
GIMAP2|26157	278.9718	GIMAP2|26157	281.4952
GIMAP4|55303	713.5635	GIMAP4|55303	924.7808
GIMAP5|55340	401.3366	GIMAP5|55340	799.7231
GIMAP6|474344	645.703	GIMAP6|474344	1249.6539
GIMAP7|168537	356.439	GIMAP7|168537	369.17400000000004
GIMAP8|155038	415.3886	GIMAP8|155038	744.8085
GIN1|54826	222.4317	GIN1|54826	120.9045
GINS1|9837	539.7995	GINS1|9837	82.6027
GINS2|51659	315.3115	GINS2|51659	96.4467
GINS3|64785	260.132	GINS3|64785	111.2137
GINS4|84296	224.488	GINS4|84296	51.6844
GIPC1|10755	1444.9489999999998	GIPC1|10755	1044.3009
GIPC2|54810	55.1795	GIPC2|54810	107.5219
GIPC3|126326	190.2151	GIPC3|126326	113.521
GIPR|2696	31.8739	GIPR|2696	6.4605
GIT1|28964	839.0027	GIT1|28964	1283.3410000000001
GIT2|9815	1244.7708	GIT2|9815	1362.2520000000002
GIYD2|79008	1023.6141	GIYD2|79008	144.6424
GJA1|2697	3799.5029999999997	GJA1|2697	3472.5427
lowly_expressed	lowly_expressed	GJA3|2700	10.6138
GJA4|2701	384.5429	GJA4|2701	327.1804
GJA5|2702	503.4701	GJA5|2702	303.6456
lowly_expressed	lowly_expressed	GJA9|81025	7.3835
GJB1|2705	260.132	GJB1|2705	101.9843
GJB2|2706	21.592	GJB2|2706	114.9054
lowly_expressed	lowly_expressed	GJB3|2707	69.6816
lowly_expressed	lowly_expressed	GJB4|127534	11.9982
lowly_expressed	lowly_expressed	GJB5|2709	25.8422
lowly_expressed	lowly_expressed	GJB6|10804	13.3826
GJC1|10052	284.8085	GJC1|10052	218.7356
GJC2|57165	49.3531	GJC2|57165	101.5228
lowly_expressed	lowly_expressed	GJC3|349149	13.3826
GJD3|125111	40.2262	GJD3|125111	168.25099999999998
GK3P|2713	34.6157	GK3P|2713	16.1514
GK5|256356	1134.7785	GK5|256356	615.1361
GKAP1|80318	109.6735	GKAP1|80318	94.6008
lowly_expressed	lowly_expressed	GKN2|200504	20.3046
GK|2710	348.2135	GK|2710	105.676
GLA|2717	477.0799	GLA|2717	366.4052
GLB1L2|89944	75.7433	GLB1L2|89944	377.4804
lowly_expressed	lowly_expressed	GLB1L3|112937	5.9991
GLB1L|79411	147.0311	GLB1L|79411	258.4218
GLB1|2720	1898.3806	GLB1|2720	1279.1878
GLCCI1|113263	614.1719	GLCCI1|113263	544.9931
GLCE|26035	1290.0351	GLCE|26035	1097.3696
GLDC|2731	28.7893	GLDC|2731	29.9954
GLDN|342035	40.7849	GLDN|342035	143.0549
GLE1|2733	1501.8422	GLE1|2733	913.7056
GLG1|2734	3533.8874	GLG1|2734	6307.7988
GLI1|2735	46.95399999999999	GLI1|2735	79.8339
GLI2|2736	106.589	GLI2|2736	139.8246
GLI3|2737	1113.1865	GLI3|2737	1584.2178
GLI4|2738	98.15100000000001	GLI4|2738	82.5888
GLIPR1L2|144321	28.1038	GLIPR1L2|144321	44.7623
GLIPR1|11010	475.853	GLIPR1|11010	872.2473
GLIPR2|152007	340.3307	GLIPR2|152007	797.4158
GLIS1|148979	10.9674	GLIS1|148979	28.611
GLIS2|84662	283.0949	GLIS2|84662	499.7693
GLIS3|169792	59.2923	GLIS3|169792	85.8329
GLMN|11146	128.181	GLMN|11146	60.4522
GLO1|2739	3501.3281	GLO1|2739	2393.1703
GLOD4|51031	800.6169	GLOD4|51031	988.0018
GLOD5|392465	5.4837	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	GLP1R|2740	33.6871
lowly_expressed	lowly_expressed	GLP2R|9340	5.9991
lowly_expressed	lowly_expressed	GLRA3|8001	35.9945
lowly_expressed	lowly_expressed	GLRA4|441509	12.4596
GLRB|2743	302.2877	GLRB|2743	299.4924
GLRX2|51022	236.8263	GLRX2|51022	67.8357
GLRX3|10539	517.1793	GLRX3|10539	562.0674
GLRX5|51218	866.0783	GLRX5|51218	649.2847
GLRX|2745	342.7298	GLRX|2745	387.6327
GLS2|27165	47.2967	GLS2|27165	48.9156
GLS|2744	892.1258	GLS|2744	1770.1892
lowly_expressed	lowly_expressed	GLT1D1|144423	9.6908
GLT25D1|79709	1644.0751	GLT25D1|79709	1552.838
GLT25D2|23127	43.8694	GLT25D2|23127	116.7513
GLT8D1|55830	1277.3781	GLT8D1|55830	917.5865
GLT8D2|83468	272.813	GLT8D2|83468	799.2617
GLTPD1|80772	532.2594	GLTPD1|80772	428.7033
GLTP|51228	1176.5916	GLTP|51228	924.3193
GLTSCR1|29998	591.8944	GLTSCR1|29998	260.2677
GLTSCR2|29997	3998.2864	GLTSCR2|29997	7937.7019
GLUD1|2746	4230.3145	GLUD1|2746	4703.7379
GLUD2|2747	476.7372	GLUD2|2747	631.749
GLUL|2752	21377.0885	GLUL|2752	23120.9045
GLYATL1|92292	28.4466	GLYATL1|92292	8.3064
GLYATL2|219970	67.8605	GLYATL2|219970	132.4412
GLYAT|10249	22.2774	GLYAT|10249	415.7822
GLYCTK|132158	91.8516	GLYCTK|132158	77.5265
GLYR1|84656	4233.0563	GLYR1|84656	1972.7734
GM2A|2760	1496.3585	GM2A|2760	2349.7923
GMCL1L|64396	5.1409	GMCL1L|64396	5.9991
GMCL1|64395	398.9375	GMCL1|64395	400.5538
GMDS|2762	526.433	GMDS|2762	231.6567
GMEB1|10691	177.1913	GMEB1|10691	191.9705
GMEB2|26205	639.5339	GMEB2|26205	484.5408
GMFB|2764	1894.6106	GMFB|2764	1616.9820000000002
GMFG|9535	240.2536	GMFG|9535	282.8796
GMIP|51291	348.2135	GMIP|51291	226.1191
GMNN|51053	293.3767	GMNN|51053	247.3466
GMPPA|29926	643.6466	GMPPA|29926	472.5427
GMPPB|29925	635.7639	GMPPB|29925	276.8805
GMPR2|51292	1286.9506	GMPR2|51292	1010.6138
GMPR|2766	55.5222	GMPR|2766	123.6733
GMPS|8833	1307.5144	GMPS|8833	876.7882
GNA11|2767	918.5160000000001	GNA11|2767	880.9414
GNA12|2768	1109.4165	GNA12|2768	1930.3184
GNA13|10672	1555.308	GNA13|10672	2020.766
GNA14|9630	198.4406	GNA14|9630	71.066
GNA15|2769	69.2314	GNA15|2769	210.4292
