gene_id	TCGA-E2-A1IG-01A-11R-A144-07	gene_id	TCGA-E2-A1IG-11A-22R-A144-07
LPPR5|163404	6.0901	lowly_expressed	lowly_expressed
LPP|4026	318.311	LPP|4026	1091.486
LPXN|9404	191.2302	LPXN|9404	193.0196
LQK1|642946	39.7889	LQK1|642946	19.0375
LRAT|9227	75.5177	LRAT|9227	45.4786
LRBA|987	3358.5059	LRBA|987	2129.5611
LRCH1|23143	472.1884	LRCH1|23143	1021.1528
LRCH2|57631	39.7889	LRCH2|57631	107.3506
LRCH3|84859	254.5676	LRCH3|84859	408.7784
LRCH4|4034	826.6342	LRCH4|4034	548.9159
LRDD|55367	334.1454	LRDD|55367	135.9069
LRFN1|57622	64.9614	LRFN1|57622	46.5362
LRFN2|57497	9.3382	lowly_expressed	lowly_expressed
LRFN3|79414	348.3557	LRFN3|79414	200.4231
LRFN4|78999	261.4698	LRFN4|78999	280.8038
LRFN5|145581	13.3983	LRFN5|145581	83.0249
LRG1|116844	613.0735	LRG1|116844	109.9947
LRGUK|136332	13.8043	LRGUK|136332	5.817
LRIG1|26018	3021.0434	LRIG1|26018	6311.5547
LRIG2|9860	191.2302	LRIG2|9860	237.4405
LRIG3|121227	333.3333	LRIG3|121227	673.1888
LRIT3|345193	12.5863	LRIT3|345193	6.8747
LRMP|4033	26.3906	LRMP|4033	217.3453
LRP10|26020	5173.7718	LRP10|26020	5318.8789
LRP11|84918	1434.4255	LRP11|84918	980.4336
LRP12|29967	402.3549	LRP12|29967	329.4553
LRP1B|53353	209.0946	LRP1B|53353	78.2655
LRP1|4035	11041.8189	LRP1|4035	60302.4855
LRP2BP|55805	48.3151	LRP2BP|55805	55.5262
LRP2|4036	60.9013	LRP2|4036	1207.8265
LRP3|4037	505.4811	LRP3|4037	1499.1169
LRP4|4038	388.9566	LRP4|4038	248.5352
LRP5L|91355	60.4953	LRP5L|91355	49.7091
LRP5|4041	6766.9509	LRP5|4041	6019.5664
LRP6|4040	829.0702	LRP6|4040	1888.4188
LRP8|7804	73.0816	LRP8|7804	60.8144
LRPAP1|4043	2167.6817	LRPAP1|4043	2160.2327
LRPPRC|10128	3623.2237	LRPPRC|10128	3659.9683
LRRC10B|390205	99.8782	LRRC10B|390205	27.4987
LRRC14|9684	654.7259	LRRC14|9684	530.9466
LRRC15|131578	5509.5412	LRRC15|131578	98.8895
LRRC16A|55604	449.0459	LRRC16A|55604	419.8837
LRRC16B|90668	46.285	LRRC16B|90668	6.3458
LRRC17|10234	401.5428	LRRC17|10234	232.6811
LRRC1|55227	1397.4827	LRRC1|55227	436.8059
LRRC20|55222	212.3427	LRRC20|55222	142.7816
LRRC23|10233	236.2972	LRRC23|10233	180.3279
LRRC24|441381	9.9107	lowly_expressed	lowly_expressed
LRRC25|126364	140.0731	LRRC25|126364	147.541
LRRC26|389816	21.5185	LRRC26|389816	23.2681
LRRC27|80313	373.5282	LRRC27|80313	209.41299999999998
LRRC28|123355	113.6825	LRRC28|123355	220.5182
LRRC29|26231	57.2473	LRRC29|26231	49.7091
lowly_expressed	lowly_expressed	LRRC2|79442	59.7567
lowly_expressed	lowly_expressed	LRRC31|79782	15.3358
LRRC32|2615	1812.8299	LRRC32|2615	1272.3427
LRRC33|375387	96.6301	LRRC33|375387	156.0021
LRRC34|151827	32.8867	LRRC34|151827	81.9672
LRRC36|55282	8.9322	lowly_expressed	lowly_expressed
LRRC37A2|474170	244.2266	LRRC37A2|474170	166.0497
LRRC37A3|374819	196.9143	LRRC37A3|374819	79.8519
LRRC37A4|55073	92.976	LRRC37A4|55073	212.5066
LRRC37A|9884	550.1421	LRRC37A|9884	447.9112
LRRC37B2|147172	1186.7641	LRRC37B2|147172	459.5452
LRRC37B|114659	176.2079	LRRC37B|114659	96.7742
LRRC39|127495	18.0836	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LRRC3B|116135	16.3934
LRRC3|81543	32.4807	LRRC3|81543	80.9096
LRRC40|55631	319.935	LRRC40|55631	347.964
LRRC41|10489	2109.6224	LRRC41|10489	1773.1359
LRRC42|115353	423.0613	LRRC42|115353	413.009
lowly_expressed	lowly_expressed	LRRC43|254050	15.8646
LRRC45|201255	767.3569	LRRC45|201255	221.5759
LRRC46|90506	154.6894	LRRC46|90506	12.6917
LRRC47|57470	1433.6175	LRRC47|57470	1033.3157
LRRC48|83450	95.8181	LRRC48|83450	46.0074
LRRC49|54839	94.1941	LRRC49|54839	83.5537
lowly_expressed	lowly_expressed	LRRC4B|94030	17.9799
LRRC4C|57689	93.7881	LRRC4C|57689	87.2554
LRRC4|64101	43.0369	LRRC4|64101	51.2956
LRRC50|123872	110.4344	LRRC50|123872	11.1052
LRRC55|219527	25.5786	LRRC55|219527	10.5764
LRRC56|115399	302.4767	LRRC56|115399	50.7668
LRRC57|255252	387.7385	LRRC57|255252	345.8488
LRRC58|116064	1253.7556	LRRC58|116064	1369.6457
LRRC59|55379	5578.1161	LRRC59|55379	2021.3749
LRRC61|65999	486.3987	LRRC61|65999	168.165
LRRC66|339977	11.7743	LRRC66|339977	5.817
LRRC6|23639	115.3065	LRRC6|23639	59.2279
LRRC70|100130733	34.5717	LRRC70|100130733	152.9825
LRRC8A|56262	1953.309	LRRC8A|56262	2417.2396
LRRC8B|23507	621.1937	LRRC8B|23507	744.0508
LRRC8C|84230	362.566	LRRC8C|84230	1189.3178
LRRC8D|55144	740.1543	LRRC8D|55144	502.9085
LRRC8E|80131	442.5497	LRRC8E|80131	279.2173
LRRCC1|85444	637.84	LRRCC1|85444	354.8387
LRRFIP1|9208	4882.2574	LRRFIP1|9208	2622.422
LRRFIP2|9209	1154.6894	LRRFIP2|9209	866.7372
LRRIQ1|84125	63.3374	LRRIQ1|84125	18.5087
LRRIQ3|127255	25.9846	LRRIQ3|127255	19.0375
LRRK1|79705	170.5238	LRRK1|79705	474.881
LRRK2|120892	98.2542	LRRK2|120892	405.0767
LRRN1|57633	359.3179	LRRN1|57633	332.6282
LRRN2|10446	1806.7397	LRRN2|10446	213.1148
LRRN3|54674	21.5185	LRRN3|54674	382.8662
LRRN4CL|221091	15.8343	LRRN4CL|221091	244.3152
LRRTM2|26045	6.0901	LRRTM2|26045	78.2655
LRSAM1|90678	984.1575	LRSAM1|90678	470.1216
LRTM2|654429	32.8867	lowly_expressed	lowly_expressed
LRTOMT|220074	180.3329	LRTOMT|220074	216.56799999999998
LRWD1|222229	436.8656	LRWD1|222229	168.165
LSAMP|4045	8.1202	LSAMP|4045	32.2581
LSG1|55341	1043.0369	LSG1|55341	700.1586
LSM10|84967	399.9188	LSM10|84967	329.4553
LSM11|134353	300.4466	LSM11|134353	181.9143
LSM12|124801	1791.3114	LSM12|124801	723.4268
LSM14A|26065	2821.3561	LSM14A|26065	2612.3744
LSM14B|149986	1176.2079	LSM14B|149986	704.918
LSM1|27257	927.7304	LSM1|27257	403.4902
LSM2|57819	584.2469	LSM2|57819	396.0867
LSM3|27258	564.7584	LSM3|27258	533.5801
LSM4|25804	1376.3703	LSM4|25804	699.6298
LSM5|23658	395.0467	LSM5|23658	392.385
LSM6|11157	104.3443	LSM6|11157	212.0571
LSM7|51690	402.3549	LSM7|51690	204.1248
LSMD1|84316	257.0037	LSMD1|84316	302.4855
LSP1|4046	467.7223	LSP1|4046	1025.9122
LSR|51599	2182.7039999999997	LSR|51599	834.4791
LSS|4047	1262.6878	LSS|4047	1760.973
lowly_expressed	lowly_expressed	LST-3TM12|338821	42.3057
LST1|7940	75.5177	LST1|7940	75.6214
LTA4H|4048	1314.2509	LTA4H|4048	1691.1687
LTB4R2|56413	63.646	LTB4R2|56413	52.2316
LTB4R|1241	228.5993	LTB4R|1241	151.0206
LTBP1|4052	2377.1823	LTBP1|4052	1143.3104
LTBP2|4053	7817.295999999999	LTBP2|4053	6395.5579
LTBP3|4054	2244.4661	LTBP3|4054	3506.6579
LTBP4|8425	967.5193	LTBP4|8425	3946.0603
LTBR|4055	2606.5773	LTBR|4055	1581.7028
LTB|4050	50.3451	LTB|4050	20.624000000000002
LTC4S|4056	11.9732	LTC4S|4056	26.8218
LTF|4057	48.7211	LTF|4057	27501.8509
LTV1|84946	572.8786	LTV1|84946	589.6351
LUC7L2|51631	1938.8429	LUC7L2|51631	1625.9439
LUC7L3|51747	3642.3061	LUC7L3|51747	1747.2237
LUC7L|55692	544.864	LUC7L|55692	483.3421
LUM|4060	27072.6756	LUM|4060	9597.5674
LUZP1|7798	923.2643	LUZP1|7798	1585.4045
lowly_expressed	lowly_expressed	LUZP2|338645	58.6991
LUZP6|767558	3940.3167	LUZP6|767558	3982.0201
LXN|56925	182.298	LXN|56925	239.02700000000002
lowly_expressed	lowly_expressed	LY6D|8581	25.9122
LY6E|4061	2572.0666	LY6E|4061	2852.9878
LY6G5B|58496	22.6634	LY6G5B|58496	35.6901
LY6G5C|80741	29.6387	LY6G5C|80741	22.7393
LY6H|4062	67.3975	LY6H|4062	5.2882
LY6K|54742	11.7743	LY6K|54742	124.8017
LY75|4065	141.2911	LY75|4065	1088.9159
LY86|9450	132.7649	LY86|9450	130.0899
LY96|23643	71.4576	LY96|23643	85.669
LY9|4063	12.5863	LY9|4063	19.0375
LYAR|55646	209.5006	LYAR|55646	236.9117
LYG1|129530	13.8043	lowly_expressed	lowly_expressed
LYL1|4066	69.8335	LYL1|4066	70.3332
LYNX1|66004	25.5786	LYNX1|66004	803.2787
LYN|4067	421.8433	LYN|4067	715.4944
LYPD1|116372	90.4385	LYPD1|116372	13.2946
LYPD3|27076	1745.4324	LYPD3|27076	378.1068
LYPD5|284348	62.5254	LYPD5|284348	61.3432
LYPD6B|130576	1093.7881	LYPD6B|130576	42.3057
LYPD6|130574	107.1864	LYPD6|130574	111.5812
LYPLA1|10434	1394.2347	LYPLA1|10434	835.0079
LYPLA2P1|653639	69.4275	LYPLA2P1|653639	35.9598
LYPLA2|11313	1489.2408	LYPLA2|11313	663.67
LYPLAL1|127018	388.1445	LYPLAL1|127018	282.3903
LYRM1|57149	650.4263	LYRM1|57149	785.2988
LYRM2|57226	996.5408	LYRM2|57226	738.3025
LYRM4|57128	215.1847	LYRM4|57128	307.7737
LYRM5|144363	226.553	LYRM5|144363	369.6457
LYRM7|90624	303.6947	LYRM7|90624	556.8482
LYSMD1|388695	300.8526	LYSMD1|388695	164.4632
LYSMD2|256586	192.4482	LYSMD2|256586	106.8218
LYSMD3|116068	587.4949	LYSMD3|116068	588.5775
LYSMD4|145748	139.8417	LYSMD4|145748	217.028
LYST|1130	727.568	LYST|1130	1243.2575
LYVE1|10894	17.4584	LYVE1|10894	1324.1671
LYZ|4069	629.7199	LYZ|4069	1356.954
LZIC|84328	394.2347	LZIC|84328	307.2448
LZTFL1|54585	930.1665	LZTFL1|54585	637.229
LZTR1|8216	1234.3159	LZTR1|8216	1168.165
LZTS1|11178	634.186	LZTS1|11178	280.275
LZTS2|84445	1573.2846	LZTS2|84445	1676.3617
M6PR|4074	3228.4003	M6PR|4074	2467.8424
MAB21L1|4081	29.6387	MAB21L1|4081	119.5135
MACC1|346389	455.13599999999997	MACC1|346389	726.5997
MACF1|23499	6475.4365	MACF1|23499	8622.421999999999
MACROD1|28992	377.9943	MACROD1|28992	150.7139
MACROD2|140733	40.6009	MACROD2|140733	99.9471
MAD1L1|8379	505.8871	MAD1L1|8379	353.7811
MAD2L1BP|9587	458.7901	MAD2L1BP|9587	259.1222
MAD2L1|4085	218.0268	MAD2L1|4085	93.0724
MAD2L2|10459	784.0032	MAD2L2|10459	230.037
MADD|8567	948.4369	MADD|8567	1157.0598
MAEA|10296	1289.0784	MAEA|10296	861.449
MAF1|84232	2072.6756	MAF1|84232	2190.3755
MAFB|9935	937.4746	MAFB|9935	1462.1893
MAFF|23764	634.998	MAFF|23764	1736.6473
MAFG|4097	581.4048	MAFG|4097	950.8197
MAFK|7975	469.4762	MAFK|7975	1069.7091
MAF|4094	591.961	MAF|4094	1058.1703
MAGED1|9500	6106.3743	MAGED1|9500	2547.8583
MAGED2|10916	27017.8644	MAGED2|10916	3771.0206
MAGED4B|81557	1056.6017	MAGED4B|81557	279.6721
MAGED4|728239	362.8055	MAGED4|728239	51.3696
MAGEE1|57692	150.2233	MAGEE1|57692	130.0899
MAGEF1|64110	1164.8396	MAGEF1|64110	494.4474
MAGEH1|28986	413.7231	MAGEH1|28986	400.3173
MAGEL2|54551	24.3605	MAGEL2|54551	19.5664
MAGI1|9223	1121.3967	MAGI1|9223	1711.7927
MAGI2|9863	258.6277	MAGI2|9863	337.3876
MAGI3|260425	2399.9188	MAGI3|260425	516.6579
MAGIX|79917	36.5408	MAGIX|79917	31.7292
MAGOHB|55110	230.2071	MAGOHB|55110	158.1174
MAGOH|4116	270.808	MAGOH|4116	303.0143
MAGT1|84061	2070.6456	MAGT1|84061	2351.137
MAK16|84549	309.6305	MAK16|84549	473.2522
MAK|4117	32.0747	MAK|4117	75.0925
MAL2|114569	1420.2192	MAL2|114569	1578.5299
MALAT1|378938	1811.0719	MALAT1|378938	3089.1169
MALL|7851	157.9375	MALL|7851	628.7678
MALT1|10892	289.0784	MALT1|10892	572.184
MAL|4118	7.7142	MAL|4118	7.9323
MAMDC2|256691	179.4559	MAMDC2|256691	589.064
MAMDC4|158056	47.503	MAMDC4|158056	34.9022
MAML1|9794	1440.7268	MAML1|9794	1166.1978
MAML2|84441	206.6585	MAML2|84441	1383.9238
MAML3|55534	484.7747	MAML3|55534	505.5526
MAMLD1|10046	100.6902	MAMLD1|10046	324.1671
MAMSTR|284358	15.4283	MAMSTR|284358	13.7493
MAN1A1|4121	1621.1937	MAN1A1|4121	3938.1279999999997
MAN1A2|10905	581.8108	MAN1A2|10905	1280.8038
MAN1B1|11253	2265.9359	MAN1B1|11253	1370.1745
MAN1C1|57134	276.4921	MAN1C1|57134	387.6256
MAN2A1|4124	575.3147	MAN2A1|4124	721.8403
MAN2A2|4122	767.3569	MAN2A2|4122	2281.3326
MAN2B1|4125	1710.1096	MAN2B1|4125	1964.569
MAN2B2|23324	2669.5087	MAN2B2|23324	1965.0978
MAN2C1|4123	757.6127	MAN2C1|4123	1326.8112
MANBAL|63905	1421.4373	MANBAL|63905	943.945
MANBA|4126	875.3553	MANBA|4126	758.3289
MANEAL|149175	761.2667	MANEAL|149175	133.2628
MANEA|79694	332.5213	MANEA|79694	564.2517
MANF|7873	1361.754	MANF|7873	497.6203
MANSC1|54682	196.9143	MANSC1|54682	702.2739
MAOA|4128	902.5579	MAOA|4128	8506.0814
MAOB|4129	144.5392	MAOB|4129	3368.0592
MAP1A|4130	743.8084	MAP1A|4130	867.2660000000001
MAP1B|4131	1144.9452	MAP1B|4131	3284.5056
MAP1D|254042	34.9168	MAP1D|254042	70.862
MAP1LC3A|84557	515.2253	MAP1LC3A|84557	315.70599999999996
MAP1LC3B2|643246	280.1462	MAP1LC3B2|643246	305.6584
MAP1LC3B|81631	2506.2931	MAP1LC3B|81631	2487.5727
lowly_expressed	lowly_expressed	MAP1LC3C|440738	190.9043
MAP1S|55201	993.9099	MAP1S|55201	818.0857
MAP2K1|5604	1224.121	MAP2K1|5604	1930.7509
MAP2K2|5605	2124.2387	MAP2K2|5605	1517.7155
MAP2K3|5606	477.8725	MAP2K3|5606	1408.7784
MAP2K4|6416	360.9419	lowly_expressed	lowly_expressed
MAP2K5|5607	288.6724	MAP2K5|5607	410.8937
MAP2K6|5608	19.8944	MAP2K6|5608	281.3326
MAP2K7|5609	850.9947	MAP2K7|5609	724.4844
MAP2|4133	121.8027	MAP2|4133	475.9387
MAP3K10|4294	284.6123	MAP3K10|4294	191.9619
MAP3K11|4296	1738.9363	MAP3K11|4296	1617.1338
MAP3K12|7786	335.0508	MAP3K12|7786	217.1391
MAP3K13|9175	16.7154	MAP3K13|9175	63.4109
MAP3K14|9020	250.5075	MAP3K14|9020	529.8784
MAP3K1|4214	1449.8579	MAP3K1|4214	1300.3702
MAP3K2|10746	652.0503	MAP3K2|10746	719.725
MAP3K3|4215	1091.8676	MAP3K3|4215	1506.3776
MAP3K4|4216	669.5087	MAP3K4|4216	776.8377
MAP3K5|4217	568.8185	MAP3K5|4217	833.9503
MAP3K6|9064	558.6683	MAP3K6|9064	1122.1576
MAP3K7|6885	898.9038	MAP3K7|6885	673.7176
MAP3K8|1326	96.6301	MAP3K8|1326	596.5098
MAP3K9|4293	51.5631	MAP3K9|4293	120.0423
MAP4K1|11184	34.9168	MAP4K1|11184	34.9022
MAP4K2|5871	409.25699999999995	MAP4K2|5871	331.5706
MAP4K3|8491	1430.3695	MAP4K3|8491	766.2612
MAP4K4|9448	2305.7247	MAP4K4|9448	3304.6007
MAP4K5|11183	1117.3366	MAP4K5|11183	1105.2353
MAP4|4134	7796.1835	MAP4|4134	12558.9635
MAP6D1|79929	185.1401	MAP6D1|79929	31.7292
MAP6|4135	66.9915	MAP6|4135	153.8868
MAP7D1|55700	3171.3358	MAP7D1|55700	5560.0212
lowly_expressed	lowly_expressed	MAP7D2|256714	20.0952
MAP7D3|79649	74.2996	MAP7D3|79649	477.5251
MAP7|9053	1583.0288	MAP7|9053	716.5521
MAP9|79884	408.851	MAP9|79884	363.8287
MAPK10|5602	32.8867	MAPK10|5602	993.6542
MAPK11|5600	144.9452	MAPK11|5600	422.5278
MAPK12|6300	74.4499	MAPK12|6300	145.5209
MAPK13|5603	893.2197	MAPK13|5603	395.0291
MAPK14|1432	1259.0337	MAPK14|1432	1566.3670000000002
MAPK15|225689	370.2801	MAPK15|225689	8.99
MAPK1IP1L|93487	1523.7515	MAPK1IP1L|93487	2493.9186
MAPK1|5594	3220.4629	MAPK1|5594	3273.4003
MAPK3|5595	1412.6878	MAPK3|5595	1899.3284
MAPK4|5596	10.1502	MAPK4|5596	78.2655
MAPK6|5597	1145.7572	MAPK6|5597	1011.1052
MAPK7|5598	254.4783	MAPK7|5598	387.816
MAPK8IP1|9479	248.4775	MAPK8IP1|9479	326.8112
MAPK8IP2|23542	928.5424	MAPK8IP2|23542	52.3533
MAPK8IP3|23162	624.8477	MAPK8IP3|23162	581.7028
MAPK8|5599	295.9805	MAPK8|5599	315.70599999999996
MAPK9|5601	1106.7803	MAPK9|5601	1034.9022
MAPKAP1|79109	1478.6845	MAPKAP1|79109	2128.5034
MAPKAPK2|9261	9801.4616	MAPKAPK2|9261	2963.5114
MAPKAPK3|7867	697.5233	MAPKAPK3|7867	662.6124
MAPKAPK5|8550	679.8214	MAPKAPK5|8550	460.5182
MAPKBP1|23005	478.6845	MAPKBP1|23005	950.8197
MAPKSP1|8649	1213.1547	MAPKSP1|8649	827.0756
MAPRE1|22919	2994.3159	MAPRE1|22919	2912.7446
MAPRE2|10982	535.5258	MAPRE2|10982	782.1259
MAPRE3|22924	542.8339	MAPRE3|22924	585.4045
MAPT|4137	13637.434	MAPT|4137	1040.1904
MARCH10|162333	26.8413	lowly_expressed	lowly_expressed
MARCH11|441061	5.2781	lowly_expressed	lowly_expressed
MARCH1|55016	56.0292	MARCH1|55016	48.1227
MARCH2|51257	751.1165	MARCH2|51257	1248.5457
MARCH3|115123	151.0353	MARCH3|115123	144.3681
MARCH4|57574	34.1048	lowly_expressed	lowly_expressed
MARCH5|54708	1168.0877	MARCH5|54708	1189.8466
MARCH6|10299	2391.3926	MARCH6|10299	2479.1116
MARCH7|64844	1532.2777	MARCH7|64844	1913.8022
MARCH8|220972	133.5769	MARCH8|220972	490.7456
MARCH9|92979	338.6114	MARCH9|92979	182.4432
MARCKSL1|65108	8159.1555	MARCKSL1|65108	2169.7515
MARCKS|4082	7200.1624	MARCKS|4082	3646.2189
MARCO|8685	22.7365	MARCO|8685	255.4204
MARK1|4139	257.0037	MARK1|4139	479.6404
MARK2|2011	2221.2749	MARK2|2011	1067.1602
MARK3|4140	1281.7702	MARK3|4140	1033.3157
MARK4|57787	891.5956	MARK4|57787	719.1962
MARS2|92935	175.3959	MARS2|92935	249.6034
MARS|4141	2170.8364	MARS|4141	1270.4283
MARVELD1|83742	1420.9907	MARVELD1|83742	1082.7975
MARVELD2|153562	576.9387	MARVELD2|153562	233.2099
MARVELD3|91862	636.2728	MARVELD3|91862	280.698
lowly_expressed	lowly_expressed	MASP1|5648	111.5812
MASP2|10747	15.8343	MASP2|10747	38.6039
MAST1|22983	38.1648	lowly_expressed	lowly_expressed
MAST2|23139	1801.0556	MAST2|23139	961.9249
MAST3|23031	289.4844	MAST3|23031	482.8133
MAST4|375449	3652.8624	MAST4|375449	1845.5843
MASTL|84930	232.6431	MASTL|84930	222.6335
MAT1A|4143	45.473	MAT1A|4143	11.1052
MAT2A|4144	5357.2879	MAT2A|4144	4483.871
MAT2B|27430	1030.0447	MAT2B|27430	1338.9741
MATK|4145	10.1502	MATK|4145	65.5738
MATN2|4147	237.5152	MATN2|4147	3421.4701
MATN3|4148	650.4263	MATN3|4148	48.1227
MATR3|9782	7659.2935	MATR3|9782	6058.5986
MAVS|57506	1330.8973	MAVS|57506	3734.532
MAX|4149	1917.9862	MAX|4149	1147.5410000000002
MAZ|4150	3679.6387	MAZ|4150	1834.5479
MBD1|4152	1140.0731	MBD1|4152	1031.2004
MBD2|8932	1438.4896	MBD2|8932	2331.0418
MBD3|53615	1282.5822	MBD3|53615	1486.5151
MBD4|8930	660.9825	MBD4|8930	574.8281
MBD5|55777	470.1583	MBD5|55777	375.9915
MBD6|114785	1769.7929	MBD6|114785	1037.5463
MBIP|51562	277.7101	MBIP|51562	337.3876
MBLAC1|255374	20.3004	MBLAC1|255374	19.0375
MBLAC2|153364	165.2456	MBLAC2|153364	195.1348
MBNL1|4154	2212.0341	MBNL1|4154	6098.0487
MBNL2|10150	1673.1628	MBNL2|10150	3571.6552
MBNL3|55796	11.3683	MBNL3|55796	157.0598
MBOAT1|154141	2839.6265	MBOAT1|154141	698.5722
MBOAT2|129642	362.566	MBOAT2|129642	274.9868
MBOAT7|79143	3159.9675	MBOAT7|79143	603.9133
MBP|4155	519.2854	MBP|4155	770.4918
MBTD1|54799	973.2034	MBTD1|54799	626.6526
MBTPS1|8720	4367.0321	MBTPS1|8720	4187.2025
MBTPS2|51360	810.8486	MBTPS2|51360	627.1814
MB|4151	296.3865	MB|4151	93.6013
MC1R|4157	384.3605	MC1R|4157	19.0375
MCAM|4162	3634.1859999999997	MCAM|4162	18269.6986
MCART1|92014	161.9976	MCART1|92014	344.2623
MCART2|147407	9.7442	MCART2|147407	7.4035
MCART6|401612	9.7442	MCART6|401612	8.4611
MCAT|27349	392.2046	MCAT|27349	239.5558
MCCC1|56922	250.5075	MCCC1|56922	1014.807
MCCC2|64087	7051.5631	MCCC2|64087	2886.3035
MCCD1|401250	15.4283	lowly_expressed	lowly_expressed
MCC|4163	311.0028	MCC|4163	1427.2871
MCEE|84693	139.2611	MCEE|84693	154.9445
lowly_expressed	lowly_expressed	MCF2L2|23101	9.2597
MCF2L|23263	1583.8408	MCF2L|23263	1562.2686
MCFD2|90411	3026.3906	MCFD2|90411	3779.0164
MCHR1|2847	13.8043	lowly_expressed	lowly_expressed
MCL1|4170	7600.0812	MCL1|4170	16514.5426
MCM10|55388	94.6001	MCM10|55388	41.7768
MCM2|4171	977.2635	MCM2|4171	368.0592
MCM3APAS|114044	24.1616	MCM3APAS|114044	29.4659
MCM3AP|8888	1930.7714	MCM3AP|8888	2489.3072
MCM3|4172	2134.389	MCM3|4172	1436.8059
MCM4|4173	1386.1145	MCM4|4173	641.4595
MCM5|4174	907.0239999999999	MCM5|4174	727.6573
MCM6|4175	989.8498	MCM6|4175	613.432
MCM7|4176	1723.2806	MCM7|4176	1553.5907
MCM8|84515	179.862	MCM8|84515	187.2025
MCM9|254394	69.8335	MCM9|254394	77.7366
MCOLN1|57192	908.648	MCOLN1|57192	483.871
MCOLN2|255231	10.9622	MCOLN2|255231	38.0751
MCOLN3|55283	97.4421	MCOLN3|55283	111.0524
MCPH1|79648	697.3122	MCPH1|79648	503.9186
MCRS1|10445	1005.2781	MCRS1|10445	695.9281
MCTP1|79772	65.3674	MCTP1|79772	336.33
MCTP2|55784	34.5108	MCTP2|55784	160.2327
MCTS1|28985	641.4941	MCTS1|28985	685.8805
MDC1|9656	1102.7203	MDC1|9656	870.9677
MDFIC|29969	764.1088	MDFIC|29969	2795.8752
MDFI|4188	1057.6533	MDFI|4188	1029.0851
MDGA1|266727	116.9306	MDGA1|266727	130.6187
MDGA2|161357	6.0901	lowly_expressed	lowly_expressed
MDH1B|130752	32.0747	MDH1B|130752	12.6917
MDH1|4190	2591.149	MDH1|4190	5270.2274
MDH2|4191	3242.3873	MDH2|4191	2751.9831
MDK|4192	3032.4807	MDK|4192	918.5616
MDM1|56890	293.9505	MDM1|56890	240.6134
MDM2|4193	2945.1888	MDM2|4193	1589.1063
MDM4|4194	1080.7958	MDM4|4194	755.1560000000001
MDN1|23195	1141.6971	MDN1|23195	1735.5896
MDP1|145553	198.5668	MDP1|145553	140.9307
ME1|4199	66.1795	ME1|4199	1706.5045
ME2|4200	664.6366	ME2|4200	608.6727
ME3|10873	219.6508	ME3|10873	413.5378
MEA1|4201	1113.2765	MEA1|4201	710.2062
MEAF6|64769	2408.445	MEAF6|64769	1086.7266
MECOM|2122	300.0406	MECOM|2122	635.1137
MECP2|4204	1403.5729	MECP2|4204	2002.1153
MECR|51102	433.2115	MECR|51102	592.2792
MED10|84246	311.0028	MED10|84246	358.5405
MED11|400569	167.2757	MED11|400569	241.6711
lowly_expressed	lowly_expressed	MED12L|116931	15.3358
MED12|9968	1240.3573	MED12|9968	1727.1285
MED13L|23389	4699.1474	MED13L|23389	4525.119000000001
MED13|9969	3440.1137	MED13|9969	2410.8937
MED14|9282	1300.4466	MED14|9282	1002.1153
MED15|51586	2071.4576	MED15|51586	1481.2269
MED16|10025	1040.1949	MED16|10025	804.3363
MED17|9440	425.9034	MED17|9440	530.936
MED18|54797	461.6322	MED18|54797	248.5457
MED19|219541	164.8396	MED19|219541	159.175
MED1|5469	2978.0755	MED1|5469	1686.9381
MED20|9477	535.9318	MED20|9477	348.4929
MED21|9412	350.7917	MED21|9412	478.0539
MED22|6837	548.5181	MED22|6837	530.4072
MED23|9439	949.6549	MED23|9439	927.5516
MED24|9862	3414.9411	MED24|9862	1381.8086
MED25|81857	1598.5993	MED25|81857	635.6425
MED26|9441	372.3102	MED26|9441	205.7113
MED27|9442	234.2672	MED27|9442	169.7515
MED28|80306	484.3687	MED28|80306	551.56
MED29|55588	2055.6232	MED29|55588	1114.2253
MED30|90390	101.0962	MED30|90390	138.0222
MED31|51003	98.9078	MED31|51003	83.1359
MED4|29079	678.0349	MED4|29079	810.1534
MED6|10001	331.7093	MED6|10001	295.6108
MED7|9443	155.5014	MED7|9443	207.2977
MED8|112950	708.0796	MED8|112950	635.6425
MED9|55090	210.3126	MED9|55090	380.2221
MEF2A|4205	1601.9367	MEF2A|4205	1914.6483
