gene_id	TCGA-GI-A2C9-01A-11R-A21T-07	gene_id	TCGA-GI-A2C9-11A-22R-A21T-07
PHTF1|10745	503.5899	PHTF1|10745	209.3541
PHTF2|57157	544.9992	PHTF2|57157	582.2463
PHYHD1|254295	12.022	PHYHD1|254295	280.9418
PHYHIPL|84457	27.4036	PHYHIPL|84457	37.705999999999996
PHYHIP|9796	6.6789	PHYHIP|9796	232.2622
PHYH|5264	1873.4346	PHYH|5264	540.5663
PI15|51050	84.8222	PI15|51050	3319.1219
removed	removed	PI16|221476	5430.4804
PI3|5266	29.3872	PI3|5266	617.2447
PI4K2A|55361	533.3111	PI4K2A|55361	924.7948
PI4K2B|55300	887.2934	PI4K2B|55300	650.0159
PI4KAP1|728233	139.5892	PI4KAP1|728233	179.1282
PI4KAP2|375133	148.2718	PI4KAP2|375133	110.0859
PI4KA|5297	1756.8876	PI4KA|5297	1591.7913
PI4KB|5298	2202.705	PI4KB|5298	1899.4591
PIAS1|8554	340.9584	PIAS1|8554	466.1152
PIAS2|9063	161.9636	PIAS2|9063	240.8527
PIAS3|10401	1323.4263	PIAS3|10401	1043.5889
PIAS4|51588	373.3511	PIAS4|51588	250.0795
PIBF1|10464	443.1458	PIBF1|10464	544.3843
PICALM|8301	4870.5961	PICALM|8301	4995.2275
PICK1|9463	563.3662	PICK1|9463	479.7964
PID1|55022	452.8302	PID1|55022	622.9717
PIF1|80119	61.7799	PIF1|80119	11.454
PIGA|5277	210.0518	PIGA|5277	317.2129
PIGB|9488	367.7475	PIGB|9488	247.7696
PIGC|5279	668.559	PIGC|5279	543.1117
PIGF|5281	234.6669	PIGF|5281	278.8228
PIGG|54872	650.2154	PIGG|54872	676.077
PIGH|5283	181.092	PIGH|5283	264.0916
PIGK|10026	910.3356	PIGK|10026	1074.133
PIGL|9487	66.1212	PIGL|9487	75.0875
PIGM|93183	480.5477	PIGM|93183	449.8886
PIGN|23556	349.975	PIGN|23556	682.1508
PIGO|84720	631.825	PIGO|84720	593.7003
PIGP|51227	368.6759	PIGP|51227	325.16700000000003
PIGQ|9091	601.6564	PIGQ|9091	610.1559
PIGR|5284	206.0444	PIGR|5284	11856.8247
PIGS|94005	1051.9285	PIGS|94005	996.182
PIGT|51604	3602.6048	PIGT|51604	2705.377
PIGU|128869	595.7589	PIGU|128869	325.8034
PIGV|55650	336.9511	PIGV|55650	344.8934
PIGW|284098	209.0499	PIGW|284098	154.6293
PIGX|54965	918.3503	PIGX|54965	419.9809
PIGY|84992	1560.5276	PIGY|84992	1615.9720000000002
PIGZ|80235	70.7965	PIGZ|80235	79.86
PIH1D1|55011	769.0766	PIH1D1|55011	856.1884
PIH1D2|120379	19.075	PIH1D2|120379	36.5892
PIK3AP1|118788	862.2475	PIK3AP1|118788	464.8425
PIK3C2A|5286	1398.898	PIK3C2A|5286	2145.4025
PIK3C2B|5287	292.5363	PIK3C2B|5287	1357.3019
PIK3C2G|5288	98.18	PIK3C2G|5288	624.5625
PIK3C3|5289	326.9327	PIK3C3|5289	698.3773
PIK3CA|5290	942.7283	PIK3CA|5290	761.0563
PIK3CB|5291	1886.4585	PIK3CB|5291	747.6933
PIK3CD|5293	683.2526	PIK3CD|5293	485.8416
PIK3CG|5294	72.1322	PIK3CG|5294	100.5409
PIK3IP1|113791	1116.38	PIK3IP1|113791	1054.0885
PIK3R1|5295	1690.7664	PIK3R1|5295	4870.5059
PIK3R2|5296	1652.4695	PIK3R2|5296	854.693
PIK3R3|8503	1823.0088	PIK3R3|8503	1577.7919
PIK3R4|30849	817.4987	PIK3R4|30849	1067.4515
PIK3R5|23533	158.6241	removed	removed
PIK3R6|146850	24.0441	PIK3R6|146850	23.5444
PIKFYVE|200576	655.2012	PIKFYVE|200576	1206.4906
PILRA|29992	200.7013	PILRA|29992	79.5418
PILRB|29990	614.6836	PILRB|29990	1231.104
PIM1|5292	1032.2257	PIM1|5292	2058.2246
PIM2|11040	251.46099999999998	PIM2|11040	454.9793
PIM3|415116	2495.9092	PIM3|415116	1572.3831
PIN1|5300	709.6343	PIN1|5300	509.7041
PIN4|5303	281.8501	PIN4|5303	303.2135
PINK1|65018	1047.9212	PINK1|65018	1895.3229
PINX1|54984	135.1177	PINX1|54984	126.5447
PION|54103	387.7108	PION|54103	441.9345
PIP4K2A|5305	1121.0553	PIP4K2A|5305	849.825
PIP4K2B|8396	1338.1199	PIP4K2B|8396	2229.7168
PIP4K2C|79837	3227.5839	PIP4K2C|79837	951.6386
PIP5K1A|8394	1526.1312	PIP5K1A|8394	1743.5571
PIP5K1B|8395	9.6844	PIP5K1B|8395	328.0305
PIP5K1C|23396	1395.5585	PIP5K1C|23396	1209.3541
PIP5KL1|138429	25.7138	PIP5KL1|138429	39.4528
PIPOX|51268	24.378	PIPOX|51268	16.8629
PIPSL|266971	172.9838	PIPSL|266971	130.1304
PIP|5304	9.3505	PIP|5304	227.1715
PIR|8544	609.4507	PIR|8544	287.9415
PISD|23761	861.9135	PISD|23761	710.7859
PITPNA|5306	2137.5856	PITPNA|5306	2107.8587
PITPNB|23760	2158.6241	PITPNB|23760	1696.7865
PITPNC1|26207	257.472	PITPNC1|26207	418.7082
PITPNM1|9600	559.6928	PITPNM1|9600	397.0729
PITPNM2|57605	297.8794	PITPNM2|57605	364.6198
PITPNM3|83394	225.0793	PITPNM3|83394	220.8081
PITRM1|10531	3044.2611	PITRM1|10531	1293.4648
PITX1|5307	465.5201	PITX1|5307	61.0881
PITX2|5308	70.4625	PITX2|5308	29.5896
removed	removed	PIWIL2|55124	13.0449
PIWIL4|143689	101.5595	PIWIL4|143689	106.0897
PJA1|64219	1031.8918	PJA1|64219	710.7859
PJA2|9867	2124.5617	PJA2|9867	4819.9173
PKD1L2|114780	26.7156	PKD1L2|114780	71.9058
PKD1|5310	1430.2889	PKD1|5310	2912.1858
PKD2|5311	629.4874	PKD2|5311	1738.4664
PKDCC|91461	51.7616	PKDCC|91461	542.7935
PKDREJ|10343	24.0441	removed	removed
PKHD1L1|93035	23.0422	PKHD1L1|93035	431.7531
PKHD1|5314	22.7083	PKHD1|5314	6.6815
PKIA|5569	108.5323	PKIA|5569	106.5861
PKIB|5570	346.6355	PKIB|5570	124.0853
PKIG|11142	531.6413	PKIG|11142	800.8272
PKM2|5315	18461.1788	PKM2|5315	10088.7687
PKMYT1|9088	313.0973	PKMYT1|9088	20.5377
PKN1|5585	3949.9082	PKN1|5585	1907.7315
PKN2|5586	1385.5402	PKN2|5586	1601.0181
PKN3|29941	115.2112	PKN3|29941	438.1164
PKNOX1|5316	308.2318	PKNOX1|5316	452.1158
removed	removed	PKNOX2|63876	34.3621
PKP1|5317	1889.1301	PKP1|5317	2059.8155
PKP2|5318	1556.8542	PKP2|5318	618.1992
PKP3|11187	1114.0424	PKP3|11187	638.2437
PKP4|8502	1895.809	PKP4|8502	2826.917
PL-5283|647087	2685.5902	PL-5283|647087	1132.6758
PLA1A|51365	15.6954	PLA1A|51365	48.6796
PLA2G10|8399	13.3578	removed	removed
PLA2G12A|81579	862.9153	PLA2G12A|81579	846.007
PLA2G15|23659	665.2196	PLA2G15|23659	444.4798
PLA2G16|11145	781.7666	PLA2G16|11145	1627.7442
removed	removed	PLA2G2A|5320	1394.2094
PLA2G2D|26279	7.0129	PLA2G2D|26279	30.8622
PLA2G3|50487	5.6771	removed	removed
PLA2G4A|5321	754.383	PLA2G4A|5321	266.6242
PLA2G4C|8605	1070.9634	PLA2G4C|8605	380.5282
PLA2G4F|255189	7.0129	PLA2G4F|255189	33.0894
PLA2G5|5322	7.3468	PLA2G5|5322	119.6309
PLA2G6|8398	270.8299	PLA2G6|8398	300.35
PLA2G7|7941	175.3214	PLA2G7|7941	48.0433
PLA2R1|22925	515.9459	PLA2R1|22925	1149.8568
PLAA|9373	873.6016	PLAA|9373	800.1782
PLAC1|10761	9.6844	removed	removed
PLAC2|257000	300.2171	PLAC2|257000	93.5412
removed	removed	PLAC4|191585	20.3627
PLAC8|51316	9.6844	PLAC8|51316	35.9529
PLAC9|219348	11.0202	PLAC9|219348	1011.1359
PLAG1|5324	38.4037	PLAG1|5324	51.8613
PLAGL1|5325	579.3188	PLAGL1|5325	1109.6818
PLAGL2|5326	510.6028	PLAGL2|5326	475.9784
PLAT|5327	479.8798	PLAT|5327	4074.7693
PLAUR|5329	1055.6019	PLAUR|5329	875.2784
PLAU|5328	1321.4393	PLAU|5328	1192.4435
PLB1|151056	27.7175	PLB1|151056	69.6787
PLBD1|79887	1383.5365	PLBD1|79887	1092.5867
PLBD2|196463	757.3885	PLBD2|196463	755.6475
PLCB1|23236	572.3827	PLCB1|23236	637.9255
PLCB2|5330	228.0848	PLCB2|5330	444.1616
PLCB3|5331	850.5594	PLCB3|5331	739.1028
PLCB4|5332	2062.4478	PLCB4|5332	615.972
PLCD1|5333	334.2795	PLCD1|5333	417.4356
PLCD3|113026	864.919	PLCD3|113026	876.2329
PLCD4|84812	68.1249	PLCD4|84812	88.7687
PLCE1|51196	463.5164	PLCE1|51196	439.3891
PLCG1|5335	1092.3326	PLCG1|5335	1942.7267
PLCG2|5336	1253.6317	PLCG2|5336	942.7299
PLCH1|23007	191.3508	PLCH1|23007	147.6297
PLCH2|9651	322.9254	PLCH2|9651	789.055
PLCL1|5334	45.0827	PLCL1|5334	215.0811
PLCL2|23228	316.9143	PLCL2|23228	315.622
PLCXD1|55344	314.2428	PLCXD1|55344	250.3977
PLCXD2|257068	17.0312	PLCXD2|257068	15.9084
removed	removed	PLCXD3|345557	327.07599999999996
PLD1|5337	571.7148	PLD1|5337	669.4241
PLD2|5338	974.4532	PLD2|5338	1217.6265
PLD3|23646	4275.839	PLD3|23646	3932.5485
PLD4|122618	82.8185	PLD4|122618	145.0843
PLD5|200150	32.7267	PLD5|200150	19.09
PLD6|201164	117.5488	PLD6|201164	115.4248
PLDN|26258	959.0917	PLDN|26258	1445.4343
PLEC|5339	10406.0778	PLEC|5339	8455.9338
PLEK2|26499	348.6392	PLEK2|26499	55.3611
PLEKHA1|59338	1347.1364	PLEKHA1|59338	1078.2692
PLEKHA2|59339	583.069	PLEKHA2|59339	1018.7719
PLEKHA3|65977	495.2413	PLEKHA3|65977	423.1626
PLEKHA4|57664	280.5143	PLEKHA4|57664	1711.4222
PLEKHA5|54477	2207.0463	PLEKHA5|54477	960.5472
PLEKHA6|22874	353.6484	PLEKHA6|22874	1552.9749
PLEKHA7|144100	361.99699999999996	PLEKHA7|144100	681.5145
PLEKHA8|84725	120.8883	PLEKHA8|84725	75.7238
PLEKHA9|51054	93.1708	PLEKHA9|51054	90.9959
PLEKHB1|58473	1057.9396	PLEKHB1|58473	813.2358
PLEKHB2|55041	3352.8135	removed	removed
PLEKHF1|79156	347.9713	PLEKHF1|79156	213.1721
PLEKHF2|79666	440.8081	PLEKHF2|79666	708.2405
PLEKHG1|57480	1129.7379	PLEKHG1|57480	853.9612
PLEKHG2|64857	314.2428	PLEKHG2|64857	575.2466
PLEKHG3|26030	631.1571	PLEKHG3|26030	929.0487
PLEKHG4B|153478	826.8492	PLEKHG4B|153478	318.1674
PLEKHG4|25894	654.1994	PLEKHG4|25894	679.2873
PLEKHG5|57449	315.9125	PLEKHG5|57449	596.882
PLEKHG6|55200	857.2383	PLEKHG6|55200	373.2103
PLEKHH1|57475	92.0755	PLEKHH1|57475	343.2899
PLEKHH2|130271	287.5271	PLEKHH2|130271	743.8753
PLEKHH3|79990	456.5036	PLEKHH3|79990	818.3264
PLEKHJ1|55111	553.3478	PLEKHJ1|55111	390.7095
PLEKHM1P|440456	175.1444	PLEKHM1P|440456	250.3977
PLEKHM1|9842	776.4234	PLEKHM1|9842	990.7731
PLEKHM2|23207	1938.2201	PLEKHM2|23207	1615.9720000000002
PLEKHM3|389072	335.6153	PLEKHM3|389072	761.3745
PLEKHN1|84069	146.936	PLEKHN1|84069	60.4518
PLEKHO1|51177	644.181	PLEKHO1|51177	745.4661
PLEKHO2|80301	804.8088	PLEKHO2|80301	1792.5549
PLEK|5341	580.0634	PLEK|5341	502.7044
PLGLB2|5342	7.9145	PLGLB2|5342	26.0038
PLG|5340	5.0092	removed	removed
PLIN1|5346	20.3707	PLIN1|5346	5733.6939
PLIN2|123	1676.7407	PLIN2|123	1407.2542
PLIN3|10226	2638.8379	PLIN3|10226	1235.762
PLIN4|729359	30.723000000000003	PLIN4|729359	12573.6557
PLIN5|440503	7.0129	PLIN5|440503	97.3592
PLK1S1|55857	187.3435	PLK1S1|55857	423.7989
PLK1|5347	575.0543	PLK1|5347	33.4076
PLK2|10769	538.9881	PLK2|10769	1647.7887
PLK3|1263	196.02599999999998	PLK3|1263	1727.9669
PLK4|10733	225.0793	PLK4|10733	53.7703
PLLP|51090	335.6153	PLLP|51090	356.6656
PLN|5350	41.4093	PLN|5350	150.8113
PLOD1|5351	5653.6984	PLOD1|5351	2420.2991
PLOD2|5352	3770.9133	PLOD2|5352	846.3252
PLOD3|8985	3294.0391	PLOD3|8985	1071.5877
removed	removed	PLP1|5354	225.5743
PLP2|5355	2338.2869	PLP2|5355	1843.4617
PLRG1|5356	868.2585	PLRG1|5356	994.273
PLS1|5357	402.0705	PLS1|5357	240.5345
PLS3|5358	5994.9908	PLS3|5358	4292.714
PLSCR1|5359	1373.1842	PLSCR1|5359	1399.3
PLSCR3|57048	881.9302	PLSCR3|57048	674.7471
PLSCR4|57088	743.6968	PLSCR4|57088	1804.0089
PLTP|5360	1474.7036	PLTP|5360	4808.7814
PLVAP|83483	869.9282	PLVAP|83483	4651.9249
PLXDC1|57125	156.9544	PLXDC1|57125	1335.6125
PLXDC2|84898	1071.2974	PLXDC2|84898	904.5498
PLXNA1|5361	1248.2885	PLXNA1|5361	1786.1915
PLXNA2|5362	464.8522	PLXNA2|5362	833.9166
PLXNA3|55558	1131.4076	PLXNA3|55558	624.2444
PLXNA4|91584	767.073	PLXNA4|91584	406.6179
PLXNB1|5364	1861.0786	PLXNB1|5364	2064.2698
PLXNB2|23654	8926.6989	PLXNB2|23654	5158.4473
PLXNB3|5365	640.4909	PLXNB3|5365	561.2631
PLXNC1|10154	248.4555	PLXNC1|10154	401.5272
PLXND1|23129	1721.4894	PLXND1|23129	3769.6468
removed	removed	PM20D1|148811	7.636
PM20D2|135293	677.9095	PM20D2|135293	697.4228
PMAIP1|5366	279.5124	PMAIP1|5366	244.9889
PMEPA1|56937	3093.0038	PMEPA1|56937	2013.0449
PMF1|11243	632.1322	PMF1|11243	540.2068
PMFBP1|83449	5.3431	removed	removed
PML|5371	1639.0048	PML|5371	1908.0496
PMM1|5372	709.3004	PMM1|5372	298.441
PMM2|5373	1080.6812	PMM2|5373	646.707
PMP22|5376	2196.026	PMP22|5376	5780.1464
PMPCA|23203	684.2545	PMPCA|23203	934.7757
PMPCB|9512	992.7968	PMPCB|9512	1404.3653
PMS1|5378	580.0634	PMS1|5378	472.1604
PMS2CL|441194	61.446000000000005	PMS2CL|441194	108.1769
PMS2L11|441263	29.9583	PMS2L11|441263	24.5784
PMS2L1|5379	257.6357	PMS2L1|5379	187.2288
PMS2L2|5380	29.3872	PMS2L2|5380	45.8161
PMS2L3|5387	35.7322	PMS2L3|5387	37.5437
PMS2L4|5382	40.7414	PMS2L4|5382	38.1801
PMS2L5|5383	93.8387	PMS2L5|5383	46.1343
PMS2|5395	416.7641	PMS2|5395	488.3869
PMVK|10654	1216.8976	PMVK|10654	735.6029
PNKD|25953	797.796	PNKD|25953	684.6962
PNKP|11284	404.4081	PNKP|11284	373.2103
removed	removed	PNLDC1|154197	12.0904
PNMA1|9240	662.548	PNMA1|9240	981.2281
PNMA2|10687	230.0885	PNMA2|10687	220.8081
PNMA3|29944	108.1984	PNMA3|29944	9.8632
PNMA6A|84968	138.9214	PNMA6A|84968	33.4076
PNMAL1|55228	1195.1912	PNMAL1|55228	457.8428
PNMAL2|57469	80.6545	PNMAL2|57469	144.3398
removed	removed	PNMT|5409	11.7722
PNN|5411	2128.569	PNN|5411	3164.4925
PNO1|56902	824.1777	PNO1|56902	535.7938
removed	removed	PNOC|5368	8.9087
PNPLA2|57104	1207.2132	PNPLA2|57104	2656.6974
PNPLA3|80339	22.7083	removed	removed
PNPLA4|8228	324.2611	removed	removed
PNPLA6|10908	1111.0369	PNPLA6|10908	941.7754
PNPLA7|375775	127.2333	PNPLA7|375775	585.7461
PNPLA8|50640	873.9355	PNPLA8|50640	1156.8565
PNPO|55163	1159.4589999999998	PNPO|55163	890.2323
PNPT1|87178	1131.7415	PNPT1|87178	679.2873
PNP|4860	805.4767	PNP|4860	1304.1680000000001
PNRC1|10957	1756.8876	PNRC1|10957	3708.8769
PNRC2|55629	1584.2378	PNRC2|55629	2468.9787
POC1A|25886	158.6241	POC1A|25886	44.8616
POC1B|282809	461.5128	POC1B|282809	385.3961
POC5|134359	93.5048	POC5|134359	212.854
PODNL1|79883	269.828	PODNL1|79883	216.9901
PODN|127435	316.2465	PODN|127435	5344.5752
PODXL2|50512	835.5318	PODXL2|50512	340.4391
PODXL|5420	11241.6096	PODXL|5420	6040.0891
POF1B|79983	158.6241	POF1B|79983	107.5406
POFUT1|23509	1710.4692	POFUT1|23509	1401.8454
POFUT2|23275	2209.7178	POFUT2|23275	707.9224
POGK|57645	2401.4026	POGK|57645	1269.1696
POGZ|23126	1807.9813	POGZ|23126	2586.3824
POLA1|5422	481.5495	POLA1|5422	414.2539
POLA2|23649	272.4996	POLA2|23649	222.7171
POLB|5423	553.0139	POLB|5423	329.3032
POLD1|5424	503.9239	POLD1|5424	360.4836
POLD2|5425	1175.4884	POLD2|5425	1063.9516
POLD3|10714	504.2578	POLD3|10714	513.5221
POLD4|57804	737.3518	POLD4|57804	629.9714
POLDIP2|26073	2227.8678	POLDIP2|26073	1651.4699
POLDIP3|84271	3423.61	POLDIP3|84271	2182.6281
POLE2|5427	106.1947	POLE2|5427	18.7719
POLE3|54107	1309.4006	POLE3|54107	1067.7696
POLE4|56655	546.6689	POLE4|56655	516.7038
POLE|5426	566.7056	POLE|5426	593.7003
POLG2|11232	136.9177	POLG2|11232	115.4948
POLG|5428	1484.0842	POLG|5428	1076.1311
POLH|5429	1120.0534	POLH|5429	640.1527
POLI|11201	175.6554	POLI|11201	623.2899
POLK|51426	405.7439	POLK|51426	779.8282
POLL|27343	254.6769	POLL|27343	463.3217
POLM|27434	246.4518	POLM|27434	304.8043
POLN|353497	10.0184	POLN|353497	26.2265
POLQ|10721	106.8626	POLQ|10721	18.4537
POLR1A|25885	918.6843	POLR1A|25885	615.6538
POLR1B|84172	731.0068	POLR1B|84172	561.8836
POLR1C|9533	697.9462	POLR1C|9533	452.7521
POLR1D|51082	2007.0129	POLR1D|51082	1417.4356
POLR1E|64425	408.0815	POLR1E|64425	621.6990000000001
POLR2A|5430	3017.1982	POLR2A|5430	4784.9189
POLR2B|5431	2802.4712	POLR2B|5431	2139.6755
POLR2C|5432	1865.086	POLR2C|5432	1153.6748
POLR2D|5433	563.3662	POLR2D|5433	444.798
POLR2E|5434	1103.0222	POLR2E|5434	1099.9045
POLR2F|5435	1247.7442	POLR2F|5435	541.7181
POLR2G|5436	1002.1706	POLR2G|5436	574.6102
POLR2H|5437	1149.4406	POLR2H|5437	558.7019
POLR2I|5438	424.2378	POLR2I|5438	324.3525
POLR2J2|246721	248.1583	POLR2J2|246721	199.0964
POLR2J3|548644	1804.3146	POLR2J3|548644	1300.6872
POLR2J4|84820	230.1954	POLR2J4|84820	299.8155
POLR2J|5439	1023.8771	POLR2J|5439	679.2873
POLR2K|5440	1664.3847	POLR2K|5440	745.4661
POLR2L|5441	834.53	POLR2L|5441	1111.3586
POLR3A|11128	433.1274	POLR3A|11128	569.8377
POLR3B|55703	198.6976	POLR3B|55703	253.2612
POLR3C|10623	619.469	POLR3C|10623	534.8393
POLR3D|661	499.5826	POLR3D|661	405.9815
POLR3E|55718	469.5275	POLR3E|55718	717.4674
POLR3F|10621	247.1197	POLR3F|10621	314.0312
POLR3GL|84265	540.3239	POLR3GL|84265	625.8352
POLR3G|10622	213.0573	POLR3G|10622	98.3137
POLR3H|171568	1206.9160000000002	POLR3H|171568	926.5479
POLR3K|51728	902.6549	POLR3K|51728	226.5352
POLRMT|5442	674.904	POLRMT|5442	496.3411
POM121C|100101267	518.2835	POM121C|100101267	867.6424
POM121L10P|646074	9.6844	POM121L10P|646074	8.5937
POM121L9P|29774	7.3468	POM121L9P|29774	16.8629
POM121|9883	1539.4489999999998	POM121|9883	2218.5460000000003
POMC|5443	6.6789	POMC|5443	8.9087
POMGNT1|55624	1460.9417	POMGNT1|55624	1211.1709
POMP|51371	2137.5856	POMP|51371	1212.2176
POMT1|10585	432.7935	POMT1|10585	598.7909999999999
POMT2|29954	349.3071	POMT2|29954	485.5234
POMZP3|22932	49.0299	POMZP3|22932	99.8696
PON2|5445	1540.4909	PON2|5445	934.7757
PON3|5446	159.27200000000002	PON3|5446	68.406
POP1|10940	448.8228	POP1|10940	207.4451
POP4|10775	525.6303	POP4|10775	350.3023
POP5|51367	266.1546	POP5|51367	306.3952
POP7|10248	591.0837	POP7|10248	295.2593
POPDC2|64091	19.3688	POPDC2|64091	92.9049
POPDC3|64208	501.9202	POPDC3|64208	8.9087
PORCN|64840	289.5308	PORCN|64840	171.174
POR|5447	1823.6767	POR|5447	1130.1304
POSTN|10631	8911.6714	POSTN|10631	4083.678
POT1|25913	782.7684	POT1|25913	482.3417
POTEE|445582	7.3468	removed	removed
POTEF|728378	11.3541	POTEF|728378	8.9087
POU2AF1|5450	54.7671	POU2AF1|5450	134.2666
POU2F1|5451	71.7983	POU2F1|5451	83.678
POU2F2|5452	41.7432	POU2F2|5452	108.1769
POU2F3|25833	313.9088	POU2F3|25833	116.4493
POU3F1|5453	8.6826	POU3F1|5453	10.1814
POU3F2|5454	5.3431	removed	removed
POU3F3|5455	111.5378	removed	removed
POU4F1|5457	225.0793	removed	removed
POU5F1B|5462	11.6881	POU5F1B|5462	12.0904
POU5F1|5460	9.0165	POU5F1|5460	9.9014
POU6F1|5463	188.3453	POU6F1|5463	374.8011
removed	removed	PP14571|100130449	10.4995
PPA1|5464	3186.8425	PPA1|5464	3198.2183
PPA2|27068	1341.7933	PPA2|27068	946.5479
PPAN-P2RY11|692312	11.8784	PPAN-P2RY11|692312	31.734
PPAN|56342	663.9105	PPAN|56342	387.216
PPAP2A|8611	1100.0601	PPAP2A|8611	1746.182
PPAP2B|8613	913.6751	PPAP2B|8613	5767.1015
PPAP2C|8612	3054.6001	PPAP2C|8612	1327.3942
PPAPDC1A|196051	32.0588	removed	removed
PPAPDC1B|84513	519.6193	PPAPDC1B|84513	503.9771
PPAPDC2|403313	269.1601	PPAPDC2|403313	281.2599
PPAPDC3|84814	37.7358	PPAPDC3|84814	133.9485
PPARA|5465	1394.5567	PPARA|5465	629.9714
PPARD|5467	1544.8322	PPARD|5467	804.3271
PPARGC1A|10891	266.1546	PPARGC1A|10891	74.4512
PPARGC1B|133522	48.0882	PPARGC1B|133522	34.3621
PPARG|5468	29.7212	PPARG|5468	714.922
PPAT|5471	693.2710000000001	PPAT|5471	346.1661
removed	removed	PPBP|5473	7.636
PPCDC|60490	142.5948	PPCDC|60490	97.9955
PPCS|79717	974.1192	PPCS|79717	715.5584
PPDPF|79144	3689.4306	PPDPF|79144	2358.5746
PPEF1|5475	16.3633	removed	removed
removed	removed	PPEF2|5470	5.0907
PPFIA1|8500	1960.8749	removed	removed
PPFIA2|8499	22.3744	PPFIA2|8499	19.09
PPFIA3|8541	166.9728	PPFIA3|8541	195.3548
PPFIA4|8497	74.8038	PPFIA4|8497	24.8171
PPFIBP1|8496	3301.3859	PPFIBP1|8496	2365.5743
PPFIBP2|8495	873.9355	PPFIBP2|8495	682.4689999999999
PPHLN1|51535	674.57	PPHLN1|51535	961.1836
PPIAL4C|653598	25.7138	PPIAL4C|653598	17.180999999999997
PPIAL4G|644591	9.6844	PPIAL4G|644591	7.636
PPIA|5478	3416.5971	PPIA|5478	2745.1479
PPIB|5479	9080.3707	PPIB|5479	5979.5546
PPIC|5480	1073.3011	PPIC|5480	1079.2237
PPID|5481	832.5263	PPID|5481	483.9325
PPIEL|728448	10.6863	PPIEL|728448	71.2695
PPIE|10450	998.1633	PPIE|10450	680.8781
PPIF|10105	1043.9138	PPIF|10105	672.6058
PPIG|9360	1895.1411	PPIG|9360	1832.0076
PPIH|10465	368.6759	PPIH|10465	270.7604
PPIL1|51645	914.6769	PPIL1|51645	357.3019
PPIL2|23759	1067.4036	PPIL2|23759	823.2771
PPIL3|53938	300.551	PPIL3|53938	227.1715
PPIL4|85313	644.5149	PPIL4|85313	964.0471
PPIL5|122769	268.1583	PPIL5|122769	135.5393
PPIL6|285755	73.468	PPIL6|285755	117.0856
PPIP5K1|9677	304.2244	PPIP5K1|9677	635.6984
PPIP5K2|23262	819.1685	PPIP5K2|23262	1117.0856
PPL|5493	3598.9314	PPL|5493	5086.8597
PPM1A|5494	1275.6721	PPM1A|5494	1733.6939
PPM1B|5495	962.7651	PPM1B|5495	1287.6233
PPM1D|8493	266.1546	PPM1D|8493	782.0554
PPM1E|22843	201.2323	removed	removed
PPM1F|9647	1044.9157	PPM1F|9647	2025.8829
PPM1G|5496	3046.2515	PPM1G|5496	1912.1858
PPM1H|57460	2183.3361	PPM1H|57460	543.4298
PPM1J|333926	233.428	PPM1J|333926	52.4976
PPM1K|152926	355.986	PPM1K|152926	317.2129
PPM1L|151742	346.6355	PPM1L|151742	103.0862
PPM1M|132160	348.3052	PPM1M|132160	636.971
PPM1N|147699	45.0827	PPM1N|147699	20.0445
PPME1|51400	1293.0372	PPME1|51400	892.1413
PPOX|5498	174.3196	PPOX|5498	238.6255
PPP1CA|5499	2918.4271	PPP1CA|5499	1793.8085
PPP1CB|5500	9143.1959	PPP1CB|5500	8091.3808
PPP1CC|5501	2353.9823	PPP1CC|5501	2660.1973
PPP1R10|5514	1036.901	PPP1R10|5514	1993.0003
PPP1R11|6992	2007.0129	PPP1R11|6992	1173.083
PPP1R12A|4659	1273.6684	PPP1R12A|4659	2085.9052
PPP1R12B|4660	377.0245	PPP1R12B|4660	3973.5921
PPP1R12C|54776	748.0381	PPP1R12C|54776	1426.6624
PPP1R13B|23368	504.9257	PPP1R13B|23368	916.322
PPP1R13L|10848	916.6806	PPP1R13L|10848	1221.1263
PPP1R14A|94274	64.7854	PPP1R14A|94274	223.9898
PPP1R14B|26472	2178.9948	PPP1R14B|26472	579.0646
PPP1R14C|81706	624.1443	PPP1R14C|81706	337.2574
PPP1R15A|23645	1443.3127	PPP1R15A|23645	9272.0331
PPP1R15B|84919	1607.28	PPP1R15B|84919	4661.7881
PPP1R16A|84988	941.3057	PPP1R16A|84988	386.1884
PPP1R16B|26051	23.0422	PPP1R16B|26051	777.6010000000001
PPP1R1A|5502	93.8387	PPP1R1A|5502	476.6147
PPP1R1B|84152	1058.6074	PPP1R1B|84152	1969.1378
PPP1R2P1|5505	5.3431	PPP1R2P1|5505	5.0907
PPP1R2P3|153743	103.8571	PPP1R2P3|153743	63.6335
PPP1R2|5504	1697.7793	PPP1R2|5504	1454.6612
PPP1R3B|79660	1470.6963	PPP1R3B|79660	1429.5259
PPP1R3C|5507	204.3747	PPP1R3C|5507	301.9408
PPP1R3D|5509	254.1326	PPP1R3D|5509	219.2173
PPP1R3E|90673	71.107	PPP1R3E|90673	83.678
PPP1R3F|89801	47.7542	PPP1R3F|89801	104.9952
PPP1R3G|648791	7.3468	PPP1R3G|648791	29.5896
PPP1R7|5510	897.3117	PPP1R7|5510	932.5485
PPP1R8|5511	1102.0204	PPP1R8|5511	964.3653
PPP1R9A|55607	430.7898	PPP1R9A|55607	619.4718
PPP1R9B|84687	1017.5321	PPP1R9B|84687	1388.4823
