gene_id	TCGA-BH-A0BS-01A-11R-A12P-07	gene_id	TCGA-BH-A0BS-11A-11R-A12P-07
SNRPB|6628	1786.7041	SNRPB|6628	2107.4952
SNRPC|6631	1023.7944	SNRPC|6631	948.5132
SNRPD1|6632	673.2508	SNRPD1|6632	639.4747
SNRPD2|6633	2235.3222	SNRPD2|6633	3070.7412
SNRPD3|6634	1792.43	SNRPD3|6634	1554.2321
SNRPE|6635	1190.4887	SNRPE|6635	733.4841
SNRPF|6636	788.4803	SNRPF|6636	634.5637
SNRPG|6637	834.7663	SNRPG|6637	462.6808
SNRPN|6638	1307.233	SNRPN|6638	2271.2716
SNTA1|6640	650.5933	SNTA1|6640	597.0301
SNTB1|6641	706.5897	SNTB1|6641	597.0301
SNTB2|6645	747.3731	SNTB2|6645	980.4343
lowly_expressed	lowly_expressed	SNTG2|54221	23.5024
SNTN|132203	17.4786	lowly_expressed	lowly_expressed
SNUPN|10073	508.4986	SNUPN|10073	551.4285
SNURF|8926	83.1271	SNURF|8926	113.6918
SNW1|22938	1760.1625	SNW1|22938	1787.9333
SNX10|29887	397.1532	SNX10|29887	338.1534
SNX11|29916	892.7047	SNX11|29916	574.9309
SNX12|29934	258.9426	SNX12|29934	363.4096
SNX13|23161	1003.4027	SNX13|23161	976.9265
SNX14|57231	2670.0221	SNX14|57231	1043.9257
SNX15|29907	602.0416	SNX15|29907	599.8364
SNX16|64089	295.8419	SNX16|64089	314.3002
SNX17|9784	2886.5629	SNX17|9784	2853.2567
SNX18|112574	615.3124	SNX18|112574	1359.9799
SNX19|399979	2463.5154	SNX19|399979	1842.3044
SNX1|6642	3453.3236	SNX1|6642	3980.6684
SNX20|124460	5.5025	SNX20|124460	19.1001
SNX21|90203	177.2721	SNX21|90203	547.2402
SNX22|79856	124.2925	SNX22|79856	111.9695
SNX24|28966	256.6769	SNX24|28966	120.3181
SNX25|83891	449.9128	SNX25|83891	358.8495
SNX27|81609	1068.6368	SNX27|81609	1051.3202
SNX29|92017	547.9873	SNX29|92017	622.9879
SNX2|6643	1130.2846	SNX2|6643	1529.7581
SNX30|401548	575.8237	SNX30|401548	762.2482
lowly_expressed	lowly_expressed	SNX31|169166	24.9055
lowly_expressed	lowly_expressed	SNX32|254122	15.4344
SNX33|257364	883.9654	SNX33|257364	1232.997
SNX3|8724	2664.5196	SNX3|8724	2895.7013
SNX4|8723	1166.5365	SNX4|8723	934.8327
SNX5|27131	1408.0005	SNX5|27131	1870.3669
SNX6|58533	2097.7589	SNX6|58533	1409.0893
SNX7|51375	882.9943	SNX7|51375	627.8989
SNX8|29886	161.8391	SNX8|29886	287.9916
SNX9|51429	2800.4645	SNX9|51429	1733.5622
SOAT1|6646	718.2421	SOAT1|6646	512.4918
SOBP|55084	22.3338	SOBP|55084	150.836
SOCS1|8651	21.0391	SOCS1|8651	24.5547
SOCS2|8835	112.64	SOCS2|8835	1389.0947
SOCS3|9021	261.8557	SOCS3|9021	367.2682
SOCS4|122809	628.2595	SOCS4|122809	436.3722
SOCS5|9655	679.077	SOCS5|9655	1296.8392
SOCS6|9306	1860.5028	SOCS6|9306	1260.0071
SOCS7|30837	75.0934	SOCS7|30837	84.1876
SOD1|6647	4900.4892	SOD1|6647	3490.9775
SOD2|6648	2297.7921	SOD2|6648	5011.965999999999
SOD3|6649	179.6414	SOD3|6649	735.9396
SOHLH2|54937	6.4736	SOHLH2|54937	22.9481
SOLH|6650	263.4741	SOLH|6650	361.3049
SON|6651	8201.3603	SON|6651	6846.5533
SORBS1|10580	1004.3737	SORBS1|10580	4681.1791
SORBS2|8470	3547.5139	SORBS2|8470	2398.2931
SORBS3|10174	2173.8233	SORBS3|10174	2540.3596
SORCS1|114815	5.1789	SORCS1|114815	23.1516
SORCS2|57537	17.1549	SORCS2|57537	113.6532
SORD|6652	4400.0825	SORD|6652	530.0308
SORL1|6653	3164.9262	SORL1|6653	3780.3722
SORT1|6272	7213.8178	SORT1|6272	2799.9379
SOS1|6654	1005.6684	SOS1|6654	1529.0565
SOS2|6655	1473.3835	SOS2|6655	1365.9432
SOSTDC1|25928	26.5416	SOSTDC1|25928	655.2598
SOX10|6663	61.1752	SOX10|6663	3642.5151
SOX11|6664	40.7835	SOX11|6664	32.2719
SOX12|6666	850.6265	SOX12|6666	370.0745
SOX13|9580	1368.8354	SOX13|9580	1243.8712
lowly_expressed	lowly_expressed	SOX15|6665	70.1563
SOX17|64321	27.189	SOX17|64321	441.2831
SOX18|54345	62.1462	SOX18|54345	88.7477
SOX2OT|347689	46.6097	lowly_expressed	lowly_expressed
SOX4|6659	2980.4296	SOX4|6659	2510.5432
SOX5|6660	5.1789	SOX5|6660	39.9891
SOX6|55553	7.4446	SOX6|55553	87.6954
SOX7|83595	33.0508	SOX7|83595	199.5947
SOX8|30812	5.8262	SOX8|30812	250.1072
SOX9|6662	932.5171	SOX9|6662	4286.5499
SP100|6672	1398.6138	SP100|6672	1418.5604
SP110|3431	487.7832	SP110|3431	381.6503
SP140L|93349	298.7551	SP140L|93349	273.2588
SP140|11262	11.3287	SP140|11262	55.7743
SP1|6667	4101.3275	SP1|6667	3870.1723
SP2|6668	476.7781	SP2|6668	918.346
SP3|6670	2912.1335	SP3|6670	2576.4901
SP4|6671	127.2056	SP4|6671	460.9269
SP5|389058	578.7368	SP5|389058	9.8219
SP6|80320	122.3504	SP6|80320	247.6517
SPA17|53340	418.51599999999996	SPA17|53340	114.00399999999999
SPAG16|79582	201.0042	SPAG16|79582	408.6604
lowly_expressed	lowly_expressed	SPAG17|200162	6.3141
SPAG1|6674	393.9165	SPAG1|6674	177.1447
SPAG4|6676	105.5191	SPAG4|6676	35.7797
SPAG5|10615	328.8571	SPAG5|10615	114.6143
SPAG6|9576	759.6729	SPAG6|9576	53.3188
SPAG7|9552	1333.8782	SPAG7|9552	1050.5906
lowly_expressed	lowly_expressed	SPAG8|26206	18.9422
SPAG9|9043	1806.1248	SPAG9|9043	1541.3339
SPARCL1|8404	3847.5637	SPARCL1|8404	14868.2245
SPARC|6678	23108.6871	SPARC|6678	20892.546000000002
SPAST|6683	620.4913	SPAST|6683	597.3809
SPATA13|221178	455.8847	SPATA13|221178	680.4810000000001
SPATA17|128153	105.1954	SPATA17|128153	23.5024
SPATA18|132671	515.2958	SPATA18|132671	538.4496
SPATA20|64847	1239.6878	SPATA20|64847	1052.0569
SPATA24|202051	40.1361	SPATA24|202051	53.3188
SPATA2L|124044	137.8869	SPATA2L|124044	265.8924
SPATA2|9825	411.3951	SPATA2|9825	413.2206
SPATA4|132851	31.7205	SPATA4|132851	10.1727
SPATA5L1|79029	136.2686	SPATA5L1|79029	230.1127
SPATA5|166378	258.9426	SPATA5|166378	302.0229
SPATA6|54558	359.6066	SPATA6|54558	156.7993
SPATA7|55812	143.3895	SPATA7|55812	265.5416
lowly_expressed	lowly_expressed	SPATA9|83890	8.4188
SPATS2L|26010	744.7837	SPATS2L|26010	1200.3743
SPATS2|65244	700.1161	SPATS2|65244	524.7691
SPC25|57405	133.3555	SPC25|57405	19.293
SPCS1|28972	2684.5877	SPCS1|28972	1723.7403
SPCS2|9789	1106.9797	SPCS2|9789	639.8255
SPCS3|60559	5490.8783	SPCS3|60559	2696.8082
SPDEF|25803	2898.539	SPDEF|25803	2793.9746
lowly_expressed	lowly_expressed	SPDYA|245711	9.5167
lowly_expressed	lowly_expressed	SPDYE1|285955	6.6648
SPDYE3|441272	48.3219	SPDYE3|441272	65.2769
lowly_expressed	lowly_expressed	SPDYE5|442590	5.2617
SPDYE6|729597	13.9182	SPDYE6|729597	10.8742
SPDYE8P|389517	6.1499	SPDYE8P|389517	9.8219
SPEF1|25876	51.4648	SPEF1|25876	13.6805
SPEF2|79925	321.7362	SPEF2|79925	292.20099999999996
SPEG|10290	29.7784	SPEG|10290	612.1137
SPEN|23013	1940.775	SPEN|23013	2934.9888
SPESP1|246777	177.68	SPESP1|246777	44.5493
SPG11|80208	3634.9071	SPG11|80208	2225.3578
SPG20|23111	1381.1352	SPG20|23111	1892.817
SPG21|51324	1818.7483	SPG21|51324	1670.0707
SPG7|6687	770.0306	SPG7|6687	1290.1743
SPHAR|10638	122.4734	SPHAR|10638	192.0494
SPHK1|8877	66.2278	SPHK1|8877	318.6885
SPHK2|56848	170.2742	SPHK2|56848	296.1192
lowly_expressed	lowly_expressed	SPHKAP|80309	213.9767
SPI1|6688	124.9398	SPI1|6688	171.1814
lowly_expressed	lowly_expressed	SPIB|6689	60.6852
SPIN1|10927	2537.314	SPIN1|10927	3269.9851
SPIN2B|474343	74.6791	SPIN2B|474343	103.5963
SPIN3|169981	248.2612	SPIN3|169981	371.4776
SPIN4|139886	83.509	SPIN4|139886	256.7721
lowly_expressed	lowly_expressed	SPINK1|6690	25.2563
lowly_expressed	lowly_expressed	SPINK2|6691	11.9266
lowly_expressed	lowly_expressed	SPINK5|11005	15.7852
SPINK8|646424	18.7733	SPINK8|646424	5.2617
SPINT1|6692	6126.2588	SPINT1|6692	4172.8967
SPINT2|10653	16667.813000000002	SPINT2|10653	8588.885
SPIRE1|56907	1024.7654	SPIRE1|56907	816.2685
SPIRE2|84501	57.9384	SPIRE2|84501	104.5329
SPNS1|83985	459.8465	SPNS1|83985	650.3243
SPNS2|124976	71.1412	SPNS2|124976	464.3926
lowly_expressed	lowly_expressed	SPNS3|201305	15.0836
SPN|6693	45.6386	SPN|6693	124.5274
SPOCD1|90853	8.092	SPOCD1|90853	8.068
SPOCK1|6695	209.0962	SPOCK1|6695	111.5485
SPOCK2|9806	36.676	SPOCK2|9806	569.3184
SPON1|10418	179.9651	SPON1|10418	2212.0281
SPON2|10417	107.4612	SPON2|10417	362.3573
SPOPL|339745	4024.6157	SPOPL|339745	1206.6884
SPOP|8405	1550.7426	SPOP|8405	1524.8472
SPP1|6696	4237.9197	SPP1|6696	404.1003
SPPL2A|84888	1722.9395	SPPL2A|84888	437.0737
SPPL2B|56928	433.4052	SPPL2B|56928	558.7949
SPPL3|121665	1574.3712	SPPL3|121665	1725.1434
SPRED1|161742	1375.309	SPRED1|161742	1446.6229
SPRED2|200734	2052.1203	SPRED2|200734	1464.5128
SPRN|503542	33.0152	SPRN|503542	68.7532
SPRY1|10252	670.3377	SPRY1|10252	2622.7933
SPRY2|10253	160.8681	SPRY2|10253	1496.0831
SPRY3|10251	38.194	SPRY3|10251	58.2297
SPRY4|81848	963.2666	SPRY4|81848	460.5761
SPRYD3|84926	2448.6262	SPRYD3|84926	2052.0718
SPRYD4|283377	514.9721	SPRYD4|283377	454.6128
SPR|6697	1597.3523	SPR|6697	766.8084
SPSB1|80176	183.2019	SPSB1|80176	628.9512
SPSB2|84727	67.3251	SPSB2|84727	102.0774
SPSB3|90864	466.0967	SPSB3|90864	798.3787
SPTAN1|6709	8560.3195	SPTAN1|6709	6485.2483
SPTBN1|6711	7575.3665	SPTBN1|6711	11595.0824
SPTBN2|6712	1134.4924	SPTBN2|6712	913.7858
SPTBN4|57731	34.6336	SPTBN4|57731	74.0149
SPTBN5|51332	88.0405	SPTBN5|51332	275.4827
SPTB|6710	28.8074	SPTB|6710	152.9407
SPTLC1|10558	2580.6869	SPTLC1|10558	1845.4615
SPTLC2|9517	4989.5007	SPTLC2|9517	1931.4029
SPTLC3|55304	634.4094	SPTLC3|55304	451.8066
SPTY2D1|144108	1744.681	SPTY2D1|144108	977.2773
SQLE|6713	1385.0194	SQLE|6713	531.434
SQRDL|58472	3998.0741	SQRDL|58472	1452.2354
SQSTM1|8878	5980.8496	SQSTM1|8878	7060.8983
SR140|23350	1479.2097	SR140|23350	2107.4952
SRA1|10011	485.5174	SRA1|10011	573.8785
SRBD1|55133	885.5838	SRBD1|55133	569.3184
SRCAP|10847	3658.2119	SRCAP|10847	3885.2559
SRCIN1|80725	541.5138	SRCIN1|80725	262.7353
SRCRB4D|136853	70.4971	SRCRB4D|136853	32.9735
SRC|6714	835.7373	SRC|6714	960.0889999999999
SRD5A1|6715	268.653	SRD5A1|6715	219.5892
SRD5A3|79644	1355.2279999999998	SRD5A3|79644	331.1097
SREBF1|6720	8217.5442	SREBF1|6720	4192.5405
SREBF2|6721	4582.3134	SREBF2|6721	3712.6714
SRFBP1|153443	238.8746	SRFBP1|153443	320.9651
SRF|6722	599.1285	SRF|6722	2142.2226
SRGAP1|57522	402.0084	SRGAP1|57522	290.7979
SRGAP2|23380	371.5827	SRGAP2|23380	394.98
SRGAP3|9901	377.7326	SRGAP3|9901	293.2533
SRGN|5552	479.0439	SRGN|5552	1301.0486
SRI|6717	1624.5413	SRI|6717	1960.8686
SRL|6345	7.4446	SRL|6345	27.361
SRMS|6725	36.8993	SRMS|6725	9.1203
SRM|6723	614.0177	SRM|6723	940.4452
SRP14|6727	4814.7144	SRP14|6727	4301.9843
SRP19|6728	888.3901	SRP19|6728	587.5695
SRP54|6729	2136.6003	SRP54|6729	1154.7727
SRP68|6730	1935.5961	SRP68|6730	2106.7937
SRP72|6731	3654.9751	SRP72|6731	2708.7347
SRP9|6726	9959.9044	SRP9|6726	3914.0199
SRPK1|6732	1449.755	SRPK1|6732	1035.1562
SRPK2|6733	1659.1749	SRPK2|6733	1013.057
lowly_expressed	lowly_expressed	SRPK3|26576	27.0944
SRPRB|58477	1743.0075	SRPRB|58477	1283.5095
SRPR|6734	5920.0757	SRPR|6734	3478.7001
SRPX2|27286	116.2005	SRPX2|27286	296.4104
SRPX|8406	121.3794	SRPX|8406	701.2122
SRRD|402055	338.5675	SRRD|402055	246.2486
SRRM1|10250	2121.0638	SRRM1|10250	2072.0663
SRRM2|23524	11460.1532	SRRM2|23524	12690.9238
SRRM3|222183	21.0391	SRRM3|222183	58.5805
SRRM5|100170229	12.1574	SRRM5|100170229	16.1184
SRRT|51593	1326.4336	SRRT|51593	1726.5465
SRR|63826	523.0544	SRR|63826	215.4009
SRXN1|140809	1079.4671	SRXN1|140809	577.3863
SS18L1|26039	306.1997	SS18L1|26039	428.3042
SS18L2|51188	256.6769	SS18L2|51188	280.6252
SS18|6760	2213.3121	SS18|6760	1916.3193
SSBP1|6742	1274.6451	SSBP1|6742	932.7280000000001
SSBP2|23635	652.5354	SSBP2|23635	683.6731
SSBP3|23648	515.9432	SSBP3|23648	860.467
SSBP4|170463	286.779	SSBP4|170463	330.0854
SSB|6741	1889.8733	SSB|6741	2038.5982
SSC5D|284297	150.1867	SSC5D|284297	138.9095
SSFA2|6744	5314.4737	SSFA2|6744	2739.6035
SSH1|54434	860.6605	SSH1|54434	1054.4492
SSH2|85464	476.4544	SSH2|85464	353.23699999999997
SSH3|54961	1258.4612	SSH3|54961	1225.6306
SSNA1|8636	657.3906	SSNA1|8636	671.7466
SSPN|8082	534.7165	SSPN|8082	1934.2092
SSPO|23145	20.3917	SSPO|23145	19.293
SSR1|6745	6295.8662	SSR1|6745	3817.2043
SSR2|6746	14264.1781	SSR2|6746	6702.0313
SSR3|6747	5813.9093	SSR3|6747	3670.2268
SSR4|6748	5042.5839	SSR4|6748	2596.8354
SSRP1|6749	2974.6034	SSRP1|6749	4286.1991
SSSCA1|10534	275.7739	SSSCA1|10534	329.7346
lowly_expressed	lowly_expressed	SSTR1|6751	19.6438
SSTR2|6752	16.5076	SSTR2|6752	70.1563
SSU72|29101	1851.7634	SSU72|29101	2532.2916
SSX2IP|117178	609.4862	SSX2IP|117178	303.426
ST13|6767	4869.416	ST13|6767	8086.9166
ST14|6768	3653.6804	ST14|6768	2804.1473
ST20|400410	28.1762	ST20|400410	37.6248
ST3GAL1|6482	2621.7941	ST3GAL1|6482	847.1373
ST3GAL2|6483	147.5973	ST3GAL2|6483	310.0908
ST3GAL3|6487	89.6589	ST3GAL3|6487	324.4729
ST3GAL4|6484	670.0139999999999	ST3GAL4|6484	233.2697
ST3GAL5|8869	92.8957	ST3GAL5|8869	141.0142
ST3GAL6|10402	73.7986	ST3GAL6|10402	155.747
ST5|6764	397.8006	ST5|6764	2714.698
ST6GAL1|6480	2320.4496	ST6GAL1|6480	1895.974
ST6GAL2|84620	39.4888	ST6GAL2|84620	79.6274
ST6GALNAC1|55808	5.8262	ST6GALNAC1|55808	57.5282
ST6GALNAC2|10610	881.3760000000001	ST6GALNAC2|10610	814.8654
ST6GALNAC3|256435	48.2281	ST6GALNAC3|256435	97.868
ST6GALNAC4|27090	969.0928	ST6GALNAC4|27090	330.0854
ST6GALNAC5|81849	121.70299999999999	ST6GALNAC5|81849	486.1832
ST6GALNAC6|30815	1525.4957	ST6GALNAC6|30815	1684.4528
ST7L|54879	577.1184	ST7L|54879	476.7121
ST7OT1|93653	20.4306	ST7OT1|93653	65.7224
ST7|7982	922.7647	ST7|7982	541.8031
ST8SIA1|6489	15.8602	ST8SIA1|6489	311.8448
lowly_expressed	lowly_expressed	ST8SIA2|8128	126.6321
ST8SIA4|7903	272.8608	ST8SIA4|7903	185.5634
ST8SIA6|338596	272.8608	ST8SIA6|338596	122.072
STAB1|23166	363.3321	STAB1|23166	430.0581
STAB2|55576	10.3577	STAB2|55576	19.293
STAC2|342667	224.30900000000003	STAC2|342667	3087.5787
STAC3|246329	21.3175	STAC3|246329	13.0947
lowly_expressed	lowly_expressed	STAC|6769	62.0883
STAG1|10274	1025.5584	STAG1|10274	1150.3879
STAG2|10735	3150.6844	STAG2|10735	3626.3791
STAG3L1|54441	19.4207	STAG3L1|54441	51.9157
STAG3L2|442582	40.4598	STAG3L2|442582	90.8524
STAG3L3|442578	33.9862	STAG3L3|442578	151.6499
STAG3L4|64940	97.7508	STAG3L4|64940	125.5798
lowly_expressed	lowly_expressed	STAG3|10734	20.7382
STAM2|10254	1650.4355	STAM2|10254	1055.8523
STAMBPL1|57559	38.8414	STAMBPL1|57559	91.2032
STAMBP|10617	990.4555	STAMBP|10617	667.1864
STAM|8027	512.059	STAM|8027	497.4082
lowly_expressed	lowly_expressed	STAP1|26228	5.9633
STAP2|55620	653.5064	STAP2|55620	564.0566
STARD10|10809	2363.1751	STARD10|10809	1524.4964
STARD13|90627	448.6181	STARD13|90627	771.0177
STARD3NL|83930	739.2812	STARD3NL|83930	566.1613
STARD3|10948	550.2531	STARD3|10948	754.8818
STARD4|134429	30.4258	STARD4|134429	19.9945
STARD5|80765	93.8667	STARD5|80765	94.0094
STARD7|56910	3791.2761	STARD7|56910	3480.7592
STARD8|9754	126.8819	STARD8|9754	247.301
lowly_expressed	lowly_expressed	STAR|6770	15.4344
STAT1|6772	3882.1973	STAT1|6772	2645.2433
STAT2|6773	1459.1417	STAT2|6773	1723.0387
STAT3|6774	11647.8866	STAT3|6774	5825.7791
lowly_expressed	lowly_expressed	STAT4|6775	75.418
STAT5A|6776	629.8779	STAT5A|6776	2453.7166
STAT5B|6777	1257.8138	STAT5B|6777	3475.1923
STAT6|6778	3263.3244	STAT6|6778	3844.2144
STAU1|6780	3665.3328	STAU1|6780	2720.6613
STAU2|27067	1256.5191	STAU2|27067	696.3013
STBD1|8987	882.949	STBD1|8987	740.9207
STC1|6781	482.2806	STC1|6781	637.37
STC2|8614	943.5222	STC2|8614	16908.019
STEAP1|26872	851.2739	STEAP1|26872	323.7713
STEAP2|261729	3225.4541	STEAP2|261729	865.0272
STEAP3|55240	1420.624	STEAP3|55240	1576.7628
STEAP4|79689	169.6074	STEAP4|79689	1500.2925
STIL|6491	218.8065	STIL|6491	81.3813
STIM1|6786	1873.4499	STIM1|6786	2103.6366
STIM2|57620	476.1307	STIM2|57620	549.3238
STIP1|10963	2391.0115	STIP1|10963	2525.6268
STK10|6793	505.5855	STK10|6793	540.5543
STK11IP|114790	526.9482	STK11IP|114790	451.105
STK11|6794	472.5703	STK11|6794	795.9232
STK16|8576	937.3723	STK16|8576	817.3209
STK17A|9263	324.3256	STK17A|9263	949.5655
STK17B|9262	1923.2963	STK17B|9262	1344.8963
STK19|8859	314.7771	STK19|8859	409.9513
STK24|8428	2360.262	STK24|8428	2788.0113
STK25|10494	1572.1054	STK25|10494	1542.0355
lowly_expressed	lowly_expressed	STK32A|202374	13.6805
STK32B|55351	2796.2567	STK32B|55351	245.547
STK32C|282974	119.1136	STK32C|282974	103.4805
STK35|140901	1114.748	STK35|140901	896.5975
STK36|27148	825.7033	STK36|27148	417.7808
STK38L|23012	1285.0028	STK38L|23012	1178.9766
STK38|11329	1030.268	STK38|11329	1122.15
STK39|27347	1952.4274	STK39|27347	543.7113
STK3|6788	596.5391	STK3|6788	565.4598
STK40|83931	1151.0	STK40|83931	1363.4877
STK4|6789	730.8656	STK4|6789	840.1217
lowly_expressed	lowly_expressed	STL|7955	10.8742
STMN1|3925	1789.2935	STMN1|3925	1288.0697
STMN2|11075	19.4207	lowly_expressed	lowly_expressed
STMN3|50861	686.198	STMN3|50861	868.535
STOML1|9399	250.52700000000002	STOML1|9399	287.9916
STOML2|30968	1422.2424	STOML2|30968	1663.7566
STOM|2040	3641.3806	STOM|2040	6623.1055
STON1|11037	132.7081	STON1|11037	355.6924
STON2|85439	897.8835	STON2|85439	394.2784
STOX1|219736	268.3293	STOX1|219736	213.2752
STOX2|56977	5.8262	STOX2|56977	61.7375
STRA13|201254	536.6586	STRA13|201254	525.4707
STRA6|64220	55.6727	STRA6|64220	37.5336
STRADA|92335	501.05400000000003	STRADA|92335	567.9152
STRADB|55437	180.2888	STRADB|55437	232.2174
STRAP|11171	3166.2209	STRAP|11171	2082.239
STRBP|55342	1807.7432	STRBP|55342	732.081
lowly_expressed	lowly_expressed	STRC|161497	19.293
STRN3|29966	838.6504	STRN3|29966	774.515
STRN4|29888	1117.6611	STRN4|29888	1500.994
STRN|6801	688.7874	STRN|6801	417.43
STS|412	498.4646	STS|412	544.7637
STT3A|3703	7410.9379	STT3A|3703	3267.1789
STT3B|201595	5593.1607	STT3B|201595	2024.0092
STUB1|10273	1233.6771	STUB1|10273	1337.2808
STX10|8677	175.7573	STX10|8677	279.5729
STX11|8676	39.4888	STX11|8676	152.9407
STX12|23673	1820.6903	STX12|23673	1941.5756
STX16|8675	782.0067	STX16|8675	1477.8424
STX17|55014	1072.3461	STX17|55014	1202.8298
STX18|53407	561.2581	STX18|53407	591.4176
STX19|415117	5.5025	STX19|415117	40.3399
STX1A|6804	64.0786	STX1A|6804	92.9466
STX1B|112755	5.1789	STX1B|112755	45.9524
STX2|2054	262.5031	STX2|2054	151.5376
STX3|6809	700.7635	STX3|6809	576.6848
STX4|6810	458.6521	STX4|6810	655.9614
STX5|6811	1164.9181	STX5|6811	1321.7447
STX6|10228	1496.0928	STX6|10228	1013.7164
STX7|8417	1270.4372	STX7|8417	1464.5128
STX8|9482	393.9165	STX8|9482	396.0323
STXBP1|6812	549.9294	STXBP1|6812	879.0584
STXBP2|6813	1773.1096	STXBP2|6813	1075.4961
STXBP3|6814	1303.4524	STXBP3|6814	1168.1024
STXBP4|252983	266.0635	STXBP4|252983	173.6368
STXBP5|134957	358.9592	STXBP5|134957	400.1961
lowly_expressed	lowly_expressed	STXBP6|29091	32.2719
STYK1|55359	138.858	STYK1|55359	77.5227
STYXL1|51657	804.3405	STYXL1|51657	615.9723
STYX|6815	647.0329	STYX|6815	508.2824
SUB1|10923	4719.8767	SUB1|10923	3877.8895
SUCLA2|8803	1100.0595	SUCLA2|8803	1128.9727
SUCLG1|8802	2183.21	SUCLG1|8802	2508.7893
SUCLG2|8801	1986.7373	SUCLG2|8801	1468.0206
SUCNR1|56670	6.4736	SUCNR1|56670	7.0156
SUDS3|64426	1658.2038	SUDS3|64426	1749.6981
SUFU|51684	706.9134	SUFU|51684	881.1631
SUGT1L1|283507	33.0476	SUGT1L1|283507	85.7626
SUGT1P1|441394	6.1499	lowly_expressed	lowly_expressed
SUGT1|10910	838.0031	SUGT1|10910	525.1199
SULF1|23213	2049.8545	SULF1|23213	792.7662
SULF2|55959	5963.4486	SULF2|55959	1784.7763
SULT1A1|6817	1601.5601	SULT1A1|6817	423.0425
SULT1A2|6799	57.2911	SULT1A2|6799	14.0313
SULT1A3|6818	188.87599999999998	SULT1A3|6818	677.8186
lowly_expressed	lowly_expressed	SULT1C2|6819	15.0836
SULT1C4|27233	18.4497	SULT1C4|27233	37.1828
SULT2B1|6820	392.9454	SULT2B1|6820	432.5136
lowly_expressed	lowly_expressed	SULT4A1|25830	22.45
SUMF1|285362	2557.0584	SUMF1|285362	1190.2016
SUMF2|25870	7931.0889	SUMF2|25870	3494.4853
SUMO1P1|391257	38.8414	lowly_expressed	lowly_expressed
SUMO1P3|474338	178.6704	SUMO1P3|474338	163.815
SUMO1|7341	2395.5429999999997	SUMO1|7341	2044.0038
SUMO2|6613	3332.9152	SUMO2|6613	3021.6318
SUMO3|6612	2119.4454	SUMO3|6612	2291.3047
SUN1|23353	1820.6903	SUN1|23353	2568.0678
SUN2|25777	3347.1571	SUN2|25777	7280.1192
SUOX|6821	1133.5213	SUOX|6821	782.2427
SUPT16H|11198	3309.2867	SUPT16H|11198	3349.6125
SUPT3H|8464	140.4764	SUPT3H|8464	131.8938
SUPT4H1|6827	1367.1944	SUPT4H1|6827	1392.9323
SUPT5H|6829	1978.6453	SUPT5H|6829	2927.2716
SUPT6H|6830	2903.0705	SUPT6H|6830	3082.6678
SUPT7L|9913	682.3138	SUPT7L|9913	855.9069
SUPV3L1|6832	465.773	SUPV3L1|6832	678.4114
SURF1|6834	667.4246	SURF1|6834	575.6324
SURF2|6835	114.5821	SURF2|6835	240.9869
SURF4|6836	6913.1207	SURF4|6836	4491.7571
SURF6|6838	323.6783	SURF6|6838	916.5921
SUSD1|64420	366.7275	SUSD1|64420	182.7572
SUSD2|56241	757.4072	SUSD2|56241	498.1097
SUSD3|203328	669.6904	SUSD3|203328	255.7197
SUSD4|55061	103.57700000000001	SUSD4|55061	332.1901
SUSD5|26032	154.3945	SUSD5|26032	34.3766
SUV39H1|6839	162.1628	SUV39H1|6839	249.7564
SUV39H2|79723	149.2157	SUV39H2|79723	151.5376
SUV420H1|51111	1327.7283	SUV420H1|51111	1488.0151
SUV420H2|84787	64.41199999999999	SUV420H2|84787	148.0298
SUZ12P|440423	46.286	SUZ12P|440423	129.4384
SUZ12|23512	1025.7365	SUZ12|23512	947.4608
SV2A|9900	17.4786	SV2A|9900	190.4744
SV2B|9899	12.6235	SV2B|9899	75.418
SVEP1|79987	280.8945	SVEP1|79987	740.5032
SVIL|6840	1950.8122	SVIL|6840	2403.7863
SVIP|258010	410.7477	SVIP|258010	411.8175
lowly_expressed	lowly_expressed	SVOPL|136306	53.3188
SWAP70|23075	2261.2165	SWAP70|23075	2690.1433
SYAP1|94056	1930.0936	SYAP1|94056	1040.7687
SYBU|55638	834.7663	SYBU|55638	1111.9773
lowly_expressed	lowly_expressed	SYCE1L|100130958	8.7695
lowly_expressed	lowly_expressed	SYCE1|93426	11.8494
SYCE2|256126	11.0051	lowly_expressed	lowly_expressed
SYCP2|10388	160.8681	SYCP2|10388	263.0861
SYDE1|85360	117.4952	SYDE1|85360	322.719
SYDE2|84144	458.9758	SYDE2|84144	214.6783
SYF2|25949	1084.9696	SYF2|25949	1417.5079999999998
SYK|6850	147.921	SYK|6850	560.8996
SYMPK|8189	1004.05	SYMPK|8189	1837.0427
SYN1|6853	9.7103	SYN1|6853	7.7172
SYN2|6854	11.6524	SYN2|6854	297.1119
lowly_expressed	lowly_expressed	SYN3|8224	17.8899
SYNCRIP|10492	4760.3365	SYNCRIP|10492	4184.8233
SYNC|81493	750.4254	SYNC|81493	211.9808
SYNE1|23345	547.0163	SYNE1|23345	1543.7894
SYNE2|23224	3899.0286	SYNE2|23224	3434.8524
SYNGAP1|8831	162.4865	SYNGAP1|8831	320.2635
SYNGR1|9145	429.958	SYNGR1|9145	1296.7655
SYNGR2|9144	8562.5852	SYNGR2|9144	4043.4583
SYNGR3|9143	18.125999999999998	SYNGR3|9143	11.5758
