gene_id	TCGA-BH-A18S-01A-11R-A12D-07	gene_id	TCGA-BH-A18S-11A-43R-A12D-07
LOC100128822|100128822	135.8614	LOC100128822|100128822	87.2865
LOC100128842|100128842	7.185	LOC100128842|100128842	23.7192
LOC100129034|100129034	1613.5463	LOC100129034|100129034	1956.888
LOC100129055|100129055	6.8584	lowly_expressed	lowly_expressed
LOC100129066|100129066	5.8786	lowly_expressed	lowly_expressed
LOC100129387|100129387	100.6942	LOC100129387|100129387	59.26
LOC100129534|100129534	52.2544	LOC100129534|100129534	58.8235
LOC100129550|100129550	150.5579	LOC100129550|100129550	237.1917
LOC100129637|100129637	51.3203	LOC100129637|100129637	175.1281
LOC100129716|100129716	8.4913	LOC100129716|100129716	17.0778
lowly_expressed	lowly_expressed	LOC100129726|100129726	9.4877
LOC100130015|100130015	11.4208	LOC100130015|100130015	24.2457
LOC100130093|100130093	276.2525	LOC100130093|100130093	79.1746
LOC100130148|100130148	33.6387	LOC100130148|100130148	5.6926
LOC100130522|100130522	29.0665	LOC100130522|100130522	13.2827
LOC100130557|100130557	11.8552	LOC100130557|100130557	22.1869
LOC100130581|100130581	207.7111	LOC100130581|100130581	52.1822
LOC100130691|100130691	8.6612	LOC100130691|100130691	9.0987
LOC100130776|100130776	199.5562	LOC100130776|100130776	258.2638
lowly_expressed	lowly_expressed	LOC100130872|100130872	29.8861
LOC100130932|100130932	52.2544	LOC100130932|100130932	33.2068
LOC100130987|100130987	9.7977	LOC100130987|100130987	9.962
LOC100131193|100131193	37.2312	LOC100131193|100131193	39.8482
LOC100131434|100131434	10.3333	LOC100131434|100131434	104.5968
lowly_expressed	lowly_expressed	LOC100131496|100131496	10.0712
LOC100131551|100131551	5.5520000000000005	lowly_expressed	lowly_expressed
LOC100131691|100131691	36.3266	LOC100131691|100131691	30.4602
LOC100132111|100132111	44.6187	LOC100132111|100132111	10.4364
lowly_expressed	lowly_expressed	LOC100132215|100132215	26.0911
LOC100132247|100132247	42.7833	LOC100132247|100132247	171.2524
LOC100132287|100132287	96.9972	LOC100132287|100132287	185.0095
LOC100132288|100132288	136.1879	LOC100132288|100132288	484.3454
LOC100132354|100132354	17.3093	lowly_expressed	lowly_expressed
LOC100132707|100132707	96.3179	LOC100132707|100132707	125.2941
LOC100133161|100133161	13.6743	LOC100133161|100133161	19.7343
LOC100133331|100133331	60.0925	LOC100133331|100133331	119.8767
lowly_expressed	lowly_expressed	LOC100133545|100133545	12.334000000000001
LOC100133612|100133612	9.1445	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100133669|100133669	19.9241
lowly_expressed	lowly_expressed	LOC100133893|100133893	14.7059
LOC100133957|100133957	6.3032	lowly_expressed	lowly_expressed
LOC100133985|100133985	18.289	lowly_expressed	lowly_expressed
LOC100133991|100133991	33.9653	LOC100133991|100133991	36.5275
LOC100134229|100134229	86.5463	LOC100134229|100134229	179.7913
lowly_expressed	lowly_expressed	LOC100134259|100134259	31.3093
LOC100134713|100134713	9.801	LOC100134713|100134713	10.925
LOC100134868|100134868	14.0434	lowly_expressed	lowly_expressed
LOC100144603|100144603	10.1243	lowly_expressed	lowly_expressed
LOC100144604|100144604	5.8786	LOC100144604|100144604	7.5901
LOC100170939|100170939	48.9885	LOC100170939|100170939	40.797
lowly_expressed	lowly_expressed	LOC100188947|100188947	23.7192
lowly_expressed	lowly_expressed	LOC100188949|100188949	6.167000000000001
LOC100190938|100190938	226.0001	LOC100190938|100190938	100.5693
LOC100190939|100190939	41.1503	LOC100190939|100190939	324.0038
LOC100190986|100190986	80.6677	LOC100190986|100190986	266.129
lowly_expressed	lowly_expressed	LOC100192378|100192378	9.0133
lowly_expressed	lowly_expressed	LOC100216001|100216001	5.6926
LOC100216545|100216545	53.5607	LOC100216545|100216545	69.26
LOC100233209|100233209	5.5520000000000005	LOC100233209|100233209	17.0778
lowly_expressed	lowly_expressed	LOC100240735|100240735	12.334000000000001
LOC100268168|100268168	17.9624	lowly_expressed	lowly_expressed
LOC100270710|100270710	112.1444	LOC100270710|100270710	274.075
LOC100270746|100270746	64.9914	LOC100270746|100270746	32.7324
LOC100270804|100270804	6.5318	LOC100270804|100270804	13.2827
LOC100271722|100271722	35.5983	LOC100271722|100271722	42.2201
LOC100271836|100271836	283.3297	LOC100271836|100271836	366.8074
LOC100272146|100272146	19.2688	LOC100272146|100272146	28.463
LOC100272217|100272217	15.6763	LOC100272217|100272217	10.4364
LOC100272228|100272228	8.4913	LOC100272228|100272228	57.4004
LOC100286793|100286793	233.5117	LOC100286793|100286793	165.5598
LOC100286844|100286844	43.4528	LOC100286844|100286844	22.0873
LOC100287227|100287227	7.5116	LOC100287227|100287227	9.4924
LOC100288778|100288778	335.1987	LOC100288778|100288778	670.8349
LOC100289341|100289341	65.318	LOC100289341|100289341	27.0398
LOC100302401|100302401	15.3497	LOC100302401|100302401	27.8036
lowly_expressed	lowly_expressed	LOC100302640|100302640	8.5389
lowly_expressed	lowly_expressed	LOC100302650|100302650	175.9962
LOC100303728|100303728	48.0087	LOC100303728|100303728	23.2448
LOC113230|113230	368.3933	LOC113230|113230	123.3397
LOC115110|115110	29.54	LOC115110|115110	110.204
lowly_expressed	lowly_expressed	LOC121838|121838	32.7324
lowly_expressed	lowly_expressed	LOC134466|134466	55.9772
LOC143188|143188	13.0636	LOC143188|143188	20.8729
LOC143666|143666	29.7197	LOC143666|143666	13.7571
LOC144438|144438	775.6508	LOC144438|144438	766.1289999999999
LOC144486|144486	15.6763	LOC144486|144486	8.0645
LOC144571|144571	24.5367	LOC144571|144571	52.1632
LOC145783|145783	34.6936	LOC145783|145783	24.3596
lowly_expressed	lowly_expressed	LOC145820|145820	11.8596
LOC145837|145837	211.3036	LOC145837|145837	59.2979
LOC146880|146880	182.5604	LOC146880|146880	368.6575
LOC147727|147727	681.2663	LOC147727|147727	408.9184
LOC147804|147804	171.7862	LOC147804|147804	120.01899999999999
LOC148189|148189	70.87	LOC148189|148189	43.6433
LOC148413|148413	437.6075	LOC148413|148413	310.0237
lowly_expressed	lowly_expressed	LOC148696|148696	9.0133
LOC149134|149134	12.0838	LOC149134|149134	10.9108
LOC149837|149837	83.60700000000001	LOC149837|149837	44.592
LOC150381|150381	43.7565	LOC150381|150381	90.6072
LOC150776|150776	345.8586	LOC150776|150776	387.0968
LOC150786|150786	42.4567	LOC150786|150786	48.8615
LOC151009|151009	15.0231	LOC151009|151009	85.389
LOC151162|151162	586.2287	LOC151162|151162	1138.9943
lowly_expressed	lowly_expressed	LOC151174|151174	12.334000000000001
LOC151534|151534	27.107	LOC151534|151534	65.9393
LOC152217|152217	266.8239	LOC152217|152217	168.8805
lowly_expressed	lowly_expressed	LOC152225|152225	13.7571
LOC153684|153684	36.2515	LOC153684|153684	26.5655
LOC154761|154761	6.5906	LOC154761|154761	67.889
lowly_expressed	lowly_expressed	LOC154822|154822	11.9213
LOC158376|158376	9.7977	LOC158376|158376	120.01899999999999
LOC158572|158572	66.9509	LOC158572|158572	35.5787
lowly_expressed	lowly_expressed	LOC158696|158696	16.129
LOC162632|162632	123.366	LOC162632|162632	399.8102
lowly_expressed	lowly_expressed	LOC168474|168474	9.962
LOC200030|200030	527.3837	LOC200030|200030	531.7457
lowly_expressed	lowly_expressed	LOC201651|201651	11.8596
LOC202181|202181	26.1272	LOC202181|202181	46.9639
LOC202781|202781	353.6968	LOC202781|202781	210.1518
LOC219347|219347	115.185	LOC219347|219347	77.3861
LOC220594|220594	6.5318	LOC220594|220594	79.9858
LOC220729|220729	65.9711	LOC220729|220729	141.8406
LOC220930|220930	55.1937	LOC220930|220930	56.371
LOC221442|221442	17.3093	LOC221442|221442	63.5674
LOC221710|221710	294.2574	LOC221710|221710	284.1556
LOC222699|222699	78.055	LOC222699|222699	20.3985
LOC253039|253039	250.821	LOC253039|253039	412.7135
LOC253724|253724	14.37	LOC253724|253724	16.6034
LOC254559|254559	98.3035	LOC254559|254559	64.9905
lowly_expressed	lowly_expressed	LOC255167|255167	19.4497
LOC25845|25845	477.5592	LOC25845|25845	237.3624
LOC282997|282997	22.8613	LOC282997|282997	42.6945
LOC283050|283050	8.8179	LOC283050|283050	79.222
LOC283070|283070	71.1966	LOC283070|283070	211.1006
LOC283174|283174	21.8815	LOC283174|283174	122.8653
LOC283267|283267	86.2197	LOC283267|283267	201.1385
LOC283314|283314	38.5931	LOC283314|283314	111.3852
lowly_expressed	lowly_expressed	LOC283392|283392	182.5664
LOC283663|283663	9.1445	LOC283663|283663	35.5787
LOC283922|283922	68.9104	LOC283922|283922	100.5693
LOC284023|284023	158.3961	LOC284023|284023	95.351
LOC284232|284232	16.9827	LOC284232|284232	19.4497
LOC284233|284233	43.4364	LOC284233|284233	21.8216
LOC284276|284276	36.9046	LOC284276|284276	7.1157
LOC284440|284440	182.8903	LOC284440|284440	126.186
LOC284441|284441	65.9711	LOC284441|284441	59.7723
lowly_expressed	lowly_expressed	LOC284578|284578	22.7704
LOC284837|284837	79.0347	LOC284837|284837	50.75899999999999
LOC284900|284900	85.5077	LOC284900|284900	156.4991
LOC285033|285033	31.4931	LOC285033|285033	38.3065
LOC285074|285074	111.6937	LOC285074|285074	270.8729
LOC285359|285359	50.6214	LOC285359|285359	54.0797
lowly_expressed	lowly_expressed	LOC285419|285419	9.962
LOC285593|285593	10.4509	LOC285593|285593	17.0778
LOC285830|285830	11.865	LOC285830|285830	44.6063
lowly_expressed	lowly_expressed	LOC286002|286002	9.4877
LOC286367|286367	21.5549	LOC286367|286367	126.6603
lowly_expressed	lowly_expressed	LOC286467|286467	8.5389
LOC338651|338651	38.5376	LOC338651|338651	26.5892
LOC338758|338758	18.9422	LOC338758|338758	54.0797
LOC338799|338799	80.6677	LOC338799|338799	285.1044
LOC339047|339047	336.3875	LOC339047|339047	1618.5958
LOC339290|339290	597.0062	LOC339290|339290	835.3463
LOC339524|339524	19.922	LOC339524|339524	470.5882
LOC339535|339535	5.2254	lowly_expressed	lowly_expressed
LOC341056|341056	12.0838	lowly_expressed	lowly_expressed
LOC344595|344595	196.9336	LOC344595|344595	227.704
LOC344967|344967	8.1647	lowly_expressed	lowly_expressed
LOC348926|348926	116.9191	LOC348926|348926	43.6433
LOC349114|349114	117.2457	LOC349114|349114	107.685
LOC349196|349196	9.2817	LOC349196|349196	6.6603
LOC374443|374443	194.9741	LOC374443|374443	140.4175
LOC375190|375190	116.5926	LOC375190|375190	135.6736
LOC387646|387646	474.2084	LOC387646|387646	24.6679
LOC387647|387647	442.3724	LOC387647|387647	541.4184
LOC388152|388152	61.0723	LOC388152|388152	232.4478
LOC388242|388242	15.0231	LOC388242|388242	51.2334
LOC388588|388588	56.5	LOC388588|388588	16.129
LOC388692|388692	116.9191	LOC388692|388692	317.8368
LOC388789|388789	673.4282	LOC388789|388789	575.4269
LOC388796|388796	299.8094	LOC388796|388796	370.019
LOC388955|388955	322.0175	LOC388955|388955	257.1157
LOC389033|389033	153.1706	LOC389033|389033	34.1556
LOC389333|389333	16.0029	LOC389333|389333	17.0778
LOC389493|389493	39.844	LOC389493|389493	26.0911
lowly_expressed	lowly_expressed	LOC389634|389634	6.6414
lowly_expressed	lowly_expressed	LOC389705|389705	8.0645
lowly_expressed	lowly_expressed	LOC390595|390595	14.7059
LOC399744|399744	115.2862	LOC399744|399744	74.4782
LOC399815|399815	9.7977	lowly_expressed	lowly_expressed
LOC399959|399959	44.7428	LOC399959|399959	374.7628
LOC400027|400027	406.6043	LOC400027|400027	224.3833
LOC400043|400043	55.1937	LOC400043|400043	200.1898
LOC400657|400657	311.8933	LOC400657|400657	184.0607
LOC400752|400752	72.1763	LOC400752|400752	18.0266
lowly_expressed	lowly_expressed	LOC400759|400759	18.5009
LOC400927|400927	6.2052	LOC400927|400927	34.5398
LOC400931|400931	8.8179	LOC400931|400931	66.888
LOC401010|401010	38.211	LOC401010|401010	38.425
LOC401052|401052	91.4451	LOC401052|401052	195.9203
LOC401093|401093	39.083	LOC401093|401093	183.7713
LOC401397|401397	706.7403	LOC401397|401397	514.7059
LOC401431|401431	44.4423	LOC401431|401431	57.0351
LOC401588|401588	46.0492	LOC401588|401588	65.9393
LOC402377|402377	15.6763	LOC402377|402377	9.0133
LOC407835|407835	32.9856	LOC407835|407835	43.6433
lowly_expressed	lowly_expressed	LOC440173|440173	19.9241
LOC440354|440354	156.44299999999998	LOC440354|440354	204.8008
LOC440356|440356	18.6156	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC440461|440461	9.4877
LOC440905|440905	220.4481	LOC440905|440905	32.7324
LOC440925|440925	67.9307	lowly_expressed	lowly_expressed
LOC440944|440944	94.0579	LOC440944|440944	238.6148
LOC440957|440957	204.7718	LOC440957|440957	121.4421
LOC441046|441046	25.1474	LOC441046|441046	13.2827
LOC441089|441089	122.4712	LOC441089|441089	93.9279
LOC441177|441177	13.6319	lowly_expressed	lowly_expressed
LOC441204|441204	19.922	LOC441204|441204	83.9658
LOC441208|441208	62.0521	LOC441208|441208	48.8615
LOC441294|441294	39.844	LOC441294|441294	42.2201
LOC441455|441455	21.8815	LOC441455|441455	14.2315
lowly_expressed	lowly_expressed	LOC441666|441666	44.592
LOC441869|441869	251.1476	LOC441869|441869	306.926
lowly_expressed	lowly_expressed	LOC442421|442421	6.6414
LOC442454|442454	124.1041	LOC442454|442454	129.981
LOC493754|493754	468.983	LOC493754|493754	631.8786
LOC541471|541471	152.844	LOC541471|541471	211.1006
lowly_expressed	lowly_expressed	LOC541473|541473	10.2657
LOC550112|550112	331.4886	LOC550112|550112	238.1404
LOC550643|550643	480.087	LOC550643|550643	358.6338
lowly_expressed	lowly_expressed	LOC554202|554202	19.4497
lowly_expressed	lowly_expressed	LOC55908|55908	178.3681
lowly_expressed	lowly_expressed	LOC572558|572558	14.2315
LOC595101|595101	84.5868	LOC595101|595101	75.4269
LOC606724|606724	6.8584	LOC606724|606724	48.3871
lowly_expressed	lowly_expressed	LOC613037|613037	49.8102
lowly_expressed	lowly_expressed	LOC619207|619207	20.3985
LOC641298|641298	91.8403	LOC641298|641298	118.7713
LOC641367|641367	5.2254	LOC641367|641367	11.8596
LOC642587|642587	227.9597	LOC642587|642587	542.6945
LOC642826|642826	67.0195	LOC642826|642826	110.4744
LOC642846|642846	78.3816	LOC642846|642846	165.0854
LOC642852|642852	194.9741	LOC642852|642852	230.5503
lowly_expressed	lowly_expressed	LOC643008|643008	16.129
LOC643387|643387	43.763000000000005	LOC643387|643387	40.3226
LOC643719|643719	5.8786	LOC643719|643719	65.4649
LOC643837|643837	126.7168	LOC643837|643837	185.0095
lowly_expressed	lowly_expressed	LOC644165|644165	5.2182
LOC644172|644172	18.6156	LOC644172|644172	26.5655
LOC644538|644538	36.2515	LOC644538|644538	143.7381
LOC644936|644936	10.1243	LOC644936|644936	13.7571
LOC645166|645166	99.6099	LOC645166|645166	88.2353
LOC645332|645332	226.6533	LOC645332|645332	90.1328
LOC645431|645431	103.1469	LOC645431|645431	21.0674
LOC645676|645676	54.3511	LOC645676|645676	20.9013
LOC646214|646214	116.5926	LOC646214|646214	134.2505
LOC646471|646471	31.5322	LOC646471|646471	60.7448
LOC646762|646762	651.2201	LOC646762|646762	300.759
LOC646851|646851	58.133	LOC646851|646851	57.4004
LOC646999|646999	24.8208	LOC646999|646999	8.0645
LOC647121|647121	113.0001	LOC647121|647121	56.4516
LOC647946|647946	11.1041	lowly_expressed	lowly_expressed
LOC647979|647979	11473.0996	LOC647979|647979	10308.8235
lowly_expressed	lowly_expressed	LOC648740|648740	29.6964
LOC649330|649330	14.6965	LOC649330|649330	6.6414
LOC650368|650368	14.37	LOC650368|650368	65.4649
LOC650623|650623	9.4711	LOC650623|650623	94.4023
LOC651250|651250	1826.2902	LOC651250|651250	1727.704
LOC652276|652276	58.4596	LOC652276|652276	72.5806
LOC653113|653113	37.2312	LOC653113|653113	34.63
LOC653501|653501	492.4974	LOC653501|653501	217.2676
LOC653566|653566	2558.8311	LOC653566|653566	1254.2694
LOC653653|653653	57.4798	LOC653653|653653	101.0436
lowly_expressed	lowly_expressed	LOC653786|653786	7.5901
LOC654342|654342	144.0261	LOC654342|654342	375.2372
LOC654433|654433	101.5694	LOC654433|654433	166.5085
LOC678655|678655	280.5374	LOC678655|678655	316.7789
LOC723972|723972	9.4711	LOC723972|723972	7.5901
LOC727896|727896	21.2283	LOC727896|727896	20.3985
LOC728024|728024	48.0087	LOC728024|728024	24.6679
LOC728190|728190	176.0319	LOC728190|728190	203.9848
LOC728264|728264	8.8179	LOC728264|728264	2494.7818
LOC728323|728323	49.3151	LOC728323|728323	39.3738
LOC728392|728392	34.6185	LOC728392|728392	120.4934
LOC728554|728554	105.1619	LOC728554|728554	52.1822
LOC728606|728606	292.95099999999996	LOC728606|728606	9.0133
LOC728613|728613	282.5002	LOC728613|728613	142.315
LOC728640|728640	60.4191	LOC728640|728640	30.8349
LOC728643|728643	64.3382	LOC728643|728643	47.9127
LOC728723|728723	5.2254	LOC728723|728723	44.592
LOC728743|728743	117.2457	LOC728743|728743	135.6736
LOC728758|728758	52.9075	LOC728758|728758	36.5275
LOC728819|728819	17.6358	LOC728819|728819	23.7192
LOC728855|728855	163.5235	LOC728855|728855	190.1471
LOC728875|728875	93.5027	LOC728875|728875	53.68600000000001
lowly_expressed	lowly_expressed	LOC728989|728989	7.1157
LOC729020|729020	37.5578	LOC729020|729020	19.9241
LOC729082|729082	454.4464	LOC729082|729082	310.2989
LOC729156|729156	9.543	lowly_expressed	lowly_expressed
LOC729176|729176	42.7833	LOC729176|729176	40.797
LOC729234|729234	86.2197	LOC729234|729234	103.8899
LOC729375|729375	47.0289	LOC729375|729375	62.6186
LOC729603|729603	5.8786	LOC729603|729603	36.0531
LOC729678|729678	576.4963	LOC729678|729678	387.6708
LOC729799|729799	6.8584	LOC729799|729799	10.4364
LOC729991-MEF2B|4207	29.3114	LOC729991-MEF2B|4207	38.0408
LOC729991|729991	274.3256	LOC729991|729991	272.5522
LOC730101|730101	373.6187	LOC730101|730101	84.4402
LOC730668|730668	6.2052	lowly_expressed	lowly_expressed
LOC80054|80054	111.3671	LOC80054|80054	122.3909
LOC80154|80154	127.6966	LOC80154|80154	445.9203
LOC81691|81691	84.2602	LOC81691|81691	75.4269
lowly_expressed	lowly_expressed	LOC84740|84740	9.0465
LOC84989|84989	10.4541	LOC84989|84989	7.0541
LOC90110|90110	310.9135	LOC90110|90110	290.3226
lowly_expressed	lowly_expressed	LOC90246|90246	22.7704
lowly_expressed	lowly_expressed	LOC90586|90586	23.7192
LOC90784|90784	158.0695	LOC90784|90784	213.9469
LOC90834|90834	8.1647	LOC90834|90834	30.3605
LOC91316|91316	55.5007	LOC91316|91316	414.7011
LOC92249|92249	484.9859	LOC92249|92249	467.7419
LOC92659|92659	334.42800000000005	LOC92659|92659	57.4004
LOC92973|92973	20.2486	LOC92973|92973	70.2087
LOC93622|93622	438.9367	LOC93622|93622	191.6509
LOC96610|96610	2395.3696	LOC96610|96610	6438.9564
LOH12CR1|118426	137.8209	LOH12CR1|118426	101.9924
LOH12CR2|503693	63.0318	LOH12CR2|503693	35.1044
LOH3CR2A|29931	14.6965	LOH3CR2A|29931	120.4934
LONP1|9361	1291.9892	LONP1|9361	1269.4497
LONP2|83752	3926.9157	LONP2|83752	1768.9753
LONRF1|91694	485.639	LONRF1|91694	770.8729
LONRF2|164832	394.8471	LONRF2|164832	426.945
lowly_expressed	lowly_expressed	LONRF3|79836	47.4383
lowly_expressed	lowly_expressed	LOXHD1|125336	9.0133
LOXL1|4016	457.8789	LOXL1|4016	232.4478
LOXL2|4017	200.4967	LOXL2|4017	1184.981
LOXL3|84695	110.9262	LOXL3|84695	81.0911
LOXL4|84171	15.0231	LOXL4|84171	263.2827
LOX|4015	137.4943	LOX|4015	745.7306
LPAR1|1902	355.9829	LPAR1|1902	324.9526
LPAR2|9170	351.7372	LPAR2|9170	231.9734
LPAR5|57121	127.0434	LPAR5|57121	102.4668
LPAR6|10161	507.194	LPAR6|10161	1130.4554
LPCAT1|79888	1607.1484	LPCAT1|79888	991.9355
LPCAT2|54947	154.1504	LPCAT2|54947	1012.334
LPCAT3|10162	1175.0701	LPCAT3|10162	1457.3055
LPCAT4|254531	354.6765	LPCAT4|254531	494.3074
LPGAT1|9926	3176.4124	LPGAT1|9926	2141.3662
LPHN1|22859	533.3211	LPHN1|22859	1070.2087
LPHN2|23266	178.9712	LPHN2|23266	1444.0228
lowly_expressed	lowly_expressed	LPHN3|23284	243.3586
LPIN1|23175	452.0003	LPIN1|23175	841.0816
LPIN2|9663	462.1246	LPIN2|9663	1007.5901
LPIN3|64900	224.3672	LPIN3|64900	498.814
LPL|4023	142.0666	LPL|4023	22767.0778
lowly_expressed	lowly_expressed	LPPR1|54886	20.8729
LPPR2|64748	549.3240000000001	LPPR2|64748	384.2505
LPPR3|79948	51.9278	LPPR3|79948	85.389
LPPR4|9890	5.5520000000000005	LPPR4|9890	81.5939
LPP|4026	567.2865	LPP|4026	464.4213
LPXN|9404	233.5117	LPXN|9404	473.9089
LQK1|642946	138.4741	LQK1|642946	30.8349
LRAT|9227	81.6474	LRAT|9227	51.7078
LRBA|987	4341.3582	LRBA|987	2187.8558
LRCH1|23143	277.9279	LRCH1|23143	894.2125
LRCH2|57631	11.7572	LRCH2|57631	59.2979
LRCH3|84859	306.0146	LRCH3|84859	340.1328
LRCH4|4034	848.8069	LRCH4|4034	680.2657
LRDD|55367	173.7458	LRDD|55367	214.8956
LRFN1|57622	98.3035	LRFN1|57622	41.7457
LRFN3|79414	273.6823	LRFN3|79414	123.814
LRFN4|78999	362.8413	LRFN4|78999	203.0361
lowly_expressed	lowly_expressed	LRFN5|145581	22.7704
LRG1|116844	29.0665	LRG1|116844	317.8368
LRGUK|136332	54.5405	LRGUK|136332	8.0645
LRIG1|26018	10126.5111	LRIG1|26018	5350.0901
LRIG2|9860	275.3152	LRIG2|9860	290.797
LRIG3|121227	46.7023	LRIG3|121227	855.3131
LRIT3|345193	6.8584	lowly_expressed	lowly_expressed
LRMP|4033	42.7833	LRMP|4033	169.8292
LRP10|26020	5557.2519999999995	LRP10|26020	4002.8463
LRP11|84918	973.2376	LRP11|84918	860.0569
LRP12|29967	158.0695	LRP12|29967	390.4175
lowly_expressed	lowly_expressed	LRP1B|53353	74.9526
LRP1|4035	1994.4839	LRP1|4035	22206.8311
LRP2BP|55805	46.0492	LRP2BP|55805	61.1954
LRP2|4036	32702.0897	LRP2|4036	2148.0076
LRP3|4037	519.2745	LRP3|4037	875.0996
LRP4|4038	28.4133	LRP4|4038	225.1044
LRP5L|91355	110.0608	LRP5L|91355	106.2619
LRP5|4041	7143.4987	LRP5|4041	3219.1651
LRP6|4040	987.2810000000001	LRP6|4040	1296.0152
LRP8|7804	58.4596	LRP8|7804	42.6945
LRPAP1|4043	2421.0102	LRPAP1|4043	2040.3226
LRPPRC|10128	4333.52	LRPPRC|10128	2970.5882
LRRC10B|390205	74.1359	LRRC10B|390205	27.9886
LRRC14B|389257	67.2775	lowly_expressed	lowly_expressed
LRRC14|9684	459.4041	LRRC14|9684	502.481
LRRC15|131578	822.6797	LRRC15|131578	36.0531
LRRC16A|55604	552.2633	LRRC16A|55604	576.8501
LRRC16B|90668	228.2863	LRRC16B|90668	10.9108
LRRC17|10234	79.3613	LRRC17|10234	59.2979
LRRC1|55227	1232.5499	LRRC1|55227	572.5806
LRRC20|55222	153.8238	LRRC20|55222	126.186
LRRC23|10233	397.1332	LRRC23|10233	195.9203
LRRC24|441381	10.8852	LRRC24|441381	5.1091
LRRC25|126364	90.4654	LRRC25|126364	165.5598
LRRC26|389816	165.9076	LRRC26|389816	10.4364
LRRC27|80313	377.2014	LRRC27|80313	180.74
LRRC28|123355	86.2197	LRRC28|123355	193.5484
LRRC29|26231	110.7139	LRRC29|26231	55.5028
lowly_expressed	lowly_expressed	LRRC2|79442	31.3093
LRRC31|79782	535.2807	LRRC31|79782	20.3985
LRRC32|2615	187.136	LRRC32|2615	2396.1101
LRRC33|375387	94.711	LRRC33|375387	230.5503
LRRC34|151827	37.8844	LRRC34|151827	64.5161
LRRC36|55282	5.2254	lowly_expressed	lowly_expressed
LRRC37A2|474170	211.6596	LRRC37A2|474170	177.46200000000002
LRRC37A3|374819	177.9914	LRRC37A3|374819	101.9924
LRRC37A4|55073	66.9509	LRRC37A4|55073	152.704
LRRC37A|9884	732.8675	LRRC37A|9884	601.9924
LRRC37B2|147172	688.1247	LRRC37B2|147172	443.5484
LRRC37B|114659	184.8498	LRRC37B|114659	138.5199
lowly_expressed	lowly_expressed	LRRC39|127495	13.0693
lowly_expressed	lowly_expressed	LRRC3B|116135	17.5522
lowly_expressed	lowly_expressed	LRRC3|81543	45.5408
LRRC40|55631	332.1418	LRRC40|55631	339.1841
LRRC41|10489	2643.7444	LRRC41|10489	1768.9753
LRRC42|115353	920.6566	LRRC42|115353	452.0873
LRRC43|254050	67.9307	LRRC43|254050	13.2827
LRRC45|201255	407.5841	LRRC45|201255	140.4175
LRRC46|90506	303.7285	LRRC46|90506	13.7571
LRRC47|57470	1185.8476	LRRC47|57470	970.5882
LRRC48|83450	190.3496	LRRC48|83450	77.3245
LRRC49|54839	90.1388	LRRC49|54839	95.351
lowly_expressed	lowly_expressed	LRRC4B|94030	18.9753
LRRC4C|57689	30.3729	LRRC4C|57689	260.9108
LRRC4|64101	51.9278	LRRC4|64101	42.6945
LRRC50|123872	126.0637	LRRC50|123872	12.334000000000001
LRRC55|219527	13.3902	LRRC55|219527	14.7059
LRRC56|115399	251.4741	LRRC56|115399	65.9393
LRRC57|255252	477.8009	LRRC57|255252	320.2087
LRRC58|116064	1752.8074	LRRC58|116064	1174.5731
LRRC59|55379	3645.9342	LRRC59|55379	2124.0085
LRRC61|65999	351.7372	LRRC61|65999	252.3719
