gene_id	TCGA-E9-A1N6-01A-11R-A144-07	gene_id	TCGA-E9-A1N6-11A-32R-A144-07
ALKBH7|84266	350.1188	ALKBH7|84266	358.9028
ALKBH8|91801	147.2684	ALKBH8|91801	258.4844
lowly_expressed	lowly_expressed	ALK|238	19.0609
ALMS1|7840	826.6033	ALMS1|7840	782.8917
ALOX12P2|245	11.4014	ALOX12P2|245	23.7099
ALOX15B|247	71.2589	ALOX15B|247	317.9916
ALOX15|246	28.0285	ALOX15|246	5.5788
ALOX5AP|241	243.7055	ALOX5AP|241	338.9121
ALOX5|240	282.1853	ALOX5|240	516.504
ALOXE3|59344	43.2304	ALOXE3|59344	14.4119
ALPK1|80216	277.9097	ALPK1|80216	688.5169999999999
ALPK2|115701	118.7648	lowly_expressed	lowly_expressed
ALPK3|57538	149.6437	ALPK3|57538	147.8382
ALPL|249	246.0808	ALPL|249	1176.662
ALS2CL|259173	127.3159	ALS2CL|259173	521.153
ALS2CR11|151254	16.152	ALS2CR11|151254	7.4384
ALS2CR12|130540	9.5012	ALS2CR12|130540	7.9033
ALS2CR4|65062	621.3777	ALS2CR4|65062	1152.9521
ALS2CR8|79800	70.3088	ALS2CR8|79800	258.4844
ALS2|57679	585.7482	ALS2|57679	725.2441
lowly_expressed	lowly_expressed	ALX1|8092	6.5086
ALX3|257	6.6508	ALX3|257	19.5258
lowly_expressed	lowly_expressed	ALX4|60529	17.2013
AMACR|23600	417.5772	AMACR|23600	137.6104
AMBRA1|55626	1058.4323	AMBRA1|55626	1088.3310000000001
AMD1|262	2051.6675	AMD1|262	2674.57
lowly_expressed	lowly_expressed	AMDHD1|144193	18.1311
AMDHD2|51005	347.4014	AMDHD2|51005	196.6016
AMFR|267	5567.2209	AMFR|267	3101.8131
AMH|268	24.7031	lowly_expressed	lowly_expressed
AMICA1|120425	35.1544	AMICA1|120425	304.0446
AMIGO1|57463	50.3563	AMIGO1|57463	150.1627
AMIGO2|347902	719.715	AMIGO2|347902	2659.6932
AMIGO3|386724	127.3159	AMIGO3|386724	51.138999999999996
AMMECR1L|83607	844.6556	AMMECR1L|83607	1143.1892
AMMECR1|9949	1023.2779	AMMECR1|9949	211.9944
AMN1|196394	166.2708	AMN1|196394	185.96
AMOTL1|154810	899.2874	AMOTL1|154810	2423.0589999999997
AMOTL2|51421	1300.2375	AMOTL2|51421	4741.5156
AMOT|154796	333.9667	AMOT|154796	1317.9916
lowly_expressed	lowly_expressed	AMPD1|270	86.4714
AMPD2|271	742.0428	AMPD2|271	724.3143
AMPD3|272	351.0689	AMPD3|272	311.0181
AMPH|273	648.9311	AMPH|273	103.6727
AMT|275	32.304	AMT|275	202.6546
lowly_expressed	lowly_expressed	AMY1A|276	10.2278
AMY2B|280	35.9857	AMY2B|280	327.4523
AMZ1|155185	625.1781	AMZ1|155185	16.2715
AMZ2P1|201283	123.9905	AMZ2P1|201283	179.4514
AMZ2|51321	3324.4656	AMZ2|51321	1012.5523
ANAPC10|10393	102.6128	ANAPC10|10393	138.5402
ANAPC11|51529	982.8979	ANAPC11|51529	509.5305
ANAPC13|25847	861.1591	ANAPC13|25847	844.3887
ANAPC16|119504	1651.7815	ANAPC16|119504	2316.132
ANAPC1|64682	612.3515	ANAPC1|64682	874.0121
ANAPC2|29882	924.9406	ANAPC2|29882	673.1753
ANAPC4|29945	361.5202	ANAPC4|29945	617.3873
ANAPC5|51433	2469.3587	ANAPC5|51433	2683.868
ANAPC7|51434	1575.7720000000002	ANAPC7|51434	889.8187
ANGEL1|23357	222.3278	ANGEL1|23357	698.7448
ANGEL2|90806	630.8789	ANGEL2|90806	630.4045
ANGPT1|284	73.1591	ANGPT1|284	511.855
ANGPT2|285	444.1805	ANGPT2|285	332.8684
lowly_expressed	lowly_expressed	ANGPT4|51378	26.4993
ANGPTL1|9068	12.3515	ANGPTL1|9068	427.2431
ANGPTL2|23452	3002.8504	ANGPTL2|23452	4334.2631
ANGPTL4|51129	145.3682	ANGPTL4|51129	2467.2245
lowly_expressed	lowly_expressed	ANGPTL7|10218	75.7787
ANG|283	88.2613	ANG|283	388.76800000000003
lowly_expressed	lowly_expressed	ANK1|286	13.947000000000001
ANK2|287	76.9596	ANK2|287	1128.3124
ANK3|288	498.8124	ANK3|288	1113.9005
ANKAR|150709	18.0523	ANKAR|150709	52.5337
ANKDD1A|348094	51.7815	ANKDD1A|348094	254.3003
ANKFY1|51479	1673.6342	ANKFY1|51479	2104.6025
ANKHD1-EIF4EBP3|404734	1522.7173	ANKHD1-EIF4EBP3|404734	1224.7745
ANKHD1|54882	1511.3682	ANKHD1|54882	2543.2078
ANKH|56172	2394.2993	ANKH|56172	1483.496
ANKIB1|54467	1275.0594	ANKIB1|54467	1227.8010000000002
ANKK1|255239	11.8765	ANKK1|255239	37.6569
ANKLE1|126549	10.4513	ANKLE1|126549	23.245
ANKLE2|23141	1562.9454	ANKLE2|23141	1874.0121
ANKMY1|51281	235.6295	ANKMY1|51281	302.6499
ANKMY2|57037	352.019	ANKMY2|57037	547.6523
ANKRA2|57763	332.5416	ANKRA2|57763	258.4844
ANKRD10|55608	1220.4276	ANKRD10|55608	1410.0418
ANKRD11|29123	2666.9406	ANKRD11|29123	2854.7792
ANKRD12|23253	859.8575	ANKRD12|23253	1308.6936
ANKRD13A|88455	1063.1829	ANKRD13A|88455	1433.2868
ANKRD13B|124930	846.0808	ANKRD13B|124930	141.3296
ANKRD13C|81573	723.0404	ANKRD13C|81573	619.2469
ANKRD13D|338692	779.5724	ANKRD13D|338692	417.0153
ANKRD16|54522	199.0499	ANKRD16|54522	173.4077
ANKRD17|26057	2518.7648	ANKRD17|26057	3511.3901
ANKRD19|138649	47.0309	ANKRD19|138649	17.2013
lowly_expressed	lowly_expressed	ANKRD20A3|441425	15.8066
lowly_expressed	lowly_expressed	ANKRD20A4|728747	6.0437
lowly_expressed	lowly_expressed	ANKRD20B|729171	5.1139
ANKRD22|118932	102.6128	ANKRD22|118932	43.7006
ANKRD23|200539	43.7055	ANKRD23|200539	40.9112
lowly_expressed	lowly_expressed	ANKRD24|170961	33.4728
ANKRD26|22852	196.1995	ANKRD26|22852	253.8354
ANKRD27|84079	634.2043	ANKRD27|84079	826.5923
ANKRD28|23243	664.6081	ANKRD28|23243	1284.0539
ANKRD29|147463	75.0594	ANKRD29|147463	264.5281
ANKRD30A|91074	2001.4252	ANKRD30A|91074	303.5797
ANKRD30B|374860	16.6271	ANKRD30B|374860	16.2715
ANKRD32|84250	269.8337	ANKRD32|84250	159.4607
ANKRD34A|284615	7.601	ANKRD34A|284615	14.8768
ANKRD35|148741	27.0784	ANKRD35|148741	178.9865
ANKRD36BP1|84832	85.5107	ANKRD36BP1|84832	125.0581
ANKRD36B|57730	14.7268	ANKRD36B|57730	77.1734
ANKRD36|375248	72.6841	ANKRD36|375248	221.7573
ANKRD37|353322	85.1639	ANKRD37|353322	157.1223
ANKRD39|51239	195.2494	ANKRD39|51239	92.5151
ANKRD40|91369	652.7316	ANKRD40|91369	2239.4235
ANKRD42|338699	352.9691	ANKRD42|338699	289.1678
ANKRD43|134548	202.3753	ANKRD43|134548	24.1748
ANKRD44|91526	38.0048	ANKRD44|91526	108.7866
lowly_expressed	lowly_expressed	ANKRD45|339416	6.9735
ANKRD46|157567	492.7648	ANKRD46|157567	501.7527
ANKRD49|54851	339.1924	ANKRD49|54851	238.4937
ANKRD50|57182	1712.114	ANKRD50|57182	987.4477
ANKRD52|283373	2608.5511	ANKRD52|283373	1328.6843
ANKRD53|79998	7.601	ANKRD53|79998	86.0065
ANKRD54|129138	708.7886	ANKRD54|129138	328.6843
ANKRD56|345079	31.829	ANKRD56|345079	79.9628
ANKRD57|65124	1638.9549	ANKRD57|65124	731.7527
ANKRD58|347454	15.2019	ANKRD58|347454	11.1576
ANKRD5|63926	487.4109	ANKRD5|63926	150.1627
ANKRD6|22881	187.2399	ANKRD6|22881	310.1255
ANKRD9|122416	101.1876	ANKRD9|122416	26.0344
ANKS1A|23294	784.323	ANKS1A|23294	1371.92
ANKS1B|56899	70.7838	ANKS1B|56899	104.6025
ANKS3|124401	219.0024	ANKS3|124401	211.5295
ANKS6|203286	84.0855	ANKS6|203286	284.9837
ANKZF1|55139	392.8741	ANKZF1|55139	705.2534
ANLN|54443	1487.886	ANLN|54443	96.2343
ANO10|55129	1207.601	ANO10|55129	801.4877
ANO1|55107	3166.7458	ANO1|55107	6460.251
ANO2|57101	8.076	ANO2|57101	59.9721
ANO3|63982	279.81	ANO3|63982	93.4449
lowly_expressed	lowly_expressed	ANO4|121601	7.4384
lowly_expressed	lowly_expressed	ANO5|203859	41.841
ANO6|196527	3003.3254	ANO6|196527	4403.9981
ANO7|50636	12.8266	ANO7|50636	11.6225
ANO8|57719	415.2019	ANO8|57719	324.5002
ANO9|338440	106.8884	ANO9|338440	131.5667
ANP32A|8125	2028.0285	ANP32A|8125	2111.576
ANP32B|10541	2922.5653	ANP32B|10541	3148.768
ANP32E|81611	1068.8836	ANP32E|81611	1110.6462
ANPEP|290	1005.7007	ANPEP|290	6417.4802
ANTXR1|84168	12176.7221	ANTXR1|84168	3630.4045
ANTXR2|118429	1156.7696	ANTXR2|118429	2052.9986
lowly_expressed	lowly_expressed	ANTXRL|195977	5.1139
ANUBL1|93550	138.2423	ANUBL1|93550	233.3798
ANXA11|311	3263.658	ANXA11|311	4378.4286
ANXA1|301	3579.5724	ANXA1|301	16730.358
ANXA2P1|303	89.7862	ANXA2P1|303	51.6039
ANXA2P2|304	7392.399	ANXA2P2|304	4765.6904
ANXA2P3|305	14.2518	ANXA2P3|305	8.8331
ANXA2|302	18922.0903	ANXA2|302	12488.145
ANXA3|306	203.8005	ANXA3|306	1059.5072
ANXA4|307	1704.0379999999998	ANXA4|307	1237.099
ANXA5|308	8133.9667	ANXA5|308	8178.5216
ANXA6|309	3495.4869	ANXA6|309	6627.1502
ANXA7|310	3609.5012	ANXA7|310	3012.5523
lowly_expressed	lowly_expressed	ANXA8L2|244	949.7908
lowly_expressed	lowly_expressed	ANXA8|653145	2096.239
ANXA9|8416	172.4466	ANXA9|8416	105.5323
AOAH|313	91.2114	AOAH|313	203.6262
AOC2|314	13.7767	AOC2|314	105.0674
AOC3|8639	335.86699999999996	AOC3|8639	9810.3208
AOX1|316	19.0024	AOX1|316	1644.8164
AP1AR|55435	585.7482	AP1AR|55435	437.006
AP1B1|162	5779.5724	AP1B1|162	3137.6104
AP1G1|164	3800.9501	AP1G1|164	2406.3226
AP1G2|8906	724.6508	AP1G2|8906	972.9056
AP1M1|8907	1047.0309	AP1M1|8907	970.2464
AP1M2|10053	1906.4133	AP1M2|10053	697.3501
AP1S1|1174	979.5724	AP1S1|1174	433.2868
AP1S2|8905	370.5463	AP1S2|8905	447.6987
AP1S3|130340	200.9501	AP1S3|130340	130.6369
AP2A1|160	2462.6271	AP2A1|160	1626.4249
AP2A2|161	1495.9620000000002	AP2A2|161	1763.8308
AP2B1|163	5212.8266	AP2B1|163	5610.8787
AP2M1|1173	8559.62	AP2M1|1173	4845.1883
AP2S1|1175	1822.3278	AP2S1|1175	689.9117
AP3B1|8546	1796.6746	AP3B1|8546	1209.205
AP3B2|8120	20.9026	AP3B2|8120	114.3654
AP3D1|8943	4516.3895	AP3D1|8943	2973.9656
AP3M1|26985	2332.5416	AP3M1|26985	1327.7545
AP3M2|10947	747.7435	AP3M2|10947	516.9689
AP3S1|1176	2527.3159	AP3S1|1176	800.5579
AP3S2|10239	1371.9620000000002	AP3S2|10239	1759.9349
AP4B1|10717	262.8741	AP4B1|10717	401.0321
AP4E1|23431	331.5914	AP4E1|23431	407.7173
AP4M1|9179	733.6485	AP4M1|9179	304.8907
AP4S1|11154	37.5297	AP4S1|11154	84.1469
APAF1|317	580.0475	APAF1|317	553.696
APBA1|320	79.81	APBA1|320	395.6299
APBA2|321	210.4513	APBA2|321	103.2078
APBA3|9546	187.6485	APBA3|9546	158.9958
APBB1IP|54518	268.4086	APBB1IP|54518	717.8057
APBB1|322	214.2518	APBB1|322	867.5035
APBB2|323	4022.8029	APBB2|323	1978.1497
APBB3|10307	195.7245	APBB3|10307	321.7108
APC2|10297	12.4228	lowly_expressed	lowly_expressed
APCDD1L|164284	47.981	APCDD1L|164284	1162.2501
APCDD1|147495	634.6793	APCDD1|147495	3162.715
APC|324	993.3492	APC|324	1078.1032
APEH|327	2244.1805	APEH|327	1234.3096
APEX1|328	2489.7862	APEX1|328	2588.0986
APEX2|27301	721.6152	APEX2|27301	405.8577
APH1A|51107	5180.0475	APH1A|51107	3528.1265
APH1B|83464	163.4204	APH1B|83464	518.3636
API5|8539	2525.4157	API5|8539	2442.5848
APIP|51074	527.5914	APIP|51074	354.9977
APITD1|378708	286.9549	APITD1|378708	129.3724
APLF|200558	103.5629	APLF|200558	101.3482
APLNR|187	455.5819	APLNR|187	798.6983
APLN|8862	567.696	APLN|8862	198.0474
APLP1|333	326.3658	APLP1|333	35.7973
APLP2|334	26488.361	APLP2|334	14877.2664
APOA1BP|128240	4835.6295	APOA1BP|128240	941.4226
APOB48R|55911	345.3682	APOB48R|55911	264.0632
APOBEC3A|200315	23.7435	APOBEC3A|200315	5.5788
APOBEC3B|9582	415.6865	APOBEC3B|9582	105.9972
APOBEC3C|27350	127.3159	APOBEC3C|27350	397.9544
APOBEC3D|140564	39.905	APOBEC3D|140564	91.5853
APOBEC3F|200316	120.19	APOBEC3F|200316	213.3891
APOBEC3G|60489	139.6675	APOBEC3G|60489	279.8698
lowly_expressed	lowly_expressed	APOBEC3H|164668	5.1139
lowly_expressed	lowly_expressed	APOB|338	161.7852
APOC1|341	1607.601	APOC1|341	1322.1757
APOC2|344	268.4086	APOC2|344	184.1004
APOD|347	2689.3112	APOD|347	22418.41
APOE|348	5543.4679	APOE|348	2859.1353
APOL1|8542	1006.6508	APOL1|8542	1210.5997
APOL2|23780	1092.1615	APOL2|23780	603.9052
APOL3|80833	219.9525	APOL3|80833	1134.3561
APOL4|80832	251.7815	APOL4|80832	316.132
APOL6|80830	1074.5843	APOL6|80830	2887.4942
APOLD1|81575	291.6865	APOLD1|81575	3649.9303
APOM|55937	20.9026	APOM|55937	39.5165
APOOL|139322	250.3563	APOOL|139322	201.3017
APOO|79135	308.3135	APOO|79135	110.6462
APPBP2|10513	835.6295	APPBP2|10513	1377.4988
APPL1|26060	1586.6983	APPL1|26060	1839.1446
APPL2|55198	1244.6556	APPL2|55198	1337.5174
APP|351	20851.7815	APP|351	28279.4049
APRT|353	2198.0998	APRT|353	1142.2594
APTX|54840	738.2423	APTX|54840	446.7689
AQP11|282679	17.1021	AQP11|282679	12.0874
AQP1|358	1620.9026	AQP1|358	10923.2032
lowly_expressed	lowly_expressed	AQP2|359	6.0437
AQP3|360	3119.2399	AQP3|360	684.7978
lowly_expressed	lowly_expressed	AQP4|361	48.3496
lowly_expressed	lowly_expressed	AQP5|362	647.1409
lowly_expressed	lowly_expressed	AQP6|363	31.6132
lowly_expressed	lowly_expressed	AQP7P1|375719	158.5309
lowly_expressed	lowly_expressed	AQP7P3|441432	17.6662
lowly_expressed	lowly_expressed	AQP7|364	1147.3733
AQP9|366	148.6936	AQP9|366	11.6225
AQPEP|206338	7.1259	AQPEP|206338	173.3659
AQR|9716	1122.0903	AQR|9716	1155.2766
ARAF|369	779.5724	ARAF|369	1133.4263
ARAP1|116985	1874.0998	ARAP1|116985	2436.0298
ARAP2|116984	400.9501	ARAP2|116984	473.2682
ARAP3|64411	185.2732	ARAP3|64411	641.0972
ARCN1|372	7205.7007	ARCN1|372	4654.5793
ARC|23237	21.3777	ARC|23237	146.9084
AREG|374	64.6081	AREG|374	1058.1125
ARF1|375	16568.171000000002	ARF1|375	7119.9442
ARF3|377	5950.1188	ARF3|377	3998.6053
ARF4|378	7491.6865	ARF4|378	4059.5072
ARF5|381	2569.0499	ARF5|381	1584.3794
ARF6|382	4463.1829	ARF6|382	3655.5091
ARFGAP1|55738	1909.2637	ARFGAP1|55738	977.6848
ARFGAP2|84364	2304.9881	ARFGAP2|84364	1976.2901
ARFGAP3|26286	1532.0665	ARFGAP3|26286	1544.398
ARFGEF1|10565	3267.715	ARFGEF1|10565	1776.9177
ARFGEF2|10564	1763.4204	ARFGEF2|10564	2227.801
ARFIP1|27236	1031.3539	ARFIP1|27236	1013.4821
ARFIP2|23647	2118.7648	ARFIP2|23647	1165.5044
ARFRP1|10139	622.3278	ARFRP1|10139	579.7304
ARG2|384	85.75299999999999	ARG2|384	245.80200000000002
ARGLU1|55082	834.6793	ARGLU1|55082	2198.0474
ARHGAP10|79658	222.8029	ARHGAP10|79658	699.2097
ARHGAP11A|9824	542.0428	ARHGAP11A|9824	94.3747
ARHGAP11B|89839	32.304	ARHGAP11B|89839	7.4384
ARHGAP12|94134	749.6437	ARHGAP12|94134	1049.2794
ARHGAP15|55843	32.304	ARHGAP15|55843	94.8396
ARHGAP17|55114	1479.3349	ARHGAP17|55114	1280.7996
ARHGAP18|93663	561.5202	ARHGAP18|93663	724.7792
ARHGAP19|84986	209.9762	ARHGAP19|84986	899.1167
ARHGAP1|392	4889.7862	ARHGAP1|392	2913.5286
ARHGAP20|57569	55.5819	ARHGAP20|57569	361.2273
ARHGAP21|57584	1593.8242	ARHGAP21|57584	3245.9321
ARHGAP22|58504	72.209	ARHGAP22|58504	82.7522
ARHGAP23|57636	1313.0641	ARHGAP23|57636	1079.9628
ARHGAP24|83478	246.0808	ARHGAP24|83478	391.4458
ARHGAP25|9938	197.1496	ARHGAP25|9938	473.2682
ARHGAP26|23092	281.7102	ARHGAP26|23092	1370.0604
ARHGAP27|201176	274.1093	ARHGAP27|201176	761.0414
ARHGAP28|79822	293.1116	ARHGAP28|79822	182.2408
ARHGAP29|9411	1214.7268	ARHGAP29|9411	3104.1376
ARHGAP30|257106	512.5891	ARHGAP30|257106	916.318
ARHGAP31|57514	854.6318	ARHGAP31|57514	1421.6643
ARHGAP32|9743	1993.8242	ARHGAP32|9743	1175.7322
ARHGAP33|115703	279.3349	ARHGAP33|115703	195.25799999999998
lowly_expressed	lowly_expressed	ARHGAP36|158763	38.1218
ARHGAP39|80728	650.3563	ARHGAP39|80728	151.5574
ARHGAP42|143872	207.5582	ARHGAP42|143872	173.4077
ARHGAP4|393	276.0095	ARHGAP4|393	516.0391
ARHGAP5|394	1915.4394	ARHGAP5|394	2779.1725
ARHGAP6|395	38.4798	ARHGAP6|395	176.662
ARHGAP8|23779	425.1829	ARHGAP8|23779	269.7443
ARHGAP9|64333	80.7601	ARHGAP9|64333	185.4951
ARHGDIA|396	7725.8907	ARHGDIA|396	4250.5811
ARHGDIB|397	2545.8432	ARHGDIB|397	2888.8889
ARHGDIG|398	12.8836	ARHGDIG|398	20.6044
ARHGEF10L|55160	844.1805	ARHGEF10L|55160	1241.2831
ARHGEF10|9639	397.1496	ARHGEF10|9639	1205.0209
ARHGEF11|9826	1805.2257	ARHGEF11|9826	1417.9451
ARHGEF12|23365	4365.3207	ARHGEF12|23365	4854.9512
ARHGEF15|22899	149.6437	ARHGEF15|22899	1009.298
ARHGEF16|27237	438.9549	ARHGEF16|27237	207.8103
ARHGEF17|9828	1333.0166	ARHGEF17|9828	1966.9921
ARHGEF18|23370	915.4394	ARHGEF18|23370	913.9935
ARHGEF19|128272	377.6722	ARHGEF19|128272	370.9902
ARHGEF1|9138	967.696	ARHGEF1|9138	1631.7992
ARHGEF2|9181	1601.9002	ARHGEF2|9181	1995.351
ARHGEF33|100271715	8.076	ARHGEF33|100271715	13.4821
ARHGEF35|445328	537.2922	ARHGEF35|445328	851.6969
ARHGEF37|389337	1378.6223	ARHGEF37|389337	1758.7169
ARHGEF38|54848	20.4276	ARHGEF38|54848	39.5165
ARHGEF3|50650	540.1425	ARHGEF3|50650	838.2148
ARHGEF4|50649	49.8812	ARHGEF4|50649	223.15200000000002
ARHGEF5|7984	403.3254	ARHGEF5|7984	1038.1218
ARHGEF6|9459	292.1615	ARHGEF6|9459	3304.5095
ARHGEF7|8874	1095.962	ARHGEF7|8874	1778.7076
ARHGEF9|23229	231.829	ARHGEF9|23229	710.8322
ARID1A|8289	3291.2114	ARID1A|8289	3056.2529
ARID1B|57492	1778.1473	ARID1B|57492	2473.7331
ARID2|196528	1074.1093	ARID2|196528	887.4942
ARID3A|1820	78.8599	ARID3A|1820	41.841
ARID3B|10620	55.1069	ARID3B|10620	129.7071
ARID4A|5926	288.361	ARID4A|5926	933.5193
ARID4B|51742	2741.9905	ARID4B|51742	1429.5676
ARID5A|10865	556.7696	ARID5A|10865	3221.7573
ARID5B|84159	1598.5748	ARID5B|84159	4801.4877
ARIH1|25820	1584.3229999999999	ARIH1|25820	2161.7852
ARIH2|10425	999.4822	ARIH2|10425	1741.0507
ARL10|285598	28.0285	ARL10|285598	44.1655
ARL11|115761	55.1069	ARL11|115761	38.1218
ARL13B|200894	247.5059	ARL13B|200894	360.7624
ARL15|54622	426.1283	ARL15|54622	423.059
ARL16|339231	378.1473	ARL16|339231	398.8842
ARL17A|51326	33.905	ARL17A|51326	58.5123
ARL1|400	2514.9644	ARL1|400	1890.2836
ARL2BP|23568	2155.3444	ARL2BP|23568	1344.9558
ARL2|402	624.2280000000001	ARL2|402	811.2506
ARL3|403	874.1093	ARL3|403	520.2232
ARL4A|10124	114.9644	ARL4A|10124	618.7819999999999
ARL4C|10123	1116.3895	ARL4C|10123	4954.4398
ARL4D|379	85.0356	ARL4D|379	145.9786
ARL5A|26225	761.9952	ARL5A|26225	903.3008
ARL5B|221079	283.6105	ARL5B|221079	259.8791
ARL6IP1|23204	9873.1591	ARL6IP1|23204	3821.0135
ARL6IP4|51329	2040.8551	ARL6IP4|51329	1619.2469
ARL6IP5|10550	2287.4109	ARL6IP5|10550	3878.6611
ARL6IP6|151188	256.5321	ARL6IP6|151188	285.9135
ARL6|84100	60.3325	ARL6|84100	57.6476
ARL8A|127829	1595.2494	ARL8A|127829	1168.7587
ARL8B|55207	1827.0784	ARL8B|55207	2005.5788
ARL9|132946	10.9264	ARL9|132946	7.4384
ARMC10|83787	817.0736	ARMC10|83787	633.5704
ARMC1|55156	1262.7078	ARMC1|55156	668.9912
ARMC2|84071	31.3539	ARMC2|84071	47.8847
ARMC3|219681	50.8314	lowly_expressed	lowly_expressed
ARMC5|79798	276.0095	ARMC5|79798	286.3784
ARMC6|93436	559.1069	ARMC6|93436	482.1013
ARMC7|79637	196.1995	ARMC7|79637	265.4579
ARMC8|25852	499.7625	ARMC8|25852	787.5407
ARMC9|80210	528.266	ARMC9|80210	208.7401
ARMCX1|51309	968.6461	ARMCX1|51309	770.3394
ARMCX2|9823	715.9145	ARMCX2|9823	802.4175
ARMCX3|51566	2729.6912	ARMCX3|51566	1842.3989
ARMCX5|64860	234.6793	ARMCX5|64860	381.218
ARMCX6|54470	395.2494	ARMCX6|54470	259.4142
ARNT2|9915	368.171	ARNT2|9915	471.8735
ARNTL2|56938	95.0119	ARNTL2|56938	45.0953
ARNTL|406	213.3017	ARNTL|406	280.3347
ARNT|405	1202.8504	ARNT|405	1821.9433
ARPC1A|10552	2380.2328	ARPC1A|10552	1843.1613
ARPC1B|10095	3840.1948	ARPC1B|10095	1569.6699
ARPC2|10109	6070.3088	ARPC2|10109	3339.8419
ARPC3|10094	5098.3373	ARPC3|10094	2305.9042
ARPC4|10093	3895.0831	ARPC4|10093	2590.9205
ARPC5L|81873	1187.6485	ARPC5L|81873	529.9861
ARPC5|10092	4023.2779	ARPC5|10092	2697.3501
ARPM1|84517	35.6295	ARPM1|84517	37.192
ARPP19|10776	3614.7268	ARPP19|10776	3801.0228
ARPP21|10777	57.0071	lowly_expressed	lowly_expressed
ARRB1|408	251.3064	ARRB1|408	881.9154
ARRB2|409	511.639	ARRB2|409	695.0256
ARRDC1|92714	1399.5249	ARRDC1|92714	620.1767
ARRDC2|27106	348.6936	ARRDC2|27106	1301.7201
ARRDC3|57561	922.5653	ARRDC3|57561	8094.8396
ARRDC4|91947	374.3468	ARRDC4|91947	832.6360000000001
ARSA|410	795.2494	ARSA|410	613.6681
ARSB|411	605.7007	ARSB|411	237.5639
ARSD|414	2031.3539	ARSD|414	2040.9112
ARSE|415	116.3895	ARSE|415	41.841
ARSG|22901	183.84799999999998	ARSG|22901	87.4012
lowly_expressed	lowly_expressed	ARSH|347527	5.1139
ARSI|340075	209.0261	ARSI|340075	39.5165
ARSJ|79642	154.3943	ARSJ|79642	122.7336
ARSK|153642	115.4394	ARSK|153642	159.9256
lowly_expressed	lowly_expressed	ART4|420	16.2715
ART5|116969	8.076	ART5|116969	17.6662
ARTN|9048	83.1354	ARTN|9048	6.9735
ARV1|64801	427.5534	ARV1|64801	290.5625
ARVCF|421	905.9382	ARVCF|421	491.3993
ARX|170302	5.2257	ARX|170302	5.1139
AR|367	1309.2637	AR|367	394.2352
AS3MT|57412	61.2827	AS3MT|57412	283.1241
ASAH1|427	4151.5439	ASAH1|427	5983.2636
ASAH2B|653308	21.3777	ASAH2B|653308	12.5523
ASAH2|56624	9.9762	lowly_expressed	lowly_expressed
ASAM|79827	426.1283	ASAM|79827	1194.7931
ASAP1|50807	2008.5511	ASAP1|50807	1102.7429
ASAP2|8853	933.9667	ASAP2|8853	822.4082
ASAP3|55616	1868.8836	ASAP3|55616	1223.152
ASB13|79754	638.9549	ASB13|79754	595.5369999999999
ASB14|142686	8.076	ASB14|142686	11.1576
ASB16|92591	5.7292	ASB16|92591	9.298
ASB1|51665	280.095	ASB1|51665	622.3384
lowly_expressed	lowly_expressed	ASB2|51676	58.1125
ASB3|51130	179.5724	ASB3|51130	298.9307
ASB6|140459	717.4347	ASB6|140459	869.0841
ASB7|140460	335.86699999999996	ASB7|140460	365.8763
ASB8|140461	773.3967	ASB8|140461	718.2706
ASB9|140462	15.2019	ASB9|140462	42.3059
ASCC1|51008	529.6912	ASCC1|51008	400.7438
ASCC2|84164	1459.3824	ASCC2|84164	1269.642
ASCC3|10973	1033.7292	ASCC3|10973	1086.9363
ASCL2|430	103.0879	ASCL2|430	14.8768
ASF1A|25842	420.9026	ASF1A|25842	377.4988
ASF1B|55723	669.8337	ASF1B|55723	86.9363
ASGR1|432	16.6271	ASGR1|432	8.8331
ASGR2|433	7.1259	ASGR2|433	10.2278
ASH1L|55870	2006.1378	ASH1L|55870	2989.205
ASH2L|9070	1527.7910000000002	ASH2L|9070	1209.6699
ASL|435	397.1496	ASL|435	417.4802
ASMTL|8623	490.2613	ASMTL|8623	768.4798
ASNA1|439	1624.2279999999998	ASNA1|439	900.5114
ASNSD1|54529	930.6413	ASNSD1|54529	1000.4649
ASNS|440	1247.5059	ASNS|440	349.6048
lowly_expressed	lowly_expressed	ASPA|443	103.6727
lowly_expressed	lowly_expressed	ASPG|374569	10.2278
ASPHD1|253982	6.6508	ASPHD1|253982	32.0781
ASPHD2|57168	78.8599	ASPHD2|57168	31.6132
ASPH|444	5932.095	ASPH|444	12513.2915
ASPM|259266	612.8266	ASPM|259266	32.0781
ASPN|54829	4572.4466	ASPN|54829	418.8749
ASPRV1|151516	23.4394	ASPRV1|151516	85.4905
ASPSCR1|79058	323.0404	ASPSCR1|79058	273.8261
ASRGL1|80150	73.1591	ASRGL1|80150	203.6262
ASS1|445	4389.0736	ASS1|445	3412.8312
ASTE1|28990	189.696	ASTE1|28990	206.6667
lowly_expressed	lowly_expressed	ASTN1|460	60.437
ASTN2|23245	325.8907	ASTN2|23245	156.6713
ASXL1|171023	1106.8884	ASXL1|171023	2244.5374
ASXL2|55252	350.1188	ASXL2|55252	811.7155
ASXL3|80816	8.5511	ASXL3|80816	26.4993
ATAD1|84896	717.3397	ATAD1|84896	1198.9772
ATAD2B|54454	393.8242	ATAD2B|54454	418.41
ATAD2|29028	3672.6841	ATAD2|29028	516.9689
