gene_id	TCGA-GI-A2C8-01A-11R-A16F-07	gene_id	TCGA-GI-A2C8-11A-22R-A16F-07
ALOX15|246	90.3614	lowly_expressed	lowly_expressed
ALOX5AP|241	810.9103	ALOX5AP|241	86.3495
ALOX5|240	579.6519	ALOX5|240	27.9214
ALOXE3|59344	30.4552	lowly_expressed	lowly_expressed
ALPK1|80216	532.1285	ALPK1|80216	135.4705
ALPK2|115701	169.0094	ALPK2|115701	5694.4157
ALPK3|57538	208.166	ALPK3|57538	24864.0124
ALPL|249	309.2369	ALPL|249	53.2575
ALS2CL|259173	65.9304	ALS2CL|259173	267.3216
lowly_expressed	lowly_expressed	ALS2CR11|151254	5.1706
ALS2CR4|65062	307.2289	ALS2CR4|65062	905.8945
ALS2CR8|79800	260.7095	ALS2CR8|79800	106.515
ALS2|57679	653.9491	ALS2|57679	1480.8687
lowly_expressed	lowly_expressed	ALX1|8092	9.3071
ALX3|257	28.1124	ALX3|257	16.029
AMACR|23600	554.2169	AMACR|23600	613.2368
AMBRA1|55626	800.2008	AMBRA1|55626	650.4654
AMD1|262	997.3226	AMD1|262	1695.9669
AMDHD1|144193	5.0201	lowly_expressed	lowly_expressed
AMDHD2|51005	343.5542	AMDHD2|51005	57.394
AMFR|267	5643.909000000001	AMFR|267	5461.2203
lowly_expressed	lowly_expressed	AMHR2|269	42.3992
AMH|268	26.1044	AMH|268	10.8583
AMICA1|120425	178.0455	AMICA1|120425	29.9897
AMIGO1|57463	320.2811	AMIGO1|57463	450.879
AMIGO2|347902	2185.743	AMIGO2|347902	86.8666
AMIGO3|386724	135.5422	AMIGO3|386724	149.9483
AMMECR1L|83607	810.9103	AMMECR1L|83607	550.1551
AMMECR1|9949	271.7537	AMMECR1|9949	137.0217
AMN1|196394	262.3829	AMN1|196394	330.4033
AMOTL1|154810	779.7858	AMOTL1|154810	8568.7694
AMOTL2|51421	1515.3949	AMOTL2|51421	875.9049
AMOT|154796	965.5288	AMOT|154796	11633.9193
lowly_expressed	lowly_expressed	AMPD1|270	18887.2802
AMPD2|271	661.3119	AMPD2|271	148.9142
AMPD3|272	330.3213	AMPD3|272	776.6287
AMPH|273	95.3815	AMPH|273	145.2947
AMT|275	65.4384	AMT|275	47.8232
AMY2B|280	141.8106	AMY2B|280	461.3133
AMZ1|155185	6.3588	lowly_expressed	lowly_expressed
AMZ2P1|201283	130.5221	AMZ2P1|201283	271.4581
AMZ2|51321	1752.0079999999998	AMZ2|51321	1894.0021
ANAPC10|10393	105.7564	ANAPC10|10393	174.2503
ANAPC11|51529	508.3668	ANAPC11|51529	1877.9731
ANAPC13|25847	1435.2912	ANAPC13|25847	1375.2534
ANAPC16|119504	1526.1044	ANAPC16|119504	5193.8987
ANAPC1|64682	622.8246	ANAPC1|64682	846.9493
ANAPC2|29882	682.0616	ANAPC2|29882	477.2492
ANAPC4|29945	231.593	ANAPC4|29945	366.0807
ANAPC5|51433	1689.759	ANAPC5|51433	4019.1313
ANAPC7|51434	786.8139	ANAPC7|51434	830.9204
ANGEL1|23357	517.4029	ANGEL1|23357	441.0548
ANGEL2|90806	843.3735	ANGEL2|90806	570.8376
ANGPT1|284	221.5529	ANGPT1|284	1227.5078
ANGPT2|285	284.4712	ANGPT2|285	198.0352
ANGPTL1|9068	58.9023	ANGPTL1|9068	1738.3661
ANGPTL2|23452	1901.6064	ANGPTL2|23452	5279.2141
ANGPTL4|51129	22.0884	ANGPTL4|51129	767.8387
lowly_expressed	lowly_expressed	ANGPTL5|253935	49.6381
ANGPTL6|83854	6.6131	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	6.2048
ANG|283	233.4237	ANG|283	37.2234
lowly_expressed	lowly_expressed	ANK1|286	9563.0817
ANK2|287	372.1553	ANK2|287	5921.9235
ANK3|288	568.6078	ANK3|288	3650.9824
ANKAR|150709	57.2289	ANKAR|150709	38.7797
ANKDD1A|348094	70.9505	ANKDD1A|348094	27.9214
ANKFY1|51479	1481.5929999999998	ANKFY1|51479	1370.7342
ANKHD1-EIF4EBP3|404734	939.6118	ANKHD1-EIF4EBP3|404734	219.1727
ANKHD1|54882	3723.1627	ANKHD1|54882	2428.4695
ANKH|56172	1891.2316	ANKH|56172	5462.2544
ANKIB1|54467	1826.3052	ANKIB1|54467	1094.6225
ANKK1|255239	10.3748	lowly_expressed	lowly_expressed
ANKLE2|23141	1211.8474	ANKLE2|23141	1450.879
ANKMY1|51281	211.8474	ANKMY1|51281	57.9111
ANKMY2|57037	908.2999	ANKMY2|57037	998.9659
ANKRA2|57763	467.5368	ANKRA2|57763	146.3289
ANKRD10|55608	1347.0415	ANKRD10|55608	2816.0962
ANKRD11|29123	1865.1104	ANKRD11|29123	1761.9442
ANKRD12|23253	1746.3186	ANKRD12|23253	1522.2337
ANKRD13A|88455	878.5141	ANKRD13A|88455	445.7084
ANKRD13B|124930	121.1513	ANKRD13B|124930	123.5781
ANKRD13C|81573	534.1365	ANKRD13C|81573	622.0269
ANKRD13D|338692	570.2811	ANKRD13D|338692	92.0372
ANKRD16|54522	150.2443	ANKRD16|54522	79.1107
ANKRD17|26057	3591.0308	ANKRD17|26057	2754.9121
ANKRD19|138649	29.4511	ANKRD19|138649	55.3257
lowly_expressed	lowly_expressed	ANKRD1|27063	7524.302
ANKRD22|118932	222.2222	ANKRD22|118932	6.7218
ANKRD23|200539	41.1647	ANKRD23|200539	39384.1779
ANKRD24|170961	12.0482	lowly_expressed	lowly_expressed
ANKRD26|22852	233.9357	ANKRD26|22852	698.0352
ANKRD27|84079	953.4806	ANKRD27|84079	503.6194
ANKRD28|23243	871.1513	ANKRD28|23243	2764.2192
ANKRD29|147463	20.7497	ANKRD29|147463	93.0714
lowly_expressed	lowly_expressed	ANKRD2|26287	5915.7187
ANKRD30A|91074	5135.2075	lowly_expressed	lowly_expressed
ANKRD30B|374860	7.3628	lowly_expressed	lowly_expressed
ANKRD32|84250	102.7443	ANKRD32|84250	99.7932
ANKRD34A|284615	35.4752	ANKRD34A|284615	33.092
ANKRD35|148741	23.0924	ANKRD35|148741	222.3371
ANKRD36BP1|84832	106.09100000000001	ANKRD36BP1|84832	60.4964
ANKRD36B|57730	25.1004	lowly_expressed	lowly_expressed
ANKRD36|375248	150.6024	ANKRD36|375248	29.4726
ANKRD37|353322	53.3568	ANKRD37|353322	483.0558
ANKRD39|51239	118.4739	ANKRD39|51239	155.1189
ANKRD40|91369	1297.8581	ANKRD40|91369	6299.8966
ANKRD42|338699	477.577	ANKRD42|338699	62.0476
ANKRD43|134548	66.5997	lowly_expressed	lowly_expressed
ANKRD44|91526	128.8487	ANKRD44|91526	42.3992
ANKRD45|339416	10.7095	lowly_expressed	lowly_expressed
ANKRD46|157567	806.1145	ANKRD46|157567	1890.2068
ANKRD49|54851	245.9839	ANKRD49|54851	153.0507
ANKRD50|57182	1684.0696	ANKRD50|57182	529.9897
ANKRD52|283373	1294.5114	ANKRD52|283373	2087.3837
ANKRD53|79998	7.3628	lowly_expressed	lowly_expressed
ANKRD54|129138	290.83	ANKRD54|129138	207.8594
ANKRD56|345079	269.411	lowly_expressed	lowly_expressed
ANKRD57|65124	660.3079	ANKRD57|65124	134.9535
ANKRD58|347454	15.7296	lowly_expressed	lowly_expressed
ANKRD5|63926	312.9183	ANKRD5|63926	38.2627
ANKRD6|22881	237.3159	ANKRD6|22881	202.8283
ANKRD9|122416	30.4552	ANKRD9|122416	627.1975
ANKS1A|23294	744.9799	ANKS1A|23294	611.6856
ANKS1B|56899	393.2396	ANKS1B|56899	196.484
ANKS3|124401	280.4552	ANKS3|124401	85.8325
ANKS6|203286	111.4458	ANKS6|203286	173.7332
ANKZF1|55139	597.0549	ANKZF1|55139	344.36400000000003
ANLN|54443	64.5917	ANLN|54443	43.4333
ANO10|55129	573.9625	ANO10|55129	506.2048
ANO1|55107	1440.7631	ANO1|55107	396.5874
ANO2|57101	6.6934	ANO2|57101	14.4778
lowly_expressed	lowly_expressed	ANO5|203859	5735.2637
ANO6|196527	2320.9505	ANO6|196527	5113.7539
ANO7|50636	12.3829	ANO7|50636	6.2048
ANO8|57719	251.6734	ANO8|57719	425.5429
ANO9|338440	225.9036	lowly_expressed	lowly_expressed
ANP32A|8125	2945.1138	ANP32A|8125	1568.2523
ANP32B|10541	2156.6265	ANP32B|10541	1048.6039
ANP32E|81611	420.0134	ANP32E|81611	1694.4157
ANPEP|290	591.7001	ANPEP|290	158.2213
ANTXR1|84168	5647.925	ANTXR1|84168	2910.031
ANTXR2|118429	788.1526	ANTXR2|118429	744.5708
ANUBL1|93550	103.7483	ANUBL1|93550	131.334
ANXA11|311	2868.1392	ANXA11|311	5190.2792
ANXA1|301	2172.0214	ANXA1|301	2767.8387
ANXA2P1|303	56.2249	ANXA2P1|303	32.575
ANXA2P2|304	3130.5221	ANXA2P2|304	1571.8718
ANXA2|302	9152.2758	ANXA2|302	4896.0703
ANXA3|306	252.00799999999998	ANXA3|306	388.3144
ANXA4|307	1077.6439	ANXA4|307	723.8883
ANXA5|308	5262.7175	ANXA5|308	4040.3309
ANXA6|309	8448.4605	ANXA6|309	12770.423999999999
ANXA7|310	3083.3333	ANXA7|310	5675.2844
ANXA8L2|244	14.3909	lowly_expressed	lowly_expressed
ANXA8|653145	24.4311	ANXA8|653145	9.3071
ANXA9|8416	716.5328	ANXA9|8416	18.0972
AOAH|313	203.8153	AOAH|313	9.3071
AOC2|314	8.3668	AOC2|314	20.1655
AOC3|8639	738.2865	AOC3|8639	1405.3775
AOX1|316	162.9853	AOX1|316	189.2451
AOX2P|344454	6.0241	lowly_expressed	lowly_expressed
AP1AR|55435	685.4083	AP1AR|55435	247.1562
AP1B1|162	3388.2195	AP1B1|162	1204.2399
AP1G1|164	2251.6734	AP1G1|164	2764.7363
AP1G2|8906	1062.3059	AP1G2|8906	47.4509
AP1M1|8907	1044.1767	AP1M1|8907	1001.5512
AP1M2|10053	2065.261	lowly_expressed	lowly_expressed
AP1S1|1174	816.5997	AP1S1|1174	109.1003
AP1S2|8905	409.6386	AP1S2|8905	3806.6184
AP1S3|130340	46.1847	AP1S3|130340	6.7218
AP2A1|160	2174.8963	AP2A1|160	2552.0631
AP2A2|161	1253.012	AP2A2|161	980.8687
AP2B1|163	7241.9679	AP2B1|163	5111.1686
AP2M1|1173	7143.909000000001	AP2M1|1173	3660.8066
AP2S1|1175	975.9036	AP2S1|1175	1101.8614
AP3B1|8546	1502.6774	AP3B1|8546	785.4188
AP3B2|8120	16.0643	lowly_expressed	lowly_expressed
AP3D1|8943	3330.9906	AP3D1|8943	2326.7839
AP3M1|26985	1125.8367	AP3M1|26985	914.6846
AP3M2|10947	647.925	AP3M2|10947	407.9628
AP3S1|1176	1165.328	AP3S1|1176	506.2048
AP3S2|10239	2717.3795	AP3S2|10239	3589.2399
AP4B1|10717	215.0033	AP4B1|10717	379.8656
AP4E1|23431	544.8461	AP4E1|23431	942.0889
AP4M1|9179	348.7216	AP4M1|9179	221.9597
AP4S1|11154	109.7724	AP4S1|11154	152.0165
APAF1|317	432.3963	APAF1|317	304.5502
APBA1|320	107.7644	APBA1|320	230.0931
APBA2|321	86.3454	APBA2|321	6.7218
APBA3|9546	152.6104	APBA3|9546	284.9018
APBB1IP|54518	438.755	APBB1IP|54518	60.4964
APBB1|322	429.7189	APBB1|322	1139.607
APBB2|323	1995.6493	APBB2|323	1427.6112
APBB3|10307	511.0442	APBB3|10307	126.6805
APC2|10297	5.7597	lowly_expressed	lowly_expressed
APCDD1L|164284	33.4672	APCDD1L|164284	94.6225
APCDD1|147495	371.1513	APCDD1|147495	391.4168
APC|324	1173.3601	APC|324	2241.9855
APEH|327	1611.7805	APEH|327	3416.2358
APEX1|328	1942.4364	APEX1|328	1483.971
APEX2|27301	562.5837	APEX2|27301	205.274
APH1A|51107	4963.1861	APH1A|51107	1742.5026
APH1B|83464	1009.3708	APH1B|83464	226.4736
API5|8539	1803.2129	API5|8539	1967.425
APIP|51074	2237.7142	APIP|51074	879.4623
APITD1|378708	197.577	APITD1|378708	59.4623
APLF|200558	23.427	APLF|200558	115.8221
APLNR|187	1563.5877	APLNR|187	2489.1417
APLN|8862	153.9491	APLN|8862	251.2927
APLP1|333	74.9665	APLP1|333	11.3754
APLP2|334	8601.4056	APLP2|334	4038.2627
APOA1BP|128240	1559.2369	APOA1BP|128240	983.971
APOB48R|55911	1108.4337	APOB48R|55911	12.9266
lowly_expressed	lowly_expressed	APOBEC2|10930	22756.9804
APOBEC3A|200315	9.7055	APOBEC3A|200315	11.3754
APOBEC3B|9582	22.0884	APOBEC3B|9582	5.1706
APOBEC3C|27350	215.1941	APOBEC3C|27350	84.2813
APOBEC3D|140564	44.5114	APOBEC3D|140564	14.9948
APOBEC3F|200316	115.7965	APOBEC3F|200316	27.9214
APOBEC3G|60489	226.57299999999998	APOBEC3G|60489	64.1158
APOBEC3H|164668	9.0361	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	23.2678
APOC1|341	1159.9732	APOC1|341	49.6381
APOC2|344	343.0388	lowly_expressed	lowly_expressed
APOD|347	1474.5649	APOD|347	1853.6711
APOE|348	4505.3548	APOE|348	464.8397
APOL1|8542	3121.4859	APOL1|8542	431.2306
APOL2|23780	948.4605	APOL2|23780	521.1996
APOL3|80833	897.925	APOL3|80833	536.7115
APOL4|80832	64.9264	APOL4|80832	53.7746
APOL6|80830	1802.5435	APOL6|80830	793.6918
APOLD1|81575	1796.1847	APOLD1|81575	2857.8077
APOM|55937	8.3668	APOM|55937	61.0445
APOOL|139322	289.4913	APOOL|139322	949.3278
APOO|79135	319.6118	APOO|79135	603.9297
APPBP2|10513	5136.8809	APPBP2|10513	1000.0
APPL1|26060	1450.4685	APPL1|26060	3484.4881
APPL2|55198	775.4351	APPL2|55198	418.8211
APP|351	15691.7671	APP|351	6848.5005
APRT|353	917.6707	APRT|353	509.3071
APTX|54840	492.9719	APTX|54840	256.4633
AQP11|282679	30.7898	AQP11|282679	14.4778
AQP1|358	4409.8829	AQP1|358	6818.3609
AQP3|360	214.1901	AQP3|360	103.4126
AQP4|361	97.7242	AQP4|361	7925.5429
lowly_expressed	lowly_expressed	AQP7P1|375719	38.7797
lowly_expressed	lowly_expressed	AQP7P3|441432	10.8583
lowly_expressed	lowly_expressed	AQP7|364	586.3495
lowly_expressed	lowly_expressed	AQP9|366	17.0631
lowly_expressed	lowly_expressed	AQPEP|206338	67.5181
AQR|9716	981.9277	AQR|9716	543.4333
ARAF|369	1366.8005	ARAF|369	3500.0
ARAP1|116985	2409.8728	ARAP1|116985	998.4385
ARAP2|116984	109.4378	ARAP2|116984	58.9452
ARAP3|64411	369.4779	ARAP3|64411	408.9969
ARCN1|372	5586.6801	ARCN1|372	2829.3692
lowly_expressed	lowly_expressed	ARC|23237	26.3702
AREG|374	14.3909	AREG|374	32.0579
ARF1|375	14772.0884	ARF1|375	6666.4943
ARF3|377	6043.5074	ARF3|377	888.8314
ARF4|378	4853.4137	ARF4|378	1814.3744
ARF5|381	2271.7303	ARF5|381	1982.3837
ARF6|382	3858.0991	ARF6|382	1403.3092
ARFGAP1|55738	1131.1914	ARFGAP1|55738	312.3061
ARFGAP2|84364	1335.3414	ARFGAP2|84364	2407.9628
ARFGAP3|26286	696.7871	ARFGAP3|26286	764.7363
ARFGEF1|10565	7058.4371	ARFGEF1|10565	1309.5657
ARFGEF2|10564	5900.6024	ARFGEF2|10564	2025.3361
ARFIP1|27236	1119.1432	ARFIP1|27236	402.2751
ARFIP2|23647	1530.4552	ARFIP2|23647	308.6867
ARFRP1|10139	612.1151	ARFRP1|10139	427.6112
ARG2|384	156.8942	ARG2|384	285.3051
ARGLU1|55082	1165.328	ARGLU1|55082	871.2513
ARHGAP10|79658	195.4485	ARHGAP10|79658	1410.031
ARHGAP11A|9824	80.9906	ARHGAP11A|9824	65.1499
ARHGAP12|94134	1036.4793	ARHGAP12|94134	853.1541
ARHGAP15|55843	145.2477	ARHGAP15|55843	28.4385
ARHGAP17|55114	1378.1794	ARHGAP17|55114	1114.788
ARHGAP18|93663	1153.2798	ARHGAP18|93663	805.0672
ARHGAP19|84986	274.0964	ARHGAP19|84986	184.5915
ARHGAP1|392	3865.4618	ARHGAP1|392	1154.6019
ARHGAP20|57569	106.7604	ARHGAP20|57569	83.7642
ARHGAP21|57584	1712.8514	ARHGAP21|57584	2831.4374
ARHGAP22|58504	68.2731	ARHGAP22|58504	40.3309
ARHGAP23|57636	591.7001	ARHGAP23|57636	646.8459
ARHGAP24|83478	377.1754	ARHGAP24|83478	467.425
ARHGAP25|9938	340.0268	ARHGAP25|9938	99.7932
ARHGAP26|23092	319.2771	ARHGAP26|23092	726.4736
ARHGAP27|201176	703.4605	ARHGAP27|201176	153.0507
ARHGAP28|79822	519.0763	ARHGAP28|79822	623.5781
ARHGAP29|9411	2849.3976	ARHGAP29|9411	1867.6319
ARHGAP30|257106	689.4244	ARHGAP30|257106	88.4178
ARHGAP31|57514	1126.1714	ARHGAP31|57514	877.456
ARHGAP32|9743	3407.9652	ARHGAP32|9743	494.8294
ARHGAP33|115703	216.5328	ARHGAP33|115703	41.8821
lowly_expressed	lowly_expressed	ARHGAP36|158763	503.1024
ARHGAP39|80728	196.1178	ARHGAP39|80728	24.302
ARHGAP42|143872	208.8186	ARHGAP42|143872	145.8014
ARHGAP4|393	748.6613	ARHGAP4|393	64.6329
ARHGAP5|394	2430.7229	ARHGAP5|394	1858.3247
ARHGAP6|395	105.7564	ARHGAP6|395	271.9752
ARHGAP8|23779	387.9083	lowly_expressed	lowly_expressed
ARHGAP9|64333	197.4565	ARHGAP9|64333	16.029
ARHGDIA|396	4101.4056	ARHGDIA|396	1714.5812
ARHGDIB|397	5751.004	ARHGDIB|397	879.0072
ARHGDIG|398	24.0361	lowly_expressed	lowly_expressed
ARHGEF10L|55160	739.6252	ARHGEF10L|55160	2826.7839
ARHGEF10|9639	422.3561	ARHGEF10|9639	390.8997
ARHGEF11|9826	2072.6238	ARHGEF11|9826	1024.302
ARHGEF12|23365	5480.9237	ARHGEF12|23365	5620.4757
ARHGEF15|22899	434.0696	ARHGEF15|22899	543.4333
ARHGEF16|27237	236.6131	ARHGEF16|27237	8.273
ARHGEF17|9828	1645.2477	ARHGEF17|9828	743.0196
ARHGEF18|23370	761.7135	ARHGEF18|23370	252.3268
ARHGEF19|128272	143.5743	ARHGEF19|128272	8.7901
ARHGEF1|9138	846.3855	ARHGEF1|9138	345.9152
ARHGEF2|9181	1255.3548	ARHGEF2|9181	782.3164
ARHGEF33|100271715	6.0241	ARHGEF33|100271715	8.273
ARHGEF35|445328	255.0201	ARHGEF35|445328	11.8925
ARHGEF37|389337	2688.0857	ARHGEF37|389337	747.1562
ARHGEF38|54848	20.7497	lowly_expressed	lowly_expressed
ARHGEF3|50650	1259.0361	ARHGEF3|50650	614.2709
ARHGEF4|50649	45.5154	ARHGEF4|50649	319.0279
ARHGEF5|7984	400.9371	ARHGEF5|7984	8.273
ARHGEF6|9459	3377.8447	lowly_expressed	lowly_expressed
ARHGEF7|8874	1489.6252	ARHGEF7|8874	1966.908
ARHGEF9|23229	562.5837	ARHGEF9|23229	300.9307
ARID1A|8289	3100.0669	ARID1A|8289	2255.9462
ARID1B|57492	2052.5435	ARID1B|57492	2788.0041
ARID2|196528	846.3855	ARID2|196528	628.7487
ARID3A|1820	95.3815	ARID3A|1820	20.1655
ARID3B|10620	85.676	ARID3B|10620	72.9059
ARID4A|5926	667.6707	ARID4A|5926	491.727
ARID4B|51742	1955.4987	ARID4B|51742	748.0817
ARID5A|10865	462.8514	ARID5A|10865	816.4426
ARID5B|84159	1425.3681	ARID5B|84159	3208.8935
ARIH1|25820	1996.9879999999998	ARIH1|25820	3210.4447
ARIH2|10425	1235.2343	ARIH2|10425	4981.8614
ARL10|285598	22.423000000000002	ARL10|285598	68.7694
ARL11|115761	175.3681	ARL11|115761	6.7218
ARL13B|200894	224.8996	ARL13B|200894	81.696
ARL15|54622	472.8916	ARL15|54622	236.2978
ARL16|339231	166.6667	ARL16|339231	181.4891
ARL17A|51326	72.3159	ARL17A|51326	86.8046
ARL17B|641522	5.0301	lowly_expressed	lowly_expressed
ARL1|400	1851.7403	ARL1|400	2500.0
ARL2BP|23568	1230.2544	ARL2BP|23568	1229.0589
ARL2|402	762.0482	ARL2|402	2080.6618
ARL3|403	525.1004	ARL3|403	285.9359
ARL4A|10124	319.9465	ARL4A|10124	78.0765
ARL4C|10123	802.5435	ARL4C|10123	126.1634
ARL4D|379	59.5716	ARL4D|379	97.7249
ARL5A|26225	1615.7965	ARL5A|26225	1993.2782
ARL5B|221079	210.174	ARL5B|221079	453.4643
ARL6IP1|23204	7380.8568	ARL6IP1|23204	1248.7073
ARL6IP4|51329	930.7229	ARL6IP4|51329	1992.2441
ARL6IP5|10550	2758.0321	ARL6IP5|10550	8498.9659
ARL6IP6|151188	261.7135	ARL6IP6|151188	183.0403
ARL6|84100	98.7282	ARL6|84100	38.2627
ARL8A|127829	2463.5207	ARL8A|127829	854.1882
ARL8B|55207	2506.3588	ARL8B|55207	2751.2927
ARMC10|83787	805.676	ARMC10|83787	307.182
ARMC1|55156	1372.8246	ARMC1|55156	1039.2968
ARMC2|84071	66.2651	ARMC2|84071	7.2389
ARMC3|219681	6.0241	lowly_expressed	lowly_expressed
ARMC5|79798	271.0843	ARMC5|79798	282.8335
ARMC6|93436	374.8092	ARMC6|93436	621.9804
ARMC7|79637	223.8956	ARMC7|79637	149.9483
ARMC8|25852	809.2369	ARMC8|25852	1608.5832
ARMC9|80210	429.7189	ARMC9|80210	29.9897
ARMCX1|51309	389.2236	ARMCX1|51309	947.2596
ARMCX2|9823	757.3628	ARMCX2|9823	300.9307
ARMCX3|51566	2196.4525	ARMCX3|51566	1942.606
ARMCX5|64860	240.9639	ARMCX5|64860	233.7125
ARMCX6|54470	270.0803	ARMCX6|54470	95.1396
ARNT2|9915	5359.4378	ARNT2|9915	650.4654
ARNTL2|56938	52.5435	ARNTL2|56938	6.2048
ARNTL|406	318.2731	ARNTL|406	140.6412
ARNT|405	1473.2262	ARNT|405	2157.1872
ARPC1A|10552	3032.2490000000003	ARPC1A|10552	1055.3257
ARPC1B|10095	2947.6707	ARPC1B|10095	540.3309
ARPC2|10109	4388.5542	ARPC2|10109	4802.999
ARPC3|10094	2754.0161	ARPC3|10094	1109.1003
ARPC4|10093	2724.3876	ARPC4|10093	1505.9617
ARPC5L|81873	1069.6118	ARPC5L|81873	846.4323
ARPC5|10092	3047.8581	ARPC5|10092	666.4943
ARPM1|84517	37.4833	ARPM1|84517	12.9266
ARPP19|10776	7103.079000000001	ARPP19|10776	6417.786999999999
lowly_expressed	lowly_expressed	ARPP21|10777	2320.5791
ARRB1|408	1259.0361	ARRB1|408	223.3713
ARRB2|409	940.4284	ARRB2|409	266.2875
ARRDC1|92714	1050.5355	ARRDC1|92714	207.3423
ARRDC2|27106	576.3052	ARRDC2|27106	2583.2472
ARRDC3|57561	1722.8916	ARRDC3|57561	3283.3506
ARRDC4|91947	301.2048	ARRDC4|91947	2678.9038
ARSA|410	984.6051	ARSA|410	159.7725
ARSB|411	475.5689	ARSB|411	331.4374
ARSD|414	4586.6801	ARSD|414	141.6753
ARSE|415	68.9424	lowly_expressed	lowly_expressed
ARSG|22901	820.6158	ARSG|22901	81.696
ARSI|340075	138.8889	ARSI|340075	13.9607
ARSJ|79642	99.7323	ARSJ|79642	31.5408
ARSK|153642	114.7925	ARSK|153642	98.242
lowly_expressed	lowly_expressed	ART1|417	858.3247
lowly_expressed	lowly_expressed	ART3|419	2437.9524
lowly_expressed	lowly_expressed	ART5|116969	140.6412
ARTN|9048	29.4511	lowly_expressed	lowly_expressed
ARV1|64801	606.091	ARV1|64801	401.241
ARVCF|421	254.0161	ARVCF|421	356.2565
ARX|170302	11.0442	ARX|170302	344.8811
AR|367	861.7805	AR|367	749.7415
AS3MT|57412	183.4003	AS3MT|57412	357.9783
ASAH1|427	5092.0348	ASAH1|427	2923.9917
lowly_expressed	lowly_expressed	ASAH2B|653308	25.8532
ASAH2|56624	7.3628	ASAH2|56624	10.3413
ASAM|79827	306.2249	ASAM|79827	121.5098
ASAP1|50807	1673.6948	ASAP1|50807	658.7384
ASAP2|8853	791.4993	ASAP2|8853	549.121
ASAP3|55616	1076.3052	ASAP3|55616	1298.3454
lowly_expressed	lowly_expressed	ASB10|136371	1276.1117
lowly_expressed	lowly_expressed	ASB11|140456	1392.4509
lowly_expressed	lowly_expressed	ASB12|142689	1129.7828
ASB13|79754	921.6867	ASB13|79754	437.9524
ASB14|142686	10.3748	ASB14|142686	910.0310000000001
lowly_expressed	lowly_expressed	ASB15|142685	2729.0589
ASB16|92591	52.4565	ASB16|92591	1792.425
lowly_expressed	lowly_expressed	ASB18|401036	26.3702
ASB1|51665	432.5	ASB1|51665	1455.5895
ASB2|51676	36.8139	ASB2|51676	9850.0517
ASB3|51130	224.5649	ASB3|51130	185.1086
lowly_expressed	lowly_expressed	ASB4|51666	493.7952
lowly_expressed	lowly_expressed	ASB5|140458	11969.4933
ASB6|140459	830.2343	ASB6|140459	409.7622
ASB7|140460	283.4672	ASB7|140460	288.5212
ASB8|140461	862.1151	ASB8|140461	7077.5595
ASB9|140462	17.7376	ASB9|140462	16.546
ASCC1|51008	389.5582	ASCC1|51008	698.0352
ASCC2|84164	1192.1017	ASCC2|84164	1385.2120000000002
ASCC3|10973	1115.1272	ASCC3|10973	886.7632
ASCL2|430	15.0602	lowly_expressed	lowly_expressed
ASF1A|25842	428.7149	ASF1A|25842	644.7777
ASF1B|55723	50.5355	ASF1B|55723	11.3754
ASGR1|432	8.3668	lowly_expressed	lowly_expressed
ASGR2|433	9.3708	lowly_expressed	lowly_expressed
ASH1L|55870	3404.2001	ASH1L|55870	3935.4447
ASH2L|9070	991.2985	ASH2L|9070	1291.6236
ASL|435	577.9786	ASL|435	158.2213
ASMTL|8623	905.2376	ASMTL|8623	313.8418
ASMT|438	5.0201	lowly_expressed	lowly_expressed
ASNA1|439	1435.0736	ASNA1|439	1103.4126
ASNSD1|54529	1226.9076	ASNSD1|54529	2175.8014
ASNS|440	524.0964	ASNS|440	67.2182
ASPA|443	10.3748	ASPA|443	375.3878
ASPHD1|253982	15.3949	lowly_expressed	lowly_expressed
ASPHD2|57168	91.0308	ASPHD2|57168	16.029
ASPH|444	7862.8414	ASPH|444	3930.7704
ASPM|259266	47.5234	ASPM|259266	21.7166
ASPN|54829	3664.6586	ASPN|54829	1397.6215
ASPRV1|151516	41.6533	ASPRV1|151516	45.5016
ASPSCR1|79058	183.4003	ASPSCR1|79058	259.0486
ASRGL1|80150	75.3012	ASRGL1|80150	111.6856
ASS1|445	6321.2851	ASS1|445	1427.0941
ASTE1|28990	248.2229	ASTE1|28990	122.9938
ASTN1|460	42.838	ASTN1|460	16.029
ASTN2|23245	924.6988	ASTN2|23245	155.1189
ASXL1|171023	1536.8139	ASXL1|171023	1450.879
ASXL2|55252	761.3788	ASXL2|55252	1261.6339
ATAD1|84896	1265.3949	ATAD1|84896	2277.6629
ATAD2B|54454	329.9866	ATAD2B|54454	268.3557
ATAD2|29028	280.1205	ATAD2|29028	108.0662
ATAD3A|55210	207.162	ATAD3A|55210	410.5481
ATAD3B|83858	103.7483	ATAD3B|83858	51.1892
ATAD3C|219293	233.2664	ATAD3C|219293	5.1706
ATAD5|79915	33.8019	ATAD5|79915	24.302
lowly_expressed	lowly_expressed	ATCAY|85300	6.7218
ATE1|11101	528.4471	ATE1|11101	886.7632
ATF1|466	359.1031	ATF1|466	852.637
ATF2|1386	499.3307	ATF2|1386	550.1551
ATF3|467	666.332	ATF3|467	3304.5502
ATF4|468	3868.8086	ATF4|468	11435.8842
